Orthogroup	ASTE.longest_only	DBIA.longest_only
OG0005754	LOC118508542|XP_035904317.1|ASTE	LOC108036569|XP_016968305.1|DBIA
OG0005755	LOC118508292|XP_035903831.1|ASTE	LOC108026918|XP_016953618.1|DBIA
OG0005756	LOC118506732|XP_035900163.1|ASTE	LOC108024607|XP_016950112.1|DBIA
OG0005757	LOC118508533|XP_035904304.1|ASTE	LOC108031857|XP_016961100.1|DBIA
OG0005758	LOC118507702|XP_035902467.1|ASTE	LOC108032892|XP_016962417.1|DBIA
OG0005759	LOC118507697|XP_035902444.1|ASTE	LOC108031536|XP_016960561.1|DBIA
OG0005760	LOC118502988|XP_035891682.1|ASTE	LOC108025334|XP_016951252.1|DBIA
OG0005761	LOC118502980|XP_035891652.1|ASTE	LOC108031638|XP_016960742.1|DBIA
OG0005762	LOC118508098|XP_035903473.1|ASTE, LOC118502990|XP_035891683.1|ASTE	LOC108027286|XP_016954164.1|DBIA
OG0005763	LOC118505902|XP_035898252.1|ASTE	LOC108030162|XP_016958381.1|DBIA
OG0005764	LOC118506971|XP_035900707.1|ASTE	LOC108027171|XP_016953942.1|DBIA
OG0005765	LOC118505134|XP_035896367.1|ASTE	LOC108027166|XP_016953918.1|DBIA
OG0005766	LOC118517194|XP_035919037.1|ASTE, LOC118505131|XP_035896349.1|ASTE	LOC108025200|XP_016951009.1|DBIA
OG0005767	LOC118517198|XP_035919041.1|ASTE, LOC118505130|XP_035896341.1|ASTE	LOC108031631|XP_016960725.1|DBIA
OG0005768	LOC118506548|XP_035899737.1|ASTE	LOC108023333|XP_016948148.1|DBIA
OG0005769	LOC118504294|XP_035894483.1|ASTE	LOC108027200|XP_016953996.1|DBIA
OG0005770	LOC118508423|XP_035904085.1|ASTE	LOC108026183|XP_016952461.1|DBIA
OG0005771	LOC118508434|XP_035904106.1|ASTE	LOC108025250|XP_016951091.1|DBIA
OG0005772	LOC118507946|XP_035903164.1|ASTE	LOC108031629|XP_016960723.1|DBIA
OG0005773	LOC118507954|XP_035903173.1|ASTE	LOC108026067|XP_016952251.1|DBIA
OG0005774	LOC118507952|XP_035903171.1|ASTE	LOC108024525|XP_016949977.1|DBIA
OG0005775	LOC118507955|XP_035903174.1|ASTE	LOC108028021|XP_016955146.1|DBIA
OG0005776	LOC118505299|XP_035896801.1|ASTE	LOC108035670|XP_016966866.1|DBIA
OG0005777	LOC118502649|XP_035890991.1|ASTE	LOC108034237|XP_016964575.1|DBIA
OG0005778	LOC118502661|XP_035891007.1|ASTE	LOC108031425|XP_016960315.1|DBIA
OG0005779	LOC118502802|XP_035891309.1|ASTE	LOC108026237|XP_016952561.1|DBIA
OG0005780	LOC118508349|XP_035903935.1|ASTE	LOC108035316|XP_016966378.1|DBIA
OG0005781	LOC118506931|XP_035900631.1|ASTE	LOC108028112|XP_016955250.1|DBIA
OG0005782	LOC118506924|XP_035900617.1|ASTE	LOC108028560|XP_016955955.1|DBIA
OG0005783	LOC118507630|XP_035902248.1|ASTE	LOC108036670|XP_016968441.1|DBIA
OG0005784	LOC118504312|XP_035894508.1|ASTE	LOC108025441|XP_016951425.1|DBIA
OG0005785	LOC118502519|XP_035890672.1|ASTE	LOC108025371|XP_016951320.1|DBIA
OG0005786	LOC118506689|XP_035900052.1|ASTE	LOC108031588|XP_016960646.1|DBIA
OG0005787	LOC118506695|XP_035900069.1|ASTE	LOC108032919|XP_016962472.1|DBIA
OG0005788	LOC118502585|XP_035890822.1|ASTE	LOC108036528|XP_016968235.1|DBIA
OG0005789	LOC118506707|XP_035900093.1|ASTE	LOC108036865|XP_016968731.1|DBIA
OG0005790	LOC118506704|XP_035900089.1|ASTE	LOC108025249|XP_016951090.1|DBIA
OG0005791	LOC118506711|XP_035900095.1|ASTE	LOC108031953|XP_016961229.1|DBIA
OG0005792	LOC118506715|XP_035900116.1|ASTE	LOC108031954|XP_016961231.1|DBIA
OG0005793	LOC118506719|XP_035900127.1|ASTE	LOC108026274|XP_016952625.1|DBIA
OG0005794	LOC118508437|XP_035904109.1|ASTE	LOC108022803|XP_016947426.1|DBIA
OG0005795	LOC118506247|XP_035899017.1|ASTE	LOC108024146|XP_016949427.1|DBIA
OG0005796	LOC118504742|XP_035895519.1|ASTE	LOC108028018|XP_016955140.1|DBIA
OG0005797	LOC118517570|XP_035919709.1|ASTE	LOC108034945|XP_016965713.1|DBIA
OG0005798	LOC118506731|XP_035900162.1|ASTE	LOC108024579|XP_016950067.1|DBIA
OG0005799	LOC118506735|XP_035900168.1|ASTE	LOC108031472|XP_016960417.1|DBIA
OG0005800	LOC118506390|XP_035899323.1|ASTE	LOC108031491|XP_016960473.1|DBIA
OG0005801	LOC118506729|XP_035900160.1|ASTE	LOC108031490|XP_016960472.1|DBIA
OG0005802	LOC118505688|XP_035897719.1|ASTE	LOC108026224|XP_016952545.1|DBIA
OG0005803	LOC118506527|XP_035899672.1|ASTE	LOC108024546|XP_016950009.1|DBIA
OG0005804	LOC118506536|XP_035899701.1|ASTE, LOC118515299|XP_035917868.1|ASTE	LOC108024856|XP_016950487.1|DBIA
OG0005805	LOC118502756|XP_035891219.1|ASTE	LOC108022837|XP_016947497.1|DBIA
OG0005806	LOC118504517|XP_035894942.1|ASTE	LOC108026008|XP_016952187.1|DBIA
OG0005807	LOC118504514|XP_035894939.1|ASTE	LOC108026111|XP_016952300.1|DBIA
OG0005808	LOC118502619|XP_035890885.1|ASTE, LOC118502621|XP_035890888.1|ASTE	LOC108025829|XP_016951978.1|DBIA
OG0005809	LOC118508370|XP_035903989.1|ASTE	LOC108028605|XP_016956017.1|DBIA
OG0005810	LOC118502815|XP_035891356.1|ASTE	LOC108031719|XP_016960877.1|DBIA
OG0005811	LOC118502816|XP_035891358.1|ASTE	LOC108031720|XP_016960878.1|DBIA
OG0005812	LOC118505415|XP_035897057.1|ASTE	LOC108032097|XP_016961414.1|DBIA
OG0005813	LOC118502704|XP_035891139.1|ASTE	LOC108031059|XP_016959754.1|DBIA
OG0005814	LOC118502776|XP_035891264.1|ASTE	LOC108027392|XP_016954317.1|DBIA
OG0005815	LOC118502771|XP_035891254.1|ASTE	LOC108030159|XP_016958378.1|DBIA
OG0005816	LOC118507681|XP_035902368.1|ASTE	LOC108023860|XP_016949003.1|DBIA
OG0005817	LOC118508376|XP_035904006.1|ASTE	LOC108031628|XP_016960722.1|DBIA
OG0005818	LOC118506399|XP_035899344.1|ASTE	LOC108025394|XP_016951359.1|DBIA
OG0005819	LOC118506416|XP_035899398.1|ASTE	LOC108027368|XP_016954280.1|DBIA
OG0005820	LOC118506418|XP_035899409.1|ASTE	LOC108027369|XP_016954281.1|DBIA
OG0005821	LOC118503194|XP_035892069.1|ASTE	LOC108027394|XP_016954319.1|DBIA
OG0005822	LOC118512385|XP_035912649.1|ASTE	LOC108034307|XP_016964666.1|DBIA
OG0005823	LOC118517716|XP_035920054.1|ASTE	LOC108023697|XP_016948812.1|DBIA
OG0005824	LOC118506389|XP_035899322.1|ASTE	LOC108031683|XP_016960817.1|DBIA
OG0005825	LOC118504261|XP_035894383.1|ASTE	LOC108028104|XP_016955240.1|DBIA
OG0005827	LOC118504257|XP_035894379.1|ASTE	LOC108026011|XP_016952191.1|DBIA
OG0005828	LOC118505806|XP_035898039.1|ASTE	LOC108028368|XP_016955646.1|DBIA
OG0005829	LOC118505801|XP_035898028.1|ASTE	LOC108031813|XP_016961029.1|DBIA
OG0005830	LOC118503259|XP_035892194.1|ASTE	LOC108035161|XP_016966106.1|DBIA
OG0005831	LOC118503250|XP_035892180.1|ASTE	LOC108034572|XP_016964991.1|DBIA
OG0005832	LOC118502514|XP_035890651.1|ASTE	LOC108035699|XP_016966909.1|DBIA
OG0005833	LOC118506762|XP_035900248.1|ASTE	LOC108034853|XP_016965490.1|DBIA
OG0005834	LOC118506174|XP_035898838.1|ASTE	LOC108034859|XP_016965499.1|DBIA
OG0005835	LOC118508509|XP_035904243.1|ASTE	LOC108035694|XP_016966902.1|DBIA
OG0005836	LOC118508505|XP_035904235.1|ASTE	LOC108035595|XP_016966759.1|DBIA
OG0005837	LOC118508502|XP_035904231.1|ASTE	LOC108026267|XP_016952616.1|DBIA
OG0005838	LOC118503324|XP_035892360.1|ASTE	LOC108025449|XP_016951436.1|DBIA
OG0005839	LOC118506225|XP_035898954.1|ASTE	LOC108027856|XP_016954945.1|DBIA
OG0005840	LOC118506226|XP_035898956.1|ASTE	LOC108025602|XP_016951629.1|DBIA
OG0005841	LOC118506312|XP_035899154.1|ASTE	LOC108027142|XP_016953850.1|DBIA
OG0005842	LOC118505382|XP_035896977.1|ASTE	LOC108023747|XP_016948875.1|DBIA
OG0005843	LOC118503614|XP_035892986.1|ASTE	LOC108035424|XP_016966541.1|DBIA
OG0005844	LOC118505376|XP_035896972.1|ASTE	LOC108035911|XP_016967171.1|DBIA
OG0005845	LOC118506163|XP_035898828.1|ASTE	LOC108032894|XP_016962419.1|DBIA
OG0005846	LOC118505788|XP_035898003.1|ASTE	LOC108031374|XP_016960197.1|DBIA
OG0005847	LOC118505003|XP_035896081.1|ASTE	LOC108031752|XP_016960945.1|DBIA
OG0005848	LOC118505040|XP_035896183.1|ASTE	LOC108025787|XP_016951902.1|DBIA
OG0005849	LOC118505039|XP_035896173.1|ASTE	LOC108026293|XP_016952664.1|DBIA
OG0005850	LOC118505020|XP_035896100.1|ASTE, LOC118505022|XP_035896113.1|ASTE	LOC108025731|XP_016951799.1|DBIA
OG0005851	LOC118503974|XP_035893802.1|ASTE	LOC108033959|XP_016964153.1|DBIA
OG0005852	LOC118504995|XP_035896066.1|ASTE	LOC108024836|XP_016950459.1|DBIA
OG0005853	LOC118506837|XP_035900443.1|ASTE	LOC108023220|XP_016947979.1|DBIA
OG0005854	LOC118506839|XP_035900445.1|ASTE	LOC108031474|XP_016960424.1|DBIA
OG0005855	LOC118506841|XP_035900448.1|ASTE	LOC108023639|XP_016948744.1|DBIA
OG0005856	LOC118506844|XP_035900453.1|ASTE	LOC108025745|XP_016951822.1|DBIA
OG0005857	LOC118503585|XP_035892918.1|ASTE	LOC108031351|XP_016960105.1|DBIA
OG0005858	LOC118503641|XP_035893035.1|ASTE	LOC108031587|XP_016960645.1|DBIA
OG0005859	LOC118511192|XP_035909855.1|ASTE, LOC118517337|XP_035919214.1|ASTE	LOC108029272|XP_016956960.1|DBIA
OG0005860	LOC118511182|XP_035909827.1|ASTE	LOC108027239|XP_016954062.1|DBIA
OG0005861	LOC118511180|XP_035909824.1|ASTE	LOC108023863|XP_016949009.1|DBIA
OG0005862	LOC118508951|XP_035904758.1|ASTE	LOC108029359|XP_016957070.1|DBIA
OG0005863	LOC118510969|XP_035909353.1|ASTE	LOC108022938|XP_016947640.1|DBIA
OG0005864	LOC118510942|XP_035909271.1|ASTE	LOC108032069|XP_016961376.1|DBIA
OG0005865	LOC118504236|XP_035894351.1|ASTE	LOC108031412|XP_016960301.1|DBIA
OG0005866	LOC118507146|XP_035901075.1|ASTE	LOC108030458|XP_016958840.1|DBIA
OG0005867	LOC118504229|XP_035894339.1|ASTE	LOC108033287|XP_016963042.1|DBIA
OG0005869	LOC118506097|XP_035898674.1|ASTE	LOC108021980|XP_016946309.1|DBIA
OG0005870	LOC118509717|XP_035906697.1|ASTE	LOC108023627|XP_016948727.1|DBIA
OG0005871	LOC118507971|XP_035903196.1|ASTE	LOC108036518|XP_016968216.1|DBIA
OG0005872	LOC118507970|XP_035903194.1|ASTE	LOC108031571|XP_016960617.1|DBIA
OG0005873	LOC118512402|XP_035912681.1|ASTE	LOC108031582|XP_016960640.1|DBIA
OG0005874	LOC118517722|XP_035920064.1|ASTE	LOC108033125|XP_016962830.1|DBIA
OG0005876	LOC118505936|XP_035898335.1|ASTE, LOC118515257|XP_035917834.1|ASTE	LOC108021964|XP_016946285.1|DBIA
OG0005877	LOC118508214|XP_035903687.1|ASTE	LOC108025780|XP_016951884.1|DBIA
OG0005878	LOC118507221|XP_035901269.1|ASTE	LOC108024295|XP_016949685.1|DBIA, LOC108028612|XP_016956059.1|DBIA
OG0005879	LOC118508840|XP_035904481.1|ASTE, LOC118517154|XP_035918911.1|ASTE	LOC108023725|XP_016948850.1|DBIA
OG0005880	LOC118517626|XP_035919828.1|ASTE	LOC108030844|XP_016959468.1|DBIA
OG0005881	LOC118517632|XP_035919836.1|ASTE	LOC108034598|XP_016965020.1|DBIA
OG0005882	LOC118508016|XP_035903294.1|ASTE	LOC108025858|XP_016952014.1|DBIA
OG0005883	LOC118504184|XP_035894236.1|ASTE	LOC108028973|XP_016956505.1|DBIA
OG0005884	LOC118505777|XP_035897941.1|ASTE	LOC108028669|XP_016956091.1|DBIA
OG0005885	LOC118505775|XP_035897938.1|ASTE	LOC108035606|XP_016966775.1|DBIA
OG0005886	LOC118505774|XP_035897937.1|ASTE	LOC108034481|XP_016964872.1|DBIA
OG0005887	LOC118503490|XP_035892699.1|ASTE	LOC108034994|XP_016965820.1|DBIA
OG0005888	LOC118503488|XP_035892683.1|ASTE	LOC108030794|XP_016959360.1|DBIA
OG0005889	LOC118503482|XP_035892677.1|ASTE	LOC108035937|XP_016967219.1|DBIA
OG0005890	LOC118504009|XP_035893858.1|ASTE	LOC108024243|XP_016949613.1|DBIA
OG0005891	LOC118504011|XP_035893866.1|ASTE	LOC108030677|XP_016959195.1|DBIA
OG0005892	LOC118504013|XP_035893869.1|ASTE	LOC108030626|XP_016959118.1|DBIA
OG0005893	LOC118504025|XP_035893898.1|ASTE	LOC108030643|XP_016959146.1|DBIA
OG0005894	LOC118504027|XP_035893900.1|ASTE	LOC108030644|XP_016959147.1|DBIA
OG0005895	LOC118504033|XP_035893910.1|ASTE	LOC108030647|XP_016959148.1|DBIA
OG0005896	LOC118504035|XP_035893915.1|ASTE	LOC108028689|XP_016956122.1|DBIA
OG0005897	LOC118504046|XP_035893938.1|ASTE	LOC108035168|XP_016966120.1|DBIA
OG0005898	LOC118503424|XP_035892558.1|ASTE	LOC108026570|XP_016953014.1|DBIA
OG0005899	LOC118507407|XP_035901758.1|ASTE	LOC108030238|XP_016958531.1|DBIA
OG0005900	LOC118503985|XP_035893823.1|ASTE, LOC118503975|XP_035893803.1|ASTE	LOC108028956|XP_016956484.1|DBIA
OG0005901	LOC118505371|XP_035896967.1|ASTE	LOC108022719|XP_016947293.1|DBIA
OG0005902	LOC118505370|XP_035896965.1|ASTE	LOC108036649|XP_016968418.1|DBIA
OG0005903	LOC118503432|XP_035892569.1|ASTE	LOC108024398|XP_016949797.1|DBIA
OG0005904	LOC118512390|XP_035912658.1|ASTE	LOC108024790|XP_016950398.1|DBIA
OG0005905	LOC118506236|XP_035898978.1|ASTE	LOC108028485|XP_016955837.1|DBIA
OG0005906	LOC118503715|XP_035893171.1|ASTE	LOC108035905|XP_016967160.1|DBIA
OG0005907	LOC118505968|XP_035898404.1|ASTE	LOC108028278|XP_016955472.1|DBIA
OG0005908	LOC118505961|XP_035898389.1|ASTE	LOC108030563|XP_016958950.1|DBIA
OG0005909	LOC118505957|XP_035898384.1|ASTE	LOC108030884|XP_016959533.1|DBIA
OG0005910	LOC118508026|XP_035903310.1|ASTE	LOC108022820|XP_016947450.1|DBIA
OG0005911	LOC118508034|XP_035903329.1|ASTE	LOC108022821|XP_016947451.1|DBIA
OG0005912	LOC118508038|XP_035903334.1|ASTE	LOC108022711|XP_016947274.1|DBIA
OG0005913	LOC118503946|XP_035893716.1|ASTE	LOC108031526|XP_016960543.1|DBIA
OG0005914	LOC118503913|XP_035893603.1|ASTE	LOC108036222|XP_016967702.1|DBIA
OG0005915	LOC118503518|XP_035892771.1|ASTE	LOC108036471|XP_016968136.1|DBIA
OG0005916	LOC118504801|XP_035895676.1|ASTE	LOC108022849|XP_016947510.1|DBIA
OG0005917	LOC118504191|XP_035894260.1|ASTE	LOC108030443|XP_016958824.1|DBIA
OG0005918	LOC118504188|XP_035894256.1|ASTE	LOC108023800|XP_016948930.1|DBIA
OG0005919	LOC118504091|XP_035894058.1|ASTE	LOC108036319|XP_016967821.1|DBIA
OG0005920	LOC118508028|XP_035903320.1|ASTE	LOC108030146|XP_016958351.1|DBIA
OG0005921	LOC118508037|XP_035903332.1|ASTE	LOC108034801|XP_016965291.1|DBIA
OG0005922	LOC118512309|XP_035912449.1|ASTE, LOC118512317|XP_035912469.1|ASTE	LOC108023423|XP_016948398.1|DBIA
OG0005923	LOC118505841|XP_035898094.1|ASTE	LOC108035637|XP_016966829.1|DBIA
OG0005924	LOC118505843|XP_035898096.1|ASTE	LOC108035644|XP_016966838.1|DBIA
OG0005925	LOC118503402|XP_035892498.1|ASTE	LOC108035961|XP_016967263.1|DBIA
OG0005926	LOC118506298|XP_035899137.1|ASTE	LOC108023913|XP_016949087.1|DBIA
OG0005927	LOC118504921|XP_035895887.1|ASTE	LOC108027356|XP_016954267.1|DBIA
OG0005928	LOC118504922|XP_035895890.1|ASTE	LOC108027587|XP_016954590.1|DBIA
OG0005929	LOC118506142|XP_035898782.1|ASTE	LOC108035666|XP_016966863.1|DBIA
OG0005930	LOC118503502|XP_035892730.1|ASTE	LOC108030083|XP_016958210.1|DBIA
OG0005931	LOC118503501|XP_035892729.1|ASTE	LOC108030414|XP_016958788.1|DBIA
OG0005932	LOC118504056|XP_035893981.1|ASTE	LOC108022745|XP_016947325.1|DBIA
OG0005933	LOC118503967|XP_035893777.1|ASTE	LOC108029601|XP_016957463.1|DBIA
OG0005934	LOC118503972|XP_035893789.1|ASTE	LOC108022784|XP_016947397.1|DBIA
OG0005935	LOC118503994|XP_035893834.1|ASTE	LOC108030822|XP_016959425.1|DBIA
OG0005936	LOC118504003|XP_035893852.1|ASTE	LOC108034292|XP_016964642.1|DBIA
OG0005937	LOC118503996|XP_035893839.1|ASTE	LOC108030808|XP_016959392.1|DBIA
OG0005938	LOC118507982|XP_035903232.1|ASTE	LOC108036496|XP_016968178.1|DBIA
OG0005939	LOC118504031|XP_035893907.1|ASTE	LOC108025922|XP_016952101.1|DBIA
OG0005940	LOC118505839|XP_035898089.1|ASTE	LOC108022626|XP_016947160.1|DBIA
OG0005941	LOC118507926|XP_035903122.1|ASTE	LOC108026845|XP_016953512.1|DBIA
OG0005942	LOC118503448|XP_035892608.1|ASTE	LOC108029650|XP_016957555.1|DBIA
OG0005943	LOC118503325|XP_035892361.1|ASTE	LOC108030114|XP_016958299.1|DBIA
OG0005944	LOC118503327|XP_035892367.1|ASTE	LOC108030372|XP_016958731.1|DBIA
OG0005945	LOC118503328|XP_035892370.1|ASTE	LOC108036552|XP_016968275.1|DBIA
OG0005946	LOC118503933|XP_035893673.1|ASTE	LOC108029699|XP_016957653.1|DBIA
OG0005947	LOC118503916|XP_035893606.1|ASTE	LOC108036406|XP_016968015.1|DBIA
OG0005948	LOC118503908|XP_035893593.1|ASTE	LOC108035875|XP_016967113.1|DBIA
OG0005949	LOC118503909|XP_035893595.1|ASTE	LOC108030738|XP_016959274.1|DBIA
OG0005950	LOC118506061|XP_035898607.1|ASTE	LOC108033771|XP_016963858.1|DBIA
OG0005951	LOC118506050|XP_035898577.1|ASTE	LOC108035436|XP_016966557.1|DBIA
OG0005952	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE	LOC108033770|XP_016963856.1|DBIA
OG0005953	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE	LOC108034087|XP_016964343.1|DBIA
OG0005954	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE	LOC108033985|XP_016964198.1|DBIA
OG0005955	LOC118506031|XP_035898542.1|ASTE	LOC108024779|XP_016950384.1|DBIA
OG0005956	LOC118508178|XP_035903629.1|ASTE	LOC108022636|XP_016947180.1|DBIA
OG0005957	LOC118508168|XP_035903609.1|ASTE	LOC108032212|XP_016961562.1|DBIA
OG0005958	LOC118508171|XP_035903613.1|ASTE	LOC108025544|XP_016951563.1|DBIA
OG0005959	LOC118505314|XP_035896845.1|ASTE	LOC108032622|XP_016962049.1|DBIA
OG0005960	LOC118505332|XP_035896873.1|ASTE	LOC108035791|XP_016967018.1|DBIA
OG0005961	LOC118505330|XP_035896870.1|ASTE	LOC108022708|XP_016947272.1|DBIA
OG0005962	LOC118503945|XP_035893715.1|ASTE	LOC108029352|XP_016957031.1|DBIA
OG0005963	LOC118503526|XP_035892804.1|ASTE	LOC108034301|XP_016964653.1|DBIA
OG0005964	LOC118507239|XP_035901384.1|ASTE	LOC108022943|XP_016947644.1|DBIA
OG0005965	LOC118507325|XP_035901607.1|ASTE	LOC108036356|XP_016967921.1|DBIA
OG0005966	LOC118507232|XP_035901362.1|ASTE	LOC108022827|XP_016947458.1|DBIA
OG0005967	LOC118504782|XP_035895622.1|ASTE	LOC108029594|XP_016957452.1|DBIA
OG0005968	LOC118504778|XP_035895603.1|ASTE	LOC108029689|XP_016957637.1|DBIA
OG0005969	LOC118505865|XP_035898161.1|ASTE	LOC108026903|XP_016953602.1|DBIA
OG0005970	LOC118505282|XP_035896749.1|ASTE	LOC108034544|XP_016964959.1|DBIA
OG0005971	LOC118505943|XP_035898360.1|ASTE	LOC108029544|XP_016957346.1|DBIA
OG0005972	LOC118505939|XP_035898351.1|ASTE	LOC108028506|XP_016955873.1|DBIA
OG0005973	LOC118517724|XP_035920068.1|ASTE	LOC108028019|XP_016955143.1|DBIA
OG0005974	LOC118517708|XP_035920044.1|ASTE	LOC108028653|XP_016956066.1|DBIA
OG0005975	LOC118510930|XP_035909242.1|ASTE	LOC108028419|XP_016955734.1|DBIA
OG0005977	LOC118504228|XP_035894337.1|ASTE	LOC108030343|XP_016958697.1|DBIA
OG0005978	LOC118517740|XP_035920078.1|ASTE	LOC108022972|XP_016947686.1|DBIA
OG0005979	LOC118507365|XP_035901674.1|ASTE	LOC108029785|XP_016957784.1|DBIA
OG0005980	LOC118507252|XP_035901431.1|ASTE	LOC108030418|XP_016958794.1|DBIA
OG0005981	LOC118507316|XP_035901594.1|ASTE	LOC108030924|XP_016959643.1|DBIA
OG0005982	LOC118507276|XP_035901473.1|ASTE	LOC108030375|XP_016958734.1|DBIA
OG0005983	LOC118505921|XP_035898306.1|ASTE	LOC108023982|XP_016949199.1|DBIA
OG0005984	LOC118511574|XP_035910712.1|ASTE	LOC108033121|XP_016962822.1|DBIA
OG0005985	LOC118510554|XP_035908424.1|ASTE	LOC108025759|XP_016951843.1|DBIA
OG0005986	LOC118503431|XP_035892568.1|ASTE	LOC108023349|XP_016948182.1|DBIA
OG0005987	LOC118510090|XP_035907397.1|ASTE	LOC108025796|XP_016951921.1|DBIA
OG0005988	LOC118507216|XP_035901209.1|ASTE	LOC108030406|XP_016958780.1|DBIA
OG0005989	LOC118507160|XP_035901105.1|ASTE	LOC108029560|XP_016957390.1|DBIA
OG0005990	LOC118507164|XP_035901121.1|ASTE	LOC108022664|XP_016947221.1|DBIA
OG0005991	LOC118504085|XP_035894047.1|ASTE	LOC108029536|XP_016957334.1|DBIA
OG0005992	LOC118504059|XP_035893986.1|ASTE	LOC108035308|XP_016966368.1|DBIA
OG0005993	LOC118510092|XP_035907401.1|ASTE	LOC108035310|XP_016966371.1|DBIA
OG0005994	LOC118503892|XP_035893556.1|ASTE	LOC108030814|XP_016959403.1|DBIA
OG0005995	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE	LOC108028790|XP_016956261.1|DBIA
OG0005996	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE	LOC108030754|XP_016959294.1|DBIA
OG0005997	LOC118505905|XP_035898255.1|ASTE	LOC108036579|XP_016968319.1|DBIA
OG0005998	LOC118505904|XP_035898254.1|ASTE	LOC108034578|XP_016964999.1|DBIA
OG0005999	LOC118507182|XP_035901147.1|ASTE	LOC108031279|XP_016960013.1|DBIA
OG0006000	LOC118507246|XP_035901409.1|ASTE	LOC108036390|XP_016967986.1|DBIA
OG0006001	LOC118504084|XP_035894046.1|ASTE	LOC108034498|XP_016964893.1|DBIA
OG0006002	LOC118504095|XP_035894070.1|ASTE	LOC108026810|XP_016953462.1|DBIA
OG0006003	LOC118504089|XP_035894054.1|ASTE	LOC108035458|XP_016966588.1|DBIA
OG0006004	LOC118504154|XP_035894176.1|ASTE	LOC108032851|XP_016962341.1|DBIA, LOC108032888|XP_016962412.1|DBIA
OG0006005	LOC118517633|XP_035919838.1|ASTE	LOC108022702|XP_016947264.1|DBIA
OG0006006	LOC118512338|XP_035912518.1|ASTE	LOC108022742|XP_016947323.1|DBIA
OG0006007	LOC118506093|XP_035898670.1|ASTE	LOC108029688|XP_016957633.1|DBIA
OG0006008	LOC118505928|XP_035898323.1|ASTE	LOC108027850|XP_016954933.1|DBIA
OG0006009	LOC118507937|XP_035903141.1|ASTE	LOC108028342|XP_016955582.1|DBIA
OG0006010	LOC118508043|XP_035903339.1|ASTE	LOC108030824|XP_016959430.1|DBIA
OG0006011	LOC118507170|XP_035901132.1|ASTE	LOC108029499|XP_016957271.1|DBIA
OG0006012	LOC118503600|XP_035892946.1|ASTE	LOC108028256|XP_016955431.1|DBIA
OG0006013	LOC118512368|XP_035912591.1|ASTE	LOC108029866|XP_016957844.1|DBIA
OG0006014	LOC118512383|XP_035912647.1|ASTE	LOC108034528|XP_016964943.1|DBIA
OG0006015	LOC118507341|XP_035901623.1|ASTE	LOC108026699|XP_016953281.1|DBIA
OG0006016	LOC118508150|XP_035903579.1|ASTE	LOC108029599|XP_016957460.1|DBIA
OG0006017	LOC118508151|XP_035903580.1|ASTE	LOC108023089|XP_016947835.1|DBIA
OG0006018	LOC118503438|XP_035892592.1|ASTE	LOC108030175|XP_016958405.1|DBIA
OG0006019	LOC118503446|XP_035892604.1|ASTE	LOC108023015|XP_016947737.1|DBIA
OG0006020	LOC118512320|XP_035912472.1|ASTE	LOC108028695|XP_016956129.1|DBIA
OG0006021	LOC118512327|XP_035912482.1|ASTE	LOC108035893|XP_016967136.1|DBIA
OG0006022	LOC118512330|XP_035912497.1|ASTE	LOC108032704|XP_016962171.1|DBIA
OG0006023	LOC118505917|XP_035898278.1|ASTE	LOC108025999|XP_016952178.1|DBIA
OG0006024	LOC118512426|XP_035912723.1|ASTE	LOC108032991|XP_016962558.1|DBIA
OG0006025	LOC118507192|XP_035901158.1|ASTE	LOC108022509|XP_016946966.1|DBIA
OG0006026	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE	LOC108031969|XP_016961250.1|DBIA
OG0006027	LOC118505996|XP_035898467.1|ASTE	LOC108029641|XP_016957538.1|DBIA
OG0006028	LOC118507750|XP_035902649.1|ASTE	LOC108023076|XP_016947816.1|DBIA
OG0006029	LOC118506094|XP_035898671.1|ASTE	LOC108029547|XP_016957352.1|DBIA
OG0006030	LOC118505995|XP_035898466.1|ASTE	LOC108031651|XP_016960771.1|DBIA
OG0006031	LOC118506096|XP_035898673.1|ASTE	LOC108030364|XP_016958722.1|DBIA
OG0006032	LOC118506092|XP_035898665.1|ASTE	LOC108027562|XP_016954527.1|DBIA
OG0006033	LOC118504900|XP_035895859.1|ASTE	LOC108023028|XP_016947757.1|DBIA
OG0006034	LOC118510533|XP_035908381.1|ASTE	LOC108031853|XP_016961095.1|DBIA
OG0006035	LOC118517683|XP_035919987.1|ASTE	LOC108026217|XP_016952523.1|DBIA
OG0006037	LOC118517682|XP_035919985.1|ASTE	LOC108022816|XP_016947442.1|DBIA
OG0006038	LOC118517703|XP_035920027.1|ASTE	LOC108027407|XP_016954335.1|DBIA
OG0006039	LOC118507754|XP_035902657.1|ASTE	LOC108029693|XP_016957644.1|DBIA
OG0006040	LOC118508399|XP_035904054.1|ASTE	LOC108029666|XP_016957583.1|DBIA
