Orthogroup	ASTE.longest_only	DSUB.longest_only
OG0007785	LOC118503936|XP_035893699.1|ASTE	LOC117903626|XP_034671784.1|DSUB
OG0007786	LOC118505606|XP_035897530.1|ASTE	LOC117900624|XP_034666944.1|DSUB
OG0007787	LOC118505604|XP_035897526.1|ASTE	LOC117898611|XP_034664055.1|DSUB
OG0007788	LOC118505579|XP_035897428.1|ASTE	LOC117896305|XP_034660418.1|DSUB
OG0007790	LOC118508467|XP_035904163.1|ASTE	LOC117898180|XP_034663279.1|DSUB
OG0007792	LOC118502871|XP_035891472.1|ASTE	LOC117903196|XP_034670972.1|DSUB
OG0007793	LOC118504373|XP_035894673.1|ASTE	LOC117899289|XP_034665092.1|DSUB
OG0007794	LOC118503566|XP_035892873.1|ASTE	LOC117889583|XP_034649880.1|DSUB
OG0007795	LOC118505245|XP_035896689.1|ASTE	LOC117903796|XP_034672115.1|DSUB
OG0007796	LOC118507549|XP_035902023.1|ASTE	LOC117899198|XP_034664961.1|DSUB
OG0007797	LOC118506814|XP_035900380.1|ASTE	LOC117896139|XP_034660100.1|DSUB
OG0007798	LOC118506815|XP_035900392.1|ASTE	LOC117896140|XP_034660103.1|DSUB
OG0007799	LOC118506793|XP_035900305.1|ASTE	LOC117897933|XP_034662914.1|DSUB
OG0007800	LOC118502911|XP_035891527.1|ASTE	LOC117898097|XP_034663168.1|DSUB
OG0007802	LOC118508308|XP_035903859.1|ASTE	LOC117897640|XP_034662507.1|DSUB
OG0007803	LOC118502852|XP_035891449.1|ASTE	LOC117899169|XP_034664919.1|DSUB
OG0007804	LOC118502843|XP_035891427.1|ASTE	LOC117903303|XP_034671130.1|DSUB
OG0007805	LOC118502831|XP_035891399.1|ASTE	LOC117895769|XP_034659539.1|DSUB
OG0007806	LOC118502825|XP_035891394.1|ASTE	LOC117895759|XP_034659526.1|DSUB
OG0007808	LOC118504652|XP_035895312.1|ASTE	LOC117897938|XP_034662920.1|DSUB
OG0007809	LOC118504976|XP_035896011.1|ASTE	LOC117903199|XP_034670975.1|DSUB
OG0007810	LOC118504972|XP_035895998.1|ASTE	LOC117900236|XP_034666416.1|DSUB
OG0007811	LOC118504967|XP_035895984.1|ASTE	LOC117898316|XP_034663491.1|DSUB
OG0007812	LOC118507889|XP_035903021.1|ASTE	LOC117889631|XP_034649979.1|DSUB
OG0007813	LOC118505554|XP_035897400.1|ASTE	LOC117897377|XP_034662070.1|DSUB
OG0007814	LOC118502889|XP_035891500.1|ASTE	LOC117903869|XP_034672250.1|DSUB
OG0007815	LOC118503030|XP_035891753.1|ASTE	LOC117897061|XP_034661552.1|DSUB
OG0007816	LOC118506922|XP_035900612.1|ASTE	LOC117895775|XP_034659562.1|DSUB
OG0007818	LOC118505794|XP_035898020.1|ASTE	LOC117897029|XP_034661499.1|DSUB
OG0007819	LOC118502894|XP_035891507.1|ASTE	LOC117903521|XP_034671526.1|DSUB
OG0007820	LOC118505199|XP_035896564.1|ASTE	LOC117898387|XP_034663633.1|DSUB
OG0007821	LOC118505635|XP_035897603.1|ASTE	LOC117897573|XP_034662413.1|DSUB
OG0007822	LOC118505632|XP_035897599.1|ASTE	LOC117897572|XP_034662409.1|DSUB
OG0007823	LOC118505629|XP_035897595.1|ASTE	LOC117899105|XP_034664777.1|DSUB
OG0007824	LOC118505623|XP_035897579.1|ASTE	LOC117898157|XP_034663253.1|DSUB
OG0007825	LOC118507886|XP_035903011.1|ASTE	LOC117897661|XP_034662539.1|DSUB
OG0007826	LOC118502957|XP_035891613.1|ASTE	LOC117899635|XP_034665685.1|DSUB
OG0007827	LOC118507847|XP_035902872.1|ASTE	LOC117903410|XP_034671305.1|DSUB
OG0007828	LOC118511564|XP_035910696.1|ASTE	LOC117894572|XP_034657602.1|DSUB
OG0007829	LOC118507904|XP_035903052.1|ASTE	LOC117896907|XP_034661334.1|DSUB
OG0007830	LOC118504293|XP_035894482.1|ASTE	LOC117897048|XP_034661523.1|DSUB
OG0007831	LOC118505242|XP_035896685.1|ASTE	LOC117897994|XP_034663015.1|DSUB
OG0007833	LOC118505191|XP_035896547.1|ASTE	LOC117903376|XP_034671236.1|DSUB
OG0007834	LOC118508311|XP_035903864.1|ASTE	LOC117898625|XP_034664072.1|DSUB
OG0007835	LOC118516634|XP_035918506.1|ASTE, LOC118508319|XP_035903882.1|ASTE	LOC117896915|XP_034661345.1|DSUB
OG0007837	LOC118502945|XP_035891588.1|ASTE	LOC117897183|XP_034661773.1|DSUB
OG0007838	LOC118502936|XP_035891578.1|ASTE	LOC117896569|XP_034660861.1|DSUB
OG0007839	LOC118507508|XP_035901941.1|ASTE	LOC117897084|XP_034661617.1|DSUB
OG0007840	LOC118507571|XP_035902099.1|ASTE	LOC117898612|XP_034664056.1|DSUB
OG0007841	LOC118506362|XP_035899270.1|ASTE	LOC117896988|XP_034661435.1|DSUB
OG0007844	LOC118507473|XP_035901870.1|ASTE	LOC117892522|XP_034654702.1|DSUB
OG0007845	LOC118507482|XP_035901890.1|ASTE	LOC117899119|XP_034664799.1|DSUB
OG0007846	LOC118507465|XP_035901853.1|ASTE	LOC117902780|XP_034670315.1|DSUB
OG0007847	LOC118508586|XP_035904384.1|ASTE	LOC117897045|XP_034661519.1|DSUB
OG0007848	LOC118502953|XP_035891603.1|ASTE	LOC117897023|XP_034661491.1|DSUB
OG0007849	LOC118502958|XP_035891614.1|ASTE	LOC117896142|XP_034660105.1|DSUB
OG0007850	LOC118502951|XP_035891600.1|ASTE	LOC117896141|XP_034660104.1|DSUB
OG0007851	LOC118502972|XP_035891635.1|ASTE	LOC117898131|XP_034663216.1|DSUB
OG0007852	LOC118502998|XP_035891699.1|ASTE	LOC117898592|XP_034664029.1|DSUB
OG0007853	LOC118503117|XP_035891955.1|ASTE	LOC117898965|XP_034664597.1|DSUB
OG0007854	LOC118503375|XP_035892468.1|ASTE	LOC117896641|XP_034660978.1|DSUB
OG0007855	LOC118504386|XP_035894687.1|ASTE	LOC117898476|XP_034663801.1|DSUB
OG0007856	LOC118504395|XP_035894694.1|ASTE	LOC117897042|XP_034661516.1|DSUB
OG0007857	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE	LOC117898466|XP_034663780.1|DSUB
OG0007858	LOC118503274|XP_035892240.1|ASTE	LOC117902792|XP_034670299.1|DSUB
OG0007859	LOC118503190|XP_035892064.1|ASTE	LOC117900380|XP_034666626.1|DSUB
OG0007860	LOC118503373|XP_035892463.1|ASTE	LOC117897657|XP_034662532.1|DSUB
OG0007861	LOC118506945|XP_035900655.1|ASTE	LOC117896940|XP_034661375.1|DSUB
OG0007863	LOC118502752|XP_035891211.1|ASTE	LOC117900955|XP_034667419.1|DSUB
OG0007864	LOC118505032|XP_035896147.1|ASTE	LOC117896312|XP_034660428.1|DSUB
OG0007865	LOC118505081|XP_035896263.1|ASTE	LOC117894843|XP_034657984.1|DSUB
OG0007866	LOC118504423|XP_035894753.1|ASTE	LOC117899316|XP_034665139.1|DSUB
OG0007867	LOC118503275|XP_035892242.1|ASTE	LOC117899260|XP_034665041.1|DSUB
OG0007868	LOC118502862|XP_035891463.1|ASTE	LOC117896014|XP_034659910.1|DSUB
OG0007869	LOC118513436|XP_035915066.1|ASTE	LOC117903670|XP_034671888.1|DSUB
OG0007870	LOC118511493|XP_035910544.1|ASTE	LOC117894363|XP_034657248.1|DSUB
OG0007871	LOC118513128|XP_035914438.1|ASTE	LOC117903630|XP_034671792.1|DSUB
OG0007872	LOC118511492|XP_035910536.1|ASTE	LOC117893291|XP_034655752.1|DSUB
OG0007873	LOC118514269|XP_035916903.1|ASTE	LOC117893303|XP_034655771.1|DSUB
OG0007874	LOC118508900|XP_035904652.1|ASTE	LOC117894938|XP_034658148.1|DSUB
OG0007875	LOC118510148|XP_035907535.1|ASTE	LOC117890183|XP_034650773.1|DSUB
OG0007876	LOC118509096|XP_035905141.1|ASTE	LOC117903720|XP_034671960.1|DSUB
OG0007877	LOC118510075|XP_035907362.1|ASTE	LOC117893100|XP_034655426.1|DSUB
OG0007879	LOC118510137|XP_035907509.1|ASTE	LOC117894684|XP_034657754.1|DSUB
OG0007880	LOC118512103|XP_035911967.1|ASTE	LOC117902295|XP_034669470.1|DSUB
OG0007881	LOC118509121|XP_035905198.1|ASTE	LOC117894010|XP_034656725.1|DSUB
OG0007882	LOC118509424|XP_035905905.1|ASTE	LOC117895735|XP_034659484.1|DSUB
OG0007883	LOC118509422|XP_035905887.1|ASTE	LOC117895733|XP_034659479.1|DSUB
OG0007884	LOC118509531|XP_035906144.1|ASTE	LOC117894437|XP_034657394.1|DSUB
OG0007885	LOC118509896|XP_035907037.1|ASTE	LOC117890184|XP_034650779.1|DSUB
OG0007886	LOC118511425|XP_035910403.1|ASTE	LOC117902265|XP_034669416.1|DSUB
OG0007887	LOC118512839|XP_035913785.1|ASTE	LOC117895729|XP_034659474.1|DSUB
OG0007888	LOC118512875|XP_035913861.1|ASTE	LOC117894900|XP_034658083.1|DSUB
OG0007889	LOC118512877|XP_035913863.1|ASTE	LOC117894612|XP_034657655.1|DSUB
OG0007890	LOC118510371|XP_035907988.1|ASTE	LOC117893036|XP_034655293.1|DSUB
OG0007891	LOC118510484|XP_035908257.1|ASTE	LOC117897530|XP_034662341.1|DSUB
OG0007892	LOC118511378|XP_035910266.1|ASTE	LOC117889894|XP_034650296.1|DSUB
OG0007893	LOC118509642|XP_035906442.1|ASTE	LOC117892117|XP_034654036.1|DSUB
OG0007894	LOC118514443|XP_035917245.1|ASTE	LOC117893722|XP_034656302.1|DSUB
OG0007895	LOC118514442|XP_035917236.1|ASTE	LOC117895102|XP_034658389.1|DSUB
OG0007896	LOC118512803|XP_035913636.1|ASTE	LOC117893808|XP_034656447.1|DSUB
OG0007897	LOC118509690|XP_035906639.1|ASTE	LOC117895818|XP_034659641.1|DSUB
OG0007898	LOC118513063|XP_035914305.1|ASTE	LOC117894956|XP_034658177.1|DSUB
OG0007899	LOC118512663|XP_035913305.1|ASTE	LOC117895789|XP_034659582.1|DSUB
OG0007900	LOC118514345|XP_035917057.1|ASTE	LOC117891104|XP_034652183.1|DSUB
OG0007901	LOC118512259|XP_035912316.1|ASTE	LOC117895869|XP_034659733.1|DSUB
OG0007902	LOC118505249|XP_035896695.1|ASTE	LOC117903871|XP_034672252.1|DSUB
OG0007903	LOC118514208|XP_035916794.1|ASTE	LOC117893097|XP_034655420.1|DSUB
OG0007904	LOC118514198|XP_035916780.1|ASTE	LOC117895416|XP_034658941.1|DSUB
OG0007905	LOC118512611|XP_035913177.1|ASTE	LOC117901193|XP_034667737.1|DSUB
OG0007906	LOC118511891|XP_035911412.1|ASTE	LOC117893491|XP_034656015.1|DSUB
OG0007907	LOC118510306|XP_035907828.1|ASTE	LOC117893018|XP_034655265.1|DSUB
OG0007908	LOC118510309|XP_035907839.1|ASTE	LOC117893019|XP_034655266.1|DSUB
OG0007909	LOC118512304|XP_035912428.1|ASTE	LOC117903377|XP_034671238.1|DSUB
OG0007910	LOC118511553|XP_035910675.1|ASTE	LOC117892932|XP_034655139.1|DSUB
OG0007911	LOC118508854|XP_035904500.1|ASTE	LOC117893576|XP_034656139.1|DSUB
OG0007912	LOC118508856|XP_035904502.1|ASTE	LOC117893570|XP_034656132.1|DSUB
OG0007913	LOC118508858|XP_035904505.1|ASTE	LOC117893577|XP_034656140.1|DSUB
OG0007914	LOC118510585|XP_035908474.1|ASTE	LOC117894749|XP_034657851.1|DSUB
OG0007915	LOC118511818|XP_035911251.1|ASTE	LOC117894036|XP_034656774.1|DSUB
OG0007916	LOC118511863|XP_035911336.1|ASTE	LOC117900985|XP_034667473.1|DSUB
OG0007917	LOC118513175|XP_035914528.1|ASTE	LOC117891433|XP_034652796.1|DSUB
OG0007918	LOC118512912|XP_035913949.1|ASTE	LOC117890100|XP_034650655.1|DSUB
OG0007919	LOC118511960|XP_035911575.1|ASTE	LOC117890688|XP_034651566.1|DSUB
OG0007920	LOC118511981|XP_035911613.1|ASTE	LOC117891481|XP_034652851.1|DSUB
OG0007921	LOC118511980|XP_035911612.1|ASTE	LOC117890341|XP_034651023.1|DSUB
OG0007922	LOC118510958|XP_035909310.1|ASTE	LOC117896681|XP_034661020.1|DSUB
OG0007923	LOC118511934|XP_035911514.1|ASTE	LOC117903701|XP_034671930.1|DSUB
OG0007924	LOC118511977|XP_035911606.1|ASTE	LOC117890764|XP_034651719.1|DSUB
OG0007925	LOC118512244|XP_035912281.1|ASTE	LOC117891642|XP_034653080.1|DSUB
OG0007926	LOC118507077|XP_035900952.1|ASTE	LOC117890468|XP_034651214.1|DSUB
OG0007927	LOC118505154|XP_035896435.1|ASTE	LOC117900008|XP_034666082.1|DSUB
OG0007928	LOC118504542|XP_035895029.1|ASTE	LOC117902415|XP_034669653.1|DSUB
OG0007929	LOC118504330|XP_035894554.1|ASTE	LOC117899964|XP_034666010.1|DSUB
OG0007930	LOC118505099|XP_035896295.1|ASTE	LOC117890419|XP_034651128.1|DSUB
OG0007931	LOC118513926|XP_035916187.1|ASTE	LOC117902444|XP_034669725.1|DSUB
OG0007932	LOC118512713|XP_035913443.1|ASTE	LOC117894064|XP_034656811.1|DSUB
OG0007933	LOC118512717|XP_035913449.1|ASTE	LOC117896284|XP_034660379.1|DSUB
OG0007934	LOC118511742|XP_035911085.1|ASTE	LOC117901712|XP_034668477.1|DSUB
OG0007935	LOC118511738|XP_035911081.1|ASTE	LOC117901883|XP_034668731.1|DSUB
OG0007936	LOC118513856|XP_035916048.1|ASTE	LOC117902399|XP_034669621.1|DSUB
OG0007937	LOC118511118|XP_035909736.1|ASTE	LOC117902589|XP_034669979.1|DSUB
OG0007938	LOC118511083|XP_035909656.1|ASTE	LOC117900362|XP_034666602.1|DSUB
OG0007939	LOC118511082|XP_035909655.1|ASTE	LOC117901088|XP_034667604.1|DSUB
OG0007940	LOC118511072|XP_035909623.1|ASTE	LOC117900518|XP_034666804.1|DSUB
OG0007941	LOC118513586|XP_035915448.1|ASTE	LOC117889782|XP_034650139.1|DSUB
OG0007942	LOC118510629|XP_035908561.1|ASTE	LOC117903284|XP_034671098.1|DSUB
OG0007943	LOC118510615|XP_035908525.1|ASTE	LOC117901116|XP_034667642.1|DSUB
OG0007944	LOC118511209|XP_035909885.1|ASTE	LOC117893553|XP_034656099.1|DSUB
OG0007945	LOC118513538|XP_035915304.1|ASTE	LOC117900004|XP_034666069.1|DSUB
OG0007947	LOC118513920|XP_035916176.1|ASTE	LOC117901449|XP_034668085.1|DSUB
OG0007948	LOC118513659|XP_035915645.1|ASTE	LOC117902775|XP_034670259.1|DSUB
OG0007949	LOC118513545|XP_035915320.1|ASTE	LOC117903562|XP_034671658.1|DSUB
OG0007950	LOC118511092|XP_035909687.1|ASTE	LOC117901894|XP_034668747.1|DSUB
OG0007951	LOC118511113|XP_035909731.1|ASTE	LOC117900837|XP_034667239.1|DSUB
OG0007952	LOC118511120|XP_035909745.1|ASTE	LOC117900933|XP_034667390.1|DSUB
OG0007953	LOC118512642|XP_035913246.1|ASTE	LOC117902450|XP_034669736.1|DSUB
OG0007954	LOC118509045|XP_035905013.1|ASTE	LOC117901601|XP_034668304.1|DSUB
OG0007955	LOC118511152|XP_035909773.1|ASTE	LOC117902016|XP_034668954.1|DSUB
OG0007956	LOC118509131|XP_035905223.1|ASTE	LOC117902158|XP_034669188.1|DSUB
OG0007957	LOC118511646|XP_035910873.1|ASTE	LOC117902330|XP_034669514.1|DSUB
OG0007958	LOC118514023|XP_035916390.1|ASTE	LOC117891238|XP_034652519.1|DSUB
OG0007959	LOC118514022|XP_035916388.1|ASTE	LOC117900944|XP_034667404.1|DSUB
OG0007960	LOC118512900|XP_035913908.1|ASTE	LOC117901310|XP_034667910.1|DSUB
OG0007961	LOC118511644|XP_035910862.1|ASTE	LOC117897752|XP_034662684.1|DSUB
OG0007962	LOC118509268|XP_035905514.1|ASTE	LOC117903504|XP_034671475.1|DSUB
OG0007963	LOC118509070|XP_035905086.1|ASTE	LOC117901885|XP_034668734.1|DSUB
OG0007964	LOC118509075|XP_035905100.1|ASTE	LOC117901678|XP_034668411.1|DSUB
OG0007965	LOC118509039|XP_035904972.1|ASTE	LOC117901725|XP_034668494.1|DSUB
OG0007966	LOC118510999|XP_035909407.1|ASTE	LOC117901932|XP_034668791.1|DSUB
OG0007967	LOC118511015|XP_035909436.1|ASTE	LOC117900541|XP_034666830.1|DSUB
OG0007968	LOC118514157|XP_035916666.1|ASTE	LOC117900169|XP_034666301.1|DSUB
OG0007969	LOC118514126|XP_035916604.1|ASTE	LOC117901846|XP_034668680.1|DSUB
OG0007971	LOC118514703|XP_035917662.1|ASTE	LOC117894707|XP_034657783.1|DSUB
OG0007972	LOC118513366|XP_035914890.1|ASTE	LOC117892380|XP_034654482.1|DSUB
OG0007973	LOC118513336|XP_035914849.1|ASTE	LOC117900902|XP_034667350.1|DSUB
OG0007975	LOC118510648|XP_035908656.1|ASTE	LOC117899521|XP_034665469.1|DSUB
OG0007976	LOC118514672|XP_035917608.1|ASTE	LOC117891194|XP_034652424.1|DSUB
OG0007977	LOC118514653|XP_035917578.1|ASTE	LOC117901689|XP_034668423.1|DSUB
OG0007978	LOC118514657|XP_035917583.1|ASTE	LOC117902079|XP_034669063.1|DSUB
OG0007979	LOC118513593|XP_035915466.1|ASTE	LOC117901255|XP_034667839.1|DSUB
OG0007980	LOC118514566|XP_035917459.1|ASTE	LOC117901027|XP_034667521.1|DSUB
OG0007981	LOC118514568|XP_035917461.1|ASTE	LOC117889579|XP_034649876.1|DSUB
OG0007982	LOC118514512|XP_035917352.1|ASTE	LOC117902302|XP_034669474.1|DSUB
OG0007983	LOC118512598|XP_035913145.1|ASTE	LOC117900910|XP_034667361.1|DSUB
OG0007984	LOC118508804|XP_035904417.1|ASTE	LOC117900800|XP_034667176.1|DSUB
OG0007985	LOC118512632|XP_035913221.1|ASTE	LOC117900076|XP_034666171.1|DSUB
OG0007986	LOC118509828|XP_035906891.1|ASTE	LOC117901708|XP_034668470.1|DSUB
OG0007987	LOC118513266|XP_035914727.1|ASTE	LOC117900224|XP_034666398.1|DSUB
OG0007988	LOC118508960|XP_035904782.1|ASTE	LOC117902634|XP_034670044.1|DSUB
OG0007989	LOC118514036|XP_035916405.1|ASTE	LOC117901559|XP_034668248.1|DSUB
OG0007990	LOC118509300|XP_035905641.1|ASTE	LOC117901578|XP_034668270.1|DSUB
OG0007991	LOC118513629|XP_035915586.1|ASTE	LOC117902401|XP_034669628.1|DSUB
OG0007993	LOC118510878|XP_035909138.1|ASTE	LOC117899336|XP_034665165.1|DSUB
OG0007994	LOC118511235|XP_035909965.1|ASTE	LOC117900702|XP_034667045.1|DSUB
OG0007995	LOC118511703|XP_035911008.1|ASTE	LOC117900710|XP_034667059.1|DSUB
OG0007996	LOC118513624|XP_035915575.1|ASTE	LOC117903734|XP_034671979.1|DSUB
OG0007997	LOC118514127|XP_035916606.1|ASTE	LOC117894333|XP_034657207.1|DSUB
OG0007998	LOC118514077|XP_035916498.1|ASTE	LOC117900419|XP_034666672.1|DSUB
OG0007999	LOC118514117|XP_035916586.1|ASTE	LOC117901443|XP_034668077.1|DSUB
OG0008000	LOC118514106|XP_035916573.1|ASTE	LOC117900960|XP_034667426.1|DSUB
OG0008001	LOC118510708|XP_035908801.1|ASTE	LOC117901050|XP_034667553.1|DSUB
OG0008002	LOC118510669|XP_035908706.1|ASTE	LOC117902473|XP_034669772.1|DSUB
OG0008003	LOC118510665|XP_035908698.1|ASTE	LOC117900878|XP_034667297.1|DSUB
OG0008004	LOC118505760|XP_035897872.1|ASTE	LOC117903382|XP_034671255.1|DSUB
OG0008005	LOC118505763|XP_035897885.1|ASTE	LOC117903463|XP_034671394.1|DSUB
OG0008006	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE	LOC117903696|XP_034671926.1|DSUB
OG0008007	LOC118505743|XP_035897830.1|ASTE	LOC117900406|XP_034666656.1|DSUB
OG0008009	LOC118503508|XP_035892751.1|ASTE	LOC117895615|XP_034659259.1|DSUB
OG0008010	LOC118505613|XP_035897551.1|ASTE	LOC117892657|XP_034654928.1|DSUB
OG0008011	LOC118505618|XP_035897572.1|ASTE	LOC117892504|XP_034654671.1|DSUB
OG0008012	LOC118505619|XP_035897574.1|ASTE	LOC117892528|XP_034654720.1|DSUB
OG0008013	LOC118508357|XP_035903954.1|ASTE	LOC117891232|XP_034652468.1|DSUB
OG0008014	LOC118505644|XP_035897615.1|ASTE	LOC117896478|XP_034660709.1|DSUB
OG0008015	LOC118505180|XP_035896526.1|ASTE	LOC117893752|XP_034656377.1|DSUB
OG0008016	LOC118505255|XP_035896704.1|ASTE	LOC117893753|XP_034656378.1|DSUB
OG0008017	LOC118517527|XP_035919653.1|ASTE	LOC117890078|XP_034650628.1|DSUB
OG0008018	LOC118502504|XP_035890630.1|ASTE	LOC117894677|XP_034657749.1|DSUB
OG0008019	LOC118505824|XP_035898066.1|ASTE	LOC117903693|XP_034671923.1|DSUB
OG0008020	LOC118506175|XP_035898839.1|ASTE	LOC117896728|XP_034661084.1|DSUB
OG0008021	LOC118504251|XP_035894371.1|ASTE	LOC117890828|XP_034651801.1|DSUB
OG0008022	LOC118508344|XP_035903917.1|ASTE	LOC117899377|XP_034665250.1|DSUB
OG0008023	LOC118502757|XP_035891221.1|ASTE	LOC117889576|XP_034649869.1|DSUB
OG0008024	LOC118502762|XP_035891234.1|ASTE	LOC117894648|XP_034657716.1|DSUB
OG0008025	LOC118505537|XP_035897350.1|ASTE	LOC117903779|XP_034672095.1|DSUB
OG0008026	LOC118504621|XP_035895204.1|ASTE	LOC117890205|XP_034650828.1|DSUB
OG0008027	LOC118504618|XP_035895191.1|ASTE	LOC117902848|XP_034670343.1|DSUB
OG0008028	LOC118517541|XP_035919672.1|ASTE	LOC117898356|XP_034663580.1|DSUB
OG0008029	LOC118508346|XP_035903925.1|ASTE	LOC117897675|XP_034662574.1|DSUB
OG0008030	LOC118505341|XP_035896891.1|ASTE	LOC117897258|XP_034661873.1|DSUB
OG0008031	LOC118505345|XP_035896897.1|ASTE	LOC117900631|XP_034666951.1|DSUB
OG0008032	LOC118506610|XP_035899870.1|ASTE	LOC117899367|XP_034665237.1|DSUB
OG0008033	LOC118502677|XP_035891068.1|ASTE	LOC117896753|XP_034661114.1|DSUB
OG0008034	LOC118504950|XP_035895952.1|ASTE	LOC117896512|XP_034660757.1|DSUB
OG0008035	LOC118517582|XP_035919749.1|ASTE	LOC117896444|XP_034660668.1|DSUB
OG0008036	LOC118505224|XP_035896645.1|ASTE	LOC117899233|XP_034664997.1|DSUB
OG0008037	LOC118505159|XP_035896446.1|ASTE	LOC117899225|XP_034664990.1|DSUB
OG0008038	LOC118504647|XP_035895296.1|ASTE	LOC117894427|XP_034657380.1|DSUB
OG0008039	LOC118503624|XP_035893004.1|ASTE	LOC117897287|XP_034661920.1|DSUB
OG0008040	LOC118503655|XP_035893070.1|ASTE	LOC117899411|XP_034665289.1|DSUB
OG0008042	LOC118505493|XP_035897241.1|ASTE	LOC117897747|XP_034662678.1|DSUB
OG0008043	LOC118506673|XP_035900000.1|ASTE	LOC117903510|XP_034671485.1|DSUB
OG0008044	LOC118506664|XP_035899977.1|ASTE	LOC117902591|XP_034670022.1|DSUB
OG0008045	LOC118506656|XP_035899967.1|ASTE	LOC117899042|XP_034664696.1|DSUB
OG0008046	LOC118506647|XP_035899940.1|ASTE	LOC117897291|XP_034661923.1|DSUB
OG0008047	LOC118506578|XP_035899827.1|ASTE	LOC117899279|XP_034665075.1|DSUB
OG0008048	LOC118506574|XP_035899809.1|ASTE	LOC117897288|XP_034661921.1|DSUB
OG0008049	LOC118506576|XP_035899815.1|ASTE	LOC117899277|XP_034665072.1|DSUB
OG0008050	LOC118506568|XP_035899785.1|ASTE	LOC117896344|XP_034660478.1|DSUB
OG0008051	LOC118506567|XP_035899784.1|ASTE	LOC117898306|XP_034663473.1|DSUB
OG0008052	LOC118503673|XP_035893107.1|ASTE	LOC117895975|XP_034659825.1|DSUB
OG0008053	LOC118504985|XP_035896035.1|ASTE	LOC117899538|XP_034665503.1|DSUB
OG0008054	LOC118506338|XP_035899211.1|ASTE	LOC117903843|XP_034672194.1|DSUB
OG0008055	LOC118506334|XP_035899202.1|ASTE	LOC117903085|XP_034670779.1|DSUB
OG0008056	LOC118502601|XP_035890858.1|ASTE	LOC117901919|XP_034668782.1|DSUB
OG0008057	LOC118504300|XP_035894491.1|ASTE	LOC117898811|XP_034664356.1|DSUB
OG0008058	LOC118504337|XP_035894590.1|ASTE	LOC117898200|XP_034663311.1|DSUB
OG0008059	LOC118505248|XP_035896694.1|ASTE	LOC117898229|XP_034663355.1|DSUB
OG0008060	LOC118504630|XP_035895241.1|ASTE	LOC117897612|XP_034662467.1|DSUB
OG0008061	LOC118507655|XP_035902324.1|ASTE	LOC117897429|XP_034662162.1|DSUB
OG0008062	LOC118507657|XP_035902325.1|ASTE	LOC117898048|XP_034663102.1|DSUB
OG0008063	LOC118508544|XP_035904320.1|ASTE	LOC117897749|XP_034662679.1|DSUB
OG0008064	LOC118505732|XP_035897813.1|ASTE	LOC117903519|XP_034671524.1|DSUB
OG0008065	LOC118504358|XP_035894643.1|ASTE	LOC117897345|XP_034662014.1|DSUB
OG0008066	LOC118506826|XP_035900415.1|ASTE	LOC117901806|XP_034668614.1|DSUB
OG0008067	LOC118517557|XP_035919692.1|ASTE	LOC117903884|XP_034672274.1|DSUB
OG0008068	LOC118505350|XP_035896911.1|ASTE	LOC117903076|XP_034670762.1|DSUB
OG0008069	LOC118502779|XP_035891269.1|ASTE	LOC117898041|XP_034663089.1|DSUB
OG0008070	LOC118506920|XP_035900609.1|ASTE	LOC117897293|XP_034661926.1|DSUB
OG0008071	LOC118504773|XP_035895595.1|ASTE	LOC117903566|XP_034671665.1|DSUB
OG0008072	LOC118506544|XP_035899728.1|ASTE	LOC117889582|XP_034649879.1|DSUB
OG0008073	LOC118506539|XP_035899706.1|ASTE	LOC117902694|XP_034670130.1|DSUB
OG0008074	LOC118506532|XP_035899693.1|ASTE, LOC118515301|XP_035917871.1|ASTE	LOC117898238|XP_034663372.1|DSUB
OG0008075	LOC118508541|XP_035904315.1|ASTE	LOC117890449|XP_034651178.1|DSUB
OG0008076	LOC118502529|XP_035890687.1|ASTE	LOC117903459|XP_034671387.1|DSUB
OG0008077	LOC118504468|XP_035894870.1|ASTE	LOC117898650|XP_034664112.1|DSUB
OG0008078	LOC118504466|XP_035894869.1|ASTE	LOC117903242|XP_034671039.1|DSUB
OG0008079	LOC118502718|XP_035891165.1|ASTE	LOC117891313|XP_034652621.1|DSUB
OG0008080	LOC118503017|XP_035891734.1|ASTE	LOC117903810|XP_034672141.1|DSUB
OG0008081	LOC118503013|XP_035891724.1|ASTE	LOC117903557|XP_034671652.1|DSUB
OG0008082	LOC118502636|XP_035890972.1|ASTE	LOC117896880|XP_034661300.1|DSUB
OG0008083	LOC118506981|XP_035900737.1|ASTE	LOC117899633|XP_034665681.1|DSUB
OG0008085	LOC118502480|XP_035890603.1|ASTE	LOC117896025|XP_034659924.1|DSUB
OG0008086	LOC118504297|XP_035894486.1|ASTE	LOC117898810|XP_034664353.1|DSUB
OG0008087	LOC118505297|XP_035896797.1|ASTE	LOC117903325|XP_034671159.1|DSUB
OG0008088	LOC118502797|XP_035891297.1|ASTE	LOC117903335|XP_034671173.1|DSUB
OG0008089	LOC118507619|XP_035902229.1|ASTE	LOC117894687|XP_034657757.1|DSUB
OG0008090	LOC118506698|XP_035900073.1|ASTE	LOC117903621|XP_034671770.1|DSUB
OG0008091	LOC118508430|XP_035904101.1|ASTE	LOC117897033|XP_034661503.1|DSUB
