Orthogroup	ASTE.longest_only	DSUZ.longest_only
OG0007270	LOC118505029|XP_035896137.1|ASTE	LOC108006381|XP_036674451.1|DSUZ
OG0007271	LOC118508539|XP_035904312.1|ASTE	LOC108007020|XP_016926115.2|DSUZ
OG0007272	LOC118508553|XP_035904338.1|ASTE	LOC108011410|XP_016932023.2|DSUZ
OG0007273	LOC118508543|XP_035904318.1|ASTE	LOC108017507|XP_036674375.1|DSUZ
OG0007274	LOC118502367|XP_035890479.1|ASTE	LOC108013903|XP_016935395.1|DSUZ
OG0007275	LOC118502615|XP_035890882.1|ASTE	LOC108011833|XP_016932559.2|DSUZ
OG0007276	LOC118506980|XP_035900734.1|ASTE	LOC108011850|XP_036671534.1|DSUZ
OG0007277	LOC118506972|XP_035900711.1|ASTE	LOC108006902|XP_036672159.1|DSUZ
OG0007278	LOC118506982|XP_035900743.1|ASTE	LOC108013228|XP_016934446.1|DSUZ
OG0007279	LOC118506687|XP_035900050.1|ASTE	LOC108013262|XP_016934509.1|DSUZ
OG0007280	LOC118506685|XP_035900044.1|ASTE	LOC108013541|XP_016934930.1|DSUZ
OG0007281	LOC118502749|XP_035891208.1|ASTE	LOC108012126|XP_036674235.1|DSUZ
OG0007282	LOC118502708|XP_035891145.1|ASTE	LOC108012115|XP_016932888.2|DSUZ
OG0007283	LOC118502726|XP_035891179.1|ASTE	LOC108014062|XP_016935569.2|DSUZ
OG0007284	LOC118505734|XP_035897815.1|ASTE	LOC108005697|XP_016924513.1|DSUZ
OG0007285	LOC118505729|XP_035897809.1|ASTE	LOC108014997|XP_016936710.1|DSUZ
OG0007286	LOC118505727|XP_035897803.1|ASTE	LOC108015244|XP_016937079.1|DSUZ
OG0007287	LOC118505730|XP_035897811.1|ASTE	LOC108021353|XP_016945527.1|DSUZ
OG0007288	LOC118507720|XP_035902562.1|ASTE	LOC108015150|XP_016936914.1|DSUZ
OG0007289	LOC118504362|XP_035894648.1|ASTE	LOC108004734|XP_016923248.1|DSUZ
OG0007290	LOC118506835|XP_035900440.1|ASTE	LOC108018637|XP_016941694.2|DSUZ
OG0007291	LOC118517559|XP_035919694.1|ASTE	LOC108004747|XP_036677005.1|DSUZ
OG0007292	LOC118517562|XP_035919697.1|ASTE	LOC108018934|XP_016942018.1|DSUZ
OG0007293	LOC118508268|XP_035903798.1|ASTE	LOC108014077|XP_016935586.2|DSUZ
OG0007294	LOC118503215|XP_035892097.1|ASTE	LOC108014165|XP_016935687.2|DSUZ
OG0007295	LOC118503522|XP_035892774.1|ASTE	LOC108007013|XP_016926107.2|DSUZ
OG0007296	LOC118505046|XP_035896193.1|ASTE	LOC108007231|XP_016926357.2|DSUZ
OG0007297	LOC118505073|XP_035896251.1|ASTE	LOC108020549|XP_036673079.1|DSUZ
OG0007298	LOC118505100|XP_035896296.1|ASTE	LOC108016264|XP_036675173.1|DSUZ
OG0007299	LOC118508410|XP_035904066.1|ASTE	LOC108018449|XP_036673122.1|DSUZ
OG0007300	LOC118507707|XP_035902495.1|ASTE	LOC108007344|XP_036673780.1|DSUZ
OG0007301	LOC118502773|XP_035891258.1|ASTE	LOC108005733|XP_016924549.2|DSUZ
OG0007302	LOC118505388|XP_035896988.1|ASTE	LOC108011245|XP_036674875.1|DSUZ
OG0007303	LOC118504774|XP_035895596.1|ASTE	LOC108021798|XP_036676988.1|DSUZ
OG0007304	LOC118503186|XP_035892060.1|ASTE	LOC108006110|XP_016925049.1|DSUZ
OG0007305	LOC118503267|XP_035892220.1|ASTE	LOC108015622|XP_016937603.1|DSUZ
OG0007306	LOC118503266|XP_035892219.1|ASTE	LOC108015621|XP_016937602.1|DSUZ
OG0007307	LOC118504543|XP_035895034.1|ASTE	LOC108014834|XP_036673499.1|DSUZ
OG0007308	LOC118504528|XP_035894963.1|ASTE	LOC108014336|XP_036673356.1|DSUZ
OG0007309	LOC118502533|XP_035890697.1|ASTE	LOC108010896|XP_036675518.1|DSUZ
OG0007310	LOC118502531|XP_035890691.1|ASTE	LOC108020609|XP_036673288.1|DSUZ
OG0007311	LOC118502530|XP_035890688.1|ASTE	LOC108017587|XP_036673430.1|DSUZ
OG0007312	LOC118504465|XP_035894863.1|ASTE	LOC108010104|XP_016930414.1|DSUZ
OG0007313	LOC118503016|XP_035891733.1|ASTE	LOC108019186|XP_016942446.1|DSUZ
OG0007314	LOC118503011|XP_035891720.1|ASTE	LOC108017001|XP_016939440.1|DSUZ
OG0007315	LOC118502978|XP_035891642.1|ASTE	LOC108021790|XP_036677044.1|DSUZ
OG0007316	LOC118502997|XP_035891698.1|ASTE	LOC108015565|XP_016937533.2|DSUZ
OG0007317	LOC118506983|XP_035900744.1|ASTE	LOC108014379|XP_016935969.1|DSUZ
OG0007318	LOC118506968|XP_035900696.1|ASTE	LOC108014352|XP_036674809.1|DSUZ
OG0007319	LOC118505692|XP_035897724.1|ASTE	LOC108013510|XP_016934886.1|DSUZ
OG0007320	LOC118506551|XP_035899748.1|ASTE	LOC108006775|XP_016925815.1|DSUZ, LOC118878109|XP_036675420.1|DSUZ
OG0007321	LOC118506545|XP_035899729.1|ASTE	LOC108016978|XP_016939409.1|DSUZ
OG0007322	LOC118507591|XP_035902148.1|ASTE	LOC108015408|XP_016937321.1|DSUZ
OG0007323	LOC118507588|XP_035902144.1|ASTE	LOC108016632|XP_016938817.1|DSUZ
OG0007324	LOC118506946|XP_035900657.1|ASTE	LOC108006749|XP_016925790.1|DSUZ
OG0007325	LOC118506934|XP_035900643.1|ASTE	LOC108016078|XP_016938163.1|DSUZ
OG0007326	LOC118506928|XP_035900620.1|ASTE	LOC108006746|XP_016925784.1|DSUZ
OG0007327	LOC118508435|XP_035904107.1|ASTE	LOC108007177|XP_016926296.1|DSUZ
OG0007328	LOC118506941|XP_035900652.1|ASTE	LOC108011593|XP_016932250.2|DSUZ
OG0007331	LOC118506890|XP_035900558.1|ASTE	LOC108016821|XP_016939124.1|DSUZ
OG0007332	LOC118502517|XP_035890662.1|ASTE	LOC108011221|XP_016931807.1|DSUZ
OG0007333	LOC118502581|XP_035890816.1|ASTE	LOC108004951|XP_016923543.2|DSUZ
OG0007334	LOC118506691|XP_035900056.1|ASTE	LOC108006705|XP_016925737.1|DSUZ
OG0007335	LOC118504743|XP_035895524.1|ASTE	LOC108013205|XP_036671808.1|DSUZ
OG0007336	LOC118506733|XP_035900165.1|ASTE	LOC108005203|XP_016923879.1|DSUZ
OG0007337	LOC118506739|XP_035900190.1|ASTE	LOC108013598|XP_016935024.1|DSUZ
OG0007338	LOC118506398|XP_035899342.1|ASTE	LOC108007075|XP_036672180.1|DSUZ
OG0007339	LOC118506531|XP_035899692.1|ASTE	LOC108011546|XP_016932201.2|DSUZ
OG0007340	LOC118505135|XP_035896369.1|ASTE	LOC108014808|XP_036673533.1|DSUZ
OG0007341	LOC118505791|XP_035898017.1|ASTE	LOC108016273|XP_016938388.2|DSUZ
OG0007342	LOC118506961|XP_035900675.1|ASTE	LOC108007298|XP_036673572.1|DSUZ
OG0007343	LOC118504507|XP_035894930.1|ASTE	LOC108017582|XP_036673363.1|DSUZ
OG0007344	LOC118504506|XP_035894929.1|ASTE	LOC108021331|XP_016945495.1|DSUZ
OG0007345	LOC118504504|XP_035894924.1|ASTE	LOC108006426|XP_036673221.1|DSUZ
OG0007346	LOC118504817|XP_035895714.1|ASTE	LOC108020202|XP_016943800.1|DSUZ
OG0007347	LOC118502631|XP_035890909.1|ASTE	LOC108005282|XP_036677188.1|DSUZ
OG0007348	LOC118502622|XP_035890889.1|ASTE	LOC108005277|XP_016923955.1|DSUZ
OG0007349	LOC118502620|XP_035890887.1|ASTE	LOC108005102|XP_036677186.1|DSUZ
OG0007350	LOC118502639|XP_035890978.1|ASTE	LOC108015034|XP_016936754.1|DSUZ
OG0007351	LOC118508368|XP_035903983.1|ASTE	LOC108013248|XP_036672420.1|DSUZ
OG0007352	LOC118502806|XP_035891337.1|ASTE	LOC108019625|XP_016942996.2|DSUZ
OG0007353	LOC118502811|XP_035891344.1|ASTE	LOC108006951|XP_016926045.1|DSUZ
OG0007354	LOC118505412|XP_035897054.1|ASTE	LOC108016669|XP_016938874.1|DSUZ
OG0007355	LOC118502676|XP_035891058.1|ASTE	LOC108006741|XP_036675225.1|DSUZ
OG0007356	LOC118502772|XP_035891257.1|ASTE	LOC108010026|XP_016930315.1|DSUZ
OG0007357	LOC118502766|XP_035891245.1|ASTE	LOC108016010|XP_036674926.1|DSUZ
OG0007358	LOC118502767|XP_035891249.1|ASTE	LOC108014587|XP_036673309.1|DSUZ
OG0007359	LOC118504496|XP_035894912.1|ASTE	LOC108020159|XP_016943749.1|DSUZ
OG0007360	LOC118506388|XP_035899321.1|ASTE	LOC108015721|XP_016926855.2|DSUZ
OG0007361	LOC118504304|XP_035894493.1|ASTE	LOC108016887|XP_016939270.1|DSUZ
OG0007362	LOC118504306|XP_035894500.1|ASTE	LOC108008696|XP_016928084.1|DSUZ
OG0007363	LOC118506269|XP_035899064.1|ASTE	LOC108013680|XP_016935088.1|DSUZ
OG0007364	LOC118505770|XP_035897906.1|ASTE	LOC108013709|XP_016935125.1|DSUZ
OG0007365	LOC118503249|XP_035892179.1|ASTE	LOC108017008|XP_016939450.1|DSUZ
OG0007366	LOC118503251|XP_035892182.1|ASTE	LOC108017558|XP_036672759.1|DSUZ
OG0007367	LOC118503256|XP_035892189.1|ASTE	LOC108013976|XP_016935480.2|DSUZ
OG0007368	LOC118508501|XP_035904230.1|ASTE	LOC108017194|XP_036672881.1|DSUZ
OG0007369	LOC118504868|XP_035895805.1|ASTE	LOC108012036|XP_036675325.1|DSUZ
OG0007370	LOC118504865|XP_035895800.1|ASTE	LOC108019712|XP_016943100.1|DSUZ
OG0007371	LOC118508382|XP_035904012.1|ASTE	LOC108007219|XP_016926342.2|DSUZ
OG0007372	LOC118504245|XP_035894361.1|ASTE	LOC108011550|XP_016932205.2|DSUZ
OG0007373	LOC118504250|XP_035894370.1|ASTE	LOC108005477|XP_016924267.1|DSUZ
OG0007374	LOC118502522|XP_035890676.1|ASTE	LOC108016641|XP_016938828.1|DSUZ
OG0007375	LOC118505044|XP_035896188.1|ASTE	LOC108014975|XP_036676736.1|DSUZ
OG0007376	LOC118505054|XP_035896221.1|ASTE	LOC108005116|XP_016923779.2|DSUZ
OG0007377	LOC118505017|XP_035896099.1|ASTE	LOC108011127|XP_016931687.1|DSUZ
OG0007378	LOC118504982|XP_035896028.1|ASTE	LOC108013669|XP_036676233.1|DSUZ
OG0007379	LOC118504997|XP_035896067.1|ASTE	LOC108019180|XP_016942438.1|DSUZ
OG0007380	LOC118505002|XP_035896080.1|ASTE	LOC108016577|XP_016938746.2|DSUZ
OG0007381	LOC118507564|XP_035902079.1|ASTE	LOC108019141|XP_016942378.1|DSUZ
OG0007382	LOC118502873|XP_035891474.1|ASTE	LOC108016829|XP_016939135.1|DSUZ
OG0007383	LOC118507561|XP_035902056.1|ASTE	LOC108016740|XP_036676276.1|DSUZ
OG0007384	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE	LOC108016830|XP_016939136.1|DSUZ
OG0007385	LOC118506823|XP_035900406.1|ASTE	LOC108016942|XP_016939360.1|DSUZ
OG0007386	LOC118506848|XP_035900471.1|ASTE	LOC108015393|XP_016937302.1|DSUZ
OG0007387	LOC118506856|XP_035900479.1|ASTE	LOC108018980|XP_016942074.1|DSUZ
OG0007388	LOC118506842|XP_035900449.1|ASTE	LOC108019093|XP_016942270.1|DSUZ
OG0007389	LOC118507081|XP_035900957.1|ASTE	LOC108018067|XP_016940957.1|DSUZ
OG0007390	LOC118506850|XP_035900473.1|ASTE	LOC108016933|XP_016939350.1|DSUZ
OG0007391	LOC118507438|XP_035901809.1|ASTE	LOC108005055|XP_036673280.1|DSUZ
OG0007392	LOC118506861|XP_035900485.1|ASTE	LOC108016862|XP_016939221.1|DSUZ
OG0007393	LOC118505263|XP_035896718.1|ASTE	LOC108017592|XP_036673223.1|DSUZ
OG0007394	LOC118505173|XP_035896507.1|ASTE	LOC108016643|XP_016938831.1|DSUZ
OG0007395	LOC118505207|XP_035896584.1|ASTE	LOC108015282|XP_036676715.1|DSUZ
OG0007396	LOC118505155|XP_035896441.1|ASTE	LOC108016285|XP_016938406.2|DSUZ
OG0007397	LOC118504536|XP_035894992.1|ASTE	LOC108021046|XP_016945038.1|DSUZ
OG0007398	LOC118505854|XP_035898127.1|ASTE	LOC108009331|XP_016929096.1|DSUZ
OG0007399	LOC118505855|XP_035898129.1|ASTE	LOC108014974|XP_036676583.1|DSUZ
OG0007400	LOC118509347|XP_035905758.1|ASTE	LOC108016662|XP_016938862.1|DSUZ
OG0007401	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE	LOC108014955|XP_036676168.1|DSUZ
OG0007402	LOC118510985|XP_035909388.1|ASTE	LOC108013749|XP_036672592.1|DSUZ
OG0007404	LOC118510978|XP_035909372.1|ASTE	LOC108010741|XP_036672556.1|DSUZ
OG0007405	LOC118510979|XP_035909373.1|ASTE	LOC108007938|XP_016927198.1|DSUZ
OG0007406	LOC118511183|XP_035909832.1|ASTE	LOC108016088|XP_036675043.1|DSUZ
OG0007407	LOC118510927|XP_035909231.1|ASTE	LOC108018304|XP_016941331.1|DSUZ
OG0007408	LOC118511398|XP_035910325.1|ASTE	LOC108011769|XP_036670978.1|DSUZ, LOC108020710|XP_036672439.1|DSUZ
OG0007409	LOC118510953|XP_035909291.1|ASTE	LOC108021044|XP_016945035.1|DSUZ
OG0007410	LOC118504266|XP_035894388.1|ASTE	LOC108006331|XP_016925322.1|DSUZ
OG0007411	LOC118504273|XP_035894400.1|ASTE	LOC108016679|XP_016938888.1|DSUZ
OG0007412	LOC118504271|XP_035894398.1|ASTE	LOC108011208|XP_016931788.1|DSUZ
OG0007413	LOC118503642|XP_035893036.1|ASTE	LOC108009283|XP_016929002.1|DSUZ
OG0007414	LOC118517702|XP_035920026.1|ASTE	LOC108015260|XP_016937104.1|DSUZ
OG0007415	LOC118512406|XP_035912690.1|ASTE	LOC108005253|XP_016923935.1|DSUZ
OG0007416	LOC118512398|XP_035912673.1|ASTE	LOC108005138|XP_036677282.1|DSUZ
OG0007417	LOC118512409|XP_035912697.1|ASTE	LOC108016997|XP_036676158.1|DSUZ
OG0007418	LOC118512412|XP_035912702.1|ASTE	LOC108009885|XP_016930082.1|DSUZ
OG0007419	LOC118517717|XP_035920055.1|ASTE	LOC108017486|XP_016940022.2|DSUZ
OG0007420	LOC118512425|XP_035912722.1|ASTE	LOC108019821|XP_016943326.1|DSUZ
OG0007421	LOC118505383|XP_035896978.1|ASTE	LOC108015098|XP_036676388.1|DSUZ
OG0007422	LOC118508218|XP_035903697.1|ASTE	LOC108016837|XP_016939148.1|DSUZ
OG0007423	LOC118508216|XP_035903690.1|ASTE	LOC108019086|XP_016942249.1|DSUZ
OG0007424	LOC118504881|XP_035895830.1|ASTE	LOC108013933|XP_016935432.2|DSUZ
OG0007425	LOC118506009|XP_035898486.1|ASTE	LOC108010661|XP_016931049.2|DSUZ
OG0007426	LOC118506004|XP_035898482.1|ASTE	LOC108015312|XP_016937181.1|DSUZ
OG0007427	LOC118506016|XP_035898495.1|ASTE	LOC108016904|XP_016939309.1|DSUZ
OG0007428	LOC118511568|XP_035910701.1|ASTE	LOC108016831|XP_036676812.1|DSUZ
OG0007429	LOC118504230|XP_035894340.1|ASTE	LOC108017932|XP_016940614.1|DSUZ
OG0007430	LOC118506160|XP_035898824.1|ASTE	LOC108013358|XP_016934665.1|DSUZ
OG0007431	LOC118506159|XP_035898823.1|ASTE	LOC108021203|XP_016945292.1|DSUZ
OG0007432	LOC118508402|XP_035904056.1|ASTE	LOC108007670|XP_016926880.2|DSUZ
OG0007433	LOC118503486|XP_035892681.1|ASTE	LOC108004693|XP_016923192.1|DSUZ
OG0007434	LOC118504010|XP_035893859.1|ASTE	LOC108010712|XP_016931115.1|DSUZ
OG0007435	LOC118504012|XP_035893867.1|ASTE	LOC108010715|XP_036671486.1|DSUZ
OG0007436	LOC118504028|XP_035893901.1|ASTE	LOC108012580|XP_016933484.1|DSUZ
OG0007437	LOC118504042|XP_035893933.1|ASTE	LOC108012369|XP_016933213.1|DSUZ
OG0007438	LOC118504283|XP_035894451.1|ASTE	LOC108004791|XP_036671705.1|DSUZ
OG0007439	LOC118507604|XP_035902170.1|ASTE	LOC118877596|XP_036672789.1|DSUZ
OG0007440	LOC118505787|XP_035897989.1|ASTE	LOC108007884|XP_016927142.1|DSUZ
OG0007441	LOC118507264|XP_035901447.1|ASTE	LOC108018070|XP_016940958.1|DSUZ
OG0007442	LOC118503273|XP_035892239.1|ASTE	LOC118877731|XP_036673611.1|DSUZ, LOC108018612|XP_036675700.1|DSUZ
OG0007443	LOC118507273|XP_035901470.1|ASTE	LOC108009454|XP_016929311.1|DSUZ
OG0007444	LOC118507411|XP_035901765.1|ASTE	LOC108008540|XP_016927900.1|DSUZ
OG0007445	LOC118503990|XP_035893832.1|ASTE	LOC108008539|XP_016927898.1|DSUZ
OG0007446	LOC118507406|XP_035901757.1|ASTE	LOC108021253|XP_016945359.1|DSUZ
OG0007447	LOC118503991|XP_035893833.1|ASTE	LOC108006793|XP_016925834.1|DSUZ
OG0007448	LOC118503917|XP_035893611.1|ASTE	LOC108008408|XP_016927743.1|DSUZ
OG0007449	LOC118503714|XP_035893170.1|ASTE	LOC108014984|XP_036671713.1|DSUZ
OG0007450	LOC118503720|XP_035893215.1|ASTE	LOC108015451|XP_016937375.1|DSUZ
OG0007451	LOC118505962|XP_035898390.1|ASTE	LOC108014028|XP_016935534.1|DSUZ
OG0007452	LOC118505959|XP_035898386.1|ASTE	LOC108013777|XP_016935230.2|DSUZ
OG0007453	LOC118507158|XP_035901101.1|ASTE	LOC108005095|XP_036671341.1|DSUZ
OG0007454	LOC118506215|XP_035898929.1|ASTE	LOC108020535|XP_016944367.2|DSUZ
OG0007455	LOC118503480|XP_035892673.1|ASTE	LOC108008505|XP_016927860.1|DSUZ
OG0007456	LOC118508084|XP_035903452.1|ASTE	LOC108016801|XP_016939066.1|DSUZ
OG0007457	LOC118503318|XP_035892350.1|ASTE	LOC108012404|XP_016933253.1|DSUZ
OG0007458	LOC118504032|XP_035893909.1|ASTE	LOC108015837|XP_016937894.1|DSUZ
OG0007459	LOC118504026|XP_035893899.1|ASTE	LOC108005965|XP_036672995.1|DSUZ
OG0007460	LOC118504024|XP_035893896.1|ASTE	LOC108009058|XP_016928553.1|DSUZ
OG0007461	LOC118507977|XP_035903217.1|ASTE	LOC108006222|XP_036670682.1|DSUZ
OG0007462	LOC118502350|XP_035890425.1|ASTE	LOC108014660|XP_036671875.1|DSUZ
OG0007463	LOC118517741|XP_035920079.1|ASTE	LOC108014651|XP_036672201.1|DSUZ
OG0007464	LOC118505315|XP_035896846.1|ASTE	LOC108006223|XP_036672367.1|DSUZ
OG0007465	LOC118508068|XP_035903418.1|ASTE	LOC108012508|XP_036671975.1|DSUZ
OG0007466	LOC118503503|XP_035892732.1|ASTE	LOC108009225|XP_016928876.1|DSUZ
OG0007468	LOC118503976|XP_035893804.1|ASTE	LOC108009291|XP_016929010.1|DSUZ
OG0007469	LOC118503997|XP_035893841.1|ASTE	LOC108007739|XP_036670425.1|DSUZ
OG0007470	LOC118503478|XP_035892670.1|ASTE	LOC108020953|XP_016944884.1|DSUZ
OG0007471	LOC118507983|XP_035903240.1|ASTE	LOC108009564|XP_016929516.1|DSUZ
OG0007472	LOC118504030|XP_035893903.1|ASTE	LOC108006536|XP_016925550.1|DSUZ
OG0007473	LOC118517644|XP_035919858.1|ASTE	LOC108005784|XP_016924602.1|DSUZ
OG0007474	LOC118503329|XP_035892371.1|ASTE	LOC108009518|XP_036668936.1|DSUZ
OG0007475	LOC118505976|XP_035898422.1|ASTE	LOC108013438|XP_016934797.1|DSUZ
OG0007476	LOC118510918|XP_035909216.1|ASTE	LOC108005186|XP_016923859.1|DSUZ
OG0007477	LOC118508198|XP_035903656.1|ASTE	LOC108005322|XP_016924026.1|DSUZ
OG0007478	LOC118508193|XP_035903649.1|ASTE	LOC108021187|XP_016945264.1|DSUZ
OG0007479	LOC118505309|XP_035896840.1|ASTE	LOC108016600|XP_036676309.1|DSUZ
OG0007480	LOC118508556|XP_035904341.1|ASTE	LOC108016084|XP_036673327.1|DSUZ
OG0007481	LOC118505333|XP_035896875.1|ASTE	LOC108006806|XP_016925843.2|DSUZ
OG0007482	LOC118503949|XP_035893727.1|ASTE	LOC108005698|XP_016924517.1|DSUZ
OG0007483	LOC118504776|XP_035895597.1|ASTE	LOC108010021|XP_016930308.1|DSUZ
OG0007484	LOC118503902|XP_035893585.1|ASTE	LOC108005425|XP_016924192.1|DSUZ
OG0007485	LOC118503905|XP_035893590.1|ASTE	LOC108020466|XP_016944280.1|DSUZ
OG0007486	LOC118503955|XP_035893736.1|ASTE	LOC108014986|XP_016936696.1|DSUZ
OG0007487	LOC118503954|XP_035893732.1|ASTE	LOC108020429|XP_016944237.1|DSUZ
OG0007488	LOC118517650|XP_035919871.1|ASTE	LOC108005824|XP_016924646.1|DSUZ
OG0007489	LOC118512379|XP_035912640.1|ASTE	LOC108018450|XP_036672982.1|DSUZ
OG0007490	LOC118509901|XP_035907053.1|ASTE	LOC108019147|XP_016942385.1|DSUZ
OG0007491	LOC118504880|XP_035895829.1|ASTE	LOC108015204|XP_016937018.1|DSUZ
OG0007492	LOC118507217|XP_035901210.1|ASTE	LOC108018153|XP_016941109.1|DSUZ
OG0007493	LOC118510091|XP_035907400.1|ASTE	LOC108019203|XP_016942485.1|DSUZ
OG0007494	LOC118510297|XP_035907814.1|ASTE	LOC108005314|XP_016924019.1|DSUZ
OG0007495	LOC118507211|XP_035901193.1|ASTE	LOC108011218|XP_016931800.1|DSUZ
OG0007496	LOC118504112|XP_035894093.1|ASTE	LOC108005563|XP_016924350.1|DSUZ
OG0007497	LOC118504113|XP_035894097.1|ASTE	LOC108013267|XP_016934517.1|DSUZ
OG0007498	LOC118512314|XP_035912458.1|ASTE	LOC108013224|XP_036670740.1|DSUZ
OG0007499	LOC118512351|XP_035912545.1|ASTE	LOC108006911|XP_016925996.2|DSUZ
OG0007500	LOC118510929|XP_035909240.1|ASTE	LOC108006913|XP_016925999.2|DSUZ
OG0007501	LOC118503884|XP_035893531.1|ASTE	LOC108007700|XP_016926927.1|DSUZ
OG0007502	LOC118504123|XP_035894107.1|ASTE	LOC108011575|XP_016932234.1|DSUZ
OG0007503	LOC118504063|XP_035893992.1|ASTE	LOC108021610|XP_016945895.1|DSUZ
OG0007504	LOC118504106|XP_035894086.1|ASTE	LOC108012569|XP_016933472.1|DSUZ
OG0007505	LOC118504061|XP_035893988.1|ASTE	LOC108013459|XP_016934826.1|DSUZ
OG0007506	LOC118504094|XP_035894069.1|ASTE	LOC108012477|XP_016933363.1|DSUZ
OG0007507	LOC118504156|XP_035894177.1|ASTE	LOC108021173|XP_016945244.1|DSUZ
OG0007508	LOC118512348|XP_035912535.1|ASTE	LOC108020916|XP_016944825.1|DSUZ
OG0007509	LOC118512336|XP_035912514.1|ASTE	LOC108021086|XP_016945096.1|DSUZ
OG0007510	LOC118506095|XP_035898672.1|ASTE	LOC108018101|XP_016941004.1|DSUZ
OG0007511	LOC118503978|XP_035893806.1|ASTE	LOC108020925|XP_016944837.1|DSUZ
OG0007512	LOC118503961|XP_035893749.1|ASTE	LOC108015561|XP_036672614.1|DSUZ
OG0007513	LOC118507336|XP_035901618.1|ASTE	LOC108021006|XP_016944970.1|DSUZ
OG0007514	LOC118507342|XP_035901624.1|ASTE	LOC108013006|XP_016934082.1|DSUZ
OG0007515	LOC118512384|XP_035912648.1|ASTE	LOC108007709|XP_016926946.1|DSUZ
OG0007516	LOC118512367|XP_035912589.1|ASTE	LOC108015405|XP_016937318.1|DSUZ
OG0007517	LOC118512382|XP_035912646.1|ASTE	LOC108005822|XP_016924644.1|DSUZ
OG0007518	LOC118507238|XP_035901382.1|ASTE	LOC108009811|XP_016929977.1|DSUZ
OG0007519	LOC118508149|XP_035903578.1|ASTE	LOC108010060|XP_016930362.1|DSUZ
OG0007520	LOC118503437|XP_035892590.1|ASTE	LOC108005317|XP_016924020.1|DSUZ
OG0007521	LOC118505916|XP_035898277.1|ASTE	LOC108005478|XP_016924268.2|DSUZ
OG0007522	LOC118507331|XP_035901612.1|ASTE	LOC108015142|XP_016936901.1|DSUZ
OG0007523	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE	LOC108009971|XP_016930223.1|DSUZ
OG0007524	LOC118505993|XP_035898459.1|ASTE	LOC108021045|XP_016945037.1|DSUZ
OG0007525	LOC118517684|XP_035919988.1|ASTE	LOC108006149|XP_016925095.1|DSUZ
OG0007526	LOC118517695|XP_035920011.1|ASTE	LOC108018730|XP_036673296.1|DSUZ
OG0007527	LOC118517701|XP_035920025.1|ASTE	LOC108013422|XP_016934775.1|DSUZ
OG0007528	LOC118517627|XP_035919830.1|ASTE	LOC108019790|XP_016943274.1|DSUZ
OG0007529	LOC118503323|XP_035892358.1|ASTE	LOC108008704|XP_016928090.1|DSUZ
OG0007530	LOC118505983|XP_035898438.1|ASTE	LOC108006623|XP_016925637.2|DSUZ
OG0007531	LOC118506100|XP_035898678.1|ASTE	LOC108019651|XP_016943023.1|DSUZ
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC108010249|XP_016930592.1|DSUZ
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC108012531|XP_016933433.1|DSUZ
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC108005531|XP_036672105.1|DSUZ
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC108006649|XP_036673483.1|DSUZ
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC108013063|XP_036672317.1|DSUZ
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC108013339|XP_016934634.1|DSUZ
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC108021122|XP_016945161.1|DSUZ
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC108010834|XP_016931290.2|DSUZ
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC108019600|XP_016942930.1|DSUZ
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC108009689|XP_016929725.1|DSUZ
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC108020380|XP_016944123.1|DSUZ
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC108014668|XP_036670688.1|DSUZ
OG0007545	LOC118514089|XP_035916518.1|ASTE	LOC108021552|XP_016945809.1|DSUZ
OG0007546	LOC118506320|XP_035899164.1|ASTE	LOC108014055|XP_016935561.2|DSUZ
OG0007547	LOC118504846|XP_035895748.1|ASTE	LOC108006183|XP_016925106.1|DSUZ
OG0007548	LOC118504163|XP_035894189.1|ASTE	LOC108013172|XP_016934356.1|DSUZ
OG0007549	LOC118504170|XP_035894206.1|ASTE	LOC108006892|XP_016925969.2|DSUZ
OG0007550	LOC118517655|XP_035919881.1|ASTE	LOC108013336|XP_016934627.1|DSUZ
OG0007551	LOC118517661|XP_035919930.1|ASTE	LOC108019565|XP_036670000.1|DSUZ
OG0007552	LOC118517664|XP_035919935.1|ASTE	LOC108008743|XP_016928133.1|DSUZ
OG0007553	LOC118517668|XP_035919939.1|ASTE	LOC108005009|XP_016923636.1|DSUZ
OG0007554	LOC118505978|XP_035898426.1|ASTE	LOC108013498|XP_016934870.1|DSUZ
OG0007555	LOC118505987|XP_035898442.1|ASTE	LOC108009321|XP_016929080.1|DSUZ
OG0007556	LOC118503241|XP_035892146.1|ASTE	LOC108010294|XP_016930655.1|DSUZ
