Orthogroup	ASTE.longest_only	DSER.longest_only
OG0006099	LOC118503864|XP_035893487.1|ASTE	LOC110177711|XP_020800211.1|DSER
OG0006100	LOC118503853|XP_035893460.1|ASTE	LOC110177744|XP_020800266.1|DSER
OG0006101	LOC118508049|XP_035903395.1|ASTE	LOC110183333|XP_020807239.1|DSER
OG0006102	LOC118507415|XP_035901771.1|ASTE	LOC110180366|XP_020803695.1|DSER
OG0006103	LOC118507199|XP_035901171.1|ASTE	LOC110181631|XP_020805097.1|DSER
OG0006104	LOC118507200|XP_035901172.1|ASTE	LOC110183532|XP_020807488.1|DSER
OG0006105	LOC118507202|XP_035901178.1|ASTE	LOC110183518|XP_020807464.1|DSER
OG0006106	LOC118504734|XP_035895495.1|ASTE	LOC110177518|XP_020799933.1|DSER
OG0006107	LOC118506110|XP_035898696.1|ASTE	LOC110179245|XP_020802362.1|DSER
OG0006108	LOC118506109|XP_035898695.1|ASTE	LOC110178846|XP_020801765.1|DSER
OG0006109	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE	LOC110190415|XP_020816541.1|DSER
OG0006110	LOC118503694|XP_035893137.1|ASTE	LOC110185229|XP_020809622.1|DSER
OG0006111	LOC118504840|XP_035895737.1|ASTE	LOC110179202|XP_020802279.1|DSER
OG0006112	LOC118503401|XP_035892497.1|ASTE	LOC110191635|XP_020818185.1|DSER
OG0006113	LOC118503392|XP_035892487.1|ASTE	LOC110190073|XP_020816037.1|DSER
OG0006114	LOC118503391|XP_035892486.1|ASTE	LOC110186597|XP_020811484.1|DSER
OG0006115	LOC118503048|XP_035891776.1|ASTE	LOC110178243|XP_020800952.1|DSER
OG0006116	LOC118503531|XP_035892810.1|ASTE	LOC110176344|XP_020798332.1|DSER
OG0006117	LOC118504093|XP_035894068.1|ASTE	LOC110176337|XP_020798318.1|DSER
OG0006118	LOC118504103|XP_035894079.1|ASTE	LOC110182581|XP_020806290.1|DSER
OG0006119	LOC118504201|XP_035894273.1|ASTE	LOC110189519|XP_020815304.1|DSER
OG0006120	LOC118508156|XP_035903589.1|ASTE	LOC110189865|XP_020815746.1|DSER
OG0006121	LOC118504190|XP_035894258.1|ASTE	LOC110190104|XP_020816071.1|DSER
OG0006122	LOC118504195|XP_035894263.1|ASTE	LOC110187521|XP_020812576.1|DSER
OG0006123	LOC118504197|XP_035894269.1|ASTE	LOC110178001|XP_020800664.1|DSER
OG0006124	LOC118504198|XP_035894270.1|ASTE	LOC110176448|XP_020798457.1|DSER
OG0006125	LOC118503080|XP_035891855.1|ASTE	LOC110177482|XP_020799888.1|DSER
OG0006126	LOC118503344|XP_035892406.1|ASTE	LOC110190543|XP_020816749.1|DSER
OG0006127	LOC118503337|XP_035892395.1|ASTE	LOC110176165|XP_020798061.1|DSER
OG0006128	LOC118503362|XP_035892448.1|ASTE	LOC110176208|XP_020798130.1|DSER
OG0006129	LOC118503351|XP_035892427.1|ASTE	LOC110176155|XP_020798051.1|DSER
OG0006130	LOC118503843|XP_035893445.1|ASTE	LOC110176192|XP_020798101.1|DSER
OG0006131	LOC118503832|XP_035893431.1|ASTE	LOC110176259|XP_020798230.1|DSER
OG0006132	LOC118504097|XP_035894073.1|ASTE	LOC110176262|XP_020798234.1|DSER
OG0006133	LOC118503822|XP_035893416.1|ASTE	LOC110176193|XP_020798103.1|DSER
OG0006134	LOC118503821|XP_035893415.1|ASTE	LOC110176289|XP_020798268.1|DSER
OG0006135	LOC118503798|XP_035893384.1|ASTE	LOC110176136|XP_020798031.1|DSER
OG0006136	LOC118503792|XP_035893365.1|ASTE	LOC110177483|XP_020799891.1|DSER
OG0006137	LOC118508403|XP_035904057.1|ASTE	LOC110176251|XP_020798214.1|DSER
OG0006138	LOC118503599|XP_035892945.1|ASTE	LOC110178459|XP_020801259.1|DSER
OG0006139	LOC118506128|XP_035898755.1|ASTE	LOC110178238|XP_020800948.1|DSER
OG0006140	LOC118506124|XP_035898743.1|ASTE	LOC110175989|XP_020797846.1|DSER
OG0006141	LOC118503107|XP_035891938.1|ASTE	LOC110186841|XP_020812069.1|DSER
OG0006142	LOC118504791|XP_035895653.1|ASTE	LOC110185286|XP_020809693.1|DSER
OG0006143	LOC118508110|XP_035903497.1|ASTE	LOC110177510|XP_020799923.1|DSER
OG0006144	LOC118508105|XP_035903491.1|ASTE	LOC110190882|XP_020817197.1|DSER
OG0006145	LOC118508114|XP_035903500.1|ASTE	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC118508113|XP_035903499.1|ASTE	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC118503764|XP_035893321.1|ASTE	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC118503750|XP_035893294.1|ASTE	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC118503753|XP_035893297.1|ASTE	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC118503747|XP_035893290.1|ASTE	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC118503745|XP_035893280.1|ASTE	LOC110183208|XP_020807080.1|DSER
OG0006152	LOC118504659|XP_035895334.1|ASTE	LOC110190526|XP_020816731.1|DSER
OG0006153	LOC118506547|XP_035899732.1|ASTE	LOC110176539|XP_020798591.1|DSER
OG0006155	LOC118502485|XP_035890610.1|ASTE	LOC110191051|XP_020817436.1|DSER
OG0006156	LOC118505088|XP_035896272.1|ASTE	LOC110188225|XP_020813531.1|DSER
OG0006158	LOC118510861|XP_035909093.1|ASTE	LOC110181257|XP_020804621.1|DSER
OG0006159	LOC118503733|XP_035893241.1|ASTE	LOC110189199|XP_020814829.1|DSER
OG0006160	LOC118506344|XP_035899221.1|ASTE	LOC110191494|XP_020818017.1|DSER
OG0006161	LOC118509657|XP_035906510.1|ASTE	LOC110177087|XP_020799273.1|DSER
OG0006162	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE	LOC110185481|XP_020810014.1|DSER, LOC110185442|XP_020809925.1|DSER, LOC110185443|XP_020809927.1|DSER
OG0006163	LOC118512637|XP_035913226.1|ASTE	LOC110189206|XP_020814837.1|DSER
OG0006181	LOC118510457|XP_035908181.1|ASTE	LOC110188701|XP_020814166.1|DSER
OG0006182	LOC118510466|XP_035908215.1|ASTE	LOC110188605|XP_020814027.1|DSER
OG0006183	LOC118504962|XP_035895981.1|ASTE	LOC110186462|XP_020811309.1|DSER
OG0006184	LOC118517389|XP_035919336.1|ASTE	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC118511262|XP_035910026.1|ASTE	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC118507320|XP_035901604.1|ASTE	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC118511264|XP_035910028.1|ASTE	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC118505395|XP_035897012.1|ASTE	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC118510292|XP_035907810.1|ASTE	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC118507523|XP_035901981.1|ASTE	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC118508051|XP_035903401.1|ASTE	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC118505169|XP_035896478.1|ASTE	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC118516550|XP_035918392.1|ASTE	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC118511117|XP_035909738.1|ASTE	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC118516756|XP_035918568.1|ASTE	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC118509676|XP_035906592.1|ASTE	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC118507132|XP_035901061.1|ASTE	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC118507096|XP_035900984.1|ASTE	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC118509460|XP_035905977.1|ASTE	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC118506952|XP_035900668.1|ASTE	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC118506932|XP_035900645.1|ASTE	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC118507395|XP_035901745.1|ASTE	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC118512712|XP_035913441.1|ASTE	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC118511421|XP_035910399.1|ASTE	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC118517496|XP_035919586.1|ASTE	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC118505296|XP_035896800.1|ASTE	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC118505276|XP_035896742.1|ASTE	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC118514543|XP_035917423.1|ASTE	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC118505477|XP_035897187.1|ASTE	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC118512034|XP_035911724.1|ASTE	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC118511654|XP_035910891.1|ASTE	LOC110184951|XP_020809258.1|DSER
OG0006214	LOC118505724|XP_035897801.1|ASTE	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC118510787|XP_035908987.1|ASTE	LOC110184805|XP_020809098.1|DSER
OG0006217	LOC118517382|XP_035919315.1|ASTE	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC118516488|XP_035918314.1|ASTE	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC118515721|XP_035917946.1|ASTE	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC118507166|XP_035901123.1|ASTE	LOC110178943|XP_020801901.1|DSER
OG0006221	LOC118517486|XP_035919574.1|ASTE	LOC110191035|XP_020817415.1|DSER
OG0006222	LOC118517495|XP_035919585.1|ASTE	LOC110191060|XP_020817449.1|DSER
OG0006223	LOC118517507|XP_035919622.1|ASTE	LOC110175983|XP_020797841.1|DSER
OG0006224	LOC118516663|XP_035918521.1|ASTE	LOC110180283|XP_020803593.1|DSER
OG0006225	LOC118506528|XP_035899684.1|ASTE	LOC110181599|XP_020805051.1|DSER
OG0006226	LOC118508996|XP_035904892.1|ASTE	LOC110189274|XP_020814952.1|DSER
OG0006227	LOC118511740|XP_035911126.1|ASTE	LOC110179076|XP_020802115.1|DSER
OG0006228	LOC118505405|XP_035897049.1|ASTE	LOC110182347|XP_020806082.1|DSER
OG0006229	LOC118508987|XP_035904878.1|ASTE	LOC110185473|XP_020809989.1|DSER
OG0006230	LOC118509041|XP_035905010.1|ASTE	LOC110181642|XP_020805116.1|DSER
OG0006231	LOC118509090|XP_035905128.1|ASTE	LOC110183239|XP_020807116.1|DSER
OG0006232	LOC118509106|XP_035905169.1|ASTE	LOC110184382|XP_020808546.1|DSER
OG0006233	LOC118509156|XP_035905285.1|ASTE	LOC110181800|XP_020805341.1|DSER
OG0006234	LOC118516617|XP_035918485.1|ASTE	LOC110181645|XP_020805118.1|DSER
OG0006235	LOC118516410|XP_035918169.1|ASTE	LOC110182089|XP_020805730.1|DSER
OG0006237	LOC118506102|XP_035898680.1|ASTE	LOC110180294|XP_020803609.1|DSER
OG0006238	LOC118510893|XP_035909174.1|ASTE	LOC110181768|XP_020805300.1|DSER
OG0006239	LOC118503930|XP_035893669.1|ASTE	LOC110180321|XP_020803635.1|DSER
OG0006240	LOC118503860|XP_035893483.1|ASTE	LOC110189020|XP_020814640.1|DSER
OG0006241	LOC118516610|XP_035918480.1|ASTE	LOC110181643|XP_020805117.1|DSER
OG0006242	LOC118505305|XP_035896829.1|ASTE	LOC110179495|XP_020802728.1|DSER
OG0006243	LOC118505208|XP_035896612.1|ASTE	LOC110191756|XP_020818354.1|DSER
OG0006244	LOC118510186|XP_035907604.1|ASTE	LOC110190941|XP_020817273.1|DSER
OG0006246	LOC118503632|XP_035893025.1|ASTE	LOC110179753|XP_020803028.1|DSER
OG0006247	LOC118503605|XP_035892978.1|ASTE	LOC110191587|XP_020818131.1|DSER
OG0006248	LOC118517268|XP_035919138.1|ASTE	LOC110177142|XP_020799375.1|DSER
OG0006249	LOC118505577|XP_035897429.1|ASTE	LOC110185662|XP_020810281.1|DSER
OG0006250	LOC118503321|XP_035892359.1|ASTE	LOC110187138|XP_020812211.1|DSER
OG0006251	LOC118504185|XP_035894241.1|ASTE	LOC110186521|XP_020811378.1|DSER
OG0006252	LOC118504147|XP_035894158.1|ASTE	LOC110186520|XP_020811376.1|DSER
OG0006253	LOC118503297|XP_035892294.1|ASTE	LOC110179746|XP_020803020.1|DSER
OG0006254	LOC118510515|XP_035908331.1|ASTE	LOC110186258|XP_020811023.1|DSER
OG0006255	LOC118512408|XP_035912696.1|ASTE	LOC110177325|XP_020799657.1|DSER
OG0006256	LOC118517232|XP_035919105.1|ASTE	LOC110181502|XP_020804931.1|DSER
OG0006257	LOC118517286|XP_035919160.1|ASTE	LOC110182094|XP_020805737.1|DSER
OG0006258	LOC118517220|XP_035919101.1|ASTE	LOC110184445|XP_020808644.1|DSER
OG0006259	LOC118502915|XP_035891538.1|ASTE	LOC110191204|XP_020817629.1|DSER
OG0006260	LOC118502982|XP_035891660.1|ASTE	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER
OG0006261	LOC118512106|XP_035911971.1|ASTE	LOC110184998|XP_020809311.1|DSER
OG0006262	LOC118506927|XP_035900619.1|ASTE	LOC110182216|XP_020805901.1|DSER
OG0006263	LOC118506478|XP_035899551.1|ASTE	LOC110182575|XP_020806283.1|DSER
OG0006264	LOC118507809|XP_035902765.1|ASTE	LOC110187120|XP_020812189.1|DSER
OG0006265	LOC118509916|XP_035907106.1|ASTE	LOC110178267|XP_020800992.1|DSER
OG0006266	LOC118510939|XP_035909269.1|ASTE	LOC110187114|XP_020812182.1|DSER
OG0006267	LOC118509287|XP_035905587.1|ASTE	LOC110184184|XP_020808254.1|DSER
OG0006268	LOC118503890|XP_035893558.1|ASTE	LOC110178169|XP_020800865.1|DSER
OG0006269	LOC118511532|XP_035910618.1|ASTE	LOC110186610|XP_020811501.1|DSER
OG0006270	LOC118509845|XP_035906939.1|ASTE	LOC110179059|XP_020802078.1|DSER
OG0006271	LOC118504563|XP_035895065.1|ASTE	LOC110189881|XP_020815788.1|DSER
OG0006272	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE	LOC110175952|XP_020797800.1|DSER
OG0006273	LOC118508170|XP_035903612.1|ASTE	LOC110189776|XP_020815659.1|DSER
OG0006275	LOC118506078|XP_035898648.1|ASTE	LOC110181820|XP_020805375.1|DSER
OG0006276	LOC118504482|XP_035894892.1|ASTE	LOC110184496|XP_020808709.1|DSER
OG0006277	LOC118511416|XP_035910387.1|ASTE	LOC110188572|XP_020813992.1|DSER
OG0006278	LOC118506084|XP_035898660.1|ASTE	LOC110184405|XP_020808590.1|DSER
OG0006279	LOC118510088|XP_035907398.1|ASTE	LOC110182114|XP_020805780.1|DSER
OG0006280	LOC118507044|XP_035900897.1|ASTE	LOC110180377|XP_020803702.1|DSER
OG0006281	LOC118507036|XP_035900883.1|ASTE	LOC110180376|XP_020803701.1|DSER
OG0006282	LOC118513766|XP_035915835.1|ASTE	LOC110186952|XP_020811947.1|DSER
OG0006283	LOC118505773|XP_035897939.1|ASTE	LOC110184602|XP_020808856.1|DSER
OG0006284	LOC118509455|XP_035905968.1|ASTE	LOC110184436|XP_020808634.1|DSER, LOC110190589|XP_020816841.1|DSER
OG0006285	LOC118511887|XP_035911411.1|ASTE	LOC110189071|XP_020814704.1|DSER
OG0006286	LOC118511841|XP_035911281.1|ASTE	LOC110188636|XP_020814070.1|DSER
OG0006287	LOC118517459|XP_035919514.1|ASTE	LOC110181703|XP_020805206.1|DSER
OG0006288	LOC118517461|XP_035919516.1|ASTE	LOC110186533|XP_020811393.1|DSER
OG0006289	LOC118507945|XP_035903163.1|ASTE	LOC110188080|XP_020813292.1|DSER
OG0006290	LOC118505805|XP_035898042.1|ASTE	LOC110182059|XP_020805674.1|DSER
OG0006291	LOC118507612|XP_035902647.1|ASTE	LOC110182600|XP_020806317.1|DSER
OG0006292	LOC118509948|XP_035907176.1|ASTE	LOC110182467|XP_020806164.1|DSER
OG0006293	LOC118511073|XP_035909628.1|ASTE	LOC110178735|XP_020801619.1|DSER
OG0006294	LOC118511427|XP_035910413.1|ASTE	LOC110180629|XP_020803976.1|DSER
OG0006295	LOC118506125|XP_035898752.1|ASTE	LOC110180405|XP_020803718.1|DSER
OG0006296	LOC118502989|XP_035891688.1|ASTE	LOC110180636|XP_020803988.1|DSER
OG0006297	LOC118509174|XP_035905367.1|ASTE	LOC110181904|XP_020805495.1|DSER
OG0006298	LOC118516918|XP_035918676.1|ASTE	LOC110180623|XP_020803966.1|DSER
OG0006299	LOC118509231|XP_035905435.1|ASTE	LOC110184485|XP_020808695.1|DSER
OG0006300	LOC118510848|XP_035909076.1|ASTE	LOC110179092|XP_020802137.1|DSER
OG0006301	LOC118503858|XP_035893468.1|ASTE	LOC110184160|XP_020808227.1|DSER
OG0006302	LOC118508767|XP_035904404.1|ASTE	LOC110181519|XP_020804951.1|DSER
OG0006303	LOC118511147|XP_035909768.1|ASTE	LOC110177837|XP_020800442.1|DSER
OG0006305	LOC118507674|XP_035902361.1|ASTE	LOC110183920|XP_020807943.1|DSER
OG0006306	LOC118507576|XP_035902125.1|ASTE	LOC110190986|XP_020817353.1|DSER
OG0006309	LOC118517482|XP_035919556.1|ASTE	LOC110181608|XP_020805065.1|DSER
OG0006311	LOC118504534|XP_035894989.1|ASTE	LOC110182202|XP_020805882.1|DSER
OG0006312	LOC118504498|XP_035894918.1|ASTE	LOC110182201|XP_020805881.1|DSER
OG0006313	LOC118504318|XP_035894541.1|ASTE	LOC110184310|XP_020808456.1|DSER
OG0006314	LOC118503485|XP_035892684.1|ASTE	LOC110181683|XP_020805183.1|DSER
OG0006315	LOC118517500|XP_035919604.1|ASTE	LOC110186646|XP_020811564.1|DSER
OG0006316	LOC118517278|XP_035919147.1|ASTE	LOC110180354|XP_020803675.1|DSER
OG0006317	LOC118506402|XP_035899360.1|ASTE	LOC110184591|XP_020808841.1|DSER
OG0006318	LOC118507915|XP_035903151.1|ASTE	LOC110181680|XP_020805179.1|DSER
OG0006319	LOC118507981|XP_035903234.1|ASTE	LOC110189276|XP_020814954.1|DSER
OG0006320	LOC118507848|XP_035902877.1|ASTE	LOC110179063|XP_020802084.1|DSER
OG0006322	LOC118504222|XP_035894330.1|ASTE	LOC110176098|XP_020797996.1|DSER
OG0006323	LOC118513798|XP_035915882.1|ASTE	LOC110181900|XP_020805490.1|DSER
OG0006324	LOC118507445|XP_035901827.1|ASTE	LOC110180093|XP_020803374.1|DSER
OG0006325	LOC118517412|XP_035919406.1|ASTE	LOC110177166|XP_020799411.1|DSER
OG0006326	LOC118511347|XP_035910194.1|ASTE	LOC110176146|XP_020798042.1|DSER
OG0006327	LOC118506801|XP_035900327.1|ASTE	LOC110186451|XP_020811295.1|DSER
OG0006328	LOC118507483|XP_035901893.1|ASTE	LOC110177333|XP_020799675.1|DSER
OG0006329	LOC118510450|XP_035908151.1|ASTE	LOC110182525|XP_020806231.1|DSER
OG0006330	LOC118503718|XP_035893188.1|ASTE	LOC110189646|XP_020815451.1|DSER
OG0006331	LOC118513859|XP_035916053.1|ASTE	LOC110179397|XP_020802581.1|DSER
OG0006332	LOC118503712|XP_035893172.1|ASTE	LOC110187112|XP_020812181.1|DSER
OG0006333	LOC118503693|XP_035893136.1|ASTE	LOC110184163|XP_020808231.1|DSER
OG0006334	LOC118517385|XP_035919323.1|ASTE	LOC110180406|XP_020803719.1|DSER
OG0006335	LOC118502675|XP_035891063.1|ASTE	LOC110188828|XP_020814381.1|DSER
OG0006336	LOC118504232|XP_035894349.1|ASTE	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC118505047|XP_035896206.1|ASTE	LOC110176073|XP_020797953.1|DSER
OG0006338	LOC118502836|XP_035891410.1|ASTE	LOC110176445|XP_020798453.1|DSER
OG0006339	LOC118507704|XP_035902474.1|ASTE	LOC110184393|XP_020808561.1|DSER
OG0006340	LOC118508045|XP_035903356.1|ASTE	LOC110179122|XP_020802171.1|DSER
OG0006341	LOC118507857|XP_035902911.1|ASTE	LOC110176123|XP_020798019.1|DSER
OG0006342	LOC118507633|XP_035902254.1|ASTE	LOC110175932|XP_020797770.1|DSER
OG0006343	LOC118507617|XP_035902230.1|ASTE	LOC110176094|XP_020797993.1|DSER
OG0006345	LOC118517395|XP_035919350.1|ASTE	LOC110188657|XP_020814101.1|DSER
OG0006346	LOC118503271|XP_035892238.1|ASTE	LOC110186861|XP_020811812.1|DSER
OG0006347	LOC118517425|XP_035919432.1|ASTE	LOC110176393|XP_020798381.1|DSER
OG0006348	LOC118517504|XP_035919612.1|ASTE	LOC110182555|XP_020806266.1|DSER
OG0006349	LOC118515568|XP_035917933.1|ASTE	LOC110179433|XP_020802625.1|DSER
OG0006350	LOC118506409|XP_035899382.1|ASTE	LOC110186544|XP_020811406.1|DSER
OG0006351	LOC118506099|XP_035898681.1|ASTE	LOC110180119|XP_020803418.1|DSER
OG0006352	LOC118517499|XP_035919603.1|ASTE	LOC110189233|XP_020814875.1|DSER
OG0006353	LOC118517471|XP_035919536.1|ASTE	LOC110186564|XP_020811427.1|DSER
OG0006354	LOC118517473|XP_035919538.1|ASTE	LOC110177429|XP_020799811.1|DSER
OG0006355	LOC118515758|XP_035917952.1|ASTE	LOC110179381|XP_020802554.1|DSER
OG0006356	LOC118512389|XP_035912654.1|ASTE	LOC110181758|XP_020805280.1|DSER
OG0006357	LOC118507457|XP_035901844.1|ASTE	LOC110181678|XP_020805172.1|DSER
OG0006358	LOC118503964|XP_035893773.1|ASTE	LOC110177637|XP_020800108.1|DSER
OG0006359	LOC118503952|XP_035893734.1|ASTE	LOC110191777|XP_020818381.1|DSER
OG0006360	LOC118503959|XP_035893747.1|ASTE	LOC110181918|XP_020805513.1|DSER
OG0006361	LOC118506852|XP_035900474.1|ASTE	LOC110191772|XP_020818376.1|DSER
OG0006362	LOC118507805|XP_035902761.1|ASTE	LOC110179512|XP_020802748.1|DSER
OG0006364	LOC118502910|XP_035891526.1|ASTE	LOC110187293|XP_020812341.1|DSER
OG0006365	LOC118504883|XP_035895836.1|ASTE	LOC110176067|XP_020797947.1|DSER
OG0006366	LOC118504856|XP_035895775.1|ASTE	LOC110176016|XP_020797884.1|DSER
OG0006367	LOC118503247|XP_035892163.1|ASTE	LOC110179399|XP_020802582.1|DSER
OG0006368	LOC118502632|XP_035890929.1|ASTE	LOC110186630|XP_020811546.1|DSER
OG0006369	LOC118502358|XP_035890460.1|ASTE	LOC110186620|XP_020811515.1|DSER
OG0006370	LOC118506825|XP_035900414.1|ASTE	LOC110181707|XP_020805214.1|DSER
OG0006371	LOC118506397|XP_035899346.1|ASTE	LOC110186671|XP_020811594.1|DSER
OG0006372	LOC118517375|XP_035919287.1|ASTE	LOC110186779|XP_020811710.1|DSER
OG0006373	LOC118506611|XP_035899874.1|ASTE	LOC110181556|XP_020804997.1|DSER
OG0006374	LOC118517361|XP_035919271.1|ASTE	LOC110182197|XP_020805869.1|DSER
OG0006375	LOC118510430|XP_035908102.1|ASTE	LOC110184576|XP_020808810.1|DSER
OG0006376	LOC118504443|XP_035894817.1|ASTE	LOC110179379|XP_020802552.1|DSER
OG0006377	LOC118507989|XP_035903253.1|ASTE	LOC110181745|XP_020805264.1|DSER
OG0006378	LOC118504822|XP_035895724.1|ASTE	LOC110189033|XP_020814660.1|DSER
OG0006379	LOC118503456|XP_035892624.1|ASTE	LOC110181493|XP_020804915.1|DSER
OG0006380	LOC118510639|XP_035909033.1|ASTE	LOC110181711|XP_020805219.1|DSER
OG0006381	LOC118511686|XP_035910961.1|ASTE	LOC110180643|XP_020803996.1|DSER
OG0006382	LOC118504146|XP_035894142.1|ASTE	LOC110183512|XP_020807457.1|DSER
OG0006383	LOC118504051|XP_035893961.1|ASTE	LOC110180378|XP_020803703.1|DSER
OG0006384	LOC118504168|XP_035894205.1|ASTE	LOC110180331|XP_020803648.1|DSER
OG0006385	LOC118504375|XP_035894675.1|ASTE	LOC110177315|XP_020799646.1|DSER
OG0006386	LOC118506337|XP_035899210.1|ASTE	LOC110186034|XP_020810730.1|DSER
OG0006387	LOC118505050|XP_035896220.1|ASTE	LOC110186393|XP_020811214.1|DSER
OG0006388	LOC118510413|XP_035908075.1|ASTE	LOC110180471|XP_020803807.1|DSER
OG0006389	LOC118510610|XP_035908520.1|ASTE	LOC110180470|XP_020803806.1|DSER
OG0006392	LOC118517606|XP_035919796.1|ASTE	LOC110182567|XP_020806275.1|DSER
OG0006393	LOC118508111|XP_035903498.1|ASTE	LOC110181210|XP_020804551.1|DSER
OG0006394	LOC118504551|XP_035895052.1|ASTE	LOC110187759|XP_020812882.1|DSER
OG0006395	LOC118502664|XP_035891020.1|ASTE	LOC110186611|XP_020811502.1|DSER
OG0006396	LOC118511965|XP_035911590.1|ASTE	LOC110180141|XP_020803446.1|DSER
OG0006397	LOC118506471|XP_035899541.1|ASTE	LOC110184604|XP_020808855.1|DSER
OG0006398	LOC118506474|XP_035899543.1|ASTE	LOC110182097|XP_020805740.1|DSER
OG0006399	LOC118506487|XP_035899563.1|ASTE	LOC110184271|XP_020808395.1|DSER
OG0006400	LOC118506480|XP_035899554.1|ASTE	LOC110184269|XP_020808393.1|DSER
OG0006401	LOC118506485|XP_035899558.1|ASTE	LOC110185260|XP_020809658.1|DSER
OG0006402	LOC118506490|XP_035899571.1|ASTE	LOC110190952|XP_020817292.1|DSER
OG0006403	LOC118506495|XP_035899582.1|ASTE	LOC110191306|XP_020817775.1|DSER
OG0006404	LOC118504738|XP_035895509.1|ASTE	LOC110186950|XP_020811944.1|DSER
OG0006405	LOC118504756|XP_035895571.1|ASTE	LOC110191240|XP_020817677.1|DSER
OG0006406	LOC118504526|XP_035894961.1|ASTE	LOC110177460|XP_020799857.1|DSER
OG0006407	LOC118510640|XP_035908611.1|ASTE	LOC110184344|XP_020808498.1|DSER
OG0006408	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE	LOC110184165|XP_020808235.1|DSER
OG0006409	LOC118514938|XP_035917699.1|ASTE	LOC110184226|XP_020808344.1|DSER
OG0006410	LOC118504555|XP_035895060.1|ASTE	LOC110181514|XP_020804947.1|DSER
OG0006411	LOC118504554|XP_035895059.1|ASTE	LOC110179678|XP_020802949.1|DSER
OG0006412	LOC118504559|XP_035895062.1|ASTE	LOC110186785|XP_020811719.1|DSER
OG0006413	LOC118504560|XP_035895063.1|ASTE	LOC110186411|XP_020811241.1|DSER
OG0006414	LOC118503904|XP_035893588.1|ASTE	LOC110188356|XP_020813723.1|DSER
OG0006415	LOC118517518|XP_035919637.1|ASTE	LOC110182215|XP_020805900.1|DSER
OG0006416	LOC118506133|XP_035898763.1|ASTE	LOC110183497|XP_020807439.1|DSER
OG0006417	LOC118508088|XP_035903460.1|ASTE	LOC110185811|XP_020810474.1|DSER
OG0006418	LOC118510489|XP_035908272.1|ASTE	LOC110179108|XP_020802157.1|DSER
OG0006419	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE	LOC110191391|XP_020817905.1|DSER
OG0006420	LOC118508289|XP_035903826.1|ASTE	LOC110186397|XP_020811222.1|DSER
OG0006421	LOC118508288|XP_035903823.1|ASTE	LOC110182709|XP_020806466.1|DSER
OG0006422	LOC118505561|XP_035897405.1|ASTE	LOC110183121|XP_020806971.1|DSER
OG0006423	LOC118505574|XP_035897423.1|ASTE	LOC110188334|XP_020813701.1|DSER
