Orthogroup	ASTE.longest_only	DPER.longest_only
OG0006340	LOC118508045|XP_035903356.1|ASTE	LOC6597236|XP_026846432.1|DPER
OG0006341	LOC118507857|XP_035902911.1|ASTE	LOC6597869|XP_026846939.1|DPER
OG0006342	LOC118507633|XP_035902254.1|ASTE	LOC6597871|XP_026847014.1|DPER
OG0006343	LOC118507617|XP_035902230.1|ASTE	LOC6597872|XP_026846979.1|DPER
OG0006345	LOC118517395|XP_035919350.1|ASTE	LOC6594879|XP_026843476.1|DPER
OG0006346	LOC118503271|XP_035892238.1|ASTE	LOC6594848|XP_002020251.1|DPER
OG0006347	LOC118517425|XP_035919432.1|ASTE	LOC6587233|XP_026840257.1|DPER
OG0006348	LOC118517504|XP_035919612.1|ASTE	LOC6598419|XP_002023663.2|DPER
OG0006349	LOC118515568|XP_035917933.1|ASTE	LOC6600697|XP_026845153.1|DPER
OG0006350	LOC118506409|XP_035899382.1|ASTE	LOC6595133|XP_002020299.1|DPER
OG0006351	LOC118506099|XP_035898681.1|ASTE	LOC6597405|XP_002022497.1|DPER
OG0006352	LOC118517499|XP_035919603.1|ASTE	LOC6591258|XP_026841145.1|DPER
OG0006353	LOC118517471|XP_035919536.1|ASTE	LOC6595047|XP_026846743.1|DPER
OG0006354	LOC118517473|XP_035919538.1|ASTE	LOC6587706|XP_026846873.1|DPER
OG0006355	LOC118515758|XP_035917952.1|ASTE	LOC6597378|XP_026846430.1|DPER
OG0006356	LOC118512389|XP_035912654.1|ASTE	LOC6600770|XP_002025838.1|DPER
OG0006357	LOC118507457|XP_035901844.1|ASTE	LOC6602621|XP_026846645.1|DPER
OG0006358	LOC118503964|XP_035893773.1|ASTE	LOC6600639|XP_002025633.1|DPER
OG0006359	LOC118503952|XP_035893734.1|ASTE	LOC6588021|XP_002013727.1|DPER
OG0006360	LOC118503959|XP_035893747.1|ASTE	LOC6603081|XP_026847146.1|DPER
OG0006361	LOC118506852|XP_035900474.1|ASTE	LOC6591747|XP_002016985.1|DPER
OG0006362	LOC118507805|XP_035902761.1|ASTE	LOC6597390|XP_026846405.1|DPER
OG0006364	LOC118502910|XP_035891526.1|ASTE	LOC6595410|XP_002020883.1|DPER
OG0006365	LOC118504883|XP_035895836.1|ASTE	LOC6599435|XP_002024533.2|DPER
OG0006366	LOC118504856|XP_035895775.1|ASTE	LOC6599439|XP_026847161.1|DPER
OG0006367	LOC118503247|XP_035892163.1|ASTE	LOC6597708|XP_002022859.2|DPER
OG0006368	LOC118502632|XP_035890929.1|ASTE	LOC6595302|XP_026850149.1|DPER
OG0006369	LOC118502358|XP_035890460.1|ASTE	LOC6595301|XP_026850995.1|DPER
OG0006370	LOC118506825|XP_035900414.1|ASTE	LOC6601714|XP_002026772.1|DPER
OG0006371	LOC118506397|XP_035899346.1|ASTE	LOC6595168|XP_002020423.2|DPER
OG0006372	LOC118517375|XP_035919287.1|ASTE	LOC6588549|XP_002013011.1|DPER
OG0006373	LOC118506611|XP_035899874.1|ASTE	LOC6597267|XP_026846453.1|DPER
OG0006374	LOC118517361|XP_035919271.1|ASTE	LOC6599980|XP_026845127.1|DPER
OG0006375	LOC118510430|XP_035908102.1|ASTE	LOC6597616|XP_026848900.1|DPER
OG0006376	LOC118504443|XP_035894817.1|ASTE	LOC6597709|XP_026846537.1|DPER
OG0006377	LOC118507989|XP_035903253.1|ASTE	LOC6601733|XP_002026791.1|DPER
OG0006378	LOC118504822|XP_035895724.1|ASTE	LOC6594938|XP_026848969.1|DPER
OG0006379	LOC118503456|XP_035892624.1|ASTE	LOC6600055|XP_002025070.1|DPER
OG0006380	LOC118510639|XP_035909033.1|ASTE	LOC6598277|XP_002023300.1|DPER
OG0006381	LOC118511686|XP_035910961.1|ASTE	LOC6597308|XP_002022380.1|DPER
OG0006382	LOC118504146|XP_035894142.1|ASTE	LOC6597693|XP_002022874.1|DPER
OG0006383	LOC118504051|XP_035893961.1|ASTE	LOC6600129|XP_026846621.1|DPER
OG0006384	LOC118504168|XP_035894205.1|ASTE	LOC6600130|XP_002025297.1|DPER
OG0006385	LOC118504375|XP_035894675.1|ASTE	LOC6587702|XP_002012751.1|DPER
OG0006386	LOC118506337|XP_035899210.1|ASTE	LOC6593424|XP_002019130.2|DPER
OG0006387	LOC118505050|XP_035896220.1|ASTE	LOC6595332|XP_026846390.1|DPER
OG0006388	LOC118510413|XP_035908075.1|ASTE	LOC6597749|XP_026847050.1|DPER
OG0006389	LOC118510610|XP_035908520.1|ASTE	LOC6597750|XP_026847030.1|DPER
OG0006392	LOC118517606|XP_035919796.1|ASTE	LOC6600791|XP_002025814.1|DPER
OG0006393	LOC118508111|XP_035903498.1|ASTE	LOC6595566|XP_002020914.1|DPER
OG0006394	LOC118504551|XP_035895052.1|ASTE	LOC6594850|XP_002020058.1|DPER
OG0006395	LOC118502664|XP_035891020.1|ASTE	LOC6595040|XP_002020367.1|DPER
OG0006396	LOC118511965|XP_035911590.1|ASTE	LOC6600763|XP_002025771.1|DPER
OG0006397	LOC118506471|XP_035899541.1|ASTE	LOC6597592|XP_002022811.2|DPER
OG0006398	LOC118506474|XP_035899543.1|ASTE	LOC6598280|XP_002023303.2|DPER
OG0006399	LOC118506487|XP_035899563.1|ASTE	LOC6600205|XP_026846633.1|DPER
OG0006400	LOC118506480|XP_035899554.1|ASTE	LOC6600203|XP_026846628.1|DPER
OG0006401	LOC118506485|XP_035899558.1|ASTE	LOC6595819|XP_026845397.1|DPER
OG0006402	LOC118506490|XP_035899571.1|ASTE	LOC6591459|XP_002016945.1|DPER
OG0006403	LOC118506495|XP_035899582.1|ASTE	LOC6594297|XP_026850375.1|DPER
OG0006404	LOC118504738|XP_035895509.1|ASTE	LOC6594722|XP_026850462.1|DPER
OG0006405	LOC118504756|XP_035895571.1|ASTE	LOC6602281|XP_026848505.1|DPER
OG0006406	LOC118504526|XP_035894961.1|ASTE	LOC6587227|XP_002013645.2|DPER
OG0006407	LOC118510640|XP_035908611.1|ASTE	LOC6597258|XP_002022452.1|DPER
OG0006408	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE	LOC6597234|XP_002022529.2|DPER
OG0006409	LOC118514938|XP_035917699.1|ASTE	LOC6598250|XP_026846220.1|DPER
OG0006410	LOC118504555|XP_035895060.1|ASTE	LOC6600663|XP_002025868.1|DPER
OG0006411	LOC118504554|XP_035895059.1|ASTE	LOC6598273|XP_026846187.1|DPER
OG0006412	LOC118504559|XP_035895062.1|ASTE	LOC6588537|XP_002013973.1|DPER
OG0006413	LOC118504560|XP_035895063.1|ASTE	LOC6588490|XP_026840103.1|DPER
OG0006414	LOC118503904|XP_035893588.1|ASTE	LOC6587887|XP_002013203.1|DPER
OG0006415	LOC118517518|XP_035919637.1|ASTE	LOC6597901|XP_026847039.1|DPER
OG0006416	LOC118506133|XP_035898763.1|ASTE	LOC6597647|XP_026849316.1|DPER
OG0006417	LOC118508088|XP_035903460.1|ASTE	LOC6596287|XP_002021809.1|DPER
OG0006418	LOC118510489|XP_035908272.1|ASTE	LOC6602696|XP_026845970.1|DPER
OG0006419	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE	LOC6598669|XP_026850792.1|DPER
OG0006420	LOC118508289|XP_035903826.1|ASTE	LOC6587824|XP_002013687.1|DPER
OG0006421	LOC118508288|XP_035903823.1|ASTE	LOC6596545|XP_002021682.2|DPER
OG0006422	LOC118505561|XP_035897405.1|ASTE	LOC6589578|XP_002014287.1|DPER
OG0006423	LOC118505574|XP_035897423.1|ASTE	LOC6588319|XP_002013567.1|DPER
OG0006424	LOC118505580|XP_035897430.1|ASTE	LOC6587344|XP_002013569.2|DPER
OG0006425	LOC118505573|XP_035897422.1|ASTE	LOC6587253|XP_002013565.1|DPER
OG0006426	LOC118505572|XP_035897421.1|ASTE	LOC6588559|XP_002013564.1|DPER
OG0006427	LOC118505583|XP_035897437.1|ASTE	LOC6595187|XP_002020043.1|DPER
OG0006429	LOC118502684|XP_035891087.1|ASTE	LOC6588588|XP_002013465.2|DPER
OG0006430	LOC118506468|XP_035899536.1|ASTE	LOC6601838|XP_002026869.2|DPER
OG0006431	LOC118508445|XP_035904128.1|ASTE	LOC6594904|XP_002020504.2|DPER
OG0006432	LOC118502922|XP_035891550.1|ASTE	LOC6587879|XP_026839984.1|DPER
OG0006433	LOC118506376|XP_035899295.1|ASTE	LOC6587682|XP_026840275.1|DPER
OG0006434	LOC118506154|XP_035898815.1|ASTE	LOC6589303|XP_002014394.1|DPER
OG0006435	LOC118506805|XP_035900345.1|ASTE	LOC6587872|XP_026847110.1|DPER
OG0006436	LOC118502864|XP_035891465.1|ASTE	LOC6600025|XP_002025104.1|DPER
OG0006437	LOC118502874|XP_035891477.1|ASTE	LOC6598185|XP_026846172.1|DPER
OG0006438	LOC118508305|XP_035903855.1|ASTE	LOC6589871|XP_002014584.1|DPER
OG0006439	LOC118507792|XP_035902725.1|ASTE	LOC6598633|XP_002023845.1|DPER
OG0006440	LOC118507791|XP_035902722.1|ASTE	LOC6598634|XP_002023846.1|DPER
OG0006441	LOC118507556|XP_035902037.1|ASTE	LOC6587700|XP_002013275.1|DPER
OG0006442	LOC118507550|XP_035902024.1|ASTE	LOC6595272|XP_026851143.1|DPER
OG0006443	LOC118502544|XP_035890713.1|ASTE	LOC6591744|XP_002016982.1|DPER
OG0006444	LOC118504473|XP_035894879.1|ASTE	LOC6594899|XP_002020499.1|DPER
OG0006445	LOC118504993|XP_035896064.1|ASTE	LOC6600004|XP_002025115.1|DPER
OG0006446	LOC118504988|XP_035896049.1|ASTE	LOC6592094|XP_002016748.2|DPER
OG0006447	LOC118504990|XP_035896056.1|ASTE	LOC6591407|XP_002016753.2|DPER
OG0006448	LOC118505446|XP_035897137.1|ASTE	LOC6587849|XP_002013424.1|DPER
OG0006449	LOC118505447|XP_035897138.1|ASTE	LOC6588252|XP_026840528.1|DPER
OG0006450	LOC118506816|XP_035900396.1|ASTE	LOC6595389|XP_002020792.1|DPER
OG0006451	LOC118502838|XP_035891409.1|ASTE	LOC6597497|XP_026849300.1|DPER
OG0006452	LOC118502884|XP_035891496.1|ASTE	LOC6591693|XP_026844743.1|DPER
OG0006453	LOC118504531|XP_035894969.1|ASTE	LOC6601379|XP_002026515.2|DPER
OG0006454	LOC118506899|XP_035900572.1|ASTE	LOC6596832|XP_002022013.1|DPER
OG0006455	LOC118504275|XP_035894405.1|ASTE	LOC6594385|XP_026840089.1|DPER
OG0006456	LOC118508011|XP_035903288.1|ASTE	LOC6594382|XP_002019296.1|DPER
OG0006457	LOC118507470|XP_035901865.1|ASTE	LOC6587735|XP_026840472.1|DPER
OG0006458	LOC118506382|XP_035899307.1|ASTE	LOC6589678|XP_002014402.1|DPER
OG0006459	LOC118504434|XP_035894768.1|ASTE	LOC6594766|XP_026846052.1|DPER
OG0006460	LOC118504480|XP_035894890.1|ASTE	LOC6588265|XP_026847807.1|DPER
OG0006461	LOC118503572|XP_035892899.1|ASTE	LOC6598789|XP_002023900.1|DPER
OG0006462	LOC118507534|XP_035901999.1|ASTE	LOC6594992|XP_026850763.1|DPER
OG0006463	LOC118507530|XP_035901988.1|ASTE	LOC6587825|XP_026851285.1|DPER
OG0006464	LOC118505689|XP_035897721.1|ASTE	LOC6601794|XP_002026853.2|DPER
OG0006465	LOC118504670|XP_035895353.1|ASTE	LOC6600442|XP_002025547.1|DPER
OG0006466	LOC118504665|XP_035895340.1|ASTE	LOC6599968|XP_026849186.1|DPER
OG0006467	LOC118502853|XP_035891450.1|ASTE	LOC6588052|XP_026851280.1|DPER
OG0006468	LOC118503377|XP_035892470.1|ASTE	LOC6587272|XP_002013430.1|DPER
OG0006469	LOC118502879|XP_035891490.1|ASTE	LOC6599110|XP_002024411.1|DPER
OG0006470	LOC118508488|XP_035904199.1|ASTE	LOC6596121|XP_002020969.2|DPER
OG0006471	LOC118508581|XP_035904379.1|ASTE	LOC6588469|XP_002013444.1|DPER
OG0006472	LOC118508580|XP_035904377.1|ASTE	LOC6588043|XP_002013447.2|DPER
OG0006473	LOC118502703|XP_035891130.1|ASTE	LOC6602824|XP_026847906.1|DPER
OG0006474	LOC118502725|XP_035891176.1|ASTE	LOC6601595|XP_002026616.1|DPER
OG0006475	LOC118502747|XP_035891206.1|ASTE	LOC6588036|XP_026843949.1|DPER
OG0006476	LOC118502709|XP_035891146.1|ASTE	LOC6600006|XP_026849147.1|DPER
OG0006477	LOC118502741|XP_035891199.1|ASTE	LOC6599329|XP_026847133.1|DPER
OG0006478	LOC118504649|XP_035895299.1|ASTE	LOC6587336|XP_002013478.1|DPER
OG0006479	LOC118506354|XP_035899252.1|ASTE	LOC6587297|XP_026848293.1|DPER
OG0006480	LOC118504644|XP_035895293.1|ASTE	LOC6590838|XP_002015770.1|DPER
OG0006481	LOC118502882|XP_035891494.1|ASTE	LOC6589690|XP_002015203.1|DPER
OG0006482	LOC118505547|XP_035897381.1|ASTE	LOC6587415|XP_026843920.1|DPER
OG0006483	LOC118505557|XP_035897402.1|ASTE	LOC6587282|XP_002014026.2|DPER
OG0006484	LOC118505559|XP_035897403.1|ASTE	LOC6587308|XP_026839922.1|DPER
OG0006485	LOC118506936|XP_035900647.1|ASTE	LOC6588263|XP_002013405.2|DPER
OG0006486	LOC118504367|XP_035894657.1|ASTE	LOC6594059|XP_002019858.1|DPER
OG0006487	LOC118503293|XP_035892280.1|ASTE	LOC6588361|XP_002012906.1|DPER
OG0006488	LOC118504289|XP_035894477.1|ASTE	LOC6602795|XP_026847845.1|DPER
OG0006489	LOC118503303|XP_035892310.1|ASTE	LOC6587198|XP_002013538.1|DPER
OG0006490	LOC118503027|XP_035891745.1|ASTE	LOC6594295|XP_002019943.1|DPER
OG0006491	LOC118503277|XP_035892248.1|ASTE	LOC6589213|XP_002015297.2|DPER
OG0006492	LOC118506937|XP_035900648.1|ASTE	LOC6588055|XP_002013776.2|DPER
OG0006493	LOC118506900|XP_035900573.1|ASTE	LOC6598502|XP_002023590.1|DPER
OG0006494	LOC118506893|XP_035900564.1|ASTE	LOC6597586|XP_026848937.1|DPER
OG0006495	LOC118508255|XP_035903767.1|ASTE	LOC6603624|XP_002028598.2|DPER
OG0006496	LOC118508574|XP_035904370.1|ASTE	LOC6587274|XP_002013443.2|DPER
OG0006497	LOC118505252|XP_035896698.1|ASTE	LOC6587471|XP_026850739.1|DPER
OG0006498	LOC118505193|XP_035896558.1|ASTE	LOC6587463|XP_002013875.1|DPER
OG0006499	LOC118505150|XP_035896421.1|ASTE	LOC6598857|XP_002023744.2|DPER
OG0006500	LOC118505239|XP_035896682.1|ASTE	LOC6589466|XP_002014411.1|DPER
OG0006501	LOC118505241|XP_035896684.1|ASTE	LOC6595048|XP_026846761.1|DPER
OG0006502	LOC118505630|XP_035897596.1|ASTE	LOC6594741|XP_026850787.1|DPER
OG0006503	LOC118505631|XP_035897597.1|ASTE	LOC6594739|XP_026851206.1|DPER
OG0006504	LOC118505628|XP_035897594.1|ASTE	LOC6594738|XP_002020564.1|DPER
OG0006505	LOC118505622|XP_035897578.1|ASTE	LOC6588066|XP_002012823.1|DPER
OG0006506	LOC118506953|XP_035900665.1|ASTE	LOC113566599|XP_026848768.1|DPER, LOC113565723|XP_026844493.1|DPER, LOC6602468|XP_002027530.1|DPER
OG0006507	LOC118507431|XP_035901796.1|ASTE	LOC6594527|XP_026851241.1|DPER
OG0006508	LOC118508389|XP_035904025.1|ASTE	LOC6594528|XP_026840084.1|DPER
OG0006509	LOC118502539|XP_035890703.1|ASTE	LOC113566197|XP_026846544.1|DPER
OG0006510	LOC118508380|XP_035904009.1|ASTE	LOC6588237|XP_026851286.1|DPER
OG0006511	LOC118502823|XP_035891392.1|ASTE	LOC6587204|XP_026850782.1|DPER
OG0006512	LOC118505407|XP_035897048.1|ASTE	LOC6598695|XP_026851071.1|DPER
OG0006513	LOC118502549|XP_035890723.1|ASTE	LOC6587238|XP_026845269.1|DPER
OG0006514	LOC118507873|XP_035902973.1|ASTE	LOC6588340|XP_002013931.1|DPER
OG0006515	LOC118507867|XP_035902966.1|ASTE	LOC6588096|XP_002013366.1|DPER
OG0006516	LOC118507851|XP_035902875.1|ASTE	LOC6594808|XP_026839958.1|DPER
OG0006517	LOC118507853|XP_035902880.1|ASTE	LOC6594812|XP_002020227.1|DPER
OG0006518	LOC118507856|XP_035902897.1|ASTE	LOC6594809|XP_026840306.1|DPER
OG0006519	LOC118507854|XP_035902881.1|ASTE	LOC6595193|XP_002020228.2|DPER
OG0006520	LOC118517615|XP_035919804.1|ASTE	LOC6594967|XP_002020486.1|DPER
OG0006521	LOC118502855|XP_035891453.1|ASTE	LOC6588665|XP_002013634.1|DPER
OG0006522	LOC118502845|XP_035891434.1|ASTE	LOC6594801|XP_002020482.2|DPER
OG0006523	LOC118502895|XP_035891509.1|ASTE	LOC6594818|XP_002020013.1|DPER
OG0006524	LOC118505161|XP_035896450.1|ASTE	LOC6593550|XP_002019140.1|DPER
OG0006525	LOC118504688|XP_035895395.1|ASTE	LOC6597669|XP_026848956.1|DPER
OG0006526	LOC118502458|XP_035890581.1|ASTE	LOC6587659|XP_002013308.1|DPER
OG0006527	LOC118508557|XP_035904344.1|ASTE	LOC6587707|XP_002013306.1|DPER
OG0006528	LOC118504265|XP_035894387.1|ASTE	LOC6587764|XP_002013305.1|DPER
OG0006529	LOC118504292|XP_035894481.1|ASTE	LOC6587823|XP_026840314.1|DPER
OG0006530	LOC118502946|XP_035891589.1|ASTE	LOC6587703|XP_002013301.1|DPER
OG0006531	LOC118502941|XP_035891585.1|ASTE	LOC6587875|XP_002013297.1|DPER
OG0006532	LOC118502934|XP_035891576.1|ASTE	LOC6587809|XP_002013290.2|DPER
OG0006533	LOC118502928|XP_035891559.1|ASTE	LOC6592720|XP_002018087.1|DPER
OG0006534	LOC118507506|XP_035901936.1|ASTE	LOC6594813|XP_002020008.1|DPER
OG0006535	LOC118502518|XP_035890671.1|ASTE	LOC6587727|XP_002013459.1|DPER
OG0006536	LOC118502950|XP_035891595.1|ASTE	LOC6587293|XP_026850653.1|DPER
OG0006537	LOC118507909|XP_035903094.1|ASTE	LOC6598663|XP_002023781.2|DPER
OG0006538	LOC118505166|XP_035896459.1|ASTE	LOC6587492|XP_002013061.2|DPER
OG0006539	LOC118505234|XP_035896660.1|ASTE	LOC6587602|XP_026850991.1|DPER
OG0006540	LOC118506360|XP_035899267.1|ASTE	LOC6587874|XP_026840386.1|DPER
OG0006541	LOC118507517|XP_035901970.1|ASTE	LOC6594842|XP_002020246.1|DPER
OG0006542	LOC118507519|XP_035901972.1|ASTE	LOC6594843|XP_002020247.1|DPER
OG0006543	LOC118502948|XP_035891592.1|ASTE	LOC6587886|XP_026851100.1|DPER
OG0006544	LOC118507810|XP_035902767.1|ASTE	LOC6594356|XP_026850243.1|DPER
OG0006545	LOC118507818|XP_035902789.1|ASTE	LOC6602752|XP_002027781.2|DPER
OG0006546	LOC118507803|XP_035902754.1|ASTE	LOC6598801|XP_002023973.2|DPER
OG0006547	LOC118503460|XP_035892636.1|ASTE	LOC6595197|XP_026850672.1|DPER
OG0006548	LOC118507468|XP_035901861.1|ASTE	LOC6587686|XP_002014053.1|DPER
OG0006549	LOC118505069|XP_035896245.1|ASTE	LOC6592031|XP_002017303.1|DPER
OG0006550	LOC118505061|XP_035896230.1|ASTE	LOC6588376|XP_002012982.2|DPER
OG0006551	LOC118507733|XP_035902586.1|ASTE	LOC6601726|XP_026847008.1|DPER
OG0006552	LOC118507732|XP_035902583.1|ASTE	LOC6601730|XP_026846942.1|DPER
OG0006553	LOC118512275|XP_035912357.1|ASTE	LOC6587368|XP_002013021.1|DPER
OG0006554	LOC118511925|XP_035911471.1|ASTE	LOC6598771|XP_026840143.1|DPER
OG0006555	LOC118511930|XP_035911504.1|ASTE	LOC6594678|XP_002019313.2|DPER
OG0006556	LOC118514630|XP_035917524.1|ASTE	LOC6587206|XP_002014010.1|DPER
OG0006557	LOC118511935|XP_035911515.1|ASTE	LOC6589413|XP_002015216.1|DPER
OG0006558	LOC118511941|XP_035911534.1|ASTE	LOC6588007|XP_026850747.1|DPER
OG0006559	LOC118511978|XP_035911610.1|ASTE	LOC6588059|XP_002013752.2|DPER
OG0006560	LOC118507785|XP_035902713.1|ASTE	LOC6588409|XP_026845722.1|DPER
OG0006561	LOC118507784|XP_035902712.1|ASTE	LOC6588642|XP_002013214.1|DPER
OG0006562	LOC118502949|XP_035891594.1|ASTE	LOC6587390|XP_026840063.1|DPER
OG0006563	LOC118503007|XP_035891710.1|ASTE	LOC6598718|XP_002023865.1|DPER
OG0006564	LOC118503001|XP_035891704.1|ASTE	LOC6598618|XP_002023863.2|DPER
OG0006565	LOC118502979|XP_035891651.1|ASTE	LOC6598609|XP_002023854.2|DPER
OG0006566	LOC118504420|XP_035894747.1|ASTE	LOC6588406|XP_026841894.1|DPER
OG0006567	LOC118507831|XP_035902830.1|ASTE	LOC6594858|XP_002020066.1|DPER
OG0006568	LOC118507826|XP_035902816.1|ASTE	LOC6594857|XP_026850588.1|DPER
OG0006569	LOC118507828|XP_035902818.1|ASTE	LOC6602933|XP_026848795.1|DPER
OG0006570	LOC118504296|XP_035894485.1|ASTE	LOC6591771|XP_026850757.1|DPER
OG0006571	LOC118503179|XP_035892047.1|ASTE	LOC6594873|XP_002020112.1|DPER
OG0006572	LOC118506930|XP_035900630.1|ASTE	LOC113565662|XP_026844137.1|DPER
OG0006573	LOC118517613|XP_035919802.1|ASTE	LOC6592033|XP_002017001.1|DPER
OG0006574	LOC118502687|XP_035891093.1|ASTE	LOC6588230|XP_026850884.1|DPER
OG0006575	LOC118504663|XP_035895339.1|ASTE	LOC6594982|XP_002020273.1|DPER
OG0006576	LOC118505085|XP_035896269.1|ASTE	LOC6595080|XP_002020344.1|DPER
OG0006577	LOC118505084|XP_035896268.1|ASTE	LOC6588262|XP_002013406.1|DPER
OG0006578	LOC118505049|XP_035896216.1|ASTE	LOC6595079|XP_026845886.1|DPER
OG0006579	LOC118505072|XP_035896249.1|ASTE	LOC6593981|XP_002019023.1|DPER
OG0006580	LOC118504424|XP_035894754.1|ASTE	LOC6588147|XP_002012900.1|DPER
OG0006581	LOC118505418|XP_035897066.1|ASTE	LOC6591811|XP_026850754.1|DPER
OG0006582	LOC118505421|XP_035897069.1|ASTE	LOC6592164|XP_002017450.1|DPER
OG0006583	LOC118503270|XP_035892229.1|ASTE	LOC6587566|XP_002013100.2|DPER
OG0006584	LOC118504686|XP_035895393.1|ASTE	LOC6589058|XP_002014546.1|DPER
OG0006585	LOC118502840|XP_035891415.1|ASTE	LOC6589856|XP_026844839.1|DPER
OG0006586	LOC118507739|XP_035902605.1|ASTE	LOC6594798|XP_002020479.1|DPER
OG0006587	LOC118507738|XP_035902602.1|ASTE	LOC6594797|XP_002020478.1|DPER
OG0006588	LOC118507740|XP_035902606.1|ASTE	LOC6588271|XP_026851245.1|DPER
OG0006589	LOC118507771|XP_035902685.1|ASTE	LOC6591510|XP_026851197.1|DPER
OG0006590	LOC118507769|XP_035902680.1|ASTE	LOC6591438|XP_002016961.1|DPER
OG0006591	LOC118512048|XP_035911775.1|ASTE	LOC6602990|XP_026849444.1|DPER
OG0006592	LOC118512110|XP_035911977.1|ASTE	LOC6598644|XP_002023825.1|DPER
OG0006593	LOC118512097|XP_035911956.1|ASTE	LOC6598645|XP_026850607.1|DPER
OG0006594	LOC118512101|XP_035911966.1|ASTE	LOC6599829|XP_002024848.1|DPER
OG0006595	LOC118511474|XP_035910494.1|ASTE	LOC6601342|XP_026841316.1|DPER
OG0006596	LOC118511481|XP_035910511.1|ASTE	LOC6590069|XP_026841968.1|DPER
OG0006597	LOC118511484|XP_035910527.1|ASTE	LOC6599624|XP_002024734.1|DPER
OG0006598	LOC118511486|XP_035910531.1|ASTE	LOC6588714|XP_002014382.2|DPER
OG0006599	LOC118511496|XP_035910548.1|ASTE	LOC6599087|XP_026848998.1|DPER
OG0006600	LOC118512952|XP_035914063.1|ASTE	LOC6597173|XP_026845762.1|DPER
OG0006601	LOC118510179|XP_035907593.1|ASTE	LOC6596126|XP_002021090.1|DPER
OG0006602	LOC118510180|XP_035907594.1|ASTE	LOC6596125|XP_002021089.1|DPER
OG0006603	LOC118510170|XP_035907578.1|ASTE	LOC6596124|XP_002021088.1|DPER
OG0006604	LOC118510183|XP_035907598.1|ASTE	LOC6595929|XP_026845747.1|DPER
OG0006605	LOC118510174|XP_035907587.1|ASTE	LOC6599275|XP_002024270.1|DPER
OG0006606	LOC118510181|XP_035907595.1|ASTE	LOC6601690|XP_026847622.1|DPER
OG0006607	LOC118510188|XP_035907602.1|ASTE	LOC6601489|XP_026847989.1|DPER
OG0006608	LOC118510208|XP_035907638.1|ASTE	LOC6591766|XP_002017222.1|DPER
OG0006609	LOC118513123|XP_035914424.1|ASTE	LOC6587196|XP_026840373.1|DPER
OG0006610	LOC118513125|XP_035914425.1|ASTE	LOC6599855|XP_026847334.1|DPER
OG0006611	LOC118513131|XP_035914443.1|ASTE	LOC6595868|XP_026845678.1|DPER
OG0006612	LOC118513133|XP_035914452.1|ASTE	LOC6595869|XP_002021414.1|DPER
OG0006613	LOC118513132|XP_035914447.1|ASTE	LOC6595870|XP_026845688.1|DPER
OG0006614	LOC118513134|XP_035914453.1|ASTE	LOC6595871|XP_026845685.1|DPER
OG0006615	LOC118514417|XP_035917193.1|ASTE	LOC6595829|XP_026845610.1|DPER
OG0006616	LOC118514420|XP_035917202.1|ASTE	LOC6602508|XP_026848756.1|DPER
OG0006617	LOC118514427|XP_035917222.1|ASTE	LOC6596097|XP_002021250.2|DPER
OG0006618	LOC118509839|XP_035906924.1|ASTE	LOC6602814|XP_026847803.1|DPER
OG0006619	LOC118509840|XP_035906925.1|ASTE	LOC6601253|XP_002026215.1|DPER
OG0006620	LOC118511497|XP_035910549.1|ASTE	LOC6601186|XP_026849967.1|DPER
OG0006621	LOC118511498|XP_035910550.1|ASTE	LOC6602974|XP_026848733.1|DPER
OG0006622	LOC118512865|XP_035913842.1|ASTE	LOC6600484|XP_026847668.1|DPER
OG0006623	LOC118508924|XP_035904700.1|ASTE	LOC6600493|XP_002025675.1|DPER
OG0006624	LOC118510594|XP_035908489.1|ASTE	LOC6591121|XP_026841581.1|DPER
OG0006625	LOC118510597|XP_035908496.1|ASTE	LOC6591122|XP_002015503.1|DPER
OG0006626	LOC118510146|XP_035907530.1|ASTE	LOC6602133|XP_002027104.2|DPER
OG0006627	LOC118510145|XP_035907526.1|ASTE	LOC6592768|XP_026842692.1|DPER
OG0006628	LOC118512057|XP_035911801.1|ASTE	LOC6592767|XP_002017819.2|DPER
OG0006629	LOC118509638|XP_035906438.1|ASTE	LOC6600910|XP_002025919.1|DPER
OG0006630	LOC118512200|XP_035912198.1|ASTE	LOC6591050|XP_026842166.1|DPER
OG0006631	LOC118512197|XP_035912193.1|ASTE	LOC6599846|XP_026847448.1|DPER
OG0006632	LOC118512189|XP_035912173.1|ASTE	LOC6603454|XP_002028446.1|DPER
OG0006633	LOC118512196|XP_035912191.1|ASTE	LOC6600279|XP_002025392.1|DPER
OG0006634	LOC118512186|XP_035912170.1|ASTE	LOC6589519|XP_002015042.1|DPER
OG0006635	LOC118512187|XP_035912171.1|ASTE	LOC6589153|XP_002014760.1|DPER
OG0006636	LOC118512117|XP_035911986.1|ASTE	LOC6600053|XP_002025068.1|DPER
OG0006638	LOC118512078|XP_035911910.1|ASTE	LOC6592672|XP_002018197.2|DPER
OG0006639	LOC118512051|XP_035911787.1|ASTE	LOC6592669|XP_026842265.1|DPER
OG0006640	LOC118512088|XP_035911944.1|ASTE	LOC6590547|XP_002016227.1|DPER
