Orthogroup	ASTE.longest_only	DSAN.longest_only
OG0006917	LOC118513656|XP_035915635.1|ASTE	LOC120444060|XP_039479500.1|DSAN
OG0006918	LOC118510584|XP_035908473.1|ASTE	LOC120458438|XP_039502015.1|DSAN
OG0006919	LOC118508029|XP_035903321.1|ASTE	LOC120445173|XP_039481305.1|DSAN
OG0006920	LOC118513559|XP_035915374.1|ASTE	LOC120458240|XP_039501762.1|DSAN
OG0006921	LOC118513550|XP_035915331.1|ASTE	LOC120443812|XP_039479086.1|DSAN
OG0006922	LOC118511040|XP_035909527.1|ASTE	LOC120444951|XP_039480894.1|DSAN
OG0006923	LOC118510079|XP_035907381.1|ASTE	LOC120445126|XP_039481212.1|DSAN
OG0006924	LOC118511045|XP_035909535.1|ASTE	LOC120458185|XP_039501687.1|DSAN
OG0006925	LOC118511043|XP_035909533.1|ASTE	LOC120453564|XP_039494251.1|DSAN
OG0006926	LOC118513866|XP_035916061.1|ASTE	LOC120452526|XP_039492726.1|DSAN
OG0006927	LOC118513865|XP_035916060.1|ASTE	LOC120457294|XP_039500704.1|DSAN
OG0006928	LOC118513863|XP_035916057.1|ASTE	LOC120450340|XP_039489250.1|DSAN
OG0006929	LOC118511069|XP_035909573.1|ASTE	LOC120448136|XP_039485892.1|DSAN
OG0006930	LOC118511066|XP_035909566.1|ASTE	LOC120456461|XP_039499244.1|DSAN
OG0006931	LOC118514277|XP_035916911.1|ASTE	LOC120454007|XP_039494933.1|DSAN
OG0006932	LOC118510143|XP_035907523.1|ASTE	LOC120444519|XP_039480194.1|DSAN
OG0006933	LOC118509330|XP_035905683.1|ASTE	LOC120450807|XP_039489915.1|DSAN
OG0006934	LOC118511598|XP_035910771.1|ASTE	LOC120450941|XP_039490143.1|DSAN
OG0006935	LOC118511714|XP_035911029.1|ASTE	LOC120456066|XP_039498592.1|DSAN
OG0006936	LOC118511718|XP_035911035.1|ASTE	LOC120451368|XP_039490953.1|DSAN
OG0006937	LOC118511723|XP_035911053.1|ASTE	LOC120444139|XP_039479639.1|DSAN
OG0006938	LOC118511722|XP_035911051.1|ASTE	LOC120458897|XP_039502674.1|DSAN
OG0006939	LOC118514007|XP_035916351.1|ASTE	LOC120457104|XP_039500243.1|DSAN
OG0006940	LOC118513883|XP_035916085.1|ASTE	LOC120455999|XP_039498493.1|DSAN
OG0006941	LOC118511087|XP_035909663.1|ASTE	LOC120445406|XP_039481758.1|DSAN
OG0006942	LOC118511089|XP_035909676.1|ASTE	LOC120445025|XP_039481032.1|DSAN
OG0006943	LOC118513934|XP_035916200.1|ASTE	LOC120447090|XP_039484427.1|DSAN
OG0006944	LOC118514018|XP_035916382.1|ASTE	LOC120443808|XP_039479083.1|DSAN
OG0006945	LOC118514017|XP_035916381.1|ASTE	LOC120445186|XP_039481334.1|DSAN
OG0006946	LOC118513999|XP_035916329.1|ASTE	LOC120451076|XP_039490370.1|DSAN
OG0006947	LOC118514005|XP_035916347.1|ASTE	LOC120456329|XP_039499034.1|DSAN
OG0006948	LOC118511756|XP_035911116.1|ASTE	LOC120444993|XP_039480962.1|DSAN
OG0006950	LOC118510612|XP_035908517.1|ASTE	LOC120458839|XP_039502598.1|DSAN
OG0006951	LOC118511590|XP_035910733.1|ASTE	LOC120454036|XP_039495003.1|DSAN
OG0006952	LOC118511587|XP_035910731.1|ASTE	LOC120452147|XP_039492171.1|DSAN
OG0006953	LOC118513397|XP_035914970.1|ASTE	LOC120448426|XP_039486362.1|DSAN
OG0006954	LOC118513394|XP_035914968.1|ASTE	LOC120451574|XP_039491359.1|DSAN
OG0006955	LOC118509137|XP_035905231.1|ASTE	LOC120454610|XP_039496006.1|DSAN
OG0006956	LOC118512540|XP_035913004.1|ASTE	LOC120444111|XP_039479575.1|DSAN
OG0006957	LOC118512539|XP_035913002.1|ASTE	LOC120458031|XP_039501473.1|DSAN
OG0006958	LOC118512543|XP_035913008.1|ASTE	LOC120446093|XP_039482820.1|DSAN
OG0006959	LOC118511658|XP_035910897.1|ASTE	LOC120449181|XP_039487460.1|DSAN
OG0006960	LOC118511662|XP_035910903.1|ASTE	LOC120443786|XP_039479049.1|DSAN
OG0006961	LOC118511231|XP_035909959.1|ASTE	LOC120446146|XP_039482907.1|DSAN
OG0006962	LOC118512544|XP_035913010.1|ASTE	LOC120452761|XP_039493083.1|DSAN
OG0006963	LOC118513434|XP_035915058.1|ASTE	LOC120443918|XP_039479293.1|DSAN
OG0006964	LOC118513439|XP_035915072.1|ASTE	LOC120458725|XP_039502409.1|DSAN
OG0006965	LOC118509270|XP_035905517.1|ASTE	LOC120444696|XP_039480496.1|DSAN
OG0006966	LOC118509269|XP_035905516.1|ASTE	LOC120444391|XP_039479947.1|DSAN
OG0006967	LOC118509267|XP_035905511.1|ASTE	LOC120447160|XP_039484545.1|DSAN
OG0006968	LOC118509066|XP_035905078.1|ASTE	LOC120447213|XP_039484660.1|DSAN
OG0006969	LOC118509079|XP_035905105.1|ASTE	LOC120448396|XP_039486320.1|DSAN
OG0006970	LOC118508991|XP_035904882.1|ASTE	LOC120452418|XP_039492571.1|DSAN
OG0006971	LOC118511679|XP_035910940.1|ASTE	LOC120458232|XP_039501751.1|DSAN
OG0006972	LOC118511677|XP_035910933.1|ASTE	LOC120458201|XP_039501746.1|DSAN
OG0006973	LOC118511670|XP_035910921.1|ASTE	LOC120458761|XP_039502469.1|DSAN
OG0006974	LOC118511648|XP_035910875.1|ASTE	LOC120448810|XP_039486942.1|DSAN
OG0006975	LOC118512470|XP_035912849.1|ASTE	LOC120453337|XP_039493940.1|DSAN
OG0006976	LOC118511789|XP_035911200.1|ASTE	LOC120458302|XP_039501840.1|DSAN
OG0006977	LOC118511622|XP_035910813.1|ASTE	LOC120445904|XP_039482490.1|DSAN
OG0006978	LOC118511605|XP_035910781.1|ASTE	LOC120445223|XP_039481412.1|DSAN
OG0006979	LOC118509144|XP_035905244.1|ASTE	LOC120454115|XP_039495085.1|DSAN
OG0006980	LOC118509038|XP_035904971.1|ASTE	LOC120446597|XP_039483565.1|DSAN
OG0006981	LOC118514031|XP_035916400.1|ASTE	LOC120443856|XP_039479152.1|DSAN
OG0006982	LOC118513894|XP_035916101.1|ASTE	LOC120457696|XP_039501125.1|DSAN
OG0006983	LOC118513900|XP_035916110.1|ASTE	LOC120451642|XP_039491441.1|DSAN
OG0006984	LOC118513733|XP_035915781.1|ASTE	LOC120447066|XP_039484390.1|DSAN
OG0006985	LOC118513728|XP_035915774.1|ASTE	LOC120443967|XP_039479371.1|DSAN
OG0006986	LOC118513729|XP_035915776.1|ASTE	LOC120458076|XP_039501523.1|DSAN
OG0006987	LOC118510997|XP_035909404.1|ASTE	LOC120443954|XP_039479345.1|DSAN
OG0006988	LOC118510995|XP_035909402.1|ASTE	LOC120445565|XP_039481982.1|DSAN
OG0006989	LOC118511025|XP_035909496.1|ASTE	LOC120444050|XP_039479492.1|DSAN
OG0006990	LOC118511022|XP_035909486.1|ASTE	LOC120457746|XP_039501179.1|DSAN
OG0006991	LOC118511016|XP_035909437.1|ASTE	LOC120452365|XP_039492488.1|DSAN
OG0006992	LOC118512468|XP_035912836.1|ASTE	LOC120454875|XP_039496380.1|DSAN
OG0006993	LOC118512567|XP_035913053.1|ASTE	LOC120444615|XP_039480333.1|DSAN
OG0006994	LOC118510142|XP_035907522.1|ASTE	LOC120458064|XP_039501513.1|DSAN
OG0006995	LOC118511692|XP_035910986.1|ASTE	LOC120455642|XP_039497969.1|DSAN
OG0006996	LOC118513776|XP_035915847.1|ASTE	LOC120455661|XP_039497992.1|DSAN
OG0006997	LOC118510001|XP_035907278.1|ASTE	LOC120458474|XP_039502065.1|DSAN
OG0006998	LOC118513744|XP_035915794.1|ASTE	LOC120451722|XP_039491558.1|DSAN
OG0006999	LOC118513760|XP_035915827.1|ASTE	LOC120453281|XP_039493881.1|DSAN
OG0007000	LOC118514143|XP_035916644.1|ASTE	LOC120453888|XP_039494741.1|DSAN
OG0007001	LOC118513360|XP_035914885.1|ASTE	LOC120446664|XP_039483669.1|DSAN
OG0007002	LOC118511688|XP_035910971.1|ASTE	LOC120446983|XP_039484211.1|DSAN
OG0007003	LOC118513836|XP_035915996.1|ASTE	LOC120446046|XP_039482753.1|DSAN
OG0007004	LOC118512575|XP_035913087.1|ASTE	LOC120443753|XP_039478950.1|DSAN
OG0007005	LOC118512581|XP_035913102.1|ASTE	LOC120446147|XP_039482908.1|DSAN
OG0007006	LOC118510645|XP_035908637.1|ASTE	LOC120450799|XP_039489903.1|DSAN
OG0007007	LOC118514599|XP_035917489.1|ASTE	LOC120446259|XP_039483070.1|DSAN
OG0007008	LOC118510011|XP_035907290.1|ASTE	LOC120454506|XP_039495797.1|DSAN
OG0007009	LOC118510592|XP_035908487.1|ASTE	LOC120444525|XP_039480206.1|DSAN
OG0007010	LOC118514660|XP_035917591.1|ASTE	LOC120446041|XP_039482738.1|DSAN
OG0007011	LOC118514664|XP_035917599.1|ASTE	LOC120451542|XP_039491258.1|DSAN
OG0007012	LOC118514670|XP_035917605.1|ASTE	LOC120458681|XP_039502352.1|DSAN
OG0007013	LOC118511778|XP_035911177.1|ASTE	LOC120458521|XP_039502127.1|DSAN
OG0007014	LOC118511780|XP_035911179.1|ASTE	LOC120458204|XP_039501715.1|DSAN
OG0007015	LOC118511786|XP_035911196.1|ASTE	LOC120450987|XP_039490265.1|DSAN
OG0007016	LOC118509319|XP_035905664.1|ASTE	LOC120449878|XP_039488491.1|DSAN
OG0007017	LOC118514631|XP_035917526.1|ASTE	LOC120452788|XP_039493118.1|DSAN
OG0007018	LOC118514632|XP_035917529.1|ASTE	LOC120450971|XP_039490200.1|DSAN
OG0007019	LOC118511798|XP_035911221.1|ASTE	LOC120445602|XP_039482035.1|DSAN
OG0007020	LOC118512431|XP_035912782.1|ASTE	LOC120445824|XP_039482375.1|DSAN
OG0007021	LOC118514562|XP_035917451.1|ASTE	LOC120453093|XP_039493561.1|DSAN
OG0007022	LOC118514540|XP_035917416.1|ASTE	LOC120445135|XP_039481224.1|DSAN
OG0007023	LOC118514575|XP_035917469.1|ASTE	LOC120458311|XP_039501852.1|DSAN
OG0007024	LOC118514536|XP_035917412.1|ASTE	LOC120452343|XP_039492448.1|DSAN
OG0007025	LOC118513286|XP_035914747.1|ASTE	LOC120456945|XP_039500018.1|DSAN
OG0007026	LOC118513277|XP_035914736.1|ASTE	LOC120454106|XP_039495072.1|DSAN
OG0007027	LOC118509224|XP_035905418.1|ASTE	LOC120458167|XP_039501657.1|DSAN
OG0007028	LOC118509225|XP_035905419.1|ASTE	LOC120455410|XP_039497490.1|DSAN
OG0007029	LOC118513255|XP_035914711.1|ASTE	LOC120444512|XP_039480164.1|DSAN
OG0007030	LOC118512609|XP_035913175.1|ASTE	LOC120455112|XP_039496934.1|DSAN
OG0007032	LOC118512601|XP_035913150.1|ASTE	LOC120449966|XP_039488603.1|DSAN
OG0007033	LOC118512604|XP_035913166.1|ASTE	LOC120458842|XP_039502604.1|DSAN
OG0007034	LOC118513689|XP_035915701.1|ASTE	LOC120446901|XP_039484061.1|DSAN
OG0007035	LOC118513688|XP_035915700.1|ASTE	LOC120457110|XP_039500252.1|DSAN
OG0007036	LOC118513693|XP_035915710.1|ASTE	LOC120450540|XP_039489575.1|DSAN
OG0007037	LOC118513694|XP_035915711.1|ASTE	LOC120451596|XP_039491350.1|DSAN
OG0007038	LOC118512535|XP_035912983.1|ASTE	LOC120445505|XP_039481888.1|DSAN
OG0007039	LOC118511554|XP_035910676.1|ASTE	LOC120446734|XP_039483792.1|DSAN
OG0007040	LOC118509827|XP_035906890.1|ASTE	LOC120451013|XP_039490274.1|DSAN
OG0007041	LOC118510863|XP_035909102.1|ASTE	LOC120445522|XP_039481915.1|DSAN
OG0007042	LOC118510860|XP_035909086.1|ASTE	LOC120458181|XP_039501678.1|DSAN
OG0007043	LOC118505163|XP_035896453.1|ASTE	LOC120450950|XP_039490164.1|DSAN
OG0007044	LOC118513503|XP_035915243.1|ASTE	LOC120458468|XP_039502055.1|DSAN
OG0007045	LOC118509262|XP_035905504.1|ASTE	LOC120451592|XP_039491345.1|DSAN
OG0007046	LOC118514600|XP_035917490.1|ASTE	LOC120453065|XP_039493524.1|DSAN
OG0007047	LOC118513351|XP_035914876.1|ASTE	LOC120455324|XP_039497338.1|DSAN
OG0007048	LOC118513319|XP_035914818.1|ASTE	LOC120458891|XP_039502667.1|DSAN
OG0007049	LOC118509181|XP_035905340.1|ASTE	LOC120450296|XP_039489169.1|DSAN
OG0007050	LOC118513627|XP_035915583.1|ASTE	LOC120458268|XP_039501795.1|DSAN
OG0007051	LOC118513631|XP_035915588.1|ASTE	LOC120451687|XP_039491513.1|DSAN
OG0007052	LOC118510583|XP_035908468.1|ASTE	LOC120455028|XP_039496793.1|DSAN
OG0007053	LOC118510874|XP_035909129.1|ASTE	LOC120454311|XP_039495443.1|DSAN
OG0007054	LOC118512542|XP_035913007.1|ASTE	LOC120444764|XP_039480628.1|DSAN
OG0007055	LOC118513779|XP_035915850.1|ASTE	LOC120444321|XP_039479802.1|DSAN
OG0007056	LOC118513799|XP_035915889.1|ASTE	LOC120448944|XP_039487124.1|DSAN
OG0007057	LOC118513826|XP_035915955.1|ASTE	LOC120455029|XP_039496794.1|DSAN
OG0007058	LOC118513818|XP_035915944.1|ASTE	LOC120456955|XP_039500033.1|DSAN
OG0007059	LOC118510868|XP_035909109.1|ASTE	LOC120449350|XP_039487698.1|DSAN
OG0007060	LOC118513005|XP_035914159.1|ASTE	LOC120453576|XP_039494272.1|DSAN
OG0007061	LOC118512941|XP_035914038.1|ASTE	LOC120458912|XP_039502691.1|DSAN
OG0007062	LOC118513470|XP_035915154.1|ASTE	LOC120454182|XP_039495198.1|DSAN
OG0007063	LOC118511237|XP_035909968.1|ASTE	LOC120443878|XP_039479195.1|DSAN
OG0007064	LOC118513660|XP_035915647.1|ASTE	LOC120447116|XP_039484475.1|DSAN
OG0007065	LOC118513657|XP_035915636.1|ASTE	LOC120449370|XP_039487735.1|DSAN
OG0007066	LOC118514251|XP_035916858.1|ASTE	LOC120450535|XP_039489560.1|DSAN
OG0007067	LOC118509881|XP_035907013.1|ASTE	LOC120455051|XP_039496841.1|DSAN
OG0007068	LOC118509891|XP_035907030.1|ASTE	LOC120445111|XP_039481193.1|DSAN
OG0007069	LOC118511695|XP_035910988.1|ASTE	LOC120453525|XP_039494246.1|DSAN
OG0007070	LOC118515244|XP_035917821.1|ASTE	LOC120446637|XP_039483638.1|DSAN
OG0007071	LOC118513225|XP_035914645.1|ASTE	LOC120447012|XP_039484262.1|DSAN
OG0007072	LOC118511243|XP_035909976.1|ASTE	LOC120452328|XP_039492415.1|DSAN
OG0007073	LOC118513623|XP_035915574.1|ASTE	LOC120449516|XP_039487959.1|DSAN
OG0007074	LOC118510912|XP_035909208.1|ASTE	LOC120444676|XP_039480470.1|DSAN
OG0007075	LOC118510911|XP_035909205.1|ASTE	LOC120458924|XP_039502709.1|DSAN
OG0007076	LOC118512969|XP_035914089.1|ASTE	LOC120445858|XP_039482433.1|DSAN
OG0007077	LOC118511807|XP_035911240.1|ASTE	LOC120453862|XP_039494704.1|DSAN
OG0007078	LOC118511812|XP_035911244.1|ASTE	LOC120458157|XP_039501645.1|DSAN
OG0007079	LOC118509951|XP_035907175.1|ASTE	LOC120458162|XP_039501651.1|DSAN
OG0007080	LOC118510772|XP_035908931.1|ASTE	LOC120454723|XP_039496195.1|DSAN
OG0007081	LOC118510764|XP_035908910.1|ASTE	LOC120458153|XP_039501637.1|DSAN
OG0007082	LOC118510763|XP_035908909.1|ASTE	LOC120451633|XP_039491429.1|DSAN
OG0007083	LOC118510760|XP_035908897.1|ASTE	LOC120456180|XP_039498789.1|DSAN
OG0007084	LOC118510757|XP_035908894.1|ASTE	LOC120455609|XP_039497923.1|DSAN
OG0007085	LOC118510043|XP_035907324.1|ASTE	LOC120453147|XP_039493676.1|DSAN
OG0007086	LOC118514053|XP_035916439.1|ASTE	LOC120443717|XP_039478899.1|DSAN
OG0007087	LOC118514124|XP_035916602.1|ASTE	LOC120449462|XP_039487868.1|DSAN
OG0007088	LOC118514120|XP_035916592.1|ASTE	LOC120444610|XP_039480321.1|DSAN
OG0007089	LOC118509947|XP_035907172.1|ASTE	LOC120455757|XP_039498132.1|DSAN
OG0007090	LOC118514101|XP_035916559.1|ASTE	LOC120450134|XP_039488899.1|DSAN
OG0007091	LOC118514094|XP_035916523.1|ASTE	LOC120458109|XP_039501573.1|DSAN
OG0007092	LOC118509946|XP_035907171.1|ASTE	LOC120451003|XP_039490249.1|DSAN
OG0007093	LOC118511222|XP_035909937.1|ASTE	LOC120444395|XP_039479954.1|DSAN
OG0007094	LOC118513690|XP_035915703.1|ASTE	LOC120449637|XP_039488166.1|DSAN
OG0007095	LOC118513685|XP_035915683.1|ASTE	LOC120446215|XP_039483003.1|DSAN
OG0007096	LOC118513337|XP_035914851.1|ASTE	LOC120446017|XP_039482705.1|DSAN
OG0007098	LOC118510674|XP_035908728.1|ASTE	LOC120457796|XP_039501227.1|DSAN
OG0007099	LOC118514116|XP_035916585.1|ASTE	LOC120451859|XP_039491792.1|DSAN
OG0007100	LOC118510064|XP_035907347.1|ASTE	LOC120451791|XP_039491682.1|DSAN
OG0007101	LOC118514087|XP_035916513.1|ASTE	LOC120445763|XP_039482293.1|DSAN
OG0007102	LOC118514071|XP_035916490.1|ASTE	LOC120443924|XP_039479298.1|DSAN
OG0007103	LOC118510712|XP_035908804.1|ASTE	LOC120451250|XP_039490710.1|DSAN
OG0007104	LOC118510706|XP_035908798.1|ASTE	LOC120458208|XP_039501719.1|DSAN
OG0007105	LOC118510705|XP_035908797.1|ASTE	LOC120458129|XP_039501605.1|DSAN
OG0007106	LOC118510696|XP_035908768.1|ASTE	LOC120458152|XP_039501633.1|DSAN
OG0007107	LOC118510694|XP_035908762.1|ASTE	LOC120452266|XP_039492356.1|DSAN
OG0007108	LOC118510693|XP_035908760.1|ASTE	LOC120458272|XP_039501799.1|DSAN
OG0007109	LOC118510680|XP_035908736.1|ASTE	LOC120445277|XP_039481510.1|DSAN
OG0007110	LOC118510677|XP_035908731.1|ASTE	LOC120458165|XP_039501656.1|DSAN
OG0007111	LOC118510673|XP_035908713.1|ASTE	LOC120445222|XP_039481416.1|DSAN
OG0007112	LOC118510668|XP_035908705.1|ASTE	LOC120456776|XP_039499720.1|DSAN
OG0007113	LOC118510664|XP_035908697.1|ASTE	LOC120451822|XP_039491724.1|DSAN
OG0007114	LOC118510662|XP_035908689.1|ASTE	LOC120458145|XP_039501625.1|DSAN
OG0007115	LOC118510658|XP_035908676.1|ASTE	LOC120458018|XP_039501454.1|DSAN
OG0007116	LOC118514135|XP_035916624.1|ASTE	LOC120444781|XP_039480658.1|DSAN
OG0007117	LOC118514137|XP_035916626.1|ASTE	LOC120447712|XP_039485181.1|DSAN
OG0007118	LOC118514134|XP_035916621.1|ASTE	LOC120443806|XP_039479081.1|DSAN
OG0007119	LOC118505767|XP_035897903.1|ASTE	LOC120456214|XP_039498829.1|DSAN
OG0007120	LOC118505764|XP_035897887.1|ASTE	LOC120457096|XP_039500218.1|DSAN
OG0007121	LOC118503512|XP_035892756.1|ASTE	LOC120455924|XP_039498385.1|DSAN
OG0007122	LOC118505761|XP_035897882.1|ASTE	LOC120455078|XP_039496871.1|DSAN
OG0007123	LOC118505758|XP_035897868.1|ASTE	LOC120455082|XP_039496880.1|DSAN
OG0007124	LOC118505742|XP_035897829.1|ASTE	LOC120448267|XP_039486123.1|DSAN
OG0007125	LOC118505740|XP_035897823.1|ASTE	LOC120448204|XP_039486006.1|DSAN
OG0007126	LOC118505738|XP_035897821.1|ASTE	LOC120448263|XP_039486120.1|DSAN
OG0007127	LOC118505737|XP_035897820.1|ASTE	LOC120449219|XP_039487521.1|DSAN
OG0007128	LOC118505736|XP_035897819.1|ASTE	LOC120449925|XP_039488552.1|DSAN
OG0007129	LOC118505851|XP_035898123.1|ASTE	LOC120448205|XP_039486010.1|DSAN
OG0007130	LOC118505327|XP_035896866.1|ASTE	LOC120448352|XP_039486252.1|DSAN
OG0007131	LOC118505324|XP_035896860.1|ASTE	LOC120450392|XP_039489321.1|DSAN
OG0007132	LOC118507359|XP_035901659.1|ASTE	LOC120448857|XP_039486998.1|DSAN
OG0007133	LOC118507596|XP_035902157.1|ASTE	LOC120449353|XP_039487697.1|DSAN
OG0007134	LOC118507586|XP_035902141.1|ASTE	LOC120448835|XP_039486970.1|DSAN
OG0007135	LOC118507598|XP_035902161.1|ASTE	LOC120448243|XP_039486087.1|DSAN
OG0007136	LOC118507574|XP_035902112.1|ASTE	LOC120447599|XP_039485003.1|DSAN
OG0007137	LOC118506569|XP_035899786.1|ASTE	LOC120457202|XP_039500491.1|DSAN
OG0007138	LOC118506570|XP_035899803.1|ASTE	LOC120455305|XP_039497286.1|DSAN
OG0007139	LOC118506645|XP_035899926.1|ASTE	LOC120455075|XP_039496863.1|DSAN
OG0007140	LOC118506646|XP_035899938.1|ASTE	LOC120455260|XP_039497195.1|DSAN
OG0007141	LOC118506644|XP_035899925.1|ASTE	LOC120456844|XP_039499833.1|DSAN
OG0007142	LOC118505232|XP_035896658.1|ASTE	LOC120448547|XP_039486534.1|DSAN
OG0007143	LOC118517522|XP_035919644.1|ASTE	LOC120451224|XP_039490643.1|DSAN
OG0007144	LOC118517520|XP_035919642.1|ASTE	LOC120453333|XP_039493930.1|DSAN
OG0007145	LOC118502499|XP_035890624.1|ASTE	LOC120450745|XP_039489802.1|DSAN
OG0007146	LOC118517545|XP_035919677.1|ASTE	LOC120451436|XP_039491044.1|DSAN
OG0007147	LOC118517523|XP_035919645.1|ASTE	LOC120450803|XP_039489905.1|DSAN
OG0007148	LOC118505845|XP_035898097.1|ASTE	LOC120455457|XP_039497610.1|DSAN
OG0007149	LOC118502506|XP_035890638.1|ASTE	LOC120446784|XP_039483867.1|DSAN
OG0007150	LOC118505357|XP_035896924.1|ASTE	LOC120448641|XP_039486698.1|DSAN
OG0007151	LOC118505361|XP_035896944.1|ASTE	LOC120449781|XP_039488355.1|DSAN
OG0007152	LOC118505825|XP_035898068.1|ASTE	LOC120457127|XP_039500298.1|DSAN
OG0007153	LOC118505837|XP_035898088.1|ASTE	LOC120457132|XP_039500305.1|DSAN
OG0007154	LOC118504859|XP_035895788.1|ASTE	LOC120447134|XP_039484502.1|DSAN
OG0007155	LOC118517571|XP_035919711.1|ASTE	LOC120446468|XP_039483404.1|DSAN
OG0007156	LOC118505288|XP_035896766.1|ASTE	LOC120451497|XP_039491182.1|DSAN
OG0007157	LOC118505655|XP_035897635.1|ASTE	LOC120450847|XP_039489971.1|DSAN
OG0007158	LOC118505658|XP_035897642.1|ASTE	LOC120447807|XP_039485317.1|DSAN
OG0007159	LOC118505665|XP_035897670.1|ASTE	LOC120455427|XP_039497539.1|DSAN
OG0007160	LOC118505673|XP_035897696.1|ASTE	LOC120452592|XP_039492823.1|DSAN
OG0007161	LOC118505516|XP_035897309.1|ASTE	LOC120455201|XP_039497088.1|DSAN
OG0007162	LOC118505515|XP_035897308.1|ASTE	LOC120455153|XP_039496995.1|DSAN
OG0007163	LOC118506333|XP_035899200.1|ASTE	LOC120454426|XP_039495649.1|DSAN
OG0007164	LOC118505822|XP_035898064.1|ASTE	LOC120454425|XP_039495648.1|DSAN
OG0007165	LOC118504952|XP_035895963.1|ASTE	LOC120455340|XP_039497356.1|DSAN
OG0007166	LOC118504947|XP_035895939.1|ASTE	LOC120449362|XP_039487711.1|DSAN
OG0007167	LOC118505810|XP_035898045.1|ASTE	LOC120455236|XP_039497146.1|DSAN
OG0007168	LOC118508371|XP_035903991.1|ASTE	LOC120457131|XP_039500304.1|DSAN
OG0007169	LOC118508374|XP_035904002.1|ASTE	LOC120455666|XP_039497995.1|DSAN
OG0007170	LOC118505645|XP_035897616.1|ASTE	LOC120452329|XP_039492416.1|DSAN
OG0007171	LOC118505518|XP_035897311.1|ASTE	LOC120456331|XP_039499032.1|DSAN
OG0007172	LOC118502760|XP_035891232.1|ASTE	LOC120455464|XP_039497619.1|DSAN
OG0007173	LOC118502759|XP_035891230.1|ASTE	LOC120455106|XP_039496926.1|DSAN
OG0007174	LOC118506736|XP_035900175.1|ASTE	LOC120453633|XP_039494358.1|DSAN
OG0007175	LOC118506751|XP_035900226.1|ASTE	LOC120448006|XP_039485654.1|DSAN
OG0007176	LOC118505650|XP_035897625.1|ASTE	LOC120450734|XP_039489787.1|DSAN
OG0007177	LOC118517563|XP_035919698.1|ASTE	LOC120451032|XP_039490294.1|DSAN
OG0007178	LOC118517521|XP_035919643.1|ASTE	LOC120451326|XP_039490833.1|DSAN
OG0007179	LOC118517539|XP_035919668.1|ASTE	LOC120453452|XP_039494101.1|DSAN
OG0007180	LOC118517530|XP_035919657.1|ASTE	LOC120451033|XP_039490295.1|DSAN
OG0007181	LOC118505519|XP_035897312.1|ASTE	LOC120455868|XP_039498274.1|DSAN
OG0007182	LOC118506435|XP_035899448.1|ASTE	LOC120451493|XP_039491176.1|DSAN
OG0007183	LOC118506428|XP_035899422.1|ASTE	LOC120454582|XP_039495926.1|DSAN
OG0007184	LOC118506427|XP_035899420.1|ASTE	LOC120451491|XP_039491173.1|DSAN
OG0007185	LOC118506754|XP_035900244.1|ASTE	LOC120458783|XP_039502498.1|DSAN
OG0007186	LOC118506760|XP_035900246.1|ASTE	LOC120450855|XP_039490001.1|DSAN
OG0007187	LOC118508511|XP_035904248.1|ASTE	LOC120454526|XP_039495826.1|DSAN
OG0007188	LOC118508513|XP_035904254.1|ASTE	LOC120450958|XP_039490179.1|DSAN
OG0007189	LOC118508517|XP_035904263.1|ASTE	LOC120454492|XP_039495773.1|DSAN
OG0007190	LOC118508519|XP_035904266.1|ASTE	LOC120451865|XP_039491802.1|DSAN
OG0007191	LOC118508522|XP_035904274.1|ASTE	LOC120450301|XP_039489173.1|DSAN
OG0007192	LOC118504500|XP_035894915.1|ASTE	LOC120456641|XP_039499498.1|DSAN
OG0007193	LOC118504493|XP_035894909.1|ASTE	LOC120456636|XP_039499493.1|DSAN
OG0007194	LOC118504497|XP_035894913.1|ASTE	LOC120454960|XP_039496675.1|DSAN
OG0007195	LOC118505344|XP_035896896.1|ASTE	LOC120450901|XP_039490083.1|DSAN
OG0007196	LOC118504861|XP_035895790.1|ASTE	LOC120454294|XP_039495422.1|DSAN
OG0007197	LOC118505651|XP_035897626.1|ASTE	LOC120450638|XP_039489721.1|DSAN
OG0007198	LOC118506606|XP_035899866.1|ASTE	LOC120451492|XP_039491175.1|DSAN
OG0007199	LOC118506599|XP_035899858.1|ASTE	LOC120453154|XP_039493644.1|DSAN
OG0007200	LOC118506597|XP_035899855.1|ASTE	LOC120454240|XP_039495280.1|DSAN
OG0007201	LOC118505860|XP_035898135.1|ASTE	LOC120449711|XP_039488261.1|DSAN
OG0007202	LOC118505861|XP_035898137.1|ASTE	LOC120450231|XP_039489043.1|DSAN
OG0007203	LOC118503578|XP_035892911.1|ASTE	LOC120450228|XP_039489039.1|DSAN
OG0007204	LOC118503579|XP_035892912.1|ASTE	LOC120455193|XP_039497069.1|DSAN
OG0007205	LOC118503582|XP_035892914.1|ASTE	LOC120448027|XP_039485703.1|DSAN
OG0007206	LOC118506993|XP_035900766.1|ASTE	LOC120454464|XP_039495715.1|DSAN
OG0007207	LOC118502724|XP_035891173.1|ASTE	LOC120450735|XP_039489788.1|DSAN
OG0007208	LOC118502728|XP_035891181.1|ASTE	LOC120454495|XP_039495777.1|DSAN
OG0007209	LOC118502721|XP_035891170.1|ASTE	LOC120454496|XP_039495780.1|DSAN
OG0007210	LOC118511708|XP_035911022.1|ASTE	LOC120452516|XP_039492706.1|DSAN
