Orthogroup	ASTE.longest_only	DSIM.longest_only
OG0006077	LOC118503245|XP_035892159.1|ASTE	LOC6738727|XP_039149090.1|DSIM
OG0006078	LOC118503246|XP_035892161.1|ASTE	LOC6738728|XP_002085529.1|DSIM
OG0006079	LOC118503163|XP_035892018.1|ASTE	LOC6738905|XP_016032728.1|DSIM
OG0006080	LOC118503162|XP_035892016.1|ASTE	LOC6738229|XP_039149058.1|DSIM
OG0006081	LOC118507086|XP_035900966.1|ASTE	LOC6733730|XP_016026701.1|DSIM
OG0006082	LOC118507087|XP_035900968.1|ASTE	LOC6733732|XP_016026702.1|DSIM
OG0006083	LOC118507454|XP_035901830.1|ASTE	LOC6738615|XP_016032457.1|DSIM
OG0006084	LOC118505816|XP_035898054.1|ASTE	LOC6738203|XP_016032031.1|DSIM
OG0006085	LOC118506240|XP_035898995.1|ASTE	LOC6739025|XP_002085820.1|DSIM
OG0006086	LOC118506256|XP_035899033.1|ASTE	LOC6739029|XP_016032866.1|DSIM
OG0006087	LOC118504751|XP_035895560.1|ASTE	LOC6734852|XP_016028105.1|DSIM
OG0006088	LOC118507573|XP_035902110.1|ASTE	LOC6738519|XP_002085325.3|DSIM
OG0006089	LOC118506203|XP_035898904.1|ASTE	LOC6739985|XP_002076873.2|DSIM
OG0006090	LOC118505867|XP_035898175.1|ASTE	LOC6738326|XP_016032173.1|DSIM
OG0006091	LOC118505394|XP_035897004.1|ASTE	LOC6737473|XP_016031262.2|DSIM
OG0006092	LOC118505879|XP_035898201.1|ASTE	LOC27207710|XP_016039674.1|DSIM
OG0006093	LOC118504891|XP_035895842.1|ASTE	LOC6733782|XP_002080826.1|DSIM
OG0006094	LOC118504890|XP_035895841.1|ASTE	LOC6737717|XP_016031491.1|DSIM
OG0006095	LOC118503061|XP_035891821.1|ASTE	LOC27206699|XP_016026621.2|DSIM
OG0006096	LOC118503882|XP_035893530.1|ASTE	LOC6734499|XP_016027624.1|DSIM
OG0006097	LOC118503876|XP_035893513.1|ASTE	LOC6738583|XP_016032430.1|DSIM
OG0006098	LOC118503872|XP_035893507.1|ASTE	LOC6730415|XP_002077596.1|DSIM
OG0006099	LOC118503864|XP_035893487.1|ASTE	LOC6734567|XP_016027680.1|DSIM
OG0006100	LOC118503853|XP_035893460.1|ASTE	LOC6735802|XP_016029185.1|DSIM
OG0006101	LOC118508049|XP_035903395.1|ASTE	LOC6731805|XP_002078940.1|DSIM
OG0006102	LOC118507415|XP_035901771.1|ASTE	LOC27207779|XP_016028611.1|DSIM
OG0006103	LOC118507199|XP_035901171.1|ASTE	LOC6725636|XP_016038853.1|DSIM
OG0006104	LOC118507200|XP_035901172.1|ASTE	LOC6725355|XP_002106372.1|DSIM
OG0006105	LOC118507202|XP_035901178.1|ASTE	LOC6725354|XP_002106371.3|DSIM
OG0006106	LOC118504734|XP_035895495.1|ASTE	LOC6739062|XP_016032893.1|DSIM
OG0006107	LOC118506110|XP_035898696.1|ASTE	LOC6735491|XP_016028830.1|DSIM
OG0006108	LOC118506109|XP_035898695.1|ASTE	LOC6739905|XP_016037646.1|DSIM
OG0006109	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE	LOC6739156|XP_002085947.2|DSIM
OG0006110	LOC118503694|XP_035893137.1|ASTE	LOC6738599|XP_002085403.1|DSIM
OG0006111	LOC118504840|XP_035895737.1|ASTE	LOC6735473|XP_016028776.1|DSIM
OG0006112	LOC118503401|XP_035892497.1|ASTE	LOC6736009|XP_002082918.1|DSIM
OG0006113	LOC118503392|XP_035892487.1|ASTE	LOC6738397|XP_002085206.1|DSIM
OG0006114	LOC118503391|XP_035892486.1|ASTE	LOC6739788|XP_002076680.1|DSIM
OG0006115	LOC118503048|XP_035891776.1|ASTE	LOC6734115|XP_016027130.1|DSIM
OG0006116	LOC118503531|XP_035892810.1|ASTE	LOC6734074|XP_039147502.1|DSIM
OG0006117	LOC118504093|XP_035894068.1|ASTE	LOC6734726|XP_002081733.1|DSIM
OG0006118	LOC118504103|XP_035894079.1|ASTE	LOC6734846|XP_016028087.1|DSIM
OG0006119	LOC118504201|XP_035894273.1|ASTE	LOC6734365|XP_016027447.1|DSIM
OG0006120	LOC118508156|XP_035903589.1|ASTE	LOC6734991|XP_002081973.1|DSIM
OG0006121	LOC118504190|XP_035894258.1|ASTE	LOC6739033|XP_016032872.1|DSIM
OG0006122	LOC118504195|XP_035894263.1|ASTE	LOC27208655|XP_039152063.1|DSIM
OG0006123	LOC118504197|XP_035894269.1|ASTE	LOC6736067|XP_039147397.1|DSIM
OG0006124	LOC118504198|XP_035894270.1|ASTE	LOC6729381|XP_002104696.1|DSIM
OG0006125	LOC118503080|XP_035891855.1|ASTE	LOC6737872|XP_016031643.1|DSIM
OG0006126	LOC118503344|XP_035892406.1|ASTE	LOC6737118|XP_016030746.1|DSIM
OG0006127	LOC118503337|XP_035892395.1|ASTE	LOC27206299|XP_016031961.1|DSIM
OG0006128	LOC118503362|XP_035892448.1|ASTE	LOC27207250|XP_016031979.1|DSIM
OG0006129	LOC118503351|XP_035892427.1|ASTE	LOC6738119|XP_002084932.1|DSIM
OG0006130	LOC118503843|XP_035893445.1|ASTE	LOC6738165|XP_002084978.1|DSIM
OG0006131	LOC118503832|XP_035893431.1|ASTE	LOC6738162|XP_002084975.1|DSIM
OG0006132	LOC118504097|XP_035894073.1|ASTE	LOC6738154|XP_002084967.1|DSIM
OG0006133	LOC118503822|XP_035893416.1|ASTE	LOC6738166|XP_016031998.1|DSIM
OG0006134	LOC118503821|XP_035893415.1|ASTE	LOC6738114|XP_016031947.1|DSIM
OG0006135	LOC118503798|XP_035893384.1|ASTE	LOC6738164|XP_039149338.1|DSIM
OG0006136	LOC118503792|XP_035893365.1|ASTE	LOC6737873|XP_002084701.1|DSIM
OG0006137	LOC118508403|XP_035904057.1|ASTE	LOC27206298|XP_016031906.1|DSIM
OG0006138	LOC118503599|XP_035892945.1|ASTE	LOC6739330|XP_002076238.1|DSIM
OG0006139	LOC118506128|XP_035898755.1|ASTE	LOC27207771|XP_016026583.1|DSIM
OG0006140	LOC118506124|XP_035898743.1|ASTE	LOC27207253|XP_016029453.1|DSIM
OG0006141	LOC118503107|XP_035891938.1|ASTE	LOC6734799|XP_039148695.1|DSIM
OG0006142	LOC118504791|XP_035895653.1|ASTE	LOC6738644|XP_002085446.3|DSIM
OG0006143	LOC118508110|XP_035903497.1|ASTE	LOC6737903|XP_002084731.1|DSIM
OG0006144	LOC118508105|XP_035903491.1|ASTE	LOC6738000|XP_016031795.1|DSIM
OG0006145	LOC118508114|XP_035903500.1|ASTE	LOC6738760|XP_002085560.1|DSIM
OG0006146	LOC118508113|XP_035903499.1|ASTE	LOC6731496|XP_002078645.2|DSIM
OG0006147	LOC118503764|XP_035893321.1|ASTE	LOC6728805|XP_016035494.1|DSIM
OG0006148	LOC118503750|XP_035893294.1|ASTE	LOC6738826|XP_002085626.2|DSIM
OG0006149	LOC118503753|XP_035893297.1|ASTE	LOC6737904|XP_016031681.1|DSIM
OG0006150	LOC118503747|XP_035893290.1|ASTE	LOC6737906|XP_002084733.1|DSIM
OG0006151	LOC118503745|XP_035893280.1|ASTE	LOC6731711|XP_016024387.1|DSIM
OG0006152	LOC118504659|XP_035895334.1|ASTE	LOC6729546|XP_002104854.1|DSIM
OG0006153	LOC118506547|XP_035899732.1|ASTE	LOC6734842|XP_016028085.1|DSIM
OG0006155	LOC118502485|XP_035890610.1|ASTE	LOC6728800|XP_016035486.1|DSIM
OG0006156	LOC118505088|XP_035896272.1|ASTE	LOC27207382|XP_016035565.1|DSIM
OG0006158	LOC118510861|XP_035909093.1|ASTE	LOC6737791|XP_016031566.1|DSIM
OG0006159	LOC118503733|XP_035893241.1|ASTE	LOC6734486|XP_016027610.1|DSIM
OG0006160	LOC118506344|XP_035899221.1|ASTE	LOC6735982|XP_016029345.1|DSIM
OG0006161	LOC118509657|XP_035906510.1|ASTE	LOC6733703|XP_016026669.1|DSIM
OG0006162	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE	LOC27207956|XP_039152076.1|DSIM
OG0006163	LOC118512637|XP_035913226.1|ASTE	LOC6734476|XP_002081495.1|DSIM
OG0006181	LOC118510457|XP_035908181.1|ASTE	LOC6727485|XP_016034076.1|DSIM
OG0006182	LOC118510466|XP_035908215.1|ASTE	LOC6729127|XP_002104448.1|DSIM
OG0006183	LOC118504962|XP_035895981.1|ASTE	LOC6728157|XP_016034768.1|DSIM
OG0006184	LOC118517389|XP_035919336.1|ASTE	LOC6729013|XP_002104334.1|DSIM
OG0006185	LOC118511262|XP_035910026.1|ASTE	LOC6727984|XP_002103336.1|DSIM
OG0006186	LOC118507320|XP_035901604.1|ASTE	LOC6729021|XP_002104342.1|DSIM
OG0006187	LOC118511264|XP_035910028.1|ASTE	LOC27208805|XP_016036948.1|DSIM
OG0006188	LOC118505395|XP_035897012.1|ASTE	LOC6725309|XP_016038369.1|DSIM
OG0006189	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE	LOC6725308|XP_016038367.1|DSIM
OG0006190	LOC118510292|XP_035907810.1|ASTE	LOC6729490|XP_002104800.1|DSIM
OG0006191	LOC118507523|XP_035901981.1|ASTE	LOC6739679|XP_016036573.1|DSIM
OG0006192	LOC118508051|XP_035903401.1|ASTE	LOC27206573|XP_016038384.1|DSIM
OG0006193	LOC118505169|XP_035896478.1|ASTE	LOC6725931|XP_002106915.2|DSIM
OG0006194	LOC118516550|XP_035918392.1|ASTE	LOC6740156|XP_016039605.1|DSIM
OG0006195	LOC118511117|XP_035909738.1|ASTE	LOC6725989|XP_016039359.1|DSIM
OG0006196	LOC118516756|XP_035918568.1|ASTE	LOC27206475|XP_016035407.1|DSIM
OG0006197	LOC118509676|XP_035906592.1|ASTE	LOC6724698|XP_016037260.1|DSIM
OG0006198	LOC118507132|XP_035901061.1|ASTE	LOC6726317|XP_039152775.1|DSIM
OG0006199	LOC118507096|XP_035900984.1|ASTE	LOC6729503|XP_002104811.2|DSIM
OG0006200	LOC118509460|XP_035905977.1|ASTE	LOC6727701|XP_002103063.1|DSIM
OG0006201	LOC118506952|XP_035900668.1|ASTE	LOC6726339|XP_039153954.1|DSIM
OG0006202	LOC118506932|XP_035900645.1|ASTE	LOC6726338|XP_002107298.1|DSIM
OG0006203	LOC118507395|XP_035901745.1|ASTE	LOC6726244|XP_039153732.1|DSIM
OG0006204	LOC118512712|XP_035913441.1|ASTE	LOC6728069|XP_002103421.1|DSIM
OG0006205	LOC118511421|XP_035910399.1|ASTE	LOC6740042|XP_016038677.1|DSIM
OG0006206	LOC118517496|XP_035919586.1|ASTE	LOC6739841|XP_016039503.1|DSIM
OG0006207	LOC118505296|XP_035896800.1|ASTE	LOC6731088|XP_016023608.1|DSIM
OG0006208	LOC118505276|XP_035896742.1|ASTE	LOC6736214|XP_002083109.2|DSIM
OG0006209	LOC118514543|XP_035917423.1|ASTE	LOC6725441|XP_016038527.1|DSIM
OG0006210	LOC118505477|XP_035897187.1|ASTE	LOC6725491|XP_039152815.1|DSIM
OG0006211	LOC118512034|XP_035911724.1|ASTE	LOC6731447|XP_002078598.1|DSIM
OG0006212	LOC118511654|XP_035910891.1|ASTE	LOC6731446|XP_002078597.1|DSIM
OG0006214	LOC118505724|XP_035897801.1|ASTE	LOC6726127|XP_016039627.1|DSIM
OG0006215	LOC118510787|XP_035908987.1|ASTE	LOC6725402|XP_016038469.1|DSIM
OG0006217	LOC118517382|XP_035919315.1|ASTE	LOC6726281|XP_002107242.1|DSIM
OG0006218	LOC118516488|XP_035918314.1|ASTE	LOC6732260|XP_016024930.1|DSIM
OG0006219	LOC118515721|XP_035917946.1|ASTE	LOC27207498|XP_016037691.1|DSIM
OG0006220	LOC118507166|XP_035901123.1|ASTE	LOC6738510|XP_002085316.3|DSIM
OG0006221	LOC118517486|XP_035919574.1|ASTE	LOC6730324|XP_002105606.1|DSIM
OG0006222	LOC118517495|XP_035919585.1|ASTE	LOC6730322|XP_002105604.1|DSIM
OG0006223	LOC118517507|XP_035919622.1|ASTE	LOC6740259|XP_016040167.1|DSIM
OG0006224	LOC118516663|XP_035918521.1|ASTE	LOC6725539|XP_039153937.1|DSIM
OG0006225	LOC118506528|XP_035899684.1|ASTE	LOC6725237|XP_039152394.1|DSIM
OG0006226	LOC118508996|XP_035904892.1|ASTE	LOC6733924|XP_016026972.1|DSIM
OG0006227	LOC118511740|XP_035911126.1|ASTE	LOC6725662|XP_002106668.2|DSIM
OG0006228	LOC118505405|XP_035897049.1|ASTE	LOC6739474|XP_016028616.1|DSIM
OG0006229	LOC118508987|XP_035904878.1|ASTE	LOC27208546|XP_016037402.1|DSIM
OG0006230	LOC118509041|XP_035905010.1|ASTE	LOC6726179|XP_016039709.1|DSIM
OG0006231	LOC118509090|XP_035905128.1|ASTE	LOC6725888|XP_016022708.1|DSIM
OG0006232	LOC118509106|XP_035905169.1|ASTE	LOC6726084|XP_016039527.1|DSIM
OG0006233	LOC118509156|XP_035905285.1|ASTE	LOC6740150|XP_002077031.1|DSIM
OG0006234	LOC118516617|XP_035918485.1|ASTE	LOC6726180|XP_002107156.1|DSIM
OG0006235	LOC118516410|XP_035918169.1|ASTE	LOC6726421|XP_002107378.3|DSIM
OG0006237	LOC118506102|XP_035898680.1|ASTE	LOC6739861|XP_002076753.1|DSIM
OG0006238	LOC118510893|XP_035909174.1|ASTE	LOC27207613|XP_016039655.1|DSIM
OG0006239	LOC118503930|XP_035893669.1|ASTE	LOC6740288|XP_002077166.1|DSIM
OG0006240	LOC118503860|XP_035893483.1|ASTE	LOC6730101|XP_002105394.1|DSIM
OG0006241	LOC118516610|XP_035918480.1|ASTE	LOC6726181|XP_002107157.1|DSIM
OG0006242	LOC118505305|XP_035896829.1|ASTE	LOC6725706|XP_002106709.2|DSIM
OG0006243	LOC118505208|XP_035896612.1|ASTE	LOC6728731|XP_016035402.1|DSIM
OG0006244	LOC118510186|XP_035907604.1|ASTE	LOC6728809|XP_002104143.1|DSIM
OG0006246	LOC118503632|XP_035893025.1|ASTE	LOC6725001|XP_016037953.1|DSIM
OG0006247	LOC118503605|XP_035892978.1|ASTE	LOC6733440|XP_016026388.1|DSIM
OG0006248	LOC118517268|XP_035919138.1|ASTE	LOC6727316|XP_002102703.1|DSIM
OG0006249	LOC118505577|XP_035897429.1|ASTE	LOC6730957|XP_002078120.2|DSIM
OG0006250	LOC118503321|XP_035892359.1|ASTE	LOC6726034|XP_016039420.1|DSIM
OG0006251	LOC118504185|XP_035894241.1|ASTE	LOC6729786|XP_002105091.1|DSIM
OG0006252	LOC118504147|XP_035894158.1|ASTE	LOC6729787|XP_016036475.1|DSIM
OG0006253	LOC118503297|XP_035892294.1|ASTE	LOC6725000|XP_039153989.1|DSIM
OG0006254	LOC118510515|XP_035908331.1|ASTE	LOC6732980|XP_016025662.1|DSIM
OG0006255	LOC118512408|XP_035912696.1|ASTE	LOC6729160|XP_002104481.1|DSIM
OG0006256	LOC118517232|XP_035919105.1|ASTE	LOC6726186|XP_002107162.1|DSIM
OG0006257	LOC118517286|XP_035919160.1|ASTE	LOC6725554|XP_016038692.1|DSIM
OG0006258	LOC118517220|XP_035919101.1|ASTE	LOC6727414|XP_039153133.1|DSIM
OG0006259	LOC118502915|XP_035891538.1|ASTE	LOC6728155|XP_039151467.1|DSIM
OG0006260	LOC118502982|XP_035891660.1|ASTE	LOC6725553|XP_002106564.1|DSIM
OG0006261	LOC118512106|XP_035911971.1|ASTE	LOC6732051|XP_002079183.1|DSIM
OG0006262	LOC118506927|XP_035900619.1|ASTE	LOC6725581|XP_002106591.1|DSIM
OG0006263	LOC118506478|XP_035899551.1|ASTE	LOC6725184|XP_016038212.1|DSIM
OG0006264	LOC118507809|XP_035902765.1|ASTE	LOC6739935|XP_016037741.1|DSIM
OG0006265	LOC118509916|XP_035907106.1|ASTE	LOC6734713|XP_002081720.1|DSIM
OG0006266	LOC118510939|XP_035909269.1|ASTE	LOC6724900|XP_002105938.2|DSIM
OG0006267	LOC118509287|XP_035905587.1|ASTE	LOC6725870|XP_016039194.1|DSIM
OG0006268	LOC118503890|XP_035893558.1|ASTE	LOC6735702|XP_002082618.1|DSIM
OG0006269	LOC118511532|XP_035910618.1|ASTE	LOC6728815|XP_002104149.1|DSIM
OG0006270	LOC118509845|XP_035906939.1|ASTE	LOC6725573|XP_002106583.1|DSIM
OG0006271	LOC118504563|XP_035895065.1|ASTE	LOC6728642|XP_002103983.2|DSIM
OG0006272	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE	LOC6725885|XP_016039255.1|DSIM
OG0006273	LOC118508170|XP_035903612.1|ASTE	LOC6733274|XP_002080337.1|DSIM
OG0006275	LOC118506078|XP_035898648.1|ASTE	LOC27209234|XP_016037920.1|DSIM
OG0006276	LOC118504482|XP_035894892.1|ASTE	LOC6734421|XP_002081441.2|DSIM
OG0006277	LOC118511416|XP_035910387.1|ASTE	LOC6727182|XP_002102574.1|DSIM
OG0006278	LOC118506084|XP_035898660.1|ASTE	LOC6740179|XP_016039787.1|DSIM
OG0006279	LOC118510088|XP_035907398.1|ASTE	LOC6725732|XP_016039008.1|DSIM
OG0006280	LOC118507044|XP_035900897.1|ASTE	LOC6726631|XP_016040356.1|DSIM
OG0006281	LOC118507036|XP_035900883.1|ASTE	LOC6726630|XP_002107579.1|DSIM
OG0006282	LOC118513766|XP_035915835.1|ASTE	LOC6726486|XP_039153738.1|DSIM
OG0006283	LOC118505773|XP_035897939.1|ASTE	LOC6729278|XP_002104598.1|DSIM
OG0006284	LOC118509455|XP_035905968.1|ASTE	LOC6738263|XP_002085074.1|DSIM
OG0006285	LOC118511887|XP_035911411.1|ASTE	LOC6726695|XP_002102106.1|DSIM
OG0006286	LOC118511841|XP_035911281.1|ASTE	LOC6727574|XP_002102953.1|DSIM
OG0006287	LOC118517459|XP_035919514.1|ASTE	LOC6725729|XP_039153832.1|DSIM
OG0006288	LOC118517461|XP_035919516.1|ASTE	LOC6730276|XP_039151932.1|DSIM
OG0006289	LOC118507945|XP_035903163.1|ASTE	LOC6727545|XP_002102925.1|DSIM
OG0006290	LOC118505805|XP_035898042.1|ASTE	LOC6725483|XP_016038603.1|DSIM
OG0006291	LOC118507612|XP_035902647.1|ASTE	LOC6732157|XP_002079289.1|DSIM
OG0006292	LOC118509948|XP_035907176.1|ASTE	LOC6725780|XP_039152323.1|DSIM
OG0006293	LOC118511073|XP_035909628.1|ASTE	LOC6736359|XP_002083235.1|DSIM
OG0006294	LOC118511427|XP_035910413.1|ASTE	LOC6725932|XP_016039285.1|DSIM
OG0006295	LOC118506125|XP_035898752.1|ASTE	LOC27208986|XP_039153668.1|DSIM
OG0006296	LOC118502989|XP_035891688.1|ASTE	LOC6740229|XP_016039995.1|DSIM
OG0006297	LOC118509174|XP_035905367.1|ASTE	LOC6726270|XP_016039821.1|DSIM
OG0006298	LOC118516918|XP_035918676.1|ASTE	LOC6725933|XP_039153977.1|DSIM
OG0006299	LOC118509231|XP_035905435.1|ASTE	LOC6725036|XP_039153884.1|DSIM
OG0006300	LOC118510848|XP_035909076.1|ASTE	LOC6724970|XP_016037914.1|DSIM
OG0006301	LOC118503858|XP_035893468.1|ASTE	LOC27209022|XP_039153538.1|DSIM
OG0006302	LOC118508767|XP_035904404.1|ASTE	LOC27207933|XP_039152416.1|DSIM
OG0006303	LOC118511147|XP_035909768.1|ASTE	LOC6734094|XP_016027098.1|DSIM
OG0006305	LOC118507674|XP_035902361.1|ASTE	LOC6729961|XP_016036726.1|DSIM
OG0006306	LOC118507576|XP_035902125.1|ASTE	LOC27206430|XP_039150580.1|DSIM
OG0006309	LOC118517482|XP_035919556.1|ASTE	LOC6740172|XP_016039695.1|DSIM
OG0006311	LOC118504534|XP_035894989.1|ASTE	LOC27209151|XP_016038490.1|DSIM
OG0006312	LOC118504498|XP_035894918.1|ASTE	LOC6725413|XP_016038489.1|DSIM
OG0006313	LOC118504318|XP_035894541.1|ASTE	LOC6725397|XP_002106413.1|DSIM
OG0006314	LOC118503485|XP_035892684.1|ASTE	LOC6726072|XP_039153293.1|DSIM
OG0006315	LOC118517500|XP_035919604.1|ASTE	LOC6730309|XP_016037073.1|DSIM
OG0006316	LOC118517278|XP_035919147.1|ASTE	LOC6726622|XP_016040315.1|DSIM
OG0006317	LOC118506402|XP_035899360.1|ASTE	LOC6725378|XP_016038436.1|DSIM
OG0006318	LOC118507915|XP_035903151.1|ASTE	LOC27208335|XP_039152341.1|DSIM
OG0006319	LOC118507981|XP_035903234.1|ASTE	LOC6733773|XP_016026727.1|DSIM
OG0006320	LOC118507848|XP_035902877.1|ASTE	LOC6725567|XP_016038711.1|DSIM
OG0006321	LOC118504681|XP_035895387.1|ASTE	LOC6725505|XP_002106519.2|DSIM
OG0006322	LOC118504222|XP_035894330.1|ASTE	LOC6725524|XP_016038659.2|DSIM
OG0006323	LOC118513798|XP_035915882.1|ASTE	LOC6739839|XP_002076733.1|DSIM
OG0006324	LOC118507445|XP_035901827.1|ASTE	LOC6724922|XP_039152514.1|DSIM
OG0006325	LOC118517412|XP_035919406.1|ASTE	LOC6727273|XP_002102662.2|DSIM
OG0006326	LOC118511347|XP_035910194.1|ASTE	LOC6738146|XP_002084959.1|DSIM
OG0006327	LOC118506801|XP_035900327.1|ASTE	LOC6729825|XP_002105128.1|DSIM
OG0006328	LOC118507483|XP_035901893.1|ASTE	LOC6729168|XP_016035813.1|DSIM
OG0006329	LOC118510450|XP_035908151.1|ASTE	LOC6725844|XP_039152571.1|DSIM
OG0006330	LOC118503718|XP_035893188.1|ASTE	LOC6729505|XP_016036178.1|DSIM
OG0006331	LOC118513859|XP_035916053.1|ASTE	LOC6726243|XP_039153736.1|DSIM
OG0006332	LOC118503712|XP_035893172.1|ASTE	LOC6725821|XP_039152300.1|DSIM
OG0006333	LOC118503693|XP_035893136.1|ASTE	LOC6725875|XP_039153973.1|DSIM
OG0006334	LOC118517385|XP_035919323.1|ASTE	LOC6740005|XP_016038381.1|DSIM
OG0006335	LOC118502675|XP_035891063.1|ASTE	LOC6729196|XP_002104517.1|DSIM
OG0006336	LOC118504232|XP_035894349.1|ASTE	LOC6725621|XP_002106628.1|DSIM
OG0006337	LOC118505047|XP_035896206.1|ASTE	LOC6740076|XP_002076958.1|DSIM
OG0006338	LOC118502836|XP_035891410.1|ASTE	LOC6726686|XP_002102097.2|DSIM
OG0006339	LOC118507704|XP_035902474.1|ASTE	LOC6739837|XP_016039489.1|DSIM
OG0006340	LOC118508045|XP_035903356.1|ASTE	LOC6726506|XP_016040151.1|DSIM
OG0006341	LOC118507857|XP_035902911.1|ASTE	LOC6740047|XP_016038707.1|DSIM
OG0006342	LOC118507633|XP_035902254.1|ASTE	LOC6725566|XP_016038704.1|DSIM
OG0006343	LOC118507617|XP_035902230.1|ASTE	LOC27206391|XP_039152889.1|DSIM
OG0006345	LOC118517395|XP_035919350.1|ASTE	LOC6729129|XP_039151021.1|DSIM
OG0006346	LOC118503271|XP_035892238.1|ASTE	LOC6730030|XP_002105323.1|DSIM
OG0006347	LOC118517425|XP_035919432.1|ASTE	LOC6729377|XP_016036019.1|DSIM
OG0006348	LOC118517504|XP_035919612.1|ASTE	LOC27207232|XP_039152454.1|DSIM
OG0006349	LOC118515568|XP_035917933.1|ASTE	LOC6724897|XP_016037733.1|DSIM
OG0006350	LOC118506409|XP_035899382.1|ASTE	LOC6730085|XP_002105378.1|DSIM
OG0006351	LOC118506099|XP_035898681.1|ASTE	LOC6726474|XP_016040096.1|DSIM
OG0006352	LOC118517499|XP_035919603.1|ASTE	LOC6734549|XP_002081558.1|DSIM
OG0006353	LOC118517471|XP_035919536.1|ASTE	LOC6730182|XP_016036940.1|DSIM
OG0006354	LOC118517473|XP_035919538.1|ASTE	LOC6729153|XP_016035801.1|DSIM
OG0006355	LOC118515758|XP_035917952.1|ASTE	LOC6725550|XP_016038688.2|DSIM
OG0006356	LOC118512389|XP_035912654.1|ASTE	LOC6724913|XP_002105951.2|DSIM
OG0006357	LOC118507457|XP_035901844.1|ASTE	LOC6726275|XP_016039805.1|DSIM
OG0006358	LOC118503964|XP_035893773.1|ASTE	LOC6739598|XP_002076498.3|DSIM
OG0006359	LOC118503952|XP_035893734.1|ASTE	LOC6727981|XP_002103333.1|DSIM
OG0006360	LOC118503959|XP_035893747.1|ASTE	LOC6725266|XP_016038274.1|DSIM
OG0006361	LOC118506852|XP_035900474.1|ASTE	LOC6726987|XP_002102388.1|DSIM
OG0006362	LOC118507805|XP_035902761.1|ASTE	LOC27208862|XP_016037882.1|DSIM
OG0006364	LOC118502910|XP_035891526.1|ASTE	LOC6732060|XP_002079192.1|DSIM
OG0006365	LOC118504883|XP_035895836.1|ASTE	LOC6726541|XP_002107496.1|DSIM
OG0006366	LOC118504856|XP_035895775.1|ASTE	LOC6726535|XP_039152871.1|DSIM
OG0006367	LOC118503247|XP_035892163.1|ASTE	LOC6725537|XP_016038676.2|DSIM
OG0006368	LOC118502632|XP_035890929.1|ASTE	LOC6730243|XP_016036998.1|DSIM
OG0006369	LOC118502358|XP_035890460.1|ASTE	LOC6730247|XP_016037002.1|DSIM
OG0006370	LOC118506825|XP_035900414.1|ASTE	LOC6726383|XP_039152809.1|DSIM
OG0006371	LOC118506397|XP_035899346.1|ASTE	LOC6739791|XP_002076684.1|DSIM
OG0006372	LOC118517375|XP_035919287.1|ASTE	LOC27206673|XP_039151754.1|DSIM
OG0006373	LOC118506611|XP_035899874.1|ASTE	LOC6725468|XP_016038580.1|DSIM
OG0006374	LOC118517361|XP_035919271.1|ASTE	LOC6725411|XP_016038488.1|DSIM
OG0006375	LOC118510430|XP_035908102.1|ASTE	LOC6726024|XP_016039401.1|DSIM
OG0006376	LOC118504443|XP_035894817.1|ASTE	LOC6725536|XP_016038674.1|DSIM
OG0006377	LOC118507989|XP_035903253.1|ASTE	LOC6740203|XP_002077083.1|DSIM
OG0006378	LOC118504822|XP_035895724.1|ASTE	LOC6730091|XP_016036855.1|DSIM
OG0006379	LOC118503456|XP_035892624.1|ASTE	LOC6725979|XP_016039353.1|DSIM
OG0006380	LOC118510639|XP_035909033.1|ASTE	LOC6725103|XP_002106129.1|DSIM
OG0006381	LOC118511686|XP_035910961.1|ASTE	LOC6725929|XP_039153925.1|DSIM
OG0006382	LOC118504146|XP_035894142.1|ASTE	LOC6740104|XP_002076986.1|DSIM
OG0006383	LOC118504051|XP_035893961.1|ASTE	LOC6725841|XP_039152578.1|DSIM
OG0006384	LOC118504168|XP_035894205.1|ASTE	LOC6725840|XP_016039162.1|DSIM
OG0006385	LOC118504375|XP_035894675.1|ASTE	LOC6729155|XP_002104476.2|DSIM
OG0006386	LOC118506337|XP_035899210.1|ASTE	LOC6731248|XP_002078407.1|DSIM
OG0006387	LOC118505050|XP_035896220.1|ASTE	LOC6730218|XP_002105501.1|DSIM
OG0006388	LOC118510413|XP_035908075.1|ASTE	LOC6725319|XP_039153642.1|DSIM
OG0006389	LOC118510610|XP_035908520.1|ASTE	LOC6725320|XP_002106337.1|DSIM
OG0006392	LOC118517606|XP_035919796.1|ASTE	LOC6725189|XP_002106213.2|DSIM
OG0006393	LOC118508111|XP_035903498.1|ASTE	LOC6732507|XP_002079627.1|DSIM
OG0006394	LOC118504551|XP_035895052.1|ASTE	LOC6727692|XP_002103054.1|DSIM
OG0006395	LOC118502664|XP_035891020.1|ASTE	LOC6728816|XP_002104150.1|DSIM
OG0006396	LOC118511965|XP_035911590.1|ASTE	LOC6726469|XP_002107426.1|DSIM
OG0006397	LOC118506471|XP_035899541.1|ASTE	LOC6725051|XP_002106079.1|DSIM
