Orthogroup	BTRY.longest_only	DYAK.longest_only
OG0006922	LOC120768139|XP_039950631.1|BTRY	LOC6527499|XP_002088589.1|DYAK
OG0006923	LOC120767616|XP_039949705.1|BTRY	LOC6526777|XP_002087880.2|DYAK
OG0006924	LOC120769189|XP_039952015.1|BTRY	LOC6539212|XP_002086110.1|DYAK
OG0006925	LOC120766717|XP_039948296.1|BTRY	LOC6538053|XP_002098588.1|DYAK
OG0006926	LOC120768560|XP_039951242.1|BTRY	LOC6526571|XP_015053426.1|DYAK
OG0006927	LOC120769389|XP_039952293.1|BTRY	LOC6526568|XP_002087678.1|DYAK
OG0006928	LOC120769698|XP_039952759.1|BTRY	LOC6526564|XP_002087674.2|DYAK
OG0006929	LOC120767463|XP_039949480.1|BTRY	LOC6526247|XP_015053364.1|DYAK
OG0006930	LOC120769526|XP_039952498.1|BTRY	LOC6526860|XP_002087960.2|DYAK
OG0006931	LOC120768441|XP_039951063.1|BTRY	LOC6527352|XP_002088444.1|DYAK
OG0006932	LOC120782087|XP_039970171.1|BTRY	LOC6528026|XP_002089093.1|DYAK
OG0006933	LOC120781407|XP_039969551.1|BTRY	LOC6528022|XP_002089089.1|DYAK
OG0006934	LOC120766759|XP_039948367.1|BTRY	LOC6536577|XP_002097153.1|DYAK
OG0006935	LOC120769159|XP_039951974.1|BTRY	LOC6528977|XP_039226404.1|DYAK
OG0006936	LOC120769223|XP_039952053.1|BTRY	LOC6527068|XP_015053609.1|DYAK
OG0006937	LOC120768187|XP_039950690.1|BTRY	LOC6527993|XP_002089060.1|DYAK
OG0006938	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY	LOC6527923|XP_002088991.1|DYAK
OG0006939	LOC120772311|XP_039956759.1|BTRY	LOC6524133|XP_015045517.1|DYAK
OG0006940	LOC120769694|XP_039952754.1|BTRY	LOC6526946|XP_002088044.1|DYAK
OG0006941	LOC120768086|XP_039950551.1|BTRY	LOC6527227|XP_002088321.1|DYAK
OG0006942	LOC120770976|XP_039954645.1|BTRY	LOC6529401|XP_015052340.1|DYAK
OG0006943	LOC120767899|XP_039950177.1|BTRY	LOC6529509|XP_002090511.2|DYAK
OG0006944	LOC120767386|XP_039949325.1|BTRY	LOC6526445|XP_002087564.1|DYAK
OG0006945	LOC120767836|XP_039950060.1|BTRY	LOC6529590|XP_002090584.1|DYAK
OG0006946	LOC120767008|XP_039948754.1|BTRY	LOC6536884|XP_002097453.1|DYAK
OG0006947	LOC120767986|XP_039950338.1|BTRY	LOC6528279|XP_002089332.1|DYAK
OG0006948	LOC120769249|XP_039952085.1|BTRY	LOC6529793|XP_002090777.1|DYAK
OG0006949	LOC120769423|XP_039952339.1|BTRY	LOC6526828|XP_002087929.1|DYAK
OG0006950	LOC120767771|XP_039949944.1|BTRY	LOC6529111|XP_039226549.1|DYAK
OG0006951	LOC120767705|XP_039949835.1|BTRY	LOC6527730|XP_002088813.2|DYAK
OG0006952	LOC120782077|XP_039970165.1|BTRY	LOC6536849|XP_002097418.1|DYAK
OG0006953	LOC120776695|XP_039963514.1|BTRY	LOC6533378|XP_002094103.1|DYAK
OG0006954	LOC120767955|XP_039950276.1|BTRY	LOC6527412|XP_002088504.3|DYAK
OG0006955	LOC120782299|XP_039970443.1|BTRY	LOC6535812|XP_002096434.2|DYAK
OG0006956	LOC120769029|XP_039951804.1|BTRY	LOC6526670|XP_002087778.2|DYAK
OG0006957	LOC120767858|XP_039950100.1|BTRY	LOC6527552|XP_015053712.1|DYAK
OG0006958	LOC120770973|XP_039954642.1|BTRY	LOC6531919|XP_002092705.1|DYAK
OG0006959	LOC120778533|XP_039966309.1|BTRY	LOC6532240|XP_002093013.1|DYAK
OG0006960	LOC120769463|XP_039952409.1|BTRY	LOC6527713|XP_002088797.1|DYAK
OG0006961	LOC120769150|XP_039951961.1|BTRY	LOC6529441|XP_002090445.1|DYAK
OG0006962	LOC120768018|XP_039950408.1|BTRY	LOC6526637|XP_002087745.1|DYAK
OG0006963	LOC120768554|XP_039951232.1|BTRY	LOC6527964|XP_039226984.1|DYAK
OG0006964	LOC120769090|XP_039951883.1|BTRY	LOC6527953|XP_002089020.1|DYAK
OG0006965	LOC120769752|XP_039952847.1|BTRY	LOC6529601|XP_002090595.2|DYAK
OG0006966	LOC120768990|XP_039951758.1|BTRY	LOC6529818|XP_002090800.1|DYAK
OG0006967	LOC120772059|XP_039956376.1|BTRY	LOC6530774|XP_015052748.1|DYAK
OG0006968	LOC120772441|XP_039956992.1|BTRY	LOC6530257|XP_002091191.1|DYAK
OG0006969	LOC120777399|XP_039964629.1|BTRY	LOC6533632|XP_002094339.1|DYAK
OG0006970	LOC120782832|XP_039971287.1|BTRY	LOC6538252|XP_002098779.1|DYAK
OG0006971	LOC120768640|XP_039951344.1|BTRY	LOC6526388|XP_002087507.1|DYAK
OG0006972	LOC120779970|XP_039968203.1|BTRY	LOC6527217|XP_015053630.1|DYAK
OG0006974	LOC120777011|XP_039964048.1|BTRY	LOC6527081|XP_002088174.1|DYAK
OG0006975	LOC120769274|XP_039952123.1|BTRY	LOC6527589|XP_002088677.1|DYAK
OG0006976	LOC120769297|XP_039952160.1|BTRY	LOC6528116|XP_002089183.2|DYAK
OG0006977	LOC120771714|XP_039955801.1|BTRY	LOC6531020|XP_002091857.3|DYAK
OG0006979	LOC120767231|XP_039948992.1|BTRY	LOC6526311|XP_002087433.1|DYAK
OG0006980	LOC120768059|XP_039950512.1|BTRY	LOC6527129|XP_002088223.1|DYAK
OG0006981	LOC120767443|XP_039949439.1|BTRY	LOC6527454|XP_002088546.1|DYAK
OG0006982	LOC120769064|XP_039951853.1|BTRY	LOC6529228|XP_002090235.1|DYAK
OG0006983	LOC120768356|XP_039950946.1|BTRY	LOC6526250|XP_002087372.2|DYAK
OG0006984	LOC120769324|XP_039952209.1|BTRY	LOC6529534|XP_002090536.1|DYAK
OG0006985	LOC120769737|XP_039952824.1|BTRY	LOC6527667|XP_002088753.1|DYAK
OG0006986	LOC120769605|XP_039952619.1|BTRY	LOC6526862|XP_002087962.1|DYAK
OG0006987	LOC120781280|XP_039969410.1|BTRY	LOC6528321|XP_002089374.1|DYAK
OG0006988	LOC120767950|XP_039950270.1|BTRY	LOC6529588|XP_002090582.1|DYAK
OG0006989	LOC120768291|XP_039950852.1|BTRY	LOC6527406|XP_002088498.1|DYAK
OG0006990	LOC120767995|XP_039950346.1|BTRY	LOC6529260|XP_002090265.1|DYAK
OG0006991	LOC120766305|XP_039947656.1|BTRY	LOC6539051|XP_002099553.1|DYAK
OG0006992	LOC120767447|XP_039949444.1|BTRY	LOC6527584|XP_002088672.2|DYAK
OG0006993	LOC120767303|XP_039949123.1|BTRY	LOC6529471|XP_039229074.1|DYAK
OG0006994	LOC120767847|XP_039950079.1|BTRY	LOC6527654|XP_002088740.1|DYAK
OG0006995	LOC120767985|XP_039950336.1|BTRY	LOC6527494|XP_002088584.1|DYAK
OG0006996	LOC120768638|XP_039951337.1|BTRY	LOC6527495|XP_002088585.1|DYAK
OG0006997	LOC120770265|XP_039953508.1|BTRY	LOC6528681|XP_002089723.1|DYAK
OG0006998	LOC120768502|XP_039951160.1|BTRY	LOC6538603|XP_002099125.1|DYAK
OG0006999	LOC120771953|XP_039956197.1|BTRY	LOC6526450|XP_002087569.1|DYAK
OG0007000	LOC120768899|XP_039951590.1|BTRY	LOC6526299|XP_002087421.1|DYAK
OG0007001	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY	LOC6530126|XP_002091072.1|DYAK
OG0007002	LOC120768980|XP_039951718.1|BTRY	LOC6529701|XP_015052071.1|DYAK
OG0007003	LOC120770091|XP_039953174.1|BTRY	LOC6530400|XP_015051951.1|DYAK
OG0007004	LOC120767898|XP_039950174.1|BTRY	LOC6526554|XP_002087664.1|DYAK
OG0007005	LOC120769494|XP_039952457.1|BTRY	LOC6529443|XP_002090447.1|DYAK
OG0007006	LOC120769273|XP_039952119.1|BTRY	LOC6528073|XP_039226469.1|DYAK
OG0007007	LOC120781600|XP_039969770.1|BTRY	LOC6528040|XP_002089107.2|DYAK
OG0007008	LOC120768896|XP_039951584.1|BTRY	LOC6526818|XP_002087920.1|DYAK
OG0007009	LOC120781686|XP_039969837.1|BTRY	LOC6528025|XP_002089092.1|DYAK
OG0007010	LOC120768388|XP_039950990.1|BTRY	LOC6529580|XP_039227907.1|DYAK
OG0007011	LOC120768459|XP_039951094.1|BTRY	LOC6537323|XP_002097880.1|DYAK
OG0007012	LOC120769315|XP_039952195.1|BTRY	LOC6527624|XP_039226390.1|DYAK
OG0007013	LOC120769104|XP_039951899.1|BTRY	LOC6528104|XP_002089171.1|DYAK
OG0007014	LOC120769491|XP_039952454.1|BTRY	LOC6528106|XP_039226278.1|DYAK
OG0007015	LOC120769754|XP_039952851.1|BTRY	LOC6526653|XP_039226425.1|DYAK
OG0007016	LOC120767220|XP_039948969.1|BTRY	LOC6526984|XP_039226921.1|DYAK
OG0007017	LOC120769674|XP_039952726.1|BTRY	LOC6526644|XP_015053295.1|DYAK
OG0007018	LOC120768120|XP_039950605.1|BTRY	LOC6527455|XP_015053693.1|DYAK
OG0007019	LOC120768498|XP_039951154.1|BTRY	LOC6539248|XP_039228121.1|DYAK
OG0007021	LOC120767668|XP_039949774.1|BTRY	LOC6526352|XP_002087474.1|DYAK
OG0007022	LOC120768020|XP_039950414.1|BTRY	LOC6526776|XP_002087879.1|DYAK
OG0007023	LOC120777225|XP_039964340.1|BTRY	LOC6527992|XP_002089059.1|DYAK
OG0007024	LOC120766607|XP_039948148.1|BTRY	LOC6535517|XP_002096146.3|DYAK
OG0007025	LOC120774850|XP_039960605.1|BTRY	LOC6524139|XP_002100002.1|DYAK
OG0007026	LOC120767346|XP_039949238.1|BTRY	LOC6526308|XP_002087430.1|DYAK
OG0007027	LOC120769083|XP_039951877.1|BTRY	LOC6526669|XP_002087777.1|DYAK
OG0007028	LOC120767284|XP_039949093.1|BTRY	LOC6526290|XP_002087412.1|DYAK
OG0007029	LOC120768387|XP_039950986.1|BTRY	LOC6529504|XP_002090506.1|DYAK
OG0007030	LOC120774469|XP_039960059.1|BTRY	LOC6525247|XP_002101084.1|DYAK
OG0007031	LOC120768251|XP_039950779.1|BTRY	LOC6539286|XP_002086181.1|DYAK
OG0007032	LOC120771197|XP_039955030.1|BTRY	LOC6534577|XP_002095253.1|DYAK
OG0007033	LOC120767854|XP_039950092.1|BTRY	LOC6528225|XP_015053895.1|DYAK
OG0007034	LOC120768048|XP_039950491.1|BTRY	LOC6526612|XP_039227766.1|DYAK
OG0007035	LOC120772678|XP_039957349.1|BTRY	LOC6524639|XP_002100496.1|DYAK
OG0007036	LOC120778007|XP_039965604.1|BTRY	LOC6534829|XP_002095501.2|DYAK
OG0007037	LOC120779971|XP_039968206.1|BTRY	LOC6537770|XP_002098311.1|DYAK
OG0007038	LOC120770251|XP_039953486.1|BTRY	LOC6531731|XP_015051522.1|DYAK
OG0007039	LOC120775473|XP_039961605.1|BTRY	LOC6528894|XP_002089926.2|DYAK
OG0007040	LOC120769780|XP_039952897.1|BTRY	LOC6527381|XP_002088473.1|DYAK
OG0007041	LOC120769289|XP_039952144.1|BTRY	LOC6529205|XP_002090212.1|DYAK
OG0007042	LOC120767844|XP_039950072.1|BTRY	LOC6527814|XP_015053003.1|DYAK
OG0007043	LOC120766954|XP_039948673.1|BTRY	LOC6535414|XP_015047140.1|DYAK
OG0007045	LOC120767043|XP_039948830.1|BTRY	LOC6535743|XP_002096366.1|DYAK
OG0007046	LOC120782395|XP_039970572.1|BTRY	LOC6535360|XP_002096011.1|DYAK
OG0007047	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY	LOC6527579|XP_002088667.1|DYAK
OG0007048	LOC120767989|XP_039950342.1|BTRY	LOC6526497|XP_002087608.1|DYAK
OG0007049	LOC120767813|XP_039950026.1|BTRY	LOC6526819|XP_002087921.1|DYAK
OG0007050	LOC120768268|XP_039950800.1|BTRY	LOC6526955|XP_002088051.1|DYAK
OG0007051	LOC120768900|XP_039951591.1|BTRY	LOC6526771|XP_039226289.1|DYAK
OG0007052	LOC120774706|XP_039960370.1|BTRY	LOC6525719|XP_002101541.1|DYAK
OG0007053	LOC120780510|XP_039968719.1|BTRY	LOC6537237|XP_002097795.1|DYAK
OG0007054	LOC120771998|XP_039956289.1|BTRY	LOC6532115|XP_002092891.1|DYAK
OG0007055	LOC120770557|XP_039954067.1|BTRY	LOC6531424|XP_015051324.1|DYAK
OG0007056	LOC120777595|XP_039964966.1|BTRY	LOC26536235|XP_015049604.1|DYAK
OG0007057	LOC120774707|XP_039960375.1|BTRY	LOC6525720|XP_039226641.1|DYAK
OG0007058	LOC120775597|XP_039961770.1|BTRY	LOC6524370|XP_002100228.1|DYAK
OG0007059	LOC120768581|XP_039951270.1|BTRY	LOC6526907|XP_002088006.1|DYAK
OG0007060	LOC120768483|XP_039951132.1|BTRY	LOC6526910|XP_002088009.2|DYAK
OG0007061	LOC120769409|XP_039952321.1|BTRY	LOC6526911|XP_002088010.1|DYAK
OG0007062	LOC120769819|XP_039952961.1|BTRY	LOC6526275|XP_002087397.1|DYAK
OG0007063	LOC120767546|XP_039949594.1|BTRY	LOC6527725|XP_002088808.1|DYAK
OG0007064	LOC120781229|XP_039969299.1|BTRY	LOC6528715|XP_002089750.3|DYAK
OG0007065	LOC120767317|XP_039949184.1|BTRY	LOC6534243|XP_002094925.1|DYAK
OG0007066	LOC120776858|XP_039963838.1|BTRY	LOC6534180|XP_002094863.1|DYAK
OG0007067	LOC120768220|XP_039950729.1|BTRY	LOC6527202|XP_002088296.1|DYAK
OG0007068	LOC120768004|XP_039950363.1|BTRY	LOC6527932|XP_002089000.1|DYAK
OG0007069	LOC120767907|XP_039950191.1|BTRY	LOC6527531|XP_002088621.1|DYAK
OG0007070	LOC120770377|XP_039953728.1|BTRY	LOC6530072|XP_002091018.1|DYAK
OG0007071	LOC120770360|XP_039953705.1|BTRY	LOC6532146|XP_002092922.1|DYAK
OG0007072	LOC120782290|XP_039970427.1|BTRY	LOC6535250|XP_002095906.1|DYAK
OG0007073	LOC120768270|XP_039950802.1|BTRY	LOC6526816|XP_002087918.1|DYAK
OG0007074	LOC120771748|XP_039955853.1|BTRY	LOC6531895|XP_002092682.1|DYAK
OG0007075	LOC120767314|XP_039949174.1|BTRY	LOC6526505|XP_015053317.1|DYAK
OG0007076	LOC120771229|XP_039955074.1|BTRY	LOC6530371|XP_002091297.1|DYAK
OG0007077	LOC120768266|XP_039950797.1|BTRY	LOC6527186|XP_002088280.1|DYAK
OG0007078	LOC120768939|XP_039951656.1|BTRY	LOC6526666|XP_039227153.1|DYAK
OG0007079	LOC120768942|XP_039951661.1|BTRY	LOC6526665|XP_002087773.1|DYAK
OG0007080	LOC120768007|XP_039950366.1|BTRY	LOC6527843|XP_002088915.1|DYAK
OG0007081	LOC120768902|XP_039951593.1|BTRY	LOC6527087|XP_002088180.1|DYAK
OG0007082	LOC120768134|XP_039950626.1|BTRY	LOC6526251|XP_002087373.1|DYAK
OG0007083	LOC120767583|XP_039949664.1|BTRY	LOC6527361|XP_002088453.1|DYAK
OG0007084	LOC120774380|XP_039959918.1|BTRY	LOC6524994|XP_002100834.2|DYAK
OG0007085	LOC120768915|XP_039951620.1|BTRY	LOC6526449|XP_002087568.1|DYAK
OG0007086	LOC120769254|XP_039952090.1|BTRY	LOC6528921|XP_002089953.1|DYAK
OG0007087	LOC120769084|XP_039951878.1|BTRY	LOC6534187|XP_002094870.1|DYAK
OG0007088	LOC120769709|XP_039952782.1|BTRY	LOC6529820|XP_039228929.1|DYAK
OG0007089	LOC120768089|XP_039950561.1|BTRY	LOC6526348|XP_002087470.1|DYAK
OG0007090	LOC120767393|XP_039949343.1|BTRY	LOC6526551|XP_002087661.1|DYAK
OG0007091	LOC120768295|XP_039950858.1|BTRY	LOC6528935|XP_002089967.1|DYAK
OG0007092	LOC120769325|XP_039952217.1|BTRY	LOC6535463|XP_015047160.1|DYAK
OG0007093	LOC120777570|XP_039964908.1|BTRY	LOC6527886|XP_002088958.1|DYAK
OG0007094	LOC120772640|XP_039957298.1|BTRY	LOC6527885|XP_002088957.1|DYAK
OG0007095	LOC120768396|XP_039951003.1|BTRY	LOC6529710|XP_002090703.1|DYAK
OG0007096	LOC120768415|XP_039951030.1|BTRY	LOC6529761|XP_002090751.1|DYAK
OG0007097	LOC120767198|XP_039948933.1|BTRY	LOC6529255|XP_002090260.1|DYAK
OG0007098	LOC120767860|XP_039950103.1|BTRY	LOC6529259|XP_002090264.3|DYAK
OG0007099	LOC120778745|XP_039966656.1|BTRY	LOC6536901|XP_002097470.1|DYAK
OG0007100	LOC120769229|XP_039952060.1|BTRY	LOC6527060|XP_002088153.2|DYAK
OG0007101	LOC120767556|XP_039949621.1|BTRY	LOC6529525|XP_002090527.1|DYAK
OG0007102	LOC120769365|XP_039952260.1|BTRY	LOC6526261|XP_002087383.2|DYAK
OG0007103	LOC120768087|XP_039950558.1|BTRY	LOC6527915|XP_002088983.1|DYAK
OG0007104	LOC120781663|XP_039969817.1|BTRY	LOC6527223|XP_002088317.1|DYAK
OG0007105	LOC120767969|XP_039950311.1|BTRY	LOC6528038|XP_002089105.1|DYAK
OG0007106	LOC120768213|XP_039950717.1|BTRY	LOC6526339|XP_002087461.1|DYAK
OG0007107	LOC120767897|XP_039950168.1|BTRY	LOC6526493|XP_015053413.1|DYAK
OG0007108	LOC120769384|XP_039952288.1|BTRY	LOC6526858|XP_002087958.1|DYAK
OG0007109	LOC120769205|XP_039952034.1|BTRY	LOC6529642|XP_002090636.1|DYAK
OG0007110	LOC120768921|XP_039951630.1|BTRY	LOC6526664|XP_002087772.1|DYAK
OG0007111	LOC120767562|XP_039949632.1|BTRY	LOC6526935|XP_015053520.1|DYAK
OG0007112	LOC120767605|XP_039949688.1|BTRY	LOC6526300|XP_002087422.1|DYAK
OG0007113	LOC120766535|XP_039948040.1|BTRY	LOC6538614|XP_002099136.1|DYAK
OG0007114	LOC120767952|XP_039950273.1|BTRY	LOC6527339|XP_002088431.1|DYAK
OG0007115	LOC120767951|XP_039950271.1|BTRY	LOC6527411|XP_002088503.1|DYAK
OG0007116	LOC120767433|XP_039949424.1|BTRY	LOC6527629|XP_002088717.1|DYAK
OG0007117	LOC120769247|XP_039952083.1|BTRY	LOC6526395|XP_002087514.1|DYAK
OG0007118	LOC120767681|XP_039949799.1|BTRY	LOC6527271|XP_002088365.1|DYAK
OG0007119	LOC120774715|XP_039960392.1|BTRY	LOC6525384|XP_002101220.1|DYAK
OG0007120	LOC120776092|XP_039962507.1|BTRY	LOC6524188|XP_002100051.1|DYAK
OG0007121	LOC120774892|XP_039960694.1|BTRY	LOC6524752|XP_002100596.1|DYAK
OG0007122	LOC120774321|XP_039959796.1|BTRY	LOC6525184|XP_015046138.1|DYAK
OG0007123	LOC120773852|XP_039958924.1|BTRY	LOC6525182|XP_039227703.1|DYAK
OG0007124	LOC120776842|XP_039963802.1|BTRY	LOC6533916|XP_015050326.1|DYAK
OG0007125	LOC120779031|XP_039967086.1|BTRY	LOC6534009|XP_039229647.1|DYAK
OG0007126	LOC120776460|XP_039963061.1|BTRY	LOC6534459|XP_002095136.1|DYAK
OG0007127	LOC120777861|XP_039965344.1|BTRY	LOC6534817|XP_039229719.1|DYAK
OG0007128	LOC120777358|XP_039964560.1|BTRY	LOC6534007|XP_002094696.1|DYAK
OG0007129	LOC120777761|XP_039965198.1|BTRY	LOC6534008|XP_002094697.1|DYAK
OG0007130	LOC120777224|XP_039964339.1|BTRY	LOC6539413|XP_039230422.1|DYAK
OG0007131	LOC120778210|XP_039965901.1|BTRY	LOC6535128|XP_002095790.1|DYAK
OG0007132	LOC120778128|XP_039965766.1|BTRY	LOC6539340|XP_039230566.1|DYAK
OG0007133	LOC120777070|XP_039964131.1|BTRY	LOC6534436|XP_002095113.1|DYAK
OG0007134	LOC120776662|XP_039963466.1|BTRY	LOC6534569|XP_002095245.1|DYAK
OG0007135	LOC120777739|XP_039965164.1|BTRY	LOC6535105|XP_002095768.1|DYAK
OG0007136	LOC120776611|XP_039963334.1|BTRY	LOC6534885|XP_002095557.2|DYAK
OG0007137	LOC120773910|XP_039959029.1|BTRY	LOC6523848|XP_039233672.1|DYAK
OG0007138	LOC120773739|XP_039958732.1|BTRY	LOC6524245|XP_015045565.1|DYAK
OG0007139	LOC120775539|XP_039961695.1|BTRY	LOC6525161|XP_002100999.1|DYAK
OG0007140	LOC120775377|XP_039961472.1|BTRY	LOC6524423|XP_002100281.1|DYAK
OG0007141	LOC120776024|XP_039962404.1|BTRY	LOC6524403|XP_002100261.1|DYAK
OG0007142	LOC120776762|XP_039963659.1|BTRY	LOC6534906|XP_002095577.1|DYAK
OG0007143	LOC120766937|XP_039948620.1|BTRY	LOC6538012|XP_002098547.1|DYAK
OG0007144	LOC120779398|XP_039967533.1|BTRY	LOC6536300|XP_039231777.1|DYAK
OG0007145	LOC120782574|XP_039970852.1|BTRY	LOC6538706|XP_002099221.1|DYAK
OG0007146	LOC120782602|XP_039970903.1|BTRY	LOC6538418|XP_002098942.1|DYAK
OG0007147	LOC120775294|XP_039961344.1|BTRY	LOC6536858|XP_002097427.1|DYAK
OG0007148	LOC120774364|XP_039959884.1|BTRY	LOC6525415|XP_039233359.1|DYAK
OG0007149	LOC120772447|XP_039957001.1|BTRY	LOC6528480|XP_002089526.2|DYAK
OG0007150	LOC120778564|XP_039966361.1|BTRY	LOC26535990|XP_039230786.1|DYAK
OG0007151	LOC120777058|XP_039964105.1|BTRY	LOC6532550|XP_039229754.1|DYAK
OG0007152	LOC120775579|XP_039961750.1|BTRY	LOC6525142|XP_002100980.1|DYAK
OG0007153	LOC120774157|XP_039959501.1|BTRY	LOC6525146|XP_002100984.1|DYAK
OG0007154	LOC120771658|XP_039955706.1|BTRY	LOC6531704|XP_002092495.1|DYAK
OG0007155	LOC120772392|XP_039956916.1|BTRY	LOC6530495|XP_002091410.1|DYAK
OG0007156	LOC120775235|XP_039961252.1|BTRY	LOC6535854|XP_002096473.3|DYAK
OG0007157	LOC120773185|XP_039958074.1|BTRY	LOC6537524|XP_002098070.2|DYAK
OG0007158	LOC120776834|XP_039963789.1|BTRY	LOC6532776|XP_002093518.2|DYAK
OG0007159	LOC120774244|XP_039959643.1|BTRY	LOC6523898|XP_002099771.3|DYAK
OG0007160	LOC120775053|XP_039960971.1|BTRY	LOC6536640|XP_002097212.1|DYAK
OG0007161	LOC120775807|XP_039962089.1|BTRY	LOC6523779|XP_002099654.1|DYAK
OG0007162	LOC120773979|XP_039959166.1|BTRY	LOC6525099|XP_002100938.1|DYAK
OG0007163	LOC120779843|XP_039968141.1|BTRY	LOC6539035|XP_002099537.1|DYAK
OG0007164	LOC120766534|XP_039948039.1|BTRY	LOC6539034|XP_002099536.1|DYAK
OG0007165	LOC120775889|XP_039962204.1|BTRY	LOC6525555|XP_039229370.1|DYAK
OG0007166	LOC120774831|XP_039960576.1|BTRY	LOC6532711|XP_039230635.1|DYAK
OG0007167	LOC120775594|XP_039961764.1|BTRY	LOC6524860|XP_002100700.1|DYAK
OG0007168	LOC120774156|XP_039959500.1|BTRY	LOC6525145|XP_002100983.1|DYAK
OG0007169	LOC120774420|XP_039959982.1|BTRY	LOC6524436|XP_002100294.1|DYAK
OG0007170	LOC120773506|XP_039958392.1|BTRY	LOC6535274|XP_002095930.2|DYAK
OG0007171	LOC120775056|XP_039960970.1|BTRY	LOC6524531|XP_002100388.1|DYAK
OG0007172	LOC120773609|XP_039958543.1|BTRY	LOC6523905|XP_002099778.1|DYAK
OG0007173	LOC120773608|XP_039958542.1|BTRY	LOC6523908|XP_002099781.1|DYAK
OG0007174	LOC120766460|XP_039947923.1|BTRY	LOC6537794|XP_039231683.1|DYAK
OG0007175	LOC120778605|XP_039966411.1|BTRY	LOC6533917|XP_002094617.1|DYAK
OG0007176	LOC120773201|XP_039958076.1|BTRY	LOC6538551|XP_002099073.1|DYAK
OG0007177	LOC120766173|XP_039947460.1|BTRY	LOC6535413|XP_002096062.1|DYAK
OG0007178	LOC120766614|XP_039948156.1|BTRY	LOC6536264|XP_015047622.1|DYAK
OG0007179	LOC120766175|XP_039947462.1|BTRY	LOC6536083|XP_002096693.2|DYAK
OG0007180	LOC120766958|XP_039948682.1|BTRY	LOC6535410|XP_002096059.1|DYAK
OG0007181	LOC120774890|XP_039960688.1|BTRY	LOC6524393|XP_002100251.1|DYAK
OG0007182	LOC120782283|XP_039970419.1|BTRY	LOC6535717|XP_002096343.1|DYAK
OG0007183	LOC120782428|XP_039970614.1|BTRY	LOC6535719|XP_039232832.1|DYAK
OG0007184	LOC120782693|XP_039971026.1|BTRY	LOC6535715|XP_039231106.1|DYAK
OG0007185	LOC120767926|XP_039950221.1|BTRY	LOC6526829|XP_002087930.1|DYAK
OG0007186	LOC120769965|XP_039952975.1|BTRY	LOC6537064|XP_002097625.1|DYAK
OG0007187	LOC120775465|XP_039961593.1|BTRY	LOC6538438|XP_039232640.1|DYAK
OG0007188	LOC120769391|XP_039952296.1|BTRY	LOC6538639|XP_002099159.2|DYAK
OG0007189	LOC120766529|XP_039948036.1|BTRY	LOC6536377|XP_002096959.1|DYAK
OG0007190	LOC120766227|XP_039947537.1|BTRY	LOC6537411|XP_015048335.1|DYAK
OG0007191	LOC120776458|XP_039963057.1|BTRY	LOC6534317|XP_002094997.1|DYAK
OG0007192	LOC120773934|XP_039959070.1|BTRY	LOC6524635|XP_002100492.2|DYAK
OG0007193	LOC120773933|XP_039959068.1|BTRY	LOC6524636|XP_002100493.1|DYAK
OG0007194	LOC120773954|XP_039959116.1|BTRY	LOC6524161|XP_002100024.1|DYAK
OG0007195	LOC120766457|XP_039947915.1|BTRY	LOC6535332|XP_002095988.1|DYAK
OG0007196	LOC120774760|XP_039960457.1|BTRY	LOC6538278|XP_002098805.1|DYAK
OG0007197	LOC120777790|XP_039965251.1|BTRY	LOC6534103|XP_002094789.1|DYAK
OG0007198	LOC120766398|XP_039947779.1|BTRY	LOC6535714|XP_002096341.1|DYAK
OG0007199	LOC120782598|XP_039970887.1|BTRY	LOC6535529|XP_002096158.3|DYAK
OG0007200	LOC120768610|XP_039951315.1|BTRY	LOC6537391|XP_002097947.1|DYAK
OG0007201	LOC120777634|XP_039965020.1|BTRY	LOC6533880|XP_002094580.1|DYAK
OG0007202	LOC120776409|XP_039962967.1|BTRY	LOC6534450|XP_039230604.1|DYAK
OG0007203	LOC120777079|XP_039964142.1|BTRY	LOC6534451|XP_002095128.1|DYAK
OG0007204	LOC120775119|XP_039961071.1|BTRY	LOC6524924|XP_002100764.1|DYAK
OG0007205	LOC120778315|XP_039966043.1|BTRY	LOC6535035|XP_002095700.2|DYAK
OG0007206	LOC120768256|XP_039950787.1|BTRY	LOC6537419|XP_015048340.1|DYAK
OG0007207	LOC120779108|XP_039967226.1|BTRY	LOC6538554|XP_002099076.1|DYAK
OG0007208	LOC120779098|XP_039967203.1|BTRY	LOC6536379|XP_015047718.1|DYAK
OG0007209	LOC120779115|XP_039967240.1|BTRY	LOC6536380|XP_002096962.1|DYAK
OG0007210	LOC120779383|XP_039967517.1|BTRY	LOC6535709|XP_002096336.1|DYAK
OG0007211	LOC120782757|XP_039971145.1|BTRY	LOC6537416|XP_015048338.1|DYAK
OG0007212	LOC120766827|XP_039948473.1|BTRY	LOC6538830|XP_002099343.1|DYAK
OG0007213	LOC120772791|XP_039957508.1|BTRY	LOC26534614|XP_015051507.1|DYAK
OG0007214	LOC120777204|XP_039964312.1|BTRY	LOC6533682|XP_002094388.1|DYAK
