Orthogroup	BTRY.longest_only	BCOP.longest_only
OG0006106	LOC120777680|XP_039965080.1|BTRY	LOC119071898|XP_037032895.1|BCOP
OG0006107	LOC120770786|XP_039954299.1|BTRY	LOC119071551|XP_037032367.1|BCOP
OG0006108	LOC120773611|XP_039958545.1|BTRY	LOC119071583|XP_037032425.1|BCOP
OG0006109	LOC120776747|XP_039963634.1|BTRY	LOC119070641|XP_037030965.1|BCOP
OG0006110	LOC120778541|XP_039966323.1|BTRY	LOC119082016|XP_037047228.1|BCOP
OG0006111	LOC120773684|XP_039958649.1|BTRY	LOC119066396|XP_037024725.1|BCOP
OG0006112	LOC120771364|XP_039955257.1|BTRY	LOC119076938|XP_037039872.1|BCOP
OG0006113	LOC120776718|XP_039963550.1|BTRY	LOC119076933|XP_037039865.1|BCOP
OG0006114	LOC120776911|XP_039963919.1|BTRY	LOC119071894|XP_037032890.1|BCOP
OG0006115	LOC120770775|XP_039954291.1|BTRY	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP
OG0006116	LOC120771720|XP_039955807.1|BTRY	LOC119083477|XP_037049093.1|BCOP
OG0006117	LOC120770711|XP_039954225.1|BTRY	LOC119066416|XP_037024784.1|BCOP
OG0006118	LOC120770916|XP_039954544.1|BTRY	LOC119070999|XP_037031487.1|BCOP
OG0006119	LOC120772865|XP_039957628.1|BTRY	LOC119071804|XP_037032765.1|BCOP
OG0006120	LOC120773342|XP_039958090.1|BTRY	LOC119069086|XP_037028868.1|BCOP
OG0006121	LOC120778113|XP_039965750.1|BTRY	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP
OG0006122	LOC120782056|XP_039970142.1|BTRY	LOC119072876|XP_037034077.1|BCOP
OG0006123	LOC120770756|XP_039954275.1|BTRY	LOC119086011|XP_037052482.1|BCOP
OG0006124	LOC120781693|XP_039969847.1|BTRY	LOC119069553|XP_037029528.1|BCOP
OG0006125	LOC120776811|XP_039963744.1|BTRY	LOC119072491|XP_037033625.1|BCOP
OG0006126	LOC120779034|XP_039967089.1|BTRY	LOC119082157|XP_037047461.1|BCOP
OG0006127	LOC120777412|XP_039964646.1|BTRY	LOC119085386|XP_037051674.1|BCOP
OG0006128	LOC120779045|XP_039967116.1|BTRY	LOC119071089|XP_037031626.1|BCOP
OG0006129	LOC120777205|XP_039964315.1|BTRY	LOC119066839|XP_037025397.1|BCOP
OG0006130	LOC120777373|XP_039964594.1|BTRY	LOC119071397|XP_037032169.1|BCOP
OG0006131	LOC120777963|XP_039965516.1|BTRY	LOC119066622|XP_037025078.1|BCOP
OG0006132	LOC120779042|XP_039967102.1|BTRY	LOC119066626|XP_037025083.1|BCOP
OG0006133	LOC120777374|XP_039964596.1|BTRY	LOC119076571|XP_037039261.1|BCOP
OG0006134	LOC120779169|XP_039967332.1|BTRY	LOC119081718|XP_037046751.1|BCOP
OG0006135	LOC120779168|XP_039967329.1|BTRY	LOC119080940|XP_037045458.1|BCOP
OG0006136	LOC120778852|XP_039966814.1|BTRY	LOC119084891|XP_037050933.1|BCOP
OG0006137	LOC120778624|XP_039966442.1|BTRY	LOC119071326|XP_037032106.1|BCOP
OG0006138	LOC120772895|XP_039957704.1|BTRY	LOC119072972|XP_037034183.1|BCOP
OG0006139	LOC120770553|XP_039954058.1|BTRY	LOC119074258|XP_037036175.1|BCOP
OG0006141	LOC120771038|XP_039954768.1|BTRY	LOC119071402|XP_037032174.1|BCOP
OG0006142	LOC120777176|XP_039964269.1|BTRY	LOC119071239|XP_037031969.1|BCOP
OG0006143	LOC120778062|XP_039965677.1|BTRY	LOC119085468|XP_037051779.1|BCOP
OG0006144	LOC120776686|XP_039963498.1|BTRY	LOC119085466|XP_037051778.1|BCOP
OG0006145	LOC120778990|XP_039967025.1|BTRY	LOC119071674|XP_037032549.1|BCOP
OG0006146	LOC120768247|XP_039950772.1|BTRY	LOC119070075|XP_037030270.1|BCOP
OG0006147	LOC120782769|XP_039971168.1|BTRY	LOC119074491|XP_037036537.1|BCOP
OG0006148	LOC120778730|XP_039966626.1|BTRY	LOC119084009|XP_037049717.1|BCOP
OG0006149	LOC120777238|XP_039964363.1|BTRY	LOC119066200|XP_037024415.1|BCOP
OG0006150	LOC120777237|XP_039964362.1|BTRY	LOC119070755|XP_037031125.1|BCOP
OG0006151	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY	LOC119081044|XP_037045644.1|BCOP
OG0006152	LOC120780580|XP_039968775.1|BTRY, LOC120768032|XP_039950457.1|BTRY	LOC119069950|XP_037030072.1|BCOP
OG0006153	LOC120771087|XP_039954846.1|BTRY	LOC119074343|XP_037036331.1|BCOP
OG0006154	LOC120766596|XP_039948134.1|BTRY	LOC119078163|XP_037041533.1|BCOP, LOC119071214|XP_037032260.1|BCOP, LOC119070451|XP_037031082.1|BCOP, LOC119085979|XP_037052439.1|BCOP, LOC119068594|XP_037028143.1|BCOP, LOC119068785|XP_037028821.1|BCOP
OG0006155	LOC120782239|XP_039970340.1|BTRY	LOC119074710|XP_037036893.1|BCOP
OG0006156	LOC120766690|XP_039948270.1|BTRY	LOC119078045|XP_037041355.1|BCOP
OG0006158	LOC120777915|XP_039965433.1|BTRY	LOC119085441|XP_037051754.1|BCOP
OG0006159	LOC120771607|XP_039955622.1|BTRY	LOC119071269|XP_037032029.1|BCOP
OG0006160	LOC120771835|XP_039956010.1|BTRY	LOC119083107|XP_037048634.1|BCOP
OG0006161	LOC120772772|XP_039957479.1|BTRY	LOC119068982|XP_037028751.1|BCOP
OG0006162	LOC120779775|XP_039968087.1|BTRY	LOC119080070|XP_037044185.1|BCOP
OG0006165	LOC120779023|XP_039967079.1|BTRY	LOC119071010|XP_037031504.1|BCOP
OG0006181	LOC120778482|XP_039966237.1|BTRY	LOC119069285|XP_037029248.1|BCOP
OG0006182	LOC120782861|XP_039971333.1|BTRY	LOC119081766|XP_037046858.1|BCOP
OG0006183	LOC120766507|XP_039948002.1|BTRY	LOC119082406|XP_037047835.1|BCOP
OG0006184	LOC120767913|XP_039950209.1|BTRY	LOC119067784|XP_037026820.1|BCOP
OG0006185	LOC120780793|XP_039968977.1|BTRY	LOC119070379|XP_037030585.1|BCOP
OG0006186	LOC120774196|XP_039959571.1|BTRY	LOC119067769|XP_037026808.1|BCOP
OG0006187	LOC120779789|XP_039968100.1|BTRY	LOC119071096|XP_037031634.1|BCOP
OG0006188	LOC120773344|XP_039958093.1|BTRY	LOC119069504|XP_037029473.1|BCOP
OG0006189	LOC120773347|XP_039958101.1|BTRY	LOC119069514|XP_037029487.1|BCOP
OG0006190	LOC120775310|XP_039961379.1|BTRY	LOC119068366|XP_037027833.1|BCOP
OG0006191	LOC120773590|XP_039958522.1|BTRY	LOC119068643|XP_037028211.1|BCOP
OG0006192	LOC120774735|XP_039960422.1|BTRY	LOC119070404|XP_037030623.1|BCOP
OG0006194	LOC120773938|XP_039959084.1|BTRY, LOC120779884|XP_039968170.1|BTRY	LOC119068989|XP_037028756.1|BCOP
OG0006195	LOC120775419|XP_039961535.1|BTRY	LOC119068983|XP_037028748.1|BCOP
OG0006196	LOC120779617|XP_039967896.1|BTRY	LOC119078660|XP_037042205.1|BCOP
OG0006197	LOC120779527|XP_039967792.1|BTRY	LOC119075995|XP_037038465.1|BCOP
OG0006198	LOC120776057|XP_039962451.1|BTRY	LOC119068032|XP_037027290.1|BCOP
OG0006199	LOC120767076|XP_039948873.1|BTRY	LOC119068075|XP_037027376.1|BCOP
OG0006200	LOC120766781|XP_039948407.1|BTRY	LOC119080272|XP_037044433.1|BCOP
OG0006201	LOC120775038|XP_039960941.1|BTRY	LOC119068881|XP_037028617.1|BCOP
OG0006202	LOC120776186|XP_039962743.1|BTRY	LOC119068870|XP_037028604.1|BCOP
OG0006203	LOC120773973|XP_039959148.1|BTRY	LOC119068853|XP_037028569.1|BCOP
OG0006204	LOC120774526|XP_039960169.1|BTRY	LOC119078656|XP_037042149.1|BCOP
OG0006205	LOC120774519|XP_039960147.1|BTRY	LOC119072206|XP_037033274.1|BCOP
OG0006206	LOC120775329|XP_039961405.1|BTRY	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP
OG0006207	LOC120768242|XP_039950765.1|BTRY	LOC119070612|XP_037030932.1|BCOP
OG0006208	LOC120778264|XP_039965975.1|BTRY	LOC119070610|XP_037030927.1|BCOP
OG0006209	LOC120773920|XP_039959049.1|BTRY	LOC119084223|XP_037050020.1|BCOP
OG0006210	LOC120775670|XP_039961873.1|BTRY	LOC119069630|XP_037029624.1|BCOP
OG0006211	LOC120774005|XP_039959215.1|BTRY	LOC119069085|XP_037028863.1|BCOP
OG0006212	LOC120774003|XP_039959212.1|BTRY	LOC119069084|XP_037028862.1|BCOP
OG0006214	LOC120774709|XP_039960380.1|BTRY	LOC119067392|XP_037026217.1|BCOP
OG0006215	LOC120774793|XP_039960513.1|BTRY	LOC119068540|XP_037028051.1|BCOP
OG0006216	LOC120766845|XP_039948494.1|BTRY	LOC119076782|XP_037039638.1|BCOP
OG0006217	LOC120774397|XP_039959949.1|BTRY	LOC119068622|XP_037028181.1|BCOP
OG0006218	LOC120768918|XP_039951626.1|BTRY	LOC119068140|XP_037027495.1|BCOP
OG0006219	LOC120773440|XP_039958256.1|BTRY	LOC119068616|XP_037028171.1|BCOP
OG0006220	LOC120775746|XP_039962006.1|BTRY	LOC119068615|XP_037028170.1|BCOP
OG0006221	LOC120778244|XP_039965943.1|BTRY	LOC119068168|XP_037027545.1|BCOP
OG0006222	LOC120778263|XP_039965978.1|BTRY	LOC119076487|XP_037039167.1|BCOP
OG0006223	LOC120775683|XP_039961916.1|BTRY	LOC119068863|XP_037028595.1|BCOP
OG0006224	LOC120776180|XP_039962731.1|BTRY	LOC119067615|XP_037026603.1|BCOP
OG0006225	LOC120775407|XP_039961505.1|BTRY, LOC120773640|XP_039958582.1|BTRY	LOC119068410|XP_037027866.1|BCOP
OG0006226	LOC120774864|XP_039960627.1|BTRY	LOC119067545|XP_037026504.1|BCOP
OG0006227	LOC120774310|XP_039959775.1|BTRY	LOC119067383|XP_037026199.1|BCOP
OG0006228	LOC120771020|XP_039954730.1|BTRY	LOC119070283|XP_037030445.1|BCOP
OG0006229	LOC120781958|XP_039970052.1|BTRY	LOC119073784|XP_037035362.1|BCOP
OG0006230	LOC120773833|XP_039958888.1|BTRY	LOC119076567|XP_037039250.1|BCOP
OG0006231	LOC120774445|XP_039960021.1|BTRY	LOC119076646|XP_037039407.1|BCOP
OG0006232	LOC120773914|XP_039959042.1|BTRY	LOC119069890|XP_037029977.1|BCOP
OG0006233	LOC120774278|XP_039959703.1|BTRY	LOC119069898|XP_037030005.1|BCOP
OG0006234	LOC120775560|XP_039961719.1|BTRY	LOC119069647|XP_037029665.1|BCOP
OG0006235	LOC120775614|XP_039961793.1|BTRY	LOC119069644|XP_037029662.1|BCOP
OG0006237	LOC120775940|XP_039962284.1|BTRY	LOC119079507|XP_037043361.1|BCOP
OG0006238	LOC120774531|XP_039960177.1|BTRY	LOC119068867|XP_037028600.1|BCOP
OG0006239	LOC120775573|XP_039961739.1|BTRY	LOC119075610|XP_037037981.1|BCOP
OG0006240	LOC120779605|XP_039967890.1|BTRY	LOC119082509|XP_037047920.1|BCOP
OG0006241	LOC120775559|XP_039961717.1|BTRY	LOC119080229|XP_037044370.1|BCOP
OG0006242	LOC120774051|XP_039959287.1|BTRY	LOC119069584|XP_037029567.1|BCOP
OG0006243	LOC120782363|XP_039970535.1|BTRY	LOC119069488|XP_037029453.1|BCOP
OG0006244	LOC120782719|XP_039971075.1|BTRY	LOC119069041|XP_037028805.1|BCOP
OG0006245	LOC120768497|XP_039951157.1|BTRY	LOC119069773|XP_037029806.1|BCOP
OG0006246	LOC120774550|XP_039960214.1|BTRY	LOC119070316|XP_037030480.1|BCOP
OG0006248	LOC120776101|XP_039962524.1|BTRY	LOC119070593|XP_037030907.1|BCOP
OG0006249	LOC120774334|XP_039959824.1|BTRY	LOC119081469|XP_037046359.1|BCOP
OG0006250	LOC120774037|XP_039959271.1|BTRY	LOC119066524|XP_037024936.1|BCOP
OG0006251	LOC120766675|XP_039948249.1|BTRY	LOC119068202|XP_037027598.1|BCOP
OG0006252	LOC120782755|XP_039971139.1|BTRY	LOC119068195|XP_037027589.1|BCOP
OG0006253	LOC120773568|XP_039958472.1|BTRY	LOC119068746|XP_037028345.1|BCOP
OG0006254	LOC120775654|XP_039961847.1|BTRY	LOC119083084|XP_037048602.1|BCOP
OG0006255	LOC120766866|XP_039948530.1|BTRY	LOC119067443|XP_037026318.1|BCOP
OG0006256	LOC120775397|XP_039961491.1|BTRY	LOC119067618|XP_037026605.1|BCOP
OG0006257	LOC120775365|XP_039961461.1|BTRY	LOC119084249|XP_037050049.1|BCOP
OG0006258	LOC120773919|XP_039959048.1|BTRY	LOC119084215|XP_037050008.1|BCOP
OG0006259	LOC120782538|XP_039970802.1|BTRY	LOC119080412|XP_037044645.1|BCOP
OG0006260	LOC120774518|XP_039960146.1|BTRY	LOC119067767|XP_037026806.1|BCOP
OG0006261	LOC120767451|XP_039949451.1|BTRY	LOC119077126|XP_037040195.1|BCOP
OG0006262	LOC120773542|XP_039958433.1|BTRY	LOC119067763|XP_037026790.1|BCOP
OG0006263	LOC120775151|XP_039961121.1|BTRY	LOC119067770|XP_037026809.1|BCOP
OG0006264	LOC120775225|XP_039961226.1|BTRY	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP
OG0006265	LOC120772408|XP_039956938.1|BTRY	LOC119081884|XP_037047012.1|BCOP
OG0006266	LOC120775115|XP_039961067.1|BTRY	LOC119068726|XP_037028315.1|BCOP
OG0006267	LOC120774267|XP_039959676.1|BTRY	LOC119068503|XP_037028008.1|BCOP
OG0006268	LOC120774387|XP_039959931.1|BTRY	LOC119068029|XP_037027287.1|BCOP
OG0006269	LOC120782624|XP_039970926.1|BTRY	LOC119067492|XP_037026394.1|BCOP
OG0006270	LOC120774808|XP_039960539.1|BTRY	LOC119080351|XP_037044550.1|BCOP
OG0006271	LOC120777521|XP_039964828.1|BTRY	LOC119081194|XP_037045805.1|BCOP
OG0006272	LOC120773469|XP_039958317.1|BTRY	LOC119068973|XP_037028735.1|BCOP
OG0006273	LOC120775184|XP_039961173.1|BTRY	LOC119067318|XP_037026124.1|BCOP
OG0006274	LOC120775959|XP_039962305.1|BTRY	LOC119067400|XP_037026240.1|BCOP
OG0006275	LOC120775351|XP_039961443.1|BTRY	LOC119067653|XP_037026646.1|BCOP
OG0006276	LOC120779113|XP_039967230.1|BTRY	LOC119069195|XP_037029037.1|BCOP
OG0006277	LOC120772572|XP_039957200.1|BTRY	LOC119068276|XP_037027699.1|BCOP
OG0006278	LOC120773995|XP_039959198.1|BTRY	LOC119068411|XP_037027867.1|BCOP
OG0006279	LOC120776135|XP_039962603.1|BTRY	LOC119070335|XP_037030504.1|BCOP
OG0006280	LOC120781962|XP_039970066.1|BTRY	LOC119070329|XP_037030493.1|BCOP
OG0006281	LOC120781961|XP_039970064.1|BTRY	LOC119070328|XP_037030492.1|BCOP
OG0006282	LOC120775430|XP_039961548.1|BTRY	LOC119067433|XP_037026300.1|BCOP
OG0006283	LOC120782527|XP_039970772.1|BTRY	LOC119070380|XP_037030586.1|BCOP
OG0006284	LOC120774765|XP_039960459.1|BTRY	LOC119068384|XP_037027845.1|BCOP
OG0006285	LOC120775367|XP_039961851.1|BTRY	LOC119081571|XP_037046500.1|BCOP
OG0006286	LOC120766394|XP_039947773.1|BTRY	LOC119081570|XP_037046496.1|BCOP
OG0006287	LOC120775244|XP_039961258.1|BTRY	LOC119085725|XP_037052069.1|BCOP
OG0006288	LOC120766474|XP_039947950.1|BTRY	LOC119085724|XP_037052068.1|BCOP
OG0006289	LOC120779539|XP_039967821.1|BTRY	LOC119068629|XP_037028191.1|BCOP
OG0006290	LOC120775673|XP_039961897.1|BTRY	LOC119068630|XP_037028192.1|BCOP
OG0006291	LOC120769751|XP_039952846.1|BTRY	LOC119068620|XP_037028176.1|BCOP
OG0006292	LOC120774514|XP_039960141.1|BTRY	LOC119067710|XP_037026719.1|BCOP
OG0006293	LOC120776362|XP_039962871.1|BTRY	LOC119075201|XP_037037488.1|BCOP
OG0006294	LOC120775037|XP_039960938.1|BTRY	LOC119068636|XP_037028198.1|BCOP
OG0006295	LOC120775321|XP_039961395.1|BTRY	LOC119070617|XP_037030940.1|BCOP
OG0006296	LOC120774271|XP_039959687.1|BTRY	LOC119069629|XP_037029622.1|BCOP
OG0006297	LOC120773947|XP_039959098.1|BTRY	LOC119083356|XP_037048968.1|BCOP
OG0006298	LOC120775545|XP_039961704.1|BTRY	LOC119070548|XP_037030837.1|BCOP
OG0006299	LOC120774977|XP_039960807.1|BTRY	LOC119068856|XP_037028577.1|BCOP
OG0006300	LOC120773952|XP_039959112.1|BTRY	LOC119069877|XP_037029947.1|BCOP
OG0006301	LOC120775781|XP_039962052.1|BTRY	LOC119080579|XP_037044873.1|BCOP
OG0006302	LOC120774507|XP_039960123.1|BTRY	LOC119074800|XP_037036973.1|BCOP
OG0006303	LOC120770403|XP_039953771.1|BTRY	LOC119079438|XP_037043246.1|BCOP
OG0006304	LOC120769553|XP_039952537.1|BTRY	LOC119070576|XP_037030878.1|BCOP
OG0006305	LOC120774402|XP_039959959.1|BTRY	LOC119069638|XP_037029639.1|BCOP
OG0006306	LOC120780668|XP_039968859.1|BTRY	LOC119067080|XP_037025716.1|BCOP
OG0006307	LOC120766212|XP_039947515.1|BTRY	LOC119081772|XP_037046872.1|BCOP
OG0006308	LOC120775189|XP_039961177.1|BTRY	LOC119068626|XP_037028188.1|BCOP
OG0006309	LOC120773597|XP_039958526.1|BTRY	LOC119067301|XP_037026096.1|BCOP
OG0006310	LOC120773114|XP_039958044.1|BTRY	LOC119069841|XP_037029904.1|BCOP
OG0006311	LOC120775901|XP_039962226.1|BTRY, LOC120775900|XP_039962225.1|BTRY	LOC119083648|XP_037049319.1|BCOP
OG0006312	LOC120775903|XP_039962229.1|BTRY, LOC120775773|XP_039962039.1|BTRY, LOC120775902|XP_039962228.1|BTRY	LOC119083645|XP_037049305.1|BCOP
OG0006313	LOC120774937|XP_039960751.1|BTRY	LOC119068397|XP_037027851.1|BCOP
OG0006314	LOC120775718|XP_039961964.1|BTRY	LOC119070405|XP_037030625.1|BCOP
OG0006315	LOC120781821|XP_039969976.1|BTRY	LOC119067513|XP_037026422.1|BCOP
OG0006316	LOC120774393|XP_039959944.1|BTRY	LOC119070604|XP_037030918.1|BCOP
OG0006317	LOC120776086|XP_039962496.1|BTRY	LOC119070605|XP_037030919.1|BCOP
OG0006318	LOC120773882|XP_039958986.1|BTRY	LOC119068912|XP_037028668.1|BCOP
OG0006319	LOC120775930|XP_039962270.1|BTRY	LOC119068652|XP_037028223.1|BCOP
OG0006320	LOC120775128|XP_039961086.1|BTRY	LOC119069667|XP_037029678.1|BCOP
OG0006321	LOC120775394|XP_039961488.1|BTRY	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP
OG0006322	LOC120766894|XP_039948578.1|BTRY	LOC119069934|XP_037030055.1|BCOP
OG0006323	LOC120774995|XP_039960848.1|BTRY	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP
OG0006324	LOC120773858|XP_039958942.1|BTRY	LOC119067131|XP_037025810.1|BCOP
OG0006325	LOC120777315|XP_039964491.1|BTRY	LOC119070061|XP_037030250.1|BCOP
OG0006326	LOC120774470|XP_039960060.1|BTRY	LOC119084235|XP_037050029.1|BCOP
OG0006327	LOC120766266|XP_039947588.1|BTRY	LOC119068146|XP_037027510.1|BCOP
OG0006328	LOC120766862|XP_039948525.1|BTRY	LOC119069544|XP_037029514.1|BCOP
OG0006329	LOC120773844|XP_039958908.1|BTRY	LOC119067417|XP_037026271.1|BCOP
OG0006330	LOC120771711|XP_039955797.1|BTRY	LOC119070026|XP_037030206.1|BCOP
OG0006331	LOC120773513|XP_039958402.1|BTRY	LOC119069941|XP_037030061.1|BCOP
OG0006332	LOC120775514|XP_039961656.1|BTRY	LOC119069068|XP_037028839.1|BCOP
OG0006333	LOC120773785|XP_039958808.1|BTRY	LOC119068527|XP_037028032.1|BCOP
OG0006334	LOC120776134|XP_039962600.1|BTRY	LOC119080908|XP_037045411.1|BCOP
OG0006335	LOC120766187|XP_039947476.1|BTRY	LOC119067584|XP_037026574.1|BCOP
OG0006336	LOC120775008|XP_039960875.1|BTRY	LOC119069077|XP_037028849.1|BCOP
OG0006337	LOC120774444|XP_039960019.1|BTRY	LOC119067395|XP_037026218.1|BCOP
OG0006338	LOC120777508|XP_039964802.1|BTRY	LOC119069047|XP_037028812.1|BCOP
OG0006339	LOC120774989|XP_039960831.1|BTRY	LOC119067133|XP_037025816.1|BCOP
OG0006340	LOC120774396|XP_039959948.1|BTRY	LOC119067146|XP_037025839.1|BCOP
OG0006341	LOC120774199|XP_039959574.1|BTRY	LOC119067139|XP_037025832.1|BCOP
OG0006342	LOC120773900|XP_039959009.1|BTRY	LOC119067127|XP_037025796.1|BCOP
OG0006343	LOC120775209|XP_039961207.1|BTRY	LOC119067128|XP_037025805.1|BCOP
OG0006344	LOC120775644|XP_039961833.1|BTRY	LOC119067138|XP_037025830.1|BCOP
OG0006345	LOC120782587|XP_039970873.1|BTRY	LOC119068318|XP_037027764.1|BCOP
OG0006346	LOC120774392|XP_039959946.1|BTRY	LOC119068325|XP_037027776.1|BCOP
OG0006347	LOC120781355|XP_039969493.1|BTRY	LOC119068317|XP_037027761.1|BCOP
OG0006348	LOC120776067|XP_039962465.1|BTRY	LOC119071867|XP_037032823.1|BCOP
OG0006349	LOC120773515|XP_039958404.1|BTRY	LOC119067441|XP_037026311.1|BCOP
OG0006350	LOC120782723|XP_039971081.1|BTRY	LOC119068700|XP_037028286.1|BCOP
OG0006351	LOC120774338|XP_039959832.1|BTRY	LOC119070396|XP_037030610.1|BCOP
OG0006352	LOC120774300|XP_039959756.1|BTRY	LOC119082541|XP_037047949.1|BCOP
OG0006353	LOC120775306|XP_039961373.1|BTRY	LOC119081989|XP_037047208.1|BCOP
OG0006354	LOC120767667|XP_039949777.1|BTRY	LOC119080714|XP_037045089.1|BCOP
OG0006355	LOC120775046|XP_039960955.1|BTRY	LOC119070398|XP_037030614.1|BCOP
OG0006356	LOC120773346|XP_039958100.1|BTRY	LOC119084407|XP_037050272.1|BCOP
OG0006357	LOC120773588|XP_039958513.1|BTRY	LOC119068052|XP_037027317.1|BCOP
OG0006358	LOC120778594|XP_039966399.1|BTRY	LOC119070350|XP_037030532.1|BCOP
OG0006359	LOC120782410|XP_039970592.1|BTRY	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP
OG0006360	LOC120773843|XP_039958907.1|BTRY, LOC120774549|XP_039960213.1|BTRY	LOC119068396|XP_037027847.1|BCOP
OG0006362	LOC120774542|XP_039960203.1|BTRY	LOC119082186|XP_037047508.1|BCOP
OG0006363	LOC120776010|XP_039962387.1|BTRY	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP
OG0006364	LOC120775609|XP_039961783.1|BTRY	LOC119070074|XP_037030269.1|BCOP
OG0006365	LOC120775598|XP_039961771.1|BTRY	LOC119068965|XP_037028724.1|BCOP
OG0006366	LOC120776002|XP_039962368.1|BTRY	LOC119068959|XP_037028722.1|BCOP
OG0006367	LOC120774819|XP_039960559.1|BTRY	LOC119068549|XP_037028072.1|BCOP
OG0006368	LOC120773881|XP_039958988.1|BTRY	LOC119067745|XP_037026770.1|BCOP
OG0006369	LOC120766272|XP_039947606.1|BTRY	LOC119067738|XP_037026751.1|BCOP
OG0006370	LOC120774105|XP_039959396.1|BTRY	LOC119066993|XP_037025612.1|BCOP
OG0006371	LOC120780345|XP_039968574.1|BTRY	LOC119069324|XP_037029276.1|BCOP
OG0006372	LOC120781805|XP_039969962.1|BTRY	LOC119069319|XP_037029269.1|BCOP
OG0006373	LOC120775565|XP_039961725.1|BTRY	LOC119067684|XP_037026698.1|BCOP
OG0006374	LOC120774723|XP_039960408.1|BTRY	LOC119067669|XP_037026670.1|BCOP
OG0006375	LOC120773511|XP_039958396.1|BTRY	LOC119071516|XP_037032286.1|BCOP
OG0006376	LOC120773394|XP_039958178.1|BTRY	LOC119067612|XP_037026601.1|BCOP
OG0006377	LOC120775263|XP_039961282.1|BTRY	LOC119082725|XP_037048210.1|BCOP
OG0006378	LOC120766941|XP_039948625.1|BTRY	LOC119082747|XP_037048228.1|BCOP
OG0006379	LOC120775300|XP_039961354.1|BTRY	LOC119069624|XP_037029618.1|BCOP
OG0006380	LOC120773896|XP_039959006.1|BTRY	LOC119069610|XP_037029598.1|BCOP
OG0006381	LOC120775912|XP_039962238.1|BTRY	LOC119083233|XP_037048790.1|BCOP
OG0006382	LOC120774007|XP_039959221.1|BTRY	LOC119085586|XP_037051899.1|BCOP
OG0006383	LOC120773774|XP_039958791.1|BTRY	LOC119067801|XP_037026843.1|BCOP
OG0006384	LOC120775779|XP_039962049.1|BTRY	LOC119067804|XP_037026849.1|BCOP
OG0006385	LOC120782295|XP_039970434.1|BTRY	LOC119068285|XP_037027715.1|BCOP
OG0006386	LOC120782413|XP_039970596.1|BTRY	LOC119068281|XP_037027708.1|BCOP
OG0006387	LOC120766636|XP_039948188.1|BTRY	LOC119068284|XP_037027713.1|BCOP
OG0006388	LOC120776205|XP_039962774.1|BTRY	LOC119081602|XP_037046536.1|BCOP
OG0006389	LOC120776206|XP_039962775.1|BTRY	LOC119082345|XP_037047758.1|BCOP
OG0006390	LOC120769285|XP_039952143.1|BTRY	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP
OG0006391	LOC120766746|XP_039948350.1|BTRY	LOC119069708|XP_037029727.1|BCOP
OG0006392	LOC120774635|XP_039960293.1|BTRY, LOC120780420|XP_039968634.1|BTRY	LOC119068750|XP_037028365.1|BCOP
OG0006393	LOC120775953|XP_039962298.1|BTRY	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP
OG0006394	LOC120768287|XP_039950850.1|BTRY	LOC119068309|XP_037027745.1|BCOP
OG0006395	LOC120782730|XP_039971093.1|BTRY	LOC119069232|XP_037029167.1|BCOP
OG0006396	LOC120774152|XP_039959494.1|BTRY	LOC119075794|XP_037038256.1|BCOP
OG0006397	LOC120773993|XP_039959193.1|BTRY	LOC119067830|XP_037026898.1|BCOP
OG0006398	LOC120773743|XP_039958738.1|BTRY	LOC119074640|XP_037036811.1|BCOP
OG0006399	LOC120774477|XP_039960069.1|BTRY	LOC119079764|XP_037043742.1|BCOP
OG0006400	LOC120774476|XP_039960067.1|BTRY	LOC119067813|XP_037026861.1|BCOP
OG0006401	LOC120778262|XP_039965973.1|BTRY	LOC119071281|XP_037032042.1|BCOP
OG0006402	LOC120782178|XP_039970252.1|BTRY	LOC119069682|XP_037029697.1|BCOP
OG0006403	LOC120782489|XP_039970725.1|BTRY	LOC119069677|XP_037029691.1|BCOP
OG0006404	LOC120771718|XP_039955809.1|BTRY	LOC119068335|XP_037027788.1|BCOP
OG0006405	LOC120782781|XP_039971183.1|BTRY	LOC119068342|XP_037027792.1|BCOP
OG0006406	LOC120772931|XP_039957769.1|BTRY	LOC119068794|XP_037028452.1|BCOP
OG0006407	LOC120775102|XP_039961049.1|BTRY	LOC119069218|XP_037029090.1|BCOP
OG0006408	LOC120775847|XP_039962151.1|BTRY	LOC119068829|XP_037028493.1|BCOP
