Orthogroup	BTRY.longest_only	DSUB.longest_only
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC117893708|XP_034656285.1|DSUB
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC117903408|XP_034671298.1|DSUB
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC117897286|XP_034661914.1|DSUB
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC117897355|XP_034662026.1|DSUB
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC117890319|XP_034650995.1|DSUB
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC117900346|XP_034666583.1|DSUB
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC117898726|XP_034664235.1|DSUB
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC117896097|XP_034660039.1|DSUB
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC117894592|XP_034657633.1|DSUB
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC117899600|XP_034665614.1|DSUB
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC117897958|XP_034662951.1|DSUB
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC117894921|XP_034658116.1|DSUB
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC117894920|XP_034658115.1|DSUB
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC117895685|XP_034659404.1|DSUB
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC117895242|XP_034658644.1|DSUB
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC117895241|XP_034658641.1|DSUB
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC117894316|XP_034657178.1|DSUB
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC117898777|XP_034664304.1|DSUB
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC117898774|XP_034664298.1|DSUB
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC117897970|XP_034662972.1|DSUB
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC117897764|XP_034662700.1|DSUB
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC117896600|XP_034660924.1|DSUB
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC117898628|XP_034664081.1|DSUB
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC117900723|XP_034667082.1|DSUB
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC117903852|XP_034672208.1|DSUB
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC117903687|XP_034671916.1|DSUB
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC117898355|XP_034663579.1|DSUB
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC117898037|XP_034663075.1|DSUB
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC117903282|XP_034671093.1|DSUB
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC117896996|XP_034661447.1|DSUB
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC117898555|XP_034663931.1|DSUB
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC117896665|XP_034661003.1|DSUB
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC117896889|XP_034661310.1|DSUB
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC117897473|XP_034662215.1|DSUB
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC117895961|XP_034659807.1|DSUB
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC117896638|XP_034660976.1|DSUB
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC117896089|XP_034660018.1|DSUB
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC117897305|XP_034661947.1|DSUB
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC117899175|XP_034664927.1|DSUB
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC117903093|XP_034670792.1|DSUB
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC117902041|XP_034668996.1|DSUB
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC117894236|XP_034657044.1|DSUB
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC117894234|XP_034657042.1|DSUB
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC117898241|XP_034663377.1|DSUB
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC117899257|XP_034665035.1|DSUB
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC117897870|XP_034662835.1|DSUB
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC117896390|XP_034660585.1|DSUB
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC117897672|XP_034662565.1|DSUB
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC117892390|XP_034654497.1|DSUB
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC117896199|XP_034660213.1|DSUB
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC117903537|XP_034671616.1|DSUB
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC117893616|XP_034656213.1|DSUB
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC117898507|XP_034663850.1|DSUB
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC117897137|XP_034661699.1|DSUB
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC117897133|XP_034661692.1|DSUB
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC117894100|XP_034656866.1|DSUB
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC117901511|XP_034668173.1|DSUB
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC117897773|XP_034662713.1|DSUB
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC117903619|XP_034671766.1|DSUB
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC117895638|XP_034659296.1|DSUB
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC117898227|XP_034663353.1|DSUB
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC117897791|XP_034662732.1|DSUB
OG0007326	LOC120773680|XP_039958647.1|BTRY	LOC117898222|XP_034663345.1|DSUB
OG0007327	LOC120776926|XP_039963931.1|BTRY	LOC117894886|XP_034658059.1|DSUB
OG0007328	LOC120777838|XP_039965310.1|BTRY	LOC117898043|XP_034663093.1|DSUB
OG0007329	LOC120782356|XP_039970529.1|BTRY	LOC117898993|XP_034664627.1|DSUB
OG0007330	LOC120774980|XP_039960815.1|BTRY	LOC117891672|XP_034653138.1|DSUB
OG0007331	LOC120773626|XP_039958565.1|BTRY	LOC117899707|XP_034665851.1|DSUB
OG0007332	LOC120774100|XP_039959388.1|BTRY	LOC117898573|XP_034664099.1|DSUB
OG0007333	LOC120766637|XP_039948189.1|BTRY	LOC117896105|XP_034660049.1|DSUB
OG0007334	LOC120775851|XP_039962155.1|BTRY	LOC117900790|XP_034667161.1|DSUB
OG0007335	LOC120776749|XP_039963637.1|BTRY	LOC117893072|XP_034655378.1|DSUB
OG0007336	LOC120766500|XP_039947986.1|BTRY	LOC117903130|XP_034670853.1|DSUB
OG0007337	LOC120778029|XP_039965636.1|BTRY	LOC117893514|XP_034656045.1|DSUB
OG0007338	LOC120778967|XP_039966977.1|BTRY	LOC117893031|XP_034655281.1|DSUB
OG0007339	LOC120766813|XP_039948457.1|BTRY	LOC117899097|XP_034664765.1|DSUB
OG0007340	LOC120782591|XP_039970876.1|BTRY	LOC117899025|XP_034664676.1|DSUB
OG0007341	LOC120766957|XP_039948680.1|BTRY	LOC117897916|XP_034662887.1|DSUB
OG0007342	LOC120766480|XP_039947955.1|BTRY	LOC117898730|XP_034664241.1|DSUB
OG0007343	LOC120770681|XP_039954203.1|BTRY	LOC117897474|XP_034662216.1|DSUB
OG0007344	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY	LOC117901460|XP_034668105.1|DSUB
OG0007345	LOC120767067|XP_039948859.1|BTRY	LOC117896841|XP_034661255.1|DSUB
OG0007346	LOC120776574|XP_039963272.1|BTRY	LOC117894967|XP_034658192.1|DSUB
OG0007347	LOC120775016|XP_039960901.1|BTRY	LOC117903628|XP_034671791.1|DSUB
OG0007348	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY	LOC117903538|XP_034671619.1|DSUB
OG0007349	LOC120774645|XP_039960303.1|BTRY	LOC117903545|XP_034671630.1|DSUB
OG0007350	LOC120776191|XP_039962750.1|BTRY	LOC117903066|XP_034670723.1|DSUB
OG0007351	LOC120777369|XP_039964573.1|BTRY	LOC117893507|XP_034656035.1|DSUB
OG0007352	LOC120772794|XP_039957511.1|BTRY	LOC117890758|XP_034651710.1|DSUB
OG0007353	LOC120782817|XP_039971297.1|BTRY	LOC117896462|XP_034660686.1|DSUB
OG0007354	LOC120772158|XP_039956528.1|BTRY	LOC117903865|XP_034672246.1|DSUB
OG0007355	LOC120773768|XP_039958782.1|BTRY	LOC117899520|XP_034665463.1|DSUB
OG0007356	LOC120771571|XP_039955570.1|BTRY	LOC117890315|XP_034650993.1|DSUB
OG0007357	LOC120772068|XP_039956392.1|BTRY	LOC117899430|XP_034665320.1|DSUB
OG0007358	LOC120767221|XP_039948979.1|BTRY	LOC117896418|XP_034660626.1|DSUB
OG0007359	LOC120766203|XP_039947501.1|BTRY	LOC117899710|XP_034665811.1|DSUB
OG0007360	LOC120766287|XP_039947623.1|BTRY	LOC117899187|XP_034664940.1|DSUB
OG0007361	LOC120774185|XP_039959540.1|BTRY	LOC117903367|XP_034671221.1|DSUB
OG0007362	LOC120768063|XP_039950518.1|BTRY	LOC117902753|XP_034670233.1|DSUB
OG0007363	LOC120775879|XP_039962190.1|BTRY	LOC117900222|XP_034666401.1|DSUB
OG0007364	LOC120776153|XP_039962633.1|BTRY	LOC117900176|XP_034666316.1|DSUB
OG0007365	LOC120775113|XP_039961064.1|BTRY	LOC117897270|XP_034661891.1|DSUB
OG0007366	LOC120779375|XP_039967507.1|BTRY	LOC117898030|XP_034663058.1|DSUB
OG0007367	LOC120778998|XP_039967035.1|BTRY	LOC117893170|XP_034655539.1|DSUB
OG0007368	LOC120782599|XP_039970888.1|BTRY	LOC117898345|XP_034663568.1|DSUB
OG0007369	LOC120766810|XP_039948456.1|BTRY	LOC117896403|XP_034660607.1|DSUB
OG0007370	LOC120772347|XP_039956843.1|BTRY	LOC117892716|XP_034655027.1|DSUB
OG0007371	LOC120773488|XP_039958366.1|BTRY	LOC117897440|XP_034662171.1|DSUB
OG0007372	LOC120767032|XP_039948812.1|BTRY	LOC117898906|XP_034664486.1|DSUB
OG0007373	LOC120774472|XP_039960062.1|BTRY	LOC117891615|XP_034653046.1|DSUB
OG0007374	LOC120775887|XP_039962201.1|BTRY	LOC117890880|XP_034651867.1|DSUB
OG0007375	LOC120774072|XP_039959318.1|BTRY	LOC117903161|XP_034670891.1|DSUB
OG0007376	LOC120774346|XP_039959860.1|BTRY	LOC117903595|XP_034671722.1|DSUB
OG0007377	LOC120776109|XP_039962535.1|BTRY	LOC117898926|XP_034664529.1|DSUB
OG0007378	LOC120774777|XP_039960484.1|BTRY	LOC117890247|XP_034650888.1|DSUB
OG0007379	LOC120774029|XP_039959261.1|BTRY	LOC117889578|XP_034649874.1|DSUB
OG0007380	LOC120773627|XP_039958567.1|BTRY	LOC117896570|XP_034660865.1|DSUB
OG0007381	LOC120774949|XP_039960763.1|BTRY	LOC117897986|XP_034663003.1|DSUB
OG0007382	LOC120773505|XP_039958391.1|BTRY	LOC117893566|XP_034656130.1|DSUB
OG0007383	LOC120776117|XP_039962555.1|BTRY	LOC117900795|XP_034667172.1|DSUB
OG0007384	LOC120775921|XP_039962257.1|BTRY	LOC117903177|XP_034670913.1|DSUB
OG0007385	LOC120775002|XP_039960861.1|BTRY	LOC117895186|XP_034658558.1|DSUB
OG0007386	LOC120775316|XP_039961386.1|BTRY	LOC117890558|XP_034651384.1|DSUB
OG0007387	LOC120774965|XP_039960788.1|BTRY	LOC117902086|XP_034669073.1|DSUB
OG0007388	LOC120774405|XP_039959961.1|BTRY	LOC117903449|XP_034671373.1|DSUB
OG0007389	LOC120768350|XP_039950937.1|BTRY	LOC117902467|XP_034669764.1|DSUB
OG0007390	LOC120774986|XP_039960828.1|BTRY	LOC117897543|XP_034662363.1|DSUB
OG0007391	LOC120766801|XP_039948439.1|BTRY	LOC117899581|XP_034665588.1|DSUB
OG0007392	LOC120775041|XP_039960950.1|BTRY	LOC117897691|XP_034662605.1|DSUB
OG0007393	LOC120780248|XP_039968444.1|BTRY	LOC117898820|XP_034664373.1|DSUB
OG0007394	LOC120774077|XP_039959329.1|BTRY	LOC117903749|XP_034672042.1|DSUB
OG0007395	LOC120773932|XP_039959065.1|BTRY	LOC117903800|XP_034672122.1|DSUB
OG0007396	LOC120766955|XP_039948678.1|BTRY	LOC117897915|XP_034662886.1|DSUB
OG0007397	LOC120768504|XP_039951162.1|BTRY	LOC117901451|XP_034668087.1|DSUB
OG0007398	LOC120772121|XP_039956466.1|BTRY	LOC117890883|XP_034651866.1|DSUB
OG0007399	LOC120773840|XP_039958903.1|BTRY	LOC117898872|XP_034664448.1|DSUB
OG0007400	LOC120773790|XP_039958819.1|BTRY	LOC117903495|XP_034671466.1|DSUB
OG0007401	LOC120775174|XP_039961160.1|BTRY	LOC117903788|XP_034672107.1|DSUB
OG0007402	LOC120781020|XP_039969146.1|BTRY	LOC117896364|XP_034660531.1|DSUB
OG0007403	LOC120766243|XP_039947597.1|BTRY	LOC117896791|XP_034661179.1|DSUB, LOC117899557|XP_034665536.1|DSUB
OG0007404	LOC120780863|XP_039969033.1|BTRY	LOC117898761|XP_034664283.1|DSUB
OG0007405	LOC120778396|XP_039966118.1|BTRY	LOC117896007|XP_034659895.1|DSUB
OG0007406	LOC120782818|XP_039971265.1|BTRY	LOC117898954|XP_034664583.1|DSUB
OG0007407	LOC120767627|XP_039949719.1|BTRY	LOC117902647|XP_034670063.1|DSUB
OG0007408	LOC120778483|XP_039966234.1|BTRY	LOC117892934|XP_034655143.1|DSUB
OG0007409	LOC120769182|XP_039952001.1|BTRY	LOC117901345|XP_034667947.1|DSUB
OG0007410	LOC120774424|XP_039959991.1|BTRY	LOC117903688|XP_034671918.1|DSUB
OG0007411	LOC120773423|XP_039958230.1|BTRY	LOC117903047|XP_034670677.1|DSUB
OG0007412	LOC120774546|XP_039960211.1|BTRY	LOC117898967|XP_034664638.1|DSUB
OG0007413	LOC120770102|XP_039953206.1|BTRY	LOC117890487|XP_034651266.1|DSUB
OG0007414	LOC120774888|XP_039960684.1|BTRY	LOC117902412|XP_034669645.1|DSUB
OG0007415	LOC120774430|XP_039960002.1|BTRY	LOC117899069|XP_034664730.1|DSUB
OG0007416	LOC120774640|XP_039960298.1|BTRY	LOC117903146|XP_034670876.1|DSUB
OG0007417	LOC120775860|XP_039962164.1|BTRY	LOC117899125|XP_034664812.1|DSUB
OG0007418	LOC120774213|XP_039959600.1|BTRY	LOC117892252|XP_034654254.1|DSUB
OG0007419	LOC120782320|XP_039970475.1|BTRY	LOC117898201|XP_034663312.1|DSUB
OG0007420	LOC120770236|XP_039953460.1|BTRY	LOC117890776|XP_034651737.1|DSUB
OG0007421	LOC120775824|XP_039962114.1|BTRY	LOC117903569|XP_034671667.1|DSUB
OG0007422	LOC120774419|XP_039959980.1|BTRY	LOC117900420|XP_034666676.1|DSUB
OG0007423	LOC120775361|XP_039961454.1|BTRY	LOC117903401|XP_034671287.1|DSUB
OG0007424	LOC120778993|XP_039967028.1|BTRY	LOC117895514|XP_034659110.1|DSUB
OG0007425	LOC120777250|XP_039964378.1|BTRY	LOC117893839|XP_034656495.1|DSUB
OG0007426	LOC120774398|XP_039959950.1|BTRY	LOC117889619|XP_034649944.1|DSUB
OG0007427	LOC120774843|XP_039960593.1|BTRY	LOC117903727|XP_034671970.1|DSUB
OG0007428	LOC120773443|XP_039958259.1|BTRY	LOC117903624|XP_034671773.1|DSUB
OG0007429	LOC120772837|XP_039957580.1|BTRY	LOC117891369|XP_034652697.1|DSUB
OG0007430	LOC120778171|XP_039965841.1|BTRY	LOC117895289|XP_034658725.1|DSUB
OG0007431	LOC120769422|XP_039952338.1|BTRY	LOC117900731|XP_034667096.1|DSUB
OG0007432	LOC120777240|XP_039964366.1|BTRY	LOC117895617|XP_034659258.1|DSUB
OG0007433	LOC120778759|XP_039966671.1|BTRY	LOC117894399|XP_034657301.1|DSUB
OG0007434	LOC120777668|XP_039965059.1|BTRY	LOC117895478|XP_034659046.1|DSUB
OG0007435	LOC120777967|XP_039965520.1|BTRY	LOC117895072|XP_034658349.1|DSUB
OG0007436	LOC120776464|XP_039963065.1|BTRY	LOC117895214|XP_034658596.1|DSUB
OG0007437	LOC120777395|XP_039964625.1|BTRY	LOC117894162|XP_034656954.1|DSUB
OG0007438	LOC120777411|XP_039964644.1|BTRY	LOC117894971|XP_034658198.1|DSUB
OG0007439	LOC120774009|XP_039959222.1|BTRY	LOC117903149|XP_034670877.1|DSUB
OG0007440	LOC120773679|XP_039958644.1|BTRY	LOC117903773|XP_034672081.1|DSUB
OG0007441	LOC120772822|XP_039957553.1|BTRY	LOC117891752|XP_034653255.1|DSUB
OG0007442	LOC120770219|XP_039953432.1|BTRY	LOC117897349|XP_034662020.1|DSUB
OG0007443	LOC120770560|XP_039954073.1|BTRY	LOC117891214|XP_034652447.1|DSUB
OG0007444	LOC120772543|XP_039957157.1|BTRY	LOC117891915|XP_034653629.1|DSUB
OG0007445	LOC120772541|XP_039957156.1|BTRY	LOC117891913|XP_034653627.1|DSUB
OG0007446	LOC120767541|XP_039949579.1|BTRY	LOC117900562|XP_034666861.1|DSUB
OG0007447	LOC120772499|XP_039957079.1|BTRY	LOC117900492|XP_034666774.1|DSUB
OG0007448	LOC120771692|XP_039955761.1|BTRY	LOC117890360|XP_034651045.1|DSUB
OG0007449	LOC120778678|XP_039966546.1|BTRY	LOC117895035|XP_034658299.1|DSUB
OG0007450	LOC120777666|XP_039965056.1|BTRY	LOC117900111|XP_034666226.1|DSUB
OG0007451	LOC120777991|XP_039965572.1|BTRY	LOC117895825|XP_034659653.1|DSUB
OG0007452	LOC120777074|XP_039964136.1|BTRY	LOC117895823|XP_034659651.1|DSUB
OG0007453	LOC120777259|XP_039964392.1|BTRY	LOC117895413|XP_034658936.1|DSUB
OG0007454	LOC120776623|XP_039963354.1|BTRY	LOC117895654|XP_034659357.1|DSUB
OG0007455	LOC120770222|XP_039953436.1|BTRY	LOC117890914|XP_034651920.1|DSUB
OG0007456	LOC120775561|XP_039961720.1|BTRY	LOC117889595|XP_034649896.1|DSUB
OG0007457	LOC120776792|XP_039963712.1|BTRY	LOC117894698|XP_034657769.1|DSUB
OG0007458	LOC120769462|XP_039952408.1|BTRY	LOC117900655|XP_034666980.1|DSUB
OG0007459	LOC120766863|XP_039948528.1|BTRY	LOC117897521|XP_034662328.1|DSUB
OG0007460	LOC120770359|XP_039953704.1|BTRY	LOC117892226|XP_034654220.1|DSUB
OG0007461	LOC120776419|XP_039962991.1|BTRY	LOC117894744|XP_034657837.1|DSUB
OG0007462	LOC120776431|XP_039963018.1|BTRY	LOC117894767|XP_034657876.1|DSUB
OG0007463	LOC120776421|XP_039962995.1|BTRY	LOC117894780|XP_034657896.1|DSUB
OG0007464	LOC120776420|XP_039962992.1|BTRY	LOC117894746|XP_034657848.1|DSUB
OG0007465	LOC120778617|XP_039966429.1|BTRY	LOC117895744|XP_034659503.1|DSUB
OG0007466	LOC120772518|XP_039957100.1|BTRY	LOC117892423|XP_034654546.1|DSUB
OG0007467	LOC120771098|XP_039954866.1|BTRY	LOC117892330|XP_034654374.1|DSUB
OG0007468	LOC120770070|XP_039953133.1|BTRY	LOC117892128|XP_034654050.1|DSUB
OG0007469	LOC120777711|XP_039965123.1|BTRY	LOC117895887|XP_034659782.1|DSUB
OG0007470	LOC120776734|XP_039963596.1|BTRY	LOC117902598|XP_034669997.1|DSUB
OG0007471	LOC120771380|XP_039955281.1|BTRY	LOC117889953|XP_034650399.1|DSUB
OG0007472	LOC120775693|XP_039961937.1|BTRY	LOC117901294|XP_034667883.1|DSUB
OG0007473	LOC120778941|XP_039966933.1|BTRY	LOC117894695|XP_034657767.1|DSUB
OG0007474	LOC120771612|XP_039955630.1|BTRY	LOC117890006|XP_034650487.1|DSUB
OG0007475	LOC120777766|XP_039965207.1|BTRY	LOC117893748|XP_034656375.1|DSUB
OG0007476	LOC120774167|XP_039959521.1|BTRY	LOC117903117|XP_034670835.1|DSUB
OG0007477	LOC120776097|XP_039962513.1|BTRY	LOC117903102|XP_034670806.1|DSUB
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC117901183|XP_034667727.1|DSUB
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC117891924|XP_034653650.1|DSUB
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC117897962|XP_034662961.1|DSUB
OG0007481	LOC120778563|XP_039966360.1|BTRY	LOC117895730|XP_034659476.1|DSUB
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC117902811|XP_034670326.1|DSUB
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC117890126|XP_034650699.1|DSUB
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC117903539|XP_034671617.1|DSUB
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC117903074|XP_034670750.1|DSUB
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC117903216|XP_034671008.1|DSUB
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC117902933|XP_034670427.1|DSUB
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC117894246|XP_034657076.1|DSUB
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC117899098|XP_034664767.1|DSUB
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC117893092|XP_034655414.1|DSUB
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC117902202|XP_034669392.1|DSUB
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC117891930|XP_034653656.1|DSUB
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC117899092|XP_034664763.1|DSUB
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC117901472|XP_034668126.1|DSUB
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC117903454|XP_034671380.1|DSUB
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC117894117|XP_034656887.1|DSUB
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC117895447|XP_034659005.1|DSUB
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC117894870|XP_034658021.1|DSUB
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC117893527|XP_034656061.1|DSUB
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC117895773|XP_034659560.1|DSUB
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC117895349|XP_034658821.1|DSUB
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC117892595|XP_034654824.1|DSUB
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC117901103|XP_034667625.1|DSUB
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC117895217|XP_034658600.1|DSUB
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC117895738|XP_034659496.1|DSUB
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC117895740|XP_034659498.1|DSUB
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC117900437|XP_034666697.1|DSUB
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC117901638|XP_034668359.1|DSUB
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC117902241|XP_034669377.1|DSUB
OG0007511	LOC120769066|XP_039951857.1|BTRY	LOC117901887|XP_034668740.1|DSUB
OG0007512	LOC120768358|XP_039950950.1|BTRY	LOC117896723|XP_034661076.1|DSUB
OG0007513	LOC120767610|XP_039949697.1|BTRY	LOC117902483|XP_034669785.1|DSUB
OG0007514	LOC120779058|XP_039967126.1|BTRY	LOC117893551|XP_034656092.1|DSUB
OG0007515	LOC120769653|XP_039952692.1|BTRY	LOC117900239|XP_034666419.1|DSUB
OG0007516	LOC120768241|XP_039950764.1|BTRY	LOC117900095|XP_034666206.1|DSUB
OG0007517	LOC120778671|XP_039966538.1|BTRY	LOC117894245|XP_034657075.1|DSUB
OG0007518	LOC120771095|XP_039954862.1|BTRY	LOC117890364|XP_034651048.1|DSUB
OG0007520	LOC120773379|XP_039958139.1|BTRY	LOC117900558|XP_034666859.1|DSUB
OG0007521	LOC120774227|XP_039959619.1|BTRY	LOC117903119|XP_034670837.1|DSUB
OG0007522	LOC120776107|XP_039962532.1|BTRY	LOC117897748|XP_034662682.1|DSUB
OG0007523	LOC120772943|XP_039957779.1|BTRY	LOC117892188|XP_034654166.1|DSUB
OG0007524	LOC120769181|XP_039952000.1|BTRY	LOC117902431|XP_034669694.1|DSUB
OG0007525	LOC120767876|XP_039950135.1|BTRY	LOC117901521|XP_034668189.1|DSUB
OG0007526	LOC120782798|XP_039971209.1|BTRY	LOC117897534|XP_034662346.1|DSUB
OG0007527	LOC120777712|XP_039965124.1|BTRY	LOC117895134|XP_034658445.1|DSUB
OG0007528	LOC120770309|XP_039953613.1|BTRY	LOC117891455|XP_034652828.1|DSUB
OG0007529	LOC120772954|XP_039957790.1|BTRY	LOC117892227|XP_034654221.1|DSUB
OG0007530	LOC120773982|XP_039959172.1|BTRY	LOC117898622|XP_034664069.1|DSUB
OG0007531	LOC120771773|XP_039955897.1|BTRY	LOC117891760|XP_034653266.1|DSUB
OG0007532	LOC120771446|XP_039955385.1|BTRY	LOC117891745|XP_034653241.1|DSUB
OG0007533	LOC120779206|XP_039967413.1|BTRY, LOC120777747|XP_039965174.1|BTRY	LOC117893130|XP_034655471.1|DSUB
OG0007534	LOC120777532|XP_039964849.1|BTRY	LOC117894601|XP_034657641.1|DSUB
OG0007535	LOC120777744|XP_039965171.1|BTRY	LOC117894982|XP_034658217.1|DSUB
OG0007536	LOC120782557|XP_039970821.1|BTRY	LOC117896243|XP_034660291.1|DSUB
OG0007537	LOC120778707|XP_039966602.1|BTRY	LOC117894979|XP_034658210.1|DSUB
OG0007538	LOC120776455|XP_039963048.1|BTRY	LOC117894981|XP_034658212.1|DSUB
OG0007539	LOC120780699|XP_039968894.1|BTRY	LOC117900256|XP_034666446.1|DSUB
OG0007540	LOC120768044|XP_039950489.1|BTRY	LOC117898385|XP_034663631.1|DSUB
OG0007541	LOC120771803|XP_039955939.1|BTRY	LOC117892478|XP_034654623.1|DSUB
OG0007542	LOC120771503|XP_039955490.1|BTRY	LOC117890111|XP_034650671.1|DSUB
OG0007543	LOC120779468|XP_039967665.1|BTRY	LOC117902970|XP_034670515.1|DSUB
OG0007544	LOC120776687|XP_039963499.1|BTRY	LOC117894238|XP_034657049.1|DSUB
OG0007545	LOC120773348|XP_039958102.1|BTRY	LOC117902319|XP_034669498.1|DSUB
OG0007546	LOC120782609|XP_039970914.1|BTRY	LOC117898748|XP_034664260.1|DSUB
OG0007547	LOC120771770|XP_039955895.1|BTRY	LOC117890513|XP_034651307.1|DSUB
OG0007548	LOC120776771|XP_039963671.1|BTRY	LOC117895691|XP_034659425.1|DSUB
OG0007549	LOC120777366|XP_039964568.1|BTRY	LOC117895688|XP_034659412.1|DSUB
OG0007550	LOC120776744|XP_039963622.1|BTRY	LOC117893617|XP_034656184.1|DSUB
OG0007551	LOC120771187|XP_039955012.1|BTRY	LOC117890974|XP_034652002.1|DSUB
OG0007552	LOC120769552|XP_039952534.1|BTRY	LOC117900822|XP_034667220.1|DSUB
OG0007553	LOC120769082|XP_039951876.1|BTRY	LOC117900031|XP_034666109.1|DSUB
