Orthogroup	BTRY.longest_only	DMIR.longest_only
OG0009357	LOC120768492|XP_039951142.1|BTRY	LOC108162924|XP_017153395.1|DMIR
OG0009358	LOC120768302|XP_039950866.1|BTRY	LOC108162421|XP_017152638.1|DMIR
OG0009359	LOC120768416|XP_039951031.1|BTRY, LOC120769339|XP_039952229.1|BTRY	LOC108162420|XP_017152637.1|DMIR
OG0009360	LOC120769812|XP_039952954.1|BTRY	LOC108163106|XP_017153689.2|DMIR
OG0009361	LOC120769813|XP_039952955.1|BTRY	LOC108164126|XP_017155213.1|DMIR
OG0009362	LOC120767622|XP_039949713.1|BTRY	LOC108163548|XP_017154398.1|DMIR
OG0009363	LOC120767320|XP_039949188.1|BTRY	LOC108161968|XP_017151916.2|DMIR
OG0009364	LOC120769135|XP_039951941.1|BTRY	LOC108163721|XP_017154660.1|DMIR
OG0009365	LOC120768281|XP_039950815.1|BTRY	LOC108162034|XP_017152041.1|DMIR
OG0009366	LOC120769065|XP_039951855.1|BTRY	LOC108162523|XP_017152793.1|DMIR
OG0009367	LOC120768128|XP_039950616.1|BTRY	LOC108161501|XP_017151266.1|DMIR
OG0009368	LOC120767286|XP_039949096.1|BTRY	LOC108162561|XP_017152847.1|DMIR
OG0009369	LOC120769820|XP_039952962.1|BTRY	LOC108162275|XP_017152422.2|DMIR
OG0009370	LOC120769178|XP_039951998.1|BTRY	LOC108161383|XP_017151120.1|DMIR
OG0009371	LOC120768133|XP_039950625.1|BTRY	LOC108161395|XP_017151132.1|DMIR
OG0009372	LOC120769534|XP_039952509.1|BTRY	LOC108162587|XP_017152892.1|DMIR
OG0009373	LOC120768280|XP_039950814.1|BTRY	LOC108163890|XP_017154898.1|DMIR
OG0009374	LOC120767896|XP_039950167.1|BTRY	LOC108162724|XP_017153081.1|DMIR
OG0009376	LOC120769002|XP_039951776.1|BTRY	LOC108162268|XP_033249623.1|DMIR
OG0009377	LOC120769456|XP_039952396.1|BTRY	LOC108163779|XP_017154747.1|DMIR
OG0009378	LOC120767674|XP_039949782.1|BTRY	LOC108161789|XP_017151627.1|DMIR
OG0009379	LOC120769296|XP_039952159.1|BTRY	LOC108163314|XP_017154027.1|DMIR
OG0009380	LOC120768352|XP_039950941.1|BTRY	LOC117189013|XP_033249755.1|DMIR
OG0009381	LOC120769543|XP_039952522.1|BTRY	LOC108163248|XP_017153903.1|DMIR
OG0009382	LOC120769744|XP_039952835.1|BTRY	LOC108161419|XP_017151164.1|DMIR
OG0009383	LOC120775413|XP_039961515.1|BTRY, LOC120767580|XP_039949659.1|BTRY	LOC108161354|XP_017151086.1|DMIR
OG0009384	LOC120767978|XP_039950323.1|BTRY	LOC108162218|XP_017152324.2|DMIR
OG0009385	LOC120768106|XP_039950586.1|BTRY	LOC108162220|XP_017152329.1|DMIR
OG0009386	LOC120769114|XP_039951910.1|BTRY	LOC108162632|XP_033248437.1|DMIR
OG0009387	LOC120770510|XP_039953979.1|BTRY	LOC117187992|XP_033246960.1|DMIR, LOC117191400|XP_033252171.1|DMIR, LOC108160105|XP_017149384.2|DMIR
OG0009388	LOC120772268|XP_039956705.1|BTRY	LOC108160871|XP_017150622.2|DMIR, LOC117188120|XP_033247359.1|DMIR
OG0009389	LOC120770541|XP_039954030.1|BTRY	LOC117192938|XP_033253558.1|DMIR, LOC108160675|XP_017150310.1|DMIR
OG0009390	LOC120771794|XP_039955926.1|BTRY	LOC108159729|XP_017148750.2|DMIR, LOC117187882|XP_033246672.1|DMIR
OG0009391	LOC120772898|XP_039957711.1|BTRY, LOC120772896|XP_039957706.1|BTRY, LOC120772897|XP_039957707.1|BTRY	LOC108162282|XP_017152430.2|DMIR
OG0009392	LOC120772088|XP_039956421.1|BTRY	LOC108160822|XP_017150541.1|DMIR
OG0009393	LOC120771876|XP_039956064.1|BTRY, LOC120772976|XP_039957822.1|BTRY, LOC120773092|XP_039957995.1|BTRY	LOC108157613|XP_033245428.1|DMIR
OG0009394	LOC120771903|XP_039956117.1|BTRY	LOC117195099|XP_033255644.1|DMIR, LOC108158216|XP_017145928.1|DMIR
OG0009395	LOC120773107|XP_039958016.1|BTRY	LOC108158569|XP_017146493.1|DMIR
OG0009396	LOC120773109|XP_039958023.1|BTRY	LOC108158310|XP_017146038.1|DMIR
OG0009397	LOC120771562|XP_039955559.1|BTRY	LOC108160723|XP_017150389.1|DMIR
OG0009398	LOC120772842|XP_039957588.1|BTRY	LOC117190535|XP_033251478.1|DMIR, LOC108159134|XP_017147617.1|DMIR
OG0009399	LOC120773127|XP_039958057.1|BTRY	LOC117192885|XP_033253522.1|DMIR, LOC108158902|XP_017147179.1|DMIR
OG0009400	LOC120770267|XP_039953515.1|BTRY	LOC108160902|XP_017150663.1|DMIR, LOC117193507|XP_033254145.1|DMIR
OG0009401	LOC120771873|XP_039956061.1|BTRY	LOC108161636|XP_033248589.1|DMIR
OG0009402	LOC120770401|XP_039953769.1|BTRY	LOC108154132|XP_017139755.1|DMIR
OG0009403	LOC120772165|XP_039956539.1|BTRY, LOC120772214|XP_039956628.1|BTRY	LOC108159149|XP_017147635.1|DMIR
OG0009404	LOC120770349|XP_039953685.1|BTRY	LOC108160389|XP_017149864.1|DMIR
OG0009405	LOC120772512|XP_039957092.1|BTRY	LOC117187828|XP_033246581.1|DMIR, LOC108158036|XP_033253718.1|DMIR
OG0009406	LOC120772649|XP_039957309.1|BTRY	LOC108158400|XP_017146147.1|DMIR
OG0009407	LOC120772698|XP_039957372.1|BTRY	LOC108159278|XP_017147928.1|DMIR
OG0009408	LOC120770362|XP_039953707.1|BTRY	LOC117188517|XP_033248408.1|DMIR, LOC108159649|XP_017148604.2|DMIR
OG0009409	LOC120770048|XP_039953100.1|BTRY	LOC108158415|XP_017146171.1|DMIR
OG0009410	LOC120770157|XP_039953287.1|BTRY	LOC108160192|XP_017149515.1|DMIR
OG0009411	LOC120771889|XP_039956084.1|BTRY	LOC108159090|XP_017147535.1|DMIR, LOC117185698|XP_033251802.1|DMIR
OG0009412	LOC120772675|XP_039957346.1|BTRY	LOC117185843|XP_033253109.1|DMIR, LOC108158528|XP_017146400.1|DMIR
OG0009413	LOC120772747|XP_039957442.1|BTRY	LOC117190921|XP_033251814.1|DMIR, LOC108158309|XP_017146037.1|DMIR
OG0009414	LOC120771425|XP_039955347.1|BTRY	LOC108160682|XP_017150322.1|DMIR
OG0009415	LOC120769989|XP_039953005.1|BTRY	LOC117189390|XP_033250401.1|DMIR, LOC108158306|XP_017146035.1|DMIR
OG0009416	LOC120771801|XP_039955937.1|BTRY	LOC117191244|XP_033252053.1|DMIR, LOC108160175|XP_017149488.1|DMIR
OG0009417	LOC120771897|XP_039956103.1|BTRY	LOC108160183|XP_017149499.1|DMIR, LOC117191246|XP_033252055.1|DMIR
OG0009418	LOC120772495|XP_039957076.1|BTRY	LOC108160173|XP_017149486.1|DMIR, LOC117191243|XP_033252051.1|DMIR
OG0009419	LOC120771469|XP_039955420.1|BTRY	LOC108160178|XP_017149490.1|DMIR, LOC117191992|XP_033252606.1|DMIR
OG0009420	LOC120771547|XP_039955536.1|BTRY	LOC117192108|XP_033252697.1|DMIR, LOC108160182|XP_017149497.1|DMIR
OG0009421	LOC120772508|XP_039957086.1|BTRY	LOC108160874|XP_017150625.1|DMIR
OG0009422	LOC120772932|XP_039957765.1|BTRY	LOC108158519|XP_017146387.1|DMIR
OG0009423	LOC120770945|XP_039954590.1|BTRY	LOC108159258|XP_017147887.1|DMIR, LOC117190634|XP_033251573.1|DMIR
OG0009424	LOC120772432|XP_039956977.1|BTRY	LOC117187942|XP_033246828.1|DMIR, LOC108160155|XP_017149461.2|DMIR
OG0009425	LOC120771393|XP_039955293.1|BTRY	LOC117193658|XP_033254288.1|DMIR, LOC108160777|XP_017150468.1|DMIR
OG0009426	LOC120772816|XP_039957541.1|BTRY	LOC117188110|XP_033247338.1|DMIR, LOC108160914|XP_017150680.2|DMIR
OG0009427	LOC120771148|XP_039954948.1|BTRY	LOC117189873|XP_033250838.1|DMIR, LOC108160215|XP_017149553.1|DMIR
OG0009428	LOC120770769|XP_039954285.1|BTRY	LOC117193930|XP_033254485.1|DMIR, LOC108158245|XP_017145968.1|DMIR
OG0009429	LOC120771623|XP_039955648.1|BTRY	LOC108158025|XP_017145657.2|DMIR, LOC117187870|XP_033246652.1|DMIR
OG0009430	LOC120771315|XP_039955188.1|BTRY	LOC117193193|XP_033253836.1|DMIR, LOC108159223|XP_017147813.1|DMIR
OG0009431	LOC120770217|XP_039953431.1|BTRY	LOC108159320|XP_017147999.1|DMIR
OG0009432	LOC120771317|XP_039955191.1|BTRY	LOC117192901|XP_033253533.1|DMIR, LOC108158242|XP_017145964.1|DMIR
OG0009433	LOC120772538|XP_039957153.1|BTRY	LOC108159699|XP_017148701.1|DMIR, LOC117192697|XP_033253327.1|DMIR
OG0009434	LOC120771856|XP_039956039.1|BTRY	LOC117187723|XP_033246366.1|DMIR, LOC108160240|XP_017149587.2|DMIR
OG0009435	LOC120772221|XP_039956635.1|BTRY	LOC117192695|XP_033253325.1|DMIR, LOC108159697|XP_017148698.1|DMIR
OG0009436	LOC120771431|XP_039955361.1|BTRY	LOC108158951|XP_017147268.1|DMIR, LOC117190877|XP_033251787.1|DMIR
OG0009437	LOC120771350|XP_039955231.1|BTRY	LOC117194010|XP_033254534.1|DMIR, LOC108158807|XP_017146983.1|DMIR
OG0009438	LOC120772608|XP_039957257.1|BTRY	LOC108158256|XP_017145982.1|DMIR
OG0009439	LOC120772023|XP_039956324.1|BTRY	LOC108158258|XP_017145984.1|DMIR
OG0009440	LOC120770832|XP_039954357.1|BTRY	LOC117189367|XP_033250386.1|DMIR, LOC108159525|XP_017148381.1|DMIR
OG0009441	LOC120774968|XP_039960792.1|BTRY	LOC108153366|XP_017138822.2|DMIR
OG0009442	LOC120774403|XP_039959958.1|BTRY	LOC108155443|XP_033249496.1|DMIR
OG0009443	LOC120775955|XP_039962301.1|BTRY	LOC108158327|XP_017146057.1|DMIR
OG0009444	LOC120776150|XP_039962625.1|BTRY	LOC108164430|XP_017155607.1|DMIR
OG0009445	LOC120775603|XP_039961777.1|BTRY, LOC120775898|XP_039962222.1|BTRY, LOC120775602|XP_039961776.1|BTRY	LOC108164961|XP_033250907.1|DMIR
OG0009446	LOC120775100|XP_039961046.1|BTRY	LOC108160452|XP_017150075.2|DMIR
OG0009447	LOC120773708|XP_039958683.1|BTRY	LOC108161951|XP_017151898.1|DMIR
OG0009448	LOC120774957|XP_039960776.1|BTRY, LOC120774955|XP_039960773.1|BTRY	LOC108165156|XP_017156711.1|DMIR, LOC108164217|XP_017155340.1|DMIR
OG0009449	LOC120773935|XP_039959073.1|BTRY	LOC117186353|XP_033242959.1|DMIR, LOC108153846|XP_033242944.1|DMIR
OG0009450	LOC120774582|XP_039960249.1|BTRY, LOC120775848|XP_039962152.1|BTRY	LOC108165100|XP_017156644.1|DMIR
OG0009451	LOC120776025|XP_039962405.1|BTRY	LOC108161574|XP_017151351.1|DMIR
OG0009452	LOC120774602|XP_039960266.1|BTRY	LOC108151968|XP_017136411.1|DMIR, LOC108164921|XP_017156396.1|DMIR
OG0009453	LOC120774255|XP_039959654.1|BTRY	LOC108155076|XP_017141159.1|DMIR
OG0009454	LOC120774676|XP_039960341.1|BTRY	LOC108165503|XP_017157050.1|DMIR
OG0009455	LOC120775421|XP_039961537.1|BTRY, LOC120775423|XP_039961538.1|BTRY, LOC120775637|XP_039961824.1|BTRY	LOC108164600|XP_017155927.2|DMIR
OG0009456	LOC120774682|XP_039960347.1|BTRY, LOC120774681|XP_039960346.1|BTRY, LOC120775357|XP_039961449.1|BTRY	LOC108165136|XP_017156691.1|DMIR
OG0009457	LOC120775221|XP_039961223.1|BTRY	LOC108152849|XP_017137958.1|DMIR
OG0009458	LOC120775123|XP_039961079.1|BTRY	LOC108150958|XP_017134784.1|DMIR
OG0009459	LOC120777483|XP_039964750.1|BTRY	LOC108152859|XP_017137969.1|DMIR
OG0009460	LOC120778739|XP_039966641.1|BTRY	LOC108153639|XP_017139231.1|DMIR
OG0009461	LOC120778975|XP_039966998.1|BTRY	LOC108165571|XP_017157134.1|DMIR
OG0009462	LOC120777815|XP_039965287.1|BTRY	LOC108153358|XP_017138813.1|DMIR
OG0009463	LOC120777800|XP_039965267.1|BTRY	LOC108153669|XP_017139272.1|DMIR
OG0009464	LOC120778295|XP_039966015.1|BTRY	LOC108150785|XP_017134575.1|DMIR
OG0009465	LOC120776940|XP_039963953.1|BTRY	LOC108150943|XP_017134766.2|DMIR
OG0009466	LOC120777420|XP_039964655.1|BTRY	LOC108165281|XP_017156805.1|DMIR
OG0009467	LOC120778073|XP_039965698.1|BTRY	LOC108150805|XP_017134597.1|DMIR
OG0009468	LOC120778511|XP_039966276.1|BTRY	LOC108153317|XP_017138718.1|DMIR
OG0009469	LOC120776969|XP_039963996.1|BTRY	LOC108152478|XP_017137340.1|DMIR
OG0009470	LOC120778441|XP_039966163.1|BTRY	LOC108165495|XP_017157041.2|DMIR
OG0009471	LOC120778074|XP_039965699.1|BTRY	LOC108163555|XP_017154407.1|DMIR
OG0009472	LOC120777514|XP_039964815.1|BTRY, LOC120777515|XP_039964818.1|BTRY	LOC108165528|XP_017157088.1|DMIR
OG0009473	LOC120778256|XP_039965959.1|BTRY	LOC108154552|XP_017140344.1|DMIR
OG0009474	LOC120777555|XP_039964878.1|BTRY	LOC108153472|XP_017138992.2|DMIR
OG0009475	LOC120777093|XP_039964160.1|BTRY	LOC108153539|XP_017139094.1|DMIR
OG0009476	LOC120776774|XP_039963684.1|BTRY	LOC108152133|XP_017136718.1|DMIR
OG0009477	LOC120778033|XP_039965641.1|BTRY, LOC120778032|XP_039965639.1|BTRY	LOC108151292|XP_017135317.1|DMIR
OG0009478	LOC120779002|XP_039967039.1|BTRY	LOC108151314|XP_017135342.1|DMIR
OG0009479	LOC120779135|XP_039967272.1|BTRY	LOC108161262|XP_033249366.1|DMIR
OG0009480	LOC120777569|XP_039964904.1|BTRY	LOC108151826|XP_017136181.1|DMIR
OG0009481	LOC120778277|XP_039965996.1|BTRY	LOC108153759|XP_017139383.1|DMIR
OG0009482	LOC120778720|XP_039966616.1|BTRY	LOC108150920|XP_033242355.1|DMIR
OG0009483	LOC120778796|XP_039966731.1|BTRY	LOC108150919|XP_017134738.1|DMIR
OG0009484	LOC120778609|XP_039966421.1|BTRY	LOC108154137|XP_017139762.1|DMIR
OG0009485	LOC120778873|XP_039966852.1|BTRY	LOC108151892|XP_017136282.1|DMIR
OG0009486	LOC120778875|XP_039966853.1|BTRY	LOC108151895|XP_017136286.1|DMIR
OG0009487	LOC120778155|XP_039965814.1|BTRY	LOC108150864|XP_017134655.1|DMIR
OG0009488	LOC120778887|XP_039966867.1|BTRY	LOC108153525|XP_017139073.1|DMIR
OG0009489	LOC120778724|XP_039966623.1|BTRY	LOC108153474|XP_017138997.1|DMIR
OG0009490	LOC120778994|XP_039967030.1|BTRY	LOC117188111|XP_033247340.1|DMIR, LOC108160561|XP_017150125.2|DMIR
OG0009491	LOC120777387|XP_039964614.1|BTRY	LOC108153555|XP_017139115.1|DMIR
OG0009492	LOC120779030|XP_039967085.1|BTRY	LOC108150868|XP_017134660.1|DMIR
OG0009493	LOC120776446|XP_039963038.1|BTRY	LOC108153331|XP_033242927.1|DMIR
OG0009494	LOC120776448|XP_039963040.1|BTRY	LOC108153330|XP_017138736.1|DMIR
OG0009495	LOC120777139|XP_039964218.1|BTRY	LOC108152051|XP_017136544.1|DMIR
OG0009496	LOC120779128|XP_039967257.1|BTRY	LOC108165568|XP_017157131.1|DMIR
OG0009497	LOC120779013|XP_039967067.1|BTRY	LOC108157841|XP_017145533.1|DMIR
OG0009498	LOC120777706|XP_039965119.1|BTRY	LOC108151653|XP_017135861.1|DMIR
OG0009499	LOC120777342|XP_039964528.1|BTRY	LOC108152950|XP_017138138.1|DMIR
OG0009500	LOC120779099|XP_039967199.1|BTRY	LOC108152837|XP_017137931.1|DMIR
OG0009501	LOC120779041|XP_039967100.1|BTRY	LOC108153172|XP_017138466.1|DMIR
OG0009502	LOC120780164|XP_039968377.1|BTRY	LOC108156074|XP_017142849.1|DMIR
OG0009503	LOC120781490|XP_039969648.1|BTRY	LOC108164191|XP_017155299.1|DMIR
OG0009556	LOC120766349|XP_039947713.1|BTRY	LOC108157943|XP_017145575.2|DMIR, LOC117191698|XP_033252387.1|DMIR, LOC117188307|XP_033247834.1|DMIR
OG0009560	LOC120774906|XP_039960710.1|BTRY	LOC108153427|XP_017138923.1|DMIR
OG0009564	LOC120775689|XP_039961923.1|BTRY	LOC108157395|XP_017144928.2|DMIR
OG0009565	LOC120778538|XP_039966314.1|BTRY	LOC108153198|XP_017138506.1|DMIR
OG0009566	LOC120777723|XP_039965148.1|BTRY, LOC120779433|XP_039967600.1|BTRY, LOC120770626|XP_039954162.1|BTRY, LOC120779449|XP_039967634.1|BTRY, LOC120776078|XP_039962482.1|BTRY, LOC120781321|XP_039969457.1|BTRY	LOC117187974|XP_033246917.1|DMIR
OG0009567	LOC120766423|XP_039947859.1|BTRY	LOC108153840|XP_017139428.1|DMIR
OG0009570	LOC120766751|XP_039948357.1|BTRY	LOC108155535|XP_017141892.1|DMIR
OG0009572	LOC120773894|XP_039959004.1|BTRY	LOC108155940|XP_017142593.1|DMIR
OG0009573	LOC120773489|XP_039958364.1|BTRY	LOC108164286|XP_017155426.1|DMIR
OG0009574	LOC120774832|XP_039960577.1|BTRY	LOC108161422|XP_017151204.1|DMIR
OG0009575	LOC120771939|XP_039956170.1|BTRY	LOC108158279|XP_017146003.1|DMIR
OG0009576	LOC120782287|XP_039970424.1|BTRY	LOC108154708|XP_017140547.1|DMIR
OG0009577	LOC120767278|XP_039949086.1|BTRY	LOC108161496|XP_017151260.1|DMIR
OG0009578	LOC120767823|XP_039950042.1|BTRY	LOC108163618|XP_017154505.1|DMIR
OG0009579	LOC120775442|XP_039961562.1|BTRY	LOC108163834|XP_017154835.1|DMIR
OG0009580	LOC120772697|XP_039957371.1|BTRY, LOC120772622|XP_039957271.1|BTRY	LOC108158669|XP_017146668.1|DMIR
OG0009581	LOC120778627|XP_039966445.1|BTRY	LOC108161494|XP_017151258.1|DMIR
OG0009582	LOC120776772|XP_039963674.1|BTRY	LOC108152132|XP_017136709.1|DMIR
OG0009583	LOC120774059|XP_039959298.1|BTRY, LOC120780282|XP_039968482.1|BTRY	LOC108164665|XP_017156007.1|DMIR
OG0009584	LOC120773960|XP_039959129.1|BTRY	LOC108155149|XP_017141336.1|DMIR
OG0009587	LOC120772180|XP_039956562.1|BTRY	LOC108160494|XP_017150019.1|DMIR
OG0009588	LOC120780566|XP_039968758.1|BTRY	LOC108154387|XP_017140139.1|DMIR
OG0009589	LOC120776980|XP_039964013.1|BTRY	LOC108151767|XP_017136100.1|DMIR
OG0009591	LOC120766593|XP_039948135.1|BTRY	LOC108157004|XP_017144292.1|DMIR
OG0009592	LOC120766737|XP_039948338.1|BTRY	LOC108156209|XP_017143036.1|DMIR
OG0009593	LOC120782491|XP_039970727.1|BTRY	LOC108157324|XP_017144829.1|DMIR
OG0009594	LOC120771005|XP_039954703.1|BTRY	LOC108155048|XP_017141112.1|DMIR
OG0009595	LOC120779809|XP_039968119.1|BTRY	LOC108154450|XP_017140209.1|DMIR
OG0009596	LOC120766808|XP_039948447.1|BTRY	LOC108157294|XP_017144785.1|DMIR
OG0009597	LOC120782392|XP_039970569.1|BTRY	LOC108157643|XP_017145279.1|DMIR
OG0009598	LOC120782867|XP_039971344.1|BTRY	LOC108156790|XP_017143956.1|DMIR
OG0009599	LOC120782753|XP_039971137.1|BTRY	LOC108157059|XP_017144378.1|DMIR
OG0009600	LOC120782673|XP_039970995.1|BTRY	LOC108155594|XP_017142001.1|DMIR
OG0009601	LOC120782540|XP_039970805.1|BTRY	LOC108154461|XP_017140222.1|DMIR
OG0009602	LOC120782610|XP_039970911.1|BTRY	LOC108154516|XP_017140306.1|DMIR
OG0009603	LOC120771618|XP_039955644.1|BTRY	LOC108155023|XP_017141067.1|DMIR
OG0009604	LOC120766631|XP_039948182.1|BTRY	LOC108154837|XP_017140747.1|DMIR
OG0009605	LOC120782570|XP_039970842.1|BTRY	LOC108157556|XP_017145149.1|DMIR
OG0009606	LOC120766546|XP_039948060.1|BTRY	LOC108157639|XP_017145272.1|DMIR
OG0009607	LOC120767378|XP_039949300.1|BTRY	LOC108154261|XP_017139986.1|DMIR
OG0009608	LOC120766320|XP_039947676.1|BTRY	LOC108154468|XP_017140228.1|DMIR
OG0009609	LOC120770098|XP_039953195.1|BTRY	LOC108154276|XP_017140014.1|DMIR
OG0009610	LOC120781004|XP_039969144.1|BTRY	LOC108154981|XP_017141009.1|DMIR
OG0009611	LOC120766425|XP_039947861.1|BTRY	LOC108155311|XP_017141519.1|DMIR
OG0009612	LOC120766473|XP_039947949.1|BTRY	LOC108153845|XP_017139433.1|DMIR
OG0009613	LOC120766797|XP_039948432.1|BTRY	LOC108161939|XP_017151860.1|DMIR
OG0009614	LOC120766476|XP_039947952.1|BTRY	LOC108154404|XP_017140163.1|DMIR
OG0009615	LOC120767020|XP_039948786.1|BTRY	LOC108157505|XP_017145093.1|DMIR
OG0009616	LOC120766926|XP_039948608.1|BTRY, LOC120767021|XP_039948787.1|BTRY	LOC108153977|XP_033246141.1|DMIR
OG0009617	LOC120766984|XP_039948717.1|BTRY	LOC108156841|XP_017144044.2|DMIR
OG0009618	LOC120782223|XP_039970321.1|BTRY	LOC117189229|XP_033250248.1|DMIR
OG0009619	LOC120766857|XP_039948519.1|BTRY	LOC108155206|XP_033245913.1|DMIR
OG0009620	LOC120782458|XP_039970682.1|BTRY	LOC108157064|XP_017144388.1|DMIR
OG0009621	LOC120769687|XP_039952751.1|BTRY	LOC108154342|XP_017140093.1|DMIR
OG0009622	LOC120782243|XP_039970344.1|BTRY	LOC108154488|XP_017140278.1|DMIR
OG0009624	LOC120778273|XP_039965990.1|BTRY	LOC108155347|XP_017141594.1|DMIR
OG0009625	LOC120782387|XP_039970564.1|BTRY	LOC108155850|XP_017142451.1|DMIR
OG0009626	LOC120772595|XP_039957279.1|BTRY	LOC108157830|XP_017145520.2|DMIR
OG0009627	LOC120768296|XP_039950861.1|BTRY	LOC108153992|XP_033246062.1|DMIR
OG0009628	LOC120778903|XP_039966887.1|BTRY	LOC108155436|XP_017141737.2|DMIR
OG0009629	LOC120767046|XP_039948833.1|BTRY	LOC108157277|XP_033245363.1|DMIR
OG0009630	LOC120782303|XP_039970447.1|BTRY	LOC108157282|XP_017144768.1|DMIR
OG0009631	LOC120781404|XP_039969553.1|BTRY	LOC108154227|XP_017139942.1|DMIR
OG0009632	LOC120766426|XP_039947862.1|BTRY	LOC108158207|XP_017145922.1|DMIR
OG0009633	LOC120766525|XP_039948029.1|BTRY	LOC108158288|XP_017146014.1|DMIR
OG0009634	LOC120782219|XP_039970315.1|BTRY	LOC108156237|XP_017143074.1|DMIR
OG0009635	LOC120766217|XP_039947522.1|BTRY	LOC108157332|XP_017144837.1|DMIR
OG0009636	LOC120782091|XP_039970176.1|BTRY	LOC108153291|XP_017138669.1|DMIR
OG0009637	LOC120775864|XP_039962171.1|BTRY	LOC108155620|XP_017142037.1|DMIR
OG0009638	LOC120777906|XP_039965462.1|BTRY	LOC108154520|XP_017140310.1|DMIR
OG0009639	LOC120777977|XP_039965591.1|BTRY	LOC108154235|XP_017139950.1|DMIR
OG0009640	LOC120766323|XP_039947681.1|BTRY	LOC108157310|XP_033245487.1|DMIR
OG0009641	LOC120778719|XP_039966655.1|BTRY	LOC108154381|XP_017140134.1|DMIR
OG0009642	LOC120778874|XP_039966886.1|BTRY	LOC108154543|XP_017140335.1|DMIR
OG0009643	LOC120779107|XP_039967259.1|BTRY	LOC108154006|XP_033245833.1|DMIR
OG0009644	LOC120777202|XP_039964310.1|BTRY	LOC108156513|XP_017143506.1|DMIR
OG0009645	LOC120779427|XP_039967619.1|BTRY	LOC108156516|XP_017143510.1|DMIR
OG0009646	LOC120779480|XP_039967732.1|BTRY	LOC108155853|XP_017142454.1|DMIR
OG0009647	LOC120782322|XP_039970478.1|BTRY	LOC108155856|XP_017142457.1|DMIR
OG0009648	LOC120782695|XP_039971028.1|BTRY	LOC108157373|XP_017144890.1|DMIR
OG0009649	LOC120776768|XP_039963669.1|BTRY	LOC108154766|XP_017140638.1|DMIR
OG0009650	LOC120769559|XP_039952542.1|BTRY	LOC108161979|XP_017151932.1|DMIR
OG0009651	LOC120767654|XP_039949761.1|BTRY	LOC108162505|XP_017152770.1|DMIR
OG0009652	LOC120768027|XP_039950435.1|BTRY	LOC108162796|XP_017153187.1|DMIR
OG0009653	LOC120769796|XP_039952918.1|BTRY	LOC108162985|XP_017153481.1|DMIR
OG0009654	LOC120769795|XP_039952917.1|BTRY	LOC108162986|XP_017153483.1|DMIR
OG0009655	LOC120767429|XP_039949408.1|BTRY	LOC108162706|XP_017153053.1|DMIR
OG0009656	LOC120768500|XP_039951158.1|BTRY	LOC108163294|XP_017153989.1|DMIR
OG0009657	LOC120767634|XP_039949734.1|BTRY	LOC108161166|XP_033248864.1|DMIR
OG0009658	LOC120769173|XP_039951990.1|BTRY	LOC108163985|XP_033249243.1|DMIR
OG0009659	LOC120769421|XP_039952337.1|BTRY	LOC108162033|XP_017152040.1|DMIR
OG0009660	LOC120768669|XP_039951381.1|BTRY	LOC108162938|XP_017153413.1|DMIR
OG0009661	LOC120768455|XP_039951090.1|BTRY	LOC108162945|XP_017153425.1|DMIR
OG0009662	LOC120767944|XP_039950260.1|BTRY	LOC108162521|XP_017152791.1|DMIR
OG0009663	LOC120769725|XP_039952801.1|BTRY	LOC108162650|XP_017152971.1|DMIR
OG0009664	LOC120767862|XP_039950110.1|BTRY	LOC108161726|XP_017151538.1|DMIR
OG0009665	LOC120768206|XP_039950712.1|BTRY	LOC108164259|XP_017155388.1|DMIR
OG0009666	LOC120767791|XP_039949989.1|BTRY	LOC108163565|XP_017154419.1|DMIR
OG0009667	LOC120768216|XP_039950720.1|BTRY	LOC108163219|XP_017153862.1|DMIR
OG0009668	LOC120769279|XP_039952128.1|BTRY	LOC108164216|XP_017155338.1|DMIR
OG0009669	LOC120769644|XP_039952683.1|BTRY	LOC108162695|XP_017153034.1|DMIR
OG0009670	LOC120768436|XP_039951056.1|BTRY	LOC108162920|XP_017153391.1|DMIR
OG0009671	LOC120768166|XP_039950664.1|BTRY	LOC108161711|XP_017151519.1|DMIR
OG0009672	LOC120768488|XP_039951138.1|BTRY	LOC108164045|XP_017155112.1|DMIR
OG0009673	LOC120768787|XP_039951479.1|BTRY	LOC108164046|XP_017155113.1|DMIR
OG0009674	LOC120767262|XP_039949064.1|BTRY	LOC108163532|XP_017154374.1|DMIR
OG0009675	LOC120768069|XP_039950529.1|BTRY	LOC108163843|XP_017154847.1|DMIR
OG0009676	LOC120768511|XP_039951170.1|BTRY	LOC108162300|XP_017152455.1|DMIR
OG0009677	LOC120769045|XP_039951825.1|BTRY	LOC108162716|XP_017153068.1|DMIR
OG0009678	LOC120769764|XP_039952870.1|BTRY	LOC108162370|XP_017152573.1|DMIR
OG0009679	LOC120768546|XP_039951222.1|BTRY	LOC108163247|XP_017153902.1|DMIR
OG0009680	LOC120767251|XP_039949040.1|BTRY	LOC108162869|XP_017153310.1|DMIR
OG0009681	LOC120770539|XP_039954028.1|BTRY	LOC117192711|XP_033253338.1|DMIR, LOC108160794|XP_017150493.1|DMIR
OG0009682	LOC120773029|XP_039957893.1|BTRY	LOC108158007|XP_017145639.1|DMIR
OG0009683	LOC120772679|XP_039957350.1|BTRY	LOC108158181|XP_017145888.1|DMIR
