Orthogroup	BTRY.longest_only	ASTE.longest_only
OG0006027	LOC120770758|XP_039954277.1|BTRY	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC120771252|XP_039955101.1|BTRY	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC120769983|XP_039952992.1|BTRY	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC120767775|XP_039949953.1|BTRY	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC120772224|XP_039956643.1|BTRY	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC120773449|XP_039958273.1|BTRY	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC120772003|XP_039956295.1|BTRY	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC120773861|XP_039958951.1|BTRY	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC120776589|XP_039963295.1|BTRY	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC120771685|XP_039955750.1|BTRY	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC120782429|XP_039970645.1|BTRY	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC120771660|XP_039955709.1|BTRY	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC120771485|XP_039955457.1|BTRY	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC120775538|XP_039961694.1|BTRY	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC120772708|XP_039957387.1|BTRY	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC120778047|XP_039965656.1|BTRY	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC120782467|XP_039970694.1|BTRY	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC120772836|XP_039957579.1|BTRY	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC120770391|XP_039953755.1|BTRY	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC120777340|XP_039964524.1|BTRY	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC120776743|XP_039963614.1|BTRY	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC120766858|XP_039948520.1|BTRY	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC120768038|XP_039950475.1|BTRY	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC120766630|XP_039948180.1|BTRY	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC120770935|XP_039954573.1|BTRY	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC120775178|XP_039961166.1|BTRY	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC120779507|XP_039967747.1|BTRY	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC120775162|XP_039961144.1|BTRY	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC120772585|XP_039957226.1|BTRY	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC120777753|XP_039965184.1|BTRY	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC120766318|XP_039947674.1|BTRY	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC120778982|XP_039967008.1|BTRY	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC120778983|XP_039967013.1|BTRY	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC120770891|XP_039954486.1|BTRY	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC120782683|XP_039971008.1|BTRY	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC120769319|XP_039952203.1|BTRY	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC120773060|XP_039957927.1|BTRY	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC120776958|XP_039963982.1|BTRY	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC120773005|XP_039957857.1|BTRY	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC120770889|XP_039954468.1|BTRY	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC120776106|XP_039962529.1|BTRY	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC120777418|XP_039964651.1|BTRY	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC120778781|XP_039966699.1|BTRY	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC120776959|XP_039963983.1|BTRY	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC120777722|XP_039965146.1|BTRY	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC120774704|XP_039960367.1|BTRY	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC120774552|XP_039960217.1|BTRY	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC120772343|XP_039956840.1|BTRY	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC120777957|XP_039965507.1|BTRY	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC120777961|XP_039965512.1|BTRY	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC120776919|XP_039963924.1|BTRY	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC120778178|XP_039965848.1|BTRY	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC120772183|XP_039956564.1|BTRY	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC120771354|XP_039955242.1|BTRY	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC120776796|XP_039963716.1|BTRY	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC120777272|XP_039964409.1|BTRY	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC120782515|XP_039970757.1|BTRY	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC120778618|XP_039966432.1|BTRY	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC120780132|XP_039968346.1|BTRY	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC120777613|XP_039964996.1|BTRY	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC120775253|XP_039961268.1|BTRY	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC120777318|XP_039964489.1|BTRY	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC120778519|XP_039966287.1|BTRY	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC120775448|XP_039961567.1|BTRY	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC120772746|XP_039957441.1|BTRY	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC120767793|XP_039949991.1|BTRY	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC120772154|XP_039956523.1|BTRY	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC120768759|XP_039951464.1|BTRY	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC120776769|XP_039963665.1|BTRY	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC120767761|XP_039949930.1|BTRY	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC120772479|XP_039957055.1|BTRY	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC120772669|XP_039957338.1|BTRY	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC120776020|XP_039962399.1|BTRY	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC120771946|XP_039956188.1|BTRY	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC120776004|XP_039962370.1|BTRY	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC120774013|XP_039959227.1|BTRY	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC120774012|XP_039959226.1|BTRY	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC120777680|XP_039965080.1|BTRY	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC120770786|XP_039954299.1|BTRY	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC120773611|XP_039958545.1|BTRY	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC120776747|XP_039963634.1|BTRY	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC120778541|XP_039966323.1|BTRY	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC120773684|XP_039958649.1|BTRY	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC120771364|XP_039955257.1|BTRY	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC120776718|XP_039963550.1|BTRY	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC120776911|XP_039963919.1|BTRY	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC120770775|XP_039954291.1|BTRY	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC120771720|XP_039955807.1|BTRY	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC120770711|XP_039954225.1|BTRY	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC120770916|XP_039954544.1|BTRY	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC120772865|XP_039957628.1|BTRY	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC120773342|XP_039958090.1|BTRY	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC120778113|XP_039965750.1|BTRY	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC120782056|XP_039970142.1|BTRY	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC120770756|XP_039954275.1|BTRY	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC120781693|XP_039969847.1|BTRY	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC120776811|XP_039963744.1|BTRY	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC120779034|XP_039967089.1|BTRY	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC120777412|XP_039964646.1|BTRY	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC120779045|XP_039967116.1|BTRY	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC120777205|XP_039964315.1|BTRY	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC120777373|XP_039964594.1|BTRY	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC120777963|XP_039965516.1|BTRY	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC120779042|XP_039967102.1|BTRY	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC120777374|XP_039964596.1|BTRY	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC120779169|XP_039967332.1|BTRY	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC120779168|XP_039967329.1|BTRY	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC120778852|XP_039966814.1|BTRY	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC120778624|XP_039966442.1|BTRY	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC120772895|XP_039957704.1|BTRY	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC120770553|XP_039954058.1|BTRY	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC120771535|XP_039955525.1|BTRY	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC120771038|XP_039954768.1|BTRY	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC120777176|XP_039964269.1|BTRY	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC120778062|XP_039965677.1|BTRY	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC120776686|XP_039963498.1|BTRY	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC120778990|XP_039967025.1|BTRY	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC120768247|XP_039950772.1|BTRY	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC120782769|XP_039971168.1|BTRY	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC120778730|XP_039966626.1|BTRY	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC120777238|XP_039964363.1|BTRY	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC120777237|XP_039964362.1|BTRY	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC120780580|XP_039968775.1|BTRY, LOC120768032|XP_039950457.1|BTRY	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC120771087|XP_039954846.1|BTRY	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC120782239|XP_039970340.1|BTRY	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC120766690|XP_039948270.1|BTRY	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC120777915|XP_039965433.1|BTRY	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC120771607|XP_039955622.1|BTRY	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC120771835|XP_039956010.1|BTRY	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC120772772|XP_039957479.1|BTRY	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC120779775|XP_039968087.1|BTRY	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC120773017|XP_039957879.1|BTRY, LOC120771951|XP_039956195.1|BTRY	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC120778482|XP_039966237.1|BTRY	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC120782861|XP_039971333.1|BTRY	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC120766507|XP_039948002.1|BTRY	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC120767913|XP_039950209.1|BTRY	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC120780793|XP_039968977.1|BTRY	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC120774196|XP_039959571.1|BTRY	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC120779789|XP_039968100.1|BTRY	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC120773344|XP_039958093.1|BTRY	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC120773347|XP_039958101.1|BTRY	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC120775310|XP_039961379.1|BTRY	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC120773590|XP_039958522.1|BTRY	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC120774735|XP_039960422.1|BTRY	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC120775691|XP_039961935.1|BTRY	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC120773938|XP_039959084.1|BTRY, LOC120779884|XP_039968170.1|BTRY	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC120775419|XP_039961535.1|BTRY	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC120779617|XP_039967896.1|BTRY	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC120779527|XP_039967792.1|BTRY	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC120776057|XP_039962451.1|BTRY	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC120767076|XP_039948873.1|BTRY	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC120766781|XP_039948407.1|BTRY	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC120775038|XP_039960941.1|BTRY	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC120776186|XP_039962743.1|BTRY	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC120773973|XP_039959148.1|BTRY	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC120774526|XP_039960169.1|BTRY	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC120774519|XP_039960147.1|BTRY	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC120775329|XP_039961405.1|BTRY	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC120768242|XP_039950765.1|BTRY	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC120778264|XP_039965975.1|BTRY	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC120773920|XP_039959049.1|BTRY	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC120775670|XP_039961873.1|BTRY	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC120774005|XP_039959215.1|BTRY	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC120774003|XP_039959212.1|BTRY	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC120774709|XP_039960380.1|BTRY	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC120774793|XP_039960513.1|BTRY	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC120774397|XP_039959949.1|BTRY	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC120768918|XP_039951626.1|BTRY	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC120773440|XP_039958256.1|BTRY	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC120775746|XP_039962006.1|BTRY	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC120778244|XP_039965943.1|BTRY	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC120778263|XP_039965978.1|BTRY	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC120775683|XP_039961916.1|BTRY	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC120776180|XP_039962731.1|BTRY	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC120775407|XP_039961505.1|BTRY, LOC120773640|XP_039958582.1|BTRY	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC120774864|XP_039960627.1|BTRY	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC120774310|XP_039959775.1|BTRY	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC120771020|XP_039954730.1|BTRY	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC120781958|XP_039970052.1|BTRY	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC120773833|XP_039958888.1|BTRY	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC120774445|XP_039960021.1|BTRY	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC120773914|XP_039959042.1|BTRY	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC120774278|XP_039959703.1|BTRY	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC120775560|XP_039961719.1|BTRY	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC120775614|XP_039961793.1|BTRY	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC120775940|XP_039962284.1|BTRY	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC120774531|XP_039960177.1|BTRY	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC120775573|XP_039961739.1|BTRY	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC120779605|XP_039967890.1|BTRY	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC120775559|XP_039961717.1|BTRY	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC120774051|XP_039959287.1|BTRY	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC120782363|XP_039970535.1|BTRY	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC120782719|XP_039971075.1|BTRY	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC120774550|XP_039960214.1|BTRY	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC120771003|XP_039954696.1|BTRY	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC120776101|XP_039962524.1|BTRY	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC120774334|XP_039959824.1|BTRY	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC120774037|XP_039959271.1|BTRY	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC120766675|XP_039948249.1|BTRY	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC120782755|XP_039971139.1|BTRY	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC120773568|XP_039958472.1|BTRY	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC120775654|XP_039961847.1|BTRY	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC120766866|XP_039948530.1|BTRY	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC120775397|XP_039961491.1|BTRY	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC120775365|XP_039961461.1|BTRY	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC120773919|XP_039959048.1|BTRY	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC120782538|XP_039970802.1|BTRY	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC120774518|XP_039960146.1|BTRY	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC120767451|XP_039949451.1|BTRY	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC120773542|XP_039958433.1|BTRY	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC120775151|XP_039961121.1|BTRY	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC120775225|XP_039961226.1|BTRY	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC120772408|XP_039956938.1|BTRY	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC120775115|XP_039961067.1|BTRY	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC120774267|XP_039959676.1|BTRY	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC120774387|XP_039959931.1|BTRY	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC120782624|XP_039970926.1|BTRY	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC120774808|XP_039960539.1|BTRY	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC120777521|XP_039964828.1|BTRY	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC120773469|XP_039958317.1|BTRY	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC120775184|XP_039961173.1|BTRY	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC120775351|XP_039961443.1|BTRY	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC120779113|XP_039967230.1|BTRY	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC120772572|XP_039957200.1|BTRY	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC120773995|XP_039959198.1|BTRY	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC120776135|XP_039962603.1|BTRY	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC120781962|XP_039970066.1|BTRY	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC120781961|XP_039970064.1|BTRY	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC120775430|XP_039961548.1|BTRY	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC120782527|XP_039970772.1|BTRY	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC120774765|XP_039960459.1|BTRY	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC120775367|XP_039961851.1|BTRY	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC120766394|XP_039947773.1|BTRY	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC120775244|XP_039961258.1|BTRY	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC120766474|XP_039947950.1|BTRY	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC120779539|XP_039967821.1|BTRY	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC120775673|XP_039961897.1|BTRY	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC120769751|XP_039952846.1|BTRY	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC120774514|XP_039960141.1|BTRY	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC120776362|XP_039962871.1|BTRY	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC120775037|XP_039960938.1|BTRY	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC120775321|XP_039961395.1|BTRY	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC120774271|XP_039959687.1|BTRY	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC120773947|XP_039959098.1|BTRY	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC120775545|XP_039961704.1|BTRY	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC120774977|XP_039960807.1|BTRY	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC120773952|XP_039959112.1|BTRY	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC120775781|XP_039962052.1|BTRY	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC120774507|XP_039960123.1|BTRY	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC120770403|XP_039953771.1|BTRY	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC120774402|XP_039959959.1|BTRY	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC120780668|XP_039968859.1|BTRY	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC120773597|XP_039958526.1|BTRY	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC120775901|XP_039962226.1|BTRY, LOC120775900|XP_039962225.1|BTRY	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC120775903|XP_039962229.1|BTRY, LOC120775773|XP_039962039.1|BTRY, LOC120775902|XP_039962228.1|BTRY	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC120774937|XP_039960751.1|BTRY	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC120775718|XP_039961964.1|BTRY	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC120781821|XP_039969976.1|BTRY	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC120774393|XP_039959944.1|BTRY	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC120776086|XP_039962496.1|BTRY	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC120773882|XP_039958986.1|BTRY	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC120775930|XP_039962270.1|BTRY	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC120775128|XP_039961086.1|BTRY	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC120775394|XP_039961488.1|BTRY	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC120766894|XP_039948578.1|BTRY	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC120774995|XP_039960848.1|BTRY	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC120773858|XP_039958942.1|BTRY	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC120777315|XP_039964491.1|BTRY	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC120774470|XP_039960060.1|BTRY	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC120766266|XP_039947588.1|BTRY	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC120766862|XP_039948525.1|BTRY	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC120773844|XP_039958908.1|BTRY	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC120771711|XP_039955797.1|BTRY	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC120773513|XP_039958402.1|BTRY	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC120775514|XP_039961656.1|BTRY	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC120773785|XP_039958808.1|BTRY	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC120776134|XP_039962600.1|BTRY	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC120766187|XP_039947476.1|BTRY	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC120775008|XP_039960875.1|BTRY	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC120774444|XP_039960019.1|BTRY	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC120777508|XP_039964802.1|BTRY	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC120774989|XP_039960831.1|BTRY	LOC118507704|XP_035902474.1|ASTE
