Orthogroup	BTRY.longest_only	DALB.longest_only
OG0007873	LOC120777386|XP_039964613.1|BTRY	LOC117572354|XP_034111006.1|DALB
OG0007874	LOC120774732|XP_039960419.1|BTRY	LOC117576957|XP_034118018.1|DALB
OG0007875	LOC120771468|XP_039955414.1|BTRY	LOC117568421|XP_034104957.1|DALB
OG0007876	LOC120775307|XP_039961374.1|BTRY	LOC117569855|XP_034107083.1|DALB
OG0007877	LOC120773784|XP_039958807.1|BTRY	LOC117570644|XP_034108306.1|DALB
OG0007878	LOC120781294|XP_039969426.1|BTRY	LOC117568334|XP_034104809.1|DALB
OG0007879	LOC120777958|XP_039965510.1|BTRY	LOC117567933|XP_034104112.1|DALB
OG0007880	LOC120770595|XP_039954127.1|BTRY	LOC117570308|XP_034107771.1|DALB
OG0007881	LOC120778274|XP_039965987.1|BTRY	LOC117570998|XP_034108838.1|DALB
OG0007882	LOC120776795|XP_039963715.1|BTRY	LOC117568595|XP_034105234.1|DALB
OG0007883	LOC120777308|XP_039964481.1|BTRY	LOC117567446|XP_034103344.1|DALB
OG0007885	LOC120771668|XP_039955718.1|BTRY	LOC117568233|XP_034104598.1|DALB
OG0007886	LOC120781705|XP_039969866.1|BTRY	LOC117563694|XP_034098029.1|DALB
OG0007887	LOC120780130|XP_039968345.1|BTRY	LOC117568594|XP_034105233.1|DALB
OG0007888	LOC120778515|XP_039966283.1|BTRY	LOC117567658|XP_034103667.1|DALB
OG0007889	LOC120778241|XP_039965935.1|BTRY	LOC117570177|XP_034107544.1|DALB
OG0007890	LOC120777756|XP_039965188.1|BTRY	LOC117572556|XP_034111319.1|DALB
OG0007891	LOC120774388|XP_039959932.1|BTRY	LOC117573756|XP_034113031.1|DALB
OG0007893	LOC120770209|XP_039953396.1|BTRY	LOC117572169|XP_034110710.1|DALB
OG0007894	LOC120776656|XP_039963451.1|BTRY	LOC117568878|XP_034105659.1|DALB
OG0007895	LOC120778643|XP_039966478.1|BTRY	LOC117569739|XP_034106913.1|DALB
OG0007896	LOC120775152|XP_039961122.1|BTRY	LOC117566372|XP_034101761.1|DALB
OG0007897	LOC120778296|XP_039966016.1|BTRY	LOC117568822|XP_034105588.1|DALB
OG0007898	LOC120778514|XP_039966282.1|BTRY	LOC117568900|XP_034105694.1|DALB
OG0007899	LOC120777681|XP_039965081.1|BTRY	LOC117572311|XP_034110933.1|DALB
OG0007900	LOC120772007|XP_039956301.1|BTRY	LOC117567135|XP_034102836.1|DALB
OG0007901	LOC120776849|XP_039963818.1|BTRY	LOC117567596|XP_034103571.1|DALB
OG0007902	LOC120775104|XP_039961050.1|BTRY	LOC117576557|XP_034117289.1|DALB
OG0007903	LOC120776678|XP_039963486.1|BTRY	LOC117568727|XP_034105437.1|DALB
OG0007904	LOC120776717|XP_039963549.1|BTRY	LOC117572300|XP_034110903.1|DALB
OG0007906	LOC120778969|XP_039966979.1|BTRY	LOC117572509|XP_034111253.1|DALB
OG0007907	LOC120777587|XP_039964935.1|BTRY	LOC117572361|XP_034111015.1|DALB
OG0007908	LOC120777588|XP_039964936.1|BTRY	LOC117572362|XP_034111016.1|DALB
OG0007909	LOC120773345|XP_039958099.1|BTRY	LOC117566300|XP_034101701.1|DALB
OG0007910	LOC120777816|XP_039965288.1|BTRY	LOC117569864|XP_034107090.1|DALB
OG0007911	LOC120776349|XP_039962838.1|BTRY	LOC117568987|XP_034105850.1|DALB
OG0007912	LOC120776351|XP_039962840.1|BTRY	LOC117568991|XP_034105853.1|DALB
OG0007913	LOC120776353|XP_039962842.1|BTRY	LOC117568993|XP_034105856.1|DALB
OG0007914	LOC120778166|XP_039965833.1|BTRY	LOC117570915|XP_034108714.1|DALB
OG0007915	LOC120778291|XP_039966010.1|BTRY	LOC117567684|XP_034103699.1|DALB
OG0007917	LOC120781244|XP_039969318.1|BTRY	LOC117568575|XP_034105195.1|DALB
OG0007918	LOC120770351|XP_039953688.1|BTRY	LOC117570066|XP_034107392.1|DALB
OG0007919	LOC120770905|XP_039954515.1|BTRY	LOC117566641|XP_034102074.1|DALB
OG0007920	LOC120771935|XP_039956166.1|BTRY	LOC117571178|XP_034109097.1|DALB
OG0007921	LOC120772686|XP_039957358.1|BTRY	LOC117569440|XP_034106494.1|DALB
OG0007922	LOC120780134|XP_039968355.1|BTRY	LOC117574700|XP_034114503.1|DALB
OG0007923	LOC120774867|XP_039960631.1|BTRY	LOC117566733|XP_034102170.1|DALB
OG0007924	LOC120770873|XP_039954434.1|BTRY	LOC117572213|XP_034110776.1|DALB
OG0007925	LOC120772803|XP_039957520.1|BTRY	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB
OG0007926	LOC120771114|XP_039954897.1|BTRY	LOC117566401|XP_034101805.1|DALB
OG0007927	LOC120769153|XP_039951967.1|BTRY	LOC117564133|XP_034098684.1|DALB
OG0007928	LOC120769302|XP_039952163.1|BTRY	LOC117563340|XP_034097506.1|DALB
OG0007929	LOC120768858|XP_039951547.1|BTRY	LOC117563316|XP_034097465.1|DALB
OG0007930	LOC120772363|XP_039956862.1|BTRY	LOC117566799|XP_034102232.1|DALB
OG0007931	LOC120767557|XP_039949622.1|BTRY	LOC117563397|XP_034097621.1|DALB
OG0007932	LOC120773367|XP_039958127.1|BTRY	LOC117576074|XP_034116507.1|DALB
OG0007933	LOC120766989|XP_039948726.1|BTRY	LOC117575350|XP_034115407.1|DALB
OG0007934	LOC120782143|XP_039970215.1|BTRY	LOC117564843|XP_034099667.1|DALB
OG0007936	LOC120781550|XP_039969717.1|BTRY	LOC117563666|XP_034097975.1|DALB
OG0007937	LOC120769511|XP_039952482.1|BTRY	LOC117564002|XP_034098483.1|DALB
OG0007939	LOC120767849|XP_039950082.1|BTRY	LOC117565985|XP_034101288.1|DALB
OG0007940	LOC120767376|XP_039949288.1|BTRY	LOC117565983|XP_034101282.1|DALB
OG0007941	LOC120771062|XP_039954803.1|BTRY	LOC117567197|XP_034102917.1|DALB
OG0007942	LOC120775154|XP_039961125.1|BTRY	LOC117578008|XP_034119037.1|DALB
OG0007944	LOC120776348|XP_039962837.1|BTRY	LOC117568983|XP_034105840.1|DALB
OG0007945	LOC120769779|XP_039952894.1|BTRY	LOC117563603|XP_034097888.1|DALB
OG0007946	LOC120769129|XP_039951929.1|BTRY	LOC117564560|XP_034099284.1|DALB
OG0007948	LOC120768907|XP_039951604.1|BTRY	LOC117563572|XP_034097846.1|DALB
OG0007949	LOC120775251|XP_039961266.1|BTRY	LOC117565592|XP_034100686.1|DALB
OG0007950	LOC120768183|XP_039950685.1|BTRY	LOC117565741|XP_034100878.1|DALB
OG0007951	LOC120768435|XP_039951051.1|BTRY	LOC117563267|XP_034097385.1|DALB
OG0007952	LOC120767464|XP_039949486.1|BTRY	LOC117566130|XP_034101502.1|DALB
OG0007953	LOC120769503|XP_039952469.1|BTRY	LOC117563621|XP_034097912.1|DALB
OG0007954	LOC120769375|XP_039952276.1|BTRY	LOC117565617|XP_034100714.1|DALB
OG0007955	LOC120767547|XP_039949597.1|BTRY	LOC117565895|XP_034101128.1|DALB
OG0007956	LOC120767264|XP_039949069.1|BTRY	LOC117565935|XP_034101211.1|DALB
OG0007958	LOC120775891|XP_039962215.1|BTRY	LOC117574349|XP_034114065.1|DALB
OG0007959	LOC120769703|XP_039952768.1|BTRY	LOC117564979|XP_034099816.1|DALB
OG0007961	LOC120775158|XP_039961135.1|BTRY	LOC117575655|XP_034115832.1|DALB
OG0007962	LOC120773788|XP_039958814.1|BTRY	LOC117564446|XP_034099106.1|DALB
OG0007965	LOC120767746|XP_039949892.1|BTRY	LOC117563855|XP_034098275.1|DALB
OG0007966	LOC120768614|XP_039951316.1|BTRY	LOC117566147|XP_034101525.1|DALB
OG0007968	LOC120769570|XP_039952559.1|BTRY	LOC117563800|XP_034098223.1|DALB
OG0007970	LOC120772867|XP_039957635.1|BTRY	LOC117568978|XP_034105829.1|DALB
OG0007971	LOC120773541|XP_039958432.1|BTRY	LOC117569455|XP_034106514.1|DALB
OG0007973	LOC120769146|XP_039951954.1|BTRY	LOC117565342|XP_034100287.1|DALB
OG0007974	LOC120774010|XP_039959223.1|BTRY	LOC117565547|XP_034100638.1|DALB
OG0007975	LOC120782500|XP_039970741.1|BTRY	LOC117575719|XP_034115948.1|DALB
OG0007976	LOC120773899|XP_039959008.1|BTRY	LOC117565141|XP_034100047.1|DALB
OG0007977	LOC120767945|XP_039950262.1|BTRY	LOC117563410|XP_034097633.1|DALB
OG0007978	LOC120769316|XP_039952197.1|BTRY	LOC117563608|XP_034097896.1|DALB
OG0007979	LOC120767254|XP_039949050.1|BTRY	LOC117564028|XP_034098521.1|DALB
OG0007980	LOC120768556|XP_039951234.1|BTRY	LOC117565787|XP_034100955.1|DALB
OG0007981	LOC120774033|XP_039959267.1|BTRY	LOC117578172|XP_034119353.1|DALB
OG0007983	LOC120781669|XP_039969826.1|BTRY	LOC117565262|XP_034100176.1|DALB
OG0007984	LOC120767822|XP_039950040.1|BTRY	LOC117563441|XP_034097668.1|DALB
OG0007985	LOC120768006|XP_039950365.1|BTRY	LOC117566046|XP_034101387.1|DALB
OG0007986	LOC120769782|XP_039952900.1|BTRY	LOC117563612|XP_034097904.1|DALB
OG0007987	LOC120769407|XP_039952319.1|BTRY	LOC117564376|XP_034098986.1|DALB
OG0007991	LOC120769187|XP_039952011.1|BTRY	LOC117566232|XP_034101670.1|DALB
OG0007992	LOC120769445|XP_039952367.1|BTRY	LOC117565949|XP_034101227.1|DALB
OG0007994	LOC120769080|XP_039951873.1|BTRY	LOC117565979|XP_034101273.1|DALB
OG0007996	LOC120773837|XP_039958896.1|BTRY	LOC117578195|XP_034119404.1|DALB
OG0007997	LOC120769085|XP_039951879.1|BTRY	LOC117568489|XP_034105067.1|DALB
OG0007998	LOC120767245|XP_039949026.1|BTRY	LOC117563936|XP_034098400.1|DALB
OG0008001	LOC120768956|XP_039951680.1|BTRY	LOC117564006|XP_034098489.1|DALB
OG0008002	LOC120767606|XP_039949689.1|BTRY	LOC117563563|XP_034097833.1|DALB
OG0008003	LOC120767956|XP_039950277.1|BTRY	LOC117564007|XP_034098490.1|DALB
OG0008004	LOC120776110|XP_039962536.1|BTRY	LOC117572301|XP_034110907.1|DALB
OG0008005	LOC120773381|XP_039958143.1|BTRY	LOC117573684|XP_034112925.1|DALB
OG0008006	LOC120774151|XP_039959493.1|BTRY	LOC117571836|XP_034110116.1|DALB
OG0008007	LOC120775523|XP_039961673.1|BTRY	LOC117564127|XP_034098682.1|DALB
OG0008008	LOC120776825|XP_039963779.1|BTRY	LOC117566982|XP_034102536.1|DALB
OG0008009	LOC120775575|XP_039961741.1|BTRY	LOC117572647|XP_034111521.1|DALB
OG0008010	LOC120774538|XP_039960196.1|BTRY	LOC117570111|XP_034107466.1|DALB
OG0008012	LOC120770069|XP_039953127.1|BTRY	LOC117569770|XP_034106955.1|DALB
OG0008013	LOC120772661|XP_039957327.1|BTRY	LOC117570144|XP_034107499.1|DALB
OG0008014	LOC120782579|XP_039970864.1|BTRY	LOC117575266|XP_034115292.1|DALB
OG0008015	LOC120776807|XP_039963741.1|BTRY	LOC117567184|XP_034102900.1|DALB
OG0008016	LOC120776810|XP_039963743.1|BTRY	LOC117567186|XP_034102902.1|DALB
OG0008017	LOC120774195|XP_039959564.1|BTRY	LOC117578012|XP_034119001.1|DALB
OG0008018	LOC120776088|XP_039962500.1|BTRY	LOC117576645|XP_034117472.1|DALB
OG0008019	LOC120774146|XP_039959479.1|BTRY	LOC117573635|XP_034112838.1|DALB
OG0008021	LOC120773991|XP_039959189.1|BTRY	LOC117567977|XP_034104222.1|DALB
OG0008023	LOC120774045|XP_039959279.1|BTRY	LOC117571688|XP_034109832.1|DALB
OG0008024	LOC120774046|XP_039959281.1|BTRY	LOC117577814|XP_034118636.1|DALB
OG0008025	LOC120775521|XP_039961669.1|BTRY	LOC117572952|XP_034111819.1|DALB
OG0008026	LOC120774897|XP_039960699.1|BTRY	LOC117569464|XP_034106526.1|DALB
OG0008027	LOC120776125|XP_039962587.1|BTRY	LOC117578130|XP_034119227.1|DALB
OG0008028	LOC120766615|XP_039948160.1|BTRY	LOC117574756|XP_034114590.1|DALB
OG0008029	LOC120776482|XP_039963095.1|BTRY	LOC117576759|XP_034117695.1|DALB
OG0008031	LOC120769676|XP_039952731.1|BTRY	LOC117564104|XP_034098641.1|DALB
OG0008033	LOC120782756|XP_039971141.1|BTRY	LOC117576502|XP_034117187.1|DALB
OG0008034	LOC120775302|XP_039961358.1|BTRY	LOC117566743|XP_034102181.1|DALB
OG0008035	LOC120775648|XP_039961837.1|BTRY	LOC117574590|XP_034114367.1|DALB
OG0008036	LOC120782271|XP_039970396.1|BTRY	LOC117576796|XP_034117747.1|DALB
OG0008037	LOC120770974|XP_039954647.1|BTRY	LOC117574052|XP_034113554.1|DALB
OG0008038	LOC120775656|XP_039961853.1|BTRY	LOC117572218|XP_034110789.1|DALB
OG0008041	LOC120775987|XP_039962351.1|BTRY	LOC117575858|XP_034116172.1|DALB
OG0008042	LOC120766824|XP_039948470.1|BTRY	LOC117576012|XP_034116410.1|DALB
OG0008043	LOC120775576|XP_039961742.1|BTRY	LOC117578283|XP_034119611.1|DALB
OG0008044	LOC120775331|XP_039961407.1|BTRY	LOC117568601|XP_034105248.1|DALB
OG0008045	LOC120775590|XP_039961760.1|BTRY	LOC117573806|XP_034113112.1|DALB
OG0008047	LOC120770254|XP_039953496.1|BTRY	LOC117575727|XP_034115961.1|DALB
OG0008049	LOC120774309|XP_039959778.1|BTRY	LOC117575722|XP_034115953.1|DALB
OG0008050	LOC120768588|XP_039951285.1|BTRY	LOC117574312|XP_034114012.1|DALB
OG0008051	LOC120779289|XP_039967440.1|BTRY	LOC117574241|XP_034113846.1|DALB
OG0008052	LOC120769980|XP_039952993.1|BTRY	LOC117575157|XP_034115151.1|DALB
OG0008053	LOC120781475|XP_039969630.1|BTRY	LOC117573117|XP_034111934.1|DALB
OG0008054	LOC120775068|XP_039960988.1|BTRY	LOC117568318|XP_034104786.1|DALB
OG0008055	LOC120775191|XP_039961180.1|BTRY	LOC117573373|XP_034112405.1|DALB
OG0008056	LOC120775276|XP_039961306.1|BTRY	LOC117577696|XP_034118487.1|DALB
OG0008057	LOC120781266|XP_039969380.1|BTRY	LOC117574820|XP_034114680.1|DALB
OG0008058	LOC120775136|XP_039961101.1|BTRY	LOC117574332|XP_034114036.1|DALB
OG0008059	LOC120782407|XP_039970587.1|BTRY	LOC117576706|XP_034117612.1|DALB
OG0008060	LOC120782682|XP_039971007.1|BTRY	LOC117575013|XP_034114981.1|DALB
OG0008061	LOC120775243|XP_039961256.1|BTRY	LOC117577771|XP_034118578.1|DALB
OG0008062	LOC120775578|XP_039961749.1|BTRY	LOC117564381|XP_034098995.1|DALB
OG0008063	LOC120766825|XP_039948471.1|BTRY	LOC117576014|XP_034116411.1|DALB
OG0008064	LOC120773504|XP_039958390.1|BTRY	LOC117571737|XP_034109949.1|DALB
OG0008065	LOC120774838|XP_039960589.1|BTRY	LOC117573740|XP_034113013.1|DALB
OG0008066	LOC120781960|XP_039970063.1|BTRY	LOC117578185|XP_034119389.1|DALB
OG0008067	LOC120773716|XP_039958699.1|BTRY	LOC117578401|XP_034119750.1|DALB
OG0008068	LOC120774511|XP_039960137.1|BTRY	LOC117577639|XP_034118399.1|DALB
OG0008069	LOC120767330|XP_039949211.1|BTRY	LOC117574030|XP_034113515.1|DALB
OG0008072	LOC120775286|XP_039961333.1|BTRY	LOC117578313|XP_034119657.1|DALB
OG0008073	LOC120774068|XP_039959308.1|BTRY	LOC117570667|XP_034108350.1|DALB
OG0008074	LOC120774056|XP_039959295.1|BTRY, LOC120780280|XP_039968478.1|BTRY	LOC117577671|XP_034118450.1|DALB
OG0008075	LOC120770742|XP_039954264.1|BTRY	LOC117569185|XP_034106145.1|DALB
OG0008076	LOC120774123|XP_039959426.1|BTRY	LOC117578317|XP_034119663.1|DALB
OG0008077	LOC120774418|XP_039959979.1|BTRY	LOC117575637|XP_034115808.1|DALB
OG0008078	LOC120774048|XP_039959284.1|BTRY	LOC117563618|XP_034097913.1|DALB
OG0008079	LOC120774423|XP_039959986.1|BTRY	LOC117577707|XP_034118500.1|DALB
OG0008080	LOC120774929|XP_039960740.1|BTRY	LOC117566506|XP_034101974.1|DALB
OG0008081	LOC120773636|XP_039958578.1|BTRY	LOC117575169|XP_034115172.1|DALB
OG0008083	LOC120767081|XP_039948881.1|BTRY	LOC117575405|XP_034115476.1|DALB
OG0008084	LOC120782702|XP_039971042.1|BTRY	LOC117573477|XP_034112597.1|DALB
OG0008085	LOC120766224|XP_039947534.1|BTRY	LOC117575121|XP_034115111.1|DALB
OG0008086	LOC120776883|XP_039963878.1|BTRY	LOC117575399|XP_034115465.1|DALB
OG0008087	LOC120775129|XP_039961087.1|BTRY	LOC117577989|XP_034118978.1|DALB
OG0008088	LOC120774229|XP_039959622.1|BTRY	LOC117565325|XP_034100259.1|DALB
OG0008090	LOC120775517|XP_039961663.1|BTRY	LOC117577632|XP_034118390.1|DALB
OG0008091	LOC120771523|XP_039955518.1|BTRY	LOC117574178|XP_034113762.1|DALB
OG0008092	LOC120777287|XP_039964435.1|BTRY	LOC117576295|XP_034116838.1|DALB
OG0008093	LOC120774925|XP_039960736.1|BTRY	LOC117575911|XP_034116257.1|DALB
OG0008094	LOC120768490|XP_039951140.1|BTRY	LOC117565940|XP_034101217.1|DALB
OG0008095	LOC120774203|XP_039959584.1|BTRY	LOC117576905|XP_034117933.1|DALB
OG0008096	LOC120773385|XP_039958153.1|BTRY	LOC117578227|XP_034119496.1|DALB
OG0008097	LOC120774270|XP_039959685.1|BTRY	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC120777916|XP_039965434.1|BTRY	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC120778570|XP_039966369.1|BTRY	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC120779797|XP_039968110.1|BTRY	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC120773474|XP_039958322.1|BTRY	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC120766291|XP_039947628.1|BTRY	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC120775698|XP_039961943.1|BTRY	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC120779172|XP_039967341.1|BTRY	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC120777445|XP_039964693.1|BTRY	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC120778619|XP_039966439.1|BTRY	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC120775067|XP_039960987.1|BTRY	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC120775919|XP_039962255.1|BTRY	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC120774823|XP_039960564.1|BTRY	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC120775035|XP_039960935.1|BTRY	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC120773559|XP_039958458.1|BTRY	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC120773562|XP_039958465.1|BTRY	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC120773561|XP_039958464.1|BTRY	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC120774343|XP_039959840.1|BTRY	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC120774344|XP_039959845.1|BTRY	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC120774026|XP_039959253.1|BTRY	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC120774950|XP_039960764.1|BTRY	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC120775043|XP_039960953.1|BTRY	LOC117578253|XP_034119564.1|DALB
OG0008120	LOC120775070|XP_039960992.1|BTRY	LOC117575116|XP_034115108.1|DALB
OG0008121	LOC120775230|XP_039961236.1|BTRY	LOC117568697|XP_034105398.1|DALB
OG0008122	LOC120775264|XP_039961283.1|BTRY	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC120773386|XP_039958154.1|BTRY	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC120776116|XP_039962552.1|BTRY	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC120774750|XP_039960442.1|BTRY	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC120774891|XP_039960689.1|BTRY	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC120774475|XP_039960066.1|BTRY	LOC117578106|XP_034119174.1|DALB
OG0008128	LOC120776194|XP_039962754.1|BTRY	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC120775121|XP_039961077.1|BTRY	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC120774326|XP_039959810.1|BTRY	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC120774921|XP_039960731.1|BTRY	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC120780246|XP_039968440.1|BTRY	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC120775583|XP_039961752.1|BTRY	LOC117576570|XP_034117317.1|DALB
OG0008134	LOC120774870|XP_039960641.1|BTRY	LOC117564721|XP_034099498.1|DALB
OG0008135	LOC120775299|XP_039961351.1|BTRY	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC120768421|XP_039951036.1|BTRY	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC120775247|XP_039961261.1|BTRY	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC120776511|XP_039963153.1|BTRY	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC120774453|XP_039960035.1|BTRY	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC120776152|XP_039962630.1|BTRY	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC120776122|XP_039962583.1|BTRY	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC120773728|XP_039958718.1|BTRY	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC120775417|XP_039961529.1|BTRY	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC120770238|XP_039953466.1|BTRY	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC120773949|XP_039959107.1|BTRY	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC120775859|XP_039962163.1|BTRY	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC120774087|XP_039959353.1|BTRY	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC120775388|XP_039961482.1|BTRY	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC120773707|XP_039958679.1|BTRY	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC120773432|XP_039958247.1|BTRY	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC120775755|XP_039962019.1|BTRY	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC120773522|XP_039958413.1|BTRY	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC120771456|XP_039955401.1|BTRY	LOC117571719|XP_034109911.1|DALB
OG0008154	LOC120777655|XP_039965040.1|BTRY	LOC117567478|XP_034103399.1|DALB
OG0008155	LOC120777736|XP_039965161.1|BTRY	LOC117569498|XP_034106573.1|DALB
OG0008157	LOC120777424|XP_039964667.1|BTRY	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC120775549|XP_039961710.1|BTRY	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC120777807|XP_039965275.1|BTRY	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC120770132|XP_039953247.1|BTRY	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC120775913|XP_039962240.1|BTRY	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC120774516|XP_039960145.1|BTRY	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC120779147|XP_039967295.1|BTRY	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC120773996|XP_039959199.1|BTRY	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC120774879|XP_039960667.1|BTRY	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC120774889|XP_039960686.1|BTRY	LOC117577553|XP_034118274.1|DALB
OG0008167	LOC120774468|XP_039960058.1|BTRY	LOC117564321|XP_034098916.1|DALB
OG0008168	LOC120774168|XP_039959522.1|BTRY	LOC117564329|XP_034098929.1|DALB
OG0008169	LOC120774169|XP_039959524.1|BTRY	LOC117566948|XP_034102475.1|DALB
OG0008170	LOC120774298|XP_039959754.1|BTRY	LOC117570726|XP_034108439.1|DALB
OG0008171	LOC120775444|XP_039961564.1|BTRY	LOC117578073|XP_034119108.1|DALB
OG0008172	LOC120782235|XP_039970336.1|BTRY	LOC117575720|XP_034115950.1|DALB
OG0008173	LOC120774019|XP_039959235.1|BTRY	LOC117563850|XP_034098270.1|DALB
OG0008174	LOC120770340|XP_039953672.1|BTRY	LOC117572086|XP_034110573.1|DALB
OG0008175	LOC120774293|XP_039959749.1|BTRY	LOC117568172|XP_034104499.1|DALB
OG0008176	LOC120775639|XP_039961828.1|BTRY	LOC117578228|XP_034119497.1|DALB
OG0008177	LOC120774428|XP_039959996.1|BTRY	LOC117569103|XP_034106015.1|DALB
OG0008178	LOC120776105|XP_039962528.1|BTRY	LOC117565783|XP_034100954.1|DALB
OG0008179	LOC120775182|XP_039961171.1|BTRY	LOC117578286|XP_034119613.1|DALB
OG0008180	LOC120774149|XP_039959488.1|BTRY	LOC117577592|XP_034118330.1|DALB
OG0008181	LOC120774153|XP_039959495.1|BTRY	LOC117577795|XP_034118613.1|DALB
OG0008182	LOC120772352|XP_039956850.1|BTRY	LOC117568807|XP_034105559.1|DALB
OG0008183	LOC120771318|XP_039955192.1|BTRY	LOC117569867|XP_034107092.1|DALB
OG0008185	LOC120770204|XP_039953389.1|BTRY	LOC117573781|XP_034113078.1|DALB
OG0008186	LOC120771864|XP_039956047.1|BTRY	LOC117569174|XP_034106134.1|DALB
OG0008187	LOC120771865|XP_039956048.1|BTRY	LOC117569177|XP_034106137.1|DALB
OG0008188	LOC120769385|XP_039952290.1|BTRY	LOC117563478|XP_034097730.1|DALB
OG0008190	LOC120778676|XP_039966544.1|BTRY	LOC117569021|XP_034105901.1|DALB
OG0008191	LOC120775443|XP_039961563.1|BTRY	LOC117573080|XP_034111864.1|DALB
OG0008192	LOC120774148|XP_039959487.1|BTRY	LOC117565058|XP_034099900.1|DALB
OG0008193	LOC120775454|XP_039961574.1|BTRY	LOC117575334|XP_034115385.1|DALB
OG0008194	LOC120775567|XP_039961729.1|BTRY	LOC117564160|XP_034098718.1|DALB
OG0008196	LOC120772439|XP_039956990.1|BTRY	LOC117567946|XP_034104135.1|DALB
OG0008197	LOC120777020|XP_039964067.1|BTRY	LOC117570218|XP_034107607.1|DALB
OG0008198	LOC120775366|XP_039961463.1|BTRY	LOC117571025|XP_034108880.1|DALB
OG0008199	LOC120775866|XP_039962169.1|BTRY	LOC117574641|XP_034114434.1|DALB
OG0008200	LOC120771991|XP_039956281.1|BTRY	LOC117568948|XP_034105779.1|DALB
OG0008201	LOC120777735|XP_039965160.1|BTRY	LOC117569497|XP_034106572.1|DALB
OG0008202	LOC120778526|XP_039966295.1|BTRY	LOC117571694|XP_034109879.1|DALB
OG0008203	LOC120776759|XP_039963654.1|BTRY	LOC117572503|XP_034111246.1|DALB
OG0008204	LOC120773911|XP_039959035.1|BTRY	LOC117564651|XP_034099404.1|DALB
OG0008205	LOC120773434|XP_039958249.1|BTRY	LOC117574669|XP_034114469.1|DALB
OG0008206	LOC120777362|XP_039964565.1|BTRY	LOC117571807|XP_034110068.1|DALB
OG0008207	LOC120778674|XP_039966542.1|BTRY	LOC117571802|XP_034110060.1|DALB
OG0008208	LOC120773120|XP_039958049.1|BTRY	LOC117570166|XP_034107532.1|DALB
OG0008209	LOC120778237|XP_039965928.1|BTRY	LOC117565337|XP_034100278.1|DALB
