Orthogroup	BTRY.longest_only	DFIC.longest_only
OG0008706	LOC120778603|XP_039966414.1|BTRY	LOC108100759|XP_017060282.1|DFIC
OG0008707	LOC120775270|XP_039961299.1|BTRY	LOC108094596|XP_017050732.1|DFIC
OG0008708	LOC120775480|XP_039961613.1|BTRY	LOC108097547|XP_017055391.1|DFIC
OG0008709	LOC120782201|XP_039970282.1|BTRY	LOC108088407|XP_017041653.1|DFIC
OG0008710	LOC120776921|XP_039963928.1|BTRY	LOC108087317|XP_017040133.1|DFIC
OG0008711	LOC120767007|XP_039948749.1|BTRY	LOC108098518|XP_017056972.1|DFIC
OG0008712	LOC120771057|XP_039954797.1|BTRY	LOC108093829|XP_017049648.1|DFIC
OG0008714	LOC120767195|XP_039948929.1|BTRY	LOC108092520|XP_017047631.1|DFIC
OG0008715	LOC120777690|XP_039965101.1|BTRY	LOC108099611|XP_017058723.1|DFIC
OG0008716	LOC120766234|XP_039947546.1|BTRY	LOC108091900|XP_017046773.1|DFIC
OG0008717	LOC120777526|XP_039964841.1|BTRY, LOC120779305|XP_039967449.1|BTRY	LOC108096403|XP_017053463.1|DFIC
OG0008718	LOC120781214|XP_039969271.1|BTRY	LOC108093894|XP_017049739.1|DFIC
OG0008719	LOC120768024|XP_039950433.1|BTRY	LOC108100749|XP_017060266.1|DFIC
OG0008720	LOC120779845|XP_039968140.1|BTRY	LOC108094726|XP_017050965.1|DFIC
OG0008721	LOC120774571|XP_039960238.1|BTRY	LOC108095498|XP_017052094.1|DFIC
OG0008722	LOC120779415|XP_039967549.1|BTRY	LOC108099365|XP_017058346.1|DFIC
OG0008723	LOC120772790|XP_039957507.1|BTRY	LOC108096361|XP_017053399.1|DFIC
OG0008724	LOC120767551|XP_039949610.1|BTRY	LOC108088769|XP_017042615.1|DFIC, LOC108101223|XP_017060961.1|DFIC
OG0008725	LOC120773027|XP_039957891.1|BTRY	LOC108094824|XP_017051083.1|DFIC
OG0008726	LOC120771284|XP_039955145.1|BTRY	LOC108096825|XP_017054217.1|DFIC
OG0008727	LOC120766510|XP_039948007.1|BTRY	LOC108087390|XP_017040221.1|DFIC
OG0008728	LOC120782351|XP_039970517.1|BTRY, LOC120782650|XP_039970958.1|BTRY	LOC108086999|XP_017039624.1|DFIC
OG0008729	LOC120775572|XP_039961738.1|BTRY, LOC120773817|XP_039958859.1|BTRY, LOC120773816|XP_039958858.1|BTRY	LOC108088736|XP_017042176.1|DFIC
OG0008730	LOC120774934|XP_039960746.1|BTRY	LOC108092790|XP_017048044.1|DFIC
OG0008731	LOC120782724|XP_039971088.1|BTRY	LOC108091949|XP_017046835.1|DFIC
OG0008732	LOC120768138|XP_039950630.1|BTRY	LOC108100886|XP_017060485.1|DFIC
OG0008734	LOC120782623|XP_039970925.1|BTRY	LOC108098564|XP_017057066.1|DFIC
OG0008736	LOC120781220|XP_039969283.1|BTRY	LOC108086444|XP_017038851.1|DFIC
OG0008738	LOC120769502|XP_039952468.1|BTRY	LOC108092995|XP_017048381.1|DFIC
OG0008739	LOC120776467|XP_039963069.1|BTRY	LOC108100620|XP_017060102.1|DFIC
OG0008740	LOC120770071|XP_039953134.1|BTRY	LOC108090700|XP_017044980.1|DFIC
OG0008741	LOC120779443|XP_039967625.1|BTRY	LOC108090750|XP_017045070.1|DFIC
OG0008742	LOC120778793|XP_039966727.1|BTRY	LOC108099156|XP_017057989.1|DFIC
OG0008743	LOC120770199|XP_039953375.1|BTRY	LOC108086451|XP_017038858.1|DFIC
OG0008744	LOC120773122|XP_039958052.1|BTRY, LOC120772296|XP_039956738.1|BTRY	LOC108101475|XP_017061310.1|DFIC
OG0008745	LOC120775185|XP_039961174.1|BTRY, LOC120773633|XP_039958575.1|BTRY	LOC108097602|XP_017055498.1|DFIC
OG0008746	LOC120773696|XP_039958666.1|BTRY	LOC108101103|XP_017060802.1|DFIC
OG0008747	LOC120776556|XP_039963243.1|BTRY	LOC108093229|XP_017048688.1|DFIC
OG0008748	LOC120767430|XP_039949411.1|BTRY	LOC108101302|XP_017061092.1|DFIC
OG0008749	LOC120773782|XP_039958805.1|BTRY	LOC108100045|XP_017059265.1|DFIC
OG0008750	LOC120768945|XP_039951667.1|BTRY	LOC108089214|XP_017042853.1|DFIC
OG0008751	LOC120766310|XP_039947661.1|BTRY	LOC108096109|XP_017052975.1|DFIC, LOC108096139|XP_017053008.1|DFIC
OG0008752	LOC120782218|XP_039970313.1|BTRY	LOC108099362|XP_017058337.1|DFIC
OG0008753	LOC120766198|XP_039947492.1|BTRY	LOC108099833|XP_017058953.1|DFIC
OG0008754	LOC120780335|XP_039968569.1|BTRY, LOC120774313|XP_039959822.1|BTRY, LOC120766380|XP_039947747.1|BTRY	LOC108094772|XP_017051034.1|DFIC
OG0008755	LOC120776157|XP_039962704.1|BTRY	LOC108088358|XP_017041593.1|DFIC
OG0008756	LOC120766316|XP_039947671.1|BTRY	LOC108087887|XP_017040954.1|DFIC
OG0008757	LOC120766399|XP_039947780.1|BTRY	LOC108099297|XP_017058180.1|DFIC
OG0008758	LOC120767615|XP_039949704.1|BTRY	LOC108091485|XP_017046195.1|DFIC
OG0008759	LOC120769096|XP_039951888.1|BTRY	LOC108098703|XP_017057305.1|DFIC
OG0008760	LOC120768540|XP_039951211.1|BTRY	LOC108100094|XP_017059327.1|DFIC
OG0008761	LOC120768936|XP_039951653.1|BTRY	LOC108098718|XP_017057326.1|DFIC, LOC108102197|XP_017062392.1|DFIC
OG0008762	LOC120768143|XP_039950634.1|BTRY, LOC120768204|XP_039950710.1|BTRY	LOC108090312|XP_017044413.1|DFIC
OG0008763	LOC120767910|XP_039950202.1|BTRY	LOC108093010|XP_017048402.1|DFIC
OG0008764	LOC120769145|XP_039951953.1|BTRY	LOC108095537|XP_017052156.1|DFIC, LOC108098294|XP_017056592.1|DFIC
OG0008765	LOC120771583|XP_039955590.1|BTRY	LOC108096664|XP_017053926.1|DFIC
OG0008766	LOC120772267|XP_039956704.1|BTRY	LOC108094096|XP_017050009.1|DFIC
OG0008767	LOC120772396|XP_039956920.1|BTRY	LOC108086304|XP_017038685.1|DFIC
OG0008768	LOC120771126|XP_039954916.1|BTRY	LOC108101888|XP_017061932.1|DFIC
OG0008769	LOC120771045|XP_039954780.1|BTRY	LOC108101420|XP_017061235.1|DFIC
OG0008770	LOC120772044|XP_039956350.1|BTRY	LOC108094007|XP_017049923.1|DFIC
OG0008771	LOC120772014|XP_039956314.1|BTRY	LOC108086405|XP_017038796.1|DFIC
OG0008772	LOC120771950|XP_039956194.1|BTRY	LOC108086452|XP_017038859.1|DFIC
OG0008773	LOC120772256|XP_039956693.1|BTRY, LOC120772243|XP_039956671.1|BTRY	LOC108094013|XP_017049929.1|DFIC
OG0008774	LOC120770782|XP_039954295.1|BTRY, LOC120772040|XP_039956345.1|BTRY	LOC108094967|XP_017051319.1|DFIC
OG0008775	LOC120770470|XP_039953899.1|BTRY	LOC108093711|XP_017049398.1|DFIC
OG0008776	LOC120770354|XP_039953691.1|BTRY, LOC120781382|XP_039969522.1|BTRY, LOC120781851|XP_039970003.1|BTRY, LOC120781105|XP_039969181.1|BTRY	LOC108086750|XP_017039279.1|DFIC
OG0008777	LOC120770829|XP_039954352.1|BTRY	LOC108096845|XP_017054247.1|DFIC
OG0008778	LOC120772385|XP_039956909.1|BTRY, LOC120772480|XP_039957058.1|BTRY, LOC120772700|XP_039957377.1|BTRY	LOC108094299|XP_017050304.1|DFIC
OG0008779	LOC120773667|XP_039958624.1|BTRY, LOC120773666|XP_039958622.1|BTRY, LOC120773671|XP_039958630.1|BTRY, LOC120773668|XP_039958625.1|BTRY, LOC120773670|XP_039958628.1|BTRY, LOC120773669|XP_039958626.1|BTRY	LOC108097204|XP_017054839.1|DFIC
OG0008780	LOC120775845|XP_039962146.1|BTRY	LOC108091389|XP_017046059.1|DFIC
OG0008781	LOC120775250|XP_039961265.1|BTRY, LOC120774456|XP_039960042.1|BTRY, LOC120774703|XP_039960366.1|BTRY	LOC108097353|XP_017055078.1|DFIC
OG0008782	LOC120776486|XP_039963102.1|BTRY, LOC120776485|XP_039963101.1|BTRY, LOC120776484|XP_039963096.1|BTRY	LOC108100214|XP_017059480.1|DFIC, LOC108096385|XP_017053434.1|DFIC
OG0008783	LOC120778297|XP_039966018.1|BTRY	LOC108096543|XP_017053719.1|DFIC
OG0008784	LOC120777858|XP_039965336.1|BTRY	LOC108100555|XP_017060016.1|DFIC
OG0008805	LOC120775009|XP_039960878.1|BTRY	LOC108098079|XP_017056266.1|DFIC
OG0008806	LOC120773536|XP_039958427.1|BTRY	LOC108094566|XP_017050667.1|DFIC
OG0008807	LOC120773697|XP_039958663.1|BTRY	LOC108097990|XP_017056114.1|DFIC
OG0008808	LOC120773431|XP_039958245.1|BTRY	LOC108095564|XP_017052201.1|DFIC
OG0008809	LOC120766697|XP_039948279.1|BTRY	LOC108099635|XP_017058754.1|DFIC
OG0008811	LOC120779477|XP_039967692.1|BTRY	LOC108097477|XP_017055245.1|DFIC
OG0008813	LOC120782502|XP_039970744.1|BTRY	LOC108098921|XP_017057614.1|DFIC
OG0008814	LOC120772277|XP_039956714.1|BTRY	LOC108090801|XP_017045143.1|DFIC
OG0008819	LOC120771932|XP_039956163.1|BTRY	LOC108094940|XP_017051290.1|DFIC
OG0008820	LOC120769654|XP_039952693.1|BTRY	LOC108097836|XP_017055848.1|DFIC
OG0008823	LOC120775333|XP_039961408.1|BTRY	LOC108088678|XP_017042106.1|DFIC
OG0008824	LOC120773118|XP_039958047.1|BTRY	LOC108095419|XP_017052014.1|DFIC
OG0008825	LOC120779105|XP_039967210.1|BTRY	LOC108095418|XP_017052013.1|DFIC
OG0008829	LOC120773349|XP_039958103.1|BTRY	LOC108097136|XP_017054722.1|DFIC
OG0008830	LOC120775850|XP_039962154.1|BTRY	LOC108088593|XP_017041929.1|DFIC
OG0008831	LOC120774141|XP_039959468.1|BTRY	LOC108097159|XP_017054778.1|DFIC
OG0008832	LOC120774079|XP_039959339.1|BTRY	LOC108097092|XP_017054638.1|DFIC
OG0008833	LOC120774905|XP_039960708.1|BTRY	LOC108098094|XP_017056289.1|DFIC
OG0008834	LOC120768033|XP_039950458.1|BTRY	LOC108095849|XP_017052636.1|DFIC
OG0008838	LOC120768000|XP_039950356.1|BTRY	LOC108101195|XP_017060928.1|DFIC
OG0008839	LOC120772004|XP_039956296.1|BTRY	LOC108086679|XP_017039161.1|DFIC
OG0008840	LOC120779671|XP_039967962.1|BTRY, LOC120771110|XP_039954894.1|BTRY, LOC120769524|XP_039952494.1|BTRY	LOC108098385|XP_017056742.1|DFIC
OG0008841	LOC120778663|XP_039966522.1|BTRY	LOC108099218|XP_017058087.1|DFIC
OG0008842	LOC120773121|XP_039958051.1|BTRY	LOC108087606|XP_017040534.1|DFIC
OG0008843	LOC120778022|XP_039965627.1|BTRY	LOC108099131|XP_017057958.1|DFIC
OG0008845	LOC120768363|XP_039950960.1|BTRY	LOC108098447|XP_017056840.1|DFIC
OG0008847	LOC120779274|XP_039967436.1|BTRY	LOC108091822|XP_017046689.1|DFIC
OG0008848	LOC120770604|XP_039954142.1|BTRY, LOC120770603|XP_039954141.1|BTRY	LOC108090268|XP_017044366.1|DFIC
OG0008849	LOC120774553|XP_039960218.1|BTRY	LOC108095391|XP_017051960.1|DFIC
OG0008852	LOC120770813|XP_039954324.1|BTRY	LOC108101469|XP_017061303.1|DFIC
OG0008854	LOC120779483|XP_039967698.1|BTRY	LOC108091517|XP_017046264.1|DFIC
OG0008855	LOC120775169|XP_039961154.1|BTRY	LOC108095609|XP_017052262.1|DFIC
OG0008856	LOC120779694|XP_039967988.1|BTRY	LOC108098410|XP_017056793.1|DFIC
OG0008857	LOC120777571|XP_039964909.1|BTRY	LOC108088245|XP_017041450.1|DFIC
OG0008858	LOC120778320|XP_039966049.1|BTRY	LOC108092024|XP_017046951.1|DFIC
OG0008859	LOC120777537|XP_039964859.1|BTRY	LOC108087469|XP_017040334.1|DFIC
OG0008860	LOC120766822|XP_039948468.1|BTRY, LOC120766820|XP_039948464.1|BTRY	LOC108097640|XP_017055559.1|DFIC
OG0008861	LOC120772353|XP_039956851.1|BTRY	LOC108090437|XP_017044603.1|DFIC
OG0008862	LOC120780557|XP_039968748.1|BTRY	LOC108096815|XP_017054199.1|DFIC
OG0008863	LOC120769806|XP_039952938.1|BTRY	LOC108101373|XP_017061176.1|DFIC
OG0008864	LOC120774091|XP_039959358.1|BTRY	LOC108090637|XP_017044903.1|DFIC
OG0008865	LOC120769432|XP_039952348.1|BTRY	LOC108093512|XP_017049092.1|DFIC
OG0008866	LOC120767937|XP_039950237.1|BTRY	LOC108091507|XP_017046239.1|DFIC
OG0008868	LOC120772927|XP_039957761.1|BTRY, LOC120772991|XP_039957838.1|BTRY	LOC108090279|XP_017044379.1|DFIC
OG0008869	LOC120778668|XP_039966533.1|BTRY	LOC108088774|XP_017042217.1|DFIC
OG0008870	LOC120777114|XP_039964184.1|BTRY	LOC108088262|XP_017041469.1|DFIC
OG0008871	LOC120777246|XP_039964371.1|BTRY	LOC108095424|XP_017052021.1|DFIC
OG0008872	LOC120767275|XP_039949080.1|BTRY	LOC108093454|XP_017049022.1|DFIC
OG0008874	LOC120771721|XP_039955810.1|BTRY	LOC108093692|XP_017049360.1|DFIC
OG0008875	LOC120772793|XP_039957510.1|BTRY	LOC108096969|XP_017054435.1|DFIC
OG0008876	LOC120781300|XP_039969430.1|BTRY	LOC108095045|XP_017051434.1|DFIC
OG0008877	LOC120777506|XP_039964794.1|BTRY	LOC108089418|XP_017043111.1|DFIC
OG0008878	LOC120781474|XP_039969629.1|BTRY	LOC108100950|XP_017060583.1|DFIC
OG0008879	LOC120771654|XP_039955703.1|BTRY, LOC120771675|XP_039955731.1|BTRY	LOC108090267|XP_017044365.1|DFIC
OG0008881	LOC120772282|XP_039956727.1|BTRY	LOC108101811|XP_017061776.1|DFIC
OG0008882	LOC120768829|XP_039951515.1|BTRY	LOC108101624|XP_017061528.1|DFIC, LOC108101196|XP_017060929.1|DFIC
OG0008883	LOC120782416|XP_039970600.1|BTRY	LOC108092106|XP_017047090.1|DFIC
OG0008884	LOC120766687|XP_039948267.1|BTRY	LOC108095648|XP_017052302.1|DFIC
OG0008885	LOC120768157|XP_039950652.1|BTRY	LOC108101577|XP_017061516.1|DFIC, LOC108094473|XP_017050546.1|DFIC
OG0008886	LOC120770859|XP_039954408.1|BTRY	LOC108090476|XP_017044661.1|DFIC
OG0008887	LOC120771070|XP_039954815.1|BTRY	LOC108094914|XP_017051249.1|DFIC
OG0008888	LOC120776906|XP_039963911.1|BTRY	LOC108099897|XP_017059044.1|DFIC
OG0008889	LOC120771667|XP_039955717.1|BTRY	LOC108090764|XP_017045093.1|DFIC
OG0008890	LOC120779538|XP_039967819.1|BTRY	LOC108098958|XP_017057659.1|DFIC
OG0008891	LOC120771576|XP_039955575.1|BTRY	LOC108096333|XP_017053357.1|DFIC
OG0008892	LOC120771649|XP_039955695.1|BTRY	LOC108090894|XP_017045289.1|DFIC
OG0008893	LOC120778188|XP_039965860.1|BTRY	LOC108088987|XP_017042518.1|DFIC
OG0008894	LOC120772683|XP_039957359.1|BTRY	LOC108099485|XP_017058534.1|DFIC
OG0008895	LOC120768625|XP_039951328.1|BTRY	LOC108098856|XP_017057512.1|DFIC
OG0008897	LOC120782462|XP_039970688.1|BTRY	LOC108087226|XP_017039998.1|DFIC
OG0008898	LOC120771423|XP_039955344.1|BTRY	LOC108087778|XP_017040795.1|DFIC
OG0008899	LOC120767243|XP_039949019.1|BTRY	LOC108101204|XP_017060940.1|DFIC
OG0008900	LOC120767837|XP_039950061.1|BTRY	LOC108096080|XP_017052930.1|DFIC, LOC108087771|XP_017040829.1|DFIC
OG0008901	LOC120777592|XP_039964959.1|BTRY	LOC108089564|XP_017043397.1|DFIC
OG0008902	LOC120779662|XP_039967952.1|BTRY	LOC108098412|XP_017056796.1|DFIC
OG0008903	LOC120768321|XP_039950893.1|BTRY	LOC108091518|XP_017046266.1|DFIC
OG0008904	LOC120772869|XP_039957639.1|BTRY	LOC108093790|XP_017049560.1|DFIC
OG0008905	LOC120779590|XP_039967867.1|BTRY	LOC108095027|XP_017051386.1|DFIC
OG0008906	LOC120778782|XP_039966701.1|BTRY	LOC108089744|XP_017043616.1|DFIC
OG0008907	LOC120766306|XP_039947657.1|BTRY	LOC108091919|XP_017046794.1|DFIC
OG0008908	LOC120766370|XP_039947737.1|BTRY	LOC108093557|XP_017049140.1|DFIC
OG0008909	LOC120777704|XP_039965120.1|BTRY	LOC108086290|XP_017038668.1|DFIC
OG0008910	LOC120771624|XP_039955692.1|BTRY	LOC108099592|XP_017058688.1|DFIC
OG0008911	LOC120778779|XP_039966700.1|BTRY	LOC108092143|XP_017047143.1|DFIC
OG0008912	LOC120774524|XP_039960204.1|BTRY, LOC120767005|XP_039948748.1|BTRY	LOC108098494|XP_017056903.1|DFIC
OG0008913	LOC120769769|XP_039953167.1|BTRY, LOC120772547|XP_039957554.1|BTRY, LOC120766369|XP_039947736.1|BTRY	LOC108099402|XP_017058397.1|DFIC
OG0008914	LOC120781812|XP_039969968.1|BTRY	LOC108091918|XP_017046793.1|DFIC
OG0008915	LOC120781646|XP_039969810.1|BTRY	LOC108089100|XP_017042704.1|DFIC
OG0008916	LOC120768041|XP_039950476.1|BTRY	LOC108100801|XP_017060348.1|DFIC
OG0008917	LOC120769121|XP_039951916.1|BTRY	LOC108100909|XP_017060512.1|DFIC
OG0008918	LOC120767959|XP_039950284.1|BTRY	LOC108096098|XP_017052962.1|DFIC, LOC108097902|XP_017055928.1|DFIC
OG0008919	LOC120769639|XP_039952678.1|BTRY	LOC108091459|XP_017046150.1|DFIC
OG0008920	LOC120768831|XP_039951517.1|BTRY, LOC120768832|XP_039951518.1|BTRY	LOC108096195|XP_017053068.1|DFIC
OG0008921	LOC120769444|XP_039952366.1|BTRY	LOC108100961|XP_017060601.1|DFIC
OG0008922	LOC120769346|XP_039952240.1|BTRY	LOC108094138|XP_017050053.1|DFIC, LOC108100954|XP_017060592.1|DFIC
OG0008923	LOC120772275|XP_039956713.1|BTRY	LOC108095240|XP_017051757.1|DFIC
OG0008924	LOC120770837|XP_039954362.1|BTRY	LOC108094843|XP_017051135.1|DFIC
OG0008925	LOC120771993|XP_039956284.1|BTRY	LOC108086312|XP_017038702.1|DFIC
OG0008926	LOC120771591|XP_039955597.1|BTRY	LOC108090413|XP_017044557.1|DFIC
OG0008927	LOC120771608|XP_039955626.1|BTRY	LOC108101887|XP_017061931.1|DFIC
OG0008928	LOC120771297|XP_039955166.1|BTRY, LOC120773070|XP_039957946.1|BTRY	LOC108094227|XP_017050173.1|DFIC
OG0008929	LOC120772554|XP_039957172.1|BTRY, LOC120772553|XP_039957171.1|BTRY	LOC108095176|XP_017051630.1|DFIC
OG0008930	LOC120770305|XP_039953607.1|BTRY	LOC108091943|XP_017046820.1|DFIC
OG0008931	LOC120772830|XP_039957571.1|BTRY	LOC108090916|XP_017045328.1|DFIC
OG0008932	LOC120772422|XP_039956967.1|BTRY, LOC120770089|XP_039953172.1|BTRY	LOC108090695|XP_017044967.1|DFIC
OG0008933	LOC120773021|XP_039957884.1|BTRY, LOC120771437|XP_039955374.1|BTRY	LOC108086397|XP_017038788.1|DFIC
OG0008934	LOC120772676|XP_039957347.1|BTRY	LOC108086990|XP_017039611.1|DFIC, LOC108086991|XP_017039617.1|DFIC
OG0008935	LOC120771376|XP_039955271.1|BTRY	LOC108094334|XP_017050372.1|DFIC
OG0008936	LOC120770008|XP_039953035.1|BTRY	LOC108096913|XP_017054352.1|DFIC
OG0008937	LOC120770962|XP_039954626.1|BTRY	LOC108096698|XP_017054019.1|DFIC
OG0008938	LOC120771430|XP_039955360.1|BTRY	LOC108094851|XP_017051147.1|DFIC
OG0008939	LOC120771093|XP_039954854.1|BTRY	LOC108094892|XP_017051221.1|DFIC
OG0008940	LOC120770094|XP_039953178.1|BTRY	LOC108090864|XP_017045241.1|DFIC
OG0008941	LOC120773429|XP_039958243.1|BTRY	LOC108086498|XP_017038913.1|DFIC
OG0008942	LOC120775096|XP_039961037.1|BTRY	LOC108091101|XP_017045610.1|DFIC
OG0008943	LOC120775797|XP_039962075.1|BTRY, LOC120774734|XP_039960421.1|BTRY	LOC108092978|XP_017048359.1|DFIC
OG0008944	LOC120774440|XP_039960015.1|BTRY, LOC120775988|XP_039962352.1|BTRY, LOC120775894|XP_039962220.1|BTRY, LOC120775911|XP_039962237.1|BTRY	LOC108094612|XP_017050776.1|DFIC
OG0008945	LOC120773455|XP_039958282.1|BTRY	LOC108097281|XP_017054971.1|DFIC
OG0008946	LOC120773365|XP_039958124.1|BTRY, LOC120775071|XP_039960994.1|BTRY	LOC108091202|XP_017045774.1|DFIC
OG0008947	LOC120774697|XP_039960359.1|BTRY, LOC120774698|XP_039960361.1|BTRY, LOC120774696|XP_039960358.1|BTRY	LOC108097043|XP_017054563.1|DFIC
OG0008948	LOC120774748|XP_039960440.1|BTRY	LOC108092823|XP_017048115.1|DFIC
OG0008949	LOC120777813|XP_039965284.1|BTRY	LOC108093053|XP_017048449.1|DFIC
OG0008950	LOC120776909|XP_039963914.1|BTRY	LOC108097196|XP_017054830.1|DFIC
OG0008951	LOC120776913|XP_039963917.1|BTRY	LOC108089351|XP_017043020.1|DFIC
OG0008952	LOC120776684|XP_039963496.1|BTRY, LOC120778028|XP_039965635.1|BTRY	LOC108097901|XP_017055927.1|DFIC
OG0008953	LOC120778478|XP_039966228.1|BTRY	LOC108088741|XP_017042178.1|DFIC
OG0008954	LOC120777150|XP_039964229.1|BTRY	LOC108098437|XP_017056817.1|DFIC
OG0008955	LOC120777167|XP_039964256.1|BTRY	LOC108089345|XP_017043015.1|DFIC
OG0008956	LOC120777687|XP_039965095.1|BTRY	LOC108100171|XP_017059428.1|DFIC
OG0008957	LOC120778877|XP_039966855.1|BTRY	LOC108086951|XP_017039553.1|DFIC
OG0008958	LOC120779010|XP_039967063.1|BTRY	LOC108088879|XP_017042363.1|DFIC
OG0008959	LOC120776425|XP_039963011.1|BTRY, LOC120778430|XP_039966145.1|BTRY	LOC108100230|XP_017059497.1|DFIC
OG0008960	LOC120776605|XP_039963327.1|BTRY	LOC108100409|XP_017059785.1|DFIC
OG0008985	LOC120778924|XP_039966904.1|BTRY	LOC108089358|XP_017043025.1|DFIC
OG0008986	LOC120769139|XP_039951946.1|BTRY	LOC108091789|XP_017046637.1|DFIC
OG0008992	LOC120780461|XP_039968668.1|BTRY	LOC108096843|XP_017054246.1|DFIC
OG0008993	LOC120776666|XP_039963475.1|BTRY	LOC108100565|XP_017060031.1|DFIC
OG0008994	LOC120767840|XP_039950067.1|BTRY	LOC108092716|XP_017047933.1|DFIC
OG0008995	LOC120772977|XP_039957823.1|BTRY	LOC108090947|XP_017045371.1|DFIC
OG0008997	LOC120773447|XP_039958271.1|BTRY	LOC108092841|XP_017048136.1|DFIC
OG0008999	LOC120782791|XP_039971197.1|BTRY	LOC108094224|XP_017050174.1|DFIC
OG0009001	LOC120774896|XP_039960697.1|BTRY	LOC108101202|XP_017060938.1|DFIC
OG0009003	LOC120778052|XP_039965666.1|BTRY	LOC108089339|XP_017043009.1|DFIC
OG0009004	LOC120782373|XP_039970547.1|BTRY	LOC108086389|XP_017038780.1|DFIC
OG0009005	LOC120769245|XP_039952079.1|BTRY	LOC108100862|XP_017060430.1|DFIC
OG0009006	LOC120782595|XP_039970882.1|BTRY	LOC108093368|XP_017048878.1|DFIC
OG0009007	LOC120776855|XP_039963831.1|BTRY	LOC108093955|XP_017049847.1|DFIC
OG0009008	LOC120771843|XP_039956022.1|BTRY	LOC108101090|XP_017060782.1|DFIC
OG0009009	LOC120776712|XP_039963543.1|BTRY	LOC108100505|XP_017059945.1|DFIC
OG0009010	LOC120776714|XP_039963545.1|BTRY	LOC108089033|XP_017042619.1|DFIC
OG0009011	LOC120777345|XP_039964530.1|BTRY	LOC108100358|XP_017059680.1|DFIC
OG0009012	LOC120775496|XP_039961637.1|BTRY	LOC108101324|XP_017061125.1|DFIC
OG0009013	LOC120773484|XP_039958349.1|BTRY	LOC108097080|XP_017054611.1|DFIC
OG0009014	LOC120777082|XP_039964144.1|BTRY	LOC108089380|XP_017043052.1|DFIC
OG0009015	LOC120778111|XP_039965748.1|BTRY	LOC108088247|XP_017041453.1|DFIC
OG0009016	LOC120778207|XP_039965897.1|BTRY	LOC108096370|XP_017053411.1|DFIC
OG0009017	LOC120769661|XP_039952703.1|BTRY	LOC108092514|XP_017047624.1|DFIC
OG0009018	LOC120782070|XP_039970156.1|BTRY	LOC108098407|XP_017056787.1|DFIC
OG0009019	LOC120779765|XP_039968079.1|BTRY	LOC108098401|XP_017056769.1|DFIC
OG0009020	LOC120782182|XP_039970255.1|BTRY	LOC108097214|XP_017054854.1|DFIC
OG0009021	LOC120774788|XP_039960508.1|BTRY	LOC108091395|XP_017046069.1|DFIC
OG0009022	LOC120767782|XP_039950007.1|BTRY	LOC108087393|XP_017040225.1|DFIC
OG0009023	LOC120768072|XP_039950536.1|BTRY	LOC108088379|XP_017041615.1|DFIC
OG0009024	LOC120766396|XP_039947777.1|BTRY	LOC108099462|XP_017058500.1|DFIC
OG0009025	LOC120779649|XP_039967935.1|BTRY	LOC108087973|XP_017041061.1|DFIC
OG0009026	LOC120770356|XP_039953695.1|BTRY	LOC108092160|XP_017047169.1|DFIC
OG0009027	LOC120781212|XP_039969269.1|BTRY	LOC108087805|XP_017040851.1|DFIC
OG0009028	LOC120776497|XP_039963114.1|BTRY	LOC108087446|XP_017040290.1|DFIC
OG0009029	LOC120769058|XP_039951845.1|BTRY	LOC108088129|XP_017041279.1|DFIC
OG0009030	LOC120768191|XP_039950694.1|BTRY	LOC108101325|XP_017061122.1|DFIC
OG0009031	LOC120782668|XP_039970984.1|BTRY	LOC108093551|XP_017049136.1|DFIC
OG0009032	LOC120782669|XP_039970985.1|BTRY	LOC108093552|XP_017049137.1|DFIC
OG0009033	LOC120768243|XP_039950766.1|BTRY	LOC108100891|XP_017060489.1|DFIC
OG0009034	LOC120768219|XP_039950726.1|BTRY	LOC108094546|XP_017050644.1|DFIC
OG0009035	LOC120768395|XP_039951002.1|BTRY	LOC108101251|XP_017060996.1|DFIC
OG0009036	LOC120771957|XP_039956203.1|BTRY	LOC108090900|XP_017045300.1|DFIC
OG0009037	LOC120767682|XP_039949800.1|BTRY	LOC108092444|XP_017047514.1|DFIC
OG0009038	LOC120777912|XP_039965432.1|BTRY	LOC108088521|XP_017041849.1|DFIC
OG0009039	LOC120782763|XP_039971159.1|BTRY	LOC108096705|XP_017054032.1|DFIC
OG0009040	LOC120770793|XP_039954306.1|BTRY	LOC108086692|XP_017039177.1|DFIC
OG0009041	LOC120782234|XP_039970335.1|BTRY	LOC108088016|XP_017041117.1|DFIC
OG0009042	LOC120768606|XP_039951303.1|BTRY	LOC108098096|XP_017056295.1|DFIC, LOC108089974|XP_017043964.1|DFIC
OG0009043	LOC120766792|XP_039948426.1|BTRY	LOC108092731|XP_017047948.1|DFIC
OG0009044	LOC120768934|XP_039951650.1|BTRY	LOC108089857|XP_017043791.1|DFIC
OG0009045	LOC120782526|XP_039970770.1|BTRY	LOC108091816|XP_017046676.1|DFIC
OG0009046	LOC120777618|XP_039965001.1|BTRY	LOC108093580|XP_017049191.1|DFIC
OG0009047	LOC120772592|XP_039957236.1|BTRY	LOC108094203|XP_017050147.1|DFIC
OG0009048	LOC120781420|XP_039969568.1|BTRY	LOC108092725|XP_017047943.1|DFIC
OG0009049	LOC120770361|XP_039953710.1|BTRY	LOC108097663|XP_017055602.1|DFIC
