Orthogroup	BTRY.longest_only	AAEG.longest_only
OG0006246	LOC120774550|XP_039960214.1|BTRY	LOC5566751|XP_001651159.1|AAEG
OG0006247	LOC120771003|XP_039954696.1|BTRY	LOC5573032|XP_021695105.1|AAEG
OG0006248	LOC120776101|XP_039962524.1|BTRY	LOC5576759|XP_021695123.1|AAEG
OG0006249	LOC120774334|XP_039959824.1|BTRY	LOC5576924|XP_021695160.1|AAEG
OG0006250	LOC120774037|XP_039959271.1|BTRY	LOC5568027|XP_021695522.1|AAEG
OG0006251	LOC120766675|XP_039948249.1|BTRY	LOC5579467|XP_021693196.1|AAEG
OG0006252	LOC120782755|XP_039971139.1|BTRY	LOC5578380|XP_021693622.1|AAEG
OG0006253	LOC120773568|XP_039958472.1|BTRY	LOC5573035|XP_021693722.1|AAEG
OG0006254	LOC120775654|XP_039961847.1|BTRY	LOC5579004|XP_021695716.1|AAEG
OG0006255	LOC120766866|XP_039948530.1|BTRY	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG
OG0006256	LOC120775397|XP_039961491.1|BTRY	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG
OG0006257	LOC120775365|XP_039961461.1|BTRY	LOC5565025|XP_021697607.1|AAEG
OG0006258	LOC120773919|XP_039959048.1|BTRY	LOC5565023|XP_021697735.1|AAEG
OG0006259	LOC120782538|XP_039970802.1|BTRY	LOC5569197|XP_021699670.1|AAEG
OG0006260	LOC120774518|XP_039960146.1|BTRY	LOC5566776|XP_021700021.1|AAEG
OG0006261	LOC120767451|XP_039949451.1|BTRY	LOC5566775|XP_001651184.2|AAEG
OG0006262	LOC120773542|XP_039958433.1|BTRY	LOC5566773|XP_001651182.2|AAEG
OG0006263	LOC120775151|XP_039961121.1|BTRY	LOC5566772|XP_001651180.1|AAEG
OG0006264	LOC120775225|XP_039961226.1|BTRY	LOC5566770|XP_021701011.1|AAEG
OG0006265	LOC120772408|XP_039956938.1|BTRY	LOC5566768|XP_021701317.1|AAEG
OG0006266	LOC120775115|XP_039961067.1|BTRY	LOC5566778|XP_001651175.2|AAEG
OG0006267	LOC120774267|XP_039959676.1|BTRY	LOC5566766|XP_001651173.2|AAEG
OG0006268	LOC120774387|XP_039959931.1|BTRY	LOC5569486|XP_001658571.2|AAEG
OG0006269	LOC120782624|XP_039970926.1|BTRY	LOC5573512|XP_001660915.1|AAEG
OG0006270	LOC120774808|XP_039960539.1|BTRY	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG
OG0006271	LOC120777521|XP_039964828.1|BTRY	LOC5568404|XP_001658056.1|AAEG
OG0006272	LOC120773469|XP_039958317.1|BTRY	LOC5570650|XP_001659245.1|AAEG
OG0006273	LOC120775184|XP_039961173.1|BTRY	LOC5570654|XP_001659249.1|AAEG
OG0006274	LOC120775959|XP_039962305.1|BTRY	LOC5574016|XP_001661110.2|AAEG
OG0006275	LOC120775351|XP_039961443.1|BTRY	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG
OG0006276	LOC120779113|XP_039967230.1|BTRY	LOC110681430|XP_021712864.1|AAEG, LOC5571991|XP_001660095.2|AAEG
OG0006277	LOC120772572|XP_039957200.1|BTRY	LOC5571977|XP_001660079.2|AAEG
OG0006278	LOC120773995|XP_039959198.1|BTRY	LOC5579136|XP_001664229.2|AAEG
OG0006279	LOC120776135|XP_039962603.1|BTRY	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG
OG0006280	LOC120781962|XP_039970066.1|BTRY	LOC5564154|XP_021713278.1|AAEG
OG0006281	LOC120781961|XP_039970064.1|BTRY	LOC5564153|XP_001648484.2|AAEG
OG0006282	LOC120775430|XP_039961548.1|BTRY	LOC5573487|XP_021713334.1|AAEG
OG0006283	LOC120782527|XP_039970772.1|BTRY	LOC5564534|XP_021713347.1|AAEG
OG0006284	LOC120774765|XP_039960459.1|BTRY	LOC5564532|XP_001648875.1|AAEG
OG0006285	LOC120775367|XP_039961851.1|BTRY	LOC5580024|XP_001653907.2|AAEG
OG0006286	LOC120766394|XP_039947773.1|BTRY	LOC5580026|XP_021713401.1|AAEG
OG0006287	LOC120775244|XP_039961258.1|BTRY	LOC5570123|XP_021693098.1|AAEG
OG0006288	LOC120766474|XP_039947950.1|BTRY	LOC5570124|XP_021693114.1|AAEG
OG0006289	LOC120779539|XP_039967821.1|BTRY	LOC5569752|XP_001652976.1|AAEG
OG0006290	LOC120775673|XP_039961897.1|BTRY	LOC5569750|XP_021693568.1|AAEG
OG0006291	LOC120769751|XP_039952846.1|BTRY	LOC5570747|XP_021693712.1|AAEG
OG0006292	LOC120774514|XP_039960141.1|BTRY	LOC5578392|XP_021694023.1|AAEG
OG0006293	LOC120776362|XP_039962871.1|BTRY	LOC110674241|XP_021694157.1|AAEG
OG0006294	LOC120775037|XP_039960938.1|BTRY	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG
OG0006295	LOC120775321|XP_039961395.1|BTRY	LOC5572391|XP_001654045.2|AAEG
OG0006296	LOC120774271|XP_039959687.1|BTRY	LOC5572395|XP_021694382.1|AAEG
OG0006297	LOC120773947|XP_039959098.1|BTRY	LOC110674718|XP_021694472.1|AAEG
OG0006298	LOC120775545|XP_039961704.1|BTRY	LOC5564150|XP_021694510.1|AAEG
OG0006299	LOC120774977|XP_039960807.1|BTRY	LOC5564151|XP_021694519.1|AAEG
OG0006300	LOC120773952|XP_039959112.1|BTRY	LOC5578291|XP_001663817.1|AAEG
OG0006301	LOC120775781|XP_039962052.1|BTRY	LOC5574147|XP_001661213.2|AAEG
OG0006302	LOC120774507|XP_039960123.1|BTRY	LOC5569551|XP_021695167.1|AAEG
OG0006303	LOC120770403|XP_039953771.1|BTRY	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG
OG0006304	LOC120769553|XP_039952537.1|BTRY	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG
OG0006305	LOC120774402|XP_039959959.1|BTRY	LOC5578888|XP_021695333.1|AAEG
OG0006306	LOC120780668|XP_039968859.1|BTRY	LOC5563948|XP_021695343.1|AAEG
OG0006307	LOC120766212|XP_039947515.1|BTRY	LOC5563947|XP_021695396.1|AAEG
OG0006308	LOC120775189|XP_039961177.1|BTRY	LOC110675293|XP_021695488.1|AAEG
OG0006309	LOC120773597|XP_039958526.1|BTRY	LOC5574253|XP_021695648.1|AAEG
OG0006310	LOC120773114|XP_039958044.1|BTRY	LOC5574257|XP_021695746.1|AAEG
OG0006311	LOC120775901|XP_039962226.1|BTRY, LOC120775900|XP_039962225.1|BTRY	LOC5569922|XP_001658821.2|AAEG
OG0006312	LOC120775903|XP_039962229.1|BTRY, LOC120775773|XP_039962039.1|BTRY, LOC120775902|XP_039962228.1|BTRY	LOC5569925|XP_021695873.1|AAEG
OG0006313	LOC120774937|XP_039960751.1|BTRY	LOC5569926|XP_001658823.2|AAEG
OG0006314	LOC120775718|XP_039961964.1|BTRY	LOC5576024|XP_001662362.1|AAEG
OG0006315	LOC120781821|XP_039969976.1|BTRY	LOC5566493|XP_001650886.2|AAEG
OG0006316	LOC120774393|XP_039959944.1|BTRY	LOC5571323|XP_021696697.1|AAEG
OG0006317	LOC120776086|XP_039962496.1|BTRY	LOC5571322|XP_001653610.1|AAEG
OG0006318	LOC120773882|XP_039958986.1|BTRY	LOC5570448|XP_021696888.1|AAEG
OG0006319	LOC120775930|XP_039962270.1|BTRY	LOC5564010|XP_021697066.1|AAEG
OG0006320	LOC120775128|XP_039961086.1|BTRY	LOC5564829|XP_021697212.1|AAEG
OG0006321	LOC120775394|XP_039961488.1|BTRY	LOC5576595|XP_001656178.2|AAEG
OG0006322	LOC120766894|XP_039948578.1|BTRY	LOC5576592|XP_001656173.1|AAEG
OG0006323	LOC120774995|XP_039960848.1|BTRY	LOC5576586|XP_021697461.1|AAEG
OG0006324	LOC120773858|XP_039958942.1|BTRY	LOC5574996|XP_021697597.1|AAEG
OG0006325	LOC120777315|XP_039964491.1|BTRY	LOC5574988|XP_021697667.1|AAEG
OG0006326	LOC120774470|XP_039960060.1|BTRY	LOC5574986|XP_001655459.2|AAEG
OG0006327	LOC120766266|XP_039947588.1|BTRY	LOC5574983|XP_001655456.2|AAEG
OG0006328	LOC120766862|XP_039948525.1|BTRY	LOC5574982|XP_021697717.1|AAEG
OG0006329	LOC120773844|XP_039958908.1|BTRY	LOC5574971|XP_021697845.1|AAEG
OG0006330	LOC120771711|XP_039955797.1|BTRY	LOC5577024|XP_021698112.1|AAEG
OG0006331	LOC120773513|XP_039958402.1|BTRY	LOC5572545|XP_001660477.2|AAEG
OG0006332	LOC120775514|XP_039961656.1|BTRY	LOC5572540|XP_001660476.2|AAEG
OG0006333	LOC120773785|XP_039958808.1|BTRY	LOC5572543|XP_021698170.1|AAEG
OG0006334	LOC120776134|XP_039962600.1|BTRY	LOC5572548|XP_021698233.1|AAEG
OG0006335	LOC120766187|XP_039947476.1|BTRY	LOC5566388|XP_021698878.1|AAEG
OG0006336	LOC120775008|XP_039960875.1|BTRY	LOC5572011|XP_021698892.1|AAEG
OG0006337	LOC120774444|XP_039960019.1|BTRY	LOC5580122|XP_021699339.1|AAEG
OG0006338	LOC120777508|XP_039964802.1|BTRY	LOC5567929|XP_001651968.2|AAEG
OG0006339	LOC120774989|XP_039960831.1|BTRY	LOC5580055|XP_021699699.1|AAEG
OG0006340	LOC120774396|XP_039959948.1|BTRY	LOC5580058|XP_011493555.1|AAEG
OG0006341	LOC120774199|XP_039959574.1|BTRY	LOC5580070|XP_001654823.1|AAEG
OG0006342	LOC120773900|XP_039959009.1|BTRY	LOC5576247|XP_021699775.1|AAEG
OG0006343	LOC120775209|XP_039961207.1|BTRY	LOC5569694|XP_001658675.2|AAEG
OG0006344	LOC120775644|XP_039961833.1|BTRY	LOC5568097|XP_021699868.1|AAEG
OG0006345	LOC120782587|XP_039970873.1|BTRY	LOC5564403|XP_021699994.1|AAEG
OG0006346	LOC120774392|XP_039959946.1|BTRY	LOC5564392|XP_001648745.1|AAEG
OG0006347	LOC120781355|XP_039969493.1|BTRY	LOC5564399|XP_021700076.1|AAEG
OG0006348	LOC120776067|XP_039962465.1|BTRY	LOC23687419|XP_021700400.1|AAEG
OG0006349	LOC120773515|XP_039958404.1|BTRY	LOC5576477|XP_021700521.1|AAEG
OG0006350	LOC120782723|XP_039971081.1|BTRY	LOC5576483|XP_001662676.2|AAEG
OG0006351	LOC120774338|XP_039959832.1|BTRY	LOC5576486|XP_001662679.2|AAEG
OG0006352	LOC120774300|XP_039959756.1|BTRY	LOC5576487|XP_001662680.2|AAEG
OG0006353	LOC120775306|XP_039961373.1|BTRY	LOC5575639|XP_021700696.1|AAEG
OG0006354	LOC120767667|XP_039949777.1|BTRY	LOC5570714|XP_021700801.1|AAEG
OG0006355	LOC120775046|XP_039960955.1|BTRY	LOC5570702|XP_021700994.1|AAEG
OG0006356	LOC120773346|XP_039958100.1|BTRY	LOC5571573|XP_001653710.2|AAEG
OG0006357	LOC120773588|XP_039958513.1|BTRY	LOC5571574|XP_021701329.1|AAEG
OG0006358	LOC120778594|XP_039966399.1|BTRY	LOC5567106|XP_001651492.1|AAEG
OG0006359	LOC120782410|XP_039970592.1|BTRY	LOC5567104|XP_021701584.1|AAEG
OG0006360	LOC120773843|XP_039958907.1|BTRY, LOC120774549|XP_039960213.1|BTRY	LOC5567102|XP_021701592.1|AAEG
OG0006361	LOC120775273|XP_039961304.1|BTRY	LOC5565274|XP_001649600.2|AAEG
OG0006362	LOC120774542|XP_039960203.1|BTRY	LOC5565253|XP_021701766.1|AAEG
OG0006363	LOC120776010|XP_039962387.1|BTRY	LOC5564185|XP_001648523.2|AAEG
OG0006364	LOC120775609|XP_039961783.1|BTRY	LOC5567564|XP_001657555.2|AAEG
OG0006365	LOC120775598|XP_039961771.1|BTRY	LOC5567562|XP_021702952.1|AAEG
OG0006366	LOC120776002|XP_039962368.1|BTRY	LOC5567558|XP_021702974.1|AAEG
OG0006367	LOC120774819|XP_039960559.1|BTRY	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG
OG0006368	LOC120773881|XP_039958988.1|BTRY	LOC5568679|XP_001658089.1|AAEG
OG0006369	LOC120766272|XP_039947606.1|BTRY	LOC5568680|XP_021703108.1|AAEG
OG0006370	LOC120774105|XP_039959396.1|BTRY	LOC5576891|XP_021703357.1|AAEG
OG0006371	LOC120780345|XP_039968574.1|BTRY	LOC5576876|XP_001662974.1|AAEG
OG0006372	LOC120781805|XP_039969962.1|BTRY	LOC5576871|XP_021703551.1|AAEG
OG0006373	LOC120775565|XP_039961725.1|BTRY	LOC5575874|XP_021703663.1|AAEG
OG0006374	LOC120774723|XP_039960408.1|BTRY	LOC5573561|XP_001660932.2|AAEG
OG0006375	LOC120773511|XP_039958396.1|BTRY	LOC5564049|XP_021703880.1|AAEG
OG0006376	LOC120773394|XP_039958178.1|BTRY	LOC5564048|XP_021703893.1|AAEG
OG0006377	LOC120775263|XP_039961282.1|BTRY	LOC5564055|XP_001648371.1|AAEG
OG0006378	LOC120766941|XP_039948625.1|BTRY	LOC5564041|XP_001648374.1|AAEG
OG0006379	LOC120775300|XP_039961354.1|BTRY	LOC5564052|XP_001648386.2|AAEG
OG0006380	LOC120773896|XP_039959006.1|BTRY	LOC5579306|XP_001647614.2|AAEG
OG0006381	LOC120775912|XP_039962238.1|BTRY	LOC5571507|XP_021704110.1|AAEG
OG0006382	LOC120774007|XP_039959221.1|BTRY	LOC5571505|XP_021704117.1|AAEG
OG0006383	LOC120773774|XP_039958791.1|BTRY	LOC5579338|XP_021704112.1|AAEG
OG0006384	LOC120775779|XP_039962049.1|BTRY	LOC5571500|XP_001659750.2|AAEG
OG0006385	LOC120782295|XP_039970434.1|BTRY	LOC5571497|XP_001659747.2|AAEG
OG0006386	LOC120782413|XP_039970596.1|BTRY	LOC5571495|XP_001659745.2|AAEG
OG0006387	LOC120766636|XP_039948188.1|BTRY	LOC5571492|XP_001659742.2|AAEG
OG0006388	LOC120776205|XP_039962774.1|BTRY	LOC5580104|XP_021704389.1|AAEG
OG0006389	LOC120776206|XP_039962775.1|BTRY	LOC5580117|XP_021704405.1|AAEG
OG0006390	LOC120769285|XP_039952143.1|BTRY	LOC5572862|XP_001660621.2|AAEG
OG0006391	LOC120766746|XP_039948350.1|BTRY	LOC5575868|XP_021704753.1|AAEG
OG0006392	LOC120780420|XP_039968634.1|BTRY	LOC5577255|XP_021705012.1|AAEG
OG0006393	LOC120775953|XP_039962298.1|BTRY	LOC5579201|XP_001657324.1|AAEG
OG0006394	LOC120768287|XP_039950850.1|BTRY	LOC5578147|XP_001663718.1|AAEG
OG0006395	LOC120782730|XP_039971093.1|BTRY	LOC5578144|XP_001663714.2|AAEG
OG0006396	LOC120774152|XP_039959494.1|BTRY	LOC5565046|XP_001649414.2|AAEG
OG0006397	LOC120773993|XP_039959193.1|BTRY	LOC5565042|XP_021705270.1|AAEG
OG0006398	LOC120773743|XP_039958738.1|BTRY	LOC5565039|XP_001649398.2|AAEG
OG0006399	LOC120774477|XP_039960069.1|BTRY	LOC5565032|XP_001649389.2|AAEG
OG0006400	LOC120774476|XP_039960067.1|BTRY	LOC5565047|XP_001649385.2|AAEG
OG0006401	LOC120778262|XP_039965973.1|BTRY	LOC5565049|XP_021694261.1|AAEG
OG0006402	LOC120782178|XP_039970252.1|BTRY	LOC110677913|XP_021705581.1|AAEG
OG0006403	LOC120782489|XP_039970725.1|BTRY	LOC5565262|XP_001649612.2|AAEG
OG0006404	LOC120771718|XP_039955809.1|BTRY	LOC5565261|XP_021705657.1|AAEG
OG0006405	LOC120782781|XP_039971183.1|BTRY	LOC5576554|XP_021705756.1|AAEG
OG0006406	LOC120772931|XP_039957769.1|BTRY	LOC5576005|XP_001662347.2|AAEG
OG0006407	LOC120775102|XP_039961049.1|BTRY	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG
OG0006408	LOC120775847|XP_039962151.1|BTRY	LOC5572170|XP_021706154.1|AAEG
OG0006409	LOC120776073|XP_039962477.1|BTRY	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG
OG0006410	LOC120775612|XP_039961788.1|BTRY	LOC5569672|XP_001652937.1|AAEG
OG0006411	LOC120773897|XP_039959007.1|BTRY	LOC5569674|XP_001652936.2|AAEG
OG0006412	LOC120782612|XP_039970913.1|BTRY	LOC5564601|XP_001648949.2|AAEG
OG0006413	LOC120782865|XP_039971338.1|BTRY	LOC5566651|XP_021706607.1|AAEG
OG0006414	LOC120777682|XP_039965089.1|BTRY	LOC5566638|XP_001651016.2|AAEG
OG0006415	LOC120773730|XP_039958720.1|BTRY	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG
OG0006416	LOC120775401|XP_039961496.1|BTRY	LOC110678495|XP_021707149.1|AAEG
OG0006417	LOC120774353|XP_039959872.1|BTRY	LOC5577671|XP_021707516.1|AAEG
OG0006418	LOC120774434|XP_039960008.1|BTRY	LOC110678669|XP_021707543.1|AAEG
OG0006419	LOC120782667|XP_039970982.1|BTRY	LOC5578712|XP_001664017.2|AAEG
OG0006420	LOC120770012|XP_039953042.1|BTRY	LOC5578715|XP_021707890.1|AAEG
OG0006421	LOC120768011|XP_039950372.1|BTRY	LOC5565264|XP_001649608.2|AAEG
OG0006422	LOC120779335|XP_039967469.1|BTRY	LOC5564418|XP_021708064.1|AAEG
OG0006423	LOC120782524|XP_039970767.1|BTRY	LOC23687841|XP_011493522.1|AAEG
OG0006424	LOC120772249|XP_039956688.1|BTRY	LOC5572775|XP_001654177.1|AAEG
OG0006425	LOC120781629|XP_039969797.1|BTRY	LOC5572780|XP_001654178.2|AAEG
OG0006426	LOC120781623|XP_039969791.1|BTRY	LOC5572779|XP_021708158.1|AAEG
OG0006427	LOC120782374|XP_039970548.1|BTRY	LOC5580228|XP_001655936.1|AAEG
OG0006428	LOC120782647|XP_039970953.1|BTRY	LOC5576866|XP_021708395.1|AAEG
OG0006429	LOC120782874|XP_039971350.1|BTRY	LOC5578696|XP_001657095.2|AAEG
OG0006430	LOC120776465|XP_039963066.1|BTRY	LOC5568284|XP_021708752.1|AAEG
OG0006431	LOC120777560|XP_039964890.1|BTRY	LOC5570607|XP_021709327.1|AAEG
OG0006432	LOC120772266|XP_039956706.1|BTRY	LOC5570605|XP_021709391.1|AAEG
OG0006433	LOC120782560|XP_039970827.1|BTRY	LOC5574577|XP_021709421.1|AAEG
OG0006434	LOC120768654|XP_039951361.1|BTRY	LOC5574585|XP_001655209.2|AAEG
OG0006435	LOC120776808|XP_039963746.1|BTRY	LOC5574602|XP_001655214.2|AAEG
OG0006436	LOC120775924|XP_039962263.1|BTRY	LOC110679386|XP_021709561.1|AAEG
OG0006437	LOC120774288|XP_039959715.1|BTRY	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG
OG0006438	LOC120767350|XP_039949249.1|BTRY	LOC5574595|XP_001655227.1|AAEG
OG0006439	LOC120779268|XP_039967451.1|BTRY	LOC5575887|XP_021709907.1|AAEG
OG0006440	LOC120778611|XP_039966426.1|BTRY	LOC110679488|XP_021709944.1|AAEG
OG0006441	LOC120782282|XP_039970418.1|BTRY	LOC5573864|XP_001654896.2|AAEG
OG0006442	LOC120782285|XP_039970422.1|BTRY	LOC5573865|XP_021710083.1|AAEG
OG0006443	LOC120770920|XP_039954591.1|BTRY	LOC5567419|XP_001657407.2|AAEG
OG0006444	LOC120775843|XP_039962149.1|BTRY	LOC5567402|XP_001657421.1|AAEG
OG0006445	LOC120780402|XP_039968621.1|BTRY	LOC5578528|XP_001663919.2|AAEG
OG0006446	LOC120780640|XP_039968836.1|BTRY	LOC5578527|XP_021710791.1|AAEG
OG0006447	LOC120780291|XP_039968491.1|BTRY	LOC5569452|XP_021710822.1|AAEG
OG0006448	LOC120782403|XP_039970583.1|BTRY	LOC5569458|XP_001658541.1|AAEG
OG0006449	LOC120766498|XP_039947984.1|BTRY	LOC110679696|XP_021710973.1|AAEG
OG0006450	LOC120769226|XP_039952057.1|BTRY	LOC5578686|XP_001657084.1|AAEG
OG0006451	LOC120774069|XP_039959310.1|BTRY	LOC23687749|XP_021711806.1|AAEG
OG0006453	LOC120778135|XP_039965793.1|BTRY	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG
OG0006454	LOC120775201|XP_039961198.1|BTRY	LOC5567800|XP_001657703.1|AAEG
OG0006455	LOC120766575|XP_039948102.1|BTRY	LOC5569269|XP_021712455.1|AAEG
OG0006456	LOC120766337|XP_039947696.1|BTRY	LOC5569267|XP_001658413.1|AAEG
OG0006457	LOC120782684|XP_039971009.1|BTRY	LOC5571791|XP_001659920.2|AAEG
OG0006458	LOC120768023|XP_039950428.1|BTRY	LOC5571785|XP_021712709.1|AAEG
OG0006459	LOC120772711|XP_039957398.1|BTRY	LOC5567067|XP_021712815.1|AAEG
OG0006460	LOC120772276|XP_039956719.1|BTRY	LOC5567061|XP_001651465.2|AAEG
OG0006461	LOC120771874|XP_039956065.1|BTRY	LOC5577526|XP_001663417.2|AAEG
OG0006462	LOC120766256|XP_039947576.1|BTRY	LOC5577533|XP_021712953.1|AAEG
OG0006463	LOC120766566|XP_039948090.1|BTRY	LOC5564080|XP_021712956.1|AAEG
OG0006464	LOC120777995|XP_039965578.1|BTRY	LOC110681487|XP_021712963.1|AAEG
OG0006465	LOC120773523|XP_039958414.1|BTRY	LOC5573377|XP_001660868.1|AAEG
OG0006466	LOC120774112|XP_039959406.1|BTRY	LOC5573379|XP_021712989.1|AAEG
OG0006467	LOC120782652|XP_039970959.1|BTRY	LOC5570620|XP_021713007.1|AAEG
OG0006468	LOC120776859|XP_039963841.1|BTRY	LOC5577011|XP_001663109.2|AAEG
OG0006469	LOC120775020|XP_039960906.1|BTRY	LOC5577985|XP_001656721.1|AAEG
OG0006470	LOC120776845|XP_039963804.1|BTRY	LOC5572597|XP_021713032.1|AAEG
OG0006471	LOC120769262|XP_039952104.1|BTRY	LOC5572590|XP_001654104.2|AAEG
OG0006472	LOC120769255|XP_039952093.1|BTRY	LOC5572580|XP_001654102.2|AAEG
OG0006473	LOC120776781|XP_039963696.1|BTRY	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG
OG0006474	LOC120771478|XP_039955450.1|BTRY	LOC5572579|XP_001654094.2|AAEG
OG0006475	LOC120771597|XP_039955607.1|BTRY	LOC5572581|XP_001654090.1|AAEG
OG0006476	LOC120775621|XP_039961802.1|BTRY	LOC5580305|XP_001662923.2|AAEG
OG0006477	LOC120775585|XP_039961755.1|BTRY	LOC5580310|XP_001662922.1|AAEG
OG0006478	LOC120768348|XP_039950939.1|BTRY	LOC5567835|XP_001657742.1|AAEG
OG0006479	LOC120766197|XP_039947491.1|BTRY	LOC110681517|XP_021713143.1|AAEG
OG0006480	LOC120772893|XP_039957699.1|BTRY	LOC5567829|XP_021713150.1|AAEG
OG0006481	LOC120775427|XP_039961545.1|BTRY	LOC5576288|XP_001662578.1|AAEG
OG0006482	LOC120774335|XP_039959831.1|BTRY	LOC5574628|XP_001661544.2|AAEG
OG0006483	LOC120766654|XP_039948220.1|BTRY	LOC5575917|XP_021713246.1|AAEG
OG0006484	LOC120766655|XP_039948221.1|BTRY	LOC5569220|XP_021694302.1|AAEG
OG0006485	LOC120780709|XP_039968905.1|BTRY	LOC5569231|XP_001652791.2|AAEG
OG0006486	LOC120782267|XP_039970375.1|BTRY	LOC23687834|XP_021713276.1|AAEG
OG0006487	LOC120780371|XP_039968598.1|BTRY	LOC5578516|XP_001663907.2|AAEG
OG0006488	LOC120775271|XP_039961300.1|BTRY	LOC5580006|XP_001653894.1|AAEG
OG0006489	LOC120767054|XP_039948844.1|BTRY	LOC5574614|XP_001661531.2|AAEG
OG0006490	LOC120774165|XP_039959523.1|BTRY	LOC5567597|XP_021713385.1|AAEG
OG0006491	LOC120768643|XP_039951347.1|BTRY	LOC5567596|XP_001657573.2|AAEG
OG0006492	LOC120782535|XP_039970799.1|BTRY	LOC5577938|XP_021713399.1|AAEG
OG0006493	LOC120774373|XP_039959902.1|BTRY	LOC5580194|XP_021713405.1|AAEG
OG0006494	LOC120773341|XP_039958089.1|BTRY	LOC5580192|XP_021713406.1|AAEG
OG0006495	LOC120773734|XP_039958724.1|BTRY	LOC5580191|XP_021713407.1|AAEG
OG0006496	LOC120776688|XP_039963506.1|BTRY	LOC5580190|XP_021713408.1|AAEG
OG0006497	LOC120775990|XP_039962357.1|BTRY	LOC5580184|XP_021713412.1|AAEG
OG0006498	LOC120778947|XP_039966947.1|BTRY	LOC5580182|XP_021713413.1|AAEG
OG0006499	LOC120774568|XP_039960239.1|BTRY	LOC5580170|XP_021692917.1|AAEG
OG0006500	LOC120766568|XP_039948128.1|BTRY	LOC5580162|XP_021692929.1|AAEG
OG0006501	LOC120769116|XP_039951914.1|BTRY	LOC5580166|XP_001655586.1|AAEG
OG0006502	LOC120778204|XP_039965893.1|BTRY	LOC5580171|XP_001655580.2|AAEG
OG0006503	LOC120782172|XP_039970242.1|BTRY	LOC5580173|XP_001655578.1|AAEG
OG0006504	LOC120775355|XP_039961451.1|BTRY	LOC5578271|XP_021692940.1|AAEG
OG0006505	LOC120766576|XP_039948103.1|BTRY	LOC5578278|XP_021692945.1|AAEG
OG0006506	LOC120766734|XP_039948320.1|BTRY	LOC5575985|XP_021692952.1|AAEG
OG0006507	LOC120782687|XP_039971011.1|BTRY	LOC5564685|XP_021692996.1|AAEG
OG0006508	LOC120766626|XP_039948174.1|BTRY	LOC5564693|XP_021692998.1|AAEG
OG0006509	LOC120773614|XP_039958548.1|BTRY	LOC5573798|XP_001661045.2|AAEG
OG0006510	LOC120767077|XP_039948874.1|BTRY	LOC5573469|XP_021693046.1|AAEG
OG0006511	LOC120766856|XP_039948521.1|BTRY	LOC5563548|XP_021693062.1|AAEG
OG0006512	LOC120782305|XP_039970449.1|BTRY	LOC5580091|XP_001654841.2|AAEG
OG0006513	LOC120766536|XP_039948041.1|BTRY	LOC5566474|XP_021693097.1|AAEG
OG0006514	LOC120781482|XP_039969639.1|BTRY	LOC5566473|XP_001650857.1|AAEG
OG0006515	LOC120774262|XP_039959668.1|BTRY	LOC5566472|XP_001650856.2|AAEG
OG0006516	LOC120766672|XP_039948246.1|BTRY	LOC5578940|XP_001657228.2|AAEG
OG0006517	LOC120772804|XP_039957525.1|BTRY	LOC5578938|XP_021693141.1|AAEG
OG0006518	LOC120769448|XP_039952375.1|BTRY	LOC5578934|XP_021693153.1|AAEG
OG0006519	LOC120772831|XP_039957575.1|BTRY	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG
OG0006520	LOC120776143|XP_039962621.1|BTRY	LOC5578926|XP_001657212.1|AAEG
OG0006521	LOC120782656|XP_039970963.1|BTRY	LOC5563723|XP_001647993.2|AAEG
OG0006522	LOC120766673|XP_039948250.1|BTRY	LOC5563722|XP_021693218.1|AAEG
OG0006523	LOC120779506|XP_039967750.1|BTRY	LOC5563708|XP_001647996.1|AAEG
OG0006524	LOC120767939|XP_039950240.1|BTRY	LOC5563714|XP_021693240.1|AAEG
OG0006525	LOC120774860|XP_039960622.1|BTRY	LOC5576740|XP_021693241.1|AAEG
OG0006526	LOC120782762|XP_039971158.1|BTRY	LOC5576714|XP_001656220.1|AAEG
OG0006527	LOC120766617|XP_039948162.1|BTRY	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG
