Orthogroup	BTRY.longest_only	DANA.longest_only
OG0006735	LOC120776585|XP_039963288.1|BTRY	LOC6507727|XP_001956227.1|DANA
OG0006736	LOC120778026|XP_039965633.1|BTRY	LOC6493345|XP_001957563.1|DANA
OG0006737	LOC120772638|XP_039957295.1|BTRY	LOC6506536|XP_001957693.1|DANA
OG0006738	LOC120777006|XP_039964042.1|BTRY	LOC6496553|XP_001961131.1|DANA
OG0006739	LOC120777230|XP_039964345.1|BTRY	LOC6493319|XP_001957516.1|DANA
OG0006740	LOC120777928|XP_039965445.1|BTRY	LOC6493354|XP_001957581.1|DANA
OG0006741	LOC120777477|XP_039964745.1|BTRY	LOC6506593|XP_001957582.1|DANA
OG0006742	LOC120782310|XP_039970460.1|BTRY	LOC6501318|XP_001954978.1|DANA
OG0006743	LOC120769509|XP_039952479.1|BTRY	LOC6503336|XP_001965389.2|DANA
OG0006744	LOC120777471|XP_039964729.1|BTRY	LOC6507312|XP_001956267.1|DANA
OG0006745	LOC120782545|XP_039970809.1|BTRY	LOC6501265|XP_032306307.1|DANA
OG0006746	LOC120776888|XP_039963880.1|BTRY	LOC6506965|XP_001956908.1|DANA
OG0006747	LOC120777431|XP_039964672.1|BTRY	LOC26514168|XP_014765583.1|DANA
OG0006748	LOC120773987|XP_039959182.1|BTRY	LOC6504728|XP_001966320.1|DANA
OG0006749	LOC120777762|XP_039965199.1|BTRY	LOC6507461|XP_001955967.1|DANA
OG0006750	LOC120775957|XP_039962303.1|BTRY	LOC6502138|XP_001966138.1|DANA
OG0006752	LOC120777273|XP_039964410.1|BTRY	LOC6507647|XP_001956069.1|DANA
OG0006753	LOC120778743|XP_039966646.1|BTRY	LOC6507648|XP_001956070.1|DANA
OG0006754	LOC120779200|XP_039967404.1|BTRY	LOC6506505|XP_001957753.1|DANA
OG0006755	LOC120777375|XP_039964597.1|BTRY	LOC6492934|XP_001956682.1|DANA
OG0006756	LOC120779195|XP_039967394.1|BTRY	LOC6506154|XP_001958450.1|DANA
OG0006757	LOC120779204|XP_039967409.1|BTRY	LOC6506153|XP_001958451.1|DANA
OG0006758	LOC120777305|XP_039964464.1|BTRY	LOC6493119|XP_001957082.1|DANA
OG0006759	LOC120776416|XP_039962982.1|BTRY	LOC6506873|XP_014764932.1|DANA
OG0006760	LOC120778179|XP_039965850.1|BTRY	LOC6493063|XP_001956974.1|DANA
OG0006761	LOC120782735|XP_039971102.1|BTRY	LOC6499148|XP_001955209.1|DANA
OG0006762	LOC120781141|XP_039969207.1|BTRY	LOC6504520|XP_032308265.1|DANA
OG0006763	LOC120772032|XP_039956337.1|BTRY	LOC6495790|XP_001959589.1|DANA
OG0006764	LOC120770970|XP_039954639.1|BTRY	LOC6494884|XP_001959493.1|DANA
OG0006765	LOC120771572|XP_039955571.1|BTRY	LOC6495791|XP_001959591.1|DANA
OG0006766	LOC120776711|XP_039963541.1|BTRY	LOC6507652|XP_032309631.1|DANA
OG0006767	LOC120777577|XP_039964921.1|BTRY	LOC6493054|XP_001956958.1|DANA
OG0006768	LOC120777559|XP_039964883.1|BTRY	LOC6506934|XP_001956959.1|DANA
OG0006769	LOC120778061|XP_039965676.1|BTRY	LOC6506935|XP_001956957.1|DANA
OG0006770	LOC120778018|XP_039965624.1|BTRY	LOC6506634|XP_001957499.3|DANA
OG0006771	LOC120774266|XP_039959675.1|BTRY	LOC6503172|XP_001963575.1|DANA
OG0006772	LOC120770476|XP_039953914.1|BTRY	LOC6494557|XP_001960106.1|DANA
OG0006773	LOC120778755|XP_039966665.1|BTRY	LOC6493093|XP_001957028.1|DANA
OG0006774	LOC120776339|XP_039962811.1|BTRY	LOC6493587|XP_032309836.1|DANA
OG0006775	LOC120777472|XP_039964730.1|BTRY	LOC6507036|XP_032310715.1|DANA
OG0006776	LOC120776827|XP_039963781.1|BTRY	LOC6507410|XP_001956072.3|DANA
OG0006777	LOC120776830|XP_039963785.1|BTRY	LOC6507035|XP_001956780.1|DANA
OG0006778	LOC120777776|XP_039965231.1|BTRY	LOC6507499|XP_001955880.1|DANA
OG0006779	LOC120776332|XP_039962799.1|BTRY	LOC6507659|XP_032310618.1|DANA
OG0006780	LOC120777235|XP_039964358.1|BTRY	LOC6493519|XP_001957912.1|DANA
OG0006781	LOC120777289|XP_039964434.1|BTRY	LOC6493339|XP_001957550.1|DANA
OG0006782	LOC120778845|XP_039966802.1|BTRY	LOC6506654|XP_001957469.1|DANA
OG0006783	LOC120771962|XP_039956211.1|BTRY	LOC6496214|XP_032306669.1|DANA
OG0006784	LOC120776863|XP_039963843.1|BTRY	LOC6507367|XP_032310355.1|DANA
OG0006785	LOC120771381|XP_039955283.1|BTRY	LOC6495467|XP_001958910.1|DANA
OG0006786	LOC120771203|XP_039955038.1|BTRY	LOC6495785|XP_001959576.1|DANA
OG0006787	LOC120776753|XP_039963643.1|BTRY	LOC6507906|XP_032309781.1|DANA
OG0006788	LOC120776754|XP_039963650.1|BTRY	LOC6507157|XP_001956572.1|DANA
OG0006789	LOC120775605|XP_039961779.1|BTRY	LOC6504419|XP_001967016.1|DANA
OG0006790	LOC120775606|XP_039961781.1|BTRY	LOC6496729|XP_001967344.2|DANA
OG0006791	LOC120778865|XP_039966835.1|BTRY	LOC6507621|XP_001956012.3|DANA
OG0006792	LOC120778785|XP_039966706.1|BTRY	LOC6507778|XP_032309698.1|DANA
OG0006793	LOC120777777|XP_039965232.1|BTRY	LOC6507279|XP_001956334.1|DANA
OG0006794	LOC120770029|XP_039953074.1|BTRY	LOC6496627|XP_001961289.1|DANA
OG0006795	LOC120778023|XP_039965630.1|BTRY	LOC6507044|XP_001956760.1|DANA
OG0006796	LOC120777979|XP_039965553.1|BTRY	LOC6506364|XP_001958021.1|DANA
OG0006797	LOC120772527|XP_039957126.1|BTRY	LOC6498565|XP_001963073.1|DANA
OG0006798	LOC120779159|XP_039967315.1|BTRY	LOC6493021|XP_001956873.3|DANA
OG0006799	LOC120776374|XP_039962890.1|BTRY	LOC6507765|XP_001956303.1|DANA
OG0006800	LOC120776722|XP_039963570.1|BTRY	LOC6506686|XP_014764866.1|DANA
OG0006801	LOC120775259|XP_039961274.1|BTRY	LOC6501858|XP_001966789.1|DANA
OG0006802	LOC120771269|XP_039955124.1|BTRY	LOC6495845|XP_001959704.1|DANA
OG0006803	LOC120771268|XP_039955122.1|BTRY	LOC6495374|XP_032305932.1|DANA
OG0006804	LOC120776335|XP_039962807.1|BTRY	LOC6507304|XP_014765141.1|DANA
OG0006805	LOC120770888|XP_039954465.1|BTRY	LOC6494325|XP_001960530.1|DANA
OG0006806	LOC120777025|XP_039964071.1|BTRY	LOC6507019|XP_001956812.2|DANA
OG0006807	LOC120780062|XP_039968262.1|BTRY	LOC6493594|XP_032309840.1|DANA
OG0006808	LOC120771216|XP_039955052.1|BTRY	LOC6495925|XP_001959866.1|DANA
OG0006809	LOC120776730|XP_039963589.1|BTRY	LOC6506843|XP_001957135.1|DANA
OG0006810	LOC120779140|XP_039967279.1|BTRY	LOC6506404|XP_001957937.2|DANA
OG0006811	LOC120777864|XP_039965349.1|BTRY	LOC6501647|XP_001955674.1|DANA
OG0006812	LOC120777535|XP_039964851.1|BTRY	LOC6506202|XP_001958351.1|DANA
OG0006813	LOC120781267|XP_039969383.1|BTRY	LOC6499696|XP_001954113.1|DANA
OG0006814	LOC120776892|XP_039963883.1|BTRY	LOC6507626|XP_001956027.1|DANA
OG0006815	LOC120776806|XP_039963736.1|BTRY	LOC6493141|XP_032309922.1|DANA
OG0006816	LOC120778471|XP_039966216.1|BTRY	LOC6493140|XP_001957132.1|DANA
OG0006817	LOC120777461|XP_039964718.1|BTRY	LOC6507484|XP_001955910.1|DANA
OG0006818	LOC120778455|XP_039966184.1|BTRY	LOC6507048|XP_001956749.1|DANA
OG0006819	LOC120776472|XP_039963079.1|BTRY	LOC6492930|XP_001956671.1|DANA
OG0006820	LOC120778826|XP_039966769.1|BTRY	LOC6493593|XP_001958059.2|DANA
OG0006821	LOC120776100|XP_039962523.1|BTRY	LOC6498449|XP_001962843.1|DANA
OG0006822	LOC120772055|XP_039956366.1|BTRY	LOC6495606|XP_032306475.1|DANA
OG0006823	LOC120772632|XP_039957288.1|BTRY	LOC6493373|XP_001957627.1|DANA
OG0006824	LOC120772639|XP_039957296.1|BTRY	LOC6493335|XP_001957544.1|DANA
OG0006825	LOC120778294|XP_039966014.1|BTRY	LOC6506149|XP_001958457.1|DANA
OG0006826	LOC120778879|XP_039966856.1|BTRY	LOC6493380|XP_001957642.1|DANA
OG0006827	LOC120766312|XP_039947664.1|BTRY	LOC6500103|XP_032309208.1|DANA
OG0006828	LOC120767362|XP_039949267.1|BTRY	LOC6498561|XP_001963066.2|DANA
OG0006829	LOC120778600|XP_039966407.1|BTRY	LOC6493308|XP_001957495.2|DANA
OG0006830	LOC120777789|XP_039965248.1|BTRY	LOC6507591|XP_001955963.1|DANA
OG0006831	LOC120778257|XP_039965961.1|BTRY	LOC6507031|XP_001956790.1|DANA
OG0006832	LOC120778107|XP_039965744.1|BTRY	LOC6506977|XP_001956889.1|DANA
OG0006833	LOC120778946|XP_039966942.1|BTRY	LOC6493154|XP_014764240.1|DANA
OG0006834	LOC120777268|XP_039964406.1|BTRY	LOC6500843|XP_001954023.1|DANA
OG0006835	LOC120777218|XP_039964329.1|BTRY	LOC6506597|XP_001957575.1|DANA
OG0006836	LOC120777568|XP_039964901.1|BTRY	LOC6493108|XP_001957060.1|DANA
OG0006837	LOC120777312|XP_039964485.1|BTRY	LOC6507684|XP_001956143.1|DANA
OG0006838	LOC120778655|XP_039966506.1|BTRY	LOC6506490|XP_001957777.1|DANA
OG0006839	LOC120778445|XP_039966169.1|BTRY	LOC6507682|XP_001956138.1|DANA
OG0006840	LOC120777010|XP_039964045.1|BTRY	LOC6496995|XP_032311270.1|DANA
OG0006841	LOC120777529|XP_039964845.1|BTRY	LOC6507697|XP_001956165.1|DANA
OG0006842	LOC120778876|XP_039966854.1|BTRY	LOC6506850|XP_001957120.2|DANA
OG0006843	LOC120775023|XP_039960913.1|BTRY	LOC6502209|XP_001966029.1|DANA
OG0006844	LOC120782520|XP_039970763.1|BTRY	LOC6500309|XP_001952944.1|DANA
OG0006845	LOC120777428|XP_039964668.1|BTRY	LOC6493360|XP_001957596.1|DANA
OG0006846	LOC120777875|XP_039965367.1|BTRY	LOC6493753|XP_032310083.1|DANA
OG0006847	LOC120777603|XP_039964975.1|BTRY	LOC6506190|XP_014764659.2|DANA
OG0006848	LOC120772030|XP_039956334.1|BTRY	LOC6495659|XP_001959324.1|DANA
OG0006849	LOC120777688|XP_039965096.1|BTRY	LOC6493030|XP_001956900.1|DANA
OG0006850	LOC120778492|XP_039966252.1|BTRY	LOC6506970|XP_001956899.2|DANA
OG0006851	LOC120778850|XP_039966810.1|BTRY	LOC6493029|XP_032309937.1|DANA
OG0006852	LOC120771311|XP_039955180.1|BTRY	LOC6493973|XP_032311619.1|DANA
OG0006853	LOC120777780|XP_039965235.1|BTRY	LOC6506207|XP_032310303.1|DANA
OG0006854	LOC120772289|XP_039956733.1|BTRY	LOC6494165|XP_001960838.1|DANA
OG0006855	LOC120779136|XP_039967274.1|BTRY	LOC6507744|XP_001956258.1|DANA
OG0006856	LOC120770357|XP_039953699.1|BTRY	LOC6495611|XP_001959199.2|DANA
OG0006858	LOC120777523|XP_039964825.1|BTRY	LOC6493501|XP_001957877.1|DANA
OG0006859	LOC120772448|XP_039957002.1|BTRY	LOC6494656|XP_032307264.1|DANA
OG0006860	LOC120770416|XP_039953791.1|BTRY	LOC6493958|XP_001961250.1|DANA
OG0006861	LOC120770919|XP_039954549.1|BTRY	LOC6494671|XP_014762910.1|DANA
OG0006862	LOC120777997|XP_039965586.1|BTRY	LOC6493010|XP_001956846.1|DANA
OG0006863	LOC120773908|XP_039959025.1|BTRY	LOC6505172|XP_001965477.1|DANA
OG0006864	LOC120772620|XP_039957269.1|BTRY	LOC6494858|XP_001959538.1|DANA
OG0006865	LOC120778030|XP_039965640.1|BTRY	LOC6501379|XP_001955116.1|DANA
OG0006866	LOC120772106|XP_039956451.1|BTRY	LOC6495850|XP_001959708.1|DANA
OG0006867	LOC120781237|XP_039969309.1|BTRY	LOC6496065|XP_001960146.2|DANA
OG0006868	LOC120781213|XP_039969270.1|BTRY	LOC6496064|XP_001960145.1|DANA
OG0006869	LOC120772143|XP_039956504.1|BTRY	LOC6494838|XP_014763007.1|DANA
OG0006870	LOC120772302|XP_039956745.1|BTRY	LOC6496608|XP_001961249.3|DANA
OG0006871	LOC120772270|XP_039956708.1|BTRY	LOC6496502|XP_001961029.1|DANA
OG0006872	LOC120771546|XP_039955535.1|BTRY	LOC6494565|XP_001960092.1|DANA
OG0006873	LOC120771560|XP_039955556.1|BTRY	LOC6495653|XP_014763416.1|DANA
OG0006874	LOC120767559|XP_039949629.1|BTRY	LOC6505378|XP_014759532.1|DANA
OG0006875	LOC120767543|XP_039949583.1|BTRY	LOC6497646|XP_001961641.1|DANA
OG0006876	LOC120770051|XP_039953103.1|BTRY	LOC6494236|XP_001960687.1|DANA
OG0006877	LOC120771634|XP_039955664.1|BTRY	LOC26514018|XP_014762287.1|DANA
OG0006878	LOC120781865|XP_039970020.1|BTRY	LOC6497117|XP_032311216.1|DANA
OG0006879	LOC120770875|XP_039954444.1|BTRY	LOC6494273|XP_001960620.1|DANA
OG0006880	LOC120769097|XP_039951890.1|BTRY	LOC6497399|XP_001962163.1|DANA
OG0006881	LOC120768549|XP_039951226.1|BTRY	LOC6497829|XP_001961532.1|DANA
OG0006882	LOC120771780|XP_039955906.1|BTRY	LOC6493956|XP_001961254.1|DANA
OG0006883	LOC120768262|XP_039950793.1|BTRY	LOC6497345|XP_001962276.2|DANA
OG0006884	LOC120769358|XP_039952253.1|BTRY	LOC6498370|XP_001962643.1|DANA
OG0006885	LOC120768294|XP_039950856.1|BTRY	LOC6498614|XP_014762203.1|DANA
OG0006886	LOC120766610|XP_039948151.1|BTRY	LOC6500800|XP_001953944.1|DANA
OG0006887	LOC120775223|XP_039961224.1|BTRY	LOC6502210|XP_032308791.1|DANA
OG0006888	LOC120781549|XP_039969714.1|BTRY	LOC6498587|XP_032310986.1|DANA
OG0006889	LOC120775738|XP_039961990.1|BTRY	LOC6498195|XP_001962275.1|DANA
OG0006890	LOC120767726|XP_039949869.1|BTRY	LOC6506181|XP_014760543.1|DANA
OG0006891	LOC120767727|XP_039949870.1|BTRY	LOC6497574|XP_001961785.1|DANA
OG0006892	LOC120767916|XP_039950210.1|BTRY	LOC6497885|XP_032307557.1|DANA
OG0006893	LOC120767915|XP_039950208.1|BTRY	LOC6503415|XP_001965320.1|DANA
OG0006894	LOC120767914|XP_039950205.1|BTRY	LOC6507158|XP_001965319.1|DANA
OG0006895	LOC120775943|XP_039962286.1|BTRY	LOC26513892|XP_014761353.2|DANA
OG0006896	LOC120771433|XP_039955363.1|BTRY	LOC6497739|XP_001961450.1|DANA
OG0006897	LOC120781856|XP_039970008.1|BTRY	LOC6505407|XP_032311297.1|DANA
OG0006898	LOC120769133|XP_039951936.1|BTRY	LOC6497881|XP_001961639.1|DANA
OG0006899	LOC120769507|XP_039952473.1|BTRY	LOC6498113|XP_001962103.1|DANA
OG0006900	LOC120767960|XP_039950285.1|BTRY	LOC6502200|XP_001966046.1|DANA
OG0006901	LOC120768008|XP_039950368.1|BTRY	LOC6503334|XP_001965390.1|DANA
OG0006902	LOC120774416|XP_039959977.1|BTRY	LOC6505129|XP_001965406.2|DANA
OG0006903	LOC120766237|XP_039947549.1|BTRY	LOC6505531|XP_001964750.3|DANA
OG0006904	LOC120768634|XP_039951334.1|BTRY	LOC6497085|XP_001962789.1|DANA
OG0006905	LOC120767444|XP_039949440.1|BTRY	LOC6497915|XP_001961705.3|DANA
OG0006906	LOC120769136|XP_039951942.1|BTRY	LOC6497684|XP_001961576.1|DANA
OG0006907	LOC120769609|XP_039952623.1|BTRY	LOC6503774|XP_032311225.1|DANA
OG0006908	LOC120768374|XP_039950973.1|BTRY	LOC6497811|XP_001961493.1|DANA
OG0006909	LOC120781384|XP_039969523.1|BTRY	LOC6498571|XP_001963093.1|DANA
OG0006910	LOC120767617|XP_039949707.1|BTRY	LOC6498044|XP_032307649.1|DANA
OG0006912	LOC120768095|XP_039950569.1|BTRY	LOC6497071|XP_032311382.1|DANA
OG0006913	LOC120767397|XP_039949367.1|BTRY	LOC6496856|XP_001963264.1|DANA
OG0006914	LOC120776915|XP_039963920.1|BTRY	LOC6493816|XP_001958494.1|DANA
OG0006915	LOC120776912|XP_039963916.1|BTRY	LOC6498494|XP_032311107.1|DANA
OG0006916	LOC120767249|XP_039949037.1|BTRY	LOC6504307|XP_032311357.1|DANA
OG0006917	LOC120768085|XP_039950548.1|BTRY	LOC6497790|XP_032307582.1|DANA
OG0006918	LOC120768259|XP_039950786.1|BTRY	LOC6497791|XP_014761823.1|DANA
OG0006921	LOC120769801|XP_039952921.1|BTRY	LOC6497481|XP_032307668.1|DANA
OG0006922	LOC120768139|XP_039950631.1|BTRY	LOC6504337|XP_001965025.1|DANA
OG0006923	LOC120767616|XP_039949705.1|BTRY	LOC6497687|XP_001961570.1|DANA
OG0006924	LOC120769189|XP_039952015.1|BTRY	LOC6498828|XP_001965875.1|DANA
OG0006925	LOC120766717|XP_039948296.1|BTRY	LOC6505538|XP_001964736.2|DANA
OG0006926	LOC120768560|XP_039951242.1|BTRY	LOC6503287|XP_014759113.1|DANA
OG0006927	LOC120769389|XP_039952293.1|BTRY	LOC6503285|XP_001967584.1|DANA
OG0006928	LOC120769698|XP_039952759.1|BTRY	LOC6497228|XP_001962521.2|DANA
OG0006929	LOC120767463|XP_039949480.1|BTRY	LOC6497688|XP_014761789.1|DANA
OG0006930	LOC120769526|XP_039952498.1|BTRY	LOC6504114|XP_014760413.1|DANA
OG0006931	LOC120768441|XP_039951063.1|BTRY	LOC6506075|XP_001965108.1|DANA
OG0006932	LOC120782087|XP_039970171.1|BTRY	LOC6496934|XP_001963101.1|DANA
OG0006933	LOC120781407|XP_039969551.1|BTRY	LOC6498575|XP_001963097.1|DANA
OG0006934	LOC120766759|XP_039948367.1|BTRY	LOC6501043|XP_001954449.3|DANA
OG0006935	LOC120769159|XP_039951974.1|BTRY	LOC6497736|XP_014761801.1|DANA
OG0006936	LOC120769223|XP_039952053.1|BTRY	LOC6498501|XP_014762160.1|DANA
OG0006937	LOC120768187|XP_039950690.1|BTRY	LOC6498563|XP_001963071.2|DANA
OG0006938	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY	LOC6496980|XP_001963005.1|DANA
OG0006939	LOC120772311|XP_039956759.1|BTRY	LOC6503970|XP_014761128.1|DANA
OG0006940	LOC120769694|XP_039952754.1|BTRY	LOC6498664|XP_014762222.1|DANA
OG0006941	LOC120768086|XP_039950551.1|BTRY	LOC6497062|XP_001962825.1|DANA
OG0006942	LOC120770976|XP_039954645.1|BTRY	LOC6493971|XP_014762499.1|DANA
OG0006943	LOC120767899|XP_039950177.1|BTRY	LOC6498179|XP_001962238.3|DANA
OG0006944	LOC120767386|XP_039949325.1|BTRY	LOC6498680|XP_032311248.1|DANA
OG0006945	LOC120767836|XP_039950060.1|BTRY	LOC6497876|XP_001961625.1|DANA
OG0006946	LOC120767008|XP_039948754.1|BTRY	LOC6500872|XP_014766771.1|DANA
OG0006947	LOC120767986|XP_039950338.1|BTRY	LOC6497813|XP_001961500.1|DANA
OG0006948	LOC120769249|XP_039952085.1|BTRY	LOC6498265|XP_032307712.1|DANA
OG0006949	LOC120769423|XP_039952339.1|BTRY	LOC6506669|XP_001965223.1|DANA
OG0006950	LOC120767771|XP_039949944.1|BTRY	LOC6505393|XP_001966902.2|DANA
OG0006951	LOC120767705|XP_039949835.1|BTRY	LOC6498332|XP_032307747.1|DANA
OG0006952	LOC120782077|XP_039970165.1|BTRY	LOC6499898|XP_001953674.1|DANA
OG0006953	LOC120776695|XP_039963514.1|BTRY	LOC6506442|XP_001957874.2|DANA
OG0006954	LOC120767955|XP_039950276.1|BTRY	LOC6497034|XP_001962877.3|DANA
OG0006955	LOC120782299|XP_039970443.1|BTRY	LOC6499475|XP_001954563.1|DANA
OG0006956	LOC120769029|XP_039951804.1|BTRY	LOC6497223|XP_032307653.1|DANA
OG0006957	LOC120767858|XP_039950100.1|BTRY	LOC6497087|XP_001962785.1|DANA
OG0006958	LOC120770973|XP_039954642.1|BTRY	LOC6494915|XP_001959429.1|DANA
OG0006959	LOC120778533|XP_039966309.1|BTRY	LOC6507386|XP_001956110.1|DANA
OG0006960	LOC120769463|XP_039952409.1|BTRY	LOC6498038|XP_001961947.1|DANA
OG0006961	LOC120769150|XP_039951961.1|BTRY	LOC6497622|XP_014761753.1|DANA
OG0006962	LOC120768018|XP_039950408.1|BTRY	LOC6497802|XP_001961477.1|DANA
OG0006963	LOC120768554|XP_039951232.1|BTRY	LOC6498548|XP_032311186.1|DANA
OG0006964	LOC120769090|XP_039951883.1|BTRY	LOC6498544|XP_001963032.2|DANA
OG0006965	LOC120769752|XP_039952847.1|BTRY	LOC6497880|XP_001961637.1|DANA
OG0006966	LOC120768990|XP_039951758.1|BTRY	LOC6498186|XP_001962254.1|DANA
OG0006967	LOC120772059|XP_039956376.1|BTRY	LOC6495602|XP_001959184.1|DANA
OG0006968	LOC120772441|XP_039956992.1|BTRY	LOC6494652|XP_014762906.1|DANA
OG0006969	LOC120777399|XP_039964629.1|BTRY	LOC6506453|XP_032309898.1|DANA
OG0006970	LOC120782832|XP_039971287.1|BTRY	LOC6499089|XP_001955325.1|DANA
OG0006971	LOC120768640|XP_039951344.1|BTRY	LOC6497979|XP_001961832.1|DANA
OG0006972	LOC120779970|XP_039968203.1|BTRY	LOC6498643|XP_014762210.1|DANA
OG0006973	LOC120768354|XP_039950943.1|BTRY	LOC6497678|XP_001961590.1|DANA
OG0006974	LOC120777011|XP_039964048.1|BTRY	LOC6498508|XP_001962968.1|DANA
OG0006975	LOC120769274|XP_039952123.1|BTRY	LOC6498524|XP_001962993.1|DANA
OG0006976	LOC120769297|XP_039952160.1|BTRY	LOC6498386|XP_032311383.1|DANA
OG0006977	LOC120771714|XP_039955801.1|BTRY	LOC6496586|XP_001961202.3|DANA
OG0006979	LOC120767231|XP_039948992.1|BTRY	LOC6503359|XP_001965365.1|DANA
OG0006980	LOC120768059|XP_039950512.1|BTRY	LOC6498212|XP_001962310.1|DANA
OG0006981	LOC120767443|XP_039949439.1|BTRY	LOC6497162|XP_001962646.1|DANA
OG0006982	LOC120769064|XP_039951853.1|BTRY	LOC6498377|XP_001962670.2|DANA
OG0006983	LOC120768356|XP_039950946.1|BTRY	LOC6497679|XP_001961589.1|DANA
OG0006984	LOC120769324|XP_039952209.1|BTRY	LOC6496833|XP_032311073.1|DANA
OG0006985	LOC120769737|XP_039952824.1|BTRY	LOC6497445|XP_001962061.1|DANA
OG0006986	LOC120769605|XP_039952619.1|BTRY	LOC6498298|XP_001962488.1|DANA
OG0006987	LOC120781280|XP_039969410.1|BTRY	LOC6496626|XP_001961288.1|DANA
OG0006988	LOC120767950|XP_039950270.1|BTRY	LOC6497656|XP_001961623.1|DANA
OG0006989	LOC120768291|XP_039950852.1|BTRY	LOC6497032|XP_001962883.1|DANA
OG0006990	LOC120767995|XP_039950346.1|BTRY	LOC6506830|XP_032310931.1|DANA
OG0006991	LOC120766305|XP_039947656.1|BTRY	LOC6505889|XP_001964558.1|DANA
OG0006992	LOC120767447|XP_039949444.1|BTRY	LOC6498526|XP_001962997.2|DANA
OG0006993	LOC120767303|XP_039949123.1|BTRY	LOC6497613|XP_014761751.1|DANA
OG0006994	LOC120767847|XP_039950079.1|BTRY	LOC6497946|XP_001961775.1|DANA
OG0006995	LOC120767985|XP_039950336.1|BTRY	LOC6505770|XP_001965019.1|DANA
OG0006996	LOC120768638|XP_039951337.1|BTRY	LOC6505774|XP_001965020.1|DANA
OG0006997	LOC120770265|XP_039953508.1|BTRY	LOC6495566|XP_001959114.1|DANA
OG0006998	LOC120768502|XP_039951160.1|BTRY	LOC6499895|XP_001953680.1|DANA
OG0006999	LOC120771953|XP_039956197.1|BTRY	LOC6498678|XP_014762239.1|DANA
OG0007000	LOC120768899|XP_039951590.1|BTRY	LOC6507445|XP_001965378.2|DANA
OG0007001	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY	LOC6495699|XP_032306540.1|DANA
OG0007002	LOC120768980|XP_039951718.1|BTRY	LOC6498009|XP_014761920.1|DANA
OG0007003	LOC120770091|XP_039953174.1|BTRY	LOC6494504|XP_014762817.1|DANA
OG0007004	LOC120767898|XP_039950174.1|BTRY	LOC6497442|XP_001962066.1|DANA
OG0007005	LOC120769494|XP_039952457.1|BTRY	LOC6497621|XP_032307636.1|DANA
OG0007006	LOC120769273|XP_039952119.1|BTRY	LOC6497112|XP_001962731.3|DANA
OG0007007	LOC120781600|XP_039969770.1|BTRY	LOC6496929|XP_001963115.2|DANA
OG0007008	LOC120768896|XP_039951584.1|BTRY	LOC6503863|XP_001965233.3|DANA
OG0007009	LOC120781686|XP_039969837.1|BTRY	LOC6498576|XP_001963100.1|DANA
OG0007010	LOC120768388|XP_039950990.1|BTRY	LOC6497661|XP_014761770.1|DANA
OG0007011	LOC120768459|XP_039951094.1|BTRY	LOC6498960|XP_001955603.1|DANA
OG0007012	LOC120769315|XP_039952195.1|BTRY	LOC6506221|XP_032311027.1|DANA
OG0007013	LOC120769104|XP_039951899.1|BTRY	LOC6497127|XP_001962702.2|DANA
OG0007014	LOC120769491|XP_039952454.1|BTRY	LOC6498392|XP_014762109.1|DANA
OG0007015	LOC120769754|XP_039952851.1|BTRY	LOC6497164|XP_014761538.1|DANA
OG0007016	LOC120767220|XP_039948969.1|BTRY	LOC6497775|XP_032307710.1|DANA
OG0007017	LOC120769674|XP_039952726.1|BTRY	LOC6497724|XP_014761797.1|DANA
OG0007018	LOC120768120|XP_039950605.1|BTRY	LOC6498372|XP_014762104.1|DANA
OG0007019	LOC120768498|XP_039951154.1|BTRY	LOC6505403|XP_001966895.3|DANA
OG0007021	LOC120767668|XP_039949774.1|BTRY	LOC6497890|XP_001961655.1|DANA
OG0007022	LOC120768020|XP_039950414.1|BTRY	LOC6497851|XP_014761849.1|DANA
OG0007023	LOC120777225|XP_039964340.1|BTRY	LOC6496951|XP_032311424.1|DANA
OG0007024	LOC120766607|XP_039948148.1|BTRY	LOC6501283|XP_001954916.1|DANA
OG0007025	LOC120774850|XP_039960605.1|BTRY	LOC6503777|XP_001963765.1|DANA
OG0007026	LOC120767346|XP_039949238.1|BTRY	LOC6503357|XP_001965368.1|DANA
OG0007027	LOC120769083|XP_039951877.1|BTRY	LOC6498317|XP_001962527.1|DANA
OG0007028	LOC120767284|XP_039949093.1|BTRY	LOC6503337|XP_032311151.1|DANA
OG0007029	LOC120768387|XP_039950986.1|BTRY	LOC6497364|XP_032307605.1|DANA
OG0007030	LOC120774469|XP_039960059.1|BTRY	LOC6501876|XP_032308364.1|DANA
OG0007031	LOC120768251|XP_039950779.1|BTRY	LOC6496778|XP_014760194.1|DANA
OG0007032	LOC120771197|XP_039955030.1|BTRY	LOC6507797|XP_001956362.1|DANA
OG0007033	LOC120767854|XP_039950092.1|BTRY	LOC6497700|XP_001961536.1|DANA
OG0007034	LOC120768048|XP_039950491.1|BTRY	LOC6496709|XP_001967338.1|DANA
OG0007035	LOC120772678|XP_039957349.1|BTRY	LOC6504481|XP_001966989.1|DANA
OG0007036	LOC120778007|XP_039965604.1|BTRY	LOC6507941|XP_001956653.2|DANA
OG0007037	LOC120779971|XP_039968206.1|BTRY	LOC6501625|XP_001955632.1|DANA
