Orthogroup	BTRY.longest_only	DBIA.longest_only
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC108024231|XP_016949592.1|DBIA
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC108024184|XP_016949509.1|DBIA
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC108029234|XP_016956917.1|DBIA
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC108023528|XP_016948579.1|DBIA
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC108033079|XP_016962737.1|DBIA
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC108025415|XP_016951389.1|DBIA
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC108032486|XP_016961798.1|DBIA
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC108032982|XP_016962548.1|DBIA
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC108025393|XP_016951358.1|DBIA
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC108031831|XP_016961061.1|DBIA
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC108026072|XP_016952259.1|DBIA
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC108026281|XP_016952635.1|DBIA
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC108031343|XP_016960096.1|DBIA
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC108023823|XP_016948961.1|DBIA
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC108032065|XP_016961372.1|DBIA
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC108024670|XP_016950231.1|DBIA
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC108027207|XP_016954008.1|DBIA
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC108032909|XP_016962462.1|DBIA
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC108032203|XP_016961554.1|DBIA
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC108032789|XP_016962283.1|DBIA
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC108028734|XP_016956189.1|DBIA
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC108028733|XP_016956188.1|DBIA
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC108024676|XP_016950235.1|DBIA
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC108024493|XP_016949916.1|DBIA
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC108025438|XP_016951418.1|DBIA
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC108026383|XP_016952792.1|DBIA
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC108026246|XP_016952575.1|DBIA
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC108036616|XP_016968368.1|DBIA
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC108024021|XP_016949271.1|DBIA
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC108023466|XP_016948471.1|DBIA
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC108025695|XP_016951722.1|DBIA
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC108031539|XP_016960565.1|DBIA
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC108027170|XP_016953940.1|DBIA
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC108027167|XP_016953934.1|DBIA
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC108035523|XP_016966680.1|DBIA
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC108025397|XP_016951361.1|DBIA
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC108023690|XP_016948802.1|DBIA
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC108024236|XP_016949598.1|DBIA
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC108023765|XP_016948894.1|DBIA
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC108027249|XP_016954092.1|DBIA
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC108032243|XP_016961596.1|DBIA
OG0007326	LOC120773680|XP_039958647.1|BTRY	LOC108027248|XP_016954089.1|DBIA
OG0007327	LOC120776926|XP_039963931.1|BTRY	LOC108035685|XP_016966889.1|DBIA
OG0007328	LOC120777838|XP_039965310.1|BTRY	LOC108026407|XP_016952822.1|DBIA
OG0007329	LOC120782356|XP_039970529.1|BTRY	LOC108026378|XP_016952788.1|DBIA
OG0007330	LOC120774980|XP_039960815.1|BTRY	LOC108023629|XP_016948732.1|DBIA
OG0007331	LOC120773626|XP_039958565.1|BTRY	LOC108023433|XP_016948409.1|DBIA
OG0007332	LOC120774100|XP_039959388.1|BTRY	LOC108035786|XP_016967005.1|DBIA
OG0007333	LOC120766637|XP_039948189.1|BTRY	LOC108024083|XP_016949350.1|DBIA
OG0007334	LOC120775851|XP_039962155.1|BTRY	LOC108029302|XP_016956994.1|DBIA
OG0007335	LOC120776749|XP_039963637.1|BTRY	LOC108030266|XP_016958582.1|DBIA
OG0007336	LOC120766500|XP_039947986.1|BTRY	LOC108028526|XP_016955941.1|DBIA
OG0007337	LOC120778029|XP_039965636.1|BTRY	LOC108035580|XP_016966739.1|DBIA
OG0007338	LOC120778967|XP_039966977.1|BTRY	LOC108035690|XP_016966897.1|DBIA
OG0007339	LOC120766813|XP_039948457.1|BTRY	LOC108031744|XP_016960930.1|DBIA
OG0007340	LOC120782591|XP_039970876.1|BTRY	LOC108024313|XP_016949705.1|DBIA
OG0007341	LOC120766957|XP_039948680.1|BTRY	LOC108023812|XP_016948946.1|DBIA
OG0007342	LOC120766480|XP_039947955.1|BTRY	LOC108024828|XP_016950448.1|DBIA
OG0007343	LOC120770681|XP_039954203.1|BTRY	LOC108026103|XP_016952292.1|DBIA
OG0007344	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY	LOC108027640|XP_016954646.1|DBIA
OG0007345	LOC120767067|XP_039948859.1|BTRY	LOC108026101|XP_016952290.1|DBIA
OG0007346	LOC120776574|XP_039963272.1|BTRY	LOC108035652|XP_016966847.1|DBIA
OG0007347	LOC120775016|XP_039960901.1|BTRY	LOC108025906|XP_016952083.1|DBIA
OG0007348	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY	LOC108025855|XP_016952015.1|DBIA
OG0007349	LOC120774645|XP_039960303.1|BTRY	LOC108025806|XP_016951943.1|DBIA
OG0007350	LOC120776191|XP_039962750.1|BTRY	LOC108024096|XP_016949359.1|DBIA
OG0007351	LOC120777369|XP_039964573.1|BTRY	LOC108035198|XP_016966181.1|DBIA
OG0007352	LOC120772794|XP_039957511.1|BTRY	LOC108029388|XP_016957104.1|DBIA
OG0007353	LOC120782817|XP_039971297.1|BTRY	LOC108032893|XP_016962418.1|DBIA
OG0007354	LOC120772158|XP_039956528.1|BTRY	LOC108023209|XP_016947963.1|DBIA
OG0007355	LOC120773768|XP_039958782.1|BTRY	LOC108027210|XP_016954013.1|DBIA
OG0007356	LOC120771571|XP_039955570.1|BTRY	LOC108036623|XP_016968383.1|DBIA
OG0007357	LOC120772068|XP_039956392.1|BTRY	LOC108027192|XP_016953983.1|DBIA
OG0007358	LOC120767221|XP_039948979.1|BTRY	LOC108026308|XP_016952681.1|DBIA
OG0007359	LOC120766203|XP_039947501.1|BTRY	LOC108024562|XP_016950040.1|DBIA
OG0007360	LOC120766287|XP_039947623.1|BTRY	LOC108031681|XP_016960813.1|DBIA
OG0007361	LOC120774185|XP_039959540.1|BTRY	LOC108023414|XP_016948363.1|DBIA
OG0007362	LOC120768063|XP_039950518.1|BTRY	LOC108033907|XP_016964062.1|DBIA
OG0007363	LOC120775879|XP_039962190.1|BTRY	LOC108021900|XP_016946207.1|DBIA
OG0007364	LOC120776153|XP_039962633.1|BTRY	LOC108021892|XP_016946184.1|DBIA
OG0007365	LOC120775113|XP_039961064.1|BTRY	LOC108021977|XP_016946307.1|DBIA
OG0007366	LOC120779375|XP_039967507.1|BTRY	LOC108032186|XP_016961531.1|DBIA
OG0007367	LOC120778998|XP_039967035.1|BTRY	LOC108035160|XP_016966105.1|DBIA
OG0007368	LOC120782599|XP_039970888.1|BTRY	LOC108027388|XP_016954313.1|DBIA
OG0007369	LOC120766810|XP_039948456.1|BTRY	LOC108025276|XP_016951130.1|DBIA
OG0007370	LOC120772347|XP_039956843.1|BTRY	LOC108029685|XP_016957628.1|DBIA
OG0007371	LOC120773488|XP_039958366.1|BTRY	LOC108026320|XP_016952698.1|DBIA
OG0007372	LOC120767032|XP_039948812.1|BTRY	LOC108031753|XP_016960948.1|DBIA
OG0007373	LOC120774472|XP_039960062.1|BTRY	LOC108026495|XP_016952934.1|DBIA
OG0007374	LOC120775887|XP_039962201.1|BTRY	LOC108023230|XP_016947994.1|DBIA
OG0007375	LOC120774072|XP_039959318.1|BTRY	LOC108023391|XP_016948301.1|DBIA
OG0007376	LOC120774346|XP_039959860.1|BTRY	LOC108025897|XP_016952071.1|DBIA
OG0007377	LOC120776109|XP_039962535.1|BTRY	LOC108033030|XP_016962645.1|DBIA
OG0007378	LOC120774777|XP_039960484.1|BTRY	LOC108023996|XP_016949221.1|DBIA
OG0007379	LOC120774029|XP_039959261.1|BTRY	LOC108033119|XP_016962817.1|DBIA
OG0007380	LOC120773627|XP_039958567.1|BTRY	LOC108023197|XP_016947944.1|DBIA
OG0007381	LOC120774949|XP_039960763.1|BTRY	LOC108033139|XP_016962851.1|DBIA
OG0007382	LOC120773505|XP_039958391.1|BTRY	LOC108023447|XP_016948428.1|DBIA
OG0007383	LOC120776117|XP_039962555.1|BTRY	LOC108023327|XP_016948119.1|DBIA
OG0007384	LOC120775921|XP_039962257.1|BTRY	LOC108023645|XP_016948751.1|DBIA
OG0007385	LOC120775002|XP_039960861.1|BTRY	LOC108023358|XP_016948227.1|DBIA
OG0007386	LOC120775316|XP_039961386.1|BTRY	LOC108024255|XP_016949631.1|DBIA
OG0007387	LOC120774965|XP_039960788.1|BTRY	LOC108025624|XP_016951648.1|DBIA
OG0007388	LOC120774405|XP_039959961.1|BTRY	LOC108025701|XP_016951726.1|DBIA
OG0007389	LOC120768350|XP_039950937.1|BTRY	LOC108033785|XP_016963879.1|DBIA
OG0007390	LOC120774986|XP_039960828.1|BTRY	LOC108023545|XP_016948611.1|DBIA
OG0007391	LOC120766801|XP_039948439.1|BTRY	LOC108026312|XP_016952688.1|DBIA
OG0007392	LOC120775041|XP_039960950.1|BTRY	LOC108023464|XP_016948468.1|DBIA
OG0007393	LOC120780248|XP_039968444.1|BTRY	LOC108026265|XP_016952614.1|DBIA
OG0007394	LOC120774077|XP_039959329.1|BTRY	LOC108023278|XP_016948053.1|DBIA
OG0007395	LOC120773932|XP_039959065.1|BTRY	LOC108027540|XP_016954474.1|DBIA
OG0007396	LOC120766955|XP_039948678.1|BTRY	LOC108023810|XP_016948943.1|DBIA
OG0007397	LOC120768504|XP_039951162.1|BTRY	LOC108034982|XP_016965802.1|DBIA
OG0007398	LOC120772121|XP_039956466.1|BTRY	LOC108022989|XP_016947706.1|DBIA
OG0007399	LOC120773840|XP_039958903.1|BTRY	LOC108023648|XP_016948754.1|DBIA
OG0007400	LOC120773790|XP_039958819.1|BTRY	LOC108023248|XP_016948017.1|DBIA
OG0007401	LOC120775174|XP_039961160.1|BTRY	LOC108027560|XP_016954525.1|DBIA
OG0007402	LOC120781020|XP_039969146.1|BTRY	LOC108031761|XP_016960958.1|DBIA
OG0007403	LOC120766243|XP_039947597.1|BTRY	LOC108031520|XP_016960527.1|DBIA
OG0007404	LOC120780863|XP_039969033.1|BTRY	LOC108031497|XP_016960481.1|DBIA
OG0007405	LOC120778396|XP_039966118.1|BTRY	LOC108026254|XP_016952597.1|DBIA
OG0007406	LOC120782818|XP_039971265.1|BTRY	LOC108027196|XP_016953991.1|DBIA
OG0007407	LOC120767627|XP_039949719.1|BTRY	LOC108033717|XP_016963739.1|DBIA
OG0007408	LOC120778483|XP_039966234.1|BTRY	LOC108035918|XP_016967183.1|DBIA
OG0007409	LOC120769182|XP_039952001.1|BTRY	LOC108027842|XP_016954922.1|DBIA
OG0007410	LOC120774424|XP_039959991.1|BTRY	LOC108025823|XP_016951964.1|DBIA
OG0007411	LOC120773423|XP_039958230.1|BTRY	LOC108023262|XP_016948033.1|DBIA
OG0007412	LOC120774546|XP_039960211.1|BTRY	LOC108035813|XP_016967050.1|DBIA
OG0007413	LOC120770102|XP_039953206.1|BTRY	LOC108022565|XP_016947052.1|DBIA
OG0007414	LOC120774888|XP_039960684.1|BTRY	LOC108024196|XP_016949532.1|DBIA
OG0007415	LOC120774430|XP_039960002.1|BTRY	LOC108024294|XP_016949683.1|DBIA
OG0007416	LOC120774640|XP_039960298.1|BTRY	LOC108030513|XP_016958927.1|DBIA
OG0007417	LOC120775860|XP_039962164.1|BTRY	LOC108021961|XP_016946280.1|DBIA
OG0007418	LOC120774213|XP_039959600.1|BTRY	LOC108022769|XP_016947366.1|DBIA
OG0007419	LOC120782320|XP_039970475.1|BTRY	LOC108024601|XP_016950104.1|DBIA
OG0007420	LOC120770236|XP_039953460.1|BTRY	LOC108029637|XP_016957529.1|DBIA
OG0007421	LOC120775824|XP_039962114.1|BTRY	LOC108024182|XP_016949507.1|DBIA
OG0007422	LOC120774419|XP_039959980.1|BTRY	LOC108023558|XP_016948632.1|DBIA
OG0007423	LOC120775361|XP_039961454.1|BTRY	LOC108025754|XP_016951837.1|DBIA
OG0007424	LOC120778993|XP_039967028.1|BTRY	LOC108028300|XP_016955512.1|DBIA
OG0007425	LOC120777250|XP_039964378.1|BTRY	LOC108030913|XP_016959591.1|DBIA
OG0007426	LOC120774398|XP_039959950.1|BTRY	LOC108023584|XP_016948671.1|DBIA
OG0007427	LOC120774843|XP_039960593.1|BTRY	LOC108023560|XP_016948636.1|DBIA
OG0007428	LOC120773443|XP_039958259.1|BTRY	LOC108023393|XP_016948307.1|DBIA
OG0007429	LOC120772837|XP_039957580.1|BTRY	LOC108029442|XP_016957179.1|DBIA
OG0007430	LOC120778171|XP_039965841.1|BTRY	LOC108030759|XP_016959304.1|DBIA
OG0007431	LOC120769422|XP_039952338.1|BTRY	LOC108027898|XP_016955006.1|DBIA
OG0007432	LOC120777240|XP_039964366.1|BTRY	LOC108030928|XP_016959611.1|DBIA
OG0007433	LOC120778759|XP_039966671.1|BTRY	LOC108028852|XP_016956325.1|DBIA
OG0007434	LOC120777668|XP_039965059.1|BTRY	LOC108030631|XP_016959124.1|DBIA
OG0007435	LOC120777967|XP_039965520.1|BTRY	LOC108030594|XP_016959060.1|DBIA
OG0007436	LOC120776464|XP_039963065.1|BTRY	LOC108028048|XP_016955176.1|DBIA
OG0007437	LOC120777395|XP_039964625.1|BTRY	LOC108035566|XP_016966724.1|DBIA
OG0007438	LOC120777411|XP_039964644.1|BTRY	LOC108028280|XP_016955474.1|DBIA
OG0007439	LOC120774009|XP_039959222.1|BTRY	LOC108031437|XP_016960339.1|DBIA
OG0007440	LOC120773679|XP_039958644.1|BTRY	LOC108028904|XP_016956412.1|DBIA
OG0007441	LOC120772822|XP_039957553.1|BTRY	LOC108030280|XP_016958595.1|DBIA
OG0007442	LOC120770219|XP_039953432.1|BTRY	LOC108023904|XP_016949081.1|DBIA
OG0007443	LOC120770560|XP_039954073.1|BTRY	LOC108022603|XP_016947127.1|DBIA
OG0007444	LOC120772543|XP_039957157.1|BTRY	LOC108022189|XP_016946531.1|DBIA
OG0007445	LOC120772541|XP_039957156.1|BTRY	LOC108022188|XP_016946530.1|DBIA
OG0007446	LOC120767541|XP_039949579.1|BTRY	LOC108033833|XP_016963949.1|DBIA
OG0007447	LOC120772499|XP_039957079.1|BTRY	LOC108033300|XP_016963058.1|DBIA
OG0007448	LOC120771692|XP_039955761.1|BTRY	LOC108036654|XP_016968423.1|DBIA
OG0007449	LOC120778678|XP_039966546.1|BTRY	LOC108030577|XP_016959002.1|DBIA
OG0007450	LOC120777666|XP_039965056.1|BTRY	LOC108033655|XP_016963578.1|DBIA
OG0007451	LOC120777991|XP_039965572.1|BTRY	LOC108030634|XP_016959130.1|DBIA
OG0007452	LOC120777074|XP_039964136.1|BTRY	LOC108030556|XP_016958940.1|DBIA
OG0007453	LOC120777259|XP_039964392.1|BTRY	LOC108028645|XP_016956058.1|DBIA
OG0007454	LOC120776623|XP_039963354.1|BTRY	LOC108030597|XP_016959066.1|DBIA
OG0007455	LOC120770222|XP_039953436.1|BTRY	LOC108026870|XP_016953546.1|DBIA
OG0007456	LOC120775561|XP_039961720.1|BTRY	LOC108023707|XP_016948825.1|DBIA
OG0007457	LOC120776792|XP_039963712.1|BTRY	LOC108031184|XP_016959896.1|DBIA
OG0007458	LOC120769462|XP_039952408.1|BTRY	LOC108022262|XP_016946646.1|DBIA
OG0007459	LOC120766863|XP_039948528.1|BTRY	LOC108031357|XP_016960116.1|DBIA
OG0007460	LOC120770359|XP_039953704.1|BTRY	LOC108022965|XP_016947676.1|DBIA
OG0007461	LOC120776419|XP_039962991.1|BTRY	LOC108028427|XP_016955746.1|DBIA
OG0007462	LOC120776431|XP_039963018.1|BTRY	LOC108035636|XP_016966826.1|DBIA
OG0007463	LOC120776421|XP_039962995.1|BTRY	LOC108034680|XP_016965110.1|DBIA
OG0007464	LOC120776420|XP_039962992.1|BTRY	LOC108028292|XP_016955492.1|DBIA
OG0007465	LOC120778617|XP_039966429.1|BTRY	LOC108034485|XP_016964879.1|DBIA
OG0007466	LOC120772518|XP_039957100.1|BTRY	LOC108030085|XP_016958212.1|DBIA
OG0007467	LOC120771098|XP_039954866.1|BTRY	LOC108030432|XP_016958808.1|DBIA
OG0007468	LOC120770070|XP_039953133.1|BTRY	LOC108036570|XP_016968307.1|DBIA
OG0007469	LOC120777711|XP_039965123.1|BTRY	LOC108028576|XP_016955970.1|DBIA
OG0007470	LOC120776734|XP_039963596.1|BTRY	LOC108034330|XP_016964696.1|DBIA
OG0007471	LOC120771380|XP_039955281.1|BTRY	LOC108036497|XP_016968179.1|DBIA
OG0007472	LOC120775693|XP_039961937.1|BTRY	LOC108025921|XP_016952100.1|DBIA
OG0007473	LOC120778941|XP_039966933.1|BTRY	LOC108028710|XP_016956149.1|DBIA
OG0007474	LOC120771612|XP_039955630.1|BTRY	LOC108036553|XP_016968276.1|DBIA
OG0007475	LOC120777766|XP_039965207.1|BTRY	LOC108028545|XP_016955932.1|DBIA
OG0007476	LOC120774167|XP_039959521.1|BTRY	LOC108036477|XP_016968150.1|DBIA
OG0007477	LOC120776097|XP_039962513.1|BTRY	LOC108033826|XP_016963982.1|DBIA
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC108034045|XP_016964281.1|DBIA
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC108023700|XP_016948817.1|DBIA
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC108026332|XP_016952724.1|DBIA
OG0007481	LOC120778563|XP_039966360.1|BTRY	LOC108035210|XP_016966209.1|DBIA
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC108036156|XP_016967637.1|DBIA
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC108023019|XP_016947743.1|DBIA
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC108033137|XP_016962849.1|DBIA
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC108027174|XP_016953952.1|DBIA
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC108024092|XP_016949356.1|DBIA
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC108036027|XP_016967450.1|DBIA
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC108028420|XP_016955737.1|DBIA
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC108031745|XP_016960932.1|DBIA
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC108032975|XP_016962537.1|DBIA
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC108023470|XP_016948476.1|DBIA
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC108030227|XP_016958506.1|DBIA
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC108025869|XP_016952031.1|DBIA
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC108034261|XP_016964611.1|DBIA
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC108035774|XP_016966970.1|DBIA
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC108028731|XP_016956183.1|DBIA
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC108035309|XP_016966369.1|DBIA
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC108035166|XP_016966116.1|DBIA
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC108030812|XP_016959400.1|DBIA
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC108030813|XP_016959402.1|DBIA
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC108030830|XP_016959439.1|DBIA
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC108024210|XP_016949559.1|DBIA
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC108027918|XP_016955030.1|DBIA
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC108028578|XP_016955974.1|DBIA
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC108035544|XP_016966702.1|DBIA
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC108035683|XP_016966886.1|DBIA
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC108033897|XP_016964042.1|DBIA
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC108032727|XP_016962196.1|DBIA
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC108032675|XP_016962133.1|DBIA
OG0007510	LOC120770393|XP_039953758.1|BTRY	LOC108029615|XP_016957489.1|DBIA
OG0007511	LOC120769066|XP_039951857.1|BTRY	LOC108032779|XP_016962270.1|DBIA
OG0007512	LOC120768358|XP_039950950.1|BTRY	LOC108031522|XP_016960532.1|DBIA
OG0007513	LOC120767610|XP_039949697.1|BTRY	LOC108029276|XP_016956964.1|DBIA
OG0007514	LOC120779058|XP_039967126.1|BTRY	LOC108035131|XP_016966061.1|DBIA
OG0007515	LOC120769653|XP_039952692.1|BTRY	LOC108034345|XP_016964716.1|DBIA
OG0007516	LOC120768241|XP_039950764.1|BTRY	LOC108033648|XP_016963572.1|DBIA
OG0007517	LOC120778671|XP_039966538.1|BTRY	LOC108028507|XP_016955878.1|DBIA
OG0007518	LOC120771095|XP_039954862.1|BTRY	LOC108026814|XP_016953468.1|DBIA
OG0007520	LOC120773379|XP_039958139.1|BTRY	LOC108026150|XP_016952376.1|DBIA
OG0007521	LOC120774227|XP_039959619.1|BTRY	LOC108024022|XP_016949273.1|DBIA
OG0007522	LOC120776107|XP_039962532.1|BTRY	LOC108024142|XP_016949415.1|DBIA
OG0007523	LOC120772943|XP_039957779.1|BTRY	LOC108030272|XP_016958586.1|DBIA
OG0007524	LOC120769181|XP_039952000.1|BTRY	LOC108027844|XP_016954923.1|DBIA
OG0007525	LOC120767876|XP_039950135.1|BTRY	LOC108032796|XP_016962291.1|DBIA
OG0007526	LOC120782798|XP_039971209.1|BTRY	LOC108026186|XP_016952464.1|DBIA
OG0007527	LOC120777712|XP_039965124.1|BTRY	LOC108034918|XP_016965660.1|DBIA
OG0007528	LOC120770309|XP_039953613.1|BTRY	LOC108029515|XP_016957301.1|DBIA
OG0007529	LOC120772954|XP_039957790.1|BTRY	LOC108022794|XP_016947412.1|DBIA
OG0007530	LOC120773982|XP_039959172.1|BTRY	LOC108026228|XP_016952551.1|DBIA
OG0007531	LOC120771773|XP_039955897.1|BTRY	LOC108029325|XP_016957008.1|DBIA
OG0007532	LOC120771446|XP_039955385.1|BTRY	LOC108023063|XP_016947800.1|DBIA
OG0007533	LOC120779206|XP_039967413.1|BTRY, LOC120777747|XP_039965174.1|BTRY	LOC108030833|XP_016959446.1|DBIA
OG0007534	LOC120777532|XP_039964849.1|BTRY	LOC108035689|XP_016966896.1|DBIA
OG0007535	LOC120777744|XP_039965171.1|BTRY	LOC108028041|XP_016955168.1|DBIA
OG0007536	LOC120782557|XP_039970821.1|BTRY	LOC108024798|XP_016950407.1|DBIA
OG0007537	LOC120778707|XP_039966602.1|BTRY	LOC108034937|XP_016965689.1|DBIA
OG0007538	LOC120776455|XP_039963048.1|BTRY	LOC108035254|XP_016966286.1|DBIA
OG0007539	LOC120780699|XP_039968894.1|BTRY	LOC108033977|XP_016964184.1|DBIA
OG0007540	LOC120768044|XP_039950489.1|BTRY	LOC108025287|XP_016951157.1|DBIA
OG0007541	LOC120771803|XP_039955939.1|BTRY	LOC108029750|XP_016957733.1|DBIA
OG0007542	LOC120771503|XP_039955490.1|BTRY	LOC108036426|XP_016968043.1|DBIA
OG0007543	LOC120779468|XP_039967665.1|BTRY	LOC108024901|XP_016950556.1|DBIA
OG0007544	LOC120776687|XP_039963499.1|BTRY	LOC108035502|XP_016966646.1|DBIA
OG0007545	LOC120773348|XP_039958102.1|BTRY	LOC108032735|XP_016962207.1|DBIA
OG0007546	LOC120782609|XP_039970914.1|BTRY	LOC108025550|XP_016951571.1|DBIA
OG0007547	LOC120771770|XP_039955895.1|BTRY	LOC108022503|XP_016946954.1|DBIA
OG0007548	LOC120776771|XP_039963671.1|BTRY	LOC108030171|XP_016958413.1|DBIA
OG0007549	LOC120777366|XP_039964568.1|BTRY	LOC108030892|XP_016959557.1|DBIA
OG0007550	LOC120776744|XP_039963622.1|BTRY	LOC108035303|XP_016966361.1|DBIA
OG0007551	LOC120771187|XP_039955012.1|BTRY	LOC108029554|XP_016957364.1|DBIA
OG0007552	LOC120769552|XP_039952534.1|BTRY	LOC108028966|XP_016956495.1|DBIA
OG0007553	LOC120769082|XP_039951876.1|BTRY	LOC108027923|XP_016955036.1|DBIA
OG0007554	LOC120777938|XP_039965471.1|BTRY	LOC108035442|XP_016966565.1|DBIA
OG0007555	LOC120772011|XP_039956310.1|BTRY	LOC108022573|XP_016947079.1|DBIA
OG0007556	LOC120771448|XP_039955389.1|BTRY	LOC108026940|XP_016953642.1|DBIA
OG0007557	LOC120770858|XP_039954405.1|BTRY	LOC108026885|XP_016953574.1|DBIA
OG0007558	LOC120772584|XP_039957220.1|BTRY	LOC108022870|XP_016947537.1|DBIA
OG0007559	LOC120767795|XP_039949994.1|BTRY	LOC108036798|XP_016968634.1|DBIA
OG0007560	LOC120777400|XP_039964631.1|BTRY	LOC108028571|XP_016955967.1|DBIA
OG0007561	LOC120777292|XP_039964436.1|BTRY	LOC108035939|XP_016967223.1|DBIA
OG0007562	LOC120776721|XP_039963566.1|BTRY	LOC108035089|XP_016965998.1|DBIA
OG0007563	LOC120777610|XP_039964993.1|BTRY	LOC108028721|XP_016956168.1|DBIA
OG0007564	LOC120777825|XP_039965297.1|BTRY	LOC108028599|XP_016956006.1|DBIA
OG0007565	LOC120780139|XP_039968361.1|BTRY	LOC108026263|XP_016952611.1|DBIA
OG0007566	LOC120770977|XP_039954649.1|BTRY	LOC108022461|XP_016946858.1|DBIA
OG0007567	LOC120778129|XP_039965778.1|BTRY	LOC108026423|XP_016952841.1|DBIA
OG0007568	LOC120772307|XP_039956754.1|BTRY	LOC108029498|XP_016957269.1|DBIA
OG0007569	LOC120772188|XP_039956588.1|BTRY	LOC108026792|XP_016953442.1|DBIA
OG0007570	LOC120770878|XP_039954448.1|BTRY	LOC108029497|XP_016957266.1|DBIA
OG0007571	LOC120770303|XP_039953604.1|BTRY	LOC108029759|XP_016957748.1|DBIA
OG0007572	LOC120772574|XP_039957202.1|BTRY	LOC108033652|XP_016963576.1|DBIA
OG0007573	LOC120771324|XP_039955203.1|BTRY	LOC108036507|XP_016968199.1|DBIA
