Orthogroup	BTRY.longest_only	DSIM.longest_only
OG0008696	LOC120775608|XP_039961787.1|BTRY	LOC6729637|XP_039151251.1|DSIM
OG0008697	LOC120776971|XP_039963998.1|BTRY	LOC6736732|XP_002083588.1|DSIM
OG0008698	LOC120773980|XP_039959169.1|BTRY	LOC6725661|XP_016038892.1|DSIM
OG0008699	LOC120776939|XP_039963949.1|BTRY	LOC6739031|XP_016032869.1|DSIM
OG0008700	LOC120770729|XP_039954252.1|BTRY	LOC6727382|XP_016033918.1|DSIM
OG0008701	LOC120771183|XP_039955007.1|BTRY	LOC27208057|XP_016029040.1|DSIM
OG0008703	LOC120778769|XP_039966683.1|BTRY	LOC6738360|XP_002085170.1|DSIM
OG0008704	LOC120769633|XP_039952672.1|BTRY	LOC6730882|XP_016023307.1|DSIM
OG0008705	LOC120767777|XP_039949952.1|BTRY	LOC6731310|XP_016023877.1|DSIM
OG0008706	LOC120778603|XP_039966414.1|BTRY	LOC6730367|XP_002105649.1|DSIM
OG0008707	LOC120775270|XP_039961299.1|BTRY	LOC6726093|XP_016039562.1|DSIM
OG0008708	LOC120775480|XP_039961613.1|BTRY	LOC6726477|XP_039153968.1|DSIM
OG0008709	LOC120782201|XP_039970282.1|BTRY	LOC6739678|XP_016036570.1|DSIM
OG0008710	LOC120776921|XP_039963928.1|BTRY	LOC6728244|XP_016034884.1|DSIM
OG0008711	LOC120767007|XP_039948749.1|BTRY	LOC6727248|XP_039150960.1|DSIM
OG0008712	LOC120771057|XP_039954797.1|BTRY	LOC6734685|XP_002081692.1|DSIM
OG0008714	LOC120767195|XP_039948929.1|BTRY	LOC27206528|XP_016023108.1|DSIM
OG0008715	LOC120777690|XP_039965101.1|BTRY	LOC6728896|XP_016035591.1|DSIM
OG0008716	LOC120766234|XP_039947546.1|BTRY	LOC27208186|XP_016036061.1|DSIM
OG0008717	LOC120777526|XP_039964841.1|BTRY, LOC120779305|XP_039967449.1|BTRY	LOC6737186|XP_002084032.2|DSIM
OG0008718	LOC120781214|XP_039969271.1|BTRY	LOC6735006|XP_002081988.3|DSIM
OG0008719	LOC120768024|XP_039950433.1|BTRY	LOC6730362|XP_016037133.1|DSIM
OG0008721	LOC120774571|XP_039960238.1|BTRY	LOC6725856|XP_016039183.2|DSIM
OG0008722	LOC120779415|XP_039967549.1|BTRY	LOC6728874|XP_016035573.1|DSIM
OG0008723	LOC120772790|XP_039957507.1|BTRY	LOC6737217|XP_016030921.1|DSIM
OG0008724	LOC120767551|XP_039949610.1|BTRY	LOC6731702|XP_016024383.1|DSIM
OG0008725	LOC120773027|XP_039957891.1|BTRY	LOC6735431|XP_002082371.1|DSIM
OG0008726	LOC120771284|XP_039955145.1|BTRY	LOC6734252|XP_016027301.1|DSIM
OG0008727	LOC120766510|XP_039948007.1|BTRY	LOC6728289|XP_002103638.1|DSIM
OG0008728	LOC120782351|XP_039970517.1|BTRY, LOC120782650|XP_039970958.1|BTRY	LOC6727796|XP_016034386.1|DSIM
OG0008729	LOC120775572|XP_039961738.1|BTRY, LOC120773817|XP_039958859.1|BTRY, LOC120773816|XP_039958858.1|BTRY	LOC6726331|XP_002107291.1|DSIM
OG0008730	LOC120774934|XP_039960746.1|BTRY	LOC6726269|XP_002107231.1|DSIM
OG0008731	LOC120782724|XP_039971088.1|BTRY	LOC6728093|XP_016034711.1|DSIM
OG0008732	LOC120768138|XP_039950630.1|BTRY	LOC6732155|XP_002079287.1|DSIM
OG0008733	LOC120779747|XP_039968062.1|BTRY	LOC120284348|XP_039147386.1|DSIM
OG0008734	LOC120782623|XP_039970925.1|BTRY	LOC6726680|XP_016033174.1|DSIM
OG0008736	LOC120781220|XP_039969283.1|BTRY	LOC6733981|XP_002081025.1|DSIM
OG0008738	LOC120769502|XP_039952468.1|BTRY	LOC6731209|XP_016023752.1|DSIM
OG0008739	LOC120776467|XP_039963069.1|BTRY	LOC6738881|XP_002085676.1|DSIM
OG0008740	LOC120770071|XP_039953134.1|BTRY	LOC6733774|XP_002080818.2|DSIM
OG0008741	LOC120779443|XP_039967625.1|BTRY	LOC6733728|XP_002080774.1|DSIM
OG0008742	LOC120778793|XP_039966727.1|BTRY	LOC6736580|XP_016030176.1|DSIM
OG0008743	LOC120770199|XP_039953375.1|BTRY	LOC6733966|XP_002081010.1|DSIM
OG0008744	LOC120773122|XP_039958052.1|BTRY, LOC120772296|XP_039956738.1|BTRY	LOC27206321|XP_039148106.1|DSIM
OG0008745	LOC120775185|XP_039961174.1|BTRY, LOC120773633|XP_039958575.1|BTRY	LOC6725523|XP_002106536.1|DSIM
OG0008746	LOC120773696|XP_039958666.1|BTRY	LOC6727437|XP_016034008.1|DSIM
OG0008747	LOC120776556|XP_039963243.1|BTRY	LOC6738985|XP_016032809.1|DSIM
OG0008748	LOC120767430|XP_039949411.1|BTRY	LOC6730546|XP_002077725.2|DSIM
OG0008749	LOC120773782|XP_039958805.1|BTRY	LOC6731961|XP_002079096.1|DSIM
OG0008750	LOC120768945|XP_039951667.1|BTRY	LOC6731714|XP_016024390.1|DSIM
OG0008751	LOC120766310|XP_039947661.1|BTRY	LOC6727115|XP_002102508.1|DSIM
OG0008752	LOC120782218|XP_039970313.1|BTRY	LOC6728879|XP_016035568.1|DSIM
OG0008753	LOC120766198|XP_039947492.1|BTRY	LOC6737623|XP_002084455.1|DSIM
OG0008754	LOC120780335|XP_039968569.1|BTRY, LOC120774313|XP_039959822.1|BTRY, LOC120766380|XP_039947747.1|BTRY	LOC6734345|XP_002081366.2|DSIM
OG0008755	LOC120776157|XP_039962704.1|BTRY	LOC6729848|XP_002105151.2|DSIM
OG0008756	LOC120766316|XP_039947671.1|BTRY	LOC6727536|XP_002102916.1|DSIM
OG0008757	LOC120766399|XP_039947780.1|BTRY	LOC6729065|XP_016035715.1|DSIM
OG0008758	LOC120767615|XP_039949704.1|BTRY	LOC27208148|XP_016022971.1|DSIM
OG0008759	LOC120769096|XP_039951888.1|BTRY	LOC6731975|XP_016024650.1|DSIM
OG0008760	LOC120768540|XP_039951211.1|BTRY	LOC6731855|XP_016024538.1|DSIM
OG0008761	LOC120768936|XP_039951653.1|BTRY	LOC6731591|XP_002078732.1|DSIM
OG0008762	LOC120768143|XP_039950634.1|BTRY, LOC120768204|XP_039950710.1|BTRY	LOC6733540|XP_016026499.1|DSIM
OG0008763	LOC120767910|XP_039950202.1|BTRY	LOC6731203|XP_016023748.1|DSIM
OG0008764	LOC120769145|XP_039951953.1|BTRY	LOC6732276|XP_016024941.1|DSIM
OG0008765	LOC120771583|XP_039955590.1|BTRY	LOC6734186|XP_002081215.1|DSIM
OG0008766	LOC120772267|XP_039956704.1|BTRY	LOC6730620|XP_016023069.1|DSIM
OG0008767	LOC120772396|XP_039956920.1|BTRY	LOC6735102|XP_016028368.1|DSIM
OG0008768	LOC120771126|XP_039954916.1|BTRY	LOC6736078|XP_016029471.1|DSIM
OG0008769	LOC120771045|XP_039954780.1|BTRY	LOC6735564|XP_016028899.1|DSIM
OG0008770	LOC120772044|XP_039956350.1|BTRY	LOC6733363|XP_016026281.1|DSIM
OG0008771	LOC120772014|XP_039956314.1|BTRY	LOC6739386|XP_002076295.1|DSIM
OG0008772	LOC120771950|XP_039956194.1|BTRY	LOC6733965|XP_002081009.1|DSIM
OG0008773	LOC120772256|XP_039956693.1|BTRY, LOC120772243|XP_039956671.1|BTRY	LOC6734942|XP_002081939.1|DSIM
OG0008774	LOC120770782|XP_039954295.1|BTRY, LOC120772040|XP_039956345.1|BTRY	LOC6735376|XP_016028704.1|DSIM
OG0008775	LOC120770470|XP_039953899.1|BTRY	LOC6734860|XP_002081861.2|DSIM
OG0008776	LOC120770354|XP_039953691.1|BTRY, LOC120781382|XP_039969522.1|BTRY, LOC120781851|XP_039970003.1|BTRY, LOC120781105|XP_039969181.1|BTRY	LOC6734546|XP_002081555.1|DSIM
OG0008777	LOC120770829|XP_039954352.1|BTRY	LOC6735717|XP_016029094.1|DSIM
OG0008778	LOC120772385|XP_039956909.1|BTRY, LOC120772480|XP_039957058.1|BTRY, LOC120772700|XP_039957377.1|BTRY	LOC6733238|XP_002080301.1|DSIM
OG0008779	LOC120773667|XP_039958624.1|BTRY, LOC120773666|XP_039958622.1|BTRY, LOC120773671|XP_039958630.1|BTRY, LOC120773668|XP_039958625.1|BTRY, LOC120773670|XP_039958628.1|BTRY, LOC120773669|XP_039958626.1|BTRY	LOC6724972|XP_002106008.1|DSIM
OG0008780	LOC120775845|XP_039962146.1|BTRY	LOC27208589|XP_039151587.1|DSIM
OG0008781	LOC120775250|XP_039961265.1|BTRY, LOC120774456|XP_039960042.1|BTRY, LOC120774703|XP_039960366.1|BTRY	LOC27208323|XP_016038293.1|DSIM
OG0008782	LOC120776486|XP_039963102.1|BTRY, LOC120776485|XP_039963101.1|BTRY, LOC120776484|XP_039963096.1|BTRY	LOC6737396|XP_016031150.1|DSIM
OG0008783	LOC120778297|XP_039966018.1|BTRY	LOC6735834|XP_002082744.2|DSIM
OG0008784	LOC120777858|XP_039965336.1|BTRY	LOC6738857|XP_016032678.1|DSIM
OG0008805	LOC120775009|XP_039960878.1|BTRY	LOC6726283|XP_016039791.1|DSIM
OG0008806	LOC120773536|XP_039958427.1|BTRY	LOC6739836|XP_002076726.1|DSIM
OG0008807	LOC120773697|XP_039958663.1|BTRY	LOC6726137|XP_039153401.1|DSIM
OG0008808	LOC120773431|XP_039958245.1|BTRY	LOC27207364|XP_016039171.1|DSIM
OG0008809	LOC120766697|XP_039948279.1|BTRY	LOC27206482|XP_016036134.1|DSIM
OG0008811	LOC120779477|XP_039967692.1|BTRY	LOC6727977|XP_016034569.2|DSIM
OG0008813	LOC120782502|XP_039970744.1|BTRY	LOC6728736|XP_016035404.2|DSIM
OG0008814	LOC120772277|XP_039956714.1|BTRY	LOC6735992|XP_016029361.1|DSIM
OG0008819	LOC120771932|XP_039956163.1|BTRY	LOC6735396|XP_002082343.1|DSIM
OG0008820	LOC120769654|XP_039952693.1|BTRY	LOC6731640|XP_002078780.1|DSIM
OG0008823	LOC120775333|XP_039961408.1|BTRY	LOC6725473|XP_002106489.2|DSIM
OG0008824	LOC120773118|XP_039958047.1|BTRY	LOC6737922|XP_016031689.1|DSIM
OG0008825	LOC120779105|XP_039967210.1|BTRY	LOC6737915|XP_002084739.2|DSIM
OG0008829	LOC120773349|XP_039958103.1|BTRY	LOC6724891|XP_002105929.1|DSIM
OG0008830	LOC120775850|XP_039962154.1|BTRY	LOC6726347|XP_016039922.1|DSIM
OG0008831	LOC120774141|XP_039959468.1|BTRY	LOC6724910|XP_016037761.1|DSIM
OG0008832	LOC120774079|XP_039959339.1|BTRY	LOC27206782|XP_039152694.1|DSIM
OG0008833	LOC120774905|XP_039960708.1|BTRY	LOC27206358|XP_016038501.1|DSIM
OG0008834	LOC120768033|XP_039950458.1|BTRY	LOC27206429|XP_016036218.1|DSIM
OG0008838	LOC120768000|XP_039950356.1|BTRY	LOC6731667|XP_016024358.1|DSIM
OG0008839	LOC120772004|XP_039956296.1|BTRY	LOC27206326|XP_016027102.1|DSIM
OG0008840	LOC120779671|XP_039967962.1|BTRY, LOC120771110|XP_039954894.1|BTRY, LOC120769524|XP_039952494.1|BTRY	LOC6732922|XP_002080026.1|DSIM
OG0008841	LOC120778663|XP_039966522.1|BTRY	LOC6736616|XP_002083472.1|DSIM
OG0008842	LOC120773121|XP_039958051.1|BTRY	LOC6735894|XP_039148367.1|DSIM
OG0008843	LOC120778022|XP_039965627.1|BTRY	LOC27207703|XP_016030213.1|DSIM
OG0008845	LOC120768363|XP_039950960.1|BTRY	LOC6732416|XP_002079537.2|DSIM
OG0008847	LOC120779274|XP_039967436.1|BTRY	LOC6726991|XP_002102392.1|DSIM
OG0008848	LOC120770604|XP_039954142.1|BTRY, LOC120770603|XP_039954141.1|BTRY	LOC6734819|XP_016028051.1|DSIM
OG0008849	LOC120774553|XP_039960218.1|BTRY	LOC27207156|XP_016038458.1|DSIM
OG0008852	LOC120770813|XP_039954324.1|BTRY	LOC6739332|XP_016026482.2|DSIM
OG0008854	LOC120779483|XP_039967698.1|BTRY	LOC6730507|XP_016022966.1|DSIM
OG0008855	LOC120775169|XP_039961154.1|BTRY	LOC6725596|XP_016038791.1|DSIM
OG0008856	LOC120779694|XP_039967988.1|BTRY	LOC6724689|XP_016037210.1|DSIM
OG0008857	LOC120777571|XP_039964909.1|BTRY	LOC6737133|XP_002083980.2|DSIM
OG0008858	LOC120778320|XP_039966049.1|BTRY	LOC6739740|XP_002076633.2|DSIM
OG0008859	LOC120777537|XP_039964859.1|BTRY	LOC6737499|XP_039149045.1|DSIM
OG0008860	LOC120766822|XP_039948468.1|BTRY, LOC120766820|XP_039948464.1|BTRY	LOC6730168|XP_002105459.2|DSIM
OG0008861	LOC120772353|XP_039956851.1|BTRY	LOC6733611|XP_002080665.1|DSIM
OG0008862	LOC120780557|XP_039968748.1|BTRY	LOC6727749|XP_016034329.1|DSIM
OG0008863	LOC120769806|XP_039952938.1|BTRY	LOC6732481|XP_016025111.1|DSIM
OG0008864	LOC120774091|XP_039959358.1|BTRY	LOC6735638|XP_002082556.1|DSIM
OG0008865	LOC120769432|XP_039952348.1|BTRY	LOC6732048|XP_002079180.1|DSIM
OG0008866	LOC120767937|XP_039950237.1|BTRY	LOC6730405|XP_016022873.1|DSIM
OG0008868	LOC120772927|XP_039957761.1|BTRY, LOC120772991|XP_039957838.1|BTRY	LOC6733643|XP_016026606.1|DSIM
OG0008869	LOC120778668|XP_039966533.1|BTRY	LOC6739159|XP_002085949.1|DSIM
OG0008870	LOC120777114|XP_039964184.1|BTRY	LOC6738648|XP_002085450.1|DSIM
OG0008871	LOC120777246|XP_039964371.1|BTRY	LOC6737970|XP_002084786.2|DSIM
OG0008872	LOC120767275|XP_039949080.1|BTRY	LOC6731323|XP_016023902.1|DSIM
OG0008874	LOC120771721|XP_039955810.1|BTRY	LOC6739454|XP_002076355.1|DSIM
OG0008875	LOC120772793|XP_039957510.1|BTRY	LOC6734207|XP_016027252.1|DSIM
OG0008876	LOC120781300|XP_039969430.1|BTRY	LOC6724714|XP_039152045.1|DSIM, LOC120285206|XP_039152031.1|DSIM
OG0008877	LOC120777506|XP_039964794.1|BTRY	LOC6737859|XP_002084687.1|DSIM
OG0008878	LOC120781474|XP_039969629.1|BTRY	LOC6731518|XP_002078666.1|DSIM
OG0008879	LOC120771654|XP_039955703.1|BTRY, LOC120771675|XP_039955731.1|BTRY	LOC6734820|XP_016028053.1|DSIM
OG0008881	LOC120772282|XP_039956727.1|BTRY	LOC6736074|XP_002082975.1|DSIM
OG0008882	LOC120768829|XP_039951515.1|BTRY	LOC6731670|XP_016024360.2|DSIM
OG0008883	LOC120782416|XP_039970600.1|BTRY	LOC6728782|XP_002104117.1|DSIM
OG0008884	LOC120766687|XP_039948267.1|BTRY	LOC6729647|XP_002104953.1|DSIM
OG0008885	LOC120768157|XP_039950652.1|BTRY	LOC6732799|XP_002079912.1|DSIM
OG0008886	LOC120770859|XP_039954408.1|BTRY	LOC27208703|XP_016027996.1|DSIM
OG0008887	LOC120771070|XP_039954815.1|BTRY	LOC6735412|XP_016028727.1|DSIM
OG0008888	LOC120776906|XP_039963911.1|BTRY	LOC27208214|XP_016031372.1|DSIM
OG0008889	LOC120771667|XP_039955717.1|BTRY	LOC6735663|XP_002082581.1|DSIM
OG0008890	LOC120779538|XP_039967819.1|BTRY	LOC6728043|XP_002103395.1|DSIM
OG0008891	LOC120771576|XP_039955575.1|BTRY	LOC6736779|XP_016030414.1|DSIM
OG0008892	LOC120771649|XP_039955695.1|BTRY	LOC6736018|XP_016029421.1|DSIM
OG0008893	LOC120778188|XP_039965860.1|BTRY	LOC27206283|XP_016030498.1|DSIM
OG0008894	LOC120772683|XP_039957359.1|BTRY	LOC6729114|XP_016035759.1|DSIM
OG0008895	LOC120768625|XP_039951328.1|BTRY	LOC6728746|XP_016035419.1|DSIM
OG0008897	LOC120782462|XP_039970688.1|BTRY	LOC6727583|XP_002102962.2|DSIM
OG0008898	LOC120771423|XP_039955344.1|BTRY	LOC6734279|XP_016027346.1|DSIM
OG0008899	LOC120767243|XP_039949019.1|BTRY	LOC6732737|XP_002079851.2|DSIM
OG0008900	LOC120767837|XP_039950061.1|BTRY	LOC6732689|XP_002079803.2|DSIM
OG0008901	LOC120777592|XP_039964959.1|BTRY	LOC6737077|XP_016030703.1|DSIM
OG0008902	LOC120779662|XP_039967952.1|BTRY	LOC6739828|XP_016037252.1|DSIM
OG0008903	LOC120768321|XP_039950893.1|BTRY	LOC27209406|XP_016022958.1|DSIM
OG0008904	LOC120772869|XP_039957639.1|BTRY	LOC6735041|XP_016028328.1|DSIM
OG0008905	LOC120779590|XP_039967867.1|BTRY	LOC6724713|XP_016037290.1|DSIM
OG0008906	LOC120778782|XP_039966701.1|BTRY	LOC6737531|XP_039149918.1|DSIM
OG0008907	LOC120766306|XP_039947657.1|BTRY	LOC6729411|XP_016036058.2|DSIM
OG0008908	LOC120766370|XP_039947737.1|BTRY	LOC6727063|XP_016033561.1|DSIM
OG0008909	LOC120777704|XP_039965120.1|BTRY	LOC6729950|XP_002105245.1|DSIM
OG0008910	LOC120771624|XP_039955692.1|BTRY	LOC6728812|XP_016035502.1|DSIM
OG0008911	LOC120778779|XP_039966700.1|BTRY	LOC27206445|XP_016034322.1|DSIM
OG0008912	LOC120774524|XP_039960204.1|BTRY, LOC120767005|XP_039948748.1|BTRY	LOC6726658|XP_002102069.1|DSIM
OG0008913	LOC120769769|XP_039953167.1|BTRY, LOC120772547|XP_039957554.1|BTRY, LOC120766369|XP_039947736.1|BTRY	LOC6729106|XP_002104427.1|DSIM
OG0008914	LOC120781812|XP_039969968.1|BTRY	LOC6728108|XP_002103459.1|DSIM
OG0008915	LOC120781646|XP_039969810.1|BTRY	LOC6727010|XP_016033500.1|DSIM
OG0008916	LOC120768041|XP_039950476.1|BTRY	LOC6731382|XP_016024004.1|DSIM
OG0008917	LOC120769121|XP_039951916.1|BTRY	LOC6731407|XP_016024025.1|DSIM
OG0008918	LOC120767959|XP_039950284.1|BTRY	LOC6732725|XP_016025456.1|DSIM
OG0008919	LOC120769639|XP_039952678.1|BTRY	LOC6730465|XP_016022923.1|DSIM
OG0008920	LOC120768831|XP_039951517.1|BTRY, LOC120768832|XP_039951518.1|BTRY	LOC6739650|XP_002076544.1|DSIM
OG0008921	LOC120769444|XP_039952366.1|BTRY	LOC27206516|XP_016024212.1|DSIM
OG0008922	LOC120769346|XP_039952240.1|BTRY	LOC6731517|XP_016024196.1|DSIM
OG0008923	LOC120772275|XP_039956713.1|BTRY	LOC6735202|XP_002082175.1|DSIM
OG0008924	LOC120770837|XP_039954362.1|BTRY	LOC6735422|XP_002082364.1|DSIM
OG0008925	LOC120771993|XP_039956284.1|BTRY	LOC6735111|XP_002082088.1|DSIM
OG0008926	LOC120771591|XP_039955597.1|BTRY	LOC6733670|XP_016026646.1|DSIM
OG0008927	LOC120771608|XP_039955626.1|BTRY	LOC6736079|XP_016029472.1|DSIM
OG0008928	LOC120771297|XP_039955166.1|BTRY, LOC120773070|XP_039957946.1|BTRY	LOC6733318|XP_002080377.1|DSIM
OG0008929	LOC120772554|XP_039957172.1|BTRY, LOC120772553|XP_039957171.1|BTRY	LOC6735185|XP_002082159.1|DSIM
OG0008930	LOC120770305|XP_039953607.1|BTRY	LOC6728142|XP_002103493.1|DSIM
OG0008931	LOC120772830|XP_039957571.1|BTRY	LOC6733792|XP_016026752.1|DSIM
OG0008932	LOC120772422|XP_039956967.1|BTRY, LOC120770089|XP_039953172.1|BTRY	LOC27207546|XP_016029522.1|DSIM
OG0008933	LOC120773021|XP_039957884.1|BTRY, LOC120771437|XP_039955374.1|BTRY	LOC6733958|XP_002081002.3|DSIM
OG0008934	LOC120772676|XP_039957347.1|BTRY	LOC6737145|XP_016030778.2|DSIM
OG0008935	LOC120771376|XP_039955271.1|BTRY	LOC6733333|XP_002080390.1|DSIM
OG0008936	LOC120770008|XP_039953035.1|BTRY	LOC6735608|XP_016028968.1|DSIM
OG0008937	LOC120770962|XP_039954626.1|BTRY	LOC27206950|XP_039147982.1|DSIM
OG0008938	LOC120771430|XP_039955360.1|BTRY	LOC6734333|XP_039148742.1|DSIM
OG0008939	LOC120771093|XP_039954854.1|BTRY	LOC27206184|XP_016028675.1|DSIM
OG0008940	LOC120770094|XP_039953178.1|BTRY	LOC6735662|XP_039148816.1|DSIM
OG0008941	LOC120773429|XP_039958243.1|BTRY	LOC120285317|XP_039153142.1|DSIM, LOC6725110|XP_039153141.1|DSIM
OG0008942	LOC120775096|XP_039961037.1|BTRY	LOC6725678|XP_016038939.1|DSIM
OG0008943	LOC120775797|XP_039962075.1|BTRY, LOC120774734|XP_039960421.1|BTRY	LOC6725335|XP_002106352.1|DSIM
OG0008944	LOC120774440|XP_039960015.1|BTRY, LOC120775988|XP_039962352.1|BTRY, LOC120775894|XP_039962220.1|BTRY, LOC120775911|XP_039962237.1|BTRY	LOC27207267|XP_016039361.1|DSIM
OG0008945	LOC120773455|XP_039958282.1|BTRY	LOC6725275|XP_002106297.1|DSIM
OG0008946	LOC120773365|XP_039958124.1|BTRY, LOC120775071|XP_039960994.1|BTRY	LOC6725653|XP_002106660.1|DSIM
OG0008947	LOC120774697|XP_039960359.1|BTRY, LOC120774698|XP_039960361.1|BTRY, LOC120774696|XP_039960358.1|BTRY	LOC6724844|XP_002105884.1|DSIM
OG0008948	LOC120774748|XP_039960440.1|BTRY	LOC6724962|XP_002105998.3|DSIM
OG0008949	LOC120777813|XP_039965284.1|BTRY	LOC27207640|XP_039150335.1|DSIM
OG0008950	LOC120776909|XP_039963914.1|BTRY	LOC27207178|XP_016037923.1|DSIM
OG0008951	LOC120776913|XP_039963917.1|BTRY	LOC6738342|XP_002085152.1|DSIM
OG0008952	LOC120776684|XP_039963496.1|BTRY, LOC120778028|XP_039965635.1|BTRY	LOC6726264|XP_002107226.2|DSIM
OG0008953	LOC120778478|XP_039966228.1|BTRY	LOC6739151|XP_039149832.1|DSIM
OG0008954	LOC120777150|XP_039964229.1|BTRY	LOC27206672|XP_016025059.1|DSIM, LOC27209187|XP_016023664.1|DSIM
OG0008955	LOC120777167|XP_039964256.1|BTRY	LOC6739621|XP_002076516.1|DSIM
OG0008956	LOC120777687|XP_039965095.1|BTRY	LOC27209276|XP_016026386.1|DSIM
OG0008957	LOC120778877|XP_039966855.1|BTRY	LOC6738015|XP_016031816.1|DSIM
OG0008958	LOC120779010|XP_039967063.1|BTRY	LOC6739044|XP_002085838.2|DSIM
OG0008959	LOC120776425|XP_039963011.1|BTRY, LOC120778430|XP_039966145.1|BTRY	LOC6738807|XP_002085607.1|DSIM
OG0008960	LOC120776605|XP_039963327.1|BTRY	LOC6737731|XP_016031505.1|DSIM
OG0008985	LOC120778924|XP_039966904.1|BTRY	LOC6738318|XP_002085128.1|DSIM
OG0008986	LOC120769139|XP_039951946.1|BTRY	LOC6726962|XP_002102364.1|DSIM
OG0008991	LOC120780295|XP_039968519.1|BTRY	LOC27208669|XP_039154250.1|DSIM, LOC120285677|XP_039154254.1|DSIM
OG0008992	LOC120780461|XP_039968668.1|BTRY	LOC6728597|XP_016035228.1|DSIM
OG0008993	LOC120776666|XP_039963475.1|BTRY	LOC6739633|XP_039149093.1|DSIM
OG0008994	LOC120767840|XP_039950067.1|BTRY	LOC6731461|XP_002078612.1|DSIM
OG0008995	LOC120772977|XP_039957823.1|BTRY	LOC6737526|XP_039148045.1|DSIM
OG0008997	LOC120773447|XP_039958271.1|BTRY	LOC6724783|XP_002105825.1|DSIM
OG0008999	LOC120782791|XP_039971197.1|BTRY	LOC6740222|XP_002077103.1|DSIM
OG0009001	LOC120774896|XP_039960697.1|BTRY	LOC6732767|XP_016025485.1|DSIM
OG0009003	LOC120778052|XP_039965666.1|BTRY	LOC6737885|XP_002084713.1|DSIM
OG0009004	LOC120782373|XP_039970547.1|BTRY	LOC6733957|XP_002081001.1|DSIM
OG0009005	LOC120769245|XP_039952079.1|BTRY	LOC6732160|XP_002079292.1|DSIM
OG0009006	LOC120782595|XP_039970882.1|BTRY	LOC6727333|XP_002102718.3|DSIM
OG0009007	LOC120776855|XP_039963831.1|BTRY	LOC6737368|XP_016031105.1|DSIM
OG0009008	LOC120771843|XP_039956022.1|BTRY	LOC6727403|XP_002102788.1|DSIM
OG0009009	LOC120776712|XP_039963543.1|BTRY	LOC27206269|XP_016029853.2|DSIM
OG0009010	LOC120776714|XP_039963545.1|BTRY	LOC6737265|XP_002084105.2|DSIM
OG0009011	LOC120777345|XP_039964530.1|BTRY	LOC6736733|XP_039149638.1|DSIM
OG0009012	LOC120775496|XP_039961637.1|BTRY	LOC6735570|XP_016028914.1|DSIM
OG0009013	LOC120773484|XP_039958349.1|BTRY	LOC27206574|XP_039152411.1|DSIM
OG0009014	LOC120777082|XP_039964144.1|BTRY	LOC6738336|XP_016032182.1|DSIM
OG0009015	LOC120778111|XP_039965748.1|BTRY	LOC6737134|XP_002083981.2|DSIM
OG0009016	LOC120778207|XP_039965897.1|BTRY	LOC6737193|XP_002084039.1|DSIM
OG0009017	LOC120769661|XP_039952703.1|BTRY	LOC6730772|XP_016023189.1|DSIM
OG0009018	LOC120782070|XP_039970156.1|BTRY	LOC6724699|XP_016037267.1|DSIM
OG0009019	LOC120779765|XP_039968079.1|BTRY	LOC6724693|XP_016037230.1|DSIM
OG0009020	LOC120782182|XP_039970255.1|BTRY	LOC6727969|XP_039150764.1|DSIM
OG0009021	LOC120774788|XP_039960508.1|BTRY	LOC6726715|XP_016033194.2|DSIM
OG0009022	LOC120767782|XP_039950007.1|BTRY	LOC6728302|XP_016034937.1|DSIM
OG0009023	LOC120768072|XP_039950536.1|BTRY	LOC6739777|XP_002076669.1|DSIM
OG0009024	LOC120766396|XP_039947777.1|BTRY	LOC6729457|XP_016036133.1|DSIM
OG0009025	LOC120779649|XP_039967935.1|BTRY	LOC6728368|XP_016034986.1|DSIM
OG0009026	LOC120770356|XP_039953695.1|BTRY	LOC6729383|XP_016036026.2|DSIM
OG0009027	LOC120781212|XP_039969269.1|BTRY	LOC27209236|XP_016028448.1|DSIM
OG0009028	LOC120776497|XP_039963114.1|BTRY	LOC6737428|XP_002084265.1|DSIM
OG0009029	LOC120769058|XP_039951845.1|BTRY	LOC6731147|XP_002078305.1|DSIM
OG0009030	LOC120768191|XP_039950694.1|BTRY	LOC6730533|XP_002077712.3|DSIM
OG0009031	LOC120782668|XP_039970984.1|BTRY	LOC6727067|XP_002102464.1|DSIM
OG0009032	LOC120782669|XP_039970985.1|BTRY	LOC6727066|XP_002102463.1|DSIM
OG0009033	LOC120768243|XP_039950766.1|BTRY	LOC6732154|XP_002079286.3|DSIM
OG0009034	LOC120768219|XP_039950726.1|BTRY	LOC6732436|XP_016025083.1|DSIM
OG0009035	LOC120768395|XP_039951002.1|BTRY	LOC6731679|XP_002078819.1|DSIM
OG0009036	LOC120771957|XP_039956203.1|BTRY	LOC6733760|XP_016026717.1|DSIM
OG0009037	LOC120767682|XP_039949800.1|BTRY	LOC6730852|XP_016023270.1|DSIM
OG0009038	LOC120777912|XP_039965432.1|BTRY	LOC27207021|XP_016036662.2|DSIM
OG0009039	LOC120782763|XP_039971159.1|BTRY	LOC6727890|XP_016034499.1|DSIM
OG0009040	LOC120770793|XP_039954306.1|BTRY	LOC6734524|XP_016027639.1|DSIM
OG0009041	LOC120782234|XP_039970335.1|BTRY	LOC6727492|XP_016034077.1|DSIM
OG0009042	LOC120768606|XP_039951303.1|BTRY	LOC6739210|XP_002076120.3|DSIM
OG0009043	LOC120766792|XP_039948426.1|BTRY	LOC6732849|XP_002079959.1|DSIM
