Orthogroup	BTRY.longest_only	DSUP.longest_only
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC119548079|XP_037711096.1|DSUP
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC119563205|XP_037732428.1|DSUP
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC119549418|XP_037713419.1|DSUP
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC119557417|XP_037726093.1|DSUP
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC119560438|XP_037729808.1|DSUP
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC119563189|XP_037732403.1|DSUP
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC119552892|XP_037718735.1|DSUP
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC119563163|XP_037732351.1|DSUP
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC119559904|XP_037728997.1|DSUP
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC119554741|XP_037721691.1|DSUP
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC119554419|XP_037721236.1|DSUP
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC119553438|XP_037719756.1|DSUP
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC119552974|XP_037718915.1|DSUP
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC119553175|XP_037719342.1|DSUP
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC119555689|XP_037723267.1|DSUP
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC119550197|XP_037714674.1|DSUP
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC119550188|XP_037714661.1|DSUP
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC119555827|XP_037723378.1|DSUP
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC119548991|XP_037712524.1|DSUP
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC119556097|XP_037723889.1|DSUP
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC119556092|XP_037723875.1|DSUP
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC119547854|XP_037710813.1|DSUP
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC119556042|XP_037723760.1|DSUP
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC119556427|XP_037724574.1|DSUP
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC119563492|XP_037732856.1|DSUP
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC119557585|XP_037726314.1|DSUP
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC119557669|XP_037726460.1|DSUP
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC119554073|XP_037720748.1|DSUP
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC119546017|XP_037707961.1|DSUP
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC119560485|XP_037729880.1|DSUP
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC119563443|XP_037732761.1|DSUP
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC119563499|XP_037732867.1|DSUP
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC119561014|XP_037730763.1|DSUP
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC119545680|XP_037707345.1|DSUP
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC119563030|XP_037732156.1|DSUP
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC119559895|XP_037728980.1|DSUP
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC119559876|XP_037728934.1|DSUP
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC119556386|XP_037724489.1|DSUP
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC119548174|XP_037711215.1|DSUP
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC119554605|XP_037721525.1|DSUP
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC119554604|XP_037721524.1|DSUP
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC119552099|XP_037717814.1|DSUP
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC119563521|XP_037732917.1|DSUP
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC119557990|XP_037727019.1|DSUP
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC119553155|XP_037719308.1|DSUP
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC119545646|XP_037707293.1|DSUP
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC119550866|XP_037715773.1|DSUP
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC119556983|XP_037725432.1|DSUP
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC119557592|XP_037726322.1|DSUP
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC119556232|XP_037724185.1|DSUP
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC119561095|XP_037730916.1|DSUP
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC119559893|XP_037728977.1|DSUP
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC119559891|XP_037728969.1|DSUP
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC119554225|XP_037720981.1|DSUP
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC119545819|XP_037707642.1|DSUP
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC119557891|XP_037726820.1|DSUP
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC119557354|XP_037726019.1|DSUP
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC119557849|XP_037726760.1|DSUP
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC119560501|XP_037729899.1|DSUP
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC119563434|XP_037732752.1|DSUP
OG0007326	LOC120773680|XP_039958647.1|BTRY	LOC119560158|XP_037729441.1|DSUP
OG0007327	LOC120776926|XP_039963931.1|BTRY	LOC119553192|XP_037719370.1|DSUP
OG0007328	LOC120777838|XP_039965310.1|BTRY	LOC119563220|XP_037732446.1|DSUP
OG0007329	LOC120782356|XP_039970529.1|BTRY	LOC119562394|XP_037731518.1|DSUP
OG0007330	LOC120774980|XP_039960815.1|BTRY	LOC119556146|XP_037723971.1|DSUP
OG0007331	LOC120773626|XP_039958565.1|BTRY	LOC119557085|XP_037725566.1|DSUP
OG0007332	LOC120774100|XP_039959388.1|BTRY	LOC119557958|XP_037726925.1|DSUP
OG0007333	LOC120766637|XP_039948189.1|BTRY	LOC119563088|XP_037732247.1|DSUP
OG0007334	LOC120775851|XP_039962155.1|BTRY	LOC119548468|XP_037711664.1|DSUP
OG0007335	LOC120776749|XP_039963637.1|BTRY	LOC119552564|XP_037718113.1|DSUP
OG0007336	LOC120766500|XP_039947986.1|BTRY	LOC119556510|XP_037724704.1|DSUP
OG0007337	LOC120778029|XP_039965636.1|BTRY	LOC119554691|XP_037721620.1|DSUP
OG0007338	LOC120778967|XP_039966977.1|BTRY	LOC119555116|XP_037722268.1|DSUP
OG0007339	LOC120766813|XP_039948457.1|BTRY	LOC119553008|XP_037718967.1|DSUP
OG0007340	LOC120782591|XP_039970876.1|BTRY	LOC119552323|XP_037717998.1|DSUP
OG0007341	LOC120766957|XP_039948680.1|BTRY	LOC119559809|XP_037728822.1|DSUP
OG0007342	LOC120766480|XP_039947955.1|BTRY	LOC119563264|XP_037732507.1|DSUP
OG0007343	LOC120770681|XP_039954203.1|BTRY	LOC119550997|XP_037715977.1|DSUP
OG0007344	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY	LOC119547474|XP_037710288.1|DSUP
OG0007345	LOC120767067|XP_039948859.1|BTRY	LOC119549163|XP_037712884.1|DSUP
OG0007346	LOC120776574|XP_039963272.1|BTRY	LOC119552803|XP_037718568.1|DSUP
OG0007347	LOC120775016|XP_039960901.1|BTRY	LOC119558236|XP_037727483.1|DSUP
OG0007348	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY	LOC119558231|XP_037727478.1|DSUP
OG0007349	LOC120774645|XP_039960303.1|BTRY	LOC119558225|XP_037727471.1|DSUP
OG0007350	LOC120776191|XP_039962750.1|BTRY	LOC119556542|XP_037724753.1|DSUP
OG0007351	LOC120777369|XP_039964573.1|BTRY	LOC119552885|XP_037718716.1|DSUP
OG0007352	LOC120772794|XP_039957511.1|BTRY	LOC119550052|XP_037714435.1|DSUP
OG0007353	LOC120782817|XP_039971297.1|BTRY	LOC119560120|XP_037729398.1|DSUP
OG0007354	LOC120772158|XP_039956528.1|BTRY	LOC119557767|XP_037726592.1|DSUP
OG0007355	LOC120773768|XP_039958782.1|BTRY	LOC119561115|XP_037730954.1|DSUP
OG0007356	LOC120771571|XP_039955570.1|BTRY	LOC119549249|XP_037713083.1|DSUP
OG0007357	LOC120772068|XP_039956392.1|BTRY	LOC119561001|XP_037730744.1|DSUP
OG0007358	LOC120767221|XP_039948979.1|BTRY	LOC119548151|XP_037711183.1|DSUP
OG0007359	LOC120766203|XP_039947501.1|BTRY	LOC119563540|XP_037732950.1|DSUP
OG0007360	LOC120766287|XP_039947623.1|BTRY	LOC119560920|XP_037730552.1|DSUP
OG0007361	LOC120774185|XP_039959540.1|BTRY	LOC119558336|XP_037727717.1|DSUP
OG0007362	LOC120768063|XP_039950518.1|BTRY	LOC119546308|XP_037708431.1|DSUP
OG0007363	LOC120775879|XP_039962190.1|BTRY	LOC119558157|XP_037727330.1|DSUP
OG0007364	LOC120776153|XP_039962633.1|BTRY	LOC119558155|XP_037727323.1|DSUP
OG0007365	LOC120775113|XP_039961064.1|BTRY	LOC119557554|XP_037726265.1|DSUP
OG0007366	LOC120779375|XP_039967507.1|BTRY	LOC119560880|XP_037730485.1|DSUP
OG0007367	LOC120778998|XP_039967035.1|BTRY	LOC119553851|XP_037720424.1|DSUP
OG0007368	LOC120782599|XP_039970888.1|BTRY	LOC119561079|XP_037730864.1|DSUP
OG0007369	LOC120766810|XP_039948456.1|BTRY	LOC119545755|XP_037707520.1|DSUP
OG0007370	LOC120772347|XP_039956843.1|BTRY	LOC119549242|XP_037713068.1|DSUP
OG0007371	LOC120773488|XP_039958366.1|BTRY	LOC119560004|XP_037729210.1|DSUP
OG0007372	LOC120767032|XP_039948812.1|BTRY	LOC119545736|XP_037707486.1|DSUP
OG0007373	LOC120774472|XP_039960062.1|BTRY	LOC119556068|XP_037723809.1|DSUP
OG0007374	LOC120775887|XP_039962201.1|BTRY	LOC119556136|XP_037723956.1|DSUP
OG0007375	LOC120774072|XP_039959318.1|BTRY	LOC119558086|XP_037727208.1|DSUP
OG0007376	LOC120774346|XP_039959860.1|BTRY	LOC119556786|XP_037725147.1|DSUP
OG0007377	LOC120776109|XP_039962535.1|BTRY	LOC119556891|XP_037725299.1|DSUP
OG0007378	LOC120774777|XP_039960484.1|BTRY	LOC119556182|XP_037724051.1|DSUP
OG0007379	LOC120774029|XP_039959261.1|BTRY	LOC119556213|XP_037724121.1|DSUP
OG0007380	LOC120773627|XP_039958567.1|BTRY	LOC119557226|XP_037725835.1|DSUP
OG0007381	LOC120774949|XP_039960763.1|BTRY	LOC119556367|XP_037724461.1|DSUP
OG0007382	LOC120773505|XP_039958391.1|BTRY	LOC119558179|XP_037727374.1|DSUP
OG0007383	LOC120776117|XP_039962555.1|BTRY	LOC119558330|XP_037727715.1|DSUP
OG0007384	LOC120775921|XP_039962257.1|BTRY	LOC119558180|XP_037727375.1|DSUP
OG0007385	LOC120775002|XP_039960861.1|BTRY	LOC119556884|XP_037725291.1|DSUP
OG0007386	LOC120775316|XP_039961386.1|BTRY	LOC119556166|XP_037724013.1|DSUP
OG0007387	LOC120774965|XP_039960788.1|BTRY	LOC119556579|XP_037724806.1|DSUP
OG0007388	LOC120774405|XP_039959961.1|BTRY	LOC119556293|XP_037724282.1|DSUP
OG0007389	LOC120768350|XP_039950937.1|BTRY	LOC119548882|XP_037712442.1|DSUP
OG0007390	LOC120774986|XP_039960828.1|BTRY	LOC119556151|XP_037723981.1|DSUP
OG0007391	LOC120766801|XP_039948439.1|BTRY	LOC119547240|XP_037709950.1|DSUP
OG0007392	LOC120775041|XP_039960950.1|BTRY	LOC119558398|XP_037727854.1|DSUP
OG0007393	LOC120780248|XP_039968444.1|BTRY	LOC119547597|XP_037710449.1|DSUP
OG0007394	LOC120774077|XP_039959329.1|BTRY	LOC119556970|XP_037725408.1|DSUP
OG0007395	LOC120773932|XP_039959065.1|BTRY	LOC119557433|XP_037726113.1|DSUP
OG0007396	LOC120766955|XP_039948678.1|BTRY	LOC119561006|XP_037730754.1|DSUP
OG0007397	LOC120768504|XP_039951162.1|BTRY	LOC119546242|XP_037708318.1|DSUP
OG0007398	LOC120772121|XP_039956466.1|BTRY	LOC119551261|XP_037716446.1|DSUP
OG0007399	LOC120773840|XP_039958903.1|BTRY	LOC119557867|XP_037726794.1|DSUP
OG0007400	LOC120773790|XP_039958819.1|BTRY	LOC119556656|XP_037724926.1|DSUP
OG0007401	LOC120775174|XP_039961160.1|BTRY	LOC119558378|XP_037727823.1|DSUP
OG0007402	LOC120781020|XP_039969146.1|BTRY	LOC119560122|XP_037729400.1|DSUP
OG0007403	LOC120766243|XP_039947597.1|BTRY	LOC119559829|XP_037728850.1|DSUP
OG0007404	LOC120780863|XP_039969033.1|BTRY	LOC119561108|XP_037730937.1|DSUP
OG0007405	LOC120778396|XP_039966118.1|BTRY	LOC119560843|XP_037730426.1|DSUP
OG0007406	LOC120782818|XP_039971265.1|BTRY	LOC119561063|XP_037730832.1|DSUP
OG0007407	LOC120767627|XP_039949719.1|BTRY	LOC119548771|XP_037712242.1|DSUP
OG0007408	LOC120778483|XP_039966234.1|BTRY	LOC119552839|XP_037718629.1|DSUP
OG0007409	LOC120769182|XP_039952001.1|BTRY	LOC119546471|XP_037708683.1|DSUP
OG0007410	LOC120774424|XP_039959991.1|BTRY	LOC119556088|XP_037723869.1|DSUP
OG0007411	LOC120773423|XP_039958230.1|BTRY	LOC119556366|XP_037724460.1|DSUP
OG0007412	LOC120774546|XP_039960211.1|BTRY	LOC119557959|XP_037726928.1|DSUP
OG0007413	LOC120770102|XP_039953206.1|BTRY	LOC119551622|XP_037716973.1|DSUP
OG0007414	LOC120774888|XP_039960684.1|BTRY	LOC119556038|XP_037723753.1|DSUP
OG0007415	LOC120774430|XP_039960002.1|BTRY	LOC119557202|XP_037725785.1|DSUP
OG0007416	LOC120774640|XP_039960298.1|BTRY	LOC119556670|XP_037724957.1|DSUP
OG0007417	LOC120775860|XP_039962164.1|BTRY	LOC119556154|XP_037723983.1|DSUP
OG0007418	LOC120774213|XP_039959600.1|BTRY	LOC119550508|XP_037715141.1|DSUP
OG0007419	LOC120782320|XP_039970475.1|BTRY	LOC119549329|XP_037713238.1|DSUP
OG0007420	LOC120770236|XP_039953460.1|BTRY	LOC119551293|XP_037716500.1|DSUP
OG0007421	LOC120775824|XP_039962114.1|BTRY	LOC119555851|XP_037723410.1|DSUP
OG0007422	LOC120774419|XP_039959980.1|BTRY	LOC119556441|XP_037724603.1|DSUP
OG0007423	LOC120775361|XP_039961454.1|BTRY	LOC119555815|XP_037723361.1|DSUP
OG0007424	LOC120778993|XP_039967028.1|BTRY	LOC119552660|XP_037718294.1|DSUP
OG0007425	LOC120777250|XP_039964378.1|BTRY	LOC119553435|XP_037719752.1|DSUP
OG0007426	LOC120774398|XP_039959950.1|BTRY	LOC119558250|XP_037727504.1|DSUP
OG0007427	LOC120774843|XP_039960593.1|BTRY	LOC119556583|XP_037724811.1|DSUP
OG0007428	LOC120773443|XP_039958259.1|BTRY	LOC119558299|XP_037727619.1|DSUP
OG0007429	LOC120772837|XP_039957580.1|BTRY	LOC119551946|XP_037717564.1|DSUP
OG0007430	LOC120778171|XP_039965841.1|BTRY	LOC119553013|XP_037718986.1|DSUP
OG0007431	LOC120769422|XP_039952338.1|BTRY	LOC119547901|XP_037710866.1|DSUP
OG0007432	LOC120777240|XP_039964366.1|BTRY	LOC119554843|XP_037721847.1|DSUP
OG0007433	LOC120778759|XP_039966671.1|BTRY	LOC119556465|XP_037724640.1|DSUP
OG0007434	LOC120777668|XP_039965059.1|BTRY	LOC119552845|XP_037718641.1|DSUP
OG0007435	LOC120777967|XP_039965520.1|BTRY	LOC119554266|XP_037721038.1|DSUP
OG0007436	LOC120776464|XP_039963065.1|BTRY	LOC119553344|XP_037719608.1|DSUP
OG0007437	LOC120777395|XP_039964625.1|BTRY	LOC119554556|XP_037721454.1|DSUP
OG0007438	LOC120777411|XP_039964644.1|BTRY	LOC119554987|XP_037722050.1|DSUP
OG0007439	LOC120774009|XP_039959222.1|BTRY	LOC119561076|XP_037730861.1|DSUP
OG0007440	LOC120773679|XP_039958644.1|BTRY	LOC119558263|XP_037727541.1|DSUP
OG0007441	LOC120772822|XP_039957553.1|BTRY	LOC119550499|XP_037715119.1|DSUP
OG0007442	LOC120770219|XP_039953432.1|BTRY	LOC119563201|XP_037732419.1|DSUP
OG0007443	LOC120770560|XP_039954073.1|BTRY	LOC119549191|XP_037712947.1|DSUP
OG0007444	LOC120772543|XP_039957157.1|BTRY	LOC119549034|XP_037712645.1|DSUP
OG0007445	LOC120772541|XP_039957156.1|BTRY	LOC119549032|XP_037712644.1|DSUP
OG0007446	LOC120767541|XP_039949579.1|BTRY	LOC119547003|XP_037709598.1|DSUP
OG0007447	LOC120772499|XP_039957079.1|BTRY	LOC119548320|XP_037711428.1|DSUP
OG0007448	LOC120771692|XP_039955761.1|BTRY	LOC119550972|XP_037715935.1|DSUP
OG0007449	LOC120778678|XP_039966546.1|BTRY	LOC119554873|XP_037721886.1|DSUP
OG0007450	LOC120777666|XP_039965056.1|BTRY	LOC119548816|XP_037712337.1|DSUP
OG0007451	LOC120777991|XP_039965572.1|BTRY	LOC119555457|XP_037722786.1|DSUP
OG0007452	LOC120777074|XP_039964136.1|BTRY	LOC119555451|XP_037722755.1|DSUP
OG0007453	LOC120777259|XP_039964392.1|BTRY	LOC119553999|XP_037720634.1|DSUP
OG0007454	LOC120776623|XP_039963354.1|BTRY	LOC119555607|XP_037723032.1|DSUP
OG0007455	LOC120770222|XP_039953436.1|BTRY	LOC119551031|XP_037716020.1|DSUP
OG0007456	LOC120775561|XP_039961720.1|BTRY	LOC119558312|XP_037727645.1|DSUP
OG0007457	LOC120776792|XP_039963712.1|BTRY	LOC119552498|XP_037718030.1|DSUP
OG0007458	LOC120769462|XP_039952408.1|BTRY	LOC119562425|XP_037731541.1|DSUP
OG0007459	LOC120766863|XP_039948528.1|BTRY	LOC119545720|XP_037707463.1|DSUP
OG0007460	LOC120770359|XP_039953704.1|BTRY	LOC119550939|XP_037715892.1|DSUP
OG0007461	LOC120776419|XP_039962991.1|BTRY	LOC119552723|XP_037718401.1|DSUP
OG0007462	LOC120776431|XP_039963018.1|BTRY	LOC119555036|XP_037722111.1|DSUP
OG0007463	LOC120776421|XP_039962995.1|BTRY	LOC119555540|XP_037722901.1|DSUP
OG0007464	LOC120776420|XP_039962992.1|BTRY	LOC119555587|XP_037722988.1|DSUP
OG0007465	LOC120778617|XP_039966429.1|BTRY	LOC119553542|XP_037719908.1|DSUP
OG0007466	LOC120772518|XP_039957100.1|BTRY	LOC119549171|XP_037712899.1|DSUP
OG0007467	LOC120771098|XP_039954866.1|BTRY	LOC119551395|XP_037716649.1|DSUP
OG0007468	LOC120770070|XP_039953133.1|BTRY	LOC119551993|XP_037717641.1|DSUP
OG0007469	LOC120777711|XP_039965123.1|BTRY	LOC119553177|XP_037719345.1|DSUP
OG0007470	LOC120776734|XP_039963596.1|BTRY	LOC119546329|XP_037708457.1|DSUP
OG0007471	LOC120771380|XP_039955281.1|BTRY	LOC119551972|XP_037717614.1|DSUP
OG0007472	LOC120775693|XP_039961937.1|BTRY	LOC119557580|XP_037726309.1|DSUP
OG0007473	LOC120778941|XP_039966933.1|BTRY	LOC119555118|XP_037722270.1|DSUP
OG0007474	LOC120771612|XP_039955630.1|BTRY	LOC119550513|XP_037715147.1|DSUP
OG0007475	LOC120777766|XP_039965207.1|BTRY	LOC119553600|XP_037719984.1|DSUP
OG0007476	LOC120774167|XP_039959521.1|BTRY	LOC119556807|XP_037725187.1|DSUP
OG0007477	LOC120776097|XP_039962513.1|BTRY	LOC119556805|XP_037725176.1|DSUP
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC119547391|XP_037710167.1|DSUP
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC119557665|XP_037726454.1|DSUP
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC119563401|XP_037732689.1|DSUP
OG0007481	LOC120778563|XP_039966360.1|BTRY	LOC119555155|XP_037722311.1|DSUP
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC119546808|XP_037709316.1|DSUP
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC119550884|XP_037715799.1|DSUP
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC119556711|XP_037725037.1|DSUP
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC119556207|XP_037724094.1|DSUP
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC119557504|XP_037726205.1|DSUP
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC119563224|XP_037732458.1|DSUP
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC119554119|XP_037720816.1|DSUP
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC119553010|XP_037718982.1|DSUP
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC119556907|XP_037725322.1|DSUP
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC119557576|XP_037726301.1|DSUP
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC119550481|XP_037715098.1|DSUP
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC119557349|XP_037726014.1|DSUP
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC119548244|XP_037711312.1|DSUP
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC119557831|XP_037726719.1|DSUP
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC119554591|XP_037721502.1|DSUP
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC119553213|XP_037719398.1|DSUP
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC119552754|XP_037718473.1|DSUP
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC119555654|XP_037723161.1|DSUP
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC119555655|XP_037723164.1|DSUP
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC119553730|XP_037720246.1|DSUP
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC119563367|XP_037732646.1|DSUP
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC119547388|XP_037710164.1|DSUP
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC119553440|XP_037719758.1|DSUP
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC119554327|XP_037721120.1|DSUP
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC119553319|XP_037719577.1|DSUP
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC119546517|XP_037708774.1|DSUP
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC119547466|XP_037710279.1|DSUP
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC119546251|XP_037708333.1|DSUP
OG0007510	LOC120770393|XP_039953758.1|BTRY	LOC119549984|XP_037714316.1|DSUP
OG0007511	LOC120769066|XP_039951857.1|BTRY	LOC119546194|XP_037708247.1|DSUP
OG0007512	LOC120768358|XP_039950950.1|BTRY	LOC119559818|XP_037728836.1|DSUP
OG0007513	LOC120767610|XP_039949697.1|BTRY	LOC119548210|XP_037711272.1|DSUP
OG0007514	LOC120779058|XP_039967126.1|BTRY	LOC119555240|XP_037722447.1|DSUP
OG0007515	LOC120769653|XP_039952692.1|BTRY	LOC119548549|XP_037711773.1|DSUP
OG0007516	LOC120768241|XP_039950764.1|BTRY	LOC119548812|XP_037712331.1|DSUP
OG0007517	LOC120778671|XP_039966538.1|BTRY	LOC119552655|XP_037718285.1|DSUP
OG0007518	LOC120771095|XP_039954862.1|BTRY	LOC119549969|XP_037714292.1|DSUP
OG0007520	LOC120773379|XP_039958139.1|BTRY	LOC119557667|XP_037726459.1|DSUP
OG0007521	LOC120774227|XP_039959619.1|BTRY	LOC119555915|XP_037723541.1|DSUP
OG0007522	LOC120776107|XP_039962532.1|BTRY	LOC119558081|XP_037727191.1|DSUP
OG0007523	LOC120772943|XP_039957779.1|BTRY	LOC119550563|XP_037715280.1|DSUP
OG0007524	LOC120769181|XP_039952000.1|BTRY	LOC119546472|XP_037708684.1|DSUP
OG0007525	LOC120767876|XP_039950135.1|BTRY	LOC119548490|XP_037711693.1|DSUP
OG0007526	LOC120782798|XP_039971209.1|BTRY	LOC119561980|XP_037731303.1|DSUP
OG0007527	LOC120777712|XP_039965124.1|BTRY	LOC119555382|XP_037722654.1|DSUP
OG0007528	LOC120770309|XP_039953613.1|BTRY	LOC119559457|XP_037728488.1|DSUP
OG0007529	LOC120772954|XP_039957790.1|BTRY	LOC119550106|XP_037714515.1|DSUP
OG0007530	LOC120773982|XP_039959172.1|BTRY	LOC119563254|XP_037732496.1|DSUP
OG0007531	LOC120771773|XP_039955897.1|BTRY	LOC119559399|XP_037728391.1|DSUP
OG0007532	LOC120771446|XP_039955385.1|BTRY	LOC119551408|XP_037716676.1|DSUP
OG0007533	LOC120779206|XP_039967413.1|BTRY, LOC120777747|XP_039965174.1|BTRY	LOC119552977|XP_037718920.1|DSUP
OG0007534	LOC120777532|XP_039964849.1|BTRY	LOC119554942|XP_037721980.1|DSUP
OG0007535	LOC120777744|XP_039965171.1|BTRY	LOC119553930|XP_037720546.1|DSUP
OG0007536	LOC120782557|XP_039970821.1|BTRY	LOC119545698|XP_037707382.1|DSUP
OG0007537	LOC120778707|XP_039966602.1|BTRY	LOC119555568|XP_037722947.1|DSUP
OG0007538	LOC120776455|XP_039963048.1|BTRY	LOC119553171|XP_037719335.1|DSUP
OG0007539	LOC120780699|XP_039968894.1|BTRY	LOC119546735|XP_037709158.1|DSUP
OG0007540	LOC120768044|XP_039950489.1|BTRY	LOC119548534|XP_037711759.1|DSUP
OG0007541	LOC120771803|XP_039955939.1|BTRY	LOC119559370|XP_037728336.1|DSUP
OG0007542	LOC120771503|XP_039955490.1|BTRY	LOC119549678|XP_037713809.1|DSUP
OG0007543	LOC120779468|XP_039967665.1|BTRY	LOC119563151|XP_037732341.1|DSUP
OG0007544	LOC120776687|XP_039963499.1|BTRY	LOC119554038|XP_037720693.1|DSUP
OG0007545	LOC120773348|XP_039958102.1|BTRY	LOC119547868|XP_037710831.1|DSUP
OG0007546	LOC120782609|XP_039970914.1|BTRY	LOC119562912|XP_037731984.1|DSUP
OG0007547	LOC120771770|XP_039955895.1|BTRY	LOC119550376|XP_037714951.1|DSUP
OG0007548	LOC120776771|XP_039963671.1|BTRY	LOC119553358|XP_037719628.1|DSUP
OG0007549	LOC120777366|XP_039964568.1|BTRY	LOC119553951|XP_037720573.1|DSUP
OG0007550	LOC120776744|XP_039963622.1|BTRY	LOC119553042|XP_037719035.1|DSUP
OG0007551	LOC120771187|XP_039955012.1|BTRY	LOC119550743|XP_037715587.1|DSUP
OG0007552	LOC120769552|XP_039952534.1|BTRY	LOC119546877|XP_037709413.1|DSUP
OG0007553	LOC120769082|XP_039951876.1|BTRY	LOC119547129|XP_037709770.1|DSUP
OG0007554	LOC120777938|XP_039965471.1|BTRY	LOC119552571|XP_037718123.1|DSUP
