Orthogroup	BTRY.longest_only	DMEL.longest_only
OG0008490	LOC120780601|XP_039968793.1|BTRY	bam|NP_476800.1|DMEL
OG0008491	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY	Cyp12e1|NP_650003.4|DMEL
OG0008493	LOC120768344|XP_039950932.1|BTRY, LOC120769704|XP_039952770.1|BTRY, LOC120768544|XP_039951220.1|BTRY	hll|NP_609696.1|DMEL
OG0008494	LOC120771704|XP_039955773.1|BTRY, LOC120773086|XP_039957984.1|BTRY	CG9826|NP_611724.1|DMEL
OG0008495	LOC120770718|XP_039954232.1|BTRY, LOC120772904|XP_039957726.1|BTRY	Su_var_2-HP2|NP_610972.2|DMEL
OG0008496	LOC120770010|XP_039953037.1|BTRY	CG42379|NP_001137734.1|DMEL
OG0008497	LOC120770435|XP_039953837.1|BTRY	Obp57c|NP_611481.1|DMEL
OG0008498	LOC120771688|XP_039955754.1|BTRY	CG4847|NP_725686.1|DMEL
OG0008499	LOC120771671|XP_039955720.1|BTRY	Obp56g|NP_995903.1|DMEL
OG0008500	LOC120770288|XP_039953559.1|BTRY	CG34219|NP_001097233.1|DMEL, CG8248|NP_610422.2|DMEL
OG0008501	LOC120776570|XP_039963266.1|BTRY, LOC120776569|XP_039963265.1|BTRY	edin|NP_730278.1|DMEL
OG0008502	LOC120774983|XP_039960823.1|BTRY, LOC120774982|XP_039960820.1|BTRY	CG10970|NP_572517.1|DMEL
OG0008503	LOC120773528|XP_039958418.1|BTRY	CG2444|NP_572739.1|DMEL
OG0008504	LOC120776383|XP_039962928.1|BTRY, LOC120776382|XP_039962927.1|BTRY	CG32295|NP_728755.1|DMEL
OG0008505	LOC120776515|XP_039963168.1|BTRY	CG34261|NP_001097656.1|DMEL
OG0008506	LOC120777188|XP_039964290.1|BTRY, LOC120777149|XP_039964228.1|BTRY, LOC120777189|XP_039964291.1|BTRY, LOC120777190|XP_039964292.1|BTRY	CG10589|NP_649269.1|DMEL
OG0008527	LOC120775571|XP_039961736.1|BTRY	CG33639|NP_001188669.1|DMEL
OG0008528	LOC120777314|XP_039964487.1|BTRY	CG33229|NP_995945.1|DMEL
OG0008529	LOC120774433|XP_039960005.1|BTRY	Rab27|NP_726743.1|DMEL
OG0008530	LOC120775518|XP_039961665.1|BTRY	tth|NP_572904.1|DMEL
OG0008531	LOC120775289|XP_039961337.1|BTRY	CG6762|NP_573250.1|DMEL
OG0008532	LOC120774289|XP_039959728.1|BTRY	CG13008|NP_573154.1|DMEL
OG0008534	LOC120776165|XP_039962705.1|BTRY	nod|NP_511125.2|DMEL
OG0008535	LOC120773375|XP_039958138.1|BTRY	CG12541|NP_001036262.2|DMEL
OG0008536	LOC120773713|XP_039958688.1|BTRY	Atx-1|NP_572356.1|DMEL
OG0008538	LOC120774972|XP_039960797.1|BTRY	Rubicon|NP_572496.1|DMEL
OG0008540	LOC120774323|XP_039959800.1|BTRY	phu|NP_649897.4|DMEL
OG0008541	LOC120770937|XP_039954579.1|BTRY	Tmem63|NP_610351.1|DMEL
OG0008542	LOC120778001|XP_039965598.1|BTRY	CG14965|NP_647783.3|DMEL
OG0008544	LOC120770956|XP_039954615.1|BTRY	CG34141|NP_001036534.2|DMEL
OG0008545	LOC120771136|XP_039954936.1|BTRY	sei|NP_476713.1|DMEL
OG0008547	LOC120775219|XP_039961220.1|BTRY	CG17717|NP_572327.1|DMEL
OG0008550	LOC120773450|XP_039958274.1|BTRY	boil|NP_572191.2|DMEL
OG0008551	LOC120776733|XP_039963594.1|BTRY	Cpr62Ba|NP_647666.2|DMEL
OG0008552	LOC120776352|XP_039962841.1|BTRY	SrpRbeta|NP_788485.1|DMEL
OG0008554	LOC120775411|XP_039961513.1|BTRY	Rilpl|NP_001259133.1|DMEL
OG0008555	LOC120774880|XP_039960670.1|BTRY	b6|NP_477365.1|DMEL
OG0008556	LOC120770883|XP_039954459.1|BTRY	CG14767|NP_724705.1|DMEL
OG0008557	LOC120777524|XP_039964842.1|BTRY	CG42557|NP_651751.1|DMEL
OG0008558	LOC120769163|XP_039951979.1|BTRY	CG4839|NP_609349.1|DMEL
OG0008560	LOC120769757|XP_039952853.1|BTRY	Ggamma30A|NP_001285776.1|DMEL
OG0008562	LOC120767943|XP_039950254.1|BTRY	retm|NP_001260132.1|DMEL
OG0008563	LOC120766981|XP_039948715.1|BTRY	CG31365|NP_732827.1|DMEL
OG0008566	LOC120767927|XP_039950222.1|BTRY	Ance-3|NP_001285917.1|DMEL
OG0008567	LOC120769596|XP_039952588.1|BTRY	CG42231|NP_001137828.1|DMEL
OG0008569	LOC120773586|XP_039958508.1|BTRY	CG3630|NP_569983.1|DMEL
OG0008570	LOC120775803|XP_039962084.1|BTRY	CG14431|NP_001368974.1|DMEL
OG0008571	LOC120777474|XP_039964741.1|BTRY	CG6511|NP_648252.1|DMEL
OG0008572	LOC120770369|XP_039953722.1|BTRY	CG14661|NP_649507.1|DMEL
OG0008573	LOC120774197|XP_039959569.1|BTRY	CG2865|NP_569997.1|DMEL
OG0008574	LOC120776953|XP_039963977.1|BTRY	CG43295|NP_001246788.1|DMEL
OG0008575	LOC120767070|XP_039948857.1|BTRY	wge|NP_732790.3|DMEL
OG0008576	LOC120774131|XP_039959441.1|BTRY	CG17162|NP_001287647.1|DMEL
OG0008577	LOC120778500|XP_039966260.1|BTRY	Obp69a|NP_524039.2|DMEL
OG0008578	LOC120779074|XP_039967151.1|BTRY	moi|NP_001138073.1|DMEL
OG0008582	LOC120774839|XP_039960590.1|BTRY	CG3918|NP_572323.1|DMEL
OG0008583	LOC120774844|XP_039960594.1|BTRY	CG17707|NP_001162627.1|DMEL
OG0008584	LOC120775482|XP_039961616.1|BTRY	CG4281|NP_569973.1|DMEL
OG0008585	LOC120773369|XP_039958130.1|BTRY	Inx2|NP_572375.1|DMEL
OG0008586	LOC120773368|XP_039958129.1|BTRY	Inx7|NP_788872.1|DMEL
OG0008587	LOC120766722|XP_039948323.1|BTRY	subdued|NP_001189248.1|DMEL
OG0008588	LOC120780912|XP_039969080.1|BTRY	Gdn1|NP_650794.1|DMEL
OG0008589	LOC120773781|XP_039958804.1|BTRY	CG15725|NP_572823.1|DMEL
OG0008590	LOC120782619|XP_039970924.1|BTRY	CG42498|NP_001163743.1|DMEL
OG0008592	LOC120771444|XP_039955383.1|BTRY	CG42496|NP_001163243.1|DMEL
OG0008593	LOC120777731|XP_039965155.1|BTRY	CG14160|NP_648380.2|DMEL
OG0008594	LOC120782597|XP_039970886.1|BTRY	CG15922|NP_652228.1|DMEL
OG0008595	LOC120772498|XP_039957078.1|BTRY	CG8314|NP_611070.1|DMEL
OG0008596	LOC120772868|XP_039957636.1|BTRY	Cyp4aa1|NP_611067.2|DMEL
OG0008597	LOC120780243|XP_039968436.1|BTRY	Ms|NP_536772.1|DMEL
OG0008598	LOC120774113|XP_039959407.1|BTRY	CG43740|NP_001259405.1|DMEL
OG0008599	LOC120773485|XP_039958356.1|BTRY	CG3184|NP_572341.1|DMEL
OG0008600	LOC120782572|XP_039970844.1|BTRY	Bdbt|NP_650943.1|DMEL
OG0008601	LOC120768362|XP_039950959.1|BTRY	Sem1|NP_652555.1|DMEL
OG0008602	LOC120780328|XP_039968559.1|BTRY	CG31125|NP_733025.1|DMEL
OG0008603	LOC120771492|XP_039955477.1|BTRY	CG11686|NP_652204.1|DMEL
OG0008604	LOC120770366|XP_039953714.1|BTRY	CG3770|NP_611985.2|DMEL
OG0008605	LOC120768984|XP_039951736.1|BTRY	CG13085|NP_609964.1|DMEL
OG0008606	LOC120768509|XP_039951169.1|BTRY	CG3355|NP_608848.1|DMEL
OG0008607	LOC120782561|XP_039970829.1|BTRY	CG2091|NP_649582.1|DMEL
OG0008608	LOC120775492|XP_039961631.1|BTRY	HLH4C|NP_001259243.1|DMEL
OG0008609	LOC120782681|XP_039971004.1|BTRY	Arfip|NP_650058.1|DMEL
OG0008610	LOC120772926|XP_039957760.1|BTRY	Lst|NP_001246368.1|DMEL
OG0008612	LOC120771210|XP_039955046.1|BTRY	CG1888|NP_610495.1|DMEL
OG0008613	LOC120766422|XP_039947857.1|BTRY	pre-mod_mdg4_-Z|NP_001189256.1|DMEL
OG0008614	LOC120773965|XP_039959135.1|BTRY	CG8010|NP_573373.1|DMEL
OG0008615	LOC120782475|XP_039970703.1|BTRY	CG14607|NP_649709.2|DMEL
OG0008616	LOC120766454|XP_039947909.1|BTRY	CG15564|NP_651855.1|DMEL
OG0008619	LOC120769628|XP_039952667.1|BTRY	Tsp33B|NP_523552.1|DMEL
OG0008620	LOC120772350|XP_039956849.1|BTRY	Obp44a|NP_610358.1|DMEL
OG0008621	LOC120771111|XP_039954898.1|BTRY	CG12945|NP_001097732.1|DMEL
OG0008622	LOC120772254|XP_039956691.1|BTRY	CG15614|NP_611168.2|DMEL
OG0008623	LOC120766381|XP_039947748.1|BTRY	CG42808|NP_001188920.1|DMEL
OG0008624	LOC120772963|XP_039957801.1|BTRY	CG30069|NP_610937.4|DMEL
OG0008625	LOC120770280|XP_039953533.1|BTRY	CG30008|NP_724853.1|DMEL
OG0008626	LOC120772723|XP_039957417.1|BTRY	TpnC4|NP_610173.2|DMEL
OG0008627	LOC120778461|XP_039966195.1|BTRY	CG43783|NP_001261606.1|DMEL
OG0008629	LOC120771590|XP_039955595.1|BTRY	CG41434|NP_001260680.1|DMEL
OG0008630	LOC120779479|XP_039967691.1|BTRY	MED26|NP_651936.1|DMEL
OG0008631	LOC120776742|XP_039963617.1|BTRY	CG31465|NP_732682.2|DMEL
OG0008632	LOC120766513|XP_039948009.1|BTRY	Map205|NP_733465.1|DMEL
OG0008633	LOC120770852|XP_039954390.1|BTRY	Kank|NP_001097318.1|DMEL
OG0008634	LOC120768093|XP_039950566.1|BTRY	CG17490|NP_001036395.2|DMEL
OG0008635	LOC120771499|XP_039955485.1|BTRY	coil|NP_001014505.1|DMEL
OG0008636	LOC120782418|XP_039970603.1|BTRY	CG3916|NP_650167.1|DMEL
OG0008637	LOC120782854|XP_039971319.1|BTRY, LOC120777022|XP_039964068.1|BTRY	CG34260|NP_001262120.1|DMEL
OG0008638	LOC120778950|XP_039966953.1|BTRY, LOC120766265|XP_039947586.1|BTRY	CG7695|NP_650733.1|DMEL
OG0008639	LOC120768551|XP_039951229.1|BTRY, LOC120774962|XP_039960783.1|BTRY, LOC120766407|XP_039947789.1|BTRY	CG18766|NP_652657.1|DMEL
OG0008640	LOC120770645|XP_039954178.1|BTRY	Xrp1|NP_732384.1|DMEL
OG0008641	LOC120772444|XP_039957041.1|BTRY	CG45072|NP_001287600.1|DMEL
OG0008642	LOC120766896|XP_039948579.1|BTRY	cal1|NP_650597.2|DMEL
OG0008643	LOC120782499|XP_039970740.1|BTRY	mod|NP_524614.2|DMEL
OG0008644	LOC120766274|XP_039947610.1|BTRY, LOC120769805|XP_039952936.1|BTRY	CG12069|NP_651819.1|DMEL
OG0008645	LOC120769563|XP_039952552.1|BTRY	CG31816|NP_723977.1|DMEL
OG0008646	LOC120769601|XP_039952609.1|BTRY, LOC120769603|XP_039952617.1|BTRY	CG5043|NP_609838.1|DMEL
OG0008647	LOC120769793|XP_039952915.1|BTRY	CG3604|NP_608801.1|DMEL
OG0008648	LOC120767947|XP_039950267.1|BTRY	CG5968|NP_609797.1|DMEL
OG0008649	LOC120770249|XP_039953480.1|BTRY	CG30413|NP_726308.1|DMEL
OG0008650	LOC120772853|XP_039957603.1|BTRY	CG5614|NP_650487.1|DMEL
OG0008651	LOC120772644|XP_039957302.1|BTRY	CG17385|NP_610962.1|DMEL
OG0008652	LOC120772759|XP_039957463.1|BTRY, LOC120772800|XP_039957517.1|BTRY	Idgf5|NP_611321.3|DMEL
OG0008653	LOC120772941|XP_039957777.1|BTRY	CG3687|NP_611102.1|DMEL
OG0008654	LOC120771335|XP_039955214.1|BTRY	CG5597|NP_611841.1|DMEL
OG0008655	LOC120772854|XP_039957604.1|BTRY	Mal-A3|NP_476628.2|DMEL
OG0008656	LOC120773532|XP_039958422.1|BTRY, LOC120774741|XP_039960430.1|BTRY	CG32762|NP_727000.1|DMEL
OG0008657	LOC120779406|XP_039967538.1|BTRY, LOC120774647|XP_039960306.1|BTRY, LOC120779399|XP_039967530.1|BTRY, LOC120773353|XP_039958107.1|BTRY	fiz|NP_572983.1|DMEL
OG0008658	LOC120773501|XP_039958384.1|BTRY	sov|NP_572348.1|DMEL
OG0008659	LOC120773384|XP_039958152.1|BTRY	sunn|NP_729739.3|DMEL
OG0008660	LOC120777086|XP_039964153.1|BTRY, LOC120777083|XP_039964149.1|BTRY	CG32181|NP_730300.2|DMEL
OG0008661	LOC120777492|XP_039964769.1|BTRY	hng3|NP_612057.1|DMEL
OG0008662	LOC120778164|XP_039965832.1|BTRY, LOC120777988|XP_039965566.1|BTRY	CG32461|NP_730770.1|DMEL
OG0008663	LOC120776761|XP_039963658.1|BTRY	CG8765|NP_649141.1|DMEL
OG0008664	LOC120776804|XP_039963732.1|BTRY	CG2199|NP_728599.1|DMEL
OG0008665	LOC120776323|XP_039962786.1|BTRY	ms_2_34Fe|NP_609705.1|DMEL
OG0008666	LOC120779024|XP_039967080.1|BTRY, LOC120779017|XP_039967071.1|BTRY, LOC120779018|XP_039967072.1|BTRY, LOC120779016|XP_039967070.1|BTRY	CG14566|NP_649358.1|DMEL
OG0008667	LOC120776418|XP_039962986.1|BTRY	CG43896|NP_001261732.1|DMEL
OG0008668	LOC120779411|XP_039967545.1|BTRY	CG9173|NP_612108.1|DMEL
OG0008669	LOC120781494|XP_039969652.1|BTRY	CG13243|NP_609769.2|DMEL
OG0008677	LOC120766867|XP_039948531.1|BTRY	HP1c|NP_651093.1|DMEL
OG0008679	LOC120775981|XP_039962337.1|BTRY	CG15247|NP_572584.1|DMEL
OG0008680	LOC120776031|XP_039962408.1|BTRY	Gas8|NP_570065.2|DMEL
OG0008681	LOC120776167|XP_039962709.1|BTRY	GstT4|NP_572886.2|DMEL
OG0008682	LOC120773687|XP_039958652.1|BTRY	S6KL|NP_524861.2|DMEL
OG0008683	LOC120774461|XP_039960050.1|BTRY	CG14814|NP_569947.2|DMEL
OG0008684	LOC120775228|XP_039961234.1|BTRY	CG32599|NP_727768.1|DMEL
OG0008686	LOC120782164|XP_039970234.1|BTRY	CG17111|NP_651119.2|DMEL
OG0008688	LOC120774700|XP_039960363.1|BTRY	CG14052|NP_001259181.1|DMEL
OG0008689	LOC120768644|XP_039951351.1|BTRY	nmdyn-D7|NP_649926.2|DMEL
OG0008691	LOC120778907|XP_039966888.1|BTRY	tant|NP_524782.2|DMEL
OG0008694	LOC120775313|XP_039961383.1|BTRY	CG6696|NP_573318.1|DMEL
OG0008696	LOC120775608|XP_039961787.1|BTRY	CG5071|NP_651406.1|DMEL
OG0008697	LOC120776971|XP_039963998.1|BTRY	CG18675|NP_652334.2|DMEL
OG0008698	LOC120773980|XP_039959169.1|BTRY	Gapvd1|NP_572704.1|DMEL
OG0008699	LOC120776939|XP_039963949.1|BTRY	CG11307|NP_001163490.1|DMEL
OG0008700	LOC120770729|XP_039954252.1|BTRY	CG4424|NP_650859.3|DMEL
OG0008701	LOC120771183|XP_039955007.1|BTRY	CG11170|NP_726172.1|DMEL
OG0008703	LOC120778769|XP_039966683.1|BTRY	CG4101|NP_648908.1|DMEL
OG0008704	LOC120769633|XP_039952672.1|BTRY	CG8852|NP_608790.2|DMEL
OG0008705	LOC120767777|XP_039949952.1|BTRY	Rab30|NP_609094.1|DMEL
OG0008706	LOC120778603|XP_039966414.1|BTRY	CG1890|NP_651885.1|DMEL
OG0008707	LOC120775270|XP_039961299.1|BTRY	Or13a|NP_523359.2|DMEL
OG0008708	LOC120775480|XP_039961613.1|BTRY	CG33932|NP_001285463.1|DMEL
OG0008709	LOC120782201|XP_039970282.1|BTRY	mrt|NP_651554.1|DMEL
OG0008710	LOC120776921|XP_039963928.1|BTRY	CG8630|NP_731781.1|DMEL
OG0008711	LOC120767007|XP_039948749.1|BTRY	Mvl|NP_001262795.1|DMEL
OG0008712	LOC120771057|XP_039954797.1|BTRY	Pex11|NP_611071.1|DMEL
OG0008714	LOC120767195|XP_039948929.1|BTRY	CG15386|NP_652351.1|DMEL
OG0008715	LOC120777690|XP_039965101.1|BTRY	CG11755|NP_649815.1|DMEL
OG0008716	LOC120766234|XP_039947546.1|BTRY	CG13618|NP_651265.1|DMEL
OG0008717	LOC120777526|XP_039964841.1|BTRY, LOC120779305|XP_039967449.1|BTRY	CG8281|NP_648161.1|DMEL
OG0008718	LOC120781214|XP_039969271.1|BTRY	CG33981|NP_001261062.1|DMEL
OG0008719	LOC120768024|XP_039950433.1|BTRY	ttk|NP_733443.1|DMEL
OG0008721	LOC120774571|XP_039960238.1|BTRY	dmrt11E|NP_511146.2|DMEL
OG0008722	LOC120779415|XP_039967549.1|BTRY	Ir85a|NP_649833.1|DMEL
OG0008723	LOC120772790|XP_039957507.1|BTRY	mRpL36|NP_652658.1|DMEL
OG0008724	LOC120767551|XP_039949610.1|BTRY	CG42367|NP_723502.2|DMEL
OG0008725	LOC120773027|XP_039957891.1|BTRY	Gr57a|NP_523798.1|DMEL
OG0008726	LOC120771284|XP_039955145.1|BTRY	Su_z_2|NP_001260933.1|DMEL
OG0008727	LOC120766510|XP_039948007.1|BTRY	CG7091|NP_650243.2|DMEL
OG0008728	LOC120782351|XP_039970517.1|BTRY, LOC120782650|XP_039970958.1|BTRY	NPF|NP_536741.1|DMEL
OG0008729	LOC120775572|XP_039961738.1|BTRY, LOC120773817|XP_039958859.1|BTRY, LOC120773816|XP_039958858.1|BTRY	upd1|NP_001097015.1|DMEL
OG0008730	LOC120774934|XP_039960746.1|BTRY	CG8188|NP_573237.2|DMEL
OG0008731	LOC120782724|XP_039971088.1|BTRY	natalisin|NP_001163608.1|DMEL
OG0008732	LOC120768138|XP_039950630.1|BTRY	Sirt1|NP_477351.1|DMEL
OG0008734	LOC120782623|XP_039970925.1|BTRY	tub|NP_001189164.1|DMEL
OG0008736	LOC120781220|XP_039969283.1|BTRY	CG7745|NP_610671.1|DMEL
OG0008738	LOC120769502|XP_039952468.1|BTRY	Tig|NP_477033.1|DMEL
OG0008739	LOC120776467|XP_039963069.1|BTRY	CG5104|NP_649241.1|DMEL
OG0008740	LOC120770071|XP_039953134.1|BTRY	Sting|NP_001286256.1|DMEL
OG0008741	LOC120779443|XP_039967625.1|BTRY	CG1814|NP_610499.2|DMEL
OG0008742	LOC120778793|XP_039966727.1|BTRY	CG32278|NP_728822.1|DMEL
OG0008743	LOC120770199|XP_039953375.1|BTRY	CG9067|NP_610662.1|DMEL
OG0008744	LOC120773122|XP_039958052.1|BTRY, LOC120772296|XP_039956738.1|BTRY	CG12826|NP_610312.1|DMEL
OG0008745	LOC120775185|XP_039961174.1|BTRY, LOC120773633|XP_039958575.1|BTRY	Gr8a|NP_511097.3|DMEL
OG0008746	LOC120773696|XP_039958666.1|BTRY	CG6231|NP_650819.1|DMEL
OG0008747	LOC120776556|XP_039963243.1|BTRY	Rab26|NP_001097658.1|DMEL
OG0008748	LOC120767430|XP_039949411.1|BTRY	Charon|NP_608581.2|DMEL
OG0008749	LOC120773782|XP_039958805.1|BTRY	CG4788|NP_609499.1|DMEL
OG0008750	LOC120768945|XP_039951667.1|BTRY	Dref|NP_523529.1|DMEL
OG0008751	LOC120766310|XP_039947661.1|BTRY	CG10919|NP_649733.2|DMEL
OG0008752	LOC120782217|XP_039970312.1|BTRY	CG33191|NP_788598.1|DMEL
OG0008752	LOC120782218|XP_039970313.1|BTRY	Pif1B|NP_001262386.1|DMEL
OG0008753	LOC120766198|XP_039947492.1|BTRY	CG34012|NP_001034001.1|DMEL
OG0008754	LOC120780335|XP_039968569.1|BTRY, LOC120774313|XP_039959822.1|BTRY, LOC120766380|XP_039947747.1|BTRY	CG42807|NP_610889.1|DMEL
OG0008755	LOC120776157|XP_039962704.1|BTRY	Gr98a|NP_651564.1|DMEL
OG0008756	LOC120766316|XP_039947671.1|BTRY	CG34282|NP_001097830.1|DMEL
OG0008757	LOC120766399|XP_039947780.1|BTRY	CG34377|NP_001262830.1|DMEL
OG0008758	LOC120767615|XP_039949704.1|BTRY	CG15824|NP_608555.2|DMEL
OG0008759	LOC120769096|XP_039951888.1|BTRY	salr|NP_523548.1|DMEL
OG0008760	LOC120768540|XP_039951211.1|BTRY	CG7329|NP_609425.1|DMEL
OG0008761	LOC120768936|XP_039951653.1|BTRY	rost|NP_723435.1|DMEL
OG0008762	LOC120768143|XP_039950634.1|BTRY, LOC120768204|XP_039950710.1|BTRY	Mal-A4|NP_610381.1|DMEL
OG0008763	LOC120767910|XP_039950202.1|BTRY	slam|NP_609020.3|DMEL
OG0008764	LOC120769145|XP_039951953.1|BTRY	Ance-2|NP_788042.1|DMEL
OG0008765	LOC120771583|XP_039955590.1|BTRY	stil|NP_476752.1|DMEL
OG0008766	LOC120772267|XP_039956704.1|BTRY	CG33673|NP_001027218.2|DMEL
OG0008767	LOC120772396|XP_039956920.1|BTRY	GstE10|NP_611322.1|DMEL
OG0008768	LOC120771126|XP_039954916.1|BTRY	CG4612|NP_611924.1|DMEL
OG0008769	LOC120771045|XP_039954780.1|BTRY	Acox57D-d|NP_523803.1|DMEL
OG0008770	LOC120772044|XP_039956350.1|BTRY	CG11145|NP_610275.2|DMEL
OG0008771	LOC120772014|XP_039956314.1|BTRY	Gr47b|NP_725040.2|DMEL
OG0008772	LOC120771950|XP_039956194.1|BTRY	Cpr47Eg|NP_610661.1|DMEL
OG0008773	LOC120772256|XP_039956693.1|BTRY, LOC120772243|XP_039956671.1|BTRY	CG42239|NP_001137692.1|DMEL
OG0008774	LOC120770782|XP_039954295.1|BTRY, LOC120772040|XP_039956345.1|BTRY	CG13870|NP_611478.1|DMEL
OG0008775	LOC120770470|XP_039953899.1|BTRY	tef|NP_523766.1|DMEL
OG0008776	LOC120770354|XP_039953691.1|BTRY, LOC120781382|XP_039969522.1|BTRY, LOC120781851|XP_039970003.1|BTRY, LOC120781105|XP_039969181.1|BTRY	CG10209|NP_001260982.1|DMEL
OG0008777	LOC120770829|XP_039954352.1|BTRY	CG4294|NP_611684.3|DMEL
OG0008778	LOC120772385|XP_039956909.1|BTRY, LOC120772480|XP_039957058.1|BTRY, LOC120772700|XP_039957377.1|BTRY	Fmo-2|NP_610217.1|DMEL
OG0008779	LOC120773667|XP_039958624.1|BTRY, LOC120773666|XP_039958622.1|BTRY, LOC120773671|XP_039958630.1|BTRY, LOC120773668|XP_039958625.1|BTRY, LOC120773670|XP_039958628.1|BTRY, LOC120773669|XP_039958626.1|BTRY	CG2680|NP_570021.2|DMEL
OG0008780	LOC120775845|XP_039962146.1|BTRY	CG32945|NP_788575.1|DMEL
OG0008781	LOC120775250|XP_039961265.1|BTRY, LOC120774456|XP_039960042.1|BTRY, LOC120774703|XP_039960366.1|BTRY	CG3842|NP_572316.1|DMEL
OG0008782	LOC120776486|XP_039963102.1|BTRY, LOC120776485|XP_039963101.1|BTRY, LOC120776484|XP_039963096.1|BTRY	PGRP-LC|NP_648298.1|DMEL
OG0008783	LOC120778297|XP_039966018.1|BTRY	CG3092|NP_611770.1|DMEL
OG0008784	LOC120777858|XP_039965336.1|BTRY	CtIP|NP_649224.1|DMEL
OG0008805	LOC120775009|XP_039960878.1|BTRY	CG12991|NP_001259649.1|DMEL
OG0008806	LOC120773536|XP_039958427.1|BTRY	PGRP-LE|NP_573078.1|DMEL
OG0008807	LOC120773697|XP_039958663.1|BTRY	hang|NP_001138204.1|DMEL
OG0008808	LOC120773431|XP_039958245.1|BTRY	CG15744|NP_572870.2|DMEL
OG0008809	LOC120766697|XP_039948279.1|BTRY	CG13631|NP_652252.1|DMEL
OG0008811	LOC120779477|XP_039967692.1|BTRY	CG42726|NP_732017.3|DMEL
OG0008813	LOC120782502|XP_039970744.1|BTRY	CG34409|NP_001097728.2|DMEL
OG0008814	LOC120772277|XP_039956714.1|BTRY	CG4324|NP_611868.1|DMEL
OG0008819	LOC120771932|XP_039956163.1|BTRY	CG13430|NP_001027441.1|DMEL
OG0008820	LOC120769654|XP_039952693.1|BTRY	Cpr30B|NP_609295.1|DMEL
OG0008821	LOC120774101|XP_039959389.1|BTRY	waw|NP_001027089.1|DMEL
OG0008823	LOC120775333|XP_039961408.1|BTRY	Ogg1|NP_572499.2|DMEL
OG0008824	LOC120773118|XP_039958047.1|BTRY	CG33262|NP_996071.2|DMEL
OG0008825	LOC120779105|XP_039967210.1|BTRY	CG14115|NP_648629.1|DMEL
OG0008829	LOC120773349|XP_039958103.1|BTRY	CG14818|NP_569955.1|DMEL
OG0008830	LOC120775850|XP_039962154.1|BTRY	CG42323|NP_001138219.1|DMEL
OG0008831	LOC120774141|XP_039959468.1|BTRY	CG4313|NP_569971.3|DMEL
OG0008832	LOC120774079|XP_039959339.1|BTRY	moody|NP_569970.2|DMEL
OG0008833	LOC120774905|XP_039960708.1|BTRY	Traf6|NP_511080.2|DMEL
OG0008834	LOC120768033|XP_039950458.1|BTRY	Mocs2A|NP_001163720.1|DMEL
OG0008838	LOC120768000|XP_039950356.1|BTRY	zf30C|NP_477301.1|DMEL
OG0008839	LOC120772004|XP_039956296.1|BTRY	CG13175|NP_610740.1|DMEL
OG0008840	LOC120779671|XP_039967962.1|BTRY, LOC120771110|XP_039954894.1|BTRY, LOC120769524|XP_039952494.1|BTRY	CG10949|NP_610032.1|DMEL
OG0008841	LOC120778663|XP_039966522.1|BTRY	CG14960|NP_647797.1|DMEL
OG0008842	LOC120773121|XP_039958051.1|BTRY	Gr59f|NP_788432.1|DMEL
OG0008843	LOC120778022|XP_039965627.1|BTRY	CG42456|NP_001163338.1|DMEL
OG0008845	LOC120768363|XP_039950960.1|BTRY	esg|NP_476600.1|DMEL
OG0008847	LOC120779274|XP_039967436.1|BTRY	agt|NP_477366.1|DMEL
OG0008848	LOC120770604|XP_039954142.1|BTRY, LOC120770603|XP_039954141.1|BTRY	CG15919|NP_652374.2|DMEL
OG0008849	LOC120774553|XP_039960218.1|BTRY	CG45089|NP_001284989.1|DMEL
OG0008852	LOC120770813|XP_039954324.1|BTRY	CG14760|NP_610366.1|DMEL
OG0008854	LOC120779483|XP_039967698.1|BTRY	aru|NP_722663.1|DMEL
OG0008855	LOC120775169|XP_039961154.1|BTRY	CG2889|NP_572632.1|DMEL
OG0008856	LOC120779694|XP_039967988.1|BTRY	Arl4|NP_001245408.1|DMEL
OG0008857	LOC120777571|XP_039964909.1|BTRY	CG8564|NP_001261514.1|DMEL
OG0008858	LOC120778320|XP_039966049.1|BTRY	CG31251|NP_732260.2|DMEL
OG0008859	LOC120777537|XP_039964859.1|BTRY	CG10809|NP_648365.1|DMEL
OG0008860	LOC120766822|XP_039948468.1|BTRY, LOC120766820|XP_039948464.1|BTRY	Sry-delta|NP_524581.1|DMEL
OG0008861	LOC120772353|XP_039956851.1|BTRY	CG13751|NP_610416.1|DMEL
OG0008862	LOC120780557|XP_039968748.1|BTRY	Dad|NP_001369021.1|DMEL
OG0008863	LOC120769806|XP_039952938.1|BTRY	beat-Ic|NP_523580.1|DMEL
OG0008864	LOC120774091|XP_039959358.1|BTRY	comr|NP_611617.1|DMEL
OG0008865	LOC120769432|XP_039952348.1|BTRY	Plzf|NP_609540.2|DMEL
OG0008866	LOC120767937|XP_039950237.1|BTRY	CG4822|NP_722602.1|DMEL
OG0008868	LOC120772927|XP_039957761.1|BTRY, LOC120772991|XP_039957838.1|BTRY	CG8197|NP_610445.1|DMEL
