Orthogroup	BTRY.longest_only	DPSE.longest_only
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC4813180|XP_001353188.3|DPSE
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC4813785|XP_001353189.1|DPSE
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC4816944|XP_001356406.1|DPSE
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC4817198|XP_001356645.3|DPSE
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC4817981|XP_001357334.2|DPSE
OG0007510	LOC120770393|XP_039953758.1|BTRY	LOC4805037|XP_033234481.1|DPSE
OG0007511	LOC120769066|XP_039951857.1|BTRY	LOC4816564|XP_001356138.2|DPSE
OG0007512	LOC120768358|XP_039950950.1|BTRY	LOC4803079|XP_003736901.2|DPSE
OG0007513	LOC120767610|XP_039949697.1|BTRY	LOC4816913|XP_001356437.2|DPSE
OG0007514	LOC120779058|XP_039967126.1|BTRY	LOC6899932|XP_002135300.3|DPSE
OG0007515	LOC120769653|XP_039952692.1|BTRY	LOC6903294|XP_002132482.3|DPSE
OG0007516	LOC120768241|XP_039950764.1|BTRY	LOC4817819|XP_001357477.2|DPSE
OG0007517	LOC120778671|XP_039966538.1|BTRY	LOC4813970|XP_001354128.1|DPSE
OG0007518	LOC120771095|XP_039954862.1|BTRY	LOC4805628|XP_001362000.1|DPSE
OG0007520	LOC120773379|XP_039958139.1|BTRY	LOC6898464|XP_002138507.2|DPSE
OG0007521	LOC120774227|XP_039959619.1|BTRY	LOC4815920|XP_001355728.2|DPSE
OG0007522	LOC120776107|XP_039962532.1|BTRY	LOC26533691|XP_033239799.1|DPSE
OG0007523	LOC120772943|XP_039957779.1|BTRY	LOC4805410|XP_015040631.2|DPSE
OG0007524	LOC120769181|XP_039952000.1|BTRY	LOC4817098|XP_001356574.3|DPSE
OG0007525	LOC120767876|XP_039950135.1|BTRY	LOC4816412|XP_001356237.1|DPSE
OG0007526	LOC120782798|XP_039971209.1|BTRY	LOC4800947|XP_001358131.2|DPSE
OG0007527	LOC120777712|XP_039965124.1|BTRY	LOC4813688|XP_001353646.1|DPSE
OG0007528	LOC120770309|XP_039953613.1|BTRY	LOC6899016|XP_002138971.3|DPSE
OG0007529	LOC120772954|XP_039957790.1|BTRY	LOC4803964|XP_001360602.4|DPSE
OG0007530	LOC120773982|XP_039959172.1|BTRY	LOC117184773|XP_033239501.1|DPSE
OG0007531	LOC120771773|XP_039955897.1|BTRY	LOC4805574|XP_001361957.2|DPSE
OG0007532	LOC120771446|XP_039955385.1|BTRY	LOC6899062|XP_002138987.3|DPSE
OG0007533	LOC120779206|XP_039967413.1|BTRY, LOC120777747|XP_039965174.1|BTRY	LOC4812620|XP_001352976.2|DPSE
OG0007534	LOC120777532|XP_039964849.1|BTRY	LOC4813823|XP_001353547.1|DPSE
OG0007535	LOC120777744|XP_039965171.1|BTRY	LOC4812895|XP_001353601.3|DPSE
OG0007536	LOC120782557|XP_039970821.1|BTRY	LOC4802872|XP_001359703.2|DPSE
OG0007537	LOC120778707|XP_039966602.1|BTRY	LOC6900585|XP_033238191.1|DPSE
OG0007538	LOC120776455|XP_039963048.1|BTRY	LOC4813036|XP_033240038.1|DPSE
OG0007539	LOC120780699|XP_039968894.1|BTRY	LOC6903226|XP_002132927.3|DPSE
OG0007540	LOC120768044|XP_039950489.1|BTRY	LOC4800726|XP_001357946.2|DPSE
OG0007541	LOC120771803|XP_039955939.1|BTRY	LOC4805169|XP_001361616.1|DPSE
OG0007542	LOC120771503|XP_039955490.1|BTRY	LOC4805699|XP_004444581.2|DPSE
OG0007543	LOC120779468|XP_039967665.1|BTRY	LOC6899870|XP_033237262.1|DPSE
OG0007544	LOC120776687|XP_039963499.1|BTRY	LOC4812609|XP_001352623.3|DPSE
OG0007545	LOC120773348|XP_039958102.1|BTRY	LOC4816203|XP_001355751.2|DPSE
OG0007546	LOC120782609|XP_039970914.1|BTRY	LOC6897507|XP_002137656.1|DPSE
OG0007547	LOC120771770|XP_039955895.1|BTRY	LOC4804152|XP_001360758.1|DPSE
OG0007548	LOC120776771|XP_039963671.1|BTRY	LOC4814150|XP_033238089.1|DPSE
OG0007549	LOC120777366|XP_039964568.1|BTRY	LOC117184538|XP_033238588.1|DPSE
OG0007550	LOC120776744|XP_039963622.1|BTRY	LOC4812156|XP_001352902.1|DPSE
OG0007551	LOC120771187|XP_039955012.1|BTRY	LOC4804034|XP_033234626.1|DPSE
OG0007552	LOC120769552|XP_039952534.1|BTRY	LOC4817115|XP_001356747.4|DPSE
OG0007553	LOC120769082|XP_039951876.1|BTRY	LOC4817138|XP_001356826.1|DPSE
OG0007554	LOC120777938|XP_039965471.1|BTRY	LOC4812546|XP_001352604.1|DPSE
OG0007555	LOC120772011|XP_039956310.1|BTRY	LOC4804092|XP_033234653.1|DPSE
OG0007556	LOC120771448|XP_039955389.1|BTRY	LOC4805624|XP_033233719.1|DPSE
OG0007557	LOC120770858|XP_039954405.1|BTRY	LOC4805622|XP_033233717.1|DPSE
OG0007558	LOC120772584|XP_039957220.1|BTRY	LOC6898303|XP_033234414.1|DPSE
OG0007559	LOC120767795|XP_039949994.1|BTRY	LOC4816170|XP_001355815.1|DPSE
OG0007560	LOC120777400|XP_039964631.1|BTRY	LOC4811878|XP_015044064.2|DPSE
OG0007561	LOC120777292|XP_039964436.1|BTRY	LOC4812424|XP_033239055.1|DPSE
OG0007562	LOC120776721|XP_039963566.1|BTRY	LOC4813838|XP_001353278.3|DPSE
OG0007563	LOC120777610|XP_039964993.1|BTRY	LOC4813108|XP_001353957.1|DPSE
OG0007564	LOC120777825|XP_039965297.1|BTRY	LOC4813563|XP_001353587.2|DPSE
OG0007565	LOC120780139|XP_039968361.1|BTRY	LOC26532232|XP_033233421.1|DPSE
OG0007566	LOC120770977|XP_039954649.1|BTRY	LOC4803957|XP_001360595.2|DPSE
OG0007567	LOC120778129|XP_039965778.1|BTRY	LOC4801156|XP_001358291.1|DPSE
OG0007568	LOC120772307|XP_039956754.1|BTRY	LOC4804651|XP_001361179.2|DPSE
OG0007569	LOC120772188|XP_039956588.1|BTRY	LOC4804140|XP_001360746.2|DPSE
OG0007570	LOC120770878|XP_039954448.1|BTRY	LOC4804652|XP_001361180.2|DPSE
OG0007571	LOC120770303|XP_039953604.1|BTRY	LOC4804650|XP_001361178.4|DPSE
OG0007572	LOC120772574|XP_039957202.1|BTRY	LOC4818006|XP_001357476.3|DPSE
OG0007573	LOC120771324|XP_039955203.1|BTRY	LOC4803874|XP_001360523.2|DPSE
OG0007574	LOC120773052|XP_039957916.1|BTRY	LOC4805436|XP_001361837.1|DPSE
OG0007575	LOC120770232|XP_039953451.1|BTRY	LOC4805562|XP_001361947.3|DPSE
OG0007576	LOC120776044|XP_039962423.1|BTRY	LOC4814754|XP_033239087.1|DPSE
OG0007577	LOC120773503|XP_039958389.1|BTRY	LOC4815088|XP_001354834.2|DPSE
OG0007578	LOC120769595|XP_039952587.1|BTRY	LOC4817485|XP_001356906.4|DPSE
OG0007579	LOC120770571|XP_039954085.1|BTRY	LOC4805053|XP_001361517.2|DPSE
OG0007580	LOC120778115|XP_039965751.1|BTRY	LOC4813161|XP_001353135.2|DPSE
OG0007581	LOC120769345|XP_039952238.1|BTRY	LOC4816827|XP_001356542.2|DPSE
OG0007582	LOC120771218|XP_039955054.1|BTRY	LOC4802367|XP_001359296.1|DPSE
OG0007583	LOC120771443|XP_039955382.1|BTRY	LOC4805234|XP_001361670.3|DPSE
OG0007584	LOC120775604|XP_039961778.1|BTRY	LOC4815715|XP_001355626.4|DPSE
OG0007585	LOC120774371|XP_039959899.1|BTRY	LOC4813265|XP_001353291.4|DPSE
OG0007586	LOC120781480|XP_039969633.1|BTRY	LOC4816318|XP_001356249.3|DPSE
OG0007587	LOC120772655|XP_039957316.1|BTRY	LOC4805539|XP_033233415.1|DPSE
OG0007588	LOC120768005|XP_039950364.1|BTRY	LOC117184108|XP_033236202.1|DPSE
OG0007589	LOC120774221|XP_039959613.1|BTRY	LOC4814770|XP_001354759.2|DPSE
OG0007590	LOC120777621|XP_039965004.1|BTRY	LOC6900368|XP_015042616.2|DPSE
OG0007591	LOC120771353|XP_039955237.1|BTRY	LOC4805120|XP_001361577.2|DPSE
OG0007592	LOC120772147|XP_039956513.1|BTRY	LOC4804218|XP_001360812.3|DPSE
OG0007593	LOC120774533|XP_039960180.1|BTRY	LOC4814374|XP_001354449.2|DPSE
OG0007594	LOC120772184|XP_039956568.1|BTRY	LOC4805112|XP_003736964.1|DPSE
OG0007595	LOC120770446|XP_039953853.1|BTRY	LOC6898699|XP_002138704.1|DPSE
OG0007596	LOC120779150|XP_039967301.1|BTRY	LOC4813933|XP_001354095.2|DPSE
OG0007597	LOC120778299|XP_039966020.1|BTRY	LOC4813821|XP_001353995.2|DPSE
OG0007598	LOC120770149|XP_039953276.1|BTRY	LOC4805564|XP_001361949.2|DPSE
OG0007599	LOC120778694|XP_039966583.1|BTRY	LOC4813840|XP_001353599.1|DPSE
OG0007600	LOC120778219|XP_039965911.1|BTRY	LOC4811984|XP_033241393.1|DPSE
OG0007601	LOC120779046|XP_039967117.1|BTRY	LOC6900346|XP_002134743.1|DPSE
OG0007602	LOC120778060|XP_039965675.1|BTRY	LOC4813059|XP_001353518.1|DPSE
OG0007603	LOC120777221|XP_039964334.1|BTRY	LOC4813690|XP_001353519.1|DPSE
OG0007604	LOC120779079|XP_039967160.1|BTRY	LOC4812534|XP_015043590.2|DPSE
OG0007605	LOC120777892|XP_039965393.1|BTRY	LOC6903600|XP_033240199.1|DPSE
OG0007606	LOC120776406|XP_039962962.1|BTRY	LOC4811995|XP_001352785.3|DPSE
OG0007607	LOC120775743|XP_039962005.1|BTRY	LOC4801080|XP_015038658.2|DPSE
OG0007608	LOC120777627|XP_039965015.1|BTRY	LOC4812615|XP_001353008.3|DPSE
OG0007609	LOC120774759|XP_039960453.1|BTRY	LOC4814603|XP_001354815.1|DPSE
OG0007610	LOC120772273|XP_039956711.1|BTRY	LOC4804366|XP_001360940.2|DPSE
OG0007611	LOC120779425|XP_039967560.1|BTRY	LOC6899891|XP_015044270.1|DPSE
OG0007612	LOC120770591|XP_039954116.1|BTRY	LOC4805132|XP_033233581.1|DPSE
OG0007613	LOC120770380|XP_039953734.1|BTRY	LOC6898999|XP_002138959.2|DPSE
OG0007614	LOC120776925|XP_039963930.1|BTRY	LOC4811962|XP_001352737.1|DPSE
OG0007615	LOC120782869|XP_039971346.1|BTRY	LOC4814146|XP_001354300.2|DPSE
OG0007616	LOC120782837|XP_039971296.1|BTRY	LOC4801157|XP_001358292.2|DPSE
OG0007617	LOC120779179|XP_039967356.1|BTRY	LOC6900497|XP_033237811.1|DPSE
OG0007618	LOC120778968|XP_039966978.1|BTRY	LOC6900548|XP_002134932.3|DPSE
OG0007619	LOC120777452|XP_039964705.1|BTRY	LOC4812370|XP_001352744.3|DPSE
OG0007620	LOC120777255|XP_039964385.1|BTRY	LOC4811937|XP_033240824.1|DPSE
OG0007621	LOC120771910|XP_039956130.1|BTRY	LOC4804592|XP_001361127.4|DPSE
OG0007622	LOC120778193|XP_039965865.1|BTRY	LOC6900797|XP_033239100.1|DPSE
OG0007623	LOC120776610|XP_039963332.1|BTRY	LOC4813463|XP_033241065.1|DPSE
OG0007624	LOC120779100|XP_039967200.1|BTRY	LOC4812043|XP_001353014.1|DPSE
OG0007625	LOC120776665|XP_039963469.1|BTRY	LOC4813758|XP_033239104.1|DPSE
OG0007626	LOC120777266|XP_039964403.1|BTRY	LOC4812057|XP_001352447.3|DPSE
OG0007627	LOC120776805|XP_039963734.1|BTRY	LOC4812513|XP_001352446.3|DPSE
OG0007628	LOC120781998|XP_039970097.1|BTRY	LOC4811788|XP_001352355.1|DPSE
OG0007629	LOC120778439|XP_039966159.1|BTRY	LOC6900886|XP_033237476.1|DPSE
OG0007630	LOC120766453|XP_039947908.1|BTRY	LOC4803248|XP_001360021.3|DPSE
OG0007631	LOC120766840|XP_039948488.1|BTRY	LOC4800673|XP_001357905.2|DPSE
OG0007632	LOC120776951|XP_039963972.1|BTRY	LOC26533848|XP_015043587.1|DPSE
OG0007633	LOC120768645|XP_039951348.1|BTRY	LOC4816993|XP_033235742.1|DPSE
OG0007634	LOC120777541|XP_039964866.1|BTRY	LOC6896710|XP_002136924.1|DPSE
OG0007635	LOC120777525|XP_039964840.1|BTRY	LOC4816505|XP_001356244.3|DPSE
OG0007636	LOC120775029|XP_039960919.1|BTRY, LOC120773903|XP_039959017.1|BTRY	LOC6903223|XP_002132924.3|DPSE, LOC4812568|XP_001352907.4|DPSE
OG0007637	LOC120767887|XP_039950145.1|BTRY	LOC6899753|XP_002135785.3|DPSE
OG0007638	LOC120781284|XP_039969414.1|BTRY	LOC6902079|XP_015041145.2|DPSE
OG0007639	LOC120766745|XP_039948349.1|BTRY	LOC6902133|XP_002133664.1|DPSE
OG0007640	LOC120772131|XP_039956481.1|BTRY	LOC4804198|XP_001360797.3|DPSE, LOC6899141|XP_033233954.1|DPSE
OG0007642	LOC120771204|XP_039955040.1|BTRY	LOC4805482|XP_001361877.3|DPSE
OG0007643	LOC120767307|XP_039949159.1|BTRY, LOC120767304|XP_039949132.1|BTRY	LOC4802325|XP_033237952.1|DPSE
OG0007644	LOC120774930|XP_039960744.1|BTRY	LOC4801976|XP_001358989.5|DPSE
OG0007645	LOC120778576|XP_039966377.1|BTRY, LOC120782477|XP_039970706.1|BTRY	LOC4803312|XP_001360076.2|DPSE
OG0007646	LOC120768602|XP_039951298.1|BTRY	LOC4816820|XP_001356507.2|DPSE
OG0007647	LOC120767197|XP_039948932.1|BTRY	LOC4816176|XP_001355744.4|DPSE
OG0007648	LOC120772399|XP_039956923.1|BTRY	LOC6898455|XP_002138498.2|DPSE
OG0007649	LOC120772318|XP_039956770.1|BTRY, LOC120772623|XP_039957273.1|BTRY, LOC120772813|XP_039957536.1|BTRY	LOC6902901|XP_002132635.2|DPSE
OG0007650	LOC120770768|XP_039954284.1|BTRY, LOC120770771|XP_039954287.1|BTRY, LOC120770774|XP_039954290.1|BTRY, LOC120770773|XP_039954289.1|BTRY	LOC4804943|XP_001361424.3|DPSE
OG0007651	LOC120774358|XP_039959877.1|BTRY, LOC120775570|XP_039961733.1|BTRY, LOC120776345|XP_039962832.1|BTRY, LOC120773560|XP_039958462.1|BTRY	LOC4814406|XP_001354440.2|DPSE
OG0007652	LOC120778568|XP_039966367.1|BTRY, LOC120777413|XP_039964648.1|BTRY, LOC120778703|XP_039966597.1|BTRY	LOC4805076|XP_003736963.2|DPSE
OG0007653	LOC120780268|XP_039968466.1|BTRY	LOC6900295|XP_033240566.1|DPSE, LOC6903119|XP_002132829.2|DPSE
OG0007664	LOC120766458|XP_039947916.1|BTRY	LOC4801634|XP_015037333.2|DPSE
OG0007665	LOC120776071|XP_039962474.1|BTRY	LOC4815560|XP_001355654.4|DPSE
OG0007666	LOC120775705|XP_039961950.1|BTRY	LOC4815899|XP_033240804.1|DPSE
OG0007667	LOC120775356|XP_039961448.1|BTRY	LOC4815905|XP_033240908.1|DPSE
OG0007668	LOC120770907|XP_039954519.1|BTRY	LOC4818159|XP_001357432.2|DPSE
OG0007669	LOC120774854|XP_039960609.1|BTRY	LOC6902277|XP_002133804.2|DPSE
OG0007670	LOC120774853|XP_039960607.1|BTRY	LOC6902278|XP_002133805.2|DPSE
OG0007671	LOC120774818|XP_039960556.1|BTRY	LOC4814872|XP_001354976.1|DPSE
OG0007672	LOC120775524|XP_039961678.1|BTRY	LOC4815662|XP_001355438.3|DPSE
OG0007673	LOC120768064|XP_039950523.1|BTRY	LOC4801143|XP_001358282.4|DPSE
OG0007674	LOC120776160|XP_039962689.1|BTRY	LOC4814200|XP_033237726.1|DPSE
OG0007675	LOC120773978|XP_039959162.1|BTRY	LOC6901216|XP_033239868.1|DPSE
OG0007676	LOC120774102|XP_039959390.1|BTRY	LOC6901019|XP_002134503.3|DPSE
OG0007677	LOC120775412|XP_039961514.1|BTRY	LOC4816095|XP_001355219.2|DPSE
OG0007678	LOC120774875|XP_039960662.1|BTRY	LOC6901727|XP_033239684.1|DPSE
OG0007679	LOC120774126|XP_039959431.1|BTRY	LOC4814544|XP_001355062.2|DPSE
OG0007680	LOC120767225|XP_039948985.1|BTRY	LOC4816422|XP_001356157.1|DPSE
OG0007681	LOC120771847|XP_039956024.1|BTRY	LOC6897343|XP_002137496.2|DPSE
OG0007682	LOC120774277|XP_039959701.1|BTRY	LOC26532857|XP_033240854.1|DPSE, LOC117184917|XP_033239991.1|DPSE
OG0007683	LOC120775091|XP_039961025.1|BTRY	LOC4815519|XP_001355491.2|DPSE
OG0007684	LOC120775907|XP_039962232.1|BTRY	LOC4815115|XP_001354602.1|DPSE
OG0007685	LOC120775003|XP_039960863.1|BTRY	LOC4811763|XP_033240909.1|DPSE
OG0007686	LOC120775148|XP_039961113.1|BTRY	LOC4815289|XP_001355070.3|DPSE
OG0007687	LOC120774142|XP_039959470.1|BTRY	LOC4815432|XP_001355718.3|DPSE
OG0007688	LOC120771545|XP_039955538.1|BTRY	LOC4801759|XP_001358800.4|DPSE
OG0007689	LOC120775640|XP_039961829.1|BTRY	LOC4814554|XP_001355048.3|DPSE
OG0007690	LOC120775837|XP_039962140.1|BTRY	LOC6901532|XP_033237779.1|DPSE
OG0007691	LOC120778891|XP_039966877.1|BTRY	LOC4801100|XP_001358249.2|DPSE
OG0007692	LOC120773834|XP_039958890.1|BTRY	LOC6901005|XP_002134632.3|DPSE
OG0007693	LOC120774218|XP_039959608.1|BTRY	LOC4814977|XP_001354998.3|DPSE
OG0007694	LOC120775692|XP_039961936.1|BTRY	LOC4813761|XP_001353158.2|DPSE
OG0007695	LOC120775330|XP_039961406.1|BTRY	LOC6901459|XP_033239284.1|DPSE
OG0007696	LOC120775455|XP_039961575.1|BTRY	LOC4813565|XP_001353485.3|DPSE
OG0007697	LOC120768304|XP_039950875.1|BTRY	LOC4811870|XP_001352637.2|DPSE
OG0007698	LOC120775716|XP_039961962.1|BTRY	LOC4815615|XP_001355679.3|DPSE
OG0007699	LOC120775601|XP_039961774.1|BTRY	LOC6901824|XP_002134492.1|DPSE
OG0007700	LOC120775094|XP_039961029.1|BTRY	LOC4816065|XP_001355229.4|DPSE
OG0007701	LOC120775080|XP_039961008.1|BTRY	LOC6901938|XP_033238201.1|DPSE
OG0007702	LOC120775519|XP_039961666.1|BTRY	LOC4815504|XP_001355581.3|DPSE
OG0007703	LOC120773895|XP_039959005.1|BTRY	LOC4815266|XP_001354686.1|DPSE
OG0007704	LOC120766640|XP_039948193.1|BTRY	LOC4800335|XP_001357577.3|DPSE
OG0007705	LOC120773691|XP_039958658.1|BTRY	LOC4814359|XP_001354382.2|DPSE
OG0007706	LOC120776175|XP_039962722.1|BTRY	LOC6903613|XP_033238780.1|DPSE
OG0007707	LOC120774041|XP_039959275.1|BTRY	LOC6901423|XP_033241357.1|DPSE
OG0007708	LOC120775466|XP_039961590.1|BTRY	LOC4815863|XP_015040928.2|DPSE
OG0007709	LOC120775460|XP_039961578.1|BTRY	LOC4815942|XP_001355526.2|DPSE
OG0007710	LOC120775140|XP_039961104.1|BTRY	LOC6901690|XP_033241441.1|DPSE
OG0007711	LOC120774432|XP_039960004.1|BTRY	LOC4814194|XP_001354337.1|DPSE
OG0007712	LOC120775642|XP_039961831.1|BTRY	LOC6901922|XP_002133456.2|DPSE
OG0007713	LOC120774162|XP_039959513.1|BTRY	LOC4815673|XP_033238917.1|DPSE
OG0007714	LOC120775233|XP_039961248.1|BTRY	LOC6901082|XP_033240392.1|DPSE
OG0007716	LOC120774537|XP_039960195.1|BTRY	LOC6902158|XP_033237836.1|DPSE
OG0007717	LOC120767073|XP_039948869.1|BTRY	LOC4800341|XP_003736200.3|DPSE
OG0007718	LOC120776014|XP_039962393.1|BTRY	LOC4816082|XP_001355296.1|DPSE
OG0007719	LOC120776161|XP_039962691.1|BTRY	LOC4815622|XP_033238960.1|DPSE
OG0007720	LOC120773466|XP_039958304.1|BTRY	LOC4815915|XP_033238958.1|DPSE
OG0007721	LOC120774806|XP_039960536.1|BTRY	LOC4814318|XP_001354414.3|DPSE
OG0007722	LOC120775774|XP_039962040.1|BTRY	LOC4814227|XP_033239635.1|DPSE
OG0007723	LOC120774233|XP_039959627.1|BTRY	LOC4814327|XP_001354406.4|DPSE
OG0007724	LOC120775031|XP_039960921.1|BTRY	LOC4817319|XP_001356424.3|DPSE
OG0007725	LOC120773752|XP_039958752.1|BTRY	LOC4815191|XP_001354725.3|DPSE
OG0007726	LOC120776001|XP_039962367.1|BTRY	LOC4815768|XP_001355329.3|DPSE
OG0007727	LOC120774274|XP_039959696.1|BTRY	LOC4815817|XP_001355528.1|DPSE
OG0007728	LOC120775706|XP_039961951.1|BTRY	LOC4815362|XP_033240371.1|DPSE
OG0007730	LOC120774654|XP_039960313.1|BTRY	LOC4815361|XP_033237649.1|DPSE
OG0007731	LOC120774240|XP_039959634.1|BTRY	LOC4813009|XP_015043087.1|DPSE
OG0007732	LOC120773956|XP_039959118.1|BTRY	LOC4814846|XP_001355036.3|DPSE
OG0007733	LOC120775447|XP_039961566.1|BTRY	LOC4814448|XP_001354972.2|DPSE
OG0007734	LOC120776149|XP_039962624.1|BTRY	LOC4815039|XP_001354699.2|DPSE
OG0007735	LOC120773412|XP_039958215.1|BTRY	LOC4814944|XP_001354525.1|DPSE
OG0007736	LOC120773439|XP_039958255.1|BTRY	LOC4815465|XP_001355427.2|DPSE
OG0007737	LOC120781863|XP_039970027.1|BTRY	LOC4800882|XP_001358077.4|DPSE
OG0007738	LOC120766961|XP_039948688.1|BTRY	LOC4800586|XP_015038724.2|DPSE
OG0007739	LOC120775086|XP_039961017.1|BTRY	LOC4814585|XP_001355023.4|DPSE
OG0007740	LOC120775216|XP_039961218.1|BTRY	LOC4816014|XP_015041088.1|DPSE
OG0007741	LOC120775993|XP_039962358.1|BTRY	LOC6901385|XP_015041652.2|DPSE
OG0007742	LOC120773366|XP_039958125.1|BTRY	LOC6901684|XP_033239280.1|DPSE
OG0007743	LOC120766919|XP_039948598.1|BTRY	LOC4800490|XP_001357757.4|DPSE
OG0007744	LOC120774483|XP_039960079.1|BTRY	LOC26532603|XP_033238533.1|DPSE
OG0007745	LOC120766964|XP_039948687.1|BTRY	LOC4801438|XP_033234814.1|DPSE
OG0007746	LOC120773578|XP_039958499.1|BTRY	LOC4801708|XP_001358755.1|DPSE
OG0007747	LOC120775616|XP_039961796.1|BTRY, LOC120774485|XP_039960083.1|BTRY	LOC4814581|XP_033238293.1|DPSE
OG0007748	LOC120775754|XP_039962016.1|BTRY	LOC4815062|XP_033239643.1|DPSE
OG0007749	LOC120773502|XP_039958387.1|BTRY	LOC4816087|XP_001355225.2|DPSE
OG0007750	LOC120782855|XP_039971320.1|BTRY	LOC4800321|XP_001357589.2|DPSE
OG0007751	LOC120775833|XP_039962132.1|BTRY	LOC6902805|XP_002132542.2|DPSE
OG0007752	LOC120775054|XP_039960968.1|BTRY	LOC4815633|XP_001355292.3|DPSE
OG0007753	LOC120773395|XP_039958179.1|BTRY	LOC4815544|XP_033239481.1|DPSE
OG0007754	LOC120775093|XP_039961028.1|BTRY	LOC4814656|XP_001354623.2|DPSE
OG0007755	LOC120775932|XP_039962273.1|BTRY	LOC4814719|XP_001354627.4|DPSE
OG0007756	LOC120775547|XP_039961706.1|BTRY	LOC6901443|XP_002134129.2|DPSE
OG0007757	LOC120774710|XP_039960382.1|BTRY	LOC4814990|XP_001354542.2|DPSE
OG0007758	LOC120768277|XP_039950810.1|BTRY	LOC4817822|XP_001357284.2|DPSE
OG0007759	LOC120779257|XP_039967434.1|BTRY	LOC4800391|XP_003736234.1|DPSE
OG0007760	LOC120776189|XP_039962748.1|BTRY	LOC4815594|XP_015041367.1|DPSE
OG0007761	LOC120774171|XP_039959526.1|BTRY	LOC4814690|XP_033238182.1|DPSE
OG0007762	LOC120775699|XP_039961944.1|BTRY	LOC4814689|XP_015041523.2|DPSE
OG0007763	LOC120774915|XP_039960725.1|BTRY	LOC4817305|XP_033236076.1|DPSE
OG0007764	LOC120773795|XP_039958831.1|BTRY	LOC6901966|XP_033240849.1|DPSE
OG0007765	LOC120774529|XP_039960172.1|BTRY	LOC4815723|XP_001355342.2|DPSE
OG0007766	LOC120769269|XP_039952115.1|BTRY	LOC4801269|XP_015037120.2|DPSE
OG0007767	LOC120779536|XP_039967817.1|BTRY	LOC4811783|XP_001352350.2|DPSE
OG0007768	LOC120774404|XP_039959960.1|BTRY	LOC4815595|XP_001355703.1|DPSE
OG0007769	LOC120774294|XP_039959750.1|BTRY	LOC6903689|XP_033238701.1|DPSE
OG0007770	LOC120774295|XP_039959751.1|BTRY	LOC4811751|XP_033239046.1|DPSE, LOC117185093|XP_033240810.1|DPSE
OG0007771	LOC120775566|XP_039961728.1|BTRY	LOC4817877|XP_001357358.3|DPSE
OG0007772	LOC120773343|XP_039958092.1|BTRY	LOC4815278|XP_001354513.4|DPSE
OG0007773	LOC120768312|XP_039950885.1|BTRY	LOC6903333|XP_002132214.2|DPSE
OG0007774	LOC120776042|XP_039962421.1|BTRY	LOC4813198|XP_001353254.3|DPSE
OG0007775	LOC120774718|XP_039960403.1|BTRY	LOC4814475|XP_001354825.3|DPSE
OG0007776	LOC120773402|XP_039958194.1|BTRY	LOC4814384|XP_001354351.2|DPSE
OG0007777	LOC120771251|XP_039955100.1|BTRY	LOC4815319|XP_001354599.3|DPSE
OG0007778	LOC120775869|XP_039962173.1|BTRY	LOC4815767|XP_001355628.2|DPSE
OG0007779	LOC120777211|XP_039964320.1|BTRY	LOC4812399|XP_001352565.3|DPSE
OG0007780	LOC120776069|XP_039962473.1|BTRY	LOC6901266|XP_002133967.1|DPSE
OG0007781	LOC120773767|XP_039958778.1|BTRY	LOC6901909|XP_015040980.2|DPSE
OG0007782	LOC120774543|XP_039960206.1|BTRY	LOC4815107|XP_001355214.2|DPSE
OG0007783	LOC120773613|XP_039958547.1|BTRY	LOC4814900|XP_001355099.4|DPSE
OG0007784	LOC120767016|XP_039948781.1|BTRY	LOC4802745|XP_001359608.2|DPSE
OG0007785	LOC120773821|XP_039958863.1|BTRY	LOC4814613|XP_001355188.4|DPSE
OG0007786	LOC120768485|XP_039951134.1|BTRY	LOC4817197|XP_001356417.4|DPSE
OG0007787	LOC120782196|XP_039970274.1|BTRY	LOC4800283|XP_001357622.4|DPSE
OG0007788	LOC120772242|XP_039956675.1|BTRY	LOC4801671|XP_001358723.2|DPSE
OG0007789	LOC120782648|XP_039970955.1|BTRY	LOC4801539|XP_033238698.1|DPSE
OG0007790	LOC120767000|XP_039948744.1|BTRY	LOC4801254|XP_033233049.1|DPSE
OG0007791	LOC120776835|XP_039963794.1|BTRY	LOC4801252|XP_001358375.4|DPSE
OG0007792	LOC120775626|XP_039961814.1|BTRY	LOC4814624|XP_001354936.2|DPSE
OG0007793	LOC120766791|XP_039948425.1|BTRY	LOC13036434|XP_003736928.2|DPSE
OG0007794	LOC120774170|XP_039959525.1|BTRY	LOC4815667|XP_015041174.2|DPSE
OG0007795	LOC120775784|XP_039962054.1|BTRY	LOC4816015|XP_001355271.1|DPSE
OG0007796	LOC120768142|XP_039950633.1|BTRY	LOC4802116|XP_001359097.2|DPSE
OG0007797	LOC120780830|XP_039969009.1|BTRY	LOC4800404|XP_015038763.1|DPSE
OG0007798	LOC120776697|XP_039963519.1|BTRY	LOC6896740|XP_002136947.2|DPSE
OG0007799	LOC120776627|XP_039963371.1|BTRY	LOC4801660|XP_001358712.2|DPSE
OG0007800	LOC120766623|XP_039948168.1|BTRY	LOC4801478|XP_001358563.2|DPSE
