Orthogroup	BTRY.longest_only	DERE.longest_only
OG0006872	LOC120771546|XP_039955535.1|BTRY	LOC6542038|XP_001970591.1|DERE
OG0006873	LOC120771560|XP_039955556.1|BTRY	LOC6547928|XP_015012228.1|DERE
OG0006874	LOC120767559|XP_039949629.1|BTRY	LOC26526761|XP_026838671.1|DERE
OG0006875	LOC120767543|XP_039949583.1|BTRY	LOC6549233|XP_001974358.1|DERE
OG0006876	LOC120770051|XP_039953103.1|BTRY	LOC6547952|XP_026837034.1|DERE
OG0006877	LOC120771634|XP_039955664.1|BTRY	LOC26526950|XP_015015582.1|DERE
OG0006878	LOC120781865|XP_039970020.1|BTRY	LOC6540673|XP_026834135.1|DERE
OG0006879	LOC120770875|XP_039954444.1|BTRY	LOC6548494|XP_026836247.1|DERE
OG0006880	LOC120769097|XP_039951890.1|BTRY	LOC6543080|XP_001969033.1|DERE
OG0006881	LOC120768549|XP_039951226.1|BTRY	LOC6540632|XP_015015092.1|DERE
OG0006882	LOC120771780|XP_039955906.1|BTRY	LOC6547555|XP_001976176.1|DERE
OG0006883	LOC120768262|XP_039950793.1|BTRY	LOC6548600|XP_001973945.1|DERE
OG0006884	LOC120769358|XP_039952253.1|BTRY	LOC113564054|XP_026834233.1|DERE
OG0006885	LOC120768294|XP_039950856.1|BTRY	LOC6541525|XP_015014899.1|DERE
OG0006886	LOC120766610|XP_039948151.1|BTRY	LOC6554560|XP_001982164.1|DERE
OG0006887	LOC120775223|XP_039961224.1|BTRY	LOC6555656|XP_001982569.2|DERE
OG0006888	LOC120781549|XP_039969714.1|BTRY	LOC6541730|XP_001969478.1|DERE
OG0006889	LOC120775738|XP_039961990.1|BTRY	LOC6548599|XP_001973944.1|DERE
OG0006890	LOC120767726|XP_039949869.1|BTRY	LOC6543523|XP_001968723.1|DERE
OG0006891	LOC120767727|XP_039949870.1|BTRY	LOC6543304|XP_001969787.1|DERE
OG0006892	LOC120767916|XP_039950210.1|BTRY	LOC6543219|XP_001968229.1|DERE
OG0006893	LOC120767915|XP_039950208.1|BTRY	LOC6540830|XP_001968135.1|DERE
OG0006894	LOC120767914|XP_039950205.1|BTRY	LOC6540849|XP_026835084.1|DERE
OG0006895	LOC120775943|XP_039962286.1|BTRY	LOC26526319|XP_015011450.1|DERE
OG0006896	LOC120771433|XP_039955363.1|BTRY	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE
OG0006897	LOC120781856|XP_039970008.1|BTRY	LOC6543004|XP_026835159.1|DERE
OG0006898	LOC120769133|XP_039951936.1|BTRY	LOC6549235|XP_026835901.1|DERE
OG0006899	LOC120769507|XP_039952473.1|BTRY	LOC6543090|XP_001968367.1|DERE
OG0006900	LOC120767960|XP_039950285.1|BTRY	LOC6551308|XP_001977096.1|DERE
OG0006901	LOC120768008|XP_039950368.1|BTRY	LOC6543189|XP_001968155.1|DERE
OG0006902	LOC120774416|XP_039959977.1|BTRY	LOC6550324|XP_001976772.1|DERE
OG0006903	LOC120766237|XP_039947549.1|BTRY	LOC6554662|XP_001981342.3|DERE
OG0006904	LOC120768634|XP_039951334.1|BTRY	LOC6540939|XP_001969581.1|DERE
OG0006905	LOC120767444|XP_039949440.1|BTRY	LOC6549637|XP_001974443.1|DERE
OG0006906	LOC120769136|XP_039951942.1|BTRY	LOC6549328|XP_001974333.1|DERE
OG0006907	LOC120769609|XP_039952623.1|BTRY	LOC6548699|XP_026837049.1|DERE
OG0006908	LOC120768374|XP_039950973.1|BTRY	LOC6542294|XP_001968933.1|DERE
OG0006909	LOC120781384|XP_039969523.1|BTRY	LOC6543396|XP_001969452.1|DERE
OG0006910	LOC120767617|XP_039949707.1|BTRY	LOC6540668|XP_001970306.1|DERE
OG0006912	LOC120768095|XP_039950569.1|BTRY	LOC6549202|XP_001974241.1|DERE
OG0006913	LOC120767397|XP_039949367.1|BTRY	LOC6542749|XP_001970148.1|DERE
OG0006914	LOC120776915|XP_039963920.1|BTRY	LOC6544823|XP_001972659.1|DERE
OG0006915	LOC120776912|XP_039963916.1|BTRY	LOC6542512|XP_026835509.1|DERE
OG0006916	LOC120767249|XP_039949037.1|BTRY	LOC6542390|XP_001969609.1|DERE
OG0006917	LOC120768085|XP_039950548.1|BTRY	LOC6542173|XP_026834050.1|DERE
OG0006918	LOC120768259|XP_039950786.1|BTRY	LOC6543206|XP_001968989.1|DERE
OG0006921	LOC120769801|XP_039952921.1|BTRY	LOC6540897|XP_026835321.1|DERE
OG0006922	LOC120768139|XP_039950631.1|BTRY	LOC6541967|XP_001969630.1|DERE
OG0006923	LOC120767616|XP_039949705.1|BTRY	LOC6542859|XP_001968623.1|DERE
OG0006924	LOC120769189|XP_039952015.1|BTRY	LOC6548269|XP_001973863.1|DERE
OG0006925	LOC120766717|XP_039948296.1|BTRY	LOC6554631|XP_026831514.1|DERE
OG0006926	LOC120768560|XP_039951242.1|BTRY	LOC6542079|XP_015015274.1|DERE
OG0006927	LOC120769389|XP_039952293.1|BTRY	LOC6542142|XP_001968415.1|DERE
OG0006928	LOC120769698|XP_039952759.1|BTRY	LOC6541684|XP_001968411.2|DERE
OG0006929	LOC120767463|XP_039949480.1|BTRY	LOC6542288|XP_001968115.1|DERE
OG0006930	LOC120769526|XP_039952498.1|BTRY	LOC6543475|XP_001968707.2|DERE
OG0006931	LOC120768441|XP_039951063.1|BTRY	LOC6541461|XP_001969766.1|DERE
OG0006932	LOC120782087|XP_039970171.1|BTRY	LOC6543056|XP_001969461.1|DERE
OG0006933	LOC120781407|XP_039969551.1|BTRY	LOC6542526|XP_001969457.1|DERE
OG0006934	LOC120766759|XP_039948367.1|BTRY	LOC6551920|XP_026832032.1|DERE
OG0006935	LOC120769159|XP_039951974.1|BTRY	LOC6541397|XP_015015364.1|DERE
OG0006936	LOC120769223|XP_039952053.1|BTRY	LOC6540848|XP_026835108.1|DERE
OG0006937	LOC120768187|XP_039950690.1|BTRY	LOC6541319|XP_001969429.1|DERE
OG0006938	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY	LOC6542074|XP_001969363.1|DERE
OG0006939	LOC120772311|XP_039956759.1|BTRY	LOC6550925|XP_001976980.1|DERE
OG0006940	LOC120769694|XP_039952754.1|BTRY	LOC6542519|XP_001970156.2|DERE
OG0006941	LOC120768086|XP_039950551.1|BTRY	LOC6542041|XP_026835254.1|DERE
OG0006942	LOC120770976|XP_039954645.1|BTRY	LOC6547459|XP_026836815.1|DERE
OG0006943	LOC120767899|XP_039950177.1|BTRY	LOC6547630|XP_001976265.2|DERE
OG0006944	LOC120767386|XP_039949325.1|BTRY	LOC6541703|XP_001968312.3|DERE
OG0006945	LOC120767836|XP_039950060.1|BTRY	LOC6549299|XP_001974373.1|DERE
OG0006946	LOC120767008|XP_039948754.1|BTRY	LOC6553570|XP_015009864.1|DERE
OG0006947	LOC120767986|XP_039950338.1|BTRY	LOC6541257|XP_001968926.1|DERE
OG0006948	LOC120769249|XP_039952085.1|BTRY	LOC6549112|XP_026836011.1|DERE
OG0006949	LOC120769423|XP_039952339.1|BTRY	LOC6541569|XP_001968677.1|DERE
OG0006950	LOC120767771|XP_039949944.1|BTRY	LOC6542353|XP_026835069.1|DERE
OG0006951	LOC120767705|XP_039949835.1|BTRY	LOC6540696|XP_015014542.1|DERE
OG0006952	LOC120782077|XP_039970165.1|BTRY	LOC6553680|XP_001980377.1|DERE
OG0006953	LOC120776695|XP_039963514.1|BTRY	LOC6543604|XP_001971390.1|DERE
OG0006954	LOC120767955|XP_039950276.1|BTRY	LOC6542458|XP_001969710.3|DERE
OG0006955	LOC120782299|XP_039970443.1|BTRY	LOC6553756|XP_001979416.1|DERE
OG0006956	LOC120769029|XP_039951804.1|BTRY	LOC6542127|XP_001968517.2|DERE
OG0006957	LOC120767858|XP_039950100.1|BTRY	LOC6542322|XP_001969576.1|DERE
OG0006958	LOC120770973|XP_039954642.1|BTRY	LOC6548209|XP_001976488.1|DERE
OG0006959	LOC120778533|XP_039966309.1|BTRY	LOC6545235|XP_026833314.1|DERE
OG0006960	LOC120769463|XP_039952409.1|BTRY	LOC6540968|XP_001970295.1|DERE
OG0006961	LOC120769150|XP_039951961.1|BTRY	LOC6549254|XP_026836452.1|DERE
OG0006962	LOC120768018|XP_039950408.1|BTRY	LOC6541369|XP_001968483.1|DERE
OG0006963	LOC120768554|XP_039951232.1|BTRY	LOC6541549|XP_001969400.2|DERE
OG0006964	LOC120769090|XP_039951883.1|BTRY	LOC6541663|XP_026835047.1|DERE
OG0006965	LOC120769752|XP_039952847.1|BTRY	LOC6549173|XP_001974362.2|DERE
OG0006966	LOC120768990|XP_039951758.1|BTRY	LOC6549040|XP_001974159.1|DERE
OG0006967	LOC120772059|XP_039956376.1|BTRY	LOC6547092|XP_001974931.1|DERE
OG0006968	LOC120772441|XP_039956992.1|BTRY	LOC6546938|XP_001976047.1|DERE
OG0006969	LOC120777399|XP_039964629.1|BTRY	LOC6543778|XP_001972313.1|DERE
OG0006970	LOC120782832|XP_039971287.1|BTRY	LOC6554355|XP_001981530.1|DERE
OG0006971	LOC120768640|XP_039951344.1|BTRY	LOC6542999|XP_001968251.1|DERE
OG0006972	LOC120779970|XP_039968203.1|BTRY	LOC6541548|XP_015014906.1|DERE
OG0006973	LOC120768354|XP_039950943.1|BTRY	LOC6542495|XP_001968110.2|DERE
OG0006974	LOC120777011|XP_039964048.1|BTRY	LOC6540908|XP_001970027.1|DERE
OG0006975	LOC120769274|XP_039952123.1|BTRY	LOC6540727|XP_001968763.1|DERE
OG0006976	LOC120769297|XP_039952160.1|BTRY	LOC6540742|XP_001968842.2|DERE
OG0006977	LOC120771714|XP_039955801.1|BTRY	LOC6547195|XP_001974742.3|DERE
OG0006979	LOC120767231|XP_039948992.1|BTRY	LOC6540811|XP_026834218.1|DERE
OG0006980	LOC120768059|XP_039950512.1|BTRY	LOC6541273|XP_026834227.1|DERE
OG0006981	LOC120767443|XP_039949439.1|BTRY	LOC6542842|XP_026834030.1|DERE
OG0006982	LOC120769064|XP_039951853.1|BTRY	LOC6548862|XP_001974050.1|DERE
OG0006983	LOC120768356|XP_039950946.1|BTRY	LOC6542314|XP_001968116.2|DERE
OG0006984	LOC120769324|XP_039952209.1|BTRY	LOC6547505|XP_026836975.1|DERE
OG0006985	LOC120769737|XP_039952824.1|BTRY	LOC6541706|XP_001970252.1|DERE
OG0006986	LOC120769605|XP_039952619.1|BTRY	LOC6543511|XP_001968709.1|DERE
OG0006987	LOC120781280|XP_039969410.1|BTRY	LOC6543344|XP_001970728.1|DERE
OG0006988	LOC120767950|XP_039950270.1|BTRY	LOC6549301|XP_001974375.1|DERE
OG0006989	LOC120768291|XP_039950852.1|BTRY	LOC6543000|XP_001969716.2|DERE
OG0006990	LOC120767995|XP_039950346.1|BTRY	LOC6548958|XP_026835918.1|DERE
OG0006991	LOC120766305|XP_039947656.1|BTRY	LOC6555122|XP_001981043.1|DERE
OG0006992	LOC120767447|XP_039949444.1|BTRY	LOC6540725|XP_015015324.1|DERE
OG0006993	LOC120767303|XP_039949123.1|BTRY	LOC6549219|XP_026836905.1|DERE
OG0006994	LOC120767847|XP_039950079.1|BTRY	LOC6542784|XP_001970239.1|DERE
OG0006995	LOC120767985|XP_039950336.1|BTRY	LOC6541871|XP_001969635.1|DERE
OG0006996	LOC120768638|XP_039951337.1|BTRY	LOC6541156|XP_026835004.1|DERE
OG0006997	LOC120770265|XP_039953508.1|BTRY	LOC6542971|XP_001970381.1|DERE
OG0006998	LOC120768502|XP_039951160.1|BTRY	LOC6555322|XP_001981883.1|DERE
OG0006999	LOC120771953|XP_039956197.1|BTRY	LOC6542160|XP_001968317.1|DERE
OG0007000	LOC120768899|XP_039951590.1|BTRY	LOC6543427|XP_001968164.2|DERE
OG0007001	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY	LOC6546820|XP_001975930.1|DERE
OG0007002	LOC120768980|XP_039951718.1|BTRY	LOC6549490|XP_026836964.1|DERE
OG0007003	LOC120770091|XP_039953174.1|BTRY	LOC6549169|XP_015012384.1|DERE
OG0007004	LOC120767898|XP_039950174.1|BTRY	LOC6543152|XP_026834587.1|DERE
OG0007005	LOC120769494|XP_039952457.1|BTRY	LOC6549256|XP_026836451.1|DERE
OG0007006	LOC120769273|XP_039952119.1|BTRY	LOC6543530|XP_026834765.1|DERE
OG0007007	LOC120781600|XP_039969770.1|BTRY	LOC6542820|XP_001969475.1|DERE
OG0007008	LOC120768896|XP_039951584.1|BTRY	LOC6541792|XP_001968667.1|DERE
OG0007009	LOC120781686|XP_039969837.1|BTRY	LOC6542400|XP_001969460.1|DERE
OG0007010	LOC120768388|XP_039950990.1|BTRY	LOC6549294|XP_015012076.1|DERE
OG0007011	LOC120768459|XP_039951094.1|BTRY	LOC6552521|XP_026839792.1|DERE
OG0007012	LOC120769315|XP_039952195.1|BTRY	LOC6540804|XP_001968729.1|DERE
OG0007013	LOC120769104|XP_039951899.1|BTRY	LOC6542931|XP_026835095.1|DERE
OG0007014	LOC120769491|XP_039952454.1|BTRY	LOC6542939|XP_026835050.1|DERE
OG0007015	LOC120769754|XP_039952851.1|BTRY	LOC113563684|XP_026835629.1|DERE, LOC6542029|XP_015015167.1|DERE
OG0007016	LOC120767220|XP_039948969.1|BTRY	LOC6541920|XP_026834324.1|DERE
OG0007017	LOC120769674|XP_039952726.1|BTRY	LOC6541376|XP_015015170.1|DERE
OG0007018	LOC120768120|XP_039950605.1|BTRY	LOC6542101|XP_015014943.1|DERE
OG0007019	LOC120768498|XP_039951154.1|BTRY	LOC6548607|XP_026838672.1|DERE
OG0007021	LOC120767668|XP_039949774.1|BTRY	LOC6542718|XP_001968218.1|DERE
OG0007022	LOC120768020|XP_039950414.1|BTRY	LOC6541224|XP_001968622.1|DERE
OG0007023	LOC120777225|XP_039964340.1|BTRY	LOC6543017|XP_026834898.1|DERE
OG0007024	LOC120766607|XP_039948148.1|BTRY	LOC6551960|XP_001979686.1|DERE
OG0007025	LOC120774850|XP_039960605.1|BTRY	LOC6550935|XP_001976973.1|DERE
OG0007026	LOC120767346|XP_039949238.1|BTRY	LOC6540779|XP_001968173.1|DERE
OG0007027	LOC120769083|XP_039951877.1|BTRY	LOC6540985|XP_001968516.1|DERE
OG0007028	LOC120767284|XP_039949093.1|BTRY	LOC6543319|XP_026835323.1|DERE
OG0007029	LOC120768387|XP_039950986.1|BTRY	LOC6547634|XP_001976269.1|DERE
OG0007030	LOC120774469|XP_039960059.1|BTRY	LOC6549903|XP_001977379.1|DERE
OG0007031	LOC120768251|XP_039950779.1|BTRY	LOC6542847|XP_026838612.1|DERE
OG0007032	LOC120771197|XP_039955030.1|BTRY	LOC6544062|XP_001973691.1|DERE
OG0007033	LOC120767854|XP_039950092.1|BTRY	LOC6540653|XP_026834098.1|DERE
OG0007034	LOC120768048|XP_039950491.1|BTRY	LOC6543127|XP_001968457.1|DERE
OG0007035	LOC120772678|XP_039957349.1|BTRY	LOC6551133|XP_001978247.1|DERE
OG0007036	LOC120778007|XP_039965604.1|BTRY	LOC6545755|XP_026833101.1|DERE
OG0007037	LOC120779971|XP_039968206.1|BTRY	LOC6555114|XP_001982256.1|DERE
OG0007038	LOC120770251|XP_039953486.1|BTRY	LOC6547404|XP_026836022.1|DERE
OG0007039	LOC120775473|XP_039961605.1|BTRY	LOC6542781|XP_001969068.3|DERE
OG0007040	LOC120769780|XP_039952897.1|BTRY	LOC6542751|XP_001969740.1|DERE
OG0007041	LOC120769289|XP_039952144.1|BTRY	LOC6548790|XP_026839452.1|DERE
OG0007042	LOC120767844|XP_039950072.1|BTRY	LOC6541957|XP_015015018.1|DERE
OG0007043	LOC120766954|XP_039948673.1|BTRY	LOC6552203|XP_026832394.1|DERE
OG0007045	LOC120767043|XP_039948830.1|BTRY	LOC6553934|XP_001979485.1|DERE
OG0007046	LOC120782395|XP_039970572.1|BTRY	LOC6552373|XP_001978884.1|DERE
OG0007047	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY	LOC6540606|XP_001968773.1|DERE
OG0007048	LOC120767989|XP_039950342.1|BTRY	LOC6542319|XP_026834521.1|DERE
OG0007049	LOC120767813|XP_039950026.1|BTRY	LOC6541856|XP_001968668.1|DERE
OG0007050	LOC120768268|XP_039950800.1|BTRY	LOC6543292|XP_001970149.1|DERE
OG0007051	LOC120768900|XP_039951591.1|BTRY	LOC6541381|XP_026835086.1|DERE
OG0007052	LOC120774706|XP_039960370.1|BTRY	LOC6550110|XP_026837408.1|DERE
OG0007053	LOC120780510|XP_039968719.1|BTRY	LOC6552892|XP_001980000.1|DERE
OG0007054	LOC120771998|XP_039956289.1|BTRY	LOC6548404|XP_001976670.1|DERE
OG0007055	LOC120770557|XP_039954067.1|BTRY	LOC6548530|XP_015011712.1|DERE
OG0007056	LOC120777595|XP_039964966.1|BTRY	LOC26526422|XP_015014275.1|DERE
OG0007057	LOC120774707|XP_039960375.1|BTRY	LOC6550111|XP_001977602.1|DERE
OG0007058	LOC120775597|XP_039961770.1|BTRY	LOC6550585|XP_001976743.1|DERE
OG0007059	LOC120768581|XP_039951270.1|BTRY	LOC6541479|XP_001970194.1|DERE
OG0007060	LOC120768483|XP_039951132.1|BTRY	LOC6541295|XP_001970191.2|DERE
OG0007061	LOC120769409|XP_039952321.1|BTRY	LOC6541203|XP_026835030.1|DERE
OG0007062	LOC120769819|XP_039952961.1|BTRY	LOC6540955|XP_001968142.1|DERE
OG0007063	LOC120767546|XP_039949594.1|BTRY	LOC6540694|XP_001970305.1|DERE
OG0007064	LOC120781229|XP_039969299.1|BTRY	LOC6541042|XP_001970353.1|DERE
OG0007065	LOC120767317|XP_039949184.1|BTRY	LOC6546165|XP_001972862.1|DERE
OG0007066	LOC120776858|XP_039963838.1|BTRY	LOC6546063|XP_001972804.1|DERE
OG0007067	LOC120768220|XP_039950729.1|BTRY	LOC6543285|XP_001969903.1|DERE
OG0007068	LOC120768004|XP_039950363.1|BTRY	LOC6541522|XP_001969373.1|DERE
OG0007069	LOC120767907|XP_039950191.1|BTRY	LOC6540795|XP_001969597.2|DERE
OG0007070	LOC120770377|XP_039953728.1|BTRY	LOC6546724|XP_001975877.1|DERE
OG0007071	LOC120770360|XP_039953705.1|BTRY	LOC6548616|XP_001976702.1|DERE
OG0007072	LOC120782290|XP_039970427.1|BTRY	LOC6552016|XP_001978781.1|DERE
OG0007073	LOC120768270|XP_039950802.1|BTRY	LOC6542022|XP_001968665.1|DERE
OG0007074	LOC120771748|XP_039955853.1|BTRY	LOC6548385|XP_001976466.1|DERE
OG0007075	LOC120767314|XP_039949174.1|BTRY	LOC6541377|XP_015015190.1|DERE
OG0007076	LOC120771229|XP_039955074.1|BTRY	LOC6549414|XP_001975647.1|DERE
OG0007077	LOC120768266|XP_039950797.1|BTRY	LOC6542658|XP_001969919.1|DERE
OG0007078	LOC120768939|XP_039951656.1|BTRY	LOC6542464|XP_001968513.2|DERE
OG0007079	LOC120768942|XP_039951661.1|BTRY	LOC6541486|XP_001968512.1|DERE
OG0007080	LOC120768007|XP_039950366.1|BTRY	LOC6542128|XP_026835046.1|DERE
OG0007081	LOC120768902|XP_039951593.1|BTRY	LOC6540950|XP_001970020.1|DERE
OG0007082	LOC120768134|XP_039950626.1|BTRY	LOC6542327|XP_001968117.2|DERE
OG0007083	LOC120767583|XP_039949664.1|BTRY	LOC6541542|XP_001969757.1|DERE
OG0007084	LOC120774380|XP_039959918.1|BTRY	LOC6549999|XP_001977465.2|DERE
OG0007085	LOC120768915|XP_039951620.1|BTRY	LOC6543180|XP_026834887.1|DERE
OG0007086	LOC120769254|XP_039952090.1|BTRY	LOC6541466|XP_001969044.1|DERE
OG0007087	LOC120769084|XP_039951878.1|BTRY	LOC6545999|XP_001972811.2|DERE
OG0007088	LOC120769709|XP_039952782.1|BTRY	LOC6549038|XP_015011979.1|DERE
OG0007089	LOC120768089|XP_039950561.1|BTRY	LOC6542813|XP_001968214.1|DERE
OG0007090	LOC120767393|XP_039949343.1|BTRY	LOC6543141|XP_026835076.1|DERE
OG0007091	LOC120768295|XP_039950858.1|BTRY	LOC6541157|XP_001969030.1|DERE
OG0007092	LOC120769325|XP_039952217.1|BTRY	LOC6552173|XP_026835803.1|DERE
OG0007093	LOC120777570|XP_039964908.1|BTRY	LOC6542177|XP_001969332.1|DERE
OG0007094	LOC120772640|XP_039957298.1|BTRY	LOC6540856|XP_001969331.1|DERE
OG0007095	LOC120768396|XP_039951003.1|BTRY	LOC6549650|XP_001974255.1|DERE
OG0007096	LOC120768415|XP_039951030.1|BTRY	LOC6549096|XP_015012037.1|DERE
OG0007097	LOC120767198|XP_039948933.1|BTRY	LOC6548953|XP_001974076.1|DERE
OG0007098	LOC120767860|XP_039950103.1|BTRY	LOC6548957|XP_026836772.1|DERE
OG0007099	LOC120778745|XP_039966656.1|BTRY	LOC6553739|XP_001980325.1|DERE
OG0007100	LOC120769229|XP_039952060.1|BTRY	LOC6540861|XP_026834539.1|DERE
OG0007101	LOC120767556|XP_039949621.1|BTRY	LOC6547611|XP_001976248.1|DERE
OG0007102	LOC120769365|XP_039952260.1|BTRY	LOC6542867|XP_001968128.2|DERE
OG0007103	LOC120768087|XP_039950558.1|BTRY	LOC6542633|XP_001969357.1|DERE
OG0007104	LOC120781663|XP_039969817.1|BTRY	LOC6542164|XP_001969883.1|DERE
OG0007105	LOC120767969|XP_039950311.1|BTRY	LOC6542444|XP_001969473.1|DERE
OG0007106	LOC120768213|XP_039950717.1|BTRY	LOC6543253|XP_001968205.1|DERE
OG0007107	LOC120767897|XP_039950168.1|BTRY	LOC6541981|XP_015015266.1|DERE
OG0007108	LOC120769384|XP_039952288.1|BTRY	LOC6543419|XP_001968706.1|DERE
OG0007109	LOC120769205|XP_039952034.1|BTRY	LOC6549342|XP_001974322.1|DERE
OG0007110	LOC120768921|XP_039951630.1|BTRY	LOC6541338|XP_026835586.1|DERE
OG0007111	LOC120767562|XP_039949632.1|BTRY	LOC6542437|XP_015014839.1|DERE
OG0007112	LOC120767605|XP_039949688.1|BTRY	LOC6543053|XP_001968165.1|DERE
OG0007113	LOC120766535|XP_039948040.1|BTRY	LOC6554264|XP_001981894.1|DERE
OG0007114	LOC120767952|XP_039950273.1|BTRY	LOC6541328|XP_001969779.1|DERE
OG0007115	LOC120767951|XP_039950271.1|BTRY	LOC6541959|XP_001969711.1|DERE
OG0007116	LOC120767433|XP_039949424.1|BTRY	LOC6543370|XP_026834245.1|DERE
OG0007117	LOC120769247|XP_039952083.1|BTRY	LOC6540834|XP_001968258.1|DERE
OG0007118	LOC120767681|XP_039949799.1|BTRY	LOC6543103|XP_001969833.1|DERE
OG0007119	LOC120774715|XP_039960392.1|BTRY	LOC6551635|XP_001978583.1|DERE
OG0007120	LOC120776092|XP_039962507.1|BTRY	LOC6551068|XP_026838179.1|DERE
OG0007121	LOC120774892|XP_039960694.1|BTRY	LOC6550731|XP_001978154.1|DERE
OG0007122	LOC120774321|XP_039959796.1|BTRY	LOC6550351|XP_015011145.1|DERE
OG0007123	LOC120773852|XP_039958924.1|BTRY	LOC6550353|XP_026837748.1|DERE
OG0007124	LOC120776842|XP_039963802.1|BTRY	LOC6545244|XP_015013933.1|DERE
OG0007125	LOC120779031|XP_039967086.1|BTRY	LOC6544935|XP_026832510.1|DERE
OG0007126	LOC120776460|XP_039963061.1|BTRY	LOC6544520|XP_001973060.1|DERE
OG0007127	LOC120777861|XP_039965344.1|BTRY	LOC6545230|XP_001973464.1|DERE
OG0007128	LOC120777358|XP_039964560.1|BTRY	LOC6544933|XP_001972647.1|DERE
OG0007129	LOC120777761|XP_039965198.1|BTRY	LOC6544934|XP_001972648.1|DERE
OG0007130	LOC120777224|XP_039964339.1|BTRY	LOC6544737|XP_001973459.1|DERE
OG0007131	LOC120778210|XP_039965901.1|BTRY	LOC6544029|XP_001973710.1|DERE
OG0007132	LOC120778128|XP_039965766.1|BTRY	LOC6544285|XP_001973713.1|DERE
OG0007133	LOC120777070|XP_039964131.1|BTRY	LOC6544223|XP_001973039.1|DERE
OG0007134	LOC120776662|XP_039963466.1|BTRY	LOC6544859|XP_001973171.1|DERE
OG0007135	LOC120777739|XP_039965164.1|BTRY	LOC6544895|XP_001973183.1|DERE
OG0007136	LOC120776611|XP_039963334.1|BTRY	LOC6545856|XP_001973395.1|DERE
OG0007137	LOC120773910|XP_039959029.1|BTRY	LOC6555766|XP_026838913.1|DERE
OG0007138	LOC120773739|XP_039958732.1|BTRY	LOC6551005|XP_026837387.1|DERE
OG0007139	LOC120775539|XP_039961695.1|BTRY	LOC6550415|XP_026837812.1|DERE
OG0007140	LOC120775377|XP_039961472.1|BTRY	LOC6555506|XP_026838380.1|DERE
OG0007141	LOC120776024|XP_039962404.1|BTRY	LOC6555603|XP_001982655.1|DERE
OG0007142	LOC120776762|XP_039963659.1|BTRY	LOC6545406|XP_001973375.1|DERE
OG0007143	LOC120766937|XP_039948620.1|BTRY	LOC6554534|XP_001981319.1|DERE
OG0007144	LOC120779398|XP_039967533.1|BTRY	LOC6552464|XP_026839542.1|DERE
OG0007145	LOC120782574|XP_039970852.1|BTRY	LOC6554652|XP_001981976.1|DERE
OG0007146	LOC120782602|XP_039970903.1|BTRY	LOC6554405|XP_001981701.1|DERE
OG0007147	LOC120775294|XP_039961344.1|BTRY	LOC6553636|XP_001980367.1|DERE
OG0007148	LOC120774364|XP_039959884.1|BTRY	LOC6551625|XP_015011395.1|DERE
OG0007149	LOC120772447|XP_039957001.1|BTRY	LOC6541832|XP_026835278.1|DERE
OG0007150	LOC120778564|XP_039966361.1|BTRY	LOC6544028|XP_001973709.1|DERE
OG0007151	LOC120777058|XP_039964105.1|BTRY	LOC6545769|XP_001972181.1|DERE
OG0007152	LOC120775579|XP_039961750.1|BTRY	LOC6550475|XP_001977819.1|DERE
OG0007153	LOC120774157|XP_039959501.1|BTRY	LOC6550500|XP_001977815.1|DERE
OG0007154	LOC120771658|XP_039955706.1|BTRY	LOC6547996|XP_001975275.1|DERE
OG0007155	LOC120772392|XP_039956916.1|BTRY	LOC6549027|XP_001975536.1|DERE
OG0007156	LOC120775235|XP_039961252.1|BTRY	LOC6553449|XP_001979376.1|DERE
OG0007157	LOC120773185|XP_039958074.1|BTRY	LOC6552740|XP_001978984.3|DERE
OG0007158	LOC120776834|XP_039963789.1|BTRY	LOC6545413|XP_001971712.2|DERE
OG0007159	LOC120774244|XP_039959643.1|BTRY	LOC6555567|XP_001982484.3|DERE
OG0007160	LOC120775053|XP_039960971.1|BTRY	LOC6553858|XP_001980562.1|DERE
OG0007161	LOC120775807|XP_039962089.1|BTRY	LOC6555645|XP_026838907.1|DERE
OG0007162	LOC120773979|XP_039959166.1|BTRY	LOC6551499|XP_015011033.1|DERE
OG0007163	LOC120779843|XP_039968141.1|BTRY	LOC6554292|XP_001981060.1|DERE
OG0007164	LOC120766534|XP_039948039.1|BTRY	LOC6554293|XP_001981061.1|DERE
OG0007165	LOC120775889|XP_039962204.1|BTRY	LOC6551326|XP_026838732.1|DERE
OG0007166	LOC120774831|XP_039960576.1|BTRY	LOC6545813|XP_026833003.1|DERE
OG0007167	LOC120775594|XP_039961764.1|BTRY	LOC6550740|XP_001978055.1|DERE
OG0007168	LOC120774156|XP_039959500.1|BTRY	LOC6550501|XP_001977816.1|DERE
OG0007169	LOC120774420|XP_039959982.1|BTRY	LOC6555590|XP_001982615.1|DERE
OG0007170	LOC120773506|XP_039958392.1|BTRY	LOC6552110|XP_001978806.2|DERE
OG0007171	LOC120775056|XP_039960970.1|BTRY	LOC6551231|XP_026838194.1|DERE
OG0007172	LOC120773609|XP_039958543.1|BTRY	LOC6555575|XP_001982492.1|DERE
