Orthogroup	BTRY.longest_only	DVIR.longest_only
OG0008488	LOC120766416|XP_039947803.1|BTRY	LOC6632649|XP_002056548.1|DVIR
OG0008489	LOC120766703|XP_039948284.1|BTRY	LOC26531623|XP_015026298.1|DVIR, LOC26531509|XP_015026288.1|DVIR
OG0008490	LOC120780601|XP_039968793.1|BTRY	LOC6629536|XP_002053664.1|DVIR
OG0008491	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY	LOC6629412|XP_002053068.2|DVIR
OG0008492	LOC120769809|XP_039952945.1|BTRY	LOC6627766|XP_002052655.1|DVIR
OG0008493	LOC120768344|XP_039950932.1|BTRY, LOC120769704|XP_039952770.1|BTRY, LOC120768544|XP_039951220.1|BTRY	LOC6634051|XP_032289040.1|DVIR
OG0008494	LOC120771704|XP_039955773.1|BTRY, LOC120773086|XP_039957984.1|BTRY	LOC6626428|XP_002050268.1|DVIR
OG0008495	LOC120770718|XP_039954232.1|BTRY, LOC120772904|XP_039957726.1|BTRY	LOC6625279|XP_002049864.2|DVIR
OG0008496	LOC120770010|XP_039953037.1|BTRY	LOC116649980|XP_032289193.1|DVIR, LOC26530826|XP_015024746.1|DVIR
OG0008497	LOC120770435|XP_039953837.1|BTRY	LOC6626029|XP_002049605.2|DVIR, LOC26530492|XP_015030211.1|DVIR
OG0008498	LOC120771688|XP_039955754.1|BTRY	LOC6626778|XP_032292392.1|DVIR
OG0008499	LOC120771671|XP_039955720.1|BTRY	LOC6624917|XP_002049112.1|DVIR
OG0008500	LOC120770288|XP_039953559.1|BTRY	LOC6626518|XP_002048916.2|DVIR
OG0008501	LOC120775574|XP_039961740.1|BTRY	LOC6622300|XP_002046956.1|DVIR
OG0008501	LOC120776570|XP_039963266.1|BTRY, LOC120776569|XP_039963265.1|BTRY	LOC6623280|XP_002046955.1|DVIR
OG0008502	LOC120774983|XP_039960823.1|BTRY, LOC120774982|XP_039960820.1|BTRY	LOC6631610|XP_002055068.1|DVIR
OG0008503	LOC120773528|XP_039958418.1|BTRY	LOC6634810|XP_002058136.3|DVIR
OG0008504	LOC120776383|XP_039962928.1|BTRY, LOC120776382|XP_039962927.1|BTRY	LOC26530543|XP_015023729.1|DVIR
OG0008505	LOC120776515|XP_039963168.1|BTRY	LOC6623632|XP_032291369.1|DVIR
OG0008506	LOC120777188|XP_039964290.1|BTRY, LOC120777149|XP_039964228.1|BTRY, LOC120777189|XP_039964291.1|BTRY, LOC120777190|XP_039964292.1|BTRY	LOC6624008|XP_002046293.1|DVIR
OG0008527	LOC120775571|XP_039961736.1|BTRY	LOC6631840|XP_032295443.1|DVIR
OG0008528	LOC120777314|XP_039964487.1|BTRY	LOC26531816|XP_032294445.1|DVIR
OG0008529	LOC120774433|XP_039960005.1|BTRY	LOC6634724|XP_002058323.1|DVIR
OG0008530	LOC120775518|XP_039961665.1|BTRY	LOC6631538|XP_002055062.1|DVIR
OG0008531	LOC120775289|XP_039961337.1|BTRY	LOC6634585|XP_015025072.1|DVIR
OG0008532	LOC120774289|XP_039959728.1|BTRY	LOC6631505|XP_002055324.3|DVIR
OG0008534	LOC120776165|XP_039962705.1|BTRY	LOC6631432|XP_002055540.2|DVIR
OG0008535	LOC120773375|XP_039958138.1|BTRY	LOC6633244|XP_032289258.1|DVIR
OG0008536	LOC120773713|XP_039958688.1|BTRY	LOC6633526|XP_002057074.1|DVIR
OG0008538	LOC120774972|XP_039960797.1|BTRY	LOC6636660|XP_002060138.1|DVIR
OG0008540	LOC120774323|XP_039959800.1|BTRY	LOC6630335|XP_002053010.1|DVIR
OG0008541	LOC120770937|XP_039954579.1|BTRY	LOC6627177|XP_002050395.3|DVIR
OG0008542	LOC120778001|XP_039965598.1|BTRY	LOC6622413|XP_002046977.1|DVIR
OG0008544	LOC120770956|XP_039954615.1|BTRY	LOC26531697|XP_015030354.1|DVIR
OG0008547	LOC120775219|XP_039961220.1|BTRY	LOC6633496|XP_032296399.1|DVIR
OG0008550	LOC120773450|XP_039958274.1|BTRY	LOC6622629|XP_002048445.1|DVIR, LOC116650458|XP_032290006.1|DVIR, LOC116649855|XP_032288958.1|DVIR, LOC6622662|XP_002048448.3|DVIR
OG0008552	LOC120776352|XP_039962841.1|BTRY	LOC6623489|XP_002046767.1|DVIR
OG0008554	LOC120775411|XP_039961513.1|BTRY	LOC6635477|XP_032295544.1|DVIR
OG0008555	LOC120774880|XP_039960670.1|BTRY	LOC6634691|XP_002058344.1|DVIR
OG0008556	LOC120770883|XP_039954459.1|BTRY	LOC6626652|XP_002049882.1|DVIR
OG0008558	LOC120769163|XP_039951979.1|BTRY	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR
OG0008560	LOC120769757|XP_039952853.1|BTRY	LOC6627638|XP_002051112.2|DVIR
OG0008562	LOC120767943|XP_039950254.1|BTRY	LOC6627804|XP_002051314.1|DVIR
OG0008563	LOC120766981|XP_039948715.1|BTRY	LOC6630959|XP_002054736.1|DVIR
OG0008566	LOC120767927|XP_039950222.1|BTRY	LOC6634022|XP_002057486.1|DVIR
OG0008567	LOC120769596|XP_039952588.1|BTRY	LOC6627866|XP_032294372.1|DVIR
OG0008569	LOC120773586|XP_039958508.1|BTRY	LOC6633491|XP_002057350.1|DVIR
OG0008570	LOC120775803|XP_039962084.1|BTRY	LOC26530618|XP_032289194.1|DVIR
OG0008571	LOC120777474|XP_039964741.1|BTRY	LOC6623129|XP_002046769.1|DVIR
OG0008572	LOC120770369|XP_039953722.1|BTRY	LOC6632674|XP_002056645.1|DVIR
OG0008573	LOC120774197|XP_039959569.1|BTRY	LOC6633508|XP_002057226.2|DVIR
OG0008574	LOC120776953|XP_039963977.1|BTRY	LOC26530963|XP_015031672.1|DVIR
OG0008575	LOC120767070|XP_039948857.1|BTRY	LOC6630061|XP_015027631.1|DVIR
OG0008576	LOC120774131|XP_039959441.1|BTRY	LOC6633345|XP_032289111.1|DVIR
OG0008577	LOC120778500|XP_039966260.1|BTRY	LOC6622225|XP_002046918.1|DVIR
OG0008578	LOC120779074|XP_039967151.1|BTRY	LOC6630284|XP_002054895.1|DVIR
OG0008582	LOC120774839|XP_039960590.1|BTRY	LOC26531063|XP_015025723.1|DVIR
OG0008583	LOC120774844|XP_039960594.1|BTRY	LOC6636065|XP_032295497.1|DVIR
OG0008584	LOC120775482|XP_039961616.1|BTRY	LOC6633561|XP_002057366.1|DVIR
OG0008585	LOC120773369|XP_039958130.1|BTRY	LOC6634501|XP_002057913.1|DVIR
OG0008586	LOC120773368|XP_039958129.1|BTRY	LOC6634801|XP_002057914.2|DVIR
OG0008587	LOC120766722|XP_039948323.1|BTRY	LOC6630213|XP_015027731.1|DVIR
OG0008588	LOC120780912|XP_039969080.1|BTRY	LOC6630541|XP_002054606.1|DVIR
OG0008589	LOC120773781|XP_039958804.1|BTRY	LOC6633865|XP_032296653.1|DVIR
OG0008590	LOC120782619|XP_039970924.1|BTRY	LOC26531206|XP_015027871.1|DVIR
OG0008593	LOC120777731|XP_039965155.1|BTRY	LOC6623735|XP_002047820.1|DVIR
OG0008594	LOC120782597|XP_039970886.1|BTRY	LOC6629895|XP_002053990.1|DVIR
OG0008595	LOC120772498|XP_039957078.1|BTRY	LOC6626814|XP_002050648.1|DVIR
OG0008596	LOC120772868|XP_039957636.1|BTRY	LOC6626649|XP_002050643.2|DVIR
OG0008597	LOC120780243|XP_039968436.1|BTRY	LOC6630627|XP_002053301.1|DVIR
OG0008598	LOC120774113|XP_039959407.1|BTRY	LOC116652176|XP_032296079.1|DVIR
OG0008599	LOC120773485|XP_039958356.1|BTRY	LOC6633558|XP_002057255.1|DVIR
OG0008600	LOC120782572|XP_039970844.1|BTRY	LOC6629414|XP_002053148.1|DVIR
OG0008601	LOC120768362|XP_039950959.1|BTRY	LOC6635644|XP_002059190.1|DVIR
OG0008602	LOC120780328|XP_039968559.1|BTRY	LOC6630340|XP_002053015.2|DVIR
OG0008603	LOC120771492|XP_039955477.1|BTRY	LOC6632438|XP_002056168.1|DVIR
OG0008604	LOC120770366|XP_039953714.1|BTRY	LOC6626600|XP_002050634.1|DVIR
OG0008605	LOC120768984|XP_039951736.1|BTRY	LOC6633998|XP_015025320.1|DVIR
OG0008606	LOC120768509|XP_039951169.1|BTRY	LOC6627482|XP_002052132.1|DVIR
OG0008607	LOC120782561|XP_039970829.1|BTRY	LOC6630459|XP_002053456.1|DVIR
OG0008608	LOC120775492|XP_039961631.1|BTRY	LOC6634632|XP_002058031.3|DVIR
OG0008609	LOC120782681|XP_039971004.1|BTRY	LOC6629659|XP_002053598.1|DVIR
OG0008610	LOC120772926|XP_039957760.1|BTRY	LOC6625180|XP_032291970.1|DVIR
OG0008612	LOC120771210|XP_039955046.1|BTRY	LOC6636457|XP_002059817.1|DVIR, LOC116650885|XP_032291731.1|DVIR
OG0008613	LOC120766422|XP_039947857.1|BTRY	LOC26530490|XP_015024973.1|DVIR
OG0008614	LOC120773965|XP_039959135.1|BTRY	LOC6631617|XP_002055075.1|DVIR
OG0008615	LOC120782475|XP_039970703.1|BTRY	LOC6632336|XP_002056404.1|DVIR
OG0008616	LOC120766454|XP_039947909.1|BTRY	LOC6629772|XP_032288810.1|DVIR
OG0008619	LOC120769628|XP_039952667.1|BTRY	LOC26531329|XP_015028921.1|DVIR
OG0008620	LOC120772350|XP_039956849.1|BTRY	LOC6626431|XP_002050404.1|DVIR
OG0008621	LOC120771111|XP_039954898.1|BTRY	LOC6629920|XP_002054554.1|DVIR
OG0008622	LOC120772254|XP_039956691.1|BTRY	LOC6624825|XP_002048983.1|DVIR
OG0008623	LOC120766381|XP_039947748.1|BTRY	LOC6625408|XP_002049843.1|DVIR
OG0008624	LOC120772963|XP_039957801.1|BTRY	LOC6626464|XP_032292666.1|DVIR
OG0008625	LOC120770280|XP_039953533.1|BTRY	LOC6624815|XP_002050682.1|DVIR
OG0008626	LOC120772723|XP_039957417.1|BTRY	LOC6626112|XP_002050025.2|DVIR
OG0008627	LOC120778461|XP_039966195.1|BTRY	LOC6623573|XP_015030863.1|DVIR
OG0008629	LOC120771590|XP_039955595.1|BTRY	LOC6628959|XP_032293604.1|DVIR
OG0008630	LOC120779479|XP_039967691.1|BTRY	LOC6636232|XP_015024084.1|DVIR
OG0008631	LOC120776742|XP_039963617.1|BTRY	LOC6630413|XP_002054201.1|DVIR
OG0008632	LOC120766513|XP_039948009.1|BTRY	LOC6629390|XP_032294987.1|DVIR
OG0008633	LOC120770852|XP_039954390.1|BTRY	LOC6625874|XP_015029409.1|DVIR
OG0008634	LOC120768093|XP_039950566.1|BTRY	LOC26531233|XP_015028902.1|DVIR
OG0008635	LOC120771499|XP_039955485.1|BTRY	LOC6627248|XP_002050399.2|DVIR
OG0008636	LOC120782418|XP_039970603.1|BTRY	LOC6632356|XP_002056718.1|DVIR
OG0008637	LOC120782854|XP_039971319.1|BTRY, LOC120777022|XP_039964068.1|BTRY	LOC6624448|XP_032290413.1|DVIR
OG0008638	LOC120778950|XP_039966953.1|BTRY, LOC120766265|XP_039947586.1|BTRY	LOC6630698|XP_002054405.1|DVIR
OG0008639	LOC120768551|XP_039951229.1|BTRY, LOC120774962|XP_039960783.1|BTRY, LOC120766407|XP_039947789.1|BTRY	LOC6633063|XP_002055952.1|DVIR
OG0008640	LOC120770645|XP_039954178.1|BTRY	LOC6635110|XP_002058670.1|DVIR
OG0008641	LOC120772444|XP_039957041.1|BTRY	LOC6633173|XP_002056155.2|DVIR
OG0008642	LOC120766896|XP_039948579.1|BTRY	LOC6631116|XP_002054236.1|DVIR
OG0008643	LOC120782499|XP_039970740.1|BTRY	LOC6629388|XP_002054457.1|DVIR
OG0008644	LOC120766274|XP_039947610.1|BTRY, LOC120769805|XP_039952936.1|BTRY	LOC6629484|XP_002054079.1|DVIR
OG0008645	LOC120769563|XP_039952552.1|BTRY	LOC6627573|XP_002052251.1|DVIR, LOC6627572|XP_002052250.1|DVIR
OG0008646	LOC120769601|XP_039952609.1|BTRY, LOC120769603|XP_039952617.1|BTRY	LOC6635731|XP_032294763.1|DVIR
OG0008647	LOC120769793|XP_039952915.1|BTRY	LOC6628020|XP_002052520.1|DVIR
OG0008648	LOC120767947|XP_039950267.1|BTRY	LOC6627571|XP_002052249.1|DVIR
OG0008649	LOC120770249|XP_039953480.1|BTRY	LOC6625995|XP_002050018.2|DVIR
OG0008650	LOC120772853|XP_039957603.1|BTRY	LOC26530512|XP_015026248.1|DVIR, LOC6632485|XP_002056298.2|DVIR
OG0008651	LOC120772644|XP_039957302.1|BTRY	LOC6624801|XP_002050195.2|DVIR
OG0008652	LOC120772759|XP_039957463.1|BTRY, LOC120772800|XP_039957517.1|BTRY	LOC6625455|XP_002050991.1|DVIR, LOC116650995|XP_032292358.1|DVIR
OG0008653	LOC120772941|XP_039957777.1|BTRY	LOC6625957|XP_002049588.1|DVIR
OG0008654	LOC120771335|XP_039955214.1|BTRY	LOC116650949|XP_032292148.1|DVIR, LOC6624976|XP_002049957.2|DVIR
OG0008655	LOC120772854|XP_039957604.1|BTRY	LOC6624843|XP_002049659.1|DVIR
OG0008656	LOC120773532|XP_039958422.1|BTRY, LOC120774741|XP_039960430.1|BTRY	LOC6631821|XP_002055193.1|DVIR
OG0008657	LOC120779406|XP_039967538.1|BTRY, LOC120774647|XP_039960306.1|BTRY, LOC120779399|XP_039967530.1|BTRY, LOC120773353|XP_039958107.1|BTRY	LOC6633756|XP_002056942.1|DVIR
OG0008658	LOC120773501|XP_039958384.1|BTRY	LOC6634592|XP_032296439.1|DVIR
OG0008659	LOC120773384|XP_039958152.1|BTRY	LOC6623614|XP_002048619.3|DVIR
OG0008660	LOC120777086|XP_039964153.1|BTRY, LOC120777083|XP_039964149.1|BTRY	LOC6623714|XP_032290533.1|DVIR
OG0008661	LOC120777492|XP_039964769.1|BTRY	LOC6623046|XP_002047092.1|DVIR
OG0008662	LOC120778164|XP_039965832.1|BTRY, LOC120777988|XP_039965566.1|BTRY	LOC6624684|XP_032291015.1|DVIR
OG0008663	LOC120776761|XP_039963658.1|BTRY	LOC6622981|XP_002047557.2|DVIR
OG0008664	LOC120776804|XP_039963732.1|BTRY	LOC6622055|XP_002047029.1|DVIR
OG0008665	LOC120776323|XP_039962786.1|BTRY	LOC6634132|XP_002057520.1|DVIR
OG0008666	LOC120779024|XP_039967080.1|BTRY, LOC120779017|XP_039967071.1|BTRY, LOC120779018|XP_039967072.1|BTRY, LOC120779016|XP_039967070.1|BTRY	LOC6623509|XP_002048646.1|DVIR
OG0008667	LOC120776418|XP_039962986.1|BTRY	LOC6623115|XP_032291196.1|DVIR
OG0008668	LOC120779411|XP_039967545.1|BTRY	LOC6622870|XP_002046486.1|DVIR
OG0008669	LOC120781494|XP_039969652.1|BTRY	LOC6634302|XP_002057553.1|DVIR
OG0008677	LOC120766867|XP_039948531.1|BTRY	LOC6630808|XP_002054276.1|DVIR
OG0008679	LOC120775981|XP_039962337.1|BTRY	LOC6631623|XP_002055565.1|DVIR
OG0008681	LOC120776167|XP_039962709.1|BTRY	LOC6631455|XP_002055543.1|DVIR
OG0008683	LOC120774461|XP_039960050.1|BTRY	LOC6631907|XP_002054952.1|DVIR
OG0008686	LOC120782164|XP_039970234.1|BTRY	LOC6630822|XP_002054729.2|DVIR
OG0008688	LOC120774700|XP_039960363.1|BTRY	LOC6634664|XP_002057980.1|DVIR
OG0008689	LOC120768644|XP_039951351.1|BTRY	LOC6630121|XP_002053392.1|DVIR
OG0008691	LOC120778907|XP_039966888.1|BTRY	LOC6624396|XP_002046529.1|DVIR
OG0008694	LOC120775313|XP_039961383.1|BTRY	LOC6631341|XP_032295602.1|DVIR
OG0008696	LOC120775608|XP_039961787.1|BTRY	LOC6632751|XP_032289617.1|DVIR
OG0008697	LOC120776971|XP_039963998.1|BTRY	LOC6623542|XP_032290176.1|DVIR
OG0008698	LOC120773980|XP_039959169.1|BTRY	LOC6631918|XP_032295742.1|DVIR
OG0008700	LOC120770729|XP_039954252.1|BTRY	LOC6632558|XP_002056541.1|DVIR
OG0008703	LOC120778769|XP_039966683.1|BTRY	LOC6622986|XP_002046504.1|DVIR
OG0008704	LOC120769633|XP_039952672.1|BTRY	LOC6628259|XP_002052539.1|DVIR
OG0008705	LOC120767777|XP_039949952.1|BTRY	LOC6633905|XP_002057598.1|DVIR
OG0008706	LOC120778603|XP_039966414.1|BTRY	LOC6629330|XP_002053871.1|DVIR
OG0008707	LOC120775270|XP_039961299.1|BTRY	LOC6635309|XP_002058785.3|DVIR
OG0008708	LOC120775480|XP_039961613.1|BTRY	LOC6634556|XP_002057973.1|DVIR
OG0008709	LOC120782201|XP_039970282.1|BTRY	LOC6630449|XP_002053724.1|DVIR
OG0008710	LOC120776921|XP_039963928.1|BTRY	LOC6632424|XP_002056096.1|DVIR
OG0008711	LOC120767007|XP_039948749.1|BTRY	LOC6632868|XP_032289416.1|DVIR
OG0008712	LOC120771057|XP_039954797.1|BTRY	LOC6626815|XP_002050649.2|DVIR
OG0008714	LOC120767195|XP_039948929.1|BTRY	LOC6628456|XP_002051828.1|DVIR
OG0008715	LOC120777690|XP_039965101.1|BTRY	LOC6630209|XP_032294204.1|DVIR
OG0008716	LOC120766234|XP_039947546.1|BTRY	LOC6629524|XP_002053326.1|DVIR
OG0008717	LOC120777526|XP_039964841.1|BTRY, LOC120779305|XP_039967449.1|BTRY	LOC6624015|XP_002048300.2|DVIR
OG0008718	LOC120781214|XP_039969271.1|BTRY	LOC6624809|XP_002050606.3|DVIR
OG0008719	LOC120768024|XP_039950433.1|BTRY	LOC6629335|XP_032290717.1|DVIR
OG0008721	LOC120774571|XP_039960238.1|BTRY	LOC6634535|XP_032296437.1|DVIR
OG0008722	LOC120779415|XP_039967549.1|BTRY	LOC6629444|XP_032289541.1|DVIR
OG0008723	LOC120772790|XP_039957507.1|BTRY	LOC6623247|XP_002047142.1|DVIR
OG0008724	LOC120767551|XP_039949610.1|BTRY	LOC6627341|XP_002052452.2|DVIR
OG0008725	LOC120773027|XP_039957891.1|BTRY	LOC6635819|XP_002059442.1|DVIR
OG0008726	LOC120771284|XP_039955145.1|BTRY	LOC6626257|XP_032292011.1|DVIR
OG0008727	LOC120766510|XP_039948007.1|BTRY	LOC6632410|XP_002056206.1|DVIR
OG0008728	LOC120782351|XP_039970517.1|BTRY, LOC120782650|XP_039970958.1|BTRY	LOC6630375|XP_002054350.1|DVIR
OG0008729	LOC120775572|XP_039961738.1|BTRY, LOC120773817|XP_039958859.1|BTRY, LOC120773816|XP_039958858.1|BTRY	LOC6632000|XP_032295949.1|DVIR
OG0008730	LOC120774934|XP_039960746.1|BTRY	LOC6634465|XP_002057953.1|DVIR
OG0008731	LOC120782724|XP_039971088.1|BTRY	LOC6630736|XP_032294786.1|DVIR
OG0008732	LOC120768138|XP_039950630.1|BTRY	LOC6628522|XP_002051680.2|DVIR
OG0008734	LOC120782623|XP_039970925.1|BTRY	LOC116650256|XP_032289387.1|DVIR, LOC6631033|XP_002054124.1|DVIR
OG0008736	LOC120781220|XP_039969283.1|BTRY	LOC6636476|XP_032292497.1|DVIR
OG0008738	LOC120769502|XP_039952468.1|BTRY	LOC6628013|XP_002051317.1|DVIR
OG0008739	LOC120776467|XP_039963069.1|BTRY	LOC6624004|XP_002048103.1|DVIR
OG0008740	LOC120770071|XP_039953134.1|BTRY	LOC6627265|XP_002049921.2|DVIR
OG0008741	LOC120779443|XP_039967625.1|BTRY	LOC116650732|XP_032291138.1|DVIR, LOC6636434|XP_002059823.1|DVIR
OG0008742	LOC120778793|XP_039966727.1|BTRY	LOC6622374|XP_002046971.1|DVIR
OG0008743	LOC120770199|XP_039953375.1|BTRY	LOC116651480|XP_032293801.1|DVIR, LOC6636492|XP_002059854.1|DVIR
OG0008744	LOC120773122|XP_039958052.1|BTRY, LOC120772296|XP_039956738.1|BTRY	LOC6626344|XP_002050345.1|DVIR
OG0008745	LOC120775185|XP_039961174.1|BTRY, LOC120773633|XP_039958575.1|BTRY	LOC6631671|XP_002055413.1|DVIR
OG0008746	LOC120773696|XP_039958666.1|BTRY	LOC6630215|XP_002054580.1|DVIR
OG0008747	LOC120776556|XP_039963243.1|BTRY	LOC6624064|XP_032291200.1|DVIR
OG0008748	LOC120767430|XP_039949411.1|BTRY	LOC6627532|XP_002051701.2|DVIR
OG0008749	LOC120773782|XP_039958805.1|BTRY	LOC6629209|XP_002051259.2|DVIR
OG0008750	LOC120768945|XP_039951667.1|BTRY	LOC6634288|XP_002057755.1|DVIR
OG0008752	LOC120782218|XP_039970313.1|BTRY	LOC6629445|XP_002053165.3|DVIR
OG0008753	LOC120766198|XP_039947492.1|BTRY	LOC6623476|XP_002048527.1|DVIR, LOC6622268|XP_002048529.2|DVIR
OG0008754	LOC120780335|XP_039968569.1|BTRY, LOC120774313|XP_039959822.1|BTRY, LOC120766380|XP_039947747.1|BTRY	LOC6635363|XP_002058887.1|DVIR
OG0008755	LOC120776157|XP_039962704.1|BTRY	LOC6629663|XP_002054757.1|DVIR, LOC6629794|XP_032294974.1|DVIR, LOC6629664|XP_002054758.2|DVIR
OG0008756	LOC120766316|XP_039947671.1|BTRY	LOC6634977|XP_002058425.1|DVIR
OG0008757	LOC120766399|XP_039947780.1|BTRY	LOC6630725|XP_032293358.1|DVIR
OG0008758	LOC120767615|XP_039949704.1|BTRY	LOC6629049|XP_002052887.1|DVIR
OG0008759	LOC120769096|XP_039951888.1|BTRY	LOC6628945|XP_032293564.1|DVIR
OG0008760	LOC120768540|XP_039951211.1|BTRY	LOC6628487|XP_002052034.1|DVIR
OG0008761	LOC120768936|XP_039951653.1|BTRY	LOC6627415|XP_002051088.1|DVIR
OG0008762	LOC120768143|XP_039950634.1|BTRY, LOC120768204|XP_039950710.1|BTRY	LOC6624844|XP_002049660.1|DVIR
OG0008763	LOC120767910|XP_039950202.1|BTRY	LOC6628708|XP_032293398.1|DVIR
OG0008764	LOC120769145|XP_039951953.1|BTRY	LOC6634021|XP_002057485.1|DVIR
OG0008765	LOC120771583|XP_039955590.1|BTRY	LOC6625160|XP_002050621.1|DVIR
OG0008766	LOC120772267|XP_039956704.1|BTRY	LOC6628439|XP_002052224.2|DVIR
OG0008767	LOC120772396|XP_039956920.1|BTRY	LOC116651203|XP_032292962.1|DVIR, LOC6625454|XP_002050990.1|DVIR
OG0008768	LOC120771126|XP_039954916.1|BTRY	LOC6625812|XP_002050594.1|DVIR
OG0008769	LOC120771045|XP_039954780.1|BTRY	LOC6624773|XP_002050726.1|DVIR
OG0008770	LOC120772044|XP_039956350.1|BTRY	LOC6625703|XP_002049789.1|DVIR
OG0008771	LOC120772014|XP_039956314.1|BTRY	LOC6625473|XP_002050149.1|DVIR
OG0008772	LOC120771950|XP_039956194.1|BTRY	LOC116651552|XP_032294044.1|DVIR, LOC6636491|XP_002059853.1|DVIR
OG0008773	LOC120772256|XP_039956693.1|BTRY, LOC120772243|XP_039956671.1|BTRY	LOC6625048|XP_002049169.1|DVIR
OG0008774	LOC120770782|XP_039954295.1|BTRY, LOC120772040|XP_039956345.1|BTRY	LOC6626054|XP_002049610.1|DVIR
OG0008775	LOC120770470|XP_039953899.1|BTRY	LOC6627065|XP_015029723.1|DVIR
OG0008776	LOC120770354|XP_039953691.1|BTRY, LOC120781382|XP_039969522.1|BTRY, LOC120781851|XP_039970003.1|BTRY, LOC120781105|XP_039969181.1|BTRY	LOC6626940|XP_002050078.3|DVIR
OG0008777	LOC120770829|XP_039954352.1|BTRY	LOC6627045|XP_002050075.2|DVIR
OG0008778	LOC120772385|XP_039956909.1|BTRY, LOC120772480|XP_039957058.1|BTRY, LOC120772700|XP_039957377.1|BTRY	LOC6625859|XP_002049217.1|DVIR
OG0008779	LOC120773667|XP_039958624.1|BTRY, LOC120773666|XP_039958622.1|BTRY, LOC120773671|XP_039958630.1|BTRY, LOC120773668|XP_039958625.1|BTRY, LOC120773670|XP_039958628.1|BTRY, LOC120773669|XP_039958626.1|BTRY	LOC6636652|XP_002060130.1|DVIR
OG0008780	LOC120775845|XP_039962146.1|BTRY	LOC6634730|XP_002058329.1|DVIR
OG0008781	LOC120775250|XP_039961265.1|BTRY, LOC120774456|XP_039960042.1|BTRY, LOC120774703|XP_039960366.1|BTRY	LOC6633305|XP_002057404.1|DVIR, LOC6633306|XP_002057405.1|DVIR
OG0008782	LOC120776486|XP_039963102.1|BTRY, LOC120776485|XP_039963101.1|BTRY, LOC120776484|XP_039963096.1|BTRY	LOC6623434|XP_015031292.1|DVIR
OG0008783	LOC120778297|XP_039966018.1|BTRY	LOC6625937|XP_002049048.2|DVIR
OG0008784	LOC120777858|XP_039965336.1|BTRY	LOC6624235|XP_002048118.1|DVIR
OG0008805	LOC120775009|XP_039960878.1|BTRY	LOC6631363|XP_032296118.1|DVIR
OG0008806	LOC120773536|XP_039958427.1|BTRY	LOC6636714|XP_002060187.1|DVIR
OG0008807	LOC120773697|XP_039958663.1|BTRY	LOC6636654|XP_032295793.1|DVIR
OG0008808	LOC120773431|XP_039958245.1|BTRY	LOC6634498|XP_002058236.2|DVIR
OG0008809	LOC120766697|XP_039948279.1|BTRY	LOC6630644|XP_002053027.1|DVIR
OG0008811	LOC120779477|XP_039967692.1|BTRY	LOC6633084|XP_002055962.2|DVIR
OG0008813	LOC120782502|XP_039970744.1|BTRY	LOC6629918|XP_032294797.1|DVIR
OG0008819	LOC120771932|XP_039956163.1|BTRY	LOC116651122|XP_032292859.1|DVIR
OG0008820	LOC120769654|XP_039952693.1|BTRY	LOC6627345|XP_002052456.1|DVIR
OG0008821	LOC120774101|XP_039959389.1|BTRY	LOC6634647|XP_002058298.2|DVIR
OG0008823	LOC120775333|XP_039961408.1|BTRY	LOC6634766|XP_032296366.1|DVIR
OG0008824	LOC120773118|XP_039958047.1|BTRY	LOC6626272|XP_002050038.1|DVIR
OG0008825	LOC120779105|XP_039967210.1|BTRY	LOC6622248|XP_002047471.1|DVIR
OG0008829	LOC120773349|XP_039958103.1|BTRY	LOC6633573|XP_002057077.1|DVIR
OG0008830	LOC120775850|XP_039962154.1|BTRY	LOC6635456|XP_032295973.1|DVIR
OG0008831	LOC120774141|XP_039959468.1|BTRY	LOC6633536|XP_002057364.1|DVIR
OG0008832	LOC120774079|XP_039959339.1|BTRY	LOC6633534|XP_002057362.1|DVIR
OG0008833	LOC120774905|XP_039960708.1|BTRY	LOC6632039|XP_032296259.1|DVIR
OG0008834	LOC120768033|XP_039950458.1|BTRY	LOC26530491|XP_032288950.1|DVIR
OG0008838	LOC120768000|XP_039950356.1|BTRY	LOC6628797|XP_002051220.2|DVIR
OG0008839	LOC120772004|XP_039956296.1|BTRY	LOC6626373|XP_002049396.1|DVIR
OG0008840	LOC120779671|XP_039967962.1|BTRY, LOC120771110|XP_039954894.1|BTRY, LOC120769524|XP_039952494.1|BTRY	LOC6628845|XP_032293985.1|DVIR
OG0008841	LOC120778663|XP_039966522.1|BTRY	LOC6636567|XP_032291514.1|DVIR
OG0008842	LOC120773121|XP_039958051.1|BTRY	LOC6636357|XP_002059886.2|DVIR
OG0008843	LOC120778022|XP_039965627.1|BTRY	LOC6623926|XP_002046363.1|DVIR
OG0008845	LOC120768363|XP_039950960.1|BTRY	LOC6627430|XP_002052156.1|DVIR
OG0008847	LOC120779274|XP_039967436.1|BTRY	LOC6629313|XP_032291482.1|DVIR
OG0008848	LOC120770604|XP_039954142.1|BTRY, LOC120770603|XP_039954141.1|BTRY	LOC6624862|XP_002048881.2|DVIR
OG0008849	LOC120774553|XP_039960218.1|BTRY	LOC6633747|XP_015025650.2|DVIR
