Orthogroup	BTRY.longest_only	DSUZ.longest_only
OG0008209	LOC120778237|XP_039965928.1|BTRY	LOC108007071|XP_036670455.1|DSUZ
OG0008210	LOC120772576|XP_039957204.1|BTRY	LOC108012682|XP_016933597.1|DSUZ
OG0008211	LOC120768062|XP_039950517.1|BTRY	LOC108021533|XP_016945787.1|DSUZ
OG0008212	LOC120777873|XP_039965364.1|BTRY	LOC108010657|XP_036672164.1|DSUZ
OG0008213	LOC120774186|XP_039959548.1|BTRY	LOC108016546|XP_036676222.1|DSUZ
OG0008214	LOC120768538|XP_039951209.1|BTRY	LOC108011749|XP_036670947.1|DSUZ
OG0008215	LOC120774375|XP_039959905.1|BTRY	LOC108005128|XP_036677104.1|DSUZ
OG0008216	LOC120778008|XP_039965606.1|BTRY	LOC108011457|XP_016932090.1|DSUZ
OG0008217	LOC120774205|XP_039959583.1|BTRY	LOC108015315|XP_016937184.1|DSUZ
OG0008218	LOC120770328|XP_039953653.1|BTRY	LOC108009101|XP_016928654.1|DSUZ
OG0008219	LOC120773963|XP_039959132.1|BTRY	LOC108015111|XP_016936848.1|DSUZ
OG0008220	LOC120774022|XP_039959244.1|BTRY	LOC108021787|XP_036676889.1|DSUZ
OG0008222	LOC120777239|XP_039964365.1|BTRY	LOC108007698|XP_036671922.1|DSUZ
OG0008223	LOC120779171|XP_039967339.1|BTRY	LOC108011754|XP_016932471.2|DSUZ
OG0008224	LOC120777619|XP_039965002.1|BTRY	LOC108012835|XP_016933789.1|DSUZ
OG0008225	LOC120774877|XP_039960665.1|BTRY	LOC108005443|XP_016924222.1|DSUZ
OG0008226	LOC120774828|XP_039960573.1|BTRY, LOC120779719|XP_039968018.1|BTRY	LOC108015271|XP_016937121.1|DSUZ
OG0008227	LOC120766232|XP_039947544.1|BTRY	LOC108011707|XP_036675470.1|DSUZ
OG0008228	LOC120770755|XP_039954278.1|BTRY	LOC108015444|XP_036675251.1|DSUZ
OG0008229	LOC120782471|XP_039970698.1|BTRY	LOC108012043|XP_016932812.1|DSUZ, LOC118878111|XP_036675423.1|DSUZ
OG0008230	LOC120775905|XP_039962234.1|BTRY	LOC108018635|XP_036673524.1|DSUZ
OG0008231	LOC120769275|XP_039952125.1|BTRY	LOC118878823|XP_036677745.1|DSUZ, LOC118879128|XP_036677999.1|DSUZ, LOC118879559|XP_036678330.1|DSUZ, LOC118879117|XP_036677997.1|DSUZ, LOC118879654|XP_036678442.1|DSUZ, LOC118879522|XP_036678274.1|DSUZ, LOC118878541|XP_036677441.1|DSUZ, LOC108005610|XP_016924409.2|DSUZ, LOC118879011|XP_036677863.1|DSUZ, LOC118878618|XP_036677557.1|DSUZ, LOC118878759|XP_036677652.1|DSUZ, LOC118879501|XP_036678262.1|DSUZ, LOC118879129|XP_036678000.1|DSUZ, LOC108014434|XP_016936042.2|DSUZ, LOC118879116|XP_036677995.1|DSUZ, LOC118879395|XP_036678155.1|DSUZ, LOC118879396|XP_036678157.1|DSUZ, LOC118879115|XP_036677993.1|DSUZ
OG0008232	LOC120776766|XP_039963663.1|BTRY	LOC108013327|XP_016934613.1|DSUZ
OG0008233	LOC120769379|XP_039952281.1|BTRY	LOC108021396|XP_016945584.1|DSUZ
OG0008234	LOC120770367|XP_039953717.1|BTRY, LOC120770368|XP_039953718.1|BTRY	LOC108009963|XP_016930213.1|DSUZ
OG0008235	LOC120773659|XP_039958606.1|BTRY	LOC108019007|XP_016942110.1|DSUZ
OG0008236	LOC120770942|XP_039954586.1|BTRY	LOC108006932|XP_016926024.1|DSUZ
OG0008237	LOC120771193|XP_039955023.1|BTRY	LOC108010147|XP_016930471.1|DSUZ
OG0008238	LOC120776333|XP_039962800.1|BTRY	LOC108012833|XP_016933787.1|DSUZ
OG0008239	LOC120776964|XP_039963991.1|BTRY	LOC108012431|XP_016933284.1|DSUZ
OG0008240	LOC120772732|XP_039957428.1|BTRY	LOC108018168|XP_016941152.1|DSUZ
OG0008243	LOC120772330|XP_039956807.1|BTRY	LOC108008477|XP_016927822.2|DSUZ
OG0008244	LOC120769061|XP_039951850.1|BTRY, LOC120769068|XP_039951862.1|BTRY	LOC108011343|XP_016931943.2|DSUZ
OG0008245	LOC120772852|XP_039957602.1|BTRY, LOC120770797|XP_039954310.1|BTRY, LOC120771477|XP_039955446.1|BTRY	LOC108018785|XP_016941860.1|DSUZ
OG0008246	LOC120772887|XP_039957672.1|BTRY	LOC108008760|XP_016928147.1|DSUZ
OG0008247	LOC120782802|XP_039971213.1|BTRY	LOC108016140|XP_016938241.2|DSUZ, LOC108016149|XP_036675541.1|DSUZ
OG0008248	LOC120782845|XP_039971306.1|BTRY	LOC108016134|XP_016938229.2|DSUZ
OG0008249	LOC120766189|XP_039947478.1|BTRY, LOC120766694|XP_039948273.1|BTRY	LOC108017242|XP_036675605.1|DSUZ
OG0008250	LOC120771474|XP_039955438.1|BTRY	LOC108008567|XP_016927926.1|DSUZ
OG0008251	LOC120772173|XP_039956553.1|BTRY	LOC108017757|XP_016940359.1|DSUZ
OG0008252	LOC120772643|XP_039957301.1|BTRY, LOC120771647|XP_039955694.1|BTRY	LOC108008409|XP_016927744.1|DSUZ
OG0008253	LOC120772568|XP_039957190.1|BTRY	LOC108019587|XP_016942917.1|DSUZ
OG0008254	LOC120776598|XP_039963316.1|BTRY	LOC108013515|XP_016934898.1|DSUZ
OG0008266	LOC120766901|XP_039948586.1|BTRY	LOC108005731|XP_036675019.1|DSUZ
OG0008267	LOC120767001|XP_039948747.1|BTRY	LOC108016115|XP_036675306.1|DSUZ
OG0008268	LOC120774795|XP_039960518.1|BTRY	LOC108019906|XP_016943494.1|DSUZ
OG0008270	LOC120773665|XP_039958616.1|BTRY	LOC108019168|XP_016942415.1|DSUZ
OG0008271	LOC120779151|XP_039967302.1|BTRY	LOC108007104|XP_016926195.2|DSUZ
OG0008272	LOC120774243|XP_039959638.1|BTRY	LOC108019119|XP_016942333.1|DSUZ
OG0008273	LOC120781565|XP_039969738.1|BTRY	LOC108011680|XP_036674459.1|DSUZ
OG0008274	LOC120775352|XP_039961444.1|BTRY	LOC108016702|XP_016938916.1|DSUZ
OG0008276	LOC120774198|XP_039959572.1|BTRY	LOC108019182|XP_016942440.1|DSUZ
OG0008277	LOC120773731|XP_039958721.1|BTRY	LOC108015359|XP_016937260.1|DSUZ
OG0008278	LOC120775960|XP_039962306.1|BTRY	LOC108009244|XP_016928911.1|DSUZ
OG0008279	LOC120774866|XP_039960630.1|BTRY	LOC108006327|XP_016925316.1|DSUZ
OG0008280	LOC120775246|XP_039961260.1|BTRY	LOC108006271|XP_016925209.1|DSUZ
OG0008281	LOC120775441|XP_039961561.1|BTRY	LOC108014999|XP_016936713.1|DSUZ
OG0008282	LOC120775202|XP_039961199.1|BTRY	LOC108005252|XP_016923934.1|DSUZ
OG0008283	LOC120773936|XP_039959080.1|BTRY	LOC108005387|XP_016924137.1|DSUZ
OG0008285	LOC120774924|XP_039960733.1|BTRY	LOC108015423|XP_016937343.1|DSUZ
OG0008286	LOC120775048|XP_039960959.1|BTRY	LOC108005492|XP_016924285.1|DSUZ
OG0008287	LOC120773922|XP_039959052.1|BTRY	LOC108019107|XP_016942316.1|DSUZ
OG0008288	LOC120781345|XP_039969483.1|BTRY	LOC108013837|XP_016935308.2|DSUZ
OG0008289	LOC120782470|XP_039970697.1|BTRY	LOC108017303|XP_036673993.1|DSUZ
OG0008290	LOC120775819|XP_039962107.1|BTRY	LOC108015144|XP_016936903.1|DSUZ
OG0008291	LOC120775997|XP_039962364.1|BTRY	LOC108019125|XP_016942348.1|DSUZ
OG0008292	LOC120775383|XP_039961477.1|BTRY	LOC108016677|XP_036676527.1|DSUZ
OG0008293	LOC120774439|XP_039960014.1|BTRY	LOC108010849|XP_036678259.1|DSUZ, LOC118876759|XP_036675249.1|DSUZ
OG0008294	LOC120782300|XP_039970444.1|BTRY	LOC108017502|XP_016940047.1|DSUZ
OG0008295	LOC120774720|XP_039960404.1|BTRY	LOC108006564|XP_016925585.1|DSUZ
OG0008296	LOC120775090|XP_039961023.1|BTRY	LOC108006323|XP_016925313.1|DSUZ
OG0008297	LOC120775494|XP_039961633.1|BTRY	LOC108019108|XP_016942318.1|DSUZ
OG0008298	LOC120776011|XP_039962388.1|BTRY	LOC108018866|XP_036675739.1|DSUZ
OG0008299	LOC120772417|XP_039956955.1|BTRY	LOC108016155|XP_036675596.1|DSUZ
OG0008300	LOC120774133|XP_039959450.1|BTRY	LOC108015343|XP_036676364.1|DSUZ
OG0008301	LOC120782384|XP_039970561.1|BTRY	LOC108016211|XP_036674564.1|DSUZ
OG0008302	LOC120773846|XP_039958915.1|BTRY	LOC108015001|XP_016936716.1|DSUZ
OG0008303	LOC120775676|XP_039961901.1|BTRY	LOC108013730|XP_036676343.1|DSUZ
OG0008304	LOC120774726|XP_039960411.1|BTRY	LOC108016663|XP_016938863.1|DSUZ
OG0008305	LOC120775155|XP_039961127.1|BTRY	LOC108019218|XP_016942503.1|DSUZ
OG0008306	LOC120774254|XP_039959653.1|BTRY	LOC108018946|XP_016942037.1|DSUZ
OG0008307	LOC120766538|XP_039948050.1|BTRY	LOC108015934|XP_036674461.1|DSUZ
OG0008308	LOC120780329|XP_039968556.1|BTRY	LOC108005044|XP_036673306.1|DSUZ
OG0008309	LOC120775503|XP_039961643.1|BTRY	LOC108008861|XP_016928256.1|DSUZ
OG0008310	LOC120778685|XP_039966555.1|BTRY	LOC108020720|XP_016944578.1|DSUZ
OG0008311	LOC120775649|XP_039961839.1|BTRY	LOC108006555|XP_016925576.1|DSUZ
OG0008312	LOC120766554|XP_039948072.1|BTRY	LOC108014897|XP_036672675.1|DSUZ
OG0008313	LOC120773776|XP_039958794.1|BTRY	LOC108015230|XP_016937063.1|DSUZ
OG0008314	LOC120775685|XP_039961918.1|BTRY	LOC108008332|XP_016927647.1|DSUZ
OG0008315	LOC120775501|XP_039961642.1|BTRY	LOC108012596|XP_016933504.1|DSUZ
OG0008317	LOC120771064|XP_039954807.1|BTRY	LOC108020517|XP_016944342.1|DSUZ
OG0008318	LOC120773871|XP_039958958.1|BTRY	LOC108006277|XP_016925222.1|DSUZ
OG0008320	LOC120774192|XP_039959554.1|BTRY	LOC108006518|XP_036676301.1|DSUZ
OG0008321	LOC120766309|XP_039947659.1|BTRY	LOC108010569|XP_016930938.2|DSUZ
OG0008323	LOC120780494|XP_039968702.1|BTRY	LOC108018318|XP_016941348.1|DSUZ
OG0008324	LOC120774207|XP_039959588.1|BTRY	LOC108011152|XP_016931727.1|DSUZ
OG0008325	LOC120773624|XP_039958562.1|BTRY	LOC108005359|XP_016924093.1|DSUZ
OG0008326	LOC120766601|XP_039948140.1|BTRY	LOC108019987|XP_036673761.1|DSUZ
OG0008327	LOC120770862|XP_039954412.1|BTRY	LOC108009901|XP_016930114.1|DSUZ
OG0008328	LOC120775308|XP_039961377.1|BTRY	LOC108004772|XP_016923308.1|DSUZ
OG0008329	LOC120773374|XP_039958137.1|BTRY	LOC108016680|XP_016938889.1|DSUZ
OG0008330	LOC120771931|XP_039956162.1|BTRY	LOC108008744|XP_016928130.1|DSUZ
OG0008331	LOC120778506|XP_039966269.1|BTRY	LOC108012471|XP_016933352.1|DSUZ
OG0008335	LOC120777884|XP_039965378.1|BTRY	LOC108007111|XP_016926201.1|DSUZ
OG0008337	LOC120781258|XP_039969344.1|BTRY	LOC108009856|XP_016930044.1|DSUZ
OG0008338	LOC120778854|XP_039966816.1|BTRY	LOC108005860|XP_016924727.2|DSUZ
OG0008339	LOC120775390|XP_039961484.1|BTRY	LOC108016530|XP_016938692.2|DSUZ
OG0008340	LOC120772777|XP_039957490.1|BTRY	LOC108009174|XP_016928797.1|DSUZ
OG0008341	LOC120766757|XP_039948365.1|BTRY	LOC108012415|XP_036671539.1|DSUZ
OG0008342	LOC120776417|XP_039962984.1|BTRY	LOC108013149|XP_016934327.1|DSUZ
OG0008343	LOC120766248|XP_039947564.1|BTRY	LOC108018761|XP_036675372.1|DSUZ
OG0008344	LOC120777695|XP_039965103.1|BTRY	LOC108012385|XP_016933230.1|DSUZ
OG0008345	LOC120773380|XP_039958140.1|BTRY, LOC120778311|XP_039966038.1|BTRY	LOC108007149|XP_016926242.1|DSUZ
OG0008347	LOC120769050|XP_039951834.1|BTRY	LOC108013033|XP_016934117.1|DSUZ
OG0008348	LOC120777262|XP_039964395.1|BTRY	LOC108013493|XP_016934865.1|DSUZ
OG0008349	LOC120780632|XP_039968825.1|BTRY	LOC108006151|XP_016925093.2|DSUZ
OG0008350	LOC120774987|XP_039960829.1|BTRY	LOC108015327|XP_016937217.1|DSUZ
OG0008351	LOC120777631|XP_039965018.1|BTRY	LOC108013404|XP_016934747.1|DSUZ
OG0008352	LOC120777213|XP_039964323.1|BTRY	LOC118877250|XP_036670779.1|DSUZ
OG0008353	LOC120778558|XP_039966348.1|BTRY	LOC108013042|XP_016934139.1|DSUZ
OG0008354	LOC120774803|XP_039960531.1|BTRY	LOC108004690|XP_016923187.1|DSUZ
OG0008355	LOC120772934|XP_039957767.1|BTRY	LOC108009785|XP_016929916.1|DSUZ
OG0008356	LOC120779138|XP_039967277.1|BTRY	LOC108011760|XP_016932481.2|DSUZ
OG0008357	LOC120767623|XP_039949717.1|BTRY	LOC108011561|XP_016932218.2|DSUZ
OG0008358	LOC120769755|XP_039952852.1|BTRY	LOC108018843|XP_036678440.1|DSUZ
OG0008359	LOC120772801|XP_039957518.1|BTRY	LOC108008298|XP_036669242.1|DSUZ
OG0008360	LOC120771112|XP_039954895.1|BTRY	LOC108010119|XP_016930434.1|DSUZ
OG0008361	LOC120769574|XP_039952563.1|BTRY	LOC108021020|XP_016944989.1|DSUZ
OG0008362	LOC120767768|XP_039949940.1|BTRY	LOC108016922|XP_016939338.1|DSUZ
OG0008363	LOC120771752|XP_039955864.1|BTRY	LOC108009491|XP_016929371.1|DSUZ
OG0008364	LOC120778721|XP_039966617.1|BTRY	LOC108015709|XP_036670419.1|DSUZ
OG0008365	LOC120770023|XP_039953054.1|BTRY	LOC108019836|XP_016943353.1|DSUZ
OG0008366	LOC120769810|XP_039952951.1|BTRY	LOC118877782|XP_036673739.1|DSUZ
OG0008367	LOC120773427|XP_039958242.1|BTRY	LOC108015057|XP_016936786.1|DSUZ
OG0008369	LOC120774064|XP_039959303.1|BTRY	LOC108004762|XP_016923289.1|DSUZ
OG0008370	LOC120780281|XP_039968479.1|BTRY	LOC108005047|XP_016923675.2|DSUZ
OG0008371	LOC120766762|XP_039948370.1|BTRY	LOC108012113|XP_016932885.1|DSUZ
OG0008372	LOC120771880|XP_039956073.1|BTRY	LOC108005993|XP_016924924.1|DSUZ
OG0008374	LOC120768407|XP_039951021.1|BTRY	LOC108010876|XP_016931351.1|DSUZ
OG0008376	LOC120768439|XP_039951059.1|BTRY	LOC108017003|XP_016939447.1|DSUZ
OG0008377	LOC120781082|XP_039969161.1|BTRY	LOC108019127|XP_016942362.1|DSUZ
OG0008379	LOC120768985|XP_039951743.1|BTRY	LOC108005473|XP_016924265.1|DSUZ
OG0008380	LOC120781456|XP_039969605.1|BTRY	LOC108005097|XP_016923764.1|DSUZ
OG0008381	LOC120768347|XP_039950934.1|BTRY	LOC108021525|XP_016945774.1|DSUZ
OG0008383	LOC120768558|XP_039951236.1|BTRY	LOC108013083|XP_016934201.1|DSUZ
OG0008384	LOC120768052|XP_039950502.1|BTRY	LOC108020970|XP_016944906.1|DSUZ
OG0008386	LOC120774225|XP_039959617.1|BTRY	LOC108005484|XP_016924276.1|DSUZ
OG0008387	LOC120768774|XP_039951491.1|BTRY	LOC108015452|XP_036675330.1|DSUZ
OG0008388	LOC120769464|XP_039952410.1|BTRY	LOC108005081|XP_016923741.1|DSUZ
OG0008389	LOC120767584|XP_039949665.1|BTRY	LOC108011168|XP_036668600.1|DSUZ
OG0008390	LOC120768196|XP_039950701.1|BTRY	LOC108021031|XP_016945008.1|DSUZ
OG0008391	LOC120768604|XP_039951300.1|BTRY	LOC108021573|XP_016945848.1|DSUZ
OG0008392	LOC120777546|XP_039964869.1|BTRY	LOC108006221|XP_016925149.2|DSUZ
OG0008393	LOC120779173|XP_039967342.1|BTRY	LOC108005853|XP_016924710.1|DSUZ
OG0008395	LOC120774521|XP_039960150.1|BTRY	LOC108015339|XP_016937234.1|DSUZ
OG0008396	LOC120773921|XP_039959050.1|BTRY	LOC108019060|XP_016942181.1|DSUZ
OG0008397	LOC120774738|XP_039960425.1|BTRY	LOC108021831|XP_016946125.2|DSUZ
OG0008398	LOC120775721|XP_039961966.1|BTRY	LOC108004559|XP_016922983.1|DSUZ
OG0008399	LOC120776124|XP_039962586.1|BTRY	LOC108014932|XP_036676761.1|DSUZ
OG0008400	LOC120777694|XP_039965102.1|BTRY	LOC108013520|XP_016934904.1|DSUZ
OG0008401	LOC120768010|XP_039950371.1|BTRY	LOC108014227|XP_016935754.1|DSUZ
OG0008402	LOC120767048|XP_039948837.1|BTRY	LOC108018718|XP_016941778.1|DSUZ
OG0008403	LOC120774895|XP_039960696.1|BTRY	LOC108004603|XP_016923031.1|DSUZ
OG0008404	LOC120770235|XP_039953461.1|BTRY	LOC108016286|XP_016938408.2|DSUZ
OG0008405	LOC120774467|XP_039960057.1|BTRY	LOC108005216|XP_016923894.1|DSUZ
OG0008406	LOC120775946|XP_039962290.1|BTRY	LOC108005201|XP_016923877.1|DSUZ
OG0008407	LOC120781996|XP_039970098.1|BTRY	LOC108014724|XP_016936383.2|DSUZ
OG0008408	LOC120773355|XP_039958110.1|BTRY	LOC108015205|XP_016937020.1|DSUZ
OG0008410	LOC120780114|XP_039968333.1|BTRY	LOC108010626|XP_036674448.1|DSUZ
OG0008412	LOC120774769|XP_039960465.1|BTRY	LOC108005411|XP_016924160.1|DSUZ
OG0008414	LOC120773629|XP_039958568.1|BTRY	LOC108016594|XP_016938770.1|DSUZ
OG0008415	LOC120774138|XP_039959458.1|BTRY	LOC108004674|XP_016923145.1|DSUZ
OG0008416	LOC120774067|XP_039959307.1|BTRY	LOC108011203|XP_016931786.2|DSUZ
OG0008417	LOC120775110|XP_039961061.1|BTRY	LOC108016979|XP_016939412.1|DSUZ
OG0008418	LOC120774366|XP_039959895.1|BTRY	LOC108016889|XP_016939282.1|DSUZ
OG0008419	LOC120775883|XP_039962193.1|BTRY	LOC108015139|XP_016936895.2|DSUZ
OG0008420	LOC120775813|XP_039962099.1|BTRY	LOC108005503|XP_016924298.1|DSUZ
OG0008421	LOC120774401|XP_039959954.1|BTRY	LOC108006330|XP_036676370.1|DSUZ
OG0008422	LOC120773370|XP_039958131.1|BTRY	LOC108016975|XP_016939406.1|DSUZ
OG0008424	LOC120774878|XP_039960666.1|BTRY	LOC108005437|XP_016924212.1|DSUZ
OG0008425	LOC120772771|XP_039957483.1|BTRY	LOC108004940|XP_036673808.1|DSUZ
OG0008426	LOC120770184|XP_039953343.1|BTRY	LOC108009657|XP_016929665.1|DSUZ
OG0008427	LOC120773352|XP_039958106.1|BTRY	LOC108014979|XP_036676426.1|DSUZ
OG0008428	LOC120782166|XP_039970235.1|BTRY	LOC108015424|XP_016937347.1|DSUZ
OG0008429	LOC120781385|XP_039969528.1|BTRY	LOC108018548|XP_016941590.2|DSUZ
OG0008430	LOC120773356|XP_039958114.1|BTRY	LOC108016637|XP_016938823.1|DSUZ
OG0008431	LOC120772820|XP_039957550.1|BTRY	LOC118877277|XP_036671092.1|DSUZ
OG0008432	LOC120766847|XP_039948500.1|BTRY	LOC108013866|XP_036673204.1|DSUZ
OG0008433	LOC120776741|XP_039963610.1|BTRY	LOC108013334|XP_016934623.1|DSUZ
OG0008434	LOC120774296|XP_039959752.1|BTRY	LOC108008040|XP_016927313.2|DSUZ
OG0008436	LOC120771866|XP_039956049.1|BTRY	LOC108008418|XP_016927753.1|DSUZ
OG0008438	LOC120782808|XP_039971220.1|BTRY	LOC108007979|XP_036673042.1|DSUZ
OG0008439	LOC120772811|XP_039957535.1|BTRY	LOC108009273|XP_016928977.1|DSUZ
OG0008441	LOC120776748|XP_039963635.1|BTRY	LOC108007708|XP_016926944.1|DSUZ
OG0008442	LOC120772418|XP_039956956.1|BTRY	LOC108018229|XP_016941237.1|DSUZ
OG0008443	LOC120779040|XP_039967097.1|BTRY	LOC108011357|XP_036671060.1|DSUZ
OG0008444	LOC120776625|XP_039963361.1|BTRY	LOC108015540|XP_016937507.2|DSUZ
OG0008445	LOC120774737|XP_039960424.1|BTRY	LOC108016625|XP_016938809.1|DSUZ
OG0008446	LOC120775595|XP_039961767.1|BTRY	LOC108005373|XP_036676963.1|DSUZ
OG0008447	LOC120775114|XP_039961066.1|BTRY	LOC108005480|XP_016924270.1|DSUZ
OG0008448	LOC120774914|XP_039960721.1|BTRY	LOC108005304|XP_036675787.1|DSUZ
OG0008450	LOC120773690|XP_039958657.1|BTRY	LOC108004843|XP_016923413.1|DSUZ
OG0008451	LOC120766163|XP_039947443.1|BTRY	LOC108015959|XP_016938030.1|DSUZ
OG0008452	LOC120775897|XP_039962221.1|BTRY	LOC108021292|XP_016945428.1|DSUZ
OG0008453	LOC120771056|XP_039954796.1|BTRY	LOC108019606|XP_016942973.1|DSUZ
OG0008454	LOC120774140|XP_039959465.1|BTRY	LOC108016536|XP_036676488.1|DSUZ
OG0008455	LOC120777347|XP_039964531.1|BTRY	LOC108020031|XP_016943605.1|DSUZ
OG0008456	LOC120776392|XP_039962946.1|BTRY	LOC108014711|XP_036675310.1|DSUZ
OG0008457	LOC120769845|XP_039952966.1|BTRY	LOC108016435|XP_016938574.2|DSUZ
OG0008459	LOC120775010|XP_039960885.1|BTRY	LOC108019205|XP_016942486.1|DSUZ
OG0008460	LOC120769675|XP_039952729.1|BTRY	LOC108021643|XP_016945946.1|DSUZ
OG0008461	LOC120769685|XP_039952741.1|BTRY	LOC108019968|XP_016943544.2|DSUZ
OG0008462	LOC120767194|XP_039948927.1|BTRY	LOC108021357|XP_016945530.2|DSUZ
OG0008463	LOC120769533|XP_039952507.1|BTRY	LOC108014175|XP_016935702.1|DSUZ
OG0008464	LOC120770370|XP_039953719.1|BTRY, LOC120770371|XP_039953721.1|BTRY	LOC108009962|XP_016930212.1|DSUZ
OG0008465	LOC120770011|XP_039953038.1|BTRY	LOC108009703|XP_016929749.1|DSUZ
OG0008466	LOC120771976|XP_039956266.1|BTRY	LOC108009485|XP_016929367.1|DSUZ
OG0008467	LOC120781226|XP_039969293.1|BTRY	LOC108019615|XP_016942983.1|DSUZ
OG0008468	LOC120769413|XP_039952326.1|BTRY	LOC108013298|XP_016934579.1|DSUZ
OG0008469	LOC120772475|XP_039957049.1|BTRY	LOC108010437|XP_016930786.1|DSUZ
OG0008470	LOC120773054|XP_039957922.1|BTRY	LOC108009269|XP_016928967.1|DSUZ
OG0008472	LOC120780715|XP_039968910.1|BTRY, LOC120770412|XP_039953781.1|BTRY	LOC108009332|XP_016929097.1|DSUZ
OG0008473	LOC120773868|XP_039958956.1|BTRY	LOC108006290|XP_016925239.1|DSUZ
OG0008474	LOC120780753|XP_039968943.1|BTRY	LOC108004950|XP_016923542.2|DSUZ
OG0008475	LOC120769655|XP_039952694.1|BTRY, LOC120769624|XP_039952663.1|BTRY	LOC108017089|XP_036674068.1|DSUZ
OG0008476	LOC120771421|XP_039955343.1|BTRY	LOC108004881|XP_016923454.2|DSUZ
OG0008477	LOC120770227|XP_039953442.1|BTRY	LOC108019922|XP_016943519.1|DSUZ
OG0008478	LOC120780741|XP_039968935.1|BTRY	LOC108005012|XP_036673305.1|DSUZ
OG0008479	LOC120772132|XP_039956482.1|BTRY	LOC108008398|XP_016927732.1|DSUZ
OG0008480	LOC120776787|XP_039963707.1|BTRY	LOC108007529|XP_036670696.1|DSUZ
OG0008481	LOC120778734|XP_039966633.1|BTRY	LOC108015151|XP_016936916.1|DSUZ
OG0008482	LOC120776366|XP_039962878.1|BTRY	LOC108013392|XP_016934730.1|DSUZ
OG0008483	LOC120775156|XP_039961128.1|BTRY	LOC108019599|XP_016942934.1|DSUZ
OG0008484	LOC120773717|XP_039958703.1|BTRY	LOC108004901|XP_016923474.2|DSUZ
OG0008485	LOC120781463|XP_039969617.1|BTRY	LOC108013876|XP_036678162.1|DSUZ, LOC108017091|XP_016939538.2|DSUZ, LOC108012208|XP_016932993.1|DSUZ
OG0008486	LOC120779464|XP_039967659.1|BTRY	LOC108020378|XP_016944116.1|DSUZ
OG0008487	LOC120775690|XP_039961934.1|BTRY	LOC108019137|XP_016942370.1|DSUZ
OG0008488	LOC120766416|XP_039947803.1|BTRY	LOC108017192|XP_036672883.1|DSUZ
OG0008489	LOC120766703|XP_039948284.1|BTRY	LOC108011289|XP_016931886.1|DSUZ
OG0008490	LOC120780601|XP_039968793.1|BTRY	LOC108007897|XP_016927155.2|DSUZ
OG0008491	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY	LOC108020556|XP_036673104.1|DSUZ
OG0008493	LOC120768344|XP_039950932.1|BTRY, LOC120769704|XP_039952770.1|BTRY, LOC120768544|XP_039951220.1|BTRY	LOC108021481|XP_016945712.1|DSUZ
OG0008494	LOC120771704|XP_039955773.1|BTRY, LOC120773086|XP_039957984.1|BTRY	LOC108008748|XP_016928135.1|DSUZ
OG0008495	LOC120770718|XP_039954232.1|BTRY, LOC120772904|XP_039957726.1|BTRY	LOC108008162|XP_036668967.1|DSUZ
OG0008496	LOC120770010|XP_039953037.1|BTRY	LOC108009702|XP_016929748.1|DSUZ
OG0008497	LOC120770435|XP_039953837.1|BTRY	LOC108010297|XP_016930660.1|DSUZ
OG0008498	LOC120771688|XP_039955754.1|BTRY	LOC108008346|XP_016927662.1|DSUZ
OG0008499	LOC120771671|XP_039955720.1|BTRY	LOC108018773|XP_016941844.1|DSUZ
OG0008500	LOC120770288|XP_039953559.1|BTRY	LOC108018003|XP_016940843.1|DSUZ
OG0008501	LOC120776570|XP_039963266.1|BTRY, LOC120776569|XP_039963265.1|BTRY	LOC108004802|XP_016923343.2|DSUZ
OG0008502	LOC120774983|XP_039960823.1|BTRY, LOC120774982|XP_039960820.1|BTRY	LOC108015379|XP_036676125.1|DSUZ
OG0008503	LOC120773528|XP_039958418.1|BTRY	LOC108005368|XP_016924116.1|DSUZ
OG0008504	LOC120776383|XP_039962928.1|BTRY, LOC120776382|XP_039962927.1|BTRY	LOC108012949|XP_016933977.1|DSUZ
OG0008505	LOC120776515|XP_039963168.1|BTRY	LOC108013180|XP_016934370.1|DSUZ
OG0008506	LOC120777188|XP_039964290.1|BTRY, LOC120777149|XP_039964228.1|BTRY, LOC120777189|XP_039964291.1|BTRY, LOC120777190|XP_039964292.1|BTRY	LOC108013507|XP_016934883.1|DSUZ
OG0008527	LOC120775571|XP_039961736.1|BTRY	LOC108010408|XP_036676037.1|DSUZ
OG0008528	LOC120777314|XP_039964487.1|BTRY	LOC108012935|XP_016933960.1|DSUZ
OG0008529	LOC120774433|XP_039960005.1|BTRY	LOC108016590|XP_016938765.1|DSUZ
OG0008530	LOC120775518|XP_039961665.1|BTRY	LOC108013735|XP_016935173.1|DSUZ
OG0008531	LOC120775289|XP_039961337.1|BTRY	LOC108016793|XP_016939049.1|DSUZ
OG0008532	LOC120774289|XP_039959728.1|BTRY	LOC108005507|XP_016924303.1|DSUZ
OG0008534	LOC120776165|XP_039962705.1|BTRY	LOC118878260|XP_036676035.1|DSUZ, LOC118878261|XP_036676036.1|DSUZ, LOC118878370|XP_036677008.1|DSUZ, LOC108010455|XP_016930810.2|DSUZ
