Orthogroup	BTRY.longest_only	DSER.longest_only
OG0007902	LOC120775104|XP_039961050.1|BTRY	LOC110181495|XP_020804921.1|DSER
OG0007903	LOC120776678|XP_039963486.1|BTRY	LOC110190812|XP_020817121.1|DSER
OG0007904	LOC120776717|XP_039963549.1|BTRY	LOC110189960|XP_020815907.1|DSER
OG0007906	LOC120778969|XP_039966979.1|BTRY	LOC110176174|XP_020798074.1|DSER
OG0007907	LOC120777587|XP_039964935.1|BTRY	LOC110189104|XP_020814740.1|DSER
OG0007908	LOC120777588|XP_039964936.1|BTRY	LOC110189105|XP_020814741.1|DSER
OG0007909	LOC120773345|XP_039958099.1|BTRY	LOC110181757|XP_020805279.1|DSER
OG0007910	LOC120777816|XP_039965288.1|BTRY	LOC110185287|XP_020809695.1|DSER
OG0007911	LOC120776349|XP_039962838.1|BTRY	LOC110185171|XP_020809547.1|DSER
OG0007912	LOC120776351|XP_039962840.1|BTRY	LOC110177577|XP_020800015.1|DSER
OG0007913	LOC120776353|XP_039962842.1|BTRY	LOC110185172|XP_020809549.1|DSER
OG0007914	LOC120778166|XP_039965833.1|BTRY	LOC110179004|XP_020801997.1|DSER
OG0007915	LOC120778291|XP_039966010.1|BTRY	LOC110183576|XP_020807547.1|DSER
OG0007916	LOC120767628|XP_039949722.1|BTRY	LOC110183090|XP_020806942.1|DSER
OG0007917	LOC120781244|XP_039969318.1|BTRY	LOC110176962|XP_020799127.1|DSER
OG0007918	LOC120770351|XP_039953688.1|BTRY	LOC110189610|XP_020815406.1|DSER
OG0007919	LOC120770905|XP_039954515.1|BTRY	LOC110177049|XP_020799224.1|DSER
OG0007920	LOC120771935|XP_039956166.1|BTRY	LOC110189520|XP_020815305.1|DSER
OG0007921	LOC120772686|XP_039957358.1|BTRY	LOC110179347|XP_020802517.1|DSER
OG0007922	LOC120780134|XP_039968355.1|BTRY	LOC110176627|XP_020798711.1|DSER
OG0007923	LOC120774867|XP_039960631.1|BTRY	LOC110181520|XP_020804952.1|DSER
OG0007924	LOC120770873|XP_039954434.1|BTRY	LOC110179259|XP_020802376.1|DSER
OG0007926	LOC120771114|XP_039954897.1|BTRY	LOC110178523|XP_020801336.1|DSER
OG0007927	LOC120769153|XP_039951967.1|BTRY	LOC110185671|XP_020810291.1|DSER
OG0007928	LOC120769302|XP_039952163.1|BTRY	LOC110183886|XP_020807890.1|DSER
OG0007929	LOC120768858|XP_039951547.1|BTRY	LOC110185911|XP_020810583.1|DSER
OG0007930	LOC120772363|XP_039956862.1|BTRY	LOC110180240|XP_020803556.1|DSER
OG0007931	LOC120767557|XP_039949622.1|BTRY	LOC110185623|XP_020810233.1|DSER
OG0007932	LOC120773367|XP_039958127.1|BTRY	LOC110184585|XP_020808830.1|DSER
OG0007934	LOC120782143|XP_039970215.1|BTRY	LOC110190863|XP_020817171.1|DSER
OG0007935	LOC120767309|XP_039949166.1|BTRY	LOC110185557|XP_020810133.1|DSER
OG0007936	LOC120781550|XP_039969717.1|BTRY	LOC110183363|XP_020807284.1|DSER
OG0007937	LOC120769511|XP_039952482.1|BTRY	LOC110176970|XP_020799136.1|DSER
OG0007938	LOC120768229|XP_039950748.1|BTRY	LOC110183427|XP_020807368.1|DSER
OG0007939	LOC120767849|XP_039950082.1|BTRY	LOC110187559|XP_020812607.1|DSER
OG0007940	LOC120767376|XP_039949288.1|BTRY	LOC110187603|XP_020812654.1|DSER
OG0007941	LOC120771062|XP_039954803.1|BTRY	LOC110177722|XP_020800265.1|DSER
OG0007942	LOC120775154|XP_039961125.1|BTRY	LOC110179576|XP_020802825.1|DSER
OG0007943	LOC120769629|XP_039952668.1|BTRY	LOC110185894|XP_020810564.1|DSER
OG0007944	LOC120776348|XP_039962837.1|BTRY	LOC110177575|XP_020800012.1|DSER
OG0007945	LOC120769779|XP_039952894.1|BTRY	LOC110183304|XP_020807202.1|DSER
OG0007946	LOC120769129|XP_039951929.1|BTRY	LOC110191489|XP_020818013.1|DSER
OG0007947	LOC120769048|XP_039951832.1|BTRY	LOC110185685|XP_020810311.1|DSER
OG0007948	LOC120768907|XP_039951604.1|BTRY	LOC110185949|XP_020810625.1|DSER
OG0007949	LOC120775251|XP_039961266.1|BTRY	LOC110183525|XP_020807477.1|DSER
OG0007950	LOC120768183|XP_039950685.1|BTRY	LOC110187283|XP_020812331.1|DSER
OG0007951	LOC120768435|XP_039951051.1|BTRY	LOC110182368|XP_020806068.1|DSER
OG0007952	LOC120767464|XP_039949486.1|BTRY	LOC110179170|XP_020802228.1|DSER
OG0007953	LOC120769503|XP_039952469.1|BTRY	LOC110185878|XP_020810549.1|DSER, LOC110183439|XP_020807381.1|DSER
OG0007954	LOC120769375|XP_039952276.1|BTRY	LOC110185965|XP_020810642.1|DSER
OG0007955	LOC120767547|XP_039949597.1|BTRY	LOC110183205|XP_020807077.1|DSER
OG0007956	LOC120767264|XP_039949069.1|BTRY	LOC110181323|XP_020804700.1|DSER
OG0007958	LOC120775891|XP_039962215.1|BTRY	LOC110180627|XP_020803972.1|DSER
OG0007959	LOC120769703|XP_039952768.1|BTRY	LOC110178193|XP_020800886.1|DSER
OG0007960	LOC120775954|XP_039962299.1|BTRY	LOC110183314|XP_020807217.1|DSER
OG0007961	LOC120775158|XP_039961135.1|BTRY	LOC110191943|XP_020818622.1|DSER
OG0007962	LOC120773788|XP_039958814.1|BTRY	LOC110179510|XP_020802746.1|DSER
OG0007963	LOC120768250|XP_039950776.1|BTRY	LOC110185608|XP_020810212.1|DSER
OG0007964	LOC120768410|XP_039951026.1|BTRY	LOC110181463|XP_020804870.1|DSER
OG0007965	LOC120767746|XP_039949892.1|BTRY	LOC110185613|XP_020810219.1|DSER
OG0007966	LOC120768614|XP_039951316.1|BTRY	LOC110181153|XP_020804486.1|DSER
OG0007968	LOC120769570|XP_039952559.1|BTRY	LOC110179929|XP_020803186.1|DSER
OG0007970	LOC120772867|XP_039957635.1|BTRY	LOC110177700|XP_020800188.1|DSER
OG0007971	LOC120773541|XP_039958432.1|BTRY	LOC110182018|XP_020805608.1|DSER
OG0007972	LOC120772058|XP_039956375.1|BTRY	LOC110178329|XP_020801098.1|DSER
OG0007973	LOC120769146|XP_039951954.1|BTRY	LOC110183962|XP_020807977.1|DSER
OG0007974	LOC120774010|XP_039959223.1|BTRY	LOC110183521|XP_020807468.1|DSER
OG0007975	LOC120782500|XP_039970741.1|BTRY	LOC110188037|XP_020813239.1|DSER
OG0007976	LOC120773899|XP_039959008.1|BTRY	LOC110181500|XP_020804929.1|DSER
OG0007977	LOC120767945|XP_039950262.1|BTRY	LOC110176844|XP_020798964.1|DSER
OG0007978	LOC120769316|XP_039952197.1|BTRY	LOC110182317|XP_020806006.1|DSER
OG0007979	LOC120767254|XP_039949050.1|BTRY	LOC110185842|XP_020810509.1|DSER
OG0007980	LOC120768556|XP_039951234.1|BTRY	LOC110176840|XP_020798955.1|DSER
OG0007981	LOC120774033|XP_039959267.1|BTRY	LOC110187094|XP_020812158.1|DSER
OG0007983	LOC120781669|XP_039969826.1|BTRY	LOC110178153|XP_020800841.1|DSER
OG0007984	LOC120767822|XP_039950040.1|BTRY	LOC110185673|XP_020810295.1|DSER
OG0007985	LOC120768006|XP_039950365.1|BTRY	LOC110188775|XP_020814275.1|DSER
OG0007986	LOC120769782|XP_039952900.1|BTRY	LOC110184829|XP_020809133.1|DSER
OG0007987	LOC120769407|XP_039952319.1|BTRY	LOC110182321|XP_020806010.1|DSER
OG0007990	LOC120781481|XP_039969634.1|BTRY	LOC110183313|XP_020807216.1|DSER
OG0007991	LOC120769187|XP_039952011.1|BTRY	LOC110178211|XP_020800910.1|DSER
OG0007992	LOC120769445|XP_039952367.1|BTRY	LOC110183877|XP_020807889.1|DSER
OG0007993	LOC120768050|XP_039950503.1|BTRY	LOC110186783|XP_020811715.1|DSER
OG0007994	LOC120769080|XP_039951873.1|BTRY	LOC110183215|XP_020807089.1|DSER
OG0007996	LOC120773837|XP_039958896.1|BTRY	LOC110181947|XP_020805542.1|DSER
OG0007997	LOC120769085|XP_039951879.1|BTRY	LOC110185207|XP_020809591.1|DSER
OG0007998	LOC120767245|XP_039949026.1|BTRY	LOC110176890|XP_020799034.1|DSER
OG0007999	LOC120780489|XP_039968697.1|BTRY	LOC110183430|XP_020807370.1|DSER
OG0008000	LOC120767833|XP_039950054.1|BTRY	LOC110183404|XP_020807338.1|DSER
OG0008001	LOC120768956|XP_039951680.1|BTRY	LOC110183916|XP_020807919.1|DSER
OG0008002	LOC120767606|XP_039949689.1|BTRY	LOC110187564|XP_020812612.1|DSER
OG0008003	LOC120767956|XP_039950277.1|BTRY	LOC110183924|XP_020807945.1|DSER
OG0008004	LOC120776110|XP_039962536.1|BTRY	LOC110183502|XP_020807447.1|DSER
OG0008005	LOC120773381|XP_039958143.1|BTRY	LOC110182119|XP_020805787.1|DSER
OG0008006	LOC120774151|XP_039959493.1|BTRY	LOC110191978|XP_020818663.1|DSER
OG0008007	LOC120775523|XP_039961673.1|BTRY	LOC110181755|XP_020805277.1|DSER
OG0008008	LOC120776825|XP_039963779.1|BTRY	LOC110185212|XP_020809601.1|DSER
OG0008009	LOC120775575|XP_039961741.1|BTRY	LOC110181687|XP_020805188.1|DSER
OG0008010	LOC120774538|XP_039960196.1|BTRY	LOC110184248|XP_020808364.1|DSER
OG0008012	LOC120770069|XP_039953127.1|BTRY	LOC110189314|XP_020815014.1|DSER
OG0008013	LOC120772661|XP_039957327.1|BTRY	LOC110191709|XP_020818286.1|DSER
OG0008014	LOC120782579|XP_039970864.1|BTRY	LOC110187711|XP_020812805.1|DSER
OG0008015	LOC120776807|XP_039963741.1|BTRY	LOC110190243|XP_020816266.1|DSER
OG0008016	LOC120776810|XP_039963743.1|BTRY	LOC110190246|XP_020816268.1|DSER
OG0008017	LOC120774195|XP_039959564.1|BTRY	LOC110181568|XP_020805017.1|DSER
OG0008018	LOC120776088|XP_039962500.1|BTRY	LOC110182486|XP_020806193.1|DSER
OG0008019	LOC120774146|XP_039959479.1|BTRY	LOC110176022|XP_020797892.1|DSER
OG0008021	LOC120773991|XP_039959189.1|BTRY	LOC110184348|XP_020808503.1|DSER
OG0008022	LOC120782488|XP_039970723.1|BTRY	LOC110186759|XP_020811680.1|DSER
OG0008023	LOC120774045|XP_039959279.1|BTRY	LOC110179517|XP_020802753.1|DSER
OG0008024	LOC120774046|XP_039959281.1|BTRY	LOC110179529|XP_020802768.1|DSER
OG0008025	LOC120775521|XP_039961669.1|BTRY	LOC110182455|XP_020806148.1|DSER
OG0008026	LOC120774897|XP_039960699.1|BTRY	LOC110181822|XP_020805379.1|DSER
OG0008027	LOC120776125|XP_039962587.1|BTRY	LOC110184313|XP_020808460.1|DSER
OG0008028	LOC120766615|XP_039948160.1|BTRY	LOC110188116|XP_020813349.1|DSER
OG0008029	LOC120776482|XP_039963095.1|BTRY	LOC110186139|XP_020810848.1|DSER
OG0008031	LOC120769676|XP_039952731.1|BTRY	LOC110185731|XP_020810375.1|DSER
OG0008032	LOC120776336|XP_039962812.1|BTRY	LOC110186996|XP_020812015.1|DSER
OG0008033	LOC120782756|XP_039971141.1|BTRY	LOC110186512|XP_020811368.1|DSER
OG0008034	LOC120775302|XP_039961358.1|BTRY	LOC110176576|XP_020798647.1|DSER
OG0008035	LOC120775648|XP_039961837.1|BTRY	LOC110176114|XP_020798010.1|DSER
OG0008036	LOC120782271|XP_039970396.1|BTRY	LOC110186432|XP_020811274.1|DSER
OG0008037	LOC120770974|XP_039954647.1|BTRY	LOC110186787|XP_020811724.1|DSER
OG0008038	LOC120775656|XP_039961853.1|BTRY	LOC110180541|XP_020803890.1|DSER
OG0008039	LOC120781052|XP_039969148.1|BTRY	LOC110177258|XP_020799568.1|DSER
OG0008040	LOC120778585|XP_039966389.1|BTRY	LOC110186260|XP_020811026.1|DSER
OG0008041	LOC120775987|XP_039962351.1|BTRY	LOC110181865|XP_020805444.1|DSER
OG0008042	LOC120766824|XP_039948470.1|BTRY	LOC110190441|XP_020816592.1|DSER
OG0008043	LOC120775576|XP_039961742.1|BTRY	LOC110183260|XP_020807145.1|DSER
OG0008044	LOC120775331|XP_039961407.1|BTRY	LOC110182592|XP_020806305.1|DSER
OG0008045	LOC120775590|XP_039961760.1|BTRY	LOC110175944|XP_020797789.1|DSER
OG0008046	LOC120776074|XP_039962481.1|BTRY	LOC110177115|XP_020799319.1|DSER
OG0008047	LOC120770254|XP_039953496.1|BTRY	LOC110190866|XP_020817175.1|DSER
OG0008048	LOC120776027|XP_039962409.1|BTRY	LOC110177236|XP_020799530.1|DSER
OG0008049	LOC120774309|XP_039959778.1|BTRY	LOC110190865|XP_020817173.1|DSER
OG0008050	LOC120768588|XP_039951285.1|BTRY	LOC110186596|XP_020811483.1|DSER
OG0008051	LOC120779289|XP_039967440.1|BTRY	LOC110186606|XP_020811497.1|DSER
OG0008052	LOC120769980|XP_039952993.1|BTRY	LOC110191745|XP_020818340.1|DSER
OG0008053	LOC120781475|XP_039969630.1|BTRY	LOC110179903|XP_020803159.1|DSER
OG0008054	LOC120775068|XP_039960988.1|BTRY	LOC110183504|XP_020807449.1|DSER
OG0008055	LOC120775191|XP_039961180.1|BTRY	LOC110181748|XP_020805267.1|DSER
OG0008056	LOC120775276|XP_039961306.1|BTRY	LOC110182450|XP_020806143.1|DSER
OG0008057	LOC120781266|XP_039969380.1|BTRY	LOC110187768|XP_020812888.1|DSER
OG0008058	LOC120775136|XP_039961101.1|BTRY	LOC110176411|XP_020798409.1|DSER
OG0008059	LOC120782407|XP_039970587.1|BTRY	LOC110177121|XP_020799327.1|DSER
OG0008060	LOC120782682|XP_039971007.1|BTRY	LOC110189938|XP_020815886.1|DSER
OG0008061	LOC120775243|XP_039961256.1|BTRY	LOC110184334|XP_020808489.1|DSER
OG0008062	LOC120775578|XP_039961749.1|BTRY	LOC110187019|XP_020812043.1|DSER
OG0008063	LOC120766825|XP_039948471.1|BTRY	LOC110190443|XP_020816605.1|DSER
OG0008064	LOC120773504|XP_039958390.1|BTRY	LOC110179476|XP_020802708.1|DSER
OG0008065	LOC120774838|XP_039960589.1|BTRY	LOC110187098|XP_020812161.1|DSER
OG0008066	LOC120781960|XP_039970063.1|BTRY	LOC110180374|XP_020803700.1|DSER
OG0008067	LOC120773716|XP_039958699.1|BTRY	LOC110181835|XP_020805398.1|DSER
OG0008068	LOC120774511|XP_039960137.1|BTRY	LOC110181829|XP_020805392.1|DSER
OG0008069	LOC120767330|XP_039949211.1|BTRY	LOC110191714|XP_020818290.1|DSER
OG0008070	LOC120776037|XP_039962419.1|BTRY	LOC110177238|XP_020799531.1|DSER
OG0008072	LOC120775286|XP_039961333.1|BTRY	LOC110180117|XP_020803415.1|DSER
OG0008073	LOC120774068|XP_039959308.1|BTRY	LOC110176020|XP_020797890.1|DSER
OG0008074	LOC120774056|XP_039959295.1|BTRY, LOC120780280|XP_039968478.1|BTRY	LOC110175916|XP_020797751.1|DSER
OG0008075	LOC120770742|XP_039954264.1|BTRY	LOC110177819|XP_020800368.1|DSER
OG0008076	LOC120774123|XP_039959426.1|BTRY	LOC110180205|XP_020803521.1|DSER
OG0008077	LOC120774418|XP_039959979.1|BTRY	LOC110187793|XP_020812924.1|DSER
OG0008078	LOC120774048|XP_039959284.1|BTRY	LOC110181935|XP_020805531.1|DSER
OG0008079	LOC120774423|XP_039959986.1|BTRY	LOC110187026|XP_020812050.1|DSER
OG0008080	LOC120774929|XP_039960740.1|BTRY	LOC110180191|XP_020803507.1|DSER
OG0008081	LOC120773636|XP_039958578.1|BTRY	LOC110180202|XP_020803515.1|DSER
OG0008083	LOC120767081|XP_039948881.1|BTRY	LOC110188026|XP_020813223.1|DSER
OG0008084	LOC120782702|XP_039971042.1|BTRY	LOC110190059|XP_020816027.1|DSER
OG0008085	LOC120766224|XP_039947534.1|BTRY	LOC110176523|XP_020798559.1|DSER
OG0008086	LOC120776883|XP_039963878.1|BTRY	LOC110187667|XP_020812745.1|DSER
OG0008087	LOC120775129|XP_039961087.1|BTRY	LOC110184276|XP_020808405.1|DSER
OG0008088	LOC120774229|XP_039959622.1|BTRY	LOC110181786|XP_020805325.1|DSER
OG0008090	LOC120775517|XP_039961663.1|BTRY	LOC110179633|XP_020802903.1|DSER
OG0008091	LOC120771523|XP_039955518.1|BTRY	LOC110191424|XP_020817940.1|DSER
OG0008092	LOC120777287|XP_039964435.1|BTRY	LOC110188425|XP_020813809.1|DSER
OG0008093	LOC120774925|XP_039960736.1|BTRY	LOC110184326|XP_020808481.1|DSER
OG0008094	LOC120768490|XP_039951140.1|BTRY	LOC110183994|XP_020808009.1|DSER
OG0008095	LOC120774203|XP_039959584.1|BTRY	LOC110186434|XP_020811276.1|DSER
OG0008096	LOC120773385|XP_039958153.1|BTRY	LOC110183403|XP_020807337.1|DSER
OG0008097	LOC120774270|XP_039959685.1|BTRY	LOC110184345|XP_020808499.1|DSER
OG0008098	LOC120777916|XP_039965434.1|BTRY	LOC110182780|XP_020806564.1|DSER
OG0008099	LOC120778570|XP_039966369.1|BTRY	LOC110184640|XP_020808897.1|DSER
OG0008100	LOC120779797|XP_039968110.1|BTRY	LOC110184495|XP_020808713.1|DSER
OG0008101	LOC120773474|XP_039958322.1|BTRY	LOC110180640|XP_020803992.1|DSER
OG0008102	LOC120766291|XP_039947628.1|BTRY	LOC110191927|XP_020818587.1|DSER
OG0008103	LOC120775698|XP_039961943.1|BTRY	LOC110180634|XP_020803984.1|DSER
OG0008104	LOC120779172|XP_039967341.1|BTRY	LOC110176263|XP_020798236.1|DSER
OG0008105	LOC120766286|XP_039947622.1|BTRY	LOC110188091|XP_020813306.1|DSER
OG0008106	LOC120777445|XP_039964693.1|BTRY	LOC110190417|XP_020816546.1|DSER
OG0008107	LOC120778619|XP_039966439.1|BTRY	LOC110186584|XP_020811461.1|DSER
OG0008108	LOC120775067|XP_039960987.1|BTRY	LOC110176166|XP_020798062.1|DSER
OG0008109	LOC120775919|XP_039962255.1|BTRY	LOC110181576|XP_020805027.1|DSER
OG0008110	LOC120774823|XP_039960564.1|BTRY	LOC110181541|XP_020804982.1|DSER
OG0008111	LOC120775035|XP_039960935.1|BTRY	LOC110185510|XP_020810063.1|DSER
OG0008112	LOC120773559|XP_039958458.1|BTRY	LOC110180472|XP_020803813.1|DSER
OG0008113	LOC120773562|XP_039958465.1|BTRY	LOC110187115|XP_020812183.1|DSER
OG0008114	LOC120773561|XP_039958464.1|BTRY	LOC110187100|XP_020812165.1|DSER
OG0008115	LOC120774343|XP_039959840.1|BTRY	LOC110184205|XP_020808311.1|DSER
OG0008116	LOC120774344|XP_039959845.1|BTRY	LOC110179720|XP_020802993.1|DSER
OG0008117	LOC120774026|XP_039959253.1|BTRY	LOC110182113|XP_020805777.1|DSER
OG0008118	LOC120774950|XP_039960764.1|BTRY	LOC110183070|XP_020806915.1|DSER
OG0008119	LOC120775043|XP_039960953.1|BTRY	LOC110180204|XP_020803518.1|DSER
OG0008120	LOC120775070|XP_039960992.1|BTRY	LOC110181548|XP_020804990.1|DSER
OG0008121	LOC120775230|XP_039961236.1|BTRY	LOC110177306|XP_020799634.1|DSER
OG0008122	LOC120775264|XP_039961283.1|BTRY	LOC110183537|XP_020807496.1|DSER
OG0008123	LOC120773386|XP_039958154.1|BTRY	LOC110179432|XP_020802624.1|DSER
OG0008124	LOC120776116|XP_039962552.1|BTRY	LOC110179546|XP_020802784.1|DSER
OG0008125	LOC120774750|XP_039960442.1|BTRY	LOC110181849|XP_020805416.1|DSER
OG0008126	LOC120774891|XP_039960689.1|BTRY	LOC110178853|XP_020801772.1|DSER
OG0008127	LOC120774475|XP_039960066.1|BTRY	LOC110187152|XP_020812228.1|DSER
OG0008128	LOC120776194|XP_039962754.1|BTRY	LOC110187096|XP_020812159.1|DSER
OG0008129	LOC120775121|XP_039961077.1|BTRY	LOC110179457|XP_020802672.1|DSER
OG0008130	LOC120774326|XP_039959810.1|BTRY	LOC110184125|XP_020808190.1|DSER
OG0008131	LOC120774921|XP_039960731.1|BTRY	LOC110180435|XP_020803765.1|DSER
OG0008132	LOC120780246|XP_039968440.1|BTRY	LOC110186171|XP_020810884.1|DSER
OG0008133	LOC120775583|XP_039961752.1|BTRY	LOC110180326|XP_020803642.1|DSER
OG0008134	LOC120774870|XP_039960641.1|BTRY	LOC110179422|XP_020802609.1|DSER
OG0008135	LOC120775299|XP_039961351.1|BTRY	LOC110188224|XP_020813530.1|DSER
OG0008136	LOC120768421|XP_039951036.1|BTRY	LOC110179151|XP_020802199.1|DSER
OG0008137	LOC120775247|XP_039961261.1|BTRY	LOC110183256|XP_020807140.1|DSER
OG0008138	LOC120776511|XP_039963153.1|BTRY	LOC110190655|XP_020816914.1|DSER
OG0008139	LOC120774453|XP_039960035.1|BTRY	LOC110191322|XP_020817809.1|DSER
OG0008140	LOC120776152|XP_039962630.1|BTRY	LOC110181658|XP_020805123.1|DSER
OG0008141	LOC120776122|XP_039962583.1|BTRY	LOC110176035|XP_020797906.1|DSER
OG0008142	LOC120773728|XP_039958718.1|BTRY	LOC110180109|XP_020803402.1|DSER
OG0008143	LOC120775417|XP_039961529.1|BTRY	LOC110184388|XP_020808553.1|DSER
OG0008144	LOC120770238|XP_039953466.1|BTRY	LOC110182269|XP_020805949.1|DSER
OG0008145	LOC120773949|XP_039959107.1|BTRY	LOC110178202|XP_020800896.1|DSER
OG0008146	LOC120775859|XP_039962163.1|BTRY	LOC110183514|XP_020807459.1|DSER
OG0008147	LOC120774087|XP_039959353.1|BTRY	LOC110183533|XP_020807489.1|DSER
OG0008148	LOC120775388|XP_039961482.1|BTRY	LOC110182062|XP_020805683.1|DSER
OG0008149	LOC120773707|XP_039958679.1|BTRY	LOC110182456|XP_020806150.1|DSER
OG0008150	LOC120773432|XP_039958247.1|BTRY	LOC110181564|XP_020805012.1|DSER
OG0008151	LOC120775755|XP_039962019.1|BTRY	LOC110182084|XP_020805723.1|DSER
OG0008152	LOC120773522|XP_039958413.1|BTRY	LOC110180407|XP_020803720.1|DSER
OG0008153	LOC120771456|XP_039955401.1|BTRY	LOC110176297|XP_020798280.1|DSER
OG0008154	LOC120777655|XP_039965040.1|BTRY	LOC110176249|XP_020798212.1|DSER
OG0008155	LOC120777736|XP_039965161.1|BTRY	LOC110178912|XP_020801850.1|DSER
OG0008156	LOC120781410|XP_039969559.1|BTRY	LOC110186582|XP_020811454.1|DSER
OG0008157	LOC120777424|XP_039964667.1|BTRY	LOC110189873|XP_020815776.1|DSER
OG0008158	LOC120775549|XP_039961710.1|BTRY	LOC110181647|XP_020805120.1|DSER
OG0008159	LOC120777807|XP_039965275.1|BTRY	LOC110185238|XP_020809633.1|DSER
OG0008160	LOC120770132|XP_039953247.1|BTRY	LOC110176395|XP_020798391.1|DSER
OG0008161	LOC120775913|XP_039962240.1|BTRY	LOC110179516|XP_020802752.1|DSER
OG0008162	LOC120774516|XP_039960145.1|BTRY	LOC110181578|XP_020805030.1|DSER
OG0008163	LOC120779147|XP_039967295.1|BTRY	LOC110190824|XP_020817139.1|DSER
OG0008164	LOC120773996|XP_039959199.1|BTRY	LOC110180337|XP_020803655.1|DSER
OG0008165	LOC120774879|XP_039960667.1|BTRY	LOC110179440|XP_020802644.1|DSER
OG0008166	LOC120774889|XP_039960686.1|BTRY	LOC110182527|XP_020806235.1|DSER
OG0008167	LOC120774468|XP_039960058.1|BTRY	LOC110179544|XP_020802783.1|DSER
OG0008168	LOC120774168|XP_039959522.1|BTRY	LOC110179475|XP_020802707.1|DSER
OG0008169	LOC120774169|XP_039959524.1|BTRY	LOC110179468|XP_020802697.1|DSER
OG0008170	LOC120774298|XP_039959754.1|BTRY	LOC110189375|XP_020815082.1|DSER
OG0008171	LOC120775444|XP_039961564.1|BTRY	LOC110184336|XP_020808491.1|DSER
OG0008172	LOC120782235|XP_039970336.1|BTRY	LOC110190287|XP_020816327.1|DSER
OG0008173	LOC120774019|XP_039959235.1|BTRY	LOC110182732|XP_020806491.1|DSER
OG0008174	LOC120770340|XP_039953672.1|BTRY	LOC110189724|XP_020815574.1|DSER
OG0008175	LOC120774293|XP_039959749.1|BTRY	LOC110184302|XP_020808450.1|DSER
OG0008176	LOC120775639|XP_039961828.1|BTRY	LOC110182574|XP_020806282.1|DSER
OG0008177	LOC120774428|XP_039959996.1|BTRY	LOC110187027|XP_020812051.1|DSER
OG0008178	LOC120776105|XP_039962528.1|BTRY	LOC110181507|XP_020804935.1|DSER
OG0008179	LOC120775182|XP_039961171.1|BTRY	LOC110175970|XP_020797823.1|DSER
OG0008180	LOC120774149|XP_039959488.1|BTRY	LOC110179446|XP_020802653.1|DSER
OG0008181	LOC120774153|XP_039959495.1|BTRY	LOC110179447|XP_020802654.1|DSER
OG0008182	LOC120772352|XP_039956850.1|BTRY	LOC110178405|XP_020801205.1|DSER
OG0008183	LOC120771318|XP_039955192.1|BTRY	LOC110190958|XP_020817308.1|DSER
OG0008184	LOC120772355|XP_039956855.1|BTRY	LOC110183350|XP_020807264.1|DSER
OG0008185	LOC120770204|XP_039953389.1|BTRY	LOC110176490|XP_020798523.1|DSER
OG0008186	LOC120771864|XP_039956047.1|BTRY	LOC110179719|XP_020802998.1|DSER
OG0008187	LOC120771865|XP_039956048.1|BTRY	LOC110179801|XP_020803069.1|DSER
OG0008188	LOC120769385|XP_039952290.1|BTRY	LOC110183026|XP_020806872.1|DSER
OG0008189	LOC120769067|XP_039951858.1|BTRY	LOC110185893|XP_020810563.1|DSER
OG0008190	LOC120778676|XP_039966544.1|BTRY	LOC110187324|XP_020812374.1|DSER
OG0008191	LOC120775443|XP_039961563.1|BTRY	LOC110179434|XP_020802630.1|DSER
OG0008192	LOC120774148|XP_039959487.1|BTRY	LOC110180116|XP_020803414.1|DSER
OG0008193	LOC120775454|XP_039961574.1|BTRY	LOC110175925|XP_020797762.1|DSER
OG0008194	LOC120775567|XP_039961729.1|BTRY	LOC110185781|XP_020810443.1|DSER
OG0008196	LOC120772439|XP_039956990.1|BTRY	LOC110177280|XP_020799592.1|DSER
OG0008197	LOC120777020|XP_039964067.1|BTRY	LOC110190277|XP_020816310.1|DSER
OG0008198	LOC120775366|XP_039961463.1|BTRY	LOC110179608|XP_020802864.1|DSER
OG0008199	LOC120775866|XP_039962169.1|BTRY	LOC110184294|XP_020808440.1|DSER
OG0008200	LOC120771991|XP_039956281.1|BTRY	LOC110189619|XP_020815417.1|DSER
OG0008201	LOC120777735|XP_039965160.1|BTRY	LOC110178911|XP_020801849.1|DSER
OG0008202	LOC120778526|XP_039966295.1|BTRY	LOC110179027|XP_020802035.1|DSER
OG0008203	LOC120776759|XP_039963654.1|BTRY	LOC110177558|XP_020799990.1|DSER
OG0008204	LOC120773911|XP_039959035.1|BTRY	LOC110182838|XP_020806630.1|DSER
OG0008205	LOC120773434|XP_039958249.1|BTRY	LOC110183223|XP_020807096.1|DSER
OG0008206	LOC120777362|XP_039964565.1|BTRY	LOC110189995|XP_020815952.1|DSER
OG0008207	LOC120778674|XP_039966542.1|BTRY	LOC110176710|XP_020798809.1|DSER
OG0008208	LOC120773120|XP_039958049.1|BTRY	LOC110176331|XP_020798309.1|DSER
OG0008209	LOC120778237|XP_039965928.1|BTRY	LOC110177588|XP_020800031.1|DSER
OG0008210	LOC120772576|XP_039957204.1|BTRY	LOC110190045|XP_020816011.1|DSER
OG0008211	LOC120768062|XP_039950517.1|BTRY	LOC110187298|XP_020812346.1|DSER
OG0008212	LOC120777873|XP_039965364.1|BTRY	LOC110190226|XP_020816245.1|DSER
OG0008213	LOC120774186|XP_039959548.1|BTRY	LOC110179662|XP_020802932.1|DSER
OG0008214	LOC120768538|XP_039951209.1|BTRY	LOC110190699|XP_020816969.1|DSER
