Orthogroup	BTRY.longest_only	DGUA.longest_only
OG0007025	LOC120774850|XP_039960605.1|BTRY	LOC117581266|XP_034124167.1|DGUA
OG0007026	LOC120767346|XP_039949238.1|BTRY	LOC117582630|XP_034126398.1|DGUA
OG0007027	LOC120769083|XP_039951877.1|BTRY	LOC117581707|XP_034124977.1|DGUA
OG0007028	LOC120767284|XP_039949093.1|BTRY	LOC117582508|XP_034126189.1|DGUA
OG0007029	LOC120768387|XP_039950986.1|BTRY	LOC117584703|XP_034129635.1|DGUA
OG0007030	LOC120774469|XP_039960059.1|BTRY	LOC117590335|XP_034138720.1|DGUA
OG0007031	LOC120768251|XP_039950779.1|BTRY	LOC117584752|XP_034129735.1|DGUA
OG0007032	LOC120771197|XP_039955030.1|BTRY	LOC117579419|XP_034121189.1|DGUA
OG0007033	LOC120767854|XP_039950092.1|BTRY	LOC117584616|XP_034129523.1|DGUA
OG0007034	LOC120768048|XP_039950491.1|BTRY	LOC117584646|XP_034129561.1|DGUA
OG0007035	LOC120772678|XP_039957349.1|BTRY	LOC117588441|XP_034135615.1|DGUA
OG0007036	LOC120778007|XP_039965604.1|BTRY	LOC117587228|XP_034133682.1|DGUA
OG0007037	LOC120779971|XP_039968206.1|BTRY	LOC117583391|XP_034127565.1|DGUA
OG0007038	LOC120770251|XP_039953486.1|BTRY	LOC117590163|XP_034138450.1|DGUA
OG0007039	LOC120775473|XP_039961605.1|BTRY	LOC117592463|XP_034142182.1|DGUA
OG0007040	LOC120769780|XP_039952897.1|BTRY	LOC117582380|XP_034125943.1|DGUA
OG0007041	LOC120769289|XP_039952144.1|BTRY	LOC117588140|XP_034135122.1|DGUA
OG0007042	LOC120767844|XP_039950072.1|BTRY	LOC117588044|XP_034134984.1|DGUA
OG0007043	LOC120766954|XP_039948673.1|BTRY	LOC117586572|XP_034132623.1|DGUA
OG0007045	LOC120767043|XP_039948830.1|BTRY	LOC117586046|XP_034131781.1|DGUA
OG0007046	LOC120782395|XP_039970572.1|BTRY	LOC117586262|XP_034132095.1|DGUA
OG0007047	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY	LOC117584778|XP_034129773.1|DGUA
OG0007048	LOC120767989|XP_039950342.1|BTRY	LOC117581750|XP_034125037.1|DGUA
OG0007049	LOC120767813|XP_039950026.1|BTRY	LOC117582319|XP_034125857.1|DGUA
OG0007050	LOC120768268|XP_039950800.1|BTRY	LOC117584488|XP_034129303.1|DGUA
OG0007051	LOC120768900|XP_039951591.1|BTRY	LOC117582019|XP_034125431.1|DGUA
OG0007052	LOC120774706|XP_039960370.1|BTRY	LOC117581232|XP_034124106.1|DGUA
OG0007053	LOC120780510|XP_039968719.1|BTRY	LOC117585810|XP_034131421.1|DGUA
OG0007054	LOC120771998|XP_039956289.1|BTRY	LOC117586650|XP_034132780.1|DGUA
OG0007055	LOC120770557|XP_039954067.1|BTRY	LOC117592484|XP_034142213.1|DGUA
OG0007056	LOC120777595|XP_039964966.1|BTRY	LOC117579507|XP_034121301.1|DGUA
OG0007057	LOC120774707|XP_039960375.1|BTRY	LOC117581234|XP_034124109.1|DGUA
OG0007058	LOC120775597|XP_039961770.1|BTRY	LOC117588287|XP_034135355.1|DGUA
OG0007059	LOC120768581|XP_039951270.1|BTRY	LOC117581833|XP_034125172.1|DGUA
OG0007060	LOC120768483|XP_039951132.1|BTRY	LOC117582331|XP_034125871.1|DGUA
OG0007061	LOC120769409|XP_039952321.1|BTRY	LOC117582332|XP_034125872.1|DGUA
OG0007062	LOC120769819|XP_039952961.1|BTRY	LOC117584800|XP_034129810.1|DGUA
OG0007063	LOC120767546|XP_039949594.1|BTRY	LOC117587834|XP_034134686.1|DGUA
OG0007064	LOC120781229|XP_039969299.1|BTRY	LOC117583770|XP_034128218.1|DGUA
OG0007065	LOC120767317|XP_039949184.1|BTRY	LOC117579733|XP_034121622.1|DGUA
OG0007066	LOC120776858|XP_039963838.1|BTRY	LOC117580559|XP_034123053.1|DGUA
OG0007067	LOC120768220|XP_039950729.1|BTRY	LOC117584312|XP_034129030.1|DGUA
OG0007068	LOC120768004|XP_039950363.1|BTRY	LOC117587855|XP_034134713.1|DGUA
OG0007069	LOC120767907|XP_039950191.1|BTRY	LOC117584822|XP_034129837.1|DGUA
OG0007070	LOC120770377|XP_039953728.1|BTRY	LOC117588848|XP_034136242.1|DGUA
OG0007071	LOC120770360|XP_039953705.1|BTRY	LOC117592202|XP_034141705.1|DGUA
OG0007072	LOC120782290|XP_039970427.1|BTRY	LOC117590105|XP_034138343.1|DGUA
OG0007073	LOC120768270|XP_039950802.1|BTRY	LOC117582656|XP_034126452.1|DGUA
OG0007074	LOC120771748|XP_039955853.1|BTRY	LOC117581373|XP_034124403.1|DGUA
OG0007075	LOC120767314|XP_039949174.1|BTRY	LOC117581752|XP_034125042.1|DGUA
OG0007076	LOC120771229|XP_039955074.1|BTRY	LOC117583497|XP_034127733.1|DGUA
OG0007077	LOC120768266|XP_039950797.1|BTRY	LOC117584813|XP_034129825.1|DGUA
OG0007078	LOC120768939|XP_039951656.1|BTRY	LOC117581698|XP_034124967.1|DGUA
OG0007079	LOC120768942|XP_039951661.1|BTRY	LOC117581701|XP_034124970.1|DGUA
OG0007080	LOC120768007|XP_039950366.1|BTRY	LOC117587673|XP_034134456.1|DGUA
OG0007081	LOC120768902|XP_039951593.1|BTRY	LOC117591577|XP_034140785.1|DGUA
OG0007082	LOC120768134|XP_039950626.1|BTRY	LOC117582485|XP_034126134.1|DGUA
OG0007083	LOC120767583|XP_039949664.1|BTRY	LOC117581823|XP_034125158.1|DGUA
OG0007084	LOC120774380|XP_039959918.1|BTRY	LOC117588367|XP_034135472.1|DGUA
OG0007085	LOC120768915|XP_039951620.1|BTRY	LOC117582108|XP_034125565.1|DGUA
OG0007086	LOC120769254|XP_039952090.1|BTRY	LOC117584376|XP_034129110.1|DGUA
OG0007087	LOC120769084|XP_039951878.1|BTRY	LOC117579310|XP_034121012.1|DGUA
OG0007088	LOC120769709|XP_039952782.1|BTRY	LOC117584378|XP_034129113.1|DGUA
OG0007089	LOC120768089|XP_039950561.1|BTRY	LOC117582445|XP_034126051.1|DGUA
OG0007090	LOC120767393|XP_039949343.1|BTRY	LOC117581729|XP_034125000.1|DGUA
OG0007091	LOC120768295|XP_039950858.1|BTRY	LOC117584405|XP_034129159.1|DGUA
OG0007092	LOC120769325|XP_039952217.1|BTRY	LOC117586617|XP_034132712.1|DGUA
OG0007093	LOC120777570|XP_039964908.1|BTRY	LOC117587708|XP_034134503.1|DGUA
OG0007094	LOC120772640|XP_039957298.1|BTRY	LOC117587711|XP_034134506.1|DGUA
OG0007095	LOC120768396|XP_039951003.1|BTRY	LOC117587643|XP_034134420.1|DGUA
OG0007096	LOC120768415|XP_039951030.1|BTRY	LOC117587774|XP_034134603.1|DGUA
OG0007097	LOC120767198|XP_039948933.1|BTRY	LOC117583866|XP_034128402.1|DGUA
OG0007098	LOC120767860|XP_039950103.1|BTRY	LOC117583865|XP_034128401.1|DGUA
OG0007099	LOC120778745|XP_039966656.1|BTRY	LOC117589825|XP_034137948.1|DGUA
OG0007100	LOC120769229|XP_039952060.1|BTRY	LOC117583905|XP_034128473.1|DGUA
OG0007101	LOC120767556|XP_039949621.1|BTRY	LOC117584053|XP_034128685.1|DGUA
OG0007102	LOC120769365|XP_039952260.1|BTRY	LOC117582627|XP_034126393.1|DGUA
OG0007103	LOC120768087|XP_039950558.1|BTRY	LOC117587768|XP_034134595.1|DGUA
OG0007104	LOC120781663|XP_039969817.1|BTRY	LOC117584285|XP_034128995.1|DGUA
OG0007105	LOC120767969|XP_039950311.1|BTRY	LOC117584609|XP_034129515.1|DGUA
OG0007106	LOC120768213|XP_039950717.1|BTRY	LOC117582349|XP_034125891.1|DGUA
OG0007107	LOC120767897|XP_039950168.1|BTRY	LOC117581742|XP_034125026.1|DGUA
OG0007108	LOC120769384|XP_039952288.1|BTRY	LOC117582074|XP_034125522.1|DGUA
OG0007109	LOC120769205|XP_039952034.1|BTRY	LOC117581725|XP_034124995.1|DGUA
OG0007110	LOC120768921|XP_039951630.1|BTRY	LOC117581705|XP_034124974.1|DGUA
OG0007111	LOC120767562|XP_039949632.1|BTRY	LOC117582652|XP_034126442.1|DGUA
OG0007112	LOC120767605|XP_039949688.1|BTRY	LOC117582632|XP_034126401.1|DGUA
OG0007113	LOC120766535|XP_039948040.1|BTRY	LOC117582954|XP_034126955.1|DGUA
OG0007114	LOC120767952|XP_039950273.1|BTRY	LOC117584656|XP_034129575.1|DGUA
OG0007115	LOC120767951|XP_039950271.1|BTRY	LOC117583993|XP_034128611.1|DGUA
OG0007116	LOC120767433|XP_039949424.1|BTRY	LOC117582476|XP_034126110.1|DGUA
OG0007117	LOC120769247|XP_039952083.1|BTRY	LOC117582090|XP_034125543.1|DGUA
OG0007118	LOC120767681|XP_039949799.1|BTRY	LOC117581741|XP_034125025.1|DGUA
OG0007119	LOC120774715|XP_039960392.1|BTRY	LOC117591168|XP_034140178.1|DGUA
OG0007120	LOC120776092|XP_039962507.1|BTRY	LOC117591400|XP_034140536.1|DGUA
OG0007121	LOC120774892|XP_039960694.1|BTRY	LOC117581267|XP_034124168.1|DGUA
OG0007122	LOC120774321|XP_039959796.1|BTRY	LOC117588772|XP_034136152.1|DGUA, LOC117591316|XP_034140415.1|DGUA
OG0007123	LOC120773852|XP_039958924.1|BTRY	LOC117591322|XP_034140421.1|DGUA
OG0007124	LOC120776842|XP_039963802.1|BTRY	LOC117586968|XP_034133234.1|DGUA
OG0007125	LOC120779031|XP_039967086.1|BTRY	LOC117579672|XP_034121547.1|DGUA
OG0007126	LOC120776460|XP_039963061.1|BTRY	LOC117580556|XP_034123047.1|DGUA
OG0007127	LOC120777861|XP_039965344.1|BTRY	LOC117586961|XP_034133224.1|DGUA
OG0007128	LOC120777358|XP_039964560.1|BTRY	LOC117579677|XP_034121556.1|DGUA
OG0007129	LOC120777761|XP_039965198.1|BTRY	LOC117579673|XP_034121549.1|DGUA
OG0007130	LOC120777224|XP_039964339.1|BTRY	LOC117586995|XP_034133285.1|DGUA
OG0007131	LOC120778210|XP_039965901.1|BTRY	LOC117579283|XP_034120971.1|DGUA
OG0007132	LOC120778128|XP_039965766.1|BTRY	LOC117579772|XP_034121716.1|DGUA
OG0007133	LOC120777070|XP_039964131.1|BTRY	LOC117589080|XP_034136607.1|DGUA
OG0007134	LOC120776662|XP_039963466.1|BTRY	LOC117587460|XP_034134075.1|DGUA
OG0007135	LOC120777739|XP_039965164.1|BTRY	LOC117588878|XP_034136277.1|DGUA
OG0007136	LOC120776611|XP_039963334.1|BTRY	LOC117580445|XP_034122893.1|DGUA
OG0007137	LOC120773910|XP_039959029.1|BTRY	LOC117590798|XP_034139644.1|DGUA
OG0007138	LOC120773739|XP_039958732.1|BTRY	LOC117590859|XP_034139750.1|DGUA
OG0007139	LOC120775539|XP_039961695.1|BTRY	LOC117591373|XP_034140503.1|DGUA
OG0007140	LOC120775377|XP_039961472.1|BTRY	LOC117580801|XP_034123391.1|DGUA
OG0007141	LOC120776024|XP_039962404.1|BTRY	LOC117590833|XP_034139701.1|DGUA
OG0007142	LOC120776762|XP_039963659.1|BTRY	LOC117579926|XP_034121962.1|DGUA
OG0007143	LOC120766937|XP_039948620.1|BTRY	LOC117585832|XP_034131459.1|DGUA
OG0007144	LOC120779398|XP_039967533.1|BTRY	LOC117585936|XP_034131595.1|DGUA
OG0007145	LOC120782574|XP_039970852.1|BTRY	LOC117585691|XP_034131197.1|DGUA
OG0007146	LOC120782602|XP_039970903.1|BTRY	LOC117591123|XP_034140116.1|DGUA
OG0007147	LOC120775294|XP_039961344.1|BTRY	LOC117589600|XP_034137565.1|DGUA
OG0007148	LOC120774364|XP_039959884.1|BTRY	LOC117581420|XP_034124468.1|DGUA
OG0007149	LOC120772447|XP_039957001.1|BTRY	LOC117591503|XP_034140694.1|DGUA
OG0007150	LOC120778564|XP_039966361.1|BTRY	LOC117579722|XP_034121609.1|DGUA
OG0007151	LOC120777058|XP_039964105.1|BTRY	LOC117579323|XP_034121028.1|DGUA
OG0007152	LOC120775579|XP_039961750.1|BTRY	LOC117588757|XP_034136128.1|DGUA
OG0007153	LOC120774157|XP_039959501.1|BTRY	LOC117588765|XP_034136138.1|DGUA
OG0007154	LOC120771658|XP_039955706.1|BTRY	LOC117592058|XP_034141445.1|DGUA
OG0007155	LOC120772392|XP_039956916.1|BTRY	LOC117591361|XP_034140486.1|DGUA
OG0007156	LOC120775235|XP_039961252.1|BTRY	LOC117589862|XP_034138021.1|DGUA
OG0007157	LOC120773185|XP_039958074.1|BTRY	LOC117585747|XP_034131287.1|DGUA
OG0007158	LOC120776834|XP_039963789.1|BTRY	LOC117579711|XP_034121595.1|DGUA
OG0007159	LOC120774244|XP_039959643.1|BTRY	LOC117590687|XP_034139478.1|DGUA
OG0007160	LOC120775053|XP_039960971.1|BTRY	LOC117590126|XP_034138389.1|DGUA
OG0007161	LOC120775807|XP_039962089.1|BTRY	LOC117588550|XP_034135822.1|DGUA
OG0007162	LOC120773979|XP_039959166.1|BTRY	LOC117590856|XP_034139744.1|DGUA
OG0007163	LOC120779843|XP_039968141.1|BTRY	LOC117583675|XP_034128034.1|DGUA
OG0007164	LOC120766534|XP_039948039.1|BTRY	LOC117583669|XP_034128027.1|DGUA
OG0007165	LOC120775889|XP_039962204.1|BTRY	LOC117581014|XP_034123720.1|DGUA
OG0007166	LOC120774831|XP_039960576.1|BTRY	LOC117589321|XP_034137030.1|DGUA
OG0007167	LOC120775594|XP_039961764.1|BTRY	LOC117580799|XP_034123389.1|DGUA
OG0007168	LOC120774156|XP_039959500.1|BTRY	LOC117588764|XP_034136137.1|DGUA
OG0007169	LOC120774420|XP_039959982.1|BTRY	LOC117580933|XP_034123604.1|DGUA
OG0007170	LOC120773506|XP_039958392.1|BTRY	LOC117590196|XP_034138522.1|DGUA
OG0007171	LOC120775056|XP_039960970.1|BTRY	LOC117590470|XP_034139008.1|DGUA
OG0007172	LOC120773609|XP_039958543.1|BTRY	LOC117588676|XP_034136014.1|DGUA
OG0007173	LOC120773608|XP_039958542.1|BTRY	LOC117588672|XP_034136006.1|DGUA
OG0007174	LOC120766460|XP_039947923.1|BTRY	LOC117585648|XP_034131127.1|DGUA
OG0007175	LOC120778605|XP_039966411.1|BTRY	LOC117587051|XP_034133377.1|DGUA
OG0007176	LOC120773201|XP_039958076.1|BTRY	LOC117585909|XP_034131562.1|DGUA
OG0007177	LOC120766173|XP_039947460.1|BTRY	LOC117586574|XP_034132630.1|DGUA
OG0007178	LOC120766614|XP_039948156.1|BTRY	LOC117586694|XP_034132851.1|DGUA
OG0007179	LOC120766175|XP_039947462.1|BTRY	LOC117586036|XP_034131773.1|DGUA
OG0007180	LOC120766958|XP_039948682.1|BTRY	LOC117586575|XP_034132631.1|DGUA
OG0007181	LOC120774890|XP_039960688.1|BTRY	LOC117581385|XP_034124417.1|DGUA
OG0007182	LOC120782283|XP_039970419.1|BTRY	LOC117586306|XP_034132154.1|DGUA
OG0007183	LOC120782428|XP_039970614.1|BTRY	LOC117585948|XP_034131613.1|DGUA
OG0007184	LOC120782693|XP_039971026.1|BTRY	LOC117586184|XP_034131997.1|DGUA
OG0007185	LOC120767926|XP_039950221.1|BTRY	LOC117582326|XP_034125864.1|DGUA
OG0007186	LOC120769965|XP_039952975.1|BTRY	LOC117586754|XP_034132953.1|DGUA
OG0007187	LOC120775465|XP_039961593.1|BTRY	LOC117591131|XP_034140132.1|DGUA
OG0007188	LOC120769391|XP_039952296.1|BTRY	LOC117590002|XP_034138179.1|DGUA
OG0007189	LOC120766529|XP_039948036.1|BTRY	LOC117585932|XP_034131588.1|DGUA
OG0007190	LOC120766227|XP_039947537.1|BTRY	LOC117590083|XP_034138313.1|DGUA
OG0007191	LOC120776458|XP_039963057.1|BTRY	LOC117588886|XP_034136317.1|DGUA
OG0007192	LOC120773934|XP_039959070.1|BTRY	LOC117588481|XP_034135671.1|DGUA
OG0007193	LOC120773933|XP_039959068.1|BTRY	LOC117588476|XP_034135663.1|DGUA
OG0007194	LOC120773954|XP_039959116.1|BTRY	LOC117590817|XP_034139676.1|DGUA
OG0007195	LOC120766457|XP_039947915.1|BTRY	LOC117585998|XP_034131716.1|DGUA
OG0007196	LOC120774760|XP_039960457.1|BTRY	LOC117583615|XP_034127948.1|DGUA
OG0007197	LOC120777790|XP_039965251.1|BTRY	LOC117580416|XP_034122855.1|DGUA
OG0007198	LOC120766398|XP_039947779.1|BTRY	LOC117586185|XP_034131998.1|DGUA
OG0007199	LOC120782598|XP_039970887.1|BTRY	LOC117586078|XP_034131824.1|DGUA
OG0007200	LOC120768610|XP_039951315.1|BTRY	LOC117590069|XP_034138290.1|DGUA
OG0007201	LOC120777634|XP_039965020.1|BTRY	LOC117589360|XP_034137147.1|DGUA
OG0007202	LOC120776409|XP_039962967.1|BTRY	LOC117589254|XP_034136920.1|DGUA
OG0007203	LOC120777079|XP_039964142.1|BTRY	LOC117589250|XP_034136914.1|DGUA
OG0007204	LOC120775119|XP_039961071.1|BTRY	LOC117588261|XP_034135286.1|DGUA
OG0007205	LOC120778315|XP_039966043.1|BTRY	LOC117589253|XP_034136918.1|DGUA
OG0007206	LOC120768256|XP_039950787.1|BTRY	LOC117586272|XP_034132109.1|DGUA
OG0007207	LOC120779108|XP_039967226.1|BTRY	LOC117585927|XP_034131584.1|DGUA
OG0007208	LOC120779098|XP_039967203.1|BTRY	LOC117585934|XP_034131591.1|DGUA
OG0007209	LOC120779115|XP_039967240.1|BTRY	LOC117585935|XP_034131593.1|DGUA
OG0007210	LOC120779383|XP_039967517.1|BTRY	LOC117586241|XP_034132069.1|DGUA
OG0007211	LOC120782757|XP_039971145.1|BTRY	LOC117586271|XP_034132108.1|DGUA
OG0007212	LOC120766827|XP_039948473.1|BTRY	LOC117582864|XP_034126824.1|DGUA
OG0007213	LOC120772791|XP_039957508.1|BTRY	LOC117578547|XP_034120010.1|DGUA
OG0007214	LOC120777204|XP_039964312.1|BTRY	LOC117579909|XP_034121936.1|DGUA
OG0007215	LOC120779567|XP_039967845.1|BTRY	LOC117586100|XP_034131850.1|DGUA
OG0007216	LOC120782884|XP_039971367.1|BTRY	LOC117582967|XP_034126974.1|DGUA
OG0007217	LOC120771083|XP_039954841.1|BTRY	LOC117587977|XP_034134916.1|DGUA
OG0007218	LOC120782436|XP_039970657.1|BTRY	LOC117585461|XP_034130841.1|DGUA
OG0007220	LOC120766527|XP_039948031.1|BTRY	LOC117585699|XP_034131207.1|DGUA
OG0007221	LOC120780234|XP_039968422.1|BTRY	LOC117591118|XP_034140110.1|DGUA
OG0007222	LOC120782795|XP_039971203.1|BTRY	LOC117585749|XP_034131290.1|DGUA
OG0007223	LOC120774939|XP_039960755.1|BTRY	LOC117583673|XP_034128032.1|DGUA
OG0007224	LOC120782847|XP_039971308.1|BTRY	LOC117586260|XP_034132093.1|DGUA
OG0007225	LOC120782173|XP_039970243.1|BTRY	LOC117586064|XP_034131803.1|DGUA
OG0007226	LOC120780061|XP_039968266.1|BTRY	LOC117585676|XP_034131168.1|DGUA
OG0007227	LOC120778209|XP_039965899.1|BTRY	LOC117587367|XP_034133903.1|DGUA
OG0007228	LOC120778580|XP_039966380.1|BTRY	LOC117589247|XP_034136909.1|DGUA
OG0007229	LOC120774807|XP_039960542.1|BTRY	LOC117589959|XP_034138149.1|DGUA
OG0007230	LOC120782713|XP_039971068.1|BTRY	LOC117585226|XP_034130510.1|DGUA
OG0007231	LOC120776410|XP_039962976.1|BTRY	LOC117586157|XP_034131947.1|DGUA
OG0007232	LOC120777201|XP_039964304.1|BTRY	LOC117579810|XP_034121780.1|DGUA
OG0007233	LOC120778049|XP_039965659.1|BTRY	LOC117579811|XP_034121790.1|DGUA
OG0007234	LOC120778673|XP_039966541.1|BTRY	LOC117579177|XP_034120830.1|DGUA
OG0007235	LOC120777998|XP_039965589.1|BTRY	LOC117579384|XP_034121147.1|DGUA
OG0007236	LOC120777951|XP_039965501.1|BTRY	LOC117585991|XP_034131706.1|DGUA
OG0007237	LOC120769030|XP_039951808.1|BTRY	LOC117584916|XP_034129954.1|DGUA
OG0007238	LOC120779566|XP_039967842.1|BTRY	LOC117590652|XP_034139385.1|DGUA
OG0007239	LOC120782012|XP_039970107.1|BTRY	LOC117585418|XP_034130782.1|DGUA
OG0007240	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY	LOC117586086|XP_034131833.1|DGUA
OG0007241	LOC120774466|XP_039960056.1|BTRY	LOC117581229|XP_034124103.1|DGUA
OG0007242	LOC120773480|XP_039958340.1|BTRY	LOC117581226|XP_034124096.1|DGUA
OG0007243	LOC120775652|XP_039961842.1|BTRY	LOC117588468|XP_034135650.1|DGUA
OG0007244	LOC120775909|XP_039962235.1|BTRY	LOC117585086|XP_034130245.1|DGUA
OG0007245	LOC120782640|XP_039970946.1|BTRY	LOC117582927|XP_034126920.1|DGUA
OG0007246	LOC120782564|XP_039970839.1|BTRY	LOC117583603|XP_034127887.1|DGUA
OG0007247	LOC120771613|XP_039955636.1|BTRY	LOC117592120|XP_034141553.1|DGUA
OG0007248	LOC120775809|XP_039962091.1|BTRY	LOC117588317|XP_034135404.1|DGUA
OG0007249	LOC120773424|XP_039958231.1|BTRY	LOC117580671|XP_034123173.1|DGUA
OG0007250	LOC120775317|XP_039961387.1|BTRY	LOC117590873|XP_034139786.1|DGUA
OG0007251	LOC120771610|XP_039955633.1|BTRY	LOC117585944|XP_034131608.1|DGUA
OG0007252	LOC120782849|XP_039971310.1|BTRY	LOC117585199|XP_034130468.1|DGUA
OG0007253	LOC120779143|XP_039967284.1|BTRY	LOC117587456|XP_034134069.1|DGUA
OG0007254	LOC120782066|XP_039970155.1|BTRY	LOC117585616|XP_034131068.1|DGUA
OG0007255	LOC120775391|XP_039961485.1|BTRY	LOC117590328|XP_034138712.1|DGUA
OG0007256	LOC120766174|XP_039947461.1|BTRY	LOC117586576|XP_034132632.1|DGUA
OG0007257	LOC120770085|XP_039953170.1|BTRY	LOC117586750|XP_034132948.1|DGUA
OG0007258	LOC120782369|XP_039970646.1|BTRY	LOC117586736|XP_034132921.1|DGUA
OG0007259	LOC120773456|XP_039958284.1|BTRY	LOC117590723|XP_034139521.1|DGUA
OG0007260	LOC120775536|XP_039961692.1|BTRY	LOC117579827|XP_034121812.1|DGUA
OG0007262	LOC120774080|XP_039959341.1|BTRY	LOC117581126|XP_034123942.1|DGUA
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC117579282|XP_034120970.1|DGUA
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC117581624|XP_034124883.1|DGUA
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC117585765|XP_034131331.1|DGUA
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC117585224|XP_034130509.1|DGUA
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC117588285|XP_034135356.1|DGUA
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC117590765|XP_034139602.1|DGUA
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC117589864|XP_034138023.1|DGUA
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC117586723|XP_034132909.1|DGUA
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC117587371|XP_034133910.1|DGUA
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC117585347|XP_034130681.1|DGUA
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC117583188|XP_034127281.1|DGUA
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC117587133|XP_034133529.1|DGUA
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC117587132|XP_034133528.1|DGUA
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC117588903|XP_034136351.1|DGUA
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC117587405|XP_034133953.1|DGUA
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC117586867|XP_034133055.1|DGUA
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC117587043|XP_034133365.1|DGUA
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC117585822|XP_034131443.1|DGUA
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC117585821|XP_034131442.1|DGUA
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC117591119|XP_034140111.1|DGUA
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC117589773|XP_034137861.1|DGUA
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC117591327|XP_034140429.1|DGUA
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC117591325|XP_034140424.1|DGUA
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC117582449|XP_034126063.1|DGUA
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC117581012|XP_034123714.1|DGUA
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC117588555|XP_034135828.1|DGUA
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC117586093|XP_034131840.1|DGUA
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC117581060|XP_034123822.1|DGUA
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC117588652|XP_034135979.1|DGUA
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC117585112|XP_034130284.1|DGUA
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC117585663|XP_034131150.1|DGUA
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC117585045|XP_034130192.1|DGUA
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC117589719|XP_034137775.1|DGUA
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC117586298|XP_034132145.1|DGUA
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC117586761|XP_034132963.1|DGUA
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC117585015|XP_034130146.1|DGUA
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC117586752|XP_034132950.1|DGUA
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC117585575|XP_034131001.1|DGUA
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC117585727|XP_034131257.1|DGUA
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC117588612|XP_034135913.1|DGUA
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC117584614|XP_034129520.1|DGUA
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC117579916|XP_034121946.1|DGUA
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC117579913|XP_034121940.1|DGUA
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC117586459|XP_034132402.1|DGUA
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC117583163|XP_034127249.1|DGUA
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC117585462|XP_034130842.1|DGUA
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC117585343|XP_034130676.1|DGUA
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC117585450|XP_034130819.1|DGUA
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC117578582|XP_034120056.1|DGUA
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC117590523|XP_034139131.1|DGUA
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC117581322|XP_034124320.1|DGUA
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC117591171|XP_034140185.1|DGUA
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC117586346|XP_034132253.1|DGUA
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC117585685|XP_034131191.1|DGUA
