Orthogroup	BTRY.longest_only	DHYD.longest_only
OG0007022	LOC120768020|XP_039950414.1|BTRY	LOC111605474|XP_023179770.2|DHYD
OG0007023	LOC120777225|XP_039964340.1|BTRY	LOC111594698|XP_023163887.1|DHYD
OG0007024	LOC120766607|XP_039948148.1|BTRY	LOC111601374|XP_023173681.1|DHYD
OG0007025	LOC120774850|XP_039960605.1|BTRY	LOC111602825|XP_023175904.2|DHYD
OG0007026	LOC120767346|XP_039949238.1|BTRY	LOC111599072|XP_023170368.2|DHYD
OG0007027	LOC120769083|XP_039951877.1|BTRY	LOC111595802|XP_023165459.2|DHYD
OG0007028	LOC120767284|XP_039949093.1|BTRY	LOC111596118|XP_023165951.2|DHYD
OG0007029	LOC120768387|XP_039950986.1|BTRY	LOC111601180|XP_023173426.2|DHYD
OG0007030	LOC120774469|XP_039960059.1|BTRY	LOC111593070|XP_023161416.1|DHYD
OG0007031	LOC120768251|XP_039950779.1|BTRY	LOC111594639|XP_023163801.1|DHYD
OG0007032	LOC120771197|XP_039955030.1|BTRY	LOC111597445|XP_023167932.2|DHYD
OG0007033	LOC120767854|XP_039950092.1|BTRY	LOC111600366|XP_023172211.1|DHYD
OG0007034	LOC120768048|XP_039950491.1|BTRY	LOC111596058|XP_023165874.1|DHYD
OG0007035	LOC120772678|XP_039957349.1|BTRY	LOC111595625|XP_023165203.1|DHYD
OG0007036	LOC120778007|XP_039965604.1|BTRY	LOC111600955|XP_023173103.2|DHYD
OG0007037	LOC120779971|XP_039968206.1|BTRY	LOC111595895|XP_023165603.1|DHYD
OG0007038	LOC120770251|XP_039953486.1|BTRY	LOC111593749|XP_023162512.2|DHYD
OG0007039	LOC120775473|XP_039961605.1|BTRY	LOC111600090|XP_023171842.2|DHYD, LOC115482830|XP_030078924.1|DHYD
OG0007040	LOC120769780|XP_039952897.1|BTRY	LOC111591949|XP_023159650.2|DHYD
OG0007041	LOC120769289|XP_039952144.1|BTRY	LOC111592509|XP_023160501.1|DHYD
OG0007042	LOC120767844|XP_039950072.1|BTRY	LOC111593763|XP_023162549.1|DHYD
OG0007043	LOC120766954|XP_039948673.1|BTRY	LOC111603564|XP_023176973.2|DHYD
OG0007045	LOC120767043|XP_039948830.1|BTRY	LOC111596704|XP_023166790.2|DHYD
OG0007046	LOC120782395|XP_039970572.1|BTRY	LOC111604833|XP_023178829.2|DHYD
OG0007047	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY	LOC111596103|XP_023165933.1|DHYD
OG0007048	LOC120767989|XP_039950342.1|BTRY	LOC111594789|XP_023164013.1|DHYD
OG0007049	LOC120767813|XP_039950026.1|BTRY	LOC111599154|XP_023170493.1|DHYD
OG0007050	LOC120768268|XP_039950800.1|BTRY	LOC111601032|XP_023173214.1|DHYD
OG0007051	LOC120768900|XP_039951591.1|BTRY	LOC111597797|XP_030080278.1|DHYD
OG0007052	LOC120774706|XP_039960370.1|BTRY	LOC111597285|XP_023167668.1|DHYD
OG0007053	LOC120780510|XP_039968719.1|BTRY	LOC111598632|XP_023169742.2|DHYD
OG0007054	LOC120771998|XP_039956289.1|BTRY	LOC111593835|XP_023162641.2|DHYD
OG0007055	LOC120770557|XP_039954067.1|BTRY	LOC111598461|XP_030081068.1|DHYD
OG0007056	LOC120777595|XP_039964966.1|BTRY	LOC111599282|XP_023170648.2|DHYD
OG0007057	LOC120774707|XP_039960375.1|BTRY	LOC111596719|XP_023166809.1|DHYD
OG0007058	LOC120775597|XP_039961770.1|BTRY	LOC111605345|XP_023179587.1|DHYD
OG0007059	LOC120768581|XP_039951270.1|BTRY	LOC111595840|XP_023165518.2|DHYD
OG0007060	LOC120768483|XP_039951132.1|BTRY	LOC111595837|XP_030079242.1|DHYD
OG0007061	LOC120769409|XP_039952321.1|BTRY	LOC111595854|XP_023165536.2|DHYD
OG0007062	LOC120769819|XP_039952961.1|BTRY	LOC111602530|XP_030079174.1|DHYD
OG0007063	LOC120767546|XP_039949594.1|BTRY	LOC111600542|XP_023172457.1|DHYD
OG0007064	LOC120781229|XP_039969299.1|BTRY	LOC111603436|XP_023176793.1|DHYD
OG0007065	LOC120767317|XP_039949184.1|BTRY	LOC111595997|XP_023165764.2|DHYD
OG0007066	LOC120776858|XP_039963838.1|BTRY	LOC111595109|XP_023164442.1|DHYD
OG0007067	LOC120768220|XP_039950729.1|BTRY	LOC111601280|XP_023173567.2|DHYD
OG0007068	LOC120768004|XP_039950363.1|BTRY	LOC111603945|XP_023177542.2|DHYD
OG0007069	LOC120767907|XP_039950191.1|BTRY	LOC111600434|XP_023172294.2|DHYD
OG0007070	LOC120770377|XP_039953728.1|BTRY	LOC111593556|XP_023162180.2|DHYD
OG0007071	LOC120770360|XP_039953705.1|BTRY	LOC111605379|XP_023179634.1|DHYD
OG0007072	LOC120782290|XP_039970427.1|BTRY	LOC111598323|XP_023169289.2|DHYD
OG0007073	LOC120768270|XP_039950802.1|BTRY	LOC111599149|XP_023170487.1|DHYD
OG0007074	LOC120771748|XP_039955853.1|BTRY	LOC111601218|XP_023173481.2|DHYD
OG0007075	LOC120767314|XP_039949174.1|BTRY	LOC111605553|XP_023179884.2|DHYD
OG0007076	LOC120771229|XP_039955074.1|BTRY	LOC111593282|XP_023161722.1|DHYD
OG0007077	LOC120768266|XP_039950797.1|BTRY	LOC111601558|XP_023173972.1|DHYD
OG0007078	LOC120768939|XP_039951656.1|BTRY	LOC111595804|XP_023165461.2|DHYD
OG0007079	LOC120768942|XP_039951661.1|BTRY	LOC111595829|XP_023165503.2|DHYD
OG0007080	LOC120768007|XP_039950366.1|BTRY	LOC111600443|XP_023172301.1|DHYD
OG0007081	LOC120768902|XP_039951593.1|BTRY	LOC111596295|XP_023166219.1|DHYD
OG0007082	LOC120768134|XP_039950626.1|BTRY	LOC111596005|XP_023165783.2|DHYD
OG0007083	LOC120767583|XP_039949664.1|BTRY	LOC111599373|XP_023170777.1|DHYD
OG0007084	LOC120774380|XP_039959918.1|BTRY	LOC111597236|XP_023167596.2|DHYD
OG0007085	LOC120768915|XP_039951620.1|BTRY	LOC111596309|XP_023166236.2|DHYD
OG0007086	LOC120769254|XP_039952090.1|BTRY	LOC111602539|XP_023175437.2|DHYD
OG0007087	LOC120769084|XP_039951878.1|BTRY	LOC111592336|XP_023160231.2|DHYD
OG0007088	LOC120769709|XP_039952782.1|BTRY	LOC111599046|XP_023170330.2|DHYD
OG0007089	LOC120768089|XP_039950561.1|BTRY	LOC111599165|XP_023170511.2|DHYD
OG0007090	LOC120767393|XP_039949343.1|BTRY	LOC111595593|XP_023165172.2|DHYD
OG0007091	LOC120768295|XP_039950858.1|BTRY	LOC111602524|XP_023175378.2|DHYD
OG0007092	LOC120769325|XP_039952217.1|BTRY	LOC111599558|XP_023170993.2|DHYD
OG0007093	LOC120777570|XP_039964908.1|BTRY	LOC111594659|XP_023163828.1|DHYD
OG0007094	LOC120772640|XP_039957298.1|BTRY	LOC111594661|XP_023163831.1|DHYD
OG0007095	LOC120768396|XP_039951003.1|BTRY	LOC111592609|XP_023160708.2|DHYD
OG0007096	LOC120768415|XP_039951030.1|BTRY	LOC111597196|XP_023167535.2|DHYD
OG0007097	LOC120767198|XP_039948933.1|BTRY	LOC111602298|XP_023175070.2|DHYD
OG0007098	LOC120767860|XP_039950103.1|BTRY	LOC111601091|XP_023173290.2|DHYD
OG0007099	LOC120778745|XP_039966656.1|BTRY	LOC111594559|XP_023163683.1|DHYD
OG0007100	LOC120769229|XP_039952060.1|BTRY	LOC111598786|XP_030080282.1|DHYD
OG0007101	LOC120767556|XP_039949621.1|BTRY	LOC111592922|XP_023161142.1|DHYD
OG0007102	LOC120769365|XP_039952260.1|BTRY	LOC111595999|XP_030079232.1|DHYD
OG0007103	LOC120768087|XP_039950558.1|BTRY	LOC111603590|XP_023177017.1|DHYD
OG0007104	LOC120781663|XP_039969817.1|BTRY	LOC111592647|XP_023160761.1|DHYD
OG0007105	LOC120767969|XP_039950311.1|BTRY	LOC111594730|XP_023163930.1|DHYD
OG0007106	LOC120768213|XP_039950717.1|BTRY	LOC111599185|XP_023170538.1|DHYD
OG0007107	LOC120767897|XP_039950168.1|BTRY	LOC111594680|XP_023163863.1|DHYD
OG0007108	LOC120769384|XP_039952288.1|BTRY	LOC111596098|XP_023165926.2|DHYD
OG0007109	LOC120769205|XP_039952034.1|BTRY	LOC111595779|XP_023165431.1|DHYD
OG0007110	LOC120768921|XP_039951630.1|BTRY	LOC111595807|XP_023165466.2|DHYD
OG0007111	LOC120767562|XP_039949632.1|BTRY	LOC111596051|XP_023165866.1|DHYD
OG0007112	LOC120767605|XP_039949688.1|BTRY	LOC111599179|XP_023170532.2|DHYD
OG0007113	LOC120766535|XP_039948040.1|BTRY	LOC111598813|XP_023170005.2|DHYD
OG0007114	LOC120767952|XP_039950273.1|BTRY	LOC111602491|XP_023175325.1|DHYD
OG0007115	LOC120767951|XP_039950271.1|BTRY	LOC111595823|XP_023165497.2|DHYD
OG0007116	LOC120767433|XP_039949424.1|BTRY	LOC111603747|XP_023177235.1|DHYD
OG0007117	LOC120769247|XP_039952083.1|BTRY	LOC111599469|XP_023170906.2|DHYD
OG0007118	LOC120767681|XP_039949799.1|BTRY	LOC111592610|XP_023160710.2|DHYD
OG0007119	LOC120774715|XP_039960392.1|BTRY	LOC111598160|XP_023169017.1|DHYD
OG0007120	LOC120776092|XP_039962507.1|BTRY	LOC111605599|XP_023179979.1|DHYD
OG0007121	LOC120774892|XP_039960694.1|BTRY	LOC111604901|XP_023178912.1|DHYD
OG0007122	LOC120774321|XP_039959796.1|BTRY	LOC111600509|XP_030079686.1|DHYD
OG0007123	LOC120773852|XP_039958924.1|BTRY	LOC111604625|XP_023178524.1|DHYD
OG0007124	LOC120776842|XP_039963802.1|BTRY	LOC111595381|XP_023164848.2|DHYD
OG0007125	LOC120779031|XP_039967086.1|BTRY	LOC111599836|XP_023171397.2|DHYD
OG0007126	LOC120776460|XP_039963061.1|BTRY	LOC111595124|XP_023164464.2|DHYD
OG0007127	LOC120777861|XP_039965344.1|BTRY	LOC111592339|XP_023160235.1|DHYD
OG0007128	LOC120777358|XP_039964560.1|BTRY	LOC111595108|XP_023164441.1|DHYD
OG0007129	LOC120777761|XP_039965198.1|BTRY	LOC111599779|XP_023171317.1|DHYD
OG0007130	LOC120777224|XP_039964339.1|BTRY	LOC111592274|XP_023160141.2|DHYD
OG0007131	LOC120778210|XP_039965901.1|BTRY	LOC111599236|XP_023170601.2|DHYD
OG0007132	LOC120778128|XP_039965766.1|BTRY	LOC111599257|XP_023170625.1|DHYD
OG0007133	LOC120777070|XP_039964131.1|BTRY	LOC111596011|XP_023165799.1|DHYD
OG0007134	LOC120776662|XP_039963466.1|BTRY	LOC111595084|XP_023164407.2|DHYD
OG0007135	LOC120777739|XP_039965164.1|BTRY	LOC111596941|XP_023167163.1|DHYD
OG0007136	LOC120776611|XP_039963334.1|BTRY	LOC111604419|XP_023178243.2|DHYD
OG0007137	LOC120773910|XP_039959029.1|BTRY	LOC111601957|XP_023174590.2|DHYD
OG0007138	LOC120773739|XP_039958732.1|BTRY	LOC111605562|XP_023179934.2|DHYD
OG0007139	LOC120775539|XP_039961695.1|BTRY	LOC111598186|XP_023169052.2|DHYD
OG0007140	LOC120775377|XP_039961472.1|BTRY	LOC111596781|XP_023166902.2|DHYD
OG0007141	LOC120776024|XP_039962404.1|BTRY	LOC111604057|XP_023177691.2|DHYD
OG0007142	LOC120776762|XP_039963659.1|BTRY	LOC111596871|XP_023167086.1|DHYD
OG0007143	LOC120766937|XP_039948620.1|BTRY	LOC111600234|XP_023172030.1|DHYD
OG0007144	LOC120779398|XP_039967533.1|BTRY	LOC111604913|XP_023178925.2|DHYD
OG0007145	LOC120782574|XP_039970852.1|BTRY	LOC111593358|XP_023161839.2|DHYD
OG0007146	LOC120782602|XP_039970903.1|BTRY	LOC111595157|XP_023164506.1|DHYD
OG0007147	LOC120775294|XP_039961344.1|BTRY	LOC111598316|XP_023169280.2|DHYD
OG0007148	LOC120774364|XP_039959884.1|BTRY	LOC111598404|XP_023169407.2|DHYD
OG0007149	LOC120772447|XP_039957001.1|BTRY	LOC111593881|XP_030081012.1|DHYD
OG0007150	LOC120778564|XP_039966361.1|BTRY	LOC111599250|XP_023170618.2|DHYD
OG0007151	LOC120777058|XP_039964105.1|BTRY	LOC111595654|XP_030079628.1|DHYD
OG0007152	LOC120775579|XP_039961750.1|BTRY	LOC111593477|XP_023162007.2|DHYD
OG0007153	LOC120774157|XP_039959501.1|BTRY	LOC111593413|XP_030079928.1|DHYD
OG0007154	LOC120771658|XP_039955706.1|BTRY	LOC111592213|XP_023160053.2|DHYD
OG0007155	LOC120772392|XP_039956916.1|BTRY	LOC111602592|XP_023175518.1|DHYD
OG0007156	LOC120775235|XP_039961252.1|BTRY	LOC111600787|XP_023172845.2|DHYD
OG0007157	LOC120773185|XP_039958074.1|BTRY	LOC111598593|XP_023169677.2|DHYD
OG0007158	LOC120776834|XP_039963789.1|BTRY	LOC111598469|XP_023169494.2|DHYD
OG0007159	LOC120774244|XP_039959643.1|BTRY	LOC111596766|XP_023166883.2|DHYD
OG0007160	LOC120775053|XP_039960971.1|BTRY	LOC111604578|XP_023178448.1|DHYD
OG0007161	LOC120775807|XP_039962089.1|BTRY	LOC111597351|XP_023167765.2|DHYD
OG0007162	LOC120773979|XP_039959166.1|BTRY	LOC111592058|XP_023159830.1|DHYD
OG0007163	LOC120779843|XP_039968141.1|BTRY	LOC111594498|XP_023163577.2|DHYD
OG0007164	LOC120766534|XP_039948039.1|BTRY	LOC111594497|XP_023163576.2|DHYD
OG0007165	LOC120775889|XP_039962204.1|BTRY	LOC111605130|XP_023179262.2|DHYD
OG0007166	LOC120774831|XP_039960576.1|BTRY	LOC111601905|XP_023174519.2|DHYD
OG0007167	LOC120775594|XP_039961764.1|BTRY	LOC111605096|XP_023179207.1|DHYD
OG0007168	LOC120774156|XP_039959500.1|BTRY	LOC111593412|XP_023161910.1|DHYD
OG0007169	LOC120774420|XP_039959982.1|BTRY	LOC111602429|XP_023175236.1|DHYD
OG0007170	LOC120773506|XP_039958392.1|BTRY	LOC111598252|XP_030080586.1|DHYD
OG0007171	LOC120775056|XP_039960970.1|BTRY	LOC111602413|XP_023175212.2|DHYD
OG0007172	LOC120773609|XP_039958543.1|BTRY	LOC111601919|XP_023174535.2|DHYD
OG0007173	LOC120773608|XP_039958542.1|BTRY	LOC111601933|XP_023174553.2|DHYD
OG0007174	LOC120766460|XP_039947923.1|BTRY	LOC111595210|XP_023164587.2|DHYD
OG0007175	LOC120778605|XP_039966411.1|BTRY	LOC111605621|XP_023180036.1|DHYD
OG0007176	LOC120773201|XP_039958076.1|BTRY	LOC111599653|XP_023171101.2|DHYD
OG0007177	LOC120766173|XP_039947460.1|BTRY	LOC111603607|XP_023177039.1|DHYD
OG0007178	LOC120766614|XP_039948156.1|BTRY	LOC111603665|XP_023177117.2|DHYD
OG0007179	LOC120766175|XP_039947462.1|BTRY	LOC111603581|XP_023177002.1|DHYD
OG0007180	LOC120766958|XP_039948682.1|BTRY	LOC111603571|XP_023176990.1|DHYD
OG0007181	LOC120774890|XP_039960688.1|BTRY	LOC111596761|XP_023166875.1|DHYD
OG0007182	LOC120782283|XP_039970419.1|BTRY	LOC111604978|XP_023179031.2|DHYD
OG0007183	LOC120782428|XP_039970614.1|BTRY	LOC111604988|XP_023179054.1|DHYD
OG0007184	LOC120782693|XP_039971026.1|BTRY	LOC111604981|XP_023179046.2|DHYD
OG0007185	LOC120767926|XP_039950221.1|BTRY	LOC111599164|XP_023170509.1|DHYD
OG0007186	LOC120769965|XP_039952975.1|BTRY	LOC111602942|XP_023176069.2|DHYD
OG0007187	LOC120775465|XP_039961593.1|BTRY	LOC111599638|XP_030078822.1|DHYD
OG0007188	LOC120769391|XP_039952296.1|BTRY	LOC111599761|XP_023171284.2|DHYD
OG0007189	LOC120766529|XP_039948036.1|BTRY	LOC111603403|XP_023176738.1|DHYD
OG0007190	LOC120766227|XP_039947537.1|BTRY	LOC111592008|XP_023159758.1|DHYD
OG0007191	LOC120776458|XP_039963057.1|BTRY	LOC111601036|XP_023173215.2|DHYD
OG0007192	LOC120773934|XP_039959070.1|BTRY	LOC111603105|XP_023176339.2|DHYD
OG0007193	LOC120773933|XP_039959068.1|BTRY	LOC111603214|XP_023176480.2|DHYD
OG0007194	LOC120773954|XP_039959116.1|BTRY	LOC111593518|XP_023162075.2|DHYD
OG0007195	LOC120766457|XP_039947915.1|BTRY	LOC111595738|XP_023165359.2|DHYD
OG0007196	LOC120774760|XP_039960457.1|BTRY	LOC111595916|XP_023165634.1|DHYD
OG0007197	LOC120777790|XP_039965251.1|BTRY	LOC111599855|XP_023171441.1|DHYD
OG0007198	LOC120766398|XP_039947779.1|BTRY	LOC111604982|XP_023179047.1|DHYD
OG0007199	LOC120782598|XP_039970887.1|BTRY	LOC111595639|XP_023165224.1|DHYD
OG0007200	LOC120768610|XP_039951315.1|BTRY	LOC111596440|XP_023166431.2|DHYD
OG0007201	LOC120777634|XP_039965020.1|BTRY	LOC111598721|XP_023169881.2|DHYD
OG0007202	LOC120776409|XP_039962967.1|BTRY	LOC111604685|XP_023178620.2|DHYD
OG0007203	LOC120777079|XP_039964142.1|BTRY	LOC111604682|XP_023178615.2|DHYD
OG0007204	LOC120775119|XP_039961071.1|BTRY	LOC111604752|XP_023178709.2|DHYD
OG0007205	LOC120778315|XP_039966043.1|BTRY	LOC111604673|XP_023178602.1|DHYD
OG0007206	LOC120768256|XP_039950787.1|BTRY	LOC111598516|XP_023169559.2|DHYD
OG0007207	LOC120779108|XP_039967226.1|BTRY	LOC111602751|XP_023175771.2|DHYD
OG0007208	LOC120779098|XP_039967203.1|BTRY	LOC111603405|XP_023176742.1|DHYD
OG0007209	LOC120779115|XP_039967240.1|BTRY	LOC111603446|XP_023176800.1|DHYD
OG0007210	LOC120779383|XP_039967517.1|BTRY	LOC111604990|XP_023179075.1|DHYD
OG0007211	LOC120782757|XP_039971145.1|BTRY	LOC111592025|XP_023159786.2|DHYD
OG0007212	LOC120766827|XP_039948473.1|BTRY	LOC111594505|XP_023163586.2|DHYD
OG0007213	LOC120772791|XP_039957508.1|BTRY	LOC111592760|XP_023160932.1|DHYD
OG0007214	LOC120777204|XP_039964312.1|BTRY	LOC111604463|XP_030080430.1|DHYD
OG0007215	LOC120779567|XP_039967845.1|BTRY	LOC111601447|XP_030078716.1|DHYD
OG0007216	LOC120782884|XP_039971367.1|BTRY	LOC111601976|XP_023174623.2|DHYD
OG0007217	LOC120771083|XP_039954841.1|BTRY	LOC111592210|XP_023160049.1|DHYD
OG0007218	LOC120782436|XP_039970657.1|BTRY	LOC111597054|XP_023167344.2|DHYD
OG0007219	LOC120775486|XP_039961627.1|BTRY	LOC111604239|XP_023177990.1|DHYD
OG0007220	LOC120766527|XP_039948031.1|BTRY	LOC111604223|XP_023177961.2|DHYD
OG0007221	LOC120780234|XP_039968422.1|BTRY	LOC111595152|XP_023164502.1|DHYD
OG0007222	LOC120782795|XP_039971203.1|BTRY	LOC111595220|XP_023164603.2|DHYD
OG0007223	LOC120774939|XP_039960755.1|BTRY	LOC111596892|XP_023167113.1|DHYD
OG0007224	LOC120782847|XP_039971308.1|BTRY	LOC111597183|XP_023167517.2|DHYD
OG0007225	LOC120782173|XP_039970243.1|BTRY	LOC111603029|XP_023176226.1|DHYD
OG0007226	LOC120780061|XP_039968266.1|BTRY	LOC111604828|XP_023178820.2|DHYD
OG0007227	LOC120778209|XP_039965899.1|BTRY	LOC111605645|XP_023180074.1|DHYD
OG0007228	LOC120778580|XP_039966380.1|BTRY	LOC111598685|XP_023169817.1|DHYD
OG0007229	LOC120774807|XP_039960542.1|BTRY	LOC111602628|XP_023175557.2|DHYD
OG0007230	LOC120782713|XP_039971068.1|BTRY	LOC111601334|XP_023173632.1|DHYD
OG0007231	LOC120776410|XP_039962976.1|BTRY	LOC111604580|XP_023178450.2|DHYD
OG0007232	LOC120777201|XP_039964304.1|BTRY	LOC111598655|XP_030081114.1|DHYD
OG0007233	LOC120778049|XP_039965659.1|BTRY	LOC111598656|XP_023169773.2|DHYD
OG0007234	LOC120778673|XP_039966541.1|BTRY	LOC111604495|XP_023178354.2|DHYD
OG0007235	LOC120777998|XP_039965589.1|BTRY	LOC111604499|XP_030081173.1|DHYD
OG0007236	LOC120777951|XP_039965501.1|BTRY	LOC111600844|XP_023172917.2|DHYD
OG0007237	LOC120769030|XP_039951808.1|BTRY	LOC111604807|XP_023178793.1|DHYD
OG0007238	LOC120779566|XP_039967842.1|BTRY	LOC111598028|XP_023168823.2|DHYD
OG0007239	LOC120782012|XP_039970107.1|BTRY	LOC111600834|XP_023172906.2|DHYD
OG0007240	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY	LOC111596022|XP_023165819.2|DHYD
OG0007241	LOC120774466|XP_039960056.1|BTRY	LOC111596734|XP_023166834.2|DHYD
OG0007242	LOC120773480|XP_039958340.1|BTRY	LOC111596720|XP_023166811.2|DHYD
OG0007243	LOC120775652|XP_039961842.1|BTRY	LOC115482979|XP_030079453.1|DHYD, LOC111605698|XP_030079445.1|DHYD
OG0007244	LOC120775909|XP_039962235.1|BTRY	LOC111604895|XP_023178903.1|DHYD
OG0007245	LOC120782640|XP_039970946.1|BTRY	LOC111597392|XP_023167825.2|DHYD
OG0007246	LOC120782564|XP_039970839.1|BTRY	LOC111605543|XP_023179873.2|DHYD
OG0007247	LOC120771613|XP_039955636.1|BTRY	LOC111595636|XP_023165218.2|DHYD
OG0007248	LOC120775809|XP_039962091.1|BTRY	LOC111597359|XP_023167781.1|DHYD
OG0007249	LOC120773424|XP_039958231.1|BTRY	LOC111602841|XP_023175920.2|DHYD, LOC111602834|XP_030080138.1|DHYD
OG0007250	LOC120775317|XP_039961387.1|BTRY	LOC111603115|XP_030079307.1|DHYD
OG0007251	LOC120771610|XP_039955633.1|BTRY	LOC111603649|XP_023177096.1|DHYD
OG0007252	LOC120782849|XP_039971310.1|BTRY	LOC111597131|XP_023167463.1|DHYD
OG0007253	LOC120779143|XP_039967284.1|BTRY	LOC111595059|XP_030079279.1|DHYD
OG0007254	LOC120782066|XP_039970155.1|BTRY	LOC111601352|XP_030081619.1|DHYD
OG0007255	LOC120775391|XP_039961485.1|BTRY	LOC111594055|XP_023162941.1|DHYD
OG0007256	LOC120766174|XP_039947461.1|BTRY	LOC111603608|XP_023177040.1|DHYD
OG0007257	LOC120770085|XP_039953170.1|BTRY	LOC111602990|XP_023176155.2|DHYD
OG0007258	LOC120782369|XP_039970646.1|BTRY	LOC111603019|XP_023176208.1|DHYD
OG0007259	LOC120773456|XP_039958284.1|BTRY	LOC111601860|XP_023174465.2|DHYD
OG0007260	LOC120775536|XP_039961692.1|BTRY	LOC111601861|XP_023174470.1|DHYD
OG0007262	LOC120774080|XP_039959341.1|BTRY	LOC111604070|XP_023177715.1|DHYD
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC111597552|XP_023168116.2|DHYD
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC111597328|XP_023167739.1|DHYD
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC111600732|XP_023172772.1|DHYD
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC111601375|XP_023173682.2|DHYD
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC111595446|XP_023164938.2|DHYD
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC111601878|XP_023174488.2|DHYD
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC111593273|XP_030080818.1|DHYD
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC111604841|XP_023178841.2|DHYD
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC111605649|XP_023180079.2|DHYD
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC111598533|XP_023169588.1|DHYD
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC111598484|XP_023169510.1|DHYD
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC111601569|XP_023173983.1|DHYD
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC111601579|XP_023174002.2|DHYD
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC111591862|XP_023159511.2|DHYD
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC111599787|XP_023171330.1|DHYD
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC111599801|XP_023171347.2|DHYD
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC111599815|XP_030080333.1|DHYD
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC111602763|XP_023175793.1|DHYD
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC111602755|XP_023175780.2|DHYD
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC111595181|XP_030078738.1|DHYD
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC111596645|XP_023166713.1|DHYD
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC111596792|XP_023166918.2|DHYD
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC111596790|XP_023166912.1|DHYD
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC111599166|XP_023170513.2|DHYD
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC111602054|XP_023174732.2|DHYD
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC111598180|XP_023169043.2|DHYD
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC111593515|XP_023162070.1|DHYD
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC111595964|XP_023165707.2|DHYD
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC111600298|XP_023172121.2|DHYD
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC111598527|XP_023169577.2|DHYD
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC111604860|XP_023178862.1|DHYD
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC111596253|XP_023166154.1|DHYD
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC111599609|XP_023171064.2|DHYD
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC111603596|XP_023177022.1|DHYD
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC111603654|XP_023177101.1|DHYD
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC111602993|XP_023176158.1|DHYD
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC111600850|XP_023172924.1|DHYD
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC111604944|XP_030078819.1|DHYD
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC111601849|XP_023174452.1|DHYD
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC111600379|XP_023172223.2|DHYD
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC111599275|XP_023170641.2|DHYD
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC111599271|XP_023170638.1|DHYD
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC111604635|XP_023178541.1|DHYD
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC111599578|XP_023171021.1|DHYD
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC111600288|XP_023172108.2|DHYD
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC111593604|XP_023162233.1|DHYD
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC111593610|XP_030078615.1|DHYD
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC111602098|XP_023174800.2|DHYD
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC111594985|XP_023164252.2|DHYD
