Orthogroup	BTRY.longest_only	DNOV.longest_only
OG0007219	LOC120775486|XP_039961627.1|BTRY	LOC115764666|XP_030563714.1|DNOV
OG0007220	LOC120766527|XP_039948031.1|BTRY	LOC115764206|XP_030562956.1|DNOV
OG0007221	LOC120780234|XP_039968422.1|BTRY	LOC115765788|XP_030565333.1|DNOV
OG0007222	LOC120782795|XP_039971203.1|BTRY	LOC115771873|XP_030573616.1|DNOV
OG0007223	LOC120774939|XP_039960755.1|BTRY	LOC115771762|XP_030573474.1|DNOV
OG0007224	LOC120782847|XP_039971308.1|BTRY	LOC115766156|XP_030565852.1|DNOV
OG0007225	LOC120782173|XP_039970243.1|BTRY	LOC115766057|XP_030565698.1|DNOV
OG0007226	LOC120780061|XP_039968266.1|BTRY	LOC115763699|XP_030562247.1|DNOV
OG0007227	LOC120778209|XP_039965899.1|BTRY	LOC115769515|XP_030570213.1|DNOV
OG0007228	LOC120778580|XP_039966380.1|BTRY	LOC115769765|XP_030570587.1|DNOV
OG0007229	LOC120774807|XP_039960542.1|BTRY	LOC115764139|XP_030562873.1|DNOV
OG0007230	LOC120782713|XP_039971068.1|BTRY	LOC115765650|XP_030565167.1|DNOV
OG0007231	LOC120776410|XP_039962976.1|BTRY	LOC115763736|XP_030562296.1|DNOV
OG0007232	LOC120777201|XP_039964304.1|BTRY	LOC115766914|XP_030566853.1|DNOV
OG0007233	LOC120778049|XP_039965659.1|BTRY	LOC115766915|XP_030566857.1|DNOV
OG0007234	LOC120778673|XP_039966541.1|BTRY	LOC115766965|XP_030566912.1|DNOV
OG0007235	LOC120777998|XP_039965589.1|BTRY	LOC115766921|XP_030566865.1|DNOV
OG0007236	LOC120777951|XP_039965501.1|BTRY	LOC115765653|XP_030565170.1|DNOV
OG0007237	LOC120769030|XP_039951808.1|BTRY	LOC115763636|XP_030562125.1|DNOV
OG0007238	LOC120779566|XP_039967842.1|BTRY	LOC115766730|XP_030566550.1|DNOV
OG0007239	LOC120782012|XP_039970107.1|BTRY	LOC115765717|XP_030565238.1|DNOV
OG0007240	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY	LOC115764826|XP_030563935.1|DNOV
OG0007241	LOC120774466|XP_039960056.1|BTRY	LOC115768880|XP_030569450.1|DNOV
OG0007242	LOC120773480|XP_039958340.1|BTRY	LOC115768879|XP_030569446.1|DNOV
OG0007243	LOC120775652|XP_039961842.1|BTRY	LOC115767571|XP_030567717.1|DNOV
OG0007244	LOC120775909|XP_039962235.1|BTRY	LOC115766030|XP_030565661.1|DNOV
OG0007245	LOC120782640|XP_039970946.1|BTRY	LOC115757751|XP_030554014.1|DNOV
OG0007246	LOC120782564|XP_039970839.1|BTRY	LOC115761397|XP_030559014.1|DNOV
OG0007247	LOC120771613|XP_039955636.1|BTRY	LOC115760965|XP_030558416.1|DNOV
OG0007248	LOC120775809|XP_039962091.1|BTRY	LOC115768014|XP_030568287.1|DNOV
OG0007249	LOC120773424|XP_039958231.1|BTRY	LOC115766474|XP_030566279.1|DNOV
OG0007250	LOC120775317|XP_039961387.1|BTRY	LOC115767299|XP_030567395.1|DNOV
OG0007251	LOC120771610|XP_039955633.1|BTRY	LOC115759465|XP_030556259.1|DNOV
OG0007252	LOC120782849|XP_039971310.1|BTRY	LOC115771988|XP_030573769.1|DNOV
OG0007253	LOC120779143|XP_039967284.1|BTRY	LOC115770057|XP_030571011.1|DNOV
OG0007254	LOC120782066|XP_039970155.1|BTRY	LOC115765755|XP_030565277.1|DNOV
OG0007255	LOC120775391|XP_039961485.1|BTRY	LOC115765235|XP_030564552.1|DNOV
OG0007256	LOC120766174|XP_039947461.1|BTRY	LOC115759621|XP_030556465.1|DNOV
OG0007257	LOC120770085|XP_039953170.1|BTRY	LOC115770955|XP_030572283.1|DNOV
OG0007258	LOC120782369|XP_039970646.1|BTRY	LOC115770573|XP_030571754.1|DNOV
OG0007259	LOC120773456|XP_039958284.1|BTRY	LOC115767014|XP_030566997.1|DNOV
OG0007260	LOC120775536|XP_039961692.1|BTRY	LOC115767093|XP_030567100.1|DNOV
OG0007262	LOC120774080|XP_039959341.1|BTRY	LOC115765405|XP_030564804.1|DNOV
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC115770098|XP_030571070.1|DNOV
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC115767991|XP_030568252.1|DNOV
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC115772082|XP_030573895.1|DNOV
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC115765721|XP_030565245.1|DNOV
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC115757876|XP_030554175.1|DNOV
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC115767050|XP_030567042.1|DNOV
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC115764607|XP_030563610.1|DNOV
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC115766183|XP_030565885.1|DNOV
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC115769520|XP_030570220.1|DNOV
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC115766021|XP_030565648.1|DNOV
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC115771996|XP_030573786.1|DNOV
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC115767153|XP_030567186.1|DNOV
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC115767115|XP_030567128.1|DNOV
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC115771476|XP_030573059.1|DNOV
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC115770438|XP_030571571.1|DNOV
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC115770389|XP_030571497.1|DNOV
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC115770111|XP_030571088.1|DNOV
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC115761779|XP_030559570.1|DNOV
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC115761775|XP_030559565.1|DNOV
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC115765711|XP_030565232.1|DNOV
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC115761352|XP_030558958.1|DNOV
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC115768025|XP_030568304.1|DNOV
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC115768020|XP_030568294.1|DNOV
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC115765910|XP_030565515.1|DNOV
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC115766404|XP_030566181.1|DNOV
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC115768313|XP_030568720.1|DNOV
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC115764763|XP_030563859.1|DNOV
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC115768606|XP_030569119.1|DNOV
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC115766269|XP_030565992.1|DNOV
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC115770767|XP_030572037.1|DNOV
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC115766067|XP_030565730.1|DNOV
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC115766078|XP_030565742.1|DNOV
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC115764914|XP_030564075.1|DNOV
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC115759531|XP_030556341.1|DNOV
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC115759420|XP_030556177.1|DNOV
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC115759560|XP_030556386.1|DNOV
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC115770960|XP_030572289.1|DNOV
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC115765794|XP_030565359.1|DNOV
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC115767891|XP_030568117.1|DNOV
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC115767054|XP_030567047.1|DNOV
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC115769290|XP_030569877.1|DNOV
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC115766119|XP_030565802.1|DNOV
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC115766100|XP_030565781.1|DNOV
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC115770727|XP_030571987.1|DNOV
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC115764839|XP_030563948.1|DNOV
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC115770557|XP_030571728.1|DNOV
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC115770796|XP_030572078.1|DNOV
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC115770636|XP_030571841.1|DNOV
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC115762290|XP_030560315.1|DNOV
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC115765351|XP_030564725.1|DNOV
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC115768483|XP_030568923.1|DNOV
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC115767556|XP_030567699.1|DNOV
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC115763741|XP_030562305.1|DNOV
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC115765703|XP_030565225.1|DNOV
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC115765699|XP_030565216.1|DNOV
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC115771251|XP_030572712.1|DNOV
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC115763187|XP_030561505.1|DNOV
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC115768029|XP_030568311.1|DNOV
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC115767058|XP_030567054.1|DNOV
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC115766429|XP_030566212.1|DNOV
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC115766217|XP_030565930.1|DNOV
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC115761619|XP_030559308.1|DNOV
OG0007326	LOC120773680|XP_039958647.1|BTRY	LOC115766221|XP_030565935.1|DNOV
OG0007327	LOC120776926|XP_039963931.1|BTRY	LOC115762782|XP_030560995.1|DNOV
OG0007328	LOC120777838|XP_039965310.1|BTRY	LOC115761396|XP_030559013.1|DNOV
OG0007329	LOC120782356|XP_039970529.1|BTRY	LOC115770760|XP_030572033.1|DNOV
OG0007330	LOC120774980|XP_039960815.1|BTRY	LOC115766466|XP_030566265.1|DNOV
OG0007331	LOC120773626|XP_039958565.1|BTRY	LOC115768364|XP_030568794.1|DNOV
OG0007332	LOC120774100|XP_039959388.1|BTRY	LOC115768324|XP_030568739.1|DNOV
OG0007333	LOC120766637|XP_039948189.1|BTRY	LOC115770740|XP_030572002.1|DNOV
OG0007334	LOC120775851|XP_039962155.1|BTRY	LOC115763661|XP_030562193.1|DNOV
OG0007335	LOC120776749|XP_039963637.1|BTRY	LOC115769928|XP_030570827.1|DNOV
OG0007336	LOC120766500|XP_039947986.1|BTRY	LOC115768576|XP_030569075.1|DNOV
OG0007337	LOC120778029|XP_039965636.1|BTRY	LOC115770933|XP_030572254.1|DNOV
OG0007338	LOC120778967|XP_039966977.1|BTRY	LOC115771028|XP_030572422.1|DNOV
OG0007339	LOC120766813|XP_039948457.1|BTRY	LOC115770593|XP_030571788.1|DNOV
OG0007340	LOC120782591|XP_039970876.1|BTRY	LOC115765629|XP_030565140.1|DNOV
OG0007341	LOC120766957|XP_039948680.1|BTRY	LOC115759628|XP_030556476.1|DNOV
OG0007342	LOC120766480|XP_039947955.1|BTRY	LOC115764730|XP_030563801.1|DNOV
OG0007343	LOC120770681|XP_039954203.1|BTRY	LOC115770675|XP_030571917.1|DNOV
OG0007344	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY	LOC115759269|XP_030556031.1|DNOV
OG0007345	LOC120767067|XP_039948859.1|BTRY	LOC115770842|XP_030572138.1|DNOV
OG0007346	LOC120776574|XP_039963272.1|BTRY	LOC115765821|XP_030565405.1|DNOV
OG0007347	LOC120775016|XP_039960901.1|BTRY	LOC115766895|XP_030566827.1|DNOV
OG0007348	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY	LOC115766891|XP_030566824.1|DNOV
OG0007349	LOC120774645|XP_039960303.1|BTRY	LOC115766889|XP_030566821.1|DNOV
OG0007350	LOC120776191|XP_039962750.1|BTRY	LOC115767596|XP_030567748.1|DNOV
OG0007351	LOC120777369|XP_039964573.1|BTRY	LOC115770055|XP_030571006.1|DNOV
OG0007352	LOC120772794|XP_039957511.1|BTRY	LOC115762459|XP_030560527.1|DNOV
OG0007353	LOC120782817|XP_039971297.1|BTRY	LOC115763665|XP_030562196.1|DNOV
OG0007354	LOC120772158|XP_039956528.1|BTRY	LOC115770779|XP_030572059.1|DNOV
OG0007355	LOC120773768|XP_039958782.1|BTRY	LOC115765668|XP_030565186.1|DNOV
OG0007356	LOC120771571|XP_039955570.1|BTRY	LOC115762102|XP_030560063.1|DNOV
OG0007357	LOC120772068|XP_039956392.1|BTRY	LOC115764621|XP_030563643.1|DNOV
OG0007358	LOC120767221|XP_039948979.1|BTRY	LOC115770793|XP_030572074.1|DNOV
OG0007359	LOC120766203|XP_039947501.1|BTRY	LOC115761597|XP_030559255.1|DNOV
OG0007360	LOC120766287|XP_039947623.1|BTRY	LOC115761631|XP_030559320.1|DNOV
OG0007361	LOC120774185|XP_039959540.1|BTRY	LOC115771357|XP_030572890.1|DNOV
OG0007362	LOC120768063|XP_039950518.1|BTRY	LOC115763394|XP_030561797.1|DNOV
OG0007363	LOC120775879|XP_039962190.1|BTRY	LOC115768366|XP_030568798.1|DNOV
OG0007364	LOC120776153|XP_039962633.1|BTRY	LOC115768401|XP_030568834.1|DNOV
OG0007365	LOC120775113|XP_039961064.1|BTRY	LOC115768399|XP_030568832.1|DNOV
OG0007366	LOC120779375|XP_039967507.1|BTRY	LOC115766115|XP_030565796.1|DNOV
OG0007367	LOC120778998|XP_039967035.1|BTRY	LOC115762556|XP_030560693.1|DNOV
OG0007368	LOC120782599|XP_039970888.1|BTRY	LOC115764628|XP_030563655.1|DNOV
OG0007369	LOC120766810|XP_039948456.1|BTRY	LOC115767906|XP_030568139.1|DNOV
OG0007370	LOC120772347|XP_039956843.1|BTRY	LOC115765008|XP_030564222.1|DNOV
OG0007371	LOC120773488|XP_039958366.1|BTRY	LOC115764200|XP_030562948.1|DNOV
OG0007372	LOC120767032|XP_039948812.1|BTRY	LOC115766131|XP_030565813.1|DNOV
OG0007373	LOC120774472|XP_039960062.1|BTRY	LOC115767733|XP_030567904.1|DNOV
OG0007374	LOC120775887|XP_039962201.1|BTRY	LOC115764285|XP_030563076.1|DNOV
OG0007375	LOC120774072|XP_039959318.1|BTRY	LOC115767318|XP_030567418.1|DNOV
OG0007376	LOC120774346|XP_039959860.1|BTRY	LOC115766842|XP_030566749.1|DNOV
OG0007377	LOC120776109|XP_039962535.1|BTRY	LOC115769001|XP_030569571.1|DNOV
OG0007378	LOC120774777|XP_039960484.1|BTRY	LOC115768809|XP_030569366.1|DNOV
OG0007379	LOC120774029|XP_039959261.1|BTRY	LOC115767731|XP_030567901.1|DNOV
OG0007380	LOC120773627|XP_039958567.1|BTRY	LOC115768505|XP_030568950.1|DNOV
OG0007381	LOC120774949|XP_039960763.1|BTRY	LOC115767724|XP_030567893.1|DNOV
OG0007382	LOC120773505|XP_039958391.1|BTRY	LOC115768760|XP_030569310.1|DNOV
OG0007383	LOC120776117|XP_039962555.1|BTRY	LOC115768668|XP_030569208.1|DNOV
OG0007384	LOC120775921|XP_039962257.1|BTRY	LOC115766472|XP_030566276.1|DNOV
OG0007385	LOC120775002|XP_039960861.1|BTRY	LOC115768186|XP_030568554.1|DNOV
OG0007386	LOC120775316|XP_039961386.1|BTRY	LOC115768923|XP_030569519.1|DNOV
OG0007387	LOC120774965|XP_039960788.1|BTRY	LOC115765275|XP_030564625.1|DNOV
OG0007388	LOC120774405|XP_039959961.1|BTRY	LOC115766349|XP_030566105.1|DNOV
OG0007389	LOC120768350|XP_039950937.1|BTRY	LOC115763165|XP_030561478.1|DNOV
OG0007390	LOC120774986|XP_039960828.1|BTRY	LOC115768490|XP_030568932.1|DNOV
OG0007391	LOC120766801|XP_039948439.1|BTRY	LOC115766192|XP_030565896.1|DNOV
OG0007392	LOC120775041|XP_039960950.1|BTRY	LOC115767976|XP_030568235.1|DNOV
OG0007393	LOC120780248|XP_039968444.1|BTRY	LOC115770849|XP_030572145.1|DNOV
OG0007394	LOC120774077|XP_039959329.1|BTRY	LOC115765404|XP_030564801.1|DNOV
OG0007395	LOC120773932|XP_039959065.1|BTRY	LOC115764364|XP_030563186.1|DNOV
OG0007396	LOC120766955|XP_039948678.1|BTRY	LOC115759619|XP_030556462.1|DNOV
OG0007397	LOC120768504|XP_039951162.1|BTRY	LOC115759962|XP_030556964.1|DNOV
OG0007398	LOC120772121|XP_039956466.1|BTRY	LOC115761991|XP_030559913.1|DNOV
OG0007399	LOC120773840|XP_039958903.1|BTRY	LOC115767308|XP_030567406.1|DNOV
OG0007400	LOC120773790|XP_039958819.1|BTRY	LOC115767795|XP_030567986.1|DNOV
OG0007401	LOC120775174|XP_039961160.1|BTRY	LOC115764310|XP_030563108.1|DNOV
OG0007402	LOC120781020|XP_039969146.1|BTRY	LOC115759476|XP_030556270.1|DNOV
OG0007403	LOC120766243|XP_039947597.1|BTRY	LOC115759537|XP_030556348.1|DNOV
OG0007404	LOC120780863|XP_039969033.1|BTRY	LOC115759450|XP_030556239.1|DNOV
OG0007405	LOC120778396|XP_039966118.1|BTRY	LOC115759622|XP_030556466.1|DNOV
OG0007406	LOC120782818|XP_039971265.1|BTRY	LOC115764618|XP_030563638.1|DNOV
OG0007407	LOC120767627|XP_039949719.1|BTRY	LOC115759345|XP_030556125.1|DNOV
OG0007408	LOC120778483|XP_039966234.1|BTRY	LOC115771564|XP_030573175.1|DNOV
OG0007409	LOC120769182|XP_039952001.1|BTRY	LOC115759020|XP_030555691.1|DNOV
OG0007410	LOC120774424|XP_039959991.1|BTRY	LOC115765237|XP_030564554.1|DNOV
OG0007411	LOC120773423|XP_039958230.1|BTRY	LOC115766864|XP_030566783.1|DNOV
OG0007412	LOC120774546|XP_039960211.1|BTRY	LOC115768312|XP_030568719.1|DNOV
OG0007413	LOC120770102|XP_039953206.1|BTRY	LOC115763407|XP_030561822.1|DNOV
OG0007414	LOC120774888|XP_039960684.1|BTRY	LOC115767027|XP_030567013.1|DNOV
OG0007415	LOC120774430|XP_039960002.1|BTRY	LOC115769087|XP_030569659.1|DNOV
OG0007416	LOC120774640|XP_039960298.1|BTRY	LOC115766819|XP_030566715.1|DNOV
OG0007417	LOC120775860|XP_039962164.1|BTRY	LOC115765312|XP_030564670.1|DNOV
OG0007418	LOC120774213|XP_039959600.1|BTRY	LOC115764758|XP_030563857.1|DNOV
OG0007419	LOC120782320|XP_039970475.1|BTRY	LOC115771777|XP_030573495.1|DNOV
OG0007420	LOC120770236|XP_039953460.1|BTRY	LOC115762476|XP_030560556.1|DNOV
OG0007421	LOC120775824|XP_039962114.1|BTRY	LOC115765253|XP_030564589.1|DNOV
OG0007422	LOC120774419|XP_039959980.1|BTRY	LOC115766850|XP_030566761.1|DNOV
OG0007423	LOC120775361|XP_039961454.1|BTRY	LOC115769101|XP_030569671.1|DNOV
OG0007424	LOC120778993|XP_039967028.1|BTRY	LOC115766178|XP_030565883.1|DNOV
OG0007425	LOC120777250|XP_039964378.1|BTRY	LOC115771503|XP_030573090.1|DNOV
OG0007426	LOC120774398|XP_039959950.1|BTRY	LOC115767302|XP_030567397.1|DNOV
OG0007427	LOC120774843|XP_039960593.1|BTRY	LOC115768761|XP_030569311.1|DNOV
OG0007428	LOC120773443|XP_039958259.1|BTRY	LOC115766836|XP_030566733.1|DNOV
OG0007429	LOC120772837|XP_039957580.1|BTRY	LOC115767414|XP_030567550.1|DNOV
OG0007430	LOC120778171|XP_039965841.1|BTRY	LOC115762614|XP_030560772.1|DNOV
OG0007431	LOC120769422|XP_039952338.1|BTRY	LOC115768543|XP_030569009.1|DNOV
OG0007432	LOC120777240|XP_039964366.1|BTRY	LOC115771406|XP_030572966.1|DNOV
OG0007433	LOC120778759|XP_039966671.1|BTRY	LOC115768892|XP_030569464.1|DNOV
OG0007434	LOC120777668|XP_039965059.1|BTRY	LOC115767320|XP_030567424.1|DNOV
OG0007435	LOC120777967|XP_039965520.1|BTRY	LOC115766267|XP_030565993.1|DNOV
OG0007436	LOC120776464|XP_039963065.1|BTRY	LOC115770226|XP_030571292.1|DNOV
OG0007437	LOC120777395|XP_039964625.1|BTRY	LOC115770386|XP_030571495.1|DNOV
OG0007438	LOC120777411|XP_039964644.1|BTRY	LOC115770147|XP_030571157.1|DNOV
OG0007439	LOC120774009|XP_039959222.1|BTRY	LOC115766300|XP_030566036.1|DNOV
OG0007440	LOC120773679|XP_039958644.1|BTRY	LOC115764246|XP_030563024.1|DNOV
OG0007441	LOC120772822|XP_039957553.1|BTRY	LOC115757836|XP_030554128.1|DNOV
OG0007442	LOC120770219|XP_039953432.1|BTRY	LOC115765720|XP_030565244.1|DNOV
OG0007443	LOC120770560|XP_039954073.1|BTRY	LOC115762453|XP_030560516.1|DNOV
OG0007444	LOC120772543|XP_039957157.1|BTRY	LOC115763584|XP_030562067.1|DNOV
OG0007445	LOC120772541|XP_039957156.1|BTRY	LOC115763529|XP_030562004.1|DNOV
OG0007446	LOC120767541|XP_039949579.1|BTRY	LOC115760127|XP_030557185.1|DNOV
OG0007447	LOC120772499|XP_039957079.1|BTRY	LOC115767708|XP_030567861.1|DNOV
OG0007448	LOC120771692|XP_039955761.1|BTRY	LOC115760388|XP_030557548.1|DNOV
OG0007449	LOC120778678|XP_039966546.1|BTRY	LOC115769608|XP_030570367.1|DNOV
OG0007450	LOC120777666|XP_039965056.1|BTRY	LOC115765964|XP_030565577.1|DNOV
OG0007451	LOC120777991|XP_039965572.1|BTRY	LOC115771427|XP_030572990.1|DNOV
OG0007452	LOC120777074|XP_039964136.1|BTRY	LOC115771495|XP_030573080.1|DNOV
OG0007453	LOC120777259|XP_039964392.1|BTRY	LOC115767587|XP_030567738.1|DNOV
OG0007454	LOC120776623|XP_039963354.1|BTRY	LOC115767240|XP_030567304.1|DNOV
OG0007455	LOC120770222|XP_039953436.1|BTRY	LOC115758116|XP_030554529.1|DNOV
OG0007456	LOC120775561|XP_039961720.1|BTRY	LOC115766854|XP_030566769.1|DNOV
OG0007457	LOC120776792|XP_039963712.1|BTRY	LOC115769961|XP_030570867.1|DNOV
OG0007458	LOC120769462|XP_039952408.1|BTRY	LOC115758840|XP_030555481.1|DNOV
OG0007459	LOC120766863|XP_039948528.1|BTRY	LOC115761205|XP_030558749.1|DNOV
OG0007460	LOC120770359|XP_039953704.1|BTRY	LOC115766478|XP_030566320.1|DNOV
OG0007461	LOC120776419|XP_039962991.1|BTRY	LOC115770118|XP_030571101.1|DNOV
OG0007462	LOC120776431|XP_039963018.1|BTRY	LOC115768416|XP_030568848.1|DNOV
OG0007463	LOC120776421|XP_039962995.1|BTRY	LOC115768468|XP_030568905.1|DNOV
OG0007464	LOC120776420|XP_039962992.1|BTRY	LOC115770119|XP_030571103.1|DNOV
OG0007465	LOC120778617|XP_039966429.1|BTRY	LOC115771506|XP_030573095.1|DNOV
OG0007466	LOC120772518|XP_039957100.1|BTRY	LOC115757864|XP_030554161.1|DNOV
OG0007467	LOC120771098|XP_039954866.1|BTRY	LOC115757971|XP_030554314.1|DNOV
OG0007468	LOC120770070|XP_039953133.1|BTRY	LOC115758190|XP_030554593.1|DNOV
OG0007469	LOC120777711|XP_039965123.1|BTRY	LOC115768530|XP_030568981.1|DNOV
OG0007470	LOC120776734|XP_039963596.1|BTRY	LOC115760103|XP_030557152.1|DNOV
OG0007471	LOC120771380|XP_039955281.1|BTRY	LOC115764467|XP_030563369.1|DNOV
OG0007472	LOC120775693|XP_039961937.1|BTRY	LOC115765183|XP_030564470.1|DNOV
OG0007473	LOC120778941|XP_039966933.1|BTRY	LOC115770232|XP_030571298.1|DNOV
OG0007474	LOC120771612|XP_039955630.1|BTRY	LOC115758546|XP_030555106.1|DNOV
OG0007475	LOC120777766|XP_039965207.1|BTRY	LOC115762747|XP_030560945.1|DNOV
OG0007476	LOC120774167|XP_039959521.1|BTRY	LOC115768590|XP_030569096.1|DNOV
OG0007477	LOC120776097|XP_039962513.1|BTRY	LOC115768571|XP_030569063.1|DNOV
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC115763058|XP_030561344.1|DNOV
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC115765123|XP_030564379.1|DNOV
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC115770754|XP_030572026.1|DNOV
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC115758324|XP_030554751.1|DNOV
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC115758238|XP_030554655.1|DNOV
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC115765202|XP_030564498.1|DNOV
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC115767598|XP_030567750.1|DNOV
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC115769006|XP_030569575.1|DNOV
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC115766753|XP_030566591.1|DNOV
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC115771453|XP_030573028.1|DNOV
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC115770594|XP_030571789.1|DNOV
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC115768303|XP_030568707.1|DNOV
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC115768026|XP_030568305.1|DNOV
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC115761683|XP_030559402.1|DNOV
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC115769067|XP_030569641.1|DNOV
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC115763557|XP_030562036.1|DNOV
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC115765112|XP_030564360.1|DNOV
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC115768218|XP_030568604.1|DNOV
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC115770502|XP_030571657.1|DNOV
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC115770076|XP_030571040.1|DNOV
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC115771523|XP_030573118.1|DNOV
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC115771524|XP_030573119.1|DNOV
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC115771455|XP_030573030.1|DNOV
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC115767477|XP_030567641.1|DNOV
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC115765503|XP_030564976.1|DNOV
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC115770212|XP_030571266.1|DNOV
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC115770107|XP_030571084.1|DNOV
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC115770105|XP_030571082.1|DNOV
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC115760167|XP_030557247.1|DNOV
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC115759313|XP_030556083.1|DNOV
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC115763511|XP_030561968.1|DNOV
