Orthogroup	BTRY.longest_only	CQUI.longest_only
OG0007120	LOC120776092|XP_039962507.1|BTRY	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC120774892|XP_039960694.1|BTRY	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC120774321|XP_039959796.1|BTRY	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC120773852|XP_039958924.1|BTRY	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC120776842|XP_039963802.1|BTRY	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC120779031|XP_039967086.1|BTRY	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC120776460|XP_039963061.1|BTRY	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC120777861|XP_039965344.1|BTRY	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC120777358|XP_039964560.1|BTRY	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC120777761|XP_039965198.1|BTRY	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC120777224|XP_039964339.1|BTRY	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC120778210|XP_039965901.1|BTRY	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC120778128|XP_039965766.1|BTRY	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC120777070|XP_039964131.1|BTRY	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC120776662|XP_039963466.1|BTRY	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC120777739|XP_039965164.1|BTRY	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC120776611|XP_039963334.1|BTRY	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC120773910|XP_039959029.1|BTRY	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC120773739|XP_039958732.1|BTRY	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC120775539|XP_039961695.1|BTRY	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC120775377|XP_039961472.1|BTRY	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC120776024|XP_039962404.1|BTRY	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC120776762|XP_039963659.1|BTRY	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC120766937|XP_039948620.1|BTRY	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC120779398|XP_039967533.1|BTRY	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC120782574|XP_039970852.1|BTRY	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC120782602|XP_039970903.1|BTRY	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC120775294|XP_039961344.1|BTRY	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC120774364|XP_039959884.1|BTRY	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC120772447|XP_039957001.1|BTRY	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC120778564|XP_039966361.1|BTRY	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC120777058|XP_039964105.1|BTRY	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC120775579|XP_039961750.1|BTRY	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC120774157|XP_039959501.1|BTRY	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC120771658|XP_039955706.1|BTRY	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC120772392|XP_039956916.1|BTRY	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC120775235|XP_039961252.1|BTRY	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC120773185|XP_039958074.1|BTRY	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC120776834|XP_039963789.1|BTRY	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC120774244|XP_039959643.1|BTRY	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC120775053|XP_039960971.1|BTRY	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC120775807|XP_039962089.1|BTRY	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC120773979|XP_039959166.1|BTRY	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC120779843|XP_039968141.1|BTRY	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC120766534|XP_039948039.1|BTRY	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC120775889|XP_039962204.1|BTRY	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC120774831|XP_039960576.1|BTRY	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC120775594|XP_039961764.1|BTRY	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC120774156|XP_039959500.1|BTRY	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC120774420|XP_039959982.1|BTRY	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC120773506|XP_039958392.1|BTRY	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC120775056|XP_039960970.1|BTRY	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC120773609|XP_039958543.1|BTRY	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC120773608|XP_039958542.1|BTRY	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC120766460|XP_039947923.1|BTRY	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC120778605|XP_039966411.1|BTRY	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC120773201|XP_039958076.1|BTRY	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC120766173|XP_039947460.1|BTRY	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC120766614|XP_039948156.1|BTRY	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC120766175|XP_039947462.1|BTRY	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC120766958|XP_039948682.1|BTRY	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC120774890|XP_039960688.1|BTRY	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC120782283|XP_039970419.1|BTRY	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC120782428|XP_039970614.1|BTRY	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC120782693|XP_039971026.1|BTRY	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC120767926|XP_039950221.1|BTRY	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC120769965|XP_039952975.1|BTRY	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC120775465|XP_039961593.1|BTRY	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC120769391|XP_039952296.1|BTRY	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC120766529|XP_039948036.1|BTRY	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC120766227|XP_039947537.1|BTRY	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC120776458|XP_039963057.1|BTRY	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC120773934|XP_039959070.1|BTRY	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC120773933|XP_039959068.1|BTRY	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC120773954|XP_039959116.1|BTRY	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC120766457|XP_039947915.1|BTRY	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC120774760|XP_039960457.1|BTRY	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC120777790|XP_039965251.1|BTRY	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC120766398|XP_039947779.1|BTRY	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC120782598|XP_039970887.1|BTRY	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC120768610|XP_039951315.1|BTRY	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC120777634|XP_039965020.1|BTRY	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC120776409|XP_039962967.1|BTRY	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC120777079|XP_039964142.1|BTRY	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC120775119|XP_039961071.1|BTRY	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC120778315|XP_039966043.1|BTRY	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC120768256|XP_039950787.1|BTRY	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC120779108|XP_039967226.1|BTRY	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC120779098|XP_039967203.1|BTRY	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC120779115|XP_039967240.1|BTRY	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC120779383|XP_039967517.1|BTRY	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC120782757|XP_039971145.1|BTRY	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC120766827|XP_039948473.1|BTRY	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC120772791|XP_039957508.1|BTRY	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC120777204|XP_039964312.1|BTRY	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC120779567|XP_039967845.1|BTRY	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC120782884|XP_039971367.1|BTRY	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC120771083|XP_039954841.1|BTRY	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC120782436|XP_039970657.1|BTRY	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC120775486|XP_039961627.1|BTRY	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC120766527|XP_039948031.1|BTRY	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC120780234|XP_039968422.1|BTRY	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC120782795|XP_039971203.1|BTRY	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC120774939|XP_039960755.1|BTRY	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC120782847|XP_039971308.1|BTRY	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC120782173|XP_039970243.1|BTRY	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC120780061|XP_039968266.1|BTRY	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC120778209|XP_039965899.1|BTRY	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC120778580|XP_039966380.1|BTRY	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC120774807|XP_039960542.1|BTRY	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC120782713|XP_039971068.1|BTRY	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC120776410|XP_039962976.1|BTRY	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC120777201|XP_039964304.1|BTRY	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC120778049|XP_039965659.1|BTRY	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC120778673|XP_039966541.1|BTRY	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC120777998|XP_039965589.1|BTRY	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC120777951|XP_039965501.1|BTRY	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC120769030|XP_039951808.1|BTRY	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC120779566|XP_039967842.1|BTRY	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC120782012|XP_039970107.1|BTRY	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC120774466|XP_039960056.1|BTRY	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC120773480|XP_039958340.1|BTRY	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC120775652|XP_039961842.1|BTRY	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC120775909|XP_039962235.1|BTRY	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC120782640|XP_039970946.1|BTRY	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC120782564|XP_039970839.1|BTRY	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC120771613|XP_039955636.1|BTRY	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC120775809|XP_039962091.1|BTRY	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC120773424|XP_039958231.1|BTRY	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC120775317|XP_039961387.1|BTRY	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC120771610|XP_039955633.1|BTRY	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC120782849|XP_039971310.1|BTRY	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC120779143|XP_039967284.1|BTRY	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC120782066|XP_039970155.1|BTRY	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC120775391|XP_039961485.1|BTRY	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC120766174|XP_039947461.1|BTRY	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC120770085|XP_039953170.1|BTRY	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC120782369|XP_039970646.1|BTRY	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC120773456|XP_039958284.1|BTRY	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC120775536|XP_039961692.1|BTRY	LOC6050949|XP_038121290.1|CQUI
OG0007262	LOC120774080|XP_039959341.1|BTRY	LOC6049610|XP_038115906.1|CQUI
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC120773680|XP_039958647.1|BTRY	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC120776926|XP_039963931.1|BTRY	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC120777838|XP_039965310.1|BTRY	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC120782356|XP_039970529.1|BTRY	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC120774980|XP_039960815.1|BTRY	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC120773626|XP_039958565.1|BTRY	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC120774100|XP_039959388.1|BTRY	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC120766637|XP_039948189.1|BTRY	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC120775851|XP_039962155.1|BTRY	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC120776749|XP_039963637.1|BTRY	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC120766500|XP_039947986.1|BTRY	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC120778029|XP_039965636.1|BTRY	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC120778967|XP_039966977.1|BTRY	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC120766813|XP_039948457.1|BTRY	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC120782591|XP_039970876.1|BTRY	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC120766957|XP_039948680.1|BTRY	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC120766480|XP_039947955.1|BTRY	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC120770681|XP_039954203.1|BTRY	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC120767067|XP_039948859.1|BTRY	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC120776574|XP_039963272.1|BTRY	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC120775016|XP_039960901.1|BTRY	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC120774645|XP_039960303.1|BTRY	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC120776191|XP_039962750.1|BTRY	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC120777369|XP_039964573.1|BTRY	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC120772794|XP_039957511.1|BTRY	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC120782817|XP_039971297.1|BTRY	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC120772158|XP_039956528.1|BTRY	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC120773768|XP_039958782.1|BTRY	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC120771571|XP_039955570.1|BTRY	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC120772068|XP_039956392.1|BTRY	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC120767221|XP_039948979.1|BTRY	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC120766203|XP_039947501.1|BTRY	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC120766287|XP_039947623.1|BTRY	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC120774185|XP_039959540.1|BTRY	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC120768063|XP_039950518.1|BTRY	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC120775879|XP_039962190.1|BTRY	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC120776153|XP_039962633.1|BTRY	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC120775113|XP_039961064.1|BTRY	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC120779375|XP_039967507.1|BTRY	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC120778998|XP_039967035.1|BTRY	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC120782599|XP_039970888.1|BTRY	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC120766810|XP_039948456.1|BTRY	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC120772347|XP_039956843.1|BTRY	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC120773488|XP_039958366.1|BTRY	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC120767032|XP_039948812.1|BTRY	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC120774472|XP_039960062.1|BTRY	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC120775887|XP_039962201.1|BTRY	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC120774072|XP_039959318.1|BTRY	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC120774346|XP_039959860.1|BTRY	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC120776109|XP_039962535.1|BTRY	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC120774777|XP_039960484.1|BTRY	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC120774029|XP_039959261.1|BTRY	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC120773627|XP_039958567.1|BTRY	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC120774949|XP_039960763.1|BTRY	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC120773505|XP_039958391.1|BTRY	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC120776117|XP_039962555.1|BTRY	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC120775921|XP_039962257.1|BTRY	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC120775002|XP_039960861.1|BTRY	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC120775316|XP_039961386.1|BTRY	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC120774965|XP_039960788.1|BTRY	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC120774405|XP_039959961.1|BTRY	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC120774986|XP_039960828.1|BTRY	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC120780248|XP_039968444.1|BTRY	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC120774077|XP_039959329.1|BTRY	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC120773932|XP_039959065.1|BTRY	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC120766955|XP_039948678.1|BTRY	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC120772121|XP_039956466.1|BTRY	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC120773840|XP_039958903.1|BTRY	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC120773790|XP_039958819.1|BTRY	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC120775174|XP_039961160.1|BTRY	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC120781020|XP_039969146.1|BTRY	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC120766243|XP_039947597.1|BTRY	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC120780863|XP_039969033.1|BTRY	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC120778396|XP_039966118.1|BTRY	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC120782818|XP_039971265.1|BTRY	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC120778483|XP_039966234.1|BTRY	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC120769182|XP_039952001.1|BTRY	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC120774424|XP_039959991.1|BTRY	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC120773423|XP_039958230.1|BTRY	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC120774546|XP_039960211.1|BTRY	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC120770102|XP_039953206.1|BTRY	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC120774888|XP_039960684.1|BTRY	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC120774430|XP_039960002.1|BTRY	LOC6033772|XP_038111199.1|CQUI
