Orthogroup	BTRY.longest_only	DEUG.longest_only
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC108111063|XP_017075881.1|DEUG
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC108104388|XP_017065914.1|DEUG
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC108116436|XP_017083825.1|DEUG
OG0007481	LOC120778563|XP_039966360.1|BTRY	LOC108107576|XP_017070626.1|DEUG
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC108106108|XP_017068474.1|DEUG
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC108104790|XP_017066539.1|DEUG
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC108103924|XP_017065165.1|DEUG
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC108102425|XP_017062892.1|DEUG
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC108105085|XP_017067003.1|DEUG
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC108102381|XP_017062803.1|DEUG
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC108114582|XP_017081126.1|DEUG
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC108108333|XP_017071851.1|DEUG
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC108110088|XP_017074470.1|DEUG
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC108109738|XP_017073879.1|DEUG
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC108113131|XP_017079124.1|DEUG
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC108104941|XP_017066793.1|DEUG
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC108110802|XP_017075522.1|DEUG
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC108106046|XP_017068388.1|DEUG
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC108107566|XP_017070615.1|DEUG
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC108114575|XP_017081116.1|DEUG
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC108106003|XP_017068329.1|DEUG
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC108108757|XP_017072407.1|DEUG
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC108108758|XP_017072408.1|DEUG
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC108116758|XP_017084266.1|DEUG
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC108116989|XP_017084643.1|DEUG
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC108102672|XP_017063302.1|DEUG
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC108114505|XP_017081013.1|DEUG
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC108104283|XP_017065742.1|DEUG
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC108104303|XP_017065767.1|DEUG
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC108104110|XP_017065499.1|DEUG
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC108110788|XP_017075497.1|DEUG
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC108110984|XP_017075781.1|DEUG
OG0007510	LOC120770393|XP_039953758.1|BTRY	LOC108104563|XP_017066195.1|DEUG
OG0007511	LOC120769066|XP_039951857.1|BTRY	LOC108110887|XP_017075633.1|DEUG
OG0007512	LOC120768358|XP_039950950.1|BTRY	LOC108117126|XP_017084847.1|DEUG
OG0007513	LOC120767610|XP_039949697.1|BTRY	LOC108111172|XP_017076040.1|DEUG
OG0007514	LOC120779058|XP_039967126.1|BTRY	LOC108113841|XP_017080044.1|DEUG
OG0007515	LOC120769653|XP_039952692.1|BTRY	LOC108106856|XP_017069588.1|DEUG
OG0007516	LOC120768241|XP_039950764.1|BTRY	LOC108115493|XP_017082467.1|DEUG
OG0007517	LOC120778671|XP_039966538.1|BTRY	LOC108114532|XP_017081058.1|DEUG
OG0007518	LOC120771095|XP_039954862.1|BTRY	LOC108107397|XP_017070406.1|DEUG
OG0007520	LOC120773379|XP_039958139.1|BTRY	LOC108110021|XP_017074353.1|DEUG
OG0007521	LOC120774227|XP_039959619.1|BTRY	LOC108103998|XP_017065276.1|DEUG
OG0007522	LOC120776107|XP_039962532.1|BTRY	LOC108105011|XP_017066881.1|DEUG
OG0007523	LOC120772943|XP_039957779.1|BTRY	LOC108106707|XP_017069427.1|DEUG
OG0007524	LOC120769181|XP_039952000.1|BTRY	LOC108102629|XP_017063231.1|DEUG
OG0007525	LOC120767876|XP_039950135.1|BTRY	LOC108105888|XP_017068160.1|DEUG
OG0007526	LOC120782798|XP_039971209.1|BTRY	LOC108105555|XP_017067684.1|DEUG
OG0007527	LOC120777712|XP_039965124.1|BTRY	LOC108114620|XP_017081175.1|DEUG
OG0007528	LOC120770309|XP_039953613.1|BTRY	LOC108110345|XP_017074864.1|DEUG
OG0007529	LOC120772954|XP_039957790.1|BTRY	LOC108106806|XP_017069542.1|DEUG
OG0007530	LOC120773982|XP_039959172.1|BTRY	LOC108113771|XP_017079958.1|DEUG
OG0007531	LOC120771773|XP_039955897.1|BTRY	LOC108111619|XP_017076639.1|DEUG
OG0007532	LOC120771446|XP_039955385.1|BTRY	LOC108107470|XP_017070506.1|DEUG
OG0007533	LOC120779206|XP_039967413.1|BTRY, LOC120777747|XP_039965174.1|BTRY	LOC108108711|XP_017072331.1|DEUG
OG0007534	LOC120777532|XP_039964849.1|BTRY	LOC108106020|XP_017068359.1|DEUG
OG0007535	LOC120777744|XP_039965171.1|BTRY	LOC108113842|XP_017080041.1|DEUG
OG0007536	LOC120782557|XP_039970821.1|BTRY	LOC108116397|XP_017083756.1|DEUG
OG0007537	LOC120778707|XP_039966602.1|BTRY	LOC108105974|XP_017068269.1|DEUG
OG0007538	LOC120776455|XP_039963048.1|BTRY	LOC108105983|XP_017068301.1|DEUG
OG0007539	LOC120780699|XP_039968894.1|BTRY	LOC108103517|XP_017064517.1|DEUG
OG0007540	LOC120768044|XP_039950489.1|BTRY	LOC108105209|XP_017067152.1|DEUG
OG0007541	LOC120771803|XP_039955939.1|BTRY	LOC108106727|XP_017069452.1|DEUG
OG0007542	LOC120771503|XP_039955490.1|BTRY	LOC108111992|XP_017077211.1|DEUG
OG0007543	LOC120779468|XP_039967665.1|BTRY	LOC108108791|XP_017072459.1|DEUG
OG0007544	LOC120776687|XP_039963499.1|BTRY	LOC108107804|XP_017071022.1|DEUG
OG0007545	LOC120773348|XP_039958102.1|BTRY	LOC108114865|XP_017081508.1|DEUG
OG0007546	LOC120782609|XP_039970914.1|BTRY	LOC108113613|XP_017079762.1|DEUG
OG0007547	LOC120771770|XP_039955895.1|BTRY	LOC108112666|XP_017078292.1|DEUG
OG0007548	LOC120776771|XP_039963671.1|BTRY	LOC108102820|XP_017063491.1|DEUG
OG0007549	LOC120777366|XP_039964568.1|BTRY	LOC108108684|XP_017072276.1|DEUG
OG0007550	LOC120776744|XP_039963622.1|BTRY	LOC108104011|XP_017065326.1|DEUG
OG0007551	LOC120771187|XP_039955012.1|BTRY	LOC108109166|XP_017073078.1|DEUG
OG0007552	LOC120769552|XP_039952534.1|BTRY	LOC108110491|XP_017075058.1|DEUG
OG0007553	LOC120769082|XP_039951876.1|BTRY	LOC108110544|XP_017075122.1|DEUG
OG0007554	LOC120777938|XP_039965471.1|BTRY	LOC108114450|XP_017080939.1|DEUG
OG0007555	LOC120772011|XP_039956310.1|BTRY	LOC108112471|XP_017077816.1|DEUG
OG0007556	LOC120771448|XP_039955389.1|BTRY	LOC108107492|XP_017070528.1|DEUG
OG0007557	LOC120770858|XP_039954405.1|BTRY	LOC108107396|XP_017070404.1|DEUG
OG0007558	LOC120772584|XP_039957220.1|BTRY	LOC108106492|XP_017069061.1|DEUG
OG0007559	LOC120767795|XP_039949994.1|BTRY	LOC108111157|XP_017076016.1|DEUG
OG0007560	LOC120777400|XP_039964631.1|BTRY	LOC108114525|XP_017081045.1|DEUG
OG0007561	LOC120777292|XP_039964436.1|BTRY	LOC108108609|XP_017072196.1|DEUG
OG0007562	LOC120776721|XP_039963566.1|BTRY	LOC108114378|XP_017080820.1|DEUG
OG0007563	LOC120777610|XP_039964993.1|BTRY	LOC108108634|XP_017072224.1|DEUG
OG0007564	LOC120777825|XP_039965297.1|BTRY	LOC108114572|XP_017081112.1|DEUG
OG0007565	LOC120780139|XP_039968361.1|BTRY	LOC108113746|XP_017079928.1|DEUG
OG0007566	LOC120770977|XP_039954649.1|BTRY	LOC108106470|XP_017069032.1|DEUG
OG0007567	LOC120778129|XP_039965778.1|BTRY	LOC108116016|XP_017083190.1|DEUG
OG0007568	LOC120772307|XP_039956754.1|BTRY	LOC108111966|XP_017077160.1|DEUG
OG0007569	LOC120772188|XP_039956588.1|BTRY	LOC108109195|XP_017073117.1|DEUG
OG0007570	LOC120770878|XP_039954448.1|BTRY	LOC108111964|XP_017077156.1|DEUG
OG0007571	LOC120770303|XP_039953604.1|BTRY	LOC108111965|XP_017077157.1|DEUG
OG0007572	LOC120772574|XP_039957202.1|BTRY	LOC108115496|XP_017082471.1|DEUG
OG0007573	LOC120771324|XP_039955203.1|BTRY	LOC108113047|XP_017078966.1|DEUG
OG0007574	LOC120773052|XP_039957916.1|BTRY	LOC108107357|XP_017070346.1|DEUG
OG0007575	LOC120770232|XP_039953451.1|BTRY	LOC108112937|XP_017078819.1|DEUG
OG0007576	LOC120776044|XP_039962423.1|BTRY	LOC108117593|XP_017085586.1|DEUG
OG0007577	LOC120773503|XP_039958389.1|BTRY	LOC108117159|XP_017084921.1|DEUG
OG0007578	LOC120769595|XP_039952587.1|BTRY	LOC108117527|XP_017085658.1|DEUG
OG0007579	LOC120770571|XP_039954085.1|BTRY	LOC108104588|XP_017066240.1|DEUG
OG0007580	LOC120778115|XP_039965751.1|BTRY	LOC108118206|XP_017086262.1|DEUG
OG0007581	LOC120769345|XP_039952238.1|BTRY	LOC108118443|XP_017086640.1|DEUG
OG0007582	LOC120771218|XP_039955054.1|BTRY	LOC108113769|XP_017079956.1|DEUG
OG0007583	LOC120771443|XP_039955382.1|BTRY	LOC108113201|XP_017079221.1|DEUG
OG0007584	LOC120775604|XP_039961778.1|BTRY	LOC108105027|XP_017066913.1|DEUG
OG0007585	LOC120774371|XP_039959899.1|BTRY	LOC108108152|XP_017071571.1|DEUG
OG0007586	LOC120781480|XP_039969633.1|BTRY	LOC108105869|XP_017068134.1|DEUG
OG0007587	LOC120772655|XP_039957316.1|BTRY	LOC108109094|XP_017072965.1|DEUG
OG0007588	LOC120768005|XP_039950364.1|BTRY	LOC108115189|XP_017081998.1|DEUG
OG0007589	LOC120774221|XP_039959613.1|BTRY	LOC108103461|XP_017064444.1|DEUG
OG0007590	LOC120777621|XP_039965004.1|BTRY	LOC108105934|XP_017068205.1|DEUG
OG0007591	LOC120771353|XP_039955237.1|BTRY	LOC108104817|XP_017066590.1|DEUG
OG0007592	LOC120772147|XP_039956513.1|BTRY	LOC108112873|XP_017078692.1|DEUG
OG0007593	LOC120774533|XP_039960180.1|BTRY	LOC108103357|XP_017064292.1|DEUG
OG0007594	LOC120772184|XP_039956568.1|BTRY	LOC108104798|XP_017066558.1|DEUG
OG0007595	LOC120770446|XP_039953853.1|BTRY	LOC108109296|XP_017073279.1|DEUG
OG0007596	LOC120779150|XP_039967301.1|BTRY	LOC108109811|XP_017074024.1|DEUG
OG0007597	LOC120778299|XP_039966020.1|BTRY	LOC108108633|XP_017072223.1|DEUG
OG0007598	LOC120770149|XP_039953276.1|BTRY	LOC108113068|XP_017078998.1|DEUG
OG0007599	LOC120778694|XP_039966583.1|BTRY	LOC108113869|XP_017080071.1|DEUG
OG0007600	LOC120778219|XP_039965911.1|BTRY	LOC108108557|XP_017072127.1|DEUG
OG0007601	LOC120779046|XP_039967117.1|BTRY	LOC108118188|XP_017086236.1|DEUG
OG0007602	LOC120778060|XP_039965675.1|BTRY	LOC108108798|XP_017072467.1|DEUG
OG0007603	LOC120777221|XP_039964334.1|BTRY	LOC108108796|XP_017072463.1|DEUG
OG0007604	LOC120779079|XP_039967160.1|BTRY	LOC108104698|XP_017066398.1|DEUG
OG0007605	LOC120777892|XP_039965393.1|BTRY	LOC108108706|XP_017072300.1|DEUG
OG0007606	LOC120776406|XP_039962962.1|BTRY	LOC108114390|XP_017080846.1|DEUG
OG0007607	LOC120775743|XP_039962005.1|BTRY	LOC108113585|XP_017079717.1|DEUG
OG0007608	LOC120777627|XP_039965015.1|BTRY	LOC108114201|XP_017080508.1|DEUG
OG0007609	LOC120774759|XP_039960453.1|BTRY	LOC108102967|XP_017063757.1|DEUG
OG0007610	LOC120772273|XP_039956711.1|BTRY	LOC108104877|XP_017066693.1|DEUG
OG0007611	LOC120779425|XP_039967560.1|BTRY	LOC108102321|XP_017062586.1|DEUG
OG0007612	LOC120770591|XP_039954116.1|BTRY	LOC108104845|XP_017066649.1|DEUG
OG0007613	LOC120770380|XP_039953734.1|BTRY	LOC108109095|XP_017072967.1|DEUG
OG0007614	LOC120776925|XP_039963930.1|BTRY	LOC108107740|XP_017070888.1|DEUG
OG0007615	LOC120782869|XP_039971346.1|BTRY	LOC108117357|XP_017085225.1|DEUG
OG0007616	LOC120782837|XP_039971296.1|BTRY	LOC108116015|XP_017083189.1|DEUG
OG0007617	LOC120779179|XP_039967356.1|BTRY	LOC108118220|XP_017086285.1|DEUG
OG0007618	LOC120778968|XP_039966978.1|BTRY	LOC108105925|XP_017068195.1|DEUG
OG0007619	LOC120777452|XP_039964705.1|BTRY	LOC108104014|XP_017065331.1|DEUG
OG0007620	LOC120777255|XP_039964385.1|BTRY	LOC108105991|XP_017068314.1|DEUG
OG0007621	LOC120771910|XP_039956130.1|BTRY	LOC108104612|XP_017066276.1|DEUG
OG0007622	LOC120778193|XP_039965865.1|BTRY	LOC108108489|XP_017072033.1|DEUG
OG0007623	LOC120776610|XP_039963332.1|BTRY	LOC108114356|XP_017080787.1|DEUG
OG0007624	LOC120779100|XP_039967200.1|BTRY	LOC108113958|XP_017080160.1|DEUG
OG0007625	LOC120776665|XP_039963469.1|BTRY	LOC108114458|XP_017080949.1|DEUG
OG0007626	LOC120777266|XP_039964403.1|BTRY	LOC108102866|XP_017063561.1|DEUG
OG0007627	LOC120776805|XP_039963734.1|BTRY	LOC108102831|XP_017063510.1|DEUG
OG0007628	LOC120781998|XP_039970097.1|BTRY	LOC108118553|XP_017086794.1|DEUG
OG0007629	LOC120778439|XP_039966159.1|BTRY	LOC108109828|XP_017074053.1|DEUG
OG0007630	LOC120766453|XP_039947908.1|BTRY	LOC108117077|XP_017084739.1|DEUG
OG0007631	LOC120766840|XP_039948488.1|BTRY	LOC108115880|XP_017083009.1|DEUG
OG0007632	LOC120776951|XP_039963972.1|BTRY	LOC108104701|XP_017066405.1|DEUG
OG0007633	LOC120768645|XP_039951348.1|BTRY	LOC108105670|XP_017067859.1|DEUG
OG0007634	LOC120777541|XP_039964866.1|BTRY	LOC108111447|XP_017076405.1|DEUG
OG0007635	LOC120777525|XP_039964840.1|BTRY	LOC108105870|XP_017068135.1|DEUG
OG0007636	LOC120775029|XP_039960919.1|BTRY, LOC120773903|XP_039959017.1|BTRY	LOC108108537|XP_017072099.1|DEUG
OG0007637	LOC120767887|XP_039950145.1|BTRY	LOC108118275|XP_017086361.1|DEUG
OG0007638	LOC120781284|XP_039969414.1|BTRY	LOC108102435|XP_017062901.1|DEUG
OG0007639	LOC120766745|XP_039948349.1|BTRY	LOC108105082|XP_017066994.1|DEUG
OG0007640	LOC120772131|XP_039956481.1|BTRY	LOC108104801|XP_017066563.1|DEUG
OG0007642	LOC120771204|XP_039955040.1|BTRY	LOC108106509|XP_017069092.1|DEUG
OG0007643	LOC120767307|XP_039949159.1|BTRY, LOC120767304|XP_039949132.1|BTRY	LOC108110677|XP_017075291.1|DEUG, LOC108116438|XP_017083833.1|DEUG
OG0007644	LOC120774930|XP_039960744.1|BTRY	LOC108109381|XP_017073363.1|DEUG
OG0007645	LOC120778576|XP_039966377.1|BTRY, LOC120782477|XP_039970706.1|BTRY	LOC108116509|XP_017083934.1|DEUG, LOC108116290|XP_017083567.1|DEUG, LOC108116256|XP_017083534.1|DEUG, LOC108116257|XP_017083535.1|DEUG
OG0007646	LOC120768602|XP_039951298.1|BTRY	LOC108104150|XP_017065539.1|DEUG
OG0007647	LOC120767197|XP_039948932.1|BTRY	LOC108114842|XP_017081477.1|DEUG
OG0007648	LOC120772399|XP_039956923.1|BTRY	LOC108109276|XP_017073257.1|DEUG
OG0007649	LOC120772318|XP_039956770.1|BTRY, LOC120772623|XP_039957273.1|BTRY, LOC120772813|XP_039957536.1|BTRY	LOC108114621|XP_017081176.1|DEUG
OG0007650	LOC120770768|XP_039954284.1|BTRY, LOC120770771|XP_039954287.1|BTRY, LOC120770774|XP_039954290.1|BTRY, LOC120770773|XP_039954289.1|BTRY	LOC108108881|XP_017072588.1|DEUG
OG0007651	LOC120774358|XP_039959877.1|BTRY, LOC120775570|XP_039961733.1|BTRY, LOC120776345|XP_039962832.1|BTRY, LOC120773560|XP_039958462.1|BTRY	LOC108103837|XP_017065015.1|DEUG
OG0007652	LOC120778568|XP_039966367.1|BTRY, LOC120777413|XP_039964648.1|BTRY, LOC120778703|XP_039966597.1|BTRY	LOC108104490|XP_017066092.1|DEUG
OG0007653	LOC120780268|XP_039968466.1|BTRY	LOC108114559|XP_017081098.1|DEUG
OG0007664	LOC120766458|XP_039947916.1|BTRY	LOC108111650|XP_017076670.1|DEUG
OG0007665	LOC120776071|XP_039962474.1|BTRY	LOC108104317|XP_017065790.1|DEUG
OG0007666	LOC120775705|XP_039961950.1|BTRY	LOC108104305|XP_017065769.1|DEUG
OG0007667	LOC120775356|XP_039961448.1|BTRY	LOC108112638|XP_017078242.1|DEUG
OG0007668	LOC120770907|XP_039954519.1|BTRY	LOC108106138|XP_017068519.1|DEUG
OG0007669	LOC120774854|XP_039960609.1|BTRY	LOC108102403|XP_017062838.1|DEUG
OG0007670	LOC120774853|XP_039960607.1|BTRY	LOC108102402|XP_017062837.1|DEUG
OG0007671	LOC120774818|XP_039960556.1|BTRY	LOC108118087|XP_017086123.1|DEUG
OG0007672	LOC120775524|XP_039961678.1|BTRY	LOC108118521|XP_017086756.1|DEUG
OG0007673	LOC120768064|XP_039950523.1|BTRY	LOC108115808|XP_017082886.1|DEUG
OG0007674	LOC120776160|XP_039962689.1|BTRY	LOC108118350|XP_017086481.1|DEUG
OG0007675	LOC120773978|XP_039959162.1|BTRY	LOC108102968|XP_017063758.1|DEUG
OG0007676	LOC120774102|XP_039959390.1|BTRY	LOC108109945|XP_017074240.1|DEUG
OG0007677	LOC120775412|XP_039961514.1|BTRY	LOC108103709|XP_017064795.1|DEUG
OG0007678	LOC120774875|XP_039960662.1|BTRY	LOC108102985|XP_017063784.1|DEUG
OG0007679	LOC120774126|XP_039959431.1|BTRY	LOC108102921|XP_017063661.1|DEUG
OG0007680	LOC120767225|XP_039948985.1|BTRY	LOC108110763|XP_017075467.1|DEUG
OG0007681	LOC120771847|XP_039956024.1|BTRY	LOC108117281|XP_017085124.1|DEUG
OG0007682	LOC120774277|XP_039959701.1|BTRY	LOC108103956|XP_017065208.1|DEUG
OG0007683	LOC120775091|XP_039961025.1|BTRY	LOC108105043|XP_017066936.1|DEUG
OG0007684	LOC120775907|XP_039962232.1|BTRY	LOC108103010|XP_017063823.1|DEUG
OG0007685	LOC120775003|XP_039960863.1|BTRY	LOC108115205|XP_017082030.1|DEUG
OG0007686	LOC120775148|XP_039961113.1|BTRY	LOC108102937|XP_017063689.1|DEUG
OG0007687	LOC120774142|XP_039959470.1|BTRY	LOC108110312|XP_017074815.1|DEUG
OG0007688	LOC120771545|XP_039955538.1|BTRY	LOC108116622|XP_017084088.1|DEUG
OG0007689	LOC120775640|XP_039961829.1|BTRY	LOC108109717|XP_017073838.1|DEUG
OG0007690	LOC120775837|XP_039962140.1|BTRY	LOC108102953|XP_017063720.1|DEUG
OG0007691	LOC120778891|XP_039966877.1|BTRY	LOC108116084|XP_017083290.1|DEUG
OG0007692	LOC120773834|XP_039958890.1|BTRY	LOC108118371|XP_017086529.1|DEUG
OG0007693	LOC120774218|XP_039959608.1|BTRY	LOC108103578|XP_017064591.1|DEUG
OG0007694	LOC120775692|XP_039961936.1|BTRY	LOC108118221|XP_017086288.1|DEUG
OG0007695	LOC120775330|XP_039961406.1|BTRY	LOC108103212|XP_017064095.1|DEUG
OG0007696	LOC120775455|XP_039961575.1|BTRY	LOC108108440|XP_017071982.1|DEUG
OG0007697	LOC120768304|XP_039950875.1|BTRY	LOC108107918|XP_017071228.1|DEUG
OG0007698	LOC120775716|XP_039961962.1|BTRY	LOC108103898|XP_017065131.1|DEUG
OG0007699	LOC120775601|XP_039961774.1|BTRY	LOC108104967|XP_017066824.1|DEUG
OG0007700	LOC120775094|XP_039961029.1|BTRY	LOC108103647|XP_017064692.1|DEUG
OG0007701	LOC120775080|XP_039961008.1|BTRY	LOC108103226|XP_017064116.1|DEUG
OG0007702	LOC120775519|XP_039961666.1|BTRY	LOC108105529|XP_017067648.1|DEUG
OG0007703	LOC120773895|XP_039959005.1|BTRY	LOC108110333|XP_017074852.1|DEUG
OG0007704	LOC120766640|XP_039948193.1|BTRY	LOC108104214|XP_017065646.1|DEUG
OG0007705	LOC120773691|XP_039958658.1|BTRY	LOC108106056|XP_017068403.1|DEUG
OG0007706	LOC120776175|XP_039962722.1|BTRY	LOC108109994|XP_017074319.1|DEUG
OG0007707	LOC120774041|XP_039959275.1|BTRY	LOC108102955|XP_017063727.1|DEUG
OG0007708	LOC120775466|XP_039961590.1|BTRY	LOC108110026|XP_017074359.1|DEUG
OG0007709	LOC120775460|XP_039961578.1|BTRY	LOC108118385|XP_017086549.1|DEUG
OG0007710	LOC120775140|XP_039961104.1|BTRY	LOC108102938|XP_017063692.1|DEUG
OG0007711	LOC120774432|XP_039960004.1|BTRY	LOC108103471|XP_017064460.1|DEUG
OG0007712	LOC120775642|XP_039961831.1|BTRY	LOC108110075|XP_017074448.1|DEUG
OG0007713	LOC120774162|XP_039959513.1|BTRY	LOC108104383|XP_017065907.1|DEUG
OG0007714	LOC120775233|XP_039961248.1|BTRY	LOC108117689|XP_017085705.1|DEUG
OG0007716	LOC120774537|XP_039960195.1|BTRY	LOC108110120|XP_017074514.1|DEUG
OG0007717	LOC120767073|XP_039948869.1|BTRY	LOC108104226|XP_017065662.1|DEUG
OG0007718	LOC120776014|XP_039962393.1|BTRY	LOC108117673|XP_017085690.1|DEUG
OG0007719	LOC120776161|XP_039962691.1|BTRY	LOC108103681|XP_017064748.1|DEUG
OG0007720	LOC120773466|XP_039958304.1|BTRY	LOC108103699|XP_017064784.1|DEUG
OG0007721	LOC120774806|XP_039960536.1|BTRY	LOC108109687|XP_017073777.1|DEUG
OG0007722	LOC120775774|XP_039962040.1|BTRY	LOC108109651|XP_017073717.1|DEUG
OG0007723	LOC120774233|XP_039959627.1|BTRY	LOC108103173|XP_017064047.1|DEUG
OG0007724	LOC120775031|XP_039960921.1|BTRY	LOC108111224|XP_017076115.1|DEUG
OG0007725	LOC120773752|XP_039958752.1|BTRY	LOC108118379|XP_017086542.1|DEUG
OG0007726	LOC120776001|XP_039962367.1|BTRY	LOC108104349|XP_017065844.1|DEUG
OG0007727	LOC120774274|XP_039959696.1|BTRY	LOC108118361|XP_017086517.1|DEUG
OG0007728	LOC120775706|XP_039961951.1|BTRY	LOC108103236|XP_017064125.1|DEUG
OG0007730	LOC120774654|XP_039960313.1|BTRY	LOC108103234|XP_017064123.1|DEUG
OG0007731	LOC120774240|XP_039959634.1|BTRY	LOC108108276|XP_017071765.1|DEUG
OG0007732	LOC120773956|XP_039959118.1|BTRY	LOC108109690|XP_017073787.1|DEUG
OG0007733	LOC120775447|XP_039961566.1|BTRY	LOC108103991|XP_017065268.1|DEUG
OG0007734	LOC120776149|XP_039962624.1|BTRY	LOC108103967|XP_017065230.1|DEUG
OG0007735	LOC120773412|XP_039958215.1|BTRY	LOC108117426|XP_017085328.1|DEUG
OG0007736	LOC120773439|XP_039958255.1|BTRY	LOC108102441|XP_017062924.1|DEUG
OG0007737	LOC120781863|XP_039970027.1|BTRY	LOC108117161|XP_017084923.1|DEUG
OG0007738	LOC120766961|XP_039948688.1|BTRY	LOC108115636|XP_017082677.1|DEUG
OG0007739	LOC120775086|XP_039961017.1|BTRY	LOC108118302|XP_017086402.1|DEUG
OG0007740	LOC120775216|XP_039961218.1|BTRY	LOC108109754|XP_017073912.1|DEUG
OG0007741	LOC120775993|XP_039962358.1|BTRY	LOC108104351|XP_017065845.1|DEUG
OG0007742	LOC120773366|XP_039958125.1|BTRY	LOC108102981|XP_017063779.1|DEUG
OG0007743	LOC120766919|XP_039948598.1|BTRY	LOC108116092|XP_017083299.1|DEUG
OG0007744	LOC120774483|XP_039960079.1|BTRY	LOC108104056|XP_017065397.1|DEUG
OG0007745	LOC120766964|XP_039948687.1|BTRY	LOC108116886|XP_017084474.1|DEUG
OG0007746	LOC120773578|XP_039958499.1|BTRY	LOC108109588|XP_017073654.1|DEUG
OG0007747	LOC120775616|XP_039961796.1|BTRY, LOC120774485|XP_039960083.1|BTRY	LOC108105360|XP_017067375.1|DEUG
OG0007748	LOC120775754|XP_039962016.1|BTRY	LOC108109716|XP_017073837.1|DEUG
OG0007749	LOC120773502|XP_039958387.1|BTRY	LOC108103650|XP_017064696.1|DEUG
OG0007750	LOC120782855|XP_039971320.1|BTRY	LOC108113499|XP_017079575.1|DEUG
OG0007751	LOC120775833|XP_039962132.1|BTRY	LOC108111070|XP_017075889.1|DEUG
OG0007752	LOC120775054|XP_039960968.1|BTRY	LOC108112646|XP_017078254.1|DEUG
OG0007753	LOC120773395|XP_039958179.1|BTRY	LOC108103157|XP_017064027.1|DEUG
OG0007754	LOC120775093|XP_039961028.1|BTRY	LOC108117255|XP_017085097.1|DEUG
OG0007755	LOC120775932|XP_039962273.1|BTRY	LOC108117239|XP_017085067.1|DEUG
OG0007756	LOC120775547|XP_039961706.1|BTRY	LOC108116668|XP_017084157.1|DEUG
OG0007757	LOC120774710|XP_039960382.1|BTRY	LOC108103713|XP_017064799.1|DEUG
OG0007758	LOC120768277|XP_039950810.1|BTRY	LOC108107050|XP_017069901.1|DEUG
OG0007759	LOC120779257|XP_039967434.1|BTRY	LOC108111391|XP_017076315.1|DEUG
OG0007760	LOC120776189|XP_039962748.1|BTRY	LOC108110106|XP_017074490.1|DEUG
OG0007761	LOC120774171|XP_039959526.1|BTRY	LOC108117703|XP_017085737.1|DEUG
OG0007762	LOC120775699|XP_039961944.1|BTRY	LOC108117701|XP_017085728.1|DEUG
OG0007763	LOC120774915|XP_039960725.1|BTRY	LOC108111205|XP_017076091.1|DEUG
OG0007764	LOC120773795|XP_039958831.1|BTRY	LOC108117416|XP_017085314.1|DEUG
OG0007765	LOC120774529|XP_039960172.1|BTRY	LOC108117419|XP_017085319.1|DEUG
OG0007766	LOC120769269|XP_039952115.1|BTRY	LOC108116973|XP_017084621.1|DEUG
OG0007767	LOC120779536|XP_039967817.1|BTRY	LOC108102377|XP_017062790.1|DEUG
OG0007768	LOC120774404|XP_039959960.1|BTRY	LOC108110110|XP_017074496.1|DEUG
OG0007769	LOC120774294|XP_039959750.1|BTRY	LOC108110012|XP_017074337.1|DEUG
OG0007770	LOC120774295|XP_039959751.1|BTRY	LOC108106194|XP_017068610.1|DEUG
OG0007771	LOC120775566|XP_039961728.1|BTRY	LOC108105859|XP_017068122.1|DEUG
OG0007772	LOC120773343|XP_039958092.1|BTRY	LOC108104389|XP_017065917.1|DEUG
