Orthogroup	BTRY.longest_only	DSAN.longest_only
OG0007033	LOC120767854|XP_039950092.1|BTRY	LOC120458842|XP_039502604.1|DSAN
OG0007034	LOC120768048|XP_039950491.1|BTRY	LOC120446901|XP_039484061.1|DSAN
OG0007035	LOC120772678|XP_039957349.1|BTRY	LOC120457110|XP_039500252.1|DSAN
OG0007036	LOC120778007|XP_039965604.1|BTRY	LOC120450540|XP_039489575.1|DSAN
OG0007037	LOC120779971|XP_039968206.1|BTRY	LOC120451596|XP_039491350.1|DSAN
OG0007038	LOC120770251|XP_039953486.1|BTRY	LOC120445505|XP_039481888.1|DSAN
OG0007039	LOC120775473|XP_039961605.1|BTRY	LOC120446734|XP_039483792.1|DSAN
OG0007040	LOC120769780|XP_039952897.1|BTRY	LOC120451013|XP_039490274.1|DSAN
OG0007041	LOC120769289|XP_039952144.1|BTRY	LOC120445522|XP_039481915.1|DSAN
OG0007042	LOC120767844|XP_039950072.1|BTRY	LOC120458181|XP_039501678.1|DSAN
OG0007043	LOC120766954|XP_039948673.1|BTRY	LOC120450950|XP_039490164.1|DSAN
OG0007045	LOC120767043|XP_039948830.1|BTRY	LOC120451592|XP_039491345.1|DSAN
OG0007046	LOC120782395|XP_039970572.1|BTRY	LOC120453065|XP_039493524.1|DSAN
OG0007047	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY	LOC120455324|XP_039497338.1|DSAN
OG0007048	LOC120767989|XP_039950342.1|BTRY	LOC120458891|XP_039502667.1|DSAN
OG0007049	LOC120767813|XP_039950026.1|BTRY	LOC120450296|XP_039489169.1|DSAN
OG0007050	LOC120768268|XP_039950800.1|BTRY	LOC120458268|XP_039501795.1|DSAN
OG0007051	LOC120768900|XP_039951591.1|BTRY	LOC120451687|XP_039491513.1|DSAN
OG0007052	LOC120774706|XP_039960370.1|BTRY	LOC120455028|XP_039496793.1|DSAN
OG0007053	LOC120780510|XP_039968719.1|BTRY	LOC120454311|XP_039495443.1|DSAN
OG0007054	LOC120771998|XP_039956289.1|BTRY	LOC120444764|XP_039480628.1|DSAN
OG0007055	LOC120770557|XP_039954067.1|BTRY	LOC120444321|XP_039479802.1|DSAN
OG0007056	LOC120777595|XP_039964966.1|BTRY	LOC120448944|XP_039487124.1|DSAN
OG0007057	LOC120774707|XP_039960375.1|BTRY	LOC120455029|XP_039496794.1|DSAN
OG0007058	LOC120775597|XP_039961770.1|BTRY	LOC120456955|XP_039500033.1|DSAN
OG0007059	LOC120768581|XP_039951270.1|BTRY	LOC120449350|XP_039487698.1|DSAN
OG0007060	LOC120768483|XP_039951132.1|BTRY	LOC120453576|XP_039494272.1|DSAN
OG0007061	LOC120769409|XP_039952321.1|BTRY	LOC120458912|XP_039502691.1|DSAN
OG0007062	LOC120769819|XP_039952961.1|BTRY	LOC120454182|XP_039495198.1|DSAN
OG0007063	LOC120767546|XP_039949594.1|BTRY	LOC120443878|XP_039479195.1|DSAN
OG0007064	LOC120781229|XP_039969299.1|BTRY	LOC120447116|XP_039484475.1|DSAN
OG0007065	LOC120767317|XP_039949184.1|BTRY	LOC120449370|XP_039487735.1|DSAN
OG0007066	LOC120776858|XP_039963838.1|BTRY	LOC120450535|XP_039489560.1|DSAN
OG0007067	LOC120768220|XP_039950729.1|BTRY	LOC120455051|XP_039496841.1|DSAN
OG0007068	LOC120768004|XP_039950363.1|BTRY	LOC120445111|XP_039481193.1|DSAN
OG0007069	LOC120767907|XP_039950191.1|BTRY	LOC120453525|XP_039494246.1|DSAN
OG0007070	LOC120770377|XP_039953728.1|BTRY	LOC120446637|XP_039483638.1|DSAN
OG0007071	LOC120770360|XP_039953705.1|BTRY	LOC120447012|XP_039484262.1|DSAN
OG0007072	LOC120782290|XP_039970427.1|BTRY	LOC120452328|XP_039492415.1|DSAN
OG0007073	LOC120768270|XP_039950802.1|BTRY	LOC120449516|XP_039487959.1|DSAN
OG0007074	LOC120771748|XP_039955853.1|BTRY	LOC120444676|XP_039480470.1|DSAN
OG0007075	LOC120767314|XP_039949174.1|BTRY	LOC120458924|XP_039502709.1|DSAN
OG0007076	LOC120771229|XP_039955074.1|BTRY	LOC120445858|XP_039482433.1|DSAN
OG0007077	LOC120768266|XP_039950797.1|BTRY	LOC120453862|XP_039494704.1|DSAN
OG0007078	LOC120768939|XP_039951656.1|BTRY	LOC120458157|XP_039501645.1|DSAN
OG0007079	LOC120768942|XP_039951661.1|BTRY	LOC120458162|XP_039501651.1|DSAN
OG0007080	LOC120768007|XP_039950366.1|BTRY	LOC120454723|XP_039496195.1|DSAN
OG0007081	LOC120768902|XP_039951593.1|BTRY	LOC120458153|XP_039501637.1|DSAN
OG0007082	LOC120768134|XP_039950626.1|BTRY	LOC120451633|XP_039491429.1|DSAN
OG0007083	LOC120767583|XP_039949664.1|BTRY	LOC120456180|XP_039498789.1|DSAN
OG0007084	LOC120774380|XP_039959918.1|BTRY	LOC120455609|XP_039497923.1|DSAN
OG0007085	LOC120768915|XP_039951620.1|BTRY	LOC120453147|XP_039493676.1|DSAN
OG0007086	LOC120769254|XP_039952090.1|BTRY	LOC120443717|XP_039478899.1|DSAN
OG0007087	LOC120769084|XP_039951878.1|BTRY	LOC120449462|XP_039487868.1|DSAN
OG0007088	LOC120769709|XP_039952782.1|BTRY	LOC120444610|XP_039480321.1|DSAN
OG0007089	LOC120768089|XP_039950561.1|BTRY	LOC120455757|XP_039498132.1|DSAN
OG0007090	LOC120767393|XP_039949343.1|BTRY	LOC120450134|XP_039488899.1|DSAN
OG0007091	LOC120768295|XP_039950858.1|BTRY	LOC120458109|XP_039501573.1|DSAN
OG0007092	LOC120769325|XP_039952217.1|BTRY	LOC120451003|XP_039490249.1|DSAN
OG0007093	LOC120777570|XP_039964908.1|BTRY	LOC120444395|XP_039479954.1|DSAN
OG0007094	LOC120772640|XP_039957298.1|BTRY	LOC120449637|XP_039488166.1|DSAN
OG0007095	LOC120768396|XP_039951003.1|BTRY	LOC120446215|XP_039483003.1|DSAN
OG0007096	LOC120768415|XP_039951030.1|BTRY	LOC120446017|XP_039482705.1|DSAN
OG0007098	LOC120767860|XP_039950103.1|BTRY	LOC120457796|XP_039501227.1|DSAN
OG0007099	LOC120778745|XP_039966656.1|BTRY	LOC120451859|XP_039491792.1|DSAN
OG0007100	LOC120769229|XP_039952060.1|BTRY	LOC120451791|XP_039491682.1|DSAN
OG0007101	LOC120767556|XP_039949621.1|BTRY	LOC120445763|XP_039482293.1|DSAN
OG0007102	LOC120769365|XP_039952260.1|BTRY	LOC120443924|XP_039479298.1|DSAN
OG0007103	LOC120768087|XP_039950558.1|BTRY	LOC120451250|XP_039490710.1|DSAN
OG0007104	LOC120781663|XP_039969817.1|BTRY	LOC120458208|XP_039501719.1|DSAN
OG0007105	LOC120767969|XP_039950311.1|BTRY	LOC120458129|XP_039501605.1|DSAN
OG0007106	LOC120768213|XP_039950717.1|BTRY	LOC120458152|XP_039501633.1|DSAN
OG0007107	LOC120767897|XP_039950168.1|BTRY	LOC120452266|XP_039492356.1|DSAN
OG0007108	LOC120769384|XP_039952288.1|BTRY	LOC120458272|XP_039501799.1|DSAN
OG0007109	LOC120769205|XP_039952034.1|BTRY	LOC120445277|XP_039481510.1|DSAN
OG0007110	LOC120768921|XP_039951630.1|BTRY	LOC120458165|XP_039501656.1|DSAN
OG0007111	LOC120767562|XP_039949632.1|BTRY	LOC120445222|XP_039481416.1|DSAN
OG0007112	LOC120767605|XP_039949688.1|BTRY	LOC120456776|XP_039499720.1|DSAN
OG0007113	LOC120766535|XP_039948040.1|BTRY	LOC120451822|XP_039491724.1|DSAN
OG0007114	LOC120767952|XP_039950273.1|BTRY	LOC120458145|XP_039501625.1|DSAN
OG0007115	LOC120767951|XP_039950271.1|BTRY	LOC120458018|XP_039501454.1|DSAN
OG0007116	LOC120767433|XP_039949424.1|BTRY	LOC120444781|XP_039480658.1|DSAN
OG0007117	LOC120769247|XP_039952083.1|BTRY	LOC120447712|XP_039485181.1|DSAN
OG0007118	LOC120767681|XP_039949799.1|BTRY	LOC120443806|XP_039479081.1|DSAN
OG0007119	LOC120774715|XP_039960392.1|BTRY	LOC120456214|XP_039498829.1|DSAN
OG0007120	LOC120776092|XP_039962507.1|BTRY	LOC120457096|XP_039500218.1|DSAN
OG0007121	LOC120774892|XP_039960694.1|BTRY	LOC120455924|XP_039498385.1|DSAN
OG0007122	LOC120774321|XP_039959796.1|BTRY	LOC120455078|XP_039496871.1|DSAN
OG0007123	LOC120773852|XP_039958924.1|BTRY	LOC120455082|XP_039496880.1|DSAN
OG0007124	LOC120776842|XP_039963802.1|BTRY	LOC120448267|XP_039486123.1|DSAN
OG0007125	LOC120779031|XP_039967086.1|BTRY	LOC120448204|XP_039486006.1|DSAN
OG0007126	LOC120776460|XP_039963061.1|BTRY	LOC120448263|XP_039486120.1|DSAN
OG0007127	LOC120777861|XP_039965344.1|BTRY	LOC120449219|XP_039487521.1|DSAN
OG0007128	LOC120777358|XP_039964560.1|BTRY	LOC120449925|XP_039488552.1|DSAN
OG0007129	LOC120777761|XP_039965198.1|BTRY	LOC120448205|XP_039486010.1|DSAN
OG0007130	LOC120777224|XP_039964339.1|BTRY	LOC120448352|XP_039486252.1|DSAN
OG0007131	LOC120778210|XP_039965901.1|BTRY	LOC120450392|XP_039489321.1|DSAN
OG0007132	LOC120778128|XP_039965766.1|BTRY	LOC120448857|XP_039486998.1|DSAN
OG0007133	LOC120777070|XP_039964131.1|BTRY	LOC120449353|XP_039487697.1|DSAN
OG0007134	LOC120776662|XP_039963466.1|BTRY	LOC120448835|XP_039486970.1|DSAN
OG0007135	LOC120777739|XP_039965164.1|BTRY	LOC120448243|XP_039486087.1|DSAN
OG0007136	LOC120776611|XP_039963334.1|BTRY	LOC120447599|XP_039485003.1|DSAN
OG0007137	LOC120773910|XP_039959029.1|BTRY	LOC120457202|XP_039500491.1|DSAN
OG0007138	LOC120773739|XP_039958732.1|BTRY	LOC120455305|XP_039497286.1|DSAN
OG0007139	LOC120775539|XP_039961695.1|BTRY	LOC120455075|XP_039496863.1|DSAN
OG0007140	LOC120775377|XP_039961472.1|BTRY	LOC120455260|XP_039497195.1|DSAN
OG0007141	LOC120776024|XP_039962404.1|BTRY	LOC120456844|XP_039499833.1|DSAN
OG0007142	LOC120776762|XP_039963659.1|BTRY	LOC120448547|XP_039486534.1|DSAN
OG0007143	LOC120766937|XP_039948620.1|BTRY	LOC120451224|XP_039490643.1|DSAN
OG0007144	LOC120779398|XP_039967533.1|BTRY	LOC120453333|XP_039493930.1|DSAN
OG0007145	LOC120782574|XP_039970852.1|BTRY	LOC120450745|XP_039489802.1|DSAN
OG0007146	LOC120782602|XP_039970903.1|BTRY	LOC120451436|XP_039491044.1|DSAN
OG0007147	LOC120775294|XP_039961344.1|BTRY	LOC120450803|XP_039489905.1|DSAN
OG0007148	LOC120774364|XP_039959884.1|BTRY	LOC120455457|XP_039497610.1|DSAN
OG0007149	LOC120772447|XP_039957001.1|BTRY	LOC120446784|XP_039483867.1|DSAN
OG0007150	LOC120778564|XP_039966361.1|BTRY	LOC120448641|XP_039486698.1|DSAN
OG0007151	LOC120777058|XP_039964105.1|BTRY	LOC120449781|XP_039488355.1|DSAN
OG0007152	LOC120775579|XP_039961750.1|BTRY	LOC120457127|XP_039500298.1|DSAN
OG0007153	LOC120774157|XP_039959501.1|BTRY	LOC120457132|XP_039500305.1|DSAN
OG0007154	LOC120771658|XP_039955706.1|BTRY	LOC120447134|XP_039484502.1|DSAN
OG0007155	LOC120772392|XP_039956916.1|BTRY	LOC120446468|XP_039483404.1|DSAN
OG0007156	LOC120775235|XP_039961252.1|BTRY	LOC120451497|XP_039491182.1|DSAN
OG0007157	LOC120773185|XP_039958074.1|BTRY	LOC120450847|XP_039489971.1|DSAN
OG0007158	LOC120776834|XP_039963789.1|BTRY	LOC120447807|XP_039485317.1|DSAN
OG0007159	LOC120774244|XP_039959643.1|BTRY	LOC120455427|XP_039497539.1|DSAN
OG0007160	LOC120775053|XP_039960971.1|BTRY	LOC120452592|XP_039492823.1|DSAN
OG0007161	LOC120775807|XP_039962089.1|BTRY	LOC120455201|XP_039497088.1|DSAN
OG0007162	LOC120773979|XP_039959166.1|BTRY	LOC120455153|XP_039496995.1|DSAN
OG0007163	LOC120779843|XP_039968141.1|BTRY	LOC120454426|XP_039495649.1|DSAN
OG0007164	LOC120766534|XP_039948039.1|BTRY	LOC120454425|XP_039495648.1|DSAN
OG0007165	LOC120775889|XP_039962204.1|BTRY	LOC120455340|XP_039497356.1|DSAN
OG0007166	LOC120774831|XP_039960576.1|BTRY	LOC120449362|XP_039487711.1|DSAN
OG0007167	LOC120775594|XP_039961764.1|BTRY	LOC120455236|XP_039497146.1|DSAN
OG0007168	LOC120774156|XP_039959500.1|BTRY	LOC120457131|XP_039500304.1|DSAN
OG0007169	LOC120774420|XP_039959982.1|BTRY	LOC120455666|XP_039497995.1|DSAN
OG0007170	LOC120773506|XP_039958392.1|BTRY	LOC120452329|XP_039492416.1|DSAN
OG0007171	LOC120775056|XP_039960970.1|BTRY	LOC120456331|XP_039499032.1|DSAN
OG0007172	LOC120773609|XP_039958543.1|BTRY	LOC120455464|XP_039497619.1|DSAN
OG0007173	LOC120773608|XP_039958542.1|BTRY	LOC120455106|XP_039496926.1|DSAN
OG0007174	LOC120766460|XP_039947923.1|BTRY	LOC120453633|XP_039494358.1|DSAN
OG0007175	LOC120778605|XP_039966411.1|BTRY	LOC120448006|XP_039485654.1|DSAN
OG0007176	LOC120773201|XP_039958076.1|BTRY	LOC120450734|XP_039489787.1|DSAN
OG0007177	LOC120766173|XP_039947460.1|BTRY	LOC120451032|XP_039490294.1|DSAN
OG0007178	LOC120766614|XP_039948156.1|BTRY	LOC120451326|XP_039490833.1|DSAN
OG0007179	LOC120766175|XP_039947462.1|BTRY	LOC120453452|XP_039494101.1|DSAN
OG0007180	LOC120766958|XP_039948682.1|BTRY	LOC120451033|XP_039490295.1|DSAN
OG0007181	LOC120774890|XP_039960688.1|BTRY	LOC120455868|XP_039498274.1|DSAN
OG0007182	LOC120782283|XP_039970419.1|BTRY	LOC120451493|XP_039491176.1|DSAN
OG0007183	LOC120782428|XP_039970614.1|BTRY	LOC120454582|XP_039495926.1|DSAN
OG0007184	LOC120782693|XP_039971026.1|BTRY	LOC120451491|XP_039491173.1|DSAN
OG0007185	LOC120767926|XP_039950221.1|BTRY	LOC120458783|XP_039502498.1|DSAN
OG0007186	LOC120769965|XP_039952975.1|BTRY	LOC120450855|XP_039490001.1|DSAN
OG0007187	LOC120775465|XP_039961593.1|BTRY	LOC120454526|XP_039495826.1|DSAN
OG0007188	LOC120769391|XP_039952296.1|BTRY	LOC120450958|XP_039490179.1|DSAN
OG0007189	LOC120766529|XP_039948036.1|BTRY	LOC120454492|XP_039495773.1|DSAN
OG0007190	LOC120766227|XP_039947537.1|BTRY	LOC120451865|XP_039491802.1|DSAN
OG0007191	LOC120776458|XP_039963057.1|BTRY	LOC120450301|XP_039489173.1|DSAN
OG0007192	LOC120773934|XP_039959070.1|BTRY	LOC120456641|XP_039499498.1|DSAN
OG0007193	LOC120773933|XP_039959068.1|BTRY	LOC120456636|XP_039499493.1|DSAN
OG0007194	LOC120773954|XP_039959116.1|BTRY	LOC120454960|XP_039496675.1|DSAN
OG0007195	LOC120766457|XP_039947915.1|BTRY	LOC120450901|XP_039490083.1|DSAN
OG0007196	LOC120774760|XP_039960457.1|BTRY	LOC120454294|XP_039495422.1|DSAN
OG0007197	LOC120777790|XP_039965251.1|BTRY	LOC120450638|XP_039489721.1|DSAN
OG0007198	LOC120766398|XP_039947779.1|BTRY	LOC120451492|XP_039491175.1|DSAN
OG0007199	LOC120782598|XP_039970887.1|BTRY	LOC120453154|XP_039493644.1|DSAN
OG0007200	LOC120768610|XP_039951315.1|BTRY	LOC120454240|XP_039495280.1|DSAN
OG0007201	LOC120777634|XP_039965020.1|BTRY	LOC120449711|XP_039488261.1|DSAN
OG0007202	LOC120776409|XP_039962967.1|BTRY	LOC120450231|XP_039489043.1|DSAN
OG0007203	LOC120777079|XP_039964142.1|BTRY	LOC120450228|XP_039489039.1|DSAN
OG0007204	LOC120775119|XP_039961071.1|BTRY	LOC120455193|XP_039497069.1|DSAN
OG0007205	LOC120778315|XP_039966043.1|BTRY	LOC120448027|XP_039485703.1|DSAN
OG0007206	LOC120768256|XP_039950787.1|BTRY	LOC120454464|XP_039495715.1|DSAN
OG0007207	LOC120779108|XP_039967226.1|BTRY	LOC120450735|XP_039489788.1|DSAN
OG0007208	LOC120779098|XP_039967203.1|BTRY	LOC120454495|XP_039495777.1|DSAN
OG0007209	LOC120779115|XP_039967240.1|BTRY	LOC120454496|XP_039495780.1|DSAN
OG0007210	LOC120779383|XP_039967517.1|BTRY	LOC120452516|XP_039492706.1|DSAN
OG0007211	LOC120782757|XP_039971145.1|BTRY	LOC120454463|XP_039495713.1|DSAN
OG0007212	LOC120766827|XP_039948473.1|BTRY	LOC120453594|XP_039494290.1|DSAN
OG0007213	LOC120772791|XP_039957508.1|BTRY	LOC120444824|XP_039480714.1|DSAN
OG0007214	LOC120777204|XP_039964312.1|BTRY	LOC120448255|XP_039486102.1|DSAN
OG0007215	LOC120779567|XP_039967845.1|BTRY	LOC120453426|XP_039494063.1|DSAN
OG0007216	LOC120782884|XP_039971367.1|BTRY	LOC120452920|XP_039493317.1|DSAN
OG0007217	LOC120771083|XP_039954841.1|BTRY	LOC120446850|XP_039483977.1|DSAN
OG0007218	LOC120782436|XP_039970657.1|BTRY	LOC120451293|XP_039490780.1|DSAN
OG0007219	LOC120775486|XP_039961627.1|BTRY	LOC120451843|XP_039491752.1|DSAN
OG0007220	LOC120766527|XP_039948031.1|BTRY	LOC120453284|XP_039493842.1|DSAN
OG0007221	LOC120780234|XP_039968422.1|BTRY	LOC120451011|XP_039490264.1|DSAN
OG0007222	LOC120782795|XP_039971203.1|BTRY	LOC120450953|XP_039490172.1|DSAN
OG0007223	LOC120774939|XP_039960755.1|BTRY	LOC120452734|XP_039493038.1|DSAN
OG0007224	LOC120782847|XP_039971308.1|BTRY	LOC120452069|XP_039492066.1|DSAN
OG0007225	LOC120782173|XP_039970243.1|BTRY	LOC120451484|XP_039491140.1|DSAN
OG0007226	LOC120780061|XP_039968266.1|BTRY	LOC120452809|XP_039493146.1|DSAN
OG0007227	LOC120778209|XP_039965899.1|BTRY	LOC120450031|XP_039488716.1|DSAN
OG0007228	LOC120778580|XP_039966380.1|BTRY	LOC120448895|XP_039487045.1|DSAN
OG0007229	LOC120774807|XP_039960542.1|BTRY	LOC120450972|XP_039490197.1|DSAN
OG0007230	LOC120782713|XP_039971068.1|BTRY	LOC120451534|XP_039491246.1|DSAN
OG0007231	LOC120776410|XP_039962976.1|BTRY	LOC120451047|XP_039490336.1|DSAN
OG0007232	LOC120777201|XP_039964304.1|BTRY	LOC120448174|XP_039485946.1|DSAN
OG0007233	LOC120778049|XP_039965659.1|BTRY	LOC120448177|XP_039485957.1|DSAN
OG0007234	LOC120778673|XP_039966541.1|BTRY	LOC120448333|XP_039486221.1|DSAN
OG0007235	LOC120777998|XP_039965589.1|BTRY	LOC120448533|XP_039486509.1|DSAN
OG0007236	LOC120777951|XP_039965501.1|BTRY	LOC120453816|XP_039494632.1|DSAN
OG0007237	LOC120769030|XP_039951808.1|BTRY	LOC120450924|XP_039490124.1|DSAN
OG0007238	LOC120779566|XP_039967842.1|BTRY	LOC120454902|XP_039496507.1|DSAN
OG0007239	LOC120782012|XP_039970107.1|BTRY	LOC120454633|XP_039496056.1|DSAN
OG0007240	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY	LOC120452770|XP_039493089.1|DSAN
OG0007241	LOC120774466|XP_039960056.1|BTRY	LOC120455025|XP_039496790.1|DSAN
OG0007242	LOC120773480|XP_039958340.1|BTRY	LOC120455021|XP_039496783.1|DSAN
OG0007243	LOC120775652|XP_039961842.1|BTRY	LOC120454939|XP_039496641.1|DSAN
OG0007244	LOC120775909|XP_039962235.1|BTRY	LOC120454090|XP_039495035.1|DSAN
OG0007245	LOC120782640|XP_039970946.1|BTRY	LOC120452922|XP_039493319.1|DSAN
OG0007246	LOC120782564|XP_039970839.1|BTRY	LOC120452284|XP_039492350.1|DSAN
OG0007247	LOC120771613|XP_039955636.1|BTRY	LOC120447132|XP_039484499.1|DSAN
OG0007248	LOC120775809|XP_039962091.1|BTRY	LOC120455749|XP_039498107.1|DSAN
OG0007249	LOC120773424|XP_039958231.1|BTRY	LOC120457271|XP_039500627.1|DSAN
OG0007250	LOC120775317|XP_039961387.1|BTRY	LOC120456369|XP_039499115.1|DSAN
OG0007251	LOC120771610|XP_039955633.1|BTRY	LOC120454574|XP_039495907.1|DSAN
OG0007252	LOC120782849|XP_039971310.1|BTRY	LOC120453132|XP_039493615.1|DSAN
OG0007253	LOC120779143|XP_039967284.1|BTRY	LOC120447981|XP_039485610.1|DSAN
OG0007254	LOC120782066|XP_039970155.1|BTRY	LOC120454519|XP_039495815.1|DSAN
OG0007255	LOC120775391|XP_039961485.1|BTRY	LOC120455299|XP_039497273.1|DSAN
OG0007256	LOC120766174|XP_039947461.1|BTRY	LOC120451035|XP_039490296.1|DSAN
OG0007257	LOC120770085|XP_039953170.1|BTRY	LOC120451485|XP_039491141.1|DSAN
OG0007258	LOC120782369|XP_039970646.1|BTRY	LOC120451488|XP_039491146.1|DSAN
OG0007259	LOC120773456|XP_039958284.1|BTRY	LOC120456371|XP_039499119.1|DSAN
OG0007260	LOC120775536|XP_039961692.1|BTRY	LOC120447897|XP_039485473.1|DSAN
OG0007262	LOC120774080|XP_039959341.1|BTRY	LOC120455394|XP_039497466.1|DSAN
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC120447626|XP_039485058.1|DSAN
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC120457414|XP_039500946.1|DSAN
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC120453995|XP_039494886.1|DSAN
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC120452346|XP_039492453.1|DSAN
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC120444350|XP_039479864.1|DSAN
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC120457159|XP_039500367.1|DSAN
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC120453233|XP_039493767.1|DSAN
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC120453930|XP_039494809.1|DSAN
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC120450039|XP_039488728.1|DSAN
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC120452995|XP_039493432.1|DSAN
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC120453407|XP_039494033.1|DSAN
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC120450624|XP_039489704.1|DSAN
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC120450623|XP_039489703.1|DSAN
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC120449963|XP_039488599.1|DSAN
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC120450577|XP_039489629.1|DSAN
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC120448034|XP_039485711.1|DSAN
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC120448724|XP_039486827.1|DSAN
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC120454659|XP_039496096.1|DSAN
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC120454656|XP_039496093.1|DSAN
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC120453566|XP_039494258.1|DSAN
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC120451317|XP_039490820.1|DSAN
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC120455083|XP_039496882.1|DSAN
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC120455076|XP_039496866.1|DSAN
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC120455761|XP_039498148.1|DSAN
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC120456457|XP_039499234.1|DSAN
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC120456686|XP_039499582.1|DSAN
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC120451631|XP_039491422.1|DSAN
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC120455577|XP_039497881.1|DSAN
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC120456573|XP_039499394.1|DSAN
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC120452357|XP_039492464.1|DSAN
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC120450995|XP_039490238.1|DSAN
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC120454040|XP_039494966.1|DSAN
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC120454349|XP_039495496.1|DSAN
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC120454039|XP_039494965.1|DSAN
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC120453343|XP_039493945.1|DSAN
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC120454528|XP_039495832.1|DSAN
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC120451487|XP_039491143.1|DSAN
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC120451998|XP_039491961.1|DSAN
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC120454543|XP_039495857.1|DSAN
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC120455488|XP_039497659.1|DSAN
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC120458221|XP_039501735.1|DSAN
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC120448462|XP_039486415.1|DSAN
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC120448460|XP_039486411.1|DSAN
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC120451469|XP_039491089.1|DSAN
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC120454229|XP_039495264.1|DSAN
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC120452571|XP_039492787.1|DSAN
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC120452888|XP_039493278.1|DSAN
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC120454148|XP_039495140.1|DSAN
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC120445812|XP_039482360.1|DSAN
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC120456191|XP_039498805.1|DSAN
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC120456324|XP_039499018.1|DSAN
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC120456053|XP_039498565.1|DSAN
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC120450867|XP_039490024.1|DSAN
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC120451210|XP_039490618.1|DSAN
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC120451207|XP_039490610.1|DSAN
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC120448988|XP_039487189.1|DSAN
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC120452824|XP_039493163.1|DSAN
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC120456602|XP_039499446.1|DSAN
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC120456376|XP_039499129.1|DSAN
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC120455754|XP_039498126.1|DSAN
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC120452259|XP_039492323.1|DSAN
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC120454695|XP_039496162.1|DSAN
