Orthogroup	BTRY.longest_only	HILL.longest_only
OG0007614	LOC120776925|XP_039963930.1|BTRY	LOC119655434|XP_037917255.1|HILL
OG0007615	LOC120782869|XP_039971346.1|BTRY	LOC119654842|XP_037916348.1|HILL
OG0007616	LOC120782837|XP_039971296.1|BTRY	LOC119652252|XP_037912161.1|HILL
OG0007617	LOC120779179|XP_039967356.1|BTRY	LOC119649861|XP_037908159.1|HILL
OG0007618	LOC120778968|XP_039966978.1|BTRY	LOC119647565|XP_037904487.1|HILL
OG0007619	LOC120777452|XP_039964705.1|BTRY	LOC119649934|XP_037908281.1|HILL
OG0007620	LOC120777255|XP_039964385.1|BTRY	LOC119647742|XP_037904780.1|HILL
OG0007621	LOC120771910|XP_039956130.1|BTRY	LOC119661752|XP_037927150.1|HILL
OG0007622	LOC120778193|XP_039965865.1|BTRY	LOC119648869|XP_037906684.1|HILL
OG0007623	LOC120776610|XP_039963332.1|BTRY	LOC119650256|XP_037908776.1|HILL
OG0007624	LOC120779100|XP_039967200.1|BTRY	LOC119649418|XP_037907485.1|HILL
OG0007625	LOC120776665|XP_039963469.1|BTRY	LOC119647410|XP_037904214.1|HILL
OG0007626	LOC120777266|XP_039964403.1|BTRY	LOC119647925|XP_037905184.1|HILL
OG0007627	LOC120776805|XP_039963734.1|BTRY	LOC119648883|XP_037906707.1|HILL
OG0007628	LOC120781998|XP_039970097.1|BTRY	LOC119660854|XP_037925678.1|HILL
OG0007629	LOC120778439|XP_039966159.1|BTRY	LOC119651470|XP_037911006.1|HILL
OG0007630	LOC120766453|XP_039947908.1|BTRY	LOC119650976|XP_037910167.1|HILL
OG0007631	LOC120766840|XP_039948488.1|BTRY	LOC119659254|XP_037923172.1|HILL
OG0007632	LOC120776951|XP_039963972.1|BTRY	LOC119649099|XP_037907030.1|HILL
OG0007633	LOC120768645|XP_039951348.1|BTRY	LOC119646244|XP_037902565.1|HILL
OG0007634	LOC120777541|XP_039964866.1|BTRY	LOC119651618|XP_037911201.1|HILL
OG0007635	LOC120777525|XP_039964840.1|BTRY	LOC119648232|XP_037905780.1|HILL
OG0007636	LOC120775029|XP_039960919.1|BTRY, LOC120773903|XP_039959017.1|BTRY	LOC119657877|XP_037920936.1|HILL
OG0007637	LOC120767887|XP_039950145.1|BTRY	LOC119650687|XP_037909577.1|HILL
OG0007638	LOC120781284|XP_039969414.1|BTRY	LOC119647120|XP_037903834.1|HILL
OG0007639	LOC120766745|XP_039948349.1|BTRY	LOC119658679|XP_037922171.1|HILL
OG0007640	LOC120772131|XP_039956481.1|BTRY	LOC119647025|XP_037903690.1|HILL
OG0007642	LOC120771204|XP_039955040.1|BTRY	LOC119653805|XP_037914752.1|HILL
OG0007643	LOC120767307|XP_039949159.1|BTRY, LOC120767304|XP_039949132.1|BTRY	LOC119661360|XP_037926597.1|HILL, LOC119661361|XP_037926598.1|HILL, LOC119657460|XP_037920308.1|HILL
OG0007644	LOC120774930|XP_039960744.1|BTRY	LOC119659599|XP_037923695.1|HILL
OG0007647	LOC120767197|XP_039948932.1|BTRY	LOC119656012|XP_037918189.1|HILL
OG0007648	LOC120772399|XP_039956923.1|BTRY	LOC119653318|XP_037913833.1|HILL
OG0007649	LOC120772318|XP_039956770.1|BTRY, LOC120772623|XP_039957273.1|BTRY, LOC120772813|XP_039957536.1|BTRY	LOC119649302|XP_037907327.1|HILL
OG0007650	LOC120770768|XP_039954284.1|BTRY, LOC120770771|XP_039954287.1|BTRY, LOC120770774|XP_039954290.1|BTRY, LOC120770773|XP_039954289.1|BTRY	LOC119646716|XP_037903222.1|HILL, LOC119646687|XP_037903175.1|HILL
OG0007651	LOC120774358|XP_039959877.1|BTRY, LOC120775570|XP_039961733.1|BTRY, LOC120776345|XP_039962832.1|BTRY, LOC120773560|XP_039958462.1|BTRY	LOC119649095|XP_037907025.1|HILL
OG0007653	LOC120780268|XP_039968466.1|BTRY	LOC119660595|XP_037925197.1|HILL
OG0007664	LOC120766458|XP_039947916.1|BTRY	LOC119653146|XP_037913608.1|HILL
OG0007665	LOC120776071|XP_039962474.1|BTRY	LOC119656492|XP_037918749.1|HILL
OG0007666	LOC120775705|XP_039961950.1|BTRY	LOC119656910|XP_037919528.1|HILL
OG0007667	LOC120775356|XP_039961448.1|BTRY	LOC119657442|XP_037920281.1|HILL
OG0007668	LOC120770907|XP_039954519.1|BTRY	LOC119657016|XP_037919690.1|HILL
OG0007669	LOC120774854|XP_039960609.1|BTRY	LOC119657676|XP_037920631.1|HILL
OG0007670	LOC120774853|XP_039960607.1|BTRY	LOC119657675|XP_037920629.1|HILL
OG0007671	LOC120774818|XP_039960556.1|BTRY	LOC119657155|XP_037919860.1|HILL
OG0007672	LOC120775524|XP_039961678.1|BTRY	LOC119657123|XP_037919815.1|HILL
OG0007673	LOC120768064|XP_039950523.1|BTRY	LOC119657769|XP_037920768.1|HILL
OG0007674	LOC120776160|XP_039962689.1|BTRY	LOC119658306|XP_037921537.1|HILL
OG0007675	LOC120773978|XP_039959162.1|BTRY	LOC119656615|XP_037918983.1|HILL
OG0007676	LOC120774102|XP_039959390.1|BTRY	LOC119656730|XP_037919193.1|HILL
OG0007677	LOC120775412|XP_039961514.1|BTRY	LOC119656703|XP_037919140.1|HILL
OG0007678	LOC120774875|XP_039960662.1|BTRY	LOC119646697|XP_037903189.1|HILL
OG0007679	LOC120774126|XP_039959431.1|BTRY	LOC119656735|XP_037919205.1|HILL
OG0007680	LOC120767225|XP_039948985.1|BTRY	LOC119650741|XP_037909738.1|HILL
OG0007681	LOC120771847|XP_039956024.1|BTRY	LOC119652053|XP_037911919.1|HILL
OG0007682	LOC120774277|XP_039959701.1|BTRY	LOC119657355|XP_037920157.1|HILL
OG0007683	LOC120775091|XP_039961025.1|BTRY	LOC119656569|XP_037918883.1|HILL
OG0007684	LOC120775907|XP_039962232.1|BTRY	LOC119657876|XP_037920935.1|HILL
OG0007685	LOC120775003|XP_039960863.1|BTRY	LOC119657760|XP_037920749.1|HILL
OG0007686	LOC120775148|XP_039961113.1|BTRY	LOC119656521|XP_037918792.1|HILL
OG0007687	LOC120774142|XP_039959470.1|BTRY	LOC119656702|XP_037919139.1|HILL
OG0007688	LOC120771545|XP_039955538.1|BTRY	LOC119651945|XP_037911726.1|HILL
OG0007689	LOC120775640|XP_039961829.1|BTRY	LOC119657558|XP_037920444.1|HILL
OG0007690	LOC120775837|XP_039962140.1|BTRY	LOC119657128|XP_037919820.1|HILL
OG0007691	LOC120778891|XP_039966877.1|BTRY	LOC119657427|XP_037920261.1|HILL
OG0007692	LOC120773834|XP_039958890.1|BTRY	LOC119658454|XP_037921788.1|HILL
OG0007693	LOC120774218|XP_039959608.1|BTRY	LOC119657781|XP_037920783.1|HILL
OG0007694	LOC120775692|XP_039961936.1|BTRY	LOC119657987|XP_037921132.1|HILL
OG0007695	LOC120775330|XP_039961406.1|BTRY	LOC119656833|XP_037919409.1|HILL
OG0007696	LOC120775455|XP_039961575.1|BTRY	LOC119661267|XP_037926453.1|HILL
OG0007697	LOC120768304|XP_039950875.1|BTRY	LOC119657993|XP_037921139.1|HILL
OG0007698	LOC120775716|XP_039961962.1|BTRY	LOC119656829|XP_037919403.1|HILL
OG0007699	LOC120775601|XP_039961774.1|BTRY	LOC119658419|XP_037921742.1|HILL
OG0007700	LOC120775094|XP_039961029.1|BTRY	LOC119656810|XP_037919356.1|HILL
OG0007701	LOC120775080|XP_039961008.1|BTRY	LOC119657538|XP_037920409.1|HILL
OG0007702	LOC120775519|XP_039961666.1|BTRY	LOC119657661|XP_037920616.1|HILL
OG0007703	LOC120773895|XP_039959005.1|BTRY	LOC119657171|XP_037919886.1|HILL
OG0007705	LOC120773691|XP_039958658.1|BTRY	LOC119657130|XP_037919828.1|HILL
OG0007706	LOC120776175|XP_039962722.1|BTRY	LOC119658362|XP_037921650.1|HILL
OG0007707	LOC120774041|XP_039959275.1|BTRY	LOC119658368|XP_037921657.1|HILL
OG0007708	LOC120775466|XP_039961590.1|BTRY	LOC119656638|XP_037919009.1|HILL
OG0007709	LOC120775460|XP_039961578.1|BTRY	LOC119657083|XP_037919767.1|HILL
OG0007710	LOC120775140|XP_039961104.1|BTRY	LOC119647545|XP_037904467.1|HILL
OG0007711	LOC120774432|XP_039960004.1|BTRY	LOC119646817|XP_037903359.1|HILL
OG0007712	LOC120775642|XP_039961831.1|BTRY	LOC119661459|XP_037926745.1|HILL
OG0007713	LOC120774162|XP_039959513.1|BTRY	LOC119657303|XP_037920076.1|HILL
OG0007714	LOC120775233|XP_039961248.1|BTRY	LOC119657764|XP_037920760.1|HILL
OG0007716	LOC120774537|XP_039960195.1|BTRY	LOC119657082|XP_037919766.1|HILL
OG0007717	LOC120767073|XP_039948869.1|BTRY	LOC119658603|XP_037922002.1|HILL
OG0007718	LOC120776014|XP_039962393.1|BTRY	LOC119658300|XP_037921528.1|HILL
OG0007719	LOC120776161|XP_039962691.1|BTRY	LOC119656594|XP_037918933.1|HILL
OG0007720	LOC120773466|XP_039958304.1|BTRY	LOC119657742|XP_037920714.1|HILL
OG0007721	LOC120774806|XP_039960536.1|BTRY	LOC119656655|XP_037919050.1|HILL
OG0007722	LOC120775774|XP_039962040.1|BTRY	LOC119657430|XP_037920260.1|HILL
OG0007723	LOC120774233|XP_039959627.1|BTRY	LOC119657517|XP_037920387.1|HILL
OG0007724	LOC120775031|XP_039960921.1|BTRY	LOC119658359|XP_037921647.1|HILL
OG0007725	LOC120773752|XP_039958752.1|BTRY	LOC119657265|XP_037920024.1|HILL
OG0007726	LOC120776001|XP_039962367.1|BTRY	LOC119658259|XP_037921478.1|HILL
OG0007727	LOC120774274|XP_039959696.1|BTRY	LOC119657415|XP_037920241.1|HILL
OG0007728	LOC120775706|XP_039961951.1|BTRY	LOC119655240|XP_037916956.1|HILL
OG0007730	LOC120774654|XP_039960313.1|BTRY	LOC119657780|XP_037920779.1|HILL
OG0007731	LOC120774240|XP_039959634.1|BTRY	LOC119656950|XP_037919591.1|HILL
OG0007732	LOC120773956|XP_039959118.1|BTRY	LOC119657288|XP_037920063.1|HILL
OG0007733	LOC120775447|XP_039961566.1|BTRY	LOC119657680|XP_037920638.1|HILL
OG0007734	LOC120776149|XP_039962624.1|BTRY	LOC119656598|XP_037918953.1|HILL
OG0007735	LOC120773412|XP_039958215.1|BTRY	LOC119657688|XP_037920646.1|HILL
OG0007736	LOC120773439|XP_039958255.1|BTRY	LOC119657692|XP_037920652.1|HILL
OG0007737	LOC120781863|XP_039970027.1|BTRY	LOC119659423|XP_037923428.1|HILL
OG0007738	LOC120766961|XP_039948688.1|BTRY	LOC119658817|XP_037922473.1|HILL
OG0007739	LOC120775086|XP_039961017.1|BTRY	LOC119657961|XP_037921091.1|HILL
OG0007740	LOC120775216|XP_039961218.1|BTRY	LOC119656728|XP_037919187.1|HILL
OG0007741	LOC120775993|XP_039962358.1|BTRY	LOC119657759|XP_037920747.1|HILL
OG0007742	LOC120773366|XP_039958125.1|BTRY	LOC119657409|XP_037920230.1|HILL
OG0007743	LOC120766919|XP_039948598.1|BTRY	LOC119651866|XP_037911602.1|HILL
OG0007744	LOC120774483|XP_039960079.1|BTRY	LOC119658241|XP_037921447.1|HILL
OG0007745	LOC120766964|XP_039948687.1|BTRY	LOC119650613|XP_037909422.1|HILL
OG0007746	LOC120773578|XP_039958499.1|BTRY	LOC119658050|XP_037921222.1|HILL
OG0007747	LOC120775616|XP_039961796.1|BTRY, LOC120774485|XP_039960083.1|BTRY	LOC119657105|XP_037919790.1|HILL
OG0007748	LOC120775754|XP_039962016.1|BTRY	LOC119658263|XP_037921483.1|HILL
OG0007749	LOC120773502|XP_039958387.1|BTRY	LOC119658252|XP_037921464.1|HILL
OG0007750	LOC120782855|XP_039971320.1|BTRY	LOC119661635|XP_037926986.1|HILL
OG0007751	LOC120775833|XP_039962132.1|BTRY	LOC119657080|XP_037919763.1|HILL
OG0007753	LOC120773395|XP_039958179.1|BTRY	LOC119657289|XP_037920064.1|HILL
OG0007754	LOC120775093|XP_039961028.1|BTRY	LOC119656869|XP_037919455.1|HILL
OG0007755	LOC120775932|XP_039962273.1|BTRY	LOC119657470|XP_037920317.1|HILL
OG0007756	LOC120775547|XP_039961706.1|BTRY	LOC119657613|XP_037920539.1|HILL
OG0007757	LOC120774710|XP_039960382.1|BTRY	LOC119658060|XP_037921241.1|HILL
OG0007758	LOC120768277|XP_039950810.1|BTRY	LOC119650774|XP_037909807.1|HILL
OG0007759	LOC120779257|XP_039967434.1|BTRY	LOC119657321|XP_037920109.1|HILL
OG0007760	LOC120776189|XP_039962748.1|BTRY	LOC119657805|XP_037920829.1|HILL
OG0007761	LOC120774171|XP_039959526.1|BTRY	LOC119657325|XP_037920115.1|HILL
OG0007762	LOC120775699|XP_039961944.1|BTRY	LOC119658488|XP_037921875.1|HILL
OG0007763	LOC120774915|XP_039960725.1|BTRY	LOC119657571|XP_037920464.1|HILL
OG0007764	LOC120773795|XP_039958831.1|BTRY	LOC119656885|XP_037919482.1|HILL
OG0007765	LOC120774529|XP_039960172.1|BTRY	LOC119657356|XP_037920158.1|HILL
OG0007766	LOC120769269|XP_039952115.1|BTRY	LOC119657701|XP_037920668.1|HILL
OG0007767	LOC120779536|XP_039967817.1|BTRY	LOC119660996|XP_037926012.1|HILL
OG0007768	LOC120774404|XP_039959960.1|BTRY	LOC119657039|XP_037919721.1|HILL
OG0007769	LOC120774294|XP_039959750.1|BTRY	LOC119656909|XP_037919527.1|HILL
OG0007770	LOC120774295|XP_039959751.1|BTRY	LOC119658044|XP_037921213.1|HILL
OG0007771	LOC120775566|XP_039961728.1|BTRY	LOC119657679|XP_037920636.1|HILL
OG0007772	LOC120773343|XP_039958092.1|BTRY	LOC119656659|XP_037919065.1|HILL
OG0007773	LOC120768312|XP_039950885.1|BTRY	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL
OG0007774	LOC120776042|XP_039962421.1|BTRY	LOC119658485|XP_037921858.1|HILL
OG0007775	LOC120774718|XP_039960403.1|BTRY	LOC119658043|XP_037921212.1|HILL
OG0007776	LOC120773402|XP_039958194.1|BTRY	LOC119657820|XP_037920862.1|HILL
OG0007777	LOC120771251|XP_039955100.1|BTRY	LOC119656662|XP_037919069.1|HILL
OG0007778	LOC120775869|XP_039962173.1|BTRY	LOC119658513|XP_037921914.1|HILL
OG0007779	LOC120777211|XP_039964320.1|BTRY	LOC119659385|XP_037923372.1|HILL
OG0007780	LOC120776069|XP_039962473.1|BTRY	LOC119657690|XP_037920648.1|HILL
OG0007781	LOC120773767|XP_039958778.1|BTRY	LOC119656511|XP_037918775.1|HILL
OG0007782	LOC120774543|XP_039960206.1|BTRY	LOC119657747|XP_037920722.1|HILL
OG0007783	LOC120773613|XP_039958547.1|BTRY	LOC119656540|XP_037918813.1|HILL
OG0007784	LOC120767016|XP_039948781.1|BTRY	LOC119660808|XP_037925576.1|HILL
OG0007785	LOC120773821|XP_039958863.1|BTRY	LOC119648537|XP_037906235.1|HILL
OG0007786	LOC120768485|XP_039951134.1|BTRY	LOC119661211|XP_037926362.1|HILL
OG0007787	LOC120782196|XP_039970274.1|BTRY	LOC119652680|XP_037912880.1|HILL
OG0007788	LOC120772242|XP_039956675.1|BTRY	LOC119657933|XP_037921049.1|HILL
OG0007789	LOC120782648|XP_039970955.1|BTRY	LOC119651000|XP_037910215.1|HILL
OG0007790	LOC120767000|XP_039948744.1|BTRY	LOC119653098|XP_037913534.1|HILL
OG0007791	LOC120776835|XP_039963794.1|BTRY	LOC119650903|XP_037910018.1|HILL
OG0007792	LOC120775626|XP_039961814.1|BTRY	LOC119656927|XP_037919548.1|HILL
OG0007793	LOC120766791|XP_039948425.1|BTRY	LOC119658768|XP_037922393.1|HILL
OG0007794	LOC120774170|XP_039959525.1|BTRY	LOC119660985|XP_037926001.1|HILL
OG0007795	LOC120775784|XP_039962054.1|BTRY	LOC119654618|XP_037916019.1|HILL
OG0007796	LOC120768142|XP_039950633.1|BTRY	LOC119651433|XP_037910960.1|HILL
OG0007797	LOC120780830|XP_039969009.1|BTRY	LOC119653015|XP_037913380.1|HILL
OG0007798	LOC120776697|XP_039963519.1|BTRY	LOC119653016|XP_037913382.1|HILL
OG0007799	LOC120776627|XP_039963371.1|BTRY	LOC119651538|XP_037911098.1|HILL
OG0007800	LOC120766623|XP_039948168.1|BTRY	LOC119653047|XP_037913438.1|HILL
OG0007801	LOC120780353|XP_039968580.1|BTRY	LOC119650832|XP_037909901.1|HILL
OG0007803	LOC120766553|XP_039948071.1|BTRY	LOC119658483|XP_037921856.1|HILL
OG0007804	LOC120773853|XP_039958925.1|BTRY	LOC119653082|XP_037913507.1|HILL
OG0007805	LOC120773702|XP_039958670.1|BTRY	LOC119661520|XP_037926823.1|HILL
OG0007806	LOC120773699|XP_039958665.1|BTRY	LOC119661519|XP_037926822.1|HILL
OG0007809	LOC120775428|XP_039961546.1|BTRY	LOC119657532|XP_037920403.1|HILL
OG0007810	LOC120775780|XP_039962051.1|BTRY	LOC119656590|XP_037918926.1|HILL
OG0007811	LOC120777755|XP_039965191.1|BTRY	LOC119660206|XP_037924570.1|HILL
OG0007812	LOC120774436|XP_039960010.1|BTRY	LOC119654531|XP_037915902.1|HILL
OG0007813	LOC120766635|XP_039948187.1|BTRY	LOC119659740|XP_037923929.1|HILL
OG0007814	LOC120775022|XP_039960910.1|BTRY	LOC119649324|XP_037907357.1|HILL
OG0007815	LOC120775452|XP_039961572.1|BTRY	LOC119650758|XP_037909778.1|HILL
OG0007816	LOC120766295|XP_039947632.1|BTRY	LOC119653123|XP_037913577.1|HILL
OG0007817	LOC120770326|XP_039953650.1|BTRY	LOC119651161|XP_037910507.1|HILL
OG0007818	LOC120775483|XP_039961620.1|BTRY	LOC119653140|XP_037913600.1|HILL
OG0007819	LOC120775481|XP_039961615.1|BTRY	LOC119649341|XP_037907378.1|HILL
OG0007822	LOC120766311|XP_039947663.1|BTRY	LOC119652954|XP_037913275.1|HILL
OG0007823	LOC120778198|XP_039965879.1|BTRY	LOC119651954|XP_037911735.1|HILL
OG0007824	LOC120782183|XP_039970259.1|BTRY	LOC119658061|XP_037921242.1|HILL
OG0007825	LOC120773123|XP_039958056.1|BTRY	LOC119651422|XP_037910945.1|HILL
OG0007826	LOC120766651|XP_039948215.1|BTRY	LOC119651367|XP_037910870.1|HILL
OG0007827	LOC120773357|XP_039958115.1|BTRY	LOC119657157|XP_037919867.1|HILL
OG0007828	LOC120777494|XP_039964772.1|BTRY	LOC119648242|XP_037905802.1|HILL
OG0007829	LOC120771016|XP_039954729.1|BTRY	LOC119651741|XP_037911398.1|HILL
OG0007831	LOC120774785|XP_039960497.1|BTRY	LOC119658314|XP_037921566.1|HILL
OG0007832	LOC120773543|XP_039958434.1|BTRY	LOC119652973|XP_037913308.1|HILL
OG0007833	LOC120775511|XP_039961654.1|BTRY	LOC119658264|XP_037921484.1|HILL
OG0007835	LOC120780260|XP_039968451.1|BTRY	LOC119651371|XP_037910872.1|HILL
OG0007837	LOC120766633|XP_039948185.1|BTRY	LOC119651875|XP_037911616.1|HILL
OG0007838	LOC120766567|XP_039948092.1|BTRY	LOC119652967|XP_037913294.1|HILL
OG0007839	LOC120775958|XP_039962304.1|BTRY	LOC119656641|XP_037919016.1|HILL
OG0007840	LOC120777512|XP_039964816.1|BTRY	LOC119650703|XP_037909630.1|HILL
OG0007841	LOC120767922|XP_039950219.1|BTRY	LOC119652711|XP_037912921.1|HILL
OG0007842	LOC120767090|XP_039948907.1|BTRY	LOC119651124|XP_037910431.1|HILL
OG0007843	LOC120767207|XP_039948953.1|BTRY	LOC119651928|XP_037911690.1|HILL
OG0007844	LOC120771638|XP_039955672.1|BTRY	LOC119657689|XP_037920647.1|HILL
OG0007845	LOC120782692|XP_039971021.1|BTRY	LOC119657025|XP_037919702.1|HILL
OG0007846	LOC120774792|XP_039960511.1|BTRY	LOC119655244|XP_037916960.1|HILL
OG0007847	LOC120782514|XP_039970756.1|BTRY	LOC119652722|XP_037912943.1|HILL
OG0007848	LOC120768265|XP_039950799.1|BTRY	LOC119650878|XP_037909970.1|HILL
OG0007849	LOC120782206|XP_039970292.1|BTRY	LOC119652458|XP_037912550.1|HILL
OG0007850	LOC120782110|XP_039970192.1|BTRY	LOC119653027|XP_037913399.1|HILL
OG0007851	LOC120766233|XP_039947545.1|BTRY	LOC119651421|XP_037910943.1|HILL
OG0007852	LOC120782284|XP_039970421.1|BTRY	LOC119652514|XP_037912636.1|HILL
OG0007853	LOC120771063|XP_039954847.1|BTRY	LOC119658335|XP_037921605.1|HILL
OG0007854	LOC120766493|XP_039947979.1|BTRY	LOC119652540|XP_037912673.1|HILL
OG0007855	LOC120766402|XP_039947785.1|BTRY	LOC119651731|XP_037911387.1|HILL
OG0007856	LOC120768283|XP_039950823.1|BTRY	LOC119652984|XP_037913333.1|HILL
OG0007857	LOC120771760|XP_039955880.1|BTRY	LOC119651225|XP_037910623.1|HILL
OG0007858	LOC120767839|XP_039950064.1|BTRY	LOC119657596|XP_037920510.1|HILL
OG0007859	LOC120773735|XP_039958725.1|BTRY	LOC119658821|XP_037922477.1|HILL
OG0007860	LOC120780475|XP_039968684.1|BTRY	LOC119652664|XP_037912858.1|HILL
OG0007861	LOC120780636|XP_039968828.1|BTRY	LOC119657647|XP_037920582.1|HILL
OG0007862	LOC120772370|XP_039956918.1|BTRY	LOC119657024|XP_037919701.1|HILL, LOC119657027|XP_037919705.1|HILL, LOC119658260|XP_037921480.1|HILL
OG0007863	LOC120768301|XP_039950865.1|BTRY	LOC119660971|XP_037925969.1|HILL
OG0007864	LOC120782852|XP_039971313.1|BTRY	LOC119652524|XP_037912649.1|HILL
OG0007865	LOC120778525|XP_039966294.1|BTRY	LOC119657998|XP_037921145.1|HILL
OG0007866	LOC120779408|XP_039967540.1|BTRY	LOC119657921|XP_037921036.1|HILL
OG0007867	LOC120782327|XP_039970486.1|BTRY	LOC119652790|XP_037913031.1|HILL
OG0007868	LOC120774052|XP_039959293.1|BTRY	LOC119650884|XP_037909984.1|HILL
OG0007869	LOC120773487|XP_039958358.1|BTRY	LOC119657377|XP_037920189.1|HILL
OG0007870	LOC120778955|XP_039966962.1|BTRY	LOC119647866|XP_037905064.1|HILL
OG0007871	LOC120774743|XP_039960433.1|BTRY	LOC119648126|XP_037905575.1|HILL
OG0007873	LOC120777386|XP_039964613.1|BTRY	LOC119659680|XP_037923832.1|HILL
OG0007874	LOC120774732|XP_039960419.1|BTRY	LOC119660790|XP_037925521.1|HILL
OG0007875	LOC120771468|XP_039955414.1|BTRY	LOC119655631|XP_037917531.1|HILL
OG0007876	LOC120775307|XP_039961374.1|BTRY	LOC119657329|XP_037920122.1|HILL
OG0007877	LOC120773784|XP_039958807.1|BTRY	LOC119647813|XP_037904963.1|HILL
OG0007878	LOC120781294|XP_039969426.1|BTRY	LOC119649958|XP_037908325.1|HILL
OG0007879	LOC120777958|XP_039965510.1|BTRY	LOC119647411|XP_037904216.1|HILL
OG0007880	LOC120770595|XP_039954127.1|BTRY	LOC119655862|XP_037917911.1|HILL
OG0007881	LOC120778274|XP_039965987.1|BTRY	LOC119648807|XP_037906584.1|HILL
OG0007882	LOC120776795|XP_039963715.1|BTRY	LOC119649416|XP_037907480.1|HILL
OG0007883	LOC120777308|XP_039964481.1|BTRY	LOC119648128|XP_037905584.1|HILL
OG0007885	LOC120771668|XP_039955718.1|BTRY	LOC119658277|XP_037921500.1|HILL
OG0007886	LOC120781705|XP_039969866.1|BTRY	LOC119660525|XP_037925074.1|HILL
OG0007887	LOC120780130|XP_039968345.1|BTRY	LOC119653638|XP_037914356.1|HILL
OG0007888	LOC120778515|XP_039966283.1|BTRY	LOC119648064|XP_037905461.1|HILL
OG0007889	LOC120778241|XP_039965935.1|BTRY	LOC119648150|XP_037905649.1|HILL
OG0007890	LOC120777756|XP_039965188.1|BTRY	LOC119648018|XP_037905352.1|HILL
OG0007891	LOC120774388|XP_039959932.1|BTRY	LOC119659292|XP_037923232.1|HILL
OG0007894	LOC120776656|XP_039963451.1|BTRY	LOC119648045|XP_037905425.1|HILL
OG0007895	LOC120778643|XP_039966478.1|BTRY	LOC119647844|XP_037905029.1|HILL
OG0007896	LOC120775152|XP_039961122.1|BTRY	LOC119648668|XP_037906384.1|HILL
OG0007898	LOC120778514|XP_039966282.1|BTRY	LOC119648614|XP_037906312.1|HILL
OG0007899	LOC120777681|XP_039965081.1|BTRY	LOC119649598|XP_037907740.1|HILL
OG0007900	LOC120772007|XP_039956301.1|BTRY	LOC119660478|XP_037924997.1|HILL
OG0007901	LOC120776849|XP_039963818.1|BTRY	LOC119647571|XP_037904498.1|HILL
OG0007902	LOC120775104|XP_039961050.1|BTRY	LOC119657140|XP_037919840.1|HILL
OG0007906	LOC120778969|XP_039966979.1|BTRY	LOC119648962|XP_037906810.1|HILL
OG0007907	LOC120777587|XP_039964935.1|BTRY	LOC119647477|XP_037904345.1|HILL
OG0007908	LOC120777588|XP_039964936.1|BTRY	LOC119648198|XP_037905722.1|HILL
OG0007909	LOC120773345|XP_039958099.1|BTRY	LOC119647123|XP_037903837.1|HILL
OG0007910	LOC120777816|XP_039965288.1|BTRY	LOC119648758|XP_037906512.1|HILL
OG0007911	LOC120776349|XP_039962838.1|BTRY	LOC119649565|XP_037907693.1|HILL
OG0007912	LOC120776351|XP_039962840.1|BTRY	LOC119648243|XP_037905803.1|HILL
OG0007913	LOC120776353|XP_039962842.1|BTRY	LOC119649566|XP_037907694.1|HILL
OG0007914	LOC120778166|XP_039965833.1|BTRY	LOC119647405|XP_037904208.1|HILL
OG0007915	LOC120778291|XP_039966010.1|BTRY	LOC119648755|XP_037906508.1|HILL
OG0007916	LOC120767628|XP_039949722.1|BTRY	LOC119655194|XP_037916891.1|HILL
OG0007917	LOC120781244|XP_039969318.1|BTRY	LOC119647171|XP_037903904.1|HILL
OG0007918	LOC120770351|XP_039953688.1|BTRY	LOC119653633|XP_037914343.1|HILL
OG0007921	LOC120772686|XP_039957358.1|BTRY	LOC119661286|XP_037926490.1|HILL
OG0007922	LOC120780134|XP_039968355.1|BTRY	LOC119655575|XP_037917435.1|HILL
OG0007923	LOC120774867|XP_039960631.1|BTRY	LOC119653402|XP_037913895.1|HILL
OG0007924	LOC120770873|XP_039954434.1|BTRY	LOC119658909|XP_037922643.1|HILL
OG0007925	LOC120772803|XP_039957520.1|BTRY	LOC119646271|XP_037902607.1|HILL, LOC119646676|XP_037903136.1|HILL
OG0007926	LOC120771114|XP_039954897.1|BTRY	LOC119661790|XP_037927202.1|HILL
OG0007927	LOC120769153|XP_039951967.1|BTRY	LOC119660778|XP_037925486.1|HILL
OG0007928	LOC120769302|XP_039952163.1|BTRY	LOC119650732|XP_037909691.1|HILL
OG0007929	LOC120768858|XP_039951547.1|BTRY	LOC119653028|XP_037913400.1|HILL
OG0007930	LOC120772363|XP_039956862.1|BTRY	LOC119659582|XP_037923666.1|HILL
OG0007931	LOC120767557|XP_039949622.1|BTRY	LOC119653048|XP_037913440.1|HILL
OG0007932	LOC120773367|XP_039958127.1|BTRY	LOC119648611|XP_037906311.1|HILL
OG0007933	LOC120766989|XP_039948726.1|BTRY	LOC119646156|XP_037902455.1|HILL
OG0007934	LOC120782143|XP_039970215.1|BTRY	LOC119651759|XP_037911425.1|HILL
OG0007935	LOC120767309|XP_039949166.1|BTRY	LOC119651495|XP_037911038.1|HILL
OG0007936	LOC120781550|XP_039969717.1|BTRY	LOC119650658|XP_037909521.1|HILL
OG0007937	LOC120769511|XP_039952482.1|BTRY	LOC119647299|XP_037904130.1|HILL
OG0007938	LOC120768229|XP_039950748.1|BTRY	LOC119656697|XP_037919134.1|HILL
