Orthogroup	DGUA.longest_only	DALB.longest_only
OG0007330	LOC117580685|XP_034123200.1|DGUA	LOC117566024|XP_034101353.1|DALB
OG0007331	LOC117590821|XP_034139679.1|DGUA	LOC117578198|XP_034119415.1|DALB
OG0007332	LOC117581199|XP_034124059.1|DGUA	LOC117574872|XP_034114835.1|DALB
OG0007333	LOC117586730|XP_034132916.1|DGUA	LOC117576340|XP_034116906.1|DALB
OG0007334	LOC117584070|XP_034128705.1|DGUA	LOC117574023|XP_034113505.1|DALB
OG0007335	LOC117587077|XP_034133431.1|DGUA	LOC117572278|XP_034110873.1|DALB
OG0007336	LOC117591002|XP_034139975.1|DGUA	LOC117574541|XP_034114303.1|DALB
OG0007337	LOC117588837|XP_034136221.1|DGUA	LOC117567204|XP_034102925.1|DALB
OG0007338	LOC117589395|XP_034137202.1|DGUA	LOC117568778|XP_034105507.1|DALB
OG0007339	LOC117586644|XP_034132764.1|DGUA	LOC117573919|XP_034113323.1|DALB
OG0007340	LOC117585120|XP_034130333.1|DGUA	LOC117575147|XP_034115144.1|DALB
OG0007341	LOC117585942|XP_034131603.1|DGUA	LOC117575868|XP_034116182.1|DALB
OG0007342	LOC117589868|XP_034138027.1|DGUA	LOC117574675|XP_034114472.1|DALB
OG0007343	LOC117585693|XP_034131198.1|DGUA	LOC117575285|XP_034115319.1|DALB
OG0007344	LOC117582060|XP_034125503.1|DGUA	LOC117563581|XP_034097859.1|DALB
OG0007345	LOC117585695|XP_034131200.1|DGUA	LOC117574570|XP_034114336.1|DALB
OG0007346	LOC117579335|XP_034121051.1|DGUA	LOC117572585|XP_034111360.1|DALB
OG0007347	LOC117581042|XP_034123763.1|DGUA	LOC117578054|XP_034119075.1|DALB
OG0007348	LOC117581040|XP_034123761.1|DGUA	LOC117578030|XP_034119038.1|DALB
OG0007349	LOC117581030|XP_034123751.1|DGUA	LOC117564573|XP_034099305.1|DALB
OG0007350	LOC117591158|XP_034140169.1|DGUA	LOC117568930|XP_034105741.1|DALB
OG0007351	LOC117579218|XP_034120877.1|DGUA	LOC117566612|XP_034102044.1|DALB
OG0007352	LOC117591972|XP_034141298.1|DGUA	LOC117569931|XP_034107181.1|DALB
OG0007353	LOC117586551|XP_034132604.1|DGUA	LOC117574660|XP_034114455.1|DALB
OG0007354	LOC117581233|XP_034124108.1|DGUA	LOC117575538|XP_034115683.1|DALB
OG0007355	LOC117585863|XP_034131508.1|DGUA	LOC117576699|XP_034117587.1|DALB
OG0007356	LOC117581116|XP_034123931.1|DGUA	LOC117569888|XP_034107118.1|DALB
OG0007357	LOC117586714|XP_034132881.1|DGUA	LOC117576302|XP_034116847.1|DALB
OG0007358	LOC117585888|XP_034131534.1|DGUA	LOC117576416|XP_034117034.1|DALB
OG0007359	LOC117583757|XP_034128175.1|DGUA	LOC117576584|XP_034117357.1|DALB
OG0007360	LOC117589912|XP_034138077.1|DGUA	LOC117575273|XP_034115300.1|DALB
OG0007361	LOC117581113|XP_034123914.1|DGUA	LOC117578280|XP_034119597.1|DALB
OG0007363	LOC117590791|XP_034139637.1|DGUA	LOC117577608|XP_034118344.1|DALB
OG0007364	LOC117590790|XP_034139629.1|DGUA	LOC117578213|XP_034119471.1|DALB
OG0007365	LOC117590771|XP_034139608.1|DGUA	LOC117576961|XP_034118031.1|DALB
OG0007367	LOC117580277|XP_034122622.1|DGUA	LOC117566845|XP_034102327.1|DALB
OG0007368	LOC117586079|XP_034131825.1|DGUA	LOC117573333|XP_034112332.1|DALB
OG0007369	LOC117590033|XP_034138218.1|DGUA	LOC117574271|XP_034113908.1|DALB
OG0007370	LOC117578856|XP_034120537.1|DGUA	LOC117572108|XP_034110618.1|DALB
OG0007371	LOC117583251|XP_034127368.1|DGUA	LOC117576125|XP_034116574.1|DALB
OG0007372	LOC117586607|XP_034132687.1|DGUA	LOC117576385|XP_034116988.1|DALB
OG0007373	LOC117580746|XP_034123323.1|DGUA	LOC117566184|XP_034101584.1|DALB
OG0007374	LOC117590414|XP_034138904.1|DGUA	LOC117577928|XP_034118822.1|DALB
OG0007375	LOC117590237|XP_034138600.1|DGUA	LOC117577951|XP_034118878.1|DALB
OG0007376	LOC117581028|XP_034123749.1|DGUA	LOC117567483|XP_034103407.1|DALB
OG0007377	LOC117582739|XP_034126564.1|DGUA	LOC117565800|XP_034100978.1|DALB
OG0007378	LOC117580673|XP_034123178.1|DGUA	LOC117565871|XP_034101103.1|DALB
OG0007379	LOC117581630|XP_034124889.1|DGUA	LOC117578120|XP_034119199.1|DALB
OG0007380	LOC117588677|XP_034136015.1|DGUA	LOC117578121|XP_034119196.1|DALB
OG0007381	LOC117580798|XP_034123388.1|DGUA	LOC117578173|XP_034119355.1|DALB
OG0007382	LOC117580930|XP_034123601.1|DGUA	LOC117577577|XP_034118306.1|DALB
OG0007383	LOC117590752|XP_034139553.1|DGUA	LOC117570136|XP_034107495.1|DALB
OG0007384	LOC117581166|XP_034124000.1|DGUA	LOC117565879|XP_034101151.1|DALB
OG0007385	LOC117580950|XP_034123627.1|DGUA	LOC117573837|XP_034113198.1|DALB
OG0007386	LOC117581471|XP_034124599.1|DGUA	LOC117577693|XP_034118484.1|DALB
OG0007387	LOC117588722|XP_034136073.1|DGUA	LOC117577739|XP_034118540.1|DALB
OG0007388	LOC117588807|XP_034136214.1|DGUA	LOC117578156|XP_034119269.1|DALB
OG0007389	LOC117587735|XP_034134544.1|DGUA	LOC117577419|XP_034118223.1|DALB
OG0007390	LOC117591185|XP_034140207.1|DGUA	LOC117575103|XP_034115100.1|DALB
OG0007391	LOC117586674|XP_034132814.1|DGUA	LOC117576703|XP_034117609.1|DALB
OG0007392	LOC117588308|XP_034135387.1|DGUA	LOC117565094|XP_034099947.1|DALB
OG0007393	LOC117585770|XP_034131342.1|DGUA	LOC117576371|XP_034116953.1|DALB
OG0007394	LOC117581115|XP_034123924.1|DGUA	LOC117578233|XP_034119516.1|DALB
OG0007395	LOC117588301|XP_034135375.1|DGUA	LOC117578135|XP_034119232.1|DALB
OG0007396	LOC117586573|XP_034132629.1|DGUA	LOC117576714|XP_034117623.1|DALB
OG0007397	LOC117584709|XP_034129643.1|DGUA	LOC117565239|XP_034100138.1|DALB
OG0007398	LOC117592537|XP_034142298.1|DGUA	LOC117567841|XP_034103979.1|DALB
OG0007399	LOC117590288|XP_034138664.1|DGUA	LOC117572508|XP_034111256.1|DALB
OG0007400	LOC117581157|XP_034123981.1|DGUA	LOC117569949|XP_034107206.1|DALB
OG0007401	LOC117588581|XP_034135876.1|DGUA	LOC117578020|XP_034119011.1|DALB
OG0007402	LOC117586533|XP_034132558.1|DGUA	LOC117576580|XP_034117351.1|DALB
OG0007403	LOC117586388|XP_034132310.1|DGUA	LOC117575931|XP_034116281.1|DALB
OG0007404	LOC117585882|XP_034131524.1|DGUA	LOC117573631|XP_034112824.1|DALB
OG0007405	LOC117585907|XP_034131557.1|DGUA	LOC117576680|XP_034117567.1|DALB
OG0007406	LOC117586614|XP_034132710.1|DGUA	LOC117576744|XP_034117668.1|DALB
OG0007407	LOC117588206|XP_034135232.1|DGUA	LOC117563307|XP_034097445.1|DALB
OG0007408	LOC117580323|XP_034122710.1|DGUA	LOC117569964|XP_034107228.1|DALB
OG0007410	LOC117591025|XP_034140003.1|DGUA	LOC117577823|XP_034118648.1|DALB
OG0007411	LOC117581249|XP_034124143.1|DGUA	LOC117570285|XP_034107700.1|DALB
OG0007412	LOC117581203|XP_034124067.1|DGUA	LOC117574947|XP_034114895.1|DALB
OG0007413	LOC117578835|XP_034120499.1|DGUA	LOC117571343|XP_034109342.1|DALB
OG0007414	LOC117582233|XP_034125735.1|DGUA	LOC117578260|XP_034119572.1|DALB
OG0007415	LOC117581460|XP_034124569.1|DGUA	LOC117578016|XP_034119008.1|DALB
OG0007416	LOC117590969|XP_034139917.1|DGUA	LOC117575443|XP_034115545.1|DALB
OG0007417	LOC117580749|XP_034123328.1|DGUA	LOC117577605|XP_034118342.1|DALB
OG0007418	LOC117591821|XP_034141049.1|DGUA	LOC117572645|XP_034111515.1|DALB
OG0007419	LOC117583788|XP_034128258.1|DGUA	LOC117574335|XP_034114045.1|DALB
OG0007420	LOC117578725|XP_034120276.1|DGUA	LOC117571080|XP_034108948.1|DALB
OG0007421	LOC117588725|XP_034136075.1|DGUA	LOC117573657|XP_034112916.1|DALB
OG0007422	LOC117590777|XP_034139616.1|DGUA	LOC117564044|XP_034098548.1|DALB
OG0007423	LOC117581576|XP_034124818.1|DGUA	LOC117578273|XP_034119587.1|DALB
OG0007424	LOC117579648|XP_034121518.1|DGUA	LOC117567014|XP_034102592.1|DALB
OG0007425	LOC117580336|XP_034122729.1|DGUA	LOC117572335|XP_034110965.1|DALB
OG0007426	LOC117590457|XP_034138982.1|DGUA	LOC117571130|XP_034109100.1|DALB
OG0007427	LOC117581426|XP_034124487.1|DGUA	LOC117575662|XP_034115843.1|DALB
OG0007428	LOC117580701|XP_034123234.1|DGUA	LOC117578212|XP_034119467.1|DALB
OG0007429	LOC117592226|XP_034141752.1|DGUA	LOC117566779|XP_034102213.1|DALB
OG0007430	LOC117589343|XP_034137093.1|DGUA	LOC117570867|XP_034108650.1|DALB
OG0007431	LOC117582459|XP_034126076.1|DGUA	LOC117564794|XP_034099606.1|DALB
OG0007432	LOC117579665|XP_034121539.1|DGUA	LOC117570505|XP_034108092.1|DALB
OG0007433	LOC117591496|XP_034140679.1|DGUA	LOC117577776|XP_034118586.1|DALB
OG0007434	LOC117580266|XP_034122594.1|DGUA	LOC117571705|XP_034109894.1|DALB
OG0007435	LOC117580083|XP_034122223.1|DGUA	LOC117568039|XP_034104274.1|DALB
OG0007436	LOC117580011|XP_034122107.1|DGUA	LOC117571149|XP_034109045.1|DALB
OG0007437	LOC117579578|XP_034121396.1|DGUA	LOC117567345|XP_034103162.1|DALB
OG0007438	LOC117589262|XP_034136930.1|DGUA	LOC117571700|XP_034109887.1|DALB
OG0007439	LOC117591426|XP_034140577.1|DGUA	LOC117576122|XP_034116575.1|DALB
OG0007440	LOC117581598|XP_034124844.1|DGUA	LOC117571174|XP_034109096.1|DALB
OG0007441	LOC117592067|XP_034141462.1|DGUA	LOC117568100|XP_034104373.1|DALB
OG0007442	LOC117585220|XP_034130505.1|DGUA	LOC117573319|XP_034112317.1|DALB
OG0007443	LOC117592083|XP_034141490.1|DGUA	LOC117572741|XP_034111709.1|DALB
OG0007444	LOC117578522|XP_034119959.1|DGUA	LOC117567140|XP_034102845.1|DALB
OG0007445	LOC117578518|XP_034119954.1|DGUA	LOC117567139|XP_034102844.1|DALB
OG0007446	LOC117582041|XP_034125474.1|DGUA	LOC117563238|XP_034097335.1|DALB
OG0007447	LOC117582468|XP_034126091.1|DGUA	LOC117565356|XP_034100307.1|DALB
OG0007448	LOC117592686|XP_034142540.1|DGUA	LOC117570512|XP_034108101.1|DALB
OG0007449	LOC117579660|XP_034121534.1|DGUA	LOC117571207|XP_034109144.1|DALB
OG0007450	LOC117584483|XP_034129299.1|DGUA	LOC117565633|XP_034100734.1|DALB
OG0007451	LOC117580568|XP_034123062.1|DGUA	LOC117571799|XP_034110055.1|DALB
OG0007452	LOC117580567|XP_034123061.1|DGUA	LOC117571794|XP_034110049.1|DALB
OG0007453	LOC117579124|XP_034120746.1|DGUA	LOC117567183|XP_034102899.1|DALB
OG0007454	LOC117587310|XP_034133822.1|DGUA	LOC117567413|XP_034103280.1|DALB
OG0007455	LOC117578682|XP_034120200.1|DGUA	LOC117571231|XP_034109170.1|DALB
OG0007456	LOC117580684|XP_034123199.1|DGUA	LOC117575941|XP_034116296.1|DALB
OG0007457	LOC117586958|XP_034133222.1|DGUA	LOC117570346|XP_034107794.1|DALB
OG0007458	LOC117587605|XP_034134347.1|DGUA	LOC117565724|XP_034100864.1|DALB
OG0007459	LOC117585636|XP_034131112.1|DGUA	LOC117573518|XP_034112642.1|DALB
OG0007460	LOC117578515|XP_034119951.1|DGUA	LOC117566908|XP_034102417.1|DALB
OG0007461	LOC117587481|XP_034134101.1|DGUA	LOC117568578|XP_034105197.1|DALB
OG0007462	LOC117587495|XP_034134158.1|DGUA	LOC117570564|XP_034108185.1|DALB
OG0007463	LOC117587506|XP_034134169.1|DGUA	LOC117571683|XP_034109814.1|DALB
OG0007464	LOC117587482|XP_034134104.1|DGUA	LOC117568579|XP_034105199.1|DALB
OG0007465	LOC117579674|XP_034121550.1|DGUA	LOC117567175|XP_034102881.1|DALB
OG0007466	LOC117581009|XP_034123712.1|DGUA	LOC117570706|XP_034108401.1|DALB
OG0007467	LOC117580148|XP_034122353.1|DGUA	LOC117567372|XP_034103206.1|DALB
OG0007468	LOC117592060|XP_034141447.1|DGUA	LOC117569096|XP_034106003.1|DALB
OG0007469	LOC117580538|XP_034123022.1|DGUA	LOC117566469|XP_034101890.1|DALB
OG0007470	LOC117584297|XP_034129011.1|DGUA	LOC117578396|XP_034119742.1|DALB
OG0007471	LOC117579538|XP_034121386.1|DGUA	LOC117569543|XP_034106641.1|DALB
OG0007472	LOC117590213|XP_034138563.1|DGUA	LOC117577651|XP_034118428.1|DALB
OG0007473	LOC117586956|XP_034133220.1|DGUA	LOC117570651|XP_034108313.1|DALB
OG0007474	LOC117590872|XP_034139823.1|DGUA	LOC117567408|XP_034103265.1|DALB
OG0007475	LOC117589036|XP_034136554.1|DGUA	LOC117568946|XP_034105775.1|DALB
OG0007476	LOC117590987|XP_034139954.1|DGUA	LOC117564312|XP_034098905.1|DALB
OG0007477	LOC117590970|XP_034139921.1|DGUA	LOC117577981|XP_034118958.1|DALB
OG0007479	LOC117581069|XP_034123835.1|DGUA	LOC117578204|XP_034119432.1|DALB
OG0007480	LOC117586366|XP_034132282.1|DGUA	LOC117575830|XP_034116125.1|DALB
OG0007481	LOC117587066|XP_034133400.1|DGUA	LOC117568990|XP_034105852.1|DALB
OG0007482	LOC117581782|XP_034125100.1|DGUA	LOC117565965|XP_034101252.1|DALB
OG0007483	LOC117584234|XP_034128922.1|DGUA	LOC117568449|XP_034105013.1|DALB
OG0007484	LOC117581324|XP_034124323.1|DGUA	LOC117577662|XP_034118440.1|DALB
OG0007485	LOC117591161|XP_034140173.1|DGUA	LOC117568954|XP_034105801.1|DALB
OG0007486	LOC117581662|XP_034124933.1|DGUA	LOC117578289|XP_034119620.1|DALB
OG0007487	LOC117590672|XP_034139436.1|DGUA	LOC117573223|XP_034112147.1|DALB
OG0007488	LOC117588895|XP_034136334.1|DGUA	LOC117566518|XP_034101950.1|DALB
OG0007489	LOC117586645|XP_034132766.1|DGUA	LOC117573921|XP_034113325.1|DALB
OG0007490	LOC117588358|XP_034135461.1|DGUA	LOC117578302|XP_034119638.1|DALB
OG0007491	LOC117581620|XP_034124874.1|DGUA	LOC117570597|XP_034108235.1|DALB
OG0007492	LOC117586517|XP_034132544.1|DGUA	LOC117570262|XP_034107665.1|DALB
OG0007493	LOC117588713|XP_034136054.1|DGUA	LOC117578300|XP_034119636.1|DALB
OG0007494	LOC117584393|XP_034129141.1|DGUA	LOC117563573|XP_034097849.1|DALB
OG0007495	LOC117588406|XP_034135563.1|DGUA	LOC117578163|XP_034119330.1|DALB
OG0007496	LOC117580069|XP_034122202.1|DGUA	LOC117572381|XP_034111044.1|DALB
OG0007497	LOC117580357|XP_034122766.1|DGUA	LOC117570979|XP_034108817.1|DALB
OG0007498	LOC117579970|XP_034122037.1|DGUA	LOC117567594|XP_034103570.1|DALB
OG0007499	LOC117589433|XP_034137260.1|DGUA	LOC117571018|XP_034108867.1|DALB
OG0007500	LOC117589434|XP_034137262.1|DGUA	LOC117571019|XP_034108869.1|DALB
OG0007501	LOC117589417|XP_034137237.1|DGUA	LOC117567745|XP_034103821.1|DALB
OG0007502	LOC117592709|XP_034142574.1|DGUA	LOC117571675|XP_034109807.1|DALB
OG0007503	LOC117582027|XP_034125444.1|DGUA	LOC117564846|XP_034099671.1|DALB
OG0007504	LOC117580012|XP_034122108.1|DGUA	LOC117567565|XP_034103516.1|DALB
OG0007505	LOC117580381|XP_034122809.1|DGUA	LOC117568959|XP_034105809.1|DALB
OG0007506	LOC117580384|XP_034122811.1|DGUA	LOC117570547|XP_034108160.1|DALB
OG0007507	LOC117581864|XP_034125217.1|DGUA	LOC117564211|XP_034098786.1|DALB
OG0007509	LOC117587685|XP_034134469.1|DGUA	LOC117565154|XP_034100027.1|DALB
OG0007510	LOC117586984|XP_034133276.1|DGUA	LOC117569672|XP_034106810.1|DALB
OG0007512	LOC117586196|XP_034132015.1|DGUA	LOC117576292|XP_034116833.1|DALB
OG0007513	LOC117582642|XP_034126415.1|DGUA	LOC117563569|XP_034097844.1|DALB
OG0007514	LOC117586835|XP_034133017.1|DGUA	LOC117568981|XP_034105835.1|DALB
OG0007515	LOC117583967|XP_034128564.1|DGUA	LOC117564024|XP_034098514.1|DALB
OG0007516	LOC117584473|XP_034129288.1|DGUA	LOC117565628|XP_034100729.1|DALB
OG0007517	LOC117588894|XP_034136333.1|DGUA	LOC117572635|XP_034111488.1|DALB
OG0007518	LOC117592678|XP_034142528.1|DGUA	LOC117572063|XP_034110532.1|DALB
OG0007519	LOC117592567|XP_034142338.1|DGUA	LOC117572242|XP_034110816.1|DALB
OG0007520	LOC117581425|XP_034124484.1|DGUA	LOC117577304|XP_034118169.1|DALB
OG0007521	LOC117590989|XP_034139955.1|DGUA	LOC117571916|XP_034110288.1|DALB
OG0007522	LOC117588763|XP_034136136.1|DGUA	LOC117578290|XP_034119621.1|DALB
OG0007523	LOC117588923|XP_034136428.1|DGUA	LOC117567447|XP_034103350.1|DALB
OG0007525	LOC117584415|XP_034129169.1|DGUA	LOC117565837|XP_034101039.1|DALB
OG0007526	LOC117585077|XP_034130232.1|DGUA	LOC117573757|XP_034113033.1|DALB
OG0007527	LOC117586832|XP_034133004.1|DGUA	LOC117567053|XP_034102672.1|DALB
OG0007528	LOC117589475|XP_034137311.1|DGUA	LOC117572673|XP_034111586.1|DALB
OG0007529	LOC117592439|XP_034142083.1|DGUA	LOC117569303|XP_034106305.1|DALB
OG0007530	LOC117585303|XP_034130623.1|DGUA	LOC117573937|XP_034113354.1|DALB
OG0007531	LOC117578550|XP_034120014.1|DGUA	LOC117566737|XP_034102171.1|DALB
OG0007532	LOC117582176|XP_034125673.1|DGUA	LOC117567800|XP_034103924.1|DALB
OG0007533	LOC117580377|XP_034122801.1|DGUA	LOC117570485|XP_034108062.1|DALB
OG0007534	LOC117579815|XP_034121796.1|DGUA	LOC117568062|XP_034104310.1|DALB
OG0007535	LOC117579425|XP_034121196.1|DGUA	LOC117568887|XP_034105678.1|DALB
OG0007536	LOC117586229|XP_034132055.1|DGUA	LOC117573807|XP_034113109.1|DALB
OG0007537	LOC117580279|XP_034122629.1|DGUA	LOC117567644|XP_034103641.1|DALB
OG0007538	LOC117580280|XP_034122641.1|DGUA	LOC117571692|XP_034109874.1|DALB
OG0007539	LOC117581811|XP_034125143.1|DGUA	LOC117563511|XP_034097778.1|DALB
OG0007540	LOC117583549|XP_034127799.1|DGUA	LOC117576530|XP_034117244.1|DALB
OG0007541	LOC117582824|XP_034126769.1|DGUA	LOC117567371|XP_034103205.1|DALB
OG0007542	LOC117579719|XP_034121608.1|DGUA	LOC117568136|XP_034104435.1|DALB
OG0007543	LOC117590646|XP_034139379.1|DGUA	LOC117573181|XP_034112048.1|DALB
OG0007544	LOC117579669|XP_034121543.1|DGUA	LOC117567999|XP_034104208.1|DALB
OG0007545	LOC117587775|XP_034134608.1|DGUA	LOC117565027|XP_034099865.1|DALB
OG0007546	LOC117591129|XP_034140124.1|DGUA	LOC117575771|XP_034116028.1|DALB
OG0007547	LOC117586959|XP_034133226.1|DGUA	LOC117570875|XP_034108659.1|DALB
OG0007548	LOC117586928|XP_034133178.1|DGUA	LOC117566968|XP_034102514.1|DALB
OG0007549	LOC117588904|XP_034136352.1|DGUA	LOC117567351|XP_034103175.1|DALB
OG0007550	LOC117579757|XP_034121679.1|DGUA	LOC117567732|XP_034103789.1|DALB
OG0007551	LOC117583427|XP_034127619.1|DGUA	LOC117572655|XP_034111536.1|DALB
OG0007552	LOC117582453|XP_034126069.1|DGUA	LOC117566205|XP_034101623.1|DALB
OG0007553	LOC117581704|XP_034124973.1|DGUA	LOC117564058|XP_034098571.1|DALB
OG0007554	LOC117579588|XP_034121409.1|DGUA	LOC117571911|XP_034110280.1|DALB
OG0007555	LOC117586160|XP_034131955.1|DGUA	LOC117567298|XP_034103071.1|DALB
OG0007556	LOC117587466|XP_034134086.1|DGUA	LOC117570791|XP_034108529.1|DALB
OG0007557	LOC117584449|XP_034129261.1|DGUA	LOC117569050|XP_034105943.1|DALB
OG0007558	LOC117583914|XP_034128538.1|DGUA	LOC117570958|XP_034108788.1|DALB
OG0007559	LOC117584455|XP_034129264.1|DGUA	LOC117565917|XP_034101176.1|DALB
OG0007560	LOC117580184|XP_034122434.1|DGUA	LOC117570495|XP_034108080.1|DALB
OG0007561	LOC117579573|XP_034121391.1|DGUA	LOC117570021|XP_034107328.1|DALB
OG0007562	LOC117587454|XP_034134066.1|DGUA	LOC117572466|XP_034111201.1|DALB
OG0007563	LOC117580575|XP_034123070.1|DGUA	LOC117567787|XP_034103900.1|DALB
OG0007564	LOC117579720|XP_034121604.1|DGUA	LOC117570035|XP_034107350.1|DALB
OG0007565	LOC117584973|XP_034130065.1|DGUA	LOC117573660|XP_034112879.1|DALB
OG0007566	LOC117578730|XP_034120284.1|DGUA	LOC117572793|XP_034111787.1|DALB
OG0007567	LOC117582708|XP_034126518.1|DGUA	LOC117574264|XP_034113890.1|DALB
OG0007568	LOC117585773|XP_034131350.1|DGUA	LOC117567753|XP_034103832.1|DALB
OG0007569	LOC117590581|XP_034139226.1|DGUA	LOC117572144|XP_034110675.1|DALB
OG0007570	LOC117585766|XP_034131338.1|DGUA	LOC117567276|XP_034103032.1|DALB
OG0007571	LOC117585760|XP_034131312.1|DGUA	LOC117567751|XP_034103831.1|DALB
OG0007572	LOC117584479|XP_034129295.1|DGUA	LOC117570132|XP_034107488.1|DALB
OG0007573	LOC117579958|XP_034122026.1|DGUA	LOC117571779|XP_034110028.1|DALB
OG0007574	LOC117578882|XP_034120567.1|DGUA	LOC117567464|XP_034103372.1|DALB
OG0007575	LOC117592666|XP_034142513.1|DGUA	LOC117566417|XP_034101835.1|DALB
OG0007576	LOC117580683|XP_034123193.1|DGUA	LOC117571585|XP_034109695.1|DALB
OG0007577	LOC117581396|XP_034124432.1|DGUA	LOC117566597|XP_034102033.1|DALB
OG0007578	LOC117582032|XP_034125457.1|DGUA	LOC117566249|XP_034101691.1|DALB
OG0007579	LOC117591997|XP_034141335.1|DGUA	LOC117572775|XP_034111762.1|DALB
OG0007580	LOC117591245|XP_034140314.1|DGUA	LOC117569488|XP_034106560.1|DALB
OG0007581	LOC117584046|XP_034128677.1|DGUA	LOC117563952|XP_034098416.1|DALB
OG0007582	LOC117585929|XP_034131586.1|DGUA	LOC117576399|XP_034117005.1|DALB
OG0007583	LOC117584631|XP_034129550.1|DGUA	LOC117570732|XP_034108445.1|DALB
OG0007584	LOC117581487|XP_034124621.1|DGUA	LOC117577598|XP_034118334.1|DALB
OG0007585	LOC117587484|XP_034134112.1|DGUA	LOC117568580|XP_034105202.1|DALB
OG0007586	LOC117588176|XP_034135182.1|DGUA	LOC117563914|XP_034098368.1|DALB
OG0007587	LOC117586364|XP_034132315.1|DGUA	LOC117568263|XP_034104642.1|DALB
OG0007588	LOC117587579|XP_034134302.1|DGUA	LOC117566043|XP_034101384.1|DALB
OG0007589	LOC117590522|XP_034139130.1|DGUA	LOC117572171|XP_034110715.1|DALB
OG0007590	LOC117579930|XP_034121974.1|DGUA	LOC117567474|XP_034103394.1|DALB
OG0007591	LOC117592027|XP_034141377.1|DGUA	LOC117570153|XP_034107511.1|DALB
OG0007592	LOC117578788|XP_034120400.1|DGUA	LOC117566690|XP_034102128.1|DALB
OG0007593	LOC117581331|XP_034124336.1|DGUA	LOC117578301|XP_034119641.1|DALB
OG0007594	LOC117592028|XP_034141378.1|DGUA	LOC117570154|XP_034107512.1|DALB
OG0007595	LOC117590670|XP_034139435.1|DGUA	LOC117569670|XP_034106808.1|DALB
OG0007596	LOC117586819|XP_034132989.1|DGUA	LOC117568180|XP_034104505.1|DALB
OG0007597	LOC117579035|XP_034120612.1|DGUA	LOC117572624|XP_034111471.1|DALB
OG0007598	LOC117592671|XP_034142522.1|DGUA	LOC117568074|XP_034104333.1|DALB
OG0007599	LOC117579428|XP_034121201.1|DGUA	LOC117570695|XP_034108389.1|DALB
OG0007600	LOC117579643|XP_034121514.1|DGUA	LOC117572489|XP_034111231.1|DALB
OG0007601	LOC117591235|XP_034140300.1|DGUA	LOC117571540|XP_034109622.1|DALB
OG0007602	LOC117579156|XP_034120806.1|DGUA	LOC117568294|XP_034104705.1|DALB
OG0007603	LOC117579150|XP_034120799.1|DGUA	LOC117569912|XP_034107143.1|DALB
OG0007604	LOC117587436|XP_034134006.1|DGUA	LOC117572024|XP_034110465.1|DALB
OG0007605	LOC117580231|XP_034122538.1|DGUA	LOC117567867|XP_034104023.1|DALB
OG0007606	LOC117580397|XP_034122830.1|DGUA	LOC117572603|XP_034111429.1|DALB
OG0007607	LOC117582948|XP_034126948.1|DGUA	LOC117574721|XP_034114535.1|DALB
OG0007608	LOC117580122|XP_034122307.1|DGUA	LOC117571817|XP_034110079.1|DALB
OG0007609	LOC117590215|XP_034138567.1|DGUA	LOC117568381|XP_034104885.1|DALB
OG0007610	LOC117592273|XP_034141825.1|DGUA	LOC117570658|XP_034108334.1|DALB
OG0007611	LOC117590664|XP_034139411.1|DGUA	LOC117573220|XP_034112131.1|DALB
OG0007612	LOC117578683|XP_034120202.1|DGUA	LOC117566862|XP_034102347.1|DALB
OG0007613	LOC117592574|XP_034142350.1|DGUA	LOC117568754|XP_034105471.1|DALB
OG0007614	LOC117579738|XP_034121641.1|DGUA	LOC117571602|XP_034109709.1|DALB
OG0007615	LOC117580030|XP_034122148.1|DGUA	LOC117567584|XP_034103556.1|DALB
OG0007616	LOC117582707|XP_034126517.1|DGUA	LOC117573824|XP_034113142.1|DALB
OG0007617	LOC117587022|XP_034133327.1|DGUA	LOC117569173|XP_034106130.1|DALB
OG0007618	LOC117579298|XP_034120996.1|DGUA	LOC117568059|XP_034104303.1|DALB
OG0007619	LOC117580107|XP_034122269.1|DGUA	LOC117567315|XP_034103097.1|DALB
OG0007620	LOC117580292|XP_034122658.1|DGUA	LOC117567972|XP_034104173.1|DALB
OG0007621	LOC117578783|XP_034120384.1|DGUA	LOC117567003|XP_034102574.1|DALB
OG0007622	LOC117580278|XP_034122623.1|DGUA	LOC117570216|XP_034107602.1|DALB
OG0007623	LOC117587217|XP_034133663.1|DGUA	LOC117572394|XP_034111060.1|DALB
OG0007624	LOC117579836|XP_034121825.1|DGUA	LOC117571803|XP_034110061.1|DALB
OG0007625	LOC117579126|XP_034120752.1|DGUA	LOC117567108|XP_034102780.1|DALB
OG0007626	LOC117589243|XP_034136899.1|DGUA	LOC117572614|XP_034111456.1|DALB
OG0007627	LOC117589197|XP_034136815.1|DGUA	LOC117572613|XP_034111455.1|DALB
OG0007628	LOC117590651|XP_034139383.1|DGUA	LOC117573253|XP_034112224.1|DALB
OG0007629	LOC117586926|XP_034133176.1|DGUA	LOC117571510|XP_034109574.1|DALB
OG0007630	LOC117586151|XP_034131940.1|DGUA	LOC117575119|XP_034115109.1|DALB
OG0007631	LOC117583586|XP_034127865.1|DGUA	LOC117573410|XP_034112504.1|DALB
OG0007632	LOC117587442|XP_034134016.1|DGUA	LOC117567520|XP_034103457.1|DALB
OG0007633	LOC117582031|XP_034125453.1|DGUA	LOC117563235|XP_034097329.1|DALB
