Orthogroup	DGUA.longest_only	BTRY.longest_only
OG0007117	LOC117582090|XP_034125543.1|DGUA	LOC120769247|XP_039952083.1|BTRY
OG0007118	LOC117581741|XP_034125025.1|DGUA	LOC120767681|XP_039949799.1|BTRY
OG0007119	LOC117591168|XP_034140178.1|DGUA	LOC120774715|XP_039960392.1|BTRY
OG0007120	LOC117591400|XP_034140536.1|DGUA	LOC120776092|XP_039962507.1|BTRY
OG0007121	LOC117581267|XP_034124168.1|DGUA	LOC120774892|XP_039960694.1|BTRY
OG0007122	LOC117588772|XP_034136152.1|DGUA, LOC117591316|XP_034140415.1|DGUA	LOC120774321|XP_039959796.1|BTRY
OG0007123	LOC117591322|XP_034140421.1|DGUA	LOC120773852|XP_039958924.1|BTRY
OG0007124	LOC117586968|XP_034133234.1|DGUA	LOC120776842|XP_039963802.1|BTRY
OG0007125	LOC117579672|XP_034121547.1|DGUA	LOC120779031|XP_039967086.1|BTRY
OG0007126	LOC117580556|XP_034123047.1|DGUA	LOC120776460|XP_039963061.1|BTRY
OG0007127	LOC117586961|XP_034133224.1|DGUA	LOC120777861|XP_039965344.1|BTRY
OG0007128	LOC117579677|XP_034121556.1|DGUA	LOC120777358|XP_039964560.1|BTRY
OG0007129	LOC117579673|XP_034121549.1|DGUA	LOC120777761|XP_039965198.1|BTRY
OG0007130	LOC117586995|XP_034133285.1|DGUA	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC117579283|XP_034120971.1|DGUA	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC117579772|XP_034121716.1|DGUA	LOC120778128|XP_039965766.1|BTRY
OG0007133	LOC117589080|XP_034136607.1|DGUA	LOC120777070|XP_039964131.1|BTRY
OG0007134	LOC117587460|XP_034134075.1|DGUA	LOC120776662|XP_039963466.1|BTRY
OG0007135	LOC117588878|XP_034136277.1|DGUA	LOC120777739|XP_039965164.1|BTRY
OG0007136	LOC117580445|XP_034122893.1|DGUA	LOC120776611|XP_039963334.1|BTRY
OG0007137	LOC117590798|XP_034139644.1|DGUA	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC117590859|XP_034139750.1|DGUA	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC117591373|XP_034140503.1|DGUA	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC117580801|XP_034123391.1|DGUA	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC117590833|XP_034139701.1|DGUA	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC117579926|XP_034121962.1|DGUA	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC117585832|XP_034131459.1|DGUA	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC117585936|XP_034131595.1|DGUA	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC117585691|XP_034131197.1|DGUA	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC117591123|XP_034140116.1|DGUA	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC117589600|XP_034137565.1|DGUA	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC117581420|XP_034124468.1|DGUA	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC117591503|XP_034140694.1|DGUA	LOC120772447|XP_039957001.1|BTRY
OG0007150	LOC117579722|XP_034121609.1|DGUA	LOC120778564|XP_039966361.1|BTRY
OG0007151	LOC117579323|XP_034121028.1|DGUA	LOC120777058|XP_039964105.1|BTRY
OG0007152	LOC117588757|XP_034136128.1|DGUA	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC117588765|XP_034136138.1|DGUA	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC117592058|XP_034141445.1|DGUA	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC117591361|XP_034140486.1|DGUA	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC117589862|XP_034138021.1|DGUA	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC117585747|XP_034131287.1|DGUA	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC117579711|XP_034121595.1|DGUA	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC117590687|XP_034139478.1|DGUA	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC117590126|XP_034138389.1|DGUA	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC117588550|XP_034135822.1|DGUA	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC117590856|XP_034139744.1|DGUA	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC117583675|XP_034128034.1|DGUA	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC117583669|XP_034128027.1|DGUA	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC117581014|XP_034123720.1|DGUA	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC117589321|XP_034137030.1|DGUA	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC117580799|XP_034123389.1|DGUA	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC117588764|XP_034136137.1|DGUA	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC117580933|XP_034123604.1|DGUA	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC117590196|XP_034138522.1|DGUA	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC117590470|XP_034139008.1|DGUA	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC117588676|XP_034136014.1|DGUA	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC117588672|XP_034136006.1|DGUA	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC117585648|XP_034131127.1|DGUA	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC117587051|XP_034133377.1|DGUA	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC117585909|XP_034131562.1|DGUA	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC117586574|XP_034132630.1|DGUA	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC117586694|XP_034132851.1|DGUA	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC117586036|XP_034131773.1|DGUA	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC117586575|XP_034132631.1|DGUA	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC117581385|XP_034124417.1|DGUA	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC117586306|XP_034132154.1|DGUA	LOC120782283|XP_039970419.1|BTRY
OG0007183	LOC117585948|XP_034131613.1|DGUA	LOC120782428|XP_039970614.1|BTRY
OG0007184	LOC117586184|XP_034131997.1|DGUA	LOC120782693|XP_039971026.1|BTRY
OG0007185	LOC117582326|XP_034125864.1|DGUA	LOC120767926|XP_039950221.1|BTRY
OG0007186	LOC117586754|XP_034132953.1|DGUA	LOC120769965|XP_039952975.1|BTRY
OG0007187	LOC117591131|XP_034140132.1|DGUA	LOC120775465|XP_039961593.1|BTRY
OG0007188	LOC117590002|XP_034138179.1|DGUA	LOC120769391|XP_039952296.1|BTRY
OG0007189	LOC117585932|XP_034131588.1|DGUA	LOC120766529|XP_039948036.1|BTRY
OG0007190	LOC117590083|XP_034138313.1|DGUA	LOC120766227|XP_039947537.1|BTRY
OG0007191	LOC117588886|XP_034136317.1|DGUA	LOC120776458|XP_039963057.1|BTRY
OG0007192	LOC117588481|XP_034135671.1|DGUA	LOC120773934|XP_039959070.1|BTRY
OG0007193	LOC117588476|XP_034135663.1|DGUA	LOC120773933|XP_039959068.1|BTRY
OG0007194	LOC117590817|XP_034139676.1|DGUA	LOC120773954|XP_039959116.1|BTRY
OG0007195	LOC117585998|XP_034131716.1|DGUA	LOC120766457|XP_039947915.1|BTRY
OG0007196	LOC117583615|XP_034127948.1|DGUA	LOC120774760|XP_039960457.1|BTRY
OG0007197	LOC117580416|XP_034122855.1|DGUA	LOC120777790|XP_039965251.1|BTRY
OG0007198	LOC117586185|XP_034131998.1|DGUA	LOC120766398|XP_039947779.1|BTRY
OG0007199	LOC117586078|XP_034131824.1|DGUA	LOC120782598|XP_039970887.1|BTRY
OG0007200	LOC117590069|XP_034138290.1|DGUA	LOC120768610|XP_039951315.1|BTRY
OG0007201	LOC117589360|XP_034137147.1|DGUA	LOC120777634|XP_039965020.1|BTRY
OG0007202	LOC117589254|XP_034136920.1|DGUA	LOC120776409|XP_039962967.1|BTRY
OG0007203	LOC117589250|XP_034136914.1|DGUA	LOC120777079|XP_039964142.1|BTRY
OG0007204	LOC117588261|XP_034135286.1|DGUA	LOC120775119|XP_039961071.1|BTRY
OG0007205	LOC117589253|XP_034136918.1|DGUA	LOC120778315|XP_039966043.1|BTRY
OG0007206	LOC117586272|XP_034132109.1|DGUA	LOC120768256|XP_039950787.1|BTRY
OG0007207	LOC117585927|XP_034131584.1|DGUA	LOC120779108|XP_039967226.1|BTRY
OG0007208	LOC117585934|XP_034131591.1|DGUA	LOC120779098|XP_039967203.1|BTRY
OG0007209	LOC117585935|XP_034131593.1|DGUA	LOC120779115|XP_039967240.1|BTRY
OG0007210	LOC117586241|XP_034132069.1|DGUA	LOC120779383|XP_039967517.1|BTRY
OG0007211	LOC117586271|XP_034132108.1|DGUA	LOC120782757|XP_039971145.1|BTRY
OG0007212	LOC117582864|XP_034126824.1|DGUA	LOC120766827|XP_039948473.1|BTRY
OG0007213	LOC117578547|XP_034120010.1|DGUA	LOC120772791|XP_039957508.1|BTRY
OG0007214	LOC117579909|XP_034121936.1|DGUA	LOC120777204|XP_039964312.1|BTRY
OG0007215	LOC117586100|XP_034131850.1|DGUA	LOC120779567|XP_039967845.1|BTRY
OG0007216	LOC117582967|XP_034126974.1|DGUA	LOC120782884|XP_039971367.1|BTRY
OG0007217	LOC117587977|XP_034134916.1|DGUA	LOC120771083|XP_039954841.1|BTRY
OG0007218	LOC117585461|XP_034130841.1|DGUA	LOC120782436|XP_039970657.1|BTRY
OG0007220	LOC117585699|XP_034131207.1|DGUA	LOC120766527|XP_039948031.1|BTRY
OG0007221	LOC117591118|XP_034140110.1|DGUA	LOC120780234|XP_039968422.1|BTRY
OG0007222	LOC117585749|XP_034131290.1|DGUA	LOC120782795|XP_039971203.1|BTRY
OG0007223	LOC117583673|XP_034128032.1|DGUA	LOC120774939|XP_039960755.1|BTRY
OG0007224	LOC117586260|XP_034132093.1|DGUA	LOC120782847|XP_039971308.1|BTRY
OG0007225	LOC117586064|XP_034131803.1|DGUA	LOC120782173|XP_039970243.1|BTRY
OG0007226	LOC117585676|XP_034131168.1|DGUA	LOC120780061|XP_039968266.1|BTRY
OG0007227	LOC117587367|XP_034133903.1|DGUA	LOC120778209|XP_039965899.1|BTRY
OG0007228	LOC117589247|XP_034136909.1|DGUA	LOC120778580|XP_039966380.1|BTRY
OG0007229	LOC117589959|XP_034138149.1|DGUA	LOC120774807|XP_039960542.1|BTRY
OG0007230	LOC117585226|XP_034130510.1|DGUA	LOC120782713|XP_039971068.1|BTRY
OG0007231	LOC117586157|XP_034131947.1|DGUA	LOC120776410|XP_039962976.1|BTRY
OG0007232	LOC117579810|XP_034121780.1|DGUA	LOC120777201|XP_039964304.1|BTRY
OG0007233	LOC117579811|XP_034121790.1|DGUA	LOC120778049|XP_039965659.1|BTRY
OG0007234	LOC117579177|XP_034120830.1|DGUA	LOC120778673|XP_039966541.1|BTRY
OG0007235	LOC117579384|XP_034121147.1|DGUA	LOC120777998|XP_039965589.1|BTRY
OG0007236	LOC117585991|XP_034131706.1|DGUA	LOC120777951|XP_039965501.1|BTRY
OG0007237	LOC117584916|XP_034129954.1|DGUA	LOC120769030|XP_039951808.1|BTRY
OG0007238	LOC117590652|XP_034139385.1|DGUA	LOC120779566|XP_039967842.1|BTRY
OG0007239	LOC117585418|XP_034130782.1|DGUA	LOC120782012|XP_039970107.1|BTRY
OG0007240	LOC117586086|XP_034131833.1|DGUA	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY
OG0007241	LOC117581229|XP_034124103.1|DGUA	LOC120774466|XP_039960056.1|BTRY
OG0007242	LOC117581226|XP_034124096.1|DGUA	LOC120773480|XP_039958340.1|BTRY
OG0007243	LOC117588468|XP_034135650.1|DGUA	LOC120775652|XP_039961842.1|BTRY
OG0007244	LOC117585086|XP_034130245.1|DGUA	LOC120775909|XP_039962235.1|BTRY
OG0007245	LOC117582927|XP_034126920.1|DGUA	LOC120782640|XP_039970946.1|BTRY
OG0007246	LOC117583603|XP_034127887.1|DGUA	LOC120782564|XP_039970839.1|BTRY
OG0007247	LOC117592120|XP_034141553.1|DGUA	LOC120771613|XP_039955636.1|BTRY
OG0007248	LOC117588317|XP_034135404.1|DGUA	LOC120775809|XP_039962091.1|BTRY
OG0007249	LOC117580671|XP_034123173.1|DGUA	LOC120773424|XP_039958231.1|BTRY
OG0007250	LOC117590873|XP_034139786.1|DGUA	LOC120775317|XP_039961387.1|BTRY
OG0007251	LOC117585944|XP_034131608.1|DGUA	LOC120771610|XP_039955633.1|BTRY
OG0007252	LOC117585199|XP_034130468.1|DGUA	LOC120782849|XP_039971310.1|BTRY
OG0007253	LOC117587456|XP_034134069.1|DGUA	LOC120779143|XP_039967284.1|BTRY
OG0007254	LOC117585616|XP_034131068.1|DGUA	LOC120782066|XP_039970155.1|BTRY
OG0007255	LOC117590328|XP_034138712.1|DGUA	LOC120775391|XP_039961485.1|BTRY
OG0007256	LOC117586576|XP_034132632.1|DGUA	LOC120766174|XP_039947461.1|BTRY
OG0007257	LOC117586750|XP_034132948.1|DGUA	LOC120770085|XP_039953170.1|BTRY
OG0007258	LOC117586736|XP_034132921.1|DGUA	LOC120782369|XP_039970646.1|BTRY
OG0007259	LOC117590723|XP_034139521.1|DGUA	LOC120773456|XP_039958284.1|BTRY
OG0007260	LOC117579827|XP_034121812.1|DGUA	LOC120775536|XP_039961692.1|BTRY
OG0007262	LOC117581126|XP_034123942.1|DGUA	LOC120774080|XP_039959341.1|BTRY
OG0007264	LOC117579282|XP_034120970.1|DGUA	LOC120774161|XP_039959512.1|BTRY
OG0007265	LOC117581624|XP_034124883.1|DGUA	LOC120775882|XP_039962192.1|BTRY
OG0007266	LOC117585765|XP_034131331.1|DGUA	LOC120774317|XP_039959791.1|BTRY
OG0007267	LOC117585224|XP_034130509.1|DGUA	LOC120772473|XP_039957047.1|BTRY
OG0007268	LOC117588285|XP_034135356.1|DGUA	LOC120771305|XP_039955173.1|BTRY
OG0007269	LOC117590765|XP_034139602.1|DGUA	LOC120774685|XP_039960349.1|BTRY
OG0007270	LOC117589864|XP_034138023.1|DGUA	LOC120767050|XP_039948838.1|BTRY
OG0007271	LOC117586723|XP_034132909.1|DGUA	LOC120775599|XP_039961775.1|BTRY
OG0007272	LOC117587371|XP_034133910.1|DGUA	LOC120776868|XP_039963860.1|BTRY
OG0007273	LOC117585347|XP_034130681.1|DGUA	LOC120774820|XP_039960563.1|BTRY
OG0007274	LOC117583188|XP_034127281.1|DGUA	LOC120782228|XP_039970328.1|BTRY
OG0007275	LOC117587133|XP_034133529.1|DGUA	LOC120778157|XP_039965817.1|BTRY
OG0007276	LOC117587132|XP_034133528.1|DGUA	LOC120777919|XP_039965437.1|BTRY
OG0007277	LOC117588903|XP_034136351.1|DGUA	LOC120778081|XP_039965712.1|BTRY
OG0007278	LOC117587405|XP_034133953.1|DGUA	LOC120776699|XP_039963517.1|BTRY
OG0007279	LOC117586867|XP_034133055.1|DGUA	LOC120776988|XP_039964020.1|BTRY
OG0007280	LOC117587043|XP_034133365.1|DGUA	LOC120777444|XP_039964690.1|BTRY
OG0007281	LOC117585822|XP_034131443.1|DGUA	LOC120775187|XP_039961179.1|BTRY
OG0007282	LOC117585821|XP_034131442.1|DGUA	LOC120775149|XP_039961123.1|BTRY
OG0007283	LOC117591119|XP_034140111.1|DGUA	LOC120780241|XP_039968433.1|BTRY
OG0007284	LOC117589773|XP_034137861.1|DGUA	LOC120782794|XP_039971202.1|BTRY
OG0007285	LOC117591327|XP_034140429.1|DGUA	LOC120775343|XP_039961422.1|BTRY
OG0007286	LOC117591325|XP_034140424.1|DGUA	LOC120773678|XP_039958638.1|BTRY
OG0007287	LOC117582449|XP_034126063.1|DGUA	LOC120768090|XP_039950562.1|BTRY
OG0007288	LOC117581012|XP_034123714.1|DGUA	LOC120774200|XP_039959575.1|BTRY
OG0007289	LOC117588555|XP_034135828.1|DGUA	LOC120774333|XP_039959821.1|BTRY
OG0007290	LOC117586093|XP_034131840.1|DGUA	LOC120775163|XP_039961147.1|BTRY
OG0007291	LOC117581060|XP_034123822.1|DGUA	LOC120780322|XP_039968547.1|BTRY
OG0007292	LOC117588652|XP_034135979.1|DGUA	LOC120775445|XP_039961565.1|BTRY
OG0007293	LOC117585112|XP_034130284.1|DGUA	LOC120782696|XP_039971029.1|BTRY
OG0007294	LOC117585663|XP_034131150.1|DGUA	LOC120766315|XP_039947668.1|BTRY
OG0007295	LOC117585045|XP_034130192.1|DGUA	LOC120772449|XP_039957007.1|BTRY
OG0007296	LOC117589719|XP_034137775.1|DGUA	LOC120766191|XP_039947482.1|BTRY
OG0007297	LOC117586298|XP_034132145.1|DGUA	LOC120782465|XP_039970690.1|BTRY
OG0007298	LOC117586761|XP_034132963.1|DGUA	LOC120766552|XP_039948070.1|BTRY
OG0007299	LOC117585015|XP_034130146.1|DGUA	LOC120766967|XP_039948691.1|BTRY
OG0007300	LOC117586752|XP_034132950.1|DGUA	LOC120782435|XP_039970654.1|BTRY
OG0007301	LOC117585575|XP_034131001.1|DGUA	LOC120776630|XP_039963385.1|BTRY
OG0007302	LOC117585727|XP_034131257.1|DGUA	LOC120773350|XP_039958108.1|BTRY
OG0007303	LOC117588612|XP_034135913.1|DGUA	LOC120773761|XP_039958769.1|BTRY
OG0007304	LOC117584614|XP_034129520.1|DGUA	LOC120767853|XP_039950091.1|BTRY
OG0007305	LOC117579916|XP_034121946.1|DGUA	LOC120777911|XP_039965427.1|BTRY
OG0007306	LOC117579913|XP_034121940.1|DGUA	LOC120777910|XP_039965425.1|BTRY
OG0007307	LOC117586459|XP_034132402.1|DGUA	LOC120780237|XP_039968426.1|BTRY
OG0007308	LOC117583163|XP_034127249.1|DGUA	LOC120774586|XP_039960252.1|BTRY
OG0007309	LOC117585462|XP_034130842.1|DGUA	LOC120766789|XP_039948420.1|BTRY
OG0007310	LOC117585343|XP_034130676.1|DGUA	LOC120779209|XP_039967424.1|BTRY
OG0007311	LOC117585450|XP_034130819.1|DGUA	LOC120770688|XP_039954206.1|BTRY
OG0007312	LOC117578582|XP_034120056.1|DGUA	LOC120773770|XP_039958783.1|BTRY
OG0007313	LOC117590523|XP_034139131.1|DGUA	LOC120774222|XP_039959614.1|BTRY
OG0007314	LOC117581322|XP_034124320.1|DGUA	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY
OG0007315	LOC117591171|XP_034140185.1|DGUA	LOC120773712|XP_039958687.1|BTRY
OG0007316	LOC117586346|XP_034132253.1|DGUA	LOC120782279|XP_039970414.1|BTRY
OG0007317	LOC117585685|XP_034131191.1|DGUA	LOC120772542|XP_039957159.1|BTRY
OG0007318	LOC117585682|XP_034131185.1|DGUA	LOC120772532|XP_039957138.1|BTRY
OG0007319	LOC117589351|XP_034137126.1|DGUA	LOC120778501|XP_039966263.1|BTRY
OG0007320	LOC117583952|XP_034128543.1|DGUA	LOC120774835|XP_039960585.1|BTRY
OG0007321	LOC117580996|XP_034123692.1|DGUA	LOC120775861|XP_039962165.1|BTRY
OG0007322	LOC117590785|XP_034139625.1|DGUA	LOC120774154|XP_039959496.1|BTRY
OG0007323	LOC117580760|XP_034123346.1|DGUA	LOC120775420|XP_039961536.1|BTRY
OG0007324	LOC117586683|XP_034132827.1|DGUA	LOC120771705|XP_039955778.1|BTRY
OG0007325	LOC117583216|XP_034127326.1|DGUA	LOC120767039|XP_039948820.1|BTRY
OG0007326	LOC117586681|XP_034132824.1|DGUA	LOC120773680|XP_039958647.1|BTRY
OG0007327	LOC117579740|XP_034121648.1|DGUA	LOC120776926|XP_039963931.1|BTRY
OG0007328	LOC117583204|XP_034127301.1|DGUA	LOC120777838|XP_039965310.1|BTRY
OG0007329	LOC117585922|XP_034131579.1|DGUA	LOC120782356|XP_039970529.1|BTRY
OG0007330	LOC117580685|XP_034123200.1|DGUA	LOC120774980|XP_039960815.1|BTRY
OG0007331	LOC117590821|XP_034139679.1|DGUA	LOC120773626|XP_039958565.1|BTRY
OG0007332	LOC117581199|XP_034124059.1|DGUA	LOC120774100|XP_039959388.1|BTRY
OG0007333	LOC117586730|XP_034132916.1|DGUA	LOC120766637|XP_039948189.1|BTRY
OG0007334	LOC117584070|XP_034128705.1|DGUA	LOC120775851|XP_039962155.1|BTRY
OG0007335	LOC117587077|XP_034133431.1|DGUA	LOC120776749|XP_039963637.1|BTRY
OG0007336	LOC117591002|XP_034139975.1|DGUA	LOC120766500|XP_039947986.1|BTRY
OG0007337	LOC117588837|XP_034136221.1|DGUA	LOC120778029|XP_039965636.1|BTRY
OG0007338	LOC117589395|XP_034137202.1|DGUA	LOC120778967|XP_039966977.1|BTRY
OG0007339	LOC117586644|XP_034132764.1|DGUA	LOC120766813|XP_039948457.1|BTRY
OG0007340	LOC117585120|XP_034130333.1|DGUA	LOC120782591|XP_039970876.1|BTRY
OG0007341	LOC117585942|XP_034131603.1|DGUA	LOC120766957|XP_039948680.1|BTRY
OG0007342	LOC117589868|XP_034138027.1|DGUA	LOC120766480|XP_039947955.1|BTRY
OG0007343	LOC117585693|XP_034131198.1|DGUA	LOC120770681|XP_039954203.1|BTRY
OG0007344	LOC117582060|XP_034125503.1|DGUA	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY
OG0007345	LOC117585695|XP_034131200.1|DGUA	LOC120767067|XP_039948859.1|BTRY
OG0007346	LOC117579335|XP_034121051.1|DGUA	LOC120776574|XP_039963272.1|BTRY
OG0007347	LOC117581042|XP_034123763.1|DGUA	LOC120775016|XP_039960901.1|BTRY
OG0007348	LOC117581040|XP_034123761.1|DGUA	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY
OG0007349	LOC117581030|XP_034123751.1|DGUA	LOC120774645|XP_039960303.1|BTRY
OG0007350	LOC117591158|XP_034140169.1|DGUA	LOC120776191|XP_039962750.1|BTRY
OG0007351	LOC117579218|XP_034120877.1|DGUA	LOC120777369|XP_039964573.1|BTRY
OG0007352	LOC117591972|XP_034141298.1|DGUA	LOC120772794|XP_039957511.1|BTRY
OG0007353	LOC117586551|XP_034132604.1|DGUA	LOC120782817|XP_039971297.1|BTRY
OG0007354	LOC117581233|XP_034124108.1|DGUA	LOC120772158|XP_039956528.1|BTRY
OG0007355	LOC117585863|XP_034131508.1|DGUA	LOC120773768|XP_039958782.1|BTRY
OG0007356	LOC117581116|XP_034123931.1|DGUA	LOC120771571|XP_039955570.1|BTRY
OG0007357	LOC117586714|XP_034132881.1|DGUA	LOC120772068|XP_039956392.1|BTRY
OG0007358	LOC117585888|XP_034131534.1|DGUA	LOC120767221|XP_039948979.1|BTRY
OG0007359	LOC117583757|XP_034128175.1|DGUA	LOC120766203|XP_039947501.1|BTRY
OG0007360	LOC117589912|XP_034138077.1|DGUA	LOC120766287|XP_039947623.1|BTRY
OG0007361	LOC117581113|XP_034123914.1|DGUA	LOC120774185|XP_039959540.1|BTRY
OG0007362	LOC117588083|XP_034135042.1|DGUA	LOC120768063|XP_039950518.1|BTRY
OG0007363	LOC117590791|XP_034139637.1|DGUA	LOC120775879|XP_039962190.1|BTRY
OG0007364	LOC117590790|XP_034139629.1|DGUA	LOC120776153|XP_039962633.1|BTRY
OG0007365	LOC117590771|XP_034139608.1|DGUA	LOC120775113|XP_039961064.1|BTRY
OG0007366	LOC117586379|XP_034132298.1|DGUA	LOC120779375|XP_039967507.1|BTRY
OG0007367	LOC117580277|XP_034122622.1|DGUA	LOC120778998|XP_039967035.1|BTRY
OG0007368	LOC117586079|XP_034131825.1|DGUA	LOC120782599|XP_039970888.1|BTRY
OG0007369	LOC117590033|XP_034138218.1|DGUA	LOC120766810|XP_039948456.1|BTRY
OG0007370	LOC117578856|XP_034120537.1|DGUA	LOC120772347|XP_039956843.1|BTRY
OG0007371	LOC117583251|XP_034127368.1|DGUA	LOC120773488|XP_039958366.1|BTRY
OG0007372	LOC117586607|XP_034132687.1|DGUA	LOC120767032|XP_039948812.1|BTRY
OG0007373	LOC117580746|XP_034123323.1|DGUA	LOC120774472|XP_039960062.1|BTRY
OG0007374	LOC117590414|XP_034138904.1|DGUA	LOC120775887|XP_039962201.1|BTRY
OG0007375	LOC117590237|XP_034138600.1|DGUA	LOC120774072|XP_039959318.1|BTRY
OG0007376	LOC117581028|XP_034123749.1|DGUA	LOC120774346|XP_039959860.1|BTRY
OG0007377	LOC117582739|XP_034126564.1|DGUA	LOC120776109|XP_039962535.1|BTRY
OG0007378	LOC117580673|XP_034123178.1|DGUA	LOC120774777|XP_039960484.1|BTRY
OG0007379	LOC117581630|XP_034124889.1|DGUA	LOC120774029|XP_039959261.1|BTRY
OG0007380	LOC117588677|XP_034136015.1|DGUA	LOC120773627|XP_039958567.1|BTRY
OG0007381	LOC117580798|XP_034123388.1|DGUA	LOC120774949|XP_039960763.1|BTRY
OG0007382	LOC117580930|XP_034123601.1|DGUA	LOC120773505|XP_039958391.1|BTRY
OG0007383	LOC117590752|XP_034139553.1|DGUA	LOC120776117|XP_039962555.1|BTRY
OG0007384	LOC117581166|XP_034124000.1|DGUA	LOC120775921|XP_039962257.1|BTRY
OG0007385	LOC117580950|XP_034123627.1|DGUA	LOC120775002|XP_039960861.1|BTRY
OG0007386	LOC117581471|XP_034124599.1|DGUA	LOC120775316|XP_039961386.1|BTRY
OG0007387	LOC117588722|XP_034136073.1|DGUA	LOC120774965|XP_039960788.1|BTRY
OG0007388	LOC117588807|XP_034136214.1|DGUA	LOC120774405|XP_039959961.1|BTRY
OG0007389	LOC117587735|XP_034134544.1|DGUA	LOC120768350|XP_039950937.1|BTRY
OG0007390	LOC117591185|XP_034140207.1|DGUA	LOC120774986|XP_039960828.1|BTRY
OG0007391	LOC117586674|XP_034132814.1|DGUA	LOC120766801|XP_039948439.1|BTRY
OG0007392	LOC117588308|XP_034135387.1|DGUA	LOC120775041|XP_039960950.1|BTRY
OG0007393	LOC117585770|XP_034131342.1|DGUA	LOC120780248|XP_039968444.1|BTRY
OG0007394	LOC117581115|XP_034123924.1|DGUA	LOC120774077|XP_039959329.1|BTRY
OG0007395	LOC117588301|XP_034135375.1|DGUA	LOC120773932|XP_039959065.1|BTRY
OG0007396	LOC117586573|XP_034132629.1|DGUA	LOC120766955|XP_039948678.1|BTRY
OG0007397	LOC117584709|XP_034129643.1|DGUA	LOC120768504|XP_039951162.1|BTRY
OG0007398	LOC117592537|XP_034142298.1|DGUA	LOC120772121|XP_039956466.1|BTRY
OG0007399	LOC117590288|XP_034138664.1|DGUA	LOC120773840|XP_039958903.1|BTRY
OG0007400	LOC117581157|XP_034123981.1|DGUA	LOC120773790|XP_039958819.1|BTRY
OG0007401	LOC117588581|XP_034135876.1|DGUA	LOC120775174|XP_039961160.1|BTRY
OG0007402	LOC117586533|XP_034132558.1|DGUA	LOC120781020|XP_039969146.1|BTRY
OG0007403	LOC117586388|XP_034132310.1|DGUA	LOC120766243|XP_039947597.1|BTRY
OG0007404	LOC117585882|XP_034131524.1|DGUA	LOC120780863|XP_039969033.1|BTRY
OG0007405	LOC117585907|XP_034131557.1|DGUA	LOC120778396|XP_039966118.1|BTRY
OG0007406	LOC117586614|XP_034132710.1|DGUA	LOC120782818|XP_039971265.1|BTRY
OG0007407	LOC117588206|XP_034135232.1|DGUA	LOC120767627|XP_039949719.1|BTRY
