Orthogroup	DGUA.longest_only	DVIR.longest_only
OG0007336	LOC117591002|XP_034139975.1|DGUA	LOC6633292|XP_002056875.1|DVIR
OG0007337	LOC117588837|XP_034136221.1|DGUA	LOC6622258|XP_002046700.1|DVIR
OG0007338	LOC117589395|XP_034137202.1|DGUA	LOC6624559|XP_032290924.1|DVIR
OG0007339	LOC117586644|XP_034132764.1|DGUA	LOC6630554|XP_002053272.1|DVIR
OG0007340	LOC117585120|XP_034130333.1|DGUA	LOC6629616|XP_015027152.1|DVIR
OG0007341	LOC117585942|XP_034131603.1|DGUA	LOC6631047|XP_032295088.1|DVIR
OG0007342	LOC117589868|XP_034138027.1|DGUA	LOC6630172|XP_002054792.2|DVIR
OG0007343	LOC117585693|XP_034131198.1|DGUA	LOC6629344|XP_002053321.1|DVIR
OG0007344	LOC117582060|XP_034125503.1|DGUA	LOC6627539|XP_002051708.1|DVIR
OG0007345	LOC117585695|XP_034131200.1|DGUA	LOC6629345|XP_032290188.1|DVIR
OG0007346	LOC117579335|XP_034121051.1|DGUA	LOC6622932|XP_002046498.1|DVIR
OG0007347	LOC117581042|XP_034123763.1|DGUA	LOC6633751|XP_032296608.1|DVIR
OG0007348	LOC117581040|XP_034123761.1|DGUA	LOC6633757|XP_002056943.1|DVIR
OG0007349	LOC117581030|XP_034123751.1|DGUA	LOC6633758|XP_002056944.1|DVIR
OG0007350	LOC117591158|XP_034140169.1|DGUA	LOC6633383|XP_002056794.1|DVIR
OG0007351	LOC117579218|XP_034120877.1|DGUA	LOC6624117|XP_002047884.1|DVIR
OG0007352	LOC117591972|XP_034141298.1|DGUA	LOC6636313|XP_002059873.1|DVIR
OG0007353	LOC117586551|XP_034132604.1|DGUA	LOC6633100|XP_002056580.1|DVIR
OG0007354	LOC117581233|XP_034124108.1|DGUA	LOC6629872|XP_002053381.1|DVIR
OG0007355	LOC117585863|XP_034131508.1|DGUA	LOC6629601|XP_015027488.1|DVIR
OG0007356	LOC117581116|XP_034123931.1|DGUA	LOC6635793|XP_002059382.2|DVIR
OG0007357	LOC117586714|XP_034132881.1|DGUA	LOC6630054|XP_032295380.1|DVIR
OG0007358	LOC117585888|XP_034131534.1|DGUA	LOC6631098|XP_015027230.1|DVIR
OG0007359	LOC117583757|XP_034128175.1|DGUA	LOC6630442|XP_015027525.1|DVIR
OG0007360	LOC117589912|XP_034138077.1|DGUA	LOC6633040|XP_032289726.1|DVIR
OG0007361	LOC117581113|XP_034123914.1|DGUA	LOC6631546|XP_032295775.1|DVIR
OG0007362	LOC117588083|XP_034135042.1|DGUA	LOC6634120|XP_002057721.1|DVIR
OG0007363	LOC117590791|XP_034139637.1|DGUA	LOC6633777|XP_032296200.1|DVIR
OG0007364	LOC117590790|XP_034139629.1|DGUA	LOC6633778|XP_032296195.1|DVIR
OG0007365	LOC117590771|XP_034139608.1|DGUA	LOC6633375|XP_002057328.1|DVIR
OG0007366	LOC117586379|XP_034132298.1|DGUA	LOC6630142|XP_002053625.2|DVIR
OG0007367	LOC117580277|XP_034122622.1|DGUA	LOC6623992|XP_032290649.1|DVIR
OG0007368	LOC117586079|XP_034131825.1|DGUA	LOC6630368|XP_002054904.1|DVIR
OG0007369	LOC117590033|XP_034138218.1|DGUA	LOC6632948|XP_032289804.1|DVIR
OG0007370	LOC117578856|XP_034120537.1|DGUA	LOC6627250|XP_002050401.1|DVIR
OG0007371	LOC117583251|XP_034127368.1|DGUA	LOC6634870|XP_002058599.1|DVIR
OG0007372	LOC117586607|XP_034132687.1|DGUA	LOC6632461|XP_002056307.1|DVIR
OG0007373	LOC117580746|XP_034123323.1|DGUA	LOC6634759|XP_002058052.1|DVIR
OG0007374	LOC117590414|XP_034138904.1|DGUA	LOC6632021|XP_002055236.2|DVIR
OG0007375	LOC117590237|XP_034138600.1|DGUA	LOC6635547|XP_002059094.1|DVIR
OG0007376	LOC117581028|XP_034123749.1|DGUA	LOC6633750|XP_032296507.1|DVIR
OG0007377	LOC117582739|XP_034126564.1|DGUA	LOC6634773|XP_002058199.1|DVIR
OG0007378	LOC117580673|XP_034123178.1|DGUA	LOC6636134|XP_032295682.1|DVIR
OG0007379	LOC117581630|XP_034124889.1|DGUA	LOC6634628|XP_002058027.1|DVIR
OG0007380	LOC117588677|XP_034136015.1|DGUA	LOC6634781|XP_032296409.1|DVIR
OG0007381	LOC117580798|XP_034123388.1|DGUA	LOC6634624|XP_032296426.1|DVIR
OG0007382	LOC117580930|XP_034123601.1|DGUA	LOC6634527|XP_002057956.2|DVIR
OG0007383	LOC117590752|XP_034139553.1|DGUA	LOC6633405|XP_032289051.1|DVIR
OG0007384	LOC117581166|XP_034124000.1|DGUA	LOC6633299|XP_002057398.1|DVIR
OG0007385	LOC117580950|XP_034123627.1|DGUA	LOC6634447|XP_002058166.1|DVIR
OG0007386	LOC117581471|XP_034124599.1|DGUA	LOC6633432|XP_002057175.1|DVIR
OG0007387	LOC117588722|XP_034136073.1|DGUA	LOC6631947|XP_002055399.1|DVIR
OG0007388	LOC117588807|XP_034136214.1|DGUA	LOC6631397|XP_032295997.1|DVIR
OG0007389	LOC117587735|XP_034134544.1|DGUA	LOC6628565|XP_002051063.1|DVIR
OG0007390	LOC117591185|XP_034140207.1|DGUA	LOC6633322|XP_002057156.2|DVIR
OG0007391	LOC117586674|XP_034132814.1|DGUA	LOC6629674|XP_002053657.1|DVIR
OG0007392	LOC117588308|XP_034135387.1|DGUA	LOC6633588|XP_002057266.3|DVIR
OG0007393	LOC117585770|XP_034131342.1|DGUA	LOC6630630|XP_032293400.1|DVIR
OG0007394	LOC117581115|XP_034123924.1|DGUA	LOC6633531|XP_032296175.1|DVIR
OG0007395	LOC117588301|XP_034135375.1|DGUA	LOC6631960|XP_015026472.1|DVIR
OG0007396	LOC117586573|XP_034132629.1|DGUA	LOC6631049|XP_002054634.1|DVIR
OG0007397	LOC117584709|XP_034129643.1|DGUA	LOC6627422|XP_032293883.1|DVIR
OG0007398	LOC117592537|XP_034142298.1|DGUA	LOC6625851|XP_002050107.1|DVIR
OG0007399	LOC117590288|XP_034138664.1|DGUA	LOC6635545|XP_002059092.1|DVIR
OG0007400	LOC117581157|XP_034123981.1|DGUA	LOC6634641|XP_002058040.1|DVIR
OG0007401	LOC117588581|XP_034135876.1|DGUA	LOC6631473|XP_002055117.2|DVIR
OG0007402	LOC117586533|XP_034132558.1|DGUA	LOC6629518|XP_002054588.3|DVIR
OG0007403	LOC117586388|XP_034132310.1|DGUA	LOC6630346|XP_002054595.2|DVIR
OG0007404	LOC117585882|XP_034131524.1|DGUA	LOC6630540|XP_002054605.3|DVIR
OG0007405	LOC117585907|XP_034131557.1|DGUA	LOC6630676|XP_002054609.1|DVIR
OG0007406	LOC117586614|XP_034132710.1|DGUA	LOC6630280|XP_002054891.1|DVIR
OG0007407	LOC117588206|XP_034135232.1|DGUA	LOC6628974|XP_015028170.1|DVIR
OG0007408	LOC117580323|XP_034122710.1|DGUA	LOC6623036|XP_002047568.2|DVIR
OG0007409	LOC117582158|XP_034125646.1|DGUA	LOC6628507|XP_002051842.1|DVIR
OG0007410	LOC117591025|XP_034140003.1|DGUA	LOC6631556|XP_002055433.1|DVIR
OG0007411	LOC117581249|XP_034124143.1|DGUA	LOC6633353|XP_002056977.1|DVIR
OG0007412	LOC117581203|XP_034124067.1|DGUA	LOC6634651|XP_002058302.1|DVIR
OG0007413	LOC117578835|XP_034120499.1|DGUA	LOC6627057|XP_002050513.1|DVIR
OG0007414	LOC117582233|XP_034125735.1|DGUA	LOC6635498|XP_002059038.1|DVIR
OG0007415	LOC117581460|XP_034124569.1|DGUA	LOC6633331|XP_002056859.1|DVIR
OG0007416	LOC117590969|XP_034139917.1|DGUA	LOC6633864|XP_032296641.1|DVIR
OG0007417	LOC117580749|XP_034123328.1|DGUA	LOC6633565|XP_015025425.1|DVIR
OG0007418	LOC117591821|XP_034141049.1|DGUA	LOC6625912|XP_002049860.1|DVIR
OG0007419	LOC117583788|XP_034128258.1|DGUA	LOC6631209|XP_032294814.1|DVIR
OG0007420	LOC117578725|XP_034120276.1|DGUA	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR
OG0007421	LOC117588725|XP_034136075.1|DGUA	LOC6632208|XP_032295825.1|DVIR
OG0007422	LOC117590777|XP_034139616.1|DGUA	LOC6633409|XP_002056902.1|DVIR
OG0007423	LOC117581576|XP_034124818.1|DGUA	LOC6636145|XP_015024183.1|DVIR
OG0007424	LOC117579648|XP_034121518.1|DGUA	LOC6623778|XP_002048536.1|DVIR
OG0007425	LOC117580336|XP_034122729.1|DGUA	LOC6622837|XP_015031338.1|DVIR
OG0007426	LOC117590457|XP_034138982.1|DGUA	LOC6635541|XP_002059088.1|DVIR
OG0007427	LOC117581426|XP_034124487.1|DGUA	LOC6634466|XP_002057954.1|DVIR
OG0007428	LOC117580701|XP_034123234.1|DGUA	LOC6633359|XP_032296655.1|DVIR
OG0007429	LOC117592226|XP_034141752.1|DGUA	LOC6624955|XP_002049179.1|DVIR
OG0007430	LOC117589343|XP_034137093.1|DGUA	LOC6623305|XP_002046108.1|DVIR
OG0007431	LOC117582459|XP_034126076.1|DGUA	LOC6635704|XP_002059253.1|DVIR
OG0007432	LOC117579665|XP_034121539.1|DGUA	LOC6622096|XP_002047686.1|DVIR
OG0007433	LOC117591496|XP_034140679.1|DGUA	LOC6634574|XP_032296301.1|DVIR
OG0007434	LOC117580266|XP_034122594.1|DGUA	LOC6623724|XP_002048598.1|DVIR
OG0007435	LOC117580083|XP_034122223.1|DGUA	LOC6623545|XP_002048612.1|DVIR
OG0007436	LOC117580011|XP_034122107.1|DGUA	LOC6624068|XP_002048104.1|DVIR
OG0007437	LOC117579578|XP_034121396.1|DGUA	LOC6622774|XP_002048004.1|DVIR
OG0007438	LOC117589262|XP_034136930.1|DGUA	LOC6622749|XP_032290199.1|DVIR
OG0007439	LOC117591426|XP_034140577.1|DGUA	LOC6636691|XP_002060169.1|DVIR
OG0007440	LOC117581598|XP_034124844.1|DGUA	LOC6631818|XP_032295639.1|DVIR
OG0007441	LOC117592067|XP_034141462.1|DGUA	LOC6624923|XP_002049348.1|DVIR
OG0007442	LOC117585220|XP_034130505.1|DGUA	LOC6629361|XP_002053570.1|DVIR
OG0007443	LOC117592083|XP_034141490.1|DGUA	LOC26530662|XP_015030232.1|DVIR
OG0007444	LOC117578522|XP_034119959.1|DGUA	LOC6625010|XP_002049760.1|DVIR
OG0007445	LOC117578518|XP_034119954.1|DGUA	LOC6625009|XP_002049759.1|DVIR
OG0007446	LOC117582041|XP_034125474.1|DGUA	LOC6628342|XP_015028509.1|DVIR
OG0007447	LOC117582468|XP_034126091.1|DGUA	LOC6627924|XP_002052799.1|DVIR
OG0007448	LOC117592686|XP_034142540.1|DGUA	LOC6626407|XP_032292640.1|DVIR
OG0007449	LOC117579660|XP_034121534.1|DGUA	LOC6624351|XP_002048627.2|DVIR
OG0007450	LOC117584483|XP_034129299.1|DGUA	LOC26531832|XP_015028991.1|DVIR
OG0007451	LOC117580568|XP_034123062.1|DGUA	LOC6622104|XP_002047698.3|DVIR
OG0007452	LOC117580567|XP_034123061.1|DGUA	LOC6622110|XP_002047697.2|DVIR
OG0007453	LOC117579124|XP_034120746.1|DGUA	LOC6623176|XP_002048552.2|DVIR
OG0007454	LOC117587310|XP_034133822.1|DGUA	LOC6624190|XP_002048412.1|DVIR
OG0007455	LOC117578682|XP_034120200.1|DGUA	LOC6627100|XP_032292817.1|DVIR
OG0007456	LOC117580684|XP_034123199.1|DGUA	LOC6633485|XP_002056994.2|DVIR
OG0007457	LOC117586958|XP_034133222.1|DGUA	LOC6622777|XP_002047043.1|DVIR
OG0007458	LOC117587605|XP_034134347.1|DGUA	LOC6629010|XP_002051279.1|DVIR
OG0007459	LOC117585636|XP_034131112.1|DGUA	LOC6635167|XP_002058369.2|DVIR
OG0007460	LOC117578515|XP_034119951.1|DGUA	LOC6624762|XP_002049756.1|DVIR
OG0007461	LOC117587481|XP_034134101.1|DGUA	LOC6624080|XP_002048074.2|DVIR
OG0007462	LOC117587495|XP_034134158.1|DGUA	LOC6623983|XP_002048323.1|DVIR
OG0007463	LOC117587506|XP_034134169.1|DGUA	LOC6624100|XP_032290863.1|DVIR
OG0007464	LOC117587482|XP_034134104.1|DGUA	LOC6624441|XP_015030524.1|DVIR
OG0007465	LOC117579674|XP_034121550.1|DGUA	LOC6622337|XP_032290773.1|DVIR
OG0007466	LOC117581009|XP_034123712.1|DGUA	LOC6626313|XP_002049520.1|DVIR
OG0007467	LOC117580148|XP_034122353.1|DGUA	LOC6626315|XP_002049522.2|DVIR
OG0007468	LOC117592060|XP_034141447.1|DGUA	LOC6627061|XP_002049312.1|DVIR
OG0007469	LOC117580538|XP_034123022.1|DGUA	LOC6624486|XP_002048379.2|DVIR
OG0007470	LOC117584297|XP_034129011.1|DGUA	LOC6627458|XP_002052480.1|DVIR
OG0007471	LOC117579538|XP_034121386.1|DGUA	LOC6625039|XP_002048987.1|DVIR
OG0007472	LOC117590213|XP_034138563.1|DGUA	LOC6631488|XP_015026596.1|DVIR
OG0007473	LOC117586956|XP_034133220.1|DGUA	LOC6622343|XP_002048137.1|DVIR
OG0007474	LOC117590872|XP_034139823.1|DGUA	LOC6626412|XP_032292641.1|DVIR
OG0007475	LOC117589036|XP_034136554.1|DGUA	LOC6623563|XP_002046164.1|DVIR
OG0007476	LOC117590987|XP_034139954.1|DGUA	LOC6633287|XP_002056870.1|DVIR
OG0007477	LOC117590970|XP_034139921.1|DGUA	LOC6633340|XP_032296489.1|DVIR
OG0007478	LOC117583951|XP_034128541.1|DGUA	LOC6628094|XP_002051154.1|DVIR
OG0007479	LOC117581069|XP_034123835.1|DGUA	LOC6631756|XP_002054953.1|DVIR
OG0007480	LOC117586366|XP_034132282.1|DGUA	LOC6631103|XP_002053224.2|DVIR
OG0007481	LOC117587066|XP_034133400.1|DGUA	LOC6636822|XP_002060271.1|DVIR
OG0007482	LOC117581782|XP_034125100.1|DGUA	LOC6627670|XP_032294625.1|DVIR
OG0007483	LOC117584234|XP_034128922.1|DGUA	LOC6626495|XP_002049320.1|DVIR
OG0007484	LOC117581324|XP_034124323.1|DGUA	LOC26531166|XP_015026778.1|DVIR
OG0007485	LOC117591161|XP_034140173.1|DGUA	LOC6633351|XP_002056792.1|DVIR
OG0007486	LOC117581662|XP_034124933.1|DGUA	LOC6634776|XP_002058202.1|DVIR
OG0007487	LOC117590672|XP_034139436.1|DGUA	LOC6636254|XP_002059723.2|DVIR
OG0007488	LOC117588895|XP_034136334.1|DGUA	LOC6622907|XP_032291093.1|DVIR
OG0007489	LOC117586645|XP_034132766.1|DGUA	LOC6630553|XP_015027408.1|DVIR
OG0007490	LOC117588358|XP_034135461.1|DGUA	LOC6634712|XP_032296393.1|DVIR
OG0007491	LOC117581620|XP_034124874.1|DGUA	LOC6633551|XP_032295945.1|DVIR
OG0007492	LOC117586517|XP_034132544.1|DGUA	LOC6625420|XP_002049782.1|DVIR
OG0007493	LOC117588713|XP_034136054.1|DGUA	LOC6634605|XP_032296388.1|DVIR
OG0007494	LOC117584393|XP_034129141.1|DGUA	LOC6634210|XP_002057803.1|DVIR
OG0007495	LOC117588406|XP_034135563.1|DGUA	LOC6631700|XP_002054970.1|DVIR
OG0007496	LOC117580069|XP_034122202.1|DGUA	LOC6622124|XP_015030429.1|DVIR
OG0007497	LOC117580357|XP_034122766.1|DGUA	LOC6622186|XP_002047853.2|DVIR
OG0007498	LOC117579970|XP_034122037.1|DGUA	LOC6622172|XP_032290602.1|DVIR
OG0007499	LOC117589433|XP_034137260.1|DGUA	LOC6623727|XP_002047616.1|DVIR
OG0007500	LOC117589434|XP_034137262.1|DGUA	LOC6624728|XP_002047615.1|DVIR
OG0007501	LOC117589417|XP_034137237.1|DGUA	LOC6622747|XP_015031353.1|DVIR
OG0007502	LOC117592709|XP_034142574.1|DGUA	LOC26531133|XP_015030289.1|DVIR
OG0007503	LOC117582027|XP_034125444.1|DGUA	LOC6635727|XP_002059142.1|DVIR
OG0007504	LOC117580012|XP_034122108.1|DGUA	LOC6624362|XP_032290367.1|DVIR
OG0007505	LOC117580381|XP_034122809.1|DGUA	LOC6622646|XP_002047991.1|DVIR
OG0007506	LOC117580384|XP_034122811.1|DGUA	LOC6622723|XP_002047993.1|DVIR
OG0007507	LOC117581864|XP_034125217.1|DGUA	LOC6629208|XP_002052627.1|DVIR
OG0007508	LOC117582524|XP_034126213.1|DGUA	LOC6628504|XP_002051839.1|DVIR
OG0007509	LOC117587685|XP_034134469.1|DGUA	LOC6634225|XP_002057674.1|DVIR
OG0007510	LOC117586984|XP_034133276.1|DGUA	LOC6624989|XP_002048920.2|DVIR
OG0007511	LOC117587824|XP_034134674.1|DGUA	LOC6634364|XP_002057705.1|DVIR
OG0007512	LOC117586196|XP_034132015.1|DGUA	LOC26530583|XP_015026250.1|DVIR
OG0007513	LOC117582642|XP_034126415.1|DGUA	LOC6627600|XP_002052831.1|DVIR
OG0007514	LOC117586835|XP_034133017.1|DGUA	LOC6636852|XP_002060282.2|DVIR
OG0007515	LOC117583967|XP_034128564.1|DGUA	LOC6635645|XP_002059191.1|DVIR
OG0007516	LOC117584473|XP_034129288.1|DGUA	LOC6628180|XP_002052914.1|DVIR
OG0007517	LOC117588894|XP_034136333.1|DGUA	LOC6624090|XP_032291090.1|DVIR
OG0007518	LOC117592678|XP_034142528.1|DGUA	LOC6627193|XP_002049438.1|DVIR
OG0007519	LOC117592567|XP_034142338.1|DGUA	LOC6625688|XP_002049814.3|DVIR
OG0007520	LOC117581425|XP_034124484.1|DGUA	LOC6633363|XP_032296570.1|DVIR
OG0007521	LOC117590989|XP_034139955.1|DGUA	LOC6631729|XP_002055576.1|DVIR
OG0007522	LOC117588763|XP_034136136.1|DGUA	LOC6634780|XP_002058206.1|DVIR
OG0007523	LOC117588923|XP_034136428.1|DGUA	LOC6625860|XP_015029495.1|DVIR
OG0007524	LOC117582159|XP_034125647.1|DGUA	LOC6628506|XP_002051841.1|DVIR
OG0007525	LOC117584415|XP_034129169.1|DGUA	LOC6634344|XP_002057472.1|DVIR
OG0007526	LOC117585077|XP_034130232.1|DGUA	LOC6631014|XP_002054290.1|DVIR
OG0007527	LOC117586832|XP_034133004.1|DGUA	LOC6622497|XP_002047225.2|DVIR
OG0007528	LOC117589475|XP_034137311.1|DGUA	LOC6625802|XP_032293381.1|DVIR
OG0007529	LOC117592439|XP_034142083.1|DGUA	LOC6624743|XP_002049703.1|DVIR
OG0007530	LOC117585303|XP_034130623.1|DGUA	LOC6635262|XP_002058741.1|DVIR
OG0007531	LOC117578550|XP_034120014.1|DGUA	LOC6625243|XP_002049196.1|DVIR
OG0007532	LOC117582176|XP_034125673.1|DGUA	LOC6625921|XP_002049460.1|DVIR
OG0007533	LOC117580377|XP_034122801.1|DGUA	LOC6624720|XP_002048122.1|DVIR
OG0007534	LOC117579815|XP_034121796.1|DGUA	LOC6623043|XP_002048057.1|DVIR
OG0007535	LOC117579425|XP_034121196.1|DGUA	LOC6624336|XP_002047632.1|DVIR
OG0007536	LOC117586229|XP_034132055.1|DGUA	LOC6629867|XP_002053344.1|DVIR
OG0007537	LOC117580279|XP_034122629.1|DGUA	LOC6624625|XP_032290432.1|DVIR
OG0007538	LOC117580280|XP_034122641.1|DGUA	LOC6624635|XP_032290377.1|DVIR
OG0007539	LOC117581811|XP_034125143.1|DGUA	LOC6628396|XP_032294381.1|DVIR
OG0007540	LOC117583549|XP_034127799.1|DGUA	LOC6631056|XP_002054222.1|DVIR
OG0007541	LOC117582824|XP_034126769.1|DGUA	LOC6626317|XP_002049524.1|DVIR
OG0007542	LOC117579719|XP_034121608.1|DGUA	LOC6626592|XP_002049028.1|DVIR
OG0007543	LOC117590646|XP_034139379.1|DGUA	LOC6636258|XP_032290070.1|DVIR
OG0007544	LOC117579669|XP_034121543.1|DGUA	LOC6624261|XP_002048516.1|DVIR
OG0007545	LOC117587775|XP_034134608.1|DGUA	LOC6628392|XP_002051191.1|DVIR
OG0007546	LOC117591129|XP_034140124.1|DGUA	LOC6630936|XP_002053489.1|DVIR
OG0007547	LOC117586959|XP_034133226.1|DGUA	LOC6625782|XP_002049580.1|DVIR
OG0007548	LOC117586928|XP_034133178.1|DGUA	LOC6622995|XP_015030715.1|DVIR
OG0007549	LOC117588904|XP_034136352.1|DGUA	LOC6622620|XP_002048143.1|DVIR
OG0007550	LOC117579757|XP_034121679.1|DGUA	LOC6622587|XP_002047968.1|DVIR
OG0007551	LOC117583427|XP_034127619.1|DGUA	LOC6626308|XP_032292119.1|DVIR
OG0007552	LOC117582453|XP_034126069.1|DGUA	LOC6628726|XP_015028568.1|DVIR
OG0007553	LOC117581704|XP_034124973.1|DGUA	LOC6627322|XP_002051698.1|DVIR
OG0007554	LOC117579588|XP_034121409.1|DGUA	LOC6623799|XP_002046349.1|DVIR
OG0007555	LOC117586160|XP_034131955.1|DGUA	LOC6626492|XP_002049317.1|DVIR
OG0007556	LOC117587466|XP_034134086.1|DGUA	LOC6627196|XP_002049441.1|DVIR
OG0007557	LOC117584449|XP_034129261.1|DGUA	LOC6626002|XP_015029771.1|DVIR
OG0007558	LOC117583914|XP_034128538.1|DGUA	LOC6626850|XP_032292163.1|DVIR
OG0007559	LOC117584455|XP_034129264.1|DGUA	LOC6629197|XP_002051599.1|DVIR
OG0007560	LOC117580184|XP_034122434.1|DGUA	LOC6624485|XP_002048114.1|DVIR
OG0007561	LOC117579573|XP_034121391.1|DGUA	LOC6622095|XP_032290545.1|DVIR
OG0007562	LOC117587454|XP_034134066.1|DGUA	LOC6622298|XP_002047913.1|DVIR
OG0007563	LOC117580575|XP_034123070.1|DGUA	LOC6624439|XP_002048397.1|DVIR
OG0007564	LOC117579720|XP_034121604.1|DGUA	LOC6624457|XP_002047470.1|DVIR
OG0007565	LOC117584973|XP_034130065.1|DGUA	LOC6629492|XP_032288741.1|DVIR
OG0007566	LOC117578730|XP_034120284.1|DGUA	LOC6626957|XP_002049409.2|DVIR
OG0007567	LOC117582708|XP_034126518.1|DGUA	LOC6630477|XP_032294116.1|DVIR
OG0007568	LOC117585773|XP_034131350.1|DGUA	LOC6626992|XP_002049232.1|DVIR
OG0007569	LOC117590581|XP_034139226.1|DGUA	LOC6626046|XP_002049144.1|DVIR
OG0007570	LOC117585766|XP_034131338.1|DGUA	LOC6626993|XP_015029494.1|DVIR
OG0007571	LOC117585760|XP_034131312.1|DGUA	LOC6626859|XP_002049230.2|DVIR
OG0007572	LOC117584479|XP_034129295.1|DGUA	LOC6627134|XP_002048952.2|DVIR
OG0007573	LOC117579958|XP_034122026.1|DGUA	LOC6627191|XP_002049933.1|DVIR
OG0007574	LOC117578882|XP_034120567.1|DGUA	LOC6627089|XP_032291764.1|DVIR
OG0007575	LOC117592666|XP_034142513.1|DGUA	LOC6627154|XP_032293226.1|DVIR
OG0007576	LOC117580683|XP_034123193.1|DGUA	LOC6631402|XP_002055672.1|DVIR
OG0007577	LOC117581396|XP_034124432.1|DGUA	LOC6633879|XP_032295842.1|DVIR
OG0007578	LOC117582032|XP_034125457.1|DGUA	LOC6627865|XP_002052262.3|DVIR
OG0007579	LOC117591997|XP_034141335.1|DGUA	LOC6625652|XP_002049869.1|DVIR
OG0007580	LOC117591245|XP_034140314.1|DGUA	LOC6622508|XP_002048431.2|DVIR
OG0007581	LOC117584046|XP_034128677.1|DGUA	LOC6627702|XP_002051986.1|DVIR
OG0007582	LOC117585929|XP_034131586.1|DGUA	LOC6633052|XP_002056760.2|DVIR
OG0007583	LOC117584631|XP_034129550.1|DGUA	LOC6626955|XP_002049407.2|DVIR
OG0007584	LOC117581487|XP_034124621.1|DGUA	LOC6634487|XP_032296249.1|DVIR
OG0007585	LOC117587484|XP_034134112.1|DGUA	LOC6622598|XP_002047701.1|DVIR
OG0007586	LOC117588176|XP_034135182.1|DGUA	LOC6634318|XP_002057458.1|DVIR
OG0007587	LOC117586364|XP_034132315.1|DGUA	LOC6626558|XP_032292861.1|DVIR
OG0007588	LOC117587579|XP_034134302.1|DGUA	LOC6629164|XP_002052367.1|DVIR
OG0007589	LOC117590522|XP_034139130.1|DGUA	LOC6631888|XP_002055489.3|DVIR
OG0007590	LOC117579930|XP_034121974.1|DGUA	LOC6624250|XP_032290733.1|DVIR
OG0007591	LOC117592027|XP_034141377.1|DGUA	LOC6625111|XP_002049285.1|DVIR
OG0007592	LOC117578788|XP_034120400.1|DGUA	LOC6625492|XP_002048829.1|DVIR
OG0007593	LOC117581331|XP_034124336.1|DGUA	LOC6633683|XP_032295553.1|DVIR
OG0007594	LOC117592028|XP_034141378.1|DGUA	LOC6626734|XP_002049278.2|DVIR
OG0007595	LOC117590670|XP_034139435.1|DGUA	LOC6626043|XP_002049141.1|DVIR
OG0007596	LOC117586819|XP_034132989.1|DGUA	LOC6624510|XP_032290678.1|DVIR
OG0007597	LOC117579035|XP_034120612.1|DGUA	LOC6624214|XP_002048670.1|DVIR
OG0007598	LOC117592671|XP_034142522.1|DGUA	LOC6625297|XP_002049259.2|DVIR
OG0007599	LOC117579428|XP_034121201.1|DGUA	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR
OG0007600	LOC117579643|XP_034121514.1|DGUA	LOC6622417|XP_002047496.1|DVIR
OG0007601	LOC117591235|XP_034140300.1|DGUA	LOC6622510|XP_032290811.1|DVIR
OG0007602	LOC117579156|XP_034120806.1|DGUA	LOC6624180|XP_002048652.1|DVIR
OG0007603	LOC117579150|XP_034120799.1|DGUA	LOC6624187|XP_032289945.1|DVIR
OG0007604	LOC117587436|XP_034134006.1|DGUA	LOC6636831|XP_032291529.1|DVIR
OG0007605	LOC117580231|XP_034122538.1|DGUA	LOC6622504|XP_032290669.1|DVIR
OG0007606	LOC117580397|XP_034122830.1|DGUA	LOC6623593|XP_015030397.1|DVIR
OG0007607	LOC117582948|XP_034126948.1|DGUA	LOC6630903|XP_032294943.1|DVIR
OG0007608	LOC117580122|XP_034122307.1|DGUA	LOC6622097|XP_002048078.1|DVIR
OG0007609	LOC117590215|XP_034138567.1|DGUA	LOC6631755|XP_002054923.1|DVIR
OG0007610	LOC117592273|XP_034141825.1|DGUA	LOC6626743|XP_032293048.1|DVIR
OG0007611	LOC117590664|XP_034139411.1|DGUA	LOC6636242|XP_015024054.1|DVIR
OG0007612	LOC117578683|XP_034120202.1|DGUA	LOC6625929|XP_002049298.1|DVIR
OG0007613	LOC117592574|XP_034142350.1|DGUA	LOC6626562|XP_002049812.3|DVIR
OG0007614	LOC117579738|XP_034121641.1|DGUA	LOC6623189|XP_002046103.1|DVIR
OG0007615	LOC117580030|XP_034122148.1|DGUA	LOC6623080|XP_002047262.1|DVIR
OG0007616	LOC117582707|XP_034126517.1|DGUA	LOC6630478|XP_002053754.1|DVIR
OG0007617	LOC117587022|XP_034133327.1|DGUA	LOC6624046|XP_032289975.1|DVIR
OG0007618	LOC117579298|XP_034120996.1|DGUA	LOC6623062|XP_032290663.1|DVIR
OG0007619	LOC117580107|XP_034122269.1|DGUA	LOC6622539|XP_015030560.1|DVIR
OG0007620	LOC117580292|XP_034122658.1|DGUA	LOC6624387|XP_032290003.1|DVIR
OG0007621	LOC117578783|XP_034120384.1|DGUA	LOC6625684|XP_002050317.1|DVIR
OG0007622	LOC117580278|XP_034122623.1|DGUA	LOC6624563|XP_015031514.2|DVIR
OG0007623	LOC117587217|XP_034133663.1|DGUA	LOC6623071|XP_032290667.1|DVIR
OG0007624	LOC117579836|XP_034121825.1|DGUA	LOC6622779|XP_002048083.1|DVIR
OG0007625	LOC117579126|XP_034120752.1|DGUA	LOC6623394|XP_032289881.1|DVIR
