Orthogroup	DGUA.longest_only	DSUP.longest_only
OG0009990	LOC117583618|XP_034127958.1|DGUA	LOC119550258|XP_037714764.1|DSUP
OG0009991	LOC117592441|XP_034142087.1|DGUA	LOC119552037|XP_037717706.1|DSUP
OG0009992	LOC117580986|XP_034123673.1|DGUA	LOC119557153|XP_037725671.1|DSUP
OG0009993	LOC117588383|XP_034135498.1|DGUA	LOC119556836|XP_037725230.1|DSUP
OG0009994	LOC117590492|XP_034139045.1|DGUA	LOC119557556|XP_037726268.1|DSUP
OG0009995	LOC117580923|XP_034123578.1|DGUA	LOC119558389|XP_037727845.1|DSUP
OG0009996	LOC117590763|XP_034139600.1|DGUA	LOC119556717|XP_037725042.1|DSUP
OG0009997	LOC117588509|XP_034135721.1|DGUA	LOC119558138|XP_037727299.1|DSUP
OG0009998	LOC117590525|XP_034139133.1|DGUA	LOC119556665|XP_037724943.1|DSUP
OG0009999	LOC117580820|XP_034123431.1|DGUA	LOC119556517|XP_037724717.1|DSUP
OG0010000	LOC117590382|XP_034138848.1|DGUA	LOC119557807|XP_037726665.1|DSUP
OG0010001	LOC117588424|XP_034135595.1|DGUA	LOC119557403|XP_037726079.1|DSUP
OG0010002	LOC117589007|XP_034136516.1|DGUA	LOC119553395|XP_037719687.1|DSUP
OG0010003	LOC117583963|XP_034128554.1|DGUA	LOC119548885|XP_037712458.1|DSUP
OG0010004	LOC117581089|XP_034123866.1|DGUA	LOC119557626|XP_037726382.1|DSUP
OG0010005	LOC117588745|XP_034136113.1|DGUA	LOC119557266|XP_037725880.1|DSUP
OG0010006	LOC117581359|XP_034124382.1|DGUA	LOC119558202|XP_037727422.1|DSUP
OG0010007	LOC117581494|XP_034124633.1|DGUA	LOC119556438|XP_037724599.1|DSUP
OG0010008	LOC117588561|XP_034135839.1|DGUA	LOC119557847|XP_037726758.1|DSUP
OG0010009	LOC117587966|XP_034134866.1|DGUA	LOC119548638|XP_037711966.1|DSUP
OG0010010	LOC117588457|XP_034135634.1|DGUA	LOC119556792|XP_037725157.1|DSUP
OG0010011	LOC117580917|XP_034123572.1|DGUA	LOC119558060|XP_037727139.1|DSUP
OG0010012	LOC117588604|XP_034135904.1|DGUA	LOC119557751|XP_037726565.1|DSUP
OG0010013	LOC117591292|XP_034140383.1|DGUA	LOC119557740|XP_037726553.1|DSUP
OG0010014	LOC117588585|XP_034135882.1|DGUA	LOC119558381|XP_037727831.1|DSUP
OG0010015	LOC117591293|XP_034140384.1|DGUA	LOC119556479|XP_037724659.1|DSUP
OG0010016	LOC117590367|XP_034138805.1|DGUA	LOC119555892|XP_037723484.1|DSUP
OG0010017	LOC117591291|XP_034140380.1|DGUA	LOC119557741|XP_037726554.1|DSUP
OG0010018	LOC117580880|XP_034123522.1|DGUA	LOC119556288|XP_037724272.1|DSUP
OG0010019	LOC117590218|XP_034138575.1|DGUA	LOC119556462|XP_037724637.1|DSUP
OG0010020	LOC117590275|XP_034138651.1|DGUA	LOC119557082|XP_037725563.1|DSUP
OG0010021	LOC117590949|XP_034139889.1|DGUA	LOC119555929|XP_037723556.1|DSUP
OG0010022	LOC117581343|XP_034124361.1|DGUA	LOC119556530|XP_037724735.1|DSUP
OG0010023	LOC117590478|XP_034139027.1|DGUA	LOC119557559|XP_037726273.1|DSUP
OG0010024	LOC117590486|XP_034139034.1|DGUA	LOC119557769|XP_037726595.1|DSUP
OG0010025	LOC117590497|XP_034139050.1|DGUA	LOC119556988|XP_037725445.1|DSUP
OG0010026	LOC117588442|XP_034135616.1|DGUA	LOC119556454|XP_037724622.1|DSUP
OG0010027	LOC117581530|XP_034124729.1|DGUA	LOC119557096|XP_037725589.1|DSUP
OG0010028	LOC117591432|XP_034140587.1|DGUA	LOC119558223|XP_037727470.1|DSUP
OG0010029	LOC117580869|XP_034123509.1|DGUA	LOC119556599|XP_037724839.1|DSUP
OG0010030	LOC117588364|XP_034135471.1|DGUA	LOC119557786|XP_037726613.1|DSUP
OG0010031	LOC117588360|XP_034135466.1|DGUA	LOC119556778|XP_037725133.1|DSUP
OG0010032	LOC117584193|XP_034128852.1|DGUA	LOC119547380|XP_037710134.1|DSUP
OG0010033	LOC117590441|XP_034138952.1|DGUA	LOC119557982|XP_037726997.1|DSUP
OG0010034	LOC117590271|XP_034138647.1|DGUA	LOC119558034|XP_037727106.1|DSUP
OG0010035	LOC117590251|XP_034138614.1|DGUA	LOC119558040|XP_037727115.1|DSUP
OG0010036	LOC117590236|XP_034138599.1|DGUA	LOC119557852|XP_037726768.1|DSUP
OG0010037	LOC117590282|XP_034138659.1|DGUA	LOC119558056|XP_037727134.1|DSUP
OG0010038	LOC117590508|XP_034139086.1|DGUA	LOC119555902|XP_037723520.1|DSUP
OG0010039	LOC117592003|XP_034141343.1|DGUA	LOC119551588|XP_037716917.1|DSUP
OG0010040	LOC117587859|XP_034134716.1|DGUA	LOC119547878|XP_037710842.1|DSUP
OG0010041	LOC117580846|XP_034123483.1|DGUA	LOC119557172|XP_037725705.1|DSUP
OG0010042	LOC117580778|XP_034123365.1|DGUA	LOC119556642|XP_037724899.1|DSUP
OG0010043	LOC117580780|XP_034123367.1|DGUA	LOC119556571|XP_037724797.1|DSUP
OG0010044	LOC117581648|XP_034124914.1|DGUA	LOC119557614|XP_037726349.1|DSUP
OG0010045	LOC117580790|XP_034123377.1|DGUA	LOC119556423|XP_037724567.1|DSUP
OG0010046	LOC117580791|XP_034123378.1|DGUA	LOC119557519|XP_037726221.1|DSUP
OG0010047	LOC117590845|XP_034139733.1|DGUA	LOC119557033|XP_037725507.1|DSUP
OG0010048	LOC117581650|XP_034124916.1|DGUA	LOC119556069|XP_037723811.1|DSUP
OG0010049	LOC117591412|XP_034140557.1|DGUA	LOC119556328|XP_037724346.1|DSUP
OG0010050	LOC117591405|XP_034140548.1|DGUA	LOC119556327|XP_037724344.1|DSUP
OG0010051	LOC117590706|XP_034139495.1|DGUA	LOC119557782|XP_037726610.1|DSUP
OG0010052	LOC117591190|XP_034140217.1|DGUA	LOC119558917|XP_037728047.1|DSUP
OG0010053	LOC117581573|XP_034124813.1|DGUA	LOC119556999|XP_037725458.1|DSUP
OG0010054	LOC117590524|XP_034139132.1|DGUA	LOC119557763|XP_037726587.1|DSUP
OG0010055	LOC117590535|XP_034139147.1|DGUA	LOC119558276|XP_037727579.1|DSUP
OG0010056	LOC117591420|XP_034140566.1|DGUA	LOC119556389|XP_037724492.1|DSUP
OG0010057	LOC117590727|XP_034139526.1|DGUA	LOC119556275|XP_037724252.1|DSUP
OG0010058	LOC117588669|XP_034136003.1|DGUA	LOC119557616|XP_037726352.1|DSUP
OG0010059	LOC117590814|XP_034139673.1|DGUA	LOC119558247|XP_037727500.1|DSUP
OG0010060	LOC117581142|XP_034123965.1|DGUA	LOC119556251|XP_037724219.1|DSUP
OG0010061	LOC117579691|XP_034121572.1|DGUA	LOC119555409|XP_037722694.1|DSUP
OG0010062	LOC117587352|XP_034133883.1|DGUA	LOC119554351|XP_037721145.1|DSUP
OG0010064	LOC117588838|XP_034136222.1|DGUA	LOC119554692|XP_037721622.1|DSUP
OG0010065	LOC117579284|XP_034120972.1|DGUA	LOC119553553|XP_037719921.1|DSUP
OG0010066	LOC117579234|XP_034120906.1|DGUA	LOC119555488|XP_037722826.1|DSUP
OG0010067	LOC117588915|XP_034136379.1|DGUA	LOC119554220|XP_037720975.1|DSUP
OG0010068	LOC117586853|XP_034133039.1|DGUA	LOC119552579|XP_037718137.1|DSUP
OG0010069	LOC117587033|XP_034133350.1|DGUA	LOC119553742|XP_037720267.1|DSUP
OG0010070	LOC117579241|XP_034120914.1|DGUA	LOC119555695|XP_037723278.1|DSUP
OG0010071	LOC117589192|XP_034136810.1|DGUA	LOC119553245|XP_037719448.1|DSUP
OG0010072	LOC117589035|XP_034136553.1|DGUA	LOC119554089|XP_037720765.1|DSUP
OG0010073	LOC117589314|XP_034137003.1|DGUA	LOC119554974|XP_037722031.1|DSUP
OG0010074	LOC117590816|XP_034139675.1|DGUA	LOC119556587|XP_037724816.1|DSUP
OG0010075	LOC117579710|XP_034121594.1|DGUA	LOC119554302|XP_037721091.1|DSUP
OG0010076	LOC117586902|XP_034133137.1|DGUA	LOC119554825|XP_037721827.1|DSUP
OG0010077	LOC117588943|XP_034136413.1|DGUA	LOC119554568|XP_037721468.1|DSUP
OG0010078	LOC117588963|XP_034136442.1|DGUA	LOC119553977|XP_037720612.1|DSUP
OG0010079	LOC117588942|XP_034136411.1|DGUA	LOC119553828|XP_037720389.1|DSUP
OG0010081	LOC117580028|XP_034122145.1|DGUA	LOC119555389|XP_037722663.1|DSUP
OG0010082	LOC117589033|XP_034136552.1|DGUA	LOC119553955|XP_037720577.1|DSUP
OG0010083	LOC117579210|XP_034120870.1|DGUA	LOC119554760|XP_037721722.1|DSUP
OG0010084	LOC117579932|XP_034121976.1|DGUA	LOC119553858|XP_037720437.1|DSUP
OG0010085	LOC117580440|XP_034122887.1|DGUA	LOC119552616|XP_037718207.1|DSUP
OG0010086	LOC117580420|XP_034122864.1|DGUA	LOC119554860|XP_037721870.1|DSUP
OG0010087	LOC117580283|XP_034122647.1|DGUA	LOC119555567|XP_037722945.1|DSUP
OG0010088	LOC117579153|XP_034120803.1|DGUA	LOC119555040|XP_037722150.1|DSUP
OG0010089	LOC117580152|XP_034122357.1|DGUA	LOC119553510|XP_037719861.1|DSUP
OG0010090	LOC117590634|XP_034139344.1|DGUA	LOC119554532|XP_037721451.1|DSUP
OG0010091	LOC117583526|XP_034127764.1|DGUA	LOC119550317|XP_037714852.1|DSUP
OG0010092	LOC117590152|XP_034138427.1|DGUA	LOC119561795|XP_037731207.1|DSUP
OG0010093	LOC117592076|XP_034141479.1|DGUA	LOC119550780|XP_037715638.1|DSUP
OG0010095	LOC117585655|XP_034131132.1|DGUA	LOC119562868|XP_037731910.1|DSUP
OG0010096	LOC117588614|XP_034135914.1|DGUA	LOC119557646|XP_037726425.1|DSUP
OG0010097	LOC117590695|XP_034139487.1|DGUA	LOC119556897|XP_037725307.1|DSUP
OG0010098	LOC117587924|XP_034134802.1|DGUA	LOC119562747|XP_037731880.1|DSUP
OG0010099	LOC117582049|XP_034125483.1|DGUA	LOC119546187|XP_037708241.1|DSUP
OG0010100	LOC117580158|XP_034122367.1|DGUA	LOC119552862|XP_037718676.1|DSUP
OG0010101	LOC117579791|XP_034121744.1|DGUA	LOC119553020|XP_037719004.1|DSUP
OG0010102	LOC117579717|XP_034121602.1|DGUA	LOC119553598|XP_037719981.1|DSUP
OG0010103	LOC117579151|XP_034120800.1|DGUA	LOC119555041|XP_037722151.1|DSUP
OG0010104	LOC117579593|XP_034121418.1|DGUA	LOC119552506|XP_037718044.1|DSUP
OG0010105	LOC117587835|XP_034134687.1|DGUA	LOC119548278|XP_037711370.1|DSUP
OG0010106	LOC117590000|XP_034138178.1|DGUA	LOC119551661|XP_037717031.1|DSUP
OG0010107	LOC117592429|XP_034142071.1|DGUA	LOC119551900|XP_037717441.1|DSUP
OG0010108	LOC117592649|XP_034142484.1|DGUA	LOC119549967|XP_037714289.1|DSUP
OG0010110	LOC117587435|XP_034134005.1|DGUA	LOC119552883|XP_037718714.1|DSUP
OG0010111	LOC117589865|XP_034138025.1|DGUA	LOC119563263|XP_037732506.1|DSUP
OG0010112	LOC117589610|XP_034137577.1|DGUA	LOC119563477|XP_037732829.1|DSUP
OG0010113	LOC117580621|XP_034123090.1|DGUA	LOC119556535|XP_037724743.1|DSUP
OG0010114	LOC117590487|XP_034139035.1|DGUA	LOC119557322|XP_037725972.1|DSUP
OG0010115	LOC117590507|XP_034139084.1|DGUA, LOC117579195|XP_034120855.1|DGUA	LOC119555901|XP_037723519.1|DSUP
OG0010116	LOC117581515|XP_034124698.1|DGUA, LOC117581518|XP_034124700.1|DGUA, LOC117580882|XP_034123525.1|DGUA	LOC119557747|XP_037726562.1|DSUP
OG0010117	LOC117589177|XP_034136787.1|DGUA	LOC119557521|XP_037726223.1|DSUP
OG0010118	LOC117588391|XP_034135534.1|DGUA	LOC119556515|XP_037724715.1|DSUP
OG0010119	LOC117580942|XP_034123616.1|DGUA	LOC119557123|XP_037725635.1|DSUP
OG0010120	LOC117590410|XP_034138899.1|DGUA	LOC119556134|XP_037723950.1|DSUP
OG0010121	LOC117588435|XP_034135607.1|DGUA	LOC119557440|XP_037726130.1|DSUP
OG0010122	LOC117591435|XP_034140588.1|DGUA, LOC117591436|XP_034140589.1|DGUA	LOC119558022|XP_037727077.1|DSUP
OG0010123	LOC117588611|XP_034135912.1|DGUA	LOC119557115|XP_037725622.1|DSUP
OG0010125	LOC117581172|XP_034124006.1|DGUA	LOC119557657|XP_037726439.1|DSUP
OG0010126	LOC117590926|XP_034139854.1|DGUA	LOC119548606|XP_037711892.1|DSUP
OG0010127	LOC117588105|XP_034135067.1|DGUA	LOC119548031|XP_037711033.1|DSUP
OG0010128	LOC117587689|XP_034134472.1|DGUA	LOC119547887|XP_037710852.1|DSUP
OG0010129	LOC117587762|XP_034134586.1|DGUA	LOC119548532|XP_037711755.1|DSUP
OG0010130	LOC117588223|XP_034135260.1|DGUA	LOC119548007|XP_037711000.1|DSUP
OG0010131	LOC117584617|XP_034129525.1|DGUA	LOC119548183|XP_037711226.1|DSUP
OG0010132	LOC117587931|XP_034134809.1|DGUA	LOC119546083|XP_037708088.1|DSUP
OG0010133	LOC117587888|XP_034134755.1|DGUA	LOC119546086|XP_037708092.1|DSUP
OG0010134	LOC117587714|XP_034134510.1|DGUA	LOC119546207|XP_037708271.1|DSUP
OG0010135	LOC117587952|XP_034134840.1|DGUA	LOC119547088|XP_037709715.1|DSUP
OG0010136	LOC117587655|XP_034134437.1|DGUA	LOC119547390|XP_037710166.1|DSUP
OG0010137	LOC117588073|XP_034135029.1|DGUA	LOC119562613|XP_037731766.1|DSUP
OG0010138	LOC117588057|XP_034135005.1|DGUA	LOC119546062|XP_037708059.1|DSUP
OG0010139	LOC117582576|XP_034126313.1|DGUA	LOC119548083|XP_037711097.1|DSUP
OG0010140	LOC117581985|XP_034125367.1|DGUA	LOC119547545|XP_037710372.1|DSUP
OG0010141	LOC117584316|XP_034129036.1|DGUA	LOC119547924|XP_037710892.1|DSUP
OG0010142	LOC117581932|XP_034125303.1|DGUA	LOC119547819|XP_037710771.1|DSUP
OG0010143	LOC117591617|XP_034140820.1|DGUA, LOC117584239|XP_034128926.1|DGUA	LOC119546695|XP_037709101.1|DSUP
OG0010144	LOC117582202|XP_034125701.1|DGUA	LOC119548866|XP_037712422.1|DSUP
OG0010145	LOC117584401|XP_034129155.1|DGUA	LOC119547658|XP_037710534.1|DSUP
OG0010146	LOC117584853|XP_034129884.1|DGUA	LOC119548809|XP_037712322.1|DSUP
OG0010147	LOC117582183|XP_034125678.1|DGUA	LOC119546967|XP_037709541.1|DSUP
OG0010148	LOC117582660|XP_034126464.1|DGUA	LOC119548785|XP_037712278.1|DSUP
OG0010149	LOC117582368|XP_034125918.1|DGUA	LOC119547800|XP_037710745.1|DSUP
OG0010150	LOC117581918|XP_034125279.1|DGUA	LOC119547673|XP_037710559.1|DSUP
OG0010151	LOC117591078|XP_034140070.1|DGUA	LOC119548521|XP_037711740.1|DSUP
OG0010152	LOC117581938|XP_034125311.1|DGUA	LOC119547623|XP_037710477.1|DSUP
OG0010153	LOC117584534|XP_034129376.1|DGUA	LOC119547325|XP_037710054.1|DSUP
OG0010154	LOC117584144|XP_034128795.1|DGUA	LOC119547404|XP_037710181.1|DSUP
OG0010155	LOC117584387|XP_034129132.1|DGUA	LOC119547861|XP_037710821.1|DSUP
OG0010156	LOC117586917|XP_034133157.1|DGUA	LOC119553471|XP_037719807.1|DSUP
OG0010157	LOC117579784|XP_034121734.1|DGUA	LOC119554647|XP_037721576.1|DSUP
OG0010158	LOC117579478|XP_034121264.1|DGUA	LOC119554546|XP_037721435.1|DSUP
OG0010159	LOC117579064|XP_034120661.1|DGUA	LOC119552852|XP_037718655.1|DSUP
OG0010160	LOC117584048|XP_034128679.1|DGUA	LOC119553693|XP_037720176.1|DSUP
OG0010161	LOC117588935|XP_034136403.1|DGUA	LOC119554079|XP_037720751.1|DSUP
OG0010162	LOC117590543|XP_034139163.1|DGUA	LOC119553493|XP_037719830.1|DSUP
OG0010163	LOC117580049|XP_034122178.1|DGUA	LOC119554952|XP_037722000.1|DSUP
OG0010164	LOC117586989|XP_034133280.1|DGUA	LOC119554274|XP_037721054.1|DSUP
OG0010165	LOC117587342|XP_034133873.1|DGUA	LOC119554253|XP_037721018.1|DSUP
OG0010166	LOC117580286|XP_034122653.1|DGUA	LOC119552887|XP_037718722.1|DSUP
OG0010167	LOC117580136|XP_034122325.1|DGUA	LOC119555359|XP_037722625.1|DSUP
OG0010168	LOC117580441|XP_034122888.1|DGUA, LOC117579535|XP_034121347.1|DGUA	LOC119552613|XP_037718205.1|DSUP
OG0010169	LOC117580554|XP_034123045.1|DGUA	LOC119555078|XP_037722219.1|DSUP
OG0010170	LOC117579319|XP_034121022.1|DGUA	LOC119553765|XP_037720300.1|DSUP
OG0010171	LOC117580540|XP_034123025.1|DGUA	LOC119553815|XP_037720363.1|DSUP
OG0010172	LOC117591234|XP_034140299.1|DGUA	LOC119554449|XP_037721288.1|DSUP
OG0010173	LOC117588959|XP_034136441.1|DGUA	LOC119550090|XP_037714498.1|DSUP
OG0010174	LOC117578639|XP_034120136.1|DGUA	LOC119551115|XP_037716224.1|DSUP
OG0010175	LOC117580325|XP_034122715.1|DGUA	LOC119550678|XP_037715465.1|DSUP
OG0010176	LOC117587625|XP_034134379.1|DGUA	LOC119551487|XP_037716778.1|DSUP
OG0010177	LOC117581567|XP_034124797.1|DGUA	LOC119550046|XP_037714427.1|DSUP
OG0010178	LOC117592293|XP_034141851.1|DGUA	LOC119551078|XP_037716169.1|DSUP
OG0010179	LOC117580466|XP_034122933.1|DGUA	LOC119552601|XP_037718190.1|DSUP
OG0010180	LOC117579103|XP_034120717.1|DGUA	LOC119554378|XP_037721187.1|DSUP
OG0010181	LOC117579996|XP_034122084.1|DGUA	LOC119553641|XP_037720047.1|DSUP
OG0010182	LOC117580000|XP_034122093.1|DGUA	LOC119551287|XP_037716485.1|DSUP
OG0010183	LOC117580007|XP_034122106.1|DGUA	LOC119550579|XP_037715299.1|DSUP
OG0010184	LOC117583592|XP_034127876.1|DGUA	LOC119551651|XP_037717015.1|DSUP
OG0010185	LOC117583577|XP_034127851.1|DGUA	LOC119550303|XP_037714831.1|DSUP
OG0010186	LOC117580296|XP_034122668.1|DGUA	LOC119553630|XP_037720028.1|DSUP
OG0010187	LOC117591374|XP_034140511.1|DGUA	LOC119549952|XP_037714264.1|DSUP
OG0010188	LOC117592489|XP_034142224.1|DGUA	LOC119550436|XP_037715035.1|DSUP
OG0010189	LOC117585297|XP_034130620.1|DGUA	LOC119551407|XP_037716672.1|DSUP
OG0010190	LOC117591890|XP_034141164.1|DGUA	LOC119551535|XP_037716853.1|DSUP
OG0010191	LOC117591885|XP_034141159.1|DGUA	LOC119550246|XP_037714748.1|DSUP
OG0010192	LOC117584271|XP_034128977.1|DGUA	LOC119550853|XP_037715750.1|DSUP
OG0010193	LOC117578606|XP_034120089.1|DGUA	LOC119549976|XP_037714303.1|DSUP
OG0010194	LOC117579697|XP_034121579.1|DGUA	LOC119554091|XP_037720767.1|DSUP
OG0010195	LOC117579698|XP_034121580.1|DGUA	LOC119554023|XP_037720667.1|DSUP
OG0010196	LOC117578885|XP_034120571.1|DGUA	LOC119552014|XP_037717676.1|DSUP
OG0010197	LOC117586859|XP_034133049.1|DGUA	LOC119551467|XP_037716748.1|DSUP
OG0010198	LOC117589324|XP_034137059.1|DGUA	LOC119551036|XP_037716073.1|DSUP
OG0010199	LOC117592587|XP_034142365.1|DGUA	LOC119551117|XP_037716228.1|DSUP
OG0010200	LOC117583840|XP_034128343.1|DGUA	LOC119549946|XP_037714255.1|DSUP
OG0010201	LOC117587246|XP_034133712.1|DGUA	LOC119551271|XP_037716459.1|DSUP
OG0010202	LOC117578579|XP_034120052.1|DGUA	LOC119550191|XP_037714660.1|DSUP
OG0010203	LOC117592328|XP_034141910.1|DGUA	LOC119551931|XP_037717510.1|DSUP
OG0010204	LOC117585842|XP_034131478.1|DGUA	LOC119550909|XP_037715826.1|DSUP
OG0010205	LOC117591832|XP_034141079.1|DGUA	LOC119551136|XP_037716254.1|DSUP
OG0010206	LOC117579117|XP_034120740.1|DGUA	LOC119551138|XP_037716256.1|DSUP
OG0010207	LOC117584006|XP_034128630.1|DGUA	LOC119550175|XP_037714638.1|DSUP
OG0010208	LOC117592699|XP_034142555.1|DGUA	LOC119549177|XP_037712906.1|DSUP
OG0010209	LOC117592702|XP_034142559.1|DGUA	LOC119549178|XP_037712907.1|DSUP
OG0010210	LOC117592274|XP_034141826.1|DGUA	LOC119551372|XP_037716622.1|DSUP
OG0010211	LOC117592056|XP_034141442.1|DGUA	LOC119551991|XP_037717640.1|DSUP
OG0010212	LOC117583904|XP_034128476.1|DGUA	LOC119551119|XP_037716231.1|DSUP
OG0010213	LOC117587705|XP_034134499.1|DGUA	LOC119550685|XP_037715476.1|DSUP
OG0010214	LOC117579848|XP_034121842.1|DGUA	LOC119549297|XP_037713181.1|DSUP
OG0010215	LOC117584168|XP_034128827.1|DGUA	LOC119551492|XP_037716787.1|DSUP
OG0010216	LOC117592041|XP_034141404.1|DGUA	LOC119550745|XP_037715593.1|DSUP
OG0010217	LOC117581703|XP_034124976.1|DGUA	LOC119550792|XP_037715652.1|DSUP
OG0010218	LOC117592001|XP_034141340.1|DGUA	LOC119550447|XP_037715051.1|DSUP
OG0010219	LOC117580773|XP_034123361.1|DGUA	LOC119550697|XP_037715491.1|DSUP
OG0010220	LOC117579980|XP_034122092.1|DGUA	LOC119551977|XP_037717619.1|DSUP
OG0010221	LOC117579819|XP_034121841.1|DGUA	LOC119551975|XP_037717617.1|DSUP
OG0010222	LOC117587323|XP_034133884.1|DGUA	LOC119549372|XP_037713335.1|DSUP
OG0010223	LOC117586977|XP_034133296.1|DGUA	LOC119549370|XP_037713331.1|DSUP
OG0010224	LOC117587644|XP_034134424.1|DGUA	LOC119550408|XP_037714995.1|DSUP
OG0010225	LOC117586358|XP_034132269.1|DGUA	LOC119557423|XP_037726106.1|DSUP
OG0010226	LOC117586033|XP_034131769.1|DGUA	LOC119560462|XP_037729850.1|DSUP
OG0010227	LOC117586557|XP_034132611.1|DGUA	LOC119559807|XP_037728819.1|DSUP
OG0010228	LOC117586266|XP_034132100.1|DGUA	LOC119560330|XP_037729648.1|DSUP
OG0010229	LOC117586444|XP_034132375.1|DGUA	LOC119560448|XP_037729822.1|DSUP
OG0010230	LOC117586455|XP_034132389.1|DGUA	LOC119560526|XP_037729930.1|DSUP
OG0010231	LOC117582966|XP_034126973.1|DGUA	LOC119560579|XP_037730034.1|DSUP
OG0010232	LOC117589562|XP_034137492.1|DGUA	LOC119550552|XP_037715261.1|DSUP
OG0010233	LOC117589680|XP_034137725.1|DGUA	LOC119559916|XP_037729021.1|DSUP
OG0010234	LOC117583405|XP_034127582.1|DGUA	LOC119560725|XP_037730270.1|DSUP
OG0010235	LOC117584953|XP_034130041.1|DGUA	LOC119553111|XP_037719219.1|DSUP
OG0010236	LOC117583780|XP_034128233.1|DGUA	LOC119554063|XP_037720736.1|DSUP
OG0010237	LOC117585709|XP_034131237.1|DGUA	LOC119560340|XP_037729664.1|DSUP
OG0010238	LOC117591226|XP_034140291.1|DGUA	LOC119563373|XP_037732652.1|DSUP
OG0010239	LOC117582975|XP_034126988.1|DGUA	LOC119560900|XP_037730525.1|DSUP
OG0010240	LOC117584136|XP_034128780.1|DGUA	LOC119548322|XP_037711431.1|DSUP
OG0010241	LOC117589602|XP_034137567.1|DGUA	LOC119560054|XP_037729288.1|DSUP
OG0010242	LOC117583127|XP_034127209.1|DGUA	LOC119557127|XP_037725642.1|DSUP
OG0010243	LOC117583553|XP_034127805.1|DGUA	LOC119557934|XP_037726877.1|DSUP
OG0010244	LOC117582942|XP_034126939.1|DGUA	LOC119553444|XP_037719766.1|DSUP
OG0010245	LOC117586240|XP_034132068.1|DGUA	LOC119560907|XP_037730538.1|DSUP
OG0010246	LOC117589700|XP_034137753.1|DGUA	LOC119560600|XP_037730056.1|DSUP
OG0010247	LOC117582906|XP_034126891.1|DGUA	LOC119556400|XP_037724509.1|DSUP
OG0010248	LOC117583515|XP_034127751.1|DGUA	LOC119546459|XP_037708670.1|DSUP
OG0010249	LOC117590116|XP_034138357.1|DGUA	LOC119556026|XP_037723736.1|DSUP
OG0010250	LOC117589821|XP_034137943.1|DGUA	LOC119546752|XP_037709202.1|DSUP
OG0010251	LOC117584949|XP_034130033.1|DGUA	LOC119559781|XP_037728791.1|DSUP
OG0010253	LOC117591986|XP_034141320.1|DGUA	LOC119551173|XP_037716299.1|DSUP
OG0010254	LOC117580460|XP_034122928.1|DGUA	LOC119558633|XP_037727966.1|DSUP, LOC119549469|XP_037713499.1|DSUP, LOC119558714|XP_037727984.1|DSUP
OG0010255	LOC117588646|XP_034135970.1|DGUA	LOC119556978|XP_037725424.1|DSUP
OG0010256	LOC117582984|XP_034127000.1|DGUA	LOC119559048|XP_037728107.1|DSUP, LOC119558391|XP_037727847.1|DSUP
OG0010258	LOC117580478|XP_034122952.1|DGUA	LOC119554424|XP_037721245.1|DSUP
OG0010259	LOC117580532|XP_034123017.1|DGUA	LOC119554661|XP_037721591.1|DSUP
OG0010260	LOC117584094|XP_034128733.1|DGUA	LOC119547156|XP_037709805.1|DSUP
OG0010272	LOC117581363|XP_034124392.1|DGUA	LOC119559428|XP_037728454.1|DSUP
OG0010276	LOC117580769|XP_034123354.1|DGUA	LOC119558116|XP_037727273.1|DSUP
OG0010277	LOC117589846|XP_034137993.1|DGUA	LOC119562887|XP_037731931.1|DSUP
OG0010279	LOC117582897|XP_034126881.1|DGUA	LOC119560466|XP_037729857.1|DSUP
OG0010280	LOC117588563|XP_034135841.1|DGUA	LOC119557992|XP_037727020.1|DSUP
OG0010282	LOC117583202|XP_034127297.1|DGUA	LOC119550514|XP_037715152.1|DSUP
OG0010283	LOC117586472|XP_034132452.1|DGUA	LOC119562951|XP_037732052.1|DSUP
OG0010284	LOC117582845|XP_034126790.1|DGUA	LOC119563039|XP_037732170.1|DSUP
OG0010285	LOC117585633|XP_034131108.1|DGUA	LOC119545718|XP_037707461.1|DSUP
OG0010286	LOC117585372|XP_034130710.1|DGUA	LOC119553411|XP_037719719.1|DSUP
OG0010287	LOC117589843|XP_034137990.1|DGUA	LOC119560176|XP_037729464.1|DSUP
OG0010288	LOC117582853|XP_034126812.1|DGUA	LOC119560399|XP_037729755.1|DSUP
OG0010289	LOC117583308|XP_034127443.1|DGUA	LOC119558844|XP_037728025.1|DSUP
OG0010290	LOC117583442|XP_034127634.1|DGUA	LOC119551332|XP_037716563.1|DSUP
OG0010291	LOC117583407|XP_034127584.1|DGUA	LOC119555715|XP_037723331.1|DSUP, LOC119555725|XP_037723348.1|DSUP
OG0010292	LOC117589859|XP_034138014.1|DGUA	LOC119556578|XP_037724809.1|DSUP
OG0010293	LOC117582490|XP_034126153.1|DGUA	LOC119548377|XP_037711523.1|DSUP
OG0010294	LOC117587615|XP_034134362.1|DGUA	LOC119546532|XP_037708800.1|DSUP
OG0010295	LOC117587926|XP_034134804.1|DGUA	LOC119547150|XP_037709797.1|DSUP
OG0010296	LOC117578852|XP_034120532.1|DGUA	LOC119550654|XP_037715424.1|DSUP
OG0010297	LOC117580287|XP_034122695.1|DGUA, LOC117590287|XP_034138667.1|DGUA	LOC119552135|XP_037717853.1|DSUP
OG0010298	LOC117582139|XP_034125616.1|DGUA	LOC119551767|XP_037717222.1|DSUP
