Orthogroup	DGUA.longest_only	CCAP.longest_only
OG0006405	LOC117579303|XP_034121002.1|DGUA	CCAP1982_LOCUS101|CAD6991161.1|CCAP
OG0006406	LOC117589716|XP_034137772.1|DGUA	CCAP1982_LOCUS4442|CAD6995737.1|CCAP
OG0006412	LOC117583282|XP_034127406.1|DGUA	CCAP1982_LOCUS3648|CAD6994913.1|CCAP
OG0006413	LOC117582773|XP_034126629.1|DGUA	CCAP1982_LOCUS2963|CAD6994201.1|CCAP
OG0006419	LOC117583552|XP_034127803.1|DGUA	CCAP1982_LOCUS2236|CAD6993421.1|CCAP
OG0006420	LOC117585280|XP_034130593.1|DGUA	CCAP1982_LOCUS3273|CAD6994529.1|CCAP
OG0006421	LOC117587624|XP_034134373.1|DGUA	CCAP1982_LOCUS7763|CAD6999231.1|CCAP
OG0006422	LOC117588010|XP_034134927.1|DGUA	CCAP1982_LOCUS2824|CAD6994049.1|CCAP
OG0006423	LOC117589872|XP_034138034.1|DGUA	CCAP1982_LOCUS3252|CAD6994508.1|CCAP
OG0006424	LOC117589875|XP_034138037.1|DGUA	CCAP1982_LOCUS3253|CAD6994509.1|CCAP
OG0006425	LOC117589696|XP_034137747.1|DGUA	CCAP1982_LOCUS3249|CAD6994505.1|CCAP
OG0006426	LOC117589694|XP_034137745.1|DGUA	CCAP1982_LOCUS3248|CAD6994503.1|CCAP
OG0006427	LOC117583267|XP_034127384.1|DGUA	CCAP1982_LOCUS2392|CAD6993580.1|CCAP
OG0006429	LOC117584898|XP_034129922.1|DGUA	CCAP1982_LOCUS3353|CAD6994616.1|CCAP
OG0006430	LOC117580013|XP_034122109.1|DGUA	CCAP1982_LOCUS13812|CAD7005452.1|CCAP
OG0006431	LOC117582742|XP_034126573.1|DGUA	CCAP1982_LOCUS2578|CAD6993780.1|CCAP
OG0006432	LOC117589962|XP_034138153.1|DGUA	CCAP1982_LOCUS1368|CAD6992519.1|CCAP
OG0006433	LOC117585007|XP_034130137.1|DGUA	CCAP1982_LOCUS1314|CAD6992458.1|CCAP
OG0006434	LOC117584739|XP_034129703.1|DGUA	CCAP1982_LOCUS5856|CAD6997221.1|CCAP
OG0006435	LOC117583360|XP_034127520.1|DGUA	CCAP1982_LOCUS1484|CAD6992636.1|CCAP
OG0006438	LOC117582641|XP_034126414.1|DGUA	CCAP1982_LOCUS6946|CAD6998345.1|CCAP
OG0006439	LOC117583170|XP_034127257.1|DGUA	CCAP1982_LOCUS3857|CAD6995134.1|CCAP
OG0006440	LOC117583171|XP_034127258.1|DGUA	CCAP1982_LOCUS3856|CAD6995133.1|CCAP
OG0006441	LOC117582738|XP_034126563.1|DGUA	CCAP1982_LOCUS3378|CAD6994643.1|CCAP
OG0006442	LOC117583341|XP_034127494.1|DGUA	CCAP1982_LOCUS2833|CAD6994061.1|CCAP
OG0006443	LOC117586585|XP_034132644.1|DGUA	CCAP1982_LOCUS3062|CAD6994301.1|CCAP
OG0006444	LOC117582865|XP_034126826.1|DGUA	CCAP1982_LOCUS1068|CAD6992196.1|CCAP
OG0006445	LOC117581225|XP_034124095.1|DGUA	CCAP1982_LOCUS3493|CAD6994760.1|CCAP
OG0006446	LOC117585374|XP_034130712.1|DGUA	CCAP1982_LOCUS3491|CAD6994758.1|CCAP
OG0006447	LOC117585669|XP_034131157.1|DGUA	CCAP1982_LOCUS3485|CAD6994752.1|CCAP
OG0006448	LOC117585658|XP_034131139.1|DGUA	CCAP1982_LOCUS4098|CAD6995380.1|CCAP
OG0006449	LOC117585439|XP_034130805.1|DGUA	CCAP1982_LOCUS3467|CAD6994734.1|CCAP
OG0006450	LOC117581892|XP_034125251.1|DGUA	CCAP1982_LOCUS5664|CAD6997003.1|CCAP
OG0006455	LOC117590194|XP_034138515.1|DGUA	CCAP1982_LOCUS2295|CAD6993482.1|CCAP
OG0006456	LOC117590097|XP_034138332.1|DGUA	CCAP1982_LOCUS2286|CAD6993474.1|CCAP
OG0006457	LOC117589936|XP_034138110.1|DGUA	CCAP1982_LOCUS2348|CAD6993536.1|CCAP
OG0006458	LOC117584244|XP_034128932.1|DGUA	CCAP1982_LOCUS6477|CAD6997853.1|CCAP
OG0006459	LOC117583463|XP_034127660.1|DGUA	CCAP1982_LOCUS3283|CAD6994540.1|CCAP
OG0006460	LOC117585587|XP_034131015.1|DGUA	CCAP1982_LOCUS3987|CAD6995266.1|CCAP
OG0006461	LOC117589928|XP_034138102.1|DGUA	CCAP1982_LOCUS2786|CAD6994009.1|CCAP
OG0006462	LOC117583430|XP_034127620.1|DGUA	CCAP1982_LOCUS1806|CAD6992975.1|CCAP
OG0006463	LOC117582760|XP_034126614.1|DGUA	CCAP1982_LOCUS4922|CAD6996238.1|CCAP
OG0006464	LOC117580193|XP_034122445.1|DGUA	CCAP1982_LOCUS14041|CAD7005689.1|CCAP
OG0006467	LOC117583043|XP_034127095.1|DGUA	CCAP1982_LOCUS3010|CAD6994249.1|CCAP
OG0006468	LOC117585157|XP_034130381.1|DGUA	CCAP1982_LOCUS1480|CAD6992632.1|CCAP
OG0006470	LOC117587409|XP_034133958.1|DGUA	CCAP1982_LOCUS12050|CAD7003603.1|CCAP
OG0006471	LOC117585150|XP_034130372.1|DGUA	CCAP1982_LOCUS2690|CAD6993897.1|CCAP
OG0006472	LOC117585146|XP_034130367.1|DGUA	CCAP1982_LOCUS2688|CAD6993895.1|CCAP
OG0006474	LOC117590067|XP_034138292.1|DGUA	CCAP1982_LOCUS4070|CAD6995351.1|CCAP
OG0006475	LOC117582748|XP_034126579.1|DGUA	CCAP1982_LOCUS2082|CAD6993265.1|CCAP
OG0006478	LOC117585796|XP_034131389.1|DGUA	CCAP1982_LOCUS1061|CAD6992189.1|CCAP
OG0006479	LOC117585788|XP_034131370.1|DGUA	CCAP1982_LOCUS1059|CAD6992187.1|CCAP
OG0006480	LOC117581314|XP_034124269.1|DGUA	CCAP1982_LOCUS22823|CAD7014856.1|CCAP
OG0006482	LOC117582700|XP_034126495.1|DGUA	CCAP1982_LOCUS3796|CAD6995073.1|CCAP
OG0006483	LOC117582893|XP_034126876.1|DGUA	CCAP1982_LOCUS2958|CAD6994193.1|CCAP
OG0006484	LOC117582889|XP_034126867.1|DGUA	CCAP1982_LOCUS2957|CAD6994192.1|CCAP
OG0006485	LOC117585318|XP_034130641.1|DGUA	CCAP1982_LOCUS3771|CAD6995042.1|CCAP
OG0006486	LOC117586060|XP_034131797.1|DGUA	CCAP1982_LOCUS4257|CAD6995546.1|CCAP
OG0006487	LOC117589746|XP_034137818.1|DGUA	CCAP1982_LOCUS2460|CAD6993651.1|CCAP
OG0006489	LOC117589935|XP_034138109.1|DGUA	CCAP1982_LOCUS2215|CAD6993399.1|CCAP
OG0006490	LOC117585096|XP_034130257.1|DGUA	CCAP1982_LOCUS69|CAD6991124.1|CCAP
OG0006491	LOC117582038|XP_034125471.1|DGUA	CCAP1982_LOCUS8798|CAD7000312.1|CCAP
OG0006492	LOC117585198|XP_034130467.1|DGUA	CCAP1982_LOCUS2853|CAD6994083.1|CCAP
OG0006496	LOC117585144|XP_034130365.1|DGUA	CCAP1982_LOCUS2691|CAD6993898.1|CCAP
OG0006497	LOC117589824|XP_034137947.1|DGUA	CCAP1982_LOCUS3997|CAD6995277.1|CCAP
OG0006498	LOC117589759|XP_034137837.1|DGUA	CCAP1982_LOCUS3999|CAD6995280.1|CCAP
OG0006499	LOC117583829|XP_034128308.1|DGUA	CCAP1982_LOCUS2258|CAD6993445.1|CCAP
OG0006500	LOC117584799|XP_034129809.1|DGUA	CCAP1982_LOCUS4487|CAD6995783.1|CCAP
OG0006501	LOC117591456|XP_034140617.1|DGUA	CCAP1982_LOCUS1079|CAD6992207.1|CCAP
OG0006502	LOC117591464|XP_034140639.1|DGUA	CCAP1982_LOCUS1082|CAD6992212.1|CCAP
OG0006503	LOC117591466|XP_034140642.1|DGUA	CCAP1982_LOCUS1084|CAD6992214.1|CCAP
OG0006504	LOC117591465|XP_034140640.1|DGUA	CCAP1982_LOCUS1085|CAD6992215.1|CCAP
OG0006505	LOC117585830|XP_034131457.1|DGUA	CCAP1982_LOCUS3243|CAD6994497.1|CCAP
OG0006506	LOC117579685|XP_034121563.1|DGUA	CCAP1982_LOCUS1415|CAD6992570.1|CCAP
OG0006507	LOC117590051|XP_034138262.1|DGUA	CCAP1982_LOCUS4316|CAD6995610.1|CCAP
OG0006508	LOC117590054|XP_034138265.1|DGUA	CCAP1982_LOCUS4313|CAD6995607.1|CCAP
OG0006510	LOC117589853|XP_034138005.1|DGUA	CCAP1982_LOCUS3021|CAD6994260.1|CCAP
OG0006511	LOC117589805|XP_034137908.1|DGUA	CCAP1982_LOCUS3996|CAD6995276.1|CCAP
OG0006512	LOC117589669|XP_034137701.1|DGUA	CCAP1982_LOCUS1036|CAD6992158.1|CCAP
OG0006513	LOC117589810|XP_034137919.1|DGUA	CCAP1982_LOCUS3992|CAD6995271.1|CCAP
OG0006514	LOC117582956|XP_034126956.1|DGUA	CCAP1982_LOCUS2443|CAD6993633.1|CCAP
OG0006515	LOC117585710|XP_034131238.1|DGUA	CCAP1982_LOCUS1581|CAD6992736.1|CCAP
OG0006516	LOC117582931|XP_034126922.1|DGUA	CCAP1982_LOCUS2521|CAD6993722.1|CCAP
OG0006517	LOC117583826|XP_034128305.1|DGUA	CCAP1982_LOCUS2513|CAD6993710.1|CCAP
OG0006518	LOC117583605|XP_034127901.1|DGUA	CCAP1982_LOCUS2520|CAD6993719.1|CCAP
OG0006519	LOC117583828|XP_034128307.1|DGUA	CCAP1982_LOCUS2512|CAD6993708.1|CCAP
OG0006520	LOC117583625|XP_034127965.1|DGUA	CCAP1982_LOCUS2026|CAD6993206.1|CCAP
OG0006521	LOC117589751|XP_034137823.1|DGUA	CCAP1982_LOCUS2005|CAD6993183.1|CCAP
OG0006522	LOC117583620|XP_034127956.1|DGUA	CCAP1982_LOCUS2031|CAD6993212.1|CCAP
OG0006523	LOC117583819|XP_034128296.1|DGUA	CCAP1982_LOCUS2034|CAD6993215.1|CCAP
OG0006524	LOC117583906|XP_034128474.1|DGUA	CCAP1982_LOCUS5759|CAD6997110.1|CCAP
OG0006526	LOC117583132|XP_034127213.1|DGUA	CCAP1982_LOCUS2073|CAD6993256.1|CCAP
OG0006527	LOC117583093|XP_034127163.1|DGUA	CCAP1982_LOCUS2072|CAD6993255.1|CCAP
OG0006528	LOC117583004|XP_034127046.1|DGUA	CCAP1982_LOCUS2071|CAD6993254.1|CCAP
OG0006529	LOC117583079|XP_034127146.1|DGUA	CCAP1982_LOCUS2069|CAD6993252.1|CCAP
OG0006531	LOC117583135|XP_034127217.1|DGUA	CCAP1982_LOCUS2067|CAD6993250.1|CCAP
OG0006532	LOC117583476|XP_034127676.1|DGUA	CCAP1982_LOCUS2059|CAD6993242.1|CCAP
OG0006533	LOC117591900|XP_034141178.1|DGUA	CCAP1982_LOCUS19931|CAD7011821.1|CCAP
OG0006534	LOC117583218|XP_034127328.1|DGUA	CCAP1982_LOCUS3697|CAD6994965.1|CCAP
OG0006535	LOC117585597|XP_034131032.1|DGUA	CCAP1982_LOCUS2679|CAD6993885.1|CCAP
OG0006536	LOC117583740|XP_034128147.1|DGUA	CCAP1982_LOCUS1192|CAD6992327.1|CCAP
OG0006537	LOC117583561|XP_034127820.1|DGUA	CCAP1982_LOCUS2988|CAD6994226.1|CCAP
OG0006538	LOC117582815|XP_034126741.1|DGUA	CCAP1982_LOCUS2640|CAD6993844.1|CCAP
OG0006540	LOC117585396|XP_034130751.1|DGUA	CCAP1982_LOCUS1180|CAD6992312.1|CCAP
OG0006541	LOC117583090|XP_034127159.1|DGUA	CCAP1982_LOCUS2721|CAD6993934.1|CCAP
OG0006542	LOC117583092|XP_034127161.1|DGUA	CCAP1982_LOCUS12767|CAD7004351.1|CCAP
OG0006543	LOC117583699|XP_034128071.1|DGUA	CCAP1982_LOCUS3442|CAD6994707.1|CCAP
OG0006544	LOC117585098|XP_034130263.1|DGUA	CCAP1982_LOCUS667|CAD6991759.1|CCAP
OG0006546	LOC117585849|XP_034131484.1|DGUA	CCAP1982_LOCUS2758|CAD6993973.1|CCAP
OG0006547	LOC117583438|XP_034127627.1|DGUA	CCAP1982_LOCUS3794|CAD6995071.1|CCAP
OG0006548	LOC117589604|XP_034137570.1|DGUA	CCAP1982_LOCUS2342|CAD6993530.1|CCAP
OG0006549	LOC117586726|XP_034132913.1|DGUA	CCAP1982_LOCUS116|CAD6991177.1|CCAP
OG0006550	LOC117583707|XP_034128085.1|DGUA	CCAP1982_LOCUS959|CAD6992079.1|CCAP
OG0006553	LOC117583038|XP_034127090.1|DGUA	CCAP1982_LOCUS3106|CAD6994351.1|CCAP
OG0006554	LOC117589636|XP_034137622.1|DGUA	CCAP1982_LOCUS2808|CAD6994031.1|CCAP
OG0006555	LOC117590030|XP_034138217.1|DGUA	CCAP1982_LOCUS2037|CAD6993218.1|CCAP
OG0006556	LOC117583351|XP_034127512.1|DGUA	CCAP1982_LOCUS1294|CAD6992432.1|CCAP
OG0006558	LOC117583054|XP_034127106.1|DGUA	CCAP1982_LOCUS4030|CAD6995311.1|CCAP
OG0006559	LOC117589508|XP_034137380.1|DGUA	CCAP1982_LOCUS1355|CAD6992506.1|CCAP
OG0006560	LOC117583010|XP_034127051.1|DGUA	CCAP1982_LOCUS1260|CAD6992396.1|CCAP
OG0006561	LOC117583151|XP_034127233.1|DGUA	CCAP1982_LOCUS2083|CAD6993266.1|CCAP
OG0006562	LOC117583231|XP_034127341.1|DGUA	CCAP1982_LOCUS3810|CAD6995086.1|CCAP
OG0006563	LOC117583025|XP_034127068.1|DGUA	CCAP1982_LOCUS3821|CAD6995098.1|CCAP
OG0006564	LOC117583024|XP_034127066.1|DGUA	CCAP1982_LOCUS3822|CAD6995099.1|CCAP
OG0006565	LOC117583156|XP_034127241.1|DGUA	CCAP1982_LOCUS3833|CAD6995110.1|CCAP
OG0006566	LOC117583832|XP_034128316.1|DGUA	CCAP1982_LOCUS2038|CAD6993219.1|CCAP
OG0006567	LOC117582783|XP_034126647.1|DGUA	CCAP1982_LOCUS4007|CAD6995288.1|CCAP
OG0006568	LOC117582781|XP_034126645.1|DGUA	CCAP1982_LOCUS4006|CAD6995287.1|CCAP
OG0006569	LOC117580426|XP_034122871.1|DGUA	CCAP1982_LOCUS11917|CAD7003464.1|CCAP
OG0006570	LOC117586545|XP_034132597.1|DGUA	CCAP1982_LOCUS222|CAD6991293.1|CCAP
OG0006571	LOC117583329|XP_034127481.1|DGUA	CCAP1982_LOCUS3269|CAD6994525.1|CCAP
OG0006572	LOC117585490|XP_034130876.1|DGUA	CCAP1982_LOCUS3507|CAD6994776.1|CCAP
OG0006573	LOC117586259|XP_034132092.1|DGUA	CCAP1982_LOCUS15|CAD6991066.1|CCAP
OG0006574	LOC117589849|XP_034137996.1|DGUA	CCAP1982_LOCUS3661|CAD6994928.1|CCAP
OG0006576	LOC117583645|XP_034127989.1|DGUA	CCAP1982_LOCUS2021|CAD6993201.1|CCAP
OG0006577	LOC117585317|XP_034130640.1|DGUA	CCAP1982_LOCUS3770|CAD6995040.1|CCAP
OG0006578	LOC117583642|XP_034127981.1|DGUA	CCAP1982_LOCUS2020|CAD6993199.1|CCAP
OG0006579	LOC117588089|XP_034135050.1|DGUA	CCAP1982_LOCUS22005|CAD7013998.1|CCAP
OG0006580	LOC117589845|XP_034137992.1|DGUA	CCAP1982_LOCUS2469|CAD6993663.1|CCAP
OG0006581	LOC117586542|XP_034132592.1|DGUA	CCAP1982_LOCUS225|CAD6991296.1|CCAP
OG0006582	LOC117586621|XP_034132718.1|DGUA	CCAP1982_LOCUS4643|CAD6995941.1|CCAP
OG0006583	LOC117583508|XP_034127741.1|DGUA	CCAP1982_LOCUS1162|CAD6992294.1|CCAP
OG0006584	LOC117581863|XP_034125216.1|DGUA	CCAP1982_LOCUS8772|CAD7000282.1|CCAP
OG0006586	LOC117583635|XP_034127975.1|DGUA	CCAP1982_LOCUS1357|CAD6992508.1|CCAP
OG0006587	LOC117583624|XP_034127963.1|DGUA	CCAP1982_LOCUS1358|CAD6992509.1|CCAP
OG0006588	LOC117585236|XP_034130527.1|DGUA	CCAP1982_LOCUS3538|CAD6994808.1|CCAP
OG0006589	LOC117586146|XP_034131930.1|DGUA	CCAP1982_LOCUS3570|CAD6994839.1|CCAP
OG0006590	LOC117586293|XP_034132139.1|DGUA	CCAP1982_LOCUS3580|CAD6994845.1|CCAP
OG0006591	LOC117587301|XP_034133785.1|DGUA	CCAP1982_LOCUS12523|CAD7004100.1|CCAP
OG0006592	LOC117583185|XP_034127277.1|DGUA	CCAP1982_LOCUS3756|CAD6995026.1|CCAP
OG0006593	LOC117583184|XP_034127275.1|DGUA	CCAP1982_LOCUS3757|CAD6995027.1|CCAP
OG0006595	LOC117578796|XP_034120413.1|DGUA	CCAP1982_LOCUS22772|CAD7014804.1|CCAP
OG0006596	LOC117592551|XP_034142320.1|DGUA	CCAP1982_LOCUS21922|CAD7013909.1|CCAP
OG0006597	LOC117589114|XP_034136682.1|DGUA	CCAP1982_LOCUS11798|CAD7003338.1|CCAP
OG0006598	LOC117584654|XP_034129573.1|DGUA	CCAP1982_LOCUS6456|CAD6997832.1|CCAP
OG0006599	LOC117586840|XP_034133022.1|DGUA	CCAP1982_LOCUS11053|CAD7002565.1|CCAP
OG0006600	LOC117579853|XP_034121850.1|DGUA	CCAP1982_LOCUS12381|CAD7003958.1|CCAP
OG0006601	LOC117579171|XP_034120825.1|DGUA	CCAP1982_LOCUS11576|CAD7003113.1|CCAP
OG0006602	LOC117579172|XP_034120826.1|DGUA	CCAP1982_LOCUS11575|CAD7003112.1|CCAP
OG0006603	LOC117579169|XP_034120823.1|DGUA	CCAP1982_LOCUS11574|CAD7003111.1|CCAP
OG0006604	LOC117587458|XP_034134070.1|DGUA	CCAP1982_LOCUS12340|CAD7003912.1|CCAP
OG0006606	LOC117589454|XP_034137295.1|DGUA	CCAP1982_LOCUS14795|CAD7006478.1|CCAP
OG0006607	LOC117586824|XP_034132994.1|DGUA	CCAP1982_LOCUS12804|CAD7004394.1|CCAP
OG0006608	LOC117586550|XP_034132603.1|DGUA	CCAP1982_LOCUS212|CAD6991282.1|CCAP
OG0006609	LOC117589664|XP_034137692.1|DGUA	CCAP1982_LOCUS3263|CAD6994519.1|CCAP
OG0006610	LOC117588900|XP_034136340.1|DGUA	CCAP1982_LOCUS10927|CAD7002436.1|CCAP
OG0006611	LOC117587052|XP_034133378.1|DGUA	CCAP1982_LOCUS10926|CAD7002435.1|CCAP
OG0006612	LOC117586869|XP_034133057.1|DGUA	CCAP1982_LOCUS10925|CAD7002434.1|CCAP
OG0006613	LOC117587060|XP_034133392.1|DGUA	CCAP1982_LOCUS11123|CAD7002639.1|CCAP
OG0006615	LOC117587042|XP_034133364.1|DGUA	CCAP1982_LOCUS11114|CAD7002630.1|CCAP
OG0006616	LOC117579135|XP_034120767.1|DGUA	CCAP1982_LOCUS11070|CAD7002583.1|CCAP
OG0006617	LOC117587001|XP_034133297.1|DGUA	CCAP1982_LOCUS11068|CAD7002581.1|CCAP
OG0006618	LOC117589384|XP_034137189.1|DGUA	CCAP1982_LOCUS12142|CAD7003705.1|CCAP
OG0006619	LOC117589165|XP_034136763.1|DGUA	CCAP1982_LOCUS11406|CAD7002941.1|CCAP
OG0006620	LOC117589155|XP_034136748.1|DGUA	CCAP1982_LOCUS11409|CAD7002944.1|CCAP
OG0006621	LOC117579649|XP_034121519.1|DGUA	CCAP1982_LOCUS12885|CAD7004480.1|CCAP
OG0006622	LOC117589292|XP_034136974.1|DGUA	CCAP1982_LOCUS11526|CAD7003063.1|CCAP
OG0006623	LOC117589300|XP_034136984.1|DGUA	CCAP1982_LOCUS14775|CAD7006457.1|CCAP
OG0006625	LOC117592614|XP_034142390.1|DGUA	CCAP1982_LOCUS21813|CAD7013792.1|CCAP
OG0006626	LOC117578427|XP_034119779.1|DGUA	CCAP1982_LOCUS22832|CAD7014867.1|CCAP
OG0006627	LOC117578843|XP_034120517.1|DGUA	CCAP1982_LOCUS22824|CAD7014857.1|CCAP
OG0006628	LOC117578839|XP_034120505.1|DGUA	CCAP1982_LOCUS22825|CAD7014859.1|CCAP
OG0006629	LOC117592365|XP_034141994.1|DGUA	CCAP1982_LOCUS21787|CAD7013761.1|CCAP
OG0006630	LOC117578890|XP_034120579.1|DGUA	CCAP1982_LOCUS21623|CAD7013567.1|CCAP
OG0006631	LOC117589274|XP_034136956.1|DGUA	CCAP1982_LOCUS10962|CAD7002473.1|CCAP
OG0006632	LOC117588587|XP_034135885.1|DGUA	CCAP1982_LOCUS21952|CAD7013941.1|CCAP
OG0006633	LOC117579803|XP_034121770.1|DGUA	CCAP1982_LOCUS14728|CAD7006408.1|CCAP
OG0006634	LOC117582451|XP_034126067.1|DGUA	CCAP1982_LOCUS7489|CAD6998943.1|CCAP
OG0006635	LOC117584052|XP_034128683.1|DGUA	CCAP1982_LOCUS8563|CAD7000059.1|CCAP
OG0006637	LOC117587334|XP_034133861.1|DGUA	CCAP1982_LOCUS11319|CAD7002850.1|CCAP
OG0006638	LOC117592259|XP_034141795.1|DGUA	CCAP1982_LOCUS22003|CAD7013994.1|CCAP
OG0006639	LOC117592212|XP_034141728.1|DGUA	CCAP1982_LOCUS21997|CAD7013988.1|CCAP
OG0006640	LOC117585366|XP_034130707.1|DGUA	CCAP1982_LOCUS22600|CAD7014608.1|CCAP
OG0006641	LOC117592403|XP_034142013.1|DGUA	CCAP1982_LOCUS22281|CAD7014278.1|CCAP
OG0006642	LOC117586181|XP_034132031.1|DGUA	CCAP1982_LOCUS21367|CAD7013296.1|CCAP
OG0006644	LOC117579125|XP_034120751.1|DGUA	CCAP1982_LOCUS13359|CAD7004982.1|CCAP
OG0006645	LOC117588207|XP_034135233.1|DGUA	CCAP1982_LOCUS7859|CAD6999332.1|CCAP
OG0006647	LOC117580521|XP_034123008.1|DGUA	CCAP1982_LOCUS23042|CAD7015088.1|CCAP
OG0006648	LOC117587122|XP_034133513.1|DGUA	CCAP1982_LOCUS11612|CAD7003151.1|CCAP
OG0006649	LOC117591988|XP_034141322.1|DGUA	CCAP1982_LOCUS22576|CAD7014577.1|CCAP
OG0006650	LOC117578439|XP_034119845.1|DGUA	CCAP1982_LOCUS22640|CAD7014652.1|CCAP
OG0006651	LOC117580039|XP_034122161.1|DGUA	CCAP1982_LOCUS13148|CAD7004755.1|CCAP
OG0006652	LOC117586838|XP_034133021.1|DGUA	CCAP1982_LOCUS13149|CAD7004756.1|CCAP
OG0006653	LOC117587507|XP_034134170.1|DGUA	CCAP1982_LOCUS13104|CAD7004711.1|CCAP
OG0006654	LOC117588896|XP_034136335.1|DGUA	CCAP1982_LOCUS11324|CAD7002855.1|CCAP
OG0006655	LOC117579704|XP_034121585.1|DGUA	CCAP1982_LOCUS13134|CAD7004741.1|CCAP
OG0006656	LOC117579056|XP_034120649.1|DGUA	CCAP1982_LOCUS11743|CAD7003281.1|CCAP
OG0006657	LOC117591482|XP_034140662.1|DGUA	CCAP1982_LOCUS22052|CAD7014046.1|CCAP
OG0006658	LOC117587401|XP_034133948.1|DGUA	CCAP1982_LOCUS11182|CAD7002705.1|CCAP
OG0006659	LOC117587402|XP_034133950.1|DGUA	CCAP1982_LOCUS11184|CAD7002707.1|CCAP
OG0006660	LOC117587414|XP_034133963.1|DGUA	CCAP1982_LOCUS12555|CAD7004135.1|CCAP
OG0006661	LOC117587348|XP_034133876.1|DGUA	CCAP1982_LOCUS12527|CAD7004104.1|CCAP
OG0006662	LOC117582084|XP_034125535.1|DGUA	CCAP1982_LOCUS7042|CAD6998444.1|CCAP
OG0006663	LOC117589133|XP_034136710.1|DGUA	CCAP1982_LOCUS14938|CAD7006632.1|CCAP
OG0006664	LOC117589676|XP_034137720.1|DGUA	CCAP1982_LOCUS2839|CAD6994068.1|CCAP
OG0006665	LOC117586828|XP_034133001.1|DGUA	CCAP1982_LOCUS14792|CAD7006474.1|CCAP, CCAP1982_LOCUS14791|CAD7006473.1|CCAP
OG0006666	LOC117592275|XP_034141830.1|DGUA	CCAP1982_LOCUS22636|CAD7014647.1|CCAP
OG0006667	LOC117580215|XP_034122500.1|DGUA	CCAP1982_LOCUS11261|CAD7002788.1|CCAP
OG0006668	LOC117578570|XP_034120042.1|DGUA	CCAP1982_LOCUS7109|CAD6998521.1|CCAP
OG0006669	LOC117579901|XP_034121927.1|DGUA	CCAP1982_LOCUS14930|CAD7006623.1|CCAP
OG0006671	LOC117580584|XP_034123081.1|DGUA	CCAP1982_LOCUS14928|CAD7006621.1|CCAP
OG0006672	LOC117587070|XP_034133406.1|DGUA	CCAP1982_LOCUS11196|CAD7002721.1|CCAP
OG0006673	LOC117588853|XP_034136244.1|DGUA	CCAP1982_LOCUS13220|CAD7004831.1|CCAP
OG0006674	LOC117587197|XP_034133631.1|DGUA	CCAP1982_LOCUS11002|CAD7002513.1|CCAP
OG0006675	LOC117580274|XP_034122618.1|DGUA	CCAP1982_LOCUS7205|CAD6998634.1|CCAP
OG0006677	LOC117586808|XP_034132971.1|DGUA	CCAP1982_LOCUS14896|CAD7006582.1|CCAP
OG0006678	LOC117580124|XP_034122308.1|DGUA	CCAP1982_LOCUS13806|CAD7005446.1|CCAP
OG0006679	LOC117589122|XP_034136694.1|DGUA	CCAP1982_LOCUS11898|CAD7003444.1|CCAP
OG0006680	LOC117583437|XP_034127626.1|DGUA	CCAP1982_LOCUS2136|CAD6993319.1|CCAP
OG0006681	LOC117580582|XP_034123078.1|DGUA	CCAP1982_LOCUS14917|CAD7006607.1|CCAP
OG0006682	LOC117579211|XP_034120871.1|DGUA	CCAP1982_LOCUS14914|CAD7006604.1|CCAP
OG0006683	LOC117579352|XP_034121070.1|DGUA	CCAP1982_LOCUS14913|CAD7006602.1|CCAP
OG0006684	LOC117586806|XP_034132967.1|DGUA	CCAP1982_LOCUS14897|CAD7006585.1|CCAP
OG0006686	LOC117589229|XP_034136873.1|DGUA	CCAP1982_LOCUS11873|CAD7003417.1|CCAP
OG0006688	LOC117587433|XP_034134000.1|DGUA	CCAP1982_LOCUS12564|CAD7004144.1|CCAP
OG0006689	LOC117579233|XP_034120905.1|DGUA	CCAP1982_LOCUS11516|CAD7003053.1|CCAP
OG0006690	LOC117584928|XP_034129974.1|DGUA	CCAP1982_LOCUS3531|CAD6994800.1|CCAP
OG0006692	LOC117579798|XP_034121757.1|DGUA	CCAP1982_LOCUS14727|CAD7006407.1|CCAP
OG0006693	LOC117589382|XP_034137187.1|DGUA	CCAP1982_LOCUS14966|CAD7006664.1|CCAP
OG0006696	LOC117588024|XP_034134956.1|DGUA	CCAP1982_LOCUS9008|CAD7000530.1|CCAP
OG0006697	LOC117580338|XP_034122733.1|DGUA	CCAP1982_LOCUS11380|CAD7002912.1|CCAP
OG0006698	LOC117589078|XP_034136605.1|DGUA	CCAP1982_LOCUS11378|CAD7002909.1|CCAP
OG0006699	LOC117580527|XP_034123011.1|DGUA	CCAP1982_LOCUS12611|CAD7004192.1|CCAP
OG0006700	LOC117587082|XP_034133441.1|DGUA	CCAP1982_LOCUS14947|CAD7006642.1|CCAP
OG0006701	LOC117585529|XP_034130941.1|DGUA	CCAP1982_LOCUS23314|CAD7015370.1|CCAP
OG0006702	LOC117589002|XP_034136507.1|DGUA	CCAP1982_LOCUS11337|CAD7002868.1|CCAP
OG0006703	LOC117589056|XP_034136576.1|DGUA	CCAP1982_LOCUS11941|CAD7003491.1|CCAP
OG0006705	LOC117578530|XP_034119987.1|DGUA	CCAP1982_LOCUS7218|CAD6998650.1|CCAP
OG0006706	LOC117586642|XP_034132767.1|DGUA	CCAP1982_LOCUS22322|CAD7014324.1|CCAP
