Orthogroup	DGUA.longest_only	AAEG.longest_only
OG0005769	LOC117585162|XP_034130389.1|DGUA	LOC5575720|XP_001655828.1|AAEG
OG0005770	LOC117584904|XP_034129937.1|DGUA	LOC5579220|XP_021709809.1|AAEG
OG0005771	LOC117583522|XP_034127760.1|DGUA	LOC5579224|XP_021706182.1|AAEG, LOC110681155|XP_021712614.1|AAEG
OG0005772	LOC117585266|XP_034130576.1|DGUA	LOC5568216|XP_001652148.1|AAEG
OG0005773	LOC117585971|XP_034131671.1|DGUA	LOC5568214|XP_001652146.1|AAEG
OG0005774	LOC117590189|XP_034138503.1|DGUA	LOC5572951|XP_001654273.2|AAEG
OG0005775	LOC117580473|XP_034122945.1|DGUA	LOC5572947|XP_001654277.1|AAEG
OG0005776	LOC117580419|XP_034122860.1|DGUA	LOC5572956|XP_001654285.2|AAEG
OG0005777	LOC117588092|XP_034135054.1|DGUA	LOC5572966|XP_001654295.1|AAEG
OG0005778	LOC117586603|XP_034132677.1|DGUA	LOC5579248|XP_021705248.1|AAEG, LOC110679678|XP_021710872.1|AAEG
OG0005780	LOC117580452|XP_034122908.1|DGUA	LOC5569656|XP_021707800.1|AAEG
OG0005781	LOC117579911|XP_034121938.1|DGUA	LOC5569669|XP_021706356.1|AAEG
OG0005782	LOC117579912|XP_034121939.1|DGUA	LOC5569660|XP_001652924.1|AAEG
OG0005783	LOC117591441|XP_034140641.1|DGUA	LOC5577948|XP_021708463.1|AAEG
OG0005784	LOC117591222|XP_034140286.1|DGUA	LOC5564163|XP_021706083.1|AAEG
OG0005785	LOC117591210|XP_034140242.1|DGUA	LOC5564176|XP_021707996.1|AAEG
OG0005786	LOC117585994|XP_034131709.1|DGUA	LOC5564171|XP_001648513.1|AAEG
OG0005787	LOC117585903|XP_034131549.1|DGUA	LOC5564178|XP_001648518.2|AAEG
OG0005788	LOC117592118|XP_034141547.1|DGUA	LOC5572305|XP_021710155.1|AAEG
OG0005789	LOC117590159|XP_034138437.1|DGUA	LOC5573881|XP_001654915.1|AAEG
OG0005790	LOC117583150|XP_034127231.1|DGUA	LOC5573884|XP_021706881.1|AAEG
OG0005791	LOC117586481|XP_034132468.1|DGUA	LOC5573883|XP_001654913.2|AAEG
OG0005792	LOC117586486|XP_034132475.1|DGUA	LOC5573051|XP_021708606.1|AAEG
OG0005793	LOC117586057|XP_034131792.1|DGUA	LOC5573045|XP_001654368.2|AAEG
OG0005794	LOC117578508|XP_034119937.1|DGUA	LOC5573044|XP_001654365.1|AAEG
OG0005795	LOC117585533|XP_034130942.1|DGUA	LOC5566731|XP_001651141.1|AAEG
OG0005796	LOC117580455|XP_034122913.1|DGUA	LOC5566724|XP_021705882.1|AAEG
OG0005797	LOC117589380|XP_034137185.1|DGUA	LOC110680561|XP_021712041.1|AAEG, LOC5566726|XP_001651134.1|AAEG
OG0005798	LOC117586632|XP_034132743.1|DGUA	LOC5566728|XP_001651133.2|AAEG, LOC5575797|XP_021707300.1|AAEG
OG0005799	LOC117585242|XP_034130535.1|DGUA	LOC5575803|XP_021705383.1|AAEG
OG0005800	LOC117590004|XP_034138181.1|DGUA	LOC5575805|XP_001662231.1|AAEG
OG0005801	LOC117590003|XP_034138180.1|DGUA	LOC5575807|XP_021705327.1|AAEG
OG0005802	LOC117586728|XP_034132915.1|DGUA	LOC5578475|XP_001656998.2|AAEG, LOC110680731|XP_021712214.1|AAEG
OG0005803	LOC117585243|XP_034130541.1|DGUA	LOC5578458|XP_021709948.1|AAEG
OG0005804	LOC117585135|XP_034130354.1|DGUA	LOC5578450|XP_001656971.1|AAEG
OG0005805	LOC117581265|XP_034124170.1|DGUA	LOC5578443|XP_001656963.1|AAEG
OG0005806	LOC117585477|XP_034130860.1|DGUA	LOC5563982|XP_021707487.1|AAEG
OG0005807	LOC117585168|XP_034130400.1|DGUA	LOC110679479|XP_021709864.1|AAEG
OG0005808	LOC117581033|XP_034123754.1|DGUA	LOC5563959|XP_001648297.2|AAEG
OG0005809	LOC117579532|XP_034121340.1|DGUA	LOC5574132|XP_001661201.1|AAEG
OG0005810	LOC117585247|XP_034130551.1|DGUA	LOC5574140|XP_001661209.1|AAEG
OG0005811	LOC117585249|XP_034130553.1|DGUA	LOC5574141|XP_001661210.1|AAEG
OG0005812	LOC117586633|XP_034132744.1|DGUA	LOC5579951|XP_021710171.1|AAEG
OG0005813	LOC117583593|XP_034127874.1|DGUA	LOC5579949|XP_021710079.1|AAEG
OG0005814	LOC117585748|XP_034131288.1|DGUA	LOC5579944|XP_001652233.2|AAEG
OG0005815	LOC117580130|XP_034122318.1|DGUA	LOC5579942|XP_021705918.1|AAEG
OG0005816	LOC117583703|XP_034128077.1|DGUA	LOC5578896|XP_021710318.1|AAEG
OG0005817	LOC117585265|XP_034130575.1|DGUA	LOC5568669|XP_001652504.2|AAEG
OG0005818	LOC117591102|XP_034140095.1|DGUA	LOC110679571|XP_021710267.1|AAEG
OG0005819	LOC117586275|XP_034132118.1|DGUA	LOC5570882|XP_001659391.1|AAEG
OG0005820	LOC117586276|XP_034132119.1|DGUA	LOC5570880|XP_001659393.1|AAEG
OG0005821	LOC117586410|XP_034132337.1|DGUA	LOC5577808|XP_001663575.1|AAEG
OG0005822	LOC117584302|XP_034129019.1|DGUA	LOC5577809|XP_001663577.1|AAEG
OG0005823	LOC117581048|XP_034123774.1|DGUA	LOC5577810|XP_001663578.2|AAEG
OG0005824	LOC117589914|XP_034138082.1|DGUA	LOC5577815|XP_001663584.2|AAEG
OG0005825	LOC117579847|XP_034121837.1|DGUA	LOC5567162|XP_001651592.1|AAEG
OG0005826	LOC117590155|XP_034138432.1|DGUA	LOC5567160|XP_001651590.1|AAEG
OG0005827	LOC117585724|XP_034131253.1|DGUA	LOC5567158|XP_001651589.1|AAEG
OG0005828	LOC117587115|XP_034133500.1|DGUA	LOC5567155|XP_001651583.1|AAEG
OG0005829	LOC117586027|XP_034131753.1|DGUA	LOC5567153|XP_021710813.1|AAEG
OG0005830	LOC117580275|XP_034122619.1|DGUA	LOC5573600|XP_001654734.1|AAEG
OG0005831	LOC117579567|XP_034121380.1|DGUA	LOC5573597|XP_001654731.2|AAEG
OG0005832	LOC117579816|XP_034121797.1|DGUA	LOC110678733|XP_021707692.1|AAEG
OG0005833	LOC117579389|XP_034121150.1|DGUA	LOC5573590|XP_021704634.1|AAEG
OG0005834	LOC117579399|XP_034121170.1|DGUA	LOC5573585|XP_021704639.1|AAEG
OG0005835	LOC117579781|XP_034121731.1|DGUA	LOC5573581|XP_001654715.2|AAEG
OG0005836	LOC117588836|XP_034136218.1|DGUA	LOC5573579|XP_001654713.2|AAEG
OG0005837	LOC117585771|XP_034131344.1|DGUA	LOC5573577|XP_021706120.1|AAEG
OG0005838	LOC117590095|XP_034138329.1|DGUA	LOC5573573|XP_021707748.1|AAEG
OG0005839	LOC117584639|XP_034129553.1|DGUA	LOC5578550|XP_021709295.1|AAEG
OG0005840	LOC117586084|XP_034131831.1|DGUA	LOC5578551|XP_001663942.2|AAEG
OG0005841	LOC117586003|XP_034131722.1|DGUA	LOC5577226|XP_021705914.1|AAEG
OG0005842	LOC117580792|XP_034123379.1|DGUA	LOC23687739|XP_011493184.1|AAEG
OG0005843	LOC117579929|XP_034121969.1|DGUA	LOC5577324|XP_021708361.1|AAEG
OG0005844	LOC117580349|XP_034122754.1|DGUA	LOC5577322|XP_001656400.1|AAEG
OG0005845	LOC117586555|XP_034132609.1|DGUA	LOC5577335|XP_021710799.1|AAEG
OG0005846	LOC117586461|XP_034132404.1|DGUA	LOC5577336|XP_021706852.1|AAEG
OG0005847	LOC117586606|XP_034132681.1|DGUA	LOC5577342|XP_001656420.2|AAEG
OG0005848	LOC117588779|XP_034136171.1|DGUA	LOC5577365|XP_001656445.1|AAEG
OG0005849	LOC117580925|XP_034123580.1|DGUA	LOC5577379|XP_021707561.1|AAEG
OG0005850	LOC117591422|XP_034140569.1|DGUA	LOC5577100|XP_021705695.1|AAEG
OG0005851	LOC117584868|XP_034129908.1|DGUA	LOC5570990|XP_001659448.2|AAEG
OG0005852	LOC117586080|XP_034131827.1|DGUA	LOC110678329|XP_021706756.1|AAEG
OG0005853	LOC117581237|XP_034124114.1|DGUA	LOC5574440|XP_021705350.1|AAEG
OG0005854	LOC117585246|XP_034130550.1|DGUA	LOC5575383|XP_021705709.1|AAEG
OG0005855	LOC117591386|XP_034140520.1|DGUA	LOC5575382|XP_021704205.1|AAEG
OG0005856	LOC117588721|XP_034136067.1|DGUA	LOC5569014|XP_021708051.1|AAEG
OG0005857	LOC117586485|XP_034132473.1|DGUA	LOC5568987|XP_001652642.1|AAEG
OG0005858	LOC117586279|XP_034132123.1|DGUA	LOC23687604|XP_021704779.1|AAEG
OG0005859	LOC117584776|XP_034129770.1|DGUA	LOC5568208|XP_021705142.1|AAEG
OG0005860	LOC117586500|XP_034132499.1|DGUA	LOC5578822|XP_021708307.1|AAEG
OG0005861	LOC117585454|XP_034130828.1|DGUA	LOC5572484|XP_021705402.1|AAEG
OG0005862	LOC117591858|XP_034141119.1|DGUA	LOC5572476|XP_021710165.1|AAEG, LOC110680708|XP_021712189.1|AAEG
OG0005863	LOC117591976|XP_034141302.1|DGUA	LOC23687538|XP_011493159.2|AAEG
OG0005864	LOC117586463|XP_034132420.1|DGUA	LOC5575422|XP_001661944.2|AAEG
OG0005865	LOC117586727|XP_034132914.1|DGUA	LOC5564785|XP_001649142.1|AAEG
OG0005866	LOC117592605|XP_034142379.1|DGUA	LOC5564796|XP_021706032.1|AAEG
OG0005867	LOC117583917|XP_034128486.1|DGUA	LOC5564790|XP_001649133.2|AAEG
OG0005868	LOC117583995|XP_034128618.1|DGUA	LOC5564777|XP_001649112.1|AAEG
OG0005869	LOC117580741|XP_034123308.1|DGUA	LOC5564784|XP_001649114.1|AAEG
OG0005870	LOC117581128|XP_034123945.1|DGUA	LOC5564770|XP_001649121.1|AAEG
OG0005871	LOC117580957|XP_034123633.1|DGUA	LOC5577027|XP_001663121.1|AAEG
OG0005872	LOC117583046|XP_034127099.1|DGUA	LOC5577026|XP_021704956.1|AAEG
OG0005873	LOC117586450|XP_034132383.1|DGUA	LOC5572247|XP_001653938.2|AAEG
OG0005874	LOC117588778|XP_034136163.1|DGUA	LOC5564087|XP_021706445.1|AAEG
OG0005875	LOC117578855|XP_034120535.1|DGUA	LOC5572136|XP_021706317.1|AAEG
OG0005876	LOC117590860|XP_034139758.1|DGUA	LOC5570026|XP_021704159.1|AAEG
OG0005877	LOC117588715|XP_034136059.1|DGUA	LOC5570050|XP_021708576.1|AAEG
OG0005878	LOC117581135|XP_034123951.1|DGUA	LOC5565745|XP_021707813.1|AAEG
OG0005879	LOC117580687|XP_034123204.1|DGUA	LOC5579837|XP_001651512.1|AAEG
OG0005880	LOC117589180|XP_034136794.1|DGUA	LOC5578190|XP_021705785.1|AAEG
OG0005881	LOC117580297|XP_034122671.1|DGUA	LOC5578184|XP_001656828.1|AAEG
OG0005882	LOC117591033|XP_034140018.1|DGUA	LOC5578194|XP_021705884.1|AAEG
OG0005883	LOC117588985|XP_034136473.1|DGUA	LOC110679519|XP_021710035.1|AAEG
OG0005884	LOC117580047|XP_034122176.1|DGUA	LOC5578205|XP_011493735.2|AAEG
OG0005885	LOC117579659|XP_034121533.1|DGUA	LOC5570805|XP_021709306.1|AAEG
OG0005886	LOC117580407|XP_034122845.1|DGUA	LOC5570806|XP_021707582.1|AAEG
OG0005887	LOC117580294|XP_034122662.1|DGUA	LOC5570811|XP_021709050.1|AAEG
OG0005888	LOC117589409|XP_034137230.1|DGUA	LOC5570813|XP_021705541.1|AAEG
OG0005889	LOC117580219|XP_034122509.1|DGUA	LOC5573021|XP_021710069.1|AAEG
OG0005890	LOC117581469|XP_034124596.1|DGUA	LOC5572118|XP_021710581.1|AAEG
OG0005891	LOC117580269|XP_034122600.1|DGUA	LOC5572119|XP_001660206.1|AAEG
OG0005892	LOC117580084|XP_034122228.1|DGUA	LOC5572122|XP_001660203.1|AAEG
OG0005893	LOC117579355|XP_034121079.1|DGUA	LOC23687963|XP_011493441.1|AAEG
OG0005894	LOC117579356|XP_034121080.1|DGUA	LOC5570580|XP_001653244.2|AAEG
OG0005895	LOC117579357|XP_034121081.1|DGUA	LOC5570575|XP_001653245.1|AAEG
OG0005896	LOC117580005|XP_034122100.1|DGUA	LOC5570581|XP_001653243.2|AAEG
OG0005897	LOC117580104|XP_034122259.1|DGUA	LOC5570582|XP_021704722.1|AAEG
OG0005898	LOC117580703|XP_034123243.1|DGUA	LOC5579050|XP_001657248.1|AAEG
OG0005899	LOC117578676|XP_034120193.1|DGUA	LOC5576220|XP_001655998.2|AAEG
OG0005900	LOC117582284|XP_034125811.1|DGUA	LOC5576218|XP_021709290.1|AAEG
OG0005901	LOC117590587|XP_034139235.1|DGUA	LOC5571176|XP_001653482.2|AAEG
OG0005902	LOC117592126|XP_034141561.1|DGUA	LOC5571166|XP_021706038.1|AAEG
OG0005903	LOC117585088|XP_034130247.1|DGUA	LOC5571173|XP_001653486.1|AAEG
OG0005904	LOC117585289|XP_034130607.1|DGUA	LOC5571178|XP_001653489.2|AAEG
OG0005905	LOC117580063|XP_034122192.1|DGUA	LOC5571159|XP_021709920.1|AAEG
OG0005906	LOC117579087|XP_034120689.1|DGUA	LOC5568380|XP_001658030.3|AAEG
OG0005907	LOC117589263|XP_034136931.1|DGUA	LOC110680448|XP_021711933.1|AAEG, LOC5568391|XP_021705858.1|AAEG
OG0005908	LOC117580569|XP_034123063.1|DGUA	LOC5563849|XP_001648164.1|AAEG
OG0005909	LOC117580234|XP_034122546.1|DGUA	LOC5576402|XP_021704878.1|AAEG
OG0005910	LOC117583019|XP_034127064.1|DGUA	LOC5566612|XP_021709871.1|AAEG
OG0005911	LOC117583034|XP_034127086.1|DGUA	LOC5566611|XP_001651008.2|AAEG
OG0005912	LOC117583600|XP_034127888.1|DGUA	LOC5566608|XP_001651005.2|AAEG
OG0005913	LOC117589755|XP_034137827.1|DGUA	LOC5566585|XP_001650980.2|AAEG
OG0005914	LOC117592538|XP_034142300.1|DGUA	LOC5566583|XP_021704540.1|AAEG
OG0005915	LOC117592539|XP_034142301.1|DGUA	LOC5566632|XP_021707046.1|AAEG
OG0005916	LOC117585950|XP_034131633.1|DGUA	LOC5565223|XP_021704549.1|AAEG
OG0005917	LOC117592380|XP_034141982.1|DGUA	LOC5568201|XP_001657919.2|AAEG
OG0005918	LOC117581517|XP_034124699.1|DGUA	LOC5568202|XP_001657918.2|AAEG
OG0005919	LOC117592022|XP_034141368.1|DGUA	LOC5570372|XP_021706824.1|AAEG
OG0005921	LOC117586916|XP_034133155.1|DGUA	LOC110680623|XP_021712110.1|AAEG, LOC5563902|XP_021709765.1|AAEG
OG0005922	LOC117580717|XP_034123272.1|DGUA	LOC5569533|XP_001652844.2|AAEG
OG0005923	LOC117587500|XP_034134162.1|DGUA	LOC5569539|XP_001652851.2|AAEG
OG0005924	LOC117587504|XP_034134167.1|DGUA	LOC5569540|XP_001652852.1|AAEG
OG0005925	LOC117580220|XP_034122514.1|DGUA	LOC5575322|XP_021704361.1|AAEG
OG0005926	LOC117590540|XP_034139159.1|DGUA	LOC5571127|XP_021708993.1|AAEG, LOC110681324|XP_021712770.1|AAEG
OG0005927	LOC117585576|XP_034131003.1|DGUA	LOC5571108|XP_021706164.1|AAEG
OG0005928	LOC117588483|XP_034135675.1|DGUA	LOC5571110|XP_021706166.1|AAEG
OG0005929	LOC117587098|XP_034133468.1|DGUA	LOC5571111|XP_001659551.2|AAEG
OG0005930	LOC117581043|XP_034123771.1|DGUA	LOC5571122|XP_001659563.2|AAEG, LOC110679710|XP_021711032.1|AAEG
OG0005931	LOC117590015|XP_034138197.1|DGUA	LOC5571125|XP_001659566.1|AAEG
OG0005932	LOC117587759|XP_034134585.1|DGUA	LOC5574778|XP_021709594.1|AAEG
OG0005933	LOC117578780|XP_034120379.1|DGUA	LOC5578345|XP_021704458.1|AAEG
OG0005934	LOC117578516|XP_034119952.1|DGUA	LOC5578333|XP_021710764.1|AAEG
OG0005935	LOC117579943|XP_034121990.1|DGUA	LOC5578336|XP_001656907.2|AAEG
OG0005936	LOC117584865|XP_034129905.1|DGUA	LOC5578339|XP_001656904.2|AAEG
OG0005937	LOC117579946|XP_034121996.1|DGUA	LOC5578341|XP_021711621.1|AAEG
OG0005938	LOC117592435|XP_034142126.1|DGUA	LOC110677921|XP_021705629.1|AAEG
OG0005939	LOC117590214|XP_034138566.1|DGUA	LOC5573756|XP_001654783.1|AAEG
OG0005941	LOC117589432|XP_034137263.1|DGUA	LOC5573748|XP_001654776.2|AAEG
OG0005942	LOC117591409|XP_034140556.1|DGUA	LOC5573735|XP_021706483.1|AAEG
OG0005943	LOC117591401|XP_034140543.1|DGUA	LOC5573733|XP_021704398.1|AAEG
OG0005944	LOC117583537|XP_034127821.1|DGUA	LOC5573731|XP_001654758.1|AAEG
OG0005945	LOC117590799|XP_034139695.1|DGUA	LOC5573730|XP_021704985.1|AAEG
OG0005946	LOC117592653|XP_034142492.1|DGUA	LOC5579667|XP_021707882.1|AAEG
OG0005947	LOC117592100|XP_034141508.1|DGUA	LOC5579652|XP_021709459.1|AAEG
OG0005948	LOC117579639|XP_034121507.1|DGUA	LOC5577244|XP_001656350.2|AAEG
OG0005949	LOC117579143|XP_034120774.1|DGUA	LOC5577242|XP_001656348.2|AAEG, LOC110681169|XP_021712632.1|AAEG
OG0005950	LOC117581829|XP_034125168.1|DGUA	LOC5564727|XP_001649069.2|AAEG
OG0005951	LOC117579581|XP_034121399.1|DGUA	LOC110678170|XP_021706485.1|AAEG
OG0005952	LOC117581828|XP_034125166.1|DGUA	LOC5565494|XP_001649841.1|AAEG
OG0005953	LOC117584875|XP_034129917.1|DGUA	LOC5565505|XP_001649842.1|AAEG
OG0005954	LOC117584834|XP_034129855.1|DGUA	LOC5565497|XP_021705136.1|AAEG
OG0005955	LOC117586741|XP_034132934.1|DGUA	LOC5565500|XP_021705146.1|AAEG
OG0005956	LOC117590151|XP_034138464.1|DGUA	LOC5573069|XP_021709006.1|AAEG
OG0005957	LOC117584911|XP_034129949.1|DGUA	LOC5573066|XP_001654397.1|AAEG
OG0005958	LOC117591206|XP_034140237.1|DGUA	LOC5573059|XP_021705803.1|AAEG
OG0005959	LOC117587699|XP_034134487.1|DGUA	LOC110678347|XP_021706792.1|AAEG, LOC5577488|XP_001663406.1|AAEG
OG0005960	LOC117588409|XP_034135566.1|DGUA	LOC5571000|XP_021704625.1|AAEG
OG0005961	LOC117583488|XP_034127721.1|DGUA	LOC5571002|XP_021710425.1|AAEG
OG0005962	LOC117578580|XP_034120053.1|DGUA	LOC5571010|XP_001653439.1|AAEG
OG0005963	LOC117582169|XP_034125660.1|DGUA	LOC5571013|XP_001653443.2|AAEG
OG0005964	LOC117584611|XP_034129521.1|DGUA	LOC5575076|XP_021705480.1|AAEG
OG0005965	LOC117581777|XP_034125095.1|DGUA	LOC5575080|XP_001661806.2|AAEG
OG0005966	LOC117592592|XP_034142367.1|DGUA	LOC5575087|XP_021709807.1|AAEG
OG0005967	LOC117589933|XP_034138111.1|DGUA	LOC5572365|XP_001660320.1|AAEG
OG0005968	LOC117583279|XP_034127404.1|DGUA	LOC5567137|XP_001651565.1|AAEG
OG0005969	LOC117579524|XP_034121332.1|DGUA	LOC5574124|XP_021709120.1|AAEG
OG0005970	LOC117579503|XP_034121298.1|DGUA	LOC5574237|XP_021708770.1|AAEG
OG0005971	LOC117589820|XP_034137946.1|DGUA	LOC5576254|XP_021704837.1|AAEG
OG0005972	LOC117588890|XP_034136324.1|DGUA	LOC5576251|XP_021705525.1|AAEG
OG0005973	LOC117580456|XP_034122917.1|DGUA	LOC5575280|XP_001661880.1|AAEG
OG0005974	LOC117586953|XP_034133213.1|DGUA	LOC5575273|XP_021707888.1|AAEG
OG0005975	LOC117588892|XP_034136332.1|DGUA	LOC5565582|XP_001649939.1|AAEG
OG0005977	LOC117592309|XP_034141878.1|DGUA	LOC5575269|XP_001661872.2|AAEG
OG0005978	LOC117591961|XP_034141285.1|DGUA	LOC5575271|XP_001661868.1|AAEG
OG0005979	LOC117588356|XP_034135462.1|DGUA	LOC5573625|XP_001660943.1|AAEG
OG0005980	LOC117585040|XP_034130190.1|DGUA	LOC5573629|XP_021707466.1|AAEG
OG0005981	LOC117590536|XP_034139148.1|DGUA	LOC23687867|XP_021711618.1|AAEG
OG0005982	LOC117592330|XP_034141912.1|DGUA	LOC5563815|XP_001648099.1|AAEG
OG0005983	LOC117588762|XP_034136135.1|DGUA	LOC5563813|XP_001648098.1|AAEG
OG0005984	LOC117590424|XP_034138922.1|DGUA	LOC5573835|XP_021707249.1|AAEG
OG0005985	LOC117591366|XP_034140492.1|DGUA	LOC5573836|XP_021708339.1|AAEG
OG0005986	LOC117581228|XP_034124102.1|DGUA	LOC5573829|XP_021705455.1|AAEG
OG0005987	LOC117581570|XP_034124805.1|DGUA	LOC5574298|XP_021707684.1|AAEG
OG0005988	LOC117588794|XP_034136216.1|DGUA	LOC5563757|XP_021709436.1|AAEG
OG0005989	LOC117588657|XP_034136028.1|DGUA	LOC5577098|XP_021709658.1|AAEG
OG0005990	LOC117578566|XP_034120033.1|DGUA	LOC5577097|XP_021706108.1|AAEG
OG0005991	LOC117592244|XP_034141770.1|DGUA	LOC5577095|XP_001663180.1|AAEG
OG0005992	LOC117580351|XP_034122759.1|DGUA	LOC5577460|XP_001663396.2|AAEG
OG0005993	LOC117580352|XP_034122760.1|DGUA	LOC5577466|XP_021710504.1|AAEG
OG0005994	LOC117589435|XP_034137264.1|DGUA	LOC5571878|XP_021710762.1|AAEG
OG0005995	LOC117588887|XP_034136318.1|DGUA	LOC5575860|XP_021709082.1|AAEG
OG0005996	LOC117579953|XP_034122017.1|DGUA	LOC5575858|XP_001662267.1|AAEG
OG0005997	LOC117578622|XP_034120117.1|DGUA	LOC5568695|XP_001652518.2|AAEG
OG0005998	LOC117580488|XP_034122964.1|DGUA	LOC110679587|XP_021710432.1|AAEG
OG0005999	LOC117587057|XP_034133388.1|DGUA	LOC5568711|XP_001652536.1|AAEG
OG0006000	LOC117590156|XP_034138436.1|DGUA	LOC5568714|XP_021709749.1|AAEG
OG0006001	LOC117579962|XP_034122028.1|DGUA	LOC5574265|XP_021708347.1|AAEG
OG0006002	LOC117581499|XP_034124645.1|DGUA	LOC5563823|XP_001648145.2|AAEG
OG0006003	LOC117580411|XP_034122849.1|DGUA, LOC117580382|XP_034122810.1|DGUA	LOC5563827|XP_021704627.1|AAEG
OG0006004	LOC117586498|XP_034132490.1|DGUA	LOC5567430|XP_001657422.1|AAEG
OG0006005	LOC117591879|XP_034141148.1|DGUA	LOC5575696|XP_001662142.2|AAEG
OG0006006	LOC117586559|XP_034132652.1|DGUA	LOC5566300|XP_001650689.2|AAEG
OG0006007	LOC117578549|XP_034120012.1|DGUA	LOC5573474|XP_021705407.1|AAEG
OG0006008	LOC117584566|XP_034129421.1|DGUA	LOC5566304|XP_021709183.1|AAEG
OG0006009	LOC117580546|XP_034123034.1|DGUA	LOC110681445|XP_021712900.1|AAEG, LOC5573470|XP_021705046.1|AAEG
OG0006010	LOC117589286|XP_034136968.1|DGUA	LOC23687966|XP_021706500.1|AAEG
OG0006011	LOC117588994|XP_034136491.1|DGUA	LOC5577172|XP_001663254.2|AAEG
OG0006012	LOC117580151|XP_034122352.1|DGUA	LOC5569782|XP_021711413.1|AAEG
OG0006013	LOC117578697|XP_034120233.1|DGUA	LOC5569787|XP_021705605.1|AAEG
OG0006014	LOC117579761|XP_034121704.1|DGUA	LOC5574960|XP_001655431.2|AAEG
OG0006015	LOC117583358|XP_034127523.1|DGUA	LOC23687737|XP_021705989.1|AAEG
OG0006016	LOC117578778|XP_034120375.1|DGUA	LOC5573350|XP_021705674.1|AAEG
OG0006017	LOC117578753|XP_034120330.1|DGUA	LOC5573349|XP_001660831.2|AAEG
OG0006018	LOC117592037|XP_034141395.1|DGUA	LOC5573352|XP_021704340.1|AAEG
OG0006019	LOC117592427|XP_034142072.1|DGUA	LOC5573360|XP_021706074.1|AAEG
OG0006020	LOC117580190|XP_034122441.1|DGUA	LOC5564745|XP_001649088.2|AAEG
OG0006021	LOC117587307|XP_034133793.1|DGUA	LOC5564744|XP_021708098.1|AAEG
OG0006022	LOC117587800|XP_034134639.1|DGUA	LOC5567368|XP_021710034.1|AAEG
OG0006023	LOC117591339|XP_034140455.1|DGUA, LOC117591221|XP_034140285.1|DGUA	LOC5575037|XP_001661768.1|AAEG
OG0006024	LOC117581312|XP_034124247.1|DGUA	LOC110680707|XP_021712188.1|AAEG, LOC5567355|XP_021708032.1|AAEG
OG0006025	LOC117579783|XP_034121737.1|DGUA	LOC5580239|XP_001662431.1|AAEG
OG0006026	LOC117583344|XP_034127499.1|DGUA	LOC5563869|XP_021708782.1|AAEG
OG0006027	LOC117578818|XP_034120463.1|DGUA	LOC5572397|XP_021709286.1|AAEG
OG0006028	LOC117583507|XP_034127744.1|DGUA	LOC5576764|XP_001662850.2|AAEG
OG0006029	LOC117592245|XP_034141771.1|DGUA	LOC5576765|XP_001662847.2|AAEG
OG0006030	LOC117583339|XP_034127493.1|DGUA	LOC5565337|XP_001649686.1|AAEG
OG0006031	LOC117578862|XP_034120544.1|DGUA	LOC5565339|XP_021705340.1|AAEG
OG0006032	LOC117580721|XP_034123277.1|DGUA	LOC5565734|XP_021709353.1|AAEG
OG0006033	LOC117578752|XP_034120329.1|DGUA	LOC110677743|XP_021704702.1|AAEG
OG0006034	LOC117589743|XP_034137814.1|DGUA	LOC5565799|XP_021705215.1|AAEG
OG0006035	LOC117585896|XP_034131542.1|DGUA	LOC5571032|XP_001659469.1|AAEG
OG0006036	LOC117587622|XP_034134371.1|DGUA	LOC5571034|XP_001659467.2|AAEG
OG0006037	LOC117581537|XP_034124746.1|DGUA	LOC110678815|XP_021707923.1|AAEG
OG0006038	LOC117585313|XP_034130633.1|DGUA	LOC5569797|XP_001653009.1|AAEG
OG0006039	LOC117589440|XP_034137276.1|DGUA	LOC5569794|XP_021704287.1|AAEG
OG0006040	LOC117589808|XP_034137920.1|DGUA	LOC5574781|XP_001655338.2|AAEG
OG0006041	LOC117590483|XP_034139030.1|DGUA	LOC5574773|XP_001655331.2|AAEG
OG0006042	LOC117592066|XP_034141455.1|DGUA	LOC5574775|XP_021707090.1|AAEG
OG0006043	LOC117580528|XP_034123012.1|DGUA	LOC5578348|XP_021710741.1|AAEG
OG0006044	LOC117590746|XP_034139547.1|DGUA	LOC5577777|XP_001663552.1|AAEG
OG0006045	LOC117589486|XP_034137344.1|DGUA	LOC5577770|XP_021706153.1|AAEG
OG0006046	LOC117582565|XP_034126297.1|DGUA	LOC5567237|XP_021710103.1|AAEG
OG0006047	LOC117579973|XP_034122042.1|DGUA	LOC5567213|XP_021704572.1|AAEG
OG0006048	LOC117579113|XP_034120731.1|DGUA	LOC5567188|XP_001651617.2|AAEG
OG0006049	LOC117590340|XP_034138729.1|DGUA	LOC5567181|XP_001651610.1|AAEG
OG0006050	LOC117583548|XP_034127798.1|DGUA	LOC5567177|XP_001651607.1|AAEG
OG0006051	LOC117591037|XP_034140022.1|DGUA	LOC5567175|XP_001651605.1|AAEG
OG0006052	LOC117579873|XP_034121888.1|DGUA	LOC5567249|XP_021706241.1|AAEG
OG0006053	LOC117589219|XP_034136856.1|DGUA	LOC5578574|XP_001663965.1|AAEG
OG0006054	LOC117590578|XP_034139212.1|DGUA	LOC5571211|XP_021708731.1|AAEG
OG0006055	LOC117583020|XP_034127061.1|DGUA	LOC5571208|XP_021708173.1|AAEG
OG0006056	LOC117592068|XP_034141463.1|DGUA	LOC5575533|XP_001662032.1|AAEG
