Orthogroup	DGUA.longest_only	DNOV.longest_only
OG0008906	LOC117579476|XP_034121257.1|DGUA	LOC115770194|XP_030571216.1|DNOV
OG0008907	LOC117585070|XP_034130226.1|DGUA	LOC115770860|XP_030572156.1|DNOV
OG0008908	LOC117586356|XP_034132265.1|DGUA	LOC115761504|XP_030559132.1|DNOV
OG0008909	LOC117583612|XP_034127940.1|DGUA	LOC115772116|XP_030573949.1|DNOV
OG0008910	LOC117582807|XP_034126729.1|DGUA	LOC115761894|XP_030559760.1|DNOV
OG0008911	LOC117583152|XP_034127234.1|DGUA	LOC115764144|XP_030562877.1|DNOV
OG0008912	LOC117590084|XP_034138315.1|DGUA	LOC115764183|XP_030562930.1|DNOV
OG0008913	LOC117589678|XP_034137723.1|DGUA	LOC115761192|XP_030558724.1|DNOV
OG0008914	LOC117585784|XP_034131366.1|DGUA	LOC115759547|XP_030556363.1|DNOV
OG0008915	LOC117586189|XP_034132006.1|DGUA	LOC115765626|XP_030565136.1|DNOV
OG0008916	LOC117581689|XP_034124956.1|DGUA	LOC115765976|XP_030565593.1|DNOV
OG0008917	LOC117582369|XP_034125919.1|DGUA	LOC115759118|XP_030555820.1|DNOV
OG0008918	LOC117582262|XP_034125774.1|DGUA	LOC115759245|XP_030556004.1|DNOV
OG0008919	LOC117582629|XP_034126395.1|DGUA	LOC115765863|XP_030565453.1|DNOV
OG0008920	LOC117591275|XP_034140365.1|DGUA	LOC115768624|XP_030569147.1|DNOV
OG0008921	LOC117588091|XP_034135053.1|DGUA	LOC115760058|XP_030557097.1|DNOV
OG0008922	LOC117587964|XP_034134863.1|DGUA	LOC115763328|XP_030561692.1|DNOV
OG0008923	LOC117579227|XP_034120901.1|DGUA	LOC115761010|XP_030558480.1|DNOV
OG0008924	LOC117592301|XP_034141865.1|DGUA	LOC115762220|XP_030560214.1|DNOV
OG0008925	LOC117587609|XP_034134355.1|DGUA	LOC115761095|XP_030558577.1|DNOV
OG0008926	LOC117590277|XP_034138657.1|DGUA, LOC117580186|XP_034122480.1|DGUA	LOC115762044|XP_030559981.1|DNOV
OG0008927	LOC117588926|XP_034136396.1|DGUA	LOC115770465|XP_030571641.1|DNOV
OG0008928	LOC117578482|XP_034119905.1|DGUA	LOC115762497|XP_030560594.1|DNOV
OG0008929	LOC117578766|XP_034120362.1|DGUA	LOC115762843|XP_030561081.1|DNOV
OG0008930	LOC117589690|XP_034137740.1|DGUA	LOC115761526|XP_030559157.1|DNOV
OG0008931	LOC117578811|XP_034120452.1|DGUA	LOC115760828|XP_030558212.1|DNOV
OG0008932	LOC117586673|XP_034132816.1|DGUA	LOC115762380|XP_030560420.1|DNOV
OG0008933	LOC117591884|XP_034141158.1|DGUA	LOC115762350|XP_030560378.1|DNOV
OG0008934	LOC117579470|XP_034121250.1|DGUA	LOC115771039|XP_030572436.1|DNOV
OG0008935	LOC117578667|XP_034120184.1|DGUA	LOC115762434|XP_030560491.1|DNOV
OG0008936	LOC117592404|XP_034142020.1|DGUA	LOC115764460|XP_030563358.1|DNOV
OG0008937	LOC117592272|XP_034141824.1|DGUA	LOC115758188|XP_030554589.1|DNOV
OG0008938	LOC117592520|XP_034142262.1|DGUA	LOC115764552|XP_030563533.1|DNOV
OG0008939	LOC117581196|XP_034124052.1|DGUA	LOC115766582|XP_030566428.1|DNOV
OG0008940	LOC117578974|XP_034120598.1|DGUA	LOC115768745|XP_030569330.1|DNOV
OG0008941	LOC117581219|XP_034124088.1|DGUA	LOC115767789|XP_030567980.1|DNOV
OG0008942	LOC117588630|XP_034135950.1|DGUA	LOC115767854|XP_030568067.1|DNOV
OG0008943	LOC117590482|XP_034139029.1|DGUA	LOC115768976|XP_030569552.1|DNOV
OG0008944	LOC117581076|XP_034123851.1|DGUA	LOC115767782|XP_030567971.1|DNOV
OG0008945	LOC117581242|XP_034124123.1|DGUA	LOC115768337|XP_030568761.1|DNOV
OG0008946	LOC117591022|XP_034140000.1|DGUA	LOC115768480|XP_030568919.1|DNOV
OG0008948	LOC117590758|XP_034139588.1|DGUA	LOC115768667|XP_030569207.1|DNOV
OG0008949	LOC117587343|XP_034133874.1|DGUA	LOC115769598|XP_030570345.1|DNOV
OG0008950	LOC117588288|XP_034135357.1|DGUA	LOC115764243|XP_030563020.1|DNOV
OG0008951	LOC117589182|XP_034136796.1|DGUA	LOC115762892|XP_030561127.1|DNOV
OG0008952	LOC117580637|XP_034123116.1|DGUA	LOC115767292|XP_030567384.1|DNOV
OG0008953	LOC117589411|XP_034137233.1|DGUA	LOC115769546|XP_030570249.1|DNOV, LOC115769545|XP_030570248.1|DNOV, LOC115771414|XP_030572974.1|DNOV
OG0008955	LOC117579456|XP_034121234.1|DGUA	LOC115771236|XP_030572697.1|DNOV
OG0008956	LOC117583748|XP_034128157.1|DGUA, LOC117583383|XP_034127559.1|DGUA	LOC115771541|XP_030573140.1|DNOV
OG0008957	LOC117579971|XP_034122039.1|DGUA	LOC115770041|XP_030570980.1|DNOV, LOC115770390|XP_030571499.1|DNOV
OG0008958	LOC117580237|XP_034122550.1|DGUA	LOC115766734|XP_030566559.1|DNOV, LOC115770766|XP_030572041.1|DNOV
OG0008959	LOC117587223|XP_034133674.1|DGUA	LOC115770314|XP_030571410.1|DNOV
OG0008960	LOC117587451|XP_034134061.1|DGUA	LOC115770371|XP_030571477.1|DNOV
OG0008961	LOC117581893|XP_034125252.1|DGUA, LOC117581964|XP_034125340.1|DGUA	LOC115765504|XP_030564977.1|DNOV
OG0008962	LOC117590562|XP_034139194.1|DGUA, LOC117583424|XP_034127612.1|DGUA	LOC115765280|XP_030564629.1|DNOV
OG0008963	LOC117581355|XP_034124378.1|DGUA, LOC117580859|XP_034123498.1|DGUA	LOC115767316|XP_030567416.1|DNOV
OG0008964	LOC117588680|XP_034136020.1|DGUA	LOC115767088|XP_030567096.1|DNOV, LOC115767095|XP_030567103.1|DNOV
OG0008965	LOC117587969|XP_034134869.1|DGUA	LOC115763455|XP_030561886.1|DNOV
OG0008968	LOC117581903|XP_034125262.1|DGUA	LOC115759268|XP_030556029.1|DNOV
OG0008969	LOC117582307|XP_034125841.1|DGUA	LOC115759095|XP_030555788.1|DNOV, LOC115759094|XP_030555787.1|DNOV
OG0008970	LOC117582336|XP_034125879.1|DGUA	LOC115758646|XP_030555241.1|DNOV
OG0008971	LOC117589216|XP_034136852.1|DGUA	LOC115762780|XP_030560991.1|DNOV
OG0008972	LOC117589239|XP_034136894.1|DGUA	LOC115771234|XP_030572695.1|DNOV
OG0008973	LOC117579285|XP_034120975.1|DGUA	LOC115770349|XP_030571446.1|DNOV
OG0008977	LOC117587795|XP_034134631.1|DGUA	LOC115763567|XP_030562047.1|DNOV
OG0008978	LOC117584422|XP_034129200.1|DGUA	LOC115762488|XP_030560585.1|DNOV
OG0008979	LOC117587807|XP_034134652.1|DGUA, LOC117587809|XP_034134654.1|DGUA	LOC115758770|XP_030555394.1|DNOV
OG0008988	LOC117589665|XP_034137693.1|DGUA	LOC115764792|XP_030563895.1|DNOV
OG0008989	LOC117588554|XP_034135827.1|DGUA	LOC115764329|XP_030563139.1|DNOV
OG0008990	LOC117579322|XP_034121027.1|DGUA	LOC115769771|XP_030570595.1|DNOV
OG0008991	LOC117590153|XP_034138428.1|DGUA	LOC115761925|XP_030559806.1|DNOV
OG0008992	LOC117584992|XP_034130112.1|DGUA	LOC115764993|XP_030564189.1|DNOV
OG0008993	LOC117579458|XP_034121237.1|DGUA	LOC115767930|XP_030568165.1|DNOV
OG0008994	LOC117581779|XP_034125093.1|DGUA	LOC115758519|XP_030555072.1|DNOV
OG0008995	LOC117587483|XP_034134111.1|DGUA	LOC115757825|XP_030554108.1|DNOV
OG0008996	LOC117581541|XP_034124747.1|DGUA	LOC115767350|XP_030567461.1|DNOV
OG0008997	LOC117590826|XP_034139691.1|DGUA	LOC115768351|XP_030568774.1|DNOV
OG0008999	LOC117588298|XP_034135371.1|DGUA	LOC115767104|XP_030567111.1|DNOV
OG0009000	LOC117590694|XP_034139486.1|DGUA, LOC117590767|XP_034139604.1|DGUA, LOC117590885|XP_034139806.1|DGUA	LOC115768282|XP_030568680.1|DNOV
OG0009001	LOC117587607|XP_034134349.1|DGUA	LOC115763457|XP_030561889.1|DNOV
OG0009002	LOC117589661|XP_034137688.1|DGUA	LOC115761968|XP_030559870.1|DNOV
OG0009003	LOC117590477|XP_034139026.1|DGUA	LOC115768895|XP_030569473.1|DNOV
OG0009004	LOC117591869|XP_034141134.1|DGUA	LOC115758918|XP_030555576.1|DNOV
OG0009005	LOC117584361|XP_034129090.1|DGUA	LOC115758447|XP_030554972.1|DNOV
OG0009006	LOC117585325|XP_034130655.1|DGUA	LOC115771925|XP_030573684.1|DNOV
OG0009007	LOC117587176|XP_034133584.1|DGUA	LOC115770215|XP_030571271.1|DNOV
OG0009008	LOC117586693|XP_034132849.1|DGUA	LOC115763693|XP_030562238.1|DNOV
OG0009009	LOC117587093|XP_034133457.1|DGUA	LOC115769978|XP_030570899.1|DNOV
OG0009010	LOC117586812|XP_034132977.1|DGUA	LOC115767156|XP_030567189.1|DNOV
OG0009011	LOC117579391|XP_034121155.1|DGUA	LOC115762772|XP_030560982.1|DNOV
OG0009012	LOC117587712|XP_034134511.1|DGUA	LOC115761049|XP_030558524.1|DNOV
OG0009013	LOC117580729|XP_034123284.1|DGUA	LOC115767967|XP_030568226.1|DNOV
OG0009014	LOC117589256|XP_034136922.1|DGUA	LOC115762929|XP_030561169.1|DNOV
OG0009015	LOC117579136|XP_034120768.1|DGUA	LOC115771173|XP_030572616.1|DNOV
OG0009016	LOC117589436|XP_034137266.1|DGUA	LOC115769617|XP_030570380.1|DNOV
OG0009017	LOC117584117|XP_034128758.1|DGUA	LOC115763507|XP_030561964.1|DNOV
OG0009018	LOC117590684|XP_034139474.1|DGUA	LOC115766790|XP_030566669.1|DNOV
OG0009019	LOC117590580|XP_034139219.1|DGUA	LOC115766743|XP_030566568.1|DNOV
OG0009020	LOC117583704|XP_034128079.1|DGUA	LOC115761382|XP_030558994.1|DNOV
OG0009021	LOC117585894|XP_034131540.1|DGUA	LOC115759444|XP_030556225.1|DNOV
OG0009022	LOC117589802|XP_034137901.1|DGUA	LOC115761484|XP_030559110.1|DNOV
OG0009023	LOC117582957|XP_034126957.1|DGUA	LOC115764934|XP_030564104.1|DNOV
OG0009024	LOC117582794|XP_034126694.1|DGUA	LOC115761886|XP_030559749.1|DNOV
OG0009025	LOC117583016|XP_034127058.1|DGUA	LOC115771834|XP_030573575.1|DNOV
OG0009026	LOC117585274|XP_034130588.1|DGUA	LOC115757660|XP_030553835.1|DNOV
OG0009027	LOC117590730|XP_034139572.1|DGUA	LOC115757763|XP_030554051.1|DNOV
OG0009028	LOC117580343|XP_034122739.1|DGUA	LOC115769672|XP_030570447.1|DNOV
OG0009029	LOC117587558|XP_034134262.1|DGUA	LOC115759201|XP_030555946.1|DNOV
OG0009030	LOC117582191|XP_034125685.1|DGUA	LOC115765996|XP_030565623.1|DNOV
OG0009031	LOC117586707|XP_034132868.1|DGUA	LOC115761756|XP_030559521.1|DNOV
OG0009032	LOC117586708|XP_034132869.1|DGUA	LOC115761757|XP_030559522.1|DNOV
OG0009033	LOC117584360|XP_034129089.1|DGUA	LOC115759071|XP_030555761.1|DNOV
OG0009034	LOC117584429|XP_034129217.1|DGUA	LOC115763089|XP_030561387.1|DNOV
OG0009035	LOC117588132|XP_034135113.1|DGUA	LOC115759335|XP_030556113.1|DNOV
OG0009036	LOC117591894|XP_034141169.1|DGUA	LOC115758199|XP_030554604.1|DNOV
OG0009037	LOC117582479|XP_034126120.1|DGUA	LOC115759256|XP_030556016.1|DNOV
OG0009038	LOC117583689|XP_034128057.1|DGUA	LOC115761608|XP_030559270.1|DNOV
OG0009039	LOC117586470|XP_034132448.1|DGUA	LOC115770702|XP_030571956.1|DNOV
OG0009040	LOC117581525|XP_034124714.1|DGUA	LOC115758262|XP_030554680.1|DNOV
OG0009041	LOC117589651|XP_034137675.1|DGUA	LOC115764731|XP_030563802.1|DNOV
OG0009042	LOC117582602|XP_034126361.1|DGUA	LOC115765511|XP_030564989.1|DNOV
OG0009043	LOC117587803|XP_034134646.1|DGUA	LOC115763375|XP_030561769.1|DNOV
OG0009044	LOC117584675|XP_034129596.1|DGUA	LOC115758429|XP_030554945.1|DNOV
OG0009045	LOC117586180|XP_034131983.1|DGUA	LOC115763810|XP_030562421.1|DNOV
OG0009046	LOC117579363|XP_034121088.1|DGUA	LOC115770348|XP_030571449.1|DNOV
OG0009047	LOC117578452|XP_034119866.1|DGUA	LOC115762136|XP_030560105.1|DNOV
OG0009048	LOC117587541|XP_034134238.1|DGUA	LOC115769204|XP_030569771.1|DNOV
OG0009049	LOC117586059|XP_034131796.1|DGUA	LOC115770805|XP_030572088.1|DNOV
OG0009050	LOC117584695|XP_034129619.1|DGUA	LOC115769306|XP_030569895.1|DNOV
OG0009051	LOC117589941|XP_034138125.1|DGUA	LOC115766539|XP_030566367.1|DNOV
OG0009052	LOC117586521|XP_034132545.1|DGUA	LOC115764633|XP_030563662.1|DNOV
OG0009053	LOC117585772|XP_034131345.1|DGUA	LOC115770851|XP_030572148.1|DNOV
OG0009054	LOC117586640|XP_034132761.1|DGUA	LOC115761924|XP_030559802.1|DNOV
OG0009055	LOC117588190|XP_034135202.1|DGUA	LOC115763613|XP_030562101.1|DNOV
OG0009056	LOC117584303|XP_034129020.1|DGUA	LOC115759970|XP_030556981.1|DNOV
OG0009057	LOC117589004|XP_034136510.1|DGUA	LOC115768101|XP_030568454.1|DNOV
OG0009058	LOC117590574|XP_034139208.1|DGUA	LOC115766724|XP_030566539.1|DNOV
OG0009059	LOC117588976|XP_034136456.1|DGUA	LOC115769896|XP_030570772.1|DNOV
OG0009060	LOC117586251|XP_034132083.1|DGUA	LOC115761573|XP_030559220.1|DNOV
OG0009061	LOC117585793|XP_034131385.1|DGUA	LOC115757794|XP_030554067.1|DNOV
OG0009062	LOC117592486|XP_034142216.1|DGUA	LOC115762509|XP_030560612.1|DNOV
OG0009063	LOC117582300|XP_034125832.1|DGUA	LOC115767701|XP_030567854.1|DNOV
OG0009064	LOC117592710|XP_034119755.1|DGUA	LOC115769036|XP_030569638.1|DNOV
OG0009065	LOC117583012|XP_034127053.1|DGUA	LOC115761357|XP_030558964.1|DNOV
OG0009066	LOC117579590|XP_034121412.1|DGUA	LOC115762596|XP_030560748.1|DNOV
OG0009067	LOC117580251|XP_034122563.1|DGUA	LOC115770026|XP_030570942.1|DNOV
OG0009068	LOC117590933|XP_034139869.1|DGUA	LOC115760193|XP_030557287.1|DNOV
OG0009069	LOC117584828|XP_034129845.1|DGUA	LOC115758583|XP_030555161.1|DNOV
OG0009070	LOC117592277|XP_034141828.1|DGUA	LOC115758282|XP_030554705.1|DNOV
OG0009071	LOC117585612|XP_034131058.1|DGUA	LOC115763632|XP_030562120.1|DNOV
OG0009072	LOC117586145|XP_034131929.1|DGUA	LOC115761475|XP_030559102.1|DNOV
OG0009073	LOC117586198|XP_034132019.1|DGUA	LOC115763837|XP_030562456.1|DNOV
OG0009074	LOC117590179|XP_034138466.1|DGUA	LOC115767932|XP_030568164.1|DNOV
OG0009075	LOC117585997|XP_034131715.1|DGUA	LOC115763833|XP_030562453.1|DNOV
OG0009076	LOC117586600|XP_034132673.1|DGUA	LOC115770687|XP_030571937.1|DNOV
OG0009077	LOC117584913|XP_034129951.1|DGUA	LOC115767849|XP_030568062.1|DNOV
OG0009078	LOC117585140|XP_034130359.1|DGUA	LOC115765783|XP_030565317.1|DNOV
OG0009079	LOC117586719|XP_034132899.1|DGUA	LOC115770776|XP_030572055.1|DNOV
OG0009080	LOC117586385|XP_034132306.1|DGUA	LOC115770653|XP_030571878.1|DNOV
OG0009081	LOC117591094|XP_034140086.1|DGUA	LOC115765772|XP_030565303.1|DNOV
OG0009082	LOC117586230|XP_034132056.1|DGUA	LOC115770621|XP_030571818.1|DNOV
OG0009083	LOC117581510|XP_034124678.1|DGUA	LOC115768504|XP_030568949.1|DNOV
OG0009084	LOC117586671|XP_034132810.1|DGUA	LOC115766184|XP_030565886.1|DNOV
OG0009085	LOC117585468|XP_034130850.1|DGUA	LOC115770547|XP_030571709.1|DNOV
OG0009086	LOC117585726|XP_034131255.1|DGUA	LOC115771737|XP_030573424.1|DNOV
OG0009087	LOC117583288|XP_034127415.1|DGUA	LOC115765056|XP_030564289.1|DNOV
OG0009088	LOC117583293|XP_034127422.1|DGUA	LOC115759636|XP_030556485.1|DNOV
OG0009089	LOC117581205|XP_034124069.1|DGUA	LOC115768305|XP_030568710.1|DNOV
OG0009090	LOC117583421|XP_034127604.1|DGUA	LOC115764862|XP_030563998.1|DNOV
OG0009091	LOC117590087|XP_034138320.1|DGUA	LOC115764182|XP_030562929.1|DNOV
OG0009092	LOC117583581|XP_034127853.1|DGUA	LOC115764174|XP_030562921.1|DNOV, LOC115759658|XP_030556507.1|DNOV
OG0009093	LOC117589521|XP_034137403.1|DGUA	LOC115761246|XP_030558804.1|DNOV
OG0009094	LOC117585371|XP_034130709.1|DGUA	LOC115764946|XP_030564127.1|DNOV, LOC115765070|XP_030564305.1|DNOV
OG0009095	LOC117585370|XP_034130708.1|DGUA	LOC115765072|XP_030564308.1|DNOV
OG0009096	LOC117583000|XP_034127041.1|DGUA	LOC115771674|XP_030573348.1|DNOV
OG0009097	LOC117582930|XP_034126921.1|DGUA	LOC115772022|XP_030573815.1|DNOV
OG0009098	LOC117583560|XP_034127818.1|DGUA	LOC115764779|XP_030563878.1|DNOV
OG0009099	LOC117583629|XP_034127968.1|DGUA	LOC115759405|XP_030556155.1|DNOV
OG0009100	LOC117584107|XP_034128746.1|DGUA	LOC115763262|XP_030561601.1|DNOV
OG0009101	LOC117581980|XP_034125360.1|DGUA	LOC115758686|XP_030555289.1|DNOV
OG0009102	LOC117582125|XP_034125595.1|DGUA	LOC115766012|XP_030565646.1|DNOV
OG0009103	LOC117582614|XP_034126379.1|DGUA	LOC115760213|XP_030557323.1|DNOV
OG0009104	LOC117582610|XP_034126374.1|DGUA	LOC115760016|XP_030557037.1|DNOV
OG0009105	LOC117584462|XP_034129270.1|DGUA	LOC115759063|XP_030555751.1|DNOV
OG0009106	LOC117581743|XP_034125031.1|DGUA	LOC115759918|XP_030556913.1|DNOV
OG0009107	LOC117584120|XP_034128762.1|DGUA	LOC115760069|XP_030557109.1|DNOV
OG0009108	LOC117585476|XP_034130859.1|DGUA	LOC115766201|XP_030565911.1|DNOV
OG0009109	LOC117582329|XP_034125870.1|DGUA	LOC115760271|XP_030557401.1|DNOV
OG0009110	LOC117582515|XP_034126202.1|DGUA	LOC115759167|XP_030555897.1|DNOV, LOC115759166|XP_030555895.1|DNOV
OG0009111	LOC117579867|XP_034121870.1|DGUA	LOC115762765|XP_030560969.1|DNOV
OG0009112	LOC117582664|XP_034126470.1|DGUA	LOC115766000|XP_030565628.1|DNOV
OG0009113	LOC117584464|XP_034129273.1|DGUA	LOC115758752|XP_030555370.1|DNOV
OG0009114	LOC117584803|XP_034129813.1|DGUA	LOC115758385|XP_030554847.1|DNOV
OG0009115	LOC117587613|XP_034134356.1|DGUA	LOC115759211|XP_030555962.1|DNOV
OG0009116	LOC117584184|XP_034128843.1|DGUA	LOC115763271|XP_030561609.1|DNOV
OG0009117	LOC117587750|XP_034134565.1|DGUA	LOC115758665|XP_030555263.1|DNOV
OG0009118	LOC117590561|XP_034139193.1|DGUA	LOC115771330|XP_030572856.1|DNOV
OG0009119	LOC117584322|XP_034129041.1|DGUA	LOC115769187|XP_030569751.1|DNOV
OG0009120	LOC117580516|XP_034123000.1|DGUA	LOC115769482|XP_030570159.1|DNOV
OG0009121	LOC117581756|XP_034125451.1|DGUA	LOC115760633|XP_030557945.1|DNOV
OG0009122	LOC117580418|XP_034122863.1|DGUA	LOC115760945|XP_030558387.1|DNOV
OG0009123	LOC117585460|XP_034130844.1|DGUA	LOC115762221|XP_030560215.1|DNOV
OG0009124	LOC117590893|XP_034139816.1|DGUA	LOC115758078|XP_030554452.1|DNOV
OG0009125	LOC117578469|XP_034119892.1|DGUA	LOC115762411|XP_030560459.1|DNOV
OG0009126	LOC117591922|XP_034141205.1|DGUA	LOC115762461|XP_030560533.1|DNOV
OG0009127	LOC117578688|XP_034120214.1|DGUA	LOC115771112|XP_030572539.1|DNOV
OG0009128	LOC117582577|XP_034126317.1|DGUA	LOC115762377|XP_030560417.1|DNOV
OG0009129	LOC117581483|XP_034124620.1|DGUA	LOC115761078|XP_030558556.1|DNOV
OG0009130	LOC117584570|XP_034129432.1|DGUA	LOC115762291|XP_030560316.1|DNOV
OG0009131	LOC117582123|XP_034125597.1|DGUA	LOC115762430|XP_030560487.1|DNOV
OG0009132	LOC117582507|XP_034126191.1|DGUA	LOC115762394|XP_030560434.1|DNOV
OG0009133	LOC117581966|XP_034125344.1|DGUA	LOC115760728|XP_030558062.1|DNOV
OG0009134	LOC117592071|XP_034141468.1|DGUA	LOC115760840|XP_030558244.1|DNOV
OG0009135	LOC117578801|XP_034120421.1|DGUA	LOC115760750|XP_030558088.1|DNOV
OG0009136	LOC117578825|XP_034120473.1|DGUA	LOC115762206|XP_030560191.1|DNOV
OG0009137	LOC117584036|XP_034128668.1|DGUA	LOC115760919|XP_030558352.1|DNOV
OG0009138	LOC117592601|XP_034142374.1|DGUA	LOC115760892|XP_030558318.1|DNOV
OG0009139	LOC117588423|XP_034135602.1|DGUA	LOC115759674|XP_030556523.1|DNOV
OG0009140	LOC117591873|XP_034141138.1|DGUA	LOC115762191|XP_030560174.1|DNOV
OG0009141	LOC117578483|XP_034119906.1|DGUA	LOC115762499|XP_030560595.1|DNOV
OG0009142	LOC117578665|XP_034120182.1|DGUA	LOC115762038|XP_030559964.1|DNOV
OG0009143	LOC117582266|XP_034125784.1|DGUA	LOC115760854|XP_030558303.1|DNOV
OG0009144	LOC117592087|XP_034141493.1|DGUA	LOC115758162|XP_030554564.1|DNOV
OG0009145	LOC117592039|XP_034141401.1|DGUA	LOC115764141|XP_030562878.1|DNOV
OG0009146	LOC117582011|XP_034125421.1|DGUA	LOC115757886|XP_030554185.1|DNOV
OG0009147	LOC117581511|XP_034124690.1|DGUA	LOC115766622|XP_030566474.1|DNOV
OG0009148	LOC117591996|XP_034141333.1|DGUA	LOC115761691|XP_030559417.1|DNOV
OG0009149	LOC117592659|XP_034142495.1|DGUA	LOC115767421|XP_030567556.1|DNOV
OG0009150	LOC117592517|XP_034142258.1|DGUA	LOC115764553|XP_030563534.1|DNOV, LOC115760451|XP_030557624.1|DNOV
OG0009151	LOC117578501|XP_034119927.1|DGUA	LOC115758210|XP_030554620.1|DNOV
OG0009152	LOC117592020|XP_034141365.1|DGUA	LOC115758294|XP_030554721.1|DNOV
OG0009153	LOC117584540|XP_034129386.1|DGUA	LOC115771824|XP_030573566.1|DNOV
OG0009154	LOC117583119|XP_034127199.1|DGUA	LOC115764936|XP_030564107.1|DNOV
OG0009155	LOC117592246|XP_034141772.1|DGUA	LOC115764512|XP_030563469.1|DNOV
OG0009156	LOC117587909|XP_034134780.1|DGUA	LOC115763219|XP_030561552.1|DNOV
OG0009157	LOC117587641|XP_034134417.1|DGUA	LOC115770451|XP_030571589.1|DNOV
OG0009158	LOC117586876|XP_034133067.1|DGUA	LOC115762969|XP_030561206.1|DNOV, LOC115762788|XP_030561001.1|DNOV
OG0009159	LOC117581395|XP_034124431.1|DGUA	LOC115767966|XP_030568225.1|DNOV
OG0009160	LOC117592264|XP_034141814.1|DGUA	LOC115768127|XP_030568481.1|DNOV
OG0009161	LOC117580686|XP_034123203.1|DGUA	LOC115768359|XP_030568786.1|DNOV
OG0009162	LOC117589030|XP_034136549.1|DGUA	LOC115771110|XP_030572530.1|DNOV
OG0009163	LOC117579162|XP_034120811.1|DGUA	LOC115769662|XP_030570435.1|DNOV
OG0009164	LOC117587293|XP_034133770.1|DGUA	LOC115767159|XP_030567194.1|DNOV
OG0009165	LOC117587425|XP_034133986.1|DGUA	LOC115767653|XP_030567799.1|DNOV
OG0009166	LOC117580454|XP_034122912.1|DGUA	LOC115768103|XP_030568455.1|DNOV
OG0009167	LOC117586863|XP_034133051.1|DGUA	LOC115769541|XP_030570242.1|DNOV
OG0009168	LOC117586865|XP_034133053.1|DGUA	LOC115769544|XP_030570245.1|DNOV
OG0009169	LOC117580101|XP_034122255.1|DGUA	LOC115769981|XP_030570902.1|DNOV
OG0009170	LOC117588930|XP_034136397.1|DGUA, LOC117588933|XP_034136400.1|DGUA	LOC115762633|XP_030560797.1|DNOV
OG0009171	LOC117587263|XP_034133728.1|DGUA	LOC115762703|XP_030560887.1|DNOV
OG0009172	LOC117580127|XP_034122311.1|DGUA	LOC115769049|XP_030569623.1|DNOV
OG0009173	LOC117589116|XP_034136685.1|DGUA	LOC115771278|XP_030572758.1|DNOV
OG0009174	LOC117582425|XP_034126021.1|DGUA	LOC115765300|XP_030564652.1|DNOV
OG0009175	LOC117584448|XP_034129256.1|DGUA	LOC115758527|XP_030555078.1|DNOV
OG0009176	LOC117579825|XP_034121810.1|DGUA	LOC115770087|XP_030571056.1|DNOV
OG0009178	LOC117591263|XP_034140343.1|DGUA	LOC115767091|XP_030567102.1|DNOV
OG0009179	LOC117589049|XP_034136568.1|DGUA	LOC115771378|XP_030572923.1|DNOV
OG0009180	LOC117579845|XP_034121834.1|DGUA	LOC115768291|XP_030568699.1|DNOV
OG0009181	LOC117586954|XP_034133217.1|DGUA	LOC115770231|XP_030571297.1|DNOV, LOC115770307|XP_030571402.1|DNOV
OG0009182	LOC117580487|XP_034122962.1|DGUA	LOC115770235|XP_030571299.1|DNOV, LOC115759383|XP_030556525.1|DNOV
OG0009183	LOC117580443|XP_034122891.1|DGUA	LOC115771372|XP_030572915.1|DNOV
OG0009184	LOC117580433|XP_034122879.1|DGUA	LOC115770323|XP_030571420.1|DNOV
OG0009185	LOC117580236|XP_034122549.1|DGUA	LOC115768512|XP_030568961.1|DNOV, LOC115770773|XP_030572054.1|DNOV
OG0009186	LOC117580121|XP_034122304.1|DGUA	LOC115770251|XP_030571323.1|DNOV
OG0009187	LOC117585349|XP_034130683.1|DGUA	LOC115764921|XP_030564086.1|DNOV
OG0009188	LOC117587036|XP_034133361.1|DGUA	LOC115761133|XP_030558653.1|DNOV
OG0009189	LOC117589102|XP_034136644.1|DGUA	LOC115762801|XP_030561017.1|DNOV
OG0009190	LOC117589163|XP_034136760.1|DGUA	LOC115769452|XP_030570125.1|DNOV
OG0009191	LOC117592471|XP_034142198.1|DGUA	LOC115767452|XP_030567648.1|DNOV
OG0009192	LOC117591333|XP_034140449.1|DGUA	LOC115762165|XP_030560142.1|DNOV
OG0009193	LOC117584058|XP_034128691.1|DGUA	LOC115769168|XP_030569729.1|DNOV
OG0009194	LOC117588072|XP_034135028.1|DGUA	LOC115758932|XP_030555592.1|DNOV
OG0009195	LOC117580523|XP_034123006.1|DGUA	LOC115770462|XP_030571598.1|DNOV
OG0009196	LOC117580150|XP_034122351.1|DGUA, LOC117590272|XP_034138648.1|DGUA	LOC115770338|XP_030571435.1|DNOV
OG0009197	LOC117587921|XP_034134799.1|DGUA	LOC115769778|XP_030570603.1|DNOV
OG0009198	LOC117591249|XP_034140323.1|DGUA	LOC115767041|XP_030567033.1|DNOV
OG0009199	LOC117580243|XP_034122557.1|DGUA	LOC115766135|XP_030565827.1|DNOV
OG0009200	LOC117592469|XP_034142196.1|DGUA	LOC115765079|XP_030564318.1|DNOV
OG0009201	LOC117579490|XP_034121285.1|DGUA	LOC115760812|XP_030558189.1|DNOV
OG0009202	LOC117592360|XP_034141947.1|DGUA	LOC115760621|XP_030557930.1|DNOV
