Orthogroup	DGUA.longest_only	CPIP.longest_only
OG0006184	LOC117585397|XP_034130752.1|DGUA	LOC120415855|XP_039433425.1|CPIP
OG0006185	LOC117589624|XP_034137602.1|DGUA	LOC120431097|XP_039452189.1|CPIP
OG0006186	LOC117585405|XP_034130765.1|DGUA	LOC120415065|XP_039432385.1|CPIP
OG0006187	LOC117591469|XP_034140644.1|DGUA	LOC120431108|XP_039452198.1|CPIP
OG0006188	LOC117588330|XP_034135427.1|DGUA	LOC120422044|XP_039441305.1|CPIP
OG0006189	LOC117588331|XP_034135433.1|DGUA	LOC120422045|XP_039441306.1|CPIP
OG0006190	LOC117582896|XP_034126880.1|DGUA	LOC120422065|XP_039441339.1|CPIP
OG0006191	LOC117583654|XP_034128002.1|DGUA	LOC120421059|XP_039440138.1|CPIP
OG0006192	LOC117580850|XP_034123487.1|DGUA	LOC120421082|XP_039440163.1|CPIP
OG0006193	LOC117590342|XP_034138732.1|DGUA	LOC120421070|XP_039440149.1|CPIP
OG0006196	LOC117585800|XP_034131396.1|DGUA	LOC120415053|XP_039432360.1|CPIP
OG0006197	LOC117590683|XP_034139470.1|DGUA	LOC120415067|XP_039432388.1|CPIP
OG0006198	LOC117581401|XP_034124434.1|DGUA	LOC120415071|XP_039432399.1|CPIP
OG0006199	LOC117583569|XP_034127836.1|DGUA	LOC120415050|XP_039432358.1|CPIP
OG0006200	LOC117583301|XP_034127433.1|DGUA	LOC120424019|XP_039443967.1|CPIP
OG0006202	LOC117588568|XP_034135849.1|DGUA	LOC120429963|XP_039450989.1|CPIP
OG0006203	LOC117581349|XP_034124370.1|DGUA	LOC120429961|XP_039450985.1|CPIP
OG0006204	LOC117583809|XP_034128280.1|DGUA	LOC120428471|XP_039449421.1|CPIP
OG0006205	LOC117588335|XP_034135436.1|DGUA	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC117588804|XP_034136210.1|DGUA	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC117584478|XP_034129294.1|DGUA	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC117588988|XP_034136476.1|DGUA	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC117590984|XP_034139950.1|DGUA	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC117590376|XP_034138811.1|DGUA	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC117584569|XP_034129427.1|DGUA	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC117584568|XP_034129426.1|DGUA	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC117590062|XP_034138275.1|DGUA	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC117591039|XP_034140025.1|DGUA	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC117581108|XP_034123903.1|DGUA	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC117583274|XP_034127390.1|DGUA	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC117591445|XP_034140601.1|DGUA	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC117584089|XP_034128728.1|DGUA	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC117588796|XP_034136199.1|DGUA	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC117579479|XP_034121265.1|DGUA	LOC120432270|XP_039453385.1|CPIP
OG0006221	LOC117582726|XP_034126543.1|DGUA	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC117582730|XP_034126548.1|DGUA	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC117588583|XP_034135880.1|DGUA	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC117588337|XP_034135437.1|DGUA	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC117581489|XP_034124625.1|DGUA	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC117578633|XP_034120130.1|DGUA	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC117581555|XP_034124778.1|DGUA	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC117590636|XP_034139359.1|DGUA	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC117590597|XP_034139249.1|DGUA	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC117591053|XP_034140042.1|DGUA	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC117590878|XP_034139789.1|DGUA	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC117588381|XP_034135495.1|DGUA	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC117588800|XP_034136205.1|DGUA	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC117590315|XP_034138695.1|DGUA	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC117590329|XP_034138714.1|DGUA	LOC120432321|XP_039453443.1|CPIP
OG0006236	LOC117581649|XP_034124915.1|DGUA	LOC120432248|XP_039453357.1|CPIP
OG0006237	LOC117588338|XP_034135438.1|DGUA	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC117590361|XP_034138793.1|DGUA	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC117591186|XP_034140208.1|DGUA	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC117585836|XP_034131468.1|DGUA	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC117590307|XP_034138685.1|DGUA	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC117581099|XP_034123879.1|DGUA	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC117589728|XP_034137791.1|DGUA	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC117582804|XP_034126725.1|DGUA	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC117589518|XP_034137399.1|DGUA	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC117590413|XP_034138903.1|DGUA	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC117580711|XP_034123265.1|DGUA	LOC120413345|XP_039430057.1|CPIP
OG0006248	LOC117589748|XP_034137820.1|DGUA	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC117582654|XP_034126447.1|DGUA	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC117581301|XP_034124231.1|DGUA	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC117583564|XP_034127823.1|DGUA	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC117583563|XP_034127822.1|DGUA	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC117590461|XP_034138989.1|DGUA	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC117588769|XP_034136141.1|DGUA	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC117585639|XP_034131115.1|DGUA	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC117590314|XP_034138693.1|DGUA	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC117581509|XP_034124676.1|DGUA	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC117590978|XP_034139942.1|DGUA	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC117588439|XP_034135611.1|DGUA	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC117584829|XP_034129847.1|DGUA	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC117581283|XP_034124195.1|DGUA	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC117591163|XP_034140175.1|DGUA	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC117591500|XP_034140688.1|DGUA	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC117579952|XP_034122014.1|DGUA	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC117591504|XP_034140691.1|DGUA, LOC117591499|XP_034140685.1|DGUA	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC117588359|XP_034135463.1|DGUA	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC117592315|XP_034141883.1|DGUA	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC117583572|XP_034127841.1|DGUA	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC117589531|XP_034137416.1|DGUA	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC117581554|XP_034124776.1|DGUA	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC117578492|XP_034119916.1|DGUA	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC117581309|XP_034124243.1|DGUA	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC117588283|XP_034135351.1|DGUA	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC117586965|XP_034133229.1|DGUA	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC117583207|XP_034127303.1|DGUA	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC117581478|XP_034124609.1|DGUA	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC117590400|XP_034138886.1|DGUA	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC117580632|XP_034123110.1|DGUA	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC117580631|XP_034123107.1|DGUA	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC117580672|XP_034123177.1|DGUA	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC117585290|XP_034130608.1|DGUA	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC117588949|XP_034136422.1|DGUA	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC117590107|XP_034138346.1|DGUA	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC117589492|XP_034137349.1|DGUA	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC117590336|XP_034138722.1|DGUA	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC117583348|XP_034127508.1|DGUA	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC117589768|XP_034137854.1|DGUA	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC117590216|XP_034138568.1|DGUA	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC117584357|XP_034129085.1|DGUA	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC117581461|XP_034124570.1|DGUA	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC117587095|XP_034133464.1|DGUA	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC117590337|XP_034138723.1|DGUA	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC117581186|XP_034124026.1|DGUA	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC117590447|XP_034138958.1|DGUA	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC117581423|XP_034124480.1|DGUA	LOC120427221|XP_039448018.1|CPIP
OG0006299	LOC117580893|XP_034123536.1|DGUA	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC117588290|XP_034135360.1|DGUA	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC117581436|XP_034124526.1|DGUA	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC117591353|XP_034140471.1|DGUA	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC117592528|XP_034142281.1|DGUA	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC117583456|XP_034127647.1|DGUA	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC117583459|XP_034127650.1|DGUA	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC117585546|XP_034130956.1|DGUA	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC117583787|XP_034128257.1|DGUA	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC117580837|XP_034123467.1|DGUA	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC117590944|XP_034139878.1|DGUA	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC117585192|XP_034130430.1|DGUA	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC117581387|XP_034124419.1|DGUA	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC117581386|XP_034124418.1|DGUA	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC117591489|XP_034140668.1|DGUA	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC117588543|XP_034135814.1|DGUA	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC117582798|XP_034126715.1|DGUA	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC117580840|XP_034123471.1|DGUA	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC117580947|XP_034123622.1|DGUA	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC117590234|XP_034138595.1|DGUA	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC117578635|XP_034120132.1|DGUA	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC117580784|XP_034123370.1|DGUA	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC117590409|XP_034138898.1|DGUA	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC117590317|XP_034138698.1|DGUA	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC117588806|XP_034136213.1|DGUA	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC117581091|XP_034123868.1|DGUA	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC117589762|XP_034137840.1|DGUA	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC117591230|XP_034140295.1|DGUA	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC117582843|XP_034126788.1|DGUA	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC117585630|XP_034131096.1|DGUA	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC117581452|XP_034124553.1|DGUA	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC117583566|XP_034127826.1|DGUA	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC117581350|XP_034124373.1|DGUA	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC117581457|XP_034124560.1|DGUA	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC117588518|XP_034135739.1|DGUA	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC117581187|XP_034124027.1|DGUA	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC117583415|XP_034127597.1|DGUA	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC117590959|XP_034139902.1|DGUA	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC117588647|XP_034135971.1|DGUA	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC117590093|XP_034138326.1|DGUA	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC117588446|XP_034135620.1|DGUA	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC117581609|XP_034124862.1|DGUA	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC117580783|XP_034123369.1|DGUA	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC117581070|XP_034123836.1|DGUA	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC117580863|XP_034123503.1|DGUA	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC117580911|XP_034123564.1|DGUA	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC117583650|XP_034127995.1|DGUA	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC117582959|XP_034126961.1|DGUA	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC117585264|XP_034130570.1|DGUA	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC117590279|XP_034138654.1|DGUA	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC117591481|XP_034140657.1|DGUA	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC117585498|XP_034130888.1|DGUA	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC117580681|XP_034123191.1|DGUA	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC117591800|XP_034141000.1|DGUA	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC117591455|XP_034140615.1|DGUA	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC117585642|XP_034131118.1|DGUA	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC117581067|XP_034123833.1|DGUA	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC117591176|XP_034140192.1|DGUA	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC117581160|XP_034123985.1|DGUA	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC117580168|XP_034122381.1|DGUA	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC117589930|XP_034138105.1|DGUA	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC117588622|XP_034135927.1|DGUA	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC117586581|XP_034132640.1|DGUA	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC117581383|XP_034124412.1|DGUA	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC117588297|XP_034135369.1|DGUA	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC117584720|XP_034129664.1|DGUA	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC117588616|XP_034135917.1|DGUA	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC117588315|XP_034135399.1|DGUA	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC117588598|XP_034135893.1|DGUA	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC117583271|XP_034127388.1|DGUA	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC117582987|XP_034127027.1|DGUA	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC117588727|XP_034136088.1|DGUA	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC117583721|XP_034128121.1|DGUA	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC117581159|XP_034123983.1|DGUA	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC117590517|XP_034139118.1|DGUA	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC117581636|XP_034124895.1|DGUA	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC117581474|XP_034124602.1|DGUA	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC117581254|XP_034124150.1|DGUA	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC117585841|XP_034131474.1|DGUA	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC117581017|XP_034123733.1|DGUA	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC117591008|XP_034139984.1|DGUA	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC117590338|XP_034138727.1|DGUA	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC117591056|XP_034140047.1|DGUA	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC117580697|XP_034123213.1|DGUA	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC117581213|XP_034124081.1|DGUA	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC117585628|XP_034131085.1|DGUA	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC117584304|XP_034129021.1|DGUA	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC117583453|XP_034127644.1|DGUA	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC117581183|XP_034124017.1|DGUA	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC117580847|XP_034123484.1|DGUA	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC117586088|XP_034131834.1|DGUA	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC117589512|XP_034137389.1|DGUA	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC117591152|XP_034140155.1|DGUA	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC117584377|XP_034129111.1|DGUA	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC117582827|XP_034126770.1|DGUA	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC117583280|XP_034127403.1|DGUA	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC117588761|XP_034136133.1|DGUA	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC117580971|XP_034123654.1|DGUA	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC117590996|XP_034139967.1|DGUA	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC117581390|XP_034124424.1|DGUA	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC117581381|XP_034124410.1|DGUA	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC117579388|XP_034121149.1|DGUA	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC117585122|XP_034130335.1|DGUA	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC117585101|XP_034130271.1|DGUA	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC117590201|XP_034138541.1|DGUA	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC117579303|XP_034121002.1|DGUA	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC117590459|XP_034138986.1|DGUA	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC117581607|XP_034124859.1|DGUA	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC117590539|XP_034139157.1|DGUA	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC117591494|XP_034140676.1|DGUA	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC117581337|XP_034124351.1|DGUA	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC117583282|XP_034127406.1|DGUA	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC117582773|XP_034126629.1|DGUA	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC117581277|XP_034124185.1|DGUA	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC117580964|XP_034123643.1|DGUA	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC117581075|XP_034123848.1|DGUA	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC117583552|XP_034127803.1|DGUA	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC117585280|XP_034130593.1|DGUA	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC117587624|XP_034134373.1|DGUA	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC117588010|XP_034134927.1|DGUA	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC117589872|XP_034138034.1|DGUA	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC117589875|XP_034138037.1|DGUA	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC117589696|XP_034137747.1|DGUA	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC117589694|XP_034137745.1|DGUA	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC117583267|XP_034127384.1|DGUA	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC117589644|XP_034137662.1|DGUA	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC117584898|XP_034129922.1|DGUA	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC117580013|XP_034122109.1|DGUA	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC117582742|XP_034126573.1|DGUA	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC117589962|XP_034138153.1|DGUA	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC117585007|XP_034130137.1|DGUA	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC117584739|XP_034129703.1|DGUA	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC117583360|XP_034127520.1|DGUA	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC117590306|XP_034138684.1|DGUA	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC117588519|XP_034135743.1|DGUA	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC117582641|XP_034126414.1|DGUA	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC117583170|XP_034127257.1|DGUA	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC117583171|XP_034127258.1|DGUA	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC117582738|XP_034126563.1|DGUA	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC117583341|XP_034127494.1|DGUA	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC117586585|XP_034132644.1|DGUA	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC117582865|XP_034126826.1|DGUA	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC117585374|XP_034130712.1|DGUA	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC117585669|XP_034131157.1|DGUA	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC117585658|XP_034131139.1|DGUA	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC117585439|XP_034130805.1|DGUA	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC117581892|XP_034125251.1|DGUA	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC117588503|XP_034135713.1|DGUA	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC117585547|XP_034130959.1|DGUA	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC117588977|XP_034136457.1|DGUA	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC117590741|XP_034139541.1|DGUA	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC117590194|XP_034138515.1|DGUA	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC117590097|XP_034138332.1|DGUA	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC117589936|XP_034138110.1|DGUA	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC117584244|XP_034128932.1|DGUA	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC117583463|XP_034127660.1|DGUA	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC117585587|XP_034131015.1|DGUA	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC117589928|XP_034138102.1|DGUA	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC117583430|XP_034127620.1|DGUA	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC117582760|XP_034126614.1|DGUA	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC117580193|XP_034122445.1|DGUA	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC117581132|XP_034123950.1|DGUA	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC117588737|XP_034136103.1|DGUA	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC117583043|XP_034127095.1|DGUA	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC117585157|XP_034130381.1|DGUA	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC117591407|XP_034140550.1|DGUA	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC117587409|XP_034133958.1|DGUA	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC117585150|XP_034130372.1|DGUA	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC117585146|XP_034130367.1|DGUA	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC117589357|XP_034137134.1|DGUA	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC117590067|XP_034138292.1|DGUA	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC117582748|XP_034126579.1|DGUA	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC117581216|XP_034124085.1|DGUA	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC117580814|XP_034123422.1|DGUA	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC117585796|XP_034131389.1|DGUA	LOC120427252|XP_039448041.1|CPIP
