Orthogroup	DGUA.longest_only	ASTE.longest_only
OG0005835	LOC117579781|XP_034121731.1|DGUA	LOC118508509|XP_035904243.1|ASTE
OG0005836	LOC117588836|XP_034136218.1|DGUA	LOC118508505|XP_035904235.1|ASTE
OG0005837	LOC117585771|XP_034131344.1|DGUA	LOC118508502|XP_035904231.1|ASTE
OG0005838	LOC117590095|XP_034138329.1|DGUA	LOC118503324|XP_035892360.1|ASTE
OG0005839	LOC117584639|XP_034129553.1|DGUA	LOC118506225|XP_035898954.1|ASTE
OG0005840	LOC117586084|XP_034131831.1|DGUA	LOC118506226|XP_035898956.1|ASTE
OG0005841	LOC117586003|XP_034131722.1|DGUA	LOC118506312|XP_035899154.1|ASTE
OG0005842	LOC117580792|XP_034123379.1|DGUA	LOC118505382|XP_035896977.1|ASTE
OG0005843	LOC117579929|XP_034121969.1|DGUA	LOC118503614|XP_035892986.1|ASTE
OG0005844	LOC117580349|XP_034122754.1|DGUA	LOC118505376|XP_035896972.1|ASTE
OG0005845	LOC117586555|XP_034132609.1|DGUA	LOC118506163|XP_035898828.1|ASTE
OG0005846	LOC117586461|XP_034132404.1|DGUA	LOC118505788|XP_035898003.1|ASTE
OG0005847	LOC117586606|XP_034132681.1|DGUA	LOC118505003|XP_035896081.1|ASTE
OG0005848	LOC117588779|XP_034136171.1|DGUA	LOC118505040|XP_035896183.1|ASTE
OG0005849	LOC117580925|XP_034123580.1|DGUA	LOC118505039|XP_035896173.1|ASTE
OG0005850	LOC117591422|XP_034140569.1|DGUA	LOC118505020|XP_035896100.1|ASTE, LOC118505022|XP_035896113.1|ASTE
OG0005851	LOC117584868|XP_034129908.1|DGUA	LOC118503974|XP_035893802.1|ASTE
OG0005852	LOC117586080|XP_034131827.1|DGUA	LOC118504995|XP_035896066.1|ASTE
OG0005853	LOC117581237|XP_034124114.1|DGUA	LOC118506837|XP_035900443.1|ASTE
OG0005854	LOC117585246|XP_034130550.1|DGUA	LOC118506839|XP_035900445.1|ASTE
OG0005855	LOC117591386|XP_034140520.1|DGUA	LOC118506841|XP_035900448.1|ASTE
OG0005856	LOC117588721|XP_034136067.1|DGUA	LOC118506844|XP_035900453.1|ASTE
OG0005857	LOC117586485|XP_034132473.1|DGUA	LOC118503585|XP_035892918.1|ASTE
OG0005858	LOC117586279|XP_034132123.1|DGUA	LOC118503641|XP_035893035.1|ASTE
OG0005859	LOC117584776|XP_034129770.1|DGUA	LOC118511192|XP_035909855.1|ASTE, LOC118517337|XP_035919214.1|ASTE
OG0005860	LOC117586500|XP_034132499.1|DGUA	LOC118511182|XP_035909827.1|ASTE
OG0005861	LOC117585454|XP_034130828.1|DGUA	LOC118511180|XP_035909824.1|ASTE
OG0005862	LOC117591858|XP_034141119.1|DGUA	LOC118508951|XP_035904758.1|ASTE
OG0005863	LOC117591976|XP_034141302.1|DGUA	LOC118510969|XP_035909353.1|ASTE
OG0005864	LOC117586463|XP_034132420.1|DGUA	LOC118510942|XP_035909271.1|ASTE
OG0005865	LOC117586727|XP_034132914.1|DGUA	LOC118504236|XP_035894351.1|ASTE
OG0005866	LOC117592605|XP_034142379.1|DGUA	LOC118507146|XP_035901075.1|ASTE
OG0005867	LOC117583917|XP_034128486.1|DGUA	LOC118504229|XP_035894339.1|ASTE
OG0005869	LOC117580741|XP_034123308.1|DGUA	LOC118506097|XP_035898674.1|ASTE
OG0005870	LOC117581128|XP_034123945.1|DGUA	LOC118509717|XP_035906697.1|ASTE
OG0005871	LOC117580957|XP_034123633.1|DGUA	LOC118507971|XP_035903196.1|ASTE
OG0005872	LOC117583046|XP_034127099.1|DGUA	LOC118507970|XP_035903194.1|ASTE
OG0005873	LOC117586450|XP_034132383.1|DGUA	LOC118512402|XP_035912681.1|ASTE
OG0005874	LOC117588778|XP_034136163.1|DGUA	LOC118517722|XP_035920064.1|ASTE
OG0005876	LOC117590860|XP_034139758.1|DGUA	LOC118505936|XP_035898335.1|ASTE, LOC118515257|XP_035917834.1|ASTE
OG0005877	LOC117588715|XP_034136059.1|DGUA	LOC118508214|XP_035903687.1|ASTE
OG0005878	LOC117581135|XP_034123951.1|DGUA	LOC118507221|XP_035901269.1|ASTE
OG0005879	LOC117580687|XP_034123204.1|DGUA	LOC118508840|XP_035904481.1|ASTE, LOC118517154|XP_035918911.1|ASTE
OG0005880	LOC117589180|XP_034136794.1|DGUA	LOC118517626|XP_035919828.1|ASTE
OG0005881	LOC117580297|XP_034122671.1|DGUA	LOC118517632|XP_035919836.1|ASTE
OG0005882	LOC117591033|XP_034140018.1|DGUA	LOC118508016|XP_035903294.1|ASTE
OG0005883	LOC117588985|XP_034136473.1|DGUA	LOC118504184|XP_035894236.1|ASTE
OG0005884	LOC117580047|XP_034122176.1|DGUA	LOC118505777|XP_035897941.1|ASTE
OG0005885	LOC117579659|XP_034121533.1|DGUA	LOC118505775|XP_035897938.1|ASTE
OG0005886	LOC117580407|XP_034122845.1|DGUA	LOC118505774|XP_035897937.1|ASTE
OG0005887	LOC117580294|XP_034122662.1|DGUA	LOC118503490|XP_035892699.1|ASTE
OG0005888	LOC117589409|XP_034137230.1|DGUA	LOC118503488|XP_035892683.1|ASTE
OG0005889	LOC117580219|XP_034122509.1|DGUA	LOC118503482|XP_035892677.1|ASTE
OG0005890	LOC117581469|XP_034124596.1|DGUA	LOC118504009|XP_035893858.1|ASTE
OG0005891	LOC117580269|XP_034122600.1|DGUA	LOC118504011|XP_035893866.1|ASTE
OG0005892	LOC117580084|XP_034122228.1|DGUA	LOC118504013|XP_035893869.1|ASTE
OG0005893	LOC117579355|XP_034121079.1|DGUA	LOC118504025|XP_035893898.1|ASTE
OG0005894	LOC117579356|XP_034121080.1|DGUA	LOC118504027|XP_035893900.1|ASTE
OG0005895	LOC117579357|XP_034121081.1|DGUA	LOC118504033|XP_035893910.1|ASTE
OG0005896	LOC117580005|XP_034122100.1|DGUA	LOC118504035|XP_035893915.1|ASTE
OG0005897	LOC117580104|XP_034122259.1|DGUA	LOC118504046|XP_035893938.1|ASTE
OG0005898	LOC117580703|XP_034123243.1|DGUA	LOC118503424|XP_035892558.1|ASTE
OG0005899	LOC117578676|XP_034120193.1|DGUA	LOC118507407|XP_035901758.1|ASTE
OG0005900	LOC117582284|XP_034125811.1|DGUA	LOC118503985|XP_035893823.1|ASTE, LOC118503975|XP_035893803.1|ASTE
OG0005901	LOC117590587|XP_034139235.1|DGUA	LOC118505371|XP_035896967.1|ASTE
OG0005902	LOC117592126|XP_034141561.1|DGUA	LOC118505370|XP_035896965.1|ASTE
OG0005903	LOC117585088|XP_034130247.1|DGUA	LOC118503432|XP_035892569.1|ASTE
OG0005904	LOC117585289|XP_034130607.1|DGUA	LOC118512390|XP_035912658.1|ASTE
OG0005905	LOC117580063|XP_034122192.1|DGUA	LOC118506236|XP_035898978.1|ASTE
OG0005906	LOC117579087|XP_034120689.1|DGUA	LOC118503715|XP_035893171.1|ASTE
OG0005907	LOC117589263|XP_034136931.1|DGUA	LOC118505968|XP_035898404.1|ASTE
OG0005908	LOC117580569|XP_034123063.1|DGUA	LOC118505961|XP_035898389.1|ASTE
OG0005909	LOC117580234|XP_034122546.1|DGUA	LOC118505957|XP_035898384.1|ASTE
OG0005910	LOC117583019|XP_034127064.1|DGUA	LOC118508026|XP_035903310.1|ASTE
OG0005911	LOC117583034|XP_034127086.1|DGUA	LOC118508034|XP_035903329.1|ASTE
OG0005912	LOC117583600|XP_034127888.1|DGUA	LOC118508038|XP_035903334.1|ASTE
OG0005913	LOC117589755|XP_034137827.1|DGUA	LOC118503946|XP_035893716.1|ASTE
OG0005914	LOC117592538|XP_034142300.1|DGUA	LOC118503913|XP_035893603.1|ASTE
OG0005915	LOC117592539|XP_034142301.1|DGUA	LOC118503518|XP_035892771.1|ASTE
OG0005916	LOC117585950|XP_034131633.1|DGUA	LOC118504801|XP_035895676.1|ASTE
OG0005917	LOC117592380|XP_034141982.1|DGUA	LOC118504191|XP_035894260.1|ASTE
OG0005918	LOC117581517|XP_034124699.1|DGUA	LOC118504188|XP_035894256.1|ASTE
OG0005919	LOC117592022|XP_034141368.1|DGUA	LOC118504091|XP_035894058.1|ASTE
OG0005921	LOC117586916|XP_034133155.1|DGUA	LOC118508037|XP_035903332.1|ASTE
OG0005922	LOC117580717|XP_034123272.1|DGUA	LOC118512309|XP_035912449.1|ASTE, LOC118512317|XP_035912469.1|ASTE
OG0005923	LOC117587500|XP_034134162.1|DGUA	LOC118505841|XP_035898094.1|ASTE
OG0005924	LOC117587504|XP_034134167.1|DGUA	LOC118505843|XP_035898096.1|ASTE
OG0005925	LOC117580220|XP_034122514.1|DGUA	LOC118503402|XP_035892498.1|ASTE
OG0005926	LOC117590540|XP_034139159.1|DGUA	LOC118506298|XP_035899137.1|ASTE
OG0005927	LOC117585576|XP_034131003.1|DGUA	LOC118504921|XP_035895887.1|ASTE
OG0005928	LOC117588483|XP_034135675.1|DGUA	LOC118504922|XP_035895890.1|ASTE
OG0005929	LOC117587098|XP_034133468.1|DGUA	LOC118506142|XP_035898782.1|ASTE
OG0005930	LOC117581043|XP_034123771.1|DGUA	LOC118503502|XP_035892730.1|ASTE
OG0005931	LOC117590015|XP_034138197.1|DGUA	LOC118503501|XP_035892729.1|ASTE
OG0005932	LOC117587759|XP_034134585.1|DGUA	LOC118504056|XP_035893981.1|ASTE
OG0005933	LOC117578780|XP_034120379.1|DGUA	LOC118503967|XP_035893777.1|ASTE
OG0005934	LOC117578516|XP_034119952.1|DGUA	LOC118503972|XP_035893789.1|ASTE
OG0005935	LOC117579943|XP_034121990.1|DGUA	LOC118503994|XP_035893834.1|ASTE
OG0005936	LOC117584865|XP_034129905.1|DGUA	LOC118504003|XP_035893852.1|ASTE
OG0005937	LOC117579946|XP_034121996.1|DGUA	LOC118503996|XP_035893839.1|ASTE
OG0005938	LOC117592435|XP_034142126.1|DGUA	LOC118507982|XP_035903232.1|ASTE
OG0005939	LOC117590214|XP_034138566.1|DGUA	LOC118504031|XP_035893907.1|ASTE
OG0005941	LOC117589432|XP_034137263.1|DGUA	LOC118507926|XP_035903122.1|ASTE
OG0005942	LOC117591409|XP_034140556.1|DGUA	LOC118503448|XP_035892608.1|ASTE
OG0005943	LOC117591401|XP_034140543.1|DGUA	LOC118503325|XP_035892361.1|ASTE
OG0005944	LOC117583537|XP_034127821.1|DGUA	LOC118503327|XP_035892367.1|ASTE
OG0005945	LOC117590799|XP_034139695.1|DGUA	LOC118503328|XP_035892370.1|ASTE
OG0005946	LOC117592653|XP_034142492.1|DGUA	LOC118503933|XP_035893673.1|ASTE
OG0005947	LOC117592100|XP_034141508.1|DGUA	LOC118503916|XP_035893606.1|ASTE
OG0005948	LOC117579639|XP_034121507.1|DGUA	LOC118503908|XP_035893593.1|ASTE
OG0005949	LOC117579143|XP_034120774.1|DGUA	LOC118503909|XP_035893595.1|ASTE
OG0005950	LOC117581829|XP_034125168.1|DGUA	LOC118506061|XP_035898607.1|ASTE
OG0005951	LOC117579581|XP_034121399.1|DGUA	LOC118506050|XP_035898577.1|ASTE
OG0005952	LOC117581828|XP_034125166.1|DGUA	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE
OG0005953	LOC117584875|XP_034129917.1|DGUA	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE
OG0005954	LOC117584834|XP_034129855.1|DGUA	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE
OG0005955	LOC117586741|XP_034132934.1|DGUA	LOC118506031|XP_035898542.1|ASTE
OG0005956	LOC117590151|XP_034138464.1|DGUA	LOC118508178|XP_035903629.1|ASTE
OG0005957	LOC117584911|XP_034129949.1|DGUA	LOC118508168|XP_035903609.1|ASTE
OG0005958	LOC117591206|XP_034140237.1|DGUA	LOC118508171|XP_035903613.1|ASTE
OG0005959	LOC117587699|XP_034134487.1|DGUA	LOC118505314|XP_035896845.1|ASTE
OG0005960	LOC117588409|XP_034135566.1|DGUA	LOC118505332|XP_035896873.1|ASTE
OG0005961	LOC117583488|XP_034127721.1|DGUA	LOC118505330|XP_035896870.1|ASTE
OG0005962	LOC117578580|XP_034120053.1|DGUA	LOC118503945|XP_035893715.1|ASTE
OG0005963	LOC117582169|XP_034125660.1|DGUA	LOC118503526|XP_035892804.1|ASTE
OG0005964	LOC117584611|XP_034129521.1|DGUA	LOC118507239|XP_035901384.1|ASTE
OG0005965	LOC117581777|XP_034125095.1|DGUA	LOC118507325|XP_035901607.1|ASTE
OG0005966	LOC117592592|XP_034142367.1|DGUA	LOC118507232|XP_035901362.1|ASTE
OG0005967	LOC117589933|XP_034138111.1|DGUA	LOC118504782|XP_035895622.1|ASTE
OG0005968	LOC117583279|XP_034127404.1|DGUA	LOC118504778|XP_035895603.1|ASTE
OG0005969	LOC117579524|XP_034121332.1|DGUA	LOC118505865|XP_035898161.1|ASTE
OG0005970	LOC117579503|XP_034121298.1|DGUA	LOC118505282|XP_035896749.1|ASTE
OG0005971	LOC117589820|XP_034137946.1|DGUA	LOC118505943|XP_035898360.1|ASTE
OG0005972	LOC117588890|XP_034136324.1|DGUA	LOC118505939|XP_035898351.1|ASTE
OG0005973	LOC117580456|XP_034122917.1|DGUA	LOC118517724|XP_035920068.1|ASTE
OG0005974	LOC117586953|XP_034133213.1|DGUA	LOC118517708|XP_035920044.1|ASTE
OG0005975	LOC117588892|XP_034136332.1|DGUA	LOC118510930|XP_035909242.1|ASTE
OG0005977	LOC117592309|XP_034141878.1|DGUA	LOC118504228|XP_035894337.1|ASTE
OG0005978	LOC117591961|XP_034141285.1|DGUA	LOC118517740|XP_035920078.1|ASTE
OG0005979	LOC117588356|XP_034135462.1|DGUA	LOC118507365|XP_035901674.1|ASTE
OG0005980	LOC117585040|XP_034130190.1|DGUA	LOC118507252|XP_035901431.1|ASTE
OG0005981	LOC117590536|XP_034139148.1|DGUA	LOC118507316|XP_035901594.1|ASTE
OG0005982	LOC117592330|XP_034141912.1|DGUA	LOC118507276|XP_035901473.1|ASTE
OG0005983	LOC117588762|XP_034136135.1|DGUA	LOC118505921|XP_035898306.1|ASTE
OG0005984	LOC117590424|XP_034138922.1|DGUA	LOC118511574|XP_035910712.1|ASTE
OG0005985	LOC117591366|XP_034140492.1|DGUA	LOC118510554|XP_035908424.1|ASTE
OG0005986	LOC117581228|XP_034124102.1|DGUA	LOC118503431|XP_035892568.1|ASTE
OG0005987	LOC117581570|XP_034124805.1|DGUA	LOC118510090|XP_035907397.1|ASTE
OG0005988	LOC117588794|XP_034136216.1|DGUA	LOC118507216|XP_035901209.1|ASTE
OG0005989	LOC117588657|XP_034136028.1|DGUA	LOC118507160|XP_035901105.1|ASTE
OG0005990	LOC117578566|XP_034120033.1|DGUA	LOC118507164|XP_035901121.1|ASTE
OG0005991	LOC117592244|XP_034141770.1|DGUA	LOC118504085|XP_035894047.1|ASTE
OG0005992	LOC117580351|XP_034122759.1|DGUA	LOC118504059|XP_035893986.1|ASTE
OG0005993	LOC117580352|XP_034122760.1|DGUA	LOC118510092|XP_035907401.1|ASTE
OG0005994	LOC117589435|XP_034137264.1|DGUA	LOC118503892|XP_035893556.1|ASTE
OG0005995	LOC117588887|XP_034136318.1|DGUA	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE
OG0005996	LOC117579953|XP_034122017.1|DGUA	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE
OG0005997	LOC117578622|XP_034120117.1|DGUA	LOC118505905|XP_035898255.1|ASTE
OG0005998	LOC117580488|XP_034122964.1|DGUA	LOC118505904|XP_035898254.1|ASTE
OG0005999	LOC117587057|XP_034133388.1|DGUA	LOC118507182|XP_035901147.1|ASTE
OG0006000	LOC117590156|XP_034138436.1|DGUA	LOC118507246|XP_035901409.1|ASTE
OG0006001	LOC117579962|XP_034122028.1|DGUA	LOC118504084|XP_035894046.1|ASTE
OG0006002	LOC117581499|XP_034124645.1|DGUA	LOC118504095|XP_035894070.1|ASTE
OG0006003	LOC117580411|XP_034122849.1|DGUA, LOC117580382|XP_034122810.1|DGUA	LOC118504089|XP_035894054.1|ASTE
OG0006004	LOC117586498|XP_034132490.1|DGUA	LOC118504154|XP_035894176.1|ASTE
OG0006005	LOC117591879|XP_034141148.1|DGUA	LOC118517633|XP_035919838.1|ASTE
OG0006006	LOC117586559|XP_034132652.1|DGUA	LOC118512338|XP_035912518.1|ASTE
OG0006007	LOC117578549|XP_034120012.1|DGUA	LOC118506093|XP_035898670.1|ASTE
OG0006008	LOC117584566|XP_034129421.1|DGUA	LOC118505928|XP_035898323.1|ASTE
OG0006009	LOC117580546|XP_034123034.1|DGUA	LOC118507937|XP_035903141.1|ASTE
OG0006010	LOC117589286|XP_034136968.1|DGUA	LOC118508043|XP_035903339.1|ASTE
OG0006011	LOC117588994|XP_034136491.1|DGUA	LOC118507170|XP_035901132.1|ASTE
OG0006012	LOC117580151|XP_034122352.1|DGUA	LOC118503600|XP_035892946.1|ASTE
OG0006013	LOC117578697|XP_034120233.1|DGUA	LOC118512368|XP_035912591.1|ASTE
OG0006014	LOC117579761|XP_034121704.1|DGUA	LOC118512383|XP_035912647.1|ASTE
OG0006015	LOC117583358|XP_034127523.1|DGUA	LOC118507341|XP_035901623.1|ASTE
OG0006016	LOC117578778|XP_034120375.1|DGUA	LOC118508150|XP_035903579.1|ASTE
OG0006017	LOC117578753|XP_034120330.1|DGUA	LOC118508151|XP_035903580.1|ASTE
OG0006018	LOC117592037|XP_034141395.1|DGUA	LOC118503438|XP_035892592.1|ASTE
OG0006019	LOC117592427|XP_034142072.1|DGUA	LOC118503446|XP_035892604.1|ASTE
OG0006020	LOC117580190|XP_034122441.1|DGUA	LOC118512320|XP_035912472.1|ASTE
OG0006021	LOC117587307|XP_034133793.1|DGUA	LOC118512327|XP_035912482.1|ASTE
OG0006022	LOC117587800|XP_034134639.1|DGUA	LOC118512330|XP_035912497.1|ASTE
OG0006023	LOC117591339|XP_034140455.1|DGUA, LOC117591221|XP_034140285.1|DGUA	LOC118505917|XP_035898278.1|ASTE
OG0006024	LOC117581312|XP_034124247.1|DGUA	LOC118512426|XP_035912723.1|ASTE
OG0006025	LOC117579783|XP_034121737.1|DGUA	LOC118507192|XP_035901158.1|ASTE
OG0006026	LOC117583344|XP_034127499.1|DGUA	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE
OG0006027	LOC117578818|XP_034120463.1|DGUA	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC117583507|XP_034127744.1|DGUA	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC117592245|XP_034141771.1|DGUA	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC117583339|XP_034127493.1|DGUA	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC117578862|XP_034120544.1|DGUA	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC117580721|XP_034123277.1|DGUA	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC117578752|XP_034120329.1|DGUA	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC117589743|XP_034137814.1|DGUA	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC117585896|XP_034131542.1|DGUA	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC117581537|XP_034124746.1|DGUA	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC117585313|XP_034130633.1|DGUA	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC117589440|XP_034137276.1|DGUA	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC117589808|XP_034137920.1|DGUA	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC117590483|XP_034139030.1|DGUA	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC117592066|XP_034141455.1|DGUA	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC117580528|XP_034123012.1|DGUA	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC117590746|XP_034139547.1|DGUA	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC117589486|XP_034137344.1|DGUA	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC117582565|XP_034126297.1|DGUA	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC117579973|XP_034122042.1|DGUA	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC117579113|XP_034120731.1|DGUA	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC117590340|XP_034138729.1|DGUA	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC117583548|XP_034127798.1|DGUA	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC117591037|XP_034140022.1|DGUA	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC117579873|XP_034121888.1|DGUA	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC117589219|XP_034136856.1|DGUA	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC117590578|XP_034139212.1|DGUA	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC117583020|XP_034127061.1|DGUA	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC117592068|XP_034141463.1|DGUA	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC117589325|XP_034137060.1|DGUA	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC117585700|XP_034131208.1|DGUA	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC117580065|XP_034122197.1|DGUA	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC117580067|XP_034122199.1|DGUA	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC117588628|XP_034135944.1|DGUA	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC117585141|XP_034130361.1|DGUA	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC117587849|XP_034134707.1|DGUA	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC117592119|XP_034141548.1|DGUA	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC117589089|XP_034136618.1|DGUA	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC117578678|XP_034120195.1|DGUA	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC117582620|XP_034126388.1|DGUA	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC117588759|XP_034136130.1|DGUA	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC117579969|XP_034122033.1|DGUA	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC117588920|XP_034136383.1|DGUA	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC117583283|XP_034127407.1|DGUA	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC117589237|XP_034136891.1|DGUA	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC117587243|XP_034133706.1|DGUA	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC117591417|XP_034140561.1|DGUA	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC117581519|XP_034124703.1|DGUA, LOC117580718|XP_034123276.1|DGUA	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC117578737|XP_034120292.1|DGUA	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC117579515|XP_034121312.1|DGUA	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC117579437|XP_034121215.1|DGUA	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC117579106|XP_034120723.1|DGUA	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC117580400|XP_034122836.1|DGUA	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC117592023|XP_034141369.1|DGUA	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC117592029|XP_034141379.1|DGUA	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC117580350|XP_034122755.1|DGUA	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC117587312|XP_034133828.1|DGUA	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC117588901|XP_034136348.1|DGUA	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC117589244|XP_034136900.1|DGUA	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC117592054|XP_034141439.1|DGUA	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC117579188|XP_034120848.1|DGUA	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC117590846|XP_034139734.1|DGUA	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC117589096|XP_034136626.1|DGUA	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC117579585|XP_034121403.1|DGUA	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC117591493|XP_034140675.1|DGUA	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC117589507|XP_034137383.1|DGUA	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC117579372|XP_034121131.1|DGUA	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC117583746|XP_034128158.1|DGUA	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC117592437|XP_034142081.1|DGUA	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC117580240|XP_034122552.1|DGUA	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC117582382|XP_034125945.1|DGUA	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC117578407|XP_034119757.1|DGUA	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC117591926|XP_034141210.1|DGUA	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC117584495|XP_034129314.1|DGUA	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC117578679|XP_034120197.1|DGUA	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC117591178|XP_034140195.1|DGUA	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC117581103|XP_034123885.1|DGUA	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC117580987|XP_034123674.1|DGUA	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC117579716|XP_034121601.1|DGUA	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC117578774|XP_034120371.1|DGUA	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC117588686|XP_034136026.1|DGUA	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC117589420|XP_034137243.1|DGUA	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC117579312|XP_034121015.1|DGUA	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC117579450|XP_034121268.1|DGUA	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC117588407|XP_034135568.1|DGUA	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC117587049|XP_034133376.1|DGUA	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC117582706|XP_034126516.1|DGUA	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC117581019|XP_034123776.1|DGUA	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC117586884|XP_034133108.1|DGUA	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC117583527|XP_034127768.1|DGUA	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC117592062|XP_034141451.1|DGUA	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC117587958|XP_034134856.1|DGUA	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC117592575|XP_034142351.1|DGUA	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC117589264|XP_034136934.1|DGUA	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC117590579|XP_034139215.1|DGUA	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC117587220|XP_034133675.1|DGUA	LOC118504197|XP_035894269.1|ASTE
