Orthogroup	DGUA.longest_only	AALB.longest_only
OG0007083	LOC117581823|XP_034125158.1|DGUA	LOC118457686|XP_035775346.1|AALB
OG0007084	LOC117588367|XP_034135472.1|DGUA	LOC118461838|XP_035783491.1|AALB
OG0007085	LOC117582108|XP_034125565.1|DGUA	LOC118461845|XP_035783520.1|AALB
OG0007086	LOC117584376|XP_034129110.1|DGUA	LOC118459761|XP_035779351.1|AALB
OG0007087	LOC117579310|XP_034121012.1|DGUA	LOC118460517|XP_035780785.1|AALB
OG0007088	LOC117584378|XP_034129113.1|DGUA	LOC118460509|XP_035780763.1|AALB
OG0007089	LOC117582445|XP_034126051.1|DGUA	LOC118458076|XP_035776124.1|AALB
OG0007090	LOC117581729|XP_034125000.1|DGUA	LOC118458494|XP_035776940.1|AALB
OG0007091	LOC117584405|XP_034129159.1|DGUA	LOC118458484|XP_035776927.1|AALB
OG0007092	LOC117586617|XP_034132712.1|DGUA	LOC118458074|XP_035776122.1|AALB
OG0007093	LOC117587708|XP_034134503.1|DGUA	LOC118458080|XP_035776130.1|AALB
OG0007094	LOC117587711|XP_034134506.1|DGUA	LOC118456630|XP_035773451.1|AALB
OG0007095	LOC117587643|XP_034134420.1|DGUA	LOC118461855|XP_035783548.1|AALB
OG0007096	LOC117587774|XP_034134603.1|DGUA	LOC118461856|XP_035783549.1|AALB
OG0007097	LOC117583866|XP_034128402.1|DGUA	LOC118461547|XP_035782889.1|AALB
OG0007098	LOC117583865|XP_034128401.1|DGUA	LOC118468864|XP_035796037.1|AALB
OG0007099	LOC117589825|XP_034137948.1|DGUA	LOC118456896|XP_035773910.1|AALB
OG0007100	LOC117583905|XP_034128473.1|DGUA	LOC118456886|XP_035773899.1|AALB
OG0007101	LOC117584053|XP_034128685.1|DGUA	LOC118456897|XP_035773913.1|AALB
OG0007103	LOC117587768|XP_034134595.1|DGUA	LOC118456173|XP_035772612.1|AALB
OG0007104	LOC117584285|XP_034128995.1|DGUA	LOC118456174|XP_035772613.1|AALB
OG0007105	LOC117584609|XP_034129515.1|DGUA	LOC118460009|XP_035779828.1|AALB
OG0007106	LOC117582349|XP_034125891.1|DGUA	LOC118461536|XP_035782875.1|AALB
OG0007107	LOC117581742|XP_034125026.1|DGUA	LOC118456424|XP_035773059.1|AALB
OG0007108	LOC117582074|XP_034125522.1|DGUA	LOC118457236|XP_035774509.1|AALB
OG0007109	LOC117581725|XP_034124995.1|DGUA	LOC118456224|XP_035772702.1|AALB
OG0007110	LOC117581705|XP_034124974.1|DGUA	LOC118456219|XP_035772693.1|AALB
OG0007111	LOC117582652|XP_034126442.1|DGUA	LOC118456212|XP_035772676.1|AALB
OG0007112	LOC117582632|XP_034126401.1|DGUA	LOC118462012|XP_035783851.1|AALB
OG0007113	LOC117582954|XP_034126955.1|DGUA	LOC118456444|XP_035773098.1|AALB
OG0007114	LOC117584656|XP_034129575.1|DGUA	LOC118456442|XP_035773096.1|AALB
OG0007115	LOC117583993|XP_034128611.1|DGUA	LOC118456441|XP_035773095.1|AALB
OG0007116	LOC117582476|XP_034126110.1|DGUA	LOC118460521|XP_035780790.1|AALB
OG0007117	LOC117582090|XP_034125543.1|DGUA	LOC118460527|XP_035780800.1|AALB
OG0007118	LOC117581741|XP_034125025.1|DGUA	LOC118460516|XP_035780784.1|AALB
OG0007119	LOC117591168|XP_034140178.1|DGUA	LOC118462024|XP_035783883.1|AALB
OG0007120	LOC117591400|XP_034140536.1|DGUA	LOC118457841|XP_035775614.1|AALB
OG0007121	LOC117581267|XP_034124168.1|DGUA	LOC118460653|XP_035781009.1|AALB
OG0007122	LOC117588772|XP_034136152.1|DGUA, LOC117591316|XP_034140415.1|DGUA	LOC118468838|XP_035795971.1|AALB
OG0007123	LOC117591322|XP_034140421.1|DGUA	LOC118468839|XP_035795972.1|AALB
OG0007124	LOC117586968|XP_034133234.1|DGUA	LOC118456674|XP_035773539.1|AALB
OG0007125	LOC117579672|XP_034121547.1|DGUA	LOC118457898|XP_035775770.1|AALB
OG0007126	LOC117580556|XP_034123047.1|DGUA	LOC118457838|XP_035775610.1|AALB
OG0007127	LOC117586961|XP_034133224.1|DGUA	LOC118457342|XP_035774733.1|AALB
OG0007128	LOC117579677|XP_034121556.1|DGUA	LOC118457341|XP_035774732.1|AALB
OG0007129	LOC117579673|XP_034121549.1|DGUA	LOC118460290|XP_035780376.1|AALB
OG0007130	LOC117586995|XP_034133285.1|DGUA	LOC118460294|XP_035780382.1|AALB
OG0007131	LOC117579283|XP_034120971.1|DGUA	LOC118461280|XP_035782326.1|AALB
OG0007132	LOC117579772|XP_034121716.1|DGUA	LOC118461282|XP_035782328.1|AALB
OG0007133	LOC117589080|XP_034136607.1|DGUA	LOC118460961|XP_035781630.1|AALB
OG0007134	LOC117587460|XP_034134075.1|DGUA	LOC118460954|XP_035781623.1|AALB
OG0007135	LOC117588878|XP_034136277.1|DGUA	LOC118460399|XP_035780571.1|AALB
OG0007136	LOC117580445|XP_034122893.1|DGUA	LOC118460391|XP_035780557.1|AALB
OG0007137	LOC117590798|XP_034139644.1|DGUA	LOC118459927|XP_035779668.1|AALB
OG0007138	LOC117590859|XP_034139750.1|DGUA	LOC118468487|XP_035795207.1|AALB
OG0007139	LOC117591373|XP_034140503.1|DGUA	LOC118468990|XP_035796299.1|AALB
OG0007140	LOC117580801|XP_034123391.1|DGUA	LOC118468992|XP_035796311.1|AALB
OG0007141	LOC117590833|XP_034139701.1|DGUA	LOC118460022|XP_035779847.1|AALB
OG0007142	LOC117579926|XP_034121962.1|DGUA	LOC118468844|XP_035795981.1|AALB
OG0007143	LOC117585832|XP_034131459.1|DGUA	LOC118459469|XP_035778770.1|AALB
OG0007144	LOC117585936|XP_034131595.1|DGUA	LOC118459465|XP_035778766.1|AALB
OG0007145	LOC117585691|XP_034131197.1|DGUA	LOC118459468|XP_035778769.1|AALB
OG0007146	LOC117591123|XP_034140116.1|DGUA	LOC118459485|XP_035778791.1|AALB
OG0007147	LOC117589600|XP_034137565.1|DGUA	LOC118461692|XP_035783202.1|AALB
OG0007148	LOC117581420|XP_034124468.1|DGUA	LOC118461437|XP_035782638.1|AALB
OG0007149	LOC117591503|XP_034140694.1|DGUA	LOC118468462|XP_035795148.1|AALB
OG0007151	LOC117579323|XP_034121028.1|DGUA	LOC118456531|XP_035773266.1|AALB
OG0007152	LOC117588757|XP_034136128.1|DGUA	LOC118456305|XP_035772836.1|AALB
OG0007153	LOC117588765|XP_034136138.1|DGUA	LOC118456951|XP_035774019.1|AALB
OG0007154	LOC117592058|XP_034141445.1|DGUA	LOC118459853|XP_035779516.1|AALB
OG0007155	LOC117591361|XP_034140486.1|DGUA	LOC118461530|XP_035782855.1|AALB
OG0007156	LOC117589862|XP_034138021.1|DGUA	LOC118456950|XP_035774018.1|AALB
OG0007157	LOC117585747|XP_034131287.1|DGUA	LOC118458627|XP_035777208.1|AALB
OG0007158	LOC117579711|XP_034121595.1|DGUA	LOC118458631|XP_035777213.1|AALB
OG0007159	LOC117590687|XP_034139478.1|DGUA	LOC118459633|XP_035779104.1|AALB
OG0007160	LOC117590126|XP_034138389.1|DGUA	LOC118460777|XP_035781274.1|AALB
OG0007161	LOC117588550|XP_034135822.1|DGUA	LOC118459919|XP_035779654.1|AALB
OG0007162	LOC117590856|XP_034139744.1|DGUA	LOC118459918|XP_035779653.1|AALB
OG0007163	LOC117583675|XP_034128034.1|DGUA	LOC118456708|XP_035773637.1|AALB
OG0007164	LOC117583669|XP_034128027.1|DGUA	LOC118466404|XP_035791565.1|AALB
OG0007165	LOC117581014|XP_034123720.1|DGUA	LOC118462077|XP_035783979.1|AALB
OG0007166	LOC117589321|XP_034137030.1|DGUA	LOC118462071|XP_035783960.1|AALB
OG0007167	LOC117580799|XP_034123389.1|DGUA	LOC118468449|XP_035795118.1|AALB
OG0007168	LOC117588764|XP_034136137.1|DGUA	LOC118457319|XP_035774701.1|AALB
OG0007169	LOC117580933|XP_034123604.1|DGUA	LOC118457321|XP_035774705.1|AALB
OG0007170	LOC117590196|XP_034138522.1|DGUA	LOC118468484|XP_035795198.1|AALB
OG0007171	LOC117590470|XP_034139008.1|DGUA	LOC118461045|XP_035781828.1|AALB
OG0007172	LOC117588676|XP_034136014.1|DGUA	LOC118456641|XP_035773472.1|AALB
OG0007173	LOC117588672|XP_034136006.1|DGUA	LOC118456639|XP_035773467.1|AALB
OG0007174	LOC117585648|XP_034131127.1|DGUA	LOC118461233|XP_035782225.1|AALB
OG0007175	LOC117587051|XP_034133377.1|DGUA	LOC118459716|XP_035779269.1|AALB
OG0007176	LOC117585909|XP_034131562.1|DGUA	LOC118458623|XP_035777200.1|AALB
OG0007177	LOC117586574|XP_034132630.1|DGUA	LOC118461526|XP_035782850.1|AALB
OG0007178	LOC117586694|XP_034132851.1|DGUA	LOC118459466|XP_035778767.1|AALB
OG0007179	LOC117586036|XP_034131773.1|DGUA	LOC118459480|XP_035778784.1|AALB
OG0007180	LOC117586575|XP_034132631.1|DGUA	LOC118459472|XP_035778777.1|AALB
OG0007181	LOC117581385|XP_034124417.1|DGUA	LOC118458172|XP_035776270.1|AALB
OG0007182	LOC117586306|XP_034132154.1|DGUA	LOC118461604|XP_035783014.1|AALB
OG0007183	LOC117585948|XP_034131613.1|DGUA	LOC118459678|XP_035779179.1|AALB
OG0007184	LOC117586184|XP_034131997.1|DGUA	LOC118459674|XP_035779174.1|AALB
OG0007185	LOC117582326|XP_034125864.1|DGUA	LOC118468613|XP_035795507.1|AALB
OG0007186	LOC117586754|XP_034132953.1|DGUA	LOC118459576|XP_035778994.1|AALB
OG0007187	LOC117591131|XP_034140132.1|DGUA	LOC118459175|XP_035778214.1|AALB
OG0007188	LOC117590002|XP_034138179.1|DGUA	LOC118459177|XP_035778226.1|AALB
OG0007189	LOC117585932|XP_034131588.1|DGUA	LOC118459180|XP_035778229.1|AALB
OG0007190	LOC117590083|XP_034138313.1|DGUA	LOC118459185|XP_035778235.1|AALB
OG0007191	LOC117588886|XP_034136317.1|DGUA	LOC118459178|XP_035778227.1|AALB
OG0007192	LOC117588481|XP_034135671.1|DGUA	LOC118458460|XP_035776866.1|AALB
OG0007193	LOC117588476|XP_034135663.1|DGUA	LOC118458452|XP_035776833.1|AALB
OG0007194	LOC117590817|XP_034139676.1|DGUA	LOC118458459|XP_035776865.1|AALB
OG0007195	LOC117585998|XP_034131716.1|DGUA	LOC118459858|XP_035779524.1|AALB
OG0007196	LOC117583615|XP_034127948.1|DGUA	LOC118456953|XP_035774022.1|AALB
OG0007197	LOC117580416|XP_034122855.1|DGUA	LOC118458624|XP_035777201.1|AALB
OG0007198	LOC117586185|XP_034131998.1|DGUA	LOC118457259|XP_035774540.1|AALB
OG0007199	LOC117586078|XP_034131824.1|DGUA	LOC118457256|XP_035774536.1|AALB
OG0007200	LOC117590069|XP_034138290.1|DGUA	LOC118457252|XP_035774533.1|AALB
OG0007201	LOC117589360|XP_034137147.1|DGUA	LOC118467541|XP_035794036.1|AALB
OG0007202	LOC117589254|XP_034136920.1|DGUA	LOC118467534|XP_035794014.1|AALB
OG0007203	LOC117589250|XP_034136914.1|DGUA	LOC118459071|XP_035778003.1|AALB
OG0007204	LOC117588261|XP_034135286.1|DGUA	LOC118459064|XP_035777991.1|AALB
OG0007205	LOC117589253|XP_034136918.1|DGUA	LOC118459066|XP_035777996.1|AALB
OG0007206	LOC117586272|XP_034132109.1|DGUA	LOC118460278|XP_035780355.1|AALB
OG0007207	LOC117585927|XP_034131584.1|DGUA	LOC118460279|XP_035780356.1|AALB
OG0007208	LOC117585934|XP_034131591.1|DGUA	LOC118457065|XP_035774221.1|AALB
OG0007209	LOC117585935|XP_034131593.1|DGUA	LOC118457064|XP_035774220.1|AALB
OG0007210	LOC117586241|XP_034132069.1|DGUA	LOC118457370|XP_035774792.1|AALB
OG0007211	LOC117586271|XP_034132108.1|DGUA	LOC118457062|XP_035774217.1|AALB
OG0007212	LOC117582864|XP_034126824.1|DGUA	LOC118456862|XP_035773858.1|AALB
OG0007214	LOC117579909|XP_034121936.1|DGUA	LOC118458862|XP_035777696.1|AALB
OG0007215	LOC117586100|XP_034131850.1|DGUA	LOC118461706|XP_035783224.1|AALB
OG0007216	LOC117582967|XP_034126974.1|DGUA	LOC118468885|XP_035796070.1|AALB
OG0007217	LOC117587977|XP_034134916.1|DGUA	LOC118468888|XP_035796074.1|AALB
OG0007218	LOC117585461|XP_034130841.1|DGUA	LOC118460262|XP_035780327.1|AALB
OG0007220	LOC117585699|XP_034131207.1|DGUA	LOC118458689|XP_035777320.1|AALB
OG0007221	LOC117591118|XP_034140110.1|DGUA	LOC118458688|XP_035777319.1|AALB
OG0007222	LOC117585749|XP_034131290.1|DGUA	LOC118457351|XP_035774742.1|AALB
OG0007223	LOC117583673|XP_034128032.1|DGUA	LOC118460592|XP_035780905.1|AALB
OG0007224	LOC117586260|XP_034132093.1|DGUA	LOC118460584|XP_035780896.1|AALB
OG0007225	LOC117586064|XP_034131803.1|DGUA	LOC118460601|XP_035780922.1|AALB
OG0007226	LOC117585676|XP_034131168.1|DGUA	LOC118460580|XP_035780886.1|AALB
OG0007227	LOC117587367|XP_034133903.1|DGUA	LOC118457533|XP_035775078.1|AALB
OG0007228	LOC117589247|XP_034136909.1|DGUA	LOC118457698|XP_035775363.1|AALB
OG0007229	LOC117589959|XP_034138149.1|DGUA	LOC118459016|XP_035777911.1|AALB
OG0007230	LOC117585226|XP_034130510.1|DGUA	LOC118461719|XP_035783272.1|AALB
OG0007231	LOC117586157|XP_034131947.1|DGUA	LOC118461714|XP_035783264.1|AALB
OG0007232	LOC117579810|XP_034121780.1|DGUA	LOC118459912|XP_035779639.1|AALB
OG0007233	LOC117579811|XP_034121790.1|DGUA	LOC118459914|XP_035779648.1|AALB
OG0007234	LOC117579177|XP_034120830.1|DGUA	LOC118457881|XP_035775703.1|AALB
OG0007235	LOC117579384|XP_034121147.1|DGUA	LOC118457879|XP_035775701.1|AALB
OG0007236	LOC117585991|XP_034131706.1|DGUA	LOC118468608|XP_035795492.1|AALB
OG0007237	LOC117584916|XP_034129954.1|DGUA	LOC118468607|XP_035795491.1|AALB
OG0007238	LOC117590652|XP_034139385.1|DGUA	LOC118461786|XP_035783408.1|AALB
OG0007239	LOC117585418|XP_034130782.1|DGUA	LOC118468494|XP_035795215.1|AALB
OG0007240	LOC117586086|XP_034131833.1|DGUA	LOC118468496|XP_035795219.1|AALB
OG0007241	LOC117581229|XP_034124103.1|DGUA	LOC118458123|XP_035776196.1|AALB
OG0007242	LOC117581226|XP_034124096.1|DGUA	LOC118458122|XP_035776189.1|AALB
OG0007243	LOC117588468|XP_034135650.1|DGUA	LOC118461137|XP_035781991.1|AALB
OG0007244	LOC117585086|XP_034130245.1|DGUA	LOC118458210|XP_035776348.1|AALB
OG0007245	LOC117582927|XP_034126920.1|DGUA	LOC118461111|XP_035781923.1|AALB
OG0007246	LOC117583603|XP_034127887.1|DGUA	LOC118459001|XP_035777896.1|AALB
OG0007247	LOC117592120|XP_034141553.1|DGUA	LOC118456294|XP_035772825.1|AALB
OG0007248	LOC117588317|XP_034135404.1|DGUA	LOC118458969|XP_035777849.1|AALB
OG0007249	LOC117580671|XP_034123173.1|DGUA	LOC118456705|XP_035773615.1|AALB
OG0007250	LOC117590873|XP_034139786.1|DGUA	LOC118459738|XP_035779307.1|AALB
OG0007251	LOC117585944|XP_034131608.1|DGUA	LOC118459739|XP_035779308.1|AALB
OG0007252	LOC117585199|XP_034130468.1|DGUA	LOC118458066|XP_035776108.1|AALB
OG0007253	LOC117587456|XP_034134069.1|DGUA	LOC118461813|XP_035783458.1|AALB
OG0007254	LOC117585616|XP_034131068.1|DGUA	LOC118457300|XP_035774663.1|AALB
OG0007255	LOC117590328|XP_034138712.1|DGUA	LOC118461527|XP_035782852.1|AALB
OG0007256	LOC117586576|XP_034132632.1|DGUA	LOC118459478|XP_035778782.1|AALB
OG0007257	LOC117586750|XP_034132948.1|DGUA	LOC118469021|XP_035796358.1|AALB
OG0007258	LOC117586736|XP_034132921.1|DGUA	LOC118461175|XP_035782078.1|AALB
OG0007259	LOC117590723|XP_034139521.1|DGUA	LOC118459454|XP_035778756.1|AALB
OG0007260	LOC117579827|XP_034121812.1|DGUA	LOC118459458|XP_035778760.1|AALB
OG0007261	LOC117582422|XP_034126020.1|DGUA	LOC118458285|XP_035776501.1|AALB
OG0007262	LOC117581126|XP_034123942.1|DGUA	LOC118459546|XP_035778919.1|AALB
OG0007263	LOC117589221|XP_034136859.1|DGUA	LOC118459547|XP_035778920.1|AALB
OG0007264	LOC117579282|XP_034120970.1|DGUA	LOC118457026|XP_035774154.1|AALB
OG0007265	LOC117581624|XP_034124883.1|DGUA	LOC118459722|XP_035779288.1|AALB
OG0007266	LOC117585765|XP_034131331.1|DGUA	LOC118456141|XP_035772535.1|AALB
OG0007267	LOC117585224|XP_034130509.1|DGUA	LOC118456670|XP_035773535.1|AALB
OG0007268	LOC117588285|XP_034135356.1|DGUA	LOC118456668|XP_035773528.1|AALB
OG0007269	LOC117590765|XP_034139602.1|DGUA	LOC118459195|XP_035778249.1|AALB
OG0007270	LOC117589864|XP_034138023.1|DGUA	LOC118457201|XP_035774444.1|AALB
OG0007271	LOC117586723|XP_034132909.1|DGUA	LOC118457204|XP_035774452.1|AALB
OG0007272	LOC117587371|XP_034133910.1|DGUA	LOC118457216|XP_035774484.1|AALB
OG0007273	LOC117585347|XP_034130681.1|DGUA	LOC118457209|XP_035774467.1|AALB
OG0007274	LOC117583188|XP_034127281.1|DGUA	LOC118457220|XP_035774491.1|AALB
OG0007275	LOC117587133|XP_034133529.1|DGUA	LOC118457206|XP_035774460.1|AALB
OG0007276	LOC117587132|XP_034133528.1|DGUA	LOC118460039|XP_035779895.1|AALB
OG0007277	LOC117588903|XP_034136351.1|DGUA	LOC118460036|XP_035779872.1|AALB
OG0007278	LOC117587405|XP_034133953.1|DGUA	LOC118460040|XP_035779896.1|AALB
OG0007279	LOC117586867|XP_034133055.1|DGUA	LOC118468960|XP_035796216.1|AALB
OG0007280	LOC117587043|XP_034133365.1|DGUA	LOC118457036|XP_035774163.1|AALB
OG0007281	LOC117585822|XP_034131443.1|DGUA	LOC118461152|XP_035782020.1|AALB
OG0007282	LOC117585821|XP_034131442.1|DGUA	LOC118461149|XP_035782016.1|AALB
OG0007283	LOC117591119|XP_034140111.1|DGUA	LOC118461150|XP_035782017.1|AALB
OG0007284	LOC117589773|XP_034137861.1|DGUA	LOC118468801|XP_035795904.1|AALB
OG0007285	LOC117591327|XP_034140429.1|DGUA	LOC118467031|XP_035792908.1|AALB
OG0007286	LOC117591325|XP_034140424.1|DGUA	LOC118460127|XP_035780069.1|AALB
OG0007287	LOC117582449|XP_034126063.1|DGUA	LOC118460129|XP_035780074.1|AALB
OG0007288	LOC117581012|XP_034123714.1|DGUA	LOC118467024|XP_035792873.1|AALB
OG0007289	LOC117588555|XP_034135828.1|DGUA	LOC118459724|XP_035779291.1|AALB
OG0007290	LOC117586093|XP_034131840.1|DGUA	LOC118459671|XP_035779171.1|AALB
OG0007291	LOC117581060|XP_034123822.1|DGUA	LOC118458909|XP_035777764.1|AALB
OG0007292	LOC117588652|XP_034135979.1|DGUA	LOC118458913|XP_035777770.1|AALB
OG0007293	LOC117585112|XP_034130284.1|DGUA	LOC118468896|XP_035796082.1|AALB
OG0007294	LOC117585663|XP_034131150.1|DGUA	LOC118460221|XP_035780235.1|AALB
OG0007295	LOC117585045|XP_034130192.1|DGUA	LOC118460760|XP_035781251.1|AALB
OG0007296	LOC117589719|XP_034137775.1|DGUA	LOC118461130|XP_035781984.1|AALB
OG0007297	LOC117586298|XP_034132145.1|DGUA	LOC118461134|XP_035781988.1|AALB
OG0007298	LOC117586761|XP_034132963.1|DGUA	LOC118461135|XP_035781989.1|AALB
OG0007299	LOC117585015|XP_034130146.1|DGUA	LOC118458831|XP_035777613.1|AALB
OG0007300	LOC117586752|XP_034132950.1|DGUA	LOC118468655|XP_035795580.1|AALB
OG0007301	LOC117585575|XP_034131001.1|DGUA	LOC118461587|XP_035782981.1|AALB
OG0007302	LOC117585727|XP_034131257.1|DGUA	LOC118468987|XP_035796289.1|AALB
OG0007303	LOC117588612|XP_034135913.1|DGUA	LOC118458133|XP_035776212.1|AALB
OG0007304	LOC117584614|XP_034129520.1|DGUA	LOC118466694|XP_035792221.1|AALB
OG0007305	LOC117579916|XP_034121946.1|DGUA	LOC118460854|XP_035781453.1|AALB
OG0007306	LOC117579913|XP_034121940.1|DGUA	LOC118460853|XP_035781451.1|AALB
OG0007307	LOC117586459|XP_034132402.1|DGUA	LOC118460098|XP_035780018.1|AALB
OG0007308	LOC117583163|XP_034127249.1|DGUA	LOC118458637|XP_035777219.1|AALB
OG0007309	LOC117585462|XP_034130842.1|DGUA	LOC118457899|XP_035775778.1|AALB
OG0007310	LOC117585343|XP_034130676.1|DGUA	LOC118459078|XP_035778018.1|AALB
OG0007311	LOC117585450|XP_034130819.1|DGUA	LOC118459073|XP_035778006.1|AALB
OG0007312	LOC117578582|XP_034120056.1|DGUA	LOC118468543|XP_035795320.1|AALB
OG0007313	LOC117590523|XP_034139131.1|DGUA	LOC118460646|XP_035780999.1|AALB
OG0007314	LOC117581322|XP_034124320.1|DGUA	LOC118460649|XP_035781003.1|AALB
OG0007315	LOC117591171|XP_034140185.1|DGUA	LOC118468745|XP_035795796.1|AALB
OG0007316	LOC117586346|XP_034132253.1|DGUA	LOC118457217|XP_035774486.1|AALB
OG0007317	LOC117585685|XP_034131191.1|DGUA	LOC118460045|XP_035779900.1|AALB
OG0007318	LOC117585682|XP_034131185.1|DGUA	LOC118460037|XP_035779888.1|AALB
OG0007319	LOC117589351|XP_034137126.1|DGUA	LOC118456860|XP_035773853.1|AALB
OG0007320	LOC117583952|XP_034128543.1|DGUA	LOC118461314|XP_035782402.1|AALB
OG0007321	LOC117580996|XP_034123692.1|DGUA	LOC118461612|XP_035783042.1|AALB
OG0007322	LOC117590785|XP_034139625.1|DGUA	LOC118460871|XP_035781497.1|AALB
OG0007323	LOC117580760|XP_034123346.1|DGUA	LOC118460869|XP_035781493.1|AALB
OG0007324	LOC117586683|XP_034132827.1|DGUA	LOC118459984|XP_035779774.1|AALB
OG0007325	LOC117583216|XP_034127326.1|DGUA	LOC118459977|XP_035779765.1|AALB
OG0007326	LOC117586681|XP_034132824.1|DGUA	LOC118461503|XP_035782820.1|AALB
OG0007327	LOC117579740|XP_034121648.1|DGUA	LOC118458516|XP_035776980.1|AALB
OG0007328	LOC117583204|XP_034127301.1|DGUA	LOC118459982|XP_035779772.1|AALB
OG0007329	LOC117585922|XP_034131579.1|DGUA	LOC118457783|XP_035775521.1|AALB
OG0007331	LOC117590821|XP_034139679.1|DGUA	LOC118461494|XP_035782811.1|AALB
OG0007332	LOC117581199|XP_034124059.1|DGUA	LOC118458323|XP_035776564.1|AALB
OG0007333	LOC117586730|XP_034132916.1|DGUA	LOC118460331|XP_035780438.1|AALB
OG0007334	LOC117584070|XP_034128705.1|DGUA	LOC118459005|XP_035777902.1|AALB
OG0007335	LOC117587077|XP_034133431.1|DGUA	LOC118458914|XP_035777772.1|AALB
OG0007336	LOC117591002|XP_034139975.1|DGUA	LOC118460734|XP_035781185.1|AALB
OG0007337	LOC117588837|XP_034136221.1|DGUA	LOC118468761|XP_035795827.1|AALB
OG0007338	LOC117589395|XP_034137202.1|DGUA	LOC118460149|XP_035780136.1|AALB
OG0007339	LOC117586644|XP_034132764.1|DGUA	LOC118460837|XP_035781412.1|AALB
OG0007340	LOC117585120|XP_034130333.1|DGUA	LOC118459316|XP_035778455.1|AALB
OG0007341	LOC117585942|XP_034131603.1|DGUA	LOC118461061|XP_035781842.1|AALB
OG0007342	LOC117589868|XP_034138027.1|DGUA	LOC118457272|XP_035774559.1|AALB
OG0007343	LOC117585693|XP_034131198.1|DGUA	LOC118456867|XP_035773864.1|AALB
OG0007344	LOC117582060|XP_034125503.1|DGUA	LOC118456866|XP_035773862.1|AALB
OG0007345	LOC117585695|XP_034131200.1|DGUA	LOC118459338|XP_035778503.1|AALB
OG0007346	LOC117579335|XP_034121051.1|DGUA	LOC118459876|XP_035779557.1|AALB
OG0007347	LOC117581042|XP_034123763.1|DGUA	LOC118457779|XP_035775504.1|AALB
OG0007348	LOC117581040|XP_034123761.1|DGUA	LOC118457768|XP_035775485.1|AALB
OG0007349	LOC117581030|XP_034123751.1|DGUA	LOC118457763|XP_035775479.1|AALB
OG0007350	LOC117591158|XP_034140169.1|DGUA	LOC118457789|XP_035775528.1|AALB
OG0007351	LOC117579218|XP_034120877.1|DGUA	LOC118461983|XP_035783808.1|AALB
OG0007352	LOC117591972|XP_034141298.1|DGUA	LOC118460680|XP_035781072.1|AALB
OG0007353	LOC117586551|XP_034132604.1|DGUA	LOC118457225|XP_035774497.1|AALB
OG0007354	LOC117581233|XP_034124108.1|DGUA	LOC118460832|XP_035781388.1|AALB
OG0007355	LOC117585863|XP_034131508.1|DGUA	LOC118461026|XP_035781774.1|AALB
OG0007356	LOC117581116|XP_034123931.1|DGUA	LOC118461588|XP_035782982.1|AALB
OG0007357	LOC117586714|XP_034132881.1|DGUA	LOC118461585|XP_035782968.1|AALB
OG0007358	LOC117585888|XP_034131534.1|DGUA	LOC118461586|XP_035782975.1|AALB
OG0007359	LOC117583757|XP_034128175.1|DGUA	LOC118458458|XP_035776864.1|AALB
OG0007360	LOC117589912|XP_034138077.1|DGUA	LOC118461520|XP_035782846.1|AALB
OG0007361	LOC117581113|XP_034123914.1|DGUA	LOC118461919|XP_035783676.1|AALB
OG0007362	LOC117588083|XP_034135042.1|DGUA	LOC118461920|XP_035783679.1|AALB
OG0007363	LOC117590791|XP_034139637.1|DGUA	LOC118469018|XP_035796355.1|AALB
OG0007364	LOC117590790|XP_034139629.1|DGUA	LOC118460124|XP_035780056.1|AALB
OG0007365	LOC117590771|XP_034139608.1|DGUA	LOC118460092|XP_035780009.1|AALB
OG0007366	LOC117586379|XP_034132298.1|DGUA	LOC118460094|XP_035780012.1|AALB
OG0007367	LOC117580277|XP_034122622.1|DGUA	LOC118459998|XP_035779793.1|AALB
OG0007368	LOC117586079|XP_034131825.1|DGUA	LOC118457574|XP_035775142.1|AALB
OG0007369	LOC117590033|XP_034138218.1|DGUA	LOC118459574|XP_035778992.1|AALB
OG0007370	LOC117578856|XP_034120537.1|DGUA	LOC118457480|XP_035774997.1|AALB
OG0007371	LOC117583251|XP_034127368.1|DGUA	LOC118460686|XP_035781078.1|AALB
OG0007372	LOC117586607|XP_034132687.1|DGUA	LOC118458753|XP_035777437.1|AALB
OG0007373	LOC117580746|XP_034123323.1|DGUA	LOC118458761|XP_035777447.1|AALB
OG0007374	LOC117590414|XP_034138904.1|DGUA	LOC118458332|XP_035776577.1|AALB
OG0007375	LOC117590237|XP_034138600.1|DGUA	LOC118459605|XP_035779045.1|AALB
OG0007376	LOC117581028|XP_034123749.1|DGUA	LOC118461023|XP_035781768.1|AALB
OG0007377	LOC117582739|XP_034126564.1|DGUA	LOC118458532|XP_035777003.1|AALB
OG0007378	LOC117580673|XP_034123178.1|DGUA	LOC118458319|XP_035776555.1|AALB
OG0007379	LOC117581630|XP_034124889.1|DGUA	LOC118466771|XP_035792393.1|AALB
OG0007380	LOC117588677|XP_034136015.1|DGUA	LOC118456520|XP_035773256.1|AALB
OG0007381	LOC117580798|XP_034123388.1|DGUA	LOC118458311|XP_035776546.1|AALB
OG0007382	LOC117580930|XP_034123601.1|DGUA	LOC118460176|XP_035780173.1|AALB
OG0007383	LOC117590752|XP_034139553.1|DGUA	LOC118458308|XP_035776536.1|AALB
