Orthogroup	DGUA.longest_only	BCOP.longest_only
OG0005922	LOC117580717|XP_034123272.1|DGUA	LOC119081723|XP_037046760.1|BCOP
OG0005923	LOC117587500|XP_034134162.1|DGUA	LOC119071802|XP_037032763.1|BCOP
OG0005924	LOC117587504|XP_034134167.1|DGUA	LOC119071818|XP_037032784.1|BCOP
OG0005925	LOC117580220|XP_034122514.1|DGUA	LOC119074216|XP_037036112.1|BCOP
OG0005926	LOC117590540|XP_034139159.1|DGUA	LOC119071570|XP_037032404.1|BCOP
OG0005927	LOC117585576|XP_034131003.1|DGUA	LOC119079583|XP_037043469.1|BCOP
OG0005928	LOC117588483|XP_034135675.1|DGUA	LOC119071594|XP_037032441.1|BCOP
OG0005929	LOC117587098|XP_034133468.1|DGUA	LOC119079365|XP_037043113.1|BCOP
OG0005930	LOC117581043|XP_034123771.1|DGUA	LOC119072076|XP_037033119.1|BCOP
OG0005931	LOC117590015|XP_034138197.1|DGUA	LOC119072083|XP_037033135.1|BCOP
OG0005932	LOC117587759|XP_034134585.1|DGUA	LOC119077366|XP_037040446.1|BCOP
OG0005933	LOC117578780|XP_034120379.1|DGUA	LOC119071236|XP_037031964.1|BCOP
OG0005934	LOC117578516|XP_034119952.1|DGUA	LOC119078256|XP_037041645.1|BCOP
OG0005935	LOC117579943|XP_034121990.1|DGUA	LOC119078728|XP_037042305.1|BCOP
OG0005936	LOC117584865|XP_034129905.1|DGUA	LOC119084196|XP_037049969.1|BCOP, LOC119076286|XP_037038843.1|BCOP
OG0005937	LOC117579946|XP_034121996.1|DGUA	LOC119072330|XP_037033412.1|BCOP
OG0005938	LOC117592435|XP_034142126.1|DGUA	LOC119071234|XP_037031963.1|BCOP
OG0005939	LOC117590214|XP_034138566.1|DGUA	LOC119074205|XP_037036096.1|BCOP
OG0005941	LOC117589432|XP_034137263.1|DGUA	LOC119071157|XP_037031803.1|BCOP
OG0005942	LOC117591409|XP_034140556.1|DGUA	LOC119079018|XP_037042686.1|BCOP
OG0005943	LOC117591401|XP_034140543.1|DGUA	LOC119079019|XP_037042691.1|BCOP
OG0005944	LOC117583537|XP_034127821.1|DGUA	LOC119079036|XP_037042718.1|BCOP
OG0005945	LOC117590799|XP_034139695.1|DGUA	LOC119079022|XP_037042696.1|BCOP
OG0005946	LOC117592653|XP_034142492.1|DGUA	LOC119066638|XP_037025100.1|BCOP
OG0005947	LOC117592100|XP_034141508.1|DGUA	LOC119083163|XP_037048702.1|BCOP
OG0005948	LOC117579639|XP_034121507.1|DGUA	LOC119080530|XP_037044836.1|BCOP
OG0005949	LOC117579143|XP_034120774.1|DGUA	LOC119071098|XP_037031638.1|BCOP
OG0005950	LOC117581829|XP_034125168.1|DGUA	LOC119078732|XP_037042310.1|BCOP
OG0005951	LOC117579581|XP_034121399.1|DGUA	LOC119071164|XP_037031820.1|BCOP, LOC119071374|XP_037032133.1|BCOP
OG0005952	LOC117581828|XP_034125166.1|DGUA	LOC119078806|XP_037042404.1|BCOP
OG0005953	LOC117584875|XP_034129917.1|DGUA	LOC119078808|XP_037042408.1|BCOP
OG0005954	LOC117584834|XP_034129855.1|DGUA	LOC119078811|XP_037042410.1|BCOP
OG0005955	LOC117586741|XP_034132934.1|DGUA	LOC119071032|XP_037031522.1|BCOP
OG0005956	LOC117590151|XP_034138464.1|DGUA	LOC119077042|XP_037040064.1|BCOP
OG0005957	LOC117584911|XP_034129949.1|DGUA	LOC119083515|XP_037049127.1|BCOP
OG0005958	LOC117591206|XP_034140237.1|DGUA	LOC119071452|XP_037032197.1|BCOP
OG0005959	LOC117587699|XP_034134487.1|DGUA	LOC119066092|XP_037024259.1|BCOP
OG0005960	LOC117588409|XP_034135566.1|DGUA	LOC119072879|XP_037034084.1|BCOP
OG0005961	LOC117583488|XP_034127721.1|DGUA	LOC119072576|XP_037033718.1|BCOP
OG0005962	LOC117578580|XP_034120053.1|DGUA	LOC119068486|XP_037027992.1|BCOP
OG0005963	LOC117582169|XP_034125660.1|DGUA	LOC119085827|XP_037052223.1|BCOP
OG0005964	LOC117584611|XP_034129521.1|DGUA	LOC119066098|XP_037024264.1|BCOP
OG0005965	LOC117581777|XP_034125095.1|DGUA	LOC119074206|XP_037036097.1|BCOP
OG0005966	LOC117592592|XP_034142367.1|DGUA	LOC119071380|XP_037032136.1|BCOP
OG0005967	LOC117589933|XP_034138111.1|DGUA	LOC119072659|XP_037033810.1|BCOP
OG0005968	LOC117583279|XP_034127404.1|DGUA	LOC119072660|XP_037033813.1|BCOP
OG0005969	LOC117579524|XP_034121332.1|DGUA	LOC119071151|XP_037031786.1|BCOP
OG0005970	LOC117579503|XP_034121298.1|DGUA	LOC119066920|XP_037025516.1|BCOP
OG0005971	LOC117589820|XP_034137946.1|DGUA	LOC119086006|XP_037052478.1|BCOP
OG0005972	LOC117588890|XP_034136324.1|DGUA	LOC119071659|XP_037032518.1|BCOP
OG0005973	LOC117580456|XP_034122917.1|DGUA	LOC119072332|XP_037033415.1|BCOP
OG0005974	LOC117586953|XP_034133213.1|DGUA	LOC119072337|XP_037033420.1|BCOP
OG0005975	LOC117588892|XP_034136332.1|DGUA	LOC119072340|XP_037033421.1|BCOP
OG0005976	LOC117586085|XP_034131832.1|DGUA	LOC119076905|XP_037039815.1|BCOP
OG0005977	LOC117592309|XP_034141878.1|DGUA	LOC119066826|XP_037025381.1|BCOP, LOC119066828|XP_037025383.1|BCOP
OG0005978	LOC117591961|XP_034141285.1|DGUA	LOC119071000|XP_037031489.1|BCOP
OG0005979	LOC117588356|XP_034135462.1|DGUA	LOC119071223|XP_037031932.1|BCOP
OG0005980	LOC117585040|XP_034130190.1|DGUA	LOC119072180|XP_037033235.1|BCOP
OG0005981	LOC117590536|XP_034139148.1|DGUA	LOC119076593|XP_037039334.1|BCOP
OG0005982	LOC117592330|XP_034141912.1|DGUA	LOC119072179|XP_037033234.1|BCOP
OG0005983	LOC117588762|XP_034136135.1|DGUA	LOC119077693|XP_037040853.1|BCOP
OG0005984	LOC117590424|XP_034138922.1|DGUA	LOC119068838|XP_037028527.1|BCOP
OG0005985	LOC117591366|XP_034140492.1|DGUA	LOC119076613|XP_037039367.1|BCOP
OG0005986	LOC117581228|XP_034124102.1|DGUA	LOC119076795|XP_037039653.1|BCOP
OG0005987	LOC117581570|XP_034124805.1|DGUA	LOC119068225|XP_037027624.1|BCOP
OG0005988	LOC117588794|XP_034136216.1|DGUA	LOC119071889|XP_037032883.1|BCOP
OG0005989	LOC117588657|XP_034136028.1|DGUA	LOC119071663|XP_037032525.1|BCOP
OG0005990	LOC117578566|XP_034120033.1|DGUA	LOC119074246|XP_037036166.1|BCOP
OG0005991	LOC117592244|XP_034141770.1|DGUA	LOC119085323|XP_037051600.1|BCOP
OG0005992	LOC117580351|XP_034122759.1|DGUA	LOC119072063|XP_037033093.1|BCOP
OG0005993	LOC117580352|XP_034122760.1|DGUA	LOC119078807|XP_037042406.1|BCOP
OG0005994	LOC117589435|XP_034137264.1|DGUA	LOC119071077|XP_037031609.1|BCOP
OG0005995	LOC117588887|XP_034136318.1|DGUA	LOC119071062|XP_037031589.1|BCOP
OG0005996	LOC117579953|XP_034122017.1|DGUA	LOC119071094|XP_037031632.1|BCOP
OG0005997	LOC117578622|XP_034120117.1|DGUA	LOC119072510|XP_037033648.1|BCOP
OG0005998	LOC117580488|XP_034122964.1|DGUA	LOC119072508|XP_037033646.1|BCOP
OG0005999	LOC117587057|XP_034133388.1|DGUA	LOC119072368|XP_037033459.1|BCOP
OG0006000	LOC117590156|XP_034138436.1|DGUA	LOC119082270|XP_037047632.1|BCOP
OG0006001	LOC117579962|XP_034122028.1|DGUA	LOC119076541|XP_037039233.1|BCOP
OG0006002	LOC117581499|XP_034124645.1|DGUA	LOC119082369|XP_037047788.1|BCOP
OG0006003	LOC117580411|XP_034122849.1|DGUA, LOC117580382|XP_034122810.1|DGUA	LOC119071747|XP_037032674.1|BCOP
OG0006004	LOC117586498|XP_034132490.1|DGUA	LOC119073162|XP_037034359.1|BCOP, LOC119073174|XP_037034376.1|BCOP
OG0006005	LOC117591879|XP_034141148.1|DGUA	LOC119071669|XP_037032542.1|BCOP
OG0006006	LOC117586559|XP_034132652.1|DGUA	LOC119076116|XP_037038673.1|BCOP
OG0006007	LOC117578549|XP_034120012.1|DGUA	LOC119071479|XP_037032224.1|BCOP
OG0006008	LOC117584566|XP_034129421.1|DGUA	LOC119066936|XP_037025544.1|BCOP
OG0006010	LOC117589286|XP_034136968.1|DGUA	LOC119080996|XP_037045547.1|BCOP
OG0006011	LOC117588994|XP_034136491.1|DGUA	LOC119071753|XP_037032684.1|BCOP
OG0006012	LOC117580151|XP_034122352.1|DGUA	LOC119071851|XP_037032805.1|BCOP
OG0006013	LOC117578697|XP_034120233.1|DGUA	LOC119071855|XP_037032808.1|BCOP
OG0006014	LOC117579761|XP_034121704.1|DGUA	LOC119074805|XP_037036984.1|BCOP
OG0006015	LOC117583358|XP_034127523.1|DGUA	LOC119071345|XP_037032127.1|BCOP
OG0006016	LOC117578778|XP_034120375.1|DGUA	LOC119085318|XP_037051594.1|BCOP
OG0006017	LOC117578753|XP_034120330.1|DGUA	LOC119074251|XP_037036170.1|BCOP
OG0006018	LOC117592037|XP_034141395.1|DGUA	LOC119085520|XP_037051830.1|BCOP, LOC119085320|XP_037051596.1|BCOP
OG0006019	LOC117592427|XP_034142072.1|DGUA	LOC119076722|XP_037039537.1|BCOP
OG0006020	LOC117580190|XP_034122441.1|DGUA	LOC119082865|XP_037048423.1|BCOP
OG0006021	LOC117587307|XP_034133793.1|DGUA	LOC119076290|XP_037038846.1|BCOP
OG0006022	LOC117587800|XP_034134639.1|DGUA	LOC119066522|XP_037024935.1|BCOP
OG0006023	LOC117591339|XP_034140455.1|DGUA, LOC117591221|XP_034140285.1|DGUA	LOC119071971|XP_037032999.1|BCOP
OG0006024	LOC117581312|XP_034124247.1|DGUA	LOC119076578|XP_037039269.1|BCOP
OG0006025	LOC117579783|XP_034121737.1|DGUA	LOC119071490|XP_037032237.1|BCOP
OG0006026	LOC117583344|XP_034127499.1|DGUA	LOC119069420|XP_037029367.1|BCOP
OG0006027	LOC117578818|XP_034120463.1|DGUA	LOC119075526|XP_037037892.1|BCOP
OG0006028	LOC117583507|XP_034127744.1|DGUA	LOC119071846|XP_037032799.1|BCOP
OG0006029	LOC117592245|XP_034141771.1|DGUA	LOC119085372|XP_037051648.1|BCOP
OG0006030	LOC117583339|XP_034127493.1|DGUA	LOC119078234|XP_037041591.1|BCOP
OG0006031	LOC117578862|XP_034120544.1|DGUA	LOC119072606|XP_037033756.1|BCOP
OG0006032	LOC117580721|XP_034123277.1|DGUA	LOC119080322|XP_037044495.1|BCOP, LOC119077220|XP_037040296.1|BCOP
OG0006033	LOC117578752|XP_034120329.1|DGUA	LOC119071485|XP_037032231.1|BCOP, LOC119080365|XP_037044557.1|BCOP
OG0006034	LOC117589743|XP_034137814.1|DGUA	LOC119070112|XP_037030321.1|BCOP
OG0006035	LOC117585896|XP_034131542.1|DGUA	LOC119071936|XP_037032954.1|BCOP
OG0006036	LOC117587622|XP_034134371.1|DGUA	LOC119072747|XP_037033929.1|BCOP
OG0006037	LOC117581537|XP_034124746.1|DGUA	LOC119078994|XP_037042653.1|BCOP
OG0006038	LOC117585313|XP_034130633.1|DGUA	LOC119071384|XP_037032148.1|BCOP
OG0006039	LOC117589440|XP_034137276.1|DGUA	LOC119071143|XP_037031766.1|BCOP
OG0006040	LOC117589808|XP_034137920.1|DGUA	LOC119072465|XP_037033584.1|BCOP
OG0006041	LOC117590483|XP_034139030.1|DGUA	LOC119070414|XP_037030649.1|BCOP
OG0006042	LOC117592066|XP_034141455.1|DGUA	LOC119085124|XP_037051284.1|BCOP
OG0006043	LOC117580528|XP_034123012.1|DGUA	LOC119074195|XP_037036084.1|BCOP
OG0006044	LOC117590746|XP_034139547.1|DGUA	LOC119078997|XP_037042657.1|BCOP
OG0006045	LOC117589486|XP_034137344.1|DGUA	LOC119080220|XP_037044356.1|BCOP
OG0006046	LOC117582565|XP_034126297.1|DGUA	LOC119066435|XP_037024821.1|BCOP
OG0006047	LOC117579973|XP_034122042.1|DGUA	LOC119066444|XP_037024836.1|BCOP
OG0006048	LOC117579113|XP_034120731.1|DGUA	LOC119082343|XP_037047751.1|BCOP
OG0006049	LOC117590340|XP_034138729.1|DGUA	LOC119076216|XP_037038762.1|BCOP
OG0006050	LOC117583548|XP_034127798.1|DGUA	LOC119068306|XP_037027741.1|BCOP
OG0006051	LOC117591037|XP_034140022.1|DGUA	LOC119071974|XP_037033004.1|BCOP
OG0006052	LOC117579873|XP_034121888.1|DGUA	LOC119071914|XP_037032927.1|BCOP
OG0006053	LOC117589219|XP_034136856.1|DGUA	LOC119069386|XP_037029338.1|BCOP
OG0006054	LOC117590578|XP_034139212.1|DGUA	LOC119085047|XP_037051154.1|BCOP
OG0006055	LOC117583020|XP_034127061.1|DGUA	LOC119083481|XP_037049100.1|BCOP
OG0006056	LOC117592068|XP_034141463.1|DGUA	LOC119085122|XP_037051282.1|BCOP
OG0006057	LOC117589325|XP_034137060.1|DGUA	LOC119066104|XP_037024276.1|BCOP
OG0006058	LOC117585700|XP_034131208.1|DGUA	LOC119072193|XP_037033255.1|BCOP
OG0006059	LOC117580065|XP_034122197.1|DGUA	LOC119066387|XP_037024715.1|BCOP
OG0006060	LOC117580067|XP_034122199.1|DGUA	LOC119066389|XP_037024717.1|BCOP
OG0006061	LOC117588628|XP_034135944.1|DGUA	LOC119081197|XP_037045808.1|BCOP
OG0006062	LOC117585141|XP_034130361.1|DGUA	LOC119084502|XP_037050416.1|BCOP
OG0006063	LOC117587849|XP_034134707.1|DGUA	LOC119073074|XP_037034282.1|BCOP, LOC119082170|XP_037047480.1|BCOP
OG0006064	LOC117592119|XP_034141548.1|DGUA	LOC119071546|XP_037032340.1|BCOP
OG0006065	LOC117589089|XP_034136618.1|DGUA	LOC119079251|XP_037042928.1|BCOP, LOC119079704|XP_037043656.1|BCOP
OG0006066	LOC117578678|XP_034120195.1|DGUA	LOC119072181|XP_037033236.1|BCOP
OG0006067	LOC117582620|XP_034126388.1|DGUA	LOC119072156|XP_037033203.1|BCOP
OG0006068	LOC117588759|XP_034136130.1|DGUA	LOC119070409|XP_037030631.1|BCOP
OG0006070	LOC117588920|XP_034136383.1|DGUA	LOC119083289|XP_037048877.1|BCOP
OG0006071	LOC117583283|XP_034127407.1|DGUA	LOC119085558|XP_037051877.1|BCOP
OG0006072	LOC117589237|XP_034136891.1|DGUA	LOC119071330|XP_037032109.1|BCOP
OG0006073	LOC117587243|XP_034133706.1|DGUA	LOC119077788|XP_037040990.1|BCOP, LOC119077793|XP_037040996.1|BCOP
OG0006074	LOC117591417|XP_034140561.1|DGUA	LOC119085110|XP_037051259.1|BCOP
OG0006075	LOC117581519|XP_034124703.1|DGUA, LOC117580718|XP_034123276.1|DGUA	LOC119084910|XP_037050961.1|BCOP
OG0006076	LOC117578737|XP_034120292.1|DGUA	LOC119083538|XP_037049155.1|BCOP
OG0006077	LOC117579515|XP_034121312.1|DGUA	LOC119079857|XP_037043825.1|BCOP
OG0006078	LOC117579437|XP_034121215.1|DGUA	LOC119079859|XP_037043828.1|BCOP
OG0006079	LOC117579106|XP_034120723.1|DGUA	LOC119082528|XP_037047936.1|BCOP, LOC119082563|XP_037047984.1|BCOP
OG0006080	LOC117580400|XP_034122836.1|DGUA	LOC119066844|XP_037025407.1|BCOP
OG0006081	LOC117592023|XP_034141369.1|DGUA	LOC119086037|XP_037052506.1|BCOP
OG0006082	LOC117592029|XP_034141379.1|DGUA	LOC119067594|XP_037026587.1|BCOP
OG0006083	LOC117580350|XP_034122755.1|DGUA	LOC119066876|XP_037025445.1|BCOP
OG0006084	LOC117587312|XP_034133828.1|DGUA	LOC119071013|XP_037031510.1|BCOP
OG0006085	LOC117588901|XP_034136348.1|DGUA	LOC119066865|XP_037025430.1|BCOP
OG0006086	LOC117589244|XP_034136900.1|DGUA	LOC119066857|XP_037025421.1|BCOP
OG0006087	LOC117592054|XP_034141439.1|DGUA	LOC119072401|XP_037033506.1|BCOP
OG0006088	LOC117579188|XP_034120848.1|DGUA	LOC119083178|XP_037048733.1|BCOP
OG0006089	LOC117590846|XP_034139734.1|DGUA	LOC119085994|XP_037052460.1|BCOP
OG0006090	LOC117589096|XP_034136626.1|DGUA	LOC119071616|XP_037032450.1|BCOP
OG0006091	LOC117579585|XP_034121403.1|DGUA	LOC119071710|XP_037032599.1|BCOP
OG0006092	LOC117591493|XP_034140675.1|DGUA	LOC119071752|XP_037032682.1|BCOP
OG0006093	LOC117589507|XP_034137383.1|DGUA	LOC119066903|XP_037025488.1|BCOP
OG0006094	LOC117579372|XP_034121131.1|DGUA	LOC119079617|XP_037043508.1|BCOP
OG0006095	LOC117583746|XP_034128158.1|DGUA	LOC119082030|XP_037047248.1|BCOP
OG0006096	LOC117592437|XP_034142081.1|DGUA	LOC119066557|XP_037024998.1|BCOP
OG0006097	LOC117580240|XP_034122552.1|DGUA	LOC119074212|XP_037036104.1|BCOP
OG0006098	LOC117582382|XP_034125945.1|DGUA	LOC119076312|XP_037038874.1|BCOP
OG0006099	LOC117578407|XP_034119757.1|DGUA	LOC119071377|XP_037032132.1|BCOP
OG0006100	LOC117591926|XP_034141210.1|DGUA	LOC119072081|XP_037033132.1|BCOP
OG0006101	LOC117584495|XP_034129314.1|DGUA	LOC119072071|XP_037033102.1|BCOP
OG0006102	LOC117578679|XP_034120197.1|DGUA	LOC119078782|XP_037042389.1|BCOP
OG0006103	LOC117591178|XP_034140195.1|DGUA	LOC119076107|XP_037038662.1|BCOP
OG0006104	LOC117581103|XP_034123885.1|DGUA	LOC119076132|XP_037038700.1|BCOP
OG0006105	LOC117580987|XP_034123674.1|DGUA	LOC119076070|XP_037038609.1|BCOP
OG0006106	LOC117579716|XP_034121601.1|DGUA	LOC119071898|XP_037032895.1|BCOP
OG0006107	LOC117578774|XP_034120371.1|DGUA	LOC119071551|XP_037032367.1|BCOP
OG0006108	LOC117588686|XP_034136026.1|DGUA	LOC119071583|XP_037032425.1|BCOP
OG0006109	LOC117589420|XP_034137243.1|DGUA	LOC119070641|XP_037030965.1|BCOP
OG0006110	LOC117579312|XP_034121015.1|DGUA	LOC119082016|XP_037047228.1|BCOP
OG0006111	LOC117579450|XP_034121268.1|DGUA	LOC119066396|XP_037024725.1|BCOP
OG0006112	LOC117588407|XP_034135568.1|DGUA	LOC119076938|XP_037039872.1|BCOP
OG0006113	LOC117587049|XP_034133376.1|DGUA	LOC119076933|XP_037039865.1|BCOP
OG0006114	LOC117582706|XP_034126516.1|DGUA	LOC119071894|XP_037032890.1|BCOP
OG0006115	LOC117581019|XP_034123776.1|DGUA	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP
OG0006116	LOC117586884|XP_034133108.1|DGUA	LOC119083477|XP_037049093.1|BCOP
OG0006117	LOC117583527|XP_034127768.1|DGUA	LOC119066416|XP_037024784.1|BCOP
OG0006118	LOC117592062|XP_034141451.1|DGUA	LOC119070999|XP_037031487.1|BCOP
OG0006119	LOC117587958|XP_034134856.1|DGUA	LOC119071804|XP_037032765.1|BCOP
OG0006120	LOC117592575|XP_034142351.1|DGUA	LOC119069086|XP_037028868.1|BCOP
OG0006121	LOC117589264|XP_034136934.1|DGUA	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP
OG0006122	LOC117590579|XP_034139215.1|DGUA	LOC119072876|XP_037034077.1|BCOP
OG0006123	LOC117587220|XP_034133675.1|DGUA	LOC119086011|XP_037052482.1|BCOP
OG0006124	LOC117585272|XP_034130585.1|DGUA	LOC119069553|XP_037029528.1|BCOP
OG0006125	LOC117579244|XP_034120920.1|DGUA	LOC119072491|XP_037033625.1|BCOP
OG0006126	LOC117580305|XP_034122686.1|DGUA	LOC119082157|XP_037047461.1|BCOP
OG0006127	LOC117579423|XP_034121194.1|DGUA	LOC119085386|XP_037051674.1|BCOP
OG0006128	LOC117591258|XP_034140335.1|DGUA	LOC119071089|XP_037031626.1|BCOP
OG0006129	LOC117579286|XP_034120978.1|DGUA	LOC119066839|XP_037025397.1|BCOP
OG0006130	LOC117591239|XP_034140306.1|DGUA	LOC119071397|XP_037032169.1|BCOP
OG0006131	LOC117591279|XP_034140369.1|DGUA	LOC119066622|XP_037025078.1|BCOP
OG0006132	LOC117591270|XP_034140356.1|DGUA	LOC119066626|XP_037025083.1|BCOP
OG0006133	LOC117591240|XP_034140307.1|DGUA	LOC119076571|XP_037039261.1|BCOP
OG0006134	LOC117580486|XP_034122959.1|DGUA	LOC119081718|XP_037046751.1|BCOP
OG0006135	LOC117591242|XP_034140311.1|DGUA	LOC119080940|XP_037045458.1|BCOP
OG0006136	LOC117579245|XP_034120923.1|DGUA	LOC119084891|XP_037050933.1|BCOP
OG0006137	LOC117579410|XP_034121180.1|DGUA	LOC119071326|XP_037032106.1|BCOP
OG0006138	LOC117581652|XP_034124923.1|DGUA	LOC119072972|XP_037034183.1|BCOP
OG0006139	LOC117592044|XP_034141418.1|DGUA	LOC119074258|XP_037036175.1|BCOP
OG0006141	LOC117586473|XP_034132474.1|DGUA	LOC119071402|XP_037032174.1|BCOP
OG0006142	LOC117580322|XP_034122709.1|DGUA	LOC119071239|XP_037031969.1|BCOP
OG0006143	LOC117579075|XP_034120672.1|DGUA	LOC119085468|XP_037051779.1|BCOP
OG0006144	LOC117579773|XP_034121720.1|DGUA	LOC119085466|XP_037051778.1|BCOP
OG0006145	LOC117579611|XP_034121437.1|DGUA	LOC119071674|XP_037032549.1|BCOP
OG0006146	LOC117588119|XP_034135086.1|DGUA	LOC119070075|XP_037030270.1|BCOP
OG0006147	LOC117582736|XP_034126557.1|DGUA	LOC119074491|XP_037036537.1|BCOP
OG0006148	LOC117586826|XP_034132997.1|DGUA	LOC119084009|XP_037049717.1|BCOP
OG0006149	LOC117579421|XP_034121192.1|DGUA	LOC119066200|XP_037024415.1|BCOP
OG0006150	LOC117579418|XP_034121188.1|DGUA	LOC119070755|XP_037031125.1|BCOP
OG0006151	LOC117587847|XP_034134705.1|DGUA	LOC119081044|XP_037045644.1|BCOP
OG0006152	LOC117585672|XP_034131161.1|DGUA	LOC119069950|XP_037030072.1|BCOP
OG0006153	LOC117580583|XP_034123083.1|DGUA	LOC119074343|XP_037036331.1|BCOP
OG0006154	LOC117586492|XP_034132481.1|DGUA	LOC119078163|XP_037041533.1|BCOP, LOC119071214|XP_037032260.1|BCOP, LOC119070451|XP_037031082.1|BCOP, LOC119085979|XP_037052439.1|BCOP, LOC119068594|XP_037028143.1|BCOP, LOC119068785|XP_037028821.1|BCOP
OG0006155	LOC117583771|XP_034128215.1|DGUA	LOC119074710|XP_037036893.1|BCOP
OG0006156	LOC117586597|XP_034132668.1|DGUA	LOC119078045|XP_037041355.1|BCOP
OG0006158	LOC117580147|XP_034122347.1|DGUA	LOC119085441|XP_037051754.1|BCOP
OG0006159	LOC117579632|XP_034121495.1|DGUA	LOC119071269|XP_037032029.1|BCOP
OG0006160	LOC117590115|XP_034138360.1|DGUA	LOC119083107|XP_037048634.1|BCOP
OG0006161	LOC117591031|XP_034140023.1|DGUA	LOC119068982|XP_037028751.1|BCOP
OG0006162	LOC117590644|XP_034139376.1|DGUA	LOC119080070|XP_037044185.1|BCOP
OG0006165	LOC117579152|XP_034120802.1|DGUA	LOC119071010|XP_037031504.1|BCOP
OG0006181	LOC117589658|XP_034137684.1|DGUA	LOC119069285|XP_037029248.1|BCOP
OG0006182	LOC117583380|XP_034127555.1|DGUA	LOC119081766|XP_037046858.1|BCOP
OG0006183	LOC117589666|XP_034137696.1|DGUA	LOC119082406|XP_037047835.1|BCOP
OG0006184	LOC117585397|XP_034130752.1|DGUA	LOC119067784|XP_037026820.1|BCOP
OG0006185	LOC117589624|XP_034137602.1|DGUA	LOC119070379|XP_037030585.1|BCOP
OG0006186	LOC117585405|XP_034130765.1|DGUA	LOC119067769|XP_037026808.1|BCOP
OG0006187	LOC117591469|XP_034140644.1|DGUA	LOC119071096|XP_037031634.1|BCOP
OG0006188	LOC117588330|XP_034135427.1|DGUA	LOC119069504|XP_037029473.1|BCOP
OG0006189	LOC117588331|XP_034135433.1|DGUA	LOC119069514|XP_037029487.1|BCOP
OG0006190	LOC117582896|XP_034126880.1|DGUA	LOC119068366|XP_037027833.1|BCOP
OG0006191	LOC117583654|XP_034128002.1|DGUA	LOC119068643|XP_037028211.1|BCOP
OG0006192	LOC117580850|XP_034123487.1|DGUA	LOC119070404|XP_037030623.1|BCOP
OG0006194	LOC117588784|XP_034136177.1|DGUA	LOC119068989|XP_037028756.1|BCOP
OG0006195	LOC117581194|XP_034124047.1|DGUA	LOC119068983|XP_037028748.1|BCOP
OG0006196	LOC117585800|XP_034131396.1|DGUA	LOC119078660|XP_037042205.1|BCOP
OG0006197	LOC117590683|XP_034139470.1|DGUA	LOC119075995|XP_037038465.1|BCOP
OG0006198	LOC117581401|XP_034124434.1|DGUA	LOC119068032|XP_037027290.1|BCOP
OG0006199	LOC117583569|XP_034127836.1|DGUA	LOC119068075|XP_037027376.1|BCOP
OG0006200	LOC117583301|XP_034127433.1|DGUA	LOC119080272|XP_037044433.1|BCOP
OG0006201	LOC117588569|XP_034135851.1|DGUA	LOC119068881|XP_037028617.1|BCOP
OG0006202	LOC117588568|XP_034135849.1|DGUA	LOC119068870|XP_037028604.1|BCOP
OG0006203	LOC117581349|XP_034124370.1|DGUA	LOC119068853|XP_037028569.1|BCOP
OG0006204	LOC117583809|XP_034128280.1|DGUA	LOC119078656|XP_037042149.1|BCOP
OG0006205	LOC117588335|XP_034135436.1|DGUA	LOC119072206|XP_037033274.1|BCOP
OG0006206	LOC117588804|XP_034136210.1|DGUA	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP
OG0006207	LOC117584478|XP_034129294.1|DGUA	LOC119070612|XP_037030932.1|BCOP
OG0006208	LOC117588988|XP_034136476.1|DGUA	LOC119070610|XP_037030927.1|BCOP
OG0006209	LOC117590984|XP_034139950.1|DGUA	LOC119084223|XP_037050020.1|BCOP
OG0006210	LOC117590376|XP_034138811.1|DGUA	LOC119069630|XP_037029624.1|BCOP
OG0006211	LOC117584569|XP_034129427.1|DGUA	LOC119069085|XP_037028863.1|BCOP
OG0006212	LOC117584568|XP_034129426.1|DGUA	LOC119069084|XP_037028862.1|BCOP
OG0006213	LOC117590062|XP_034138275.1|DGUA	LOC119068624|XP_037028185.1|BCOP
OG0006214	LOC117591039|XP_034140025.1|DGUA	LOC119067392|XP_037026217.1|BCOP
OG0006215	LOC117581108|XP_034123903.1|DGUA	LOC119068540|XP_037028051.1|BCOP
OG0006216	LOC117583274|XP_034127390.1|DGUA	LOC119076782|XP_037039638.1|BCOP
OG0006217	LOC117591445|XP_034140601.1|DGUA	LOC119068622|XP_037028181.1|BCOP
OG0006218	LOC117584089|XP_034128728.1|DGUA	LOC119068140|XP_037027495.1|BCOP
OG0006219	LOC117588796|XP_034136199.1|DGUA	LOC119068616|XP_037028171.1|BCOP
OG0006220	LOC117579479|XP_034121265.1|DGUA	LOC119068615|XP_037028170.1|BCOP
OG0006221	LOC117582726|XP_034126543.1|DGUA	LOC119068168|XP_037027545.1|BCOP
OG0006222	LOC117582730|XP_034126548.1|DGUA	LOC119076487|XP_037039167.1|BCOP
OG0006223	LOC117588583|XP_034135880.1|DGUA	LOC119068863|XP_037028595.1|BCOP
OG0006224	LOC117588337|XP_034135437.1|DGUA	LOC119067615|XP_037026603.1|BCOP
OG0006225	LOC117581489|XP_034124625.1|DGUA	LOC119068410|XP_037027866.1|BCOP
