Orthogroup	DGUA.longest_only	DELE.longest_only
OG0008496	LOC117590676|XP_034139449.1|DGUA	LOC108142005|XP_017121161.1|DELE
OG0008497	LOC117582203|XP_034125705.1|DGUA	LOC108143309|XP_017123115.1|DELE
OG0008498	LOC117589358|XP_034137142.1|DGUA	LOC108144225|XP_017124391.1|DELE, LOC108144610|XP_017125121.1|DELE
OG0008499	LOC117591808|XP_034141009.1|DGUA, LOC117591809|XP_034141010.1|DGUA, LOC117591807|XP_034141008.1|DGUA	LOC108145001|XP_017125652.1|DELE
OG0008500	LOC117578781|XP_034120380.1|DGUA	LOC108149856|XP_017133228.1|DELE
OG0008501	LOC117588978|XP_034136458.1|DGUA	LOC108135591|XP_017111881.1|DELE
OG0008502	LOC117580948|XP_034123625.1|DGUA, LOC117590276|XP_034138652.1|DGUA	LOC108136601|XP_017113408.1|DELE
OG0008503	LOC117581027|XP_034123747.1|DGUA	LOC108137686|XP_017115040.1|DELE
OG0008504	LOC117587509|XP_034134191.1|DGUA	LOC108145862|XP_017126988.1|DELE
OG0008505	LOC117587305|XP_034133790.1|DGUA	LOC108142417|XP_017121761.1|DELE
OG0008506	LOC117580046|XP_034122175.1|DGUA	LOC108142619|XP_017122091.1|DELE
OG0008507	LOC117580367|XP_034122786.1|DGUA	LOC108135661|XP_017111983.1|DELE
OG0008508	LOC117588670|XP_034136004.1|DGUA	LOC108147606|XP_017129734.1|DELE
OG0008510	LOC117588378|XP_034135491.1|DGUA	LOC108148099|XP_017130435.1|DELE
OG0008511	LOC117588041|XP_034134980.1|DGUA, LOC117579821|XP_034121803.1|DGUA	LOC108141646|XP_017120606.1|DELE
OG0008512	LOC117582462|XP_034126079.1|DGUA	LOC108150706|XP_017134464.1|DELE
OG0008513	LOC117586966|XP_034133231.1|DGUA, LOC117588711|XP_034136051.1|DGUA, LOC117588321|XP_034135409.1|DGUA, LOC117588419|XP_034135583.1|DGUA	LOC108147872|XP_017130118.1|DELE
OG0008514	LOC117584347|XP_034129070.1|DGUA	LOC108150423|XP_017134069.1|DELE
OG0008515	LOC117584226|XP_034128899.1|DGUA	LOC108147928|XP_017130199.1|DELE
OG0008516	LOC117589174|XP_034136783.1|DGUA	LOC108135561|XP_017111807.1|DELE
OG0008517	LOC117587081|XP_034133440.1|DGUA	LOC108142262|XP_017121471.1|DELE, LOC108142577|XP_017122020.1|DELE
OG0008518	LOC117580378|XP_034122803.1|DGUA	LOC108146714|XP_017128291.1|DELE
OG0008519	LOC117592516|XP_034142270.1|DGUA, LOC117591654|XP_034140869.1|DGUA	LOC108144695|XP_017125258.1|DELE
OG0008520	LOC117586524|XP_034132549.1|DGUA	LOC108135783|XP_017112133.1|DELE
OG0008522	LOC117582297|XP_034125827.1|DGUA	LOC108149253|XP_017132184.1|DELE
OG0008523	LOC117584186|XP_034128845.1|DGUA	LOC108150440|XP_017134087.1|DELE
OG0008524	LOC117581124|XP_034123940.1|DGUA	LOC108136372|XP_017112974.1|DELE
OG0008525	LOC117584811|XP_034129822.1|DGUA	LOC108135326|XP_017111504.1|DELE
OG0008527	LOC117588619|XP_034135922.1|DGUA	LOC108136550|XP_017113338.1|DELE
OG0008528	LOC117589005|XP_034136511.1|DGUA	LOC108145988|XP_017127218.1|DELE
OG0008529	LOC117588307|XP_034135386.1|DGUA	LOC108138388|XP_017116055.1|DELE
OG0008530	LOC117588278|XP_034135340.1|DGUA	LOC108137702|XP_017115067.1|DELE
OG0008531	LOC117581238|XP_034124115.1|DGUA	LOC108135443|XP_017111674.1|DELE
OG0008532	LOC117590940|XP_034139873.1|DGUA	LOC108147753|XP_017129972.1|DELE
OG0008534	LOC117588319|XP_034135407.1|DGUA	LOC108136655|XP_017113469.1|DELE
OG0008535	LOC117588571|XP_034135858.1|DGUA	LOC108137744|XP_017115133.1|DELE
OG0008536	LOC117581217|XP_034124086.1|DGUA	LOC108136658|XP_017113471.1|DELE
OG0008537	LOC117589570|XP_034137512.1|DGUA	LOC108134613|XP_017110482.1|DELE
OG0008538	LOC117590304|XP_034138682.1|DGUA	LOC108136589|XP_017113390.1|DELE
OG0008540	LOC117583441|XP_034127633.1|DGUA	LOC108143085|XP_017122791.1|DELE
OG0008541	LOC117578845|XP_034120521.1|DGUA	LOC108145491|XP_017126437.1|DELE
OG0008542	LOC117579082|XP_034120684.1|DGUA	LOC108146075|XP_017127380.1|DELE
OG0008544	LOC117592215|XP_034141732.1|DGUA	LOC108143414|XP_017123308.1|DELE
OG0008545	LOC117591467|XP_034140646.1|DGUA	LOC108144664|XP_017125199.1|DELE
OG0008546	LOC117589157|XP_034136751.1|DGUA	LOC108145681|XP_017126727.1|DELE
OG0008547	LOC117590819|XP_034139678.1|DGUA	LOC108138456|XP_017116146.1|DELE
OG0008549	LOC117582879|XP_034126844.1|DGUA	LOC108142971|XP_017122610.1|DELE
OG0008551	LOC117587143|XP_034133540.1|DGUA	LOC108145769|XP_017126827.1|DELE
OG0008553	LOC117578823|XP_034120471.1|DGUA	LOC108143497|XP_017123443.1|DELE
OG0008554	LOC117588678|XP_034136016.1|DGUA	LOC108135931|XP_017112366.1|DELE
OG0008555	LOC117588797|XP_034136201.1|DGUA	LOC108150397|XP_017134040.1|DELE
OG0008556	LOC117578610|XP_034120095.1|DGUA	LOC108145496|XP_017126443.1|DELE
OG0008557	LOC117583634|XP_034127974.1|DGUA	LOC108148778|XP_017131478.1|DELE
OG0008558	LOC117587823|XP_034134672.1|DGUA	LOC108141779|XP_017120771.1|DELE
OG0008560	LOC117587547|XP_034134245.1|DGUA	LOC108141888|XP_017120986.1|DELE
OG0008561	LOC117582370|XP_034125921.1|DGUA	LOC108141701|XP_017120674.1|DELE
OG0008563	LOC117583416|XP_034127598.1|DGUA	LOC108148808|XP_017131528.1|DELE
OG0008564	LOC117584153|XP_034128803.1|DGUA	LOC108141680|XP_017120644.1|DELE
OG0008565	LOC117588544|XP_034135815.1|DGUA	LOC108146692|XP_017128240.1|DELE
OG0008566	LOC117583882|XP_034128426.1|DGUA	LOC108149417|XP_017132470.1|DELE
OG0008567	LOC117582227|XP_034125725.1|DGUA	LOC108150413|XP_017134060.1|DELE
OG0008569	LOC117580715|XP_034123267.1|DGUA	LOC108136329|XP_017112920.1|DELE
OG0008570	LOC117580953|XP_034123630.1|DGUA	LOC108137577|XP_017114797.1|DELE
OG0008572	LOC117586352|XP_034132259.1|DGUA	LOC108140965|XP_017119522.1|DELE
OG0008573	LOC117580969|XP_034123651.1|DGUA	LOC108137148|XP_017114203.1|DELE
OG0008576	LOC117591188|XP_034140213.1|DGUA	LOC108140904|XP_017119438.1|DELE
OG0008577	LOC117589387|XP_034137193.1|DGUA	LOC108146744|XP_017128359.1|DELE
OG0008578	LOC117586089|XP_034131835.1|DGUA	LOC108136801|XP_017113686.1|DELE
OG0008579	LOC117587085|XP_034133444.1|DGUA	LOC108142579|XP_017122022.1|DELE
OG0008581	LOC117579445|XP_034121224.1|DGUA	LOC108146292|XP_017127726.1|DELE
OG0008582	LOC117590843|XP_034139730.1|DGUA	LOC108134903|XP_017110900.1|DELE
OG0008583	LOC117588593|XP_034135889.1|DGUA	LOC108137215|XP_017114295.1|DELE
OG0008584	LOC117581118|XP_034123932.1|DGUA	LOC108136231|XP_017112744.1|DELE
OG0008585	LOC117590463|XP_034138991.1|DGUA	LOC108137588|XP_017114809.1|DELE
OG0008586	LOC117590462|XP_034138990.1|DGUA	LOC108137583|XP_017114802.1|DELE
OG0008587	LOC117586148|XP_034131934.1|DGUA	LOC108135595|XP_017111893.1|DELE
OG0008588	LOC117585883|XP_034131525.1|DGUA	LOC108135805|XP_017112169.1|DELE
OG0008590	LOC117591130|XP_034140125.1|DGUA	LOC108147323|XP_017129239.1|DELE
OG0008592	LOC117584640|XP_034129557.1|DGUA	LOC108141864|XP_017120946.1|DELE
OG0008593	LOC117579293|XP_034120989.1|DGUA	LOC108150367|XP_017133994.1|DELE
OG0008594	LOC117585332|XP_034130662.1|DGUA	LOC108137025|XP_017114012.1|DELE
OG0008595	LOC117592672|XP_034142523.1|DGUA	LOC108141523|XP_017120446.1|DELE
OG0008596	LOC117592668|XP_034142519.1|DGUA	LOC108141321|XP_017120087.1|DELE
OG0008597	LOC117585774|XP_034131349.1|DGUA	LOC108136712|XP_017113526.1|DELE
OG0008598	LOC117581572|XP_034124812.1|DGUA	LOC108147741|XP_017129960.1|DELE
OG0008599	LOC117580644|XP_034123133.1|DGUA	LOC108138539|XP_017116298.1|DELE
OG0008600	LOC117585133|XP_034130352.1|DGUA	LOC108140767|XP_017119242.1|DELE
OG0008601	LOC117583968|XP_034128565.1|DGUA	LOC108150737|XP_017134529.1|DELE
OG0008602	LOC117583827|XP_034128306.1|DGUA	LOC108142901|XP_017122477.1|DELE
OG0008603	LOC117589525|XP_034137407.1|DGUA	LOC108149993|XP_017133418.1|DELE
OG0008604	LOC117592203|XP_034141706.1|DGUA	LOC108141392|XP_017120231.1|DELE
OG0008605	LOC117587650|XP_034134431.1|DGUA	LOC108138777|XP_017116732.1|DELE
OG0008606	LOC117581812|XP_034125144.1|DGUA	LOC108138634|XP_017116461.1|DELE
OG0008607	LOC117585746|XP_034131286.1|DGUA	LOC108148208|XP_017130604.1|DELE
OG0008608	LOC117580940|XP_034123614.1|DGUA	LOC108137081|XP_017114095.1|DELE
OG0008609	LOC117585131|XP_034130349.1|DGUA	LOC108136979|XP_017113960.1|DELE
OG0008610	LOC117588389|XP_034135518.1|DGUA	LOC108144743|XP_017125334.1|DELE
OG0008612	LOC117582640|XP_034126413.1|DGUA, LOC117590861|XP_034139767.1|DGUA	LOC108141520|XP_017120439.1|DELE
OG0008613	LOC117589642|XP_034137658.1|DGUA	LOC108141038|XP_017119656.1|DELE
OG0008614	LOC117590450|XP_034138962.1|DGUA	LOC108134848|XP_017110801.1|DELE
OG0008615	LOC117586705|XP_034132866.1|DGUA	LOC108141180|XP_017119902.1|DELE
OG0008616	LOC117583265|XP_034127383.1|DGUA	LOC108142996|XP_017122660.1|DELE
OG0008617	LOC117583104|XP_034127177.1|DGUA	LOC108147142|XP_017128924.1|DELE
OG0008619	LOC117591616|XP_034140819.1|DGUA, LOC117584238|XP_034128925.1|DGUA	LOC108138060|XP_017115524.1|DELE
OG0008620	LOC117578867|XP_034120552.1|DGUA	LOC108145467|XP_017126406.1|DELE
OG0008621	LOC117589505|XP_034137378.1|DGUA	LOC108139293|XP_017117479.1|DELE
OG0008622	LOC117578544|XP_034120006.1|DGUA	LOC108144458|XP_017124843.1|DELE
OG0008623	LOC117579281|XP_034120973.1|DGUA	LOC108149131|XP_017132024.1|DELE
OG0008624	LOC117592534|XP_034142285.1|DGUA	LOC108149800|XP_017133154.1|DELE
OG0008625	LOC117578814|XP_034120455.1|DGUA	LOC108141454|XP_017120347.1|DELE
OG0008626	LOC117591568|XP_034140769.1|DGUA	LOC108149592|XP_017132740.1|DELE
OG0008627	LOC117580198|XP_034122465.1|DGUA	LOC108150183|XP_017133662.1|DELE
OG0008629	LOC117591058|XP_034140049.1|DGUA	LOC108135209|XP_017111322.1|DELE
OG0008630	LOC117590598|XP_034139256.1|DGUA	LOC108145266|XP_017126028.1|DELE
OG0008631	LOC117585390|XP_034130743.1|DGUA	LOC108143746|XP_017123766.1|DELE
OG0008632	LOC117585659|XP_034131140.1|DGUA	LOC108150081|XP_017133535.1|DELE
OG0008633	LOC117583606|XP_034127957.1|DGUA	LOC108144425|XP_017124770.1|DELE
OG0008634	LOC117587580|XP_034134305.1|DGUA	LOC108140508|XP_017118784.1|DELE, LOC108149209|XP_017132124.1|DELE
OG0008635	LOC117578848|XP_034120525.1|DGUA	LOC108145439|XP_017126355.1|DELE, LOC108136079|XP_017112536.1|DELE
OG0008636	LOC117586285|XP_034132130.1|DGUA	LOC108135063|XP_017111094.1|DELE
OG0008637	LOC117580126|XP_034122310.1|DGUA	LOC108142818|XP_017122368.1|DELE
OG0008638	LOC117582922|XP_034126910.1|DGUA	LOC108136849|XP_017113762.1|DELE
OG0008639	LOC117583365|XP_034127534.1|DGUA	LOC108147280|XP_017129185.1|DELE
OG0008640	LOC117585698|XP_034131205.1|DGUA	LOC108135778|XP_017112127.1|DELE
OG0008641	LOC117590546|XP_034139166.1|DGUA, LOC117590547|XP_034139167.1|DGUA	LOC108148609|XP_017131177.1|DELE
OG0008642	LOC117582801|XP_034126720.1|DGUA, LOC117582848|XP_034126806.1|DGUA	LOC108140377|XP_017118570.1|DELE
OG0008643	LOC117585660|XP_034131143.1|DGUA	LOC108140059|XP_017118249.1|DELE
OG0008644	LOC117582970|XP_034126981.1|DGUA	LOC108148520|XP_017131047.1|DELE
OG0008645	LOC117581988|XP_034125374.1|DGUA	LOC108150446|XP_017134094.1|DELE
OG0008646	LOC117582392|XP_034125967.1|DGUA	LOC108138681|XP_017116517.1|DELE
OG0008647	LOC117582609|XP_034126373.1|DGUA	LOC108134769|XP_017110704.1|DELE
OG0008648	LOC117582437|XP_034126036.1|DGUA	LOC108150456|XP_017134110.1|DELE
OG0008649	LOC117591334|XP_034140450.1|DGUA	LOC108141741|XP_017120723.1|DELE
OG0008650	LOC117585585|XP_034131014.1|DGUA	LOC108140439|XP_017118657.1|DELE
OG0008651	LOC117585577|XP_034131009.1|DGUA	LOC108149843|XP_017133209.1|DELE
OG0008652	LOC117579454|XP_034121236.1|DGUA	LOC108137608|XP_017114875.1|DELE, LOC108138977|XP_017117054.1|DELE
OG0008653	LOC117592051|XP_034141428.1|DGUA	LOC108144277|XP_017124453.1|DELE
OG0008654	LOC117578423|XP_034119775.1|DGUA	LOC108144158|XP_017124291.1|DELE, LOC108144805|XP_017125419.1|DELE
OG0008655	LOC117591854|XP_034141113.1|DGUA	LOC108145363|XP_017126244.1|DELE
OG0008656	LOC117580982|XP_034123668.1|DGUA	LOC108136163|XP_017112649.1|DELE
OG0008657	LOC117581031|XP_034123752.1|DGUA	LOC108148105|XP_017130439.1|DELE
OG0008658	LOC117588695|XP_034136034.1|DGUA	LOC108138499|XP_017116208.1|DELE
OG0008659	LOC117579978|XP_034122047.1|DGUA	LOC108135494|XP_017111726.1|DELE
OG0008660	LOC117587383|XP_034133926.1|DGUA	LOC108135621|XP_017111927.1|DELE
OG0008661	LOC117589220|XP_034136857.1|DGUA	LOC108145667|XP_017126710.1|DELE
OG0008662	LOC117589092|XP_034136621.1|DGUA	LOC108146677|XP_017128222.1|DELE, LOC108146685|XP_017128234.1|DELE, LOC108134950|XP_017110963.1|DELE
OG0008663	LOC117579765|XP_034121709.1|DGUA	LOC108146465|XP_017127968.1|DELE
OG0008664	LOC117589196|XP_034136813.1|DGUA	LOC108145872|XP_017127000.1|DELE
OG0008665	LOC117584831|XP_034129852.1|DGUA	LOC108139018|XP_017117110.1|DELE
OG0008666	LOC117579228|XP_034120898.1|DGUA	LOC108143147|XP_017122882.1|DELE
OG0008667	LOC117587480|XP_034134100.1|DGUA	LOC108142712|XP_017122220.1|DELE
OG0008668	LOC117587059|XP_034133391.1|DGUA	LOC108145714|XP_017126764.1|DELE
OG0008669	LOC117584544|XP_034129388.1|DGUA	LOC108138303|XP_017115948.1|DELE
OG0008670	LOC117589778|XP_034137866.1|DGUA	LOC108139368|XP_017117582.1|DELE
OG0008671	LOC117587976|XP_034134875.1|DGUA	LOC108141761|XP_017120745.1|DELE, LOC108141771|XP_017120758.1|DELE
OG0008672	LOC117584248|XP_034128943.1|DGUA	LOC108150510|XP_017134215.1|DELE, LOC108150527|XP_017134245.1|DELE
OG0008673	LOC117581788|XP_034125109.1|DGUA, LOC117581783|XP_034125103.1|DGUA	LOC108149244|XP_017132169.1|DELE
OG0008675	LOC117579656|XP_034121530.1|DGUA	LOC108136078|XP_017112532.1|DELE, LOC108136076|XP_017112530.1|DELE
OG0008677	LOC117585644|XP_034131122.1|DGUA	LOC108137399|XP_017114547.1|DELE
OG0008679	LOC117580774|XP_034123359.1|DGUA	LOC108137334|XP_017114455.1|DELE
OG0008680	LOC117583579|XP_034127849.1|DGUA	LOC108135948|XP_017112392.1|DELE
OG0008681	LOC117588748|XP_034136117.1|DGUA	LOC108136562|XP_017113360.1|DELE
OG0008682	LOC117588735|XP_034136102.1|DGUA	LOC108136466|XP_017113149.1|DELE
OG0008683	LOC117580732|XP_034123293.1|DGUA	LOC108136338|XP_017112930.1|DELE
OG0008684	LOC117590225|XP_034138586.1|DGUA, LOC117590228|XP_034138588.1|DGUA, LOC117591764|XP_034140966.1|DGUA	LOC108147630|XP_017129774.1|DELE
OG0008685	LOC117578640|XP_034120138.1|DGUA	LOC108141728|XP_017120710.1|DELE
OG0008686	LOC117583070|XP_034127134.1|DGUA	LOC108148617|XP_017131202.1|DELE
OG0008687	LOC117578560|XP_034120024.1|DGUA	LOC108144772|XP_017125371.1|DELE
OG0008688	LOC117580936|XP_034123608.1|DGUA	LOC108136198|XP_017112685.1|DELE
OG0008689	LOC117590169|XP_034138455.1|DGUA	LOC108139322|XP_017117520.1|DELE
OG0008690	LOC117591557|XP_034140754.1|DGUA	LOC108138173|XP_017115755.1|DELE
OG0008691	LOC117587427|XP_034133989.1|DGUA	LOC108142391|XP_017121716.1|DELE
OG0008692	LOC117590541|XP_034139160.1|DGUA	LOC108136373|XP_017112975.1|DELE
OG0008694	LOC117581003|XP_034123701.1|DGUA	LOC108136603|XP_017113410.1|DELE
OG0008695	LOC117592345|XP_034141929.1|DGUA	LOC108135962|XP_017112404.1|DELE
OG0008696	LOC117585609|XP_034131054.1|DGUA	LOC108148797|XP_017131506.1|DELE
OG0008697	LOC117580577|XP_034123073.1|DGUA	LOC108145617|XP_017126642.1|DELE
OG0008698	LOC117581341|XP_034124356.1|DGUA	LOC108142429|XP_017121778.1|DELE
OG0008699	LOC117589265|XP_034136936.1|DGUA	LOC108146627|XP_017128161.1|DELE
OG0008700	LOC117586208|XP_034132037.1|DGUA	LOC108136969|XP_017113949.1|DELE
OG0008701	LOC117579737|XP_034121643.1|DGUA	LOC108143700|XP_017123717.1|DELE
OG0008702	LOC117586437|XP_034132366.1|DGUA	LOC108135038|XP_017111065.1|DELE
OG0008703	LOC117589088|XP_034136617.1|DGUA	LOC108146701|XP_017128254.1|DELE
OG0008704	LOC117581896|XP_034125255.1|DGUA	LOC108134759|XP_017110691.1|DELE
OG0008705	LOC117584264|XP_034128964.1|DGUA	LOC108150731|XP_017134520.1|DELE
OG0008706	LOC117583678|XP_034128040.1|DGUA	LOC108142937|XP_017122521.1|DELE
OG0008707	LOC117584615|XP_034129522.1|DGUA	LOC108148131|XP_017130467.1|DELE
OG0008708	LOC117591413|XP_034140558.1|DGUA	LOC108137657|XP_017114978.1|DELE
OG0008709	LOC117583614|XP_034127946.1|DGUA	LOC108147182|XP_017129013.1|DELE
OG0008710	LOC117589726|XP_034137789.1|DGUA	LOC108134709|XP_017110597.1|DELE
OG0008711	LOC117585097|XP_034130258.1|DGUA	LOC108140671|XP_017119103.1|DELE
OG0008712	LOC117587141|XP_034133542.1|DGUA	LOC108141524|XP_017120447.1|DELE
OG0008714	LOC117582164|XP_034125655.1|DGUA	LOC108147862|XP_017130109.1|DELE
OG0008715	LOC117583528|XP_034127765.1|DGUA	LOC108144071|XP_017124207.1|DELE
OG0008716	LOC117585778|XP_034131355.1|DGUA	LOC108139115|XP_017117217.1|DELE
OG0008717	LOC117589271|XP_034136953.1|DGUA	LOC108142767|XP_017122293.1|DELE
OG0008718	LOC117591966|XP_034141294.1|DGUA	LOC108144541|XP_017125001.1|DELE
OG0008719	LOC117583664|XP_034128020.1|DGUA	LOC108142925|XP_017122502.1|DELE
OG0008721	LOC117581640|XP_034124900.1|DGUA	LOC108136230|XP_017112743.1|DELE
OG0008722	LOC117586602|XP_034132676.1|DGUA	LOC108143839|XP_017123877.1|DELE
OG0008723	LOC117589313|XP_034137002.1|DGUA	LOC108146368|XP_017127841.1|DELE
OG0008724	LOC117587752|XP_034134567.1|DGUA	LOC108142086|XP_017121268.1|DELE
OG0008725	LOC117590865|XP_034139781.1|DGUA	LOC108145345|XP_017126224.1|DELE
OG0008726	LOC117586690|XP_034132841.1|DGUA	LOC108145034|XP_017125706.1|DELE
OG0008727	LOC117589781|XP_034137869.1|DGUA	LOC108136858|XP_017113786.1|DELE
OG0008728	LOC117582915|XP_034126902.1|DGUA	LOC108135087|XP_017111144.1|DELE
OG0008729	LOC117588452|XP_034135629.1|DGUA	LOC108136383|XP_017112985.1|DELE
OG0008730	LOC117581428|XP_034124489.1|DGUA, LOC117582875|XP_034126835.1|DGUA	LOC108148176|XP_017130566.1|DELE
OG0008731	LOC117583803|XP_034128275.1|DGUA	LOC108139166|XP_017117274.1|DELE
OG0008732	LOC117584355|XP_034129082.1|DGUA	LOC108138118|XP_017115640.1|DELE
OG0008734	LOC117585723|XP_034131252.1|DGUA	LOC108141214|XP_017119954.1|DELE
OG0008735	LOC117580238|XP_034122554.1|DGUA	LOC108143324|XP_017123132.1|DELE
OG0008736	LOC117578497|XP_034119925.1|DGUA	LOC108144922|XP_017125577.1|DELE
OG0008737	LOC117586592|XP_034132660.1|DGUA	LOC108143913|XP_017123982.1|DELE
OG0008738	LOC117587911|XP_034134783.1|DGUA	LOC108141926|XP_017121047.1|DELE
OG0008739	LOC117580015|XP_034122113.1|DGUA	LOC108142760|XP_017122284.1|DELE
OG0008740	LOC117590125|XP_034138388.1|DGUA	LOC108141514|XP_017120432.1|DELE, LOC108141276|XP_017120032.1|DELE
OG0008741	LOC117590351|XP_034138781.1|DGUA	LOC108141341|XP_017120139.1|DELE
OG0008742	LOC117579608|XP_034121433.1|DGUA	LOC108146107|XP_017127427.1|DELE
OG0008743	LOC117591882|XP_034141154.1|DGUA	LOC108144376|XP_017124640.1|DELE
OG0008744	LOC117592644|XP_034142477.1|DGUA	LOC108149586|XP_017132710.1|DELE
OG0008745	LOC117581347|XP_034124364.1|DGUA	LOC108137425|XP_017114577.1|DELE
OG0008746	LOC117586132|XP_034131914.1|DGUA	LOC108135134|XP_017111234.1|DELE
OG0008747	LOC117587181|XP_034133589.1|DGUA	LOC108142407|XP_017121742.1|DELE
OG0008748	LOC117582089|XP_034125542.1|DGUA	LOC108148056|XP_017130396.1|DELE
OG0008749	LOC117582667|XP_034126491.1|DGUA	LOC108134508|XP_017110328.1|DELE
OG0008750	LOC117587843|XP_034134698.1|DGUA	LOC108141946|XP_017121077.1|DELE
OG0008751	LOC117586161|XP_034131952.1|DGUA	LOC108141018|XP_017119583.1|DELE, LOC108141010|XP_017119575.1|DELE
OG0008752	LOC117586589|XP_034132648.1|DGUA	LOC108143832|XP_017123871.1|DELE
OG0008753	LOC117579378|XP_034121142.1|DGUA	LOC108150172|XP_017133632.1|DELE
OG0008754	LOC117579271|XP_034120961.1|DGUA	LOC108149129|XP_017132023.1|DELE
OG0008755	LOC117583162|XP_034127248.1|DGUA	LOC108147090|XP_017128867.1|DELE
OG0008756	LOC117583007|XP_034127049.1|DGUA	LOC108135742|XP_017112065.1|DELE
OG0008757	LOC117583315|XP_034127464.1|DGUA	LOC108148559|XP_017131096.1|DELE
OG0008758	LOC117582439|XP_034126037.1|DGUA	LOC108149140|XP_017132038.1|DELE
OG0008759	LOC117581974|XP_034125350.1|DGUA	LOC108134521|XP_017110348.1|DELE
OG0008760	LOC117584074|XP_034128710.1|DGUA	LOC108135312|XP_017111485.1|DELE
OG0008761	LOC117588220|XP_034135256.1|DGUA	LOC108142039|XP_017121203.1|DELE
OG0008762	LOC117591852|XP_034141112.1|DGUA	LOC108145361|XP_017126242.1|DELE
OG0008763	LOC117587701|XP_034134489.1|DGUA	LOC108134802|XP_017110743.1|DELE
OG0008764	LOC117584183|XP_034128842.1|DGUA	LOC108149265|XP_017132197.1|DELE
OG0008765	LOC117588736|XP_034136106.1|DGUA	LOC108143330|XP_017123139.1|DELE
OG0008766	LOC117591525|XP_034140710.1|DGUA, LOC117591528|XP_034140711.1|DGUA, LOC117582592|XP_034126339.1|DGUA	LOC108147836|XP_017130080.1|DELE
OG0008767	LOC117579465|XP_034121247.1|DGUA	LOC108149293|XP_017132268.1|DELE, LOC108138585|XP_017116366.1|DELE
OG0008768	LOC117583806|XP_034128281.1|DGUA	LOC108144739|XP_017125325.1|DELE
OG0008769	LOC117579053|XP_034120647.1|DGUA	LOC108145237|XP_017125993.1|DELE
OG0008770	LOC117585155|XP_034130384.1|DGUA	LOC108149648|XP_017132876.1|DELE
OG0008771	LOC117578511|XP_034119941.1|DGUA	LOC108144549|XP_017125009.1|DELE
OG0008772	LOC117591886|XP_034141160.1|DGUA	LOC108144377|XP_017124641.1|DELE
OG0008773	LOC117578874|XP_034120560.1|DGUA	LOC108144334|XP_017124533.1|DELE
OG0008774	LOC117591923|XP_034141206.1|DGUA	LOC108143327|XP_017123136.1|DELE
OG0008775	LOC117586194|XP_034132016.1|DGUA	LOC108144475|XP_017124877.1|DELE
OG0008776	LOC117578738|XP_034120293.1|DGUA	LOC108149803|XP_017133158.1|DELE
OG0008777	LOC117591244|XP_034140317.1|DGUA	LOC108137544|XP_017114756.1|DELE
OG0008778	LOC117591345|XP_034140465.1|DGUA	LOC108145125|XP_017125829.1|DELE
OG0008779	LOC117588293|XP_034135364.1|DGUA	LOC108140968|XP_017119528.1|DELE
OG0008780	LOC117585904|XP_034131552.1|DGUA	LOC108141198|XP_017119931.1|DELE
OG0008781	LOC117581018|XP_034123735.1|DGUA	LOC108141366|XP_017120185.1|DELE
OG0008782	LOC117587075|XP_034133421.1|DGUA	LOC108142635|XP_017122115.1|DELE
OG0008783	LOC117590754|XP_034139582.1|DGUA	LOC108135368|XP_017111548.1|DELE
OG0008784	LOC117580187|XP_034122438.1|DGUA	LOC108142806|XP_017122354.1|DELE
OG0008785	LOC117580355|XP_034122765.1|DGUA	LOC108150262|XP_017133832.1|DELE
OG0008786	LOC117587753|XP_034134568.1|DGUA, LOC117587781|XP_034134616.1|DGUA	LOC108137788|XP_017115182.1|DELE
OG0008787	LOC117589389|XP_034137196.1|DGUA	LOC108150298|XP_017133897.1|DELE
OG0008788	LOC117580430|XP_034122877.1|DGUA	LOC108147411|XP_017129339.1|DELE
OG0008789	LOC117587058|XP_034133390.1|DGUA	LOC108145728|XP_017126780.1|DELE
OG0008790	LOC117591998|XP_034141337.1|DGUA	LOC108145484|XP_017126429.1|DELE
OG0008791	LOC117581276|XP_034124183.1|DGUA	LOC108144186|XP_017124339.1|DELE, LOC108144219|XP_017124384.1|DELE
OG0008792	LOC117579089|XP_034120695.1|DGUA	LOC108143707|XP_017123727.1|DELE
OG0008793	LOC117589495|XP_034137356.1|DGUA	LOC108135968|XP_017112415.1|DELE
OG0008794	LOC117582190|XP_034125684.1|DGUA	LOC108150536|XP_017134258.1|DELE
OG0008795	LOC117585610|XP_034131055.1|DGUA	LOC108134894|XP_017110889.1|DELE
OG0008796	LOC117591207|XP_034140239.1|DGUA	LOC108147134|XP_017128917.1|DELE
OG0008797	LOC117589482|XP_034137334.1|DGUA	LOC108136034|XP_017112457.1|DELE
OG0008798	LOC117583095|XP_034127166.1|DGUA	LOC108148576|XP_017131111.1|DELE
OG0008799	LOC117591572|XP_034140780.1|DGUA	LOC108149575|XP_017132699.1|DELE
OG0008801	LOC117581526|XP_034124713.1|DGUA	LOC108142242|XP_017121449.1|DELE, LOC108142273|XP_017121486.1|DELE
OG0008805	LOC117581477|XP_034124604.1|DGUA	LOC108136240|XP_017112762.1|DELE
OG0008806	LOC117588656|XP_034135986.1|DGUA	LOC108134910|XP_017110911.1|DELE
OG0008807	LOC117581316|XP_034124302.1|DGUA	LOC108137641|XP_017114944.1|DELE
OG0008808	LOC117591173|XP_034140189.1|DGUA	LOC108136280|XP_017112854.1|DELE
OG0008809	LOC117583273|XP_034127389.1|DGUA	LOC108143086|XP_017122792.1|DELE
