Orthogroup	CPIP.longest_only	DSUP.longest_only
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC119557155|XP_037725680.1|DSUP
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC119557693|XP_037726494.1|DSUP
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC119556230|XP_037724179.1|DSUP
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC119563057|XP_037732199.1|DSUP
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC119548834|XP_037712381.1|DSUP
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC119560980|XP_037730683.1|DSUP
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC119557858|XP_037726779.1|DSUP
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC119556905|XP_037725318.1|DSUP
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC119558176|XP_037727370.1|DSUP
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC119563502|XP_037732871.1|DSUP
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC119547370|XP_037710118.1|DSUP
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC119556901|XP_037725315.1|DSUP
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC119558129|XP_037727288.1|DSUP
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC119557500|XP_037726200.1|DSUP
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC119556813|XP_037725194.1|DSUP
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC119557336|XP_037726000.1|DSUP
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC119556719|XP_037725044.1|DSUP
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC119546500|XP_037708742.1|DSUP
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC119556267|XP_037724245.1|DSUP
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC119558249|XP_037727503.1|DSUP
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC119558248|XP_037727501.1|DSUP
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC119546649|XP_037709024.1|DSUP
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC119557983|XP_037726998.1|DSUP
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC119557985|XP_037727002.1|DSUP
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC119559862|XP_037728900.1|DSUP
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC119562880|XP_037731926.1|DSUP
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC119557770|XP_037726596.1|DSUP
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC119548466|XP_037711661.1|DSUP
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC119556023|XP_037723731.1|DSUP
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC119556766|XP_037725120.1|DSUP
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC119557108|XP_037725615.1|DSUP
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC119556298|XP_037724300.1|DSUP
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC119557681|XP_037726481.1|DSUP
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC119557699|XP_037726501.1|DSUP
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC119556202|XP_037724084.1|DSUP
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC119557324|XP_037725973.1|DSUP
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC119560975|XP_037730676.1|DSUP
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC119551913|XP_037717459.1|DSUP
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC119546811|XP_037709325.1|DSUP
OG0007791	LOC120423859|XP_039443746.1|CPIP	LOC119550304|XP_037714835.1|DSUP
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC119557965|XP_037726938.1|DSUP
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC119555825|XP_037723372.1|DSUP
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC119557386|XP_037726059.1|DSUP
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC119546710|XP_037709127.1|DSUP
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC119562968|XP_037732071.1|DSUP
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC119550926|XP_037715875.1|DSUP
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC119560749|XP_037730294.1|DSUP
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC119562875|XP_037731918.1|DSUP
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC119560229|XP_037729519.1|DSUP
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC119558222|XP_037727468.1|DSUP
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC119557068|XP_037725549.1|DSUP
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC119557066|XP_037725548.1|DSUP
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC119545764|XP_037707538.1|DSUP
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC119556323|XP_037724339.1|DSUP
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC119548609|XP_037711897.1|DSUP
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC119556630|XP_037724883.1|DSUP
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC119563496|XP_037732863.1|DSUP
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC119557439|XP_037726129.1|DSUP
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC119557069|XP_037725550.1|DSUP
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC119555262|XP_037722494.1|DSUP
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC119560719|XP_037730261.1|DSUP
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC119560674|XP_037730178.1|DSUP
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC119558046|XP_037727122.1|DSUP
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC119554216|XP_037720958.1|DSUP
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC119562939|XP_037732023.1|DSUP
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC119562938|XP_037732022.1|DSUP
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC119559224|XP_037728226.1|DSUP
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC119545753|XP_037707519.1|DSUP
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC119563423|XP_037732725.1|DSUP
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC119545635|XP_037707278.1|DSUP
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC119557579|XP_037726307.1|DSUP
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC119554146|XP_037720850.1|DSUP
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC119560147|XP_037729429.1|DSUP
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC119563360|XP_037732639.1|DSUP
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC119556370|XP_037724463.1|DSUP
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC119557375|XP_037726047.1|DSUP
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC119557272|XP_037725887.1|DSUP
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC119551263|XP_037716453.1|DSUP
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC119560756|XP_037730303.1|DSUP
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC119560965|XP_037730646.1|DSUP
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC119560449|XP_037729825.1|DSUP
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC119556118|XP_037723926.1|DSUP
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC119563430|XP_037732744.1|DSUP
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC119560760|XP_037730309.1|DSUP
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC119548599|XP_037711895.1|DSUP
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC119553254|XP_037719473.1|DSUP
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC119556174|XP_037724023.1|DSUP
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC119562620|XP_037731782.1|DSUP
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC119561664|XP_037731136.1|DSUP
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC119560067|XP_037729302.1|DSUP
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC119560066|XP_037729301.1|DSUP
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC119552435|XP_037718006.1|DSUP
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC119560572|XP_037730018.1|DSUP
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC119557071|XP_037725555.1|DSUP
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC119556931|XP_037725354.1|DSUP
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC119560696|XP_037730206.1|DSUP
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC119561680|XP_037731137.1|DSUP
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC119551230|XP_037716400.1|DSUP
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC119546834|XP_037709355.1|DSUP
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC119554093|XP_037720770.1|DSUP
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC119554689|XP_037721621.1|DSUP
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC119559410|XP_037728428.1|DSUP
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC119563312|XP_037732573.1|DSUP
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC119557979|XP_037726988.1|DSUP
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC119552666|XP_037718302.1|DSUP
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC119558319|XP_037727659.1|DSUP
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC119554013|XP_037720654.1|DSUP
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC119553277|XP_037719498.1|DSUP
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC119557618|XP_037726354.1|DSUP
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC119549212|XP_037712993.1|DSUP
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC119557409|XP_037726085.1|DSUP
OG0007877	LOC120412890|XP_039429451.1|CPIP	LOC119558317|XP_037727656.1|DSUP
OG0007878	LOC120425584|XP_039446092.1|CPIP	LOC119551211|XP_037716374.1|DSUP
OG0007879	LOC120432628|XP_039453812.1|CPIP	LOC119552594|XP_037718176.1|DSUP
OG0007880	LOC120426012|XP_039446622.1|CPIP	LOC119557905|XP_037726839.1|DSUP
OG0007881	LOC120420565|XP_039439572.1|CPIP	LOC119553022|XP_037719006.1|DSUP
OG0007882	LOC120424871|XP_039445063.1|CPIP	LOC119553029|XP_037719020.1|DSUP
OG0007883	LOC120424784|XP_039444919.1|CPIP	LOC119553028|XP_037719012.1|DSUP
OG0007884	LOC120430318|XP_039451353.1|CPIP	LOC119553372|XP_037719651.1|DSUP
OG0007885	LOC120412394|XP_039428778.1|CPIP	LOC119549213|XP_037712999.1|DSUP
OG0007886	LOC120426796|XP_039447507.1|CPIP	LOC119548266|XP_037711338.1|DSUP
OG0007887	LOC120413192|XP_039429840.1|CPIP	LOC119553023|XP_037719008.1|DSUP
OG0007888	LOC120413186|XP_039429834.1|CPIP	LOC119554273|XP_037721053.1|DSUP
OG0007889	LOC120413205|XP_039429855.1|CPIP	LOC119554958|XP_037722010.1|DSUP
OG0007890	LOC120413268|XP_039429929.1|CPIP	LOC119554503|XP_037721365.1|DSUP
OG0007891	LOC120418480|XP_039436853.1|CPIP	LOC119561957|XP_037731295.1|DSUP
OG0007892	LOC120420078|XP_039438937.1|CPIP	LOC119562978|XP_037732084.1|DSUP
OG0007893	LOC120420084|XP_039438947.1|CPIP	LOC119549834|XP_037714041.1|DSUP
OG0007894	LOC120428829|XP_039449873.1|CPIP	LOC119552591|XP_037718152.1|DSUP
OG0007895	LOC120428828|XP_039449871.1|CPIP	LOC119555545|XP_037722906.1|DSUP
OG0007896	LOC120430782|XP_039451830.1|CPIP	LOC119554048|XP_037720715.1|DSUP
OG0007897	LOC120413448|XP_039430215.1|CPIP	LOC119554720|XP_037721662.1|DSUP
OG0007898	LOC120413454|XP_039430223.1|CPIP	LOC119553398|XP_037719690.1|DSUP
OG0007899	LOC120414636|XP_039431802.1|CPIP	LOC119552689|XP_037718342.1|DSUP
OG0007900	LOC120412900|XP_039429466.1|CPIP	LOC119549341|XP_037713254.1|DSUP
OG0007901	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP	LOC119555426|XP_037722720.1|DSUP
OG0007902	LOC120426141|XP_039446792.1|CPIP	LOC119557345|XP_037726010.1|DSUP
OG0007903	LOC120417624|XP_039435671.1|CPIP	LOC119554845|XP_037721849.1|DSUP
OG0007904	LOC120417611|XP_039435659.1|CPIP	LOC119552733|XP_037718419.1|DSUP
OG0007905	LOC120423601|XP_039443399.1|CPIP	LOC119547764|XP_037710700.1|DSUP
OG0007906	LOC120413404|XP_039430137.1|CPIP	LOC119554746|XP_037721698.1|DSUP
OG0007907	LOC120430384|XP_039451421.1|CPIP	LOC119555561|XP_037722935.1|DSUP
OG0007908	LOC120430385|XP_039451424.1|CPIP	LOC119555562|XP_037722936.1|DSUP
OG0007909	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP	LOC119555976|XP_037723631.1|DSUP
OG0007910	LOC120427935|XP_039448814.1|CPIP	LOC119554375|XP_037721182.1|DSUP
OG0007911	LOC120415805|XP_039433363.1|CPIP	LOC119554972|XP_037722028.1|DSUP
OG0007912	LOC120415789|XP_039433352.1|CPIP	LOC119554564|XP_037721463.1|DSUP
OG0007913	LOC120415790|XP_039433353.1|CPIP	LOC119554973|XP_037722029.1|DSUP
OG0007914	LOC120419000|XP_039437505.1|CPIP	LOC119555539|XP_037722899.1|DSUP
OG0007915	LOC120419540|XP_039438183.1|CPIP	LOC119552930|XP_037718801.1|DSUP
OG0007916	LOC120431460|XP_039452511.1|CPIP	LOC119548772|XP_037712245.1|DSUP
OG0007917	LOC120430640|XP_039451675.1|CPIP	LOC119550286|XP_037714804.1|DSUP
OG0007918	LOC120418835|XP_039437288.1|CPIP	LOC119549137|XP_037712836.1|DSUP
OG0007922	LOC120426166|XP_039446819.1|CPIP	LOC119557038|XP_037725513.1|DSUP
OG0007926	LOC120431736|XP_039452795.1|CPIP	LOC119549156|XP_037712870.1|DSUP
OG0007932	LOC120414661|XP_039431863.1|CPIP	LOC119556231|XP_037724182.1|DSUP
OG0007933	LOC120414723|XP_039431960.1|CPIP	LOC119556316|XP_037724333.1|DSUP
OG0007934	LOC120430914|XP_039451967.1|CPIP	LOC119560126|XP_037729405.1|DSUP
OG0007935	LOC120431073|XP_039452161.1|CPIP	LOC119545994|XP_037707915.1|DSUP
OG0007936	LOC120431281|XP_039452353.1|CPIP	LOC119546217|XP_037708285.1|DSUP
OG0007937	LOC120419177|XP_039437770.1|CPIP	LOC119547294|XP_037710010.1|DSUP
OG0007938	LOC120422800|XP_039442275.1|CPIP	LOC119546667|XP_037709053.1|DSUP
OG0007942	LOC120423660|XP_039443476.1|CPIP	LOC119556812|XP_037725193.1|DSUP
OG0007943	LOC120423664|XP_039443480.1|CPIP	LOC119546168|XP_037708216.1|DSUP
OG0007944	LOC120418313|XP_039436575.1|CPIP	LOC119553558|XP_037719930.1|DSUP
OG0007945	LOC120422981|XP_039442525.1|CPIP	LOC119547096|XP_037709727.1|DSUP
OG0007946	LOC120413563|XP_039430376.1|CPIP	LOC119549486|XP_037713517.1|DSUP
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC119548153|XP_037711181.1|DSUP
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC119546469|XP_037708678.1|DSUP
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC119556935|XP_037725355.1|DSUP
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC119547382|XP_037710145.1|DSUP
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC119547329|XP_037710063.1|DSUP
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC119546903|XP_037709457.1|DSUP
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC119547877|XP_037710841.1|DSUP
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC119547029|XP_037709627.1|DSUP
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC119546434|XP_037708631.1|DSUP
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC119548396|XP_037711550.1|DSUP
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC119558283|XP_037727586.1|DSUP
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC119547580|XP_037710414.1|DSUP
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC119548136|XP_037711161.1|DSUP
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC119558593|XP_037727954.1|DSUP
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC119556060|XP_037723795.1|DSUP
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC119546191|XP_037708245.1|DSUP
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC119547703|XP_037710606.1|DSUP
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC119547872|XP_037710836.1|DSUP
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC119547608|XP_037710460.1|DSUP
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC119545997|XP_037707921.1|DSUP
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC119548438|XP_037711625.1|DSUP
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC119551791|XP_037717266.1|DSUP
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC119556200|XP_037724081.1|DSUP
OG0007972	LOC120419857|XP_039438628.1|CPIP	LOC119550114|XP_037714522.1|DSUP
OG0007973	LOC120412796|XP_039429321.1|CPIP	LOC119546117|XP_037708136.1|DSUP
OG0007974	LOC120412816|XP_039429354.1|CPIP	LOC119556882|XP_037725286.1|DSUP
OG0007975	LOC120416613|XP_039434346.1|CPIP	LOC119560376|XP_037729711.1|DSUP
OG0007976	LOC120415983|XP_039433573.1|CPIP	LOC119557590|XP_037726320.1|DSUP
OG0007977	LOC120416261|XP_039433898.1|CPIP	LOC119546305|XP_037708425.1|DSUP
OG0007978	LOC120420008|XP_039438848.1|CPIP	LOC119546733|XP_037709153.1|DSUP
OG0007979	LOC120422616|XP_039442044.1|CPIP	LOC119547071|XP_037709684.1|DSUP
OG0007980	LOC120412826|XP_039429366.1|CPIP	LOC119547669|XP_037710555.1|DSUP
OG0007981	LOC120412821|XP_039429362.1|CPIP	LOC119556214|XP_037724122.1|DSUP
OG0007982	LOC120412789|XP_039429312.1|CPIP	LOC119546499|XP_037708736.1|DSUP
OG0007983	LOC120415532|XP_039433025.1|CPIP	LOC119548002|XP_037710992.1|DSUP
OG0007984	LOC120421133|XP_039440230.1|CPIP	LOC119548497|XP_037711704.1|DSUP
OG0007985	LOC120421149|XP_039440273.1|CPIP	LOC119561981|XP_037731300.1|DSUP
OG0007987	LOC120415568|XP_039433080.1|CPIP	LOC119546858|XP_037709386.1|DSUP
OG0007988	LOC120431688|XP_039452736.1|CPIP	LOC119547627|XP_037710482.1|DSUP
OG0007989	LOC120413859|XP_039430750.1|CPIP	LOC119547997|XP_037710984.1|DSUP
OG0007990	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP	LOC119548135|XP_037711159.1|DSUP
OG0007991	LOC120419469|XP_039438089.1|CPIP	LOC119547233|XP_037709927.1|DSUP
OG0007992	LOC120426274|XP_039446951.1|CPIP	LOC119547681|XP_037710568.1|DSUP
OG0007993	LOC120432433|XP_039453585.1|CPIP	LOC119560518|XP_037729924.1|DSUP
OG0007994	LOC120423109|XP_039442722.1|CPIP	LOC119546636|XP_037709010.1|DSUP
OG0007995	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP	LOC119546015|XP_037707950.1|DSUP
OG0007996	LOC120419460|XP_039438076.1|CPIP	LOC119556773|XP_037725127.1|DSUP
OG0007997	LOC120426285|XP_039446968.1|CPIP	LOC119554878|XP_037721892.1|DSUP
OG0007998	LOC120426269|XP_039446944.1|CPIP	LOC119546184|XP_037708237.1|DSUP
OG0007999	LOC120412687|XP_039429197.1|CPIP	LOC119547399|XP_037710176.1|DSUP
OG0008000	LOC120412684|XP_039429192.1|CPIP	LOC119547395|XP_037710172.1|DSUP
OG0008001	LOC120419044|XP_039437544.1|CPIP	LOC119547754|XP_037710684.1|DSUP
OG0008003	LOC120429072|XP_039450153.1|CPIP	LOC119546853|XP_037709378.1|DSUP
OG0008004	LOC120426565|XP_039447271.1|CPIP	LOC119555911|XP_037723530.1|DSUP
OG0008005	LOC120426560|XP_039447260.1|CPIP	LOC119556234|XP_037724191.1|DSUP
OG0008006	LOC120423202|XP_039442837.1|CPIP	LOC119556270|XP_037724248.1|DSUP
OG0008007	LOC120423204|XP_039442842.1|CPIP	LOC119556586|XP_037724815.1|DSUP
OG0008009	LOC120426573|XP_039447292.1|CPIP	LOC119556623|XP_037724871.1|DSUP
OG0008010	LOC120420629|XP_039439636.1|CPIP	LOC119558070|XP_037727166.1|DSUP
OG0008011	LOC120420641|XP_039439653.1|CPIP	LOC119549293|XP_037713170.1|DSUP
OG0008012	LOC120420639|XP_039439651.1|CPIP	LOC119550506|XP_037715137.1|DSUP
OG0008013	LOC120416170|XP_039433789.1|CPIP	LOC119551657|XP_037717023.1|DSUP
OG0008014	LOC120416158|XP_039433771.1|CPIP	LOC119560711|XP_037730250.1|DSUP
OG0008015	LOC120416141|XP_039433751.1|CPIP	LOC119553722|XP_037720235.1|DSUP
OG0008016	LOC120416143|XP_039433753.1|CPIP	LOC119553724|XP_037720238.1|DSUP
OG0008017	LOC120416194|XP_039433812.1|CPIP	LOC119558346|XP_037727752.1|DSUP
OG0008018	LOC120423936|XP_039443854.1|CPIP	LOC119557216|XP_037725802.1|DSUP
OG0008019	LOC120427999|XP_039448898.1|CPIP	LOC119558147|XP_037727307.1|DSUP
OG0008020	LOC120427002|XP_039447752.1|CPIP	LOC119560643|XP_037730125.1|DSUP
OG0008021	LOC120414840|XP_039432101.1|CPIP	LOC119556880|XP_037725283.1|DSUP
OG0008022	LOC120418560|XP_039436929.1|CPIP	LOC119545694|XP_037707374.1|DSUP
OG0008023	LOC120418887|XP_039437356.1|CPIP	LOC119557081|XP_037725561.1|DSUP
OG0008024	LOC120418982|XP_039437466.1|CPIP	LOC119557855|XP_037726770.1|DSUP
OG0008025	LOC120419135|XP_039437660.1|CPIP	LOC119557220|XP_037725817.1|DSUP
OG0008026	LOC120419146|XP_039437718.1|CPIP	LOC119556201|XP_037724082.1|DSUP
OG0008027	LOC120418587|XP_039436969.1|CPIP	LOC119556785|XP_037725146.1|DSUP
OG0008028	LOC120425614|XP_039446131.1|CPIP	LOC119545791|XP_037707594.1|DSUP
OG0008029	LOC120431566|XP_039452608.1|CPIP	LOC119545647|XP_037707300.1|DSUP
OG0008030	LOC120423913|XP_039443831.1|CPIP	LOC119560171|XP_037729458.1|DSUP
OG0008031	LOC120423471|XP_039443236.1|CPIP	LOC119545954|XP_037707843.1|DSUP
OG0008032	LOC120425218|XP_039445583.1|CPIP	LOC119548742|XP_037712189.1|DSUP
OG0008033	LOC120420471|XP_039439433.1|CPIP	LOC119549136|XP_037712839.1|DSUP
OG0008034	LOC120420003|XP_039438831.1|CPIP	LOC119548290|XP_037711387.1|DSUP
OG0008035	LOC120421617|XP_039440780.1|CPIP	LOC119556609|XP_037724850.1|DSUP
OG0008036	LOC120418175|XP_039436409.1|CPIP	LOC119562351|XP_037731441.1|DSUP
OG0008037	LOC120418183|XP_039436417.1|CPIP	LOC119550036|XP_037714404.1|DSUP
OG0008038	LOC120426767|XP_039447476.1|CPIP	LOC119557726|XP_037726538.1|DSUP
OG0008039	LOC120415156|XP_039432530.1|CPIP	LOC119548112|XP_037711137.1|DSUP
OG0008040	LOC120414784|XP_039432032.1|CPIP	LOC119563274|XP_037732524.1|DSUP
OG0008042	LOC120432177|XP_039453250.1|CPIP	LOC119560850|XP_037730437.1|DSUP
OG0008044	LOC120422257|XP_039441588.1|CPIP	LOC119558049|XP_037727126.1|DSUP
OG0008045	LOC120432391|XP_039453521.1|CPIP	LOC119557916|XP_037726852.1|DSUP
OG0008046	LOC120432380|XP_039453508.1|CPIP	LOC119547763|XP_037710703.1|DSUP
OG0008047	LOC120432389|XP_039453518.1|CPIP	LOC119560097|XP_037729347.1|DSUP
OG0008048	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP	LOC119560105|XP_037729383.1|DSUP
OG0008049	LOC120432353|XP_039453473.1|CPIP	LOC119560459|XP_037729846.1|DSUP
OG0008050	LOC120432403|XP_039453538.1|CPIP	LOC119551033|XP_037716044.1|DSUP
OG0008051	LOC120432405|XP_039453542.1|CPIP	LOC119561030|XP_037730784.1|DSUP
OG0008052	LOC120413664|XP_039430526.1|CPIP	LOC119547622|XP_037710480.1|DSUP
OG0008053	LOC120414511|XP_039431655.1|CPIP	LOC119554822|XP_037721824.1|DSUP, LOC119554262|XP_037721033.1|DSUP
OG0008054	LOC120414530|XP_039431676.1|CPIP	LOC119556709|XP_037725033.1|DSUP
OG0008055	LOC120414472|XP_039431602.1|CPIP	LOC119557299|XP_037725936.1|DSUP
OG0008056	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP	LOC119557240|XP_037725852.1|DSUP
OG0008057	LOC120419257|XP_039437846.1|CPIP	LOC119560492|XP_037729886.1|DSUP
OG0008058	LOC120417064|XP_039434955.1|CPIP	LOC119549307|XP_037713196.1|DSUP
OG0008059	LOC120419106|XP_039437634.1|CPIP	LOC119560702|XP_037730218.1|DSUP
OG0008060	LOC120417147|XP_039435066.1|CPIP	LOC119550393|XP_037714975.1|DSUP
OG0008061	LOC120417126|XP_039435037.1|CPIP	LOC119557169|XP_037725703.1|DSUP
OG0008062	LOC120417128|XP_039435038.1|CPIP	LOC119557376|XP_037726048.1|DSUP
OG0008063	LOC120415920|XP_039433499.1|CPIP	LOC119560851|XP_037730438.1|DSUP
OG0008064	LOC120429834|XP_039450832.1|CPIP	LOC119557363|XP_037726032.1|DSUP
OG0008065	LOC120417535|XP_039435551.1|CPIP	LOC119557974|XP_037726969.1|DSUP
OG0008066	LOC120417510|XP_039435522.1|CPIP	LOC119558093|XP_037727232.1|DSUP
OG0008067	LOC120425863|XP_039446418.1|CPIP	LOC119558354|XP_037727782.1|DSUP
OG0008068	LOC120417332|XP_039435252.1|CPIP	LOC119557531|XP_037726232.1|DSUP
OG0008069	LOC120413797|XP_039430681.1|CPIP	LOC119563219|XP_037732445.1|DSUP
OG0008070	LOC120413765|XP_039430636.1|CPIP	LOC119560114|XP_037729394.1|DSUP
OG0008071	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP	LOC119556936|XP_037725356.1|DSUP
