Orthogroup	CPIP.longest_only	DSUZ.longest_only
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC108005037|XP_016923663.2|DSUZ
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC108016480|XP_016938630.2|DSUZ
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC108018338|XP_016941369.2|DSUZ
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC108020526|XP_036673090.1|DSUZ
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC108015858|XP_016937915.1|DSUZ
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC108014885|XP_036672744.1|DSUZ
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC108016822|XP_016939126.1|DSUZ
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC108015356|XP_016937256.1|DSUZ
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC108015355|XP_016937255.1|DSUZ
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC108005013|XP_036673303.1|DSUZ
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC108019190|XP_016942452.1|DSUZ
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC108020587|XP_016944429.1|DSUZ
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC108015051|XP_016936779.1|DSUZ
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC108017310|XP_036673952.1|DSUZ
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC108016609|XP_016938789.1|DSUZ
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC108016972|XP_016939403.1|DSUZ
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC108005795|XP_016924613.1|DSUZ
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC108014371|XP_016935953.2|DSUZ
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC108015783|XP_036673346.1|DSUZ
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC108013713|XP_016935142.1|DSUZ
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC108010853|XP_036675375.1|DSUZ
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC108016458|XP_016938600.2|DSUZ
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC108016461|XP_036675564.1|DSUZ
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC108016481|XP_036675500.1|DSUZ
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC108010735|XP_016931152.2|DSUZ
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC108014133|XP_016935650.1|DSUZ
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC108014751|XP_036673482.1|DSUZ
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC108015206|XP_016937024.1|DSUZ
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC108011458|XP_016932091.2|DSUZ
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC108011652|XP_016932337.2|DSUZ
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC118879028|XP_036677908.1|DSUZ, LOC108020289|XP_016943906.2|DSUZ
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC108019144|XP_016942381.1|DSUZ
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC108015383|XP_016937291.1|DSUZ
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC108016962|XP_016939388.1|DSUZ
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC108006629|XP_016925651.1|DSUZ
OG0007835	LOC120415630|XP_039433164.1|CPIP	LOC108005054|XP_016923683.2|DSUZ
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC108015640|XP_016937621.1|DSUZ, LOC108015629|XP_036674266.1|DSUZ
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC108016039|XP_016938123.1|DSUZ
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC108015992|XP_016938074.2|DSUZ
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC108016661|XP_016938860.1|DSUZ
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC108015483|XP_016937404.1|DSUZ
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC108016186|XP_016938299.1|DSUZ
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC108007232|XP_016926358.2|DSUZ
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC108007199|XP_016926322.1|DSUZ
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC108015290|XP_016937152.1|DSUZ
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC108015765|XP_036673410.1|DSUZ
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC108020591|XP_036673344.1|DSUZ
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC108010585|XP_016930960.2|DSUZ
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC108010583|XP_036674259.1|DSUZ
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC108011708|XP_016932410.1|DSUZ
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC108018406|XP_016941452.1|DSUZ
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC108007610|XP_036673517.1|DSUZ
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC108020639|XP_036673271.1|DSUZ
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC108020076|XP_036674095.1|DSUZ
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC108015744|XP_036673423.1|DSUZ
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC108007860|XP_036674284.1|DSUZ
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC108021558|XP_016945816.1|DSUZ
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC108007507|XP_016926682.2|DSUZ
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC108020812|XP_016944680.1|DSUZ
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC108012192|XP_016932976.2|DSUZ
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC108014580|XP_036673372.1|DSUZ
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC108004594|XP_016923021.1|DSUZ
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC108014100|XP_036670474.1|DSUZ
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC108005449|XP_016924227.1|DSUZ
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC108005753|XP_036671559.1|DSUZ
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC108005901|XP_016924785.1|DSUZ
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC108021812|XP_016946103.1|DSUZ
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC108009480|XP_016929351.1|DSUZ
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC108004771|XP_016923306.1|DSUZ
OG0007877	LOC120412890|XP_039429451.1|CPIP	LOC108005318|XP_036677229.1|DSUZ
OG0007878	LOC120425584|XP_039446092.1|CPIP	LOC108008592|XP_016927960.1|DSUZ
OG0007879	LOC120432628|XP_039453812.1|CPIP	LOC108004813|XP_036670972.1|DSUZ
OG0007880	LOC120426012|XP_039446622.1|CPIP	LOC108013686|XP_016935093.1|DSUZ
OG0007881	LOC120420565|XP_039439572.1|CPIP	LOC108011815|XP_036671759.1|DSUZ
OG0007882	LOC120424871|XP_039445063.1|CPIP	LOC108006807|XP_016925844.1|DSUZ
OG0007883	LOC120424784|XP_039444919.1|CPIP	LOC108006802|XP_036670398.1|DSUZ
OG0007884	LOC120430318|XP_039451353.1|CPIP	LOC108006829|XP_036671987.1|DSUZ
OG0007885	LOC120412394|XP_039428778.1|CPIP	LOC108009481|XP_016929355.1|DSUZ
OG0007886	LOC120426796|XP_039447507.1|CPIP	LOC108021662|XP_016945965.1|DSUZ
OG0007887	LOC120413192|XP_039429840.1|CPIP	LOC108006805|XP_016925842.2|DSUZ
OG0007888	LOC120413186|XP_039429834.1|CPIP	LOC108014598|XP_016936250.2|DSUZ
OG0007889	LOC120413205|XP_039429855.1|CPIP	LOC108012405|XP_016933254.1|DSUZ
OG0007890	LOC120413268|XP_039429929.1|CPIP	LOC108013091|XP_016934214.1|DSUZ
OG0007891	LOC120418480|XP_039436853.1|CPIP	LOC108018728|XP_016941790.2|DSUZ
OG0007892	LOC120420078|XP_039438937.1|CPIP	LOC108010627|XP_016931008.2|DSUZ
OG0007893	LOC120420084|XP_039438947.1|CPIP	LOC108009846|XP_016930027.1|DSUZ
OG0007894	LOC120428829|XP_039449873.1|CPIP	LOC108013293|XP_016934560.1|DSUZ
OG0007895	LOC120428828|XP_039449871.1|CPIP	LOC108012987|XP_016934046.1|DSUZ
OG0007896	LOC120430782|XP_039451830.1|CPIP	LOC108012642|XP_016933555.1|DSUZ
OG0007897	LOC120413448|XP_039430215.1|CPIP	LOC108012388|XP_016933232.1|DSUZ
OG0007898	LOC120413454|XP_039430223.1|CPIP	LOC108012539|XP_016933442.1|DSUZ
OG0007899	LOC120414636|XP_039431802.1|CPIP	LOC108015555|XP_036671030.1|DSUZ
OG0007900	LOC120412900|XP_039429466.1|CPIP	LOC108009055|XP_016928548.1|DSUZ
OG0007901	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP	LOC108013152|XP_016934330.1|DSUZ
OG0007902	LOC120426141|XP_039446792.1|CPIP	LOC108005193|XP_016923867.1|DSUZ
OG0007903	LOC120417624|XP_039435671.1|CPIP	LOC108007498|XP_016926670.2|DSUZ
OG0007904	LOC120417611|XP_039435659.1|CPIP	LOC108012881|XP_016933860.1|DSUZ
OG0007905	LOC120423601|XP_039443399.1|CPIP	LOC108019183|XP_016942442.1|DSUZ
OG0007906	LOC120413404|XP_039430137.1|CPIP	LOC108013617|XP_016935047.2|DSUZ
OG0007907	LOC120430384|XP_039451421.1|CPIP	LOC108014472|XP_016936086.1|DSUZ
OG0007908	LOC120430385|XP_039451424.1|CPIP	LOC108014473|XP_016936089.1|DSUZ
OG0007909	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP	LOC108016752|XP_016938988.1|DSUZ
OG0007910	LOC120427935|XP_039448814.1|CPIP	LOC108020709|XP_036672472.1|DSUZ, LOC108011775|XP_036671658.1|DSUZ
OG0007911	LOC120415805|XP_039433363.1|CPIP	LOC108014524|XP_016936152.2|DSUZ
OG0007912	LOC120415789|XP_039433352.1|CPIP	LOC108013522|XP_016934907.1|DSUZ
OG0007913	LOC120415790|XP_039433353.1|CPIP	LOC108014525|XP_016936153.1|DSUZ
OG0007914	LOC120419000|XP_039437505.1|CPIP	LOC108014649|XP_036672196.1|DSUZ
OG0007915	LOC120419540|XP_039438183.1|CPIP	LOC108005628|XP_016924427.2|DSUZ
OG0007916	LOC120431460|XP_039452511.1|CPIP	LOC108018311|XP_016941343.1|DSUZ
OG0007917	LOC120430640|XP_039451675.1|CPIP	LOC108008687|XP_016928069.1|DSUZ
OG0007918	LOC120418835|XP_039437288.1|CPIP	LOC108017748|XP_016940349.1|DSUZ
OG0007922	LOC120426166|XP_039446819.1|CPIP	LOC108019257|XP_036673845.1|DSUZ
OG0007926	LOC120431736|XP_039452795.1|CPIP	LOC108017985|XP_016940817.1|DSUZ
OG0007932	LOC120414661|XP_039431863.1|CPIP	LOC108006315|XP_016925307.1|DSUZ
OG0007933	LOC120414723|XP_039431960.1|CPIP	LOC118877814|XP_036673857.1|DSUZ
OG0007934	LOC120430914|XP_039451967.1|CPIP	LOC108011632|XP_016932310.2|DSUZ
OG0007935	LOC120431073|XP_039452161.1|CPIP	LOC108014594|XP_016936249.1|DSUZ
OG0007936	LOC120431281|XP_039452353.1|CPIP	LOC108021494|XP_016945726.1|DSUZ
OG0007937	LOC120419177|XP_039437770.1|CPIP	LOC108019179|XP_016942437.1|DSUZ
OG0007938	LOC120422800|XP_039442275.1|CPIP	LOC108020885|XP_016944777.1|DSUZ
OG0007942	LOC120423660|XP_039443476.1|CPIP	LOC108019175|XP_016942427.1|DSUZ
OG0007943	LOC120423664|XP_039443480.1|CPIP	LOC108017266|XP_036678695.1|DSUZ
OG0007944	LOC120418313|XP_039436575.1|CPIP	LOC108012871|XP_016933848.1|DSUZ
OG0007945	LOC120422981|XP_039442525.1|CPIP	LOC108021612|XP_016945900.1|DSUZ
OG0007946	LOC120413563|XP_039430376.1|CPIP	LOC108010289|XP_016930648.1|DSUZ
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC108021267|XP_016945389.1|DSUZ
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC108021500|XP_016945737.2|DSUZ
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC108004731|XP_016923244.1|DSUZ
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC108020489|XP_016944312.1|DSUZ
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC108021209|XP_016945296.1|DSUZ
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC108021439|XP_016945645.1|DSUZ
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC108021602|XP_016945887.1|DSUZ
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC108009201|XP_036674191.1|DSUZ
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC108014775|XP_016936460.1|DSUZ
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC108008509|XP_016927868.1|DSUZ
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC108006560|XP_016925579.1|DSUZ
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC108021309|XP_016945452.1|DSUZ
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC108021303|XP_016945447.1|DSUZ
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC108004981|XP_016923587.2|DSUZ
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC108016923|XP_016939339.1|DSUZ
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC108020924|XP_016944836.1|DSUZ
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC108021693|XP_016946010.1|DSUZ
OG0007965	LOC120428320|XP_039449250.1|CPIP	LOC108020086|XP_036677919.1|DSUZ
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC108015270|XP_016937124.1|DSUZ
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC108008811|XP_016928207.1|DSUZ
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC108019553|XP_016942882.1|DSUZ
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC108009585|XP_016929548.1|DSUZ
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC108008203|XP_016927482.2|DSUZ
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC108016885|XP_016939268.1|DSUZ
OG0007972	LOC120419857|XP_039438628.1|CPIP	LOC108008705|XP_016928091.1|DSUZ
OG0007973	LOC120412796|XP_039429321.1|CPIP	LOC108014277|XP_016935810.1|DSUZ
OG0007974	LOC120412816|XP_039429354.1|CPIP	LOC108005451|XP_016924230.1|DSUZ
OG0007975	LOC120416613|XP_039434346.1|CPIP	LOC108006729|XP_036675236.1|DSUZ
OG0007976	LOC120415983|XP_039433573.1|CPIP	LOC108015069|XP_016936797.1|DSUZ
OG0007977	LOC120416261|XP_039433898.1|CPIP	LOC108011966|XP_016932715.1|DSUZ
OG0007978	LOC120420008|XP_039438848.1|CPIP	LOC108006926|XP_016926021.1|DSUZ
OG0007979	LOC120422616|XP_039442044.1|CPIP	LOC108020912|XP_016944818.1|DSUZ
OG0007980	LOC120412826|XP_039429366.1|CPIP	LOC108021437|XP_016945646.1|DSUZ
OG0007981	LOC120412821|XP_039429362.1|CPIP	LOC108018945|XP_016942036.1|DSUZ
OG0007982	LOC120412789|XP_039429312.1|CPIP	LOC108020404|XP_016944183.1|DSUZ
OG0007983	LOC120415532|XP_039433025.1|CPIP	LOC108021527|XP_016945778.1|DSUZ
OG0007984	LOC120421133|XP_039440230.1|CPIP	LOC108016851|XP_036668799.1|DSUZ
OG0007985	LOC120421149|XP_039440273.1|CPIP	LOC108007466|XP_016926628.1|DSUZ
OG0007987	LOC120415568|XP_039433080.1|CPIP	LOC108021184|XP_016945255.1|DSUZ
OG0007988	LOC120431688|XP_039452736.1|CPIP	LOC108005331|XP_016924052.1|DSUZ
OG0007989	LOC120413859|XP_039430750.1|CPIP	LOC108021048|XP_016945042.1|DSUZ
OG0007990	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP	LOC108021295|XP_016945435.1|DSUZ
OG0007991	LOC120419469|XP_039438089.1|CPIP	LOC108021333|XP_016945493.1|DSUZ
OG0007992	LOC120426274|XP_039446951.1|CPIP	LOC108016346|XP_016938472.1|DSUZ
OG0007993	LOC120432433|XP_039453585.1|CPIP	LOC108010860|XP_016931323.1|DSUZ
OG0007994	LOC120423109|XP_039442722.1|CPIP	LOC108017723|XP_036668721.1|DSUZ
OG0007995	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP	LOC108018250|XP_016941270.1|DSUZ
OG0007996	LOC120419460|XP_039438076.1|CPIP	LOC108015325|XP_016937213.1|DSUZ
OG0007997	LOC120426285|XP_039446968.1|CPIP	LOC108015806|XP_016937856.1|DSUZ
OG0007998	LOC120426269|XP_039446944.1|CPIP	LOC108021218|XP_016945306.1|DSUZ
OG0007999	LOC120412687|XP_039429197.1|CPIP	LOC108021315|XP_016945460.1|DSUZ
OG0008000	LOC120412684|XP_039429192.1|CPIP	LOC108004720|XP_016923232.1|DSUZ
OG0008001	LOC120419044|XP_039437544.1|CPIP	LOC108014275|XP_016935807.1|DSUZ
OG0008003	LOC120429072|XP_039450153.1|CPIP	LOC108014295|XP_016935850.1|DSUZ
OG0008004	LOC120426565|XP_039447271.1|CPIP	LOC108016803|XP_016939069.2|DSUZ
OG0008005	LOC120426560|XP_039447260.1|CPIP	LOC108019082|XP_016942241.1|DSUZ
OG0008006	LOC120423202|XP_039442837.1|CPIP	LOC108013679|XP_016935087.1|DSUZ
OG0008007	LOC120423204|XP_039442842.1|CPIP	LOC108016970|XP_016939401.1|DSUZ
OG0008009	LOC120426573|XP_039447292.1|CPIP	LOC108013729|XP_016935162.1|DSUZ
OG0008010	LOC120420629|XP_039439636.1|CPIP	LOC108006310|XP_016925294.1|DSUZ
OG0008011	LOC120420641|XP_039439653.1|CPIP	LOC108008814|XP_016928208.1|DSUZ
OG0008012	LOC120420639|XP_039439651.1|CPIP	LOC108009840|XP_016930020.1|DSUZ
OG0008013	LOC120416170|XP_039433789.1|CPIP	LOC108008336|XP_016927651.1|DSUZ
OG0008014	LOC120416158|XP_039433771.1|CPIP	LOC108011597|XP_036673683.1|DSUZ
OG0008015	LOC120416141|XP_039433751.1|CPIP	LOC108015897|XP_036671357.1|DSUZ
OG0008016	LOC120416143|XP_039433753.1|CPIP	LOC108015913|XP_016937975.1|DSUZ
OG0008017	LOC120416194|XP_039433812.1|CPIP	LOC108005214|XP_016923892.1|DSUZ
OG0008018	LOC120423936|XP_039443854.1|CPIP	LOC108016595|XP_016938771.2|DSUZ
OG0008019	LOC120427999|XP_039448898.1|CPIP	LOC108013726|XP_016935155.1|DSUZ
OG0008020	LOC120427002|XP_039447752.1|CPIP	LOC118877691|XP_036673357.1|DSUZ, LOC118877575|XP_036672722.1|DSUZ
OG0008021	LOC120414840|XP_039432101.1|CPIP	LOC108018887|XP_016941966.1|DSUZ
OG0008022	LOC120418560|XP_039436929.1|CPIP	LOC108020598|XP_016944437.2|DSUZ
OG0008023	LOC120418887|XP_039437356.1|CPIP	LOC108015338|XP_016937233.1|DSUZ
OG0008024	LOC120418982|XP_039437466.1|CPIP	LOC108015429|XP_016937351.1|DSUZ
OG0008025	LOC120419135|XP_039437660.1|CPIP	LOC108016572|XP_016938734.2|DSUZ
OG0008026	LOC120419146|XP_039437718.1|CPIP	LOC108016886|XP_016939269.1|DSUZ
OG0008027	LOC120418587|XP_039436969.1|CPIP	LOC108016682|XP_016938892.1|DSUZ
OG0008028	LOC120425614|XP_039446131.1|CPIP	LOC108018594|XP_036673578.1|DSUZ
OG0008029	LOC120431566|XP_039452608.1|CPIP	LOC108017595|XP_036673429.1|DSUZ
OG0008030	LOC120423913|XP_039443831.1|CPIP	LOC108018802|XP_016941878.2|DSUZ
OG0008031	LOC120423471|XP_039443236.1|CPIP	LOC108006302|XP_016925279.1|DSUZ
OG0008032	LOC120425218|XP_039445583.1|CPIP	LOC108010846|XP_016931306.1|DSUZ
OG0008033	LOC120420471|XP_039439433.1|CPIP	LOC108015626|XP_036674158.1|DSUZ
OG0008034	LOC120420003|XP_039438831.1|CPIP	LOC108019280|XP_036673744.1|DSUZ
OG0008035	LOC120421617|XP_039440780.1|CPIP	LOC108006570|XP_036676589.1|DSUZ
OG0008036	LOC120418175|XP_039436409.1|CPIP	LOC108004985|XP_016923593.2|DSUZ
OG0008037	LOC120418183|XP_039436417.1|CPIP	LOC108012101|XP_036674599.1|DSUZ
OG0008038	LOC120426767|XP_039447476.1|CPIP	LOC108016731|XP_016938949.1|DSUZ
OG0008039	LOC120415156|XP_039432530.1|CPIP	LOC108012010|XP_036674652.1|DSUZ
OG0008040	LOC120414784|XP_039432032.1|CPIP	LOC108010776|XP_036675654.1|DSUZ
OG0008042	LOC120432177|XP_039453250.1|CPIP	LOC108018706|XP_016941769.2|DSUZ
OG0008044	LOC120422257|XP_039441588.1|CPIP	LOC108015129|XP_016936880.1|DSUZ
OG0008045	LOC120432391|XP_039453521.1|CPIP	LOC108019221|XP_016942506.1|DSUZ
OG0008046	LOC120432380|XP_039453508.1|CPIP	LOC108007804|XP_036674350.1|DSUZ
OG0008047	LOC120432389|XP_039453518.1|CPIP	LOC108014424|XP_016936025.2|DSUZ
OG0008048	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP	LOC108012000|XP_016932760.2|DSUZ
OG0008049	LOC120432353|XP_039453473.1|CPIP	LOC108014406|XP_036672596.1|DSUZ
OG0008050	LOC120432403|XP_039453538.1|CPIP	LOC108012072|XP_036674258.1|DSUZ
OG0008051	LOC120432405|XP_039453542.1|CPIP	LOC108008076|XP_016927348.1|DSUZ
OG0008052	LOC120413664|XP_039430526.1|CPIP	LOC108014574|XP_036673244.1|DSUZ
OG0008053	LOC120414511|XP_039431655.1|CPIP	LOC108007396|XP_016926540.1|DSUZ
OG0008054	LOC120414530|XP_039431676.1|CPIP	LOC108016805|XP_016939072.1|DSUZ
OG0008055	LOC120414472|XP_039431602.1|CPIP	LOC108016985|XP_016939421.1|DSUZ
OG0008056	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP	LOC108016589|XP_016938763.1|DSUZ
OG0008057	LOC120419257|XP_039437846.1|CPIP	LOC108006748|XP_016925789.2|DSUZ
OG0008058	LOC120417064|XP_039434955.1|CPIP	LOC108018789|XP_036674246.1|DSUZ
OG0008059	LOC120419106|XP_039437634.1|CPIP	LOC108016280|XP_016938400.2|DSUZ
OG0008060	LOC120417147|XP_039435066.1|CPIP	LOC108006202|XP_016925128.2|DSUZ
OG0008061	LOC120417126|XP_039435037.1|CPIP	LOC108004739|XP_016923254.1|DSUZ
OG0008062	LOC120417128|XP_039435038.1|CPIP	LOC108005470|XP_016924258.1|DSUZ
OG0008063	LOC120415920|XP_039433499.1|CPIP	LOC108018707|XP_036672748.1|DSUZ
OG0008064	LOC120429834|XP_039450832.1|CPIP	LOC108006320|XP_016925311.1|DSUZ
OG0008065	LOC120417535|XP_039435551.1|CPIP	LOC108015030|XP_016936750.1|DSUZ
OG0008066	LOC120417510|XP_039435522.1|CPIP	LOC108005082|XP_016923738.1|DSUZ
OG0008067	LOC120425863|XP_039446418.1|CPIP	LOC108014039|XP_016935545.1|DSUZ
OG0008068	LOC120417332|XP_039435252.1|CPIP	LOC108006337|XP_016925336.1|DSUZ
OG0008069	LOC120413797|XP_039430681.1|CPIP	LOC108006393|XP_036673301.1|DSUZ
OG0008070	LOC120413765|XP_039430636.1|CPIP	LOC108012001|XP_036674653.1|DSUZ
OG0008071	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP	LOC108004732|XP_016923246.1|DSUZ
OG0008072	LOC120430873|XP_039451934.1|CPIP	LOC108015371|XP_016937278.1|DSUZ
OG0008073	LOC120414835|XP_039432095.1|CPIP	LOC108021784|XP_036677169.1|DSUZ
OG0008074	LOC120414844|XP_039432103.1|CPIP	LOC108004761|XP_016923288.1|DSUZ
OG0008075	LOC120414824|XP_039432085.1|CPIP	LOC108008272|XP_016927550.1|DSUZ
OG0008076	LOC120414833|XP_039432093.1|CPIP	LOC108016825|XP_016939131.1|DSUZ
OG0008077	LOC120414837|XP_039432097.1|CPIP	LOC108013798|XP_016935260.1|DSUZ
OG0008078	LOC120414849|XP_039432107.1|CPIP	LOC108004755|XP_016923281.1|DSUZ
OG0008079	LOC120431495|XP_039452534.1|CPIP	LOC108005180|XP_016923851.1|DSUZ
OG0008080	LOC120413938|XP_039430871.1|CPIP	LOC108016606|XP_016938785.1|DSUZ
OG0008081	LOC120413950|XP_039430887.1|CPIP	LOC108016848|XP_016939197.1|DSUZ
OG0008082	LOC120413934|XP_039430865.1|CPIP	LOC108011710|XP_016932413.2|DSUZ
OG0008083	LOC120413939|XP_039430872.1|CPIP	LOC108016290|XP_016938415.1|DSUZ
OG0008084	LOC120413028|XP_039429636.1|CPIP	LOC118877663|XP_036673191.1|DSUZ, LOC108014392|XP_016935985.2|DSUZ
OG0008085	LOC120412993|XP_039429578.1|CPIP	LOC108010907|XP_036675523.1|DSUZ
OG0008086	LOC120412962|XP_039429540.1|CPIP	LOC108016244|XP_036675025.1|DSUZ
OG0008087	LOC120412978|XP_039429561.1|CPIP	LOC108005414|XP_016924167.1|DSUZ
OG0008088	LOC120414399|XP_039431510.1|CPIP	LOC108018936|XP_016942020.1|DSUZ
OG0008089	LOC120414391|XP_039431498.1|CPIP	LOC108013316|XP_016934598.1|DSUZ
OG0008090	LOC120417906|XP_039436069.1|CPIP	LOC108015299|XP_016937165.1|DSUZ
OG0008091	LOC120425713|XP_039446244.1|CPIP	LOC108015758|XP_016937785.2|DSUZ
OG0008092	LOC120413991|XP_039430935.1|CPIP	LOC108015566|XP_036672616.1|DSUZ
OG0008093	LOC120413996|XP_039430940.1|CPIP	LOC108016798|XP_016939061.1|DSUZ
OG0008094	LOC120413995|XP_039430938.1|CPIP	LOC108021369|XP_016945549.1|DSUZ
OG0008095	LOC120425930|XP_039446485.1|CPIP	LOC108007248|XP_036675373.1|DSUZ
OG0008096	LOC120425932|XP_039446487.1|CPIP	LOC108015133|XP_016936887.1|DSUZ
OG0008097	LOC120425928|XP_039446483.1|CPIP	LOC108015331|XP_016937221.1|DSUZ
OG0008098	LOC120425660|XP_039446174.1|CPIP	LOC108012687|XP_016933603.1|DSUZ
OG0008099	LOC120426304|XP_039446987.1|CPIP	LOC108005883|XP_016924754.1|DSUZ
OG0008100	LOC120422357|XP_039441694.1|CPIP	LOC108007991|XP_036673953.1|DSUZ
OG0008101	LOC120422378|XP_039441720.1|CPIP	LOC108006527|XP_036676109.1|DSUZ
OG0008102	LOC120423442|XP_039443193.1|CPIP	LOC108014571|XP_016936214.2|DSUZ
OG0008103	LOC120423440|XP_039443190.1|CPIP	LOC108015196|XP_016937006.1|DSUZ
OG0008104	LOC120421502|XP_039440657.1|CPIP	LOC108011364|XP_016931968.1|DSUZ
OG0008105	LOC120421503|XP_039440658.1|CPIP	LOC108007644|XP_016926854.2|DSUZ
OG0008106	LOC120422284|XP_039441612.1|CPIP	LOC108007710|XP_016926947.1|DSUZ
