Orthogroup	CPIP.longest_only	DMIR.longest_only
OG0006122	LOC120425822|XP_039446369.1|CPIP	LOC108164426|XP_017155595.1|DMIR
OG0006123	LOC120425838|XP_039446393.1|CPIP	LOC108160809|XP_033247561.1|DMIR
OG0006124	LOC120425840|XP_039446394.1|CPIP	LOC108156723|XP_017143863.1|DMIR
OG0006125	LOC120423743|XP_039443589.1|CPIP	LOC108152579|XP_017137505.1|DMIR
OG0006126	LOC120423736|XP_039443579.1|CPIP	LOC108152063|XP_017136566.1|DMIR
OG0006127	LOC120423323|XP_039443019.1|CPIP	LOC108152432|XP_033242708.1|DMIR
OG0006128	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP	LOC108153138|XP_017138423.1|DMIR
OG0006129	LOC120422206|XP_039441522.1|CPIP	LOC108152496|XP_017137360.1|DMIR
OG0006130	LOC120416372|XP_039434039.1|CPIP	LOC108150874|XP_017134670.1|DMIR
OG0006131	LOC120416344|XP_039434006.1|CPIP	LOC108151033|XP_017134882.1|DMIR
OG0006132	LOC120416348|XP_039434012.1|CPIP	LOC108151037|XP_017134893.1|DMIR
OG0006133	LOC120416345|XP_039434008.1|CPIP	LOC108150875|XP_017134671.1|DMIR
OG0006134	LOC120416701|XP_039434451.1|CPIP	LOC108151692|XP_033242155.1|DMIR
OG0006135	LOC120416711|XP_039434462.1|CPIP	LOC108150870|XP_017134662.1|DMIR
OG0006136	LOC120427874|XP_039448738.1|CPIP	LOC108152580|XP_017137510.1|DMIR
OG0006137	LOC120423803|XP_039443654.1|CPIP	LOC108165506|XP_017157052.1|DMIR
OG0006138	LOC120423914|XP_039443829.1|CPIP	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR
OG0006139	LOC120423888|XP_039443796.1|CPIP	LOC108159048|XP_017147466.1|DMIR
OG0006140	LOC120423705|XP_039443542.1|CPIP	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR
OG0006141	LOC120423704|XP_039443541.1|CPIP	LOC108160660|XP_033247548.1|DMIR
OG0006142	LOC120423690|XP_039443516.1|CPIP	LOC108150925|XP_017134745.1|DMIR
OG0006143	LOC120423709|XP_039443549.1|CPIP	LOC108152571|XP_017137498.1|DMIR
OG0006144	LOC120423708|XP_039443548.1|CPIP	LOC108153222|XP_017138539.1|DMIR
OG0006145	LOC120423710|XP_039443550.1|CPIP	LOC108152139|XP_017136726.1|DMIR
OG0006146	LOC120423896|XP_039443811.1|CPIP	LOC108162196|XP_017152291.1|DMIR
OG0006147	LOC120429122|XP_039450245.1|CPIP	LOC108157089|XP_017144442.1|DMIR
OG0006148	LOC120429124|XP_039450247.1|CPIP	LOC108151579|XP_017135745.1|DMIR
OG0006149	LOC120428260|XP_039449186.1|CPIP	LOC108152944|XP_017138128.1|DMIR
OG0006150	LOC120428259|XP_039449184.1|CPIP	LOC108152941|XP_017138125.1|DMIR
OG0006151	LOC120428258|XP_039449181.1|CPIP	LOC108162591|XP_017152897.1|DMIR
OG0006152	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP	LOC108157142|XP_017144534.1|DMIR
OG0006153	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR
OG0006155	LOC120422738|XP_039442211.1|CPIP	LOC108155779|XP_017142327.1|DMIR
OG0006156	LOC120414004|XP_039430951.1|CPIP	LOC108156190|XP_017143010.1|DMIR
OG0006158	LOC120422394|XP_039441747.1|CPIP	LOC108152895|XP_017138029.1|DMIR
OG0006159	LOC120429108|XP_039450206.1|CPIP	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR
OG0006160	LOC120412519|XP_039428948.1|CPIP	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR
OG0006161	LOC120417400|XP_039435365.1|CPIP	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR
OG0006162	LOC120429201|XP_039450342.1|CPIP	LOC108164414|XP_017155578.1|DMIR
OG0006181	LOC120415038|XP_039432345.1|CPIP	LOC108156240|XP_017143077.1|DMIR
OG0006183	LOC120432314|XP_039453431.1|CPIP	LOC108154941|XP_017140919.1|DMIR
OG0006184	LOC120415855|XP_039433425.1|CPIP	LOC108156225|XP_017143053.1|DMIR
OG0006185	LOC120431097|XP_039452189.1|CPIP	LOC108156296|XP_017143169.1|DMIR
OG0006186	LOC120415065|XP_039432385.1|CPIP	LOC108156229|XP_017143057.1|DMIR
OG0006187	LOC120431108|XP_039452198.1|CPIP	LOC108157497|XP_017145085.1|DMIR
OG0006188	LOC120422044|XP_039441305.1|CPIP	LOC108153769|XP_017139399.1|DMIR
OG0006189	LOC120422045|XP_039441306.1|CPIP	LOC108153817|XP_017139422.1|DMIR
OG0006190	LOC120422065|XP_039441339.1|CPIP	LOC108154722|XP_017140573.1|DMIR
OG0006191	LOC120421059|XP_039440138.1|CPIP	LOC108156718|XP_017143858.1|DMIR
OG0006192	LOC120421082|XP_039440163.1|CPIP	LOC108155212|XP_017141388.1|DMIR
OG0006193	LOC120421070|XP_039440149.1|CPIP	LOC108160563|XP_017150131.1|DMIR
OG0006196	LOC120415053|XP_039432360.1|CPIP	LOC108154148|XP_033244694.1|DMIR
OG0006197	LOC120415067|XP_039432388.1|CPIP	LOC108164479|XP_017155722.1|DMIR
OG0006198	LOC120415071|XP_039432399.1|CPIP	LOC108162264|XP_017152408.2|DMIR
OG0006199	LOC120415050|XP_039432358.1|CPIP	LOC108155331|XP_017141561.1|DMIR
OG0006200	LOC120424019|XP_039443967.1|CPIP	LOC108157445|XP_017144989.1|DMIR
OG0006202	LOC120429963|XP_039450989.1|CPIP	LOC108160816|XP_017150535.1|DMIR
OG0006203	LOC120429961|XP_039450985.1|CPIP	LOC108157354|XP_017144868.1|DMIR
OG0006204	LOC120428471|XP_039449421.1|CPIP	LOC108156739|XP_017143887.1|DMIR
OG0006205	LOC120430286|XP_039451313.1|CPIP	LOC108157151|XP_017144552.1|DMIR
OG0006206	LOC120413710|XP_039430566.1|CPIP	LOC117186646|XP_033243573.1|DMIR
OG0006207	LOC120413715|XP_039430572.1|CPIP	LOC108161828|XP_017151676.1|DMIR
OG0006208	LOC120413714|XP_039430569.1|CPIP	LOC108165588|XP_017157151.1|DMIR
OG0006209	LOC120413733|XP_039430593.1|CPIP	LOC108153714|XP_017139334.1|DMIR
OG0006210	LOC120431692|XP_039452772.1|CPIP	LOC108154173|XP_017139841.1|DMIR
OG0006211	LOC120430283|XP_039451309.1|CPIP	LOC108162123|XP_017152187.1|DMIR
OG0006212	LOC120430282|XP_039451308.1|CPIP	LOC108162122|XP_017152185.1|DMIR
OG0006213	LOC120419293|XP_039437893.1|CPIP	LOC108157846|XP_017145538.1|DMIR
OG0006214	LOC120419283|XP_039437883.1|CPIP	LOC108164662|XP_017156004.1|DMIR
OG0006215	LOC120419270|XP_039437865.1|CPIP	LOC108153923|XP_017139511.1|DMIR
OG0006216	LOC120418131|XP_039436343.1|CPIP	LOC108157026|XP_017144325.1|DMIR
OG0006217	LOC120418118|XP_039436327.1|CPIP	LOC108164586|XP_017155901.1|DMIR
OG0006218	LOC120418128|XP_039436340.1|CPIP	LOC108163696|XP_017154618.2|DMIR
OG0006219	LOC120432272|XP_039453386.1|CPIP	LOC108150975|XP_017134804.1|DMIR
OG0006220	LOC120432270|XP_039453385.1|CPIP	LOC108152612|XP_017137566.1|DMIR
OG0006221	LOC120432330|XP_039453452.1|CPIP	LOC108157275|XP_017144762.1|DMIR
OG0006222	LOC120432332|XP_039453456.1|CPIP	LOC108156745|XP_017143896.1|DMIR
OG0006223	LOC120432298|XP_039453418.1|CPIP	LOC108156973|XP_017144256.1|DMIR
OG0006224	LOC120432227|XP_039453335.1|CPIP	LOC108157161|XP_033243053.1|DMIR
OG0006225	LOC120432241|XP_039453349.1|CPIP	LOC108164529|XP_017155810.1|DMIR
OG0006226	LOC120424295|XP_039444312.1|CPIP	LOC117192575|XP_033253185.1|DMIR, LOC108158494|XP_017146294.1|DMIR
OG0006227	LOC120419274|XP_039437873.1|CPIP	LOC108164633|XP_017155967.1|DMIR
OG0006228	LOC120416301|XP_039433990.1|CPIP	LOC108158661|XP_017146647.1|DMIR
OG0006229	LOC120413704|XP_039430557.1|CPIP	LOC108164456|XP_017155664.1|DMIR
OG0006230	LOC120424021|XP_039443970.1|CPIP	LOC108160771|XP_017150464.1|DMIR
OG0006231	LOC120424025|XP_039443975.1|CPIP	LOC108154095|XP_017139707.1|DMIR
OG0006232	LOC120421071|XP_039440150.1|CPIP	LOC117186154|XP_033242249.1|DMIR, LOC117186153|XP_033242243.1|DMIR
OG0006233	LOC120421066|XP_039440145.1|CPIP	LOC117186766|XP_033243882.1|DMIR
OG0006234	LOC120432472|XP_039453633.1|CPIP	LOC108156324|XP_017143211.1|DMIR
OG0006235	LOC120432321|XP_039453443.1|CPIP	LOC108164701|XP_017156062.1|DMIR
OG0006236	LOC120432248|XP_039453357.1|CPIP	LOC108164145|XP_017155242.1|DMIR
OG0006237	LOC120432257|XP_039453372.1|CPIP	LOC108157214|XP_017144658.1|DMIR
OG0006238	LOC120430647|XP_039451690.1|CPIP	LOC108164757|XP_017156149.1|DMIR
OG0006239	LOC120431218|XP_039452299.1|CPIP	LOC108156200|XP_017143027.1|DMIR
OG0006240	LOC120424110|XP_039444070.1|CPIP	LOC108156754|XP_017143904.1|DMIR
OG0006241	LOC120432260|XP_039453375.1|CPIP	LOC108156291|XP_017143167.1|DMIR
OG0006242	LOC120432220|XP_039453323.1|CPIP	LOC108164934|XP_033246459.1|DMIR
OG0006243	LOC120432219|XP_039453320.1|CPIP	LOC108155365|XP_017141616.1|DMIR
OG0006244	LOC120432294|XP_039453414.1|CPIP	LOC108157061|XP_017144380.1|DMIR
OG0006245	LOC120424014|XP_039443962.1|CPIP	LOC108155399|XP_017141680.1|DMIR
OG0006246	LOC120413336|XP_039430046.1|CPIP	LOC108164956|XP_017156446.1|DMIR
OG0006247	LOC120413345|XP_039430057.1|CPIP	LOC108160311|XP_017149720.1|DMIR
OG0006248	LOC120422085|XP_039441364.1|CPIP	LOC108157335|XP_017144842.1|DMIR
OG0006249	LOC120416394|XP_039434064.1|CPIP	LOC108163068|XP_017153632.1|DMIR
OG0006250	LOC120419690|XP_039438411.1|CPIP	LOC108155415|XP_033249470.1|DMIR
OG0006251	LOC120432362|XP_039453492.1|CPIP	LOC108156321|XP_017143202.1|DMIR
OG0006252	LOC120414180|XP_039431190.1|CPIP	LOC108156320|XP_017143201.1|DMIR
OG0006253	LOC120414193|XP_039431207.1|CPIP	LOC108155701|XP_017142172.1|DMIR
OG0006254	LOC120417691|XP_039435761.1|CPIP	LOC117186604|XP_033243484.1|DMIR
OG0006255	LOC120431152|XP_039452226.1|CPIP	LOC108156658|XP_017143760.2|DMIR
OG0006256	LOC120422446|XP_039441824.1|CPIP	LOC108156316|XP_017143198.1|DMIR
OG0006257	LOC120422466|XP_039441853.1|CPIP	LOC108164692|XP_017156053.1|DMIR
OG0006258	LOC120422465|XP_039441852.1|CPIP	LOC108153704|XP_017139323.1|DMIR
OG0006260	LOC120424286|XP_039444291.1|CPIP	LOC108159003|XP_017147365.1|DMIR
OG0006261	LOC120424296|XP_039444313.1|CPIP	LOC108162296|XP_017152449.1|DMIR
OG0006262	LOC120424299|XP_039444318.1|CPIP	LOC108163829|XP_017154822.1|DMIR
OG0006263	LOC120424308|XP_039444327.1|CPIP	LOC108152446|XP_017137289.1|DMIR
OG0006264	LOC120424306|XP_039444325.1|CPIP	LOC108152487|XP_017137355.1|DMIR
OG0006265	LOC120424304|XP_039444323.1|CPIP	LOC108159562|XP_017148489.1|DMIR
OG0006266	LOC120424294|XP_039444310.1|CPIP	LOC108152466|XP_017137326.1|DMIR
OG0006267	LOC120424289|XP_039444296.1|CPIP	LOC108163215|XP_017153863.1|DMIR
OG0006268	LOC120415078|XP_039432415.1|CPIP	LOC108160239|XP_017149585.2|DMIR, LOC117187722|XP_033246365.1|DMIR
OG0006269	LOC120425045|XP_039445349.1|CPIP	LOC108154620|XP_017140429.1|DMIR
OG0006271	LOC120422533|XP_039441929.1|CPIP	LOC108153986|XP_017139570.2|DMIR
OG0006272	LOC120424287|XP_039444294.1|CPIP	LOC108164159|XP_017155258.1|DMIR
OG0006273	LOC120420180|XP_039439089.1|CPIP	LOC117190825|XP_033251754.1|DMIR, LOC108160431|XP_017149923.1|DMIR
OG0006274	LOC120420184|XP_039439094.1|CPIP	LOC108165178|XP_017156738.1|DMIR
OG0006275	LOC120427554|XP_039448364.1|CPIP	LOC108161507|XP_017151275.1|DMIR
OG0006276	LOC120425425|XP_039445887.1|CPIP	LOC108151724|XP_017135990.1|DMIR
OG0006277	LOC120422444|XP_039441821.1|CPIP	LOC108156500|XP_033244406.1|DMIR
OG0006278	LOC120420250|XP_039439174.1|CPIP	LOC108165302|XP_017156829.1|DMIR
OG0006279	LOC120429655|XP_039450615.1|CPIP	LOC108161320|XP_017151039.1|DMIR
OG0006280	LOC120416889|XP_039434716.1|CPIP	LOC108159474|XP_017148291.1|DMIR
OG0006281	LOC120416890|XP_039434721.1|CPIP	LOC108159486|XP_017148311.1|DMIR
OG0006282	LOC120422091|XP_039441373.1|CPIP	LOC108154078|XP_017139678.1|DMIR
OG0006283	LOC120422092|XP_039441374.1|CPIP	LOC108154677|XP_017140508.1|DMIR
OG0006284	LOC120422048|XP_039441308.1|CPIP	LOC108151301|XP_017135325.1|DMIR
OG0006285	LOC120432322|XP_039453440.1|CPIP	LOC108155518|XP_017141853.1|DMIR
OG0006286	LOC120432320|XP_039453439.1|CPIP	LOC108157145|XP_017144538.1|DMIR
OG0006287	LOC120429174|XP_039450320.1|CPIP	LOC108164953|XP_017156439.1|DMIR
OG0006288	LOC120429175|XP_039450321.1|CPIP	LOC108155508|XP_017141837.1|DMIR
OG0006289	LOC120413346|XP_039430058.1|CPIP	LOC108154986|XP_017141016.1|DMIR
OG0006290	LOC120418133|XP_039436347.1|CPIP	LOC108160219|XP_033242552.1|DMIR
OG0006291	LOC120427672|XP_039448486.1|CPIP	LOC108161971|XP_017151918.1|DMIR
OG0006292	LOC120412725|XP_039429246.1|CPIP	LOC108152999|XP_017138226.1|DMIR
OG0006293	LOC120412740|XP_039429268.1|CPIP	LOC108151456|XP_017135566.1|DMIR
OG0006294	LOC120432249|XP_039453362.1|CPIP	LOC108160542|XP_017150097.1|DMIR
OG0006295	LOC120432397|XP_039453531.1|CPIP	LOC108154048|XP_017139632.1|DMIR
OG0006296	LOC120432381|XP_039453512.1|CPIP	LOC108161057|XP_017150826.1|DMIR
OG0006297	LOC120427221|XP_039448018.1|CPIP	LOC108155384|XP_017141652.1|DMIR
OG0006298	LOC120413367|XP_039430086.1|CPIP	LOC108160554|XP_017150119.1|DMIR
OG0006299	LOC120413371|XP_039430089.1|CPIP	LOC108154706|XP_017140549.1|DMIR
OG0006300	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP	LOC108159233|XP_017147832.1|DMIR
OG0006301	LOC120413365|XP_039430083.1|CPIP	LOC108155019|XP_017141064.1|DMIR, LOC117188174|XP_033247511.1|DMIR
OG0006302	LOC120430976|XP_039452085.1|CPIP	LOC108164540|XP_017155831.1|DMIR
OG0006303	LOC120424903|XP_039445127.1|CPIP	LOC108159880|XP_017148982.2|DMIR
OG0006304	LOC120414151|XP_039431123.1|CPIP	LOC108155158|XP_017141309.1|DMIR
OG0006305	LOC120427663|XP_039448470.1|CPIP	LOC108155160|XP_017141312.1|DMIR
OG0006306	LOC120427667|XP_039448478.1|CPIP	LOC108154075|XP_017139671.1|DMIR
OG0006307	LOC120427668|XP_039448482.1|CPIP	LOC108155343|XP_017141588.1|DMIR
OG0006308	LOC120432328|XP_039453486.1|CPIP	LOC108151687|XP_017135921.1|DMIR
OG0006309	LOC120415622|XP_039433153.1|CPIP	LOC108164720|XP_017156094.1|DMIR
OG0006310	LOC120415602|XP_039433129.1|CPIP	LOC108156686|XP_017143815.1|DMIR
OG0006311	LOC120415635|XP_039433168.1|CPIP	LOC108157212|XP_017144691.1|DMIR
OG0006312	LOC120421420|XP_039440561.1|CPIP	LOC108164851|XP_017156268.1|DMIR
OG0006313	LOC120421422|XP_039440568.1|CPIP	LOC108155987|XP_017142672.1|DMIR
OG0006314	LOC120424732|XP_039444895.1|CPIP	LOC117186409|XP_033243060.1|DMIR
OG0006315	LOC120417020|XP_039434891.1|CPIP	LOC108154616|XP_017140422.1|DMIR
OG0006316	LOC120422074|XP_039441351.1|CPIP	LOC108158366|XP_017146111.1|DMIR
OG0006317	LOC120420591|XP_039439632.1|CPIP	LOC108155656|XP_017142102.1|DMIR
OG0006318	LOC120425692|XP_039446251.1|CPIP	LOC108161426|XP_017151179.1|DMIR
OG0006319	LOC120424263|XP_039444298.1|CPIP	LOC117188056|XP_033247188.1|DMIR, LOC108158496|XP_017146298.2|DMIR
OG0006320	LOC120415097|XP_039432488.1|CPIP	LOC108164923|XP_017156399.1|DMIR
OG0006321	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP	LOC108160293|XP_017149692.1|DMIR
OG0006322	LOC120413373|XP_039430099.1|CPIP	LOC108153913|XP_017139501.1|DMIR
OG0006323	LOC120413342|XP_039430055.1|CPIP	LOC117186271|XP_033242691.1|DMIR
OG0006324	LOC120424688|XP_039444797.1|CPIP	LOC108160252|XP_017149608.1|DMIR
OG0006325	LOC120425314|XP_039445717.1|CPIP	LOC108156713|XP_017143850.1|DMIR
OG0006326	LOC120417706|XP_039435786.1|CPIP	LOC108152721|XP_017137747.1|DMIR
OG0006327	LOC120417701|XP_039435780.1|CPIP	LOC108156498|XP_017143483.1|DMIR
OG0006328	LOC120414505|XP_039431640.1|CPIP	LOC108155433|XP_017141734.2|DMIR
OG0006329	LOC120416915|XP_039434748.1|CPIP	LOC108161895|XP_017151782.1|DMIR
OG0006330	LOC120431013|XP_039452107.1|CPIP	LOC108155328|XP_017141553.1|DMIR
OG0006331	LOC120430666|XP_039451705.1|CPIP	LOC108161350|XP_017151082.1|DMIR
OG0006332	LOC120431040|XP_039452129.1|CPIP	LOC108164797|XP_017156210.1|DMIR
OG0006333	LOC120430982|XP_039452065.1|CPIP	LOC108159421|XP_033246848.1|DMIR
OG0006334	LOC120430683|XP_039451718.1|CPIP	LOC108154058|XP_017139642.1|DMIR
OG0006335	LOC120419622|XP_039438295.1|CPIP	LOC108156791|XP_017143957.1|DMIR
OG0006336	LOC120412590|XP_039429050.1|CPIP	LOC108156382|XP_017143290.1|DMIR
OG0006337	LOC120431332|XP_039452400.1|CPIP	LOC108158962|XP_017147286.1|DMIR
OG0006338	LOC120429016|XP_039450089.1|CPIP	LOC108156931|XP_017144177.1|DMIR
OG0006339	LOC120414539|XP_039431684.1|CPIP	LOC117186475|XP_033243236.1|DMIR
OG0006340	LOC120414541|XP_039431689.1|CPIP	LOC108164509|XP_017155781.1|DMIR
OG0006341	LOC120414540|XP_039431688.1|CPIP	LOC108164542|XP_017155839.1|DMIR
OG0006342	LOC120414531|XP_039431673.1|CPIP	LOC108164837|XP_017156250.1|DMIR
OG0006343	LOC120414522|XP_039431664.1|CPIP	LOC108164682|XP_017156033.1|DMIR
OG0006344	LOC120414521|XP_039431663.1|CPIP	LOC108164982|XP_017156497.1|DMIR
OG0006345	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP	LOC108155071|XP_033245620.1|DMIR
OG0006346	LOC120414529|XP_039431671.1|CPIP	LOC108155274|XP_017141470.1|DMIR
OG0006347	LOC120417697|XP_039435775.1|CPIP	LOC108156285|XP_017143149.2|DMIR
OG0006348	LOC120414163|XP_039431148.1|CPIP	LOC108162557|XP_017152845.1|DMIR
OG0006349	LOC120416238|XP_039433869.1|CPIP	LOC108152504|XP_017137380.1|DMIR
OG0006350	LOC120416250|XP_039433886.1|CPIP	LOC108156107|XP_017142891.1|DMIR
OG0006351	LOC120416236|XP_039433867.1|CPIP	LOC108159282|XP_017147944.1|DMIR
OG0006352	LOC120416239|XP_039433875.1|CPIP	LOC108160503|XP_017150032.1|DMIR
OG0006353	LOC120416237|XP_039433868.1|CPIP	LOC108156016|XP_017142730.1|DMIR
OG0006354	LOC120430913|XP_039451970.1|CPIP	LOC108156695|XP_017143827.2|DMIR
OG0006355	LOC120419615|XP_039438290.1|CPIP	LOC108154418|XP_017140180.1|DMIR
OG0006356	LOC120417760|XP_039435854.1|CPIP	LOC108159725|XP_033243545.1|DMIR
OG0006357	LOC120417783|XP_039435873.1|CPIP	LOC108152947|XP_033248247.1|DMIR
OG0006358	LOC120412815|XP_039429357.1|CPIP	LOC108151802|XP_017136141.1|DMIR
OG0006359	LOC120412989|XP_039429577.1|CPIP	LOC108155738|XP_017142243.1|DMIR
OG0006360	LOC120413531|XP_039430342.1|CPIP	LOC108165351|XP_017156876.1|DMIR
OG0006361	LOC120417016|XP_039434886.1|CPIP	LOC108156891|XP_033245853.1|DMIR
OG0006362	LOC120413206|XP_039429895.1|CPIP	LOC108162191|XP_017152284.1|DMIR
OG0006363	LOC120428436|XP_039449381.1|CPIP	LOC108161591|XP_017151370.1|DMIR
OG0006364	LOC120413277|XP_039429942.1|CPIP	LOC108163418|XP_017154175.1|DMIR
OG0006365	LOC120413304|XP_039429998.1|CPIP	LOC108164887|XP_017156326.1|DMIR
OG0006366	LOC120413307|XP_039430003.1|CPIP	LOC108150982|XP_033254052.1|DMIR
OG0006367	LOC120413308|XP_039430004.1|CPIP	LOC108157201|XP_017144625.1|DMIR
OG0006368	LOC120414147|XP_039431119.1|CPIP	LOC108157099|XP_017144453.1|DMIR
OG0006369	LOC120414160|XP_039431135.1|CPIP	LOC108155789|XP_017142337.1|DMIR
OG0006370	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP	LOC108164583|XP_017155899.1|DMIR
OG0006372	LOC120423049|XP_039442656.1|CPIP	LOC108154324|XP_017140074.1|DMIR
OG0006373	LOC120430293|XP_039451322.1|CPIP	LOC108164734|XP_017156115.1|DMIR
OG0006374	LOC120420404|XP_039439350.1|CPIP	LOC108156916|XP_017144156.1|DMIR
OG0006375	LOC120430110|XP_039451130.1|CPIP	LOC108155930|XP_017142580.1|DMIR
OG0006376	LOC120430109|XP_039451128.1|CPIP	LOC108161170|XP_017150882.1|DMIR
OG0006377	LOC120430118|XP_039451137.1|CPIP	LOC108159964|XP_017149133.1|DMIR
OG0006378	LOC120418066|XP_039436258.1|CPIP	LOC108156178|XP_033245435.1|DMIR
OG0006379	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP	LOC108154684|XP_017140517.1|DMIR
OG0006380	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP	LOC108153614|XP_017139206.1|DMIR
OG0006381	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP	LOC108157231|XP_017144680.1|DMIR
OG0006382	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP	LOC108165042|XP_017156573.1|DMIR
OG0006383	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP	LOC108154567|XP_017140358.1|DMIR
OG0006384	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP	LOC108154595|XP_017140402.1|DMIR
OG0006385	LOC120419888|XP_039438687.1|CPIP	LOC108156113|XP_017142899.1|DMIR
OG0006386	LOC120419892|XP_039438694.1|CPIP	LOC108162156|XP_017152223.1|DMIR
OG0006387	LOC120419896|XP_039438699.1|CPIP	LOC108157259|XP_017144725.1|DMIR
OG0006388	LOC120428457|XP_039449402.1|CPIP	LOC108153990|XP_017139576.1|DMIR
OG0006389	LOC120428459|XP_039449405.1|CPIP	LOC108154008|XP_017139594.1|DMIR
OG0006390	LOC120426449|XP_039447145.1|CPIP	LOC108155563|XP_017141945.2|DMIR
OG0006391	LOC120424160|XP_039444143.1|CPIP	LOC108157698|XP_017145356.1|DMIR
OG0006392	LOC120427586|XP_039448398.1|CPIP	LOC108152383|XP_017137170.1|DMIR
OG0006393	LOC120425009|XP_039445314.1|CPIP	LOC108161892|XP_017151776.1|DMIR
OG0006394	LOC120425015|XP_039445320.1|CPIP	LOC108156509|XP_017143502.1|DMIR
OG0006395	LOC120424946|XP_039445190.1|CPIP	LOC108155288|XP_017141493.1|DMIR
OG0006396	LOC120419794|XP_039438564.1|CPIP	LOC108164629|XP_017155963.1|DMIR
OG0006397	LOC120425466|XP_039445932.1|CPIP	LOC108159038|XP_017147454.1|DMIR
OG0006398	LOC120425479|XP_039445950.1|CPIP	LOC108153605|XP_017139193.1|DMIR
OG0006399	LOC120428785|XP_039449806.1|CPIP	LOC108158663|XP_017146653.1|DMIR
OG0006400	LOC120428783|XP_039449805.1|CPIP	LOC108158654|XP_017146641.1|DMIR
OG0006401	LOC120428774|XP_039449792.1|CPIP	LOC108165293|XP_033243675.1|DMIR
OG0006402	LOC120428777|XP_039449795.1|CPIP	LOC108155034|XP_017141088.1|DMIR
OG0006403	LOC120427451|XP_039448253.1|CPIP	LOC108154392|XP_017140144.1|DMIR
OG0006404	LOC120427459|XP_039448262.1|CPIP	LOC108155819|XP_017142395.1|DMIR
OG0006405	LOC120427445|XP_039448247.1|CPIP	LOC108153576|XP_017139144.2|DMIR
OG0006407	LOC120426622|XP_039447349.1|CPIP	LOC108161123|XP_017150837.1|DMIR
OG0006408	LOC120429695|XP_039450664.1|CPIP	LOC108164528|XP_017155809.1|DMIR
OG0006409	LOC120429238|XP_039450383.1|CPIP	LOC108159202|XP_017147764.1|DMIR
OG0006410	LOC120428948|XP_039450022.1|CPIP	LOC108164875|XP_017156309.1|DMIR
OG0006411	LOC120428953|XP_039450026.1|CPIP	LOC108152131|XP_017136712.1|DMIR
OG0006412	LOC120425703|XP_039446228.1|CPIP	LOC108157544|XP_017145137.1|DMIR
OG0006413	LOC120431913|XP_039452977.1|CPIP	LOC108156731|XP_017143876.2|DMIR
OG0006415	LOC120416140|XP_039433749.1|CPIP	LOC108157118|XP_017144493.1|DMIR
OG0006416	LOC120431202|XP_039452278.1|CPIP	LOC108163060|XP_017153624.1|DMIR
OG0006418	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP	LOC108151681|XP_017135913.1|DMIR
OG0006419	LOC120432092|XP_039453163.1|CPIP	LOC108157478|XP_017145049.1|DMIR
OG0006420	LOC120430807|XP_039451863.1|CPIP	LOC108154667|XP_017140493.1|DMIR
OG0006421	LOC120430805|XP_039451859.1|CPIP	LOC108161583|XP_033250034.1|DMIR
OG0006422	LOC120425488|XP_039445966.1|CPIP	LOC108163313|XP_017154026.1|DMIR
OG0006423	LOC120425472|XP_039445942.1|CPIP	LOC108155730|XP_017142228.1|DMIR
OG0006424	LOC120425478|XP_039445948.1|CPIP	LOC108156978|XP_017144259.1|DMIR
OG0006425	LOC120425494|XP_039445978.1|CPIP	LOC108155729|XP_017142227.1|DMIR
OG0006426	LOC120425493|XP_039445977.1|CPIP	LOC108155728|XP_017142226.1|DMIR
OG0006427	LOC120418062|XP_039436252.1|CPIP	LOC108156696|XP_017143831.1|DMIR
OG0006428	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP	LOC108157113|XP_017144478.1|DMIR
OG0006429	LOC120427716|XP_039448548.1|CPIP	LOC108155643|XP_017142080.1|DMIR
