Orthogroup	CPIP.longest_only	DVIR.longest_only
OG0006889	LOC120431286|XP_039452360.1|CPIP	LOC6627801|XP_002051311.1|DVIR
OG0006890	LOC120427689|XP_039448511.1|CPIP	LOC6635709|XP_002059258.1|DVIR
OG0006891	LOC120427690|XP_039448513.1|CPIP	LOC6627861|XP_002052280.1|DVIR
OG0006892	LOC120427692|XP_039448523.1|CPIP	LOC6629048|XP_002052886.1|DVIR
OG0006893	LOC120427686|XP_039448509.1|CPIP	LOC6628758|XP_002051898.1|DVIR
OG0006894	LOC120427695|XP_039448525.1|CPIP	LOC6628757|XP_032293935.1|DVIR
OG0006895	LOC120428089|XP_039449008.1|CPIP	LOC26530697|XP_032295894.1|DVIR
OG0006896	LOC120428088|XP_039449007.1|CPIP	LOC6634270|XP_002057552.1|DVIR
OG0006897	LOC120425849|XP_039446402.1|CPIP	LOC6634383|XP_002057577.1|DVIR
OG0006898	LOC120415482|XP_039432982.1|CPIP	LOC6628341|XP_002052672.1|DVIR
OG0006899	LOC120419195|XP_039437801.1|CPIP	LOC6628460|XP_002051832.1|DVIR
OG0006900	LOC120422802|XP_039442277.1|CPIP	LOC6631442|XP_002055680.1|DVIR
OG0006901	LOC120415677|XP_039433198.1|CPIP	LOC6628635|XP_002051879.1|DVIR
OG0006902	LOC120424565|XP_039444668.1|CPIP	LOC6635572|XP_002058927.1|DVIR
OG0006903	LOC120423658|XP_039443474.1|CPIP	LOC6632560|XP_032288734.1|DVIR
OG0006904	LOC120418286|XP_039436547.1|CPIP	LOC6634322|XP_002057462.1|DVIR
OG0006905	LOC120418320|XP_039436583.1|CPIP	LOC6628788|XP_032294499.1|DVIR
OG0006906	LOC120418289|XP_039436550.1|CPIP	LOC6627331|XP_002051927.1|DVIR
OG0006907	LOC120422970|XP_039442491.1|CPIP	LOC6635675|XP_032294740.1|DVIR
OG0006908	LOC120422983|XP_039442527.1|CPIP	LOC6628653|XP_002051503.1|DVIR
OG0006909	LOC120422988|XP_039442532.1|CPIP	LOC6628160|XP_002052415.2|DVIR
OG0006910	LOC120422992|XP_039442537.1|CPIP	LOC6634149|XP_032293748.1|DVIR
OG0006911	LOC120421108|XP_039440197.1|CPIP	LOC6631384|XP_002055656.1|DVIR
OG0006912	LOC120413589|XP_039430424.1|CPIP	LOC6633910|XP_002057603.1|DVIR
OG0006913	LOC120413621|XP_039430462.1|CPIP	LOC6628628|XP_002052570.1|DVIR
OG0006914	LOC120413607|XP_039430445.1|CPIP	LOC6622065|XP_002047713.1|DVIR
OG0006915	LOC120413605|XP_039430443.1|CPIP	LOC6627999|XP_032293939.1|DVIR
OG0006916	LOC120413590|XP_039430432.1|CPIP	LOC6628851|XP_032293836.1|DVIR
OG0006917	LOC120413616|XP_039430455.1|CPIP	LOC6633932|XP_032293689.1|DVIR
OG0006918	LOC120413618|XP_039430459.1|CPIP	LOC6634209|XP_002057802.1|DVIR
OG0006919	LOC120420427|XP_039439384.1|CPIP	LOC6633965|XP_032293414.1|DVIR
OG0006920	LOC120422371|XP_039441716.1|CPIP	LOC6629215|XP_032293816.1|DVIR
OG0006921	LOC120414069|XP_039431024.1|CPIP	LOC6628026|XP_032294584.1|DVIR
OG0006922	LOC120414076|XP_039431031.1|CPIP	LOC6634224|XP_002057673.1|DVIR
OG0006923	LOC120414101|XP_039431058.1|CPIP	LOC6635713|XP_002059262.1|DVIR
OG0006924	LOC120414107|XP_039431065.1|CPIP	LOC6629008|XP_002051277.1|DVIR
OG0006925	LOC120414109|XP_039431068.1|CPIP	LOC6632720|XP_015025939.2|DVIR
OG0006926	LOC120420590|XP_039439600.1|CPIP	LOC6627524|XP_015028302.1|DVIR
OG0006927	LOC120420624|XP_039439631.1|CPIP	LOC6627523|XP_002051970.1|DVIR
OG0006928	LOC120420619|XP_039439626.1|CPIP	LOC6627357|XP_032294354.1|DVIR
OG0006929	LOC120420131|XP_039439015.1|CPIP	LOC6635753|XP_002059110.2|DVIR
OG0006930	LOC120420144|XP_039439037.1|CPIP	LOC6628790|XP_032294622.1|DVIR
OG0006931	LOC120422727|XP_039442193.1|CPIP	LOC6629203|XP_002052622.1|DVIR
OG0006932	LOC120422492|XP_039441885.1|CPIP	LOC6628078|XP_002051162.1|DVIR
OG0006933	LOC120423268|XP_039442941.1|CPIP	LOC6628050|XP_002051161.1|DVIR
OG0006934	LOC120416083|XP_039433700.1|CPIP	LOC6630660|XP_002053439.1|DVIR
OG0006935	LOC120417360|XP_039435305.1|CPIP	LOC6633933|XP_002057622.1|DVIR
OG0006936	LOC120417363|XP_039435308.1|CPIP	LOC6628082|XP_032293559.1|DVIR
OG0006937	LOC120417352|XP_039435288.1|CPIP	LOC6629128|XP_002052394.1|DVIR
OG0006938	LOC120417348|XP_039435284.1|CPIP	LOC6629153|XP_002052447.1|DVIR
OG0006939	LOC120417350|XP_039435286.1|CPIP	LOC6633431|XP_032296593.1|DVIR
OG0006940	LOC120413135|XP_039429773.1|CPIP	LOC6628476|XP_002052559.1|DVIR
OG0006941	LOC120424966|XP_039445256.1|CPIP	LOC6627813|XP_032293953.1|DVIR
OG0006942	LOC120416296|XP_039433947.1|CPIP	LOC6626214|XP_002050549.2|DVIR
OG0006943	LOC120413149|XP_039429788.1|CPIP	LOC6628956|XP_032294057.1|DVIR
OG0006944	LOC120413089|XP_039429729.1|CPIP	LOC6627441|XP_032294442.1|DVIR
OG0006945	LOC120413103|XP_039429743.1|CPIP	LOC6629036|XP_002052813.2|DVIR
OG0006946	LOC120413118|XP_039429761.1|CPIP	LOC6632414|XP_015026061.1|DVIR
OG0006947	LOC120424101|XP_039444048.1|CPIP	LOC6628659|XP_002051509.1|DVIR
OG0006948	LOC120428540|XP_039449506.1|CPIP	LOC6633999|XP_002057820.1|DVIR
OG0006949	LOC120418950|XP_039437422.1|CPIP	LOC6628938|XP_002052753.2|DVIR
OG0006950	LOC120428613|XP_039449594.1|CPIP	LOC6627487|XP_002051292.1|DVIR
OG0006951	LOC120427877|XP_039448747.1|CPIP	LOC6634153|XP_002057630.1|DVIR
OG0006952	LOC120428397|XP_039449347.1|CPIP	LOC6635079|XP_015024814.2|DVIR
OG0006953	LOC120425907|XP_039446460.1|CPIP	LOC6623912|XP_002048306.1|DVIR
OG0006954	LOC120425903|XP_039446457.1|CPIP	LOC6635760|XP_032294771.1|DVIR
OG0006955	LOC120425916|XP_039446470.1|CPIP	LOC6630147|XP_002054178.1|DVIR
OG0006956	LOC120416322|XP_039433978.1|CPIP	LOC6629063|XP_002051607.1|DVIR
OG0006957	LOC120416331|XP_039433995.1|CPIP	LOC6634337|XP_002057465.1|DVIR
OG0006958	LOC120416316|XP_039433973.1|CPIP	LOC6625226|XP_002049963.1|DVIR
OG0006959	LOC120416310|XP_039433965.1|CPIP	LOC6624638|XP_002046476.1|DVIR
OG0006960	LOC120414771|XP_039432019.1|CPIP	LOC6634312|XP_002057562.1|DVIR
OG0006961	LOC120414744|XP_039431990.1|CPIP	LOC6628269|XP_002052708.1|DVIR
OG0006962	LOC120420890|XP_039439945.1|CPIP	LOC6634188|XP_002057781.1|DVIR
OG0006963	LOC120418405|XP_039436715.1|CPIP	LOC6634202|XP_032293770.1|DVIR
OG0006964	LOC120418423|XP_039436735.1|CPIP	LOC6634235|XP_002057746.1|DVIR
OG0006965	LOC120421721|XP_039440904.1|CPIP	LOC6628339|XP_002052670.3|DVIR
OG0006966	LOC120421720|XP_039440902.1|CPIP	LOC6627313|XP_002052143.1|DVIR
OG0006967	LOC120421717|XP_039440898.1|CPIP	LOC6635848|XP_002059460.2|DVIR
OG0006968	LOC120420821|XP_039439875.1|CPIP	LOC6627208|XP_002050126.2|DVIR
OG0006969	LOC120420808|XP_039439864.1|CPIP	LOC6623511|XP_002047791.1|DVIR
OG0006970	LOC120419382|XP_039437987.1|CPIP	LOC6632308|XP_002055997.1|DVIR
OG0006971	LOC120420145|XP_039439041.1|CPIP	LOC6628255|XP_002052934.1|DVIR
OG0006972	LOC120419902|XP_039438706.1|CPIP	LOC6627755|XP_015028090.1|DVIR
OG0006973	LOC120420278|XP_039439214.1|CPIP	LOC6631561|XP_002055438.2|DVIR
OG0006974	LOC120420510|XP_039439501.1|CPIP	LOC6634348|XP_002057812.1|DVIR
OG0006975	LOC120419756|XP_039438518.1|CPIP	LOC6628545|XP_002051857.1|DVIR
OG0006976	LOC120418791|XP_039437207.1|CPIP	LOC6628071|XP_032293603.1|DVIR
OG0006977	LOC120431287|XP_039452361.1|CPIP	LOC6626990|XP_032292075.1|DVIR
OG0006978	LOC120420603|XP_039439615.1|CPIP	LOC6627983|XP_002052695.1|DVIR
OG0006979	LOC120421951|XP_039441195.1|CPIP	LOC6627775|XP_002052837.3|DVIR
OG0006980	LOC120428323|XP_039449254.1|CPIP	LOC6628275|XP_002051468.1|DVIR
OG0006981	LOC120428319|XP_039449249.1|CPIP	LOC6634099|XP_002057710.3|DVIR
OG0006983	LOC120422514|XP_039441904.1|CPIP	LOC6627488|XP_002051293.1|DVIR
OG0006984	LOC120415468|XP_039432961.1|CPIP	LOC6627442|XP_002052243.1|DVIR
OG0006985	LOC120415477|XP_039432974.1|CPIP	LOC6627676|XP_002051952.1|DVIR
OG0006986	LOC120415478|XP_039432975.1|CPIP	LOC6635728|XP_002059143.1|DVIR
OG0006988	LOC120416266|XP_039433904.1|CPIP	LOC6629035|XP_002052812.1|DVIR
OG0006989	LOC120425340|XP_039445766.1|CPIP	LOC6628318|XP_002052742.1|DVIR
OG0006990	LOC120425339|XP_039445765.1|CPIP	LOC6628411|XP_032294032.1|DVIR
OG0006991	LOC120425338|XP_039445764.1|CPIP	LOC6631096|XP_002054056.1|DVIR
OG0006992	LOC120421104|XP_039440187.1|CPIP	LOC6627617|XP_015028788.1|DVIR
OG0006993	LOC120415458|XP_039432935.1|CPIP	LOC6635736|XP_002059151.2|DVIR
OG0006994	LOC120419175|XP_039437762.1|CPIP	LOC6628040|XP_032294600.1|DVIR
OG0006995	LOC120415974|XP_039433559.1|CPIP	LOC6634325|XP_002057678.1|DVIR
OG0006996	LOC120416017|XP_039433608.1|CPIP	LOC6634324|XP_002057677.1|DVIR
OG0006997	LOC120422511|XP_039441903.1|CPIP	LOC6627280|XP_002048699.1|DVIR
OG0006998	LOC120416110|XP_039433727.1|CPIP	LOC6630860|XP_002052955.1|DVIR
OG0006999	LOC120416281|XP_039433929.1|CPIP	LOC6627340|XP_002052237.1|DVIR
OG0007000	LOC120428679|XP_039449668.1|CPIP	LOC6627593|XP_002052824.1|DVIR
OG0007001	LOC120419855|XP_039438626.1|CPIP	LOC6626714|XP_002050767.1|DVIR
OG0007002	LOC120412803|XP_039429333.1|CPIP	LOC6633996|XP_015025215.1|DVIR
OG0007003	LOC120412837|XP_039429380.1|CPIP	LOC6624747|XP_015029823.1|DVIR
OG0007004	LOC120413538|XP_039430347.1|CPIP	LOC6628920|XP_002052343.2|DVIR
OG0007005	LOC120413575|XP_039430397.1|CPIP	LOC6628267|XP_002052706.1|DVIR
OG0007006	LOC120416606|XP_039434334.1|CPIP	LOC6627580|XP_032293505.1|DVIR
OG0007007	LOC120416605|XP_039434333.1|CPIP	LOC6627820|XP_002051145.2|DVIR
OG0007008	LOC120429037|XP_039450108.1|CPIP	LOC6628773|XP_032294288.1|DVIR
OG0007009	LOC120419793|XP_039438563.1|CPIP	LOC6628079|XP_015028076.1|DVIR
OG0007010	LOC120419985|XP_039438801.1|CPIP	LOC6628649|XP_002052804.1|DVIR
OG0007011	LOC120415999|XP_039433588.1|CPIP	LOC6634925|XP_002058436.1|DVIR
OG0007012	LOC120416021|XP_039433611.1|CPIP	LOC6628823|XP_002052588.2|DVIR
OG0007013	LOC120416783|XP_039434585.1|CPIP	LOC6628584|XP_002051477.2|DVIR
OG0007014	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP	LOC6628585|XP_015028011.1|DVIR
OG0007015	LOC120423472|XP_039443233.1|CPIP	LOC6634102|XP_015025324.1|DVIR
OG0007016	LOC120423474|XP_039443238.1|CPIP	LOC6633902|XP_015025231.1|DVIR
OG0007017	LOC120418609|XP_039436984.1|CPIP	LOC6634237|XP_015025181.1|DVIR
OG0007018	LOC120419835|XP_039438603.1|CPIP	LOC6637013|XP_032293728.1|DVIR, LOC6634097|XP_002057708.2|DVIR
OG0007019	LOC120419821|XP_039438593.1|CPIP	LOC6627747|XP_032293528.1|DVIR
OG0007020	LOC120422760|XP_039442239.1|CPIP	LOC6629189|XP_032293523.1|DVIR
OG0007021	LOC120412812|XP_039429348.1|CPIP	LOC6628374|XP_002052874.1|DVIR
OG0007022	LOC120412791|XP_039429314.1|CPIP	LOC6635712|XP_002059261.2|DVIR
OG0007023	LOC120412787|XP_039429311.1|CPIP	LOC6629130|XP_002052396.1|DVIR
OG0007024	LOC120422042|XP_039441301.1|CPIP	LOC6629359|XP_002053568.1|DVIR
OG0007025	LOC120415716|XP_039433245.1|CPIP	LOC6631582|XP_002055692.1|DVIR
OG0007026	LOC120415703|XP_039433230.1|CPIP	LOC6627772|XP_002052834.2|DVIR
OG0007027	LOC120427815|XP_039448673.1|CPIP	LOC6627323|XP_002051699.1|DVIR
OG0007028	LOC120422037|XP_039441296.1|CPIP	LOC6628832|XP_015028764.2|DVIR
OG0007029	LOC120423121|XP_039442734.1|CPIP	LOC6629160|XP_032294376.1|DVIR
OG0007030	LOC120432458|XP_039453609.1|CPIP	LOC6631608|XP_002055066.1|DVIR
OG0007031	LOC120415585|XP_039433107.1|CPIP	LOC6629053|XP_002052381.1|DVIR
OG0007032	LOC120415548|XP_039433052.1|CPIP	LOC6623832|XP_002048639.1|DVIR
OG0007033	LOC120415566|XP_039433075.1|CPIP	LOC6634162|XP_002057529.2|DVIR
OG0007034	LOC120415567|XP_039433078.1|CPIP	LOC6628986|XP_002052117.1|DVIR
OG0007035	LOC120415565|XP_039433074.1|CPIP	LOC6625814|XP_002050596.1|DVIR
OG0007036	LOC120415539|XP_039433039.1|CPIP	LOC6622335|XP_002048063.1|DVIR
OG0007037	LOC120415544|XP_039433049.1|CPIP	LOC6629690|XP_002053971.1|DVIR
OG0007038	LOC120425291|XP_039445676.1|CPIP	LOC6625122|XP_015030165.1|DVIR
OG0007041	LOC120422382|XP_039441725.1|CPIP	LOC6628564|XP_032293577.1|DVIR
OG0007042	LOC120422380|XP_039441722.1|CPIP	LOC6627412|XP_032293808.1|DVIR
OG0007043	LOC120422427|XP_039441777.1|CPIP	LOC6631048|XP_032295085.1|DVIR
OG0007044	LOC120423995|XP_039443938.1|CPIP	LOC6628631|XP_002052573.2|DVIR
OG0007045	LOC120424983|XP_039445285.1|CPIP	LOC6632516|XP_002056526.1|DVIR
OG0007046	LOC120423978|XP_039443903.1|CPIP	LOC6633113|XP_002056587.1|DVIR
OG0007047	LOC120413874|XP_039430780.1|CPIP	LOC6628867|XP_002052086.1|DVIR
OG0007048	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP	LOC6628204|XP_015028746.1|DVIR
OG0007049	LOC120422410|XP_039441761.1|CPIP	LOC6629021|XP_002052763.1|DVIR
OG0007050	LOC120419470|XP_039438090.1|CPIP	LOC6628703|XP_002052568.1|DVIR
OG0007051	LOC120419474|XP_039438094.1|CPIP	LOC6627691|XP_002052510.3|DVIR
OG0007052	LOC120418711|XP_039437113.1|CPIP	LOC6636172|XP_015024173.2|DVIR
OG0007053	LOC120432430|XP_039453582.1|CPIP	LOC6629717|XP_002053674.1|DVIR
OG0007054	LOC120431920|XP_039452987.1|CPIP	LOC6626335|XP_002048865.1|DVIR
OG0007055	LOC120428876|XP_039449936.1|CPIP	LOC6635832|XP_002059467.2|DVIR
OG0007056	LOC120421137|XP_039440252.1|CPIP	LOC26530870|XP_015031660.1|DVIR
OG0007057	LOC120425304|XP_039445709.1|CPIP	LOC6634581|XP_032296303.1|DVIR
OG0007058	LOC120425298|XP_039445696.1|CPIP	LOC6636649|XP_002060127.1|DVIR
OG0007059	LOC120419650|XP_039438341.1|CPIP	LOC6635765|XP_002059231.1|DVIR
OG0007060	LOC120419667|XP_039438365.1|CPIP	LOC6635628|XP_002059233.2|DVIR
OG0007061	LOC120419664|XP_039438361.1|CPIP	LOC6635629|XP_002059234.1|DVIR
OG0007062	LOC120426890|XP_039447628.1|CPIP	LOC6628716|XP_002051889.1|DVIR
OG0007063	LOC120431557|XP_039452599.1|CPIP	LOC6634148|XP_002057625.1|DVIR
OG0007064	LOC120418716|XP_039437124.1|CPIP	LOC6636336|XP_002059935.1|DVIR
OG0007065	LOC120418701|XP_039437100.1|CPIP	LOC6635752|XP_032294738.1|DVIR
OG0007066	LOC120423111|XP_039442723.1|CPIP	LOC6623007|XP_002048217.1|DVIR
OG0007067	LOC120423106|XP_039442719.1|CPIP	LOC6628764|XP_002052593.1|DVIR
OG0007068	LOC120423117|XP_039442729.1|CPIP	LOC6633962|XP_002057764.2|DVIR
OG0007069	LOC120421296|XP_039440421.1|CPIP	LOC6634065|XP_002057867.2|DVIR
OG0007070	LOC120414564|XP_039431718.1|CPIP	LOC6626538|XP_002050748.1|DVIR
OG0007071	LOC120414573|XP_039431744.1|CPIP	LOC6626599|XP_002050633.1|DVIR
OG0007072	LOC120414570|XP_039431740.1|CPIP	LOC6630614|XP_002053743.1|DVIR
OG0007073	LOC120419463|XP_039438081.1|CPIP	LOC6635698|XP_002059271.1|DVIR
OG0007074	LOC120429788|XP_039450782.1|CPIP	LOC6626588|XP_002049767.1|DVIR
OG0007075	LOC120432419|XP_039453553.1|CPIP	LOC6635676|XP_002059247.1|DVIR
OG0007076	LOC120432435|XP_039453587.1|CPIP	LOC6627238|XP_015029955.1|DVIR
OG0007077	LOC120432441|XP_039453593.1|CPIP	LOC6629114|XP_002052608.1|DVIR
OG0007078	LOC120432456|XP_039453607.1|CPIP	LOC6627320|XP_002051696.1|DVIR
OG0007079	LOC120432424|XP_039453561.1|CPIP	LOC6627319|XP_015028231.1|DVIR
OG0007080	LOC120423398|XP_039443125.1|CPIP	LOC6634115|XP_002057883.1|DVIR
OG0007081	LOC120423406|XP_039443141.1|CPIP	LOC6634212|XP_002057805.1|DVIR
OG0007082	LOC120423400|XP_039443133.1|CPIP	LOC6635624|XP_002059116.2|DVIR
OG0007083	LOC120423403|XP_039443135.1|CPIP	LOC6627895|XP_002051809.3|DVIR
OG0007084	LOC120423395|XP_039443120.1|CPIP	LOC6636173|XP_032296211.1|DVIR
OG0007085	LOC120412668|XP_039429164.1|CPIP	LOC6627437|XP_032294441.1|DVIR
OG0007086	LOC120417289|XP_039435174.1|CPIP	LOC6627728|XP_002051745.1|DVIR
OG0007087	LOC120426284|XP_039446967.1|CPIP	LOC6622908|XP_032290189.1|DVIR
OG0007088	LOC120426283|XP_039446962.1|CPIP	LOC6628933|XP_015028594.1|DVIR
OG0007089	LOC120432461|XP_039453617.1|CPIP	LOC6628370|XP_002052870.1|DVIR
OG0007090	LOC120420532|XP_039439539.1|CPIP	LOC6628871|XP_032293945.1|DVIR
OG0007091	LOC120420523|XP_039439526.1|CPIP	LOC6627834|XP_002051758.1|DVIR
OG0007092	LOC120423972|XP_039443898.1|CPIP	LOC6629287|XP_002054695.2|DVIR
OG0007093	LOC120423985|XP_039443916.1|CPIP	LOC6628803|XP_002051226.1|DVIR
OG0007094	LOC120423988|XP_039443919.1|CPIP	LOC6628804|XP_002051227.2|DVIR
OG0007095	LOC120423973|XP_039443899.1|CPIP	LOC6634220|XP_002057669.2|DVIR
OG0007096	LOC120423974|XP_039443900.1|CPIP	LOC6628391|XP_002051190.1|DVIR
OG0007097	LOC120418720|XP_039437127.1|CPIP	LOC6628406|XP_002052049.1|DVIR
OG0007098	LOC120418702|XP_039437101.1|CPIP	LOC6628410|XP_002052053.3|DVIR
OG0007099	LOC120412679|XP_039429188.1|CPIP	LOC6632366|XP_002056196.1|DVIR
OG0007100	LOC120412671|XP_039429166.1|CPIP	LOC6627290|XP_032294125.1|DVIR
OG0007101	LOC120417313|XP_039435210.1|CPIP	LOC6628449|XP_002051652.1|DVIR
OG0007102	LOC120417287|XP_039435171.1|CPIP	LOC6635658|XP_032294665.1|DVIR
OG0007103	LOC120419045|XP_039437545.1|CPIP	LOC6629096|XP_002052441.1|DVIR
OG0007104	LOC120419037|XP_039437535.1|CPIP	LOC6627821|XP_002051134.1|DVIR
OG0007105	LOC120419078|XP_039437597.1|CPIP	LOC6629059|XP_002052387.1|DVIR
OG0007106	LOC120419059|XP_039437566.1|CPIP	LOC6628310|XP_002052864.2|DVIR
OG0007107	LOC120419034|XP_039437528.1|CPIP	LOC6628206|XP_032294047.1|DVIR
OG0007108	LOC120419065|XP_039437578.1|CPIP	LOC6627474|XP_002052124.1|DVIR
OG0007109	LOC120419073|XP_039437591.1|CPIP	LOC6627769|XP_002052658.1|DVIR
OG0007110	LOC120419063|XP_039437577.1|CPIP	LOC6627318|XP_002051694.1|DVIR
OG0007111	LOC120419061|XP_039437568.1|CPIP	LOC6628862|XP_015028762.1|DVIR
OG0007112	LOC120419048|XP_039437547.1|CPIP	LOC6627594|XP_002052825.2|DVIR
OG0007113	LOC120429069|XP_039450148.1|CPIP	LOC6631144|XP_002054247.2|DVIR
OG0007114	LOC120429070|XP_039450149.1|CPIP	LOC6627876|XP_002052000.2|DVIR
OG0007115	LOC120429077|XP_039450166.1|CPIP	LOC6635758|XP_002059224.1|DVIR
OG0007116	LOC120429843|XP_039450851.1|CPIP	LOC6628137|XP_015028721.1|DVIR
OG0007117	LOC120429845|XP_039450854.1|CPIP	LOC6629065|XP_002051609.1|DVIR
OG0007118	LOC120429842|XP_039450845.1|CPIP	LOC6628940|XP_002051244.2|DVIR
OG0007119	LOC120426576|XP_039447295.1|CPIP	LOC6634577|XP_002058078.1|DVIR
OG0007120	LOC120426580|XP_039447298.1|CPIP	LOC6633256|XP_002056880.1|DVIR
OG0007121	LOC120426562|XP_039447268.1|CPIP	LOC6633381|XP_002057334.1|DVIR
OG0007122	LOC120426571|XP_039447286.1|CPIP	LOC6634672|XP_032296462.1|DVIR
OG0007123	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP	LOC6634670|XP_032296436.1|DVIR
OG0007124	LOC120423206|XP_039442845.1|CPIP	LOC6622250|XP_002048154.2|DVIR
OG0007125	LOC120423215|XP_039442855.1|CPIP	LOC6622485|XP_002047722.1|DVIR
OG0007126	LOC120423213|XP_039442853.1|CPIP	LOC6623428|XP_002048220.1|DVIR
OG0007127	LOC120423229|XP_039442871.1|CPIP	LOC6622778|XP_002048021.1|DVIR
OG0007128	LOC120423228|XP_039442870.1|CPIP	LOC6623225|XP_002048208.1|DVIR
OG0007129	LOC120423192|XP_039442825.1|CPIP	LOC6622577|XP_002047723.1|DVIR
OG0007130	LOC120423195|XP_039442829.1|CPIP	LOC6622896|XP_002047599.1|DVIR
OG0007131	LOC120423207|XP_039442846.1|CPIP	LOC6624105|XP_002048318.1|DVIR
OG0007132	LOC120431829|XP_039452887.1|CPIP	LOC6624050|XP_032290617.1|DVIR
OG0007137	LOC120414335|XP_039431410.1|CPIP	LOC6635450|XP_015024643.1|DVIR
OG0007138	LOC120414366|XP_039431467.1|CPIP	LOC6633380|XP_032295522.1|DVIR
OG0007139	LOC120414348|XP_039431437.1|CPIP	LOC6634541|XP_032296300.1|DVIR
OG0007140	LOC120414350|XP_039431441.1|CPIP	LOC6633421|XP_002057214.1|DVIR
OG0007141	LOC120414351|XP_039431442.1|CPIP	LOC6633881|XP_032295984.1|DVIR
OG0007142	LOC120415253|XP_039432653.1|CPIP	LOC6622923|XP_002047558.1|DVIR
OG0007143	LOC120416162|XP_039433777.1|CPIP	LOC6632259|XP_015025927.1|DVIR
OG0007144	LOC120416161|XP_039433775.1|CPIP	LOC6632611|XP_015026093.1|DVIR
OG0007145	LOC120416174|XP_039433792.1|CPIP	LOC6629521|XP_002053323.1|DVIR
OG0007146	LOC120416176|XP_039433795.1|CPIP	LOC6630935|XP_002053488.1|DVIR
OG0007147	LOC120416153|XP_039433765.1|CPIP	LOC6630428|XP_002053740.1|DVIR
OG0007148	LOC120416167|XP_039433781.1|CPIP	LOC6631694|XP_032295638.1|DVIR
OG0007149	LOC120423947|XP_039443866.1|CPIP	LOC6625676|XP_002048794.2|DVIR
OG0007150	LOC120421435|XP_039440577.1|CPIP	LOC6623844|XP_002048317.3|DVIR
OG0007152	LOC120428001|XP_039448903.1|CPIP	LOC6634827|XP_002058216.3|DVIR
OG0007153	LOC120427997|XP_039448895.1|CPIP	LOC6634823|XP_002058212.3|DVIR
OG0007154	LOC120427009|XP_039447763.1|CPIP	LOC6627062|XP_002049313.1|DVIR
OG0007155	LOC120427011|XP_039447765.1|CPIP	LOC6626621|XP_002049697.1|DVIR
OG0007156	LOC120427003|XP_039447754.1|CPIP	LOC6629740|XP_002054144.2|DVIR
OG0007157	LOC120427017|XP_039447774.1|CPIP	LOC6629413|XP_002053147.2|DVIR
OG0007158	LOC120427018|XP_039447775.1|CPIP	LOC6622367|XP_002046979.2|DVIR
OG0007159	LOC120432356|XP_039453479.1|CPIP	LOC6633441|XP_002057183.2|DVIR
OG0007160	LOC120423875|XP_039443761.1|CPIP	LOC6632285|XP_002056727.3|DVIR
OG0007161	LOC120415334|XP_039432759.1|CPIP	LOC6633625|XP_002057269.3|DVIR
OG0007162	LOC120415325|XP_039432748.1|CPIP	LOC6633459|XP_015025438.1|DVIR
OG0007163	LOC120414373|XP_039431475.1|CPIP	LOC6629332|XP_002053873.1|DVIR
OG0007164	LOC120415115|XP_039432470.1|CPIP	LOC6629333|XP_002053874.1|DVIR
OG0007165	LOC120420459|XP_039439411.1|CPIP	LOC6634800|XP_032296450.1|DVIR
OG0007166	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP	LOC6635594|XP_032295837.1|DVIR
OG0007167	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP	LOC6634626|XP_002058025.1|DVIR
OG0007168	LOC120418831|XP_039437287.1|CPIP	LOC6634824|XP_002058213.2|DVIR
OG0007169	LOC120418849|XP_039437310.1|CPIP	LOC6633787|XP_002056959.1|DVIR
OG0007170	LOC120418761|XP_039437173.1|CPIP	LOC6630483|XP_002053759.2|DVIR
OG0007171	LOC120419179|XP_039437778.1|CPIP	LOC26531300|XP_032296504.1|DVIR
OG0007172	LOC120418607|XP_039436987.1|CPIP	LOC6631763|XP_002055171.1|DVIR
OG0007173	LOC120418597|XP_039436977.1|CPIP	LOC6635478|XP_002059007.1|DVIR
OG0007174	LOC120419090|XP_039437616.1|CPIP	LOC6630062|XP_002054284.1|DVIR
OG0007175	LOC120419198|XP_039437805.1|CPIP	LOC6622817|XP_002048147.1|DVIR
OG0007176	LOC120425599|XP_039446114.1|CPIP	LOC6630631|XP_002053629.1|DVIR
OG0007177	LOC120425605|XP_039446120.1|CPIP	LOC6631050|XP_002054635.1|DVIR
OG0007178	LOC120425609|XP_039446125.1|CPIP	LOC6629607|XP_002054672.1|DVIR
OG0007179	LOC120431565|XP_039452607.1|CPIP	LOC6630799|XP_032295083.1|DVIR
OG0007180	LOC120431564|XP_039452606.1|CPIP	LOC6631053|XP_002054638.1|DVIR
OG0007181	LOC120415093|XP_039432449.1|CPIP	LOC6633369|XP_015025678.1|DVIR
OG0007182	LOC120415236|XP_039432637.1|CPIP	LOC6632320|XP_002056503.1|DVIR
OG0007183	LOC120414134|XP_039431104.1|CPIP	LOC6632322|XP_015026155.1|DVIR
OG0007184	LOC120413936|XP_039430870.1|CPIP	LOC6632317|XP_002056502.1|DVIR
OG0007185	LOC120414322|XP_039431397.1|CPIP	LOC6628937|XP_002052752.1|DVIR
