Orthogroup	CPIP.longest_only	DSER.longest_only
OG0007307	LOC120414803|XP_039432053.1|CPIP	LOC110191762|XP_020818359.1|DSER
OG0007308	LOC120414847|XP_039432106.1|CPIP	LOC110177439|XP_020799824.1|DSER
OG0007309	LOC120414838|XP_039432098.1|CPIP	LOC110186186|XP_020810904.1|DSER
OG0007310	LOC120414794|XP_039432039.1|CPIP	LOC110186140|XP_020810849.1|DSER
OG0007311	LOC120414843|XP_039432100.1|CPIP	LOC110186131|XP_020810836.1|DSER
OG0007312	LOC120414810|XP_039432065.1|CPIP	LOC110179710|XP_020802985.1|DSER
OG0007313	LOC120413927|XP_039430850.1|CPIP	LOC110184263|XP_020808384.1|DSER
OG0007314	LOC120413979|XP_039430921.1|CPIP	LOC110180129|XP_020803429.1|DSER
OG0007315	LOC120413919|XP_039430827.1|CPIP	LOC110181632|XP_020805098.1|DSER
OG0007316	LOC120413908|XP_039430818.1|CPIP	LOC110188257|XP_020813602.1|DSER
OG0007317	LOC120413968|XP_039430909.1|CPIP	LOC110185206|XP_020809595.1|DSER
OG0007318	LOC120413955|XP_039430893.1|CPIP	LOC110185179|XP_020809559.1|DSER
OG0007319	LOC120413046|XP_039429672.1|CPIP	LOC110176285|XP_020798262.1|DSER
OG0007320	LOC120413055|XP_039429693.1|CPIP	LOC110186200|XP_020810918.1|DSER
OG0007321	LOC120413070|XP_039429707.1|CPIP	LOC110183244|XP_020807124.1|DSER
OG0007322	LOC120413053|XP_039429684.1|CPIP	LOC110179437|XP_020802632.1|DSER
OG0007323	LOC120413074|XP_039429710.1|CPIP	LOC110179677|XP_020802947.1|DSER
OG0007324	LOC120412961|XP_039429539.1|CPIP	LOC110177120|XP_020799325.1|DSER
OG0007325	LOC120412988|XP_039429572.1|CPIP	LOC110188666|XP_020814118.1|DSER
OG0007326	LOC120412942|XP_039429513.1|CPIP	LOC110177137|XP_020799369.1|DSER
OG0007327	LOC120412984|XP_039429567.1|CPIP	LOC110182775|XP_020806557.1|DSER
OG0007328	LOC120412949|XP_039429523.1|CPIP	LOC110191913|XP_020818558.1|DSER
OG0007329	LOC120413007|XP_039429590.1|CPIP	LOC110186485|XP_020811331.1|DSER
OG0007331	LOC120414381|XP_039431485.1|CPIP	LOC110183075|XP_020806920.1|DSER
OG0007332	LOC120414375|XP_039431477.1|CPIP	LOC110181663|XP_020805131.1|DSER
OG0007333	LOC120417908|XP_039436071.1|CPIP	LOC110177284|XP_020799593.1|DSER
OG0007334	LOC120417903|XP_039436067.1|CPIP	LOC110184906|XP_020809211.1|DSER
OG0007335	LOC120419331|XP_039437934.1|CPIP	LOC110190819|XP_020817130.1|DSER
OG0007336	LOC120419355|XP_039437959.1|CPIP	LOC110178862|XP_020801795.1|DSER
OG0007337	LOC120419363|XP_039437966.1|CPIP	LOC110189843|XP_020815711.1|DSER
OG0007338	LOC120414013|XP_039430963.1|CPIP	LOC110186936|XP_020811929.1|DSER
OG0007339	LOC120414011|XP_039430960.1|CPIP	LOC110191918|XP_020818564.1|DSER
OG0007340	LOC120413993|XP_039430936.1|CPIP	LOC110188649|XP_020814089.1|DSER
OG0007341	LOC120413989|XP_039430930.1|CPIP	LOC110177130|XP_020799358.1|DSER
OG0007342	LOC120414006|XP_039430953.1|CPIP	LOC110177404|XP_020799769.1|DSER
OG0007343	LOC120425925|XP_039446479.1|CPIP	LOC110186243|XP_020810971.1|DSER
OG0007344	LOC120425924|XP_039446478.1|CPIP	LOC110185644|XP_020810261.1|DSER
OG0007345	LOC120425927|XP_039446481.1|CPIP	LOC110186387|XP_020811210.1|DSER
OG0007346	LOC120425931|XP_039446486.1|CPIP	LOC110190247|XP_020816269.1|DSER
OG0007347	LOC120425934|XP_039446490.1|CPIP	LOC110187131|XP_020812201.1|DSER
OG0007348	LOC120425941|XP_039446508.1|CPIP	LOC110187126|XP_020812195.1|DSER
OG0007349	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP	LOC110187121|XP_020812190.1|DSER
OG0007350	LOC120425655|XP_039446170.1|CPIP	LOC110187028|XP_020812052.1|DSER
OG0007351	LOC120426303|XP_039446985.1|CPIP	LOC110182761|XP_020806532.1|DSER
OG0007352	LOC120426309|XP_039446991.1|CPIP	LOC110182183|XP_020805850.1|DSER
OG0007354	LOC120422369|XP_039441712.1|CPIP	LOC110181542|XP_020804983.1|DSER
OG0007355	LOC120422358|XP_039441699.1|CPIP	LOC110187625|XP_020812686.1|DSER
OG0007356	LOC120422370|XP_039441713.1|CPIP	LOC110189002|XP_020814613.1|DSER
OG0007357	LOC120422365|XP_039441708.1|CPIP	LOC110191935|XP_020818611.1|DSER
OG0007358	LOC120422359|XP_039441702.1|CPIP	LOC110191748|XP_020818343.1|DSER
OG0007359	LOC120423438|XP_039443187.1|CPIP	LOC110177442|XP_020799832.1|DSER
OG0007360	LOC120421504|XP_039440659.1|CPIP	LOC110188092|XP_020813307.1|DSER
OG0007361	LOC120421822|XP_039441036.1|CPIP	LOC110179660|XP_020802923.1|DSER
OG0007362	LOC120422093|XP_039441379.1|CPIP	LOC110181433|XP_020804835.1|DSER
OG0007363	LOC120421952|XP_039441200.1|CPIP	LOC110181804|XP_020805347.1|DSER
OG0007364	LOC120422116|XP_039441422.1|CPIP	LOC110181705|XP_020805208.1|DSER
OG0007365	LOC120421868|XP_039441102.1|CPIP	LOC110181724|XP_020805239.1|DSER
OG0007366	LOC120422084|XP_039441368.1|CPIP	LOC110188525|XP_020813927.1|DSER
OG0007367	LOC120422053|XP_039441323.1|CPIP	LOC110183611|XP_020807587.1|DSER
OG0007368	LOC120421179|XP_039440310.1|CPIP	LOC110189593|XP_020815387.1|DSER
OG0007369	LOC120421153|XP_039440281.1|CPIP	LOC110188251|XP_020813583.1|DSER
OG0007370	LOC120422175|XP_039441488.1|CPIP	LOC110180701|XP_020804043.1|DSER
OG0007371	LOC120421441|XP_039440585.1|CPIP	LOC110186852|XP_020811799.1|DSER
OG0007372	LOC120422751|XP_039442227.1|CPIP	LOC110186920|XP_020811902.1|DSER
OG0007373	LOC120422753|XP_039442230.1|CPIP	LOC110185526|XP_020810082.1|DSER
OG0007374	LOC120422722|XP_039442186.1|CPIP	LOC110184370|XP_020808527.1|DSER
OG0007375	LOC120418243|XP_039436490.1|CPIP	LOC110181672|XP_020805164.1|DSER
OG0007376	LOC120418240|XP_039436481.1|CPIP	LOC110187130|XP_020812200.1|DSER
OG0007377	LOC120418273|XP_039436526.1|CPIP	LOC110181586|XP_020805038.1|DSER
OG0007378	LOC120418252|XP_039436499.1|CPIP	LOC110181814|XP_020805361.1|DSER
OG0007379	LOC120418235|XP_039436471.1|CPIP	LOC110187117|XP_020812186.1|DSER
OG0007381	LOC120431179|XP_039452250.1|CPIP	LOC110187084|XP_020812143.1|DSER
OG0007382	LOC120431924|XP_039452998.1|CPIP	LOC110180172|XP_020803491.1|DSER
OG0007383	LOC120431650|XP_039452691.1|CPIP	LOC110179456|XP_020802671.1|DSER
OG0007386	LOC120417194|XP_039435095.1|CPIP	LOC110187025|XP_020812049.1|DSER
OG0007387	LOC120426737|XP_039447448.1|CPIP	LOC110184481|XP_020808691.1|DSER
OG0007388	LOC120427315|XP_039448103.1|CPIP	LOC110184341|XP_020808494.1|DSER
OG0007389	LOC120431003|XP_039452096.1|CPIP	LOC110185101|XP_020809449.1|DSER
OG0007393	LOC120431558|XP_039452600.1|CPIP	LOC110186137|XP_020810845.1|DSER
OG0007394	LOC120429482|XP_039450488.1|CPIP	LOC110180448|XP_020803775.1|DSER
OG0007395	LOC120424737|XP_039444862.1|CPIP	LOC110176084|XP_020797985.1|DSER
OG0007396	LOC120430955|XP_039452017.1|CPIP	LOC110177273|XP_020799589.1|DSER
OG0007398	LOC120424119|XP_039444094.1|CPIP	LOC110180050|XP_020803330.1|DSER
OG0007399	LOC120424133|XP_039444107.1|CPIP	LOC110181802|XP_020805343.1|DSER
OG0007400	LOC120419414|XP_039438026.1|CPIP	LOC110184128|XP_020808195.1|DSER
OG0007401	LOC120419394|XP_039438000.1|CPIP	LOC110175981|XP_020797838.1|DSER
OG0007402	LOC120419423|XP_039438030.1|CPIP	LOC110188266|XP_020813614.1|DSER
OG0007403	LOC120417930|XP_039436101.1|CPIP	LOC110188613|XP_020814036.1|DSER
OG0007404	LOC120417925|XP_039436095.1|CPIP	LOC110188676|XP_020814133.1|DSER
OG0007405	LOC120419553|XP_039438201.1|CPIP	LOC110186972|XP_020811980.1|DSER
OG0007406	LOC120420571|XP_039439583.1|CPIP	LOC110186650|XP_020811574.1|DSER
OG0007409	LOC120428915|XP_039449992.1|CPIP	LOC110179158|XP_020802204.1|DSER
OG0007410	LOC120423157|XP_039442771.1|CPIP	LOC110181712|XP_020805220.1|DSER
OG0007411	LOC120423154|XP_039442767.1|CPIP	LOC110179537|XP_020802775.1|DSER
OG0007412	LOC120423151|XP_039442766.1|CPIP	LOC110181749|XP_020805268.1|DSER
OG0007413	LOC120419395|XP_039438001.1|CPIP	LOC110178350|XP_020801137.1|DSER
OG0007414	LOC120431824|XP_039452880.1|CPIP	LOC110179488|XP_020802721.1|DSER
OG0007415	LOC120421353|XP_039440472.1|CPIP	LOC110179590|XP_020802849.1|DSER
OG0007416	LOC120421370|XP_039440496.1|CPIP	LOC110178866|XP_020801798.1|DSER
OG0007417	LOC120421372|XP_039440498.1|CPIP	LOC110183266|XP_020807152.1|DSER
OG0007418	LOC120419573|XP_039438232.1|CPIP	LOC110190992|XP_020817363.1|DSER
OG0007419	LOC120419555|XP_039438203.1|CPIP	LOC110176489|XP_020798522.1|DSER
OG0007420	LOC120419563|XP_039438226.1|CPIP	LOC110182258|XP_020805938.1|DSER
OG0007421	LOC120416673|XP_039434422.1|CPIP	LOC110182586|XP_020806293.1|DSER
OG0007422	LOC120416626|XP_039434367.1|CPIP	LOC110179439|XP_020802642.1|DSER
OG0007423	LOC120416635|XP_039434381.1|CPIP	LOC110181841|XP_020805406.1|DSER
OG0007424	LOC120416653|XP_039434398.1|CPIP	LOC110189929|XP_020815867.1|DSER
OG0007425	LOC120416619|XP_039434353.1|CPIP	LOC110190124|XP_020816104.1|DSER
OG0007426	LOC120416642|XP_039434386.1|CPIP	LOC110184342|XP_020808495.1|DSER
OG0007427	LOC120416641|XP_039434385.1|CPIP	LOC110178204|XP_020800899.1|DSER
OG0007428	LOC120415003|XP_039432294.1|CPIP	LOC110181214|XP_020804555.1|DSER
OG0007429	LOC120419934|XP_039438732.1|CPIP	LOC110189511|XP_020815279.1|DSER
OG0007430	LOC120424353|XP_039444387.1|CPIP	LOC110178647|XP_020801497.1|DSER
OG0007431	LOC120425265|XP_039445647.1|CPIP	LOC110179185|XP_020802256.1|DSER
OG0007432	LOC120425213|XP_039445580.1|CPIP	LOC110190423|XP_020816560.1|DSER
OG0007433	LOC120417984|XP_039436162.1|CPIP	LOC110184311|XP_020808457.1|DSER
OG0007434	LOC120418006|XP_039436184.1|CPIP	LOC110181224|XP_020804575.1|DSER
OG0007435	LOC120417978|XP_039436152.1|CPIP	LOC110178914|XP_020801853.1|DSER
OG0007436	LOC120417553|XP_039435578.1|CPIP	LOC110184669|XP_020808936.1|DSER
OG0007437	LOC120417579|XP_039435623.1|CPIP	LOC110176151|XP_020798048.1|DSER
OG0007438	LOC120423636|XP_039443439.1|CPIP	LOC110190406|XP_020816530.1|DSER
OG0007439	LOC120425152|XP_039445518.1|CPIP	LOC110179548|XP_020802787.1|DSER
OG0007440	LOC120412535|XP_039428965.1|CPIP	LOC110180363|XP_020803684.1|DSER
OG0007441	LOC120415276|XP_039432680.1|CPIP	LOC110178297|XP_020801044.1|DSER
OG0007442	LOC120415318|XP_039432733.1|CPIP	LOC110189828|XP_020815685.1|DSER
OG0007443	LOC120415299|XP_039432704.1|CPIP	LOC110177055|XP_020799232.1|DSER
OG0007444	LOC120416757|XP_039434524.1|CPIP	LOC110182620|XP_020806345.1|DSER
OG0007445	LOC120416756|XP_039434523.1|CPIP	LOC110182611|XP_020806335.1|DSER
OG0007446	LOC120416720|XP_039434480.1|CPIP	LOC110187516|XP_020812570.1|DSER
OG0007447	LOC120416753|XP_039434520.1|CPIP	LOC110178120|XP_020800798.1|DSER
OG0007448	LOC120418471|XP_039436838.1|CPIP	LOC110189490|XP_020815239.1|DSER
OG0007449	LOC120424598|XP_039444696.1|CPIP	LOC110179008|XP_020802007.1|DSER
OG0007450	LOC120424596|XP_039444694.1|CPIP	LOC110187416|XP_020812464.1|DSER
OG0007451	LOC120422163|XP_039441474.1|CPIP	LOC110189858|XP_020815736.1|DSER
OG0007452	LOC120422164|XP_039441475.1|CPIP	LOC110189857|XP_020815734.1|DSER
OG0007453	LOC120420424|XP_039439379.1|CPIP	LOC110181276|XP_020804650.1|DSER
OG0007454	LOC120420398|XP_039439342.1|CPIP	LOC110179964|XP_020803204.1|DSER
OG0007456	LOC120431767|XP_039452819.1|CPIP	LOC110184325|XP_020808480.1|DSER
OG0007457	LOC120417560|XP_039435584.1|CPIP	LOC110187040|XP_020812070.1|DSER
OG0007458	LOC120417554|XP_039435579.1|CPIP	LOC110191703|XP_020818278.1|DSER
OG0007459	LOC120417550|XP_039435574.1|CPIP	LOC110177338|XP_020799682.1|DSER
OG0007460	LOC120417564|XP_039435593.1|CPIP	LOC110178794|XP_020801709.1|DSER
OG0007461	LOC120425789|XP_039446331.1|CPIP	LOC110178550|XP_020801374.1|DSER
OG0007462	LOC120425801|XP_039446347.1|CPIP	LOC110178998|XP_020801987.1|DSER
OG0007463	LOC120425800|XP_039446345.1|CPIP	LOC110178997|XP_020801985.1|DSER
OG0007464	LOC120425806|XP_039446353.1|CPIP	LOC110178548|XP_020801368.1|DSER
OG0007466	LOC120417572|XP_039435610.1|CPIP	LOC110180260|XP_020803575.1|DSER
OG0007467	LOC120417589|XP_039435635.1|CPIP	LOC110189262|XP_020814935.1|DSER
OG0007469	LOC120415313|XP_039432729.1|CPIP	LOC110191353|XP_020817860.1|DSER
OG0007470	LOC120415338|XP_039432761.1|CPIP	LOC110185606|XP_020810210.1|DSER
OG0007471	LOC120415306|XP_039432714.1|CPIP	LOC110180452|XP_020803790.1|DSER
OG0007472	LOC120415302|XP_039432708.1|CPIP	LOC110175947|XP_020797793.1|DSER
OG0007473	LOC120415328|XP_039432749.1|CPIP	LOC110184625|XP_020808882.1|DSER
OG0007474	LOC120424674|XP_039444786.1|CPIP	LOC110189465|XP_020815202.1|DSER
OG0007475	LOC120426476|XP_039447173.1|CPIP	LOC110178767|XP_020801665.1|DSER
OG0007476	LOC120423246|XP_039442898.1|CPIP	LOC110179474|XP_020802703.1|DSER
OG0007477	LOC120423258|XP_039442922.1|CPIP	LOC110179627|XP_020802894.1|DSER
OG0007478	LOC120423261|XP_039442927.1|CPIP	LOC110183315|XP_020807218.1|DSER
OG0007479	LOC120414907|XP_039432171.1|CPIP	LOC110182453|XP_020806146.1|DSER
OG0007480	LOC120414910|XP_039432175.1|CPIP	LOC110191815|XP_020818434.1|DSER
OG0007481	LOC120414909|XP_039432174.1|CPIP	LOC110183653|XP_020807636.1|DSER
OG0007482	LOC120414892|XP_039432148.1|CPIP	LOC110177010|XP_020799179.1|DSER
OG0007483	LOC120427765|XP_039448611.1|CPIP	LOC110178250|XP_020800961.1|DSER
OG0007484	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP	LOC110181646|XP_020805119.1|DSER
OG0007485	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP	LOC110180342|XP_020803663.1|DSER
OG0007486	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP	LOC110175971|XP_020797824.1|DSER
OG0007487	LOC120424448|XP_039444515.1|CPIP	LOC110185405|XP_020809870.1|DSER
OG0007488	LOC120424438|XP_039444502.1|CPIP	LOC110184662|XP_020808924.1|DSER
OG0007489	LOC120425130|XP_039445492.1|CPIP	LOC110191919|XP_020818565.1|DSER
OG0007490	LOC120424259|XP_039444259.1|CPIP	LOC110179637|XP_020802908.1|DSER
OG0007491	LOC120424326|XP_039444356.1|CPIP	LOC110187086|XP_020812145.1|DSER
OG0007492	LOC120424399|XP_039444436.1|CPIP	LOC110189596|XP_020815386.1|DSER
OG0007493	LOC120421453|XP_039440599.1|CPIP	LOC110181893|XP_020805484.1|DSER
OG0007495	LOC120421447|XP_039440587.1|CPIP	LOC110179462|XP_020802680.1|DSER
OG0007496	LOC120416731|XP_039434491.1|CPIP	LOC110189917|XP_020815849.1|DSER
OG0007497	LOC120416718|XP_039434477.1|CPIP	LOC110185154|XP_020809516.1|DSER
OG0007498	LOC120427336|XP_039448121.1|CPIP	LOC110189914|XP_020815846.1|DSER
OG0007499	LOC120427338|XP_039448122.1|CPIP	LOC110190432|XP_020816573.1|DSER
OG0007500	LOC120427345|XP_039448135.1|CPIP	LOC110190434|XP_020816576.1|DSER
OG0007501	LOC120426853|XP_039447587.1|CPIP	LOC110190355|XP_020816420.1|DSER
OG0007502	LOC120422965|XP_039442487.1|CPIP	LOC110189407|XP_020815122.1|DSER
OG0007503	LOC120422956|XP_039442474.1|CPIP	LOC110179148|XP_020802195.1|DSER
OG0007504	LOC120422958|XP_039442481.1|CPIP	LOC110184651|XP_020808911.1|DSER, LOC110179697|XP_020802967.1|DSER
OG0007505	LOC120422936|XP_039442449.1|CPIP	LOC110176139|XP_020798034.1|DSER
OG0007506	LOC120422961|XP_039442484.1|CPIP	LOC110176175|XP_020798075.1|DSER
OG0007507	LOC120415213|XP_039432605.1|CPIP	LOC110187290|XP_020812338.1|DSER
OG0007508	LOC120430228|XP_039451242.1|CPIP	LOC110182261|XP_020805937.1|DSER
OG0007509	LOC120424462|XP_039444528.1|CPIP	LOC110185068|XP_020809407.1|DSER
OG0007510	LOC120415415|XP_039432878.1|CPIP	LOC110178241|XP_020800950.1|DSER
OG0007511	LOC120428240|XP_039449153.1|CPIP	LOC110185892|XP_020810562.1|DSER
OG0007512	LOC120428226|XP_039449138.1|CPIP	LOC110188706|XP_020814171.1|DSER
OG0007513	LOC120415154|XP_039432523.1|CPIP	LOC110187557|XP_020812605.1|DSER
OG0007514	LOC120415099|XP_039432451.1|CPIP	LOC110177582|XP_020800022.1|DSER
OG0007515	LOC120412355|XP_039428703.1|CPIP	LOC110181187|XP_020804523.1|DSER
OG0007516	LOC120415101|XP_039432453.1|CPIP	LOC110187407|XP_020812454.1|DSER
OG0007517	LOC120415106|XP_039432458.1|CPIP	LOC110184624|XP_020808881.1|DSER
OG0007518	LOC120415143|XP_039432511.1|CPIP	LOC110176515|XP_020798554.1|DSER
OG0007519	LOC120425533|XP_039446022.1|CPIP	LOC110179220|XP_020802314.1|DSER
OG0007520	LOC120412760|XP_039429286.1|CPIP	LOC110187022|XP_020812045.1|DSER
OG0007521	LOC120415391|XP_039432849.1|CPIP	LOC110184448|XP_020808647.1|DSER
OG0007522	LOC120419150|XP_039437722.1|CPIP	LOC110184402|XP_020808588.1|DSER
OG0007523	LOC120412718|XP_039429236.1|CPIP	LOC110177988|XP_020800645.1|DSER
OG0007524	LOC120430842|XP_039451903.1|CPIP	LOC110179159|XP_020802207.1|DSER
OG0007525	LOC120419304|XP_039437905.1|CPIP	LOC110186012|XP_020810707.1|DSER
OG0007526	LOC120430001|XP_039451033.1|CPIP	LOC110191722|XP_020818299.1|DSER
OG0007527	LOC120430727|XP_039451773.1|CPIP	LOC110178598|XP_020801442.1|DSER
OG0007528	LOC120415091|XP_039432444.1|CPIP	LOC110189310|XP_020815010.1|DSER
OG0007529	LOC120429848|XP_039450857.1|CPIP	LOC110180133|XP_020803440.1|DSER
OG0007530	LOC120429686|XP_039450655.1|CPIP	LOC110191314|XP_020817792.1|DSER
OG0007531	LOC120429117|XP_039450235.1|CPIP	LOC110189727|XP_020815577.1|DSER
OG0007532	LOC120428784|XP_039449809.1|CPIP	LOC110180014|XP_020803272.1|DSER
OG0007534	LOC120429667|XP_039450633.1|CPIP	LOC110189943|XP_020815889.1|DSER
OG0007535	LOC120426730|XP_039447437.1|CPIP	LOC110191251|XP_020817691.1|DSER
OG0007536	LOC120415371|XP_039432827.1|CPIP	LOC110188273|XP_020813623.1|DSER
OG0007537	LOC120415418|XP_039432881.1|CPIP	LOC110190897|XP_020817215.1|DSER
OG0007538	LOC120415429|XP_039432905.1|CPIP	LOC110191040|XP_020817419.1|DSER
OG0007539	LOC120415414|XP_039432877.1|CPIP	LOC110187486|XP_020812536.1|DSER
OG0007540	LOC120415411|XP_039432873.1|CPIP	LOC110188095|XP_020813313.1|DSER
OG0007541	LOC120415394|XP_039432854.1|CPIP	LOC110189582|XP_020815374.1|DSER
OG0007542	LOC120415352|XP_039432774.1|CPIP	LOC110177725|XP_020800229.1|DSER
OG0007543	LOC120420332|XP_039439261.1|CPIP	LOC110185395|XP_020809834.1|DSER
OG0007544	LOC120429986|XP_039451011.1|CPIP	LOC110178996|XP_020801980.1|DSER
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	LOC110181351|XP_020804730.1|DSER
OG0007546	LOC120428810|XP_039449845.1|CPIP	LOC110186213|XP_020810935.1|DSER
OG0007547	LOC120432666|XP_039453849.1|CPIP	LOC110176350|XP_020798338.1|DSER
OG0007548	LOC120412351|XP_039428698.1|CPIP	LOC110178738|XP_020801623.1|DSER
OG0007549	LOC120425248|XP_039445628.1|CPIP	LOC110190147|XP_020816135.1|DSER
OG0007550	LOC120425245|XP_039445614.1|CPIP	LOC110190193|XP_020816202.1|DSER
OG0007551	LOC120425963|XP_039446544.1|CPIP	LOC110182927|XP_020806760.1|DSER
OG0007552	LOC120425959|XP_039446540.1|CPIP	LOC110176828|XP_020798938.1|DSER
OG0007553	LOC120425961|XP_039446542.1|CPIP	LOC110187245|XP_020812301.1|DSER
OG0007554	LOC120421975|XP_039441219.1|CPIP	LOC110190554|XP_020816768.1|DSER
OG0007555	LOC120416836|XP_039434658.1|CPIP	LOC110179169|XP_020802231.1|DSER
OG0007556	LOC120416857|XP_039434688.1|CPIP	LOC110176829|XP_020798942.1|DSER
OG0007557	LOC120416814|XP_039434624.1|CPIP	LOC110187977|XP_020813195.1|DSER
OG0007558	LOC120416854|XP_039434678.1|CPIP	LOC110178484|XP_020801285.1|DSER
OG0007559	LOC120416839|XP_039434662.1|CPIP	LOC110183890|XP_020807894.1|DSER
OG0007560	LOC120416808|XP_039434615.1|CPIP	LOC110184637|XP_020808894.1|DSER
OG0007561	LOC120416848|XP_039434671.1|CPIP	LOC110185295|XP_020809702.1|DSER
OG0007562	LOC120428655|XP_039449636.1|CPIP	LOC110179013|XP_020802013.1|DSER
OG0007563	LOC120416989|XP_039434849.1|CPIP	LOC110178959|XP_020801921.1|DSER
OG0007564	LOC120417015|XP_039434885.1|CPIP	LOC110191196|XP_020817624.1|DSER
OG0007565	LOC120421866|XP_039441098.1|CPIP	LOC110189031|XP_020814655.1|DSER
OG0007566	LOC120421855|XP_039441079.1|CPIP	LOC110190937|XP_020817268.1|DSER
OG0007567	LOC120426912|XP_039447652.1|CPIP	LOC110187001|XP_020812020.1|DSER
OG0007568	LOC120426913|XP_039447653.1|CPIP	LOC110189770|XP_020815649.1|DSER
OG0007569	LOC120415858|XP_039433429.1|CPIP	LOC110177546|XP_020799977.1|DSER
OG0007570	LOC120415874|XP_039433444.1|CPIP	LOC110189769|XP_020815646.1|DSER
OG0007571	LOC120415859|XP_039433430.1|CPIP	LOC110189547|XP_020815337.1|DSER
OG0007572	LOC120420288|XP_039439221.1|CPIP	LOC110187413|XP_020812460.1|DSER
OG0007573	LOC120426514|XP_039447218.1|CPIP	LOC110178266|XP_020800990.1|DSER
OG0007574	LOC120426519|XP_039447221.1|CPIP	LOC110177219|XP_020799500.1|DSER
OG0007575	LOC120426498|XP_039447202.1|CPIP	LOC110178300|XP_020801048.1|DSER
OG0007576	LOC120415163|XP_039432532.1|CPIP	LOC110182047|XP_020805659.1|DSER
OG0007577	LOC120415183|XP_039432574.1|CPIP	LOC110184314|XP_020808461.1|DSER
OG0007578	LOC120415166|XP_039432538.1|CPIP	LOC110181177|XP_020804512.1|DSER
OG0007579	LOC120424720|XP_039444837.1|CPIP	LOC110178895|XP_020801833.1|DSER
OG0007580	LOC120424717|XP_039444834.1|CPIP	LOC110176299|XP_020798278.1|DSER
OG0007581	LOC120424721|XP_039444838.1|CPIP	LOC110184864|XP_020809168.1|DSER
OG0007582	LOC120424718|XP_039444835.1|CPIP	LOC110186975|XP_020811983.1|DSER
OG0007583	LOC120424722|XP_039444839.1|CPIP	LOC110177778|XP_020800305.1|DSER
OG0007584	LOC120418576|XP_039436955.1|CPIP	LOC110181883|XP_020805471.1|DSER
OG0007585	LOC120418580|XP_039436962.1|CPIP	LOC110178994|XP_020801974.1|DSER
OG0007586	LOC120431047|XP_039452136.1|CPIP	LOC110185570|XP_020810154.1|DSER
OG0007587	LOC120425092|XP_039445419.1|CPIP	LOC110179196|XP_020802269.1|DSER
OG0007588	LOC120421829|XP_039441039.1|CPIP	LOC110188777|XP_020814280.1|DSER
OG0007589	LOC120416366|XP_039434035.1|CPIP	LOC110184262|XP_020808383.1|DSER
OG0007590	LOC120421565|XP_039440726.1|CPIP	LOC110176246|XP_020798208.1|DSER
OG0007591	LOC120421578|XP_039440742.1|CPIP	LOC110191854|XP_020818494.1|DSER
OG0007592	LOC120428804|XP_039449838.1|CPIP	LOC110175979|XP_020797839.1|DSER
OG0007593	LOC120420319|XP_039439244.1|CPIP	LOC110183053|XP_020806897.1|DSER
OG0007594	LOC120427504|XP_039448292.1|CPIP	LOC110176496|XP_020798531.1|DSER
OG0007595	LOC120432585|XP_039453753.1|CPIP	LOC110176549|XP_020798602.1|DSER
OG0007596	LOC120432560|XP_039453722.1|CPIP	LOC110190625|XP_020816878.1|DSER
OG0007597	LOC120425837|XP_039446392.1|CPIP	LOC110185226|XP_020809615.1|DSER
OG0007598	LOC120421558|XP_039440718.1|CPIP	LOC110178363|XP_020801157.1|DSER
OG0007599	LOC120423744|XP_039443591.1|CPIP	LOC110191229|XP_020817658.1|DSER
OG0007600	LOC120423746|XP_039443594.1|CPIP	LOC110190208|XP_020816222.1|DSER
OG0007601	LOC120422235|XP_039441553.1|CPIP	LOC110176201|XP_020798121.1|DSER
OG0007602	LOC120422214|XP_039441533.1|CPIP	LOC110177507|XP_020799920.1|DSER
OG0007603	LOC120422205|XP_039441520.1|CPIP	LOC110177525|XP_020799941.1|DSER
OG0007604	LOC120416710|XP_039434460.1|CPIP	LOC110178829|XP_020801754.1|DSER
OG0007605	LOC120427875|XP_039448739.1|CPIP	LOC110190335|XP_020816390.1|DSER
OG0007606	LOC120427872|XP_039448735.1|CPIP	LOC110179005|XP_020801998.1|DSER
OG0007607	LOC120428928|XP_039450003.1|CPIP	LOC110176497|XP_020798528.1|DSER
OG0007608	LOC120423799|XP_039443653.1|CPIP	LOC110176713|XP_020798812.1|DSER
OG0007609	LOC120423793|XP_039443646.1|CPIP	LOC110176069|XP_020797950.1|DSER
OG0007610	LOC120423911|XP_039443826.1|CPIP	LOC110177237|XP_020799534.1|DSER
OG0007611	LOC120423878|XP_039443762.1|CPIP	LOC110185466|XP_020809967.1|DSER
OG0007612	LOC120423880|XP_039443773.1|CPIP	LOC110176991|XP_020799162.1|DSER
OG0007613	LOC120423891|XP_039443801.1|CPIP	LOC110179233|XP_020802345.1|DSER
OG0007614	LOC120423685|XP_039443512.1|CPIP	LOC110182760|XP_020806530.1|DSER
OG0007615	LOC120423692|XP_039443521.1|CPIP	LOC110190632|XP_020816886.1|DSER
OG0007616	LOC120423688|XP_039443514.1|CPIP	LOC110190872|XP_020817183.1|DSER
