Orthogroup	CPIP.longest_only	DHYD.longest_only
OG0007500	LOC120427345|XP_039448135.1|CPIP	LOC111605730|XP_023180190.2|DHYD
OG0007501	LOC120426853|XP_039447587.1|CPIP	LOC111592864|XP_023161077.2|DHYD
OG0007502	LOC120422965|XP_039442487.1|CPIP	LOC111604367|XP_023178205.1|DHYD
OG0007503	LOC120422956|XP_039442474.1|CPIP	LOC111595190|XP_023164541.1|DHYD
OG0007504	LOC120422958|XP_039442481.1|CPIP	LOC111605717|XP_023180172.1|DHYD
OG0007505	LOC120422936|XP_039442449.1|CPIP	LOC111604308|XP_023178113.2|DHYD
OG0007506	LOC120422961|XP_039442484.1|CPIP	LOC111604298|XP_023178095.1|DHYD
OG0007507	LOC120415213|XP_039432605.1|CPIP	LOC111595016|XP_023164292.1|DHYD
OG0007508	LOC120430228|XP_039451242.1|CPIP	LOC111599401|XP_023170822.2|DHYD
OG0007509	LOC120424462|XP_039444528.1|CPIP	LOC111592553|XP_023160612.1|DHYD
OG0007510	LOC120415415|XP_039432878.1|CPIP	LOC111597937|XP_023168660.2|DHYD
OG0007511	LOC120428240|XP_039449153.1|CPIP	LOC111603900|XP_023177485.2|DHYD
OG0007512	LOC120428226|XP_039449138.1|CPIP	LOC111602041|XP_023174717.2|DHYD
OG0007513	LOC120415154|XP_039432523.1|CPIP	LOC111599091|XP_023170399.1|DHYD
OG0007514	LOC120415099|XP_039432451.1|CPIP	LOC111596976|XP_023167227.1|DHYD
OG0007515	LOC120412355|XP_039428703.1|CPIP	LOC111595932|XP_023165659.2|DHYD
OG0007516	LOC120415101|XP_039432453.1|CPIP	LOC111599194|XP_023170550.2|DHYD
OG0007517	LOC120415106|XP_039432458.1|CPIP	LOC111592271|XP_023160138.1|DHYD
OG0007518	LOC120415143|XP_039432511.1|CPIP	LOC111599710|XP_023171209.2|DHYD
OG0007519	LOC120425533|XP_039446022.1|CPIP	LOC111597020|XP_023167294.2|DHYD
OG0007520	LOC120412760|XP_039429286.1|CPIP	LOC111596741|XP_023166841.2|DHYD
OG0007521	LOC120415391|XP_039432849.1|CPIP	LOC111605325|XP_030080100.1|DHYD
OG0007522	LOC120419150|XP_039437722.1|CPIP	LOC111593468|XP_023161998.1|DHYD
OG0007523	LOC120412718|XP_039429236.1|CPIP	LOC111592240|XP_030081989.1|DHYD
OG0007524	LOC120430842|XP_039451903.1|CPIP	LOC111599344|XP_023170742.1|DHYD
OG0007525	LOC120419304|XP_039437905.1|CPIP	LOC111600403|XP_023172252.1|DHYD
OG0007526	LOC120430001|XP_039451033.1|CPIP	LOC111595224|XP_023164608.1|DHYD
OG0007527	LOC120430727|XP_039451773.1|CPIP	LOC111603679|XP_023177127.2|DHYD
OG0007528	LOC120415091|XP_039432444.1|CPIP	LOC111604337|XP_030081977.1|DHYD
OG0007529	LOC120429848|XP_039450857.1|CPIP	LOC111602577|XP_023175500.2|DHYD
OG0007530	LOC120429686|XP_039450655.1|CPIP	LOC111598524|XP_023169576.1|DHYD
OG0007531	LOC120429117|XP_039450235.1|CPIP	LOC111604349|XP_023178181.2|DHYD
OG0007532	LOC120428784|XP_039449809.1|CPIP	LOC111594306|XP_023163313.2|DHYD
OG0007534	LOC120429667|XP_039450633.1|CPIP	LOC111600929|XP_023173062.1|DHYD
OG0007535	LOC120426730|XP_039447437.1|CPIP	LOC111591868|XP_023159518.2|DHYD
OG0007536	LOC120415371|XP_039432827.1|CPIP	LOC111604651|XP_023178576.1|DHYD
OG0007537	LOC120415418|XP_039432881.1|CPIP	LOC111605731|XP_023180199.2|DHYD
OG0007538	LOC120415429|XP_039432905.1|CPIP	LOC111591854|XP_023159502.2|DHYD
OG0007539	LOC120415414|XP_039432877.1|CPIP	LOC111594207|XP_023163173.2|DHYD
OG0007540	LOC120415411|XP_039432873.1|CPIP	LOC111597890|XP_023168594.2|DHYD
OG0007541	LOC120415394|XP_039432854.1|CPIP	LOC111595465|XP_023164996.2|DHYD
OG0007542	LOC120415352|XP_039432774.1|CPIP	LOC111593123|XP_023161496.2|DHYD
OG0007543	LOC120420332|XP_039439261.1|CPIP	LOC111597408|XP_023167867.2|DHYD
OG0007544	LOC120429986|XP_039451011.1|CPIP	LOC111604430|XP_023178261.1|DHYD
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	LOC111597199|XP_023167540.2|DHYD
OG0007546	LOC120428810|XP_039449845.1|CPIP	LOC111595158|XP_023164507.1|DHYD
OG0007547	LOC120432666|XP_039453849.1|CPIP	LOC111595540|XP_023165093.2|DHYD
OG0007548	LOC120412351|XP_039428698.1|CPIP	LOC111603690|XP_030078678.1|DHYD
OG0007549	LOC120425248|XP_039445628.1|CPIP	LOC111605663|XP_023180094.1|DHYD
OG0007550	LOC120425245|XP_039445614.1|CPIP	LOC111604295|XP_023178092.2|DHYD
OG0007551	LOC120425963|XP_039446544.1|CPIP	LOC111593305|XP_023161760.2|DHYD
OG0007552	LOC120425959|XP_039446540.1|CPIP	LOC111599190|XP_030080376.1|DHYD
OG0007553	LOC120425961|XP_039446542.1|CPIP	LOC111595800|XP_023165458.1|DHYD
OG0007554	LOC120421975|XP_039441219.1|CPIP	LOC111595287|XP_023164708.1|DHYD
OG0007555	LOC120416836|XP_039434658.1|CPIP	LOC111592164|XP_023159983.2|DHYD
OG0007556	LOC120416857|XP_039434688.1|CPIP	LOC111599695|XP_023171183.1|DHYD
OG0007557	LOC120416814|XP_039434624.1|CPIP	LOC111599717|XP_023171223.2|DHYD
OG0007558	LOC120416854|XP_039434678.1|CPIP	LOC111600534|XP_023172440.1|DHYD
OG0007559	LOC120416839|XP_039434662.1|CPIP	LOC111599474|XP_023170912.1|DHYD
OG0007560	LOC120416808|XP_039434615.1|CPIP	LOC111596666|XP_023166741.2|DHYD
OG0007561	LOC120416848|XP_039434671.1|CPIP	LOC111592273|XP_030078833.1|DHYD
OG0007562	LOC120428655|XP_039449636.1|CPIP	LOC111599807|XP_023171358.2|DHYD
OG0007563	LOC120416989|XP_039434849.1|CPIP	LOC111603311|XP_023176600.1|DHYD
OG0007564	LOC120417015|XP_039434885.1|CPIP	LOC111594925|XP_023164187.1|DHYD
OG0007565	LOC120421866|XP_039441098.1|CPIP	LOC111601307|XP_023173595.1|DHYD
OG0007566	LOC120421855|XP_039441079.1|CPIP	LOC111597997|XP_023168752.2|DHYD
OG0007567	LOC120426912|XP_039447652.1|CPIP	LOC111598294|XP_023169246.1|DHYD
OG0007568	LOC120426913|XP_039447653.1|CPIP	LOC111592125|XP_023159928.2|DHYD
OG0007569	LOC120415858|XP_039433429.1|CPIP	LOC111597974|XP_023168716.2|DHYD
OG0007570	LOC120415874|XP_039433444.1|CPIP	LOC111592179|XP_023160014.2|DHYD
OG0007571	LOC120415859|XP_039433430.1|CPIP	LOC111592242|XP_023160094.2|DHYD
OG0007572	LOC120420288|XP_039439221.1|CPIP	LOC111593306|XP_023161768.1|DHYD
OG0007573	LOC120426514|XP_039447218.1|CPIP	LOC111599986|XP_023171648.2|DHYD
OG0007574	LOC120426519|XP_039447221.1|CPIP	LOC111593895|XP_023162731.2|DHYD
OG0007575	LOC120426498|XP_039447202.1|CPIP	LOC111599698|XP_023171188.2|DHYD
OG0007576	LOC120415163|XP_039432532.1|CPIP	LOC111602805|XP_030080134.1|DHYD
OG0007577	LOC120415183|XP_039432574.1|CPIP	LOC111604030|XP_023177654.2|DHYD
OG0007578	LOC120415166|XP_039432538.1|CPIP	LOC111594194|XP_030080506.1|DHYD
OG0007579	LOC120424720|XP_039444837.1|CPIP	LOC111597077|XP_023167375.2|DHYD
OG0007580	LOC120424717|XP_039444834.1|CPIP	LOC111597340|XP_023167753.2|DHYD
OG0007581	LOC120424721|XP_039444838.1|CPIP	LOC111602516|XP_023175367.2|DHYD
OG0007582	LOC120424718|XP_039444835.1|CPIP	LOC111598507|XP_023169546.1|DHYD
OG0007583	LOC120424722|XP_039444839.1|CPIP	LOC111597993|XP_023168740.2|DHYD
OG0007584	LOC120418576|XP_039436955.1|CPIP	LOC111593624|XP_030079412.1|DHYD
OG0007585	LOC120418580|XP_039436962.1|CPIP	LOC111600940|XP_023173079.2|DHYD
OG0007586	LOC120431047|XP_039452136.1|CPIP	LOC111594645|XP_023163807.1|DHYD
OG0007587	LOC120425092|XP_039445419.1|CPIP	LOC111597029|XP_030082016.1|DHYD
OG0007588	LOC120421829|XP_039441039.1|CPIP	LOC111594734|XP_023163936.2|DHYD
OG0007589	LOC120416366|XP_039434035.1|CPIP	LOC111594983|XP_023164251.2|DHYD
OG0007590	LOC120421565|XP_039440726.1|CPIP	LOC111599846|XP_023171407.2|DHYD
OG0007591	LOC120421578|XP_039440742.1|CPIP	LOC111592172|XP_023159994.1|DHYD
OG0007592	LOC120428804|XP_039449838.1|CPIP	LOC111593917|XP_023162757.2|DHYD
OG0007593	LOC120420319|XP_039439244.1|CPIP	LOC111592701|XP_023160887.1|DHYD
OG0007594	LOC120427504|XP_039448292.1|CPIP	LOC111592173|XP_023159997.2|DHYD
OG0007595	LOC120432585|XP_039453753.1|CPIP	LOC111598000|XP_023168757.1|DHYD
OG0007596	LOC120432560|XP_039453722.1|CPIP	LOC111601575|XP_023173994.2|DHYD
OG0007597	LOC120425837|XP_039446392.1|CPIP	LOC111593536|XP_023162107.1|DHYD
OG0007598	LOC120421558|XP_039440718.1|CPIP	LOC111592155|XP_023159973.1|DHYD
OG0007599	LOC120423744|XP_039443591.1|CPIP	LOC111604519|XP_023178384.1|DHYD
OG0007600	LOC120423746|XP_039443594.1|CPIP	LOC111604514|XP_023178379.1|DHYD
OG0007601	LOC120422235|XP_039441553.1|CPIP	LOC111595066|XP_023164390.1|DHYD
OG0007602	LOC120422214|XP_039441533.1|CPIP	LOC111600961|XP_023173109.1|DHYD
OG0007603	LOC120422205|XP_039441520.1|CPIP	LOC111600980|XP_023173135.2|DHYD
OG0007604	LOC120416710|XP_039434460.1|CPIP	LOC111598079|XP_023168888.2|DHYD
OG0007605	LOC120427875|XP_039448739.1|CPIP	LOC111597625|XP_023168195.2|DHYD
OG0007606	LOC120427872|XP_039448735.1|CPIP	LOC111598385|XP_023169362.1|DHYD
OG0007607	LOC120428928|XP_039450003.1|CPIP	LOC111601391|XP_023173702.2|DHYD
OG0007608	LOC120423799|XP_039443653.1|CPIP	LOC111598092|XP_023168910.2|DHYD
OG0007609	LOC120423793|XP_039443646.1|CPIP	LOC111605122|XP_023179246.2|DHYD
OG0007610	LOC120423911|XP_039443826.1|CPIP	LOC111592204|XP_023160039.2|DHYD
OG0007611	LOC120423878|XP_039443762.1|CPIP	LOC111593718|XP_030079820.1|DHYD
OG0007612	LOC120423880|XP_039443773.1|CPIP	LOC111592109|XP_023159908.2|DHYD
OG0007613	LOC120423891|XP_039443801.1|CPIP	LOC111597050|XP_023167336.2|DHYD
OG0007614	LOC120423685|XP_039443512.1|CPIP	LOC111591931|XP_023159629.2|DHYD
OG0007615	LOC120423692|XP_039443521.1|CPIP	LOC111603740|XP_023177225.1|DHYD
OG0007616	LOC120423688|XP_039443514.1|CPIP	LOC111598332|XP_023169301.2|DHYD
OG0007617	LOC120423686|XP_039443513.1|CPIP	LOC111593529|XP_023162090.1|DHYD
OG0007618	LOC120423684|XP_039443511.1|CPIP	LOC111600987|XP_023173146.1|DHYD
OG0007619	LOC120423691|XP_039443519.1|CPIP	LOC111604290|XP_023178076.1|DHYD
OG0007620	LOC120423707|XP_039443546.1|CPIP	LOC111604451|XP_030079933.1|DHYD
OG0007621	LOC120423893|XP_039443807.1|CPIP	LOC111604105|XP_023177777.2|DHYD
OG0007622	LOC120429113|XP_039450218.1|CPIP	LOC111599241|XP_023170606.2|DHYD
OG0007623	LOC120429111|XP_039450209.1|CPIP	LOC111600949|XP_023173088.2|DHYD
OG0007624	LOC120429125|XP_039450250.1|CPIP	LOC111605709|XP_023180163.2|DHYD
OG0007625	LOC120429119|XP_039450242.1|CPIP	LOC111592772|XP_023160941.2|DHYD
OG0007626	LOC120428266|XP_039449192.1|CPIP	LOC111605628|XP_023180048.1|DHYD
OG0007627	LOC120428255|XP_039449179.1|CPIP	LOC111605627|XP_023180047.2|DHYD
OG0007628	LOC120415070|XP_039432398.1|CPIP	LOC111594143|XP_023163080.1|DHYD
OG0007629	LOC120420790|XP_039439837.1|CPIP	LOC111601553|XP_023173963.2|DHYD
OG0007630	LOC120429171|XP_039450317.1|CPIP	LOC111603630|XP_023177067.2|DHYD
OG0007631	LOC120421421|XP_039440569.1|CPIP	LOC111593232|XP_023161651.2|DHYD
OG0007632	LOC120420812|XP_039439866.1|CPIP	LOC111596899|XP_023167117.1|DHYD, LOC115482993|XP_030079487.1|DHYD
OG0007633	LOC120423670|XP_039443490.1|CPIP	LOC111595787|XP_030080279.1|DHYD
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	LOC111598238|XP_023169170.1|DHYD
OG0007635	LOC120424364|XP_039444393.1|CPIP	LOC111594671|XP_023163845.2|DHYD
OG0007638	LOC120427292|XP_039448078.1|CPIP	LOC111604614|XP_030081070.1|DHYD
OG0007639	LOC120418877|XP_039437344.1|CPIP	LOC111592001|XP_023159734.2|DHYD
OG0007640	LOC120428888|XP_039449961.1|CPIP	LOC111596513|XP_023166583.2|DHYD
OG0007641	LOC120424396|XP_039444428.1|CPIP	LOC111598550|XP_023169610.2|DHYD
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	LOC111593438|XP_023161957.2|DHYD
OG0007664	LOC120432210|XP_039453304.1|CPIP	LOC111593267|XP_023161702.1|DHYD
OG0007665	LOC120421060|XP_039440139.1|CPIP	LOC111598298|XP_023169257.2|DHYD
OG0007666	LOC120422064|XP_039441334.1|CPIP	LOC111598190|XP_023169087.1|DHYD
OG0007667	LOC120421078|XP_039440157.1|CPIP	LOC111593029|XP_023161359.1|DHYD
OG0007668	LOC120415081|XP_039432417.1|CPIP	LOC111598946|XP_023170195.1|DHYD
OG0007669	LOC120432337|XP_039453459.1|CPIP	LOC111598399|XP_023169388.2|DHYD
OG0007670	LOC120432336|XP_039453458.1|CPIP	LOC111598398|XP_023169387.2|DHYD
OG0007671	LOC120415059|XP_039432379.1|CPIP	LOC111603147|XP_023176390.1|DHYD
OG0007672	LOC120413709|XP_039430564.1|CPIP	LOC111598426|XP_023169437.2|DHYD
OG0007674	LOC120418098|XP_039436300.1|CPIP	LOC111603230|XP_030079327.1|DHYD
OG0007675	LOC120418104|XP_039436308.1|CPIP	LOC111602875|XP_023175970.2|DHYD
OG0007676	LOC120418120|XP_039436332.1|CPIP	LOC111601903|XP_023174517.2|DHYD
OG0007677	LOC120418127|XP_039436338.1|CPIP	LOC111597253|XP_023167624.2|DHYD
OG0007678	LOC120432216|XP_039453315.1|CPIP	LOC111595360|XP_023164807.2|DHYD
OG0007679	LOC120432327|XP_039453446.1|CPIP	LOC111595352|XP_023164791.1|DHYD
OG0007680	LOC120432238|XP_039453347.1|CPIP	LOC111602270|XP_023175033.1|DHYD
OG0007681	LOC120413734|XP_039430594.1|CPIP	LOC111597171|XP_023167499.1|DHYD
OG0007682	LOC120421044|XP_039440121.1|CPIP	LOC111598413|XP_023169420.1|DHYD
OG0007683	LOC120421045|XP_039440122.1|CPIP	LOC111591984|XP_023159703.1|DHYD
OG0007684	LOC120429210|XP_039450362.1|CPIP	LOC111602863|XP_023175947.2|DHYD
OG0007685	LOC120412427|XP_039428823.1|CPIP	LOC111600222|XP_030079390.1|DHYD
OG0007686	LOC120430764|XP_039451812.1|CPIP	LOC111594053|XP_023162937.2|DHYD
OG0007687	LOC120430936|XP_039451990.1|CPIP	LOC111593638|XP_023162282.2|DHYD
OG0007689	LOC120429176|XP_039450323.1|CPIP	LOC111593061|XP_023161403.2|DHYD
OG0007690	LOC120416385|XP_039434053.1|CPIP	LOC111596758|XP_023166867.2|DHYD
OG0007691	LOC120419701|XP_039438422.1|CPIP	LOC111603296|XP_023176586.1|DHYD
OG0007692	LOC120417678|XP_039435745.1|CPIP	LOC111603356|XP_023176670.2|DHYD
OG0007693	LOC120417680|XP_039435747.1|CPIP	LOC111593043|XP_023161380.2|DHYD
OG0007694	LOC120422473|XP_039441862.1|CPIP	LOC111595063|XP_023164386.1|DHYD
OG0007695	LOC120424285|XP_039444290.1|CPIP	LOC111596472|XP_030079443.1|DHYD
OG0007696	LOC120415054|XP_039432369.1|CPIP	LOC111592341|XP_023160237.2|DHYD
OG0007697	LOC120431137|XP_039452218.1|CPIP	LOC111591911|XP_030079626.1|DHYD
OG0007698	LOC120431201|XP_039452279.1|CPIP	LOC111593463|XP_030079406.1|DHYD
OG0007699	LOC120422535|XP_039441931.1|CPIP	LOC111593989|XP_023162848.1|DHYD
OG0007700	LOC120422528|XP_039441922.1|CPIP	LOC111596771|XP_023166886.2|DHYD
OG0007701	LOC120422526|XP_039441918.1|CPIP	LOC111604748|XP_030079556.1|DHYD
OG0007702	LOC120424293|XP_039444309.1|CPIP	LOC111591983|XP_023159702.1|DHYD
OG0007703	LOC120420186|XP_039439102.1|CPIP	LOC111604268|XP_023178078.1|DHYD
OG0007704	LOC120422461|XP_039441838.1|CPIP	LOC111597845|XP_023168522.1|DHYD
OG0007705	LOC120422443|XP_039441820.1|CPIP	LOC111595963|XP_023165705.1|DHYD
OG0007706	LOC120420220|XP_039439142.1|CPIP	LOC111603219|XP_030079311.1|DHYD
OG0007707	LOC120420252|XP_039439178.1|CPIP	LOC111600202|XP_030079392.1|DHYD
OG0007708	LOC120416886|XP_039434713.1|CPIP	LOC111593022|XP_023161331.2|DHYD
OG0007709	LOC120413339|XP_039430049.1|CPIP	LOC111596709|XP_030078955.1|DHYD
OG0007710	LOC120412706|XP_039429220.1|CPIP	LOC111592370|XP_023160304.1|DHYD
OG0007711	LOC120412954|XP_039429532.1|CPIP	LOC111598286|XP_023169236.2|DHYD
OG0007712	LOC120432603|XP_039453786.1|CPIP	LOC111598148|XP_030078880.1|DHYD
OG0007713	LOC120413005|XP_039429591.1|CPIP	LOC111597365|XP_030079942.1|DHYD
OG0007714	LOC120412406|XP_039428805.1|CPIP	LOC111594080|XP_023162991.2|DHYD
OG0007715	LOC120432339|XP_039453464.1|CPIP	LOC111596750|XP_023166850.1|DHYD
OG0007716	LOC120421425|XP_039440571.1|CPIP	LOC111595984|XP_023165738.2|DHYD
OG0007719	LOC120428373|XP_039449338.1|CPIP	LOC111598402|XP_023169394.1|DHYD
OG0007720	LOC120426047|XP_039446701.1|CPIP	LOC111598400|XP_023169392.2|DHYD
OG0007721	LOC120415177|XP_039432603.1|CPIP	LOC111603349|XP_023176659.2|DHYD
OG0007722	LOC120413640|XP_039430525.1|CPIP	LOC111603377|XP_023176697.2|DHYD
OG0007723	LOC120429012|XP_039450115.1|CPIP	LOC111596576|XP_023166617.1|DHYD
OG0007724	LOC120423411|XP_039443183.1|CPIP	LOC111599040|XP_023170322.2|DHYD
OG0007725	LOC120413343|XP_039430056.1|CPIP	LOC111597453|XP_023167958.1|DHYD
OG0007726	LOC120424698|XP_039444811.1|CPIP	LOC111596715|XP_023166804.1|DHYD
OG0007727	LOC120424692|XP_039444805.1|CPIP	LOC111596878|XP_023167095.1|DHYD
OG0007728	LOC120424529|XP_039444622.1|CPIP	LOC111597309|XP_023167703.2|DHYD
OG0007729	LOC120424532|XP_039444627.1|CPIP	LOC111597284|XP_023167667.1|DHYD
OG0007730	LOC120416906|XP_039434739.1|CPIP	LOC111597257|XP_023167629.2|DHYD
OG0007731	LOC120430987|XP_039452086.1|CPIP	LOC111598760|XP_023169937.2|DHYD
OG0007732	LOC120413291|XP_039429981.1|CPIP	LOC111593078|XP_023161433.1|DHYD
OG0007733	LOC120413161|XP_039429807.1|CPIP	LOC111598268|XP_023169213.1|DHYD
OG0007734	LOC120432278|XP_039453402.1|CPIP	LOC111598351|XP_023169326.2|DHYD
OG0007735	LOC120426602|XP_039447329.1|CPIP	LOC111603385|XP_023176712.1|DHYD
OG0007736	LOC120414524|XP_039431666.1|CPIP	LOC111594199|XP_023163556.1|DHYD
OG0007737	LOC120414150|XP_039431121.1|CPIP	LOC111600712|XP_023172737.2|DHYD
OG0007738	LOC120414170|XP_039431162.1|CPIP	LOC111599559|XP_023170995.2|DHYD
OG0007739	LOC120419613|XP_039438286.1|CPIP	LOC111604742|XP_023178684.2|DHYD
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC111596469|XP_023166488.2|DHYD
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC111597374|XP_023167800.2|DHYD
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC111598828|XP_023170028.1|DHYD
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC111604272|XP_023178038.2|DHYD
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC111600510|XP_023172406.1|DHYD
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC111597400|XP_023167847.2|DHYD
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC111603101|XP_030079303.1|DHYD
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC111593059|XP_030079316.1|DHYD
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC111593425|XP_023161937.2|DHYD
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC111601974|XP_023174619.2|DHYD
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC111599214|XP_023170579.2|DHYD
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC111593030|XP_023161364.1|DHYD
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC111598448|XP_023169470.1|DHYD
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC111596630|XP_023166686.1|DHYD
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC111596636|XP_023166693.1|DHYD
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC111602878|XP_023175973.2|DHYD
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC111593654|XP_023162308.1|DHYD
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC111596333|XP_023166268.1|DHYD
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC111601917|XP_023174533.1|DHYD
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC111605312|XP_023179541.2|DHYD
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC111596638|XP_023166696.2|DHYD
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC111599181|XP_023170534.2|DHYD
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC111594269|XP_023163267.1|DHYD
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC111594268|XP_023163266.2|DHYD
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC111605495|XP_023179811.2|DHYD
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC111597864|XP_023168566.1|DHYD
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC111601955|XP_023174587.1|DHYD
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC111598939|XP_023170185.2|DHYD
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC111598876|XP_023170104.1|DHYD
OG0007773	LOC120425482|XP_039445953.1|CPIP	LOC111602208|XP_023174948.2|DHYD
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC111596546|XP_030079530.1|DHYD
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC111593054|XP_023161396.1|DHYD
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC111598265|XP_023169212.2|DHYD
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC111593473|XP_023162002.2|DHYD
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC111595353|XP_030079929.1|DHYD
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC111598147|XP_030078847.1|DHYD
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC111605614|XP_023180054.1|DHYD
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC111603546|XP_023176947.2|DHYD
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC111600058|XP_030081691.1|DHYD
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC111596255|XP_030080825.1|DHYD
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC111593414|XP_023161912.2|DHYD
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC111595646|XP_023165278.1|DHYD
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC111602409|XP_023175208.1|DHYD
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC111601348|XP_023173648.2|DHYD
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC111603261|XP_023176537.1|DHYD
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC111603237|XP_023176510.2|DHYD
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC111597826|XP_023168484.2|DHYD
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC111595713|XP_023165325.1|DHYD
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC111602640|XP_023175569.1|DHYD
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC111601809|XP_023174372.1|DHYD
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC111601811|XP_023174377.1|DHYD
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC111601845|XP_023174447.2|DHYD
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC111600853|XP_023172932.1|DHYD
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC111593488|XP_023162021.2|DHYD
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC111594710|XP_023163902.2|DHYD
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC111603163|XP_023176409.2|DHYD
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC111594491|XP_030080632.1|DHYD
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC111604034|XP_023177659.1|DHYD
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC111605323|XP_023179556.2|DHYD
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC111591863|XP_023159513.1|DHYD
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC111598713|XP_023169874.1|DHYD
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC111596500|XP_023166529.2|DHYD
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC111603293|XP_023176615.1|DHYD
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC111597908|XP_023168615.1|DHYD
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC111594480|XP_023163553.1|DHYD
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC111594481|XP_023163554.2|DHYD
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC111594424|XP_030080651.1|DHYD
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC111592695|XP_023160836.2|DHYD
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC111594554|XP_023163675.2|DHYD
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC111598214|XP_023169136.1|DHYD
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC111597329|XP_023167740.2|DHYD
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC111595307|XP_023164733.2|DHYD
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC111605484|XP_023179788.2|DHYD
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC111592940|XP_023161172.2|DHYD
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC111597366|XP_023167831.1|DHYD
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC111596162|XP_023166022.2|DHYD
