Orthogroup	CPIP.longest_only	AALB.longest_only
OG0012543	LOC120427364|XP_039448157.1|CPIP, LOC120427350|XP_039448143.1|CPIP	LOC118463500|XP_035785992.1|AALB
OG0012544	LOC120425971|XP_039446559.1|CPIP	LOC118466834|XP_035792525.1|AALB
OG0012545	LOC120415731|XP_039433261.1|CPIP	LOC118465917|XP_035790502.1|AALB
OG0012546	LOC120418512|XP_039436883.1|CPIP	LOC118467709|XP_035794389.1|AALB
OG0012548	LOC120418913|XP_039437375.1|CPIP	LOC118463245|XP_035785605.1|AALB
OG0012549	LOC120421902|XP_039441134.1|CPIP, LOC120423373|XP_039443090.1|CPIP, LOC120414490|XP_039431620.1|CPIP	LOC118463542|XP_035786056.1|AALB
OG0012551	LOC120413385|XP_039430117.1|CPIP	LOC118456622|XP_035773432.1|AALB
OG0012552	LOC120418545|XP_039436912.1|CPIP	LOC118466207|XP_035791117.1|AALB
OG0012554	LOC120418987|XP_039437467.1|CPIP	LOC118465759|XP_035790155.1|AALB
OG0012555	LOC120427290|XP_039448077.1|CPIP	LOC118466760|XP_035792366.1|AALB, LOC118464614|XP_035787951.1|AALB, LOC118466757|XP_035792350.1|AALB, LOC118464613|XP_035787950.1|AALB, LOC118465936|XP_035790538.1|AALB
OG0012556	LOC120418798|XP_039437215.1|CPIP, LOC120418802|XP_039437220.1|CPIP	LOC118467800|XP_035794568.1|AALB
OG0012557	LOC120424570|XP_039444671.1|CPIP	LOC118468414|XP_035795071.1|AALB, LOC118457282|XP_035774634.1|AALB
OG0012558	LOC120423082|XP_039442693.1|CPIP	LOC118456595|XP_035773388.1|AALB
OG0012559	LOC120420588|XP_039439598.1|CPIP, LOC120413631|XP_039430481.1|CPIP	LOC118457507|XP_035775039.1|AALB
OG0012560	LOC120413645|XP_039430495.1|CPIP, LOC120413613|XP_039430452.1|CPIP, LOC120413614|XP_039430453.1|CPIP	LOC118461015|XP_035781758.1|AALB
OG0012563	LOC120412829|XP_039429370.1|CPIP	LOC118466985|XP_035792799.1|AALB
OG0012565	LOC120414566|XP_039431720.1|CPIP	LOC118459028|XP_035777937.1|AALB
OG0012567	LOC120420486|XP_039439462.1|CPIP	LOC118457429|XP_035774904.1|AALB
OG0012569	LOC120420490|XP_039439470.1|CPIP, LOC120413900|XP_039430811.1|CPIP	LOC118467292|XP_035793504.1|AALB
OG0012571	LOC120418121|XP_039436333.1|CPIP, LOC120421761|XP_039440970.1|CPIP	LOC118464424|XP_035787679.1|AALB
OG0012572	LOC120413692|XP_039430554.1|CPIP	LOC118468868|XP_035796044.1|AALB
OG0012573	LOC120415245|XP_039432644.1|CPIP, LOC120428213|XP_039449124.1|CPIP	LOC118456693|XP_035773575.1|AALB
OG0012574	LOC120417513|XP_039435528.1|CPIP	LOC118460186|XP_035780184.1|AALB, LOC118460191|XP_035780190.1|AALB, LOC118460192|XP_035780191.1|AALB, LOC118463943|XP_035786807.1|AALB
OG0012575	LOC120428109|XP_039449026.1|CPIP	LOC118459933|XP_035779690.1|AALB
OG0012577	LOC120412934|XP_039429501.1|CPIP	LOC118456191|XP_035772640.1|AALB
OG0012578	LOC120413011|XP_039429596.1|CPIP, LOC120413010|XP_039429595.1|CPIP	LOC118460111|XP_035780038.1|AALB
OG0012579	LOC120417888|XP_039436044.1|CPIP	LOC118461794|XP_035783425.1|AALB
OG0012580	LOC120421360|XP_039440481.1|CPIP	LOC118464481|XP_035787796.1|AALB
OG0012581	LOC120430725|XP_039451771.1|CPIP, LOC120431031|XP_039452117.1|CPIP, LOC120431032|XP_039452118.1|CPIP	LOC118462755|XP_035784611.1|AALB
OG0012583	LOC120420430|XP_039439386.1|CPIP	LOC118465078|XP_035788874.1|AALB
OG0012584	LOC120426282|XP_039446961.1|CPIP, LOC120421888|XP_039441116.1|CPIP	LOC118459154|XP_035778134.1|AALB
OG0012586	LOC120419598|XP_039438271.1|CPIP	LOC118463057|XP_035785200.1|AALB
OG0012588	LOC120424997|XP_039445301.1|CPIP, LOC120416735|XP_039434496.1|CPIP	LOC118462627|XP_035784361.1|AALB
OG0012589	LOC120416736|XP_039434497.1|CPIP	LOC118462628|XP_035784364.1|AALB
OG0012590	LOC120428606|XP_039449562.1|CPIP	LOC118467694|XP_035794369.1|AALB, LOC118467695|XP_035794370.1|AALB, LOC118462535|XP_035784189.1|AALB, LOC118464771|XP_035788291.1|AALB
OG0012591	LOC120415833|XP_039433403.1|CPIP	LOC118466929|XP_035792708.1|AALB
OG0012592	LOC120418154|XP_039436387.1|CPIP	LOC118467322|XP_035793553.1|AALB
OG0012593	LOC120431989|XP_039453060.1|CPIP, LOC120421970|XP_039441213.1|CPIP	LOC118467625|XP_035794235.1|AALB
OG0012594	LOC120424709|XP_039444822.1|CPIP	LOC118465436|XP_035789578.1|AALB
OG0012595	LOC120415715|XP_039433279.1|CPIP	LOC118457668|XP_035775315.1|AALB, LOC118461301|XP_035782383.1|AALB
OG0012596	LOC120431051|XP_039452139.1|CPIP, LOC120429777|XP_039450771.1|CPIP	LOC118467275|XP_035793464.1|AALB
OG0012597	LOC120421836|XP_039441052.1|CPIP	LOC118457582|XP_035775154.1|AALB
OG0012600	LOC120415250|XP_039432649.1|CPIP	LOC118462791|XP_035784677.1|AALB
OG0012600	LOC120415249|XP_039432648.1|CPIP	LOC118462790|XP_035784676.1|AALB
OG0012735	LOC120422448|XP_039441826.1|CPIP	LOC118459554|XP_035778933.1|AALB
OG0012736	LOC120432240|XP_039453348.1|CPIP	LOC118461743|XP_035783392.1|AALB, LOC118464611|XP_035787952.1|AALB
OG0012737	LOC120424281|XP_039444285.1|CPIP	LOC118461635|XP_035783098.1|AALB
OG0012738	LOC120420213|XP_039439135.1|CPIP	LOC118462803|XP_035784703.1|AALB
OG0012739	LOC120419273|XP_039437872.1|CPIP	LOC118465235|XP_035789140.1|AALB
OG0012742	LOC120413331|XP_039430039.1|CPIP	LOC118457736|XP_035775430.1|AALB
OG0012745	LOC120431337|XP_039452402.1|CPIP	LOC118456607|XP_035773410.1|AALB
OG0012749	LOC120424538|XP_039444635.1|CPIP	LOC118463698|XP_035786378.1|AALB
OG0012750	LOC120424520|XP_039444610.1|CPIP	LOC118463750|XP_035786447.1|AALB
OG0012751	LOC120426472|XP_039447169.1|CPIP, LOC120430555|XP_039451604.1|CPIP	LOC118458519|XP_035776988.1|AALB
OG0012752	LOC120418055|XP_039436241.1|CPIP, LOC120419878|XP_039438675.1|CPIP	LOC118466516|XP_035791902.1|AALB
OG0012753	LOC120424159|XP_039444141.1|CPIP, LOC120415603|XP_039433131.1|CPIP	LOC118467116|XP_035793073.1|AALB
OG0012754	LOC120427446|XP_039448248.1|CPIP	LOC118461636|XP_035783094.1|AALB
OG0012755	LOC120421818|XP_039441030.1|CPIP	LOC118457330|XP_035774717.1|AALB
OG0012756	LOC120427071|XP_039447843.1|CPIP	LOC118460248|XP_035780309.1|AALB
OG0012756	LOC120427072|XP_039447844.1|CPIP	LOC118461075|XP_035781861.1|AALB
OG0012757	LOC120417081|XP_039434986.1|CPIP	LOC118468726|XP_035795751.1|AALB, LOC118468727|XP_035795752.1|AALB, LOC118468728|XP_035795755.1|AALB
OG0012759	LOC120418365|XP_039436659.1|CPIP	LOC118460249|XP_035780310.1|AALB
OG0012761	LOC120427394|XP_039448178.1|CPIP	LOC118460996|XP_035781712.1|AALB
OG0012762	LOC120429642|XP_039450603.1|CPIP	LOC118460876|XP_035781505.1|AALB
OG0012763	LOC120430661|XP_039451699.1|CPIP, LOC120427857|XP_039448707.1|CPIP	LOC118460878|XP_035781508.1|AALB
OG0012765	LOC120416831|XP_039434655.1|CPIP	LOC118461488|XP_035782762.1|AALB
OG0012766	LOC120432520|XP_039453672.1|CPIP	LOC118460477|XP_035780706.1|AALB
OG0012767	LOC120424620|XP_039444718.1|CPIP, LOC120424665|XP_039444772.1|CPIP	LOC118460063|XP_035779951.1|AALB
OG0012768	LOC120424667|XP_039444776.1|CPIP, LOC120424613|XP_039444708.1|CPIP	LOC118459802|XP_035779432.1|AALB
OG0012769	LOC120423817|XP_039443672.1|CPIP	LOC118462679|XP_035784473.1|AALB
OG0012770	LOC120432028|XP_039453100.1|CPIP	LOC118461652|XP_035783122.1|AALB
OG0012771	LOC120425414|XP_039445877.1|CPIP	LOC118456591|XP_035773382.1|AALB
OG0012772	LOC120424429|XP_039444479.1|CPIP	LOC118466668|XP_035792164.1|AALB
OG0012773	LOC120429769|XP_039450760.1|CPIP	LOC118465319|XP_035789337.1|AALB
OG0012775	LOC120422620|XP_039442046.1|CPIP, LOC120431518|XP_039452548.1|CPIP	LOC118466299|XP_035791289.1|AALB
OG0012777	LOC120417394|XP_039435350.1|CPIP	LOC118463784|XP_035786504.1|AALB
OG0012778	LOC120432621|XP_039453803.1|CPIP, LOC120432619|XP_039453801.1|CPIP, LOC120432620|XP_039453802.1|CPIP	LOC118463005|XP_035785129.1|AALB
OG0012779	LOC120425357|XP_039445798.1|CPIP, LOC120425348|XP_039445782.1|CPIP	LOC118465317|XP_035789335.1|AALB, LOC118465318|XP_035789336.1|AALB
OG0012780	LOC120425975|XP_039446564.1|CPIP	LOC118467110|XP_035793063.1|AALB
OG0012782	LOC120430425|XP_039451464.1|CPIP	LOC118463369|XP_035785786.1|AALB
OG0012783	LOC120420678|XP_039439710.1|CPIP, LOC120428343|XP_039449275.1|CPIP	LOC118467174|XP_035793247.1|AALB
OG0012784	LOC120418509|XP_039436880.1|CPIP	LOC118467720|XP_035794415.1|AALB
OG0012785	LOC120424867|XP_039445056.1|CPIP	LOC118467235|XP_035793386.1|AALB
OG0012786	LOC120416507|XP_039434158.1|CPIP	LOC118466413|XP_035791575.1|AALB
OG0012788	LOC120414495|XP_039431627.1|CPIP	LOC118462503|XP_035784118.1|AALB
OG0012789	LOC120423607|XP_039443407.1|CPIP, LOC120416063|XP_039433663.1|CPIP	LOC118462692|XP_035784508.1|AALB
OG0012790	LOC120423602|XP_039443400.1|CPIP	LOC118463016|XP_035785142.1|AALB, LOC118463015|XP_035785141.1|AALB, LOC118463014|XP_035785140.1|AALB, LOC118465796|XP_035790252.1|AALB, LOC118463017|XP_035785143.1|AALB
OG0012791	LOC120421666|XP_039440832.1|CPIP, LOC120421668|XP_039440834.1|CPIP	LOC118465038|XP_035788797.1|AALB
OG0012792	LOC120426290|XP_039446976.1|CPIP	LOC118465811|XP_035790276.1|AALB, LOC118464588|XP_035787925.1|AALB, LOC118464589|XP_035787926.1|AALB
OG0012793	LOC120427111|XP_039447894.1|CPIP	LOC118462678|XP_035784470.1|AALB
OG0012794	LOC120422687|XP_039442130.1|CPIP	LOC118464300|XP_035787481.1|AALB
OG0012795	LOC120414673|XP_039431890.1|CPIP	LOC118461848|XP_035783526.1|AALB
OG0012796	LOC120413107|XP_039429748.1|CPIP	LOC118457532|XP_035775076.1|AALB
OG0012797	LOC120422379|XP_039441721.1|CPIP	LOC118461042|XP_035781825.1|AALB
OG0012798	LOC120416325|XP_039433983.1|CPIP	LOC118460974|XP_035781680.1|AALB
OG0012799	LOC120419391|XP_039437997.1|CPIP	LOC118457728|XP_035775412.1|AALB
OG0012800	LOC120415973|XP_039433557.1|CPIP	LOC118456731|XP_035773668.1|AALB
OG0012801	LOC120416079|XP_039433686.1|CPIP	LOC118461440|XP_035782648.1|AALB
OG0012802	LOC120415475|XP_039432972.1|CPIP	LOC118456139|XP_035772533.1|AALB
OG0012803	LOC120419846|XP_039438616.1|CPIP	LOC118457626|XP_035775235.1|AALB
OG0012804	LOC120427062|XP_039447835.1|CPIP	LOC118457238|XP_035774512.1|AALB
OG0012805	LOC120427056|XP_039447820.1|CPIP	LOC118459415|XP_035778641.1|AALB
OG0012806	LOC120412682|XP_039429191.1|CPIP	LOC118467652|XP_035794287.1|AALB
OG0012807	LOC120424086|XP_039444035.1|CPIP	LOC118469025|XP_035796363.1|AALB
OG0012808	LOC120426822|XP_039447543.1|CPIP	LOC118460795|XP_035781295.1|AALB
OG0012809	LOC120418568|XP_039436948.1|CPIP, LOC120426755|XP_039447464.1|CPIP	LOC118459942|XP_035779713.1|AALB
OG0012810	LOC120414061|XP_039431019.1|CPIP	LOC118458827|XP_035777607.1|AALB
OG0012811	LOC120432180|XP_039453254.1|CPIP	LOC118458054|XP_035776072.1|AALB
OG0012812	LOC120432194|XP_039453272.1|CPIP	LOC118458016|XP_035776012.1|AALB
OG0012813	LOC120432166|XP_039453233.1|CPIP	LOC118468605|XP_035795488.1|AALB, LOC118456319|XP_035772853.1|AALB
OG0012814	LOC120417057|XP_039434946.1|CPIP	LOC118459544|XP_035778913.1|AALB
OG0012815	LOC120420951|XP_039440020.1|CPIP	LOC118456974|XP_035774064.1|AALB
OG0012816	LOC120417316|XP_039435214.1|CPIP	LOC118468665|XP_035795599.1|AALB
OG0012817	LOC120413947|XP_039430886.1|CPIP	LOC118461092|XP_035781891.1|AALB
OG0012818	LOC120427478|XP_039448278.1|CPIP	LOC118457391|XP_035774821.1|AALB, LOC118460681|XP_035781073.1|AALB
OG0012819	LOC120421492|XP_039440645.1|CPIP	LOC118458669|XP_035777267.1|AALB, LOC118458682|XP_035777286.1|AALB, LOC118459812|XP_035779448.1|AALB
OG0012820	LOC120422714|XP_039442173.1|CPIP	LOC118458320|XP_035776556.1|AALB
OG0012822	LOC120412561|XP_039428998.1|CPIP	LOC118463530|XP_035786035.1|AALB
OG0012823	LOC120412525|XP_039428955.1|CPIP	LOC118466529|XP_035791927.1|AALB
OG0012824	LOC120428196|XP_039449111.1|CPIP	LOC118462754|XP_035784610.1|AALB
OG0012825	LOC120424578|XP_039444679.1|CPIP, LOC120414237|XP_039431282.1|CPIP	LOC118463050|XP_035785189.1|AALB
OG0012826	LOC120415220|XP_039432608.1|CPIP	LOC118466611|XP_035792088.1|AALB
OG0012827	LOC120418464|XP_039436833.1|CPIP, LOC120418453|XP_039436810.1|CPIP	LOC118467142|XP_035793162.1|AALB
OG0012829	LOC120421475|XP_039440626.1|CPIP	LOC118463983|XP_035786894.1|AALB
OG0012830	LOC120431713|XP_039452769.1|CPIP	LOC118467401|XP_035793757.1|AALB
OG0012831	LOC120424475|XP_039444542.1|CPIP, LOC120424474|XP_039444541.1|CPIP	LOC118467403|XP_035793770.1|AALB
OG0012832	LOC120415372|XP_039432829.1|CPIP	LOC118462521|XP_035784161.1|AALB
OG0012833	LOC120419306|XP_039437907.1|CPIP	LOC118467782|XP_035794517.1|AALB
OG0012834	LOC120415382|XP_039432840.1|CPIP, LOC120415412|XP_039432875.1|CPIP	LOC118464849|XP_035788438.1|AALB, LOC118467819|XP_035794601.1|AALB
OG0012835	LOC120418142|XP_039436373.1|CPIP	LOC118462875|XP_035784830.1|AALB
OG0012837	LOC120425965|XP_039446546.1|CPIP	LOC118466712|XP_035792261.1|AALB
OG0012838	LOC120421972|XP_039441216.1|CPIP	LOC118467624|XP_035794228.1|AALB
OG0012839	LOC120416823|XP_039434643.1|CPIP	LOC118464117|XP_035787097.1|AALB
OG0012841	LOC120416834|XP_039434654.1|CPIP	LOC118467685|XP_035794352.1|AALB, LOC118464120|XP_035787101.1|AALB
OG0012842	LOC120428647|XP_039449627.1|CPIP	LOC118462898|XP_035784886.1|AALB
OG0012842	LOC120428650|XP_039449630.1|CPIP	LOC118462900|XP_035784890.1|AALB
OG0012843	LOC120418581|XP_039436963.1|CPIP	LOC118462656|XP_035784425.1|AALB
OG0012844	LOC120430993|XP_039452087.1|CPIP	LOC118467249|XP_035793420.1|AALB
OG0012845	LOC120429784|XP_039450776.1|CPIP, LOC120430867|XP_039451928.1|CPIP	LOC118464499|XP_035787823.1|AALB
OG0012846	LOC120420916|XP_039439974.1|CPIP, LOC120421842|XP_039441062.1|CPIP	LOC118467308|XP_035793529.1|AALB
OG0012847	LOC120416355|XP_039434022.1|CPIP	LOC118466023|XP_035790733.1|AALB
OG0012848	LOC120414964|XP_039432231.1|CPIP	LOC118465140|XP_035788972.1|AALB, LOC118465723|XP_035790061.1|AALB, LOC118465422|XP_035789543.1|AALB
OG0012849	LOC120422219|XP_039441538.1|CPIP	LOC118462727|XP_035784564.1|AALB
OG0012850	LOC120416707|XP_039434458.1|CPIP	LOC118463998|XP_035786938.1|AALB
OG0012854	LOC120426094|XP_039446731.1|CPIP, LOC120414054|XP_039431005.1|CPIP, LOC120414032|XP_039430987.1|CPIP, LOC120426097|XP_039446734.1|CPIP, LOC120414034|XP_039430989.1|CPIP, LOC120414033|XP_039430988.1|CPIP	LOC118466796|XP_035792439.1|AALB
OG0012855	LOC120420696|XP_039439724.1|CPIP	LOC118465225|XP_035789113.1|AALB
OG0012989	LOC120415080|XP_039432416.1|CPIP	LOC118460438|XP_035780671.1|AALB
OG0012996	LOC120427225|XP_039448021.1|CPIP	LOC118462792|XP_035784682.1|AALB
OG0012997	LOC120413332|XP_039430042.1|CPIP	LOC118463592|XP_035786148.1|AALB, LOC118457320|XP_035774706.1|AALB
OG0012999	LOC120423034|XP_039442610.1|CPIP	LOC118460085|XP_035779993.1|AALB
OG0013001	LOC120426027|XP_039446640.1|CPIP	LOC118457426|XP_035774942.1|AALB
OG0013002	LOC120421212|XP_039440348.1|CPIP	LOC118464874|XP_035788544.1|AALB
OG0013003	LOC120414533|XP_039431678.1|CPIP	LOC118459149|XP_035778127.1|AALB
OG0013004	LOC120412416|XP_039428815.1|CPIP	LOC118468521|XP_035795282.1|AALB
OG0013005	LOC120423871|XP_039443753.1|CPIP, LOC120413639|XP_039430853.1|CPIP	LOC118460104|XP_035780035.1|AALB
OG0013006	LOC120427251|XP_039448068.1|CPIP	LOC118460794|XP_035781299.1|AALB
OG0013007	LOC120428464|XP_039449411.1|CPIP	LOC118468396|XP_035795052.1|AALB
OG0013008	LOC120425468|XP_039445935.1|CPIP	LOC118461998|XP_035783827.1|AALB
OG0013009	LOC120425615|XP_039446132.1|CPIP	LOC118460816|XP_035781330.1|AALB
OG0013010	LOC120432524|XP_039453676.1|CPIP	LOC118461085|XP_035781874.1|AALB
OG0013011	LOC120425562|XP_039446056.1|CPIP	LOC118456518|XP_035773248.1|AALB
OG0013014	LOC120424422|XP_039444465.1|CPIP	LOC118467088|XP_035793025.1|AALB
OG0013015	LOC120418328|XP_039436595.1|CPIP	LOC118459144|XP_035778118.1|AALB
OG0013016	LOC120418382|XP_039436690.1|CPIP	LOC118460793|XP_035781292.1|AALB
OG0013017	LOC120427169|XP_039447961.1|CPIP	LOC118468725|XP_035795750.1|AALB
OG0013018	LOC120418364|XP_039436658.1|CPIP	LOC118458858|XP_035777673.1|AALB
OG0013019	LOC120418335|XP_039436606.1|CPIP	LOC118468891|XP_035796077.1|AALB, LOC118468890|XP_035796076.1|AALB
OG0013020	LOC120418339|XP_039436615.1|CPIP	LOC118468690|XP_035795700.1|AALB
OG0013022	LOC120414878|XP_039432134.1|CPIP, LOC120426695|XP_039447407.1|CPIP	LOC118468769|XP_035795838.1|AALB
OG0013023	LOC120416285|XP_039433935.1|CPIP	LOC118458466|XP_035776879.1|AALB, LOC118460815|XP_035781325.1|AALB
OG0013024	LOC120425383|XP_039445832.1|CPIP	LOC118459272|XP_035778401.1|AALB
OG0013025	LOC120421028|XP_039440096.1|CPIP	LOC118460156|XP_035780146.1|AALB
OG0013026	LOC120415803|XP_039433365.1|CPIP	LOC118460476|XP_035780705.1|AALB
OG0013027	LOC120431667|XP_039452710.1|CPIP	LOC118456796|XP_035773776.1|AALB
OG0013028	LOC120432532|XP_039453689.1|CPIP	LOC118460478|XP_035780708.1|AALB
OG0013029	LOC120421023|XP_039440088.1|CPIP, LOC120418816|XP_039437261.1|CPIP	LOC118468771|XP_035795843.1|AALB
OG0013030	LOC120421780|XP_039440983.1|CPIP	LOC118458606|XP_035777175.1|AALB
OG0013032	LOC120428417|XP_039449363.1|CPIP	LOC118464631|XP_035787970.1|AALB
OG0013032	LOC120428387|XP_039449318.1|CPIP	LOC118465721|XP_035790059.1|AALB
OG0013033	LOC120417811|XP_039435944.1|CPIP	LOC118462956|XP_035785003.1|AALB
OG0013034	LOC120417820|XP_039435967.1|CPIP	LOC118462957|XP_035785004.1|AALB
OG0013035	LOC120417833|XP_039435982.1|CPIP	LOC118462953|XP_035784990.1|AALB
OG0013036	LOC120419753|XP_039438506.1|CPIP	LOC118462987|XP_035785090.1|AALB
OG0013037	LOC120417421|XP_039435399.1|CPIP	LOC118464661|XP_035788061.1|AALB
OG0013038	LOC120413493|XP_039430284.1|CPIP	LOC118467736|XP_035794436.1|AALB
OG0013039	LOC120427575|XP_039448389.1|CPIP	LOC118465403|XP_035789514.1|AALB
OG0013040	LOC120417395|XP_039435355.1|CPIP	LOC118464824|XP_035788383.1|AALB
OG0013041	LOC120426021|XP_039446634.1|CPIP	LOC118467328|XP_035793558.1|AALB
OG0013042	LOC120422318|XP_039441638.1|CPIP	LOC118462695|XP_035784514.1|AALB
OG0013043	LOC120428333|XP_039449263.1|CPIP	LOC118467713|XP_035794404.1|AALB
OG0013044	LOC120418503|XP_039436874.1|CPIP	LOC118467178|XP_035793254.1|AALB
OG0013047	LOC120418906|XP_039437367.1|CPIP	LOC118466513|XP_035791885.1|AALB
OG0013048	LOC120414640|XP_039431805.1|CPIP	LOC118463367|XP_035785784.1|AALB
OG0013049	LOC120412648|XP_039429136.1|CPIP	LOC118463175|XP_035785474.1|AALB
OG0013051	LOC120419993|XP_039438815.1|CPIP	LOC118467605|XP_035794195.1|AALB
OG0013052	LOC120430338|XP_039451373.1|CPIP	LOC118463239|XP_035785598.1|AALB
OG0013053	LOC120417634|XP_039435680.1|CPIP	LOC118463411|XP_035785856.1|AALB
OG0013054	LOC120416066|XP_039433666.1|CPIP, LOC120423597|XP_039443392.1|CPIP	LOC118463376|XP_035785796.1|AALB
OG0013055	LOC120419530|XP_039438175.1|CPIP	LOC118462602|XP_035784323.1|AALB
OG0013056	LOC120425140|XP_039445501.1|CPIP	LOC118466254|XP_035791199.1|AALB
OG0013057	LOC120430649|XP_039451688.1|CPIP, LOC120425136|XP_039445497.1|CPIP	LOC118463636|XP_035786262.1|AALB
OG0013059	LOC120424637|XP_039444741.1|CPIP	LOC118465709|XP_035790033.1|AALB
OG0013061	LOC120418678|XP_039437062.1|CPIP	LOC118464599|XP_035787936.1|AALB
OG0013062	LOC120418663|XP_039437045.1|CPIP	LOC118464074|XP_035787018.1|AALB
OG0013063	LOC120417475|XP_039435484.1|CPIP	LOC118466072|XP_035790829.1|AALB
OG0013064	LOC120418846|XP_039437303.1|CPIP, LOC120418847|XP_039437305.1|CPIP	LOC118465866|XP_035790391.1|AALB
OG0013065	LOC120420760|XP_039439797.1|CPIP	LOC118462597|XP_035784315.1|AALB
OG0013066	LOC120425454|XP_039445920.1|CPIP	LOC118468532|XP_035795303.1|AALB
OG0013068	LOC120414715|XP_039431955.1|CPIP	LOC118456480|XP_035773187.1|AALB
OG0013069	LOC120414700|XP_039431933.1|CPIP	LOC118456478|XP_035773181.1|AALB
OG0013070	LOC120428093|XP_039449011.1|CPIP	LOC118457745|XP_035775450.1|AALB
OG0013071	LOC120418319|XP_039436581.1|CPIP	LOC118459160|XP_035778141.1|AALB
OG0013072	LOC120418312|XP_039436574.1|CPIP	LOC118459770|XP_035779371.1|AALB
OG0013073	LOC120422973|XP_039442507.1|CPIP	LOC118458366|XP_035776649.1|AALB
OG0013074	LOC120421107|XP_039440195.1|CPIP	LOC118457515|XP_035775052.1|AALB
OG0013075	LOC120421113|XP_039440206.1|CPIP	LOC118468627|XP_035795535.1|AALB
OG0013077	LOC120422568|XP_039441990.1|CPIP	LOC118458231|XP_035776393.1|AALB
OG0013078	LOC120422825|XP_039442297.1|CPIP	LOC118460409|XP_035780590.1|AALB
OG0013079	LOC120414086|XP_039431042.1|CPIP	LOC118459017|XP_035777912.1|AALB
OG0013082	LOC120413142|XP_039429784.1|CPIP	LOC118467788|XP_035794542.1|AALB
OG0013083	LOC120413133|XP_039429771.1|CPIP	LOC118459167|XP_035778203.1|AALB
OG0013084	LOC120416315|XP_039433970.1|CPIP	LOC118460498|XP_035780744.1|AALB
OG0013085	LOC120416303|XP_039433956.1|CPIP	LOC118456684|XP_035773563.1|AALB
OG0013087	LOC120414738|XP_039431982.1|CPIP	LOC118456686|XP_035773566.1|AALB
OG0013088	LOC120424240|XP_039444241.1|CPIP	LOC118456673|XP_035773538.1|AALB, LOC118461935|XP_035783703.1|AALB
OG0013089	LOC120420245|XP_039439170.1|CPIP	LOC118456449|XP_035773113.1|AALB
OG0013090	LOC120421958|XP_039441206.1|CPIP	LOC118468704|XP_035795721.1|AALB
OG0013091	LOC120421959|XP_039441207.1|CPIP	LOC118458556|XP_035777088.1|AALB
OG0013092	LOC120425206|XP_039445571.1|CPIP, LOC120418941|XP_039437412.1|CPIP	LOC118468231|XP_035794904.1|AALB
OG0013093	LOC120418967|XP_039437446.1|CPIP, LOC120425203|XP_039445568.1|CPIP	LOC118456216|XP_035772689.1|AALB
OG0013094	LOC120418976|XP_039437456.1|CPIP, LOC120425204|XP_039445569.1|CPIP	LOC118456220|XP_035772697.1|AALB
OG0013095	LOC120419863|XP_039438638.1|CPIP	LOC118461090|XP_035781886.1|AALB
OG0013096	LOC120427358|XP_039448147.1|CPIP	LOC118468289|XP_035794908.1|AALB
OG0013098	LOC120423134|XP_039442752.1|CPIP, LOC120423144|XP_039442761.1|CPIP	LOC118458048|XP_035776066.1|AALB
OG0013099	LOC120419200|XP_039437804.1|CPIP	LOC118460674|XP_035781044.1|AALB
OG0013100	LOC120419861|XP_039438630.1|CPIP	LOC118458850|XP_035777663.1|AALB
OG0013101	LOC120419843|XP_039438612.1|CPIP	LOC118457986|XP_035775943.1|AALB
OG0013103	LOC120423470|XP_039443230.1|CPIP	LOC118466715|XP_035792274.1|AALB
OG0013105	LOC120415586|XP_039433108.1|CPIP	LOC118460304|XP_035780400.1|AALB
OG0013106	LOC120412496|XP_039428926.1|CPIP, LOC120418434|XP_039436777.1|CPIP	LOC118457316|XP_035774697.1|AALB
OG0013108	LOC120421174|XP_039440303.1|CPIP	LOC118459422|XP_035778659.1|AALB
OG0013109	LOC120431447|XP_039452498.1|CPIP	LOC118460406|XP_035780583.1|AALB
OG0013111	LOC120420491|XP_039439471.1|CPIP	LOC118457432|XP_035774910.1|AALB
OG0013112	LOC120413866|XP_039430766.1|CPIP	LOC118458965|XP_035777841.1|AALB, LOC118456290|XP_035772799.1|AALB
OG0013113	LOC120417990|XP_039436173.1|CPIP	LOC118468946|XP_035796188.1|AALB
OG0013115	LOC120426272|XP_039446948.1|CPIP	LOC118457504|XP_035775035.1|AALB
OG0013116	LOC120423212|XP_039442852.1|CPIP	LOC118461283|XP_035782329.1|AALB
OG0013117	LOC120429759|XP_039450745.1|CPIP	LOC118460955|XP_035781624.1|AALB
OG0013118	LOC120414367|XP_039431468.1|CPIP	LOC118457253|XP_035774534.1|AALB
OG0013119	LOC120420625|XP_039439634.1|CPIP	LOC118464064|XP_035787004.1|AALB
OG0013119	LOC120425803|XP_039446349.1|CPIP	LOC118464382|XP_035787618.1|AALB
OG0013120	LOC120416177|XP_039433796.1|CPIP	LOC118459481|XP_035778786.1|AALB
OG0013121	LOC120427998|XP_039448896.1|CPIP	LOC118456941|XP_035773995.1|AALB
OG0013122	LOC120426821|XP_039447541.1|CPIP	LOC118461346|XP_035782454.1|AALB
OG0013123	LOC120420465|XP_039439422.1|CPIP	LOC118462072|XP_035783968.1|AALB
OG0013125	LOC120430396|XP_039451434.1|CPIP	LOC118456739|XP_035773680.1|AALB
OG0013126	LOC120426820|XP_039447538.1|CPIP	LOC118461350|XP_035782470.1|AALB
OG0013127	LOC120426833|XP_039447554.1|CPIP	LOC118461360|XP_035782489.1|AALB
