Orthogroup	CPIP.longest_only	DSEC.longest_only
OG0006140	LOC120423705|XP_039443542.1|CPIP	LOC6618799|XP_032570599.1|DSEC
OG0006141	LOC120423704|XP_039443541.1|CPIP	LOC6609475|XP_002034160.1|DSEC
OG0006142	LOC120423690|XP_039443516.1|CPIP	LOC6618383|XP_002042653.1|DSEC
OG0006143	LOC120423709|XP_039443549.1|CPIP	LOC6605524|XP_002030357.1|DSEC
OG0006144	LOC120423708|XP_039443548.1|CPIP	LOC6605628|XP_032575500.1|DSEC
OG0006145	LOC120423710|XP_039443550.1|CPIP	LOC6619421|XP_002043636.1|DSEC
OG0006146	LOC120423896|XP_039443811.1|CPIP	LOC6611672|XP_002036207.2|DSEC
OG0006147	LOC120429122|XP_039450245.1|CPIP	LOC6607128|XP_002031916.1|DSEC
OG0006148	LOC120429124|XP_039450247.1|CPIP	LOC6616272|XP_002040636.1|DSEC
OG0006149	LOC120428260|XP_039449186.1|CPIP	LOC6605525|XP_002030358.1|DSEC
OG0006150	LOC120428259|XP_039449184.1|CPIP	LOC6605528|XP_002030359.1|DSEC
OG0006151	LOC120428258|XP_039449181.1|CPIP	LOC6611894|XP_002036411.1|DSEC
OG0006152	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP	LOC6619662|XP_002043877.1|DSEC
OG0006153	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP	LOC6609523|XP_002034207.1|DSEC
OG0006155	LOC120422738|XP_039442211.1|CPIP	LOC6607124|XP_002031912.2|DSEC, LOC6621815|XP_032577772.1|DSEC, LOC116801551|XP_032577771.1|DSEC
OG0006156	LOC120414004|XP_039430951.1|CPIP	LOC6607190|XP_002031974.2|DSEC
OG0006158	LOC120422394|XP_039441747.1|CPIP	LOC6605416|XP_002030249.2|DSEC
OG0006159	LOC120429108|XP_039450206.1|CPIP	LOC6609148|XP_002033850.1|DSEC
OG0006160	LOC120412519|XP_039428948.1|CPIP	LOC6615822|XP_002040192.1|DSEC
OG0006161	LOC120417400|XP_039435365.1|CPIP	LOC6608341|XP_032571260.1|DSEC
OG0006162	LOC120429201|XP_039450342.1|CPIP	LOC6620286|XP_032579854.1|DSEC
OG0006181	LOC120415038|XP_039432345.1|CPIP	LOC6619104|XP_002043344.1|DSEC
OG0006183	LOC120432314|XP_039453431.1|CPIP	LOC6606457|XP_002031260.1|DSEC
OG0006184	LOC120415855|XP_039433425.1|CPIP	LOC6607342|XP_002032115.1|DSEC
OG0006185	LOC120431097|XP_039452189.1|CPIP	LOC6606279|XP_002031084.1|DSEC
OG0006186	LOC120415065|XP_039432385.1|CPIP	LOC6607349|XP_002032122.1|DSEC
OG0006187	LOC120431108|XP_039452198.1|CPIP	LOC6612831|XP_002037332.1|DSEC
OG0006188	LOC120422044|XP_039441305.1|CPIP	LOC6612210|XP_032582403.1|DSEC
OG0006189	LOC120422045|XP_039441306.1|CPIP	LOC6612211|XP_002036728.2|DSEC
OG0006190	LOC120422065|XP_039441339.1|CPIP	LOC6607827|XP_032579285.1|DSEC
OG0006191	LOC120421059|XP_039440138.1|CPIP	LOC6617170|XP_002041497.1|DSEC
OG0006192	LOC120421082|XP_039440163.1|CPIP	LOC6612196|XP_002036708.2|DSEC
OG0006193	LOC120421070|XP_039440149.1|CPIP	LOC6618514|XP_002042774.1|DSEC
OG0006196	LOC120415053|XP_039432360.1|CPIP	LOC6607058|XP_032577368.1|DSEC
OG0006197	LOC120415067|XP_039432388.1|CPIP	LOC6619449|XP_032579774.1|DSEC
OG0006198	LOC120415071|XP_039432399.1|CPIP	LOC6614805|XP_032581382.1|DSEC, LOC116802684|XP_032582940.1|DSEC
OG0006199	LOC120415050|XP_039432358.1|CPIP	LOC6607839|XP_002032596.1|DSEC
OG0006200	LOC120424019|XP_039443967.1|CPIP	LOC6616747|XP_002041084.2|DSEC
OG0006202	LOC120429963|XP_039450989.1|CPIP	LOC6614851|XP_002039269.1|DSEC
OG0006203	LOC120429961|XP_039450985.1|CPIP	LOC6618057|XP_032582645.1|DSEC
OG0006204	LOC120428471|XP_039449421.1|CPIP	LOC6606367|XP_002031172.1|DSEC
OG0006205	LOC120430286|XP_039451313.1|CPIP	LOC6620462|XP_002044669.1|DSEC
OG0006206	LOC120413710|XP_039430566.1|CPIP	LOC6620002|XP_032581219.1|DSEC
OG0006207	LOC120413715|XP_039430572.1|CPIP	LOC6613489|XP_002037958.1|DSEC
OG0006208	LOC120413714|XP_039430569.1|CPIP	LOC6610150|XP_002034759.1|DSEC
OG0006209	LOC120413733|XP_039430593.1|CPIP	LOC6619800|XP_002044013.1|DSEC
OG0006210	LOC120431692|XP_039452772.1|CPIP	LOC6619746|XP_032580586.1|DSEC
OG0006211	LOC120430283|XP_039451309.1|CPIP	LOC6611626|XP_002036162.1|DSEC
OG0006212	LOC120430282|XP_039451308.1|CPIP	LOC6611625|XP_032578634.1|DSEC
OG0006213	LOC120419293|XP_039437893.1|CPIP	LOC6613785|XP_032578084.1|DSEC
OG0006214	LOC120419283|XP_039437883.1|CPIP	LOC6617922|XP_002042230.1|DSEC
OG0006215	LOC120419270|XP_039437865.1|CPIP	LOC6620263|XP_002044471.2|DSEC
OG0006216	LOC120418131|XP_039436343.1|CPIP	LOC6617104|XP_032577639.1|DSEC
OG0006217	LOC120418118|XP_039436327.1|CPIP	LOC6618096|XP_032580995.1|DSEC
OG0006218	LOC120418128|XP_039436340.1|CPIP	LOC6611203|XP_002035759.1|DSEC
OG0006219	LOC120432272|XP_039453386.1|CPIP	LOC6616014|XP_032581769.1|DSEC
OG0006220	LOC120432270|XP_039453385.1|CPIP	LOC6606129|XP_002030937.2|DSEC
OG0006221	LOC120432330|XP_039453452.1|CPIP	LOC6612967|XP_002037458.2|DSEC
OG0006222	LOC120432332|XP_039453456.1|CPIP	LOC6612965|XP_002037456.1|DSEC
OG0006223	LOC120432298|XP_039453418.1|CPIP	LOC6615132|XP_002039548.1|DSEC
OG0006224	LOC120432227|XP_039453335.1|CPIP	LOC6620464|XP_032582738.1|DSEC
OG0006225	LOC120432241|XP_039453349.1|CPIP	LOC6612327|XP_002036837.1|DSEC
OG0006226	LOC120424295|XP_039444312.1|CPIP	LOC6608577|XP_002033311.1|DSEC
OG0006227	LOC120419274|XP_039437873.1|CPIP	LOC6617653|XP_032580704.1|DSEC
OG0006228	LOC120416301|XP_039433990.1|CPIP	LOC6609953|XP_002034599.1|DSEC
OG0006229	LOC120413704|XP_039430557.1|CPIP	LOC6620107|XP_032579887.1|DSEC
OG0006230	LOC120424021|XP_039443970.1|CPIP	LOC6617989|XP_032582706.1|DSEC
OG0006231	LOC120424025|XP_039443975.1|CPIP	LOC6618458|XP_032582038.1|DSEC
OG0006232	LOC120421071|XP_039440150.1|CPIP	LOC6620006|XP_032582284.1|DSEC
OG0006233	LOC120421066|XP_039440145.1|CPIP	LOC6620008|XP_032580911.1|DSEC
OG0006234	LOC120432472|XP_039453633.1|CPIP	LOC6617990|XP_002042298.1|DSEC
OG0006235	LOC120432321|XP_039453443.1|CPIP	LOC6614962|XP_032582526.1|DSEC
OG0006236	LOC120432248|XP_039453357.1|CPIP	LOC6619590|XP_002043805.1|DSEC
OG0006237	LOC120432257|XP_039453372.1|CPIP	LOC6620461|XP_002044668.1|DSEC
OG0006238	LOC120430647|XP_039451690.1|CPIP	LOC6617937|XP_032581095.1|DSEC
OG0006239	LOC120431218|XP_039452299.1|CPIP	LOC6620594|XP_032581439.1|DSEC
OG0006240	LOC120424110|XP_039444070.1|CPIP	LOC6612744|XP_002037247.1|DSEC
OG0006241	LOC120432260|XP_039453375.1|CPIP	LOC6617991|XP_002042299.1|DSEC
OG0006242	LOC120432220|XP_039453323.1|CPIP	LOC6619903|XP_002044115.1|DSEC
OG0006243	LOC120432219|XP_039453320.1|CPIP	LOC6607047|XP_002031835.1|DSEC
OG0006244	LOC120432294|XP_039453414.1|CPIP	LOC6607133|XP_002031919.1|DSEC
OG0006245	LOC120424014|XP_039443962.1|CPIP	LOC6607433|XP_002032202.2|DSEC
OG0006246	LOC120413336|XP_039430046.1|CPIP	LOC6616221|XP_032582620.1|DSEC
OG0006247	LOC120413345|XP_039430057.1|CPIP	LOC6608069|XP_032570810.1|DSEC
OG0006248	LOC120422085|XP_039441364.1|CPIP	LOC6619240|XP_002043459.1|DSEC
OG0006249	LOC120416394|XP_039434064.1|CPIP	LOC6613336|XP_032569722.1|DSEC
OG0006250	LOC120419690|XP_039438411.1|CPIP	LOC6619939|XP_002044151.2|DSEC
OG0006251	LOC120432362|XP_039453492.1|CPIP	LOC6617092|XP_002041419.1|DSEC
OG0006252	LOC120414180|XP_039431190.1|CPIP	LOC6617093|XP_002041420.1|DSEC
OG0006253	LOC120414193|XP_039431207.1|CPIP	LOC6616220|XP_002040585.2|DSEC
OG0006254	LOC120417691|XP_039435761.1|CPIP	LOC6618181|XP_002042456.1|DSEC
OG0006255	LOC120431152|XP_039452226.1|CPIP	LOC6607493|XP_002032262.1|DSEC
OG0006256	LOC120422446|XP_039441824.1|CPIP	LOC6617996|XP_002042304.1|DSEC
OG0006257	LOC120422466|XP_039441853.1|CPIP	LOC6617472|XP_032582311.1|DSEC, LOC116802464|XP_032582829.1|DSEC
OG0006258	LOC120422465|XP_039441852.1|CPIP	LOC6619799|XP_032580651.1|DSEC
OG0006260	LOC120424286|XP_039444291.1|CPIP	LOC6617471|XP_002041788.1|DSEC
OG0006261	LOC120424296|XP_039444313.1|CPIP	LOC6617704|XP_002042016.1|DSEC
OG0006262	LOC120424299|XP_039444318.1|CPIP	LOC6617514|XP_002041830.2|DSEC
OG0006263	LOC120424308|XP_039444327.1|CPIP	LOC6612381|XP_032580407.1|DSEC
OG0006264	LOC120424306|XP_039444325.1|CPIP	LOC6616057|XP_002040423.2|DSEC
OG0006265	LOC120424304|XP_039444323.1|CPIP	LOC6609382|XP_002034071.1|DSEC
OG0006266	LOC120424294|XP_039444310.1|CPIP	LOC6616054|XP_002040420.1|DSEC
OG0006267	LOC120424289|XP_039444296.1|CPIP	LOC6618547|XP_032581232.1|DSEC
OG0006268	LOC120415078|XP_039432415.1|CPIP	LOC6615527|XP_002039906.2|DSEC
OG0006269	LOC120425045|XP_039445349.1|CPIP	LOC6607139|XP_002031925.1|DSEC
OG0006271	LOC120422533|XP_039441929.1|CPIP	LOC6606950|XP_002031744.2|DSEC
OG0006272	LOC120424287|XP_039444294.1|CPIP	LOC6618447|XP_032581411.1|DSEC
OG0006273	LOC120420180|XP_039439089.1|CPIP	LOC6607898|XP_002032652.1|DSEC
OG0006274	LOC120420184|XP_039439094.1|CPIP	LOC6618666|XP_032581001.1|DSEC
OG0006275	LOC120427554|XP_039448364.1|CPIP	LOC6616187|XP_002040552.1|DSEC
OG0006276	LOC120425425|XP_039445887.1|CPIP	LOC6610180|XP_002034788.1|DSEC
OG0006277	LOC120422444|XP_039441821.1|CPIP	LOC6614342|XP_032577543.1|DSEC
OG0006278	LOC120420250|XP_039439174.1|CPIP	LOC6618091|XP_002042389.1|DSEC
OG0006279	LOC120429655|XP_039450615.1|CPIP	LOC6620974|XP_032580184.1|DSEC
OG0006280	LOC120416889|XP_039434716.1|CPIP	LOC6620342|XP_002044550.2|DSEC
OG0006281	LOC120416890|XP_039434721.1|CPIP	LOC6620344|XP_002044552.1|DSEC
OG0006282	LOC120422091|XP_039441373.1|CPIP	LOC6615067|XP_002039484.2|DSEC
OG0006283	LOC120422092|XP_039441374.1|CPIP	LOC6607621|XP_002032389.1|DSEC
OG0006284	LOC120422048|XP_039441308.1|CPIP	LOC6605893|XP_002030706.1|DSEC
OG0006285	LOC120432322|XP_039453440.1|CPIP	LOC116801772|XP_032579110.1|DSEC
OG0006286	LOC120432320|XP_039453439.1|CPIP	LOC6613768|XP_002038237.2|DSEC
OG0006287	LOC120429174|XP_039450320.1|CPIP	LOC6619925|XP_002044137.1|DSEC
OG0006288	LOC120429175|XP_039450321.1|CPIP	LOC6612919|XP_002037411.2|DSEC
OG0006289	LOC120413346|XP_039430058.1|CPIP	LOC6613738|XP_002038208.1|DSEC
OG0006290	LOC120418133|XP_039436347.1|CPIP	LOC6619735|XP_032580383.1|DSEC
OG0006291	LOC120427672|XP_039448486.1|CPIP	LOC6617807|XP_002042119.2|DSEC
OG0006292	LOC120412725|XP_039429246.1|CPIP	LOC6618561|XP_032580885.1|DSEC
OG0006293	LOC120412740|XP_039429268.1|CPIP	LOC6610344|XP_002034930.1|DSEC
OG0006294	LOC120432249|XP_039453362.1|CPIP	LOC6618515|XP_032580703.1|DSEC
OG0006295	LOC120432397|XP_039453531.1|CPIP	LOC6612192|XP_002036710.2|DSEC
OG0006296	LOC120432381|XP_039453512.1|CPIP	LOC6614975|XP_032580759.1|DSEC
OG0006297	LOC120427221|XP_039448018.1|CPIP	LOC6618108|XP_032581646.1|DSEC
OG0006298	LOC120413367|XP_039430086.1|CPIP	LOC6618517|XP_032581483.1|DSEC
OG0006299	LOC120413371|XP_039430089.1|CPIP	LOC6612570|XP_032580895.1|DSEC
OG0006300	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP	LOC6616181|XP_032581190.1|DSEC
OG0006301	LOC120413365|XP_039430083.1|CPIP	LOC6615095|XP_002039511.2|DSEC
OG0006302	LOC120430976|XP_039452085.1|CPIP	LOC6617621|XP_032580553.1|DSEC
OG0006303	LOC120424903|XP_039445127.1|CPIP	LOC6608767|XP_002033490.2|DSEC
OG0006304	LOC120414151|XP_039431123.1|CPIP	LOC6612610|XP_032579436.1|DSEC
OG0006305	LOC120427663|XP_039448470.1|CPIP	LOC6612614|XP_032576757.1|DSEC
OG0006306	LOC120427667|XP_039448478.1|CPIP	LOC116801694|XP_032578683.1|DSEC
OG0006307	LOC120427668|XP_039448482.1|CPIP	LOC6619536|XP_032578613.1|DSEC
OG0006308	LOC120432328|XP_039453486.1|CPIP	LOC6618007|XP_002042315.1|DSEC
OG0006309	LOC120415622|XP_039433153.1|CPIP	LOC6617981|XP_032581708.1|DSEC
OG0006310	LOC120415602|XP_039433129.1|CPIP	LOC6614031|XP_002038485.1|DSEC
OG0006311	LOC120415635|XP_039433168.1|CPIP	LOC6620161|XP_032581331.1|DSEC
OG0006312	LOC120421420|XP_039440561.1|CPIP	LOC6620160|XP_032581328.1|DSEC
OG0006313	LOC120421422|XP_039440568.1|CPIP	LOC6620254|XP_002044462.1|DSEC
OG0006314	LOC120424732|XP_039444895.1|CPIP	LOC6619979|XP_032580732.1|DSEC
OG0006315	LOC120417020|XP_039434891.1|CPIP	LOC6612952|XP_032576276.1|DSEC
OG0006316	LOC120422074|XP_039441351.1|CPIP	LOC6620337|XP_002044545.1|DSEC
OG0006317	LOC120420591|XP_039439632.1|CPIP	LOC6619005|XP_002043250.1|DSEC
OG0006318	LOC120425692|XP_039446251.1|CPIP	LOC6614981|XP_002039398.1|DSEC
OG0006319	LOC120424263|XP_039444298.1|CPIP	LOC6608414|XP_002033148.1|DSEC
OG0006320	LOC120415097|XP_039432488.1|CPIP	LOC6617487|XP_002041804.2|DSEC
OG0006321	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP	LOC6619771|XP_002043984.1|DSEC
OG0006322	LOC120413373|XP_039430099.1|CPIP	LOC6620442|XP_002044650.1|DSEC
OG0006323	LOC120413342|XP_039430055.1|CPIP	LOC6619995|XP_002044207.1|DSEC
OG0006324	LOC120424688|XP_039444797.1|CPIP	LOC6616095|XP_002040460.2|DSEC
OG0006325	LOC120425314|XP_039445717.1|CPIP	LOC6619199|XP_002043420.1|DSEC
OG0006326	LOC120417706|XP_039435786.1|CPIP	LOC116801099|XP_032574624.1|DSEC
OG0006327	LOC120417701|XP_039435780.1|CPIP	LOC6617135|XP_002041462.1|DSEC
OG0006328	LOC120414505|XP_039431640.1|CPIP	LOC6607503|XP_002032272.1|DSEC
OG0006329	LOC120416915|XP_039434748.1|CPIP	LOC6618651|XP_032582694.1|DSEC
OG0006330	LOC120431013|XP_039452107.1|CPIP	LOC6607841|XP_032576457.1|DSEC
OG0006331	LOC120430666|XP_039451705.1|CPIP	LOC6618052|XP_002042350.1|DSEC
OG0006332	LOC120431040|XP_039452129.1|CPIP	LOC6618627|XP_002042886.1|DSEC
OG0006333	LOC120430982|XP_039452065.1|CPIP	LOC6618427|XP_032582465.1|DSEC
OG0006334	LOC120430683|XP_039451718.1|CPIP	LOC6612197|XP_002036714.1|DSEC
OG0006335	LOC120419622|XP_039438295.1|CPIP	LOC6607536|XP_002032305.1|DSEC
OG0006336	LOC120412590|XP_039429050.1|CPIP	LOC6617586|XP_002041899.1|DSEC
OG0006337	LOC120431332|XP_039452400.1|CPIP	LOC6617637|XP_002041950.1|DSEC
OG0006338	LOC120429016|XP_039450089.1|CPIP	LOC6613823|XP_002038292.1|DSEC
OG0006339	LOC120414539|XP_039431684.1|CPIP	LOC6619990|XP_032580727.1|DSEC
OG0006340	LOC120414541|XP_039431689.1|CPIP	LOC6615102|XP_002039518.1|DSEC
OG0006341	LOC120414540|XP_039431688.1|CPIP	LOC6617486|XP_032581210.1|DSEC
OG0006342	LOC120414531|XP_039431673.1|CPIP	LOC6617484|XP_032580983.1|DSEC
OG0006343	LOC120414522|XP_039431664.1|CPIP	LOC6617481|XP_002041798.2|DSEC
OG0006344	LOC120414521|XP_039431663.1|CPIP	LOC6617999|XP_032581617.1|DSEC
OG0006345	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP	LOC6607461|XP_032579591.1|DSEC
OG0006346	LOC120414529|XP_039431671.1|CPIP	LOC6612676|XP_002037179.1|DSEC
OG0006347	LOC120417697|XP_039435775.1|CPIP	LOC6607713|XP_032577284.1|DSEC
OG0006348	LOC120414163|XP_039431148.1|CPIP	LOC6616197|XP_002040562.2|DSEC
OG0006349	LOC120416238|XP_039433869.1|CPIP	LOC6616050|XP_002040416.2|DSEC
OG0006350	LOC120416250|XP_039433886.1|CPIP	LOC6612727|XP_002037230.1|DSEC
OG0006351	LOC120416236|XP_039433867.1|CPIP	LOC6615060|XP_032582643.1|DSEC
OG0006352	LOC120416239|XP_039433875.1|CPIP	LOC6609216|XP_002033907.1|DSEC
OG0006353	LOC120416237|XP_039433868.1|CPIP	LOC6612822|XP_002037323.1|DSEC
OG0006354	LOC120430913|XP_039451970.1|CPIP	LOC6607487|XP_002032256.2|DSEC
OG0006355	LOC120419615|XP_039438290.1|CPIP	LOC6617467|XP_002041784.2|DSEC
OG0006356	LOC120417760|XP_039435854.1|CPIP	LOC6616081|XP_002040447.1|DSEC
OG0006357	LOC120417783|XP_039435873.1|CPIP	LOC6618102|XP_032582141.1|DSEC
OG0006358	LOC120412815|XP_039429357.1|CPIP	LOC6610360|XP_002034946.1|DSEC
OG0006359	LOC120412989|XP_039429577.1|CPIP	LOC6606276|XP_002031081.1|DSEC
OG0006360	LOC120413531|XP_039430342.1|CPIP	LOC6612300|XP_002036810.1|DSEC
OG0006361	LOC120417016|XP_039434886.1|CPIP	LOC6614138|XP_032578201.1|DSEC
OG0006362	LOC120413206|XP_039429895.1|CPIP	LOC6616162|XP_032581086.1|DSEC
OG0006363	LOC120428436|XP_039449381.1|CPIP	LOC6614950|XP_032581506.1|DSEC
OG0006364	LOC120413277|XP_039429942.1|CPIP	LOC6617712|XP_002042024.2|DSEC
OG0006365	LOC120413304|XP_039429998.1|CPIP	LOC6615154|XP_002039570.1|DSEC
OG0006366	LOC120413307|XP_039430003.1|CPIP	LOC6615151|XP_032581126.1|DSEC
OG0006367	LOC120413308|XP_039430004.1|CPIP	LOC6620460|XP_002044667.1|DSEC
OG0006368	LOC120414147|XP_039431119.1|CPIP	LOC6612883|XP_032577684.1|DSEC
OG0006369	LOC120414160|XP_039431135.1|CPIP	LOC6612886|XP_032576295.1|DSEC
OG0006370	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP	LOC116801989|XP_032580534.1|DSEC, LOC6614909|XP_002039326.2|DSEC
OG0006372	LOC120423049|XP_039442656.1|CPIP	LOC6617128|XP_002041455.1|DSEC
OG0006373	LOC120430293|XP_039451322.1|CPIP	LOC6619839|XP_032581642.1|DSEC
OG0006374	LOC120420404|XP_039439350.1|CPIP	LOC6620157|XP_032580346.1|DSEC
OG0006375	LOC120430110|XP_039451130.1|CPIP	LOC6620482|XP_032580562.1|DSEC
OG0006376	LOC120430109|XP_039451128.1|CPIP	LOC6620459|XP_002044666.2|DSEC
OG0006377	LOC120430118|XP_039451137.1|CPIP	LOC6614890|XP_002039307.1|DSEC
OG0006378	LOC120418066|XP_039436258.1|CPIP	LOC6612734|XP_032578158.1|DSEC
OG0006379	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP	LOC6619584|XP_032580950.1|DSEC
OG0006380	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP	LOC6612498|XP_002037006.1|DSEC
OG0006381	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP	LOC6618511|XP_002042771.2|DSEC
OG0006382	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP	LOC6618621|XP_002042880.1|DSEC
OG0006383	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP	LOC6618646|XP_032582362.1|DSEC
OG0006384	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP	LOC6618645|XP_032582363.1|DSEC
OG0006385	LOC120419888|XP_039438687.1|CPIP	LOC6621093|XP_032578931.1|DSEC
OG0006386	LOC120419892|XP_039438694.1|CPIP	LOC6611421|XP_002035965.1|DSEC
OG0006387	LOC120419896|XP_039438699.1|CPIP	LOC6612860|XP_002037352.1|DSEC
OG0006388	LOC120428457|XP_039449402.1|CPIP	LOC6612198|XP_032581819.1|DSEC
OG0006389	LOC120428459|XP_039449405.1|CPIP	LOC6612199|XP_002036716.1|DSEC
OG0006390	LOC120426449|XP_039447145.1|CPIP	LOC6616633|XP_002040990.1|DSEC
OG0006391	LOC120424160|XP_039444143.1|CPIP	LOC6606564|XP_002031365.1|DSEC
OG0006392	LOC120427586|XP_039448398.1|CPIP	LOC6612377|XP_032580397.1|DSEC
OG0006393	LOC120425009|XP_039445314.1|CPIP	LOC6613689|XP_002038159.2|DSEC
OG0006394	LOC120425015|XP_039445320.1|CPIP	LOC6621082|XP_002045273.1|DSEC
OG0006395	LOC120424946|XP_039445190.1|CPIP	LOC6607140|XP_002031926.1|DSEC
OG0006396	LOC120419794|XP_039438564.1|CPIP	LOC6615044|XP_002039461.1|DSEC
OG0006397	LOC120425466|XP_039445932.1|CPIP	LOC6612552|XP_002037060.1|DSEC
OG0006398	LOC120425479|XP_039445950.1|CPIP	LOC6612289|XP_002036799.2|DSEC
OG0006399	LOC120428785|XP_039449806.1|CPIP	LOC6620486|XP_002044693.1|DSEC
OG0006400	LOC120428783|XP_039449805.1|CPIP	LOC6620483|XP_002044692.1|DSEC
OG0006401	LOC120428774|XP_039449792.1|CPIP	LOC6618350|XP_002042621.2|DSEC
OG0006402	LOC120428777|XP_039449795.1|CPIP	LOC6620057|XP_002044269.1|DSEC
OG0006403	LOC120427451|XP_039448253.1|CPIP	LOC6620064|XP_002044276.1|DSEC
OG0006404	LOC120427459|XP_039448262.1|CPIP	LOC6606774|XP_002031571.1|DSEC
OG0006405	LOC120427445|XP_039448247.1|CPIP	LOC6605562|XP_032574864.1|DSEC
OG0006407	LOC120426622|XP_039447349.1|CPIP	LOC6619849|XP_032580096.1|DSEC
OG0006408	LOC120429695|XP_039450664.1|CPIP	LOC6615100|XP_002039516.1|DSEC
OG0006409	LOC120429238|XP_039450383.1|CPIP	LOC6619919|XP_032581747.1|DSEC
OG0006410	LOC120428948|XP_039450022.1|CPIP	LOC6617957|XP_032580011.1|DSEC
OG0006411	LOC120428953|XP_039450026.1|CPIP	LOC6620311|XP_002044519.1|DSEC
OG0006412	LOC120425703|XP_039446228.1|CPIP	LOC6617074|XP_002041402.1|DSEC
OG0006413	LOC120431913|XP_039452977.1|CPIP	LOC6617076|XP_032576962.1|DSEC
OG0006415	LOC120416140|XP_039433749.1|CPIP	LOC6617513|XP_032580802.1|DSEC
OG0006416	LOC120431202|XP_039452278.1|CPIP	LOC6618976|XP_002043221.1|DSEC
OG0006418	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP	LOC6618004|XP_002042312.2|DSEC
OG0006419	LOC120432092|XP_039453163.1|CPIP	LOC6612986|XP_032578310.1|DSEC
OG0006420	LOC120430807|XP_039451863.1|CPIP	LOC6607627|XP_002032395.1|DSEC
OG0006421	LOC120430805|XP_039451859.1|CPIP	LOC6613512|XP_002037980.1|DSEC
OG0006422	LOC120425488|XP_039445966.1|CPIP	LOC6613519|XP_032583240.1|DSEC
OG0006423	LOC120425472|XP_039445942.1|CPIP	LOC6607425|XP_002032194.1|DSEC
OG0006424	LOC120425478|XP_039445948.1|CPIP	LOC6607426|XP_002032195.1|DSEC
OG0006425	LOC120425494|XP_039445978.1|CPIP	LOC6607423|XP_032578699.1|DSEC
OG0006426	LOC120425493|XP_039445977.1|CPIP	LOC6607422|XP_002032191.1|DSEC
OG0006427	LOC120418062|XP_039436252.1|CPIP	LOC6618701|XP_002042960.1|DSEC
OG0006428	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP	LOC6620082|XP_002044294.1|DSEC
OG0006429	LOC120427716|XP_039448548.1|CPIP	LOC6607665|XP_032576818.1|DSEC
OG0006430	LOC120426535|XP_039447235.1|CPIP	LOC6616327|XP_002040687.1|DSEC
OG0006431	LOC120417849|XP_039436004.1|CPIP	LOC6612757|XP_002037260.2|DSEC
OG0006432	LOC120417843|XP_039435997.1|CPIP	LOC6620511|XP_002044711.1|DSEC
OG0006433	LOC120421777|XP_039440979.1|CPIP	LOC6607637|XP_002032402.1|DSEC
OG0006434	LOC120423854|XP_039443739.1|CPIP	LOC6611952|XP_002036469.1|DSEC
OG0006435	LOC120423858|XP_039443741.1|CPIP	LOC6621063|XP_032577780.1|DSEC
OG0006436	LOC120423851|XP_039443736.1|CPIP	LOC6617994|XP_002042302.1|DSEC
OG0006437	LOC120423829|XP_039443691.1|CPIP	LOC6618428|XP_032582467.1|DSEC
OG0006438	LOC120427978|XP_039448868.1|CPIP	LOC6617253|XP_002041580.1|DSEC
OG0006439	LOC120426233|XP_039446903.1|CPIP	LOC6616857|XP_002041193.1|DSEC
OG0006440	LOC120426226|XP_039446896.1|CPIP	LOC6616858|XP_002041194.1|DSEC
OG0006441	LOC120418735|XP_039437142.1|CPIP	LOC6614053|XP_002038507.2|DSEC
OG0006442	LOC120418749|XP_039437159.1|CPIP	LOC6607799|XP_032576572.1|DSEC
OG0006443	LOC120420759|XP_039439796.1|CPIP	LOC6614140|XP_002038593.1|DSEC
OG0006444	LOC120420792|XP_039439839.1|CPIP	LOC6612812|XP_002037313.1|DSEC
OG0006446	LOC120424346|XP_039444372.1|CPIP	LOC6619671|XP_032578033.1|DSEC
OG0006447	LOC120425560|XP_039446052.1|CPIP	LOC6619665|XP_032579578.1|DSEC
OG0006448	LOC120423853|XP_039443738.1|CPIP	LOC6607702|XP_032577810.1|DSEC
OG0006449	LOC120423836|XP_039443715.1|CPIP	LOC6607699|XP_002032463.2|DSEC
OG0006450	LOC120423300|XP_039442998.1|CPIP	LOC6614486|XP_002038919.1|DSEC
OG0006451	LOC120422577|XP_039441997.1|CPIP	LOC6619779|XP_032582149.1|DSEC
OG0006452	LOC120428997|XP_039450070.1|CPIP	LOC6619637|XP_002043852.1|DSEC
