Orthogroup	CPIP.longest_only	DMEL.longest_only
OG0007162	LOC120415325|XP_039432748.1|CPIP	CG1637|NP_001285095.1|DMEL
OG0007163	LOC120414373|XP_039431475.1|CPIP	CG11563|NP_651884.1|DMEL
OG0007164	LOC120415115|XP_039432470.1|CPIP	CstF50|NP_651883.1|DMEL
OG0007165	LOC120420459|XP_039439411.1|CPIP	PhKgamma|NP_511129.3|DMEL
OG0007166	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP	CG43163|NP_001246673.1|DMEL
OG0007167	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP	Pis|NP_573055.1|DMEL
OG0007168	LOC120418831|XP_039437287.1|CPIP	Cdc42|NP_523414.1|DMEL
OG0007169	LOC120418849|XP_039437310.1|CPIP	CG17776|NP_652509.1|DMEL
OG0007170	LOC120418761|XP_039437173.1|CPIP	CG9776|NP_649455.1|DMEL
OG0007171	LOC120419179|XP_039437778.1|CPIP	Agpat1|NP_572828.1|DMEL
OG0007172	LOC120418607|XP_039436987.1|CPIP	MTPAP|NP_569904.1|DMEL
OG0007173	LOC120418597|XP_039436977.1|CPIP	CG11417|NP_569906.1|DMEL
OG0007174	LOC120419090|XP_039437616.1|CPIP	CG13842|NP_651085.2|DMEL
OG0007175	LOC120419198|XP_039437805.1|CPIP	CG32112|NP_001261779.1|DMEL
OG0007176	LOC120425599|XP_039446114.1|CPIP	RIOK2|NP_651365.1|DMEL
OG0007177	LOC120425605|XP_039446120.1|CPIP	HDAC3|NP_651978.2|DMEL
OG0007178	LOC120425609|XP_039446125.1|CPIP	CG8202|NP_649826.3|DMEL
OG0007179	LOC120431565|XP_039452607.1|CPIP	CG2656|NP_649699.1|DMEL
OG0007180	LOC120431564|XP_039452606.1|CPIP	POLDIP2|NP_730934.1|DMEL
OG0007181	LOC120415093|XP_039432449.1|CPIP	wds|NP_524984.1|DMEL
OG0007182	LOC120415236|XP_039432637.1|CPIP	Naam|NP_732446.1|DMEL
OG0007183	LOC120414134|XP_039431104.1|CPIP	GluClalpha|NP_001287408.1|DMEL
OG0007184	LOC120413936|XP_039430870.1|CPIP	CG7432|NP_650825.2|DMEL
OG0007185	LOC120414322|XP_039431397.1|CPIP	ND-B8|NP_652341.1|DMEL
OG0007186	LOC120413658|XP_039430511.1|CPIP	Sulf1|NP_524987.1|DMEL
OG0007187	LOC120413660|XP_039430512.1|CPIP	Nf1|NP_733132.2|DMEL
OG0007188	LOC120413668|XP_039430528.1|CPIP	CG3744|NP_001262935.1|DMEL
OG0007189	LOC120413663|XP_039430520.1|CPIP	CG8199|NP_649905.1|DMEL
OG0007190	LOC120413665|XP_039430521.1|CPIP	Taf12|NP_524320.1|DMEL
OG0007191	LOC120413679|XP_039430540.1|CPIP	Edc3|NP_648992.1|DMEL
OG0007192	LOC120426344|XP_039447040.1|CPIP	Tango2|NP_001245654.1|DMEL
OG0007193	LOC120426333|XP_039447027.1|CPIP	CG2691|NP_572906.2|DMEL
OG0007194	LOC120426836|XP_039447559.1|CPIP	Sas10|NP_572215.1|DMEL
OG0007195	LOC120421213|XP_039440349.1|CPIP	BBS5|NP_649499.1|DMEL
OG0007196	LOC120417650|XP_039435702.1|CPIP	CG5938|NP_733210.1|DMEL
OG0007197	LOC120426336|XP_039447030.1|CPIP	Gbs-70E|NP_648708.2|DMEL
OG0007198	LOC120425226|XP_039445592.1|CPIP	ort|NP_524406.1|DMEL
OG0007199	LOC120425211|XP_039445576.1|CPIP	CG7156|NP_650697.1|DMEL
OG0007200	LOC120425220|XP_039445585.1|CPIP	prd1|NP_650115.1|DMEL
OG0007201	LOC120425918|XP_039446472.1|CPIP	Smyd4-2|NP_648574.1|DMEL
OG0007202	LOC120425919|XP_039446473.1|CPIP	CG42514|NP_730171.1|DMEL
OG0007203	LOC120429899|XP_039450927.1|CPIP	CG33158|NP_788515.1|DMEL
OG0007204	LOC120431965|XP_039453037.1|CPIP	CG8939|NP_573099.1|DMEL
OG0007205	LOC120429898|XP_039450926.1|CPIP	TyrRS|NP_648895.1|DMEL
OG0007206	LOC120429896|XP_039450925.1|CPIP	Csk|NP_731611.2|DMEL
OG0007207	LOC120420481|XP_039439455.1|CPIP	CG10425|NP_651363.1|DMEL
OG0007208	LOC120420482|XP_039439456.1|CPIP	MBD-like|NP_001262421.1|DMEL
OG0007209	LOC120420480|XP_039439454.1|CPIP	CG9393|NP_649908.1|DMEL
OG0007210	LOC120420479|XP_039439453.1|CPIP	Nup58|NP_650821.2|DMEL
OG0007211	LOC120420460|XP_039439416.1|CPIP	Elp1|NP_001262478.1|DMEL
OG0007212	LOC120420461|XP_039439418.1|CPIP	CG7943|NP_651766.1|DMEL
OG0007213	LOC120416972|XP_039434827.1|CPIP	Ufm1|NP_001097354.1|DMEL
OG0007214	LOC120416956|XP_039434794.1|CPIP	GlcAT-P|NP_648448.1|DMEL
OG0007215	LOC120416962|XP_039434814.1|CPIP	Dtd|NP_650072.2|DMEL
OG0007216	LOC120416969|XP_039434821.1|CPIP	Spn100A|NP_651818.1|DMEL
OG0007217	LOC120416977|XP_039434835.1|CPIP	eIF6|NP_659573.1|DMEL
OG0007218	LOC120418173|XP_039436407.1|CPIP	CG2126|NP_001263153.1|DMEL
OG0007219	LOC120418165|XP_039436396.1|CPIP	CG6966|NP_001097796.1|DMEL
OG0007220	LOC120426771|XP_039447478.1|CPIP	Sgsh|NP_650760.1|DMEL
OG0007221	LOC120426765|XP_039447474.1|CPIP	Exo84|NP_996299.1|DMEL
OG0007222	LOC120414071|XP_039431028.1|CPIP	AdamTS-A|NP_996218.1|DMEL
OG0007223	LOC120414438|XP_039431560.1|CPIP	nero|NP_651887.1|DMEL
OG0007224	LOC120414429|XP_039431550.1|CPIP	CG5555|NP_001262724.1|DMEL
OG0007225	LOC120414336|XP_039431424.1|CPIP	l_3_neo43|NP_650443.3|DMEL
OG0007226	LOC120414332|XP_039431409.1|CPIP	p|NP_649810.1|DMEL
OG0007227	LOC120414863|XP_039432118.1|CPIP	Myt1|NP_647987.2|DMEL
OG0007228	LOC120415386|XP_039432847.1|CPIP	dyl|NP_647890.2|DMEL
OG0007229	LOC120423950|XP_039443871.1|CPIP	Idi|NP_650962.1|DMEL
OG0007230	LOC120419108|XP_039437636.1|CPIP	Prx5|NP_001027191.1|DMEL
OG0007231	LOC120419093|XP_039437614.1|CPIP	Cog1|NP_650162.1|DMEL
OG0007232	LOC120419118|XP_039437647.1|CPIP	Dhc64C|NP_001261432.1|DMEL
OG0007233	LOC120419095|XP_039437621.1|CPIP	CG13708|NP_647933.1|DMEL
OG0007234	LOC120419112|XP_039437642.1|CPIP	CG13704|NP_647939.1|DMEL
OG0007235	LOC120419100|XP_039437625.1|CPIP	Dnah3|NP_647937.2|DMEL
OG0007236	LOC120432169|XP_039453239.1|CPIP	Archease|NP_650975.1|DMEL
OG0007237	LOC120432171|XP_039453242.1|CPIP	CG11753|NP_649809.1|DMEL
OG0007238	LOC120420315|XP_039439241.1|CPIP	apolpp|NP_524634.2|DMEL
OG0007239	LOC120432384|XP_039453511.1|CPIP	spartin|NP_649485.1|DMEL
OG0007240	LOC120432404|XP_039453541.1|CPIP	CG18599|NP_650701.1|DMEL
OG0007241	LOC120423976|XP_039443905.1|CPIP	CG6769|NP_573252.1|DMEL
OG0007242	LOC120423534|XP_039443318.1|CPIP	mnb|NP_728107.2|DMEL
OG0007243	LOC120423524|XP_039443308.1|CPIP	Lgr4|NP_001285192.1|DMEL
OG0007244	LOC120423571|XP_039443366.1|CPIP	Ttc26|NP_650486.1|DMEL
OG0007245	LOC120414982|XP_039432266.1|CPIP	CG31019|NP_733391.1|DMEL
OG0007246	LOC120414558|XP_039431713.1|CPIP	trus|NP_650205.1|DMEL
OG0007247	LOC120413751|XP_039430620.1|CPIP	CG8485|NP_610942.2|DMEL
OG0007248	LOC120414404|XP_039431521.1|CPIP	CG42376|NP_001138136.1|DMEL
OG0007249	LOC120414967|XP_039432236.1|CPIP	Hers|NP_608360.2|DMEL
OG0007250	LOC120414095|XP_039431060.1|CPIP	CG32687|NP_727428.1|DMEL
OG0007251	LOC120414949|XP_039432217.1|CPIP	CG11760|NP_649819.1|DMEL
OG0007252	LOC120415165|XP_039432542.1|CPIP	Teh1|NP_001262442.1|DMEL
OG0007253	LOC120414623|XP_039431793.1|CPIP	CG13074|NP_648835.1|DMEL
OG0007254	LOC120419230|XP_039437820.1|CPIP	CG7985|NP_650689.1|DMEL
OG0007255	LOC120419244|XP_039437831.1|CPIP	CG14194|NP_573360.1|DMEL
OG0007256	LOC120419241|XP_039437829.1|CPIP	Snr1|NP_730935.1|DMEL
OG0007257	LOC120419236|XP_039437827.1|CPIP	Mat89Ba|NP_650530.2|DMEL
OG0007258	LOC120431627|XP_039452671.1|CPIP	gish|NP_001262624.1|DMEL
OG0007259	LOC120427912|XP_039448786.1|CPIP	su_w[a]_|NP_476756.2|DMEL
OG0007260	LOC120427918|XP_039448790.1|CPIP	CG6910|NP_648556.3|DMEL
OG0007261	LOC120427920|XP_039448793.1|CPIP	insb|NP_611216.1|DMEL
OG0007262	LOC120417051|XP_039434938.1|CPIP	usp|NP_476781.1|DMEL
OG0007263	LOC120417049|XP_039434936.1|CPIP	CG5262|NP_649223.1|DMEL
OG0007264	LOC120417045|XP_039434927.1|CPIP	IleRS|NP_730716.1|DMEL
OG0007265	LOC120423847|XP_039443731.1|CPIP	CG3226|NP_572332.1|DMEL
OG0007266	LOC120419104|XP_039437630.1|CPIP	bon|NP_001262765.1|DMEL
OG0007267	LOC120417148|XP_039435067.1|CPIP	CG12321|NP_650685.1|DMEL
OG0007268	LOC120417156|XP_039435073.1|CPIP	adp|NP_611296.2|DMEL
OG0007269	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP	CG11380|NP_569891.1|DMEL
OG0007270	LOC120415953|XP_039433529.1|CPIP	trx|NP_476769.1|DMEL
OG0007271	LOC120415899|XP_039433475.1|CPIP	CG9590|NP_650488.1|DMEL
OG0007272	LOC120415902|XP_039433477.1|CPIP	vito|NP_729096.1|DMEL
OG0007273	LOC120415921|XP_039433500.1|CPIP	ZnT86D|NP_650049.1|DMEL
OG0007274	LOC120415927|XP_039433507.1|CPIP	CG5359|NP_649966.1|DMEL
OG0007275	LOC120415912|XP_039433493.1|CPIP	PIG-B|NP_647832.1|DMEL
OG0007276	LOC120415911|XP_039433490.1|CPIP	IntS10|NP_647830.1|DMEL
OG0007277	LOC120415908|XP_039433487.1|CPIP	CapaR|NP_996140.1|DMEL
OG0007278	LOC120415898|XP_039433474.1|CPIP	CG5026|NP_001163392.1|DMEL
OG0007279	LOC120415897|XP_039433472.1|CPIP	RasGAP1|NP_001261664.1|DMEL
OG0007280	LOC120415895|XP_039433471.1|CPIP	Ac78C|NP_001262138.1|DMEL
OG0007281	LOC120420939|XP_039440006.1|CPIP	CG42488|NP_001163729.1|DMEL
OG0007282	LOC120420938|XP_039440005.1|CPIP	CG5116|NP_651399.2|DMEL
OG0007283	LOC120420935|XP_039440003.1|CPIP	CG14544|NP_651461.1|DMEL
OG0007284	LOC120429833|XP_039450831.1|CPIP	CG31229|NP_732364.1|DMEL
OG0007285	LOC120429832|XP_039450830.1|CPIP	car|NP_001259707.1|DMEL
OG0007286	LOC120429827|XP_039450822.1|CPIP	Tao|NP_728267.1|DMEL
OG0007287	LOC120429835|XP_039450833.1|CPIP	Dbp21E2|NP_608544.1|DMEL
OG0007288	LOC120429830|XP_039450823.1|CPIP	Marf|NP_572320.2|DMEL
OG0007289	LOC120417508|XP_039435520.1|CPIP	CG3566|NP_572304.5|DMEL
OG0007290	LOC120417542|XP_039435558.1|CPIP	Non3|NP_650694.2|DMEL
OG0007291	LOC120425868|XP_039446424.1|CPIP	Mcm3|NP_511048.2|DMEL
OG0007292	LOC120425869|XP_039446425.1|CPIP	mRpS30|NP_511167.1|DMEL
OG0007293	LOC120417343|XP_039435279.1|CPIP	CG12290|NP_651470.1|DMEL
OG0007295	LOC120418767|XP_039437178.1|CPIP	CG4520|NP_650483.1|DMEL
OG0007296	LOC120413782|XP_039430660.1|CPIP	Pkc98E|NP_524545.2|DMEL
OG0007297	LOC120413805|XP_039430696.1|CPIP	CG14325|NP_650641.2|DMEL
OG0007298	LOC120413809|XP_039430698.1|CPIP	RpL35A|NP_649539.1|DMEL
OG0007299	LOC120413744|XP_039430603.1|CPIP	ich|NP_649848.2|DMEL
OG0007300	LOC120413803|XP_039430694.1|CPIP	bor|NP_524996.1|DMEL
OG0007301	LOC120413763|XP_039430631.1|CPIP	Xe7|NP_730984.1|DMEL
OG0007302	LOC120422478|XP_039441869.1|CPIP	kkv|NP_730928.2|DMEL
OG0007303	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP	CG11752|NP_572710.1|DMEL
OG0007304	LOC120422603|XP_039442028.1|CPIP	Pgant35A|NP_652069.2|DMEL
OG0007305	LOC120414831|XP_039432092.1|CPIP	mRpS26|NP_524134.1|DMEL
OG0007306	LOC120414830|XP_039432091.1|CPIP	RpIIIC53|NP_649028.3|DMEL
OG0007307	LOC120414803|XP_039432053.1|CPIP	Akt1|NP_732113.3|DMEL
OG0007308	LOC120414847|XP_039432106.1|CPIP	CG13972|NP_651566.1|DMEL
OG0007309	LOC120414838|XP_039432098.1|CPIP	tx|NP_524516.2|DMEL
OG0007310	LOC120414794|XP_039432039.1|CPIP	Uck|NP_001138105.1|DMEL
OG0007311	LOC120414843|XP_039432100.1|CPIP	crb|NP_001247284.1|DMEL
OG0007312	LOC120414810|XP_039432065.1|CPIP	Atg9|NP_001261023.1|DMEL
OG0007313	LOC120413927|XP_039430850.1|CPIP	CG2260|NP_572441.1|DMEL
OG0007314	LOC120413979|XP_039430921.1|CPIP	D2hgdh|NP_569982.1|DMEL
OG0007315	LOC120413919|XP_039430827.1|CPIP	CG43901|NP_001096948.2|DMEL
OG0007316	LOC120413908|XP_039430818.1|CPIP	CG11447|NP_650835.1|DMEL
OG0007317	LOC120413968|XP_039430909.1|CPIP	Hat1|NP_649587.1|DMEL
OG0007318	LOC120413955|XP_039430893.1|CPIP	kat-60L1|NP_001163523.1|DMEL
OG0007319	LOC120413046|XP_039429672.1|CPIP	CG32104|NP_648573.2|DMEL
OG0007320	LOC120413055|XP_039429693.1|CPIP	Sirt6|NP_649990.2|DMEL
OG0007321	LOC120413070|XP_039429707.1|CPIP	CG3078|NP_001356930.1|DMEL
OG0007322	LOC120413053|XP_039429684.1|CPIP	CG11638|NP_569879.1|DMEL
OG0007323	LOC120413074|XP_039429710.1|CPIP	Vsp37A|NP_525034.2|DMEL
OG0007324	LOC120412961|XP_039429539.1|CPIP	Vha26|NP_524237.1|DMEL
OG0007325	LOC120412988|XP_039429572.1|CPIP	mRpL45|NP_651072.1|DMEL
OG0007326	LOC120412942|XP_039429513.1|CPIP	kra|NP_524238.1|DMEL
OG0007327	LOC120412984|XP_039429567.1|CPIP	Alg2|NP_647772.1|DMEL
OG0007328	LOC120412949|XP_039429523.1|CPIP	CG6136|NP_650460.1|DMEL
OG0007329	LOC120413007|XP_039429590.1|CPIP	CG31098|NP_733091.1|DMEL
OG0007331	LOC120414381|XP_039431485.1|CPIP	svr|NP_996319.1|DMEL
OG0007332	LOC120414375|XP_039431477.1|CPIP	slgA|NP_523433.2|DMEL
OG0007333	LOC120417908|XP_039436071.1|CPIP	CG14894|NP_650543.1|DMEL
OG0007334	LOC120417903|XP_039436067.1|CPIP	Rad1|NP_477440.1|DMEL
OG0007335	LOC120419331|XP_039437934.1|CPIP	UGP|NP_648300.3|DMEL
OG0007336	LOC120419355|XP_039437959.1|CPIP	CG2540|NP_572818.1|DMEL
OG0007337	LOC120419363|XP_039437966.1|CPIP	CG32176|NP_730271.1|DMEL
OG0007338	LOC120414013|XP_039430963.1|CPIP	CG14961|NP_647808.1|DMEL
OG0007339	LOC120414011|XP_039430960.1|CPIP	CG11964|NP_649847.1|DMEL
OG0007340	LOC120413993|XP_039430936.1|CPIP	cpo|NP_001014632.3|DMEL
OG0007341	LOC120413989|XP_039430930.1|CPIP	CG31550|NP_001262285.1|DMEL
OG0007342	LOC120414006|XP_039430953.1|CPIP	DIP-gamma|NP_651649.1|DMEL
OG0007343	LOC120425925|XP_039446479.1|CPIP	nAChRalpha2|NP_524482.1|DMEL
OG0007344	LOC120425924|XP_039446478.1|CPIP	CG5397|NP_608591.1|DMEL
OG0007345	LOC120425927|XP_039446481.1|CPIP	nAChRbeta2|NP_524483.1|DMEL
OG0007346	LOC120425931|XP_039446486.1|CPIP	mRpS6|NP_523925.1|DMEL
OG0007347	LOC120425934|XP_039446490.1|CPIP	Flo2|NP_001259553.1|DMEL
OG0007348	LOC120425941|XP_039446508.1|CPIP	CG9512|NP_572982.1|DMEL
OG0007349	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP	CG9514|NP_572981.1|DMEL
OG0007350	LOC120425655|XP_039446170.1|CPIP	Sirt4|NP_572241.2|DMEL
OG0007351	LOC120426303|XP_039446985.1|CPIP	CG9628|NP_729982.1|DMEL
OG0007352	LOC120426309|XP_039446991.1|CPIP	CG30053|NP_725221.1|DMEL
OG0007354	LOC120422369|XP_039441712.1|CPIP	CG8142|NP_573245.1|DMEL
OG0007355	LOC120422358|XP_039441699.1|CPIP	plx|NP_001163511.1|DMEL
OG0007356	LOC120422370|XP_039441713.1|CPIP	CG8777|NP_610452.2|DMEL
OG0007357	LOC120422365|XP_039441708.1|CPIP	gpp|NP_731085.2|DMEL
OG0007358	LOC120422359|XP_039441702.1|CPIP	CG31183|NP_650505.2|DMEL
OG0007359	LOC120423438|XP_039443187.1|CPIP	TfIIA-L|NP_476995.1|DMEL
OG0007360	LOC120421504|XP_039440659.1|CPIP	CG33331|NP_996213.1|DMEL
OG0007361	LOC120421822|XP_039441036.1|CPIP	Appl|NP_001245448.1|DMEL
OG0007362	LOC120422093|XP_039441379.1|CPIP	CG10495|NP_609939.1|DMEL
OG0007363	LOC120421952|XP_039441200.1|CPIP	GlcAT-I|NP_726910.1|DMEL
OG0007364	LOC120422116|XP_039441422.1|CPIP	Fas2|NP_001284854.1|DMEL
OG0007365	LOC120421868|XP_039441102.1|CPIP	mei-9|NP_525068.1|DMEL
OG0007366	LOC120422084|XP_039441368.1|CPIP	CG31475|NP_732406.1|DMEL
OG0007367	LOC120422053|XP_039441323.1|CPIP	CG32260|NP_728942.1|DMEL
OG0007368	LOC120421179|XP_039440310.1|CPIP	Rlip|NP_650933.2|DMEL
OG0007369	LOC120421153|XP_039440281.1|CPIP	CG43102|NP_001247156.1|DMEL
OG0007370	LOC120422175|XP_039441488.1|CPIP	Pbp49|NP_610357.1|DMEL
OG0007371	LOC120421441|XP_039440585.1|CPIP	CG14507|NP_001097964.1|DMEL
OG0007372	LOC120422751|XP_039442227.1|CPIP	CG11983|NP_649860.1|DMEL
OG0007373	LOC120422753|XP_039442230.1|CPIP	CG15027|NP_572999.1|DMEL
OG0007374	LOC120422722|XP_039442186.1|CPIP	CG9034|NP_652538.1|DMEL
OG0007375	LOC120418243|XP_039436490.1|CPIP	CG12075|NP_001245582.1|DMEL
OG0007376	LOC120418240|XP_039436481.1|CPIP	pdgy|NP_572988.1|DMEL
OG0007377	LOC120418273|XP_039436526.1|CPIP	SNRPG|NP_573139.1|DMEL
OG0007378	LOC120418252|XP_039436499.1|CPIP	zld|NP_608356.1|DMEL
OG0007379	LOC120418235|XP_039436471.1|CPIP	CG9281|NP_573057.1|DMEL
OG0007381	LOC120431179|XP_039452250.1|CPIP	CG8128|NP_573053.2|DMEL
OG0007382	LOC120431924|XP_039452998.1|CPIP	pn|NP_476684.1|DMEL
OG0007383	LOC120431650|XP_039452691.1|CPIP	trol|NP_001027038.3|DMEL
OG0007386	LOC120417194|XP_039435095.1|CPIP	RhoGAP5A|NP_727007.1|DMEL
OG0007387	LOC120426737|XP_039447448.1|CPIP	CG15916|NP_573088.1|DMEL
OG0007388	LOC120427315|XP_039448103.1|CPIP	Chc|NP_001096993.1|DMEL
OG0007389	LOC120431003|XP_039452096.1|CPIP	Cul2|NP_610117.1|DMEL
OG0007393	LOC120431558|XP_039452600.1|CPIP	CG6454|NP_651249.2|DMEL
OG0007394	LOC120429482|XP_039450488.1|CPIP	Actn|NP_477485.1|DMEL
OG0007395	LOC120424737|XP_039444862.1|CPIP	shakB|NP_608410.2|DMEL
OG0007396	LOC120430955|XP_039452017.1|CPIP	ksr|NP_524236.2|DMEL
OG0007398	LOC120424119|XP_039444094.1|CPIP	Tes|NP_611215.1|DMEL
OG0007399	LOC120424133|XP_039444107.1|CPIP	Lim1|NP_572505.1|DMEL
OG0007400	LOC120419414|XP_039438026.1|CPIP	CG3587|NP_569965.1|DMEL
OG0007401	LOC120419394|XP_039438000.1|CPIP	Hk|NP_001259401.1|DMEL
OG0007402	LOC120419423|XP_039438030.1|CPIP	CG31221|NP_001262729.1|DMEL
OG0007403	LOC120417930|XP_039436101.1|CPIP	Ino80|NP_732413.1|DMEL
OG0007404	LOC120417925|XP_039436095.1|CPIP	unc79|NP_650795.2|DMEL
OG0007405	LOC120419553|XP_039438201.1|CPIP	GlnRS|NP_524841.1|DMEL
OG0007406	LOC120420571|XP_039439583.1|CPIP	ArgRS-m|NP_649745.3|DMEL
OG0007409	LOC120428915|XP_039449992.1|CPIP	CG15628|NP_001260047.1|DMEL
OG0007410	LOC120423157|XP_039442771.1|CPIP	sl|NP_476726.2|DMEL
OG0007411	LOC120423154|XP_039442767.1|CPIP	mRpL14|NP_525048.1|DMEL
OG0007412	LOC120423151|XP_039442766.1|CPIP	Hlc|NP_523434.2|DMEL
OG0007413	LOC120419395|XP_039438001.1|CPIP	mlt|NP_610562.1|DMEL
OG0007414	LOC120431824|XP_039452880.1|CPIP	CG3704|NP_569872.1|DMEL
OG0007415	LOC120421353|XP_039440472.1|CPIP	Mks1|NP_572804.1|DMEL
OG0007416	LOC120421370|XP_039440496.1|CPIP	Smr|NP_001259491.1|DMEL
OG0007417	LOC120421372|XP_039440498.1|CPIP	CG3009|NP_572180.1|DMEL
OG0007418	LOC120419573|XP_039438232.1|CPIP	eIF3c|NP_611242.1|DMEL
OG0007419	LOC120419555|XP_039438203.1|CPIP	PR-Set7|NP_650354.1|DMEL
OG0007420	LOC120419563|XP_039438226.1|CPIP	mRpL18|NP_610818.1|DMEL
OG0007421	LOC120416673|XP_039434422.1|CPIP	Pi4KIIIalpha|NP_001259191.1|DMEL
OG0007422	LOC120416626|XP_039434367.1|CPIP	CG13760|NP_570010.3|DMEL
OG0007423	LOC120416635|XP_039434381.1|CPIP	CG17841|NP_001356938.1|DMEL
OG0007424	LOC120416653|XP_039434398.1|CPIP	mRpL2|NP_524022.1|DMEL
OG0007425	LOC120416619|XP_039434353.1|CPIP	CG9368|NP_730432.1|DMEL
OG0007426	LOC120416642|XP_039434386.1|CPIP	l_1_G0020|NP_572503.1|DMEL
OG0007427	LOC120416641|XP_039434385.1|CPIP	par-6|NP_573238.1|DMEL
OG0007428	LOC120415003|XP_039432294.1|CPIP	raskol|NP_001285388.1|DMEL
OG0007429	LOC120419934|XP_039438732.1|CPIP	ppk6|NP_611461.3|DMEL
OG0007430	LOC120424353|XP_039444387.1|CPIP	CG9205|NP_612075.1|DMEL
OG0007431	LOC120425265|XP_039445647.1|CPIP	mRpS2|NP_523473.2|DMEL
OG0007432	LOC120425213|XP_039445580.1|CPIP	CG14450|NP_649411.1|DMEL
OG0007433	LOC120417984|XP_039436162.1|CPIP	hdm|NP_572422.1|DMEL
OG0007434	LOC120418006|XP_039436184.1|CPIP	CG32091|NP_729728.1|DMEL
OG0007435	LOC120417978|XP_039436152.1|CPIP	CG11658|NP_648498.1|DMEL
OG0007436	LOC120417553|XP_039435578.1|CPIP	mTerf3|NP_649240.1|DMEL
OG0007437	LOC120417579|XP_039435623.1|CPIP	Tdrd3|NP_648724.1|DMEL
OG0007438	LOC120423636|XP_039443439.1|CPIP	kug|NP_001027138.2|DMEL
OG0007439	LOC120425152|XP_039445518.1|CPIP	CG14286|NP_650772.1|DMEL
OG0007440	LOC120412535|XP_039428965.1|CPIP	fog|NP_523438.1|DMEL
OG0007441	LOC120415276|XP_039432680.1|CPIP	Cep89|NP_611053.1|DMEL
OG0007442	LOC120415318|XP_039432733.1|CPIP	Arp5|NP_650684.1|DMEL
OG0007443	LOC120415299|XP_039432704.1|CPIP	angel|NP_477204.1|DMEL
OG0007444	LOC120416757|XP_039434524.1|CPIP	ND-B15|NP_610985.1|DMEL
OG0007445	LOC120416756|XP_039434523.1|CPIP	Trs31|NP_610986.1|DMEL
OG0007446	LOC120416720|XP_039434480.1|CPIP	CG10341|NP_609898.1|DMEL
OG0007447	LOC120416753|XP_039434520.1|CPIP	RpS26|NP_523595.1|DMEL
OG0007448	LOC120418471|XP_039436838.1|CPIP	dgo|NP_610614.1|DMEL
OG0007449	LOC120424598|XP_039444696.1|CPIP	CG5964|NP_648507.1|DMEL
OG0007450	LOC120424596|XP_039444694.1|CPIP	CG31648|NP_723086.1|DMEL
OG0007451	LOC120422163|XP_039441474.1|CPIP	Hip14|NP_001261910.1|DMEL
OG0007452	LOC120422164|XP_039441475.1|CPIP	DNApol-delta|NP_524099.2|DMEL
OG0007453	LOC120420424|XP_039439379.1|CPIP	Ube3a|NP_648452.1|DMEL
OG0007454	LOC120420398|XP_039439342.1|CPIP	DCP2|NP_001246776.1|DMEL
OG0007456	LOC120431767|XP_039452819.1|CPIP	Ada3|NP_001259667.1|DMEL
OG0007457	LOC120417560|XP_039435584.1|CPIP	scf|NP_477392.1|DMEL
OG0007458	LOC120417554|XP_039435579.1|CPIP	RpL21|NP_610144.1|DMEL
OG0007459	LOC120417550|XP_039435574.1|CPIP	Usp12-46|NP_651099.1|DMEL
OG0007460	LOC120417564|XP_039435593.1|CPIP	eIF3b|NP_611228.1|DMEL
OG0007461	LOC120425789|XP_039446331.1|CPIP	gig|NP_524177.1|DMEL
OG0007462	LOC120425801|XP_039446347.1|CPIP	CG6931|NP_648536.1|DMEL
OG0007463	LOC120425800|XP_039446345.1|CPIP	CG6938|NP_001261733.1|DMEL
OG0007464	LOC120425806|XP_039446353.1|CPIP	CG42674|NP_649182.4|DMEL
OG0007466	LOC120417572|XP_039435610.1|CPIP	Buffy|NP_523702.1|DMEL
OG0007467	LOC120417589|XP_039435635.1|CPIP	Opbp|NP_724479.1|DMEL
OG0007469	LOC120415313|XP_039432729.1|CPIP	not|NP_524140.2|DMEL
OG0007470	LOC120415338|XP_039432761.1|CPIP	CG3430|NP_542438.1|DMEL
OG0007471	LOC120415306|XP_039432714.1|CPIP	CG6472|NP_611166.2|DMEL
OG0007472	LOC120415302|XP_039432708.1|CPIP	CG14414|NP_001285240.1|DMEL
OG0007473	LOC120415328|XP_039432749.1|CPIP	kin17|NP_649212.2|DMEL
OG0007474	LOC120424674|XP_039444786.1|CPIP	CG12344|NP_610619.2|DMEL
OG0007475	LOC120426476|XP_039447173.1|CPIP	SP1173|NP_648053.1|DMEL
OG0007476	LOC120423246|XP_039442898.1|CPIP	Fpgs|NP_572814.1|DMEL
OG0007477	LOC120423258|XP_039442922.1|CPIP	Sec16|NP_001285158.1|DMEL
OG0007478	LOC120423261|XP_039442927.1|CPIP	TBC1D16|NP_609403.2|DMEL
OG0007479	LOC120414907|XP_039432171.1|CPIP	deltaCOP|NP_652012.1|DMEL
OG0007480	LOC120414910|XP_039432175.1|CPIP	CG45105|NP_732085.1|DMEL
OG0007481	LOC120414909|XP_039432174.1|CPIP	Sc2|NP_647836.2|DMEL
OG0007482	LOC120414892|XP_039432148.1|CPIP	CG8372|NP_723362.1|DMEL
