Orthogroup	CPIP.longest_only	DELE.longest_only
OG0007715	LOC120432339|XP_039453464.1|CPIP	LOC108144397|XP_017124670.1|DELE
OG0007716	LOC120421425|XP_039440571.1|CPIP	LOC108137630|XP_017114905.1|DELE
OG0007717	LOC120417022|XP_039434895.1|CPIP	LOC108142952|XP_017122581.1|DELE
OG0007719	LOC120428373|XP_039449338.1|CPIP	LOC108136276|XP_017112833.1|DELE
OG0007720	LOC120426047|XP_039446701.1|CPIP	LOC108136313|XP_017112900.1|DELE
OG0007721	LOC120415177|XP_039432603.1|CPIP	LOC108137304|XP_017114413.1|DELE
OG0007722	LOC120413640|XP_039430525.1|CPIP	LOC108137244|XP_017114315.1|DELE
OG0007723	LOC120429012|XP_039450115.1|CPIP	LOC108137326|XP_017114446.1|DELE
OG0007724	LOC120423411|XP_039443183.1|CPIP	LOC108137855|XP_017115272.1|DELE
OG0007725	LOC120413343|XP_039430056.1|CPIP	LOC108136581|XP_017113382.1|DELE
OG0007726	LOC120424698|XP_039444811.1|CPIP	LOC108137604|XP_017114868.1|DELE
OG0007727	LOC120424692|XP_039444805.1|CPIP	LOC108136348|XP_017112944.1|DELE
OG0007728	LOC120424529|XP_039444622.1|CPIP	LOC108141040|XP_017119662.1|DELE
OG0007729	LOC120424532|XP_039444627.1|CPIP	LOC108137743|XP_017115132.1|DELE
OG0007730	LOC120416906|XP_039434739.1|CPIP	LOC108141078|XP_017119741.1|DELE
OG0007731	LOC120430987|XP_039452086.1|CPIP	LOC108142202|XP_017121378.1|DELE
OG0007732	LOC120413291|XP_039429981.1|CPIP	LOC108144455|XP_017124839.1|DELE
OG0007733	LOC120413161|XP_039429807.1|CPIP	LOC108136577|XP_017113376.1|DELE
OG0007734	LOC120432278|XP_039453402.1|CPIP	LOC108147640|XP_017129784.1|DELE
OG0007735	LOC120426602|XP_039447329.1|CPIP	LOC108138525|XP_017116275.1|DELE
OG0007736	LOC120414524|XP_039431666.1|CPIP	LOC108150401|XP_017134048.1|DELE
OG0007737	LOC120414150|XP_039431121.1|CPIP	LOC108140575|XP_017118937.1|DELE
OG0007738	LOC120414170|XP_039431162.1|CPIP	LOC108148807|XP_017131524.1|DELE
OG0007739	LOC120419613|XP_039438286.1|CPIP	LOC108135938|XP_017112375.1|DELE
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC108138566|XP_017116335.1|DELE
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC108148135|XP_017130475.1|DELE
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC108141607|XP_017120550.1|DELE
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC108148631|XP_017131230.1|DELE
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC108138113|XP_017115627.1|DELE
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC108144027|XP_017124147.1|DELE
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC108136217|XP_017112725.1|DELE
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC108145172|XP_017125905.1|DELE
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC108136223|XP_017112733.1|DELE
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC108143936|XP_017124012.1|DELE
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC108137858|XP_017115277.1|DELE
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC108140918|XP_017119468.1|DELE
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC108137413|XP_017114561.1|DELE
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC108142798|XP_017122341.1|DELE
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC108142263|XP_017121473.1|DELE
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC108141109|XP_017119815.1|DELE
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC108136247|XP_017112775.1|DELE
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC108135262|XP_017111420.1|DELE
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC108137742|XP_017115131.1|DELE
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC108144558|XP_017125029.1|DELE
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC108144784|XP_017125388.1|DELE
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC108137852|XP_017115270.1|DELE
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC108136472|XP_017113161.1|DELE
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC108136473|XP_017113162.1|DELE
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC108134725|XP_017110622.1|DELE
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC108145270|XP_017126039.1|DELE
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC108137590|XP_017114811.1|DELE
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC108138979|XP_017117052.1|DELE
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC108136289|XP_017112864.1|DELE
OG0007773	LOC120425482|XP_039445953.1|CPIP	LOC108148289|XP_017130750.1|DELE
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC108147733|XP_017129951.1|DELE
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC108136599|XP_017113404.1|DELE
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC108138543|XP_017116301.1|DELE
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC108147616|XP_017129741.1|DELE
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC108141308|XP_017120066.1|DELE
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC108148152|XP_017130534.1|DELE
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC108136611|XP_017113419.1|DELE
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC108148815|XP_017131555.1|DELE
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC108140351|XP_017118533.1|DELE
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC108147172|XP_017128994.1|DELE
OG0007791	LOC120423859|XP_039443746.1|CPIP	LOC108147226|XP_017129103.1|DELE
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC108147693|XP_017129896.1|DELE
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC108134871|XP_017110850.1|DELE
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC108137593|XP_017114813.1|DELE
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC108143911|XP_017123978.1|DELE
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC108148656|XP_017131275.1|DELE
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC108148657|XP_017131276.1|DELE
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC108148999|XP_017131831.1|DELE
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC108143062|XP_017122765.1|DELE
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC108135730|XP_017112053.1|DELE
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC108142487|XP_017121862.1|DELE
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC108135896|XP_017112301.1|DELE
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC108135889|XP_017112294.1|DELE
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC108143762|XP_017123780.1|DELE
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC108147726|XP_017129944.1|DELE
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC108149423|XP_017132479.1|DELE
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC108136388|XP_017112989.1|DELE
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC108143009|XP_017122687.1|DELE
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC108135437|XP_017111667.1|DELE
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC108136584|XP_017113385.1|DELE
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC108142654|XP_017122144.1|DELE
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC108148282|XP_017130732.1|DELE
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC108136988|XP_017113971.1|DELE
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC108137656|XP_017114977.1|DELE
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC108143038|XP_017122725.1|DELE
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC108148961|XP_017131786.1|DELE
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC108148960|XP_017131785.1|DELE
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC108148688|XP_017131321.1|DELE
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC108148639|XP_017131250.1|DELE
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC108150572|XP_017134317.1|DELE
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC108148673|XP_017131296.1|DELE
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC108138451|XP_017116142.1|DELE
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC108147447|XP_017129464.1|DELE
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC108141174|XP_017119890.1|DELE
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC108136708|XP_017113522.1|DELE
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC108136483|XP_017113186.1|DELE
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC108137236|XP_017114303.1|DELE
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC108136319|XP_017112908.1|DELE
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC108143963|XP_017124051.1|DELE
OG0007835	LOC120415630|XP_039433164.1|CPIP	LOC108144039|XP_017124165.1|DELE
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC108139117|XP_017117219.1|DELE
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC108148252|XP_017130656.1|DELE
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC108148416|XP_017130945.1|DELE
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC108136457|XP_017113132.1|DELE
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC108148777|XP_017131476.1|DELE
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC108144036|XP_017124157.1|DELE
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC108148683|XP_017131312.1|DELE
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC108148570|XP_017131105.1|DELE
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC108136246|XP_017112774.1|DELE
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC108136975|XP_017113955.1|DELE
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC108136953|XP_017113927.1|DELE
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC108139288|XP_017117472.1|DELE
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC108139287|XP_017117471.1|DELE
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC108148540|XP_017131071.1|DELE
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC108134797|XP_017110736.1|DELE
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC108148976|XP_017131804.1|DELE
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC108136927|XP_017113890.1|DELE
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC108135050|XP_017111078.1|DELE
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC108136954|XP_017113928.1|DELE
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC108135224|XP_017111346.1|DELE
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC108149495|XP_017132605.1|DELE
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC108142656|XP_017122146.1|DELE
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC108140774|XP_017119251.1|DELE
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC108148753|XP_017131438.1|DELE
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC108144080|XP_017124219.1|DELE
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC108140800|XP_017119291.1|DELE
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC108150354|XP_017133977.1|DELE
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC108137737|XP_017115124.1|DELE
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC108146816|XP_017128496.1|DELE
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC108146897|XP_017128627.1|DELE
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC108147736|XP_017129955.1|DELE
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC108149784|XP_017133127.1|DELE
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC108141455|XP_017120351.1|DELE
OG0007877	LOC120412890|XP_039429451.1|CPIP	LOC108144545|XP_017125008.1|DELE
OG0007878	LOC120425584|XP_039446092.1|CPIP	LOC108143559|XP_017123556.1|DELE
OG0007879	LOC120432628|XP_039453812.1|CPIP	LOC108135573|XP_017111831.1|DELE
OG0007880	LOC120426012|XP_039446622.1|CPIP	LOC108136618|XP_017113424.1|DELE
OG0007881	LOC120420565|XP_039439572.1|CPIP	LOC108146390|XP_017127873.1|DELE
OG0007882	LOC120424871|XP_039445063.1|CPIP	LOC108146327|XP_017127781.1|DELE
OG0007883	LOC120424784|XP_039444919.1|CPIP	LOC108146153|XP_017127505.1|DELE
OG0007884	LOC120430318|XP_039451353.1|CPIP	LOC108146593|XP_017128104.1|DELE
OG0007885	LOC120412394|XP_039428778.1|CPIP	LOC108149785|XP_017133129.1|DELE
OG0007886	LOC120426796|XP_039447507.1|CPIP	LOC108149523|XP_017132640.1|DELE
OG0007887	LOC120413192|XP_039429840.1|CPIP	LOC108146326|XP_017127778.1|DELE
OG0007888	LOC120413186|XP_039429834.1|CPIP	LOC108150322|XP_017133932.1|DELE
OG0007889	LOC120413205|XP_039429855.1|CPIP	LOC108142846|XP_017122404.1|DELE
OG0007890	LOC120413268|XP_039429929.1|CPIP	LOC108147514|XP_017129579.1|DELE
OG0007891	LOC120418480|XP_039436853.1|CPIP	LOC108140524|XP_017118822.1|DELE
OG0007892	LOC120420078|XP_039438937.1|CPIP	LOC108147019|XP_017128764.1|DELE
OG0007893	LOC120420084|XP_039438947.1|CPIP	LOC108143524|XP_017123497.1|DELE
OG0007894	LOC120428829|XP_039449873.1|CPIP	LOC108142346|XP_017121593.1|DELE
OG0007895	LOC120428828|XP_039449871.1|CPIP	LOC108146170|XP_017127557.1|DELE
OG0007896	LOC120430782|XP_039451830.1|CPIP	LOC108150330|XP_017133941.1|DELE
OG0007897	LOC120413448|XP_039430215.1|CPIP	LOC108146940|XP_017128682.1|DELE
OG0007898	LOC120413454|XP_039430223.1|CPIP	LOC108146435|XP_017127928.1|DELE
OG0007899	LOC120414636|XP_039431802.1|CPIP	LOC108135600|XP_017111900.1|DELE
OG0007900	LOC120412900|XP_039429466.1|CPIP	LOC108138729|XP_017116603.1|DELE
OG0007902	LOC120426141|XP_039446792.1|CPIP	LOC108148173|XP_017130561.1|DELE
OG0007903	LOC120417624|XP_039435671.1|CPIP	LOC108146175|XP_017127570.1|DELE
OG0007904	LOC120417611|XP_039435659.1|CPIP	LOC108142753|XP_017122271.1|DELE
OG0007905	LOC120423601|XP_039443399.1|CPIP	LOC108139028|XP_017117126.1|DELE
OG0007906	LOC120413404|XP_039430137.1|CPIP	LOC108147508|XP_017129565.1|DELE
OG0007907	LOC120430384|XP_039451421.1|CPIP	LOC108147453|XP_017129470.1|DELE
OG0007908	LOC120430385|XP_039451424.1|CPIP	LOC108147455|XP_017129472.1|DELE
OG0007909	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP	LOC108136234|XP_017112749.1|DELE
OG0007910	LOC120427935|XP_039448814.1|CPIP	LOC108146456|XP_017127956.1|DELE
OG0007911	LOC120415805|XP_039433363.1|CPIP	LOC108146487|XP_017128005.1|DELE
OG0007912	LOC120415789|XP_039433352.1|CPIP	LOC108145830|XP_017126928.1|DELE
OG0007913	LOC120415790|XP_039433353.1|CPIP	LOC108146488|XP_017128007.1|DELE
OG0007914	LOC120419000|XP_039437505.1|CPIP	LOC108142695|XP_017122193.1|DELE
OG0007915	LOC120419540|XP_039438183.1|CPIP	LOC108146696|XP_017128250.1|DELE
OG0007916	LOC120431460|XP_039452511.1|CPIP	LOC108137808|XP_017115205.1|DELE
OG0007917	LOC120430640|XP_039451675.1|CPIP	LOC108143326|XP_017123135.1|DELE
OG0007918	LOC120418835|XP_039437288.1|CPIP	LOC108145084|XP_017125759.1|DELE
OG0007922	LOC120426166|XP_039446819.1|CPIP	LOC108135148|XP_017111256.1|DELE
OG0007926	LOC120431736|XP_039452795.1|CPIP	LOC108141435|XP_017120310.1|DELE
OG0007931	LOC120414657|XP_039431850.1|CPIP	LOC108141776|XP_017120770.1|DELE
OG0007932	LOC120414661|XP_039431863.1|CPIP	LOC108141608|XP_017120552.1|DELE
OG0007933	LOC120414723|XP_039431960.1|CPIP	LOC108135533|XP_017111772.1|DELE
OG0007934	LOC120430914|XP_039451967.1|CPIP	LOC108141244|XP_017119990.1|DELE
OG0007935	LOC120431073|XP_039452161.1|CPIP	LOC108149395|XP_017132416.1|DELE
OG0007936	LOC120431281|XP_039452353.1|CPIP	LOC108141916|XP_017121027.1|DELE
OG0007937	LOC120419177|XP_039437770.1|CPIP	LOC108138156|XP_017115733.1|DELE
OG0007938	LOC120422800|XP_039442275.1|CPIP	LOC108135345|XP_017111526.1|DELE
OG0007941	LOC120430183|XP_039451197.1|CPIP	LOC108142153|XP_017121327.1|DELE, LOC108134987|XP_017111007.1|DELE
OG0007942	LOC120423660|XP_039443476.1|CPIP	LOC108134830|XP_017110778.1|DELE
OG0007943	LOC120423664|XP_039443480.1|CPIP	LOC108149220|XP_017132140.1|DELE
OG0007944	LOC120418313|XP_039436575.1|CPIP	LOC108145829|XP_017126927.1|DELE
OG0007945	LOC120422981|XP_039442525.1|CPIP	LOC108142030|XP_017121196.1|DELE
OG0007946	LOC120413563|XP_039430376.1|CPIP	LOC108144893|XP_017125543.1|DELE
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC108149512|XP_017132628.1|DELE
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC108138278|XP_017115919.1|DELE
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC108138564|XP_017116333.1|DELE
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC108142129|XP_017121314.1|DELE
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC108147791|XP_017130019.1|DELE
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC108138917|XP_017116968.1|DELE
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC108150726|XP_017134512.1|DELE
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC108142085|XP_017121266.1|DELE
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC108138798|XP_017116766.1|DELE
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC108141694|XP_017120663.1|DELE
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC108147718|XP_017129933.1|DELE
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC108149292|XP_017132225.1|DELE
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC108142038|XP_017121202.1|DELE
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC108148988|XP_017131818.1|DELE
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC108137162|XP_017114221.1|DELE
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC108149486|XP_017132595.1|DELE
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC108135267|XP_017111432.1|DELE
OG0007965	LOC120428320|XP_039449250.1|CPIP	LOC108149854|XP_017133222.1|DELE
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC108147945|XP_017130218.1|DELE
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC108141871|XP_017120954.1|DELE
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC108147933|XP_017130205.1|DELE
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC108142101|XP_017121284.1|DELE
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC108149180|XP_017132085.1|DELE
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC108142555|XP_017121983.1|DELE
OG0007972	LOC120419857|XP_039438628.1|CPIP	LOC108137913|XP_017115343.1|DELE
OG0007973	LOC120412796|XP_039429321.1|CPIP	LOC108138342|XP_017116000.1|DELE
OG0007974	LOC120412816|XP_039429354.1|CPIP	LOC108150010|XP_017133452.1|DELE
OG0007975	LOC120416613|XP_039434346.1|CPIP	LOC108148280|XP_017130729.1|DELE
OG0007976	LOC120415983|XP_039433573.1|CPIP	LOC108136630|XP_017113437.1|DELE
OG0007977	LOC120416261|XP_039433898.1|CPIP	LOC108138837|XP_017116834.1|DELE
OG0007978	LOC120420008|XP_039438848.1|CPIP	LOC108139085|XP_017117200.1|DELE
OG0007979	LOC120422616|XP_039442044.1|CPIP	LOC108138867|XP_017116883.1|DELE
OG0007980	LOC120412826|XP_039429366.1|CPIP	LOC108141849|XP_017120929.1|DELE
OG0007981	LOC120412821|XP_039429362.1|CPIP	LOC108136481|XP_017113184.1|DELE
OG0007982	LOC120412789|XP_039429312.1|CPIP	LOC108134511|XP_017110330.1|DELE
OG0007983	LOC120415532|XP_039433025.1|CPIP	LOC108149515|XP_017132631.1|DELE
OG0007984	LOC120421133|XP_039440230.1|CPIP	LOC108138938|XP_017117003.1|DELE
OG0007985	LOC120421149|XP_039440273.1|CPIP	LOC108148487|XP_017131014.1|DELE
OG0007987	LOC120415568|XP_039433080.1|CPIP	LOC108147992|XP_017130296.1|DELE
OG0007988	LOC120431688|XP_039452736.1|CPIP	LOC108138224|XP_017115832.1|DELE
OG0007989	LOC120413859|XP_039430750.1|CPIP	LOC108141994|XP_017121144.1|DELE
OG0007990	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP	LOC108142036|XP_017121201.1|DELE
OG0007991	LOC120419469|XP_039438089.1|CPIP	LOC108134736|XP_017110640.1|DELE
OG0007992	LOC120426274|XP_039446951.1|CPIP	LOC108141891|XP_017120990.1|DELE
OG0007993	LOC120432433|XP_039453585.1|CPIP	LOC108142998|XP_017122665.1|DELE
OG0007994	LOC120423109|XP_039442722.1|CPIP	LOC108141819|XP_017120885.1|DELE
OG0007995	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP	LOC108149461|XP_017132549.1|DELE
OG0007996	LOC120419460|XP_039438076.1|CPIP	LOC108134916|XP_017110918.1|DELE
OG0007997	LOC120426285|XP_039446968.1|CPIP	LOC108135529|XP_017111765.1|DELE
OG0007998	LOC120426269|XP_039446944.1|CPIP	LOC108138816|XP_017116804.1|DELE
OG0007999	LOC120412687|XP_039429197.1|CPIP	LOC108135338|XP_017111518.1|DELE
OG0008000	LOC120412684|XP_039429192.1|CPIP	LOC108135329|XP_017111506.1|DELE
OG0008001	LOC120419044|XP_039437544.1|CPIP	LOC108138271|XP_017115910.1|DELE
OG0008003	LOC120429072|XP_039450153.1|CPIP	LOC108138272|XP_017115911.1|DELE
OG0008004	LOC120426565|XP_039447271.1|CPIP	LOC108137117|XP_017114130.1|DELE
OG0008005	LOC120426560|XP_039447260.1|CPIP	LOC108140860|XP_017119335.1|DELE
OG0008006	LOC120423202|XP_039442837.1|CPIP	LOC108137754|XP_017115143.1|DELE
OG0008007	LOC120423204|XP_039442842.1|CPIP	LOC108137171|XP_017114232.1|DELE
OG0008009	LOC120426573|XP_039447292.1|CPIP	LOC108136547|XP_017113335.1|DELE
OG0008010	LOC120420629|XP_039439636.1|CPIP	LOC108141611|XP_017120557.1|DELE
OG0008011	LOC120420641|XP_039439653.1|CPIP	LOC108137545|XP_017114758.1|DELE
OG0008013	LOC120416170|XP_039433789.1|CPIP	LOC108143595|XP_017123607.1|DELE
OG0008014	LOC120416158|XP_039433771.1|CPIP	LOC108141209|XP_017119946.1|DELE
OG0008015	LOC120416141|XP_039433751.1|CPIP	LOC108150307|XP_017133910.1|DELE
OG0008016	LOC120416143|XP_039433753.1|CPIP	LOC108150309|XP_017133913.1|DELE
OG0008017	LOC120416194|XP_039433812.1|CPIP	LOC108150042|XP_017133493.1|DELE
OG0008018	LOC120423936|XP_039443854.1|CPIP	LOC108135884|XP_017112276.1|DELE
OG0008019	LOC120427999|XP_039448898.1|CPIP	LOC108137704|XP_017115070.1|DELE
OG0008020	LOC120427002|XP_039447752.1|CPIP	LOC108136958|XP_017113932.1|DELE
OG0008021	LOC120414840|XP_039432101.1|CPIP	LOC108136190|XP_017112678.1|DELE
OG0008022	LOC120418560|XP_039436929.1|CPIP	LOC108148660|XP_017131281.1|DELE
OG0008023	LOC120418887|XP_039437356.1|CPIP	LOC108135932|XP_017112368.1|DELE
OG0008024	LOC120418982|XP_039437466.1|CPIP	LOC108135933|XP_017112370.1|DELE
OG0008025	LOC120419135|XP_039437660.1|CPIP	LOC108138430|XP_017116121.1|DELE
OG0008026	LOC120419146|XP_039437718.1|CPIP	LOC108142556|XP_017121984.1|DELE
OG0008027	LOC120418587|XP_039436969.1|CPIP	LOC108137201|XP_017114280.1|DELE
OG0008028	LOC120425614|XP_039446131.1|CPIP	LOC108136800|XP_017113681.1|DELE
OG0008029	LOC120431566|XP_039452608.1|CPIP	LOC108136811|XP_017113704.1|DELE
OG0008030	LOC120423913|XP_039443831.1|CPIP	LOC108141143|XP_017119856.1|DELE
OG0008031	LOC120423471|XP_039443236.1|CPIP	LOC108138919|XP_017116973.1|DELE
OG0008032	LOC120425218|XP_039445583.1|CPIP	LOC108143051|XP_017122749.1|DELE
OG0008033	LOC120420471|XP_039439433.1|CPIP	LOC108140646|XP_017119059.1|DELE
OG0008034	LOC120420003|XP_039438831.1|CPIP	LOC108135108|XP_017111173.1|DELE
OG0008035	LOC120421617|XP_039440780.1|CPIP	LOC108135441|XP_017111670.1|DELE
OG0008036	LOC120418175|XP_039436409.1|CPIP	LOC108148495|XP_017131019.1|DELE
OG0008037	LOC120418183|XP_039436417.1|CPIP	LOC108143819|XP_017123846.1|DELE
OG0008038	LOC120426767|XP_039447476.1|CPIP	LOC108137093|XP_017114107.1|DELE
OG0008039	LOC120415156|XP_039432530.1|CPIP	LOC108140591|XP_017118979.1|DELE
OG0008040	LOC120414784|XP_039432032.1|CPIP	LOC108142933|XP_017122516.1|DELE
OG0008042	LOC120432177|XP_039453250.1|CPIP	LOC108134784|XP_017110722.1|DELE
OG0008044	LOC120422257|XP_039441588.1|CPIP	LOC108136208|XP_017112705.1|DELE
OG0008045	LOC120432391|XP_039453521.1|CPIP	LOC108135946|XP_017112388.1|DELE
OG0008046	LOC120432380|XP_039453508.1|CPIP	LOC108136937|XP_017113902.1|DELE
OG0008047	LOC120432389|XP_039453518.1|CPIP	LOC108140657|XP_017119078.1|DELE
OG0008048	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP	LOC108140693|XP_017119130.1|DELE
OG0008049	LOC120432353|XP_039453473.1|CPIP	LOC108140656|XP_017119076.1|DELE
OG0008050	LOC120432403|XP_039453538.1|CPIP	LOC108148785|XP_017131489.1|DELE
OG0008051	LOC120432405|XP_039453542.1|CPIP	LOC108135796|XP_017112155.1|DELE
OG0008052	LOC120413664|XP_039430526.1|CPIP	LOC108140602|XP_017119000.1|DELE
