Orthogroup	CPIP.longest_only	DSIM.longest_only
OG0006292	LOC120412725|XP_039429246.1|CPIP	LOC6725780|XP_039152323.1|DSIM
OG0006293	LOC120412740|XP_039429268.1|CPIP	LOC6736359|XP_002083235.1|DSIM
OG0006294	LOC120432249|XP_039453362.1|CPIP	LOC6725932|XP_016039285.1|DSIM
OG0006295	LOC120432397|XP_039453531.1|CPIP	LOC27208986|XP_039153668.1|DSIM
OG0006296	LOC120432381|XP_039453512.1|CPIP	LOC6740229|XP_016039995.1|DSIM
OG0006297	LOC120427221|XP_039448018.1|CPIP	LOC6726270|XP_016039821.1|DSIM
OG0006298	LOC120413367|XP_039430086.1|CPIP	LOC6725933|XP_039153977.1|DSIM
OG0006299	LOC120413371|XP_039430089.1|CPIP	LOC6725036|XP_039153884.1|DSIM
OG0006300	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP	LOC6724970|XP_016037914.1|DSIM
OG0006301	LOC120413365|XP_039430083.1|CPIP	LOC27209022|XP_039153538.1|DSIM
OG0006302	LOC120430976|XP_039452085.1|CPIP	LOC27207933|XP_039152416.1|DSIM
OG0006303	LOC120424903|XP_039445127.1|CPIP	LOC6734094|XP_016027098.1|DSIM
OG0006304	LOC120414151|XP_039431123.1|CPIP	LOC6729957|XP_016036721.2|DSIM
OG0006305	LOC120427663|XP_039448470.1|CPIP	LOC6729961|XP_016036726.1|DSIM
OG0006306	LOC120427667|XP_039448478.1|CPIP	LOC27206430|XP_039150580.1|DSIM
OG0006307	LOC120427668|XP_039448482.1|CPIP	LOC6730382|XP_039151054.1|DSIM
OG0006308	LOC120432328|XP_039453486.1|CPIP	LOC6726199|XP_002107174.1|DSIM
OG0006309	LOC120415622|XP_039433153.1|CPIP	LOC6740172|XP_016039695.1|DSIM
OG0006310	LOC120415602|XP_039433129.1|CPIP	LOC6726886|XP_002102288.1|DSIM
OG0006311	LOC120415635|XP_039433168.1|CPIP	LOC27209151|XP_016038490.1|DSIM
OG0006312	LOC120421420|XP_039440561.1|CPIP	LOC6725413|XP_016038489.1|DSIM
OG0006313	LOC120421422|XP_039440568.1|CPIP	LOC6725397|XP_002106413.1|DSIM
OG0006314	LOC120424732|XP_039444895.1|CPIP	LOC6726072|XP_039153293.1|DSIM
OG0006315	LOC120417020|XP_039434891.1|CPIP	LOC6730309|XP_016037073.1|DSIM
OG0006316	LOC120422074|XP_039441351.1|CPIP	LOC6726622|XP_016040315.1|DSIM
OG0006317	LOC120420591|XP_039439632.1|CPIP	LOC6725378|XP_016038436.1|DSIM
OG0006318	LOC120425692|XP_039446251.1|CPIP	LOC27208335|XP_039152341.1|DSIM
OG0006319	LOC120424263|XP_039444298.1|CPIP	LOC6733773|XP_016026727.1|DSIM
OG0006320	LOC120415097|XP_039432488.1|CPIP	LOC6725567|XP_016038711.1|DSIM
OG0006321	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP	LOC6725505|XP_002106519.2|DSIM
OG0006322	LOC120413373|XP_039430099.1|CPIP	LOC6725524|XP_016038659.2|DSIM
OG0006323	LOC120413342|XP_039430055.1|CPIP	LOC6739839|XP_002076733.1|DSIM
OG0006324	LOC120424688|XP_039444797.1|CPIP	LOC6724922|XP_039152514.1|DSIM
OG0006325	LOC120425314|XP_039445717.1|CPIP	LOC6727273|XP_002102662.2|DSIM
OG0006326	LOC120417706|XP_039435786.1|CPIP	LOC6738146|XP_002084959.1|DSIM
OG0006327	LOC120417701|XP_039435780.1|CPIP	LOC6729825|XP_002105128.1|DSIM
OG0006328	LOC120414505|XP_039431640.1|CPIP	LOC6729168|XP_016035813.1|DSIM
OG0006329	LOC120416915|XP_039434748.1|CPIP	LOC6725844|XP_039152571.1|DSIM
OG0006330	LOC120431013|XP_039452107.1|CPIP	LOC6729505|XP_016036178.1|DSIM
OG0006331	LOC120430666|XP_039451705.1|CPIP	LOC6726243|XP_039153736.1|DSIM
OG0006332	LOC120431040|XP_039452129.1|CPIP	LOC6725821|XP_039152300.1|DSIM
OG0006333	LOC120430982|XP_039452065.1|CPIP	LOC6725875|XP_039153973.1|DSIM
OG0006334	LOC120430683|XP_039451718.1|CPIP	LOC6740005|XP_016038381.1|DSIM
OG0006335	LOC120419622|XP_039438295.1|CPIP	LOC6729196|XP_002104517.1|DSIM
OG0006336	LOC120412590|XP_039429050.1|CPIP	LOC6725621|XP_002106628.1|DSIM
OG0006337	LOC120431332|XP_039452400.1|CPIP	LOC6740076|XP_002076958.1|DSIM
OG0006338	LOC120429016|XP_039450089.1|CPIP	LOC6726686|XP_002102097.2|DSIM
OG0006339	LOC120414539|XP_039431684.1|CPIP	LOC6739837|XP_016039489.1|DSIM
OG0006340	LOC120414541|XP_039431689.1|CPIP	LOC6726506|XP_016040151.1|DSIM
OG0006341	LOC120414540|XP_039431688.1|CPIP	LOC6740047|XP_016038707.1|DSIM
OG0006342	LOC120414531|XP_039431673.1|CPIP	LOC6725566|XP_016038704.1|DSIM
OG0006343	LOC120414522|XP_039431664.1|CPIP	LOC27206391|XP_039152889.1|DSIM
OG0006344	LOC120414521|XP_039431663.1|CPIP	LOC6726189|XP_039153194.1|DSIM
OG0006345	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP	LOC6729129|XP_039151021.1|DSIM
OG0006346	LOC120414529|XP_039431671.1|CPIP	LOC6730030|XP_002105323.1|DSIM
OG0006347	LOC120417697|XP_039435775.1|CPIP	LOC6729377|XP_016036019.1|DSIM
OG0006348	LOC120414163|XP_039431148.1|CPIP	LOC27207232|XP_039152454.1|DSIM
OG0006349	LOC120416238|XP_039433869.1|CPIP	LOC6724897|XP_016037733.1|DSIM
OG0006350	LOC120416250|XP_039433886.1|CPIP	LOC6730085|XP_002105378.1|DSIM
OG0006351	LOC120416236|XP_039433867.1|CPIP	LOC6726474|XP_016040096.1|DSIM
OG0006352	LOC120416239|XP_039433875.1|CPIP	LOC6734549|XP_002081558.1|DSIM
OG0006353	LOC120416237|XP_039433868.1|CPIP	LOC6730182|XP_016036940.1|DSIM
OG0006354	LOC120430913|XP_039451970.1|CPIP	LOC6729153|XP_016035801.1|DSIM
OG0006355	LOC120419615|XP_039438290.1|CPIP	LOC6725550|XP_016038688.2|DSIM
OG0006356	LOC120417760|XP_039435854.1|CPIP	LOC6724913|XP_002105951.2|DSIM
OG0006357	LOC120417783|XP_039435873.1|CPIP	LOC6726275|XP_016039805.1|DSIM
OG0006358	LOC120412815|XP_039429357.1|CPIP	LOC6739598|XP_002076498.3|DSIM
OG0006359	LOC120412989|XP_039429577.1|CPIP	LOC6727981|XP_002103333.1|DSIM
OG0006360	LOC120413531|XP_039430342.1|CPIP	LOC6725266|XP_016038274.1|DSIM
OG0006361	LOC120417016|XP_039434886.1|CPIP	LOC6726987|XP_002102388.1|DSIM
OG0006362	LOC120413206|XP_039429895.1|CPIP	LOC27208862|XP_016037882.1|DSIM
OG0006363	LOC120428436|XP_039449381.1|CPIP	LOC6726410|XP_039152308.1|DSIM
OG0006364	LOC120413277|XP_039429942.1|CPIP	LOC6732060|XP_002079192.1|DSIM
OG0006365	LOC120413304|XP_039429998.1|CPIP	LOC6726541|XP_002107496.1|DSIM
OG0006366	LOC120413307|XP_039430003.1|CPIP	LOC6726535|XP_039152871.1|DSIM
OG0006367	LOC120413308|XP_039430004.1|CPIP	LOC6725537|XP_016038676.2|DSIM
OG0006368	LOC120414147|XP_039431119.1|CPIP	LOC6730243|XP_016036998.1|DSIM
OG0006369	LOC120414160|XP_039431135.1|CPIP	LOC6730247|XP_016037002.1|DSIM
OG0006370	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP	LOC6726383|XP_039152809.1|DSIM
OG0006372	LOC120423049|XP_039442656.1|CPIP	LOC27206673|XP_039151754.1|DSIM
OG0006373	LOC120430293|XP_039451322.1|CPIP	LOC6725468|XP_016038580.1|DSIM
OG0006374	LOC120420404|XP_039439350.1|CPIP	LOC6725411|XP_016038488.1|DSIM
OG0006375	LOC120430110|XP_039451130.1|CPIP	LOC6726024|XP_016039401.1|DSIM
OG0006376	LOC120430109|XP_039451128.1|CPIP	LOC6725536|XP_016038674.1|DSIM
OG0006377	LOC120430118|XP_039451137.1|CPIP	LOC6740203|XP_002077083.1|DSIM
OG0006378	LOC120418066|XP_039436258.1|CPIP	LOC6730091|XP_016036855.1|DSIM
OG0006379	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP	LOC6725979|XP_016039353.1|DSIM
OG0006380	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP	LOC6725103|XP_002106129.1|DSIM
OG0006381	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP	LOC6725929|XP_039153925.1|DSIM
OG0006382	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP	LOC6740104|XP_002076986.1|DSIM
OG0006383	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP	LOC6725841|XP_039152578.1|DSIM
OG0006384	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP	LOC6725840|XP_016039162.1|DSIM
OG0006385	LOC120419888|XP_039438687.1|CPIP	LOC6729155|XP_002104476.2|DSIM
OG0006386	LOC120419892|XP_039438694.1|CPIP	LOC6731248|XP_002078407.1|DSIM
OG0006387	LOC120419896|XP_039438699.1|CPIP	LOC6730218|XP_002105501.1|DSIM
OG0006388	LOC120428457|XP_039449402.1|CPIP	LOC6725319|XP_039153642.1|DSIM
OG0006389	LOC120428459|XP_039449405.1|CPIP	LOC6725320|XP_002106337.1|DSIM
OG0006390	LOC120426449|XP_039447145.1|CPIP	LOC6727591|XP_016034187.1|DSIM
OG0006391	LOC120424160|XP_039444143.1|CPIP	LOC6728253|XP_002103602.1|DSIM
OG0006392	LOC120427586|XP_039448398.1|CPIP	LOC6725189|XP_002106213.2|DSIM
OG0006393	LOC120425009|XP_039445314.1|CPIP	LOC6732507|XP_002079627.1|DSIM
OG0006394	LOC120425015|XP_039445320.1|CPIP	LOC6727692|XP_002103054.1|DSIM
OG0006395	LOC120424946|XP_039445190.1|CPIP	LOC6728816|XP_002104150.1|DSIM
OG0006396	LOC120419794|XP_039438564.1|CPIP	LOC6726469|XP_002107426.1|DSIM
OG0006397	LOC120425466|XP_039445932.1|CPIP	LOC6725051|XP_002106079.1|DSIM
OG0006398	LOC120425479|XP_039445950.1|CPIP	LOC6725273|XP_016038284.1|DSIM
OG0006399	LOC120428785|XP_039449806.1|CPIP	LOC6740139|XP_016039402.1|DSIM
OG0006400	LOC120428783|XP_039449805.1|CPIP	LOC6740140|XP_016039404.2|DSIM
OG0006401	LOC120428774|XP_039449792.1|CPIP	LOC6738607|XP_016032451.1|DSIM
OG0006402	LOC120428777|XP_039449795.1|CPIP	LOC6727238|XP_002102630.1|DSIM
OG0006403	LOC120427451|XP_039448253.1|CPIP	LOC6727244|XP_002102636.1|DSIM
OG0006404	LOC120427459|XP_039448262.1|CPIP	LOC6728472|XP_016035117.1|DSIM
OG0006405	LOC120427445|XP_039448247.1|CPIP	LOC6737938|XP_016031694.1|DSIM
OG0006407	LOC120426622|XP_039447349.1|CPIP	LOC6725477|XP_002106493.2|DSIM
OG0006408	LOC120429695|XP_039450664.1|CPIP	LOC6726504|XP_016040149.1|DSIM
OG0006409	LOC120429238|XP_039450383.1|CPIP	LOC6740087|XP_016039001.1|DSIM
OG0006410	LOC120428948|XP_039450022.1|CPIP	LOC6740170|XP_002077049.2|DSIM
OG0006411	LOC120428953|XP_039450026.1|CPIP	LOC6725748|XP_002106748.1|DSIM
OG0006412	LOC120425703|XP_039446228.1|CPIP	LOC6729766|XP_002105072.1|DSIM
OG0006413	LOC120431913|XP_039452977.1|CPIP	LOC6729768|XP_016036455.1|DSIM
OG0006415	LOC120416140|XP_039433749.1|CPIP	LOC6725580|XP_039153423.1|DSIM
OG0006416	LOC120431202|XP_039452278.1|CPIP	LOC6725356|XP_002106373.1|DSIM
OG0006418	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP	LOC27206344|XP_039153189.1|DSIM
OG0006419	LOC120432092|XP_039453163.1|CPIP	LOC6730340|XP_016037109.1|DSIM
OG0006420	LOC120430807|XP_039451863.1|CPIP	LOC6729284|XP_002104604.1|DSIM
OG0006421	LOC120430805|XP_039451859.1|CPIP	LOC6731104|XP_002078261.1|DSIM
OG0006422	LOC120425488|XP_039445966.1|CPIP	LOC6731109|XP_016023651.1|DSIM
OG0006423	LOC120425472|XP_039445942.1|CPIP	LOC6729095|XP_002104416.1|DSIM
OG0006424	LOC120425478|XP_039445948.1|CPIP	LOC6729096|XP_002104417.1|DSIM
OG0006425	LOC120425494|XP_039445978.1|CPIP	LOC6729091|XP_016035743.1|DSIM
OG0006426	LOC120425493|XP_039445977.1|CPIP	LOC6729090|XP_016035742.1|DSIM
OG0006427	LOC120418062|XP_039436252.1|CPIP	LOC6729872|XP_002105175.2|DSIM
OG0006428	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP	LOC6727261|XP_016033788.1|DSIM
OG0006429	LOC120427716|XP_039448548.1|CPIP	LOC6729325|XP_002104642.2|DSIM
OG0006430	LOC120426535|XP_039447235.1|CPIP	LOC6738879|XP_002085674.1|DSIM
OG0006431	LOC120417849|XP_039436004.1|CPIP	LOC6730116|XP_016036876.1|DSIM
OG0006432	LOC120417843|XP_039435997.1|CPIP	LOC6727495|XP_016034081.1|DSIM
OG0006433	LOC120421777|XP_039440979.1|CPIP	LOC6729297|XP_016035937.1|DSIM
OG0006434	LOC120423854|XP_039443739.1|CPIP	LOC6731771|XP_016024465.1|DSIM
OG0006435	LOC120423858|XP_039443741.1|CPIP	LOC6729837|XP_039150485.1|DSIM
OG0006436	LOC120423851|XP_039443736.1|CPIP	LOC6726184|XP_002107160.2|DSIM
OG0006437	LOC120423829|XP_039443691.1|CPIP	LOC6725876|XP_016039209.1|DSIM
OG0006438	LOC120427978|XP_039448868.1|CPIP	LOC6730458|XP_002077639.1|DSIM
OG0006439	LOC120426233|XP_039446903.1|CPIP	LOC6727797|XP_002103158.1|DSIM
OG0006440	LOC120426226|XP_039446896.1|CPIP	LOC6727798|XP_002103159.1|DSIM
OG0006441	LOC120418735|XP_039437142.1|CPIP	LOC6726909|XP_002102311.1|DSIM
OG0006442	LOC120418749|XP_039437159.1|CPIP	LOC6729463|XP_002104773.1|DSIM
OG0006443	LOC120420759|XP_039439796.1|CPIP	LOC6726989|XP_002102390.1|DSIM
OG0006444	LOC120420792|XP_039439839.1|CPIP	LOC6730173|XP_002105464.1|DSIM
OG0006446	LOC120424346|XP_039444372.1|CPIP	LOC6729553|XP_016036222.1|DSIM
OG0006447	LOC120425560|XP_039446052.1|CPIP	LOC6729549|XP_039150347.1|DSIM
OG0006448	LOC120423853|XP_039443738.1|CPIP	LOC6729363|XP_016035997.1|DSIM
OG0006449	LOC120423836|XP_039443715.1|CPIP	LOC6729360|XP_039150933.1|DSIM
OG0006450	LOC120423300|XP_039442998.1|CPIP	LOC6732614|XP_039154547.1|DSIM
OG0006451	LOC120422577|XP_039441997.1|CPIP	LOC6725512|XP_039152761.1|DSIM
OG0006452	LOC120428997|XP_039450070.1|CPIP	LOC6729522|XP_002104830.2|DSIM
OG0006453	LOC120426736|XP_039447447.1|CPIP	LOC6738472|XP_002085279.1|DSIM
OG0006454	LOC120428709|XP_039449714.1|CPIP	LOC6724828|XP_016037612.1|DSIM
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC6726663|XP_039151602.1|DSIM
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC6726666|XP_002102077.1|DSIM
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC6728223|XP_002103572.1|DSIM
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC6731757|XP_002078892.1|DSIM
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC6729115|XP_016035761.1|DSIM
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC6729337|XP_016035978.1|DSIM
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC6727221|XP_002102613.2|DSIM
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC6729263|XP_016035911.1|DSIM
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC6727957|XP_039151249.1|DSIM
OG0006464	LOC120424046|XP_039444002.1|CPIP	LOC6738859|XP_016032681.1|DSIM
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC6724908|XP_016037749.1|DSIM
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC6739953|XP_002076847.1|DSIM
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC6727538|XP_016034117.1|DSIM
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC6729357|XP_002104673.2|DSIM
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC6726479|XP_002107436.1|DSIM
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC6738243|XP_016032112.2|DSIM
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC6729345|XP_002104661.1|DSIM
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC6729343|XP_002104659.1|DSIM
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC6737489|XP_016031286.1|DSIM
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC6734807|XP_002081810.1|DSIM
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC6726956|XP_002102358.1|DSIM
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC6725316|XP_016038378.1|DSIM
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC6725031|XP_016037986.1|DSIM
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC6729317|XP_016035947.1|DSIM
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC6729319|XP_039151516.1|DSIM
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC6733434|XP_002080491.2|DSIM
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC6732036|XP_002079168.1|DSIM
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC6730009|XP_002105303.3|DSIM
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC6729493|XP_016036164.1|DSIM
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC6729494|XP_016036168.1|DSIM
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC6728951|XP_016035630.1|DSIM
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC6728619|XP_016035261.1|DSIM
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC6728673|XP_016035338.1|DSIM
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC6736260|XP_002083144.1|DSIM
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC6729965|XP_016036731.1|DSIM
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC6727242|XP_016033743.1|DSIM
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC6732698|XP_002079812.2|DSIM
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC6726887|XP_002102289.3|DSIM
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC6726265|XP_016039775.1|DSIM
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC27207601|XP_016039383.1|DSIM
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC6729346|XP_016035984.1|DSIM
OG0006497	LOC120426698|XP_039447410.1|CPIP	LOC6728288|XP_016034923.1|DSIM
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC6728290|XP_016034925.1|DSIM
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC6730330|XP_016037096.1|DSIM
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC27209240|XP_016024453.1|DSIM
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC6730181|XP_002105472.1|DSIM
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC6730186|XP_016036943.1|DSIM
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC6730188|XP_016036945.1|DSIM
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC6730189|XP_016036946.1|DSIM
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC6730102|XP_002105395.1|DSIM
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC6727651|XP_016034243.1|DSIM
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC6727649|XP_039150460.1|DSIM
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC6726507|XP_039152458.1|DSIM
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC6728647|XP_039151111.1|DSIM
OG0006511	LOC120426682|XP_039447391.1|CPIP	LOC6728286|XP_016034921.1|DSIM
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC6727309|XP_016033844.1|DSIM
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC6728277|XP_039150917.1|DSIM
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC6729450|XP_016036126.1|DSIM
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC6729446|XP_002104757.2|DSIM
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC6729447|XP_039151156.1|DSIM
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC6729445|XP_002104756.2|DSIM
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC6730158|XP_002105449.1|DSIM
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC6728119|XP_002103470.2|DSIM
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC6730154|XP_016036918.1|DSIM
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC6727976|XP_002103328.1|DSIM
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC6731245|XP_002078404.1|DSIM
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC27207925|XP_039153824.1|DSIM
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC6726948|XP_002102350.1|DSIM
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC6726947|XP_002102349.1|DSIM
OG0006528	LOC120430081|XP_039451105.1|CPIP	LOC6726946|XP_002102348.1|DSIM
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC6726944|XP_002102346.1|DSIM
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC6726941|XP_002102343.1|DSIM
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC6726937|XP_016033433.1|DSIM
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC6726931|XP_016033427.1|DSIM
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC6727971|XP_002103323.1|DSIM
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC6729331|XP_002104648.1|DSIM
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC6726898|XP_016033408.1|DSIM
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC6729845|XP_016036582.1|DSIM
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC6729928|XP_002105230.1|DSIM
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC6729017|XP_016035679.1|DSIM
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC6730024|XP_002105318.1|DSIM
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC6730025|XP_002105319.1|DSIM
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC6729803|XP_016036488.1|DSIM
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC6727247|XP_016033750.1|DSIM
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC6724788|XP_016037563.1|DSIM
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC6729189|XP_016035837.1|DSIM
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC6729438|XP_039151985.1|DSIM
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC6727826|XP_002103187.1|DSIM
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC6739793|XP_016037122.1|DSIM
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC6740204|XP_039152614.1|DSIM
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC6740210|XP_016022760.1|DSIM
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC6729828|XP_016036527.1|DSIM
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC6727208|XP_039150529.1|DSIM
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC6726649|XP_002102060.1|DSIM
OG0006556	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP	LOC6728184|XP_002103533.2|DSIM
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC6728523|XP_016035181.1|DSIM
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC6729209|XP_016035861.1|DSIM
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC27208075|XP_016035386.1|DSIM
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC6730104|XP_016036867.1|DSIM
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC6730105|XP_002105398.2|DSIM
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC6729833|XP_016036537.1|DSIM
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC6728373|XP_016034987.1|DSIM
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC6728375|XP_002103723.2|DSIM
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC6727808|XP_016034397.2|DSIM
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC6728072|XP_039151176.1|DSIM
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC27206685|XP_016035278.1|DSIM
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC6730051|XP_002105344.1|DSIM
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC6729482|XP_002104792.1|DSIM
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC27207948|XP_016035631.1|DSIM
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC6729481|XP_016036152.1|DSIM
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC27208794|XP_039146983.1|DSIM
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC27207073|XP_016034305.1|DSIM
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC6726778|XP_016033263.1|DSIM
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC6727658|XP_002103035.1|DSIM
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC6727715|XP_016034290.2|DSIM
OG0006584	LOC120425390|XP_039445841.1|CPIP	LOC6730865|XP_002078029.1|DSIM
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC6731445|XP_016024083.1|DSIM
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC6730151|XP_002105442.1|DSIM
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC6740637|XP_016036916.1|DSIM
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC6727774|XP_002103136.3|DSIM
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC6727011|XP_002102412.2|DSIM
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC6738956|XP_016032782.1|DSIM
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC6728697|XP_002104033.1|DSIM
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC6728698|XP_002104034.1|DSIM
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC6737441|XP_002084278.1|DSIM
OG0006595	LOC120428684|XP_039449676.1|CPIP	LOC6734705|XP_016027909.1|DSIM
