Orthogroup	CPIP.longest_only	BTRY.longest_only
OG0006681	LOC120432596|XP_039453769.1|CPIP	LOC120779211|XP_039967422.1|BTRY
OG0006682	LOC120432600|XP_039453775.1|CPIP	LOC120777466|XP_039964724.1|BTRY
OG0006683	LOC120432602|XP_039453783.1|CPIP	LOC120778011|XP_039965611.1|BTRY
OG0006684	LOC120432599|XP_039453772.1|CPIP	LOC120776719|XP_039963551.1|BTRY
OG0006685	LOC120432604|XP_039453784.1|CPIP	LOC120770789|XP_039954303.1|BTRY
OG0006686	LOC120432616|XP_039453797.1|CPIP	LOC120777814|XP_039965285.1|BTRY
OG0006687	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP	LOC120774094|XP_039959364.1|BTRY
OG0006688	LOC120426872|XP_039447612.1|CPIP	LOC120777303|XP_039964455.1|BTRY
OG0006689	LOC120422837|XP_039442312.1|CPIP	LOC120778572|XP_039966370.1|BTRY
OG0006690	LOC120425356|XP_039445797.1|CPIP	LOC120780613|XP_039968807.1|BTRY
OG0006691	LOC120428819|XP_039449859.1|CPIP	LOC120776690|XP_039963507.1|BTRY
OG0006692	LOC120428815|XP_039449851.1|CPIP	LOC120776756|XP_039963652.1|BTRY
OG0006693	LOC120425979|XP_039446567.1|CPIP	LOC120776548|XP_039963231.1|BTRY
OG0006694	LOC120422319|XP_039441640.1|CPIP	LOC120774144|XP_039959474.1|BTRY
OG0006695	LOC120420567|XP_039439578.1|CPIP	LOC120777606|XP_039964981.1|BTRY
OG0006696	LOC120420562|XP_039439565.1|CPIP	LOC120782145|XP_039970216.1|BTRY
OG0006697	LOC120420570|XP_039439582.1|CPIP	LOC120776494|XP_039963110.1|BTRY
OG0006698	LOC120430176|XP_039451194.1|CPIP	LOC120776496|XP_039963113.1|BTRY
OG0006699	LOC120415757|XP_039433299.1|CPIP	LOC120777432|XP_039964673.1|BTRY
OG0006700	LOC120415746|XP_039433286.1|CPIP	LOC120776752|XP_039963642.1|BTRY
OG0006701	LOC120415750|XP_039433292.1|CPIP	LOC120772917|XP_039957751.1|BTRY
OG0006702	LOC120424875|XP_039445067.1|CPIP	LOC120778679|XP_039966548.1|BTRY
OG0006703	LOC120424885|XP_039445105.1|CPIP	LOC120778254|XP_039965956.1|BTRY
OG0006704	LOC120424876|XP_039445069.1|CPIP	LOC120778255|XP_039965958.1|BTRY
OG0006705	LOC120418872|XP_039437341.1|CPIP	LOC120771970|XP_039956251.1|BTRY
OG0006706	LOC120418870|XP_039437339.1|CPIP	LOC120772393|XP_039956917.1|BTRY
OG0006707	LOC120418874|XP_039437342.1|CPIP	LOC120770948|XP_039954595.1|BTRY
OG0006708	LOC120418875|XP_039437343.1|CPIP	LOC120766742|XP_039948342.1|BTRY
OG0006709	LOC120426790|XP_039447501.1|CPIP	LOC120771848|XP_039956025.1|BTRY
OG0006712	LOC120430453|XP_039451495.1|CPIP	LOC120779106|XP_039967212.1|BTRY
OG0006713	LOC120430400|XP_039451440.1|CPIP	LOC120778121|XP_039965759.1|BTRY
OG0006714	LOC120430392|XP_039451433.1|CPIP	LOC120778120|XP_039965758.1|BTRY
OG0006715	LOC120422828|XP_039442299.1|CPIP	LOC120778068|XP_039965692.1|BTRY
OG0006716	LOC120422840|XP_039442315.1|CPIP	LOC120767754|XP_039949903.1|BTRY
OG0006717	LOC120422858|XP_039442341.1|CPIP	LOC120777478|XP_039964746.1|BTRY
OG0006718	LOC120426248|XP_039446923.1|CPIP	LOC120777297|XP_039964448.1|BTRY
OG0006719	LOC120430320|XP_039451354.1|CPIP	LOC120779155|XP_039967311.1|BTRY
OG0006720	LOC120430749|XP_039451789.1|CPIP	LOC120779144|XP_039967285.1|BTRY, LOC120779086|XP_039967171.1|BTRY
OG0006721	LOC120421340|XP_039440456.1|CPIP	LOC120778112|XP_039965749.1|BTRY
OG0006722	LOC120428346|XP_039449281.1|CPIP	LOC120777819|XP_039965290.1|BTRY
OG0006723	LOC120428335|XP_039449268.1|CPIP	LOC120767552|XP_039949611.1|BTRY
OG0006724	LOC120420661|XP_039439689.1|CPIP	LOC120766802|XP_039948443.1|BTRY
OG0006725	LOC120420688|XP_039439718.1|CPIP	LOC120770375|XP_039953726.1|BTRY
OG0006726	LOC120420687|XP_039439717.1|CPIP	LOC120766725|XP_039948307.1|BTRY
OG0006727	LOC120420649|XP_039439665.1|CPIP	LOC120767344|XP_039949241.1|BTRY
OG0006728	LOC120427039|XP_039447802.1|CPIP	LOC120766732|XP_039948319.1|BTRY
OG0006729	LOC120421534|XP_039440687.1|CPIP	LOC120771010|XP_039954711.1|BTRY
OG0006730	LOC120421549|XP_039440710.1|CPIP	LOC120770415|XP_039953789.1|BTRY
OG0006731	LOC120421530|XP_039440684.1|CPIP	LOC120776553|XP_039963238.1|BTRY
OG0006732	LOC120420103|XP_039438984.1|CPIP	LOC120777909|XP_039965424.1|BTRY
OG0006733	LOC120413258|XP_039429921.1|CPIP	LOC120778093|XP_039965727.1|BTRY
OG0006734	LOC120413245|XP_039429908.1|CPIP	LOC120777832|XP_039965303.1|BTRY
OG0006735	LOC120413242|XP_039429904.1|CPIP	LOC120776585|XP_039963288.1|BTRY
OG0006736	LOC120413249|XP_039429912.1|CPIP	LOC120778026|XP_039965633.1|BTRY
OG0006737	LOC120413181|XP_039429828.1|CPIP	LOC120772638|XP_039957295.1|BTRY
OG0006738	LOC120413247|XP_039429910.1|CPIP	LOC120777006|XP_039964042.1|BTRY
OG0006739	LOC120413183|XP_039429831.1|CPIP	LOC120777230|XP_039964345.1|BTRY
OG0006740	LOC120413195|XP_039429844.1|CPIP	LOC120777928|XP_039965445.1|BTRY
OG0006741	LOC120413157|XP_039429800.1|CPIP	LOC120777477|XP_039964745.1|BTRY
OG0006742	LOC120428745|XP_039449757.1|CPIP	LOC120782310|XP_039970460.1|BTRY
OG0006743	LOC120413155|XP_039429794.1|CPIP	LOC120769509|XP_039952479.1|BTRY
OG0006744	LOC120413215|XP_039429867.1|CPIP	LOC120777471|XP_039964729.1|BTRY
OG0006745	LOC120418491|XP_039436863.1|CPIP	LOC120782545|XP_039970809.1|BTRY
OG0006746	LOC120413163|XP_039429805.1|CPIP	LOC120776888|XP_039963880.1|BTRY
OG0006747	LOC120413160|XP_039429803.1|CPIP	LOC120777431|XP_039964672.1|BTRY
OG0006748	LOC120412894|XP_039429458.1|CPIP	LOC120773987|XP_039959182.1|BTRY
OG0006749	LOC120420093|XP_039438960.1|CPIP	LOC120777762|XP_039965199.1|BTRY
OG0006750	LOC120420112|XP_039438994.1|CPIP	LOC120775957|XP_039962303.1|BTRY
OG0006752	LOC120416506|XP_039434157.1|CPIP	LOC120777273|XP_039964410.1|BTRY
OG0006753	LOC120416485|XP_039434138.1|CPIP	LOC120778743|XP_039966646.1|BTRY
OG0006754	LOC120428831|XP_039449879.1|CPIP	LOC120779200|XP_039967404.1|BTRY
OG0006755	LOC120430777|XP_039451825.1|CPIP	LOC120777375|XP_039964597.1|BTRY
OG0006756	LOC120416500|XP_039434150.1|CPIP	LOC120779195|XP_039967394.1|BTRY
OG0006757	LOC120413497|XP_039430288.1|CPIP	LOC120779204|XP_039967409.1|BTRY
OG0006758	LOC120413436|XP_039430183.1|CPIP	LOC120777305|XP_039964464.1|BTRY
OG0006759	LOC120413434|XP_039430179.1|CPIP	LOC120776416|XP_039962982.1|BTRY
OG0006760	LOC120413447|XP_039430214.1|CPIP	LOC120778179|XP_039965850.1|BTRY
OG0006761	LOC120425594|XP_039446110.1|CPIP	LOC120782735|XP_039971102.1|BTRY
OG0006762	LOC120418929|XP_039437397.1|CPIP	LOC120781141|XP_039969207.1|BTRY
OG0006767	LOC120420648|XP_039439664.1|CPIP	LOC120777577|XP_039964921.1|BTRY
OG0006768	LOC120420655|XP_039439673.1|CPIP	LOC120777559|XP_039964883.1|BTRY
OG0006769	LOC120420657|XP_039439681.1|CPIP	LOC120778061|XP_039965676.1|BTRY
OG0006770	LOC120412422|XP_039428817.1|CPIP	LOC120778018|XP_039965624.1|BTRY
OG0006771	LOC120412385|XP_039428755.1|CPIP	LOC120774266|XP_039959675.1|BTRY
OG0006772	LOC120412382|XP_039428744.1|CPIP	LOC120770476|XP_039953914.1|BTRY
OG0006773	LOC120413438|XP_039430187.1|CPIP	LOC120778755|XP_039966665.1|BTRY
OG0006774	LOC120413432|XP_039430177.1|CPIP	LOC120776339|XP_039962811.1|BTRY
OG0006775	LOC120413462|XP_039430231.1|CPIP	LOC120777472|XP_039964730.1|BTRY
OG0006776	LOC120413453|XP_039430221.1|CPIP	LOC120776827|XP_039963781.1|BTRY
OG0006777	LOC120413457|XP_039430227.1|CPIP	LOC120776830|XP_039963785.1|BTRY
OG0006778	LOC120413455|XP_039430224.1|CPIP	LOC120777776|XP_039965231.1|BTRY
OG0006779	LOC120413451|XP_039430219.1|CPIP	LOC120776332|XP_039962799.1|BTRY
OG0006780	LOC120413440|XP_039430191.1|CPIP	LOC120777235|XP_039964358.1|BTRY
OG0006781	LOC120413446|XP_039430213.1|CPIP	LOC120777289|XP_039964434.1|BTRY
OG0006782	LOC120413473|XP_039430245.1|CPIP	LOC120778845|XP_039966802.1|BTRY
OG0006783	LOC120414616|XP_039431772.1|CPIP	LOC120771962|XP_039956211.1|BTRY
OG0006784	LOC120412598|XP_039429065.1|CPIP	LOC120776863|XP_039963843.1|BTRY
OG0006785	LOC120412602|XP_039429083.1|CPIP	LOC120771381|XP_039955283.1|BTRY
OG0006786	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP	LOC120771203|XP_039955038.1|BTRY
OG0006787	LOC120420356|XP_039439288.1|CPIP	LOC120776753|XP_039963643.1|BTRY
OG0006788	LOC120420357|XP_039439290.1|CPIP	LOC120776754|XP_039963650.1|BTRY
OG0006789	LOC120420359|XP_039439292.1|CPIP	LOC120775605|XP_039961779.1|BTRY
OG0006790	LOC120420361|XP_039439294.1|CPIP	LOC120775606|XP_039961781.1|BTRY
OG0006791	LOC120416570|XP_039434238.1|CPIP	LOC120778865|XP_039966835.1|BTRY
OG0006792	LOC120419995|XP_039438818.1|CPIP	LOC120778785|XP_039966706.1|BTRY
OG0006793	LOC120419984|XP_039438796.1|CPIP	LOC120777777|XP_039965232.1|BTRY
OG0006794	LOC120419979|XP_039438791.1|CPIP	LOC120770029|XP_039953074.1|BTRY
OG0006795	LOC120419982|XP_039438794.1|CPIP	LOC120778023|XP_039965630.1|BTRY
OG0006796	LOC120419981|XP_039438793.1|CPIP	LOC120777979|XP_039965553.1|BTRY
OG0006797	LOC120419989|XP_039438804.1|CPIP	LOC120772527|XP_039957126.1|BTRY
OG0006798	LOC120414128|XP_039431094.1|CPIP	LOC120779159|XP_039967315.1|BTRY
OG0006799	LOC120430335|XP_039451370.1|CPIP	LOC120776374|XP_039962890.1|BTRY
OG0006800	LOC120418520|XP_039436890.1|CPIP	LOC120776722|XP_039963570.1|BTRY
OG0006801	LOC120414475|XP_039431603.1|CPIP	LOC120775259|XP_039961274.1|BTRY
OG0006802	LOC120414468|XP_039431598.1|CPIP	LOC120771269|XP_039955124.1|BTRY
OG0006803	LOC120414467|XP_039431595.1|CPIP	LOC120771268|XP_039955122.1|BTRY
OG0006804	LOC120414442|XP_039431562.1|CPIP	LOC120776335|XP_039962807.1|BTRY
OG0006805	LOC120414443|XP_039431565.1|CPIP	LOC120770888|XP_039954465.1|BTRY
OG0006806	LOC120426143|XP_039446794.1|CPIP	LOC120777025|XP_039964071.1|BTRY
OG0006807	LOC120416057|XP_039433653.1|CPIP	LOC120780062|XP_039968262.1|BTRY
OG0006808	LOC120416051|XP_039433645.1|CPIP	LOC120771216|XP_039955052.1|BTRY
OG0006809	LOC120423600|XP_039443397.1|CPIP	LOC120776730|XP_039963589.1|BTRY
OG0006810	LOC120423598|XP_039443393.1|CPIP	LOC120779140|XP_039967279.1|BTRY
OG0006811	LOC120426788|XP_039447499.1|CPIP	LOC120777864|XP_039965349.1|BTRY
OG0006812	LOC120426783|XP_039447492.1|CPIP	LOC120777535|XP_039964851.1|BTRY
OG0006813	LOC120419544|XP_039438190.1|CPIP	LOC120781267|XP_039969383.1|BTRY
OG0006814	LOC120413403|XP_039430136.1|CPIP	LOC120776892|XP_039963883.1|BTRY
OG0006815	LOC120420045|XP_039438886.1|CPIP	LOC120776806|XP_039963736.1|BTRY
OG0006816	LOC120420057|XP_039438902.1|CPIP	LOC120778471|XP_039966216.1|BTRY
OG0006817	LOC120429199|XP_039450341.1|CPIP	LOC120777461|XP_039964718.1|BTRY
OG0006818	LOC120431501|XP_039452538.1|CPIP	LOC120778455|XP_039966184.1|BTRY
OG0006819	LOC120423765|XP_039443613.1|CPIP	LOC120776472|XP_039963079.1|BTRY
OG0006820	LOC120423776|XP_039443629.1|CPIP	LOC120778826|XP_039966769.1|BTRY
OG0006821	LOC120423777|XP_039443630.1|CPIP	LOC120776100|XP_039962523.1|BTRY
OG0006822	LOC120423769|XP_039443617.1|CPIP	LOC120772055|XP_039956366.1|BTRY
OG0006823	LOC120430340|XP_039451376.1|CPIP	LOC120772632|XP_039957288.1|BTRY
OG0006824	LOC120418548|XP_039436914.1|CPIP	LOC120772639|XP_039957296.1|BTRY
OG0006825	LOC120424492|XP_039444573.1|CPIP	LOC120778294|XP_039966014.1|BTRY
OG0006826	LOC120424489|XP_039444566.1|CPIP	LOC120778879|XP_039966856.1|BTRY
OG0006827	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP	LOC120766312|XP_039947664.1|BTRY
OG0006828	LOC120424645|XP_039444748.1|CPIP	LOC120767362|XP_039949267.1|BTRY
OG0006829	LOC120416501|XP_039434151.1|CPIP	LOC120778600|XP_039966407.1|BTRY
OG0006830	LOC120416498|XP_039434149.1|CPIP	LOC120777789|XP_039965248.1|BTRY
OG0006831	LOC120415788|XP_039433351.1|CPIP	LOC120778257|XP_039965961.1|BTRY
OG0006832	LOC120415819|XP_039433377.1|CPIP	LOC120778107|XP_039965744.1|BTRY
OG0006833	LOC120415813|XP_039433373.1|CPIP	LOC120778946|XP_039966942.1|BTRY
OG0006834	LOC120418662|XP_039437043.1|CPIP	LOC120777268|XP_039964406.1|BTRY
OG0006835	LOC120418651|XP_039437028.1|CPIP	LOC120777218|XP_039964329.1|BTRY
OG0006836	LOC120418649|XP_039437027.1|CPIP	LOC120777568|XP_039964901.1|BTRY
OG0006837	LOC120418660|XP_039437041.1|CPIP	LOC120777312|XP_039964485.1|BTRY
OG0006838	LOC120418667|XP_039437052.1|CPIP	LOC120778655|XP_039966506.1|BTRY
OG0006839	LOC120418669|XP_039437053.1|CPIP	LOC120778445|XP_039966169.1|BTRY
OG0006840	LOC120418998|XP_039437500.1|CPIP	LOC120777010|XP_039964045.1|BTRY
OG0006841	LOC120427126|XP_039447912.1|CPIP	LOC120777529|XP_039964845.1|BTRY
OG0006842	LOC120419526|XP_039438172.1|CPIP	LOC120778876|XP_039966854.1|BTRY
OG0006843	LOC120419533|XP_039438178.1|CPIP	LOC120775023|XP_039960913.1|BTRY
OG0006844	LOC120419532|XP_039438177.1|CPIP	LOC120782520|XP_039970763.1|BTRY
OG0006845	LOC120429823|XP_039450814.1|CPIP	LOC120777428|XP_039964668.1|BTRY
OG0006846	LOC120429825|XP_039450819.1|CPIP	LOC120777875|XP_039965367.1|BTRY
OG0006847	LOC120424327|XP_039444357.1|CPIP	LOC120777603|XP_039964975.1|BTRY
OG0006848	LOC120421383|XP_039440513.1|CPIP	LOC120772030|XP_039956334.1|BTRY
OG0006849	LOC120421934|XP_039441174.1|CPIP	LOC120777688|XP_039965096.1|BTRY
OG0006850	LOC120421929|XP_039441162.1|CPIP	LOC120778492|XP_039966252.1|BTRY
OG0006851	LOC120421936|XP_039441176.1|CPIP	LOC120778850|XP_039966810.1|BTRY
OG0006852	LOC120431055|XP_039452143.1|CPIP	LOC120771311|XP_039955180.1|BTRY
OG0006853	LOC120418795|XP_039437211.1|CPIP	LOC120777780|XP_039965235.1|BTRY
OG0006854	LOC120418817|XP_039437262.1|CPIP	LOC120772289|XP_039956733.1|BTRY
OG0006855	LOC120418810|XP_039437254.1|CPIP	LOC120779136|XP_039967274.1|BTRY
OG0006856	LOC120418851|XP_039437308.1|CPIP	LOC120770357|XP_039953699.1|BTRY
OG0006858	LOC120429738|XP_039450726.1|CPIP	LOC120777523|XP_039964825.1|BTRY
OG0006863	LOC120418850|XP_039437307.1|CPIP	LOC120773908|XP_039959025.1|BTRY
OG0006867	LOC120413433|XP_039430178.1|CPIP	LOC120781237|XP_039969309.1|BTRY
OG0006870	LOC120424212|XP_039444200.1|CPIP	LOC120772302|XP_039956745.1|BTRY
OG0006871	LOC120424227|XP_039444218.1|CPIP	LOC120772270|XP_039956708.1|BTRY
OG0006872	LOC120426883|XP_039447654.1|CPIP	LOC120771546|XP_039955535.1|BTRY
OG0006881	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP	LOC120768549|XP_039951226.1|BTRY
OG0006882	LOC120414674|XP_039431893.1|CPIP	LOC120771780|XP_039955906.1|BTRY
OG0006883	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP	LOC120768262|XP_039950793.1|BTRY
OG0006884	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP	LOC120769358|XP_039952253.1|BTRY
OG0006885	LOC120428156|XP_039449074.1|CPIP	LOC120768294|XP_039950856.1|BTRY
OG0006886	LOC120425087|XP_039445413.1|CPIP	LOC120766610|XP_039948151.1|BTRY
OG0006887	LOC120431276|XP_039452342.1|CPIP	LOC120775223|XP_039961224.1|BTRY
OG0006888	LOC120431279|XP_039452350.1|CPIP	LOC120781549|XP_039969714.1|BTRY
OG0006889	LOC120431286|XP_039452360.1|CPIP	LOC120775738|XP_039961990.1|BTRY
OG0006890	LOC120427689|XP_039448511.1|CPIP	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC120427690|XP_039448513.1|CPIP	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC120427692|XP_039448523.1|CPIP	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC120427686|XP_039448509.1|CPIP	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC120427695|XP_039448525.1|CPIP	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC120428089|XP_039449008.1|CPIP	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC120428088|XP_039449007.1|CPIP	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC120425849|XP_039446402.1|CPIP	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC120415482|XP_039432982.1|CPIP	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC120419195|XP_039437801.1|CPIP	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC120422802|XP_039442277.1|CPIP	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC120415677|XP_039433198.1|CPIP	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC120424565|XP_039444668.1|CPIP	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC120423658|XP_039443474.1|CPIP	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC120418286|XP_039436547.1|CPIP	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC120418320|XP_039436583.1|CPIP	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC120418289|XP_039436550.1|CPIP	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC120422970|XP_039442491.1|CPIP	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC120422983|XP_039442527.1|CPIP	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC120422988|XP_039442532.1|CPIP	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC120422992|XP_039442537.1|CPIP	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC120413589|XP_039430424.1|CPIP	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC120413621|XP_039430462.1|CPIP	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC120413607|XP_039430445.1|CPIP	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC120413605|XP_039430443.1|CPIP	LOC120776912|XP_039963916.1|BTRY
OG0006916	LOC120413590|XP_039430432.1|CPIP	LOC120767249|XP_039949037.1|BTRY
OG0006917	LOC120413616|XP_039430455.1|CPIP	LOC120768085|XP_039950548.1|BTRY
OG0006918	LOC120413618|XP_039430459.1|CPIP	LOC120768259|XP_039950786.1|BTRY
OG0006921	LOC120414069|XP_039431024.1|CPIP	LOC120769801|XP_039952921.1|BTRY
OG0006922	LOC120414076|XP_039431031.1|CPIP	LOC120768139|XP_039950631.1|BTRY
OG0006923	LOC120414101|XP_039431058.1|CPIP	LOC120767616|XP_039949705.1|BTRY
OG0006924	LOC120414107|XP_039431065.1|CPIP	LOC120769189|XP_039952015.1|BTRY
OG0006925	LOC120414109|XP_039431068.1|CPIP	LOC120766717|XP_039948296.1|BTRY
OG0006926	LOC120420590|XP_039439600.1|CPIP	LOC120768560|XP_039951242.1|BTRY
OG0006927	LOC120420624|XP_039439631.1|CPIP	LOC120769389|XP_039952293.1|BTRY
OG0006928	LOC120420619|XP_039439626.1|CPIP	LOC120769698|XP_039952759.1|BTRY
OG0006929	LOC120420131|XP_039439015.1|CPIP	LOC120767463|XP_039949480.1|BTRY
OG0006930	LOC120420144|XP_039439037.1|CPIP	LOC120769526|XP_039952498.1|BTRY
OG0006931	LOC120422727|XP_039442193.1|CPIP	LOC120768441|XP_039951063.1|BTRY
OG0006932	LOC120422492|XP_039441885.1|CPIP	LOC120782087|XP_039970171.1|BTRY
OG0006933	LOC120423268|XP_039442941.1|CPIP	LOC120781407|XP_039969551.1|BTRY
OG0006934	LOC120416083|XP_039433700.1|CPIP	LOC120766759|XP_039948367.1|BTRY
OG0006935	LOC120417360|XP_039435305.1|CPIP	LOC120769159|XP_039951974.1|BTRY
OG0006936	LOC120417363|XP_039435308.1|CPIP	LOC120769223|XP_039952053.1|BTRY
OG0006937	LOC120417352|XP_039435288.1|CPIP	LOC120768187|XP_039950690.1|BTRY
OG0006938	LOC120417348|XP_039435284.1|CPIP	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY
OG0006939	LOC120417350|XP_039435286.1|CPIP	LOC120772311|XP_039956759.1|BTRY
OG0006940	LOC120413135|XP_039429773.1|CPIP	LOC120769694|XP_039952754.1|BTRY
OG0006941	LOC120424966|XP_039445256.1|CPIP	LOC120768086|XP_039950551.1|BTRY
OG0006942	LOC120416296|XP_039433947.1|CPIP	LOC120770976|XP_039954645.1|BTRY
OG0006943	LOC120413149|XP_039429788.1|CPIP	LOC120767899|XP_039950177.1|BTRY
OG0006944	LOC120413089|XP_039429729.1|CPIP	LOC120767386|XP_039949325.1|BTRY
OG0006945	LOC120413103|XP_039429743.1|CPIP	LOC120767836|XP_039950060.1|BTRY
OG0006946	LOC120413118|XP_039429761.1|CPIP	LOC120767008|XP_039948754.1|BTRY
OG0006947	LOC120424101|XP_039444048.1|CPIP	LOC120767986|XP_039950338.1|BTRY
OG0006948	LOC120428540|XP_039449506.1|CPIP	LOC120769249|XP_039952085.1|BTRY
OG0006949	LOC120418950|XP_039437422.1|CPIP	LOC120769423|XP_039952339.1|BTRY
OG0006950	LOC120428613|XP_039449594.1|CPIP	LOC120767771|XP_039949944.1|BTRY
OG0006951	LOC120427877|XP_039448747.1|CPIP	LOC120767705|XP_039949835.1|BTRY
OG0006952	LOC120428397|XP_039449347.1|CPIP	LOC120782077|XP_039970165.1|BTRY
OG0006953	LOC120425907|XP_039446460.1|CPIP	LOC120776695|XP_039963514.1|BTRY
OG0006954	LOC120425903|XP_039446457.1|CPIP	LOC120767955|XP_039950276.1|BTRY
OG0006955	LOC120425916|XP_039446470.1|CPIP	LOC120782299|XP_039970443.1|BTRY
OG0006956	LOC120416322|XP_039433978.1|CPIP	LOC120769029|XP_039951804.1|BTRY
OG0006957	LOC120416331|XP_039433995.1|CPIP	LOC120767858|XP_039950100.1|BTRY
OG0006958	LOC120416316|XP_039433973.1|CPIP	LOC120770973|XP_039954642.1|BTRY
OG0006959	LOC120416310|XP_039433965.1|CPIP	LOC120778533|XP_039966309.1|BTRY
OG0006960	LOC120414771|XP_039432019.1|CPIP	LOC120769463|XP_039952409.1|BTRY
OG0006961	LOC120414744|XP_039431990.1|CPIP	LOC120769150|XP_039951961.1|BTRY
OG0006962	LOC120420890|XP_039439945.1|CPIP	LOC120768018|XP_039950408.1|BTRY
OG0006963	LOC120418405|XP_039436715.1|CPIP	LOC120768554|XP_039951232.1|BTRY
OG0006964	LOC120418423|XP_039436735.1|CPIP	LOC120769090|XP_039951883.1|BTRY
OG0006965	LOC120421721|XP_039440904.1|CPIP	LOC120769752|XP_039952847.1|BTRY
OG0006966	LOC120421720|XP_039440902.1|CPIP	LOC120768990|XP_039951758.1|BTRY
OG0006967	LOC120421717|XP_039440898.1|CPIP	LOC120772059|XP_039956376.1|BTRY
OG0006968	LOC120420821|XP_039439875.1|CPIP	LOC120772441|XP_039956992.1|BTRY
OG0006969	LOC120420808|XP_039439864.1|CPIP	LOC120777399|XP_039964629.1|BTRY
OG0006970	LOC120419382|XP_039437987.1|CPIP	LOC120782832|XP_039971287.1|BTRY
OG0006971	LOC120420145|XP_039439041.1|CPIP	LOC120768640|XP_039951344.1|BTRY
OG0006972	LOC120419902|XP_039438706.1|CPIP	LOC120779970|XP_039968203.1|BTRY
OG0006973	LOC120420278|XP_039439214.1|CPIP	LOC120768354|XP_039950943.1|BTRY
OG0006974	LOC120420510|XP_039439501.1|CPIP	LOC120777011|XP_039964048.1|BTRY
OG0006975	LOC120419756|XP_039438518.1|CPIP	LOC120769274|XP_039952123.1|BTRY
OG0006976	LOC120418791|XP_039437207.1|CPIP	LOC120769297|XP_039952160.1|BTRY
OG0006977	LOC120431287|XP_039452361.1|CPIP	LOC120771714|XP_039955801.1|BTRY
OG0006979	LOC120421951|XP_039441195.1|CPIP	LOC120767231|XP_039948992.1|BTRY
OG0006980	LOC120428323|XP_039449254.1|CPIP	LOC120768059|XP_039950512.1|BTRY
OG0006981	LOC120428319|XP_039449249.1|CPIP	LOC120767443|XP_039949439.1|BTRY
OG0006983	LOC120422514|XP_039441904.1|CPIP	LOC120768356|XP_039950946.1|BTRY
OG0006984	LOC120415468|XP_039432961.1|CPIP	LOC120769324|XP_039952209.1|BTRY
OG0006985	LOC120415477|XP_039432974.1|CPIP	LOC120769737|XP_039952824.1|BTRY
OG0006986	LOC120415478|XP_039432975.1|CPIP	LOC120769605|XP_039952619.1|BTRY
OG0006988	LOC120416266|XP_039433904.1|CPIP	LOC120767950|XP_039950270.1|BTRY
OG0006989	LOC120425340|XP_039445766.1|CPIP	LOC120768291|XP_039950852.1|BTRY
OG0006990	LOC120425339|XP_039445765.1|CPIP	LOC120767995|XP_039950346.1|BTRY
OG0006991	LOC120425338|XP_039445764.1|CPIP	LOC120766305|XP_039947656.1|BTRY
OG0006992	LOC120421104|XP_039440187.1|CPIP	LOC120767447|XP_039949444.1|BTRY
OG0006993	LOC120415458|XP_039432935.1|CPIP	LOC120767303|XP_039949123.1|BTRY
OG0006994	LOC120419175|XP_039437762.1|CPIP	LOC120767847|XP_039950079.1|BTRY
OG0006995	LOC120415974|XP_039433559.1|CPIP	LOC120767985|XP_039950336.1|BTRY
OG0006996	LOC120416017|XP_039433608.1|CPIP	LOC120768638|XP_039951337.1|BTRY
OG0006997	LOC120422511|XP_039441903.1|CPIP	LOC120770265|XP_039953508.1|BTRY
OG0006998	LOC120416110|XP_039433727.1|CPIP	LOC120768502|XP_039951160.1|BTRY
