Orthogroup	CPIP.longest_only	DSUB.longest_only
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC117896223|XP_034660248.1|DSUB
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC117901249|XP_034667825.1|DSUB
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC117897936|XP_034662922.1|DSUB
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC117897340|XP_034662001.1|DSUB
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC117898420|XP_034663689.1|DSUB
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC117890329|XP_034651010.1|DSUB
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC117901557|XP_034668246.1|DSUB
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC117896285|XP_034660380.1|DSUB
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC117897381|XP_034662081.1|DSUB
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC117897380|XP_034662079.1|DSUB
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC117899207|XP_034664970.1|DSUB
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC117896654|XP_034660992.1|DSUB
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC117896885|XP_034661305.1|DSUB
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC117895358|XP_034658833.1|DSUB
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC117899531|XP_034665490.1|DSUB
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC117898957|XP_034664586.1|DSUB
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC117902232|XP_034669361.1|DSUB
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC117897173|XP_034661761.1|DSUB
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC117899579|XP_034665587.1|DSUB
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC117903627|XP_034671786.1|DSUB
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC117897022|XP_034661489.1|DSUB
OG0006497	LOC120426698|XP_039447410.1|CPIP	LOC117896063|XP_034659969.1|DSUB
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC117896001|XP_034659887.1|DSUB
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC117896064|XP_034659970.1|DSUB
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC117901086|XP_034667601.1|DSUB
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC117898999|XP_034664635.1|DSUB
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC117899108|XP_034664786.1|DSUB
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC117899110|XP_034664788.1|DSUB
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC117899109|XP_034664787.1|DSUB
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC117899136|XP_034664829.1|DSUB
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC117896585|XP_034660897.1|DSUB
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC117897479|XP_034662232.1|DSUB
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC117903258|XP_034671052.1|DSUB
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC117898323|XP_034663534.1|DSUB
OG0006511	LOC120426682|XP_039447391.1|CPIP	LOC117896060|XP_034659965.1|DSUB
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC117899752|XP_034665893.1|DSUB
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC117897663|XP_034662541.1|DSUB
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC117896686|XP_034661028.1|DSUB
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC117896424|XP_034660633.1|DSUB
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC117899152|XP_034664858.1|DSUB
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC117896425|XP_034660634.1|DSUB
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC117896301|XP_034660414.1|DSUB
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC117897714|XP_034662627.1|DSUB
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC117898879|XP_034664453.1|DSUB
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC117898788|XP_034664317.1|DSUB
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC117902594|XP_034669986.1|DSUB
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC117894309|XP_034657209.1|DSUB
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC117896047|XP_034659947.1|DSUB
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC117897100|XP_034661634.1|DSUB
OG0006528	LOC120430081|XP_039451105.1|CPIP	LOC117896863|XP_034661283.1|DSUB
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC117896045|XP_034659945.1|DSUB
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC117897160|XP_034661721.1|DSUB
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC117896043|XP_034659942.1|DSUB
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC117897872|XP_034662838.1|DSUB
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC117898259|XP_034663405.1|DSUB
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC117897034|XP_034661504.1|DSUB
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC117899764|XP_034665913.1|DSUB
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC117897560|XP_034662383.1|DSUB
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC117896280|XP_034660374.1|DSUB
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC117899700|XP_034665798.1|DSUB
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC117896946|XP_034661380.1|DSUB
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC117896948|XP_034661383.1|DSUB
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC117899335|XP_034665163.1|DSUB
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC117897687|XP_034662594.1|DSUB
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC117895651|XP_034659341.1|DSUB
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC117896611|XP_034660935.1|DSUB
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC117897111|XP_034661646.1|DSUB
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC117896104|XP_034660048.1|DSUB
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC117899341|XP_034665181.1|DSUB
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC117901900|XP_034668760.1|DSUB
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC117897853|XP_034662818.1|DSUB
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC117896982|XP_034661428.1|DSUB
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC117897069|XP_034661563.1|DSUB
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC117896331|XP_034660462.1|DSUB
OG0006556	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP	LOC117896788|XP_034661176.1|DSUB
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC117902408|XP_034669642.1|DSUB
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC117896498|XP_034660733.1|DSUB
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC117898123|XP_034663202.1|DSUB
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC117896475|XP_034660700.1|DSUB
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC117897285|XP_034661913.1|DSUB
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC117897428|XP_034662157.1|DSUB
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC117898594|XP_034664032.1|DSUB
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC117898593|XP_034664030.1|DSUB
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC117899192|XP_034664945.1|DSUB
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC117899442|XP_034665337.1|DSUB
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC117898320|XP_034663521.1|DSUB
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC117898161|XP_034663260.1|DSUB
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC117899303|XP_034665114.1|DSUB
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC117899206|XP_034664969.1|DSUB
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC117899300|XP_034665109.1|DSUB
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC117900263|XP_034666463.1|DSUB
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC117898701|XP_034664210.1|DSUB
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC117898082|XP_034663151.1|DSUB
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC117896322|XP_034660444.1|DSUB
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC117899383|XP_034665256.1|DSUB
OG0006584	LOC120425390|XP_039445841.1|CPIP	LOC117900436|XP_034666696.1|DSUB
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC117901548|XP_034668237.1|DSUB
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC117898884|XP_034664458.1|DSUB
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC117898880|XP_034664454.1|DSUB
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC117897405|XP_034662119.1|DSUB
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC117897682|XP_034662582.1|DSUB
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC117895844|XP_034659689.1|DSUB
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC117898455|XP_034663768.1|DSUB
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC117898454|XP_034663767.1|DSUB
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC117895665|XP_034659379.1|DSUB
OG0006595	LOC120428684|XP_039449676.1|CPIP	LOC117891534|XP_034652931.1|DSUB
OG0006596	LOC120428682|XP_039449671.1|CPIP	LOC117890040|XP_034650550.1|DSUB
OG0006597	LOC120428696|XP_039449700.1|CPIP	LOC117894348|XP_034657229.1|DSUB
OG0006598	LOC120428691|XP_039449693.1|CPIP	LOC117901587|XP_034668288.1|DSUB
OG0006599	LOC120427604|XP_039448415.1|CPIP	LOC117894376|XP_034657272.1|DSUB
OG0006600	LOC120427602|XP_039448408.1|CPIP	LOC117893479|XP_034655994.1|DSUB
OG0006601	LOC120427611|XP_039448426.1|CPIP	LOC117894947|XP_034658164.1|DSUB
OG0006602	LOC120427612|XP_039448427.1|CPIP	LOC117894948|XP_034658165.1|DSUB
OG0006603	LOC120427620|XP_039448434.1|CPIP	LOC117894939|XP_034658152.1|DSUB
OG0006604	LOC120427616|XP_039448430.1|CPIP	LOC117893380|XP_034655866.1|DSUB
OG0006605	LOC120427622|XP_039448437.1|CPIP	LOC117903721|XP_034671961.1|DSUB
OG0006606	LOC120427605|XP_039448416.1|CPIP	LOC117892938|XP_034655152.1|DSUB
OG0006607	LOC120427606|XP_039448417.1|CPIP	LOC117895130|XP_034658433.1|DSUB
OG0006608	LOC120428398|XP_039449345.1|CPIP	LOC117897643|XP_034662510.1|DSUB
OG0006609	LOC120423012|XP_039442578.1|CPIP	LOC117898118|XP_034663198.1|DSUB
OG0006610	LOC120423007|XP_039442564.1|CPIP	LOC117895867|XP_034659724.1|DSUB
OG0006611	LOC120423016|XP_039442588.1|CPIP	LOC117895678|XP_034659395.1|DSUB
OG0006612	LOC120423024|XP_039442601.1|CPIP	LOC117895680|XP_034659398.1|DSUB
OG0006613	LOC120423022|XP_039442596.1|CPIP	LOC117895679|XP_034659397.1|DSUB
OG0006614	LOC120423010|XP_039442575.1|CPIP	LOC117895676|XP_034659390.1|DSUB
OG0006615	LOC120423001|XP_039442557.1|CPIP	LOC117894286|XP_034657136.1|DSUB
OG0006616	LOC120423004|XP_039442560.1|CPIP	LOC117895672|XP_034659385.1|DSUB
OG0006617	LOC120422999|XP_039442551.1|CPIP	LOC117893498|XP_034656025.1|DSUB
OG0006618	LOC120417825|XP_039435973.1|CPIP	LOC117894464|XP_034657456.1|DSUB
OG0006619	LOC120430251|XP_039451270.1|CPIP	LOC117895347|XP_034658819.1|DSUB
OG0006620	LOC120430252|XP_039451271.1|CPIP	LOC117895340|XP_034658808.1|DSUB
OG0006621	LOC120430256|XP_039451275.1|CPIP	LOC117894237|XP_034657045.1|DSUB
OG0006622	LOC120421741|XP_039440941.1|CPIP	LOC117895355|XP_034658831.1|DSUB
OG0006623	LOC120421747|XP_039440954.1|CPIP	LOC117892937|XP_034655150.1|DSUB
OG0006624	LOC120422869|XP_039442352.1|CPIP	LOC117892407|XP_034654526.1|DSUB
OG0006625	LOC120422862|XP_039442345.1|CPIP	LOC117892414|XP_034654536.1|DSUB
OG0006626	LOC120422860|XP_039442343.1|CPIP	LOC117892137|XP_034654065.1|DSUB
OG0006627	LOC120422849|XP_039442329.1|CPIP	LOC117892237|XP_034654236.1|DSUB
OG0006628	LOC120422826|XP_039442294.1|CPIP	LOC117892236|XP_034654234.1|DSUB
OG0006629	LOC120417405|XP_039435380.1|CPIP	LOC117889945|XP_034650373.1|DSUB
OG0006630	LOC120424202|XP_039444195.1|CPIP	LOC117890327|XP_034651006.1|DSUB
OG0006631	LOC120424170|XP_039444158.1|CPIP	LOC117894145|XP_034656930.1|DSUB
OG0006632	LOC120424188|XP_039444179.1|CPIP	LOC117889902|XP_034650310.1|DSUB
OG0006633	LOC120424193|XP_039444186.1|CPIP	LOC117895282|XP_034658708.1|DSUB
OG0006634	LOC120424199|XP_039444191.1|CPIP	LOC117900726|XP_034667092.1|DSUB
OG0006635	LOC120424201|XP_039444194.1|CPIP	LOC117901572|XP_034668261.1|DSUB
OG0006636	LOC120417824|XP_039435972.1|CPIP	LOC117903877|XP_034672259.1|DSUB
OG0006637	LOC120417797|XP_039435929.1|CPIP	LOC117895644|XP_034659318.1|DSUB
OG0006638	LOC120424425|XP_039444475.1|CPIP	LOC117890657|XP_034651519.1|DSUB
OG0006639	LOC120424424|XP_039444474.1|CPIP	LOC117890652|XP_034651510.1|DSUB
OG0006640	LOC120427196|XP_039447992.1|CPIP	LOC117891486|XP_034652857.1|DSUB
OG0006641	LOC120426918|XP_039447660.1|CPIP	LOC117891900|XP_034653596.1|DSUB
OG0006642	LOC120427452|XP_039448256.1|CPIP	LOC117891767|XP_034653301.1|DSUB
OG0006643	LOC120427168|XP_039447965.1|CPIP	LOC117889848|XP_034650232.1|DSUB
OG0006644	LOC120419752|XP_039438504.1|CPIP	LOC117895414|XP_034658939.1|DSUB
OG0006645	LOC120419734|XP_039438462.1|CPIP	LOC117902097|XP_034669089.1|DSUB
OG0006646	LOC120419754|XP_039438510.1|CPIP	LOC117891871|XP_034653528.1|DSUB
OG0006647	LOC120429770|XP_039450761.1|CPIP	LOC117892109|XP_034654011.1|DSUB
OG0006648	LOC120419768|XP_039438530.1|CPIP	LOC117893629|XP_034656202.1|DSUB
OG0006649	LOC120419496|XP_039438121.1|CPIP	LOC117890387|XP_034651079.1|DSUB
OG0006650	LOC120423495|XP_039443264.1|CPIP	LOC117890141|XP_034650718.1|DSUB
OG0006651	LOC120417406|XP_039435381.1|CPIP	LOC117895736|XP_034659487.1|DSUB
OG0006652	LOC120423186|XP_039442822.1|CPIP	LOC117894367|XP_034657260.1|DSUB
OG0006653	LOC120416544|XP_039434201.1|CPIP	LOC117893056|XP_034655329.1|DSUB
OG0006654	LOC120416550|XP_039434214.1|CPIP	LOC117893183|XP_034655567.1|DSUB
OG0006655	LOC120421330|XP_039440432.1|CPIP	LOC117893909|XP_034656578.1|DSUB
OG0006656	LOC120429275|XP_039450431.1|CPIP	LOC117895850|XP_034659705.1|DSUB
OG0006657	LOC120422637|XP_039442069.1|CPIP	LOC117889831|XP_034650203.1|DSUB
OG0006658	LOC120418865|XP_039437333.1|CPIP	LOC117892977|XP_034655210.1|DSUB
OG0006659	LOC120418868|XP_039437337.1|CPIP	LOC117892979|XP_034655214.1|DSUB
OG0006660	LOC120418901|XP_039437365.1|CPIP	LOC117895253|XP_034658660.1|DSUB
OG0006661	LOC120427559|XP_039448367.1|CPIP	LOC117895248|XP_034658652.1|DSUB
OG0006662	LOC120425589|XP_039446102.1|CPIP	LOC117900686|XP_034667025.1|DSUB
OG0006663	LOC120412867|XP_039429428.1|CPIP	LOC117893970|XP_034656665.1|DSUB
OG0006664	LOC120423653|XP_039443469.1|CPIP	LOC117896366|XP_034660533.1|DSUB
OG0006665	LOC120426040|XP_039446654.1|CPIP	LOC117893081|XP_034655393.1|DSUB
OG0006666	LOC120425583|XP_039446090.1|CPIP	LOC117892602|XP_034654833.1|DSUB
OG0006667	LOC120424186|XP_039444177.1|CPIP	LOC117895420|XP_034658947.1|DSUB
OG0006668	LOC120425489|XP_039445972.1|CPIP	LOC117891612|XP_034653039.1|DSUB
OG0006669	LOC120426258|XP_039446932.1|CPIP	LOC117894634|XP_034657696.1|DSUB
OG0006670	LOC120426394|XP_039447087.1|CPIP	LOC117894640|XP_034657702.1|DSUB
OG0006671	LOC120425899|XP_039446453.1|CPIP	LOC117894633|XP_034657692.1|DSUB
OG0006672	LOC120425745|XP_039446308.1|CPIP	LOC117894863|XP_034658010.1|DSUB
OG0006673	LOC120426351|XP_039447049.1|CPIP	LOC117893027|XP_034655276.1|DSUB
OG0006674	LOC120427485|XP_039448282.1|CPIP	LOC117894193|XP_034657000.1|DSUB
OG0006675	LOC120427045|XP_039447814.1|CPIP	LOC117893165|XP_034655533.1|DSUB
OG0006676	LOC120428977|XP_039450044.1|CPIP	LOC117895783|XP_034659572.1|DSUB
OG0006677	LOC120424373|XP_039444401.1|CPIP	LOC117895798|XP_034659606.1|DSUB
OG0006678	LOC120424384|XP_039444418.1|CPIP	LOC117894654|XP_034657721.1|DSUB
OG0006679	LOC120424375|XP_039444406.1|CPIP	LOC117894343|XP_034657220.1|DSUB
OG0006680	LOC120432611|XP_039453792.1|CPIP	LOC117898128|XP_034663211.1|DSUB
OG0006681	LOC120432596|XP_039453769.1|CPIP	LOC117894632|XP_034657688.1|DSUB
OG0006682	LOC120432600|XP_039453775.1|CPIP	LOC117893812|XP_034656450.1|DSUB
OG0006683	LOC120432602|XP_039453783.1|CPIP	LOC117895503|XP_034659091.1|DSUB
OG0006684	LOC120432599|XP_039453772.1|CPIP	LOC117895795|XP_034659601.1|DSUB
OG0006685	LOC120432604|XP_039453784.1|CPIP	LOC117892540|XP_034654739.1|DSUB
OG0006686	LOC120432616|XP_039453797.1|CPIP	LOC117893973|XP_034656668.1|DSUB
OG0006687	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP	LOC117901444|XP_034668081.1|DSUB
OG0006688	LOC120426872|XP_039447612.1|CPIP	LOC117894724|XP_034657802.1|DSUB
OG0006689	LOC120422837|XP_039442312.1|CPIP	LOC117894892|XP_034658066.1|DSUB
OG0006690	LOC120425356|XP_039445797.1|CPIP	LOC117899133|XP_034664822.1|DSUB
OG0006691	LOC120428819|XP_039449859.1|CPIP	LOC117893109|XP_034655436.1|DSUB
OG0006692	LOC120428815|XP_039449851.1|CPIP	LOC117895278|XP_034658703.1|DSUB
OG0006693	LOC120425979|XP_039446567.1|CPIP	LOC117894462|XP_034657452.1|DSUB
OG0006694	LOC120422319|XP_039441640.1|CPIP	LOC117903461|XP_034671390.1|DSUB
OG0006695	LOC120420567|XP_039439578.1|CPIP	LOC117895329|XP_034658792.1|DSUB
OG0006696	LOC120420562|XP_039439565.1|CPIP	LOC117901715|XP_034668483.1|DSUB
OG0006697	LOC120420570|XP_039439582.1|CPIP	LOC117895205|XP_034658580.1|DSUB
OG0006698	LOC120430176|XP_039451194.1|CPIP	LOC117893415|XP_034655917.1|DSUB
OG0006699	LOC120415757|XP_039433299.1|CPIP	LOC117892928|XP_034655135.1|DSUB
OG0006700	LOC120415746|XP_039433286.1|CPIP	LOC117893075|XP_034655384.1|DSUB
OG0006701	LOC120415750|XP_039433292.1|CPIP	LOC117890842|XP_034651817.1|DSUB
OG0006702	LOC120424875|XP_039445067.1|CPIP	LOC117894719|XP_034657795.1|DSUB
OG0006703	LOC120424885|XP_039445105.1|CPIP	LOC117893763|XP_034656394.1|DSUB
OG0006704	LOC120424876|XP_039445069.1|CPIP	LOC117893774|XP_034656405.1|DSUB
OG0006705	LOC120418872|XP_039437341.1|CPIP	LOC117890058|XP_034650581.1|DSUB
OG0006706	LOC120418870|XP_039437339.1|CPIP	LOC117892283|XP_034654293.1|DSUB
OG0006707	LOC120418874|XP_039437342.1|CPIP	LOC117891212|XP_034652444.1|DSUB
OG0006708	LOC120418875|XP_039437343.1|CPIP	LOC117898550|XP_034663926.1|DSUB
OG0006709	LOC120426790|XP_039447501.1|CPIP	LOC117898120|XP_034663203.1|DSUB
OG0006711	LOC120430314|XP_039451346.1|CPIP	LOC117893156|XP_034655509.1|DSUB
OG0006712	LOC120430453|XP_039451495.1|CPIP	LOC117895793|XP_034659586.1|DSUB
OG0006713	LOC120430400|XP_039451440.1|CPIP	LOC117893501|XP_034656030.1|DSUB
OG0006714	LOC120430392|XP_039451433.1|CPIP	LOC117893495|XP_034656022.1|DSUB
OG0006715	LOC120422828|XP_039442299.1|CPIP	LOC117892939|XP_034655153.1|DSUB
OG0006716	LOC120422840|XP_039442315.1|CPIP	LOC117900026|XP_034666104.1|DSUB
OG0006717	LOC120422858|XP_039442341.1|CPIP	LOC117894456|XP_034657446.1|DSUB
OG0006718	LOC120426248|XP_039446923.1|CPIP	LOC117894466|XP_034657458.1|DSUB
OG0006719	LOC120430320|XP_039451354.1|CPIP	LOC117894435|XP_034657389.1|DSUB
OG0006720	LOC120430749|XP_039451789.1|CPIP	LOC117892969|XP_034655193.1|DSUB
OG0006721	LOC120421340|XP_039440456.1|CPIP	LOC117894454|XP_034657444.1|DSUB
OG0006722	LOC120428346|XP_039449281.1|CPIP	LOC117894500|XP_034657499.1|DSUB
OG0006723	LOC120428335|XP_039449268.1|CPIP	LOC117902601|XP_034670004.1|DSUB
OG0006724	LOC120420661|XP_039439689.1|CPIP	LOC117897338|XP_034661999.1|DSUB
OG0006725	LOC120420688|XP_039439718.1|CPIP	LOC117899436|XP_034665331.1|DSUB
OG0006726	LOC120420687|XP_039439717.1|CPIP	LOC117898206|XP_034663318.1|DSUB
OG0006727	LOC120420649|XP_039439665.1|CPIP	LOC117899434|XP_034665327.1|DSUB
OG0006728	LOC120427039|XP_039447802.1|CPIP	LOC117898194|XP_034663304.1|DSUB
OG0006729	LOC120421534|XP_039440687.1|CPIP	LOC117891684|XP_034653153.1|DSUB
OG0006730	LOC120421549|XP_039440710.1|CPIP	LOC117891681|XP_034653149.1|DSUB
OG0006731	LOC120421530|XP_039440684.1|CPIP	LOC117902593|XP_034669984.1|DSUB
OG0006732	LOC120420103|XP_039438984.1|CPIP	LOC117895301|XP_034658751.1|DSUB
OG0006733	LOC120413258|XP_039429921.1|CPIP	LOC117893470|XP_034655984.1|DSUB
OG0006734	LOC120413245|XP_039429908.1|CPIP	LOC117893766|XP_034656397.1|DSUB
OG0006735	LOC120413242|XP_039429904.1|CPIP	LOC117893579|XP_034656143.1|DSUB
OG0006736	LOC120413249|XP_039429912.1|CPIP	LOC117893029|XP_034655278.1|DSUB
OG0006737	LOC120413181|XP_039429828.1|CPIP	LOC117894703|XP_034657777.1|DSUB
OG0006738	LOC120413247|XP_039429910.1|CPIP	LOC117891504|XP_034652885.1|DSUB
OG0006739	LOC120413183|XP_039429831.1|CPIP	LOC117894578|XP_034657610.1|DSUB
OG0006740	LOC120413195|XP_039429844.1|CPIP	LOC117895300|XP_034658749.1|DSUB
OG0006741	LOC120413157|XP_039429800.1|CPIP	LOC117895297|XP_034658743.1|DSUB
OG0006742	LOC120428745|XP_039449757.1|CPIP	LOC117899414|XP_034665295.1|DSUB
OG0006743	LOC120413155|XP_039429794.1|CPIP	LOC117900656|XP_034666981.1|DSUB
OG0006744	LOC120413215|XP_039429867.1|CPIP	LOC117894444|XP_034657418.1|DSUB
OG0006745	LOC120418491|XP_039436863.1|CPIP	LOC117896083|XP_034660010.1|DSUB
OG0006746	LOC120413163|XP_039429805.1|CPIP	LOC117895137|XP_034658449.1|DSUB
OG0006747	LOC120413160|XP_039429803.1|CPIP	LOC117893030|XP_034655279.1|DSUB
OG0006748	LOC120412894|XP_039429458.1|CPIP	LOC117900213|XP_034666389.1|DSUB
OG0006749	LOC120420093|XP_039438960.1|CPIP	LOC117893555|XP_034656102.1|DSUB
OG0006750	LOC120420112|XP_039438994.1|CPIP	LOC117903541|XP_034671620.1|DSUB
OG0006752	LOC120416506|XP_039434157.1|CPIP	LOC117893945|XP_034656626.1|DSUB
OG0006753	LOC120416485|XP_039434138.1|CPIP	LOC117893942|XP_034656622.1|DSUB
OG0006754	LOC120428831|XP_039449879.1|CPIP	LOC117895110|XP_034658404.1|DSUB
OG0006755	LOC120430777|XP_039451825.1|CPIP	LOC117893186|XP_034655570.1|DSUB
OG0006756	LOC120416500|XP_039434150.1|CPIP	LOC117894567|XP_034657591.1|DSUB
OG0006757	LOC120413497|XP_039430288.1|CPIP	LOC117894599|XP_034657639.1|DSUB
OG0006758	LOC120413436|XP_039430183.1|CPIP	LOC117894353|XP_034657233.1|DSUB
OG0006759	LOC120413434|XP_039430179.1|CPIP	LOC117894347|XP_034657227.1|DSUB
OG0006760	LOC120413447|XP_039430214.1|CPIP	LOC117893605|XP_034656172.1|DSUB
OG0006761	LOC120425594|XP_039446110.1|CPIP	LOC117897136|XP_034661697.1|DSUB
OG0006762	LOC120418929|XP_039437397.1|CPIP	LOC117892027|XP_034653866.1|DSUB
OG0006767	LOC120420648|XP_039439664.1|CPIP	LOC117894280|XP_034657130.1|DSUB
OG0006768	LOC120420655|XP_039439673.1|CPIP	LOC117894279|XP_034657126.1|DSUB
OG0006769	LOC120420657|XP_039439681.1|CPIP	LOC117894311|XP_034657168.1|DSUB
OG0006770	LOC120412422|XP_039428817.1|CPIP	LOC117895499|XP_034659086.1|DSUB
OG0006771	LOC120412385|XP_039428755.1|CPIP	LOC117903524|XP_034671534.1|DSUB
OG0006772	LOC120412382|XP_039428744.1|CPIP	LOC117891832|XP_034653472.1|DSUB
OG0006773	LOC120413438|XP_039430187.1|CPIP	LOC117894057|XP_034656800.1|DSUB
OG0006774	LOC120413432|XP_039430177.1|CPIP	LOC117893831|XP_034656483.1|DSUB
OG0006775	LOC120413462|XP_039430231.1|CPIP	LOC117893934|XP_034656607.1|DSUB
OG0006776	LOC120413453|XP_039430221.1|CPIP	LOC117893938|XP_034656617.1|DSUB
OG0006777	LOC120413457|XP_039430227.1|CPIP	LOC117893946|XP_034656627.1|DSUB
OG0006778	LOC120413455|XP_039430224.1|CPIP	LOC117895341|XP_034658809.1|DSUB
OG0006779	LOC120413451|XP_039430219.1|CPIP	LOC117895694|XP_034659430.1|DSUB
OG0006780	LOC120413440|XP_039430191.1|CPIP	LOC117895866|XP_034659723.1|DSUB
OG0006781	LOC120413446|XP_039430213.1|CPIP	LOC117895374|XP_034658853.1|DSUB
OG0006782	LOC120413473|XP_039430245.1|CPIP	LOC117895574|XP_034659185.1|DSUB
OG0006783	LOC120414616|XP_039431772.1|CPIP	LOC117891880|XP_034653537.1|DSUB
OG0006784	LOC120412598|XP_039429065.1|CPIP	LOC117893408|XP_034655898.1|DSUB
