Orthogroup	CPIP.longest_only	HILL.longest_only
OG0006015	LOC120415148|XP_039432516.1|CPIP	LOC119655370|XP_037917162.1|HILL
OG0006016	LOC120415111|XP_039432463.1|CPIP	LOC119655805|XP_037917832.1|HILL
OG0006017	LOC120415131|XP_039432491.1|CPIP	LOC119655674|XP_037917591.1|HILL
OG0006018	LOC120425534|XP_039446024.1|CPIP	LOC119654888|XP_037916430.1|HILL
OG0006019	LOC120425539|XP_039446034.1|CPIP	LOC119655809|XP_037917838.1|HILL
OG0006020	LOC120412761|XP_039429287.1|CPIP	LOC119648372|XP_037906028.1|HILL
OG0006021	LOC120412715|XP_039429224.1|CPIP	LOC119647561|XP_037904482.1|HILL
OG0006022	LOC120412731|XP_039429255.1|CPIP	LOC119653870|XP_037914905.1|HILL
OG0006023	LOC120415404|XP_039432864.1|CPIP	LOC119655749|XP_037917729.1|HILL
OG0006024	LOC120419138|XP_039437661.1|CPIP	LOC119653867|XP_037914854.1|HILL
OG0006025	LOC120419134|XP_039437656.1|CPIP	LOC119655420|XP_037917237.1|HILL
OG0006026	LOC120412768|XP_039429296.1|CPIP	LOC119651914|XP_037911670.1|HILL
OG0006027	LOC120412717|XP_039429235.1|CPIP	LOC119654206|XP_037915336.1|HILL
OG0006028	LOC120415884|XP_039433455.1|CPIP	LOC119649202|XP_037907181.1|HILL
OG0006029	LOC120415355|XP_039432778.1|CPIP	LOC119653803|XP_037914749.1|HILL
OG0006030	LOC120415405|XP_039432865.1|CPIP	LOC119649933|XP_037908280.1|HILL
OG0006031	LOC120415374|XP_039432831.1|CPIP	LOC119655704|XP_037917647.1|HILL
OG0006032	LOC120415362|XP_039432786.1|CPIP	LOC119656705|XP_037919143.1|HILL
OG0006033	LOC120415409|XP_039432871.1|CPIP	LOC119654966|XP_037916554.1|HILL
OG0006034	LOC120419310|XP_039437912.1|CPIP	LOC119659432|XP_037923443.1|HILL
OG0006035	LOC120419303|XP_039437904.1|CPIP	LOC119654465|XP_037915810.1|HILL
OG0006036	LOC120419302|XP_039437903.1|CPIP	LOC119651983|XP_037911826.1|HILL, LOC119652604|XP_037912764.1|HILL, LOC119652856|XP_037913140.1|HILL
OG0006037	LOC120419323|XP_039437929.1|CPIP	LOC119655540|XP_037917383.1|HILL
OG0006038	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP	LOC119655601|XP_037917485.1|HILL
OG0006039	LOC120430726|XP_039451772.1|CPIP	LOC119655105|XP_037916756.1|HILL
OG0006040	LOC120425516|XP_039445999.1|CPIP	LOC119655955|XP_037918100.1|HILL
OG0006041	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP	LOC119654617|XP_037916018.1|HILL
OG0006042	LOC120429527|XP_039450527.1|CPIP	LOC119654801|XP_037916282.1|HILL
OG0006043	LOC120429284|XP_039450443.1|CPIP	LOC119647848|XP_037905040.1|HILL
OG0006044	LOC120429256|XP_039450409.1|CPIP	LOC119654555|XP_037915931.1|HILL
OG0006045	LOC120429626|XP_039450594.1|CPIP	LOC119656254|XP_037918600.1|HILL
OG0006046	LOC120429109|XP_039450212.1|CPIP	LOC119654435|XP_037915762.1|HILL
OG0006047	LOC120426724|XP_039447429.1|CPIP	LOC119649441|XP_037907519.1|HILL
OG0006048	LOC120415431|XP_039432913.1|CPIP	LOC119649144|XP_037907083.1|HILL
OG0006050	LOC120415350|XP_039432773.1|CPIP	LOC119651887|XP_037911636.1|HILL
OG0006051	LOC120415353|XP_039432775.1|CPIP	LOC119654234|XP_037915389.1|HILL
OG0006052	LOC120415416|XP_039432879.1|CPIP	LOC119654233|XP_037915386.1|HILL
OG0006053	LOC120420342|XP_039439271.1|CPIP	LOC119653775|XP_037914705.1|HILL
OG0006054	LOC120420318|XP_039439243.1|CPIP	LOC119660858|XP_037925681.1|HILL
OG0006055	LOC120418156|XP_039436388.1|CPIP	LOC119653373|XP_037913844.1|HILL
OG0006056	LOC120415864|XP_039433433.1|CPIP	LOC119655715|XP_037917676.1|HILL
OG0006057	LOC120415879|XP_039433451.1|CPIP	LOC119647851|XP_037905046.1|HILL
OG0006058	LOC120418138|XP_039436362.1|CPIP	LOC119653910|XP_037914989.1|HILL
OG0006059	LOC120432647|XP_039453827.1|CPIP	LOC119649871|XP_037908171.1|HILL
OG0006060	LOC120432649|XP_039453828.1|CPIP	LOC119649872|XP_037908175.1|HILL
OG0006061	LOC120432664|XP_039453844.1|CPIP	LOC119655464|XP_037917292.1|HILL
OG0006062	LOC120412325|XP_039428660.1|CPIP	LOC119658861|XP_037922545.1|HILL
OG0006063	LOC120412334|XP_039428669.1|CPIP	LOC119650649|XP_037909511.1|HILL
OG0006064	LOC120432671|XP_039453859.1|CPIP	LOC119654831|XP_037916326.1|HILL
OG0006065	LOC120412327|XP_039428662.1|CPIP	LOC119656270|XP_037918621.1|HILL
OG0006066	LOC120412362|XP_039428720.1|CPIP	LOC119653587|XP_037914264.1|HILL
OG0006067	LOC120412345|XP_039428680.1|CPIP	LOC119654291|XP_037915508.1|HILL
OG0006068	LOC120432669|XP_039453856.1|CPIP	LOC119660747|XP_037925403.1|HILL
OG0006069	LOC120412361|XP_039428719.1|CPIP	LOC119650085|XP_037908517.1|HILL
OG0006070	LOC120425249|XP_039445629.1|CPIP	LOC119648320|XP_037905929.1|HILL
OG0006071	LOC120425244|XP_039445611.1|CPIP	LOC119648204|XP_037905732.1|HILL
OG0006072	LOC120425960|XP_039446541.1|CPIP	LOC119648146|XP_037905631.1|HILL
OG0006073	LOC120421974|XP_039441218.1|CPIP	LOC119648612|XP_037906309.1|HILL
OG0006074	LOC120416819|XP_039434636.1|CPIP	LOC119649476|XP_037907565.1|HILL
OG0006075	LOC120427642|XP_039448460.1|CPIP	LOC119657807|XP_037920832.1|HILL
OG0006076	LOC120416859|XP_039434689.1|CPIP	LOC119655911|XP_037918001.1|HILL, LOC119655771|XP_037917754.1|HILL
OG0006077	LOC120416835|XP_039434656.1|CPIP	LOC119647627|XP_037904610.1|HILL
OG0006078	LOC120416842|XP_039434664.1|CPIP	LOC119647845|XP_037905030.1|HILL
OG0006079	LOC120416825|XP_039434645.1|CPIP	LOC119649654|XP_037907837.1|HILL
OG0006080	LOC120428644|XP_039449618.1|CPIP	LOC119649653|XP_037907836.1|HILL
OG0006081	LOC120427132|XP_039447922.1|CPIP	LOC119654303|XP_037915537.1|HILL
OG0006082	LOC120427134|XP_039447924.1|CPIP	LOC119654362|XP_037915636.1|HILL
OG0006083	LOC120423486|XP_039443254.1|CPIP	LOC119650462|XP_037909253.1|HILL
OG0006084	LOC120418194|XP_039436433.1|CPIP	LOC119647569|XP_037904493.1|HILL
OG0006085	LOC120416991|XP_039434860.1|CPIP	LOC119650339|XP_037908934.1|HILL
OG0006086	LOC120416997|XP_039434873.1|CPIP	LOC119649167|XP_037907120.1|HILL
OG0006087	LOC120416996|XP_039434864.1|CPIP	LOC119654551|XP_037915924.1|HILL
OG0006088	LOC120416998|XP_039434874.1|CPIP	LOC119649937|XP_037908285.1|HILL
OG0006089	LOC120417008|XP_039434881.1|CPIP	LOC119657395|XP_037920217.1|HILL
OG0006090	LOC120417006|XP_039434880.1|CPIP	LOC119648227|XP_037905774.1|HILL
OG0006091	LOC120416994|XP_039434863.1|CPIP	LOC119647893|XP_037905120.1|HILL
OG0006092	LOC120416990|XP_039434850.1|CPIP	LOC119650362|XP_037908977.1|HILL
OG0006093	LOC120421870|XP_039441100.1|CPIP	LOC119653694|XP_037914492.1|HILL
OG0006094	LOC120421860|XP_039441093.1|CPIP	LOC119654933|XP_037916513.1|HILL
OG0006095	LOC120426493|XP_039447196.1|CPIP	LOC119655855|XP_037917902.1|HILL
OG0006096	LOC120415180|XP_039432572.1|CPIP	LOC119655354|XP_037917133.1|HILL
OG0006097	LOC120415173|XP_039432551.1|CPIP	LOC119647757|XP_037904803.1|HILL
OG0006098	LOC120424714|XP_039444830.1|CPIP	LOC119653770|XP_037914694.1|HILL
OG0006099	LOC120422674|XP_039442116.1|CPIP	LOC119656187|XP_037918465.1|HILL
OG0006100	LOC120422679|XP_039442123.1|CPIP	LOC119654696|XP_037916137.1|HILL
OG0006101	LOC120422664|XP_039442102.1|CPIP	LOC119655053|XP_037916667.1|HILL
OG0006102	LOC120418579|XP_039436958.1|CPIP	LOC119654991|XP_037916584.1|HILL
OG0006103	LOC120418594|XP_039436974.1|CPIP	LOC119656040|XP_037918236.1|HILL
OG0006104	LOC120418589|XP_039436970.1|CPIP	LOC119654371|XP_037915651.1|HILL
OG0006105	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP	LOC119654482|XP_037915831.1|HILL
OG0006106	LOC120430087|XP_039451108.1|CPIP	LOC119650189|XP_037908676.1|HILL
OG0006107	LOC120421835|XP_039441050.1|CPIP	LOC119655935|XP_037918049.1|HILL
OG0006108	LOC120429552|XP_039450542.1|CPIP	LOC119655940|XP_037918055.1|HILL
OG0006109	LOC120416353|XP_039434020.1|CPIP	LOC119648675|XP_037906394.1|HILL
OG0006110	LOC120421567|XP_039440730.1|CPIP	LOC119647570|XP_037904496.1|HILL
OG0006111	LOC120420325|XP_039439254.1|CPIP	LOC119654198|XP_037915328.1|HILL
OG0006112	LOC120415866|XP_039433436.1|CPIP	LOC119655641|XP_037917546.1|HILL
OG0006113	LOC120415875|XP_039433445.1|CPIP	LOC119655640|XP_037917545.1|HILL
OG0006114	LOC120415843|XP_039433413.1|CPIP	LOC119654541|XP_037915914.1|HILL
OG0006115	LOC120414943|XP_039432208.1|CPIP	LOC119653865|XP_037914851.1|HILL
OG0006116	LOC120425101|XP_039445430.1|CPIP	LOC119655514|XP_037917351.1|HILL
OG0006117	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP	LOC119655407|XP_037917218.1|HILL
OG0006118	LOC120432574|XP_039453734.1|CPIP	LOC119655119|XP_037916770.1|HILL
OG0006119	LOC120432575|XP_039453738.1|CPIP	LOC119653755|XP_037914613.1|HILL
OG0006120	LOC120432589|XP_039453763.1|CPIP	LOC119655669|XP_037917585.1|HILL
OG0006121	LOC120425832|XP_039446385.1|CPIP	LOC119648138|XP_037905612.1|HILL
OG0006122	LOC120425822|XP_039446369.1|CPIP	LOC119660878|XP_037925718.1|HILL
OG0006123	LOC120425838|XP_039446393.1|CPIP	LOC119654875|XP_037916400.1|HILL
OG0006124	LOC120425840|XP_039446394.1|CPIP	LOC119650928|XP_037910082.1|HILL
OG0006125	LOC120423743|XP_039443589.1|CPIP	LOC119648108|XP_037905552.1|HILL
OG0006126	LOC120423736|XP_039443579.1|CPIP	LOC119647427|XP_037904262.1|HILL
OG0006127	LOC120423323|XP_039443019.1|CPIP	LOC119650174|XP_037908656.1|HILL
OG0006128	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP	LOC119649110|XP_037907037.1|HILL
OG0006129	LOC120422206|XP_039441522.1|CPIP	LOC119647452|XP_037904309.1|HILL
OG0006130	LOC120416372|XP_039434039.1|CPIP	LOC119650322|XP_037908906.1|HILL
OG0006131	LOC120416344|XP_039434006.1|CPIP	LOC119650321|XP_037908905.1|HILL
OG0006132	LOC120416348|XP_039434012.1|CPIP	LOC119647504|XP_037904387.1|HILL
OG0006133	LOC120416345|XP_039434008.1|CPIP	LOC119649428|XP_037907504.1|HILL
OG0006134	LOC120416701|XP_039434451.1|CPIP	LOC119650417|XP_037909138.1|HILL
OG0006135	LOC120416711|XP_039434462.1|CPIP	LOC119661019|XP_037926095.1|HILL
OG0006136	LOC120427874|XP_039448738.1|CPIP	LOC119648178|XP_037905686.1|HILL
OG0006137	LOC120423803|XP_039443654.1|CPIP	LOC119649331|XP_037907364.1|HILL
OG0006138	LOC120423914|XP_039443829.1|CPIP	LOC119654697|XP_037916138.1|HILL
OG0006139	LOC120423888|XP_039443796.1|CPIP	LOC119655180|XP_037916862.1|HILL
OG0006140	LOC120423705|XP_039443542.1|CPIP	LOC119655363|XP_037917149.1|HILL
OG0006141	LOC120423704|XP_039443541.1|CPIP	LOC119653641|XP_037914365.1|HILL
OG0006142	LOC120423690|XP_039443516.1|CPIP	LOC119649596|XP_037907737.1|HILL
OG0006143	LOC120423709|XP_039443549.1|CPIP	LOC119647743|XP_037904784.1|HILL
OG0006144	LOC120423708|XP_039443548.1|CPIP	LOC119648760|XP_037906514.1|HILL
OG0006145	LOC120423710|XP_039443550.1|CPIP	LOC119648761|XP_037906518.1|HILL
OG0006146	LOC120423896|XP_039443811.1|CPIP	LOC119659907|XP_037924164.1|HILL
OG0006147	LOC120429122|XP_039450245.1|CPIP	LOC119651617|XP_037911199.1|HILL, LOC119651616|XP_037911198.1|HILL
OG0006148	LOC120429124|XP_039450247.1|CPIP	LOC119649634|XP_037907808.1|HILL
OG0006149	LOC120428260|XP_039449186.1|CPIP	LOC119650132|XP_037908591.1|HILL
OG0006150	LOC120428259|XP_039449184.1|CPIP	LOC119650131|XP_037908590.1|HILL
OG0006151	LOC120428258|XP_039449181.1|CPIP	LOC119653761|XP_037914673.1|HILL
OG0006152	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP	LOC119653010|XP_037913376.1|HILL
OG0006153	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP	LOC119655152|XP_037916818.1|HILL
OG0006155	LOC120422738|XP_039442211.1|CPIP	LOC119652858|XP_037913142.1|HILL
OG0006158	LOC120422394|XP_039441747.1|CPIP	LOC119652891|XP_037913186.1|HILL
OG0006159	LOC120429108|XP_039450206.1|CPIP	LOC119654821|XP_037916310.1|HILL
OG0006161	LOC120417400|XP_039435365.1|CPIP	LOC119661355|XP_037926589.1|HILL
OG0006162	LOC120429201|XP_039450342.1|CPIP	LOC119660758|XP_037925451.1|HILL, LOC119660863|XP_037925687.1|HILL
OG0006181	LOC120415038|XP_039432345.1|CPIP	LOC119660369|XP_037924816.1|HILL
OG0006183	LOC120432314|XP_039453431.1|CPIP	LOC119650724|XP_037909675.1|HILL
OG0006184	LOC120415855|XP_039433425.1|CPIP	LOC119652710|XP_037912920.1|HILL
OG0006185	LOC120431097|XP_039452189.1|CPIP	LOC119652311|XP_037912250.1|HILL
OG0006186	LOC120415065|XP_039432385.1|CPIP	LOC119650641|XP_037909491.1|HILL
OG0006187	LOC120431108|XP_039452198.1|CPIP	LOC119650871|XP_037909960.1|HILL
OG0006188	LOC120422044|XP_039441305.1|CPIP	LOC119656660|XP_037919066.1|HILL
OG0006189	LOC120422045|XP_039441306.1|CPIP	LOC119656664|XP_037919070.1|HILL
OG0006190	LOC120422065|XP_039441339.1|CPIP	LOC119658005|XP_037921154.1|HILL
OG0006191	LOC120421059|XP_039440138.1|CPIP	LOC119656547|XP_037918838.1|HILL
OG0006192	LOC120421082|XP_039440163.1|CPIP	LOC119657070|XP_037919754.1|HILL
OG0006193	LOC120421070|XP_039440149.1|CPIP	LOC119658425|XP_037921754.1|HILL
OG0006196	LOC120415053|XP_039432360.1|CPIP	LOC119661008|XP_037926074.1|HILL
OG0006197	LOC120415067|XP_039432388.1|CPIP	LOC119660831|XP_037925622.1|HILL
OG0006198	LOC120415071|XP_039432399.1|CPIP	LOC119651969|XP_037911789.1|HILL
OG0006199	LOC120415050|XP_039432358.1|CPIP	LOC119658635|XP_037922088.1|HILL
OG0006200	LOC120424019|XP_039443967.1|CPIP	LOC119652463|XP_037912558.1|HILL
OG0006202	LOC120429963|XP_039450989.1|CPIP	LOC119657771|XP_037920765.1|HILL
OG0006203	LOC120429961|XP_039450985.1|CPIP	LOC119657906|XP_037920995.1|HILL
OG0006204	LOC120428471|XP_039449421.1|CPIP	LOC119656649|XP_037919039.1|HILL
OG0006205	LOC120430286|XP_039451313.1|CPIP	LOC119657113|XP_037919801.1|HILL
OG0006206	LOC120413710|XP_039430566.1|CPIP	LOC119657127|XP_037919819.1|HILL
OG0006207	LOC120413715|XP_039430572.1|CPIP	LOC119651456|XP_037910989.1|HILL
OG0006208	LOC120413714|XP_039430569.1|CPIP	LOC119651455|XP_037910987.1|HILL
OG0006209	LOC120413733|XP_039430593.1|CPIP	LOC119658298|XP_037921524.1|HILL
OG0006210	LOC120431692|XP_039452772.1|CPIP	LOC119656792|XP_037919328.1|HILL
OG0006211	LOC120430283|XP_039451309.1|CPIP	LOC119656855|XP_037919437.1|HILL
OG0006212	LOC120430282|XP_039451308.1|CPIP	LOC119656853|XP_037919433.1|HILL
OG0006214	LOC120419283|XP_039437883.1|CPIP	LOC119656604|XP_037918966.1|HILL
OG0006215	LOC120419270|XP_039437865.1|CPIP	LOC119657591|XP_037920498.1|HILL
OG0006216	LOC120418131|XP_039436343.1|CPIP	LOC119651682|XP_037911309.1|HILL
OG0006217	LOC120418118|XP_039436327.1|CPIP	LOC119657930|XP_037921045.1|HILL
OG0006218	LOC120418128|XP_039436340.1|CPIP	LOC119657684|XP_037920643.1|HILL
OG0006219	LOC120432272|XP_039453386.1|CPIP	LOC119657135|XP_037919834.1|HILL
OG0006220	LOC120432270|XP_039453385.1|CPIP	LOC119657134|XP_037919833.1|HILL
OG0006221	LOC120432330|XP_039453452.1|CPIP	LOC119646549|XP_037902955.1|HILL
OG0006222	LOC120432332|XP_039453456.1|CPIP	LOC119646551|XP_037902957.1|HILL
OG0006223	LOC120432298|XP_039453418.1|CPIP	LOC119658327|XP_037921594.1|HILL
OG0006224	LOC120432227|XP_039453335.1|CPIP	LOC119657816|XP_037920855.1|HILL
OG0006225	LOC120432241|XP_039453349.1|CPIP	LOC119658023|XP_037921180.1|HILL
OG0006226	LOC120424295|XP_039444312.1|CPIP	LOC119656571|XP_037918886.1|HILL
OG0006227	LOC120419274|XP_039437873.1|CPIP	LOC119657235|XP_037919977.1|HILL
OG0006228	LOC120416301|XP_039433990.1|CPIP	LOC119656851|XP_037919430.1|HILL
OG0006229	LOC120413704|XP_039430557.1|CPIP	LOC119660841|XP_037925643.1|HILL
OG0006230	LOC120424021|XP_039443970.1|CPIP	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL
OG0006231	LOC120424025|XP_039443975.1|CPIP	LOC119656781|XP_037919292.1|HILL
OG0006232	LOC120421071|XP_039440150.1|CPIP	LOC119658039|XP_037921208.1|HILL
OG0006233	LOC120421066|XP_039440145.1|CPIP	LOC119658467|XP_037921810.1|HILL
OG0006234	LOC120432472|XP_039453633.1|CPIP	LOC119658505|XP_037921896.1|HILL
OG0006235	LOC120432321|XP_039453443.1|CPIP	LOC119657927|XP_037921042.1|HILL
OG0006236	LOC120432248|XP_039453357.1|CPIP	LOC119657213|XP_037919950.1|HILL
OG0006237	LOC120432257|XP_039453372.1|CPIP	LOC119657163|XP_037919874.1|HILL
OG0006238	LOC120430647|XP_039451690.1|CPIP	LOC119658326|XP_037921593.1|HILL
OG0006239	LOC120431218|XP_039452299.1|CPIP	LOC119657848|XP_037920898.1|HILL
OG0006241	LOC120432260|XP_039453375.1|CPIP	LOC119658502|XP_037921891.1|HILL
OG0006242	LOC120432220|XP_039453323.1|CPIP	LOC119652935|XP_037913253.1|HILL
OG0006243	LOC120432219|XP_039453320.1|CPIP	LOC119652389|XP_037912417.1|HILL
OG0006244	LOC120432294|XP_039453414.1|CPIP	LOC119651656|XP_037911270.1|HILL
OG0006245	LOC120424014|XP_039443962.1|CPIP	LOC119653242|XP_037913769.1|HILL
OG0006246	LOC120413336|XP_039430046.1|CPIP	LOC119656666|XP_037919072.1|HILL
OG0006247	LOC120413345|XP_039430057.1|CPIP	LOC119653548|XP_037914162.1|HILL
OG0006248	LOC120422085|XP_039441364.1|CPIP	LOC119657621|XP_037920551.1|HILL
OG0006249	LOC120416394|XP_039434064.1|CPIP	LOC119656482|XP_037918731.1|HILL
OG0006250	LOC120419690|XP_039438411.1|CPIP	LOC119657195|XP_037919927.1|HILL
OG0006251	LOC120432362|XP_039453492.1|CPIP	LOC119657206|XP_037919942.1|HILL
OG0006252	LOC120414180|XP_039431190.1|CPIP	LOC119657854|XP_037920906.1|HILL
OG0006253	LOC120414193|XP_039431207.1|CPIP	LOC119656529|XP_037918802.1|HILL
OG0006254	LOC120417691|XP_039435761.1|CPIP	LOC119657496|XP_037920354.1|HILL
OG0006255	LOC120431152|XP_039452226.1|CPIP	LOC119650803|XP_037909870.1|HILL
OG0006256	LOC120422446|XP_039441824.1|CPIP	LOC119658504|XP_037921894.1|HILL
OG0006257	LOC120422466|XP_039441853.1|CPIP	LOC119657204|XP_037919938.1|HILL
OG0006258	LOC120422465|XP_039441852.1|CPIP	LOC119657925|XP_037921040.1|HILL
OG0006260	LOC120424286|XP_039444291.1|CPIP	LOC119657169|XP_037919883.1|HILL
OG0006261	LOC120424296|XP_039444313.1|CPIP	LOC119656199|XP_037918518.1|HILL
OG0006262	LOC120424299|XP_039444318.1|CPIP	LOC119658242|XP_037921448.1|HILL
OG0006263	LOC120424308|XP_039444327.1|CPIP	LOC119656566|XP_037918878.1|HILL
OG0006264	LOC120424306|XP_039444325.1|CPIP	LOC119657959|XP_037921089.1|HILL
OG0006265	LOC120424304|XP_039444323.1|CPIP	LOC119656850|XP_037919429.1|HILL
OG0006266	LOC120424294|XP_039444310.1|CPIP	LOC119657352|XP_037920154.1|HILL
OG0006267	LOC120424289|XP_039444296.1|CPIP	LOC119658290|XP_037921513.1|HILL
OG0006268	LOC120415078|XP_039432415.1|CPIP	LOC119658029|XP_037921187.1|HILL
OG0006269	LOC120425045|XP_039445349.1|CPIP	LOC119659419|XP_037923422.1|HILL
OG0006271	LOC120422533|XP_039441929.1|CPIP	LOC119659954|XP_037924231.1|HILL
OG0006272	LOC120424287|XP_039444294.1|CPIP	LOC119657012|XP_037919685.1|HILL
OG0006273	LOC120420180|XP_039439089.1|CPIP	LOC119657018|XP_037919694.1|HILL
OG0006274	LOC120420184|XP_039439094.1|CPIP	LOC119657996|XP_037921142.1|HILL
OG0006275	LOC120427554|XP_039448364.1|CPIP	LOC119657628|XP_037920560.1|HILL
OG0006276	LOC120425425|XP_039445887.1|CPIP	LOC119652746|XP_037912973.1|HILL
OG0006277	LOC120422444|XP_039441821.1|CPIP	LOC119652291|XP_037912216.1|HILL
OG0006278	LOC120420250|XP_039439174.1|CPIP	LOC119657642|XP_037920575.1|HILL
OG0006279	LOC120429655|XP_039450615.1|CPIP	LOC119656787|XP_037919307.1|HILL
OG0006280	LOC120416889|XP_039434716.1|CPIP	LOC119656524|XP_037918800.1|HILL
OG0006281	LOC120416890|XP_039434721.1|CPIP	LOC119656523|XP_037918799.1|HILL
OG0006282	LOC120422091|XP_039441373.1|CPIP	LOC119657658|XP_037920610.1|HILL
OG0006283	LOC120422092|XP_039441374.1|CPIP	LOC119651271|XP_037910702.1|HILL
OG0006284	LOC120422048|XP_039441308.1|CPIP	LOC119657403|XP_037920223.1|HILL
OG0006285	LOC120432322|XP_039453440.1|CPIP	LOC119648191|XP_037905709.1|HILL
OG0006287	LOC120429174|XP_039450320.1|CPIP	LOC119651909|XP_037911664.1|HILL
OG0006288	LOC120429175|XP_039450321.1|CPIP	LOC119651908|XP_037911663.1|HILL
OG0006289	LOC120413346|XP_039430058.1|CPIP	LOC119651301|XP_037910754.1|HILL
OG0006290	LOC120418133|XP_039436347.1|CPIP	LOC119658230|XP_037921432.1|HILL
OG0006291	LOC120427672|XP_039448486.1|CPIP	LOC119657633|XP_037920566.1|HILL
OG0006292	LOC120412725|XP_039429246.1|CPIP	LOC119646389|XP_037902761.1|HILL
OG0006293	LOC120412740|XP_039429268.1|CPIP	LOC119647509|XP_037904399.1|HILL
OG0006294	LOC120432249|XP_039453362.1|CPIP	LOC119653894|XP_037914956.1|HILL
OG0006295	LOC120432397|XP_039453531.1|CPIP	LOC119657423|XP_037920253.1|HILL
OG0006296	LOC120432381|XP_039453512.1|CPIP	LOC119656947|XP_037919588.1|HILL
OG0006297	LOC120427221|XP_039448018.1|CPIP	LOC119656695|XP_037919122.1|HILL
OG0006298	LOC120413367|XP_039430086.1|CPIP	LOC119656643|XP_037919019.1|HILL
OG0006299	LOC120413371|XP_039430089.1|CPIP	LOC119658227|XP_037921422.1|HILL
OG0006300	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP	LOC119657598|XP_037920511.1|HILL
OG0006301	LOC120413365|XP_039430083.1|CPIP	LOC119656657|XP_037919059.1|HILL
OG0006302	LOC120430976|XP_039452085.1|CPIP	LOC119656784|XP_037919298.1|HILL
OG0006303	LOC120424903|XP_039445127.1|CPIP	LOC119647288|XP_037904119.1|HILL
OG0006304	LOC120414151|XP_039431123.1|CPIP	LOC119656820|XP_037919381.1|HILL
OG0006305	LOC120427663|XP_039448470.1|CPIP	LOC119657431|XP_037920262.1|HILL
OG0006306	LOC120427667|XP_039448478.1|CPIP	LOC119657287|XP_037920061.1|HILL
OG0006307	LOC120427668|XP_039448482.1|CPIP	LOC119651711|XP_037911352.1|HILL
OG0006308	LOC120432328|XP_039453486.1|CPIP	LOC119657945|XP_037921065.1|HILL
OG0006309	LOC120415622|XP_039433153.1|CPIP	LOC119657599|XP_037920513.1|HILL
OG0006310	LOC120415602|XP_039433129.1|CPIP	LOC119658250|XP_037921453.1|HILL
OG0006311	LOC120415635|XP_039433168.1|CPIP	LOC119657319|XP_037920107.1|HILL
OG0006312	LOC120421420|XP_039440561.1|CPIP	LOC119657573|XP_037920467.1|HILL
OG0006313	LOC120421422|XP_039440568.1|CPIP	LOC119657522|XP_037920392.1|HILL
OG0006314	LOC120424732|XP_039444895.1|CPIP	LOC119657619|XP_037920550.1|HILL
OG0006315	LOC120417020|XP_039434891.1|CPIP	LOC119658594|XP_037921982.1|HILL
OG0006316	LOC120422074|XP_039441351.1|CPIP	LOC119658115|XP_037921310.1|HILL
OG0006317	LOC120420591|XP_039439632.1|CPIP	LOC119657569|XP_037920457.1|HILL
OG0006318	LOC120425692|XP_039446251.1|CPIP	LOC119656713|XP_037919160.1|HILL
OG0006319	LOC120424263|XP_039444298.1|CPIP	LOC119656573|XP_037918888.1|HILL
OG0006320	LOC120415097|XP_039432488.1|CPIP	LOC119657375|XP_037920188.1|HILL
OG0006321	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP	LOC119658231|XP_037921436.1|HILL
OG0006322	LOC120413373|XP_039430099.1|CPIP	LOC119657426|XP_037920256.1|HILL
OG0006323	LOC120413342|XP_039430055.1|CPIP	LOC119658021|XP_037921178.1|HILL
OG0006324	LOC120424688|XP_039444797.1|CPIP	LOC119657267|XP_037920027.1|HILL
OG0006325	LOC120425314|XP_039445717.1|CPIP	LOC119660418|XP_037924893.1|HILL
OG0006326	LOC120417706|XP_039435786.1|CPIP	LOC119657446|XP_037920285.1|HILL
OG0006327	LOC120417701|XP_039435780.1|CPIP	LOC119646562|XP_037902969.1|HILL
OG0006328	LOC120414505|XP_039431640.1|CPIP	LOC119653087|XP_037913509.1|HILL
OG0006329	LOC120416915|XP_039434748.1|CPIP	LOC119658055|XP_037921228.1|HILL
OG0006330	LOC120431013|XP_039452107.1|CPIP	LOC119659277|XP_037923213.1|HILL
OG0006331	LOC120430666|XP_039451705.1|CPIP	LOC119657901|XP_037920985.1|HILL
OG0006332	LOC120431040|XP_039452129.1|CPIP	LOC119658073|XP_037921260.1|HILL
OG0006333	LOC120430982|XP_039452065.1|CPIP	LOC119656742|XP_037919224.1|HILL
OG0006334	LOC120430683|XP_039451718.1|CPIP	LOC119658025|XP_037921185.1|HILL
OG0006335	LOC120419622|XP_039438295.1|CPIP	LOC119657232|XP_037919976.1|HILL
OG0006336	LOC120412590|XP_039429050.1|CPIP	LOC119657754|XP_037920736.1|HILL
