Orthogroup	CPIP.longest_only	DBIA.longest_only
OG0007299	LOC120413744|XP_039430603.1|CPIP	LOC108032065|XP_016961372.1|DBIA
OG0007300	LOC120413803|XP_039430694.1|CPIP	LOC108024670|XP_016950231.1|DBIA
OG0007301	LOC120413763|XP_039430631.1|CPIP	LOC108027207|XP_016954008.1|DBIA
OG0007302	LOC120422478|XP_039441869.1|CPIP	LOC108032909|XP_016962462.1|DBIA
OG0007303	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP	LOC108032203|XP_016961554.1|DBIA
OG0007304	LOC120422603|XP_039442028.1|CPIP	LOC108032789|XP_016962283.1|DBIA
OG0007305	LOC120414831|XP_039432092.1|CPIP	LOC108028734|XP_016956189.1|DBIA
OG0007306	LOC120414830|XP_039432091.1|CPIP	LOC108028733|XP_016956188.1|DBIA
OG0007307	LOC120414803|XP_039432053.1|CPIP	LOC108024676|XP_016950235.1|DBIA
OG0007308	LOC120414847|XP_039432106.1|CPIP	LOC108024493|XP_016949916.1|DBIA
OG0007309	LOC120414838|XP_039432098.1|CPIP	LOC108025438|XP_016951418.1|DBIA
OG0007310	LOC120414794|XP_039432039.1|CPIP	LOC108026383|XP_016952792.1|DBIA
OG0007311	LOC120414843|XP_039432100.1|CPIP	LOC108026246|XP_016952575.1|DBIA
OG0007312	LOC120414810|XP_039432065.1|CPIP	LOC108036616|XP_016968368.1|DBIA
OG0007313	LOC120413927|XP_039430850.1|CPIP	LOC108024021|XP_016949271.1|DBIA
OG0007314	LOC120413979|XP_039430921.1|CPIP	LOC108023466|XP_016948471.1|DBIA
OG0007315	LOC120413919|XP_039430827.1|CPIP	LOC108025695|XP_016951722.1|DBIA
OG0007316	LOC120413908|XP_039430818.1|CPIP	LOC108031539|XP_016960565.1|DBIA
OG0007317	LOC120413968|XP_039430909.1|CPIP	LOC108027170|XP_016953940.1|DBIA
OG0007318	LOC120413955|XP_039430893.1|CPIP	LOC108027167|XP_016953934.1|DBIA
OG0007319	LOC120413046|XP_039429672.1|CPIP	LOC108035523|XP_016966680.1|DBIA
OG0007320	LOC120413055|XP_039429693.1|CPIP	LOC108025397|XP_016951361.1|DBIA
OG0007321	LOC120413070|XP_039429707.1|CPIP	LOC108023690|XP_016948802.1|DBIA
OG0007322	LOC120413053|XP_039429684.1|CPIP	LOC108024236|XP_016949598.1|DBIA
OG0007323	LOC120413074|XP_039429710.1|CPIP	LOC108023765|XP_016948894.1|DBIA
OG0007324	LOC120412961|XP_039429539.1|CPIP	LOC108027249|XP_016954092.1|DBIA
OG0007325	LOC120412988|XP_039429572.1|CPIP	LOC108032243|XP_016961596.1|DBIA
OG0007326	LOC120412942|XP_039429513.1|CPIP	LOC108027248|XP_016954089.1|DBIA
OG0007327	LOC120412984|XP_039429567.1|CPIP	LOC108035685|XP_016966889.1|DBIA
OG0007328	LOC120412949|XP_039429523.1|CPIP	LOC108026407|XP_016952822.1|DBIA
OG0007329	LOC120413007|XP_039429590.1|CPIP	LOC108026378|XP_016952788.1|DBIA
OG0007331	LOC120414381|XP_039431485.1|CPIP	LOC108023433|XP_016948409.1|DBIA
OG0007332	LOC120414375|XP_039431477.1|CPIP	LOC108035786|XP_016967005.1|DBIA
OG0007333	LOC120417908|XP_039436071.1|CPIP	LOC108024083|XP_016949350.1|DBIA
OG0007334	LOC120417903|XP_039436067.1|CPIP	LOC108029302|XP_016956994.1|DBIA
OG0007335	LOC120419331|XP_039437934.1|CPIP	LOC108030266|XP_016958582.1|DBIA
OG0007336	LOC120419355|XP_039437959.1|CPIP	LOC108028526|XP_016955941.1|DBIA
OG0007337	LOC120419363|XP_039437966.1|CPIP	LOC108035580|XP_016966739.1|DBIA
OG0007338	LOC120414013|XP_039430963.1|CPIP	LOC108035690|XP_016966897.1|DBIA
OG0007339	LOC120414011|XP_039430960.1|CPIP	LOC108031744|XP_016960930.1|DBIA
OG0007340	LOC120413993|XP_039430936.1|CPIP	LOC108024313|XP_016949705.1|DBIA
OG0007341	LOC120413989|XP_039430930.1|CPIP	LOC108023812|XP_016948946.1|DBIA
OG0007342	LOC120414006|XP_039430953.1|CPIP	LOC108024828|XP_016950448.1|DBIA
OG0007343	LOC120425925|XP_039446479.1|CPIP	LOC108026103|XP_016952292.1|DBIA
OG0007344	LOC120425924|XP_039446478.1|CPIP	LOC108027640|XP_016954646.1|DBIA
OG0007345	LOC120425927|XP_039446481.1|CPIP	LOC108026101|XP_016952290.1|DBIA
OG0007346	LOC120425931|XP_039446486.1|CPIP	LOC108035652|XP_016966847.1|DBIA
OG0007347	LOC120425934|XP_039446490.1|CPIP	LOC108025906|XP_016952083.1|DBIA
OG0007348	LOC120425941|XP_039446508.1|CPIP	LOC108025855|XP_016952015.1|DBIA
OG0007349	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP	LOC108025806|XP_016951943.1|DBIA
OG0007350	LOC120425655|XP_039446170.1|CPIP	LOC108024096|XP_016949359.1|DBIA
OG0007351	LOC120426303|XP_039446985.1|CPIP	LOC108035198|XP_016966181.1|DBIA
OG0007352	LOC120426309|XP_039446991.1|CPIP	LOC108029388|XP_016957104.1|DBIA
OG0007354	LOC120422369|XP_039441712.1|CPIP	LOC108023209|XP_016947963.1|DBIA
OG0007355	LOC120422358|XP_039441699.1|CPIP	LOC108027210|XP_016954013.1|DBIA
OG0007356	LOC120422370|XP_039441713.1|CPIP	LOC108036623|XP_016968383.1|DBIA
OG0007357	LOC120422365|XP_039441708.1|CPIP	LOC108027192|XP_016953983.1|DBIA
OG0007358	LOC120422359|XP_039441702.1|CPIP	LOC108026308|XP_016952681.1|DBIA
OG0007359	LOC120423438|XP_039443187.1|CPIP	LOC108024562|XP_016950040.1|DBIA
OG0007360	LOC120421504|XP_039440659.1|CPIP	LOC108031681|XP_016960813.1|DBIA
OG0007361	LOC120421822|XP_039441036.1|CPIP	LOC108023414|XP_016948363.1|DBIA
OG0007362	LOC120422093|XP_039441379.1|CPIP	LOC108033907|XP_016964062.1|DBIA
OG0007363	LOC120421952|XP_039441200.1|CPIP	LOC108021900|XP_016946207.1|DBIA
OG0007364	LOC120422116|XP_039441422.1|CPIP	LOC108021892|XP_016946184.1|DBIA
OG0007365	LOC120421868|XP_039441102.1|CPIP	LOC108021977|XP_016946307.1|DBIA
OG0007366	LOC120422084|XP_039441368.1|CPIP	LOC108032186|XP_016961531.1|DBIA
OG0007367	LOC120422053|XP_039441323.1|CPIP	LOC108035160|XP_016966105.1|DBIA
OG0007368	LOC120421179|XP_039440310.1|CPIP	LOC108027388|XP_016954313.1|DBIA
OG0007369	LOC120421153|XP_039440281.1|CPIP	LOC108025276|XP_016951130.1|DBIA
OG0007370	LOC120422175|XP_039441488.1|CPIP	LOC108029685|XP_016957628.1|DBIA
OG0007371	LOC120421441|XP_039440585.1|CPIP	LOC108026320|XP_016952698.1|DBIA
OG0007372	LOC120422751|XP_039442227.1|CPIP	LOC108031753|XP_016960948.1|DBIA
OG0007373	LOC120422753|XP_039442230.1|CPIP	LOC108026495|XP_016952934.1|DBIA
OG0007374	LOC120422722|XP_039442186.1|CPIP	LOC108023230|XP_016947994.1|DBIA
OG0007375	LOC120418243|XP_039436490.1|CPIP	LOC108023391|XP_016948301.1|DBIA
OG0007376	LOC120418240|XP_039436481.1|CPIP	LOC108025897|XP_016952071.1|DBIA
OG0007377	LOC120418273|XP_039436526.1|CPIP	LOC108033030|XP_016962645.1|DBIA
OG0007378	LOC120418252|XP_039436499.1|CPIP	LOC108023996|XP_016949221.1|DBIA
OG0007379	LOC120418235|XP_039436471.1|CPIP	LOC108033119|XP_016962817.1|DBIA
OG0007381	LOC120431179|XP_039452250.1|CPIP	LOC108033139|XP_016962851.1|DBIA
OG0007382	LOC120431924|XP_039452998.1|CPIP	LOC108023447|XP_016948428.1|DBIA
OG0007383	LOC120431650|XP_039452691.1|CPIP	LOC108023327|XP_016948119.1|DBIA
OG0007386	LOC120417194|XP_039435095.1|CPIP	LOC108024255|XP_016949631.1|DBIA
OG0007387	LOC120426737|XP_039447448.1|CPIP	LOC108025624|XP_016951648.1|DBIA
OG0007388	LOC120427315|XP_039448103.1|CPIP	LOC108025701|XP_016951726.1|DBIA
OG0007389	LOC120431003|XP_039452096.1|CPIP	LOC108033785|XP_016963879.1|DBIA
OG0007393	LOC120431558|XP_039452600.1|CPIP	LOC108026265|XP_016952614.1|DBIA
OG0007394	LOC120429482|XP_039450488.1|CPIP	LOC108023278|XP_016948053.1|DBIA
OG0007395	LOC120424737|XP_039444862.1|CPIP	LOC108027540|XP_016954474.1|DBIA
OG0007396	LOC120430955|XP_039452017.1|CPIP	LOC108023810|XP_016948943.1|DBIA
OG0007398	LOC120424119|XP_039444094.1|CPIP	LOC108022989|XP_016947706.1|DBIA
OG0007399	LOC120424133|XP_039444107.1|CPIP	LOC108023648|XP_016948754.1|DBIA
OG0007400	LOC120419414|XP_039438026.1|CPIP	LOC108023248|XP_016948017.1|DBIA
OG0007401	LOC120419394|XP_039438000.1|CPIP	LOC108027560|XP_016954525.1|DBIA
OG0007402	LOC120419423|XP_039438030.1|CPIP	LOC108031761|XP_016960958.1|DBIA
OG0007403	LOC120417930|XP_039436101.1|CPIP	LOC108031520|XP_016960527.1|DBIA
OG0007404	LOC120417925|XP_039436095.1|CPIP	LOC108031497|XP_016960481.1|DBIA
OG0007405	LOC120419553|XP_039438201.1|CPIP	LOC108026254|XP_016952597.1|DBIA
OG0007406	LOC120420571|XP_039439583.1|CPIP	LOC108027196|XP_016953991.1|DBIA
OG0007409	LOC120428915|XP_039449992.1|CPIP	LOC108027842|XP_016954922.1|DBIA
OG0007410	LOC120423157|XP_039442771.1|CPIP	LOC108025823|XP_016951964.1|DBIA
OG0007411	LOC120423154|XP_039442767.1|CPIP	LOC108023262|XP_016948033.1|DBIA
OG0007412	LOC120423151|XP_039442766.1|CPIP	LOC108035813|XP_016967050.1|DBIA
OG0007413	LOC120419395|XP_039438001.1|CPIP	LOC108022565|XP_016947052.1|DBIA
OG0007414	LOC120431824|XP_039452880.1|CPIP	LOC108024196|XP_016949532.1|DBIA
OG0007415	LOC120421353|XP_039440472.1|CPIP	LOC108024294|XP_016949683.1|DBIA
OG0007416	LOC120421370|XP_039440496.1|CPIP	LOC108030513|XP_016958927.1|DBIA
OG0007417	LOC120421372|XP_039440498.1|CPIP	LOC108021961|XP_016946280.1|DBIA
OG0007418	LOC120419573|XP_039438232.1|CPIP	LOC108022769|XP_016947366.1|DBIA
OG0007419	LOC120419555|XP_039438203.1|CPIP	LOC108024601|XP_016950104.1|DBIA
OG0007420	LOC120419563|XP_039438226.1|CPIP	LOC108029637|XP_016957529.1|DBIA
OG0007421	LOC120416673|XP_039434422.1|CPIP	LOC108024182|XP_016949507.1|DBIA
OG0007422	LOC120416626|XP_039434367.1|CPIP	LOC108023558|XP_016948632.1|DBIA
OG0007423	LOC120416635|XP_039434381.1|CPIP	LOC108025754|XP_016951837.1|DBIA
OG0007424	LOC120416653|XP_039434398.1|CPIP	LOC108028300|XP_016955512.1|DBIA
OG0007425	LOC120416619|XP_039434353.1|CPIP	LOC108030913|XP_016959591.1|DBIA
OG0007426	LOC120416642|XP_039434386.1|CPIP	LOC108023584|XP_016948671.1|DBIA
OG0007427	LOC120416641|XP_039434385.1|CPIP	LOC108023560|XP_016948636.1|DBIA
OG0007428	LOC120415003|XP_039432294.1|CPIP	LOC108023393|XP_016948307.1|DBIA
OG0007429	LOC120419934|XP_039438732.1|CPIP	LOC108029442|XP_016957179.1|DBIA
OG0007430	LOC120424353|XP_039444387.1|CPIP	LOC108030759|XP_016959304.1|DBIA
OG0007431	LOC120425265|XP_039445647.1|CPIP	LOC108027898|XP_016955006.1|DBIA
OG0007432	LOC120425213|XP_039445580.1|CPIP	LOC108030928|XP_016959611.1|DBIA
OG0007433	LOC120417984|XP_039436162.1|CPIP	LOC108028852|XP_016956325.1|DBIA
OG0007434	LOC120418006|XP_039436184.1|CPIP	LOC108030631|XP_016959124.1|DBIA
OG0007435	LOC120417978|XP_039436152.1|CPIP	LOC108030594|XP_016959060.1|DBIA
OG0007436	LOC120417553|XP_039435578.1|CPIP	LOC108028048|XP_016955176.1|DBIA
OG0007437	LOC120417579|XP_039435623.1|CPIP	LOC108035566|XP_016966724.1|DBIA
OG0007438	LOC120423636|XP_039443439.1|CPIP	LOC108028280|XP_016955474.1|DBIA
OG0007439	LOC120425152|XP_039445518.1|CPIP	LOC108031437|XP_016960339.1|DBIA
OG0007440	LOC120412535|XP_039428965.1|CPIP	LOC108028904|XP_016956412.1|DBIA
OG0007441	LOC120415276|XP_039432680.1|CPIP	LOC108030280|XP_016958595.1|DBIA
OG0007442	LOC120415318|XP_039432733.1|CPIP	LOC108023904|XP_016949081.1|DBIA
OG0007443	LOC120415299|XP_039432704.1|CPIP	LOC108022603|XP_016947127.1|DBIA
OG0007444	LOC120416757|XP_039434524.1|CPIP	LOC108022189|XP_016946531.1|DBIA
OG0007445	LOC120416756|XP_039434523.1|CPIP	LOC108022188|XP_016946530.1|DBIA
OG0007446	LOC120416720|XP_039434480.1|CPIP	LOC108033833|XP_016963949.1|DBIA
OG0007447	LOC120416753|XP_039434520.1|CPIP	LOC108033300|XP_016963058.1|DBIA
OG0007448	LOC120418471|XP_039436838.1|CPIP	LOC108036654|XP_016968423.1|DBIA
OG0007449	LOC120424598|XP_039444696.1|CPIP	LOC108030577|XP_016959002.1|DBIA
OG0007450	LOC120424596|XP_039444694.1|CPIP	LOC108033655|XP_016963578.1|DBIA
OG0007451	LOC120422163|XP_039441474.1|CPIP	LOC108030634|XP_016959130.1|DBIA
OG0007452	LOC120422164|XP_039441475.1|CPIP	LOC108030556|XP_016958940.1|DBIA
OG0007453	LOC120420424|XP_039439379.1|CPIP	LOC108028645|XP_016956058.1|DBIA
OG0007454	LOC120420398|XP_039439342.1|CPIP	LOC108030597|XP_016959066.1|DBIA
OG0007456	LOC120431767|XP_039452819.1|CPIP	LOC108023707|XP_016948825.1|DBIA
OG0007457	LOC120417560|XP_039435584.1|CPIP	LOC108031184|XP_016959896.1|DBIA
OG0007458	LOC120417554|XP_039435579.1|CPIP	LOC108022262|XP_016946646.1|DBIA
OG0007459	LOC120417550|XP_039435574.1|CPIP	LOC108031357|XP_016960116.1|DBIA
OG0007460	LOC120417564|XP_039435593.1|CPIP	LOC108022965|XP_016947676.1|DBIA
OG0007461	LOC120425789|XP_039446331.1|CPIP	LOC108028427|XP_016955746.1|DBIA
OG0007462	LOC120425801|XP_039446347.1|CPIP	LOC108035636|XP_016966826.1|DBIA
OG0007463	LOC120425800|XP_039446345.1|CPIP	LOC108034680|XP_016965110.1|DBIA
OG0007464	LOC120425806|XP_039446353.1|CPIP	LOC108028292|XP_016955492.1|DBIA
OG0007466	LOC120417572|XP_039435610.1|CPIP	LOC108030085|XP_016958212.1|DBIA
OG0007467	LOC120417589|XP_039435635.1|CPIP	LOC108030432|XP_016958808.1|DBIA
OG0007469	LOC120415313|XP_039432729.1|CPIP	LOC108028576|XP_016955970.1|DBIA
OG0007470	LOC120415338|XP_039432761.1|CPIP	LOC108034330|XP_016964696.1|DBIA
OG0007471	LOC120415306|XP_039432714.1|CPIP	LOC108036497|XP_016968179.1|DBIA
OG0007472	LOC120415302|XP_039432708.1|CPIP	LOC108025921|XP_016952100.1|DBIA
OG0007473	LOC120415328|XP_039432749.1|CPIP	LOC108028710|XP_016956149.1|DBIA
OG0007474	LOC120424674|XP_039444786.1|CPIP	LOC108036553|XP_016968276.1|DBIA
OG0007475	LOC120426476|XP_039447173.1|CPIP	LOC108028545|XP_016955932.1|DBIA
OG0007476	LOC120423246|XP_039442898.1|CPIP	LOC108036477|XP_016968150.1|DBIA
OG0007477	LOC120423258|XP_039442922.1|CPIP	LOC108033826|XP_016963982.1|DBIA
OG0007478	LOC120423261|XP_039442927.1|CPIP	LOC108034045|XP_016964281.1|DBIA
OG0007479	LOC120414907|XP_039432171.1|CPIP	LOC108023700|XP_016948817.1|DBIA
OG0007480	LOC120414910|XP_039432175.1|CPIP	LOC108026332|XP_016952724.1|DBIA
OG0007481	LOC120414909|XP_039432174.1|CPIP	LOC108035210|XP_016966209.1|DBIA
OG0007482	LOC120414892|XP_039432148.1|CPIP	LOC108036156|XP_016967637.1|DBIA
OG0007483	LOC120427765|XP_039448611.1|CPIP	LOC108023019|XP_016947743.1|DBIA
OG0007484	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP	LOC108033137|XP_016962849.1|DBIA
OG0007485	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP	LOC108027174|XP_016953952.1|DBIA
OG0007486	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP	LOC108024092|XP_016949356.1|DBIA
OG0007487	LOC120424448|XP_039444515.1|CPIP	LOC108036027|XP_016967450.1|DBIA
OG0007488	LOC120424438|XP_039444502.1|CPIP	LOC108028420|XP_016955737.1|DBIA
OG0007489	LOC120425130|XP_039445492.1|CPIP	LOC108031745|XP_016960932.1|DBIA
OG0007490	LOC120424259|XP_039444259.1|CPIP	LOC108032975|XP_016962537.1|DBIA
OG0007491	LOC120424326|XP_039444356.1|CPIP	LOC108023470|XP_016948476.1|DBIA
OG0007492	LOC120424399|XP_039444436.1|CPIP	LOC108030227|XP_016958506.1|DBIA
OG0007493	LOC120421453|XP_039440599.1|CPIP	LOC108025869|XP_016952031.1|DBIA
OG0007495	LOC120421447|XP_039440587.1|CPIP	LOC108035774|XP_016966970.1|DBIA
OG0007496	LOC120416731|XP_039434491.1|CPIP	LOC108028731|XP_016956183.1|DBIA
OG0007497	LOC120416718|XP_039434477.1|CPIP	LOC108035309|XP_016966369.1|DBIA
OG0007498	LOC120427336|XP_039448121.1|CPIP	LOC108035166|XP_016966116.1|DBIA
OG0007499	LOC120427338|XP_039448122.1|CPIP	LOC108030812|XP_016959400.1|DBIA
OG0007500	LOC120427345|XP_039448135.1|CPIP	LOC108030813|XP_016959402.1|DBIA
OG0007501	LOC120426853|XP_039447587.1|CPIP	LOC108030830|XP_016959439.1|DBIA
OG0007502	LOC120422965|XP_039442487.1|CPIP	LOC108024210|XP_016949559.1|DBIA
OG0007503	LOC120422956|XP_039442474.1|CPIP	LOC108027918|XP_016955030.1|DBIA
OG0007504	LOC120422958|XP_039442481.1|CPIP	LOC108028578|XP_016955974.1|DBIA
OG0007505	LOC120422936|XP_039442449.1|CPIP	LOC108035544|XP_016966702.1|DBIA
OG0007506	LOC120422961|XP_039442484.1|CPIP	LOC108035683|XP_016966886.1|DBIA
OG0007507	LOC120415213|XP_039432605.1|CPIP	LOC108033897|XP_016964042.1|DBIA
OG0007508	LOC120430228|XP_039451242.1|CPIP	LOC108032727|XP_016962196.1|DBIA
OG0007509	LOC120424462|XP_039444528.1|CPIP	LOC108032675|XP_016962133.1|DBIA
OG0007510	LOC120415415|XP_039432878.1|CPIP	LOC108029615|XP_016957489.1|DBIA
OG0007511	LOC120428240|XP_039449153.1|CPIP	LOC108032779|XP_016962270.1|DBIA
OG0007512	LOC120428226|XP_039449138.1|CPIP	LOC108031522|XP_016960532.1|DBIA
OG0007513	LOC120415154|XP_039432523.1|CPIP	LOC108029276|XP_016956964.1|DBIA
OG0007514	LOC120415099|XP_039432451.1|CPIP	LOC108035131|XP_016966061.1|DBIA
OG0007515	LOC120412355|XP_039428703.1|CPIP	LOC108034345|XP_016964716.1|DBIA
OG0007516	LOC120415101|XP_039432453.1|CPIP	LOC108033648|XP_016963572.1|DBIA
OG0007517	LOC120415106|XP_039432458.1|CPIP	LOC108028507|XP_016955878.1|DBIA
OG0007518	LOC120415143|XP_039432511.1|CPIP	LOC108026814|XP_016953468.1|DBIA
OG0007519	LOC120425533|XP_039446022.1|CPIP	LOC108022886|XP_016947573.1|DBIA
OG0007520	LOC120412760|XP_039429286.1|CPIP	LOC108026150|XP_016952376.1|DBIA
OG0007521	LOC120415391|XP_039432849.1|CPIP	LOC108024022|XP_016949273.1|DBIA
OG0007522	LOC120419150|XP_039437722.1|CPIP	LOC108024142|XP_016949415.1|DBIA
OG0007523	LOC120412718|XP_039429236.1|CPIP	LOC108030272|XP_016958586.1|DBIA
OG0007524	LOC120430842|XP_039451903.1|CPIP	LOC108027844|XP_016954923.1|DBIA
OG0007525	LOC120419304|XP_039437905.1|CPIP	LOC108032796|XP_016962291.1|DBIA
OG0007526	LOC120430001|XP_039451033.1|CPIP	LOC108026186|XP_016952464.1|DBIA
OG0007527	LOC120430727|XP_039451773.1|CPIP	LOC108034918|XP_016965660.1|DBIA
OG0007528	LOC120415091|XP_039432444.1|CPIP	LOC108029515|XP_016957301.1|DBIA
OG0007529	LOC120429848|XP_039450857.1|CPIP	LOC108022794|XP_016947412.1|DBIA
OG0007530	LOC120429686|XP_039450655.1|CPIP	LOC108026228|XP_016952551.1|DBIA
OG0007531	LOC120429117|XP_039450235.1|CPIP	LOC108029325|XP_016957008.1|DBIA
OG0007532	LOC120428784|XP_039449809.1|CPIP	LOC108023063|XP_016947800.1|DBIA
OG0007534	LOC120429667|XP_039450633.1|CPIP	LOC108035689|XP_016966896.1|DBIA
OG0007535	LOC120426730|XP_039447437.1|CPIP	LOC108028041|XP_016955168.1|DBIA
OG0007536	LOC120415371|XP_039432827.1|CPIP	LOC108024798|XP_016950407.1|DBIA
OG0007537	LOC120415418|XP_039432881.1|CPIP	LOC108034937|XP_016965689.1|DBIA
OG0007538	LOC120415429|XP_039432905.1|CPIP	LOC108035254|XP_016966286.1|DBIA
OG0007539	LOC120415414|XP_039432877.1|CPIP	LOC108033977|XP_016964184.1|DBIA
OG0007540	LOC120415411|XP_039432873.1|CPIP	LOC108025287|XP_016951157.1|DBIA
OG0007541	LOC120415394|XP_039432854.1|CPIP	LOC108029750|XP_016957733.1|DBIA
OG0007542	LOC120415352|XP_039432774.1|CPIP	LOC108036426|XP_016968043.1|DBIA
OG0007543	LOC120420332|XP_039439261.1|CPIP	LOC108024901|XP_016950556.1|DBIA
OG0007544	LOC120429986|XP_039451011.1|CPIP	LOC108035502|XP_016966646.1|DBIA
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	LOC108032735|XP_016962207.1|DBIA
OG0007546	LOC120428810|XP_039449845.1|CPIP	LOC108025550|XP_016951571.1|DBIA
OG0007547	LOC120432666|XP_039453849.1|CPIP	LOC108022503|XP_016946954.1|DBIA
OG0007548	LOC120412351|XP_039428698.1|CPIP	LOC108030171|XP_016958413.1|DBIA
OG0007549	LOC120425248|XP_039445628.1|CPIP	LOC108030892|XP_016959557.1|DBIA
OG0007550	LOC120425245|XP_039445614.1|CPIP	LOC108035303|XP_016966361.1|DBIA
OG0007551	LOC120425963|XP_039446544.1|CPIP	LOC108029554|XP_016957364.1|DBIA
OG0007552	LOC120425959|XP_039446540.1|CPIP	LOC108028966|XP_016956495.1|DBIA
OG0007553	LOC120425961|XP_039446542.1|CPIP	LOC108027923|XP_016955036.1|DBIA
OG0007554	LOC120421975|XP_039441219.1|CPIP	LOC108035442|XP_016966565.1|DBIA
OG0007555	LOC120416836|XP_039434658.1|CPIP	LOC108022573|XP_016947079.1|DBIA
OG0007556	LOC120416857|XP_039434688.1|CPIP	LOC108026940|XP_016953642.1|DBIA
OG0007557	LOC120416814|XP_039434624.1|CPIP	LOC108026885|XP_016953574.1|DBIA
OG0007558	LOC120416854|XP_039434678.1|CPIP	LOC108022870|XP_016947537.1|DBIA
OG0007559	LOC120416839|XP_039434662.1|CPIP	LOC108036798|XP_016968634.1|DBIA
OG0007560	LOC120416808|XP_039434615.1|CPIP	LOC108028571|XP_016955967.1|DBIA
OG0007561	LOC120416848|XP_039434671.1|CPIP	LOC108035939|XP_016967223.1|DBIA
OG0007562	LOC120428655|XP_039449636.1|CPIP	LOC108035089|XP_016965998.1|DBIA
OG0007563	LOC120416989|XP_039434849.1|CPIP	LOC108028721|XP_016956168.1|DBIA
OG0007564	LOC120417015|XP_039434885.1|CPIP	LOC108028599|XP_016956006.1|DBIA
OG0007565	LOC120421866|XP_039441098.1|CPIP	LOC108026263|XP_016952611.1|DBIA
OG0007566	LOC120421855|XP_039441079.1|CPIP	LOC108022461|XP_016946858.1|DBIA
OG0007567	LOC120426912|XP_039447652.1|CPIP	LOC108026423|XP_016952841.1|DBIA
OG0007568	LOC120426913|XP_039447653.1|CPIP	LOC108029498|XP_016957269.1|DBIA
OG0007569	LOC120415858|XP_039433429.1|CPIP	LOC108026792|XP_016953442.1|DBIA
OG0007570	LOC120415874|XP_039433444.1|CPIP	LOC108029497|XP_016957266.1|DBIA
OG0007571	LOC120415859|XP_039433430.1|CPIP	LOC108029759|XP_016957748.1|DBIA
OG0007572	LOC120420288|XP_039439221.1|CPIP	LOC108033652|XP_016963576.1|DBIA
OG0007573	LOC120426514|XP_039447218.1|CPIP	LOC108036507|XP_016968199.1|DBIA
OG0007574	LOC120426519|XP_039447221.1|CPIP	LOC108022550|XP_016947024.1|DBIA
OG0007575	LOC120426498|XP_039447202.1|CPIP	LOC108030224|XP_016958497.1|DBIA
OG0007576	LOC120415163|XP_039432532.1|CPIP	LOC108025707|XP_016951742.1|DBIA
OG0007577	LOC120415183|XP_039432574.1|CPIP	LOC108023251|XP_016948021.1|DBIA
OG0007578	LOC120415166|XP_039432538.1|CPIP	LOC108034071|XP_016964322.1|DBIA
OG0007579	LOC120424720|XP_039444837.1|CPIP	LOC108029762|XP_016957756.1|DBIA
OG0007580	LOC120424717|XP_039444834.1|CPIP	LOC108030550|XP_016958932.1|DBIA
OG0007581	LOC120424721|XP_039444838.1|CPIP	LOC108034603|XP_016965028.1|DBIA
OG0007582	LOC120424718|XP_039444835.1|CPIP	LOC108026256|XP_016952599.1|DBIA
OG0007583	LOC120424722|XP_039444839.1|CPIP	LOC108022944|XP_016947649.1|DBIA
OG0007584	LOC120418576|XP_039436955.1|CPIP	LOC108025714|XP_016951759.1|DBIA
OG0007585	LOC120418580|XP_039436962.1|CPIP	LOC108035453|XP_016966580.1|DBIA
OG0007586	LOC120431047|XP_039452136.1|CPIP	LOC108032593|XP_016961995.1|DBIA
OG0007587	LOC120425092|XP_039445419.1|CPIP	LOC108022741|XP_016947321.1|DBIA
OG0007588	LOC120421829|XP_039441039.1|CPIP	LOC108026737|XP_016953346.1|DBIA
OG0007589	LOC120416366|XP_039434035.1|CPIP	LOC108024020|XP_016949270.1|DBIA
OG0007590	LOC120421565|XP_039440726.1|CPIP	LOC108035076|XP_016965958.1|DBIA
OG0007591	LOC120421578|XP_039440742.1|CPIP	LOC108036324|XP_016967827.1|DBIA
OG0007592	LOC120428804|XP_039449838.1|CPIP	LOC108026755|XP_016953375.1|DBIA
OG0007593	LOC120420319|XP_039439244.1|CPIP	LOC108036032|XP_016967466.1|DBIA
OG0007594	LOC120427504|XP_039448292.1|CPIP	LOC108036657|XP_016968425.1|DBIA
OG0007595	LOC120432585|XP_039453753.1|CPIP	LOC108026949|XP_016953651.1|DBIA
OG0007596	LOC120432560|XP_039453722.1|CPIP	LOC108034591|XP_016965013.1|DBIA
OG0007597	LOC120425837|XP_039446392.1|CPIP	LOC108028791|XP_016956262.1|DBIA
OG0007598	LOC120421558|XP_039440718.1|CPIP	LOC108030147|XP_016958356.1|DBIA
OG0007599	LOC120423744|XP_039443591.1|CPIP	LOC108028741|XP_016956197.1|DBIA
OG0007600	LOC120423746|XP_039443594.1|CPIP	LOC108035931|XP_016967210.1|DBIA
OG0007601	LOC120422235|XP_039441553.1|CPIP	LOC108030522|XP_016958898.1|DBIA
OG0007602	LOC120422214|XP_039441533.1|CPIP	LOC108030926|XP_016959609.1|DBIA
