Orthogroup	CPIP.longest_only	DBUS.longest_only
OG0005973	LOC120424197|XP_039444193.1|CPIP	LOC108599125|XP_017841404.1|DBUS
OG0005974	LOC120424427|XP_039444481.1|CPIP	LOC108599670|XP_017842140.1|DBUS
OG0005975	LOC120425241|XP_039445612.1|CPIP	LOC108599972|XP_017842730.1|DBUS
OG0005977	LOC120424363|XP_039444396.1|CPIP	LOC108595021|XP_017835644.1|DBUS
OG0005978	LOC120425146|XP_039445509.1|CPIP	LOC108596762|XP_017838337.1|DBUS
OG0005979	LOC120425017|XP_039445323.1|CPIP	LOC108595197|XP_017835873.1|DBUS
OG0005980	LOC120425392|XP_039445845.1|CPIP	LOC108596456|XP_017837692.1|DBUS
OG0005981	LOC120417983|XP_039436159.1|CPIP	LOC108606236|XP_017851660.1|DBUS
OG0005982	LOC120418001|XP_039436179.1|CPIP	LOC108597545|XP_017839638.1|DBUS
OG0005983	LOC120417986|XP_039436165.1|CPIP	LOC108605722|XP_017851004.1|DBUS
OG0005984	LOC120416203|XP_039433824.1|CPIP	LOC108606928|XP_017852966.1|DBUS
OG0005985	LOC120416217|XP_039433848.1|CPIP	LOC108605073|XP_033150300.1|DBUS
OG0005986	LOC120421473|XP_039440624.1|CPIP	LOC108606325|XP_017851833.1|DBUS
OG0005987	LOC120421452|XP_039440597.1|CPIP	LOC108605472|XP_017850648.1|DBUS
OG0005988	LOC120421445|XP_039440584.1|CPIP	LOC108597128|XP_017839001.2|DBUS
OG0005989	LOC120416722|XP_039434482.1|CPIP	LOC108597143|XP_017839024.1|DBUS
OG0005990	LOC120416740|XP_039434508.1|CPIP	LOC108596378|XP_017837537.1|DBUS
OG0005991	LOC120416730|XP_039434490.1|CPIP	LOC108595474|XP_017836213.1|DBUS
OG0005992	LOC120416715|XP_039434472.1|CPIP	LOC108600493|XP_017843615.1|DBUS
OG0005993	LOC120416716|XP_039434473.1|CPIP	LOC108600494|XP_017843616.1|DBUS
OG0005994	LOC120427341|XP_039448129.1|CPIP	LOC108598477|XP_017840615.1|DBUS
OG0005995	LOC120427339|XP_039448126.1|CPIP, LOC120426854|XP_039447588.1|CPIP	LOC108598524|XP_017840694.1|DBUS
OG0005997	LOC120426864|XP_039447602.1|CPIP	LOC108595147|XP_017835802.1|DBUS
OG0005998	LOC120426852|XP_039447582.1|CPIP	LOC108598878|XP_017841128.2|DBUS
OG0005999	LOC120428191|XP_039449105.1|CPIP	LOC108604748|XP_017849824.1|DBUS
OG0006000	LOC120415155|XP_039432524.1|CPIP	LOC108597361|XP_017839373.1|DBUS
OG0006001	LOC120428604|XP_039449561.1|CPIP	LOC108601091|XP_017844488.1|DBUS
OG0006002	LOC120422957|XP_039442480.1|CPIP	LOC108595114|XP_017835762.1|DBUS
OG0006003	LOC120422953|XP_039442471.1|CPIP	LOC108598472|XP_017840608.1|DBUS
OG0006004	LOC120421838|XP_039441055.1|CPIP	LOC108603049|XP_017846963.1|DBUS
OG0006005	LOC120425529|XP_039446017.1|CPIP	LOC108597632|XP_017839766.1|DBUS
OG0006006	LOC120424473|XP_039444540.1|CPIP	LOC108595424|XP_017836142.1|DBUS
OG0006007	LOC120415354|XP_039432776.1|CPIP	LOC108595078|XP_017835716.1|DBUS
OG0006008	LOC120415886|XP_039433458.1|CPIP	LOC108608458|XP_017855327.1|DBUS
OG0006009	LOC120415851|XP_039433421.1|CPIP	LOC108600063|XP_017842904.1|DBUS
OG0006010	LOC120428243|XP_039449157.1|CPIP	LOC108598178|XP_033149597.1|DBUS
OG0006011	LOC120428228|XP_039449141.1|CPIP	LOC108599485|XP_017841820.2|DBUS
OG0006012	LOC120415125|XP_039432482.1|CPIP	LOC108598143|XP_033150619.1|DBUS
OG0006013	LOC120415135|XP_039432495.1|CPIP	LOC108594902|XP_017835529.1|DBUS
OG0006014	LOC120415107|XP_039432459.1|CPIP	LOC108598891|XP_017841140.1|DBUS
OG0006015	LOC120415148|XP_039432516.1|CPIP	LOC108595969|XP_017836745.1|DBUS
OG0006016	LOC120415111|XP_039432463.1|CPIP	LOC108595472|XP_017836211.1|DBUS
OG0006017	LOC120415131|XP_039432491.1|CPIP	LOC108596093|XP_017837002.1|DBUS
OG0006018	LOC120425534|XP_039446024.1|CPIP	LOC108596404|XP_017837579.1|DBUS
OG0006019	LOC120425539|XP_039446034.1|CPIP	LOC108597479|XP_017839543.1|DBUS
OG0006020	LOC120412761|XP_039429287.1|CPIP	LOC108600846|XP_017844134.1|DBUS
OG0006021	LOC120412715|XP_039429224.1|CPIP	LOC108601078|XP_033150614.1|DBUS
OG0006022	LOC120412731|XP_039429255.1|CPIP	LOC108594310|XP_017834944.1|DBUS
OG0006023	LOC120415404|XP_039432864.1|CPIP	LOC108603793|XP_017848378.1|DBUS
OG0006024	LOC120419138|XP_039437661.1|CPIP	LOC108605487|XP_017850672.1|DBUS
OG0006025	LOC120419134|XP_039437656.1|CPIP	LOC108596696|XP_033148964.1|DBUS
OG0006026	LOC120412768|XP_039429296.1|CPIP	LOC108602018|XP_017845510.1|DBUS
OG0006027	LOC120412717|XP_039429235.1|CPIP	LOC108597081|XP_017838905.1|DBUS
OG0006028	LOC120415884|XP_039433455.1|CPIP	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS
OG0006029	LOC120415355|XP_039432778.1|CPIP	LOC108595475|XP_017836214.1|DBUS
OG0006030	LOC120415405|XP_039432865.1|CPIP	LOC108604424|XP_017849382.1|DBUS
OG0006031	LOC120415374|XP_039432831.1|CPIP	LOC108595167|XP_017835828.1|DBUS
OG0006032	LOC120415362|XP_039432786.1|CPIP	LOC108606545|XP_033150502.1|DBUS
OG0006033	LOC120415409|XP_039432871.1|CPIP	LOC108596094|XP_017837003.1|DBUS
OG0006034	LOC120419310|XP_039437912.1|CPIP	LOC108601447|XP_017844834.1|DBUS
OG0006035	LOC120419303|XP_039437904.1|CPIP	LOC108596408|XP_017837588.1|DBUS
OG0006036	LOC120419302|XP_039437903.1|CPIP	LOC108607613|XP_017854015.1|DBUS
OG0006037	LOC120419323|XP_039437929.1|CPIP	LOC108597455|XP_017839509.1|DBUS
OG0006038	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP	LOC108601785|XP_017845200.1|DBUS
OG0006039	LOC120430726|XP_039451772.1|CPIP	LOC108597415|XP_017839454.1|DBUS
OG0006040	LOC120425516|XP_039445999.1|CPIP	LOC108595208|XP_017835885.1|DBUS
OG0006041	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP	LOC108607007|XP_017853076.1|DBUS
OG0006042	LOC120429527|XP_039450527.1|CPIP	LOC108596633|XP_017838076.1|DBUS
OG0006043	LOC120429284|XP_039450443.1|CPIP	LOC108598358|XP_017840465.1|DBUS
OG0006044	LOC120429256|XP_039450409.1|CPIP	LOC108606956|XP_017853002.1|DBUS
OG0006045	LOC120429626|XP_039450594.1|CPIP	LOC108595156|XP_017835815.1|DBUS
OG0006046	LOC120429109|XP_039450212.1|CPIP	LOC108596449|XP_017837685.1|DBUS
OG0006047	LOC120426724|XP_039447429.1|CPIP	LOC108600105|XP_017842964.2|DBUS
OG0006048	LOC120415431|XP_039432913.1|CPIP	LOC108598484|XP_017840628.1|DBUS
OG0006049	LOC120415413|XP_039432876.1|CPIP	LOC108606517|XP_017852178.1|DBUS
OG0006050	LOC120415350|XP_039432773.1|CPIP	LOC108603964|XP_017848654.1|DBUS
OG0006051	LOC120415353|XP_039432775.1|CPIP	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS
OG0006052	LOC120415416|XP_039432879.1|CPIP	LOC108596896|XP_017838574.1|DBUS
OG0006053	LOC120420342|XP_039439271.1|CPIP	LOC108600403|XP_017843444.1|DBUS
OG0006054	LOC120420318|XP_039439243.1|CPIP	LOC108607403|XP_033150524.1|DBUS
OG0006056	LOC120415864|XP_039433433.1|CPIP	LOC108595488|XP_017836228.1|DBUS
OG0006057	LOC120415879|XP_039433451.1|CPIP	LOC108600668|XP_017843852.1|DBUS
OG0006058	LOC120418138|XP_039436362.1|CPIP	LOC108604727|XP_017849796.1|DBUS
OG0006059	LOC120432647|XP_039453827.1|CPIP	LOC108599661|XP_017842130.2|DBUS
OG0006060	LOC120432649|XP_039453828.1|CPIP	LOC108599663|XP_017842132.1|DBUS
OG0006061	LOC120432664|XP_039453844.1|CPIP	LOC108606281|XP_017851751.1|DBUS
OG0006062	LOC120412325|XP_039428660.1|CPIP	LOC108601966|XP_017845442.1|DBUS
OG0006063	LOC120412334|XP_039428669.1|CPIP	LOC108606033|XP_017851354.2|DBUS
OG0006064	LOC120432671|XP_039453859.1|CPIP	LOC108597510|XP_017839587.1|DBUS
OG0006065	LOC120412327|XP_039428662.1|CPIP	LOC108600082|XP_017842930.2|DBUS
OG0006066	LOC120412362|XP_039428720.1|CPIP	LOC108596459|XP_017837697.1|DBUS
OG0006067	LOC120412345|XP_039428680.1|CPIP	LOC108596038|XP_017836892.1|DBUS
OG0006068	LOC120432669|XP_039453856.1|CPIP	LOC108606276|XP_017851744.1|DBUS
OG0006069	LOC120412361|XP_039428719.1|CPIP	LOC108600810|XP_017844084.1|DBUS
OG0006070	LOC120425249|XP_039445629.1|CPIP	LOC108603849|XP_017848491.1|DBUS
OG0006071	LOC120425244|XP_039445611.1|CPIP	LOC108604444|XP_017849411.1|DBUS
OG0006072	LOC120425960|XP_039446541.1|CPIP	LOC108600084|XP_017842932.1|DBUS
OG0006073	LOC120421974|XP_039441218.1|CPIP	LOC108600982|XP_017844333.1|DBUS
OG0006074	LOC120416819|XP_039434636.1|CPIP	LOC108606926|XP_017852964.1|DBUS
OG0006075	LOC120427642|XP_039448460.1|CPIP	LOC108606930|XP_017852969.1|DBUS
OG0006076	LOC120416859|XP_039434689.1|CPIP	LOC108596780|XP_017838369.1|DBUS
OG0006077	LOC120416835|XP_039434656.1|CPIP	LOC108600570|XP_017843726.1|DBUS
OG0006078	LOC120416842|XP_039434664.1|CPIP	LOC108600481|XP_017843589.1|DBUS
OG0006079	LOC120416825|XP_039434645.1|CPIP	LOC108601028|XP_017844396.2|DBUS
OG0006080	LOC120428644|XP_039449618.1|CPIP	LOC108600017|XP_017842823.2|DBUS
OG0006081	LOC120427132|XP_039447922.1|CPIP	LOC108595200|XP_017835877.1|DBUS
OG0006082	LOC120427134|XP_039447924.1|CPIP	LOC108595306|XP_017836012.1|DBUS
OG0006083	LOC120423486|XP_039443254.1|CPIP	LOC108599881|XP_017842548.1|DBUS
OG0006084	LOC120418194|XP_039436433.1|CPIP	LOC108599622|XP_017842070.1|DBUS
OG0006085	LOC120416991|XP_039434860.1|CPIP	LOC108598552|XP_017840724.1|DBUS
OG0006086	LOC120416997|XP_039434873.1|CPIP	LOC108598335|XP_033149467.1|DBUS
OG0006087	LOC120416996|XP_039434864.1|CPIP	LOC108597107|XP_017838969.1|DBUS
OG0006088	LOC120416998|XP_039434874.1|CPIP	LOC108598752|XP_017840977.1|DBUS
OG0006089	LOC120417008|XP_039434881.1|CPIP	LOC108605680|XP_017850960.1|DBUS
OG0006090	LOC120417006|XP_039434880.1|CPIP	LOC108598554|XP_033149691.1|DBUS
OG0006091	LOC120416994|XP_039434863.1|CPIP	LOC108599177|XP_017841453.1|DBUS
OG0006092	LOC120416990|XP_039434850.1|CPIP	LOC108605655|XP_017850930.1|DBUS
OG0006093	LOC120421870|XP_039441100.1|CPIP	LOC108595988|XP_017836765.2|DBUS
OG0006094	LOC120421860|XP_039441093.1|CPIP	LOC108600203|XP_017843108.1|DBUS
OG0006095	LOC120426493|XP_039447196.1|CPIP	LOC108595065|XP_017835700.1|DBUS
OG0006096	LOC120415180|XP_039432572.1|CPIP	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS
OG0006097	LOC120415173|XP_039432551.1|CPIP	LOC108600430|XP_033150611.1|DBUS
OG0006098	LOC120424714|XP_039444830.1|CPIP	LOC108608350|XP_017855184.1|DBUS
OG0006099	LOC120422674|XP_039442116.1|CPIP	LOC108595352|XP_017836065.1|DBUS
OG0006100	LOC120422679|XP_039442123.1|CPIP	LOC108595436|XP_017836155.1|DBUS
OG0006101	LOC120422664|XP_039442102.1|CPIP	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS
OG0006102	LOC120418579|XP_039436958.1|CPIP	LOC108594955|XP_017835577.1|DBUS
OG0006103	LOC120418594|XP_039436974.1|CPIP	LOC108605065|XP_017850121.1|DBUS
OG0006104	LOC120418589|XP_039436970.1|CPIP	LOC108605600|XP_017850866.1|DBUS
OG0006105	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP	LOC108604970|XP_017850029.1|DBUS
OG0006106	LOC120430087|XP_039451108.1|CPIP	LOC108600951|XP_017844286.1|DBUS
OG0006107	LOC120421835|XP_039441050.1|CPIP	LOC108597618|XP_017839747.1|DBUS
OG0006108	LOC120429552|XP_039450542.1|CPIP	LOC108606890|XP_017852904.1|DBUS
OG0006109	LOC120416353|XP_039434020.1|CPIP	LOC108599886|XP_017842555.1|DBUS
OG0006110	LOC120421567|XP_039440730.1|CPIP	LOC108598508|XP_033149516.1|DBUS
OG0006111	LOC120420325|XP_039439254.1|CPIP	LOC108595182|XP_017835849.1|DBUS
OG0006112	LOC120415866|XP_039433436.1|CPIP	LOC108596774|XP_017838362.1|DBUS
OG0006113	LOC120415875|XP_039433445.1|CPIP	LOC108598659|XP_017840859.1|DBUS
OG0006114	LOC120415843|XP_039433413.1|CPIP	LOC108603903|XP_017848573.1|DBUS
OG0006115	LOC120414943|XP_039432208.1|CPIP	LOC108597767|XP_017839968.1|DBUS
OG0006116	LOC120425101|XP_039445430.1|CPIP	LOC108597281|XP_017839237.1|DBUS
OG0006117	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP	LOC108597014|XP_017838783.1|DBUS
OG0006118	LOC120432574|XP_039453734.1|CPIP	LOC108596056|XP_017836939.1|DBUS
OG0006119	LOC120432575|XP_039453738.1|CPIP	LOC108596430|XP_017837644.1|DBUS
OG0006120	LOC120432589|XP_039453763.1|CPIP	LOC108595534|XP_017836278.1|DBUS
OG0006121	LOC120425832|XP_039446385.1|CPIP	LOC108598908|XP_017841227.2|DBUS
OG0006122	LOC120425822|XP_039446369.1|CPIP	LOC108607411|XP_017853684.1|DBUS
OG0006123	LOC120425838|XP_039446393.1|CPIP	LOC108596675|XP_017838175.1|DBUS
OG0006124	LOC120425840|XP_039446394.1|CPIP	LOC108602218|XP_017845753.1|DBUS
OG0006125	LOC120423743|XP_039443589.1|CPIP	LOC108600472|XP_017843575.2|DBUS
OG0006126	LOC120423736|XP_039443579.1|CPIP	LOC108600477|XP_017843583.1|DBUS
OG0006127	LOC120423323|XP_039443019.1|CPIP	LOC108600462|XP_017843545.2|DBUS
OG0006128	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP	LOC108599093|XP_017841372.2|DBUS
OG0006129	LOC120422206|XP_039441522.1|CPIP	LOC108600891|XP_017844200.2|DBUS
OG0006130	LOC120416372|XP_039434039.1|CPIP	LOC108600464|XP_017843547.1|DBUS
OG0006132	LOC120416348|XP_039434012.1|CPIP	LOC108598238|XP_017840341.2|DBUS
OG0006133	LOC120416345|XP_039434008.1|CPIP	LOC108600465|XP_017843548.1|DBUS
OG0006134	LOC120416701|XP_039434451.1|CPIP	LOC108600060|XP_017842894.2|DBUS
OG0006135	LOC120416711|XP_039434462.1|CPIP	LOC108600248|XP_033150602.1|DBUS
OG0006136	LOC120427874|XP_039448738.1|CPIP	LOC108600474|XP_017843579.1|DBUS
OG0006137	LOC120423803|XP_039443654.1|CPIP	LOC108599356|XP_017841648.1|DBUS
OG0006138	LOC120423914|XP_039443829.1|CPIP	LOC108595647|XP_017836411.1|DBUS
OG0006139	LOC120423888|XP_039443796.1|CPIP	LOC108597484|XP_017839550.1|DBUS
OG0006140	LOC120423705|XP_039443542.1|CPIP	LOC108594987|XP_017835608.1|DBUS
OG0006141	LOC120423704|XP_039443541.1|CPIP	LOC108596752|XP_017838318.1|DBUS
OG0006142	LOC120423690|XP_039443516.1|CPIP	LOC108598446|XP_017840573.1|DBUS
OG0006143	LOC120423709|XP_039443549.1|CPIP	LOC108598561|XP_033149349.1|DBUS
OG0006144	LOC120423708|XP_039443548.1|CPIP	LOC108598359|XP_017840468.2|DBUS
OG0006145	LOC120423710|XP_039443550.1|CPIP	LOC108599293|XP_017841583.1|DBUS
OG0006146	LOC120423896|XP_039443811.1|CPIP	LOC108607596|XP_017854027.2|DBUS
OG0006147	LOC120429122|XP_039450245.1|CPIP	LOC108603172|XP_017847218.1|DBUS
OG0006148	LOC120429124|XP_039450247.1|CPIP	LOC108601079|XP_017844468.2|DBUS
OG0006149	LOC120428260|XP_039449186.1|CPIP	LOC108598401|XP_017840513.1|DBUS
OG0006150	LOC120428259|XP_039449184.1|CPIP	LOC108598400|XP_017840512.2|DBUS
OG0006151	LOC120428258|XP_039449181.1|CPIP	LOC108599108|XP_017841390.1|DBUS
OG0006152	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP	LOC108604338|XP_017849251.1|DBUS
OG0006153	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP	LOC108595336|XP_017836044.1|DBUS
OG0006155	LOC120422738|XP_039442211.1|CPIP	LOC108602602|XP_017846229.1|DBUS
OG0006156	LOC120414004|XP_039430951.1|CPIP	LOC108604154|XP_017848966.1|DBUS
OG0006158	LOC120422394|XP_039441747.1|CPIP	LOC108599477|XP_017841805.1|DBUS
OG0006159	LOC120429108|XP_039450206.1|CPIP	LOC108594991|XP_017835613.1|DBUS
OG0006160	LOC120412519|XP_039428948.1|CPIP	LOC108595327|XP_017836036.1|DBUS
OG0006161	LOC120417400|XP_039435365.1|CPIP	LOC108596542|XP_017837923.1|DBUS
OG0006162	LOC120429201|XP_039450342.1|CPIP	LOC117134627|XP_033150538.1|DBUS
OG0006184	LOC120415855|XP_039433425.1|CPIP	LOC108602349|XP_017845938.1|DBUS
OG0006185	LOC120431097|XP_039452189.1|CPIP	LOC108603046|XP_017846953.1|DBUS
OG0006186	LOC120415065|XP_039432385.1|CPIP	LOC108604449|XP_017849417.1|DBUS
OG0006187	LOC120431108|XP_039452198.1|CPIP	LOC108602642|XP_017846276.1|DBUS
OG0006188	LOC120422044|XP_039441305.1|CPIP	LOC108605154|XP_017850217.1|DBUS
OG0006189	LOC120422045|XP_039441306.1|CPIP	LOC108605181|XP_017850260.1|DBUS
OG0006190	LOC120422065|XP_039441339.1|CPIP	LOC108603805|XP_017848392.1|DBUS
OG0006191	LOC120421059|XP_039440138.1|CPIP	LOC108604631|XP_017849668.1|DBUS
OG0006192	LOC120421082|XP_039440163.1|CPIP	LOC108605075|XP_017850131.1|DBUS
OG0006193	LOC120421070|XP_039440149.1|CPIP	LOC108605860|XP_017851160.1|DBUS
OG0006196	LOC120415053|XP_039432360.1|CPIP	LOC117134661|XP_033148941.1|DBUS
OG0006197	LOC120415067|XP_039432388.1|CPIP	LOC108607364|XP_017853566.1|DBUS
OG0006198	LOC120415071|XP_039432399.1|CPIP	LOC108606187|XP_017851529.1|DBUS
OG0006199	LOC120415050|XP_039432358.1|CPIP	LOC108604195|XP_017849037.1|DBUS
OG0006200	LOC120424019|XP_039443967.1|CPIP	LOC108604721|XP_017849787.1|DBUS
OG0006202	LOC120429963|XP_039450989.1|CPIP	LOC108606597|XP_017852334.1|DBUS
OG0006203	LOC120429961|XP_039450985.1|CPIP	LOC108606443|XP_017852043.1|DBUS
OG0006204	LOC120428471|XP_039449421.1|CPIP	LOC108603460|XP_017847782.1|DBUS
OG0006205	LOC120430286|XP_039451313.1|CPIP	LOC108605246|XP_017850345.1|DBUS
OG0006206	LOC120413710|XP_039430566.1|CPIP	LOC108607682|XP_017854127.2|DBUS
OG0006207	LOC120413715|XP_039430572.1|CPIP	LOC108607462|XP_017853789.2|DBUS
OG0006208	LOC120413714|XP_039430569.1|CPIP	LOC108600245|XP_017843170.1|DBUS
OG0006209	LOC120413733|XP_039430593.1|CPIP	LOC108606111|XP_017851453.1|DBUS
OG0006210	LOC120431692|XP_039452772.1|CPIP	LOC108606200|XP_017851547.1|DBUS
OG0006211	LOC120430283|XP_039451309.1|CPIP	LOC108596958|XP_017838696.1|DBUS
OG0006212	LOC120430282|XP_039451308.1|CPIP	LOC108596951|XP_017838683.2|DBUS
OG0006213	LOC120419293|XP_039437893.1|CPIP	LOC108601379|XP_017844767.1|DBUS
OG0006214	LOC120419283|XP_039437883.1|CPIP	LOC108607005|XP_017853071.1|DBUS
OG0006215	LOC120419270|XP_039437865.1|CPIP	LOC108606328|XP_017851837.1|DBUS
OG0006216	LOC120418131|XP_039436343.1|CPIP	LOC108601733|XP_017845143.1|DBUS
OG0006217	LOC120418118|XP_039436327.1|CPIP	LOC108607253|XP_017853425.1|DBUS
OG0006218	LOC120418128|XP_039436340.1|CPIP	LOC108608180|XP_017854928.2|DBUS
OG0006219	LOC120432272|XP_039453386.1|CPIP	LOC108606291|XP_033150405.1|DBUS
OG0006220	LOC120432270|XP_039453385.1|CPIP	LOC108598089|XP_017840192.1|DBUS
OG0006221	LOC120432330|XP_039453452.1|CPIP	LOC108602167|XP_017845689.1|DBUS
OG0006222	LOC120432332|XP_039453456.1|CPIP	LOC108601931|XP_017845398.1|DBUS
OG0006223	LOC120432298|XP_039453418.1|CPIP	LOC108605797|XP_017851089.1|DBUS
OG0006224	LOC120432227|XP_039453335.1|CPIP	LOC108606646|XP_017852437.1|DBUS
OG0006225	LOC120432241|XP_039453349.1|CPIP	LOC108607061|XP_017853163.1|DBUS
OG0006226	LOC120424295|XP_039444312.1|CPIP	LOC108597728|XP_017839912.2|DBUS
OG0006227	LOC120419274|XP_039437873.1|CPIP	LOC108605253|XP_017850362.1|DBUS
OG0006228	LOC120416301|XP_039433990.1|CPIP	LOC108595991|XP_017836767.1|DBUS
OG0006229	LOC120413704|XP_039430557.1|CPIP	LOC108607385|XP_017853615.1|DBUS
OG0006230	LOC120424021|XP_039443970.1|CPIP	LOC108606370|XP_017851908.1|DBUS
OG0006231	LOC120424025|XP_039443975.1|CPIP	LOC108606590|XP_033150289.1|DBUS
OG0006232	LOC120421071|XP_039440150.1|CPIP	LOC108606495|XP_017852140.1|DBUS
OG0006233	LOC120421066|XP_039440145.1|CPIP	LOC108606496|XP_017852144.1|DBUS
OG0006234	LOC120432472|XP_039453633.1|CPIP	LOC108605180|XP_017850258.1|DBUS
OG0006235	LOC120432321|XP_039453443.1|CPIP	LOC108605001|XP_017850057.1|DBUS
OG0006236	LOC120432248|XP_039453357.1|CPIP	LOC108607087|XP_017853199.1|DBUS
OG0006237	LOC120432257|XP_039453372.1|CPIP	LOC108605951|XP_017851261.1|DBUS
OG0006238	LOC120430647|XP_039451690.1|CPIP	LOC108606592|XP_017852327.1|DBUS
OG0006239	LOC120431218|XP_039452299.1|CPIP	LOC108606761|XP_017852661.1|DBUS
OG0006240	LOC120424110|XP_039444070.1|CPIP	LOC108603923|XP_017848606.1|DBUS
OG0006241	LOC120432260|XP_039453375.1|CPIP	LOC108605162|XP_017850233.1|DBUS
OG0006242	LOC120432220|XP_039453323.1|CPIP	LOC108606883|XP_017852897.1|DBUS
OG0006243	LOC120432219|XP_039453320.1|CPIP	LOC108601698|XP_017845099.1|DBUS
OG0006244	LOC120432294|XP_039453414.1|CPIP	LOC108604587|XP_017849607.1|DBUS
OG0006245	LOC120424014|XP_039443962.1|CPIP	LOC108603272|XP_017847420.1|DBUS
OG0006246	LOC120413336|XP_039430046.1|CPIP	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS
OG0006247	LOC120413345|XP_039430057.1|CPIP	LOC108594895|XP_017835522.1|DBUS
OG0006248	LOC120422085|XP_039441364.1|CPIP	LOC108603834|XP_017848466.1|DBUS
OG0006249	LOC120416394|XP_039434064.1|CPIP	LOC108608353|XP_017855187.1|DBUS
OG0006250	LOC120419690|XP_039438411.1|CPIP	LOC108607011|XP_017853080.1|DBUS
OG0006251	LOC120432362|XP_039453492.1|CPIP	LOC108604466|XP_017849438.1|DBUS
OG0006252	LOC120414180|XP_039431190.1|CPIP	LOC108604465|XP_017849437.1|DBUS
OG0006253	LOC120414193|XP_039431207.1|CPIP	LOC108606575|XP_017852284.1|DBUS
OG0006254	LOC120417691|XP_039435761.1|CPIP	LOC108604630|XP_017849667.1|DBUS
OG0006255	LOC120431152|XP_039452226.1|CPIP	LOC108601981|XP_017845465.1|DBUS
OG0006256	LOC120422446|XP_039441824.1|CPIP	LOC108605770|XP_017851063.1|DBUS
OG0006257	LOC120422466|XP_039441853.1|CPIP	LOC108606298|XP_017851774.1|DBUS
OG0006258	LOC120422465|XP_039441852.1|CPIP	LOC108606109|XP_017851445.2|DBUS
OG0006260	LOC120424286|XP_039444291.1|CPIP	LOC108606853|XP_017852839.2|DBUS
OG0006261	LOC120424296|XP_039444313.1|CPIP	LOC108608530|XP_017855434.1|DBUS
OG0006262	LOC120424299|XP_039444318.1|CPIP	LOC108606679|XP_017852514.1|DBUS
OG0006263	LOC120424308|XP_039444327.1|CPIP	LOC108606553|XP_017852243.1|DBUS
OG0006264	LOC120424306|XP_039444325.1|CPIP	LOC108606440|XP_017852041.1|DBUS
OG0006265	LOC120424304|XP_039444323.1|CPIP	LOC108595979|XP_017836755.2|DBUS
OG0006266	LOC120424294|XP_039444310.1|CPIP	LOC108605565|XP_017850821.1|DBUS
OG0006267	LOC120424289|XP_039444296.1|CPIP	LOC108606402|XP_033150429.1|DBUS
OG0006268	LOC120415078|XP_039432415.1|CPIP	LOC108595282|XP_017835984.1|DBUS
OG0006269	LOC120425045|XP_039445349.1|CPIP	LOC108604150|XP_017848953.1|DBUS
OG0006271	LOC120422533|XP_039441929.1|CPIP	LOC108601861|XP_017845306.1|DBUS
OG0006272	LOC120424287|XP_039444294.1|CPIP	LOC108607122|XP_017853244.1|DBUS
OG0006273	LOC120420180|XP_039439089.1|CPIP	LOC108605448|XP_017850619.1|DBUS
OG0006274	LOC120420184|XP_039439094.1|CPIP	LOC108605205|XP_017850296.1|DBUS
OG0006275	LOC120427554|XP_039448364.1|CPIP	LOC108605454|XP_017850628.1|DBUS
OG0006276	LOC120425425|XP_039445887.1|CPIP	LOC108601048|XP_017844429.1|DBUS
OG0006277	LOC120422444|XP_039441821.1|CPIP	LOC108597685|XP_017839849.1|DBUS
OG0006278	LOC120420250|XP_039439174.1|CPIP	LOC108605528|XP_017850768.1|DBUS
OG0006279	LOC120429655|XP_039450615.1|CPIP	LOC108606981|XP_017853044.1|DBUS
OG0006280	LOC120416889|XP_039434716.1|CPIP	LOC108606361|XP_033150180.1|DBUS
OG0006281	LOC120416890|XP_039434721.1|CPIP	LOC108606360|XP_033150250.1|DBUS
OG0006282	LOC120422091|XP_039441373.1|CPIP	LOC108606603|XP_017852352.1|DBUS
OG0006283	LOC120422092|XP_039441374.1|CPIP	LOC108601841|XP_017845275.1|DBUS
OG0006284	LOC120422048|XP_039441308.1|CPIP	LOC108599319|XP_017841610.1|DBUS
OG0006285	LOC120432322|XP_039453440.1|CPIP	LOC108601237|XP_017844625.1|DBUS
OG0006286	LOC120432320|XP_039453439.1|CPIP	LOC108602002|XP_017845492.1|DBUS
OG0006287	LOC120429174|XP_039450320.1|CPIP	LOC108605915|XP_017851220.1|DBUS
OG0006288	LOC120429175|XP_039450321.1|CPIP	LOC108602006|XP_017845497.1|DBUS
OG0006289	LOC120413346|XP_039430058.1|CPIP	LOC108603989|XP_017848707.1|DBUS
