Orthogroup	CPIP.longest_only	BCOP.longest_only
OG0007946	LOC120413563|XP_039430376.1|CPIP	LOC119076981|XP_037039979.1|BCOP
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC119070956|XP_037031406.1|BCOP
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC119077139|XP_037040213.1|BCOP
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC119082109|XP_037047379.1|BCOP
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC119070761|XP_037031129.1|BCOP
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC119070762|XP_037031130.1|BCOP
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC119075605|XP_037037970.1|BCOP
OG0007953	LOC120428850|XP_039449907.1|CPIP	LOC119078452|XP_037041878.1|BCOP
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC119072754|XP_037033937.1|BCOP
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC119075757|XP_037038190.1|BCOP
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC119078423|XP_037041827.1|BCOP
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC119075334|XP_037037657.1|BCOP
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC119080803|XP_037045268.1|BCOP
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC119078890|XP_037042516.1|BCOP
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC119072481|XP_037033605.1|BCOP
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC119082755|XP_037048232.1|BCOP
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC119073745|XP_037035302.1|BCOP
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC119072702|XP_037033869.1|BCOP
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC119075635|XP_037038011.1|BCOP
OG0007965	LOC120428320|XP_039449250.1|CPIP	LOC119081979|XP_037047187.1|BCOP
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC119066640|XP_037025103.1|BCOP
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC119072670|XP_037033826.1|BCOP
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC119082063|XP_037047294.1|BCOP
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC119080952|XP_037045476.1|BCOP
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC119077969|XP_037041249.1|BCOP
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC119082295|XP_037047664.1|BCOP
OG0007972	LOC120419857|XP_039438628.1|CPIP	LOC119081489|XP_037046386.1|BCOP
OG0007974	LOC120412816|XP_039429354.1|CPIP	LOC119069278|XP_037029235.1|BCOP
OG0007975	LOC120416613|XP_039434346.1|CPIP	LOC119083772|XP_037049451.1|BCOP
OG0007976	LOC120415983|XP_039433573.1|CPIP	LOC119075204|XP_037037493.1|BCOP
OG0007977	LOC120416261|XP_039433898.1|CPIP	LOC119084645|XP_037050607.1|BCOP
OG0007978	LOC120420008|XP_039438848.1|CPIP	LOC119084648|XP_037050612.1|BCOP
OG0007979	LOC120422616|XP_039442044.1|CPIP	LOC119071779|XP_037032730.1|BCOP
OG0007980	LOC120412826|XP_039429366.1|CPIP	LOC119078764|XP_037042367.1|BCOP
OG0007981	LOC120412821|XP_039429362.1|CPIP	LOC119078765|XP_037042368.1|BCOP
OG0007982	LOC120412789|XP_039429312.1|CPIP	LOC119078727|XP_037042298.1|BCOP
OG0007983	LOC120415532|XP_039433025.1|CPIP	LOC119072008|XP_037033021.1|BCOP
OG0007984	LOC120421133|XP_039440230.1|CPIP	LOC119072783|XP_037033966.1|BCOP
OG0007985	LOC120421149|XP_039440273.1|CPIP	LOC119076387|XP_037039003.1|BCOP
OG0007987	LOC120415568|XP_039433080.1|CPIP	LOC119075343|XP_037037667.1|BCOP
OG0007988	LOC120431688|XP_039452736.1|CPIP	LOC119085841|XP_037052239.1|BCOP
OG0007989	LOC120413859|XP_039430750.1|CPIP	LOC119076331|XP_037038909.1|BCOP
OG0007990	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP	LOC119081965|XP_037047168.1|BCOP
OG0007991	LOC120419469|XP_039438089.1|CPIP	LOC119084691|XP_037050666.1|BCOP
OG0007992	LOC120426274|XP_039446951.1|CPIP	LOC119075306|XP_037037612.1|BCOP
OG0007993	LOC120432433|XP_039453585.1|CPIP	LOC119069787|XP_037029823.1|BCOP
OG0007995	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP	LOC119082386|XP_037047809.1|BCOP
OG0007996	LOC120419460|XP_039438076.1|CPIP	LOC119078866|XP_037042474.1|BCOP
OG0007997	LOC120426285|XP_039446968.1|CPIP	LOC119085879|XP_037052286.1|BCOP
OG0007998	LOC120426269|XP_039446944.1|CPIP	LOC119071885|XP_037032880.1|BCOP
OG0007999	LOC120412687|XP_039429197.1|CPIP	LOC119075632|XP_037038007.1|BCOP
OG0008000	LOC120412684|XP_039429192.1|CPIP	LOC119075630|XP_037038004.1|BCOP
OG0008001	LOC120419044|XP_039437544.1|CPIP	LOC119066762|XP_037025292.1|BCOP
OG0008003	LOC120429072|XP_039450153.1|CPIP	LOC119085980|XP_037052441.1|BCOP
OG0008004	LOC120426565|XP_039447271.1|CPIP	LOC119069626|XP_037029623.1|BCOP
OG0008005	LOC120426560|XP_039447260.1|CPIP	LOC119074555|XP_037036636.1|BCOP
OG0008006	LOC120423202|XP_039442837.1|CPIP	LOC119075957|XP_037038428.1|BCOP
OG0008007	LOC120423204|XP_039442842.1|CPIP	LOC119075969|XP_037038450.1|BCOP
OG0008009	LOC120426573|XP_039447292.1|CPIP	LOC119076223|XP_037038773.1|BCOP
OG0008010	LOC120420629|XP_039439636.1|CPIP	LOC119073853|XP_037035597.1|BCOP
OG0008011	LOC120420641|XP_039439653.1|CPIP	LOC119082847|XP_037048408.1|BCOP
OG0008012	LOC120420639|XP_039439651.1|CPIP	LOC119082845|XP_037048403.1|BCOP
OG0008013	LOC120416170|XP_039433789.1|CPIP	LOC119072056|XP_037033085.1|BCOP
OG0008014	LOC120416158|XP_039433771.1|CPIP	LOC119077685|XP_037040841.1|BCOP
OG0008015	LOC120416141|XP_039433751.1|CPIP	LOC119075857|XP_037038308.1|BCOP
OG0008016	LOC120416143|XP_039433753.1|CPIP	LOC119075861|XP_037038314.1|BCOP
OG0008017	LOC120416194|XP_039433812.1|CPIP	LOC119075887|XP_037038351.1|BCOP
OG0008018	LOC120423936|XP_039443854.1|CPIP	LOC119084307|XP_037050121.1|BCOP
OG0008019	LOC120427999|XP_039448898.1|CPIP	LOC119077857|XP_037041081.1|BCOP
OG0008020	LOC120427002|XP_039447752.1|CPIP	LOC119074237|XP_037036154.1|BCOP
OG0008022	LOC120418560|XP_039436929.1|CPIP	LOC119077854|XP_037041075.1|BCOP
OG0008023	LOC120418887|XP_039437356.1|CPIP	LOC119079605|XP_037043491.1|BCOP
OG0008024	LOC120418982|XP_039437466.1|CPIP	LOC119076424|XP_037039062.1|BCOP
OG0008025	LOC120419135|XP_039437660.1|CPIP	LOC119069738|XP_037029775.1|BCOP
OG0008026	LOC120419146|XP_039437718.1|CPIP	LOC119068656|XP_037028231.1|BCOP
OG0008027	LOC120418587|XP_039436969.1|CPIP	LOC119074617|XP_037036772.1|BCOP
OG0008028	LOC120425614|XP_039446131.1|CPIP	LOC119070598|XP_037030915.1|BCOP
OG0008029	LOC120431566|XP_039452608.1|CPIP	LOC119073441|XP_037034830.1|BCOP
OG0008030	LOC120423913|XP_039443831.1|CPIP	LOC119073491|XP_037034893.1|BCOP
OG0008031	LOC120423471|XP_039443236.1|CPIP	LOC119076856|XP_037039755.1|BCOP
OG0008032	LOC120425218|XP_039445583.1|CPIP	LOC119073716|XP_037035234.1|BCOP
OG0008033	LOC120420471|XP_039439433.1|CPIP	LOC119076814|XP_037039696.1|BCOP
OG0008034	LOC120420003|XP_039438831.1|CPIP	LOC119084112|XP_037049858.1|BCOP
OG0008035	LOC120421617|XP_039440780.1|CPIP	LOC119077626|XP_037040738.1|BCOP
OG0008036	LOC120418175|XP_039436409.1|CPIP	LOC119067641|XP_037026639.1|BCOP
OG0008037	LOC120418183|XP_039436417.1|CPIP	LOC119067665|XP_037026676.1|BCOP
OG0008038	LOC120426767|XP_039447476.1|CPIP	LOC119076538|XP_037039227.1|BCOP
OG0008039	LOC120415156|XP_039432530.1|CPIP	LOC119076020|XP_037038516.1|BCOP
OG0008040	LOC120414784|XP_039432032.1|CPIP	LOC119074310|XP_037036252.1|BCOP
OG0008042	LOC120432177|XP_039453250.1|CPIP	LOC119084354|XP_037050194.1|BCOP
OG0008044	LOC120422257|XP_039441588.1|CPIP	LOC119076018|XP_037038508.1|BCOP
OG0008045	LOC120432391|XP_039453521.1|CPIP	LOC119077880|XP_037041130.1|BCOP
OG0008046	LOC120432380|XP_039453508.1|CPIP	LOC119066512|XP_037024960.1|BCOP
OG0008047	LOC120432389|XP_039453518.1|CPIP	LOC119082774|XP_037048263.1|BCOP
OG0008048	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP	LOC119066362|XP_037024716.1|BCOP
OG0008049	LOC120432353|XP_039453473.1|CPIP	LOC119075239|XP_037037527.1|BCOP
OG0008050	LOC120432403|XP_039453538.1|CPIP	LOC119076014|XP_037038500.1|BCOP
OG0008051	LOC120432405|XP_039453542.1|CPIP	LOC119076520|XP_037039200.1|BCOP
OG0008052	LOC120413664|XP_039430526.1|CPIP	LOC119077974|XP_037041251.1|BCOP
OG0008053	LOC120414511|XP_039431655.1|CPIP	LOC119066891|XP_037025473.1|BCOP
OG0008054	LOC120414530|XP_039431676.1|CPIP	LOC119075902|XP_037038373.1|BCOP
OG0008055	LOC120414472|XP_039431602.1|CPIP	LOC119085019|XP_037051092.1|BCOP
OG0008056	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP	LOC119076482|XP_037039158.1|BCOP
OG0008057	LOC120419257|XP_039437846.1|CPIP	LOC119075171|XP_037037461.1|BCOP
OG0008058	LOC120417064|XP_039434955.1|CPIP	LOC119084254|XP_037050053.1|BCOP
OG0008059	LOC120419106|XP_039437634.1|CPIP	LOC119076150|XP_037038728.1|BCOP
OG0008060	LOC120417147|XP_039435066.1|CPIP	LOC119073793|XP_037035465.1|BCOP
OG0008061	LOC120417126|XP_039435037.1|CPIP	LOC119071051|XP_037031605.1|BCOP
OG0008062	LOC120417128|XP_039435038.1|CPIP	LOC119067084|XP_037025740.1|BCOP
OG0008063	LOC120415920|XP_039433499.1|CPIP	LOC119073869|XP_037035635.1|BCOP
OG0008064	LOC120429834|XP_039450832.1|CPIP	LOC119078090|XP_037041449.1|BCOP
OG0008066	LOC120417510|XP_039435522.1|CPIP	LOC119072746|XP_037033926.1|BCOP
OG0008067	LOC120425863|XP_039446418.1|CPIP	LOC119077964|XP_037041239.1|BCOP
OG0008068	LOC120417332|XP_039435252.1|CPIP	LOC119067569|XP_037026545.1|BCOP
OG0008070	LOC120413765|XP_039430636.1|CPIP	LOC119075230|XP_037037515.1|BCOP
OG0008071	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP	LOC119075914|XP_037038394.1|BCOP
OG0008072	LOC120430873|XP_039451934.1|CPIP	LOC119074319|XP_037036272.1|BCOP
OG0008073	LOC120414835|XP_039432095.1|CPIP	LOC119076456|XP_037039117.1|BCOP
OG0008074	LOC120414844|XP_039432103.1|CPIP	LOC119083047|XP_037048566.1|BCOP
OG0008075	LOC120414824|XP_039432085.1|CPIP	LOC119071751|XP_037032681.1|BCOP
OG0008076	LOC120414833|XP_039432093.1|CPIP	LOC119084159|XP_037049906.1|BCOP
OG0008077	LOC120414837|XP_039432097.1|CPIP	LOC119077912|XP_037041182.1|BCOP
OG0008078	LOC120414849|XP_039432107.1|CPIP	LOC119084431|XP_037050305.1|BCOP
OG0008079	LOC120431495|XP_039452534.1|CPIP	LOC119084119|XP_037049867.1|BCOP
OG0008080	LOC120413938|XP_039430871.1|CPIP	LOC119082210|XP_037047553.1|BCOP
OG0008081	LOC120413950|XP_039430887.1|CPIP	LOC119078098|XP_037041458.1|BCOP
OG0008082	LOC120413934|XP_039430865.1|CPIP	LOC119085282|XP_037051531.1|BCOP
OG0008083	LOC120413939|XP_039430872.1|CPIP	LOC119078370|XP_037041803.1|BCOP
OG0008084	LOC120413028|XP_039429636.1|CPIP	LOC119079547|XP_037043430.1|BCOP
OG0008085	LOC120412993|XP_039429578.1|CPIP	LOC119074978|XP_037037275.1|BCOP
OG0008086	LOC120412962|XP_039429540.1|CPIP	LOC119075172|XP_037037463.1|BCOP
OG0008087	LOC120412978|XP_039429561.1|CPIP	LOC119076896|XP_037039800.1|BCOP
OG0008088	LOC120414399|XP_039431510.1|CPIP	LOC119073524|XP_037034956.1|BCOP
OG0008089	LOC120414391|XP_039431498.1|CPIP	LOC119072334|XP_037033417.1|BCOP
OG0008090	LOC120417906|XP_039436069.1|CPIP	LOC119067478|XP_037026375.1|BCOP
OG0008091	LOC120425713|XP_039446244.1|CPIP	LOC119074790|XP_037036970.1|BCOP
OG0008092	LOC120413991|XP_039430935.1|CPIP	LOC119077582|XP_037040685.1|BCOP
OG0008093	LOC120413996|XP_039430940.1|CPIP	LOC119068635|XP_037028196.1|BCOP
OG0008095	LOC120425930|XP_039446485.1|CPIP	LOC119070888|XP_037031304.1|BCOP
OG0008096	LOC120425932|XP_039446487.1|CPIP	LOC119072735|XP_037033909.1|BCOP
OG0008097	LOC120425928|XP_039446483.1|CPIP	LOC119069803|XP_037029853.1|BCOP
OG0008098	LOC120425660|XP_039446174.1|CPIP	LOC119084426|XP_037050298.1|BCOP
OG0008099	LOC120426304|XP_039446987.1|CPIP	LOC119075192|XP_037037478.1|BCOP
OG0008100	LOC120422357|XP_039441694.1|CPIP	LOC119082207|XP_037047541.1|BCOP
OG0008101	LOC120422378|XP_039441720.1|CPIP	LOC119079961|XP_037043969.1|BCOP
OG0008102	LOC120423442|XP_039443193.1|CPIP	LOC119083990|XP_037049702.1|BCOP
OG0008103	LOC120423440|XP_039443190.1|CPIP	LOC119070004|XP_037030155.1|BCOP
OG0008104	LOC120421502|XP_039440657.1|CPIP	LOC119074909|XP_037037151.1|BCOP
OG0008105	LOC120421503|XP_039440658.1|CPIP	LOC119076036|XP_037038550.1|BCOP
OG0008106	LOC120422284|XP_039441612.1|CPIP	LOC119074355|XP_037036355.1|BCOP
OG0008108	LOC120421538|XP_039440701.1|CPIP	LOC119081955|XP_037047145.1|BCOP
OG0008109	LOC120422062|XP_039441336.1|CPIP	LOC119076140|XP_037038709.1|BCOP
OG0008110	LOC120418244|XP_039436491.1|CPIP	LOC119076093|XP_037038643.1|BCOP
OG0008111	LOC120418249|XP_039436497.1|CPIP	LOC119074576|XP_037036701.1|BCOP
OG0008112	LOC120418266|XP_039436517.1|CPIP	LOC119074551|XP_037036621.1|BCOP
OG0008113	LOC120418257|XP_039436509.1|CPIP	LOC119074688|XP_037036867.1|BCOP
OG0008114	LOC120418256|XP_039436507.1|CPIP	LOC119074677|XP_037036856.1|BCOP
OG0008115	LOC120418282|XP_039436538.1|CPIP	LOC119074557|XP_037036650.1|BCOP
OG0008116	LOC120418232|XP_039436466.1|CPIP	LOC119074564|XP_037036678.1|BCOP
OG0008117	LOC120418230|XP_039436459.1|CPIP	LOC119077955|XP_037041219.1|BCOP
OG0008120	LOC120431176|XP_039452244.1|CPIP	LOC119085119|XP_037051276.1|BCOP
OG0008125	LOC120427458|XP_039448261.1|CPIP	LOC119076112|XP_037038707.1|BCOP
OG0008135	LOC120424058|XP_039444013.1|CPIP	LOC119076742|XP_037039582.1|BCOP
OG0008137	LOC120419399|XP_039438010.1|CPIP	LOC119076042|XP_037038563.1|BCOP
OG0008138	LOC120419577|XP_039438235.1|CPIP	LOC119069965|XP_037030099.1|BCOP
OG0008139	LOC120419582|XP_039438244.1|CPIP	LOC119066868|XP_037025437.1|BCOP
OG0008140	LOC120419557|XP_039438204.1|CPIP	LOC119073938|XP_037035711.1|BCOP
OG0008141	LOC120419552|XP_039438200.1|CPIP	LOC119084203|XP_037049977.1|BCOP
OG0008142	LOC120419564|XP_039438227.1|CPIP	LOC119074760|XP_037036922.1|BCOP
OG0008143	LOC120419554|XP_039438202.1|CPIP	LOC119084208|XP_037049993.1|BCOP
OG0008144	LOC120419568|XP_039438231.1|CPIP	LOC119084228|XP_037050022.1|BCOP
OG0008145	LOC120416634|XP_039434377.1|CPIP	LOC119080666|XP_037044989.1|BCOP
OG0008146	LOC120416661|XP_039434403.1|CPIP	LOC119077014|XP_037040022.1|BCOP
OG0008147	LOC120416633|XP_039434374.1|CPIP	LOC119084983|XP_037051030.1|BCOP
OG0008148	LOC120416617|XP_039434348.1|CPIP	LOC119074761|XP_037036923.1|BCOP
OG0008149	LOC120414990|XP_039432281.1|CPIP	LOC119066760|XP_037025294.1|BCOP
OG0008150	LOC120415006|XP_039432299.1|CPIP	LOC119074512|XP_037036569.1|BCOP
OG0008151	LOC120414981|XP_039432259.1|CPIP	LOC119068799|XP_037028456.1|BCOP
OG0008152	LOC120414986|XP_039432274.1|CPIP	LOC119074866|XP_037037084.1|BCOP
OG0008153	LOC120424960|XP_039445252.1|CPIP	LOC119080186|XP_037044318.1|BCOP
OG0008154	LOC120425255|XP_039445635.1|CPIP	LOC119071941|XP_037032960.1|BCOP
OG0008155	LOC120417989|XP_039436169.1|CPIP	LOC119086030|XP_037052501.1|BCOP
OG0008156	LOC120417582|XP_039435627.1|CPIP	LOC119070003|XP_037030154.1|BCOP
OG0008157	LOC120418461|XP_039436828.1|CPIP	LOC119077044|XP_037040069.1|BCOP
OG0008158	LOC120429860|XP_039450865.1|CPIP	LOC119071049|XP_037031551.1|BCOP
OG0008159	LOC120420433|XP_039439391.1|CPIP	LOC119074215|XP_037036110.1|BCOP
OG0008161	LOC120419608|XP_039438282.1|CPIP	LOC119077047|XP_037040074.1|BCOP
OG0008162	LOC120419606|XP_039438280.1|CPIP	LOC119067759|XP_037026787.1|BCOP
OG0008163	LOC120415324|XP_039432743.1|CPIP	LOC119072459|XP_037033577.1|BCOP
OG0008164	LOC120421463|XP_039440611.1|CPIP	LOC119074604|XP_037036751.1|BCOP
OG0008165	LOC120428354|XP_039449291.1|CPIP	LOC119076032|XP_037038544.1|BCOP
OG0008166	LOC120428355|XP_039449293.1|CPIP	LOC119076110|XP_037038665.1|BCOP
OG0008167	LOC120423250|XP_039442905.1|CPIP	LOC119074951|XP_037037235.1|BCOP
OG0008168	LOC120423249|XP_039442903.1|CPIP	LOC119072326|XP_037033446.1|BCOP
OG0008169	LOC120423265|XP_039442933.1|CPIP	LOC119067583|XP_037026577.1|BCOP
OG0008170	LOC120423259|XP_039442926.1|CPIP	LOC119070978|XP_037031456.1|BCOP
OG0008171	LOC120414905|XP_039432168.1|CPIP	LOC119081639|XP_037046606.1|BCOP
OG0008172	LOC120431259|XP_039452326.1|CPIP	LOC119071532|XP_037032310.1|BCOP
OG0008173	LOC120428145|XP_039449063.1|CPIP	LOC119080692|XP_037045033.1|BCOP
OG0008174	LOC120425075|XP_039445405.1|CPIP	LOC119086007|XP_037052479.1|BCOP
OG0008175	LOC120424271|XP_039444269.1|CPIP	LOC119067740|XP_037026766.1|BCOP
OG0008176	LOC120417982|XP_039436158.1|CPIP	LOC119074810|XP_037036989.1|BCOP
OG0008177	LOC120421481|XP_039440632.1|CPIP	LOC119068603|XP_037028153.1|BCOP
OG0008178	LOC120431969|XP_039453042.1|CPIP	LOC119070245|XP_037030412.1|BCOP
OG0008179	LOC120427539|XP_039448342.1|CPIP	LOC119073841|XP_037035570.1|BCOP
OG0008180	LOC120427530|XP_039448330.1|CPIP	LOC119084027|XP_037049743.1|BCOP
OG0008181	LOC120427532|XP_039448332.1|CPIP	LOC119077779|XP_037040984.1|BCOP
OG0008182	LOC120416741|XP_039434510.1|CPIP	LOC119084061|XP_037049793.1|BCOP
OG0008185	LOC120421841|XP_039441058.1|CPIP	LOC119075288|XP_037037571.1|BCOP
OG0008186	LOC120425540|XP_039446035.1|CPIP	LOC119082527|XP_037047935.1|BCOP
OG0008187	LOC120425544|XP_039446039.1|CPIP	LOC119076164|XP_037038744.1|BCOP
OG0008188	LOC120415873|XP_039433443.1|CPIP	LOC119066940|XP_037025553.1|BCOP
OG0008189	LOC120428242|XP_039449156.1|CPIP	LOC119082226|XP_037047575.1|BCOP
OG0008191	LOC120419149|XP_039437720.1|CPIP	LOC119084325|XP_037050150.1|BCOP
OG0008192	LOC120419148|XP_039437715.1|CPIP	LOC119076044|XP_037038565.1|BCOP
OG0008193	LOC120419174|XP_039437761.1|CPIP	LOC119066911|XP_037025506.1|BCOP
OG0008194	LOC120419312|XP_039437915.1|CPIP	LOC119071964|XP_037032990.1|BCOP
OG0008195	LOC120428721|XP_039449726.1|CPIP	LOC119085314|XP_037051587.1|BCOP
OG0008196	LOC120425517|XP_039446000.1|CPIP	LOC119071671|XP_037032545.1|BCOP
OG0008197	LOC120426748|XP_039447456.1|CPIP	LOC119066775|XP_037025325.1|BCOP
OG0008198	LOC120426725|XP_039447430.1|CPIP	LOC119075145|XP_037037431.1|BCOP
OG0008199	LOC120415867|XP_039433437.1|CPIP	LOC119085986|XP_037052446.1|BCOP
OG0008200	LOC120418149|XP_039436382.1|CPIP	LOC119078286|XP_037041671.1|BCOP
OG0008201	LOC120412356|XP_039428706.1|CPIP	LOC119071626|XP_037032478.1|BCOP
OG0008202	LOC120412338|XP_039428675.1|CPIP	LOC119066395|XP_037024722.1|BCOP
OG0008203	LOC120412348|XP_039428697.1|CPIP	LOC119076390|XP_037039009.1|BCOP
OG0008204	LOC120412344|XP_039428679.1|CPIP	LOC119083255|XP_037048828.1|BCOP
OG0008205	LOC120416824|XP_039434644.1|CPIP	LOC119072501|XP_037033638.1|BCOP
OG0008206	LOC120416813|XP_039434622.1|CPIP	LOC119082711|XP_037048182.1|BCOP
OG0008207	LOC120416860|XP_039434690.1|CPIP	LOC119082564|XP_037047985.1|BCOP
OG0008210	LOC120420290|XP_039439222.1|CPIP	LOC119071256|XP_037031996.1|BCOP
OG0008211	LOC120415208|XP_039432598.1|CPIP	LOC119071676|XP_037032551.1|BCOP
OG0008212	LOC120424703|XP_039444817.1|CPIP	LOC119071161|XP_037031811.1|BCOP
OG0008213	LOC120424715|XP_039444831.1|CPIP	LOC119076099|XP_037038650.1|BCOP
OG0008215	LOC120431046|XP_039452132.1|CPIP	LOC119071001|XP_037031490.1|BCOP
OG0008216	LOC120421831|XP_039441043.1|CPIP	LOC119072097|XP_037033146.1|BCOP
OG0008217	LOC120415837|XP_039433408.1|CPIP	LOC119076943|XP_037039889.1|BCOP
OG0008218	LOC120427510|XP_039448306.1|CPIP	LOC119066417|XP_037024785.1|BCOP
OG0008219	LOC120432588|XP_039453758.1|CPIP	LOC119068848|XP_037028561.1|BCOP
OG0008220	LOC120432548|XP_039453707.1|CPIP	LOC119084315|XP_037050130.1|BCOP
OG0008221	LOC120432537|XP_039453695.1|CPIP	LOC119078498|XP_037041945.1|BCOP
OG0008222	LOC120422210|XP_039441526.1|CPIP	LOC119072303|XP_037033384.1|BCOP
OG0008223	LOC120416675|XP_039434428.1|CPIP	LOC119081765|XP_037046854.1|BCOP
OG0008224	LOC120423790|XP_039443641.1|CPIP	LOC119066103|XP_037024272.1|BCOP
OG0008225	LOC120423694|XP_039443524.1|CPIP	LOC119082577|XP_037047997.1|BCOP
OG0008226	LOC120429101|XP_039450198.1|CPIP	LOC119083485|XP_037049106.1|BCOP
OG0008227	LOC120432313|XP_039453430.1|CPIP	LOC119069404|XP_037029349.1|BCOP
OG0008228	LOC120424630|XP_039444730.1|CPIP	LOC119070042|XP_037030221.1|BCOP
OG0008230	LOC120419231|XP_039437821.1|CPIP	LOC119074414|XP_037036438.1|BCOP
OG0008233	LOC120414075|XP_039431029.1|CPIP	LOC119080068|XP_037044178.1|BCOP
OG0008235	LOC120424466|XP_039444534.1|CPIP	LOC119076171|XP_037038752.1|BCOP
OG0008237	LOC120416495|XP_039434144.1|CPIP	LOC119079953|XP_037043959.1|BCOP
OG0008238	LOC120414441|XP_039431561.1|CPIP	LOC119079531|XP_037043416.1|BCOP
OG0008239	LOC120413233|XP_039429896.1|CPIP	LOC119080534|XP_037044841.1|BCOP
OG0008240	LOC120423617|XP_039443418.1|CPIP	LOC119079888|XP_037043866.1|BCOP
OG0008241	LOC120418832|XP_039437284.1|CPIP, LOC120413731|XP_039430591.1|CPIP, LOC120419639|XP_039438327.1|CPIP, LOC120424670|XP_039444779.1|CPIP, LOC120421519|XP_039440671.1|CPIP, LOC120417342|XP_039435278.1|CPIP, LOC120430601|XP_039451638.1|CPIP, LOC120431039|XP_039452125.1|CPIP, LOC120424812|XP_039444964.1|CPIP, LOC120428462|XP_039449420.1|CPIP, LOC120428449|XP_039449401.1|CPIP, LOC120419638|XP_039438326.1|CPIP, LOC120424672|XP_039444781.1|CPIP, LOC120430602|XP_039451640.1|CPIP, LOC120417334|XP_039435269.1|CPIP, LOC120431038|XP_039452124.1|CPIP, LOC120421512|XP_039440664.1|CPIP, LOC120413729|XP_039430590.1|CPIP	LOC119073834|XP_037035540.1|BCOP
OG0008243	LOC120414400|XP_039431511.1|CPIP	LOC119084712|XP_037050689.1|BCOP
OG0008246	LOC120426142|XP_039446793.1|CPIP	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP
OG0008266	LOC120415055|XP_039432370.1|CPIP	LOC119069491|XP_037029456.1|BCOP
OG0008267	LOC120432217|XP_039453316.1|CPIP	LOC119070586|XP_037030892.1|BCOP
OG0008268	LOC120415049|XP_039432357.1|CPIP	LOC119068096|XP_037027414.1|BCOP
OG0008269	LOC120431077|XP_039452167.1|CPIP	LOC119070128|XP_037030344.1|BCOP
OG0008270	LOC120418122|XP_039436334.1|CPIP	LOC119082239|XP_037047601.1|BCOP
OG0008271	LOC120419288|XP_039437889.1|CPIP	LOC119070326|XP_037030490.1|BCOP
OG0008272	LOC120421050|XP_039440127.1|CPIP	LOC119067290|XP_037026075.1|BCOP
OG0008273	LOC120430978|XP_039452050.1|CPIP	LOC119084499|XP_037050414.1|BCOP
OG0008275	LOC120416397|XP_039434073.1|CPIP	LOC119067576|XP_037026556.1|BCOP
OG0008277	LOC120424283|XP_039444288.1|CPIP	LOC119067626|XP_037026614.1|BCOP
OG0008278	LOC120422442|XP_039441818.1|CPIP	LOC119080890|XP_037045364.1|BCOP
OG0008279	LOC120429658|XP_039450621.1|CPIP	LOC119082228|XP_037047581.1|BCOP
OG0008280	LOC120429660|XP_039450625.1|CPIP	LOC119082580|XP_037048013.1|BCOP
OG0008281	LOC120416919|XP_039434759.1|CPIP	LOC119082635|XP_037048100.1|BCOP
OG0008282	LOC120412755|XP_039429284.1|CPIP	LOC119067575|XP_037026555.1|BCOP
OG0008283	LOC120432411|XP_039453548.1|CPIP	LOC119069528|XP_037029497.1|BCOP
OG0008285	LOC120413559|XP_039430410.1|CPIP	LOC119069574|XP_037029553.1|BCOP
OG0008286	LOC120417716|XP_039435801.1|CPIP	LOC119067132|XP_037025812.1|BCOP
OG0008287	LOC120412520|XP_039428952.1|CPIP	LOC119067603|XP_037026589.1|BCOP
OG0008288	LOC120414528|XP_039431670.1|CPIP	LOC119068323|XP_037027773.1|BCOP
OG0008290	LOC120414181|XP_039431193.1|CPIP	LOC119067610|XP_037026598.1|BCOP
OG0008291	LOC120414168|XP_039431157.1|CPIP	LOC119067820|XP_037026878.1|BCOP
