Orthogroup	CPIP.longest_only	ASTE.longest_only
OG0013075	LOC120421113|XP_039440206.1|CPIP	LOC118513507|XP_035915250.1|ASTE
OG0013076	LOC120413624|XP_039430467.1|CPIP, LOC120420605|XP_039439617.1|CPIP	LOC118513857|XP_035916050.1|ASTE
OG0013077	LOC120422568|XP_039441990.1|CPIP	LOC118511578|XP_035910722.1|ASTE
OG0013078	LOC120422825|XP_039442297.1|CPIP	LOC118509329|XP_035905682.1|ASTE
OG0013079	LOC120414086|XP_039431042.1|CPIP	LOC118512971|XP_035914091.1|ASTE
OG0013080	LOC120414736|XP_039431981.1|CPIP	LOC118509047|XP_035905018.1|ASTE
OG0013081	LOC120422951|XP_039442468.1|CPIP, LOC120413817|XP_039430742.1|CPIP, LOC120422909|XP_039442409.1|CPIP	LOC118509133|XP_035905225.1|ASTE
OG0013082	LOC120413142|XP_039429784.1|CPIP	LOC118513884|XP_035916091.1|ASTE
OG0013083	LOC120413133|XP_039429771.1|CPIP	LOC118513872|XP_035916070.1|ASTE, LOC118517090|XP_035918836.1|ASTE
OG0013084	LOC120416315|XP_039433970.1|CPIP	LOC118514030|XP_035916399.1|ASTE
OG0013085	LOC120416303|XP_039433956.1|CPIP	LOC118511053|XP_035909546.1|ASTE
OG0013087	LOC120414738|XP_039431982.1|CPIP	LOC118511054|XP_035909547.1|ASTE
OG0013088	LOC120424240|XP_039444241.1|CPIP	LOC118504769|XP_035895592.1|ASTE
OG0013089	LOC120420245|XP_039439170.1|CPIP	LOC118511639|XP_035910847.1|ASTE
OG0013090	LOC120421958|XP_039441206.1|CPIP	LOC118513682|XP_035915680.1|ASTE
OG0013091	LOC120421959|XP_039441207.1|CPIP	LOC118513670|XP_035915664.1|ASTE
OG0013092	LOC120425206|XP_039445571.1|CPIP, LOC120418941|XP_039437412.1|CPIP	LOC118513534|XP_035915299.1|ASTE
OG0013093	LOC120418967|XP_039437446.1|CPIP, LOC120425203|XP_039445568.1|CPIP	LOC118512649|XP_035913260.1|ASTE
OG0013094	LOC120418976|XP_039437456.1|CPIP, LOC120425204|XP_039445569.1|CPIP	LOC118512650|XP_035913262.1|ASTE
OG0013095	LOC120419863|XP_039438638.1|CPIP	LOC118511007|XP_035909417.1|ASTE
OG0013096	LOC120427358|XP_039448147.1|CPIP	LOC118508474|XP_035904180.1|ASTE
OG0013098	LOC120423134|XP_039442752.1|CPIP, LOC120423144|XP_039442761.1|CPIP	LOC118512552|XP_035913031.1|ASTE
OG0013099	LOC120419200|XP_039437804.1|CPIP	LOC118514706|XP_035917672.1|ASTE
OG0013100	LOC120419861|XP_039438630.1|CPIP	LOC118513346|XP_035914867.1|ASTE
OG0013101	LOC120419843|XP_039438612.1|CPIP	LOC118514565|XP_035917457.1|ASTE
OG0013103	LOC120423470|XP_039443230.1|CPIP	LOC118509308|XP_035905649.1|ASTE
OG0013105	LOC120415586|XP_039433108.1|CPIP	LOC118513343|XP_035914862.1|ASTE
OG0013106	LOC120412496|XP_039428926.1|CPIP, LOC120418434|XP_039436777.1|CPIP	LOC118509292|XP_035905609.1|ASTE
OG0013108	LOC120421174|XP_039440303.1|CPIP	LOC118513823|XP_035915951.1|ASTE
OG0013109	LOC120431447|XP_039452498.1|CPIP	LOC118513468|XP_035915151.1|ASTE
OG0013110	LOC120415527|XP_039433018.1|CPIP, LOC120415558|XP_039433065.1|CPIP, LOC120415518|XP_039433009.1|CPIP	LOC118508803|XP_035904416.1|ASTE
OG0013111	LOC120420491|XP_039439471.1|CPIP	LOC118512442|XP_035912798.1|ASTE, LOC118510851|XP_035909077.1|ASTE
OG0013112	LOC120413866|XP_039430766.1|CPIP	LOC118510811|XP_035909022.1|ASTE, LOC118510810|XP_035909021.1|ASTE
OG0013113	LOC120417990|XP_039436173.1|CPIP	LOC118510795|XP_035908994.1|ASTE
OG0013115	LOC120426272|XP_039446948.1|CPIP	LOC118514086|XP_035916512.1|ASTE
OG0013116	LOC120423212|XP_039442852.1|CPIP	LOC118505328|XP_035896867.1|ASTE
OG0013117	LOC120429759|XP_039450745.1|CPIP	LOC118507589|XP_035902145.1|ASTE
OG0013118	LOC120414367|XP_039431468.1|CPIP	LOC118506616|XP_035899875.1|ASTE
OG0013119	LOC120420625|XP_039439634.1|CPIP	LOC118509100|XP_035905149.1|ASTE
OG0013119	LOC120425803|XP_039446349.1|CPIP	LOC118508067|XP_035903417.1|ASTE
OG0013120	LOC120416177|XP_039433796.1|CPIP	LOC118517531|XP_035919658.1|ASTE
OG0013121	LOC120427998|XP_039448896.1|CPIP	LOC118505286|XP_035896760.1|ASTE
OG0013122	LOC120426821|XP_039447541.1|CPIP	LOC118508345|XP_035903921.1|ASTE
OG0013123	LOC120420465|XP_039439422.1|CPIP	LOC118504948|XP_035895947.1|ASTE
OG0013125	LOC120430396|XP_039451434.1|CPIP	LOC118504499|XP_035894914.1|ASTE
OG0013126	LOC120426820|XP_039447538.1|CPIP	LOC118508350|XP_035903937.1|ASTE
OG0013127	LOC120426833|XP_039447554.1|CPIP	LOC118508372|XP_035903999.1|ASTE
OG0013128	LOC120431036|XP_039452123.1|CPIP	LOC118507120|XP_035901018.1|ASTE
OG0013129	LOC120418172|XP_039436406.1|CPIP	LOC118504636|XP_035895254.1|ASTE
OG0013130	LOC120414644|XP_039431820.1|CPIP	LOC118508540|XP_035904313.1|ASTE
OG0013131	LOC120419714|XP_039438435.1|CPIP	LOC118502592|XP_035890839.1|ASTE
OG0013132	LOC120419089|XP_039437607.1|CPIP	LOC118504633|XP_035895243.1|ASTE
OG0013133	LOC120417130|XP_039435045.1|CPIP	LOC118507660|XP_035902330.1|ASTE
OG0013134	LOC120415943|XP_039433520.1|CPIP, LOC120417124|XP_039435035.1|CPIP	LOC118505053|XP_035896219.1|ASTE
OG0013135	LOC120415903|XP_039433478.1|CPIP	LOC118506681|XP_035900028.1|ASTE
OG0013136	LOC120423377|XP_039443095.1|CPIP	LOC118511468|XP_035910479.1|ASTE
OG0013137	LOC120428117|XP_039449035.1|CPIP	LOC118504216|XP_035894312.1|ASTE
OG0013138	LOC120422485|XP_039441875.1|CPIP	LOC118506146|XP_035898791.1|ASTE
OG0013140	LOC120414845|XP_039432104.1|CPIP	LOC118508496|XP_035904222.1|ASTE
OG0013141	LOC120426584|XP_039447307.1|CPIP	LOC118509991|XP_035907267.1|ASTE
OG0013142	LOC120427521|XP_039448324.1|CPIP	LOC118508528|XP_035904295.1|ASTE
OG0013144	LOC120412983|XP_039429566.1|CPIP	LOC118507944|XP_035903160.1|ASTE
OG0013145	LOC120413014|XP_039429600.1|CPIP	LOC118502641|XP_035890982.1|ASTE
OG0013147	LOC120417910|XP_039436075.1|CPIP	LOC118506712|XP_035900096.1|ASTE
OG0013148	LOC120413988|XP_039430929.1|CPIP	LOC118506534|XP_035899696.1|ASTE, LOC118515300|XP_035917870.1|ASTE
OG0013149	LOC120429664|XP_039450628.1|CPIP	LOC118502809|XP_035891340.1|ASTE
OG0013150	LOC120427436|XP_039448226.1|CPIP	LOC118507690|XP_035902385.1|ASTE
OG0013153	LOC120418280|XP_039436534.1|CPIP	LOC118505005|XP_035896084.1|ASTE
OG0013156	LOC120419427|XP_039438038.1|CPIP	LOC118503455|XP_035892623.1|ASTE
OG0013157	LOC120417985|XP_039436163.1|CPIP	LOC118504015|XP_035893871.1|ASTE
OG0013158	LOC120417996|XP_039436175.1|CPIP, LOC120417995|XP_039436174.1|CPIP	LOC118506261|XP_035899054.1|ASTE
OG0013159	LOC120412563|XP_039429002.1|CPIP	LOC118503554|XP_035892854.1|ASTE
OG0013161	LOC120424599|XP_039444697.1|CPIP, LOC120429591|XP_039450561.1|CPIP	LOC118503040|XP_035891767.1|ASTE
OG0013162	LOC120422169|XP_039441480.1|CPIP	LOC118505967|XP_035898403.1|ASTE
OG0013163	LOC120414241|XP_039431285.1|CPIP	LOC118508083|XP_035903439.1|ASTE
OG0013164	LOC120426423|XP_039447115.1|CPIP, LOC120421696|XP_039440869.1|CPIP, LOC120421695|XP_039440868.1|CPIP	LOC118504100|XP_035894077.1|ASTE
OG0013165	LOC120426400|XP_039447091.1|CPIP, LOC120421693|XP_039440864.1|CPIP	LOC118503450|XP_035892613.1|ASTE
OG0013166	LOC120426408|XP_039447099.1|CPIP, LOC120421689|XP_039440860.1|CPIP	LOC118503451|XP_035892614.1|ASTE
OG0013167	LOC120415226|XP_039432615.1|CPIP	LOC118503630|XP_035893018.1|ASTE
OG0013168	LOC120415237|XP_039432634.1|CPIP	LOC118503023|XP_035891740.1|ASTE
OG0013169	LOC120431246|XP_039452318.1|CPIP	LOC118503691|XP_035893127.1|ASTE
OG0013170	LOC120419601|XP_039438274.1|CPIP	LOC118503182|XP_035892051.1|ASTE
OG0013171	LOC120419592|XP_039438267.1|CPIP	LOC118507108|XP_035901003.1|ASTE
OG0013172	LOC120425573|XP_039446079.1|CPIP	LOC118506144|XP_035898786.1|ASTE
OG0013173	LOC120423628|XP_039443428.1|CPIP	LOC118506048|XP_035898571.1|ASTE
OG0013174	LOC120431981|XP_039453051.1|CPIP, LOC120431267|XP_039452334.1|CPIP	LOC118507244|XP_035901400.1|ASTE
OG0013175	LOC120427042|XP_039447807.1|CPIP	LOC118506028|XP_035898538.1|ASTE
OG0013176	LOC120426876|XP_039447613.1|CPIP, LOC120431887|XP_039452950.1|CPIP	LOC118505906|XP_035898256.1|ASTE
OG0013177	LOC120430233|XP_039451247.1|CPIP	LOC118503608|XP_035892977.1|ASTE
OG0013178	LOC120412769|XP_039429298.1|CPIP	LOC118512334|XP_035912509.1|ASTE
OG0013179	LOC120421061|XP_039440140.1|CPIP, LOC120421062|XP_039440141.1|CPIP, LOC120424468|XP_039444537.1|CPIP, LOC120424469|XP_039444538.1|CPIP	LOC118512337|XP_035912517.1|ASTE
OG0013180	LOC120420324|XP_039439252.1|CPIP	LOC118508194|XP_035903650.1|ASTE
OG0013181	LOC120419156|XP_039437734.1|CPIP	LOC118507168|XP_035901126.1|ASTE
OG0013182	LOC120425515|XP_039445997.1|CPIP	LOC118508400|XP_035904055.1|ASTE
OG0013183	LOC120426726|XP_039447431.1|CPIP	LOC118507249|XP_035901425.1|ASTE
OG0013184	LOC120418151|XP_039436384.1|CPIP	LOC118512352|XP_035912547.1|ASTE
OG0013185	LOC120418143|XP_039436374.1|CPIP	LOC118512413|XP_035912705.1|ASTE
OG0013186	LOC120428807|XP_039449840.1|CPIP, LOC120432672|XP_039453861.1|CPIP	LOC118517596|XP_035919773.1|ASTE
OG0013187	LOC120416849|XP_039434672.1|CPIP	LOC118506192|XP_035898876.1|ASTE, LOC118516556|XP_035918397.1|ASTE
OG0013188	LOC120415464|XP_039432949.1|CPIP	LOC118507730|XP_035902579.1|ASTE
OG0013189	LOC120418199|XP_039436440.1|CPIP	LOC118503130|XP_035891981.1|ASTE
OG0013190	LOC120416992|XP_039434861.1|CPIP	LOC118506201|XP_035898902.1|ASTE
OG0013191	LOC120415185|XP_039432576.1|CPIP	LOC118503533|XP_035892812.1|ASTE
OG0013192	LOC120432544|XP_039453703.1|CPIP	LOC118503664|XP_035893083.1|ASTE
OG0013195	LOC120416681|XP_039434434.1|CPIP, LOC120425828|XP_039446380.1|CPIP	LOC118504064|XP_035893993.1|ASTE
OG0013196	LOC120423726|XP_039443565.1|CPIP	LOC118503088|XP_035891865.1|ASTE
OG0013198	LOC120423758|XP_039443607.1|CPIP	LOC118510041|XP_035907322.1|ASTE, LOC118503093|XP_035891880.1|ASTE
OG0013199	LOC120423881|XP_039443776.1|CPIP	LOC118504731|XP_035895477.1|ASTE
OG0013200	LOC120423885|XP_039443791.1|CPIP	LOC118503096|XP_035891887.1|ASTE
OG0013201	LOC120423706|XP_039443544.1|CPIP, LOC120423898|XP_039443813.1|CPIP	LOC118508103|XP_035903479.1|ASTE
OG0013202	LOC120417196|XP_039435098.1|CPIP	LOC118507540|XP_035902011.1|ASTE
OG0013204	LOC120426160|XP_039446812.1|CPIP	LOC118505253|XP_035896701.1|ASTE
OG0013205	LOC120424918|XP_039445146.1|CPIP	LOC118511151|XP_035909772.1|ASTE, LOC118511157|XP_035909785.1|ASTE, LOC118511159|XP_035909791.1|ASTE, LOC118511160|XP_035909792.1|ASTE, LOC118511158|XP_035909790.1|ASTE
OG0013207	LOC120427137|XP_039447927.1|CPIP	LOC118503134|XP_035891994.1|ASTE, LOC118503394|XP_035892489.1|ASTE
OG0013209	LOC120417256|XP_039435146.1|CPIP	LOC118503575|XP_035892903.1|ASTE, LOC118507187|XP_035901152.1|ASTE, LOC118505870|XP_035898186.1|ASTE
OG0013210	LOC120424494|XP_039444575.1|CPIP, LOC120424479|XP_039444551.1|CPIP	LOC118511251|XP_035909993.1|ASTE, LOC118509869|XP_035906985.1|ASTE
OG0013366	LOC120415077|XP_039432411.1|CPIP	LOC118507128|XP_035901041.1|ASTE
OG0013367	LOC120415076|XP_039432410.1|CPIP	LOC118516464|XP_035918257.1|ASTE, LOC118505074|XP_035896252.1|ASTE
OG0013368	LOC120429937|XP_039450964.1|CPIP	LOC118517390|XP_035919333.1|ASTE
OG0013369	LOC120415040|XP_039432347.1|CPIP	LOC118510104|XP_035907452.1|ASTE
OG0013370	LOC120429964|XP_039450990.1|CPIP	LOC118506926|XP_035900622.1|ASTE
OG0013371	LOC120413739|XP_039430599.1|CPIP	LOC118505363|XP_035896953.1|ASTE
OG0013373	LOC120427876|XP_039448777.1|CPIP	LOC118504227|XP_035894335.1|ASTE, LOC118505522|XP_035897326.1|ASTE
OG0013375	LOC120429170|XP_039450316.1|CPIP	LOC118505592|XP_035897472.1|ASTE
OG0013377	LOC120420248|XP_039439171.1|CPIP	LOC118517431|XP_035919443.1|ASTE
OG0013379	LOC120413333|XP_039430043.1|CPIP	LOC118504800|XP_035895678.1|ASTE
OG0013380	LOC120427343|XP_039448162.1|CPIP	LOC118508042|XP_035903341.1|ASTE
OG0013381	LOC120413737|XP_039430596.1|CPIP	LOC118513183|XP_035914547.1|ASTE
OG0013383	LOC120431687|XP_039452735.1|CPIP, LOC120431593|XP_039452633.1|CPIP	LOC118517422|XP_035919424.1|ASTE
OG0013384	LOC120426033|XP_039446644.1|CPIP	LOC118517420|XP_035919420.1|ASTE
OG0013385	LOC120426025|XP_039446638.1|CPIP	LOC118517418|XP_035919418.1|ASTE
OG0013386	LOC120421204|XP_039440341.1|CPIP	LOC118504268|XP_035894397.1|ASTE
OG0013387	LOC120430729|XP_039451774.1|CPIP	LOC118517444|XP_035919467.1|ASTE
OG0013388	LOC120430626|XP_039451654.1|CPIP	LOC118517413|XP_035919446.1|ASTE
OG0013390	LOC120427026|XP_039447781.1|CPIP	LOC118515641|XP_035917936.1|ASTE
OG0013391	LOC120417037|XP_039434918.1|CPIP	LOC118509798|XP_035906831.1|ASTE
OG0013395	LOC120427720|XP_039448558.1|CPIP	LOC118506995|XP_035900773.1|ASTE
OG0013396	LOC120431505|XP_039452541.1|CPIP	LOC118508476|XP_035904182.1|ASTE
OG0013397	LOC120432142|XP_039453208.1|CPIP	LOC118511223|XP_035909938.1|ASTE
OG0013398	LOC120416917|XP_039434761.1|CPIP	LOC118506446|XP_035899475.1|ASTE
OG0013400	LOC120423307|XP_039443006.1|CPIP	LOC118502471|XP_035890596.1|ASTE, LOC118502472|XP_035890597.1|ASTE
OG0013401	LOC120415445|XP_039432930.1|CPIP	LOC118504274|XP_035894401.1|ASTE
OG0013402	LOC120416481|XP_039434139.1|CPIP	LOC118507486|XP_035901900.1|ASTE
OG0013403	LOC120416008|XP_039433601.1|CPIP	LOC118507469|XP_035901863.1|ASTE
OG0013404	LOC120416597|XP_039434314.1|CPIP	LOC118508301|XP_035903847.1|ASTE
OG0013405	LOC120421093|XP_039440169.1|CPIP, LOC120418751|XP_039437161.1|CPIP	LOC118504431|XP_035894763.1|ASTE
OG0013407	LOC120425972|XP_039446560.1|CPIP, LOC120424057|XP_039444012.1|CPIP	LOC118504667|XP_035895345.1|ASTE
OG0013409	LOC120427676|XP_039448491.1|CPIP	LOC118504640|XP_035895256.1|ASTE
OG0013410	LOC120431701|XP_039452755.1|CPIP	LOC118505556|XP_035897401.1|ASTE
OG0013411	LOC120426009|XP_039446615.1|CPIP	LOC118507888|XP_035903016.1|ASTE
OG0013412	LOC120416428|XP_039434119.1|CPIP	LOC118502698|XP_035891111.1|ASTE
OG0013413	LOC120416911|XP_039434747.1|CPIP	LOC118506150|XP_035898799.1|ASTE
OG0013414	LOC120424266|XP_039444262.1|CPIP	LOC118503300|XP_035892305.1|ASTE
OG0013416	LOC120420378|XP_039439327.1|CPIP	LOC118513618|XP_035915567.1|ASTE
OG0013417	LOC120425410|XP_039445874.1|CPIP	LOC118507898|XP_035903046.1|ASTE
OG0013418	LOC120430173|XP_039451187.1|CPIP	LOC118502824|XP_035891393.1|ASTE
OG0013419	LOC120420266|XP_039439200.1|CPIP	LOC118507380|XP_035901718.1|ASTE
OG0013420	LOC120424668|XP_039444777.1|CPIP, LOC120424612|XP_039444705.1|CPIP	LOC118508006|XP_035903283.1|ASTE
OG0013421	LOC120432498|XP_039453644.1|CPIP	LOC118507492|XP_035901909.1|ASTE
OG0013422	LOC120432497|XP_039453643.1|CPIP	LOC118507491|XP_035901908.1|ASTE
OG0013423	LOC120428717|XP_039449723.1|CPIP	LOC118502959|XP_035891615.1|ASTE
OG0013425	LOC120428400|XP_039449348.1|CPIP	LOC118510202|XP_035907632.1|ASTE
OG0013426	LOC120428390|XP_039449327.1|CPIP	LOC118510204|XP_035907634.1|ASTE, LOC118510206|XP_035907636.1|ASTE
OG0013429	LOC120419761|XP_039438522.1|CPIP	LOC118513609|XP_035915552.1|ASTE
OG0013430	LOC120426925|XP_039447666.1|CPIP	LOC118511514|XP_035910590.1|ASTE
OG0013432	LOC120424809|XP_039444960.1|CPIP	LOC118512224|XP_035912232.1|ASTE, LOC118516899|XP_035918637.1|ASTE
OG0013433	LOC120427576|XP_039448391.1|CPIP	LOC118513014|XP_035914181.1|ASTE, LOC118513016|XP_035914183.1|ASTE
OG0013434	LOC120412865|XP_039429423.1|CPIP	LOC118510535|XP_035908384.1|ASTE
OG0013435	LOC120426134|XP_039446775.1|CPIP	LOC118512983|XP_035914129.1|ASTE, LOC118512982|XP_035914128.1|ASTE
OG0013436	LOC120428980|XP_039450048.1|CPIP	LOC118510494|XP_035908280.1|ASTE
OG0013438	LOC120420578|XP_039439592.1|CPIP	LOC118514473|XP_035917291.1|ASTE
OG0013439	LOC120428339|XP_039449272.1|CPIP	LOC118514321|XP_035916998.1|ASTE, LOC118510293|XP_035907808.1|ASTE
OG0013440	LOC120421333|XP_039440437.1|CPIP	LOC118510316|XP_035907849.1|ASTE
OG0013441	LOC120426808|XP_039447527.1|CPIP	LOC118511428|XP_035910411.1|ASTE
OG0013442	LOC120431215|XP_039452293.1|CPIP	LOC118511432|XP_035910416.1|ASTE
OG0013443	LOC120413193|XP_039429842.1|CPIP	LOC118512841|XP_035913787.1|ASTE
OG0013445	LOC120420089|XP_039438955.1|CPIP	LOC118508828|XP_035904466.1|ASTE
OG0013447	LOC120420667|XP_039439699.1|CPIP	LOC118510217|XP_035907674.1|ASTE
OG0013448	LOC120412566|XP_039429005.1|CPIP	LOC118511322|XP_035910137.1|ASTE
OG0013449	LOC120419973|XP_039438784.1|CPIP	LOC118505898|XP_035898246.1|ASTE
OG0013450	LOC120418564|XP_039436931.1|CPIP	LOC118512015|XP_035911684.1|ASTE
OG0013451	LOC120417613|XP_039435661.1|CPIP	LOC118514204|XP_035916790.1|ASTE
OG0013452	LOC120417626|XP_039435672.1|CPIP	LOC118514193|XP_035916775.1|ASTE
OG0013453	LOC120417627|XP_039435673.1|CPIP	LOC118514192|XP_035916774.1|ASTE
OG0013454	LOC120413410|XP_039430149.1|CPIP	LOC118509465|XP_035905983.1|ASTE
OG0013456	LOC120430132|XP_039451152.1|CPIP, LOC120430102|XP_039451122.1|CPIP	LOC118514200|XP_035916782.1|ASTE
OG0013459	LOC120415799|XP_039433358.1|CPIP	LOC118514497|XP_035917322.1|ASTE
OG0013460	LOC120427128|XP_039447915.1|CPIP	LOC118514500|XP_035917324.1|ASTE
OG0013461	LOC120421901|XP_039441133.1|CPIP	LOC118513862|XP_035916056.1|ASTE
OG0013465	LOC120414721|XP_039431957.1|CPIP	LOC118513380|XP_035914936.1|ASTE
OG0013466	LOC120414665|XP_039431869.1|CPIP	LOC118513373|XP_035914902.1|ASTE
OG0013467	LOC120414670|XP_039431881.1|CPIP	LOC118512699|XP_035913408.1|ASTE
OG0013469	LOC120430188|XP_039451202.1|CPIP	LOC118513617|XP_035915566.1|ASTE
OG0013470	LOC120422979|XP_039442521.1|CPIP	LOC118509163|XP_035905311.1|ASTE
OG0013471	LOC120413523|XP_039430328.1|CPIP	LOC118513965|XP_035916279.1|ASTE
OG0013472	LOC120413524|XP_039430329.1|CPIP	LOC118513973|XP_035916290.1|ASTE
OG0013473	LOC120423208|XP_039442850.1|CPIP	LOC118508515|XP_035904260.1|ASTE, LOC118513519|XP_035915273.1|ASTE
OG0013474	LOC120413644|XP_039430494.1|CPIP, LOC120413648|XP_039430497.1|CPIP	LOC118513968|XP_035916285.1|ASTE
OG0013475	LOC120430580|XP_039451621.1|CPIP, LOC120428022|XP_039448930.1|CPIP	LOC118511061|XP_035909564.1|ASTE
OG0013476	LOC120422708|XP_039442160.1|CPIP	LOC118511582|XP_035910725.1|ASTE
OG0013477	LOC120416086|XP_039433704.1|CPIP	LOC118511604|XP_035910779.1|ASTE
OG0013478	LOC120424886|XP_039445107.1|CPIP	LOC118511174|XP_035909811.1|ASTE
OG0013479	LOC120413141|XP_039429783.1|CPIP	LOC118517086|XP_035918831.1|ASTE, LOC118513877|XP_035916077.1|ASTE
OG0013480	LOC120428537|XP_039449502.1|CPIP	LOC118511750|XP_035911108.1|ASTE
OG0013481	LOC120418957|XP_039437434.1|CPIP	LOC118513414|XP_035915015.1|ASTE
OG0013482	LOC120428153|XP_039449073.1|CPIP	LOC118511586|XP_035910730.1|ASTE
OG0013483	LOC120420429|XP_039439390.1|CPIP	LOC118511680|XP_035910941.1|ASTE
OG0013484	LOC120420096|XP_039438980.1|CPIP	LOC118511656|XP_035910895.1|ASTE
OG0013485	LOC120420672|XP_039439706.1|CPIP	LOC118510031|XP_035907312.1|ASTE
OG0013487	LOC120421962|XP_039441210.1|CPIP	LOC118513331|XP_035914838.1|ASTE
OG0013488	LOC120431363|XP_039452429.1|CPIP	LOC118513720|XP_035915754.1|ASTE
OG0013489	LOC120425185|XP_039445547.1|CPIP, LOC120431360|XP_039452422.1|CPIP	LOC118513718|XP_035915753.1|ASTE
OG0013490	LOC120412809|XP_039429344.1|CPIP	LOC118511678|XP_035910939.1|ASTE
OG0013491	LOC120412824|XP_039429365.1|CPIP	LOC118513842|XP_035916012.1|ASTE
OG0013493	LOC120416020|XP_039433610.1|CPIP	LOC118514668|XP_035917602.1|ASTE
OG0013494	LOC120416000|XP_039433589.1|CPIP	LOC118514666|XP_035917600.1|ASTE
OG0013495	LOC120423473|XP_039443237.1|CPIP	LOC118511788|XP_035911199.1|ASTE
OG0013496	LOC120423480|XP_039443249.1|CPIP	LOC118509305|XP_035905647.1|ASTE
OG0013497	LOC120418608|XP_039436983.1|CPIP	LOC118514642|XP_035917559.1|ASTE
OG0013498	LOC120412841|XP_039429397.1|CPIP	LOC118514567|XP_035917460.1|ASTE
OG0013499	LOC120427819|XP_039448677.1|CPIP	LOC118509220|XP_035905396.1|ASTE
OG0013500	LOC120423122|XP_039442735.1|CPIP	LOC118513254|XP_035914709.1|ASTE
OG0013501	LOC120415583|XP_039433104.1|CPIP	LOC118512592|XP_035913125.1|ASTE
OG0013502	LOC120425295|XP_039445695.1|CPIP	LOC118509339|XP_035905732.1|ASTE
OG0013503	LOC120421126|XP_039440217.1|CPIP	LOC118513199|XP_035914584.1|ASTE
OG0013504	LOC120422415|XP_039441763.1|CPIP	LOC118510866|XP_035909105.1|ASTE
OG0013505	LOC120415550|XP_039433058.1|CPIP	LOC118513267|XP_035914728.1|ASTE
OG0013506	LOC120413868|XP_039430771.1|CPIP	LOC118513333|XP_035914840.1|ASTE
OG0013507	LOC120421288|XP_039440413.1|CPIP	LOC118510023|XP_035907303.1|ASTE
OG0013508	LOC120420497|XP_039439484.1|CPIP, LOC120413870|XP_039430773.1|CPIP	LOC118512613|XP_035913185.1|ASTE
OG0013509	LOC120413831|XP_039430720.1|CPIP, LOC120413830|XP_039430719.1|CPIP	LOC118510813|XP_035909025.1|ASTE
OG0013511	LOC120426567|XP_039447278.1|CPIP	LOC118503506|XP_035892748.1|ASTE
OG0013512	LOC120426563|XP_039447269.1|CPIP	LOC118505762|XP_035897884.1|ASTE
OG0013513	LOC120423230|XP_039442872.1|CPIP	LOC118517024|XP_035918781.1|ASTE, LOC118505747|XP_035897837.1|ASTE
OG0013514	LOC120423203|XP_039442839.1|CPIP	LOC118505749|XP_035897850.1|ASTE, LOC118517022|XP_035918769.1|ASTE
OG0013515	LOC120423194|XP_039442828.1|CPIP	LOC118505325|XP_035896862.1|ASTE
OG0013517	LOC120429267|XP_039450418.1|CPIP	LOC118506587|XP_035899838.1|ASTE
OG0013518	LOC120414308|XP_039431380.1|CPIP	LOC118506588|XP_035899839.1|ASTE
OG0013520	LOC120431463|XP_039452513.1|CPIP	LOC118508325|XP_035903889.1|ASTE, LOC118517057|XP_035918799.1|ASTE
OG0013521	LOC120431462|XP_039452512.1|CPIP	LOC118517049|XP_035918790.1|ASTE, LOC118508327|XP_035903891.1|ASTE
OG0013522	LOC120419289|XP_039437892.1|CPIP	LOC118508343|XP_035903916.1|ASTE
OG0013524	LOC120413696|XP_039430556.1|CPIP	LOC118507101|XP_035900996.1|ASTE
OG0013525	LOC120426343|XP_039447038.1|CPIP	LOC118505653|XP_035897633.1|ASTE
OG0013526	LOC120416974|XP_039434833.1|CPIP	LOC118506507|XP_035899618.1|ASTE
OG0013527	LOC120430260|XP_039451283.1|CPIP, LOC120418164|XP_039436395.1|CPIP	LOC118505147|XP_035896417.1|ASTE
OG0013528	LOC120432162|XP_039453226.1|CPIP	LOC118505489|XP_035897231.1|ASTE
OG0013529	LOC120414959|XP_039432228.1|CPIP	LOC118506341|XP_035899217.1|ASTE
OG0013530	LOC120419720|XP_039438445.1|CPIP	LOC118502590|XP_035890835.1|ASTE
OG0013531	LOC120428209|XP_039449119.1|CPIP	LOC118507027|XP_035900870.1|ASTE
OG0013532	LOC120423580|XP_039443377.1|CPIP	LOC118504348|XP_035894609.1|ASTE
OG0013533	LOC120423434|XP_039443184.1|CPIP	LOC118504347|XP_035894607.1|ASTE
OG0013534	LOC120417153|XP_039435071.1|CPIP	LOC118506170|XP_035898833.1|ASTE
OG0013535	LOC120417107|XP_039435018.1|CPIP, LOC120415942|XP_039433519.1|CPIP	LOC118507676|XP_035902359.1|ASTE
OG0013536	LOC120415960|XP_039433537.1|CPIP, LOC120417111|XP_039435021.1|CPIP	LOC118507675|XP_035902358.1|ASTE
OG0013537	LOC120415926|XP_039433506.1|CPIP	LOC118502392|XP_035890507.1|ASTE, LOC118506978|XP_035900730.1|ASTE
OG0013538	LOC120420930|XP_039439993.1|CPIP	LOC118502668|XP_035891031.1|ASTE
OG0013540	LOC120428862|XP_039449920.1|CPIP	LOC118503218|XP_035892104.1|ASTE
OG0013541	LOC120422111|XP_039441412.1|CPIP	LOC118506723|XP_035900147.1|ASTE
OG0013542	LOC120422605|XP_039442030.1|CPIP	LOC118506533|XP_035899695.1|ASTE
OG0013543	LOC120426192|XP_039446832.1|CPIP	LOC118502695|XP_035891105.1|ASTE
OG0013544	LOC120413963|XP_039430903.1|CPIP	LOC118506970|XP_035900706.1|ASTE
