Orthogroup	CPIP.longest_only	DANA.longest_only
OG0007046	LOC120423978|XP_039443903.1|CPIP	LOC6501689|XP_001955768.1|DANA
OG0007047	LOC120413874|XP_039430780.1|CPIP	LOC6498331|XP_001962562.1|DANA
OG0007048	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP	LOC6497419|XP_032307374.1|DANA
OG0007049	LOC120422410|XP_039441761.1|CPIP	LOC6503874|XP_001965232.1|DANA
OG0007050	LOC120419470|XP_039438090.1|CPIP	LOC6498660|XP_001963265.1|DANA
OG0007051	LOC120419474|XP_039438094.1|CPIP	LOC6498066|XP_001962012.2|DANA
OG0007052	LOC120418711|XP_039437113.1|CPIP	LOC6503797|XP_001963728.1|DANA
OG0007053	LOC120432430|XP_039453582.1|CPIP	LOC6499945|XP_001953580.1|DANA
OG0007054	LOC120431920|XP_039452987.1|CPIP	LOC6496182|XP_001960389.1|DANA
OG0007055	LOC120428876|XP_039449936.1|CPIP	LOC6496429|XP_001960897.2|DANA
OG0007056	LOC120421137|XP_039440252.1|CPIP	LOC26514061|XP_014765565.1|DANA
OG0007057	LOC120425304|XP_039445709.1|CPIP	LOC6503858|XP_001963727.1|DANA
OG0007058	LOC120425298|XP_039445696.1|CPIP	LOC6505147|XP_001965438.1|DANA
OG0007059	LOC120419650|XP_039438341.1|CPIP	LOC6504458|XP_032310881.1|DANA
OG0007060	LOC120419667|XP_039438365.1|CPIP	LOC6497405|XP_001962150.1|DANA
OG0007061	LOC120419664|XP_039438361.1|CPIP	LOC6498134|XP_032307651.1|DANA
OG0007062	LOC120426890|XP_039447628.1|CPIP	LOC6505515|XP_032311443.1|DANA
OG0007063	LOC120431557|XP_039452599.1|CPIP	LOC6497500|XP_001961955.1|DANA
OG0007064	LOC120418716|XP_039437124.1|CPIP	LOC6495795|XP_001959602.1|DANA
OG0007065	LOC120418701|XP_039437100.1|CPIP	LOC6506255|XP_001958256.1|DANA
OG0007066	LOC120423111|XP_039442723.1|CPIP	LOC6493605|XP_001958091.1|DANA
OG0007067	LOC120423106|XP_039442719.1|CPIP	LOC6498635|XP_001963210.1|DANA
OG0007068	LOC120423117|XP_039442729.1|CPIP	LOC6496976|XP_001963014.1|DANA
OG0007069	LOC120421296|XP_039440421.1|CPIP	LOC6505589|XP_001964969.1|DANA
OG0007070	LOC120414564|XP_039431718.1|CPIP	LOC6502515|XP_001960522.1|DANA
OG0007071	LOC120414573|XP_039431744.1|CPIP	LOC6494386|XP_001960423.1|DANA
OG0007072	LOC120414570|XP_039431740.1|CPIP	LOC6502654|XP_001953285.1|DANA
OG0007073	LOC120419463|XP_039438081.1|CPIP	LOC6506732|XP_001965238.1|DANA
OG0007074	LOC120429788|XP_039450782.1|CPIP	LOC6495357|XP_001958653.1|DANA
OG0007075	LOC120432419|XP_039453553.1|CPIP	LOC6498120|XP_001962116.2|DANA
OG0007076	LOC120432435|XP_039453587.1|CPIP	LOC6496335|XP_001960719.1|DANA
OG0007077	LOC120432441|XP_039453593.1|CPIP	LOC6498631|XP_001963193.1|DANA
OG0007078	LOC120432456|XP_039453607.1|CPIP	LOC6498319|XP_001962530.1|DANA
OG0007079	LOC120432424|XP_039453561.1|CPIP	LOC6497221|XP_014761563.1|DANA
OG0007080	LOC120423398|XP_039443125.1|CPIP	LOC6505373|XP_032311099.1|DANA
OG0007081	LOC120423406|XP_039443141.1|CPIP	LOC6506309|XP_001965151.1|DANA
OG0007082	LOC120423400|XP_039443133.1|CPIP	LOC6497862|XP_001961588.1|DANA
OG0007083	LOC120423403|XP_039443135.1|CPIP	LOC6498485|XP_001962924.1|DANA
OG0007084	LOC120423395|XP_039443120.1|CPIP	LOC6503096|XP_001963418.1|DANA
OG0007085	LOC120412668|XP_039429164.1|CPIP	LOC6496836|XP_032311247.1|DANA
OG0007086	LOC120417289|XP_039435174.1|CPIP	LOC6498136|XP_001962152.1|DANA
OG0007087	LOC120426284|XP_039446967.1|CPIP	LOC6493674|XP_001958207.2|DANA
OG0007088	LOC120426283|XP_039446962.1|CPIP	LOC6497358|XP_001962253.2|DANA
OG0007089	LOC120432461|XP_039453617.1|CPIP	LOC6497643|XP_001961651.1|DANA
OG0007090	LOC120420532|XP_039439539.1|CPIP	LOC6498094|XP_032307684.1|DANA
OG0007091	LOC120420523|XP_039439526.1|CPIP	LOC6497398|XP_001962165.1|DANA
OG0007092	LOC120423972|XP_039443898.1|CPIP	LOC6500606|XP_014766642.1|DANA
OG0007093	LOC120423985|XP_039443916.1|CPIP	LOC6505446|XP_001964908.1|DANA
OG0007094	LOC120423988|XP_039443919.1|CPIP	LOC6505442|XP_001964907.1|DANA
OG0007095	LOC120423973|XP_039443899.1|CPIP	LOC6498647|XP_001963235.1|DANA
OG0007096	LOC120423974|XP_039443900.1|CPIP	LOC6498281|XP_014762044.1|DANA
OG0007097	LOC120418720|XP_039437127.1|CPIP	LOC6506797|XP_001965253.1|DANA
OG0007098	LOC120418702|XP_039437101.1|CPIP	LOC6503741|XP_032310930.1|DANA
OG0007099	LOC120412679|XP_039429188.1|CPIP	LOC6499721|XP_001954065.1|DANA
OG0007100	LOC120412671|XP_039429166.1|CPIP	LOC6497277|XP_001962405.1|DANA
OG0007101	LOC120417313|XP_039435210.1|CPIP	LOC6506984|XP_001965289.1|DANA
OG0007102	LOC120417287|XP_039435171.1|CPIP	LOC6497856|XP_001961579.2|DANA
OG0007103	LOC120419045|XP_039437545.1|CPIP	LOC6497496|XP_001961963.1|DANA
OG0007104	LOC120419037|XP_039437535.1|CPIP	LOC6496873|XP_001963232.1|DANA
OG0007105	LOC120419078|XP_039437597.1|CPIP	LOC6496930|XP_001963113.1|DANA
OG0007106	LOC120419059|XP_039437566.1|CPIP	LOC6497844|XP_032307786.1|DANA
OG0007107	LOC120419034|XP_039437528.1|CPIP	LOC6497418|XP_014761701.1|DANA
OG0007108	LOC120419065|XP_039437578.1|CPIP	LOC6506520|XP_001965193.1|DANA
OG0007109	LOC120419073|XP_039437591.1|CPIP	LOC6497465|XP_001962024.1|DANA
OG0007110	LOC120419063|XP_039437577.1|CPIP	LOC6497955|XP_001961791.1|DANA
OG0007111	LOC120419061|XP_039437568.1|CPIP	LOC6496848|XP_014761400.1|DANA
OG0007112	LOC120419048|XP_039437547.1|CPIP	LOC6503344|XP_001965377.1|DANA
OG0007113	LOC120429069|XP_039450148.1|CPIP	LOC6507960|XP_001955270.1|DANA
OG0007114	LOC120429070|XP_039450149.1|CPIP	LOC6498302|XP_001962497.1|DANA
OG0007115	LOC120429077|XP_039450166.1|CPIP	LOC6498463|XP_001962878.1|DANA
OG0007116	LOC120429843|XP_039450851.1|CPIP	LOC6504272|XP_001965092.2|DANA
OG0007117	LOC120429845|XP_039450854.1|CPIP	LOC6497983|XP_001961839.1|DANA
OG0007118	LOC120429842|XP_039450845.1|CPIP	LOC6497384|XP_001962193.1|DANA
OG0007119	LOC120426576|XP_039447295.1|CPIP	LOC6503781|XP_032308482.1|DANA
OG0007120	LOC120426580|XP_039447298.1|CPIP	LOC6503059|XP_032308879.1|DANA
OG0007121	LOC120426562|XP_039447268.1|CPIP	LOC6502197|XP_001966052.1|DANA
OG0007122	LOC120426571|XP_039447286.1|CPIP	LOC6502908|XP_032311797.1|DANA
OG0007123	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP	LOC6503191|XP_032311869.1|DANA
OG0007124	LOC120423206|XP_039442845.1|CPIP	LOC6507324|XP_001956244.1|DANA
OG0007125	LOC120423215|XP_039442855.1|CPIP	LOC6493821|XP_032310591.1|DANA
OG0007126	LOC120423213|XP_039442853.1|CPIP	LOC6493604|XP_001958088.1|DANA
OG0007127	LOC120423229|XP_039442871.1|CPIP	LOC6492927|XP_001956665.1|DANA
OG0007128	LOC120423228|XP_039442870.1|CPIP	LOC6493822|XP_001958505.1|DANA
OG0007129	LOC120423192|XP_039442825.1|CPIP	LOC6506123|XP_001958504.1|DANA
OG0007130	LOC120423195|XP_039442829.1|CPIP	LOC6507107|XP_001956659.1|DANA
OG0007131	LOC120423207|XP_039442846.1|CPIP	LOC6493806|XP_001958474.1|DANA
OG0007132	LOC120431829|XP_039452887.1|CPIP	LOC6493808|XP_001958478.1|DANA
OG0007137	LOC120414335|XP_039431410.1|CPIP	LOC6504725|XP_032309095.1|DANA
OG0007138	LOC120414366|XP_039431467.1|CPIP	LOC6502215|XP_001966014.1|DANA
OG0007139	LOC120414348|XP_039431437.1|CPIP	LOC6502987|XP_014761276.1|DANA
OG0007140	LOC120414350|XP_039431441.1|CPIP	LOC6504870|XP_001966488.1|DANA
OG0007141	LOC120414351|XP_039431442.1|CPIP	LOC6504622|XP_001966513.1|DANA
OG0007142	LOC120415253|XP_039432653.1|CPIP	LOC6506355|XP_001958041.1|DANA
OG0007143	LOC120416162|XP_039433777.1|CPIP	LOC6505519|XP_014760694.1|DANA
OG0007144	LOC120416161|XP_039433775.1|CPIP	LOC6501211|XP_032305511.1|DANA
OG0007145	LOC120416174|XP_039433792.1|CPIP	LOC116656594|XP_032312315.1|DANA
OG0007146	LOC120416176|XP_039433795.1|CPIP	LOC6499600|XP_001954322.1|DANA
OG0007147	LOC120416153|XP_039433765.1|CPIP	LOC6500660|XP_001953667.1|DANA
OG0007148	LOC120416167|XP_039433781.1|CPIP	LOC6503839|XP_032308505.1|DANA
OG0007149	LOC120423947|XP_039443866.1|CPIP	LOC6495954|XP_001959922.2|DANA
OG0007150	LOC120421435|XP_039440577.1|CPIP	LOC6493805|XP_001958473.1|DANA
OG0007152	LOC120428001|XP_039448903.1|CPIP	LOC6502923|XP_001963580.1|DANA
OG0007153	LOC120427997|XP_039448895.1|CPIP	LOC6502979|XP_001963479.1|DANA
OG0007154	LOC120427009|XP_039447763.1|CPIP	LOC6494292|XP_032306340.1|DANA
OG0007155	LOC120427011|XP_039447765.1|CPIP	LOC6495472|XP_001958921.1|DANA
OG0007156	LOC120427003|XP_039447754.1|CPIP	LOC6500767|XP_001953883.1|DANA
OG0007157	LOC120427017|XP_039447774.1|CPIP	LOC6499141|XP_001955220.2|DANA
OG0007158	LOC120427018|XP_039447775.1|CPIP	LOC6507016|XP_001956818.2|DANA
OG0007159	LOC120432356|XP_039453479.1|CPIP	LOC6503513|XP_032308757.1|DANA
OG0007160	LOC120423875|XP_039443761.1|CPIP	LOC6500934|XP_001954200.1|DANA
OG0007161	LOC120415334|XP_039432759.1|CPIP	LOC6504847|XP_001966442.1|DANA
OG0007162	LOC120415325|XP_039432748.1|CPIP	LOC6502920|XP_032311814.1|DANA
OG0007163	LOC120414373|XP_039431475.1|CPIP	LOC6505629|XP_001964573.1|DANA
OG0007164	LOC120415115|XP_039432470.1|CPIP	LOC6505899|XP_001964574.1|DANA
OG0007165	LOC120420459|XP_039439411.1|CPIP	LOC6503515|XP_032308758.1|DANA
OG0007166	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP	LOC6493038|XP_032309511.1|DANA
OG0007167	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP	LOC6504906|XP_001966568.1|DANA
OG0007168	LOC120418831|XP_039437287.1|CPIP	LOC6503130|XP_032308952.1|DANA
OG0007169	LOC120418849|XP_039437310.1|CPIP	LOC6504864|XP_001966476.1|DANA
OG0007170	LOC120418761|XP_039437173.1|CPIP	LOC6499610|XP_014766151.1|DANA
OG0007171	LOC120419179|XP_039437778.1|CPIP	LOC6504072|XP_001964119.1|DANA
OG0007172	LOC120418607|XP_039436987.1|CPIP	LOC6503951|XP_001963903.2|DANA
OG0007173	LOC120418597|XP_039436977.1|CPIP	LOC6503699|XP_001963901.1|DANA
OG0007174	LOC120419090|XP_039437616.1|CPIP	LOC6499490|XP_001954525.1|DANA
OG0007175	LOC120419198|XP_039437805.1|CPIP	LOC6507325|XP_001956243.2|DANA
OG0007176	LOC120425599|XP_039446114.1|CPIP	LOC6500343|XP_001953010.2|DANA
OG0007177	LOC120425605|XP_039446120.1|CPIP	LOC6500490|XP_001953335.1|DANA
OG0007178	LOC120425609|XP_039446125.1|CPIP	LOC6500965|XP_032312358.1|DANA
OG0007179	LOC120431565|XP_039452607.1|CPIP	LOC6500439|XP_001953216.1|DANA
OG0007180	LOC120431564|XP_039452606.1|CPIP	LOC6500038|XP_001953338.1|DANA
OG0007181	LOC120415093|XP_039432449.1|CPIP	LOC6504881|XP_001966523.1|DANA
OG0007182	LOC120415236|XP_039432637.1|CPIP	LOC6500397|XP_001953134.2|DANA
OG0007183	LOC120414134|XP_039431104.1|CPIP	LOC6500398|XP_032305893.1|DANA
OG0007184	LOC120413936|XP_039430870.1|CPIP	LOC6500396|XP_032308233.1|DANA
OG0007185	LOC120414322|XP_039431397.1|CPIP	LOC6503928|XP_001965222.1|DANA
OG0007186	LOC120413658|XP_039430511.1|CPIP	LOC6499322|XP_032306305.1|DANA
OG0007187	LOC120413660|XP_039430512.1|CPIP	LOC6499588|XP_032311645.1|DANA
OG0007188	LOC120413668|XP_039430528.1|CPIP	LOC6501452|XP_001955288.2|DANA
OG0007189	LOC120413663|XP_039430520.1|CPIP	LOC6501250|XP_001954850.1|DANA
OG0007190	LOC120413665|XP_039430521.1|CPIP	LOC6499421|XP_032309919.1|DANA
OG0007191	LOC120413679|XP_039430540.1|CPIP	LOC6506543|XP_001957685.1|DANA
OG0007192	LOC120426344|XP_039447040.1|CPIP	LOC6504478|XP_001966984.1|DANA
OG0007193	LOC120426333|XP_039447027.1|CPIP	LOC6504434|XP_001966985.1|DANA
OG0007194	LOC120426836|XP_039447559.1|CPIP	LOC6504020|XP_001964018.1|DANA
OG0007195	LOC120421213|XP_039440349.1|CPIP	LOC6501679|XP_001955747.1|DANA
OG0007196	LOC120417650|XP_039435702.1|CPIP	LOC6499079|XP_032310759.1|DANA
OG0007197	LOC120426336|XP_039447030.1|CPIP	LOC6507821|XP_001956414.1|DANA
OG0007198	LOC120425226|XP_039445592.1|CPIP	LOC6500395|XP_014766529.1|DANA
OG0007199	LOC120425211|XP_039445576.1|CPIP	LOC6505798|XP_001964395.1|DANA
OG0007200	LOC120425220|XP_039445585.1|CPIP	LOC6499411|XP_001954694.1|DANA
OG0007201	LOC120425918|XP_039446472.1|CPIP	LOC6507610|XP_001955997.1|DANA
OG0007202	LOC120425919|XP_039446473.1|CPIP	LOC6493396|XP_032309668.1|DANA
OG0007203	LOC120429899|XP_039450927.1|CPIP	LOC6506549|XP_001957668.1|DANA
OG0007204	LOC120431965|XP_039453037.1|CPIP	LOC6493263|XP_001957378.1|DANA
OG0007205	LOC120429898|XP_039450926.1|CPIP	LOC6493083|XP_001957010.1|DANA
OG0007206	LOC120429896|XP_039450925.1|CPIP	LOC6499423|XP_014766059.1|DANA
OG0007207	LOC120420481|XP_039439455.1|CPIP	LOC6500216|XP_001953007.1|DANA
OG0007208	LOC120420482|XP_039439456.1|CPIP	LOC6501251|XP_001954852.1|DANA
OG0007209	LOC120420480|XP_039439454.1|CPIP	LOC6499331|XP_001954853.1|DANA
OG0007210	LOC120420479|XP_039439453.1|CPIP	LOC6500394|XP_001953129.1|DANA
OG0007211	LOC120420460|XP_039439416.1|CPIP	LOC6501162|XP_001954670.1|DANA
OG0007212	LOC120420461|XP_039439418.1|CPIP	LOC6501587|XP_001955529.1|DANA
OG0007213	LOC120416972|XP_039434827.1|CPIP	LOC26514164|XP_032307162.1|DANA
OG0007214	LOC120416956|XP_039434794.1|CPIP	LOC6507194|XP_032309614.1|DANA
OG0007215	LOC120416962|XP_039434814.1|CPIP	LOC6499658|XP_014766174.1|DANA
OG0007216	LOC120416969|XP_039434821.1|CPIP	LOC6505568|XP_001964683.2|DANA
OG0007217	LOC120416977|XP_039434835.1|CPIP	LOC26513868|XP_014763947.1|DANA
OG0007218	LOC120418173|XP_039436407.1|CPIP	LOC6505890|XP_001964561.3|DANA
OG0007219	LOC120418165|XP_039436396.1|CPIP	LOC6499952|XP_001953568.1|DANA
OG0007220	LOC120426771|XP_039447478.1|CPIP	LOC6505660|XP_001964510.1|DANA
OG0007221	LOC120426765|XP_039447474.1|CPIP	LOC6500999|XP_001954326.2|DANA
OG0007222	LOC120414071|XP_039431028.1|CPIP	LOC6499493|XP_001954514.2|DANA
OG0007223	LOC120414438|XP_039431560.1|CPIP	LOC6505896|XP_001964568.1|DANA
OG0007224	LOC120414429|XP_039431550.1|CPIP	LOC6501248|XP_001954845.2|DANA
OG0007225	LOC120414336|XP_039431424.1|CPIP	LOC6494589|XP_001965938.1|DANA
OG0007226	LOC120414332|XP_039431409.1|CPIP	LOC6499124|XP_001955252.1|DANA
OG0007227	LOC120414863|XP_039432118.1|CPIP	LOC6493316|XP_001957511.1|DANA
OG0007228	LOC120415386|XP_039432847.1|CPIP	LOC6507369|XP_032309611.1|DANA
OG0007229	LOC120423950|XP_039443871.1|CPIP	LOC6500485|XP_001953323.3|DANA
OG0007230	LOC120419108|XP_039437636.1|CPIP	LOC6501023|XP_001954394.2|DANA
OG0007231	LOC120419093|XP_039437614.1|CPIP	LOC6500523|XP_001953388.1|DANA
OG0007232	LOC120419118|XP_039437647.1|CPIP	LOC6507342|XP_014765170.2|DANA
OG0007233	LOC120419095|XP_039437621.1|CPIP	LOC6502810|XP_001956209.1|DANA
OG0007234	LOC120419112|XP_039437642.1|CPIP	LOC6507722|XP_001956215.1|DANA
OG0007235	LOC120419100|XP_039437625.1|CPIP	LOC6507719|XP_001956212.2|DANA
OG0007236	LOC120432169|XP_039453239.1|CPIP	LOC6500592|XP_001953532.1|DANA
OG0007237	LOC120432171|XP_039453242.1|CPIP	LOC6501436|XP_032309997.1|DANA
OG0007238	LOC120420315|XP_039439241.1|CPIP	LOC6505479|XP_001966245.2|DANA
OG0007239	LOC120432384|XP_039453511.1|CPIP	LOC6501673|XP_032312191.1|DANA
OG0007240	LOC120432404|XP_039453541.1|CPIP	LOC6505723|XP_001964388.1|DANA
OG0007241	LOC120423976|XP_039443905.1|CPIP	LOC6504098|XP_032308770.1|DANA
OG0007242	LOC120423534|XP_039443318.1|CPIP	LOC6503552|XP_032308753.1|DANA
OG0007243	LOC120423524|XP_039443308.1|CPIP	LOC6503651|XP_014761004.1|DANA
OG0007244	LOC120423571|XP_039443366.1|CPIP	LOC6501310|XP_001954969.1|DANA
OG0007245	LOC120414982|XP_039432266.1|CPIP	LOC6505565|XP_001964691.2|DANA
OG0007246	LOC120414558|XP_039431713.1|CPIP	LOC6500744|XP_001953830.1|DANA
OG0007247	LOC120413751|XP_039430620.1|CPIP	LOC6495741|XP_032307081.1|DANA
OG0007248	LOC120414404|XP_039431521.1|CPIP	LOC6504669|XP_001966440.1|DANA
OG0007249	LOC120414967|XP_039432236.1|CPIP	LOC6502935|XP_032311872.1|DANA
OG0007250	LOC120414095|XP_039431060.1|CPIP	LOC6502310|XP_001966215.1|DANA
OG0007251	LOC120414949|XP_039432217.1|CPIP	LOC6500961|XP_001954251.1|DANA
OG0007252	LOC120415165|XP_039432542.1|CPIP	LOC6499933|XP_001953603.3|DANA
OG0007253	LOC120414623|XP_039431793.1|CPIP	LOC6493527|XP_001957936.1|DANA
OG0007254	LOC120419230|XP_039437820.1|CPIP	LOC6501284|XP_001954919.1|DANA
OG0007255	LOC120419244|XP_039437831.1|CPIP	LOC6498744|XP_001967287.1|DANA
OG0007256	LOC120419241|XP_039437829.1|CPIP	LOC6500039|XP_001953336.1|DANA
OG0007257	LOC120419236|XP_039437827.1|CPIP	LOC6499323|XP_001954868.1|DANA
OG0007258	LOC120431627|XP_039452671.1|CPIP	LOC6501259|XP_032306225.1|DANA
OG0007259	LOC120427912|XP_039448786.1|CPIP	LOC6504795|XP_001966359.1|DANA
OG0007260	LOC120427918|XP_039448790.1|CPIP	LOC6507438|XP_001956021.1|DANA
OG0007261	LOC120427920|XP_039448793.1|CPIP	LOC6494644|XP_001959949.1|DANA
OG0007262	LOC120417051|XP_039434938.1|CPIP	LOC6504656|XP_001966463.1|DANA
OG0007263	LOC120417049|XP_039434936.1|CPIP	LOC6506769|XP_001957273.2|DANA
OG0007264	LOC120417045|XP_039434927.1|CPIP	LOC6493841|XP_001958539.1|DANA
OG0007265	LOC120423847|XP_039443731.1|CPIP	LOC6504570|XP_001966612.1|DANA
OG0007266	LOC120419104|XP_039437630.1|CPIP	LOC6499477|XP_032305875.1|DANA
OG0007267	LOC120417148|XP_039435067.1|CPIP	LOC6499300|XP_001954915.1|DANA
OG0007268	LOC120417156|XP_039435073.1|CPIP	LOC6495502|XP_001958988.1|DANA
OG0007269	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP	LOC6504808|XP_001966379.1|DANA
OG0007270	LOC120415953|XP_039433529.1|CPIP	LOC6505823|XP_001964436.1|DANA
OG0007271	LOC120415899|XP_039433475.1|CPIP	LOC6501312|XP_001954971.1|DANA
OG0007272	LOC120415902|XP_039433477.1|CPIP	LOC6493317|XP_001957512.1|DANA
OG0007273	LOC120415921|XP_039433500.1|CPIP	LOC6501035|XP_001954427.1|DANA
OG0007274	LOC120415927|XP_039433507.1|CPIP	LOC6499930|XP_001953611.2|DANA
OG0007275	LOC120415912|XP_039433493.1|CPIP	LOC6506857|XP_014764924.1|DANA
OG0007276	LOC120415911|XP_039433490.1|CPIP	LOC6506856|XP_001957111.1|DANA
OG0007277	LOC120415908|XP_039433487.1|CPIP	LOC6493569|XP_001958016.1|DANA
OG0007278	LOC120415898|XP_039433474.1|CPIP	LOC6507001|XP_001956851.1|DANA
OG0007279	LOC120415897|XP_039433472.1|CPIP	LOC6507314|XP_032309775.1|DANA
OG0007280	LOC120415895|XP_039433471.1|CPIP	LOC6493061|XP_001956970.3|DANA
OG0007281	LOC120420939|XP_039440006.1|CPIP	LOC26513736|XP_014767204.1|DANA
OG0007282	LOC120420938|XP_039440005.1|CPIP	LOC6500478|XP_001953303.1|DANA
OG0007283	LOC120420935|XP_039440003.1|CPIP	LOC6501280|XP_001954909.1|DANA
OG0007284	LOC120429833|XP_039450831.1|CPIP	LOC6499707|XP_001954092.1|DANA
OG0007285	LOC120429832|XP_039450830.1|CPIP	LOC6502910|XP_001963608.3|DANA
OG0007286	LOC120429827|XP_039450822.1|CPIP	LOC6503187|XP_001963607.1|DANA
OG0007287	LOC120429835|XP_039450833.1|CPIP	LOC6506143|XP_001958464.1|DANA
OG0007288	LOC120429830|XP_039450823.1|CPIP	LOC6502113|XP_014759939.1|DANA
OG0007289	LOC120417508|XP_039435520.1|CPIP	LOC6503012|XP_001963415.1|DANA
OG0007290	LOC120417542|XP_039435558.1|CPIP	LOC6505716|XP_001964399.3|DANA
OG0007291	LOC120425868|XP_039446424.1|CPIP	LOC6504021|XP_001964021.1|DANA
OG0007292	LOC120425869|XP_039446425.1|CPIP	LOC6502715|XP_001963636.1|DANA
OG0007293	LOC120417343|XP_039435279.1|CPIP	LOC6501718|XP_001955841.1|DANA
OG0007295	LOC120418767|XP_039437178.1|CPIP	LOC6501308|XP_001954965.1|DANA
OG0007296	LOC120413782|XP_039430660.1|CPIP	LOC6499067|XP_032310843.1|DANA
OG0007297	LOC120413805|XP_039430696.1|CPIP	LOC6500604|XP_001953546.1|DANA
OG0007298	LOC120413809|XP_039430698.1|CPIP	LOC6500492|XP_001953339.3|DANA
OG0007299	LOC120413744|XP_039430603.1|CPIP	LOC6500060|XP_001953300.1|DANA
OG0007300	LOC120413803|XP_039430694.1|CPIP	LOC6499324|XP_001954866.1|DANA
OG0007301	LOC120413763|XP_039430631.1|CPIP	LOC6501426|XP_014767037.1|DANA
OG0007302	LOC120422478|XP_039441869.1|CPIP	LOC6500499|XP_032305796.1|DANA
OG0007303	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP	LOC6504438|XP_001966979.1|DANA
OG0007304	LOC120422603|XP_039442028.1|CPIP	LOC6497701|XP_001961535.1|DANA
OG0007305	LOC120414831|XP_039432092.1|CPIP	LOC6507212|XP_001956458.1|DANA
OG0007306	LOC120414830|XP_039432091.1|CPIP	LOC6493697|XP_001958257.1|DANA
OG0007307	LOC120414803|XP_039432053.1|CPIP	LOC6498952|XP_001955616.2|DANA
OG0007308	LOC120414847|XP_039432106.1|CPIP	LOC6501479|XP_001955332.1|DANA
OG0007309	LOC120414838|XP_039432098.1|CPIP	LOC6503427|XP_001967460.1|DANA
OG0007310	LOC120414794|XP_039432039.1|CPIP	LOC6503429|XP_014759146.1|DANA
OG0007311	LOC120414843|XP_039432100.1|CPIP	LOC6503431|XP_032312304.1|DANA
OG0007312	LOC120414810|XP_039432065.1|CPIP	LOC6492914|XP_001960895.3|DANA
OG0007313	LOC120413927|XP_039430850.1|CPIP	LOC6503670|XP_001963960.1|DANA
OG0007314	LOC120413979|XP_039430921.1|CPIP	LOC6504144|XP_032308779.1|DANA
OG0007315	LOC120413919|XP_039430827.1|CPIP	LOC6503181|XP_032311882.1|DANA
OG0007316	LOC120413908|XP_039430818.1|CPIP	LOC6500405|XP_001953147.1|DANA
OG0007317	LOC120413968|XP_039430909.1|CPIP	LOC6501417|XP_001955210.1|DANA
OG0007318	LOC120413955|XP_039430893.1|CPIP	LOC6499147|XP_014765931.1|DANA
OG0007319	LOC120413046|XP_039429672.1|CPIP	LOC6507611|XP_001955998.1|DANA
OG0007320	LOC120413055|XP_039429693.1|CPIP	LOC6500315|XP_001952954.1|DANA
OG0007321	LOC120413070|XP_039429707.1|CPIP	LOC6504636|XP_032309302.1|DANA
OG0007322	LOC120413053|XP_039429684.1|CPIP	LOC6504709|XP_001966353.1|DANA
OG0007323	LOC120413074|XP_039429710.1|CPIP	LOC6504770|XP_032309119.1|DANA
OG0007324	LOC120412961|XP_039429539.1|CPIP	LOC6503392|XP_001967516.1|DANA
OG0007325	LOC120412988|XP_039429572.1|CPIP	LOC6501632|XP_001955642.1|DANA
OG0007326	LOC120412942|XP_039429513.1|CPIP	LOC6503455|XP_032312331.1|DANA
OG0007327	LOC120412984|XP_039429567.1|CPIP	LOC6506901|XP_001957032.1|DANA
OG0007328	LOC120412949|XP_039429523.1|CPIP	LOC6499497|XP_001954504.2|DANA
OG0007329	LOC120413007|XP_039429590.1|CPIP	LOC6500212|XP_001953021.3|DANA
OG0007331	LOC120414381|XP_039431485.1|CPIP	LOC6504608|XP_001966535.2|DANA
OG0007332	LOC120414375|XP_039431477.1|CPIP	LOC6503614|XP_032308422.1|DANA
OG0007333	LOC120417908|XP_039436071.1|CPIP	LOC6499311|XP_001954891.1|DANA
OG0007334	LOC120417903|XP_039436067.1|CPIP	LOC6503300|XP_001967570.1|DANA
OG0007335	LOC120419331|XP_039437934.1|CPIP	LOC6506383|XP_001957980.2|DANA
OG0007336	LOC120419355|XP_039437959.1|CPIP	LOC6504065|XP_001964109.1|DANA
OG0007337	LOC120419363|XP_039437966.1|CPIP	LOC6493045|XP_032309663.1|DANA
OG0007338	LOC120414013|XP_039430963.1|CPIP	LOC6493402|XP_001957675.1|DANA
OG0007339	LOC120414011|XP_039430960.1|CPIP	LOC6500061|XP_001953299.2|DANA
OG0007340	LOC120413993|XP_039430936.1|CPIP	LOC6499541|XP_032305668.1|DANA
OG0007341	LOC120413989|XP_039430930.1|CPIP	LOC6500041|XP_001953332.2|DANA
OG0007342	LOC120414006|XP_039430953.1|CPIP	LOC6501500|XP_001955378.1|DANA
OG0007343	LOC120425925|XP_039446479.1|CPIP	LOC6503444|XP_001967495.1|DANA
OG0007344	LOC120425924|XP_039446478.1|CPIP	LOC6497991|XP_001961851.1|DANA
OG0007345	LOC120425927|XP_039446481.1|CPIP	LOC6503403|XP_032312317.1|DANA
OG0007346	LOC120425931|XP_039446486.1|CPIP	LOC6507691|XP_001956156.1|DANA
