Orthogroup	CPIP.longest_only	AEAL.longest_only
OG0009235	ND5|YP_004221855.1|CPIP	ND5|YP_194918.1|AEAL
OG0009240	LOC120427627|XP_039448445.1|CPIP	LOC115261302|XP_029718560.1|AEAL, LOC109433435|XP_019565408.2|AEAL
OG0009555	LOC120428372|XP_039449307.1|CPIP	LOC109432380|XP_019564284.2|AEAL
OG0009555	LOC120426605|XP_039447332.1|CPIP, LOC120426604|XP_039447330.1|CPIP	LOC115269528|XP_029734175.1|AEAL
OG0009555	LOC120419976|XP_039438789.1|CPIP	LOC109428384|XP_019559652.2|AEAL, LOC109428385|XP_019559654.2|AEAL
OG0009556	LOC120430284|XP_039451310.1|CPIP	LOC115260518|XP_029717293.1|AEAL, LOC109422762|XP_029717304.1|AEAL, LOC115260520|XP_029717295.1|AEAL
OG0009557	LOC120427449|XP_039448251.1|CPIP	LOC109412133|XP_029718075.1|AEAL
OG0009558	LOC120428116|XP_039449034.1|CPIP, LOC120428115|XP_039449032.1|CPIP, LOC120428113|XP_039449030.1|CPIP, LOC120428114|XP_039449031.1|CPIP, LOC120413064|XP_039429702.1|CPIP, LOC120427867|XP_039448731.1|CPIP	LOC109418777|XP_019548555.2|AEAL, LOC115260477|XP_029717279.1|AEAL, LOC109622077|XP_029733354.1|AEAL, LOC109413937|XP_029713787.1|AEAL, LOC115253519|XP_019543215.2|AEAL
OG0009558	LOC120420289|XP_039439225.1|CPIP	LOC109407301|XP_029714515.1|AEAL
OG0009559	LOC120412747|XP_039429273.1|CPIP	LOC109432669|XP_019564584.2|AEAL, LOC115268226|XP_029732142.1|AEAL
OG0009559	LOC120423900|XP_039443815.1|CPIP	LOC109421525|XP_019551582.2|AEAL, LOC109421483|XP_019551523.2|AEAL
OG0009559	LOC120429203|XP_039450346.1|CPIP	LOC109426052|XP_019557039.2|AEAL
OG0009559	LOC120416541|XP_039434198.1|CPIP	LOC109425889|XP_019556813.2|AEAL, LOC109425974|XP_019556937.2|AEAL, LOC109425973|XP_019556936.2|AEAL, LOC115268086|XP_029731964.1|AEAL
OG0009561	LOC120414971|XP_039432238.1|CPIP	LOC109410595|XP_019539663.2|AEAL
OG0009561	LOC120429612|XP_039450576.1|CPIP	LOC109410552|XP_019539628.2|AEAL
OG0009561	LOC120414958|XP_039432225.1|CPIP	LOC109414404|XP_019543755.2|AEAL, LOC115268305|XP_029732197.1|AEAL, LOC109410590|XP_019539659.2|AEAL
OG0009561	LOC120414970|XP_039432235.1|CPIP	LOC109410591|XP_019539660.2|AEAL, LOC109414406|XP_019543757.2|AEAL, LOC115268149|XP_029732043.1|AEAL
OG0009566	LOC120430802|XP_039451856.1|CPIP, LOC120432075|XP_039453139.1|CPIP, LOC120429209|XP_039450361.1|CPIP, LOC120414751|XP_039432001.1|CPIP, LOC120431472|XP_039452520.1|CPIP	LOC115269629|XP_029734318.1|AEAL, LOC115264297|XP_029723829.1|AEAL, LOC115263798|XP_029723038.1|AEAL, LOC115260993|XP_029718225.1|AEAL
OG0009920	LOC120418737|XP_039437146.1|CPIP	LOC115263789|XP_029723030.1|AEAL
OG0009920	LOC120424621|XP_039444719.1|CPIP, LOC120426038|XP_039446651.1|CPIP	LOC115257651|XP_029713350.1|AEAL
OG0009921	LOC120425911|XP_039446465.1|CPIP	LOC109409260|XP_019538223.1|AEAL
OG0009921	LOC120413822|XP_039430711.1|CPIP	LOC109415311|XP_019544740.2|AEAL
OG0009921	LOC120428394|XP_039449335.1|CPIP	LOC109431903|XP_029721831.1|AEAL, LOC109409734|XP_029726065.1|AEAL, LOC115253892|XP_029726099.1|AEAL
OG0009924	LOC120417491|XP_039435500.1|CPIP	LOC109423824|XP_019554411.2|AEAL, LOC115267537|XP_029730480.1|AEAL, LOC109430636|XP_019562274.2|AEAL
OG0009924	LOC120425276|XP_039445661.1|CPIP	LOC109418725|XP_019548503.2|AEAL
OG0009926	LOC120423431|XP_039443170.1|CPIP	LOC109398825|XP_029714400.1|AEAL, LOC109429236|XP_029718712.1|AEAL
OG0009929	LOC120431526|XP_039452558.1|CPIP	LOC109406816|XP_019535360.1|AEAL
OG0009934	LOC120429602|XP_039450568.1|CPIP	LOC115253878|XP_029735032.1|AEAL
OG0009936	LOC120417724|XP_039435809.1|CPIP, LOC120417733|XP_039435825.1|CPIP	LOC109409196|XP_029727648.1|AEAL
OG0009936	LOC120419335|XP_039437943.1|CPIP, LOC120421745|XP_039440952.1|CPIP, LOC120417660|XP_039435716.1|CPIP, LOC120430475|XP_039451506.1|CPIP, LOC120424334|XP_039444359.1|CPIP, LOC120423335|XP_039443039.1|CPIP, LOC120417663|XP_039435719.1|CPIP, LOC120417674|XP_039435737.1|CPIP, LOC120417669|XP_039435733.1|CPIP, LOC120417641|XP_039435687.1|CPIP, LOC120417645|XP_039435697.1|CPIP	LOC109421476|XP_029725337.1|AEAL, LOC109421484|XP_019551524.2|AEAL
OG0010262	LOC120416621|XP_039434356.1|CPIP, LOC120418079|XP_039436273.1|CPIP, LOC120418069|XP_039436264.1|CPIP, LOC120432209|XP_039453302.1|CPIP	LOC109421769|XP_019551849.2|AEAL, LOC115264322|XP_029723859.1|AEAL, LOC115267703|XP_029730714.1|AEAL, LOC109401951|XP_019530124.2|AEAL
OG0010263	LOC120420166|XP_039439066.1|CPIP	LOC109427542|XP_029733908.1|AEAL, LOC115256484|XP_029711001.1|AEAL, LOC115256406|XP_029710747.1|AEAL
OG0010263	LOC120419702|XP_039438423.1|CPIP	LOC115256596|XP_029711262.1|AEAL
OG0010263	LOC120419703|XP_039438424.1|CPIP	LOC109406599|XP_019535237.2|AEAL
OG0010263	LOC120419704|XP_039438425.1|CPIP	LOC109402647|XP_019530897.2|AEAL, LOC109406600|XP_029711185.1|AEAL
OG0010264	LOC120413094|XP_039429735.1|CPIP, LOC120423224|XP_039442866.1|CPIP, LOC120431770|XP_039452822.1|CPIP, LOC120429977|XP_039451004.1|CPIP	LOC115261570|XP_029719326.1|AEAL, LOC115269778|XP_029734451.1|AEAL, LOC115268838|XP_029732873.1|AEAL, LOC115261834|XP_029719605.1|AEAL
OG0010265	LOC120413829|XP_039430718.1|CPIP, LOC120413827|XP_039430715.1|CPIP, LOC120413828|XP_039430716.1|CPIP, LOC120420462|XP_039439419.1|CPIP	LOC109407355|XP_019535905.2|AEAL, LOC115254905|XP_029708443.1|AEAL, LOC115255247|XP_029709054.1|AEAL, LOC109417774|XP_019547466.2|AEAL
OG0010265	LOC120413826|XP_039430714.1|CPIP, LOC120413832|XP_039430721.1|CPIP	LOC115262006|XP_029719813.1|AEAL, LOC109429650|XP_019561198.2|AEAL, LOC109622654|XP_029719834.1|AEAL, LOC109622664|XP_019932630.2|AEAL, LOC115262005|XP_029719812.1|AEAL
OG0010266	LOC120413012|XP_039429598.1|CPIP	LOC109422704|XP_019553111.2|AEAL
OG0010266	LOC120413716|XP_039430577.1|CPIP, LOC120413725|XP_039430588.1|CPIP	LOC109424438|XP_029708151.1|AEAL, LOC115254679|XP_029708171.1|AEAL, LOC109424439|XP_029708153.1|AEAL, LOC115254680|XP_029708172.1|AEAL, LOC115264846|XP_029724738.1|AEAL, LOC109422705|XP_029727889.1|AEAL
OG0010269	LOC120432465|XP_039453629.1|CPIP	LOC109409158|XP_019538122.1|AEAL, LOC109425604|XP_019556398.2|AEAL, LOC115261182|XP_029718393.1|AEAL, LOC115265579|XP_029727100.1|AEAL, LOC109422228|XP_019552401.2|AEAL, LOC115264968|XP_029725019.1|AEAL, LOC109432207|XP_019564076.2|AEAL, LOC109426615|XP_029709467.1|AEAL, LOC115268567|XP_029732532.1|AEAL, LOC109417028|XP_019546699.2|AEAL, LOC109419885|XP_019549718.2|AEAL, LOC109399633|XP_019527676.2|AEAL, LOC115268704|XP_029732661.1|AEAL, LOC109421060|XP_019551095.2|AEAL, LOC109397009|XP_029708262.1|AEAL, LOC115255764|XP_029709745.1|AEAL
OG0010270	LOC120421748|XP_039440955.1|CPIP, LOC120417612|XP_039435660.1|CPIP, LOC120417415|XP_039435392.1|CPIP	LOC115259497|XP_029715971.1|AEAL, LOC115265608|XP_029727250.1|AEAL, LOC115253641|XP_029715198.1|AEAL
OG0010270	LOC120428543|XP_039449509.1|CPIP	LOC109424854|XP_029713892.1|AEAL, LOC109412109|XP_019541294.2|AEAL, LOC109426542|XP_019557631.2|AEAL, LOC109398172|XP_029711415.1|AEAL, LOC115268163|XP_029732071.1|AEAL
OG0010270	LOC120427307|XP_039448093.1|CPIP, LOC120427568|XP_039448376.1|CPIP, LOC120415001|XP_039432292.1|CPIP	LOC115269115|XP_029733387.1|AEAL, LOC109403417|XP_019531789.2|AEAL, LOC109406993|XP_029713911.1|AEAL
OG0010271	LOC120427706|XP_039448538.1|CPIP, LOC120431655|XP_039452695.1|CPIP	LOC115254410|XP_029707759.1|AEAL
OG0010606	LOC120428734|XP_039449744.1|CPIP	LOC109430310|XP_029722941.1|AEAL, LOC109430352|XP_019561955.2|AEAL, LOC109412453|XP_019541635.2|AEAL
OG0010606	LOC120428733|XP_039449743.1|CPIP	LOC109430355|XP_019561958.1|AEAL, LOC109412449|XP_019541632.1|AEAL
OG0010607	LOC120426943|XP_039447699.1|CPIP	LOC109398234|XP_029709527.1|AEAL, LOC109398239|XP_019526108.2|AEAL, LOC109419750|XP_029709526.1|AEAL, LOC109398238|XP_019526107.2|AEAL, LOC109419743|XP_029709525.1|AEAL
OG0010607	LOC120418507|XP_039436878.1|CPIP, LOC120418494|XP_039436865.1|CPIP	LOC109413873|XP_019543143.2|AEAL, LOC109408076|XP_019536843.2|AEAL
OG0010608	LOC120412699|XP_039429213.1|CPIP	LOC109429916|XP_029720088.1|AEAL, LOC115266504|XP_029728611.1|AEAL
OG0010609	LOC120421971|XP_039441215.1|CPIP	LOC109418960|XP_019548730.2|AEAL, LOC109399682|XP_019527735.2|AEAL, LOC109429819|XP_019561347.2|AEAL, LOC109398291|XP_019526171.2|AEAL
OG0010609	LOC120428657|XP_039449637.1|CPIP	LOC109418979|XP_019548753.2|AEAL
OG0010610	ND6|YP_004221858.1|CPIP	ND6|YP_194921.1|AEAL
OG0010811	LOC120415351|XP_039432777.1|CPIP, LOC120417730|XP_039435819.1|CPIP, LOC120417728|XP_039435816.1|CPIP, LOC120415360|XP_039432789.1|CPIP	LOC109428602|XP_019559943.2|AEAL, LOC109416930|XP_019546592.2|AEAL, LOC109428593|XP_019559936.2|AEAL, LOC109416979|XP_019546644.2|AEAL, LOC109428565|XP_019559884.2|AEAL, LOC115256766|XP_029711575.1|AEAL, LOC109428616|XP_029717221.1|AEAL, LOC115257329|XP_029712650.1|AEAL, LOC115256439|XP_029710879.1|AEAL, LOC115257327|XP_029712642.1|AEAL, LOC109416950|XP_019546612.2|AEAL, LOC109416959|XP_019546625.2|AEAL, LOC109428600|XP_019559942.2|AEAL, LOC109416990|XP_019546653.2|AEAL, LOC109428566|XP_019559885.2|AEAL
OG0010812	LOC120416780|XP_039434581.1|CPIP	LOC109407545|XP_029709417.1|AEAL, LOC115255432|XP_029709425.1|AEAL, LOC115255054|XP_029708671.1|AEAL, LOC109420506|XP_019550413.2|AEAL
OG0010812	LOC120431048|XP_039452137.1|CPIP	LOC109403148|XP_029731535.1|AEAL
OG0010812	LOC120416797|XP_039434607.1|CPIP, LOC120416788|XP_039434589.1|CPIP	LOC115255281|XP_029709109.1|AEAL, LOC109417764|XP_029709080.1|AEAL
OG0010814	LOC120412849|XP_039429406.1|CPIP	LOC109427832|XP_019558964.2|AEAL
OG0010814	LOC120420503|XP_039439490.1|CPIP	LOC109407023|XP_019535588.2|AEAL
OG0010939	LOC120425485|XP_039445963.1|CPIP, LOC120427382|XP_039448169.1|CPIP	LOC115270897|XP_029736092.1|AEAL, LOC115259286|XP_029715675.1|AEAL, LOC109399441|XP_019527428.2|AEAL
OG0010939	LOC120426998|XP_039447749.1|CPIP	LOC115261851|XP_029719628.1|AEAL, LOC109417639|XP_029708478.1|AEAL, LOC115258147|XP_029714062.1|AEAL, LOC109428021|XP_029728471.1|AEAL, LOC115267024|XP_029729658.1|AEAL, LOC115265143|XP_029725252.1|AEAL, LOC115267725|XP_029730777.1|AEAL, LOC109429967|XP_019561511.2|AEAL
OG0010940	LOC120430688|XP_039451723.1|CPIP, LOC120430695|XP_039451738.1|CPIP, LOC120430357|XP_039451392.1|CPIP	LOC109402465|XP_019530698.2|AEAL
OG0010940	LOC120430685|XP_039451716.1|CPIP, LOC120430354|XP_039451388.1|CPIP, LOC120430687|XP_039451722.1|CPIP	LOC115264292|XP_029723822.1|AEAL, LOC109402462|XP_029723280.1|AEAL, LOC115264289|XP_029723819.1|AEAL, LOC115264095|XP_029723279.1|AEAL, LOC109423550|XP_029723265.1|AEAL, LOC109423582|XP_029723277.1|AEAL, LOC109402387|XP_029723267.1|AEAL, LOC115264085|XP_029723263.1|AEAL, LOC109402467|XP_019530699.1|AEAL, LOC109423579|XP_029730247.1|AEAL, LOC109402468|XP_029723264.1|AEAL
OG0010941	LOC120424194|XP_039444187.1|CPIP	LOC115266071|XP_029727813.1|AEAL, LOC115269442|XP_029734069.1|AEAL, LOC109415466|XP_029712131.1|AEAL, LOC115257667|XP_029713366.1|AEAL, LOC109621257|XP_029721215.1|AEAL, LOC115257393|XP_029712811.1|AEAL, LOC109431111|XP_029729694.1|AEAL, LOC115256200|XP_029710326.1|AEAL, LOC115268801|XP_029732829.1|AEAL, LOC109423289|XP_029735388.1|AEAL, LOC115268153|XP_029732049.1|AEAL, LOC109416446|XP_029730877.1|AEAL, LOC115262123|XP_029720037.1|AEAL, LOC115261199|XP_029718405.1|AEAL, LOC115267724|XP_029730775.1|AEAL, LOC115254520|XP_029707935.1|AEAL, LOC115256636|XP_029711330.1|AEAL, LOC115269533|XP_029734180.1|AEAL
OG0010942	LOC120431373|XP_039452438.1|CPIP	LOC109411155|XP_029728872.1|AEAL, LOC109408218|XP_019537012.2|AEAL
OG0010943	LOC120421708|XP_039440888.1|CPIP	LOC109404539|XP_019532984.2|AEAL
OG0010943	LOC120421709|XP_039440889.1|CPIP	LOC109398634|XP_019526563.2|AEAL, LOC109398663|XP_019526593.2|AEAL, LOC109404493|XP_019532932.2|AEAL
OG0010944	LOC120421168|XP_039440296.1|CPIP, LOC120421151|XP_039440275.1|CPIP, LOC120421164|XP_039440291.1|CPIP, LOC120421147|XP_039440271.1|CPIP, LOC120421165|XP_039440292.1|CPIP, LOC120421163|XP_039440290.1|CPIP, LOC120421166|XP_039440294.1|CPIP, LOC120421167|XP_039440295.1|CPIP	LOC109432502|XP_019564379.1|AEAL, LOC109432519|XP_019564394.1|AEAL, LOC109432520|XP_019564395.2|AEAL, LOC109432501|XP_019564378.2|AEAL, LOC109432523|XP_019564397.2|AEAL
OG0010945	LOC120416150|XP_039433762.1|CPIP	LOC109421677|XP_019551750.2|AEAL
OG0010945	LOC120416191|XP_039433810.1|CPIP, LOC120416148|XP_039433759.1|CPIP, LOC120416138|XP_039433747.1|CPIP	LOC109426721|XP_029708064.1|AEAL
OG0010945	LOC120416149|XP_039433760.1|CPIP, LOC120416196|XP_039433815.1|CPIP	LOC109421707|XP_029708063.1|AEAL
OG0010946	LOC120429953|XP_039450980.1|CPIP, LOC120427425|XP_039448218.1|CPIP	LOC115261348|XP_029718682.1|AEAL
OG0010947	LOC120420845|XP_039439896.1|CPIP, LOC120420844|XP_039439895.1|CPIP	LOC109411828|XP_019540986.2|AEAL, LOC109402891|XP_019531166.2|AEAL, LOC115254136|XP_029724556.1|AEAL, LOC109411827|XP_019540985.1|AEAL, LOC109411824|XP_029724554.1|AEAL, LOC109402886|XP_019531162.2|AEAL, LOC115264668|XP_029724490.1|AEAL, LOC109411826|XP_019540984.2|AEAL, LOC115264675|XP_029724497.1|AEAL, LOC109411823|XP_019540982.2|AEAL, LOC109402887|XP_019531163.2|AEAL, LOC109402888|XP_019531164.2|AEAL
OG0010949	LOC120418588|XP_039436968.1|CPIP	LOC109410565|XP_019539641.2|AEAL, LOC115267859|XP_029731266.1|AEAL
OG0010949	LOC120418584|XP_039436965.1|CPIP	LOC109410561|XP_029731272.1|AEAL, LOC109421161|XP_019551200.2|AEAL
OG0010950	LOC120420776|XP_039439821.1|CPIP	LOC115264072|XP_029723237.1|AEAL, LOC109414598|XP_019543971.2|AEAL
OG0010953	LOC120425231|XP_039445596.1|CPIP, LOC120428499|XP_039449444.1|CPIP, LOC120427483|XP_039448281.1|CPIP, LOC120432183|XP_039453257.1|CPIP, LOC120425845|XP_039446398.1|CPIP, LOC120421762|XP_039440967.1|CPIP	LOC109417500|XP_029714150.1|AEAL
OG0011066	LOC120415629|XP_039433161.1|CPIP	LOC109423068|XP_019553537.2|AEAL, LOC109432375|XP_019564277.2|AEAL, LOC115260687|XP_029717737.1|AEAL
OG0011067	LOC120423011|XP_039442577.1|CPIP	LOC115265155|XP_029725273.1|AEAL, LOC109432373|XP_029726132.1|AEAL
OG0011068	LOC120413479|XP_039430263.1|CPIP, LOC120413480|XP_039430264.1|CPIP, LOC120413482|XP_039430266.1|CPIP, LOC120425345|XP_039445781.1|CPIP	LOC109425624|XP_019556412.2|AEAL, LOC109403220|XP_019531528.2|AEAL, LOC115269665|XP_029734361.1|AEAL, LOC115269660|XP_029734355.1|AEAL
OG0011069	LOC120427498|XP_039448287.1|CPIP	LOC115260864|XP_029718048.1|AEAL, LOC115265469|XP_029726562.1|AEAL, LOC115260134|XP_029716903.1|AEAL, LOC115256674|XP_029711424.1|AEAL, LOC115256547|XP_029711128.1|AEAL, LOC115254670|XP_029708142.1|AEAL, LOC115267383|XP_029730229.1|AEAL, LOC115257647|XP_029713341.1|AEAL, LOC115263174|XP_029721988.1|AEAL, LOC115266457|XP_029728547.1|AEAL, LOC115259615|XP_029716226.1|AEAL, LOC115268219|XP_029732139.1|AEAL, LOC115261768|XP_029719519.1|AEAL, LOC115264592|XP_029724306.1|AEAL, LOC115266124|XP_029727953.1|AEAL, LOC115264230|XP_029723653.1|AEAL, LOC115266382|XP_029728497.1|AEAL, LOC115259495|XP_029715966.1|AEAL, LOC115267373|XP_029730221.1|AEAL, LOC115266940|XP_029729504.1|AEAL, LOC115268710|XP_029732676.1|AEAL
OG0011071	LOC120414247|XP_039431295.1|CPIP, LOC120414248|XP_039431296.1|CPIP, LOC120414246|XP_039431294.1|CPIP	LOC109422505|XP_019552855.2|AEAL, LOC109428624|XP_019559954.2|AEAL, LOC115261750|XP_029719491.1|AEAL, LOC109420363|XP_019550240.2|AEAL
OG0011071	LOC120414245|XP_039431293.1|CPIP, LOC120414244|XP_039431292.1|CPIP	LOC109401660|XP_019529782.2|AEAL, LOC109420364|XP_019550242.1|AEAL
OG0011072	LOC120428241|XP_039449154.1|CPIP	LOC109424688|XP_019555400.2|AEAL
OG0011072	LOC120428237|XP_039449149.1|CPIP, LOC120428233|XP_039449146.1|CPIP, LOC120428236|XP_039449148.1|CPIP, LOC120428232|XP_039449145.1|CPIP, LOC120428238|XP_039449151.1|CPIP	LOC109424686|XP_029721112.1|AEAL, LOC109424708|XP_019555408.2|AEAL, LOC109424707|XP_029721109.1|AEAL, LOC109424689|XP_019555401.2|AEAL
OG0011169	LOC120428592|XP_039449551.1|CPIP	LOC109420303|XP_029713331.1|AEAL
OG0011169	LOC120429999|XP_039451031.1|CPIP	LOC109428993|XP_019560381.2|AEAL
OG0011171	ND2|YP_004221848.1|CPIP	ND2|YP_194911.1|AEAL
OG0011172	CYTB|YP_004221859.1|CPIP	CYTB|YP_194922.1|AEAL
OG0011173	LOC120417851|XP_039436008.1|CPIP	LOC115262247|XP_029720513.1|AEAL, LOC109429721|XP_029728574.1|AEAL
OG0011174	LOC120415044|XP_039432352.1|CPIP	LOC109402178|XP_029729853.1|AEAL
OG0011290	LOC120431807|XP_039452860.1|CPIP, LOC120416939|XP_039434791.1|CPIP, LOC120421000|XP_039440050.1|CPIP, LOC120430793|XP_039451843.1|CPIP	LOC115267337|XP_029730118.1|AEAL, LOC109424817|XP_029713264.1|AEAL, LOC115257195|XP_029712487.1|AEAL
OG0011290	LOC120428185|XP_039449099.1|CPIP	LOC115256756|XP_029711565.1|AEAL, LOC109425600|XP_029730491.1|AEAL, LOC115260215|XP_029717007.1|AEAL, LOC115256572|XP_029711202.1|AEAL, LOC109413871|XP_029717588.1|AEAL, LOC109416458|XP_019546064.2|AEAL
OG0011291	LOC120424661|XP_039444769.1|CPIP	LOC115262805|XP_029721559.1|AEAL
OG0011292	LOC120423832|XP_039443709.1|CPIP	LOC109423498|XP_019554011.2|AEAL
OG0011292	LOC120423833|XP_039443710.1|CPIP	LOC115257055|XP_029712162.1|AEAL, LOC109401436|XP_019529538.2|AEAL, LOC115256968|XP_029712050.1|AEAL, LOC109423496|XP_029722795.1|AEAL
OG0011293	LOC120431637|XP_039452689.1|CPIP	LOC109400485|XP_029716102.1|AEAL, LOC109408290|XP_019537101.2|AEAL
OG0011294	LOC120420542|XP_039439547.1|CPIP, LOC120413869|XP_039430772.1|CPIP	LOC109406545|XP_019535186.2|AEAL
OG0011294	LOC120413882|XP_039430790.1|CPIP, LOC120420540|XP_039439546.1|CPIP	LOC115262117|XP_029720010.1|AEAL, LOC109406520|XP_029719857.1|AEAL, LOC109429666|XP_029720496.1|AEAL
OG0011294	LOC120413892|XP_039430802.1|CPIP	LOC109405464|XP_029717999.1|AEAL, LOC109402434|XP_019530665.2|AEAL
OG0011295	LOC120417808|XP_039435941.1|CPIP	LOC115259985|XP_029716670.1|AEAL, LOC109409320|XP_019538314.3|AEAL
OG0011296	LOC120412979|XP_039429563.1|CPIP, LOC120412980|XP_039429564.1|CPIP, LOC120420846|XP_039439897.1|CPIP	LOC109408796|XP_019537729.2|AEAL, LOC109410275|XP_029726310.1|AEAL, LOC109622319|XP_029726309.1|AEAL, LOC109408807|XP_019537740.2|AEAL, LOC115265423|XP_029726303.1|AEAL, LOC109408862|XP_019537779.3|AEAL
OG0011297	LOC120421106|XP_039440194.1|CPIP	LOC109433049|XP_019564973.2|AEAL
OG0011298	LOC120421955|XP_039441202.1|CPIP	LOC109428544|XP_029714874.1|AEAL, LOC109420983|XP_029714873.1|AEAL, LOC109428575|XP_029714795.1|AEAL, LOC109428557|XP_019559883.2|AEAL
OG0011298	LOC120428890|XP_039449964.1|CPIP	LOC109421507|XP_029726802.1|AEAL
OG0011299	LOC120415704|XP_039433232.1|CPIP	LOC109430131|XP_019561707.2|AEAL
OG0011300	LOC120416877|XP_039434705.1|CPIP, LOC120422422|XP_039441770.1|CPIP, LOC120422423|XP_039441771.1|CPIP, LOC120429676|XP_039450641.1|CPIP	LOC109421593|XP_019551644.2|AEAL, LOC109407373|XP_019535918.2|AEAL, LOC109407352|XP_029727655.1|AEAL, LOC109407364|XP_019535910.2|AEAL, LOC109421607|XP_019551659.2|AEAL
OG0011301	LOC120431919|XP_039452985.1|CPIP	LOC109622956|XP_019932962.2|AEAL, LOC109421508|XP_019551548.3|AEAL
OG0011301	LOC120430966|XP_039452035.1|CPIP, LOC120431921|XP_039452988.1|CPIP, LOC120430965|XP_039452032.1|CPIP, LOC120431918|XP_039452983.1|CPIP, LOC120431922|XP_039452990.1|CPIP	LOC109621332|XP_029726805.1|AEAL
OG0011302	LOC120428002|XP_039448904.1|CPIP	LOC109418192|XP_019547906.2|AEAL
OG0011302	LOC120428003|XP_039448905.1|CPIP, LOC120416959|XP_039434804.1|CPIP	LOC109428018|XP_019559218.2|AEAL, LOC109418239|XP_019547941.2|AEAL
OG0011303	LOC120413044|XP_039429669.1|CPIP, LOC120413042|XP_039429667.1|CPIP, LOC120426760|XP_039447468.1|CPIP	LOC109413693|XP_019542959.2|AEAL, LOC109413684|XP_019542943.2|AEAL, LOC109413685|XP_019542945.2|AEAL
OG0011304	LOC120417505|XP_039435517.1|CPIP	LOC115268431|XP_029732265.1|AEAL, LOC109409578|XP_019538577.2|AEAL, LOC109430499|XP_019562109.2|AEAL
OG0011304	LOC120417517|XP_039435534.1|CPIP	LOC109405759|XP_019534370.2|AEAL
OG0011304	LOC120417518|XP_039435535.1|CPIP	LOC109430477|XP_019562092.2|AEAL, LOC109430475|XP_029732660.1|AEAL, LOC109405760|XP_029709244.1|AEAL
OG0011305	LOC120428069|XP_039448977.1|CPIP, LOC120420255|XP_039439185.1|CPIP	LOC115256794|XP_029711616.1|AEAL, LOC115269891|XP_029734554.1|AEAL, LOC115266161|XP_029727988.1|AEAL, LOC115264016|XP_029723187.1|AEAL, LOC115263785|XP_029723024.1|AEAL
OG0011306	LOC120423087|XP_039442696.1|CPIP, LOC120427755|XP_039448599.1|CPIP, LOC120427749|XP_039448593.1|CPIP, LOC120423086|XP_039442695.1|CPIP, LOC120427741|XP_039448580.1|CPIP, LOC120423069|XP_039442675.1|CPIP, LOC120427754|XP_039448598.1|CPIP, LOC120423066|XP_039442672.1|CPIP	LOC109433309|XP_029720869.1|AEAL
OG0011307	LOC120427172|XP_039447966.1|CPIP, LOC120430083|XP_039451106.1|CPIP	LOC115255382|XP_029709291.1|AEAL, LOC115270299|XP_029735527.1|AEAL, LOC115261527|XP_029719211.1|AEAL, LOC115269753|XP_029734427.1|AEAL, LOC115262873|XP_029721607.1|AEAL, LOC115261208|XP_029718418.1|AEAL, LOC115266754|XP_029729172.1|AEAL, LOC115266451|XP_029728542.1|AEAL, LOC115269342|XP_029733857.1|AEAL, LOC115261838|XP_029719608.1|AEAL, LOC115268852|XP_029732884.1|AEAL, LOC115269275|XP_029733707.1|AEAL, LOC115267823|XP_029731108.1|AEAL, LOC115262640|XP_029721003.1|AEAL
OG0011419	LOC120418119|XP_039436330.1|CPIP	LOC109408944|XP_029711687.1|AEAL
OG0011420	LOC120432048|XP_039453114.1|CPIP, LOC120413282|XP_039429953.1|CPIP	LOC115256104|XP_029710223.1|AEAL
OG0011420	LOC120425949|XP_039446520.1|CPIP, LOC120430835|XP_039451883.1|CPIP	LOC115268250|XP_029732160.1|AEAL, LOC115257583|XP_029713223.1|AEAL, LOC115264577|XP_029724285.1|AEAL, LOC115261955|XP_029719738.1|AEAL, LOC115266134|XP_029727958.1|AEAL, LOC109408475|XP_019537356.2|AEAL, LOC115257601|XP_029713251.1|AEAL, LOC115261628|XP_029719394.1|AEAL, LOC115256211|XP_029710336.1|AEAL, LOC109406657|XP_019535271.2|AEAL
OG0011421	LOC120417723|XP_039435808.1|CPIP	LOC109433294|XP_029719068.1|AEAL
OG0011422	LOC120422905|XP_039442404.1|CPIP	LOC109409750|XP_019538799.1|AEAL, LOC109432138|XP_019563985.2|AEAL, LOC109432152|XP_019564009.2|AEAL, LOC109409746|XP_019538793.2|AEAL
OG0011422	LOC120428414|XP_039449361.1|CPIP	LOC109432144|XP_019563996.2|AEAL, LOC109409749|XP_019538798.2|AEAL
OG0011423	LOC120422835|XP_039442311.1|CPIP, LOC120422863|XP_039442346.1|CPIP	LOC109407821|XP_029726198.1|AEAL, LOC109410038|XP_019539127.2|AEAL
OG0011423	LOC120422868|XP_039442351.1|CPIP	LOC109407823|XP_019536532.2|AEAL, LOC115270100|XP_029734959.1|AEAL, LOC109400598|XP_019528630.2|AEAL
OG0011423	LOC120432630|XP_039453814.1|CPIP	LOC115269216|XP_029733597.1|AEAL, LOC115258398|XP_029714349.1|AEAL
OG0011424	LOC120418497|XP_039436868.1|CPIP	LOC115269703|XP_029734389.1|AEAL
OG0011425	LOC120421158|XP_039440284.1|CPIP	LOC109421437|XP_019551469.2|AEAL, LOC109432569|XP_019564454.2|AEAL
